Orthogroup	MOUSE	STRPU_ok
OG0002151	MOUSE06320, MOUSE06321	STRPU_08939
OG0002152	MOUSE17241, MOUSE17240, MOUSE17239, MOUSE17238	STRPU_07904, STRPU_07930
OG0002153	MOUSE19235	STRPU_04476
OG0002154	MOUSE47334	STRPU_09541
OG0002155	MOUSE38014	STRPU_11252, STRPU_11215
OG0002155	MOUSE40891, MOUSE40892, MOUSE40893	STRPU_23836, STRPU_23874
OG0002156	MOUSE48218, MOUSE48219, MOUSE48217	STRPU_05070, STRPU_05146
OG0002157	MOUSE38584, MOUSE38583	STRPU_08588, STRPU_00303
OG0002158	MOUSE09191	STRPU_07732
OG0002159	MOUSE44407	STRPU_04751, STRPU_04752, STRPU_12853, STRPU_12863
OG0002160	MOUSE54347, MOUSE07191, MOUSE54345, MOUSE51210, MOUSE54346	STRPU_08290
OG0002161	MOUSE02915, MOUSE02914, MOUSE05360, MOUSE05359, MOUSE26291, MOUSE26292	STRPU_13309
OG0002162	MOUSE24184, MOUSE24183, MOUSE24182, MOUSE25738	STRPU_20069
OG0002163	MOUSE02128, MOUSE44346, MOUSE02129, MOUSE23572	STRPU_11832
OG0002166	MOUSE37785, MOUSE38261, MOUSE38260, MOUSE38262, MOUSE46516, MOUSE46517	STRPU_14593
OG0002167	MOUSE02861, MOUSE19225, MOUSE47991, MOUSE47990	STRPU_15754
OG0002168	MOUSE13726, MOUSE13725	STRPU_24315
OG0002168	MOUSE40358, MOUSE40357	STRPU_19155
OG0002169	MOUSE40487, MOUSE20963	STRPU_10191
OG0002170	MOUSE19547	STRPU_00895, STRPU_23022
OG0002170	MOUSE42281, MOUSE42282	STRPU_15901
OG0002171	MOUSE28471, MOUSE28467, MOUSE28466, MOUSE28468, MOUSE28472	STRPU_26259
OG0002172	MOUSE47319, MOUSE47320, MOUSE15799, MOUSE15798	STRPU_01335
OG0002173	MOUSE09967	STRPU_14738
OG0002173	MOUSE30416, MOUSE30415, MOUSE51352, MOUSE51351, MOUSE51350, MOUSE41799, MOUSE41800	STRPU_27218
OG0002174	MOUSE14121, MOUSE14119, MOUSE14120, MOUSE14122	STRPU_08137
OG0002174	MOUSE27720, MOUSE27721	STRPU_26655
OG0002175	MOUSE25597, MOUSE25595, MOUSE25596, MOUSE25598	STRPU_19597
OG0002177	MOUSE43267, MOUSE43269, MOUSE43268, MOUSE43270, MOUSE00008, MOUSE00007, MOUSE00006, MOUSE07397, MOUSE07396	STRPU_21636
OG0002178	MOUSE17652, MOUSE17653, MOUSE17654, MOUSE17655	STRPU_08141
OG0002179	MOUSE18348, MOUSE18349	STRPU_21296
OG0002180	MOUSE21620	STRPU_07373, STRPU_07744
OG0002182	MOUSE39072, MOUSE39068, MOUSE31068, MOUSE31072, MOUSE31070, MOUSE31069, MOUSE31073, MOUSE39065, MOUSE39062, MOUSE39061, MOUSE39064, MOUSE39071, MOUSE39070, MOUSE39069	STRPU_23612
OG0002183	MOUSE02242, MOUSE02240, MOUSE02241, MOUSE23512, MOUSE23513, MOUSE23515, MOUSE23510, MOUSE23514, MOUSE23511	STRPU_12069, STRPU_01231
OG0002184	MOUSE48916, MOUSE10382	STRPU_18606, STRPU_18635
OG0002185	MOUSE49434, MOUSE49435, MOUSE49415	STRPU_25310
OG0002186	MOUSE22990, MOUSE22989, MOUSE53266, MOUSE53267, MOUSE53268	STRPU_24638
OG0002187	MOUSE25447, MOUSE25445, MOUSE25446	STRPU_20018
OG0002188	MOUSE22432	STRPU_23046
OG0002189	MOUSE51745, MOUSE51746, MOUSE51743	STRPU_19345
OG0002190	MOUSE50945, MOUSE50947, MOUSE15990, MOUSE15989, MOUSE15988	STRPU_03778
OG0002191	MOUSE53252, MOUSE53251, MOUSE53250, MOUSE14735, MOUSE26315, MOUSE26313, MOUSE26314	STRPU_25105
OG0002192	MOUSE17111, MOUSE17112, MOUSE17113, MOUSE04762	STRPU_02130, STRPU_09169, STRPU_02131
OG0002193	MOUSE33573, MOUSE33572, MOUSE33571	STRPU_18710
OG0002194	MOUSE15330, MOUSE15331, MOUSE45347	STRPU_20624, STRPU_20625
OG0002195	MOUSE33769, MOUSE33767, MOUSE33768, MOUSE33770, MOUSE33771, MOUSE15555, MOUSE41433, MOUSE41432	STRPU_16003
OG0002196	MOUSE00860, MOUSE00859, MOUSE00856, MOUSE00857, MOUSE00858	STRPU_22146
OG0002201	MOUSE49609, MOUSE09232, MOUSE09233	STRPU_25369
OG0002209	MOUSE14402, MOUSE17334	STRPU_22444
OG0002211	MOUSE04491	STRPU_14750
OG0002212	MOUSE10238	STRPU_07077, STRPU_27066
OG0002213	MOUSE24480, MOUSE24483, MOUSE24482, MOUSE24481, MOUSE24479, MOUSE24484	STRPU_21333
OG0002216	MOUSE35417	STRPU_22652
OG0002217	MOUSE27976, MOUSE27972, MOUSE27973	STRPU_19421
OG0002218	MOUSE27635, MOUSE27633, MOUSE27632, MOUSE27637, MOUSE27636, MOUSE27631, MOUSE27630, MOUSE27634, MOUSE27629, MOUSE32914, MOUSE32915	STRPU_27333
OG0002219	MOUSE35663, MOUSE35662, MOUSE35665, MOUSE35664	STRPU_24548
OG0002221	MOUSE04128, MOUSE04129, MOUSE04127, MOUSE41700, MOUSE41701, MOUSE33775, MOUSE33774	STRPU_11361
OG0002222	MOUSE23109, MOUSE23108, MOUSE23107, MOUSE23105, MOUSE23104	STRPU_11454
OG0002223	MOUSE23432, MOUSE23433, MOUSE23434, MOUSE02308, MOUSE02307, MOUSE02309	STRPU_23310, STRPU_22283
OG0002224	MOUSE11430, MOUSE11429, MOUSE02849, MOUSE02852, MOUSE02848	STRPU_04620
OG0002225	MOUSE43379, MOUSE43380, MOUSE43381, MOUSE43383, MOUSE43382, MOUSE20117	STRPU_20789
OG0002226	MOUSE48785, MOUSE48782, MOUSE48781, MOUSE48783, MOUSE36591, MOUSE36592, MOUSE48779, MOUSE48784	STRPU_18952, STRPU_00675
OG0002227	MOUSE13859, MOUSE13857	STRPU_09398, STRPU_01560
OG0002228	MOUSE06220, MOUSE06221, MOUSE06216, MOUSE06218, MOUSE06219, MOUSE06215, MOUSE06222, MOUSE06217, MOUSE44273, MOUSE44272	STRPU_08800
OG0002229	MOUSE15295	STRPU_15198, STRPU_15255
OG0002231	MOUSE54580, MOUSE54579, MOUSE54583, MOUSE54582, MOUSE54577, MOUSE54581, MOUSE54578	STRPU_05949, STRPU_26578, STRPU_05981
OG0002233	MOUSE53746	STRPU_07753, STRPU_07589, STRPU_07766, STRPU_07763
OG0002234	MOUSE14022	STRPU_08612, STRPU_08617
OG0002235	MOUSE40368, MOUSE40366, MOUSE09547, MOUSE12842	STRPU_09805
OG0002236	MOUSE28803, MOUSE28802, MOUSE21593, MOUSE21594	STRPU_24823, STRPU_24821
OG0002237	MOUSE34193, MOUSE50135, MOUSE50134, MOUSE50133, MOUSE00564, MOUSE00563	STRPU_17380
OG0002239	MOUSE44568, MOUSE13262	STRPU_27056
OG0002240	MOUSE15586, MOUSE15589, MOUSE15588, MOUSE15590, MOUSE15587	STRPU_10910
OG0002241	MOUSE02699, MOUSE02698	STRPU_15218, STRPU_15166
OG0002242	MOUSE13507	STRPU_25749
OG0002243	MOUSE03354, MOUSE40581, MOUSE40583	STRPU_04202, STRPU_04242
OG0002244	MOUSE54636, MOUSE54635, MOUSE54634, MOUSE54633	STRPU_04996
OG0002245	MOUSE05689, MOUSE05690, MOUSE05688, MOUSE05691, MOUSE05692, MOUSE50212	STRPU_24404
OG0002246	MOUSE44548, MOUSE44547, MOUSE30817, MOUSE30816, MOUSE13275, MOUSE13274, MOUSE13273, MOUSE13272	STRPU_27096, STRPU_27097, STRPU_27086
OG0002248	MOUSE11009, MOUSE11005, MOUSE11012, MOUSE11004, MOUSE11003, MOUSE11010, MOUSE11013, MOUSE11008, MOUSE11011, MOUSE11006, MOUSE11007, MOUSE48110, MOUSE48112, MOUSE48111	STRPU_04364
OG0002249	MOUSE40036, MOUSE40034, MOUSE40035, MOUSE09411, MOUSE01577, MOUSE01578	STRPU_18554
OG0002251	MOUSE36972, MOUSE47801, MOUSE47800	STRPU_09471
OG0002252	MOUSE41828, MOUSE41826, MOUSE06430, MOUSE17174, MOUSE17173	STRPU_08300
OG0002253	MOUSE07418	STRPU_20603
OG0002255	MOUSE43703	STRPU_00240, STRPU_25979
OG0002255	MOUSE43704, MOUSE43705, MOUSE28848	STRPU_26128
OG0002256	MOUSE42532	STRPU_12929
OG0002258	MOUSE35964, MOUSE35966, MOUSE35968, MOUSE35967, MOUSE35969	STRPU_14466, STRPU_14465
OG0002259	MOUSE04521, MOUSE04523, MOUSE02703, MOUSE02702, MOUSE02705	STRPU_02533, STRPU_15151
OG0002260	MOUSE24753, MOUSE07667	STRPU_21065, STRPU_21064
OG0002261	MOUSE38705, MOUSE38702, MOUSE38703, MOUSE38700, MOUSE38701, MOUSE38699	STRPU_08447, STRPU_08414
OG0002262	MOUSE05200, MOUSE39751, MOUSE15494, MOUSE15493	STRPU_13698, STRPU_02378
OG0002263	MOUSE52252, MOUSE52251, MOUSE52253, MOUSE52250	STRPU_06874
OG0002264	MOUSE53985, MOUSE53983, MOUSE53986, MOUSE53984, MOUSE33892, MOUSE33894	STRPU_17295
OG0002265	MOUSE47642, MOUSE47641, MOUSE47643, MOUSE13611	STRPU_07673
OG0002266	MOUSE05060, MOUSE05059, MOUSE05062, MOUSE05061	STRPU_08422
OG0002267	MOUSE17686, MOUSE17689, MOUSE17688, MOUSE17687, MOUSE17690, MOUSE17692, MOUSE25221, MOUSE25219, MOUSE25217, MOUSE25216, MOUSE25222, MOUSE25220, MOUSE25223	STRPU_19406
OG0002268	MOUSE08730, MOUSE08729	STRPU_13242
OG0002270	MOUSE26571, MOUSE26570, MOUSE14390, MOUSE14389	STRPU_22303, STRPU_22321
OG0002271	MOUSE53745, MOUSE53743, MOUSE03438, MOUSE03437, MOUSE29699, MOUSE29700, MOUSE29696	STRPU_05892
OG0002272	MOUSE13967, MOUSE13968	STRPU_16446
OG0002274	MOUSE46547, MOUSE46546, MOUSE46544, MOUSE46545, MOUSE38027, MOUSE38025	STRPU_14747
OG0002275	MOUSE06670, MOUSE06671, MOUSE34141, MOUSE34140, MOUSE28678, MOUSE13364	STRPU_24013
OG0002276	MOUSE05207, MOUSE05206, MOUSE39827, MOUSE39826, MOUSE39825, MOUSE39828	STRPU_23679, STRPU_23655
OG0002278	MOUSE07574, MOUSE07575, MOUSE07569, MOUSE07578, MOUSE07577, MOUSE07576, MOUSE43186, MOUSE07570, MOUSE07571, MOUSE07572, MOUSE07573, MOUSE07568	STRPU_21391
OG0002279	MOUSE13084, MOUSE13087, MOUSE21805, MOUSE21804, MOUSE21807	STRPU_06852
OG0002280	MOUSE34276, MOUSE34275, MOUSE00618, MOUSE34277, MOUSE34274	STRPU_17219
OG0002281	MOUSE48367, MOUSE21171, MOUSE27875, MOUSE27874	STRPU_09951, STRPU_09974
OG0002282	MOUSE17776, MOUSE48796	STRPU_19538
OG0002284	MOUSE09416, MOUSE09417, MOUSE09415	STRPU_23250
OG0002285	MOUSE02821, MOUSE02820, MOUSE21050, MOUSE21049	STRPU_01550, STRPU_09408
OG0002286	MOUSE18090	STRPU_08813
OG0002287	MOUSE29102, MOUSE29101, MOUSE19002	STRPU_25356
OG0002288	MOUSE31538, MOUSE31539, MOUSE03433, MOUSE03434, MOUSE03435, MOUSE03432	STRPU_04687
OG0002289	MOUSE47486, MOUSE47485, MOUSE54572, MOUSE04047	STRPU_15815, STRPU_15862
OG0002290	MOUSE37250, MOUSE37251, MOUSE37253, MOUSE38066, MOUSE38067, MOUSE38068, MOUSE38069, MOUSE46470, MOUSE46469, MOUSE46468, MOUSE46471, MOUSE46467	STRPU_14246
OG0002291	MOUSE10481, MOUSE10479, MOUSE10480	STRPU_19096
OG0002292	MOUSE27260, MOUSE27259	STRPU_12320
OG0002293	MOUSE55312, MOUSE55313, MOUSE55311, MOUSE55310, MOUSE34092, MOUSE34091, MOUSE34090, MOUSE34089, MOUSE34088	STRPU_17875
OG0002294	MOUSE09806, MOUSE09805, MOUSE40046, MOUSE40045, MOUSE40041, MOUSE40043, MOUSE40044, MOUSE40039, MOUSE40040, MOUSE40042, MOUSE40038, MOUSE40037	STRPU_19133
OG0002295	MOUSE10420, MOUSE10075, MOUSE10076, MOUSE48482, MOUSE48483, MOUSE10077, MOUSE10078, MOUSE10079, MOUSE10074	STRPU_27352
OG0002296	MOUSE21048, MOUSE21047	STRPU_09585, STRPU_09584
OG0002314	MOUSE36536	STRPU_05549, STRPU_05607
OG0002315	MOUSE33107, MOUSE33106, MOUSE33105, MOUSE33718	STRPU_19151
OG0002316	MOUSE34051, MOUSE55306, MOUSE55305, MOUSE55307, MOUSE55308	STRPU_17537
OG0002317	MOUSE07518, MOUSE07517, MOUSE43232, MOUSE43230, MOUSE43231, MOUSE49950, MOUSE20177	STRPU_21329
OG0002319	MOUSE54442, MOUSE29415, MOUSE29414, MOUSE29413, MOUSE29416, MOUSE29412	STRPU_06337, STRPU_06292
OG0002320	MOUSE50959, MOUSE17364	STRPU_02801
OG0002321	MOUSE40396	STRPU_10154, STRPU_10091
OG0002323	MOUSE38322, MOUSE38321, MOUSE38319, MOUSE38318, MOUSE38317	STRPU_24285
OG0002324	MOUSE38970, MOUSE38971, MOUSE38972, MOUSE38969	STRPU_14002, STRPU_14003
OG0002325	MOUSE17400, MOUSE17399	STRPU_03805, STRPU_03824
OG0002326	MOUSE07382, MOUSE07383, MOUSE00010	STRPU_21342
OG0002327	MOUSE54331, MOUSE48336, MOUSE11268, MOUSE11270	STRPU_23595
OG0002328	MOUSE13222, MOUSE13223	STRPU_18502
OG0002329	MOUSE09229, MOUSE09230, MOUSE49607, MOUSE49606, MOUSE12332, MOUSE09231	STRPU_25660
OG0002330	MOUSE15237, MOUSE04532, MOUSE04530, MOUSE04531, MOUSE04529, MOUSE04528	STRPU_15858, STRPU_15813
OG0002331	MOUSE28866, MOUSE28864, MOUSE28867, MOUSE28865, MOUSE28868, MOUSE19883, MOUSE19884, MOUSE19889, MOUSE19885, MOUSE19888	STRPU_26088
OG0002332	MOUSE36884, MOUSE36885, MOUSE40574, MOUSE40576, MOUSE40575	STRPU_04027
OG0002333	MOUSE10311	STRPU_23436, STRPU_01001
OG0002334	MOUSE13363, MOUSE15737, MOUSE15736, MOUSE15739, MOUSE15738	STRPU_23548
OG0002335	MOUSE18926, MOUSE18923, MOUSE18928, MOUSE18934, MOUSE18933, MOUSE18930, MOUSE18935, MOUSE18921, MOUSE18924, MOUSE18927, MOUSE18932, MOUSE18929, MOUSE18931, MOUSE18922	STRPU_24684
OG0002336	MOUSE13088, MOUSE21803, MOUSE54038, MOUSE54037	STRPU_06708
OG0002337	MOUSE37555, MOUSE37556, MOUSE04951	STRPU_15351
OG0002339	MOUSE47602, MOUSE47603, MOUSE47604	STRPU_09348
OG0002340	MOUSE32022	STRPU_26084
OG0002341	MOUSE45387, MOUSE45384, MOUSE45383, MOUSE45385, MOUSE45386, MOUSE45382	STRPU_05759
OG0002342	MOUSE08982, MOUSE08983	STRPU_01084, STRPU_24216
OG0002343	MOUSE47066, MOUSE47069, MOUSE47067, MOUSE47062, MOUSE47061, MOUSE41254	STRPU_11537
OG0002344	MOUSE04380, MOUSE04379, MOUSE37757, MOUSE37756, MOUSE37755	STRPU_14480
OG0002345	MOUSE27073, MOUSE14355, MOUSE14356, MOUSE14354, MOUSE27076, MOUSE27071, MOUSE27079, MOUSE27077, MOUSE27065, MOUSE27066, MOUSE27067, MOUSE27069, MOUSE27068, MOUSE27078, MOUSE27070	STRPU_12488, STRPU_12513
OG0002346	MOUSE14308, MOUSE14307, MOUSE14309, MOUSE27028, MOUSE27029	STRPU_01631, STRPU_11970
OG0002347	MOUSE19963, MOUSE19961	STRPU_12584
OG0002348	MOUSE07276, MOUSE07275, MOUSE07274	STRPU_21258
OG0002348	MOUSE45676, MOUSE45671, MOUSE45668, MOUSE45674, MOUSE45667, MOUSE45673, MOUSE45666, MOUSE45675, MOUSE45670	STRPU_04971
OG0002349	MOUSE49202	STRPU_25984
OG0002349	MOUSE36003	STRPU_08687
OG0002350	MOUSE23676, MOUSE23674, MOUSE23673, MOUSE23675, MOUSE26072	STRPU_20358
OG0002352	MOUSE39869, MOUSE39871, MOUSE39870	STRPU_25485
OG0002353	MOUSE16420, MOUSE16408, MOUSE16418, MOUSE16414, MOUSE16403, MOUSE16419, MOUSE16410, MOUSE16412, MOUSE16402, MOUSE16404, MOUSE16417, MOUSE16413, MOUSE16401, MOUSE16411, MOUSE16405, MOUSE16421	STRPU_03705, STRPU_03704
OG0002354	MOUSE19705	STRPU_26150
OG0002354	MOUSE28903	STRPU_25861
OG0002355	MOUSE48771, MOUSE03381	STRPU_05391
OG0002356	MOUSE41544, MOUSE44070, MOUSE44071, MOUSE44072, MOUSE44067, MOUSE44069, MOUSE44066, MOUSE44068	STRPU_13024
OG0002357	MOUSE00083, MOUSE00084, MOUSE00086, MOUSE00085	STRPU_21637, STRPU_00290
OG0002358	MOUSE45979, MOUSE45980, MOUSE45978, MOUSE23517, MOUSE23516	STRPU_12621
OG0002359	MOUSE27438	STRPU_04441, STRPU_04440, STRPU_04439
OG0002360	MOUSE05156, MOUSE05158, MOUSE05157, MOUSE38924, MOUSE38927, MOUSE38925, MOUSE38926, MOUSE38922, MOUSE38923, MOUSE38921	STRPU_24025, STRPU_02637
OG0002361	MOUSE28023, MOUSE07757	STRPU_20865, STRPU_20902, STRPU_21152
OG0002362	MOUSE20723, MOUSE44925, MOUSE01507, MOUSE01506, MOUSE01508	STRPU_26957
OG0002363	MOUSE16931, MOUSE06139, MOUSE06138, MOUSE06137	STRPU_08483
OG0002364	MOUSE49586, MOUSE49585, MOUSE49587	STRPU_10485
OG0002366	MOUSE28622, MOUSE21652, MOUSE21651, MOUSE49762	STRPU_25360
OG0002367	MOUSE31303	STRPU_19014
OG0002367	MOUSE10439, MOUSE10441	STRPU_26541
OG0002368	MOUSE07877, MOUSE07876, MOUSE18790, MOUSE18789	STRPU_20691
OG0002369	MOUSE08123, MOUSE08122	STRPU_21201
OG0002370	MOUSE42316, MOUSE42317, MOUSE42320	STRPU_08154
OG0002371	MOUSE24651, MOUSE24650, MOUSE24614, MOUSE08089, MOUSE08088	STRPU_21823
OG0002372	MOUSE46396, MOUSE46395	STRPU_14679
OG0002373	MOUSE08287, MOUSE08286, MOUSE18206, MOUSE18204, MOUSE18205, MOUSE08289, MOUSE08288	STRPU_04172, STRPU_04171
OG0002374	MOUSE18527, MOUSE28943	STRPU_16223, STRPU_00101, STRPU_26262, STRPU_25329
OG0002375	MOUSE06971, MOUSE06970, MOUSE06968	STRPU_22143, STRPU_22144
OG0002376	MOUSE07954, MOUSE07952, MOUSE07953, MOUSE20330, MOUSE20331, MOUSE20329	STRPU_21584, STRPU_21585
OG0002377	MOUSE03068, MOUSE03065, MOUSE03066, MOUSE54483, MOUSE54484, MOUSE07892, MOUSE07893, MOUSE03067	STRPU_20991
OG0002378	MOUSE27255, MOUSE27252, MOUSE27251, MOUSE27254	STRPU_12622
OG0002379	MOUSE29839, MOUSE29835, MOUSE29838, MOUSE29840, MOUSE29837, MOUSE29841, MOUSE29836, MOUSE29834, MOUSE04259	STRPU_06263, STRPU_06307
OG0002380	MOUSE41132, MOUSE36721, MOUSE27956, MOUSE27954, MOUSE27955, MOUSE41133, MOUSE41130, MOUSE41131, MOUSE36719, MOUSE36720	STRPU_04696
OG0002395	MOUSE33475, MOUSE33478, MOUSE33476, MOUSE33477, MOUSE20808	STRPU_19059
OG0002396	MOUSE20180, MOUSE20179, MOUSE02991, MOUSE02989, MOUSE02990	STRPU_21072
OG0002398	MOUSE53838, MOUSE53837, MOUSE21931, MOUSE48036	STRPU_05219
OG0002399	MOUSE06604, MOUSE06603, MOUSE06599, MOUSE06601, MOUSE06597, MOUSE06598, MOUSE06602, MOUSE06600, MOUSE28800, MOUSE28801, MOUSE21605, MOUSE21604, MOUSE21606	STRPU_24459
OG0002400	MOUSE40934, MOUSE35436, MOUSE40933, MOUSE35435, MOUSE17294	STRPU_00984, STRPU_23458
OG0002401	MOUSE13044, MOUSE13042, MOUSE13043, MOUSE13041, MOUSE36445, MOUSE36444, MOUSE36446	STRPU_04981
OG0002402	MOUSE13839	STRPU_11673
OG0002403	MOUSE29997	STRPU_06809
OG0002404	MOUSE31815, MOUSE31814, MOUSE48813, MOUSE48814	STRPU_18428, STRPU_18470
OG0002406	MOUSE50625	STRPU_10508
OG0002407	MOUSE11498	STRPU_04443
OG0002408	MOUSE32062, MOUSE32060, MOUSE32064, MOUSE32059, MOUSE32063, MOUSE32061	STRPU_26022
OG0002409	MOUSE54368, MOUSE08540, MOUSE08541, MOUSE08542	STRPU_22412
OG0002410	MOUSE29135	STRPU_08063
OG0002411	MOUSE51872, MOUSE51871, MOUSE30722, MOUSE30723	STRPU_02645, STRPU_16168
OG0002412	MOUSE46974, MOUSE46976, MOUSE46975	STRPU_20533
OG0002413	MOUSE50441, MOUSE50440	STRPU_18616
OG0002414	MOUSE18989, MOUSE18986, MOUSE18987, MOUSE18985, MOUSE18988, MOUSE29116	STRPU_24737
OG0002415	MOUSE00788, MOUSE00787	STRPU_04146, STRPU_04145
OG0002418	MOUSE37610, MOUSE37611, MOUSE41400, MOUSE41398, MOUSE41397	STRPU_11282, STRPU_11243
OG0002420	MOUSE43364, MOUSE27392, MOUSE27393, MOUSE02959, MOUSE02957, MOUSE02958	STRPU_20829
OG0002421	MOUSE51777	STRPU_27357
OG0002421	MOUSE49295	STRPU_25383
OG0002422	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863	STRPU_17611, STRPU_17617
OG0002424	MOUSE37171	STRPU_09801
OG0002426	MOUSE14116	STRPU_08743, STRPU_01426
OG0002427	MOUSE02199, MOUSE02200, MOUSE02198, MOUSE44408, MOUSE23603	STRPU_12808
OG0002428	MOUSE35172, MOUSE02362, MOUSE02360, MOUSE02358	STRPU_22876
OG0002429	MOUSE28588, MOUSE28586, MOUSE28585	STRPU_00222, STRPU_25962
OG0002432	MOUSE19404, MOUSE19403	STRPU_05766
OG0002433	MOUSE06088, MOUSE06086, MOUSE06087	STRPU_09122, STRPU_02094
OG0002434	MOUSE14682	STRPU_13364, STRPU_13384
OG0002435	MOUSE32656, MOUSE32658	STRPU_01127, STRPU_18319
OG0002436	MOUSE02696, MOUSE02695, MOUSE02697, MOUSE02694, MOUSE38130, MOUSE38132, MOUSE38131	STRPU_15482
OG0002437	MOUSE25419, MOUSE25416, MOUSE25418	STRPU_19871, STRPU_19897
OG0002438	MOUSE14861, MOUSE14859, MOUSE14863, MOUSE14865, MOUSE14858, MOUSE14864, MOUSE26521	STRPU_13287
OG0002439	MOUSE24943, MOUSE24942	STRPU_12224
OG0002441	MOUSE54605, MOUSE54604, MOUSE54606	STRPU_17739
OG0002442	MOUSE04002, MOUSE42403, MOUSE42402, MOUSE42405, MOUSE28904, MOUSE28905, MOUSE42404	STRPU_25860
OG0002443	MOUSE02330, MOUSE02331, MOUSE02329	STRPU_23447, STRPU_00994
OG0002444	MOUSE28361, MOUSE49756, MOUSE49758	STRPU_16740, STRPU_01712
OG0002445	MOUSE34337	STRPU_16901
OG0002446	MOUSE14189, MOUSE14187, MOUSE14186, MOUSE14191, MOUSE14190, MOUSE14188, MOUSE14192, MOUSE14193	STRPU_02116, STRPU_09151
OG0002448	MOUSE11077, MOUSE11074, MOUSE11075, MOUSE11076	STRPU_04423
OG0002449	MOUSE07670, MOUSE07671	STRPU_21048
OG0002450	MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337, MOUSE10244, MOUSE10243	STRPU_26697
OG0002451	MOUSE02051, MOUSE52543, MOUSE02049, MOUSE02048, MOUSE02047, MOUSE02050	STRPU_01955, STRPU_22796
OG0002452	MOUSE26238, MOUSE26237, MOUSE05827, MOUSE05830, MOUSE05831	STRPU_23437, STRPU_01000
OG0002453	MOUSE50652, MOUSE50651, MOUSE50650	STRPU_03521, STRPU_03584
OG0002454	MOUSE37791, MOUSE37793, MOUSE38210, MOUSE38209	STRPU_14731
OG0002455	MOUSE35024, MOUSE35023, MOUSE35025, MOUSE35026, MOUSE35028, MOUSE35027, MOUSE29474, MOUSE29473, MOUSE29469, MOUSE29466, MOUSE29470, MOUSE29471, MOUSE29467, MOUSE29468, MOUSE29472	STRPU_11391
OG0002456	MOUSE53275, MOUSE53282, MOUSE53276, MOUSE53280	STRPU_24626
OG0002459	MOUSE46120, MOUSE46124, MOUSE46123, MOUSE46121	STRPU_08082
OG0002461	MOUSE29823, MOUSE30128	STRPU_05312
OG0002476	MOUSE18114	STRPU_25129
OG0002476	MOUSE49569	STRPU_25898
OG0002477	MOUSE48838, MOUSE48839, MOUSE42739	STRPU_09798
OG0002477	MOUSE21455	STRPU_14654, STRPU_22330, STRPU_00152
OG0002478	MOUSE32475, MOUSE32476, MOUSE32477, MOUSE32474, MOUSE32473, MOUSE32472, MOUSE09462, MOUSE09460, MOUSE09461	STRPU_10197, STRPU_10198
OG0002479	MOUSE04347, MOUSE04349, MOUSE04348, MOUSE04350, MOUSE37622, MOUSE37619, MOUSE37620, MOUSE37618, MOUSE37623, MOUSE37624	STRPU_15430
OG0002480	MOUSE06240, MOUSE06238	STRPU_27130, STRPU_27131
OG0002481	MOUSE43445, MOUSE20163, MOUSE28056, MOUSE28055	STRPU_03676, STRPU_03664
OG0002482	MOUSE45847, MOUSE17267	STRPU_14916
OG0002484	MOUSE37164, MOUSE37166	STRPU_10100, STRPU_10163
OG0002487	MOUSE07251, MOUSE07250, MOUSE07256, MOUSE07254, MOUSE07255, MOUSE07249, MOUSE07253, MOUSE07252, MOUSE49926	STRPU_20804
OG0002489	MOUSE21419, MOUSE27891	STRPU_09635
OG0002490	MOUSE54267, MOUSE06889	STRPU_23133
OG0002491	MOUSE19148, MOUSE19150, MOUSE19149, MOUSE01459, MOUSE01463	STRPU_22188
OG0002492	MOUSE22837	STRPU_06747
OG0002493	MOUSE18356, MOUSE18357	STRPU_20712
OG0002494	MOUSE15175, MOUSE15172, MOUSE28842, MOUSE15173, MOUSE15174, MOUSE28843, MOUSE28845, MOUSE28844	STRPU_12559, STRPU_12558
OG0002495	MOUSE26565, MOUSE26564, MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560	STRPU_01889, STRPU_25206
OG0002496	MOUSE32442, MOUSE32440, MOUSE32441, MOUSE17163, MOUSE17162	STRPU_18653
OG0002497	MOUSE05518, MOUSE05517, MOUSE18374	STRPU_14057, STRPU_00867
OG0002499	MOUSE35125, MOUSE35126	STRPU_15787, STRPU_15790, STRPU_15793
OG0002501	MOUSE04877	STRPU_15145, STRPU_02526, STRPU_02522, STRPU_15141
OG0002503	MOUSE03370, MOUSE03368, MOUSE03371, MOUSE03369	STRPU_05769
OG0002504	MOUSE37298, MOUSE37295, MOUSE37297, MOUSE37296, MOUSE38039, MOUSE38040	STRPU_14756, STRPU_02567
OG0002506	MOUSE07691, MOUSE24767, MOUSE24766, MOUSE24765	STRPU_24659
OG0002507	MOUSE09837, MOUSE31332, MOUSE31333	STRPU_18656
OG0002508	MOUSE01046, MOUSE04671, MOUSE04674, MOUSE04670, MOUSE04672	STRPU_14844, STRPU_14867
OG0002509	MOUSE11067, MOUSE11066	STRPU_16015
OG0002510	MOUSE50160, MOUSE50157, MOUSE50156	STRPU_03146, STRPU_03126, STRPU_03104
