Orthogroup	MOUSE	HELIO_ok
OG0003935	MOUSE07299, MOUSE07301, MOUSE07304, MOUSE07305	HELIO_11530
OG0003936	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407	HELIO_03090
OG0003937	MOUSE46835, MOUSE46834, MOUSE12731, MOUSE12732	HELIO_05246
OG0003939	MOUSE08650, MOUSE08652, MOUSE08651	HELIO_10160
OG0003940	MOUSE27096, MOUSE27095, MOUSE27094	HELIO_07463
OG0003942	MOUSE00089	HELIO_02681
OG0003943	MOUSE12675, MOUSE12671, MOUSE12673, MOUSE12674, MOUSE12668, MOUSE12670, MOUSE12669, MOUSE12672	HELIO_11312
OG0003944	MOUSE15418, MOUSE15417	HELIO_01693
OG0003945	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289	HELIO_03032
OG0003946	MOUSE21095, MOUSE36215, MOUSE36213	HELIO_10205
OG0003947	MOUSE35865	HELIO_08689
OG0003948	MOUSE27770, MOUSE27769, MOUSE27768	HELIO_12286
OG0003949	MOUSE00545, MOUSE00544	HELIO_10884
OG0003951	MOUSE52852, MOUSE52853, MOUSE52855	HELIO_01607
OG0003952	MOUSE18252, MOUSE18251	HELIO_11092, HELIO_11462
OG0003953	MOUSE03606, MOUSE48265, MOUSE48266, MOUSE48264	HELIO_08151
OG0003954	MOUSE13604, MOUSE13605, MOUSE06634	HELIO_06270
OG0003955	MOUSE54923, MOUSE54922, MOUSE48233	HELIO_02651
OG0003956	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798	HELIO_03913
OG0003957	MOUSE23237	HELIO_11006
OG0003958	MOUSE00807, MOUSE19245, MOUSE47952	HELIO_12507
OG0003959	MOUSE25457, MOUSE25458, MOUSE25459	HELIO_12450
OG0003960	MOUSE14525, MOUSE44448, MOUSE44449, MOUSE44447	HELIO_08480
OG0003961	MOUSE33639	HELIO_06293
OG0003962	MOUSE55666, MOUSE13058, MOUSE29655, MOUSE19377	HELIO_02374
OG0003964	MOUSE26052	HELIO_09198
OG0003965	MOUSE34195, MOUSE34194	HELIO_04316
OG0003966	MOUSE16335, MOUSE16338, MOUSE16339, MOUSE16340, MOUSE16337, MOUSE16336	HELIO_04189
OG0003967	MOUSE46011, MOUSE46010	HELIO_01824
OG0003968	MOUSE30962, MOUSE30965, MOUSE30963, MOUSE30964, MOUSE24346, MOUSE24347	HELIO_08316
OG0003969	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696	HELIO_08398
OG0003970	MOUSE37843, MOUSE37844, MOUSE37846, MOUSE37842, MOUSE37840, MOUSE37841	HELIO_11053
OG0003971	MOUSE25243	HELIO_09511
OG0003972	MOUSE28853, MOUSE28854, MOUSE28855	HELIO_01757
OG0003973	MOUSE07129, MOUSE07128, MOUSE28069	HELIO_12484
OG0003976	MOUSE46808	HELIO_10595
OG0003997	MOUSE48240	HELIO_09041
OG0003998	MOUSE03017, MOUSE03016, MOUSE03018, MOUSE03015	HELIO_03538
OG0003999	MOUSE39639, MOUSE39638	HELIO_02420
OG0004000	MOUSE53010, MOUSE53011	HELIO_09085
OG0004002	MOUSE08674	HELIO_10165
OG0004004	MOUSE29855, MOUSE48967, MOUSE55331	HELIO_03478
OG0004005	MOUSE06870, MOUSE06869, MOUSE06871	HELIO_02225
OG0004006	MOUSE24127, MOUSE24124, MOUSE24123, MOUSE24125	HELIO_08720, HELIO_11188, HELIO_08721
OG0004007	MOUSE33282, MOUSE13163, MOUSE13164	HELIO_06360
OG0004009	MOUSE31536, MOUSE31534, MOUSE00745, MOUSE00744	HELIO_08149
OG0004010	MOUSE10577	HELIO_03872
OG0004011	MOUSE47919, MOUSE47918, MOUSE11106, MOUSE47920	HELIO_00202
OG0004014	MOUSE22452	HELIO_02037
OG0004015	MOUSE31950, MOUSE31951, MOUSE31949, MOUSE31948, MOUSE31952	HELIO_02952
OG0004016	MOUSE14828	HELIO_08840
OG0004017	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420	HELIO_04459
OG0004018	MOUSE00552, MOUSE00553, MOUSE00555, MOUSE00554, MOUSE00556, MOUSE00557, MOUSE00551	HELIO_09142
OG0004019	MOUSE44044, MOUSE44042, MOUSE44043, MOUSE44046, MOUSE44050, MOUSE44045, MOUSE44048, MOUSE44047, MOUSE44051, MOUSE44049, MOUSE44041	HELIO_01152
OG0004021	MOUSE04367, MOUSE04368	HELIO_12459
OG0004022	MOUSE55226, MOUSE55227, MOUSE55225	HELIO_10188
OG0004023	MOUSE32124, MOUSE49371	HELIO_00840
OG0004024	MOUSE52440, MOUSE52441, MOUSE52442, MOUSE52443	HELIO_09279, HELIO_09278
OG0004025	MOUSE35923, MOUSE35917, MOUSE35926, MOUSE35925, MOUSE35922, MOUSE35916, MOUSE35918, MOUSE35924, MOUSE35921, MOUSE35919, MOUSE35920	HELIO_01715
OG0004027	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607	HELIO_11552
OG0004028	MOUSE11046, MOUSE11047, MOUSE11048, MOUSE11049	HELIO_09218
OG0004029	MOUSE53190	HELIO_08811
OG0004031	MOUSE42812	HELIO_01995
OG0004032	MOUSE53862, MOUSE53861, MOUSE47636	HELIO_06753
OG0004034	MOUSE44916	HELIO_10112, HELIO_10111
OG0004035	MOUSE28209, MOUSE28210, MOUSE28211	HELIO_09748
OG0004036	MOUSE34175, MOUSE54435, MOUSE51308	HELIO_02636
OG0004037	MOUSE23141, MOUSE23140	HELIO_05087
OG0004038	MOUSE48922	HELIO_07048
OG0004039	MOUSE52165	HELIO_10042, HELIO_10041
OG0004041	MOUSE28030	HELIO_00736
OG0004042	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986	HELIO_09649
OG0004043	MOUSE52113, MOUSE52112	HELIO_07517
OG0004044	MOUSE53246, MOUSE53244, MOUSE53243, MOUSE53245	HELIO_01126
OG0004045	MOUSE21064, MOUSE21065, MOUSE21063, MOUSE21066	HELIO_11902
OG0004047	MOUSE06437, MOUSE06436	HELIO_11567
OG0004048	MOUSE35846, MOUSE35844, MOUSE35843, MOUSE35842, MOUSE35845	HELIO_08523
OG0004049	MOUSE44997, MOUSE52155	HELIO_01172
OG0004051	MOUSE05205, MOUSE26476, MOUSE14875, MOUSE14876	HELIO_01563
OG0004052	MOUSE48451	HELIO_04471
OG0004053	MOUSE55188, MOUSE09610, MOUSE09609, MOUSE09608, MOUSE30254	HELIO_01246
OG0004054	MOUSE07133, MOUSE07131, MOUSE07134, MOUSE42809, MOUSE42808, MOUSE42807	HELIO_06113
OG0004055	MOUSE16578, MOUSE16579, MOUSE16577	HELIO_02053, HELIO_02052
OG0004056	MOUSE10234	HELIO_06474
OG0004057	MOUSE39229, MOUSE39230, MOUSE39231	HELIO_08994
OG0004059	MOUSE42744, MOUSE42745, MOUSE42743	HELIO_11889
OG0004060	MOUSE32149, MOUSE32151, MOUSE32150, MOUSE32152	HELIO_07720
OG0004061	MOUSE33645, MOUSE33647, MOUSE33646, MOUSE33648	HELIO_02573
OG0004063	MOUSE11880, MOUSE11881, MOUSE11879, MOUSE11882	HELIO_06207
OG0004064	MOUSE22630, MOUSE22635, MOUSE22638, MOUSE22632, MOUSE22636, MOUSE22633, MOUSE22634	HELIO_06868
OG0004065	MOUSE34851, MOUSE34850, MOUSE34848	HELIO_02317
OG0004067	MOUSE22149	HELIO_11851
OG0004068	MOUSE54651, MOUSE54993	HELIO_04572
OG0004069	MOUSE09407	HELIO_03583
OG0004070	MOUSE38548, MOUSE38549	HELIO_11759
OG0004073	MOUSE02227, MOUSE18280	HELIO_08817
OG0004075	MOUSE46089	HELIO_07242
OG0004078	MOUSE21297	HELIO_08021
OG0004079	MOUSE29728, MOUSE29727, MOUSE29726	HELIO_11417
OG0004080	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471	HELIO_12370
OG0004081	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884	HELIO_02694
OG0004082	MOUSE23096	HELIO_03318, HELIO_03319
OG0004083	MOUSE07456, MOUSE07454, MOUSE07455	HELIO_08699, HELIO_03393
OG0004084	MOUSE12641	HELIO_01688
OG0004085	MOUSE22017, MOUSE22016, MOUSE22019, MOUSE22015, MOUSE22018, MOUSE22014	HELIO_05065
OG0004086	MOUSE28013	HELIO_05655
OG0004087	MOUSE53249, MOUSE26317, MOUSE26318	HELIO_07687
OG0004088	MOUSE31979, MOUSE31978, MOUSE31977, MOUSE10527, MOUSE10528	HELIO_01964
OG0004089	MOUSE52297, MOUSE52296, MOUSE52295	HELIO_12017
OG0004090	MOUSE02539	HELIO_00003
OG0004091	MOUSE20857	HELIO_07817
OG0004092	MOUSE08723, MOUSE08721, MOUSE08722, MOUSE05348, MOUSE05346, MOUSE05347	HELIO_00826
OG0004093	MOUSE39362, MOUSE39363, MOUSE39366, MOUSE39365, MOUSE39364	HELIO_09995
OG0004094	MOUSE32800, MOUSE32802, MOUSE32801, MOUSE32799	HELIO_11334
OG0004095	MOUSE44365, MOUSE44371, MOUSE44373, MOUSE44363, MOUSE44366, MOUSE44369, MOUSE44364, MOUSE44372	HELIO_09898
OG0004096	MOUSE26584, MOUSE24020, MOUSE24022	HELIO_09267
OG0004097	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995	HELIO_00420
OG0004098	MOUSE09422, MOUSE09423, MOUSE33196	HELIO_11081
OG0004099	MOUSE43934, MOUSE43936, MOUSE43938, MOUSE43933, MOUSE43935, MOUSE43939, MOUSE43932, MOUSE43937, MOUSE14125	HELIO_02315
OG0004100	MOUSE01972, MOUSE01971	HELIO_02283
OG0004101	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273	HELIO_10904
OG0004102	MOUSE21028, MOUSE21027	HELIO_11193
OG0004103	MOUSE28643	HELIO_08288, HELIO_12649
OG0004104	MOUSE19655, MOUSE19654	HELIO_10999
OG0004105	MOUSE13474, MOUSE13473, MOUSE13475	HELIO_07467
OG0004107	MOUSE24392	HELIO_08614
OG0004111	MOUSE13376, MOUSE13379, MOUSE13378, MOUSE13377, MOUSE06672	HELIO_11415
OG0004112	MOUSE30305	HELIO_11079
OG0004113	MOUSE40746, MOUSE40745	HELIO_08443
OG0004114	MOUSE20231, MOUSE20233, MOUSE20232, MOUSE20230, MOUSE20229, MOUSE20228	HELIO_03462
OG0004115	MOUSE52504, MOUSE52502	HELIO_08676
OG0004116	MOUSE50972, MOUSE50971	HELIO_11516
OG0004117	MOUSE21546	HELIO_02091, HELIO_02092
OG0004118	MOUSE39262, MOUSE39263	HELIO_03448
OG0004119	MOUSE43702, MOUSE43701	HELIO_04014
OG0004121	MOUSE34878, MOUSE34879, MOUSE52300	HELIO_12052
OG0004122	MOUSE25320, MOUSE25316, MOUSE25318, MOUSE25317, MOUSE25319	HELIO_05729
OG0004123	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979	HELIO_10333
OG0004124	MOUSE28810, MOUSE21577	HELIO_09543
OG0004125	MOUSE06365, MOUSE06366, MOUSE06362, MOUSE06367, MOUSE06364, MOUSE06363	HELIO_07953
OG0004126	MOUSE51105, MOUSE51104, MOUSE51107, MOUSE16482, MOUSE51106	HELIO_02454
OG0004127	MOUSE21644, MOUSE21643, MOUSE21645, MOUSE21646	HELIO_08267
OG0004128	MOUSE40927, MOUSE18727	HELIO_11719
OG0004129	MOUSE39090, MOUSE39089, MOUSE18916, MOUSE41168	HELIO_09825
OG0004130	MOUSE30313, MOUSE30312, MOUSE30314, MOUSE30315, MOUSE30306	HELIO_11752
OG0004131	MOUSE01061, MOUSE01059, MOUSE01060, MOUSE01065, MOUSE01063, MOUSE01068, MOUSE01066, MOUSE01067, MOUSE01062	HELIO_02810
OG0004132	MOUSE29326, MOUSE29328, MOUSE29327	HELIO_08967
OG0004133	MOUSE22690, MOUSE22691, MOUSE22688, MOUSE22689, MOUSE12619	HELIO_11815
OG0004135	MOUSE38580, MOUSE38581, MOUSE05971	HELIO_00077
OG0004136	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426	HELIO_06715
OG0004137	MOUSE09691, MOUSE09690	HELIO_03498
OG0004138	MOUSE54459, MOUSE54457, MOUSE54458	HELIO_10436
OG0004139	MOUSE09412, MOUSE01582	HELIO_09145
OG0004140	MOUSE49614, MOUSE49615, MOUSE49616	HELIO_12443
OG0004141	MOUSE41071, MOUSE41073, MOUSE41072, MOUSE41070	HELIO_08049
OG0004142	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545	HELIO_03819
OG0004143	MOUSE32279, MOUSE32278, MOUSE32280, MOUSE51729	HELIO_12725
OG0004144	MOUSE11375, MOUSE15788, MOUSE15789, MOUSE15790	HELIO_03451
OG0004145	MOUSE07101, MOUSE28099	HELIO_11658
OG0004146	MOUSE37805, MOUSE37806, MOUSE37807	HELIO_08871
OG0004147	MOUSE52328, MOUSE52322, MOUSE52321, MOUSE52323	HELIO_06881
OG0004148	MOUSE04779, MOUSE04772, MOUSE04780	HELIO_00788
OG0004149	MOUSE12935, MOUSE12936, MOUSE12934, MOUSE54015, MOUSE54013, MOUSE54014	HELIO_04989
OG0004150	MOUSE53096	HELIO_10914
OG0004153	MOUSE19562	HELIO_03342
OG0004154	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791	HELIO_11120
OG0004156	MOUSE39315, MOUSE39316, MOUSE40677, MOUSE40678	HELIO_02466
OG0004157	MOUSE53613, MOUSE53617, MOUSE53615, MOUSE53616	HELIO_11710
OG0004158	MOUSE23332, MOUSE23331, MOUSE23329, MOUSE35536, MOUSE35537	HELIO_08947
OG0004159	MOUSE42741, MOUSE07725	HELIO_10966
OG0004160	MOUSE33686	HELIO_00518
OG0004161	MOUSE26104, MOUSE26106, MOUSE26105	HELIO_08593
OG0004162	MOUSE38557, MOUSE38558, MOUSE38556, MOUSE38555	HELIO_03885
OG0004163	MOUSE17263, MOUSE17264, MOUSE17266, MOUSE17265, MOUSE45843, MOUSE45845, MOUSE45844	HELIO_10420
OG0004164	MOUSE00812, MOUSE03436, MOUSE00811, MOUSE00815	HELIO_04076
OG0004166	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934, MOUSE47937	HELIO_06402
OG0004167	MOUSE20431, MOUSE20429, MOUSE20428, MOUSE20430	HELIO_12312
OG0004168	MOUSE04507	HELIO_10439
OG0004168	MOUSE04508	HELIO_10438
OG0004169	MOUSE06535, MOUSE06534, MOUSE06536	HELIO_10123
OG0004170	MOUSE44203, MOUSE44205, MOUSE44204	HELIO_02685
OG0004171	MOUSE43265, MOUSE43264	HELIO_01888
OG0004174	MOUSE09789, MOUSE09792, MOUSE09787	HELIO_06319, HELIO_02631
OG0004176	MOUSE29683, MOUSE29686, MOUSE29687, MOUSE29685, MOUSE29684, MOUSE29681, MOUSE29682	HELIO_09733
OG0004178	MOUSE54367, MOUSE54362, MOUSE54363, MOUSE54364, MOUSE54361, MOUSE54365, MOUSE54366	HELIO_01141
OG0004179	MOUSE15065, MOUSE03901	HELIO_02899
OG0004180	MOUSE35507, MOUSE22642, MOUSE22641, MOUSE35508	HELIO_03911
OG0004181	MOUSE36500, MOUSE36498, MOUSE36497, MOUSE36501, MOUSE36499	HELIO_03220
OG0004182	MOUSE16266	HELIO_10355, HELIO_10354
OG0004183	MOUSE37772, MOUSE37770, MOUSE37768, MOUSE37765, MOUSE37773, MOUSE37763, MOUSE37769, MOUSE37764, MOUSE37767, MOUSE37766	HELIO_02349
OG0004184	MOUSE24469, MOUSE24468, MOUSE24467	HELIO_02910
OG0004185	MOUSE41002	HELIO_12384
OG0004186	MOUSE08238, MOUSE08239	HELIO_03712
OG0004187	MOUSE49730, MOUSE49731, MOUSE49729, MOUSE49732, MOUSE49728, MOUSE49727, MOUSE12392, MOUSE12393	HELIO_05634
OG0004188	MOUSE11735	HELIO_05848
OG0004189	MOUSE37276, MOUSE37275	HELIO_02678
OG0004190	MOUSE03768, MOUSE03767, MOUSE03765, MOUSE03766	HELIO_06104
OG0004197	MOUSE26522, MOUSE26523, MOUSE26524, MOUSE39772, MOUSE39771, MOUSE39769, MOUSE39770	HELIO_00497, HELIO_00498
OG0004214	MOUSE09181, MOUSE09182	HELIO_08081
OG0004215	MOUSE04644, MOUSE04645	HELIO_12650
OG0004216	MOUSE14315	HELIO_04339
OG0004217	MOUSE29608, MOUSE29607, MOUSE29605, MOUSE29609, MOUSE29606	HELIO_12612
OG0004218	MOUSE21624	HELIO_02237
OG0004219	MOUSE26374, MOUSE26373, MOUSE26372, MOUSE26375	HELIO_03890
OG0004220	MOUSE32294, MOUSE32293	HELIO_07241
OG0004222	MOUSE07263, MOUSE07265	HELIO_01516
OG0004223	MOUSE20000, MOUSE20002, MOUSE19997, MOUSE19998, MOUSE19999	HELIO_02208
OG0004225	MOUSE02495, MOUSE02496, MOUSE35564, MOUSE35565, MOUSE35566	HELIO_00473
OG0004227	MOUSE33778, MOUSE33777, MOUSE36136, MOUSE33779, MOUSE33776, MOUSE36135	HELIO_04190
OG0004229	MOUSE00997, MOUSE00996, MOUSE00995	HELIO_10319
OG0004230	MOUSE51030	HELIO_03067
OG0004231	MOUSE06022, MOUSE06023, MOUSE06024, MOUSE06019, MOUSE06020, MOUSE06021, MOUSE06018	HELIO_02803
OG0004232	MOUSE36556, MOUSE36555	HELIO_08424
OG0004233	MOUSE29462, MOUSE29461, MOUSE29463, MOUSE29464, MOUSE29465, MOUSE35017	HELIO_11199
OG0004234	MOUSE22124, MOUSE22125	HELIO_07633
OG0004235	MOUSE03742, MOUSE03743, MOUSE03741	HELIO_06406
OG0004236	MOUSE03079, MOUSE03080, MOUSE03082, MOUSE03081, MOUSE03083	HELIO_09356
OG0004237	MOUSE30122	HELIO_00276
OG0004238	MOUSE09241, MOUSE09242, MOUSE09240, MOUSE09243	HELIO_12309
OG0004239	MOUSE28573, MOUSE28574	HELIO_10562
OG0004240	MOUSE28033, MOUSE28034, MOUSE20327, MOUSE28038	HELIO_07818
OG0004242	MOUSE48579, MOUSE48578	HELIO_01219
OG0004243	MOUSE05781, MOUSE05780	HELIO_08298
OG0004244	MOUSE40608, MOUSE40606, MOUSE40607	HELIO_02306
OG0004245	MOUSE46663, MOUSE01753	HELIO_07870
OG0004246	MOUSE05244, MOUSE05247, MOUSE05246, MOUSE05245, MOUSE05248, MOUSE05250, MOUSE05243, MOUSE05249	HELIO_10928
OG0004248	MOUSE28543, MOUSE28542	HELIO_05247, HELIO_06414
OG0004249	MOUSE36762, MOUSE36761	HELIO_00455, HELIO_00454
OG0004251	MOUSE37097, MOUSE37098, MOUSE37099, MOUSE37096	HELIO_09481
OG0004252	MOUSE32135, MOUSE32137, MOUSE32136	HELIO_01174
OG0004254	MOUSE47893, MOUSE47895, MOUSE47891	HELIO_03429
OG0004255	MOUSE52729, MOUSE52728	HELIO_06018
OG0004257	MOUSE15260, MOUSE15269, MOUSE15262, MOUSE15267, MOUSE15270, MOUSE15271, MOUSE15258, MOUSE15256	HELIO_08894, HELIO_08895
OG0004258	MOUSE01268	HELIO_08732
OG0004259	MOUSE51558, MOUSE51557, MOUSE51556	HELIO_07775
OG0004260	MOUSE27705	HELIO_03739
OG0004261	MOUSE18953	HELIO_00002
OG0004262	MOUSE07848, MOUSE07849, MOUSE07847, MOUSE07846, MOUSE07845, MOUSE07850, MOUSE07851	HELIO_03447
OG0004263	MOUSE23322, MOUSE23323	HELIO_12287
OG0004264	MOUSE21145, MOUSE21144, MOUSE47780, MOUSE47777, MOUSE47776, MOUSE47778	HELIO_02131
OG0004265	MOUSE31256, MOUSE31255, MOUSE31257, MOUSE31254	HELIO_09429
OG0004267	MOUSE41756, MOUSE41753, MOUSE41755, MOUSE41757, MOUSE41754, MOUSE47148, MOUSE47147	HELIO_11484
OG0004268	MOUSE43767	HELIO_09066
OG0004269	MOUSE21279	HELIO_06762
OG0004270	MOUSE30646, MOUSE30645, MOUSE30642, MOUSE30643	HELIO_06659
OG0004271	MOUSE07009, MOUSE07008, MOUSE07012, MOUSE07011, MOUSE07006, MOUSE07010, MOUSE07007	HELIO_12035
OG0004272	MOUSE10182, MOUSE10181	HELIO_09365
OG0004273	MOUSE03740, MOUSE03739	HELIO_01145
OG0004274	MOUSE49164, MOUSE49162, MOUSE49165, MOUSE49163	HELIO_10268
OG0004275	MOUSE14507, MOUSE14506, MOUSE40862	HELIO_12661
OG0004278	MOUSE32307, MOUSE32308	HELIO_12691
OG0004279	MOUSE32542, MOUSE32541, MOUSE32540	HELIO_08783
OG0004280	MOUSE05845	HELIO_01147
OG0004281	MOUSE15895	HELIO_09492
OG0004281	MOUSE15894	HELIO_10274
OG0004282	MOUSE34385, MOUSE18208, MOUSE34384, MOUSE19008	HELIO_05309
OG0004283	MOUSE36392, MOUSE36393, MOUSE36395	HELIO_02458, HELIO_02459
OG0004284	MOUSE36220, MOUSE36221, MOUSE36222, MOUSE36219	HELIO_08102
OG0004285	MOUSE09549, MOUSE09548	HELIO_09389
OG0004286	MOUSE38183	HELIO_02729
OG0004287	MOUSE07182	HELIO_08218
OG0004288	MOUSE13242, MOUSE13240, MOUSE13241	HELIO_02021
OG0004289	MOUSE11686	HELIO_05881
OG0004290	MOUSE49088, MOUSE49087, MOUSE49091, MOUSE50496	HELIO_02511
OG0004291	MOUSE49955	HELIO_06310
OG0004292	MOUSE22126	HELIO_01648
OG0004294	MOUSE45827, MOUSE45825, MOUSE45826, MOUSE23646	HELIO_01475
OG0004295	MOUSE01535	HELIO_07746
OG0004296	MOUSE36887, MOUSE36888, MOUSE36886	HELIO_11270
OG0004298	MOUSE45340, MOUSE45341, MOUSE45346, MOUSE45345, MOUSE45344, MOUSE45343, MOUSE02024, MOUSE02023, MOUSE45342	HELIO_12397
OG0004299	MOUSE45365, MOUSE45364, MOUSE45363, MOUSE45366	HELIO_07815
OG0004300	MOUSE09385, MOUSE09382, MOUSE09383, MOUSE09381, MOUSE09384	HELIO_03164, HELIO_05762, HELIO_03166
OG0004301	MOUSE20508, MOUSE20509	HELIO_02301
OG0004302	MOUSE10622	HELIO_11348
OG0004303	MOUSE22704, MOUSE22703	HELIO_05977
OG0004304	MOUSE37269, MOUSE37270, MOUSE37272, MOUSE37273, MOUSE37268, MOUSE37271	HELIO_10121
OG0004305	MOUSE01348, MOUSE01351, MOUSE01349, MOUSE01350	HELIO_02999
OG0004306	MOUSE09333, MOUSE09332, MOUSE09330, MOUSE09331	HELIO_01476
OG0004307	MOUSE06376	HELIO_06021
OG0004308	MOUSE54690	HELIO_02621
OG0004310	MOUSE48396, MOUSE48397	HELIO_05755
OG0004311	MOUSE48412, MOUSE48411, MOUSE44890, MOUSE44889, MOUSE44891	HELIO_02558
OG0004312	MOUSE24379	HELIO_09858
OG0004314	MOUSE24075, MOUSE24076, MOUSE25664, MOUSE25666, MOUSE25669, MOUSE25668, MOUSE25667, MOUSE25665	HELIO_11288
OG0004315	MOUSE46706, MOUSE46707, MOUSE46703, MOUSE46704, MOUSE46705	HELIO_06706, HELIO_01279
OG0004316	MOUSE38348, MOUSE38353, MOUSE29532, MOUSE38350, MOUSE29529, MOUSE29530	HELIO_08782
OG0004317	MOUSE37915, MOUSE37917, MOUSE37918	HELIO_01651
OG0004318	MOUSE06386, MOUSE06388, MOUSE06387	HELIO_04611, HELIO_04568
OG0004319	MOUSE45846, MOUSE39474	HELIO_02747
OG0004321	MOUSE01005, MOUSE01006, MOUSE01004	HELIO_05529
OG0004322	MOUSE09310, MOUSE09311, MOUSE09309, MOUSE09312	HELIO_03250, HELIO_03251
OG0004323	MOUSE00465, MOUSE00466, MOUSE00467, MOUSE00468	HELIO_07772
OG0004324	MOUSE30540, MOUSE29117, MOUSE30541	HELIO_06380
OG0004327	MOUSE45352, MOUSE45353, MOUSE45351, MOUSE45350	HELIO_00022, HELIO_06094
OG0004328	MOUSE28525, MOUSE28526	HELIO_03031
OG0004331	MOUSE07090, MOUSE07087, MOUSE07083, MOUSE07084	HELIO_04862
OG0004332	MOUSE51031	HELIO_03735
OG0004333	MOUSE13723, MOUSE13724, MOUSE13722, MOUSE13721	HELIO_03394
OG0004334	MOUSE33472	HELIO_04407
OG0004335	MOUSE48742	HELIO_10063
OG0004336	MOUSE49294, MOUSE49293, MOUSE32073, MOUSE28234, MOUSE28233	HELIO_08099
OG0004337	MOUSE30946, MOUSE30945	HELIO_09677
OG0004338	MOUSE45178	HELIO_02735
OG0004342	MOUSE29662, MOUSE29663, MOUSE29661	HELIO_05880, HELIO_05788
OG0004343	MOUSE46770, MOUSE46768, MOUSE46769	HELIO_09479
OG0004344	MOUSE55065, MOUSE30119, MOUSE55066, MOUSE55068, MOUSE55063	HELIO_05104
OG0004345	MOUSE25404	HELIO_11483
OG0004346	MOUSE31797, MOUSE31795	HELIO_04653, HELIO_04870
OG0004348	MOUSE53695, MOUSE53694, MOUSE53693	HELIO_02969
OG0004349	MOUSE07130	HELIO_12177
OG0004350	MOUSE02258, MOUSE02259, MOUSE02261, MOUSE02262, MOUSE02260, MOUSE02263, MOUSE02255, MOUSE02256, MOUSE18112	HELIO_09167
OG0004351	MOUSE41483, MOUSE41484, MOUSE41482	HELIO_03403
OG0004352	MOUSE22864, MOUSE22867, MOUSE41445, MOUSE41441, MOUSE41442, MOUSE41443, MOUSE41444	HELIO_06106
OG0004353	MOUSE41472, MOUSE41471	HELIO_05842
OG0004354	MOUSE02755, MOUSE02756	HELIO_08304
OG0004355	MOUSE41065, MOUSE02266, MOUSE02267	HELIO_02311
OG0004356	MOUSE15442	HELIO_08069
OG0004357	MOUSE08806, MOUSE21854, MOUSE21856, MOUSE21855	HELIO_08001
OG0004359	MOUSE55133, MOUSE55132	HELIO_12437
OG0004360	MOUSE03721, MOUSE03720, MOUSE03719	HELIO_07589
OG0004362	MOUSE05512, MOUSE05511, MOUSE10972, MOUSE10971	HELIO_04842
OG0004364	MOUSE35772	HELIO_04246
OG0004365	MOUSE51413, MOUSE51418, MOUSE51417, MOUSE51416, MOUSE51415, MOUSE51414, MOUSE51412	HELIO_11208
OG0004366	MOUSE49590, MOUSE49591, MOUSE49589	HELIO_12347
OG0004367	MOUSE18216	HELIO_11157
OG0004368	MOUSE24232, MOUSE17646, MOUSE17643	HELIO_10695
OG0004369	MOUSE25297, MOUSE25296	HELIO_12496
OG0004370	MOUSE38441, MOUSE38440	HELIO_03960
OG0004372	MOUSE33702, MOUSE33701	HELIO_06703, HELIO_07476
OG0004373	MOUSE33704, MOUSE33706, MOUSE33703, MOUSE33708, MOUSE33707	HELIO_08887
OG0004374	MOUSE05859	HELIO_04430
OG0004375	MOUSE27748, MOUSE27752, MOUSE27751, MOUSE27749	HELIO_10600
OG0004376	MOUSE38008, MOUSE02770, MOUSE02768	HELIO_02742
OG0004377	MOUSE32267, MOUSE32266, MOUSE32265	HELIO_08549
OG0004378	MOUSE04545, MOUSE04543, MOUSE04542, MOUSE04544, MOUSE04546, MOUSE04547, MOUSE04549, MOUSE04550	HELIO_09047
OG0004379	MOUSE44206, MOUSE44207, MOUSE41930	HELIO_02169
OG0004380	MOUSE23529, MOUSE23527, MOUSE23526, MOUSE41927	HELIO_02081
OG0004381	MOUSE30487, MOUSE30486	HELIO_09818
OG0004382	MOUSE10343, MOUSE10344, MOUSE10341, MOUSE10346, MOUSE10345, MOUSE10342, MOUSE10347	HELIO_05962
OG0004383	MOUSE07185, MOUSE07183, MOUSE07184	HELIO_09050
OG0004384	MOUSE49921, MOUSE49917, MOUSE49919, MOUSE49918, MOUSE49920	HELIO_07788
