Orthogroup	MOUSE	OWEFU
OG0002417	MOUSE25963	OFUSG06283.2.p1, OFUSG06283.1.p1, OFUSG06285.1.p1, OFUSG14718.2.p1, OFUSG14718.1.p1
OG0002418	MOUSE41399	OFUSG17650.1.p1
OG0002420	MOUSE43364, MOUSE27392, MOUSE27393, MOUSE02959, MOUSE02957, MOUSE02958	OFUSG12264.1.p1
OG0002421	MOUSE51777	OFUSG09668.1.p1
OG0002421	MOUSE49295	OFUSG05244.1.p1
OG0002422	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863	OFUSG01919.1.p1
OG0002423	MOUSE08768, MOUSE08767, MOUSE08769, MOUSE52339	OFUSG16605.1.p1, OFUSG16605.2.p1, OFUSG16605.3.p1, OFUSG16605.5.p1, OFUSG16605.4.p1
OG0002424	MOUSE47860, MOUSE37174, MOUSE37173, MOUSE37171	OFUSG19041.1.p1
OG0002425	MOUSE34534, MOUSE34535, MOUSE34533, MOUSE34532	OFUSG07217.1.p1
OG0002426	MOUSE14116	OFUSG11183.3.p1, OFUSG11183.2.p1, OFUSG11183.1.p1
OG0002427	MOUSE02199, MOUSE02200, MOUSE02198, MOUSE44408, MOUSE23603	OFUSG07186.1.p1
OG0002428	MOUSE35172, MOUSE02362, MOUSE02360, MOUSE02358	OFUSG13032.1.p1
OG0002429	MOUSE28588, MOUSE28586, MOUSE28585	OFUSG22991.1.p1
OG0002432	MOUSE19404, MOUSE19403	OFUSG02177.1.p1
OG0002433	MOUSE06088, MOUSE06086, MOUSE06087	OFUSG10077.1.p1
OG0002434	MOUSE14682	OFUSG03953.1.p1, OFUSG03953.2.p1
OG0002435	MOUSE32656, MOUSE32658	OFUSG26590.1.p1
OG0002436	MOUSE02696, MOUSE02695, MOUSE02697, MOUSE02694, MOUSE38130, MOUSE38132, MOUSE38131	OFUSG22464.1.p1
OG0002437	MOUSE25419, MOUSE25416, MOUSE25418	OFUSG26151.1.p1
OG0002438	MOUSE14861, MOUSE14859, MOUSE14863, MOUSE14865, MOUSE14858, MOUSE14864, MOUSE26521	OFUSG16092.1.p1, OFUSG16092.2.p1
OG0002439	MOUSE24943, MOUSE24942	OFUSG01753.1.p1
OG0002441	MOUSE54605, MOUSE54604, MOUSE54606	OFUSG01034.2.p1, OFUSG01034.1.p1
OG0002442	MOUSE28904, MOUSE28905	OFUSG05230.1.p1
OG0002443	MOUSE02330, MOUSE02331, MOUSE02329	OFUSG06545.1.p1
OG0002444	MOUSE28361, MOUSE49756, MOUSE49758	OFUSG26842.1.p1
OG0002445	MOUSE34337	OFUSG16789.1.p1
OG0002446	MOUSE14189, MOUSE14187, MOUSE14186, MOUSE14191, MOUSE14190, MOUSE14188, MOUSE14192, MOUSE14193	OFUSG18231.1.p1
OG0002447	MOUSE44489	OFUSG02199.1.p1
OG0002448	MOUSE11077, MOUSE11074, MOUSE11075, MOUSE11076	OFUSG11028.1.p1, OFUSG11028.2.p1
OG0002449	MOUSE07670, MOUSE07671	OFUSG11324.1.p1
OG0002450	MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337, MOUSE10244, MOUSE10243	OFUSG09508.1.p1
OG0002451	MOUSE02051, MOUSE52543, MOUSE02049, MOUSE02048, MOUSE02047, MOUSE02050	OFUSG05788.1.p1
OG0002452	MOUSE26238, MOUSE26237, MOUSE05827, MOUSE05830, MOUSE05831	OFUSG26480.1.p1
OG0002453	MOUSE50652, MOUSE50651, MOUSE50650	OFUSG08448.1.p1
OG0002454	MOUSE37791, MOUSE37793, MOUSE38210, MOUSE38209	OFUSG15471.1.p1
OG0002455	MOUSE35024, MOUSE35023, MOUSE35025, MOUSE35026, MOUSE35028, MOUSE35027, MOUSE29474, MOUSE29473, MOUSE29469, MOUSE29466, MOUSE29470, MOUSE29471, MOUSE29467, MOUSE29468, MOUSE29472	OFUSG17445.1.p1
OG0002456	MOUSE53275, MOUSE53282, MOUSE53276, MOUSE53280, MOUSE05489, MOUSE53281	OFUSG16583.1.p1
OG0002457	MOUSE08012	OFUSG12506.1.p1
OG0002459	MOUSE46120, MOUSE46124, MOUSE46123, MOUSE46121	OFUSG10630.1.p1, OFUSG11102.2.p1, OFUSG11102.1.p1, OFUSG11115.1.p1
OG0002461	MOUSE29823, MOUSE30128	OFUSG02255.1.p1
OG0002466	MOUSE23753, MOUSE23754, MOUSE23752	OFUSG07604.1.p1
OG0002466	MOUSE27513, MOUSE27506, MOUSE27504, MOUSE27503, MOUSE27512, MOUSE27514	OFUSG07605.3.p1, OFUSG07605.2.p1, OFUSG07605.1.p1, OFUSG07470.1.p1, OFUSG15528.1.p1
OG0002467	MOUSE34362, MOUSE13433, MOUSE13431, MOUSE13430, MOUSE13432, MOUSE06807, MOUSE06808	OFUSG13448.1.p1
OG0002470	MOUSE40644	OFUSG00515.1.p1
OG0002476	MOUSE49569	OFUSG20822.1.p1
OG0002477	MOUSE48838, MOUSE48839, MOUSE42739, MOUSE21455	OFUSG06097.1.p1
OG0002478	MOUSE32475, MOUSE32476, MOUSE32477, MOUSE32474, MOUSE32473, MOUSE32472, MOUSE09462, MOUSE09460, MOUSE09461	OFUSG06982.1.p1
OG0002479	MOUSE37621, MOUSE04347, MOUSE04349, MOUSE04348, MOUSE04350, MOUSE37622, MOUSE37619, MOUSE37620, MOUSE37618, MOUSE37623, MOUSE37624	OFUSG24200.1.p1
OG0002481	MOUSE43445, MOUSE20163, MOUSE28056, MOUSE28055	OFUSG02906.1.p1
OG0002482	MOUSE45847, MOUSE17267	OFUSG15156.1.p1, OFUSG15156.2.p1
OG0002484	MOUSE37164, MOUSE37166	OFUSG05595.1.p1
OG0002487	MOUSE07251, MOUSE07250, MOUSE07256, MOUSE07254, MOUSE07255, MOUSE07249, MOUSE07253, MOUSE07252, MOUSE49926	OFUSG12083.1.p1
OG0002489	MOUSE21419, MOUSE27891	OFUSG05890.1.p1
OG0002490	MOUSE54267, MOUSE06889	OFUSG19344.1.p1
OG0002491	MOUSE19148, MOUSE19150, MOUSE19149, MOUSE01459, MOUSE01463, MOUSE19153	OFUSG04294.1.p1
OG0002492	MOUSE22837	OFUSG14228.1.p1
OG0002493	MOUSE18356	OFUSG12595.1.p1
OG0002493	MOUSE18357	OFUSG26755.1.p1
OG0002494	MOUSE15175, MOUSE15172, MOUSE28842, MOUSE15173, MOUSE15174, MOUSE28843, MOUSE28845, MOUSE28844	OFUSG20687.1.p1
OG0002495	MOUSE26565, MOUSE26564, MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560	OFUSG04196.1.p1
OG0002496	MOUSE32442, MOUSE32440, MOUSE32441, MOUSE17163, MOUSE17162	OFUSG08219.1.p1
OG0002497	MOUSE05518, MOUSE05517, MOUSE18374, MOUSE18375	OFUSG15954.1.p1
OG0002499	MOUSE35125, MOUSE35126	OFUSG17264.1.p1
OG0002500	MOUSE46266, MOUSE46265, MOUSE46264	OFUSG22275.1.p1
OG0002500	MOUSE46267	OFUSG09778.1.p1
OG0002501	MOUSE04877	OFUSG22538.1.p1
OG0002503	MOUSE03370, MOUSE03368, MOUSE03371, MOUSE03369	OFUSG02978.1.p1
OG0002504	MOUSE37298, MOUSE37295, MOUSE37297, MOUSE37296, MOUSE38039, MOUSE38040	OFUSG15438.1.p1
OG0002505	MOUSE38688, MOUSE38685, MOUSE38684, MOUSE38687, MOUSE38686	OFUSG16451.1.p1
OG0002506	MOUSE07691, MOUSE24767, MOUSE24766, MOUSE24765	OFUSG00092.1.p1, OFUSG00092.2.p1, OFUSG00088.1.p1, OFUSG00708.1.p1
OG0002507	MOUSE09837, MOUSE31332, MOUSE31333	OFUSG21406.2.p1, OFUSG21406.1.p1
OG0002508	MOUSE01046, MOUSE04671, MOUSE04674, MOUSE04670, MOUSE04672	OFUSG23888.1.p1, OFUSG23888.2.p1, OFUSG23888.3.p1
OG0002509	MOUSE11067, MOUSE11066	OFUSG08169.3.p1, OFUSG08169.2.p1, OFUSG08169.1.p1
OG0002510	MOUSE50160, MOUSE50157, MOUSE50156	OFUSG10521.1.p1
OG0002511	MOUSE35458, MOUSE35460, MOUSE35461, MOUSE35459, MOUSE22205, MOUSE22206, MOUSE22208	OFUSG03967.2.p1, OFUSG03967.1.p1
OG0002512	MOUSE12994, MOUSE12993, MOUSE54804, MOUSE54805, MOUSE54803, MOUSE54801, MOUSE54802	OFUSG02637.2.p1, OFUSG02637.3.p1, OFUSG02637.1.p1
OG0002514	MOUSE44198, MOUSE44197, MOUSE30968, MOUSE30971, MOUSE30970, MOUSE41516, MOUSE41515, MOUSE27271, MOUSE27270, MOUSE27272, MOUSE30969	OFUSG00594.1.p1
OG0002515	MOUSE33009, MOUSE44902	OFUSG08459.2.p1, OFUSG08459.1.p1
OG0002516	MOUSE51264, MOUSE16767, MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258, MOUSE51263, MOUSE16768, MOUSE16766	OFUSG09041.2.p1, OFUSG09041.1.p1
OG0002517	MOUSE26352, MOUSE26351, MOUSE05602, MOUSE05670	OFUSG21417.1.p1, OFUSG21417.2.p1
OG0002518	MOUSE34539	OFUSG21316.1.p1
OG0002519	MOUSE19409, MOUSE19408, MOUSE13052, MOUSE13055, MOUSE13054, MOUSE13053, MOUSE13051	OFUSG02909.1.p1
OG0002520	MOUSE36750, MOUSE36751, MOUSE03593, MOUSE36749, MOUSE36748	OFUSG10725.1.p1
OG0002522	MOUSE34944, MOUSE34945, MOUSE34943, MOUSE34942	OFUSG13443.1.p1
OG0002523	MOUSE41057, MOUSE39451, MOUSE39450, MOUSE39448, MOUSE39447, MOUSE39449, MOUSE44522	OFUSG19122.1.p1
OG0002524	MOUSE37810, MOUSE37811, MOUSE38180, MOUSE38182, MOUSE38179, MOUSE38181, MOUSE46499, MOUSE46502, MOUSE46503, MOUSE46500	OFUSG15171.1.p1
OG0002525	MOUSE00130, MOUSE15800	OFUSG07025.1.p1
OG0002526	MOUSE35751, MOUSE35750, MOUSE35749	OFUSG13383.1.p1
OG0002528	MOUSE19182	OFUSG06864.1.p1
OG0002529	MOUSE22924, MOUSE22925, MOUSE22926, MOUSE22923, MOUSE45282, MOUSE45283, MOUSE45284	OFUSG14696.1.p1
OG0002530	MOUSE19507, MOUSE51776, MOUSE51775	OFUSG08652.2.p1, OFUSG08652.4.p1, OFUSG08652.1.p1, OFUSG08652.3.p1
OG0002531	MOUSE08672, MOUSE08670, MOUSE11680, MOUSE11677, MOUSE11676, MOUSE11678, MOUSE11679, MOUSE20307, MOUSE20308, MOUSE20310, MOUSE20309	OFUSG12367.1.p1
OG0002532	MOUSE06200, MOUSE06199, MOUSE06198	OFUSG10787.1.p1, OFUSG10787.2.p1
OG0002533	MOUSE04461, MOUSE04460	OFUSG23755.1.p1
OG0002534	MOUSE51440, MOUSE32299	OFUSG24364.1.p1
OG0002535	MOUSE40311, MOUSE40312	OFUSG06873.1.p1, OFUSG06873.2.p1
OG0002536	MOUSE46860, MOUSE36193, MOUSE47941, MOUSE47940, MOUSE47939, MOUSE47938	OFUSG05531.1.p1
OG0002537	MOUSE14976, MOUSE14975	OFUSG02726.1.p1
OG0002538	MOUSE22260, MOUSE38986, MOUSE38988, MOUSE38985, MOUSE38987, MOUSE38984, MOUSE22261, MOUSE05178	OFUSG03933.1.p1
OG0002539	MOUSE27151, MOUSE27152, MOUSE14352, MOUSE14351	OFUSG06058.2.p1, OFUSG06058.1.p1
OG0002540	MOUSE12683, MOUSE29303, MOUSE29302	OFUSG12631.1.p1
OG0002541	MOUSE41743, MOUSE41744, MOUSE41745	OFUSG07799.1.p1
OG0002542	MOUSE25108, MOUSE25110, MOUSE05302, MOUSE02385	OFUSG04467.1.p1
OG0002543	MOUSE01120, MOUSE01119	OFUSG15203.1.p1, OFUSG15203.2.p1
OG0002545	MOUSE31228, MOUSE31226, MOUSE31229, MOUSE35308, MOUSE35307, MOUSE35309, MOUSE35310, MOUSE35305, MOUSE35306, MOUSE31227	OFUSG18706.1.p1
OG0002547	MOUSE18564, MOUSE00372, MOUSE00370	OFUSG17495.1.p1
OG0002548	MOUSE08254, MOUSE43212, MOUSE24491, MOUSE24489	OFUSG25116.1.p1
OG0002549	MOUSE29977, MOUSE29973, MOUSE29976, MOUSE29972, MOUSE29975, MOUSE29974, MOUSE29971	OFUSG25833.1.p1, OFUSG25833.2.p1, OFUSG25833.3.p1
OG0002550	MOUSE35947, MOUSE35946, MOUSE35936, MOUSE35937, MOUSE35940, MOUSE35943, MOUSE35939, MOUSE35941, MOUSE35945, MOUSE35938, MOUSE35942, MOUSE35944	OFUSG06676.4.p1, OFUSG06676.1.p1, OFUSG06676.3.p1, OFUSG06676.2.p1
OG0002551	MOUSE53854, MOUSE03440, MOUSE03439, MOUSE48212, MOUSE48213	OFUSG26610.1.p1
OG0002552	MOUSE30754, MOUSE30753, MOUSE51981, MOUSE51979, MOUSE51980, MOUSE51977, MOUSE51978	OFUSG09823.1.p1
OG0002553	MOUSE19779	OFUSG04243.1.p1
OG0002554	MOUSE09299, MOUSE09298, MOUSE12427, MOUSE12429, MOUSE12428	OFUSG20321.1.p1
OG0002555	MOUSE08698, MOUSE07270, MOUSE07269, MOUSE07271, MOUSE08696, MOUSE08695, MOUSE08694, MOUSE08697	OFUSG21622.1.p1
OG0002556	MOUSE55416	OFUSG26698.1.p1, OFUSG09591.1.p1
OG0002557	MOUSE12279, MOUSE12278, MOUSE17585, MOUSE17586, MOUSE12281	OFUSG05156.1.p1
OG0002558	MOUSE24579, MOUSE24578, MOUSE07565	OFUSG12162.1.p1, OFUSG12162.2.p1
OG0002559	MOUSE09451, MOUSE09450, MOUSE09452, MOUSE32457, MOUSE32459, MOUSE32458, MOUSE32456, MOUSE32460	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1
OG0002560	MOUSE32855, MOUSE32854, MOUSE32853, MOUSE32846, MOUSE32845, MOUSE32847, MOUSE32848, MOUSE32849, MOUSE32850, MOUSE32851	OFUSG09866.1.p1, OFUSG09866.2.p1
OG0002561	MOUSE20491	OFUSG25117.2.p1, OFUSG25117.1.p1
OG0002562	MOUSE01503, MOUSE01502, MOUSE01501	OFUSG13027.1.p1
OG0002563	MOUSE45287, MOUSE45290, MOUSE45288, MOUSE45289, MOUSE45293, MOUSE45291, MOUSE45294	OFUSG02827.1.p1
OG0002564	MOUSE05982, MOUSE05984, MOUSE05983, MOUSE38599, MOUSE38600	OFUSG18079.1.p1, OFUSG18079.2.p1
OG0002565	MOUSE52310, MOUSE52309, MOUSE52311	OFUSG18956.1.p1
OG0002566	MOUSE37161	OFUSG23549.1.p1
OG0002567	MOUSE52768, MOUSE52770, MOUSE52769	OFUSG05913.1.p1
OG0002568	MOUSE36225	OFUSG09132.1.p1, OFUSG17897.1.p1
OG0002569	MOUSE17372, MOUSE17371, MOUSE17370, MOUSE50887, MOUSE50888	OFUSG23886.1.p1
OG0002570	MOUSE28452, MOUSE28454	OFUSG20725.1.p1
OG0002571	MOUSE05093, MOUSE05094, MOUSE05091, MOUSE05092, MOUSE05090, MOUSE14222, MOUSE14221, MOUSE14219, MOUSE14220	OFUSG03586.1.p1
OG0002572	MOUSE02126, MOUSE27273, MOUSE44188	OFUSG07142.1.p1
OG0002573	MOUSE06517, MOUSE06515, MOUSE06518, MOUSE06516, MOUSE06519	OFUSG18076.1.p1, OFUSG19001.1.p1
OG0002574	MOUSE18814, MOUSE18813, MOUSE07822, MOUSE07823	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1
OG0002587	MOUSE28851, MOUSE19862, MOUSE49386, MOUSE49384, MOUSE49385, MOUSE49383, MOUSE49382	OFUSG20335.1.p1
OG0002590	MOUSE28320, MOUSE28321, MOUSE13583, MOUSE13584, MOUSE49464, MOUSE49465	OFUSG23108.1.p1
OG0002592	MOUSE21822, MOUSE21825, MOUSE21823, MOUSE21824, MOUSE21819, MOUSE21820, MOUSE21821	OFUSG18883.1.p1
OG0002593	MOUSE22350, MOUSE05769, MOUSE22351, MOUSE05770	OFUSG21331.1.p1, OFUSG21331.2.p1
OG0002594	MOUSE49519, MOUSE49520, MOUSE12350	OFUSG05055.1.p1
OG0002595	MOUSE38603, MOUSE38604	OFUSG17825.1.p1, OFUSG17825.3.p1, OFUSG17825.4.p1, OFUSG17825.2.p1, OFUSG19931.1.p1, OFUSG19932.1.p1
OG0002598	MOUSE33194, MOUSE33195, MOUSE20750	OFUSG17203.1.p1
OG0002599	MOUSE23419	OFUSG05928.1.p1
OG0002600	MOUSE48929	OFUSG17834.1.p1, OFUSG17834.2.p1
OG0002601	MOUSE28163	OFUSG25340.1.p1
OG0002602	MOUSE06172, MOUSE06173, MOUSE17039, MOUSE17043, MOUSE18936, MOUSE17042, MOUSE17038	OFUSG10300.1.p1, OFUSG10300.2.p1
OG0002605	MOUSE31342, MOUSE31339, MOUSE31338, MOUSE31341	OFUSG17629.1.p1
OG0002608	MOUSE02154, MOUSE02153, MOUSE47288, MOUSE47289, MOUSE47290	OFUSG26704.2.p1, OFUSG26704.1.p1
OG0002609	MOUSE30745, MOUSE30747, MOUSE30750, MOUSE30751, MOUSE30748, MOUSE30752, MOUSE30749, MOUSE30746, MOUSE13277, MOUSE13279, MOUSE13278	OFUSG08608.1.p1
OG0002610	MOUSE48945, MOUSE13958	OFUSG22781.2.p1, OFUSG22781.1.p1
OG0002611	MOUSE08616, MOUSE08613, MOUSE08614, MOUSE14706, MOUSE14705	OFUSG16338.1.p1
OG0002612	MOUSE54503, MOUSE40743	OFUSG18866.1.p1
OG0002614	MOUSE21636, MOUSE21632, MOUSE21634, MOUSE21633, MOUSE21631, MOUSE21630, MOUSE28821, MOUSE28820, MOUSE28819, MOUSE28817, MOUSE28818	OFUSG13501.1.p1
OG0002615	MOUSE21202, MOUSE12836, MOUSE12837, MOUSE03165, MOUSE03168, MOUSE03167, MOUSE03166	OFUSG18924.1.p1
OG0002616	MOUSE46857, MOUSE46858, MOUSE46859, MOUSE46856	OFUSG05626.1.p1
OG0002617	MOUSE19262	OFUSG03235.1.p1
OG0002618	MOUSE06029, MOUSE06031, MOUSE06032, MOUSE06030, MOUSE38716, MOUSE38713, MOUSE38712, MOUSE38715, MOUSE38714, MOUSE38717	OFUSG11127.1.p1
OG0002619	MOUSE51780	OFUSG09296.1.p1
OG0002620	MOUSE25804, MOUSE25803, MOUSE25805, MOUSE31259, MOUSE31260	OFUSG07487.1.p1
OG0002622	MOUSE36464, MOUSE36463, MOUSE36460, MOUSE36458, MOUSE36462, MOUSE36459, MOUSE36461, MOUSE36469, MOUSE36467, MOUSE36468, MOUSE36466, MOUSE36465	OFUSG02644.1.p1
OG0002623	MOUSE16608	OFUSG01571.2.p1, OFUSG01571.1.p1
OG0002624	MOUSE13158, MOUSE22954, MOUSE22952, MOUSE22953, MOUSE13916, MOUSE13920, MOUSE13919, MOUSE13921, MOUSE13917, MOUSE13918	OFUSG20261.1.p1
OG0002625	MOUSE16545	OFUSG00455.1.p1
OG0002628	MOUSE23699, MOUSE23697, MOUSE23698, MOUSE26054, MOUSE26053	OFUSG25722.1.p1
OG0002629	MOUSE14418, MOUSE14419	OFUSG21491.1.p1
OG0002630	MOUSE18235, MOUSE21628, MOUSE21627	OFUSG13735.1.p1
OG0002631	MOUSE12491	OFUSG00256.1.p1
OG0002632	MOUSE44869, MOUSE10276	OFUSG09288.1.p1
OG0002633	MOUSE18722, MOUSE07220, MOUSE07221, MOUSE07219	OFUSG12394.1.p1
OG0002634	MOUSE27649	OFUSG09096.1.p1
OG0002636	MOUSE42132	OFUSG10080.1.p1
OG0002637	MOUSE15801	OFUSG00789.1.p1
OG0002639	MOUSE02975, MOUSE02972, MOUSE02974, MOUSE02973, MOUSE02971	OFUSG11435.2.p1, OFUSG11435.1.p1
OG0002640	MOUSE01961, MOUSE01959, MOUSE01956, MOUSE01957, MOUSE01955, MOUSE01953, MOUSE01954	OFUSG06099.1.p1, OFUSG06099.4.p1, OFUSG06099.2.p1, OFUSG06099.3.p1
OG0002642	MOUSE40306, MOUSE40302, MOUSE40303, MOUSE40304, MOUSE40305	OFUSG16148.1.p1, OFUSG16050.1.p1
OG0002643	MOUSE10948	OFUSG25517.1.p1, OFUSG25504.1.p1
OG0002644	MOUSE55399, MOUSE55398, MOUSE55397, MOUSE55401, MOUSE55400, MOUSE55396, MOUSE54017, MOUSE54016, MOUSE54018	OFUSG03807.1.p1
OG0002645	MOUSE55157, MOUSE55156, MOUSE55154	OFUSG19077.1.p1, OFUSG19077.2.p1
OG0002646	MOUSE39377, MOUSE39378, MOUSE39375, MOUSE39374, MOUSE39376	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1
OG0002647	MOUSE36957, MOUSE36958, MOUSE21118	OFUSG19431.1.p1, OFUSG18928.1.p1
OG0002648	MOUSE49338, MOUSE50475, MOUSE50474	OFUSG23133.1.p1
OG0002649	MOUSE21271, MOUSE21273, MOUSE21272	OFUSG19035.2.p1, OFUSG19035.1.p1
OG0002651	MOUSE24711	OFUSG09970.1.p1
OG0002652	MOUSE49513	OFUSG01040.1.p1, OFUSG05127.1.p1
OG0002653	MOUSE01116	OFUSG22197.1.p1
OG0002654	MOUSE34629, MOUSE34628	OFUSG21242.1.p1
OG0002655	MOUSE51528, MOUSE51524, MOUSE51527	OFUSG18613.1.p1
OG0002656	MOUSE26404, MOUSE26402, MOUSE26405, MOUSE26400, MOUSE26406, MOUSE26401, MOUSE26403, MOUSE26399	OFUSG24257.1.p1
OG0002657	MOUSE11391, MOUSE11389, MOUSE11388, MOUSE11390, MOUSE02503, MOUSE02504, MOUSE22130, MOUSE22129, MOUSE22131, MOUSE22128	OFUSG16068.1.p1
OG0002658	MOUSE30731, MOUSE30732, MOUSE12555, MOUSE12556, MOUSE12557	OFUSG07805.2.p1, OFUSG07805.1.p1
OG0002659	MOUSE06645, MOUSE06649, MOUSE06648, MOUSE06643, MOUSE06650, MOUSE06646, MOUSE06647, MOUSE06642	OFUSG13732.1.p1, OFUSG13734.1.p1
OG0002660	MOUSE11350, MOUSE11347, MOUSE11348, MOUSE11346, MOUSE11344, MOUSE11343, MOUSE11340, MOUSE11341, MOUSE11342	OFUSG18787.1.p1
OG0002661	MOUSE27085, MOUSE27080, MOUSE27081, MOUSE27084, MOUSE48682	OFUSG07563.1.p1
OG0002662	MOUSE16889, MOUSE06098, MOUSE06097, MOUSE06096, MOUSE14037, MOUSE14040, MOUSE14039, MOUSE14038, MOUSE14036, MOUSE14035	OFUSG10564.1.p1
OG0002663	MOUSE50094, MOUSE50095, MOUSE50093, MOUSE50090, MOUSE50091, MOUSE50092, MOUSE29827, MOUSE29828	OFUSG26952.1.p1
OG0002664	MOUSE33031, MOUSE33027, MOUSE18468, MOUSE33028, MOUSE33029, MOUSE33030	OFUSG08813.1.p1
OG0002665	MOUSE37716, MOUSE37714, MOUSE37715, MOUSE20031	OFUSG15552.1.p1
OG0002666	MOUSE15042, MOUSE15043, MOUSE15041, MOUSE15044, MOUSE15040	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1
OG0002667	MOUSE25997, MOUSE25994, MOUSE25996, MOUSE25993, MOUSE25995, MOUSE31919, MOUSE31922, MOUSE31921, MOUSE31920	OFUSG07660.1.p1
OG0002668	MOUSE49696, MOUSE52495, MOUSE52492, MOUSE52493, MOUSE52494, MOUSE52491, MOUSE52490	OFUSG05098.1.p1, OFUSG05098.2.p1
OG0002669	MOUSE43117	OFUSG21904.1.p1
OG0002669	MOUSE43118	OFUSG11370.1.p1
OG0002670	MOUSE07492, MOUSE07491, MOUSE07493, MOUSE16672	OFUSG12187.4.p1, OFUSG12187.1.p1, OFUSG12187.2.p1, OFUSG12187.3.p1
OG0002671	MOUSE48999, MOUSE28873, MOUSE28874, MOUSE28877, MOUSE28875, MOUSE19891	OFUSG20832.1.p1
OG0002672	MOUSE13862, MOUSE13861, MOUSE35736, MOUSE35735	OFUSG23393.1.p1
OG0002673	MOUSE20914, MOUSE20913, MOUSE27932, MOUSE27927, MOUSE03195	OFUSG05576.1.p1
OG0002674	MOUSE10125, MOUSE10124, MOUSE10123, MOUSE10127, MOUSE10126	OFUSG09685.1.p1
OG0002675	MOUSE09051, MOUSE09052, MOUSE28252, MOUSE28253	OFUSG05238.1.p1
OG0002677	MOUSE06421, MOUSE06422, MOUSE06419, MOUSE06420, MOUSE06418	OFUSG17880.1.p1, OFUSG17880.2.p1
OG0002678	MOUSE36234, MOUSE36235, MOUSE45633, MOUSE45632	OFUSG03008.1.p1
OG0002679	MOUSE29963, MOUSE29965, MOUSE41439, MOUSE41440, MOUSE41438	OFUSG21039.1.p1
OG0002682	MOUSE33417, MOUSE06944, MOUSE06942	OFUSG17355.1.p1
OG0002683	MOUSE54463	OFUSG07966.1.p1
OG0002683	MOUSE33449, MOUSE33450	OFUSG17573.1.p2
OG0002685	MOUSE00646, MOUSE15759	OFUSG01490.1.p1
OG0002688	MOUSE12567, MOUSE36375, MOUSE36376	OFUSG19118.1.p1, OFUSG03402.1.p1
OG0002703	MOUSE51130, MOUSE51129, MOUSE43083, MOUSE43084, MOUSE51133, MOUSE51132, MOUSE51134, MOUSE51131, MOUSE43085, MOUSE43086, MOUSE51135	OFUSG19745.2.p1, OFUSG19745.1.p1
OG0002705	MOUSE01589, MOUSE10469, MOUSE10471, MOUSE10470	OFUSG23521.2.p1, OFUSG23521.1.p1
OG0002707	MOUSE02977, MOUSE20100, MOUSE20098, MOUSE20099, MOUSE11784, MOUSE11787	OFUSG12558.1.p1
OG0002708	MOUSE32181, MOUSE32180, MOUSE32179, MOUSE32178	OFUSG00085.1.p1
OG0002710	MOUSE01618, MOUSE01615, MOUSE01616, MOUSE51456	OFUSG09390.1.p1
OG0002711	MOUSE22429, MOUSE22427, MOUSE22428, MOUSE02899	OFUSG10377.1.p1
OG0002712	MOUSE17153, MOUSE17152, MOUSE17154, MOUSE17151	OFUSG02353.1.p1
OG0002713	MOUSE45129, MOUSE45128	OFUSG14155.1.p1
OG0002714	MOUSE12614, MOUSE12613	OFUSG00220.1.p1, OFUSG06935.1.p1, OFUSG06937.1.p1
OG0002715	MOUSE11203, MOUSE11201, MOUSE11196, MOUSE11202, MOUSE11198, MOUSE11197, MOUSE11200, MOUSE11199	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1
OG0002716	MOUSE38658	OFUSG09527.1.p1
OG0002717	MOUSE53851	OFUSG02824.1.p1
OG0002718	MOUSE34797, MOUSE34798	OFUSG20941.1.p1, OFUSG20941.2.p1
OG0002719	MOUSE08516, MOUSE08517, MOUSE22607	OFUSG04545.1.p1
OG0002720	MOUSE15950, MOUSE28356	OFUSG20349.1.p1
OG0002721	MOUSE44257, MOUSE38596, MOUSE38594, MOUSE38592, MOUSE38591, MOUSE38593, MOUSE38595	OFUSG09992.1.p1
OG0002722	MOUSE11802, MOUSE11801	OFUSG21829.1.p1
OG0002723	MOUSE43389, MOUSE43388, MOUSE20317, MOUSE21697, MOUSE00004, MOUSE00003	OFUSG25295.1.p1
OG0002724	MOUSE06356	OFUSG23259.1.p1
OG0002726	MOUSE31431, MOUSE11041, MOUSE11036, MOUSE11034	OFUSG10760.1.p1
OG0002728	MOUSE04888	OFUSG24207.1.p1
