Orthogroup	MOUSE	ASTMX
OG0003025	MOUSE13361, MOUSE13360	ASTMX11744
OG0003026	MOUSE06294, MOUSE06293	ASTMX04873
OG0003027	MOUSE04829, MOUSE04828	ASTMX13439
OG0003028	MOUSE33812	ASTMX04249
OG0003029	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870	ASTMX08718
OG0003030	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132	ASTMX20050
OG0003030	MOUSE50388	ASTMX17904
OG0003031	MOUSE05565, MOUSE05566, MOUSE05567	ASTMX19116
OG0003031	MOUSE39652, MOUSE39650, MOUSE39651, MOUSE39653, MOUSE39658	ASTMX09602
OG0003032	MOUSE19423	ASTMX21897
OG0003032	MOUSE46837, MOUSE46836, MOUSE46838	ASTMX04514
OG0003033	MOUSE18942, MOUSE16005	ASTMX09542
OG0003034	MOUSE48768, MOUSE48769	ASTMX08258
OG0003034	MOUSE51312, MOUSE51311	ASTMX06085
OG0003035	MOUSE48428, MOUSE48431, MOUSE48427, MOUSE48429	ASTMX07906
OG0003035	MOUSE10173, MOUSE10170, MOUSE10171, MOUSE10175, MOUSE10172	ASTMX08632
OG0003036	MOUSE31234	ASTMX22808, ASTMX02382
OG0003037	MOUSE37858	ASTMX20407
OG0003038	MOUSE16424, MOUSE16423	ASTMX11869
OG0003039	MOUSE52210	ASTMX18267
OG0003039	MOUSE10220, MOUSE10221, MOUSE10219	ASTMX05986
OG0003039	MOUSE10223, MOUSE10222, MOUSE10224	ASTMX05987
OG0003040	MOUSE04097, MOUSE04096	ASTMX06981
OG0003041	MOUSE13446, MOUSE13449, MOUSE13447	ASTMX16824
OG0003042	MOUSE26381	ASTMX22431
OG0003042	MOUSE26378, MOUSE26379, MOUSE26380	ASTMX08657
OG0003043	MOUSE03995, MOUSE03996	ASTMX12456
OG0003044	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287	ASTMX03506
OG0003045	MOUSE39880, MOUSE39881	ASTMX16805
OG0003045	MOUSE29857, MOUSE29856	ASTMX02264
OG0003046	MOUSE49339	ASTMX01067
OG0003046	MOUSE10040	ASTMX21979
OG0003048	MOUSE23204, MOUSE23201, MOUSE23203, MOUSE23202	ASTMX16216
OG0003049	MOUSE09797, MOUSE09800	ASTMX09040
OG0003049	MOUSE33262, MOUSE33261, MOUSE33263	ASTMX11555
OG0003050	MOUSE32977, MOUSE32978, MOUSE32983, MOUSE32982, MOUSE32985, MOUSE32984, MOUSE32979, MOUSE32980, MOUSE32981	ASTMX21807
OG0003050	MOUSE44894	ASTMX22136
OG0003051	MOUSE22702	ASTMX11688
OG0003051	MOUSE12616	ASTMX19222
OG0003052	MOUSE21302	ASTMX07304
OG0003053	MOUSE32705, MOUSE32711, MOUSE32708, MOUSE32709, MOUSE32710, MOUSE32706, MOUSE32707	ASTMX09045
OG0003055	MOUSE33434, MOUSE33435, MOUSE48879	ASTMX20532, ASTMX04937, ASTMX14054
OG0003056	MOUSE16313	ASTMX17405
OG0003056	MOUSE16315, MOUSE16314	ASTMX17404, ASTMX17406
OG0003057	MOUSE50125, MOUSE50127, MOUSE50124, MOUSE50122, MOUSE50121, MOUSE50126, MOUSE50128, MOUSE50123	ASTMX04350
OG0003058	MOUSE00368	ASTMX12378
OG0003058	MOUSE18568, MOUSE18565, MOUSE18567, MOUSE18569, MOUSE18566	ASTMX15897
OG0003059	MOUSE02981, MOUSE02982	ASTMX11573, ASTMX03262
OG0003060	MOUSE48788, MOUSE48790	ASTMX14156
OG0003060	MOUSE31847	ASTMX06493
OG0003060	MOUSE01639	ASTMX04925
OG0003061	MOUSE03044, MOUSE03042	ASTMX07611
OG0003061	MOUSE08064, MOUSE08065, MOUSE08066	ASTMX14401, ASTMX01235
OG0003062	MOUSE18998, MOUSE19000, MOUSE18999	ASTMX08924
OG0003062	MOUSE29106	ASTMX17139
OG0003062	MOUSE53315, MOUSE53312, MOUSE53313, MOUSE53314	ASTMX07083
OG0003063	MOUSE01748	ASTMX16164
OG0003064	MOUSE47362, MOUSE47361	ASTMX02348
OG0003065	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093	ASTMX16223, ASTMX11526
OG0003066	MOUSE27228	ASTMX01076
OG0003067	MOUSE27933	ASTMX19827
OG0003067	MOUSE47968, MOUSE47967	ASTMX07627, ASTMX05938, ASTMX15668
OG0003069	MOUSE30220	ASTMX22072, ASTMX06820
OG0003070	MOUSE36207, MOUSE36208	ASTMX10080
OG0003070	MOUSE12817	ASTMX17271
OG0003071	MOUSE55382, MOUSE55383, MOUSE55381	ASTMX13310, ASTMX00018, ASTMX16577
OG0003072	MOUSE31159	ASTMX14570
OG0003072	MOUSE39251, MOUSE39249, MOUSE39250	ASTMX08544
OG0003073	MOUSE04961	ASTMX21813
OG0003074	MOUSE28849	ASTMX14062
OG0003074	MOUSE19699, MOUSE19698, MOUSE19700	ASTMX09834, ASTMX07438
OG0003075	MOUSE38797	ASTMX06177
OG0003077	MOUSE17167, MOUSE17168, MOUSE17166	ASTMX14685
OG0003077	MOUSE05965, MOUSE05961	ASTMX07820, ASTMX21556
OG0003078	MOUSE07680, MOUSE07681	ASTMX01361
OG0003079	MOUSE32271	ASTMX08960
OG0003079	MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335	ASTMX02438
OG0003080	MOUSE54147	ASTMX20078
OG0003080	MOUSE13061	ASTMX14727
OG0003080	MOUSE13063, MOUSE13062	ASTMX14726
OG0003080	MOUSE54151	ASTMX16647
OG0003080	MOUSE30006	ASTMX20403
OG0003084	MOUSE12593, MOUSE12592	ASTMX17185
OG0003084	MOUSE54562	ASTMX09102
OG0003086	MOUSE11105, MOUSE11104	ASTMX20987, ASTMX02745
OG0003089	MOUSE16491, MOUSE16490, MOUSE16485, MOUSE16486, MOUSE16484, MOUSE16492	ASTMX09538, ASTMX09541, ASTMX17011, ASTMX00071, ASTMX00072
OG0003090	MOUSE15533	ASTMX09342
OG0003090	MOUSE18382, MOUSE18383, MOUSE18384	ASTMX00188, ASTMX22375
OG0003101	MOUSE29374, MOUSE29372, MOUSE29373	ASTMX06150
OG0003101	MOUSE29137, MOUSE29138	ASTMX01755
OG0003103	MOUSE00299, MOUSE00298, MOUSE11387	ASTMX12562
OG0003104	MOUSE25311	ASTMX09610
OG0003104	MOUSE24216, MOUSE24218, MOUSE24217	ASTMX11561
OG0003105	MOUSE32673	ASTMX00325
OG0003106	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434	ASTMX06237
OG0003107	MOUSE49658	ASTMX02590, ASTMX16600
OG0003108	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207	ASTMX05191
OG0003109	MOUSE06210, MOUSE06211	ASTMX18781
OG0003110	MOUSE13977	ASTMX00133
OG0003111	MOUSE50456	ASTMX07402, ASTMX11408
OG0003112	MOUSE00748, MOUSE00750, MOUSE00749	ASTMX02525
OG0003113	MOUSE35613	ASTMX13016, ASTMX07578
OG0003114	MOUSE20062, MOUSE20063	ASTMX02715, ASTMX03943
OG0003115	MOUSE44908	ASTMX11011
OG0003115	MOUSE30249	ASTMX01881
OG0003116	MOUSE30061, MOUSE30062	ASTMX07169, ASTMX03748
OG0003118	MOUSE14611, MOUSE14610	ASTMX17621
OG0003118	MOUSE23354, MOUSE23355	ASTMX15584
OG0003119	MOUSE15879	ASTMX06194
OG0003120	MOUSE20868	ASTMX15617, ASTMX15618
OG0003121	MOUSE51687	ASTMX06230
OG0003121	MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594	ASTMX18167, ASTMX02445
OG0003122	MOUSE07438, MOUSE07437	ASTMX08525
OG0003123	MOUSE53149	ASTMX07429
OG0003123	MOUSE49118, MOUSE49117	ASTMX06241
OG0003124	MOUSE37999, MOUSE37996, MOUSE37997	ASTMX03412
OG0003125	MOUSE54482, MOUSE24361, MOUSE24362, MOUSE24360	ASTMX13117
OG0003126	MOUSE20843, MOUSE20841	ASTMX14715
OG0003127	MOUSE07499, MOUSE07498, MOUSE07508, MOUSE07510, MOUSE07509	ASTMX04606
OG0003128	MOUSE20016, MOUSE20017	ASTMX20600
OG0003129	MOUSE14377	ASTMX07229
OG0003130	MOUSE04932, MOUSE04937, MOUSE04931, MOUSE04935, MOUSE04934, MOUSE04938, MOUSE04939, MOUSE04936	ASTMX09888
OG0003131	MOUSE37612	ASTMX13469
OG0003132	MOUSE09861	ASTMX04307
OG0003133	MOUSE49541	ASTMX10906
OG0003134	MOUSE05501	ASTMX04501
OG0003135	MOUSE42796, MOUSE42793, MOUSE42795	ASTMX04429
OG0003136	MOUSE43360, MOUSE43359, MOUSE43361, MOUSE43363, MOUSE43362	ASTMX13058
OG0003136	MOUSE27394	ASTMX01379
OG0003136	MOUSE18666	ASTMX19806
OG0003137	MOUSE43728, MOUSE43729, MOUSE43727, MOUSE43726, MOUSE43725	ASTMX00586
OG0003138	MOUSE23148, MOUSE23147	ASTMX06553
OG0003140	MOUSE19516	ASTMX13627
OG0003140	MOUSE51755	ASTMX15157, ASTMX21926, ASTMX01723
OG0003141	MOUSE34574, MOUSE34575	ASTMX09233
OG0003141	MOUSE41342	ASTMX11515, ASTMX10094
OG0003142	MOUSE10135, MOUSE10134	ASTMX08629
OG0003142	MOUSE30841, MOUSE30840	ASTMX09849, ASTMX19194
OG0003143	MOUSE30292, MOUSE30291, MOUSE30290	ASTMX13786
OG0003144	MOUSE40351, MOUSE40349, MOUSE40350	ASTMX13684
OG0003144	MOUSE16285, MOUSE16284	ASTMX08230
OG0003145	MOUSE37117, MOUSE37116	ASTMX16469, ASTMX16882
OG0003146	MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720	ASTMX10808
OG0003147	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234	ASTMX16613
OG0003148	MOUSE18668, MOUSE18669	ASTMX12896, ASTMX07507
OG0003148	MOUSE50666, MOUSE50662, MOUSE50667	ASTMX14971
OG0003149	MOUSE30335, MOUSE30336	ASTMX10129
OG0003150	MOUSE54075, MOUSE54077	ASTMX11834
OG0003150	MOUSE12618	ASTMX21211
OG0003151	MOUSE29325, MOUSE29324	ASTMX11951
OG0003151	MOUSE28343	ASTMX21033
OG0003152	MOUSE03960	ASTMX11668
OG0003153	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948	ASTMX21330
OG0003154	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366	ASTMX06476
OG0003155	MOUSE46105, MOUSE46106	ASTMX13221
OG0003156	MOUSE16321, MOUSE16322, MOUSE16318, MOUSE16320, MOUSE16317, MOUSE16316, MOUSE16319	ASTMX18933
OG0003157	MOUSE45059, MOUSE45058, MOUSE45057	ASTMX06118
OG0003158	MOUSE22347, MOUSE22346	ASTMX12999
OG0003158	MOUSE18939	ASTMX02638
OG0003159	MOUSE48356, MOUSE48357	ASTMX12859
OG0003159	MOUSE41159	ASTMX07619
OG0003160	MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077	ASTMX02814, ASTMX16455
OG0003161	MOUSE07415, MOUSE07416, MOUSE07414	ASTMX13679, ASTMX15650
OG0003162	MOUSE07361, MOUSE07360	ASTMX10819, ASTMX13525
OG0003162	MOUSE22667	ASTMX19089
OG0003163	MOUSE18466	ASTMX05123
OG0003164	MOUSE54716, MOUSE54718, MOUSE54717	ASTMX01170
OG0003164	MOUSE48050, MOUSE48047, MOUSE48048	ASTMX15907
OG0003165	MOUSE00202, MOUSE00201, MOUSE00203, MOUSE00200, MOUSE00204	ASTMX03289
OG0003165	MOUSE34087, MOUSE34085, MOUSE34086, MOUSE34084	ASTMX04540
OG0003166	MOUSE13105	ASTMX04151
OG0003167	MOUSE46318	ASTMX04465, ASTMX17254
OG0003167	MOUSE04968	ASTMX05894
OG0003168	MOUSE14171	ASTMX19879
OG0003168	MOUSE03781	ASTMX12323
OG0003169	MOUSE22114, MOUSE22115	ASTMX07868
OG0003171	MOUSE24077, MOUSE24078	ASTMX22824, ASTMX03122, ASTMX03788
OG0003172	MOUSE30909, MOUSE30908	ASTMX12697
OG0003173	MOUSE20012, MOUSE20013, MOUSE20011	ASTMX20601
OG0003173	MOUSE37897, MOUSE03292, MOUSE37896	ASTMX20314, ASTMX05950
OG0003174	MOUSE19261, MOUSE19260, MOUSE19259	ASTMX07988
OG0003175	MOUSE10979, MOUSE10977	ASTMX20854
OG0003176	MOUSE49577, MOUSE49578, MOUSE49579	ASTMX02580
OG0003177	MOUSE35932	ASTMX13896
OG0003178	MOUSE43279, MOUSE43278, MOUSE43280	ASTMX16511
OG0003178	MOUSE11734, MOUSE11733	ASTMX15240
OG0003179	MOUSE36753, MOUSE36752, MOUSE36754	ASTMX22089
OG0003180	MOUSE16836	ASTMX03476
OG0003180	MOUSE37503	ASTMX13448
OG0003181	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771	ASTMX18964, ASTMX11371
OG0003182	MOUSE12237	ASTMX01957, ASTMX21704
OG0003183	MOUSE14736	ASTMX15472
OG0003183	MOUSE53126, MOUSE53125	ASTMX04269
OG0003184	MOUSE31545, MOUSE31544	ASTMX09649
OG0003184	MOUSE31546	ASTMX22723
OG0003185	MOUSE45835, MOUSE45834	ASTMX08990
OG0003185	MOUSE42070	ASTMX16307
OG0003186	MOUSE55003, MOUSE55000, MOUSE54998, MOUSE55001, MOUSE54999	ASTMX00310
OG0003186	MOUSE16385	ASTMX00060
OG0003187	MOUSE48664, MOUSE48665	ASTMX04939
OG0003188	MOUSE51365	ASTMX05144, ASTMX18728
OG0003188	MOUSE10624, MOUSE10623	ASTMX06943
OG0003189	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392	ASTMX03737
OG0003190	MOUSE48311, MOUSE48312, MOUSE48310	ASTMX21768
OG0003191	MOUSE02537	ASTMX00980, ASTMX19044
OG0003192	MOUSE22238	ASTMX05442
OG0003193	MOUSE12911	ASTMX04173
OG0003196	MOUSE15027, MOUSE15028	ASTMX13910
OG0003197	MOUSE19127, MOUSE19123, MOUSE19124	ASTMX08037
OG0003199	MOUSE54398, MOUSE36250, MOUSE54397	ASTMX17609
OG0003200	MOUSE47667, MOUSE47669, MOUSE47668, MOUSE47666	ASTMX02514
OG0003201	MOUSE08959, MOUSE08958	ASTMX21988, ASTMX21989, ASTMX19271, ASTMX19272
OG0003202	MOUSE36940, MOUSE36943, MOUSE36941	ASTMX10006
OG0003203	MOUSE53127	ASTMX04267
OG0003203	MOUSE05339	ASTMX15368
OG0003204	MOUSE05072, MOUSE05073, MOUSE05075, MOUSE05074, MOUSE05071	ASTMX01566
OG0003205	MOUSE01356	ASTMX07896
OG0003205	MOUSE10612, MOUSE10611, MOUSE10610	ASTMX13085, ASTMX06944
OG0003207	MOUSE52887, MOUSE52886	ASTMX00941
OG0003207	MOUSE35418	ASTMX16303
OG0003208	MOUSE22976, MOUSE22977	ASTMX11445
OG0003210	MOUSE25753, MOUSE25752	ASTMX10368
OG0003210	MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185	ASTMX08853, ASTMX06477
OG0003211	MOUSE14387, MOUSE14388, MOUSE14386	ASTMX19437, ASTMX01978
OG0003212	MOUSE17337	ASTMX13329
OG0003212	MOUSE14391	ASTMX01976
OG0003213	MOUSE01644	ASTMX03983
OG0003214	MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193	ASTMX08653
OG0003215	MOUSE08659, MOUSE08657, MOUSE08658	ASTMX04892
OG0003216	MOUSE06513	ASTMX04974, ASTMX01453, ASTMX01452
OG0003217	MOUSE48670, MOUSE48672, MOUSE48671	ASTMX02353
OG0003217	MOUSE32660, MOUSE32661	ASTMX14721
OG0003218	MOUSE54409	ASTMX15207
OG0003219	MOUSE30112, MOUSE30113, MOUSE30111	ASTMX01631
OG0003220	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808, MOUSE55318	ASTMX21037, ASTMX05784
OG0003221	MOUSE09305, MOUSE09304, MOUSE09306	ASTMX04321
OG0003221	MOUSE33838, MOUSE33837	ASTMX04290
OG0003222	MOUSE49498	ASTMX08890
OG0003222	MOUSE29276, MOUSE29277	ASTMX06133
OG0003223	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765	ASTMX06346, ASTMX06347
OG0003224	MOUSE22082, MOUSE22083, MOUSE22084	ASTMX07863
OG0003224	MOUSE02436, MOUSE02435	ASTMX05296
OG0003225	MOUSE50984	ASTMX10853, ASTMX22401
OG0003227	MOUSE44731, MOUSE44729	ASTMX00382
OG0003228	MOUSE08178, MOUSE08180	ASTMX10791, ASTMX02764
OG0003229	MOUSE21035, MOUSE21034, MOUSE21033	ASTMX17506
OG0003229	MOUSE37711, MOUSE37710	ASTMX12857
OG0003230	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721	ASTMX13387
OG0003231	MOUSE29192, MOUSE29191, MOUSE29187, MOUSE29188, MOUSE29193, MOUSE29189, MOUSE29190	ASTMX02884
OG0003232	MOUSE18238	ASTMX04245, ASTMX01543
OG0003232	MOUSE20443	ASTMX09741, ASTMX04695
OG0003234	MOUSE19369	ASTMX11623
OG0003235	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354	ASTMX16993
OG0003236	MOUSE19808	ASTMX07772
OG0003236	MOUSE06121, MOUSE06120, MOUSE06119	ASTMX11384, ASTMX21608
OG0003237	MOUSE38362, MOUSE38363, MOUSE38360, MOUSE38359, MOUSE38361	ASTMX17778, ASTMX02725
OG0003237	MOUSE52257	ASTMX06508
OG0003240	MOUSE02424	ASTMX02082, ASTMX01039
OG0003240	MOUSE39000, MOUSE38999	ASTMX17067, ASTMX10438
OG0003250	MOUSE02868, MOUSE02866	ASTMX10794
OG0003250	MOUSE28266, MOUSE28267	ASTMX06685
OG0003251	MOUSE09961, MOUSE09960	ASTMX09724, ASTMX15809
OG0003251	MOUSE48983, MOUSE48984, MOUSE48985	ASTMX03540
OG0003252	MOUSE07423, MOUSE07422	ASTMX03281
OG0003253	MOUSE32290, MOUSE32292, MOUSE32291	ASTMX03410, ASTMX20134
OG0003253	MOUSE51442, MOUSE51443	ASTMX07062
OG0003254	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400	ASTMX04636, ASTMX03953
OG0003255	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606	ASTMX12251
OG0003257	MOUSE08268	ASTMX14786
OG0003258	MOUSE22847, MOUSE22842, MOUSE22845, MOUSE22846, MOUSE22844, MOUSE22843, MOUSE22841	ASTMX11167
OG0003259	MOUSE40307	ASTMX15657
OG0003260	MOUSE21862	ASTMX03988
OG0003260	MOUSE09414, MOUSE09413	ASTMX10584
OG0003261	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731	ASTMX19028
OG0003262	MOUSE04995, MOUSE04994	ASTMX09623
OG0003262	MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751	ASTMX05093
OG0003263	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279	ASTMX06871
OG0003264	MOUSE09214	ASTMX12623
OG0003264	MOUSE21677, MOUSE21676	ASTMX02507, ASTMX17172
OG0003265	MOUSE11282, MOUSE11280, MOUSE11281	ASTMX13950
OG0003265	MOUSE24983, MOUSE24982, MOUSE24981	ASTMX02020
OG0003266	MOUSE16151	ASTMX02992
OG0003267	MOUSE20876	ASTMX07667
OG0003268	MOUSE13509, MOUSE13508	ASTMX13578
OG0003269	MOUSE46096, MOUSE46097	ASTMX07746, ASTMX16031
OG0003270	MOUSE14493	ASTMX00434, ASTMX01987
OG0003272	MOUSE48741, MOUSE48740	ASTMX17574
OG0003273	MOUSE20128	ASTMX03258
OG0003275	MOUSE28575, MOUSE28576	ASTMX00521
OG0003276	MOUSE20116	ASTMX09369, ASTMX05594
OG0003276	MOUSE18116	ASTMX09674, ASTMX01404, ASTMX01283
OG0003277	MOUSE39060, MOUSE39059	ASTMX08840
OG0003277	MOUSE39058	ASTMX22126
OG0003278	MOUSE24735	ASTMX13373
OG0003279	MOUSE19374	ASTMX11486
OG0003279	MOUSE36397, MOUSE36396, MOUSE36398	ASTMX04660
OG0003280	MOUSE43478, MOUSE43479	ASTMX15864
OG0003282	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169	ASTMX09305
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	ASTMX16304
OG0003284	MOUSE22376, MOUSE22374	ASTMX00092
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181	ASTMX06398
OG0003287	MOUSE06633, MOUSE06632	ASTMX14109
OG0003288	MOUSE37027, MOUSE53951	ASTMX01172
OG0003289	MOUSE19930	ASTMX09581
OG0003289	MOUSE48950, MOUSE48948, MOUSE48949	ASTMX02626, ASTMX12831
OG0003290	MOUSE31906, MOUSE31907	ASTMX03173
OG0003291	MOUSE04595, MOUSE04594	ASTMX12200
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482	ASTMX14284
OG0003293	MOUSE02484, MOUSE02485	ASTMX14283
OG0003294	MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544	ASTMX12473
OG0003295	MOUSE00934, MOUSE00935, MOUSE00933	ASTMX10432
OG0003295	MOUSE21811	ASTMX15654
OG0003296	MOUSE15223, MOUSE15224	ASTMX13206
OG0003297	MOUSE05112, MOUSE05115, MOUSE05114	ASTMX17343
OG0003298	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036	ASTMX04625
OG0003299	MOUSE31972, MOUSE31969, MOUSE31970, MOUSE31971, MOUSE31968, MOUSE31967	ASTMX05504
OG0003301	MOUSE50516	ASTMX11883, ASTMX14970
OG0003301	MOUSE00852, MOUSE00849, MOUSE00851	ASTMX10951
OG0003302	MOUSE03287	ASTMX03967, ASTMX14885
OG0003303	MOUSE24464	ASTMX21947
OG0003303	MOUSE24466	ASTMX20298
OG0003304	MOUSE35277, MOUSE35276, MOUSE35275	ASTMX01812
OG0003305	MOUSE25300, MOUSE25305, MOUSE25307, MOUSE25303, MOUSE25306, MOUSE25302, MOUSE25304, MOUSE25301	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350
OG0003306	MOUSE41077, MOUSE41074, MOUSE41075	ASTMX19066
OG0003307	MOUSE03591	ASTMX14757
OG0003307	MOUSE03590, MOUSE03589, MOUSE03588	ASTMX04729
OG0003308	MOUSE32626, MOUSE32625	ASTMX09050
OG0003308	MOUSE01406, MOUSE01405	ASTMX03179, ASTMX02901
OG0003309	MOUSE08725	ASTMX18550
OG0003309	MOUSE08726	ASTMX01675
OG0003309	MOUSE23277	ASTMX00158
OG0003311	MOUSE54789, MOUSE54790	ASTMX01126, ASTMX10706
OG0003311	MOUSE54517, MOUSE54516, MOUSE54518	ASTMX06164, ASTMX20152
OG0003312	MOUSE30930	ASTMX02046
OG0003314	MOUSE21944	ASTMX10703
OG0003314	MOUSE36526, MOUSE36527	ASTMX01641, ASTMX12479
OG0003314	MOUSE21943	ASTMX22732
OG0003315	MOUSE13402	ASTMX16859
OG0003316	MOUSE19112	ASTMX20320
OG0003317	MOUSE06372, MOUSE06369	ASTMX17437
OG0003318	MOUSE14363	ASTMX01091
OG0003318	MOUSE55163	ASTMX15793
OG0003319	MOUSE29268	ASTMX04815, ASTMX06693
OG0003319	MOUSE21530, MOUSE21529	ASTMX17160
OG0003320	MOUSE12779	ASTMX17270
OG0003321	MOUSE28460, MOUSE28459, MOUSE28450, MOUSE28451, MOUSE28458	ASTMX15850
OG0003321	MOUSE28461	ASTMX14606
OG0003324	MOUSE51491, MOUSE51490, MOUSE51493, MOUSE51489, MOUSE51492	ASTMX00455
OG0003325	MOUSE11163	ASTMX13406, ASTMX06639
OG0003326	MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746	ASTMX09687
OG0003326	MOUSE36970, MOUSE36968, MOUSE36969	ASTMX20074
OG0003327	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635	ASTMX10363
OG0003327	MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873	ASTMX06502
OG0003328	MOUSE12441	ASTMX10051, ASTMX10052
OG0003329	MOUSE10324, MOUSE10323	ASTMX03339, ASTMX07785
OG0003330	MOUSE51368, MOUSE51369, MOUSE51367	ASTMX05145
OG0003331	MOUSE04924, MOUSE04921	ASTMX04420
OG0003331	MOUSE04922	ASTMX08193
OG0003331	MOUSE04925	ASTMX08195
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177	ASTMX15129, ASTMX08712
OG0003332	MOUSE34179, MOUSE34178, MOUSE34180	ASTMX05756
OG0003333	MOUSE27043, MOUSE27042	ASTMX03589
OG0003333	MOUSE14353	ASTMX04374
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	ASTMX10999
OG0003336	MOUSE24199, MOUSE25894, MOUSE25893	ASTMX09729, ASTMX05727
OG0003337	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109	ASTMX09238
OG0003338	MOUSE33405, MOUSE33402, MOUSE33404	ASTMX15960
OG0003340	MOUSE34383	ASTMX04299
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	ASTMX13167
OG0003342	MOUSE44562, MOUSE44561, MOUSE44560	ASTMX03550
OG0003342	MOUSE20742	ASTMX03371
OG0003343	MOUSE04680	ASTMX05881
OG0003344	MOUSE06845, MOUSE06846	ASTMX13412
OG0003346	MOUSE25033, MOUSE25032, MOUSE25035, MOUSE25034	ASTMX22669
OG0003347	MOUSE26452, MOUSE26454, MOUSE26453	ASTMX17698, ASTMX05419
OG0003348	MOUSE25054, MOUSE25052, MOUSE25051	ASTMX17460
OG0003348	MOUSE26185, MOUSE26184	ASTMX00165
OG0003349	MOUSE00810	ASTMX06632, ASTMX06577
OG0003350	MOUSE22821, MOUSE22822	ASTMX17847
OG0003350	MOUSE54744	ASTMX01138
OG0003350	MOUSE12871, MOUSE12870	ASTMX22134
OG0003352	MOUSE22187, MOUSE22190, MOUSE22188	ASTMX07532, ASTMX10406
OG0003352	MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950	ASTMX00833
OG0003353	MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279	ASTMX08541
OG0003354	MOUSE05407	ASTMX21682
OG0003355	MOUSE36993	ASTMX18176
OG0003355	MOUSE11468	ASTMX06654
OG0003356	MOUSE46162, MOUSE46163	ASTMX19698
OG0003356	MOUSE05880	ASTMX21492
OG0003357	MOUSE03986, MOUSE03984, MOUSE03985	ASTMX00318
OG0003359	MOUSE24590, MOUSE24589	ASTMX08948
OG0003360	MOUSE07907, MOUSE07906	ASTMX22262
OG0003360	MOUSE07904, MOUSE07903	ASTMX04549, ASTMX22698, ASTMX04548
OG0003361	MOUSE27474, MOUSE27475	ASTMX02459
OG0003361	MOUSE46164	ASTMX04442
OG0003362	MOUSE38875, MOUSE38874	ASTMX11242
