Orthogroup	MOUSE	AMPFI_ok
OG0003432	MOUSE18616	AMPFI_09970
OG0003433	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207	AMPFI_08027
OG0003435	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709	AMPFI_19921, AMPFI_14379
OG0003439	MOUSE13082, MOUSE52350, MOUSE52351, MOUSE52352	AMPFI_10791
OG0003440	MOUSE47527, MOUSE47524, MOUSE47525, MOUSE47526	AMPFI_06463
OG0003441	MOUSE11283	AMPFI_12076
OG0003442	MOUSE53489, MOUSE53488, MOUSE53490, MOUSE55179, MOUSE55178	AMPFI_07104
OG0003443	MOUSE00337, MOUSE07443	AMPFI_21912
OG0003444	MOUSE45924	AMPFI_06726
OG0003445	MOUSE25522, MOUSE25521	AMPFI_13140
OG0003447	MOUSE39104, MOUSE39107	AMPFI_18696
OG0003448	MOUSE43761, MOUSE43760	AMPFI_23029
OG0003449	MOUSE15177	AMPFI_19468
OG0003451	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027	AMPFI_03894
OG0003452	MOUSE46624, MOUSE46622, MOUSE46621	AMPFI_22152
OG0003453	MOUSE37347, MOUSE37348	AMPFI_10385
OG0003454	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873	AMPFI_07469
OG0003455	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462	AMPFI_09746
OG0003457	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864	AMPFI_19507, AMPFI_22980
OG0003458	MOUSE13623, MOUSE13621, MOUSE13619	AMPFI_25375
OG0003459	MOUSE18751, MOUSE07439	AMPFI_23502
OG0003460	MOUSE18659, MOUSE18653, MOUSE18649, MOUSE18656, MOUSE18657, MOUSE18654, MOUSE18651, MOUSE18650, MOUSE18652, MOUSE18655	AMPFI_09159
OG0003461	MOUSE17244, MOUSE17243	AMPFI_08837
OG0003462	MOUSE50373	AMPFI_05379
OG0003463	MOUSE24565, MOUSE24563	AMPFI_25834
OG0003465	MOUSE25414, MOUSE25415	AMPFI_12228
OG0003466	MOUSE21260	AMPFI_12980, AMPFI_11213
OG0003467	MOUSE13943	AMPFI_05595
OG0003468	MOUSE07045, MOUSE07044	AMPFI_07635
OG0003469	MOUSE50469, MOUSE50470, MOUSE50468	AMPFI_06767
OG0003471	MOUSE18810	AMPFI_24941
OG0003472	MOUSE55353, MOUSE55352, MOUSE55354	AMPFI_06841
OG0003473	MOUSE51179, MOUSE16143, MOUSE16144, MOUSE51178, MOUSE51177	AMPFI_07801
OG0003474	MOUSE13415, MOUSE13416, MOUSE34026, MOUSE34025, MOUSE34024, MOUSE34027, MOUSE34028	AMPFI_05008
OG0003475	MOUSE15813	AMPFI_21852, AMPFI_24738
OG0003476	MOUSE25016	AMPFI_08618
OG0003476	MOUSE25013, MOUSE25015, MOUSE25014	AMPFI_13173
OG0003476	MOUSE25017	AMPFI_21659
OG0003477	MOUSE21747	AMPFI_11760
OG0003478	MOUSE07743, MOUSE07745, MOUSE07744	AMPFI_13018
OG0003479	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905	AMPFI_08938
OG0003480	MOUSE18536, MOUSE18530, MOUSE18537, MOUSE18534, MOUSE18535, MOUSE18531, MOUSE18532, MOUSE18533	AMPFI_07447
OG0003481	MOUSE26365, MOUSE26364	AMPFI_14089
OG0003482	MOUSE02093, MOUSE02094, MOUSE45909	AMPFI_07972
OG0003483	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685	AMPFI_09299
OG0003484	MOUSE19757, MOUSE51960	AMPFI_18735
OG0003485	MOUSE02297, MOUSE02298	AMPFI_06950, AMPFI_18388, AMPFI_08775
OG0003486	MOUSE32199, MOUSE32197, MOUSE32198	AMPFI_16158
OG0003487	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692	AMPFI_23106
OG0003488	MOUSE21562, MOUSE21560, MOUSE21559, MOUSE21561, MOUSE21563	AMPFI_07299
OG0003489	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011	AMPFI_24006
OG0003490	MOUSE12490	AMPFI_14734, AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
OG0003491	MOUSE22818, MOUSE12558, MOUSE12559	AMPFI_11101
OG0003492	MOUSE40447, MOUSE20897, MOUSE20898	AMPFI_19481, AMPFI_18221, AMPFI_00099
OG0003493	MOUSE33120, MOUSE33121	AMPFI_16534
OG0003496	MOUSE50055, MOUSE50054	AMPFI_21723
OG0003497	MOUSE50976, MOUSE50975, MOUSE50974	AMPFI_04681
OG0003498	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294	AMPFI_14554
OG0003499	MOUSE43680, MOUSE43679	AMPFI_10057
OG0003500	MOUSE27416	AMPFI_12019
OG0003501	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538	AMPFI_09583
OG0003502	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149	AMPFI_22051
OG0003503	MOUSE06408, MOUSE06409	AMPFI_05344
OG0003504	MOUSE37889, MOUSE05933, MOUSE05932, MOUSE05931	AMPFI_15622, AMPFI_24432
OG0003505	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220	AMPFI_07475
OG0003506	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046	AMPFI_14856
OG0003507	MOUSE01525, MOUSE01524, MOUSE33553	AMPFI_14147
OG0003508	MOUSE53216	AMPFI_22615
OG0003509	MOUSE04147, MOUSE04148	AMPFI_07776
OG0003511	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313	AMPFI_01623
OG0003512	MOUSE37510, MOUSE37508, MOUSE37507, MOUSE37509	AMPFI_02821
OG0003513	MOUSE23286, MOUSE23284, MOUSE32687	AMPFI_21434
OG0003514	MOUSE52721, MOUSE52722, MOUSE39054, MOUSE39055	AMPFI_07562
OG0003515	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745	AMPFI_20138
OG0003516	MOUSE21436, MOUSE21437, MOUSE21434, MOUSE21435	AMPFI_25715
OG0003517	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215	AMPFI_03039
OG0003518	MOUSE19878, MOUSE19877	AMPFI_13631
OG0003519	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370	AMPFI_10068
OG0003520	MOUSE11355, MOUSE11358, MOUSE11356, MOUSE11357, MOUSE11354, MOUSE07033, MOUSE07034, MOUSE07035	AMPFI_05023
OG0003521	MOUSE45228, MOUSE45232, MOUSE45231, MOUSE45230, MOUSE45227	AMPFI_14287, AMPFI_02594, AMPFI_19196, AMPFI_16400
OG0003522	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170	AMPFI_15136
OG0003523	MOUSE15422, MOUSE15423	AMPFI_07760
OG0003524	MOUSE34476, MOUSE34477	AMPFI_02059, AMPFI_12429
OG0003525	MOUSE11868, MOUSE11869, MOUSE11867	AMPFI_14739, AMPFI_16786, AMPFI_23920, AMPFI_03033
OG0003526	MOUSE08673, MOUSE10988, MOUSE10987	AMPFI_06222
OG0003527	MOUSE45108, MOUSE45105	AMPFI_08564
OG0003527	MOUSE45106	AMPFI_09571
OG0003528	MOUSE12507	AMPFI_08029
OG0003529	MOUSE22567, MOUSE22566, MOUSE22564, MOUSE22561, MOUSE22565, MOUSE22562, MOUSE22563, MOUSE05554, MOUSE05555	AMPFI_16196
OG0003530	MOUSE22229, MOUSE22228, MOUSE22230, MOUSE22232, MOUSE22231	AMPFI_21595
OG0003531	MOUSE27520, MOUSE20441	AMPFI_10001
OG0003532	MOUSE21921	AMPFI_24750
OG0003533	MOUSE10863, MOUSE10865, MOUSE10864	AMPFI_18447
OG0003534	MOUSE03093, MOUSE03092, MOUSE07854, MOUSE07853	AMPFI_09003
OG0003535	MOUSE12781, MOUSE00942, MOUSE00948, MOUSE00943	AMPFI_24072
OG0003536	MOUSE28282, MOUSE28283, MOUSE06551, MOUSE06549, MOUSE06547, MOUSE06548, MOUSE06550	AMPFI_00410
OG0003537	MOUSE35903, MOUSE35905, MOUSE35906, MOUSE35902	AMPFI_09546, AMPFI_11095
OG0003538	MOUSE21443	AMPFI_21724, AMPFI_23397
OG0003539	MOUSE48000, MOUSE48003	AMPFI_00975
OG0003541	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871	AMPFI_21493, AMPFI_04066
OG0003542	MOUSE46220	AMPFI_06443
OG0003543	MOUSE32048, MOUSE32047	AMPFI_24581
OG0003544	MOUSE34150, MOUSE34151	AMPFI_19004
OG0003545	MOUSE05147	AMPFI_15023
OG0003545	MOUSE05148	AMPFI_13578
OG0003546	MOUSE32868, MOUSE23969, MOUSE23968	AMPFI_00349
OG0003547	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145	AMPFI_04834
OG0003548	MOUSE36205, MOUSE36206, MOUSE36204	AMPFI_24768
OG0003549	MOUSE00103, MOUSE00104, MOUSE00102, MOUSE54471, MOUSE54470, MOUSE54469	AMPFI_15331
OG0003550	MOUSE38958, MOUSE26420	AMPFI_18741
OG0003551	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666	AMPFI_07598
OG0003552	MOUSE30902, MOUSE30901, MOUSE30899	AMPFI_05955
OG0003553	MOUSE40557, MOUSE40555, MOUSE40558, MOUSE40556	AMPFI_21634
OG0003554	MOUSE20958, MOUSE20957, MOUSE20956	AMPFI_22132
OG0003555	MOUSE05997, MOUSE05993, MOUSE05996, MOUSE05994, MOUSE05992, MOUSE05991, MOUSE05998, MOUSE05999, MOUSE06000	AMPFI_10844, AMPFI_19471
OG0003556	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224	AMPFI_08098
OG0003557	MOUSE47782, MOUSE11069, MOUSE11070, MOUSE11068, MOUSE11072, MOUSE11073	AMPFI_05440
OG0003558	MOUSE51603	AMPFI_20154
OG0003560	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076	AMPFI_04633
OG0003561	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761	AMPFI_06137
OG0003562	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545	AMPFI_06538
OG0003563	MOUSE46114, MOUSE46115, MOUSE46111	AMPFI_05251
OG0003564	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522	AMPFI_08755
OG0003565	MOUSE47811, MOUSE47813, MOUSE47812	AMPFI_03548, AMPFI_00450, AMPFI_22462
OG0003566	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314	AMPFI_01090
OG0003567	MOUSE15053	AMPFI_14197
OG0003567	MOUSE15052, MOUSE15050	AMPFI_22713
OG0003568	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466	AMPFI_06943
OG0003570	MOUSE24263	AMPFI_06993
OG0003571	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279	AMPFI_12433
OG0003572	MOUSE43129, MOUSE24716, MOUSE24717, MOUSE07709	AMPFI_17304, AMPFI_00364
OG0003573	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294	AMPFI_10938
OG0003576	MOUSE55321, MOUSE19037, MOUSE19038, MOUSE19036, MOUSE28839, MOUSE49792	AMPFI_02605
OG0003577	MOUSE32680, MOUSE32679, MOUSE32681	AMPFI_19335
OG0003578	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793	AMPFI_08173
OG0003579	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637	AMPFI_22532
OG0003598	MOUSE26068, MOUSE26067	AMPFI_08091
OG0003601	MOUSE35209, MOUSE35208, MOUSE35210	AMPFI_22792
OG0003603	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010	AMPFI_14800
OG0003604	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459	AMPFI_14560
OG0003606	MOUSE34332, MOUSE34333	AMPFI_02736
OG0003608	MOUSE23913, MOUSE23911, MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910	AMPFI_20147
OG0003610	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717	AMPFI_08064
OG0003611	MOUSE03230, MOUSE03228, MOUSE03229	AMPFI_03674
OG0003612	MOUSE17712, MOUSE17715, MOUSE17714	AMPFI_22358, AMPFI_00951
OG0003613	MOUSE52720, MOUSE52719, MOUSE49624	AMPFI_14181
OG0003615	MOUSE18457, MOUSE13209, MOUSE13208	AMPFI_05633
OG0003616	MOUSE41038, MOUSE41039, MOUSE41037	AMPFI_05609
OG0003617	MOUSE15713	AMPFI_00387
OG0003618	MOUSE21564	AMPFI_07271
OG0003619	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314	AMPFI_10351
OG0003620	MOUSE35127, MOUSE35128	AMPFI_09860
OG0003622	MOUSE28010, MOUSE28008, MOUSE28009	AMPFI_11239, AMPFI_21860, AMPFI_12437
OG0003623	MOUSE41485	AMPFI_13962
OG0003625	MOUSE53422	AMPFI_19199, AMPFI_14897
OG0003627	MOUSE21801, MOUSE21800, MOUSE21802, MOUSE45258, MOUSE45262, MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257	AMPFI_04313
OG0003628	MOUSE51572, MOUSE51569, MOUSE10627, MOUSE51571, MOUSE51570, MOUSE51568	AMPFI_06318
OG0003629	MOUSE29983, MOUSE29984	AMPFI_13944
OG0003630	MOUSE46274	AMPFI_13915
OG0003631	MOUSE03619, MOUSE03618, MOUSE03620	AMPFI_23733
OG0003633	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036	AMPFI_02327, AMPFI_20276
OG0003634	MOUSE34995, MOUSE34996	AMPFI_00355, AMPFI_24717, AMPFI_01365
OG0003635	MOUSE55664	AMPFI_15181
OG0003638	MOUSE07871	AMPFI_07537
OG0003639	MOUSE04483, MOUSE04481	AMPFI_21939
OG0003640	MOUSE06258, MOUSE06259, MOUSE23351	AMPFI_16498
OG0003641	MOUSE19690, MOUSE28969, MOUSE28970	AMPFI_07323
OG0003642	MOUSE51394	AMPFI_06630
OG0003643	MOUSE23455, MOUSE23454	AMPFI_12454
OG0003644	MOUSE25659, MOUSE25655, MOUSE25658	AMPFI_06306
OG0003645	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755	AMPFI_16881
OG0003646	MOUSE51957	AMPFI_06564
OG0003647	MOUSE10325, MOUSE10328, MOUSE10330	AMPFI_00053
OG0003648	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778	AMPFI_01550
OG0003650	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147	AMPFI_12108
OG0003651	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013	AMPFI_09243
OG0003652	MOUSE51309, MOUSE00670	AMPFI_10927
OG0003653	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492	AMPFI_11406
OG0003654	MOUSE29385, MOUSE29384	AMPFI_17684
OG0003655	MOUSE00092, MOUSE00091, MOUSE38828	AMPFI_08590
OG0003656	MOUSE52004, MOUSE52005, MOUSE30702	AMPFI_15780
OG0003658	MOUSE39824	AMPFI_13106
OG0003659	MOUSE05800, MOUSE05799, MOUSE05801	AMPFI_02966
OG0003660	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146	AMPFI_24383, AMPFI_21513, AMPFI_24288, AMPFI_15577
OG0003662	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407	AMPFI_13941
OG0003663	MOUSE03415, MOUSE00823, MOUSE03414	AMPFI_22056
OG0003664	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910	AMPFI_25223
OG0003665	MOUSE07285	AMPFI_01410
OG0003666	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758	AMPFI_10136
OG0003668	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217	AMPFI_07166
OG0003669	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718	AMPFI_11157
OG0003671	MOUSE21089, MOUSE03153	AMPFI_00179
OG0003672	MOUSE03769, MOUSE03770	AMPFI_09980
OG0003673	MOUSE16463, MOUSE16464	AMPFI_11970, AMPFI_02480
OG0003674	MOUSE03963, MOUSE03964	AMPFI_05762
OG0003675	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283	AMPFI_08157
OG0003676	MOUSE25609, MOUSE53232, MOUSE53233	AMPFI_18881
OG0003677	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328	AMPFI_07661
OG0003678	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400	AMPFI_07460
OG0003679	MOUSE15732, MOUSE25049, MOUSE25050	AMPFI_07845
OG0003680	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062	AMPFI_09842
OG0003681	MOUSE14464, MOUSE27092, MOUSE27091	AMPFI_19503
OG0003682	MOUSE24620, MOUSE24619	AMPFI_07578
OG0003683	MOUSE37323, MOUSE37321, MOUSE20043, MOUSE20045, MOUSE20047, MOUSE20048, MOUSE20046	AMPFI_02901
OG0003684	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197	AMPFI_00490, AMPFI_16180
OG0003684	MOUSE23199	AMPFI_25038
OG0003685	MOUSE51976, MOUSE51974, MOUSE51975	AMPFI_12477
OG0003686	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099	AMPFI_07985
OG0003687	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109	AMPFI_00830
OG0003688	MOUSE34520, MOUSE34521, MOUSE34522	AMPFI_03029
OG0003689	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457	AMPFI_14009
OG0003690	MOUSE07036, MOUSE07037, MOUSE07038	AMPFI_05747
OG0003691	MOUSE48085, MOUSE48086, MOUSE48087	AMPFI_11092, AMPFI_06458
OG0003692	MOUSE02817, MOUSE02816, MOUSE02818	AMPFI_03589
OG0003693	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265	AMPFI_02553
OG0003694	MOUSE30782	AMPFI_08303
OG0003695	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814	AMPFI_15699
OG0003696	MOUSE35449, MOUSE35450	AMPFI_04491, AMPFI_03543, AMPFI_02677
OG0003697	MOUSE06524	AMPFI_11115
OG0003698	MOUSE21124, MOUSE12762	AMPFI_19011
OG0003699	MOUSE25218	AMPFI_09512
OG0003700	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262	AMPFI_09947
OG0003701	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703	AMPFI_21477, AMPFI_00012, AMPFI_24465
OG0003702	MOUSE28176, MOUSE28174, MOUSE28173, MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237, MOUSE28175	AMPFI_15283
OG0003703	MOUSE20574, MOUSE27650	AMPFI_10771
OG0003704	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409	AMPFI_14195
OG0003704	MOUSE33410	AMPFI_16035
OG0003705	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237	AMPFI_23254
OG0003706	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751	AMPFI_05005
OG0003707	MOUSE09616, MOUSE44752, MOUSE44751	AMPFI_07583
OG0003709	MOUSE43765, MOUSE43763, MOUSE43764	AMPFI_06172
OG0003710	MOUSE55264, MOUSE31690	AMPFI_12106, AMPFI_01123
OG0003711	MOUSE51934	AMPFI_07533
OG0003711	MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929	AMPFI_12979
OG0003712	MOUSE14240, MOUSE14239, MOUSE15046	AMPFI_04984
OG0003713	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767	AMPFI_04283
OG0003714	MOUSE34993, MOUSE34994	AMPFI_25572
OG0003716	MOUSE15604, MOUSE15602	AMPFI_04436, AMPFI_02826
OG0003717	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978	AMPFI_00073
OG0003718	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251	AMPFI_18529
OG0003719	MOUSE30866	AMPFI_04202
OG0003719	MOUSE30867	AMPFI_25426
OG0003720	MOUSE23793, MOUSE23792, MOUSE23794, MOUSE17553	AMPFI_22323
OG0003721	MOUSE20246, MOUSE20247	AMPFI_08300
OG0003722	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681	AMPFI_16876
OG0003724	MOUSE34773	AMPFI_09411
OG0003725	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709	AMPFI_06286
OG0003727	MOUSE43082	AMPFI_09286
OG0003727	MOUSE43077, MOUSE43079, MOUSE43078, MOUSE43080, MOUSE43076	AMPFI_11496
OG0003728	MOUSE31942, MOUSE31943, MOUSE31941	AMPFI_22309
OG0003729	MOUSE26210, MOUSE26211	AMPFI_24000
OG0003730	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786	AMPFI_06364
OG0003731	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320	AMPFI_22155
OG0003733	MOUSE33101, MOUSE33100	AMPFI_08970
OG0003734	MOUSE25448, MOUSE18509, MOUSE28344	AMPFI_18672
OG0003735	MOUSE51303	AMPFI_19574
OG0003736	MOUSE49071	AMPFI_04878
OG0003738	MOUSE04750, MOUSE04749	AMPFI_15996
OG0003739	MOUSE23353	AMPFI_04457
OG0003740	MOUSE45976, MOUSE45977, MOUSE45975	AMPFI_12630
OG0003742	MOUSE06945, MOUSE06947, MOUSE02363	AMPFI_17579, AMPFI_21157
OG0003744	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535	AMPFI_11890
OG0003745	MOUSE15322, MOUSE15325, MOUSE15323	AMPFI_06392
OG0003748	MOUSE01948, MOUSE01947, MOUSE01949, MOUSE01946, MOUSE01950	AMPFI_12821, AMPFI_25550
OG0003749	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050	AMPFI_09561
OG0003750	MOUSE28487	AMPFI_19492
OG0003751	MOUSE23837	AMPFI_03897, AMPFI_10264
OG0003752	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226	AMPFI_09468
OG0003754	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213	AMPFI_09209
OG0003755	MOUSE04959	AMPFI_19354
OG0003756	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326	AMPFI_17707
OG0003757	MOUSE42645, MOUSE42643, MOUSE42644	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063
OG0003758	MOUSE05241, MOUSE05240, MOUSE14904	AMPFI_19318
OG0003759	MOUSE04234, MOUSE17579, MOUSE17581	AMPFI_06066
OG0003760	MOUSE18949, MOUSE18947, MOUSE18948, MOUSE06740, MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737	AMPFI_08456
OG0003761	MOUSE51337, MOUSE32241	AMPFI_18129
OG0003762	MOUSE06209, MOUSE15008	AMPFI_16490
OG0003763	MOUSE00212, MOUSE00213	AMPFI_20405, AMPFI_19416, AMPFI_23055
OG0003764	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478	AMPFI_00088
OG0003765	MOUSE54396, MOUSE54390, MOUSE54394, MOUSE54389, MOUSE54386, MOUSE54393, MOUSE54395, MOUSE54387, MOUSE54391, MOUSE54388, MOUSE24921	AMPFI_01150
OG0003765	MOUSE54392	AMPFI_22446
OG0003766	MOUSE28721, MOUSE28722	AMPFI_01207
OG0003767	MOUSE13389	AMPFI_01797
OG0003768	MOUSE01938, MOUSE01939, MOUSE01940	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639
OG0003769	MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408	AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825
OG0003771	MOUSE06180, MOUSE06179, MOUSE14269	AMPFI_07160
OG0003772	MOUSE49741, MOUSE49740, MOUSE49744, MOUSE49743, MOUSE49746	AMPFI_07478
OG0003773	MOUSE17006, MOUSE17005, MOUSE17004, MOUSE05143	AMPFI_10699
OG0003775	MOUSE36961, MOUSE36959, MOUSE36962, MOUSE36960	AMPFI_13847
OG0003776	MOUSE16172, MOUSE16173	AMPFI_18606
OG0003777	MOUSE22964, MOUSE05638, MOUSE06985	AMPFI_20144
OG0003778	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258	AMPFI_24942
OG0003794	MOUSE28886, MOUSE28885, MOUSE28884, MOUSE28883, MOUSE19914, MOUSE43750	AMPFI_16922
OG0003795	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565	AMPFI_09136
OG0003798	MOUSE26587, MOUSE26588, MOUSE14915	AMPFI_02948
OG0003803	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800	AMPFI_12565
OG0003806	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978	AMPFI_05818
OG0003807	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985	AMPFI_03351
OG0003808	MOUSE34022, MOUSE34021	AMPFI_14079
OG0003809	MOUSE31684, MOUSE31683, MOUSE31685, MOUSE31687	AMPFI_02614, AMPFI_04031
OG0003810	MOUSE13033, MOUSE13032, MOUSE13030, MOUSE13031, MOUSE09581, MOUSE09579	AMPFI_19950
OG0003810	MOUSE09580, MOUSE09578	AMPFI_15636
OG0003811	MOUSE36524, MOUSE36525	AMPFI_10478
OG0003812	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619	AMPFI_10138
OG0003813	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965	AMPFI_07875
OG0003815	MOUSE00445, MOUSE42748, MOUSE42747	AMPFI_12793
OG0003818	MOUSE47757	AMPFI_17759
OG0003820	MOUSE33033, MOUSE33034, MOUSE33032	AMPFI_17489
OG0003821	MOUSE31151, MOUSE52622, MOUSE52623	AMPFI_03105
OG0003823	MOUSE06728, MOUSE06726	AMPFI_06889
OG0003824	MOUSE47802	AMPFI_06085
