Orthogroup	MOUSE	APOSC_ok
OG0003133	MOUSE49541	APOSC_26130, APOSC_05574, APOSC_05575, APOSC_05576
OG0003135	MOUSE42794	APOSC_10627
OG0003135	MOUSE42796, MOUSE42793, MOUSE42795	APOSC_19629
OG0003136	MOUSE43360, MOUSE43359, MOUSE43361, MOUSE43363, MOUSE43362, MOUSE27394, MOUSE18666	APOSC_03102
OG0003137	MOUSE43728, MOUSE43729, MOUSE43727, MOUSE43726, MOUSE43725, MOUSE43730	APOSC_20540
OG0003138	MOUSE23148, MOUSE23147	APOSC_19584
OG0003138	MOUSE23149, MOUSE23146	APOSC_11696, APOSC_20418
OG0003142	MOUSE10135, MOUSE10134, MOUSE30841, MOUSE30840	APOSC_07232
OG0003144	MOUSE16285, MOUSE16284	APOSC_16927, APOSC_16926
OG0003145	MOUSE37117, MOUSE37116	APOSC_10319, APOSC_20874
OG0003146	MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720	APOSC_07075
OG0003147	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234	APOSC_18397
OG0003148	MOUSE18668, MOUSE18669, MOUSE50666, MOUSE50662, MOUSE50667	APOSC_21523
OG0003149	MOUSE30335, MOUSE30336	APOSC_14351, APOSC_15734
OG0003150	MOUSE54076, MOUSE54075, MOUSE54077, MOUSE12618	APOSC_07694
OG0003152	MOUSE03960, MOUSE03793, MOUSE03794	APOSC_22513
OG0003153	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948	APOSC_26183
OG0003154	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366	APOSC_06994
OG0003156	MOUSE16321, MOUSE16322, MOUSE16318, MOUSE16320, MOUSE16317, MOUSE16316, MOUSE16319	APOSC_18642, APOSC_18644
OG0003157	MOUSE45059, MOUSE45058, MOUSE45057	APOSC_12815
OG0003158	MOUSE22347, MOUSE22346, MOUSE18939	APOSC_00782
OG0003159	MOUSE48356, MOUSE48357, MOUSE41160, MOUSE41159	APOSC_07797
OG0003160	MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077	APOSC_27572
OG0003161	MOUSE07415, MOUSE07416, MOUSE07414	APOSC_28138
OG0003162	MOUSE07361, MOUSE07360, MOUSE22667	APOSC_02911, APOSC_02912
OG0003163	MOUSE51326, MOUSE18466	APOSC_03590
OG0003164	MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048	APOSC_27781
OG0003165	MOUSE00202, MOUSE00201, MOUSE00203, MOUSE00200, MOUSE00204, MOUSE34087, MOUSE34085, MOUSE34086, MOUSE34084	APOSC_27104
OG0003166	MOUSE13105	APOSC_03403
OG0003167	MOUSE46318, MOUSE04968	APOSC_14053
OG0003169	MOUSE22114, MOUSE22115	APOSC_20189
OG0003171	MOUSE24077, MOUSE24078	APOSC_25907
OG0003172	MOUSE30909, MOUSE30908	APOSC_05273
OG0003173	MOUSE20012, MOUSE20013, MOUSE20011, MOUSE37897, MOUSE03292, MOUSE37896	APOSC_18974
OG0003174	MOUSE19261, MOUSE19260, MOUSE19259	APOSC_05372
OG0003175	MOUSE10979, MOUSE10977, MOUSE26568, MOUSE10978, MOUSE10974, MOUSE10975	APOSC_19430
OG0003176	MOUSE49578, MOUSE49579	APOSC_04154
OG0003179	MOUSE36753, MOUSE36752	APOSC_10676
OG0003180	MOUSE37502, MOUSE16836, MOUSE37501, MOUSE37503, MOUSE37500, MOUSE37504	APOSC_00703
OG0003181	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771	APOSC_25121
OG0003182	MOUSE12237	APOSC_25417
OG0003183	MOUSE14736, MOUSE53126, MOUSE53125, MOUSE23268	APOSC_12138
OG0003184	MOUSE03418, MOUSE03417, MOUSE03416, MOUSE31545, MOUSE31544, MOUSE31546	APOSC_10064
OG0003185	MOUSE45835, MOUSE45834, MOUSE42070	APOSC_17234
OG0003187	MOUSE48664, MOUSE48665	APOSC_28348, APOSC_06145, APOSC_06146
OG0003188	MOUSE51365, MOUSE10624, MOUSE10623, MOUSE51364, MOUSE51366	APOSC_27313
OG0003189	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392	APOSC_13962
OG0003190	MOUSE48311, MOUSE48312, MOUSE48310	APOSC_09818
OG0003191	MOUSE02537	APOSC_21528, APOSC_28691
OG0003191	MOUSE01986	APOSC_28692
OG0003192	MOUSE22239, MOUSE22238	APOSC_15341
OG0003193	MOUSE12911	APOSC_05846
OG0003195	MOUSE05956, MOUSE05955, MOUSE05950, MOUSE05953, MOUSE05951, MOUSE05954, MOUSE05959, MOUSE05957, MOUSE05960, MOUSE05958, MOUSE05952	APOSC_19126
OG0003196	MOUSE15027, MOUSE15028	APOSC_00552
OG0003197	MOUSE19127, MOUSE19123, MOUSE19124	APOSC_23003, APOSC_23004
OG0003197	MOUSE19126	APOSC_07667
OG0003199	MOUSE54398, MOUSE36250, MOUSE54397	APOSC_20188
OG0003200	MOUSE47670, MOUSE47667, MOUSE47669, MOUSE47668, MOUSE47666	APOSC_27847
OG0003201	MOUSE08959, MOUSE08958	APOSC_14043
OG0003202	MOUSE19952, MOUSE19951, MOUSE19950, MOUSE36940, MOUSE36943, MOUSE36941	APOSC_27051
OG0003203	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339	APOSC_00928, APOSC_00929
OG0003204	MOUSE05076, MOUSE05072, MOUSE05073, MOUSE05075, MOUSE05074, MOUSE05071	APOSC_03083
OG0003205	MOUSE01356, MOUSE10612, MOUSE10611, MOUSE10610	APOSC_24249
OG0003206	MOUSE16900, MOUSE16898, MOUSE16899	APOSC_00694, APOSC_00693
OG0003207	MOUSE52887, MOUSE52886, MOUSE35418	APOSC_24531, APOSC_20290
OG0003210	MOUSE25753, MOUSE25752, MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185	APOSC_17493
OG0003211	MOUSE14387, MOUSE14388, MOUSE14386	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197
OG0003212	MOUSE17337, MOUSE14391	APOSC_29099
OG0003213	MOUSE01644, MOUSE01645	APOSC_19508
OG0003214	MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193	APOSC_18366
OG0003215	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683	APOSC_16838, APOSC_16839
OG0003216	MOUSE06513	APOSC_28257
OG0003217	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661	APOSC_13005
OG0003218	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409	APOSC_15489
OG0003220	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808, MOUSE55318	APOSC_10137
OG0003221	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837	APOSC_10483, APOSC_21165
OG0003222	MOUSE12347, MOUSE49498, MOUSE29276, MOUSE29277	APOSC_28884
OG0003223	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765	APOSC_03309
OG0003224	MOUSE22082, MOUSE22083, MOUSE22084, MOUSE02436, MOUSE02435, MOUSE02438, MOUSE02437	APOSC_27710
OG0003225	MOUSE50984	APOSC_07724, APOSC_01072, APOSC_05344
OG0003226	MOUSE17330, MOUSE17331, MOUSE17329, MOUSE26969, MOUSE26971, MOUSE26972	APOSC_20312
OG0003227	MOUSE44731, MOUSE44729	APOSC_14106
OG0003228	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183	APOSC_12201
OG0003229	MOUSE21035, MOUSE21034, MOUSE21033, MOUSE37711, MOUSE37710	APOSC_02006
OG0003230	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721	APOSC_16300
OG0003232	MOUSE18238, MOUSE20443	APOSC_03623
OG0003234	MOUSE19369	APOSC_16222
OG0003235	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354	APOSC_02018, APOSC_02019
OG0003238	MOUSE27678	APOSC_06592
OG0003240	MOUSE27675, MOUSE27674	APOSC_12525
OG0003240	MOUSE02424, MOUSE39000, MOUSE38999	APOSC_19551
OG0003250	MOUSE02868, MOUSE02866, MOUSE02867, MOUSE02869, MOUSE02870, MOUSE28266, MOUSE28267	APOSC_14477, APOSC_14476, APOSC_03219
OG0003251	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985	APOSC_01087, APOSC_20351
OG0003252	MOUSE07423, MOUSE07422	APOSC_18332
OG0003253	MOUSE32290, MOUSE32292, MOUSE32291, MOUSE51442, MOUSE51443	APOSC_26695
OG0003254	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400	APOSC_25008
OG0003255	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606	APOSC_13275, APOSC_13276
OG0003258	MOUSE22847, MOUSE22842, MOUSE22845, MOUSE22846, MOUSE22844, MOUSE22843, MOUSE22841	APOSC_25989
OG0003259	MOUSE40307	APOSC_04665, APOSC_25225, APOSC_25224, APOSC_04666
OG0003260	MOUSE21863, MOUSE21862, MOUSE09414, MOUSE09413	APOSC_01568, APOSC_01569
OG0003261	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731, MOUSE22736	APOSC_23715
OG0003262	MOUSE04995, MOUSE04994, MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751	APOSC_01608
OG0003263	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065
OG0003264	MOUSE09214, MOUSE21677, MOUSE21676	APOSC_10052
OG0003265	MOUSE11282, MOUSE11280, MOUSE11281, MOUSE24983, MOUSE24982, MOUSE24981	APOSC_12648
OG0003266	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188	APOSC_02901
OG0003267	MOUSE20876	APOSC_15562
OG0003268	MOUSE13509, MOUSE13508	APOSC_18926
OG0003269	MOUSE46096, MOUSE46097	APOSC_01010
OG0003270	MOUSE14493	APOSC_23736
OG0003272	MOUSE48741, MOUSE48740	APOSC_11506
OG0003273	MOUSE20128	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864
OG0003273	MOUSE28052	APOSC_00882
OG0003275	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576	APOSC_26815
OG0003276	MOUSE20116, MOUSE18116	APOSC_08702, APOSC_01002, APOSC_13257
OG0003277	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058	APOSC_19318
OG0003278	MOUSE24735	APOSC_03019, APOSC_03018
OG0003279	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398	APOSC_03598
OG0003280	MOUSE43478, MOUSE43479, MOUSE43480	APOSC_08149
OG0003282	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169, MOUSE19164, MOUSE19165	APOSC_22425, APOSC_22426
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	APOSC_05350
OG0003286	MOUSE38677, MOUSE38679	APOSC_28119
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632	APOSC_11817, APOSC_11816
OG0003288	MOUSE37027, MOUSE53951	APOSC_08027, APOSC_08028
OG0003289	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949	APOSC_25294
OG0003290	MOUSE31906, MOUSE31907, MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913	APOSC_22357
OG0003291	MOUSE04595, MOUSE04594	APOSC_19509
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485	APOSC_18462
OG0003294	MOUSE36549, MOUSE36546, MOUSE36548, MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544	APOSC_08073, APOSC_03218
OG0003295	MOUSE00934, MOUSE00935, MOUSE00933	APOSC_13157
OG0003296	MOUSE15223, MOUSE15224	APOSC_20409
OG0003296	MOUSE26658, MOUSE26659	APOSC_13951
OG0003297	MOUSE05112, MOUSE05115, MOUSE05114	APOSC_19537
OG0003298	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036	APOSC_05046, APOSC_05047
OG0003301	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851	APOSC_20684
OG0003303	MOUSE24464	APOSC_18665
OG0003303	MOUSE24466	APOSC_00585
OG0003304	MOUSE35278, MOUSE35277, MOUSE35276, MOUSE35275	APOSC_15762
OG0003306	MOUSE41077, MOUSE41074, MOUSE41075	APOSC_13804
OG0003307	MOUSE37015, MOUSE03591, MOUSE03590, MOUSE03589, MOUSE03588, MOUSE37016	APOSC_25176
OG0003311	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518	APOSC_08614
OG0003313	MOUSE12333	APOSC_18791, APOSC_21760, APOSC_13903, APOSC_21153
OG0003314	MOUSE21944, MOUSE36526, MOUSE36527, MOUSE21943	APOSC_23701
OG0003315	MOUSE13402	APOSC_28652
OG0003316	MOUSE19112, MOUSE19113	APOSC_24704
OG0003317	MOUSE06372, MOUSE06369	APOSC_27860
OG0003317	MOUSE06371	APOSC_27859
OG0003318	MOUSE14363, MOUSE55163	APOSC_06088
OG0003319	MOUSE29268, MOUSE29270, MOUSE29269, MOUSE29271, MOUSE21530, MOUSE21529	APOSC_26103
OG0003320	MOUSE12779	APOSC_18916
OG0003324	MOUSE51491, MOUSE51490, MOUSE51493, MOUSE51489, MOUSE51492	APOSC_15048, APOSC_06758
OG0003325	MOUSE11163	APOSC_20628
OG0003326	MOUSE46747, MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746, MOUSE36970, MOUSE36968, MOUSE36969	APOSC_05346
OG0003327	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640	APOSC_25953
OG0003328	MOUSE12441	APOSC_07445
OG0003329	MOUSE10324, MOUSE10323	APOSC_17606
OG0003330	MOUSE51368, MOUSE51369, MOUSE51367	APOSC_12519, APOSC_12520
OG0003331	MOUSE04924, MOUSE04921, MOUSE04922	APOSC_14662
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180	APOSC_06501
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	APOSC_22973, APOSC_26808, APOSC_25100
OG0003336	MOUSE24199, MOUSE25894, MOUSE25893	APOSC_12100
OG0003337	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109	APOSC_17322
OG0003340	MOUSE34383	APOSC_00595
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	APOSC_08089
OG0003342	MOUSE30329, MOUSE30331, MOUSE30334, MOUSE30333, MOUSE30330, MOUSE30332, MOUSE44562, MOUSE44561, MOUSE44560, MOUSE20742	APOSC_29102, APOSC_29101
OG0003343	MOUSE04680	APOSC_10154
OG0003344	MOUSE06845, MOUSE06846	APOSC_02014, APOSC_02015
OG0003345	MOUSE05995	APOSC_05069, APOSC_10463
OG0003347	MOUSE26452, MOUSE26454, MOUSE26453	APOSC_20227
OG0003348	MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187	APOSC_25980
OG0003349	MOUSE31587, MOUSE31588, MOUSE00810	APOSC_12458
OG0003351	MOUSE06923	APOSC_10926
OG0003351	MOUSE15844	APOSC_13359
OG0003352	MOUSE22187, MOUSE22190, MOUSE22188, MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950	APOSC_05072
OG0003353	MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279	APOSC_04886, APOSC_04887
OG0003354	MOUSE05407	APOSC_02148
OG0003355	MOUSE11469, MOUSE36993, MOUSE11468	APOSC_23132
OG0003356	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880	APOSC_06969
OG0003357	MOUSE03986	APOSC_19085, APOSC_00799, APOSC_00798
OG0003358	MOUSE40734, MOUSE40733	APOSC_16536
OG0003359	MOUSE24590, MOUSE24589	APOSC_26597, APOSC_26598
OG0003360	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903	APOSC_10952, APOSC_10953
OG0003361	MOUSE27474, MOUSE27475, MOUSE46164	APOSC_00516, APOSC_06798
OG0003363	MOUSE22155, MOUSE22154, MOUSE22152, MOUSE22153, MOUSE22151	APOSC_23809
OG0003364	MOUSE02179, MOUSE43998, MOUSE43999	APOSC_20943, APOSC_20944
OG0003365	MOUSE35390, MOUSE35391, MOUSE31045, MOUSE31044, MOUSE31047, MOUSE31046, MOUSE31042, MOUSE31043	APOSC_14128
OG0003366	MOUSE18707, MOUSE18706	APOSC_22846
OG0003367	MOUSE41943	APOSC_08856
OG0003368	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181	APOSC_23104
OG0003369	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923	APOSC_17312
OG0003370	MOUSE09868	APOSC_27440
OG0003371	MOUSE49355, MOUSE49356, MOUSE49358, MOUSE49357	APOSC_19267
OG0003372	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292	APOSC_25151
OG0003373	MOUSE41533	APOSC_10165, APOSC_15730
OG0003374	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758	APOSC_04421
OG0003375	MOUSE19488	APOSC_12301, APOSC_12302
OG0003376	MOUSE35876	APOSC_26385
OG0003377	MOUSE27183	APOSC_06534
OG0003378	MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965	APOSC_14216
OG0003379	MOUSE13738, MOUSE13737, MOUSE13736, MOUSE13739	APOSC_15500
OG0003380	MOUSE15298, MOUSE15297	APOSC_06475
OG0003381	MOUSE42057, MOUSE42059, MOUSE45841	APOSC_25031
OG0003382	MOUSE02747, MOUSE30743, MOUSE30744	APOSC_14019
OG0003383	MOUSE05798, MOUSE05796, MOUSE05797	APOSC_25016
OG0003384	MOUSE21104, MOUSE47803	APOSC_09692
OG0003385	MOUSE14742	APOSC_14005, APOSC_28819
OG0003386	MOUSE41395	APOSC_08475
OG0003386	MOUSE41396, MOUSE41394	APOSC_04892
OG0003387	MOUSE06531, MOUSE06530	APOSC_15335
OG0003388	MOUSE20874	APOSC_18890
OG0003391	MOUSE08210, MOUSE08211, MOUSE08213, MOUSE08214, MOUSE08212	APOSC_07433
OG0003392	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036
OG0003393	MOUSE27211, MOUSE27212, MOUSE27210, MOUSE27209	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177
OG0003394	MOUSE15699	APOSC_04303
OG0003396	MOUSE41750, MOUSE19964	APOSC_01679
OG0003419	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282	APOSC_24829
OG0003420	MOUSE30898	APOSC_19215
OG0003421	MOUSE48228, MOUSE48226, MOUSE48227	APOSC_20464
OG0003422	MOUSE01858, MOUSE01856, MOUSE01855	APOSC_08655, APOSC_12687
OG0003424	MOUSE46224, MOUSE46223	APOSC_23765
OG0003425	MOUSE19442	APOSC_20861
OG0003426	MOUSE20301, MOUSE20300	APOSC_14543, APOSC_14542
OG0003428	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723	APOSC_11400
OG0003429	MOUSE17278	APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273
OG0003430	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838	APOSC_02277
OG0003431	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917	APOSC_05302
OG0003432	MOUSE18616	APOSC_28050
OG0003433	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207	APOSC_10843
OG0003434	MOUSE53227	APOSC_08572
OG0003435	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709	APOSC_16233
OG0003437	MOUSE03746, MOUSE48698	APOSC_08994, APOSC_23604
OG0003441	MOUSE11283	APOSC_05349
OG0003443	MOUSE00337, MOUSE07443	APOSC_21858
OG0003444	MOUSE45924	APOSC_27190, APOSC_27191
OG0003445	MOUSE25522, MOUSE25521	APOSC_06753
OG0003447	MOUSE39104, MOUSE39107	APOSC_14224
OG0003448	MOUSE43761, MOUSE43760	APOSC_12959, APOSC_12960
OG0003449	MOUSE15177	APOSC_17548
OG0003450	MOUSE03860, MOUSE03859, MOUSE03861	APOSC_01467
OG0003451	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027	APOSC_14787
OG0003452	MOUSE46624, MOUSE46622, MOUSE46621	APOSC_23506
OG0003453	MOUSE37347, MOUSE37348	APOSC_24552, APOSC_24553
OG0003454	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873	APOSC_03485
OG0003455	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462	APOSC_04973
OG0003456	MOUSE05067, MOUSE05068, MOUSE38598	APOSC_10391
OG0003457	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864	APOSC_25499
OG0003458	MOUSE13623, MOUSE13621, MOUSE13619	APOSC_17177
OG0003459	MOUSE18751, MOUSE07439	APOSC_19131
OG0003460	MOUSE18659, MOUSE18653, MOUSE18649, MOUSE18656, MOUSE18657, MOUSE18654, MOUSE18651, MOUSE18650, MOUSE18652, MOUSE18655	APOSC_09556
OG0003461	MOUSE17244, MOUSE17243	APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582
OG0003462	MOUSE50373	APOSC_12605
OG0003463	MOUSE24565, MOUSE24563	APOSC_13277
OG0003464	MOUSE38664, MOUSE38666	APOSC_02590
OG0003465	MOUSE25414, MOUSE25415	APOSC_17657
OG0003466	MOUSE21260	APOSC_05316, APOSC_03599
OG0003467	MOUSE13943	APOSC_08484, APOSC_08485
OG0003469	MOUSE50469, MOUSE50470, MOUSE50468	APOSC_07978, APOSC_07979
OG0003470	MOUSE19772, MOUSE19770, MOUSE19769, MOUSE19771	APOSC_06657
OG0003471	MOUSE18810	APOSC_19480, APOSC_19479
OG0003472	MOUSE55353, MOUSE55352, MOUSE55354	APOSC_28983
OG0003473	MOUSE51179, MOUSE16143, MOUSE16144, MOUSE51178, MOUSE51177	APOSC_09713
OG0003474	MOUSE13415, MOUSE13416, MOUSE34026, MOUSE34025, MOUSE34024, MOUSE34027, MOUSE34028	APOSC_21466
OG0003475	MOUSE15813	APOSC_12044
OG0003476	MOUSE25013, MOUSE25015, MOUSE25014	APOSC_18426, APOSC_18425
OG0003477	MOUSE21747	APOSC_28136, APOSC_28137
OG0003478	MOUSE07743, MOUSE07745, MOUSE07744	APOSC_06956
OG0003479	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905	APOSC_11579
OG0003480	MOUSE18536, MOUSE18530, MOUSE18537, MOUSE18534, MOUSE18535, MOUSE18531, MOUSE18532, MOUSE18533	APOSC_22791, APOSC_22792
OG0003481	MOUSE26365, MOUSE26364	APOSC_05224
OG0003482	MOUSE02093, MOUSE02094, MOUSE45909	APOSC_05017
OG0003483	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685	APOSC_24644
OG0003485	MOUSE02297, MOUSE02298	APOSC_29059
OG0003486	MOUSE32199, MOUSE32197, MOUSE32198	APOSC_15150
OG0003487	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692	APOSC_24508
OG0003488	MOUSE21562, MOUSE21560, MOUSE21559, MOUSE21561, MOUSE21563	APOSC_07632
OG0003489	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011	APOSC_01163
OG0003490	MOUSE12490	APOSC_17078
OG0003491	MOUSE22818, MOUSE12558, MOUSE12559	APOSC_27592
OG0003492	MOUSE40447, MOUSE20897, MOUSE20898	APOSC_12490
OG0003495	MOUSE28273, MOUSE31994	APOSC_13435
OG0003496	MOUSE50055, MOUSE50054	APOSC_16107
OG0003497	MOUSE50976, MOUSE50975, MOUSE50974	APOSC_06959
OG0003498	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294	APOSC_07920
OG0003499	MOUSE43680, MOUSE43679	APOSC_23653
OG0003500	MOUSE27796	APOSC_22294, APOSC_22295
OG0003501	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538	APOSC_23234
OG0003502	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149	APOSC_18703
OG0003503	MOUSE06408, MOUSE06409	APOSC_02298
OG0003504	MOUSE37889, MOUSE05933, MOUSE05932, MOUSE05931	APOSC_12706
OG0003505	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220	APOSC_27791
OG0003506	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046	APOSC_20588, APOSC_20589
OG0003507	MOUSE01525, MOUSE01524, MOUSE33553	APOSC_14632
OG0003508	MOUSE53216	APOSC_16687
OG0003509	MOUSE04147, MOUSE04148	APOSC_01600
OG0003511	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313	APOSC_17361
OG0003512	MOUSE37510, MOUSE37508, MOUSE37507, MOUSE37509	APOSC_18044
OG0003513	MOUSE23286, MOUSE23284, MOUSE32687	APOSC_23790
OG0003514	MOUSE52721, MOUSE52722, MOUSE39054, MOUSE39055	APOSC_25842
OG0003515	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745	APOSC_28363
OG0003516	MOUSE21436, MOUSE21437, MOUSE21434, MOUSE21435	APOSC_07258
OG0003517	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215	APOSC_08762
OG0003518	MOUSE19878, MOUSE19877	APOSC_13189
OG0003519	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370	APOSC_26019, APOSC_26017, APOSC_26018
OG0003520	MOUSE11355, MOUSE11358, MOUSE11356, MOUSE11357, MOUSE11354, MOUSE07033, MOUSE07034, MOUSE07035	APOSC_27298, APOSC_09597
OG0003521	MOUSE45228, MOUSE45232, MOUSE45231, MOUSE45230, MOUSE45227	APOSC_19758
OG0003522	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170	APOSC_15737
OG0003523	MOUSE15422, MOUSE15423	APOSC_24946, APOSC_24945
OG0003524	MOUSE34476, MOUSE34477	APOSC_25697
