Orthogroup	MOUSE	LYTVA_ok
OG0003235	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354	LYTVA_21510
OG0003250	MOUSE02868, MOUSE02866, MOUSE02867, MOUSE02869, MOUSE02870, MOUSE28266, MOUSE28267	LYTVA_08992
OG0003251	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985	LYTVA_05050
OG0003252	MOUSE07423, MOUSE07422	LYTVA_06155, LYTVA_01361
OG0003254	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400	LYTVA_09955, LYTVA_19250
OG0003258	MOUSE22847, MOUSE22842, MOUSE22845, MOUSE22846, MOUSE22844, MOUSE22843, MOUSE22841	LYTVA_15192
OG0003259	MOUSE40307	LYTVA_04256
OG0003260	MOUSE21863, MOUSE21862, MOUSE09414, MOUSE09413	LYTVA_17207, LYTVA_00231
OG0003261	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731, MOUSE22736	LYTVA_29093
OG0003262	MOUSE04995, MOUSE04994, MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751	LYTVA_15602
OG0003265	MOUSE11282, MOUSE11280, MOUSE11281, MOUSE24983, MOUSE24982, MOUSE24981	LYTVA_26361
OG0003266	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188	LYTVA_04525
OG0003267	MOUSE20876	LYTVA_15112
OG0003268	MOUSE13509, MOUSE13508	LYTVA_05049
OG0003269	MOUSE46096, MOUSE46097	LYTVA_23633, LYTVA_11040
OG0003270	MOUSE14493	LYTVA_13699
OG0003273	MOUSE20128	LYTVA_22153
OG0003275	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576	LYTVA_01946
OG0003276	MOUSE20116, MOUSE18116	LYTVA_19515
OG0003277	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058	LYTVA_01672
OG0003278	MOUSE24735	LYTVA_30138, LYTVA_15067, LYTVA_03970, LYTVA_30141
OG0003279	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398	LYTVA_22067
OG0003280	MOUSE43478, MOUSE43479, MOUSE43480	LYTVA_00225
OG0003282	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169, MOUSE19164, MOUSE19165	LYTVA_26660
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	LYTVA_19055
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632	LYTVA_04035
OG0003288	MOUSE37027, MOUSE53951	LYTVA_05759
OG0003289	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949	LYTVA_23134
OG0003291	MOUSE04595, MOUSE04594	LYTVA_16947
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485	LYTVA_23172
OG0003294	MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544	LYTVA_21015
OG0003295	MOUSE00934, MOUSE00935, MOUSE00933	LYTVA_27062
OG0003296	MOUSE26658, MOUSE26659	LYTVA_15653
OG0003297	MOUSE05117	LYTVA_26218, LYTVA_19287
OG0003297	MOUSE05112, MOUSE05115, MOUSE05114	LYTVA_19286
OG0003298	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036	LYTVA_06668
OG0003301	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851	LYTVA_23817
OG0003302	MOUSE03287	LYTVA_14810
OG0003303	MOUSE24466	LYTVA_24993
OG0003304	MOUSE35278, MOUSE35277, MOUSE35276, MOUSE35275	LYTVA_14305
OG0003306	MOUSE41077, MOUSE41074, MOUSE41075	LYTVA_12285
OG0003306	MOUSE41076	LYTVA_00241
OG0003307	MOUSE37015, MOUSE03591, MOUSE03590, MOUSE03589, MOUSE03588, MOUSE37016	LYTVA_19258
OG0003311	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518	LYTVA_19481
OG0003313	MOUSE12333	LYTVA_18110, LYTVA_27941, LYTVA_03201, LYTVA_29008, LYTVA_29969, LYTVA_29968
OG0003314	MOUSE21944, MOUSE36526, MOUSE36527, MOUSE21943	LYTVA_03704
OG0003315	MOUSE13402	LYTVA_23855
OG0003316	MOUSE19113	LYTVA_10053
OG0003317	MOUSE06372, MOUSE06369	LYTVA_16088
OG0003317	MOUSE06371	LYTVA_24011, LYTVA_05382
OG0003318	MOUSE14363, MOUSE55163	LYTVA_12509
OG0003319	MOUSE29268, MOUSE29270, MOUSE29269, MOUSE29271, MOUSE21530, MOUSE21529	LYTVA_03878
OG0003320	MOUSE12779	LYTVA_27746
OG0003321	MOUSE28460, MOUSE28459, MOUSE28450, MOUSE28451, MOUSE28458, MOUSE28461	LYTVA_12209
OG0003324	MOUSE51491, MOUSE51490, MOUSE51493, MOUSE51489, MOUSE51492	LYTVA_19291
OG0003325	MOUSE11163	LYTVA_29523
OG0003326	MOUSE46747, MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746, MOUSE36970, MOUSE36968, MOUSE36969	LYTVA_08651, LYTVA_27915
OG0003327	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640	LYTVA_17271
OG0003329	MOUSE10324, MOUSE10323	LYTVA_19487, LYTVA_23352
OG0003330	MOUSE51368, MOUSE51369, MOUSE51367	LYTVA_11365
OG0003331	MOUSE04924, MOUSE04921, MOUSE04922	LYTVA_27609
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180	LYTVA_18115
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	LYTVA_09092
OG0003336	MOUSE24199, MOUSE25894, MOUSE25893	LYTVA_09250
OG0003337	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109	LYTVA_03331, LYTVA_10706
OG0003340	MOUSE34383	LYTVA_13141
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	LYTVA_16037
OG0003343	MOUSE04680	LYTVA_11177
OG0003344	MOUSE06845, MOUSE06846	LYTVA_00862
OG0003345	MOUSE05995	LYTVA_14037, LYTVA_04588, LYTVA_15485
OG0003347	MOUSE26452, MOUSE26454, MOUSE26453	LYTVA_23337
OG0003348	MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187	LYTVA_06310
OG0003349	MOUSE31587, MOUSE31588, MOUSE00810	LYTVA_10341, LYTVA_20619
OG0003350	MOUSE12872, MOUSE22821, MOUSE22822, MOUSE54744, MOUSE12871, MOUSE12870	LYTVA_01036, LYTVA_27211
OG0003351	MOUSE15844	LYTVA_18815
OG0003352	MOUSE22187, MOUSE22190, MOUSE22188, MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950	LYTVA_05218
OG0003353	MOUSE39281	LYTVA_20644
OG0003353	MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279	LYTVA_01424
OG0003354	MOUSE05407	LYTVA_25191, LYTVA_01307
OG0003355	MOUSE11469, MOUSE36993, MOUSE11468	LYTVA_27910
OG0003356	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880	LYTVA_06879
OG0003357	MOUSE03986	LYTVA_19490, LYTVA_06743
OG0003358	MOUSE40734, MOUSE40733	LYTVA_12289
OG0003359	MOUSE24592, MOUSE24591, MOUSE24590, MOUSE24589	LYTVA_06032
OG0003360	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903	LYTVA_13266, LYTVA_19199
OG0003361	MOUSE27474, MOUSE27475, MOUSE46164	LYTVA_03232, LYTVA_03231
OG0003362	MOUSE38875, MOUSE38874	LYTVA_05394
OG0003364	MOUSE02179, MOUSE43998, MOUSE43999	LYTVA_03516, LYTVA_25779
OG0003365	MOUSE35390, MOUSE35391, MOUSE31045, MOUSE31044, MOUSE31047, MOUSE31046, MOUSE31042, MOUSE31043	LYTVA_23475
OG0003366	MOUSE18707, MOUSE18706	LYTVA_15074
OG0003367	MOUSE41943	LYTVA_14081, LYTVA_11417
OG0003368	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181	LYTVA_18642
OG0003369	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923	LYTVA_14942
OG0003372	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292	LYTVA_14495, LYTVA_14497
OG0003373	MOUSE41533	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970
OG0003374	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758	LYTVA_08104
OG0003375	MOUSE19488	LYTVA_28328, LYTVA_27365
OG0003376	MOUSE35876	LYTVA_05006, LYTVA_26307
OG0003377	MOUSE27183	LYTVA_19125
OG0003378	MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965	LYTVA_13045
OG0003379	MOUSE13738, MOUSE13737, MOUSE13736, MOUSE13739	LYTVA_06980
OG0003380	MOUSE15298, MOUSE15297	LYTVA_05440
OG0003381	MOUSE42057, MOUSE42059, MOUSE45841	LYTVA_07008, LYTVA_17658
OG0003382	MOUSE02747, MOUSE30743, MOUSE30744	LYTVA_16589, LYTVA_00823
OG0003383	MOUSE05798, MOUSE05796, MOUSE05797	LYTVA_14856
OG0003384	MOUSE21104, MOUSE47803	LYTVA_07291, LYTVA_28006
OG0003385	MOUSE14742	LYTVA_13084
OG0003386	MOUSE41396, MOUSE41394	LYTVA_26042
OG0003387	MOUSE06531, MOUSE06530	LYTVA_04937, LYTVA_25432, LYTVA_25430
OG0003388	MOUSE20874	LYTVA_28705
OG0003391	MOUSE08210, MOUSE08211, MOUSE08213, MOUSE08214, MOUSE08212	LYTVA_14803, LYTVA_04532
OG0003392	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169	LYTVA_24826
OG0003393	MOUSE27211, MOUSE27212, MOUSE27210, MOUSE27209	LYTVA_20136
OG0003394	MOUSE15699	LYTVA_20704
OG0003396	MOUSE41750, MOUSE19964	LYTVA_17916
OG0003419	MOUSE24281, MOUSE24282	LYTVA_11665
OG0003420	MOUSE30898	LYTVA_04070
OG0003422	MOUSE01858, MOUSE01856, MOUSE01855	LYTVA_16836, LYTVA_20308
OG0003424	MOUSE46224, MOUSE46223	LYTVA_05782
OG0003425	MOUSE19442	LYTVA_04392
OG0003426	MOUSE20301, MOUSE20300	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520
OG0003428	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723	LYTVA_15286
OG0003429	MOUSE17278	LYTVA_20604, LYTVA_26105
OG0003431	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917	LYTVA_13731
OG0003433	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207	LYTVA_27210
OG0003434	MOUSE53227	LYTVA_01169
OG0003435	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709	LYTVA_08543
OG0003437	MOUSE03746, MOUSE48698	LYTVA_12469, LYTVA_28041
OG0003439	MOUSE13082, MOUSE52350, MOUSE52351, MOUSE52352	LYTVA_23528
OG0003440	MOUSE47527, MOUSE47524, MOUSE47525, MOUSE47526	LYTVA_15023
OG0003441	MOUSE11283	LYTVA_19056
OG0003442	MOUSE53489, MOUSE53488, MOUSE53490, MOUSE55179, MOUSE55178	LYTVA_15608
OG0003443	MOUSE00337, MOUSE07443	LYTVA_22146
OG0003444	MOUSE45924	LYTVA_19198
OG0003445	MOUSE25522, MOUSE25521	LYTVA_29001
OG0003447	MOUSE39104, MOUSE39107	LYTVA_21925
OG0003449	MOUSE15177	LYTVA_25271
OG0003450	MOUSE03860, MOUSE03859, MOUSE03861	LYTVA_13056, LYTVA_24553
OG0003451	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027	LYTVA_22097
OG0003453	MOUSE37347, MOUSE37348	LYTVA_02587
OG0003454	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873	LYTVA_02948
OG0003455	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462	LYTVA_25388, LYTVA_24850
OG0003457	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864	LYTVA_19871, LYTVA_20572, LYTVA_14447
OG0003458	MOUSE13623, MOUSE13621, MOUSE13619	LYTVA_03618
OG0003459	MOUSE18751, MOUSE07439	LYTVA_10994
OG0003461	MOUSE17244, MOUSE17243	LYTVA_14255
OG0003462	MOUSE50373	LYTVA_28602, LYTVA_22633, LYTVA_03993
OG0003463	MOUSE24565, MOUSE24563	LYTVA_30127
OG0003464	MOUSE38664, MOUSE38666	LYTVA_06647
OG0003465	MOUSE25414, MOUSE25415	LYTVA_23986, LYTVA_07116
OG0003466	MOUSE21260	LYTVA_16471, LYTVA_29464
OG0003467	MOUSE13943	LYTVA_21585
OG0003469	MOUSE50469, MOUSE50470, MOUSE50468	LYTVA_13186
OG0003470	MOUSE19772, MOUSE19770, MOUSE19769, MOUSE19771	LYTVA_19648
OG0003471	MOUSE18810	LYTVA_12384
OG0003473	MOUSE51179, MOUSE16143, MOUSE16144, MOUSE51178, MOUSE51177	LYTVA_07208
OG0003474	MOUSE13415, MOUSE13416, MOUSE34026, MOUSE34025, MOUSE34024, MOUSE34027, MOUSE34028	LYTVA_16739
OG0003475	MOUSE15813	LYTVA_22320, LYTVA_27992, LYTVA_00238
OG0003477	MOUSE21747	LYTVA_09865
OG0003478	MOUSE07743, MOUSE07745, MOUSE07744	LYTVA_27751
OG0003480	MOUSE18536, MOUSE18530, MOUSE18537, MOUSE18534, MOUSE18535, MOUSE18531, MOUSE18532, MOUSE18533	LYTVA_03416
OG0003481	MOUSE26365, MOUSE26364	LYTVA_02712
OG0003482	MOUSE02093, MOUSE02094, MOUSE45909	LYTVA_22655
OG0003483	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685	LYTVA_09501
OG0003485	MOUSE02297, MOUSE02298	LYTVA_23499, LYTVA_23051
OG0003486	MOUSE32199, MOUSE32197, MOUSE32198	LYTVA_21614
OG0003487	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692	LYTVA_22813
OG0003488	MOUSE21562, MOUSE21560, MOUSE21559, MOUSE21561, MOUSE21563	LYTVA_26066
OG0003489	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011	LYTVA_07007
OG0003490	MOUSE12490	LYTVA_01641
OG0003491	MOUSE22818, MOUSE12558, MOUSE12559	LYTVA_18975
OG0003492	MOUSE40447, MOUSE20897, MOUSE20898	LYTVA_17125
OG0003493	MOUSE33120, MOUSE33121, MOUSE33118, MOUSE33114, MOUSE33112	LYTVA_03266
OG0003495	MOUSE28273, MOUSE31994	LYTVA_07410
OG0003496	MOUSE50057, MOUSE50056, MOUSE50058	LYTVA_15612
OG0003497	MOUSE50976, MOUSE50975, MOUSE50974	LYTVA_24897
OG0003498	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294	LYTVA_06432
OG0003499	MOUSE43680, MOUSE43679	LYTVA_10932
OG0003500	MOUSE27796, MOUSE27416	LYTVA_25392
OG0003501	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538	LYTVA_00202
OG0003502	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149	LYTVA_01228, LYTVA_20788
OG0003503	MOUSE06408, MOUSE06409	LYTVA_13641
OG0003505	MOUSE49225, MOUSE49224	LYTVA_07063
OG0003505	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220	LYTVA_28433, LYTVA_23504
OG0003506	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046	LYTVA_23421
OG0003507	MOUSE01525, MOUSE01524, MOUSE33553	LYTVA_06440
OG0003508	MOUSE53216	LYTVA_19543
OG0003509	MOUSE04147, MOUSE04148	LYTVA_02422
OG0003511	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313	LYTVA_08783
OG0003512	MOUSE37510, MOUSE37508, MOUSE37507, MOUSE37509	LYTVA_25060, LYTVA_26135, LYTVA_26133
OG0003513	MOUSE23286, MOUSE23284, MOUSE32687	LYTVA_21954, LYTVA_16304
OG0003514	MOUSE52721, MOUSE52722, MOUSE39054, MOUSE39055	LYTVA_04108
OG0003515	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745	LYTVA_04862
OG0003516	MOUSE21436, MOUSE21437, MOUSE21434, MOUSE21435	LYTVA_26603, LYTVA_25611
OG0003517	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215	LYTVA_09370
OG0003518	MOUSE19878, MOUSE19877	LYTVA_18666
OG0003519	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370	LYTVA_19352
OG0003520	MOUSE11355, MOUSE11358, MOUSE11356, MOUSE11357, MOUSE11354, MOUSE07033, MOUSE07034, MOUSE07035	LYTVA_04131, LYTVA_12643
OG0003521	MOUSE45228, MOUSE45232, MOUSE45231, MOUSE45230, MOUSE45227	LYTVA_23666, LYTVA_05011
OG0003522	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170	LYTVA_09959
OG0003523	MOUSE15422, MOUSE15423	LYTVA_11260
OG0003524	MOUSE34476, MOUSE34477	LYTVA_24165
OG0003525	MOUSE11868, MOUSE11869, MOUSE11867	LYTVA_16398, LYTVA_14455
OG0003526	MOUSE08673, MOUSE10988, MOUSE10987	LYTVA_18770
OG0003527	MOUSE45106	LYTVA_03857
OG0003528	MOUSE12507	LYTVA_25429, LYTVA_25427
OG0003529	MOUSE22567, MOUSE22566, MOUSE22564, MOUSE22561, MOUSE22565, MOUSE22562, MOUSE22563, MOUSE05554, MOUSE05555	LYTVA_00111, LYTVA_23188, LYTVA_24750
OG0003530	MOUSE22229, MOUSE22228, MOUSE22230, MOUSE22232, MOUSE22231	LYTVA_11540
OG0003531	MOUSE27520, MOUSE20441	LYTVA_03603
OG0003532	MOUSE21921	LYTVA_14462
OG0003533	MOUSE10863, MOUSE10865, MOUSE10864	LYTVA_23225
OG0003534	MOUSE03093, MOUSE03092, MOUSE07854, MOUSE07853	LYTVA_18805
OG0003535	MOUSE12781, MOUSE00942, MOUSE00948, MOUSE00943	LYTVA_10298
OG0003536	MOUSE28282, MOUSE28283, MOUSE06551, MOUSE06549, MOUSE06547, MOUSE06548, MOUSE06550	LYTVA_11600
OG0003537	MOUSE35903, MOUSE35905, MOUSE35906, MOUSE35902	LYTVA_07265
OG0003538	MOUSE21443	LYTVA_28207, LYTVA_28211
OG0003539	MOUSE48000, MOUSE48003	LYTVA_02480
OG0003541	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871	LYTVA_21300
OG0003542	MOUSE46220	LYTVA_27005, LYTVA_14809, LYTVA_14807
OG0003543	MOUSE32048, MOUSE32047	LYTVA_04479
OG0003544	MOUSE34150, MOUSE34151	LYTVA_29003, LYTVA_27728
OG0003545	MOUSE05147, MOUSE05148, MOUSE45984, MOUSE05146, MOUSE05145	LYTVA_26703
OG0003546	MOUSE32868, MOUSE23969, MOUSE23968	LYTVA_09882
OG0003547	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145	LYTVA_02953
OG0003548	MOUSE36205, MOUSE36206, MOUSE36204	LYTVA_19416
OG0003549	MOUSE00103, MOUSE00104, MOUSE00102, MOUSE54471, MOUSE54470, MOUSE54469	LYTVA_16587, LYTVA_02536
OG0003550	MOUSE38958, MOUSE26420	LYTVA_30065
OG0003552	MOUSE30902, MOUSE30901, MOUSE30899	LYTVA_11397
OG0003553	MOUSE40557, MOUSE40555, MOUSE40558, MOUSE40556	LYTVA_20105
OG0003554	MOUSE20958, MOUSE20957, MOUSE20956	LYTVA_26313
OG0003555	MOUSE05997, MOUSE05993, MOUSE05996, MOUSE05994, MOUSE05992, MOUSE05991, MOUSE05998, MOUSE05999, MOUSE06000	LYTVA_22182
OG0003557	MOUSE47782, MOUSE11069, MOUSE11070, MOUSE11068, MOUSE11072, MOUSE11073	LYTVA_29355
OG0003558	MOUSE51603	LYTVA_28864
OG0003560	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076	LYTVA_05811
OG0003562	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545	LYTVA_15863
OG0003563	MOUSE46114, MOUSE46115, MOUSE46111	LYTVA_28497
OG0003565	MOUSE47811, MOUSE47813, MOUSE47812	LYTVA_17701, LYTVA_23177, LYTVA_15392
OG0003566	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314	LYTVA_12411
OG0003567	MOUSE15052, MOUSE15050	LYTVA_13855
OG0003568	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466	LYTVA_25025
OG0003569	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483	LYTVA_07436
OG0003570	MOUSE24262, MOUSE24261, MOUSE24263	LYTVA_16300
OG0003571	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279	LYTVA_08422
OG0003573	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294	LYTVA_12228
OG0003576	MOUSE55321, MOUSE19037, MOUSE19038, MOUSE19036, MOUSE28839, MOUSE49792	LYTVA_25844, LYTVA_11919
OG0003577	MOUSE32680, MOUSE32679, MOUSE32681	LYTVA_24980
OG0003578	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793	LYTVA_14123
OG0003579	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637	LYTVA_21586, LYTVA_25548
OG0003581	MOUSE45635	LYTVA_25521
OG0003598	MOUSE23684, MOUSE26068, MOUSE26067, MOUSE23683	LYTVA_20119
OG0003600	MOUSE43734, MOUSE43737, MOUSE43733, MOUSE43738, MOUSE43736, MOUSE43735, MOUSE43739	LYTVA_15659, LYTVA_29737
OG0003601	MOUSE35209, MOUSE35208, MOUSE35210	LYTVA_07545
OG0003603	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010	LYTVA_20098
OG0003604	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459	LYTVA_20248
OG0003606	MOUSE34332, MOUSE34333	LYTVA_24368
OG0003607	MOUSE08646	LYTVA_09961
OG0003608	MOUSE23913, MOUSE23911, MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910	LYTVA_23118, LYTVA_24760
OG0003610	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717	LYTVA_24955
OG0003611	MOUSE03230, MOUSE03228, MOUSE03229	LYTVA_25213
OG0003612	MOUSE17713	LYTVA_13314
OG0003612	MOUSE17712, MOUSE17715, MOUSE17714	LYTVA_13319
OG0003613	MOUSE52720, MOUSE52719, MOUSE49624	LYTVA_26048, LYTVA_10701
OG0003615	MOUSE18457, MOUSE13209, MOUSE13208	LYTVA_26591
OG0003617	MOUSE15713	LYTVA_11705, LYTVA_08952, LYTVA_11704
OG0003618	MOUSE21564	LYTVA_08987
OG0003619	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314	LYTVA_29115, LYTVA_05151
OG0003620	MOUSE35127, MOUSE35128	LYTVA_14583
OG0003621	MOUSE44995, MOUSE44993, MOUSE44994	LYTVA_14368
OG0003622	MOUSE28010, MOUSE28008, MOUSE28009	LYTVA_12050
OG0003623	MOUSE41485	LYTVA_28352
OG0003626	MOUSE50478, MOUSE50479, MOUSE50480, MOUSE50477, MOUSE50481	LYTVA_29415
OG0003628	MOUSE51572, MOUSE51569, MOUSE10627, MOUSE51571, MOUSE51570, MOUSE51568	LYTVA_09428
OG0003629	MOUSE29983, MOUSE29984	LYTVA_00401
OG0003630	MOUSE46274	LYTVA_11059, LYTVA_22109
OG0003631	MOUSE03621, MOUSE03619, MOUSE03618, MOUSE03620	LYTVA_17311
OG0003632	MOUSE34977, MOUSE29457, MOUSE29458	LYTVA_06045
OG0003633	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036	LYTVA_08775, LYTVA_18589
OG0003635	MOUSE55664	LYTVA_24849
OG0003638	MOUSE07871	LYTVA_26670
OG0003639	MOUSE04482, MOUSE04483, MOUSE04481	LYTVA_10457
OG0003640	MOUSE06258, MOUSE06259, MOUSE23351	LYTVA_28983
OG0003641	MOUSE28971	LYTVA_11566
OG0003642	MOUSE51394	LYTVA_18053
OG0003643	MOUSE23455, MOUSE23454	LYTVA_23976, LYTVA_22914
OG0003644	MOUSE25659, MOUSE25655, MOUSE25658	LYTVA_19920
OG0003645	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755	LYTVA_01752
OG0003646	MOUSE51957	LYTVA_05796
OG0003647	MOUSE10325, MOUSE10328, MOUSE10330	LYTVA_17942
OG0003648	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778	LYTVA_17027
OG0003649	MOUSE18455	LYTVA_12300, LYTVA_23539
OG0003650	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147	LYTVA_04212, LYTVA_28562, LYTVA_28561
OG0003651	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013	LYTVA_17096
OG0003652	MOUSE51309, MOUSE00670	LYTVA_28066
OG0003653	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492	LYTVA_15915
OG0003654	MOUSE29385, MOUSE29384	LYTVA_07082
OG0003655	MOUSE00092, MOUSE00091, MOUSE38828	LYTVA_23764
OG0003656	MOUSE52004, MOUSE52005, MOUSE30702	LYTVA_05217
OG0003657	MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478	LYTVA_11266
OG0003658	MOUSE39824	LYTVA_02606
OG0003660	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146	LYTVA_24357, LYTVA_24356
OG0003662	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407	LYTVA_07996
OG0003664	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910	LYTVA_05022
OG0003665	MOUSE07285	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792
OG0003666	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758	LYTVA_14443
OG0003668	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217	LYTVA_23185
