Orthogroup	MOUSE	AENJA_ok
OG0003546	MOUSE32868, MOUSE23969, MOUSE23968	AENJA_21963
OG0003547	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145	AENJA_22029
OG0003548	MOUSE36205, MOUSE36206, MOUSE36204	AENJA_22613
OG0003549	MOUSE00103, MOUSE00104, MOUSE00102, MOUSE54471, MOUSE54470, MOUSE54469	AENJA_22669
OG0003550	MOUSE38958, MOUSE26420	AENJA_22695
OG0003551	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666	AENJA_22715
OG0003552	MOUSE30902, MOUSE30901, MOUSE30899	AENJA_22940
OG0003553	MOUSE40557, MOUSE40555, MOUSE40558, MOUSE40556	AENJA_23077
OG0003554	MOUSE20958, MOUSE20957, MOUSE20956	AENJA_23083
OG0003555	MOUSE05997, MOUSE05993, MOUSE05996, MOUSE05994, MOUSE05992, MOUSE05991, MOUSE05998, MOUSE05999, MOUSE06000	AENJA_23304
OG0003556	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224	AENJA_23329
OG0003557	MOUSE47782, MOUSE11069, MOUSE11070, MOUSE11068, MOUSE11072, MOUSE11073	AENJA_23658
OG0003558	MOUSE51603	AENJA_23724
OG0003560	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076	AENJA_24076
OG0003561	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761	AENJA_24294
OG0003562	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545	AENJA_24391
OG0003563	MOUSE46114, MOUSE46115, MOUSE46111	AENJA_24776
OG0003564	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522	AENJA_24810
OG0003565	MOUSE47811, MOUSE47813, MOUSE47812	AENJA_24872
OG0003566	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314	AENJA_25138
OG0003567	MOUSE15052, MOUSE15050	AENJA_25441
OG0003568	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466	AENJA_25542
OG0003569	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483	AENJA_25887
OG0003570	MOUSE24262, MOUSE24261	AENJA_26158
OG0003571	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279	AENJA_26245
OG0003572	MOUSE43129, MOUSE24716, MOUSE24717, MOUSE07709	AENJA_26602
OG0003573	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294	AENJA_26698
OG0003598	MOUSE26068, MOUSE26067	AENJA_00099
OG0003600	MOUSE43734, MOUSE43737, MOUSE43733, MOUSE43738, MOUSE43736, MOUSE43735, MOUSE43739	AENJA_00154
OG0003601	MOUSE35209, MOUSE35208, MOUSE35210	AENJA_00200
OG0003603	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010	AENJA_00222
OG0003604	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459	AENJA_00307
OG0003606	MOUSE34332, MOUSE34333, MOUSE34331	AENJA_00589
OG0003607	MOUSE08645	AENJA_13133
OG0003607	MOUSE08646	AENJA_05386, AENJA_00747
OG0003608	MOUSE23913, MOUSE23911, MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910	AENJA_00758
OG0003610	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717	AENJA_00983
OG0003611	MOUSE03230, MOUSE03228, MOUSE03229	AENJA_04941
OG0003612	MOUSE17712, MOUSE17715, MOUSE17714	AENJA_01169
OG0003613	MOUSE52720, MOUSE52719, MOUSE49624	AENJA_01172
OG0003615	MOUSE18457, MOUSE13209, MOUSE13208	AENJA_06537
OG0003616	MOUSE41038, MOUSE41039, MOUSE41037	AENJA_19893, AENJA_19894, AENJA_01501
OG0003617	MOUSE15713	AENJA_01515, AENJA_11306
OG0003618	MOUSE21564	AENJA_01642
OG0003619	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	MOUSE35127, MOUSE35128	AENJA_01724
OG0003621	MOUSE44995	AENJA_01959
OG0003622	MOUSE28010, MOUSE28008, MOUSE28009	AENJA_02333, AENJA_02334
OG0003623	MOUSE41485	AENJA_02369
OG0003625	MOUSE53422	AENJA_02944, AENJA_07610
OG0003626	MOUSE50478, MOUSE50479, MOUSE50480, MOUSE50477, MOUSE50481	AENJA_05658
OG0003627	MOUSE21801, MOUSE21800, MOUSE21802, MOUSE45258, MOUSE45262, MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257	AENJA_03181
OG0003628	MOUSE10627	AENJA_12461
OG0003629	MOUSE29983, MOUSE29984	AENJA_03286
OG0003630	MOUSE46274	AENJA_03435
OG0003631	MOUSE03621, MOUSE03619, MOUSE03618, MOUSE03620	AENJA_25153, AENJA_03572
OG0003632	MOUSE34977, MOUSE29457, MOUSE29458	AENJA_03584
OG0003633	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036	AENJA_03746
OG0003635	MOUSE55664	AENJA_03933
OG0003638	MOUSE07871	AENJA_04417
OG0003640	MOUSE06258, MOUSE06259, MOUSE23351	AENJA_05057
OG0003641	MOUSE19690, MOUSE28969, MOUSE28970	AENJA_05255
OG0003642	MOUSE51394	AENJA_05368, AENJA_23786
OG0003643	MOUSE23455, MOUSE23454	AENJA_05513, AENJA_24494
OG0003644	MOUSE25659, MOUSE25655, MOUSE25658	AENJA_06076
OG0003645	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755	AENJA_06128
OG0003646	MOUSE51957	AENJA_06203
OG0003647	MOUSE10325, MOUSE10328, MOUSE10330	AENJA_06206
OG0003648	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778	AENJA_06252
OG0003649	MOUSE18455	AENJA_06343
OG0003650	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147	AENJA_06545
OG0003651	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013	AENJA_06546
OG0003652	MOUSE51309, MOUSE00670	AENJA_07122
OG0003653	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492	AENJA_07144
OG0003654	MOUSE29385, MOUSE29384	AENJA_07431
OG0003655	MOUSE00092, MOUSE00091, MOUSE38828	AENJA_07748
OG0003656	MOUSE52004, MOUSE52005, MOUSE30702	AENJA_08284
OG0003657	MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478	AENJA_08341
OG0003658	MOUSE39824	AENJA_08342
OG0003659	MOUSE05800, MOUSE05799, MOUSE05801	AENJA_08800
OG0003660	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146	AENJA_08993
OG0003662	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407	AENJA_09164
OG0003663	MOUSE03415, MOUSE00823, MOUSE03414	AENJA_09628
OG0003664	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910	AENJA_09805
OG0003665	MOUSE07285	AENJA_10034
OG0003666	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758	AENJA_10364
OG0003668	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217	AENJA_10387
OG0003669	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718	AENJA_10658
OG0003671	MOUSE21089, MOUSE03153	AENJA_11068
OG0003672	MOUSE03769, MOUSE03770	AENJA_11161, AENJA_24103
OG0003673	MOUSE16463, MOUSE16464	AENJA_11294
OG0003674	MOUSE03963, MOUSE03964	AENJA_11517
OG0003675	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283	AENJA_11744
OG0003676	MOUSE53232, MOUSE53233	AENJA_11880
OG0003677	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328	AENJA_11975
OG0003678	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400	AENJA_12097
OG0003679	MOUSE15732, MOUSE25049, MOUSE25050	AENJA_12320
OG0003680	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062	AENJA_12855
OG0003681	MOUSE14464, MOUSE27092, MOUSE27091	AENJA_12857
OG0003682	MOUSE24620, MOUSE24619	AENJA_12915
OG0003683	MOUSE20043, MOUSE20045	AENJA_12950
OG0003683	MOUSE20046	AENJA_12947
OG0003684	MOUSE23199	AENJA_15964, AENJA_13277
OG0003685	MOUSE51976, MOUSE51974, MOUSE51975	AENJA_13298
OG0003686	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099	AENJA_13621
OG0003687	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109	AENJA_13636
OG0003688	MOUSE34520, MOUSE34521, MOUSE34522	AENJA_13670
OG0003689	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457	AENJA_14017
OG0003690	MOUSE07036	AENJA_20908
OG0003691	MOUSE48085, MOUSE48086, MOUSE48087	AENJA_17487, AENJA_14396
OG0003692	MOUSE02817, MOUSE02816, MOUSE02818	AENJA_14437
OG0003693	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265	AENJA_14583
OG0003694	MOUSE30782	AENJA_14806
OG0003695	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814	AENJA_14941
OG0003696	MOUSE35449, MOUSE35450	AENJA_15025
OG0003697	MOUSE06524	AENJA_15049
OG0003698	MOUSE21124, MOUSE12762	AENJA_15085
OG0003699	MOUSE25218	AENJA_23514
OG0003700	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262	AENJA_15228
OG0003701	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703	AENJA_15293
OG0003702	MOUSE28176, MOUSE28174, MOUSE28173, MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237, MOUSE28175	AENJA_15340
OG0003703	MOUSE20574, MOUSE27650	AENJA_15513
OG0003704	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409	AENJA_15518
OG0003705	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237	AENJA_16444
OG0003706	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751	AENJA_15986
OG0003707	MOUSE09616, MOUSE44752, MOUSE44751	AENJA_16247
OG0003709	MOUSE43765, MOUSE43763, MOUSE43764	AENJA_17152
OG0003710	MOUSE55264, MOUSE31690	AENJA_17579
OG0003711	MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929	AENJA_17736
OG0003712	MOUSE14240, MOUSE14239, MOUSE15046	AENJA_17842
OG0003713	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767	AENJA_17988
OG0003714	MOUSE34993, MOUSE34994	AENJA_23117, AENJA_17998
OG0003716	MOUSE15604, MOUSE15602	AENJA_18178
OG0003717	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978	AENJA_18567
OG0003718	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251	AENJA_18593
OG0003718	MOUSE22257, MOUSE22258, MOUSE22256	AENJA_23619
OG0003719	MOUSE30866	AENJA_18681
OG0003720	MOUSE23795, MOUSE23793, MOUSE23792, MOUSE23794, MOUSE17553	AENJA_18939
OG0003721	MOUSE20246, MOUSE20247	AENJA_19137
OG0003722	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681	AENJA_19232
OG0003724	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771	AENJA_19400
OG0003725	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709	AENJA_19411
OG0003726	MOUSE34118, MOUSE52017, MOUSE52018	AENJA_19480, AENJA_22995
OG0003727	MOUSE43077, MOUSE43079, MOUSE43078, MOUSE43080, MOUSE43076	AENJA_19507
OG0003728	MOUSE31942, MOUSE31943, MOUSE31941	AENJA_19716
OG0003729	MOUSE26210, MOUSE26211	AENJA_19798
OG0003730	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786	AENJA_19955
OG0003731	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320	AENJA_19989
OG0003732	MOUSE22011	AENJA_20020
OG0003733	MOUSE33101, MOUSE33100	AENJA_20334
OG0003734	MOUSE25448, MOUSE18509, MOUSE28344	AENJA_20690
OG0003735	MOUSE51303	AENJA_20826
OG0003736	MOUSE49071	AENJA_20853, AENJA_20855
OG0003737	MOUSE25393, MOUSE25394, MOUSE23885, MOUSE23886, MOUSE23887	AENJA_20913
OG0003738	MOUSE04750, MOUSE04749	AENJA_21039
OG0003739	MOUSE23353	AENJA_21483
OG0003740	MOUSE45976, MOUSE45977, MOUSE45975	AENJA_21680
OG0003741	MOUSE43248, MOUSE43247	AENJA_21770
OG0003742	MOUSE06945, MOUSE06947, MOUSE02363	AENJA_22403
OG0003743	MOUSE37350, MOUSE37349, MOUSE37354	AENJA_22572
OG0003744	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535	AENJA_22829
OG0003745	MOUSE15322, MOUSE15325, MOUSE15323	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	MOUSE22549, MOUSE04784, MOUSE04785	AENJA_23348
OG0003748	MOUSE01948, MOUSE01947, MOUSE01949, MOUSE01946, MOUSE01950	AENJA_23488, AENJA_23487
OG0003749	MOUSE42049, MOUSE42048, MOUSE42050	AENJA_23639
OG0003750	MOUSE28487	AENJA_23963
OG0003751	MOUSE23837	AENJA_24526
OG0003752	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226	AENJA_24562
OG0003753	MOUSE06070, MOUSE06071	AENJA_24858
OG0003754	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213	AENJA_24910
OG0003755	MOUSE04959	AENJA_24952
OG0003756	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326	AENJA_25172
OG0003757	MOUSE42645, MOUSE42643, MOUSE42644	AENJA_25326
OG0003758	MOUSE05241, MOUSE05240, MOUSE14904	AENJA_25591
OG0003759	MOUSE04234, MOUSE17579, MOUSE17581	AENJA_25619
OG0003760	MOUSE18949, MOUSE18947, MOUSE18948, MOUSE06740, MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737	AENJA_26295
OG0003761	MOUSE51337, MOUSE32241	AENJA_26423
OG0003762	MOUSE06209, MOUSE15008	AENJA_26451
OG0003763	MOUSE00212, MOUSE00213	AENJA_26622
OG0003794	MOUSE28886, MOUSE28885, MOUSE28884, MOUSE28883, MOUSE19914, MOUSE43750	AENJA_00002
OG0003795	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565	AENJA_00051
OG0003798	MOUSE26587, MOUSE26588, MOUSE14915	AENJA_00181
OG0003803	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800	AENJA_00564
OG0003806	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978	AENJA_00944
OG0003807	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985	AENJA_00967
OG0003808	MOUSE34022, MOUSE34021	AENJA_00978
OG0003809	MOUSE31684, MOUSE31683, MOUSE31685, MOUSE31687	AENJA_01422
OG0003810	MOUSE13033, MOUSE13032, MOUSE13030, MOUSE13031, MOUSE09581, MOUSE09579	AENJA_01566
OG0003811	MOUSE36524, MOUSE36525	AENJA_01571
OG0003812	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619	AENJA_01871
OG0003813	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965	AENJA_02053
OG0003816	MOUSE21055	AENJA_02254
OG0003818	MOUSE47757	AENJA_02475
OG0003820	MOUSE33033, MOUSE33034, MOUSE33032	AENJA_02870, AENJA_19572
OG0003821	MOUSE31151, MOUSE52622, MOUSE52623	AENJA_02911
OG0003823	MOUSE06728, MOUSE06726	AENJA_02946
OG0003824	MOUSE47802	AENJA_02975
OG0003825	MOUSE00683, MOUSE00691, MOUSE00687, MOUSE00685, MOUSE00684, MOUSE00689, MOUSE00686, MOUSE00688, MOUSE00682	AENJA_02982
OG0003826	MOUSE04366	AENJA_03131
OG0003827	MOUSE31957	AENJA_03548
OG0003828	MOUSE32817	AENJA_03700
OG0003829	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103	AENJA_03792
OG0003830	MOUSE32193, MOUSE32191, MOUSE32192	AENJA_26357, AENJA_19327, AENJA_03838
OG0003831	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298	AENJA_03886
OG0003832	MOUSE31056, MOUSE02326, MOUSE02327, MOUSE02328, MOUSE52521, MOUSE52522, MOUSE52523	AENJA_03902
OG0003833	MOUSE12711, MOUSE12709, MOUSE12710	AENJA_04439
OG0003834	MOUSE23210, MOUSE49466	AENJA_04549, AENJA_04550
OG0003835	MOUSE06592, MOUSE06595, MOUSE06594, MOUSE06593, MOUSE06591	AENJA_12493, AENJA_04664
OG0003836	MOUSE36279, MOUSE36278, MOUSE03603, MOUSE03602	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	MOUSE06124, MOUSE06122	AENJA_04856
OG0003838	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348	AENJA_04967
OG0003839	MOUSE24236, MOUSE24234	AENJA_06897
OG0003840	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796, MOUSE30795	AENJA_07883, AENJA_05492
OG0003841	MOUSE17860, MOUSE17856, MOUSE17858, MOUSE17857, MOUSE17859, MOUSE17855, MOUSE17854, MOUSE17853, MOUSE17861	AENJA_05729
OG0003842	MOUSE01988, MOUSE01994, MOUSE01996, MOUSE01991, MOUSE01992, MOUSE01990, MOUSE01989, MOUSE01993, MOUSE01995	AENJA_05895
OG0003844	MOUSE33019	AENJA_06372
OG0003845	MOUSE04946	AENJA_06384
OG0003845	MOUSE04947	AENJA_18136
OG0003846	MOUSE40451, MOUSE40452, MOUSE40453	AENJA_06476
OG0003848	MOUSE23878, MOUSE23876, MOUSE23877	AENJA_06904
OG0003849	MOUSE51655, MOUSE51656, MOUSE51657, MOUSE19816	AENJA_06923
OG0003850	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273	AENJA_07117, AENJA_21595
OG0003851	MOUSE25173	AENJA_07129
OG0003852	MOUSE44765, MOUSE19461	AENJA_07216
OG0003853	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176	AENJA_07482, AENJA_19998
OG0003854	MOUSE48498, MOUSE48499, MOUSE48496, MOUSE44637, MOUSE44638	AENJA_07506
OG0003855	MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681	AENJA_07705
OG0003856	MOUSE53260	AENJA_08084
OG0003857	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135	AENJA_08085
OG0003858	MOUSE18173	AENJA_08566
OG0003859	MOUSE35707, MOUSE35706, MOUSE35705	AENJA_08612
OG0003861	MOUSE16328, MOUSE16329, MOUSE16332, MOUSE16326, MOUSE16330, MOUSE16325, MOUSE16327, MOUSE16324, MOUSE16331, MOUSE16323	AENJA_08913
OG0003862	MOUSE26244, MOUSE26243, MOUSE26242, MOUSE26241, MOUSE26240, MOUSE26239	AENJA_19217
OG0003863	MOUSE46853, MOUSE46851, MOUSE46852	AENJA_09171
OG0003864	MOUSE43181, MOUSE43180, MOUSE43182, MOUSE43179	AENJA_09391
OG0003865	MOUSE15488, MOUSE14853	AENJA_09441
OG0003866	MOUSE55423, MOUSE54508, MOUSE54509	AENJA_09527
OG0003867	MOUSE35425	AENJA_09761
OG0003868	MOUSE23872, MOUSE23869, MOUSE23871, MOUSE23870	AENJA_09827
OG0003869	MOUSE05547	AENJA_17460, AENJA_09977
OG0003870	MOUSE43942, MOUSE43941, MOUSE43940	AENJA_10263
OG0003871	MOUSE12953, MOUSE12954	AENJA_10643
OG0003872	MOUSE15344, MOUSE15345, MOUSE15348, MOUSE15346, MOUSE15349, MOUSE15347, MOUSE15343	AENJA_10747
OG0003873	MOUSE24551, MOUSE24547	AENJA_10784
OG0003874	MOUSE30453, MOUSE30451, MOUSE30450, MOUSE30452, MOUSE30449	AENJA_10799
OG0003875	MOUSE27194	AENJA_10875
OG0003876	MOUSE32588, MOUSE32587	AENJA_10876
OG0003878	MOUSE31216, MOUSE31215	AENJA_11046
OG0003880	MOUSE50195, MOUSE50194, MOUSE50193, MOUSE52393, MOUSE52391, MOUSE52395, MOUSE52394, MOUSE52392, MOUSE52390, MOUSE52388, MOUSE52389	AENJA_11227
OG0003881	MOUSE34941, MOUSE34940, MOUSE34939	AENJA_11372
OG0003882	MOUSE39472, MOUSE39470, MOUSE39471	AENJA_11663
OG0003883	MOUSE36195, MOUSE36197, MOUSE36198, MOUSE36196, MOUSE36194	AENJA_11694
OG0003884	MOUSE51646, MOUSE51647, MOUSE51649, MOUSE51645, MOUSE51650, MOUSE51648	AENJA_11725
OG0003885	MOUSE52050, MOUSE52047, MOUSE09216, MOUSE09218, MOUSE09219, MOUSE09215, MOUSE09217	AENJA_11785, AENJA_23431
OG0003886	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487	AENJA_12066
OG0003887	MOUSE30820	AENJA_12157
OG0003888	MOUSE01271, MOUSE01270, MOUSE01269	AENJA_12506
OG0003889	MOUSE15029	AENJA_12812
OG0003890	MOUSE40542, MOUSE40541, MOUSE40543, MOUSE40544, MOUSE19610	AENJA_21991, AENJA_12959
OG0003892	MOUSE24997, MOUSE24998	AENJA_13114, AENJA_22782
OG0003893	MOUSE27805, MOUSE27806, MOUSE27807	AENJA_13141
OG0003894	MOUSE25680	AENJA_13190
OG0003895	MOUSE05047	AENJA_13220
OG0003896	MOUSE04755, MOUSE04754, MOUSE38515	AENJA_13916
OG0003897	MOUSE22869, MOUSE22871	AENJA_14064
OG0003898	MOUSE29424, MOUSE29423	AENJA_14091
OG0003899	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511	AENJA_14656
OG0003900	MOUSE20186, MOUSE20185, MOUSE20184	AENJA_15786
OG0003901	MOUSE18085, MOUSE18087, MOUSE18086, MOUSE18084, MOUSE34314, MOUSE34315, MOUSE34313	AENJA_15961
OG0003903	MOUSE36163, MOUSE36162	AENJA_16074
OG0003904	MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860	AENJA_16228
OG0003906	MOUSE48566, MOUSE48567, MOUSE48565	AENJA_16374
OG0003908	MOUSE48727	AENJA_22677
OG0003908	MOUSE01976	AENJA_17280
OG0003909	MOUSE06721, MOUSE06722	AENJA_26469, AENJA_17530
OG0003910	MOUSE33951	AENJA_17611
OG0003911	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430	AENJA_17893
OG0003912	MOUSE28242, MOUSE49733, MOUSE49734	AENJA_18106
OG0003913	MOUSE37139, MOUSE37140, MOUSE37141	AENJA_18124
OG0003914	MOUSE44937	AENJA_20252
OG0003914	MOUSE44936	AENJA_18479
OG0003915	MOUSE47591, MOUSE53939, MOUSE53940, MOUSE53938	AENJA_18759
OG0003916	MOUSE11886, MOUSE11883, MOUSE32101, MOUSE11887, MOUSE11888, MOUSE11885, MOUSE11884	AENJA_18832
OG0003917	MOUSE21868, MOUSE21864, MOUSE21866, MOUSE21865	AENJA_18911
OG0003918	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871	AENJA_19068
OG0003919	MOUSE22533, MOUSE22535, MOUSE22532, MOUSE22536, MOUSE22534	AENJA_19176
OG0003920	MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197	AENJA_19805
OG0003921	MOUSE21508, MOUSE21507	AENJA_19828
OG0003922	MOUSE15487	AENJA_19834
OG0003923	MOUSE22537, MOUSE22540	AENJA_19884
OG0003925	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232	AENJA_20055
OG0003926	MOUSE34485	AENJA_20056
OG0003927	MOUSE37875, MOUSE37879, MOUSE37877, MOUSE37876, MOUSE37874	AENJA_20528
OG0003929	MOUSE49806, MOUSE49805	AENJA_20627
OG0003930	MOUSE01906, MOUSE01907	AENJA_20961
OG0003931	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103	AENJA_21038
OG0003933	MOUSE40723, MOUSE40721, MOUSE01760, MOUSE01761	AENJA_21761
OG0003934	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148	AENJA_21817
OG0003935	MOUSE07299, MOUSE07301, MOUSE07304, MOUSE07305	AENJA_22316
OG0003936	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407	AENJA_22324
OG0003937	MOUSE46835, MOUSE46834, MOUSE12731, MOUSE12732	AENJA_22426
OG0003938	MOUSE44129, MOUSE44122, MOUSE44123, MOUSE44128, MOUSE21304, MOUSE44124, MOUSE44119	AENJA_22573
OG0003939	MOUSE08650, MOUSE08652, MOUSE08651	AENJA_22721
OG0003940	MOUSE27096, MOUSE27095, MOUSE27094	AENJA_22828
OG0003941	MOUSE01824, MOUSE01825	AENJA_22930
OG0003942	MOUSE00089	AENJA_23165
OG0003943	MOUSE12675, MOUSE12671, MOUSE12673, MOUSE12674, MOUSE12668, MOUSE12670, MOUSE12669, MOUSE12672	AENJA_23357
OG0003944	MOUSE15418, MOUSE15417	AENJA_23555
OG0003945	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289	AENJA_23594
OG0003946	MOUSE21095, MOUSE36215, MOUSE36213	AENJA_24350
OG0003947	MOUSE35865	AENJA_24809
OG0003948	MOUSE27770, MOUSE27769, MOUSE27768	AENJA_24828
OG0003949	MOUSE00545, MOUSE00544	AENJA_25294
OG0003951	MOUSE52852, MOUSE52853, MOUSE52855	AENJA_25520
OG0003952	MOUSE18252, MOUSE18251	AENJA_25812
OG0003953	MOUSE03606, MOUSE48265, MOUSE48266, MOUSE48264	AENJA_25975, AENJA_25981
OG0003954	MOUSE13604, MOUSE13605, MOUSE06634	AENJA_26001
OG0003955	MOUSE54923, MOUSE54922, MOUSE48233	AENJA_26253
OG0003956	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798	AENJA_26347
OG0003957	MOUSE23237	AENJA_26465
OG0003958	MOUSE00807, MOUSE19245, MOUSE47952	AENJA_26545
OG0003959	MOUSE25457, MOUSE25458, MOUSE25459	AENJA_26551
OG0003960	MOUSE14525, MOUSE44448, MOUSE44449, MOUSE44447	AENJA_26560
OG0003961	MOUSE33639	AENJA_26616
OG0003962	MOUSE55666, MOUSE13058, MOUSE29655, MOUSE19377	AENJA_26659
OG0003997	MOUSE48240	AENJA_08113
OG0003997	MOUSE48238, MOUSE48239, MOUSE48236, MOUSE48237	AENJA_00553
