Orthogroup	MOUSE	NEMVE
OG0003041	MOUSE13446, MOUSE13449, MOUSE13447, MOUSE13448	NEMVE00931
OG0003042	MOUSE26381	NEMVE01686
OG0003043	MOUSE03995, MOUSE03996	NEMVE04685
OG0003044	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287	NEMVE23709, NEMVE22835, NEMVE06408
OG0003045	MOUSE39880, MOUSE39881	NEMVE10197
OG0003045	MOUSE29857, MOUSE29856	NEMVE22197
OG0003046	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040	NEMVE00912
OG0003048	MOUSE23204, MOUSE23201, MOUSE23203, MOUSE23202	NEMVE11900
OG0003049	MOUSE09797, MOUSE09800, MOUSE33262, MOUSE33261, MOUSE33263	NEMVE13400, NEMVE20256
OG0003051	MOUSE22702, MOUSE12616	NEMVE13742
OG0003052	MOUSE21302	NEMVE16808, NEMVE21843, NEMVE16809
OG0003053	MOUSE32705, MOUSE32711, MOUSE32708, MOUSE32709, MOUSE32710, MOUSE32706, MOUSE32707	NEMVE09913
OG0003054	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595	NEMVE10073
OG0003055	MOUSE33434, MOUSE33435, MOUSE48879	NEMVE03488
OG0003056	MOUSE16315, MOUSE16314	NEMVE03915
OG0003057	MOUSE50125, MOUSE50127, MOUSE50124, MOUSE50122, MOUSE50121, MOUSE50126, MOUSE50128, MOUSE50123	NEMVE15860, NEMVE22167
OG0003058	MOUSE00368, MOUSE18568, MOUSE18565, MOUSE18567, MOUSE18569, MOUSE18566, MOUSE28571, MOUSE28570	NEMVE02311, NEMVE06214, NEMVE08497
OG0003059	MOUSE02981, MOUSE02982	NEMVE14365
OG0003060	MOUSE48788, MOUSE48790, MOUSE31847, MOUSE01639	NEMVE06198
OG0003062	MOUSE18998, MOUSE19000, MOUSE18999, MOUSE29106, MOUSE53315, MOUSE53312, MOUSE53313, MOUSE53314	NEMVE24622
OG0003063	MOUSE01749, MOUSE01748	NEMVE05637
OG0003064	MOUSE47362, MOUSE47361	NEMVE14804
OG0003065	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093	NEMVE19798, NEMVE01502
OG0003066	MOUSE27228, MOUSE01775	NEMVE23872
OG0003067	MOUSE47968, MOUSE47967	NEMVE22043
OG0003069	MOUSE30220, MOUSE30221	NEMVE09720, NEMVE22839, NEMVE06688
OG0003071	MOUSE54961, MOUSE54963, MOUSE54962, MOUSE54915, MOUSE54916, MOUSE55382, MOUSE55383, MOUSE55381, MOUSE40316, MOUSE43030, MOUSE40315	NEMVE22922
OG0003072	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250	NEMVE06185
OG0003074	MOUSE28849, MOUSE19699, MOUSE19698, MOUSE19700	NEMVE07409
OG0003075	MOUSE38797	NEMVE08481, NEMVE06766
OG0003077	MOUSE17167, MOUSE17168, MOUSE17166, MOUSE05965, MOUSE05961	NEMVE26018, NEMVE14523
OG0003078	MOUSE07682, MOUSE03101, MOUSE07680, MOUSE07681	NEMVE06351
OG0003079	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335	NEMVE15110
OG0003084	MOUSE12593, MOUSE12592, MOUSE54562	NEMVE17306
OG0003086	MOUSE11105, MOUSE11104	NEMVE01170, NEMVE01723
OG0003101	MOUSE34169, MOUSE29374, MOUSE29372, MOUSE29373, MOUSE29137, MOUSE29138, MOUSE34171, MOUSE29139	NEMVE07960
OG0003103	MOUSE00299, MOUSE00298, MOUSE11387	NEMVE17815, NEMVE09551
OG0003104	MOUSE25311, MOUSE24216, MOUSE24218, MOUSE24217	NEMVE05338
OG0003105	MOUSE32673	NEMVE20895, NEMVE14871, NEMVE08962
OG0003106	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434	NEMVE13367
OG0003107	MOUSE49658	NEMVE04878
OG0003108	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207	NEMVE21879
OG0003109	MOUSE06210, MOUSE06211	NEMVE19916, NEMVE18091, NEMVE24291
OG0003110	MOUSE13977	NEMVE22391
OG0003111	MOUSE50456	NEMVE01120, NEMVE09389, NEMVE22410
OG0003112	MOUSE00748, MOUSE00750, MOUSE00749, MOUSE00751	NEMVE05734
OG0003113	MOUSE35613	NEMVE14843
OG0003114	MOUSE20064	NEMVE12974, NEMVE03951
OG0003115	MOUSE44908, MOUSE19778, MOUSE30249	NEMVE00301
OG0003115	MOUSE01478, MOUSE01477	NEMVE10683
OG0003116	MOUSE30061, MOUSE30062	NEMVE13077
OG0003118	MOUSE14611, MOUSE14610, MOUSE23354, MOUSE23355	NEMVE06986
OG0003119	MOUSE15879	NEMVE25471
OG0003121	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594	NEMVE06066
OG0003122	MOUSE07438, MOUSE07437	NEMVE14780
OG0003122	MOUSE39148	NEMVE01334
OG0003123	MOUSE53149, MOUSE49118, MOUSE49117	NEMVE23471, NEMVE15940, NEMVE23474, NEMVE23475
OG0003124	MOUSE37996	NEMVE07294
OG0003125	MOUSE54482, MOUSE24361, MOUSE24362, MOUSE24360	NEMVE08001
OG0003126	MOUSE20843, MOUSE20841	NEMVE22974
OG0003127	MOUSE04166, MOUSE07500	NEMVE12496, NEMVE08595
OG0003127	MOUSE07499, MOUSE07498, MOUSE07508, MOUSE07510, MOUSE07509, MOUSE04164, MOUSE04162, MOUSE04163, MOUSE04159	NEMVE23321, NEMVE12556
OG0003128	MOUSE04329, MOUSE04328, MOUSE20016, MOUSE20017	NEMVE24270
OG0003129	MOUSE14377	NEMVE13080, NEMVE11504
OG0003130	MOUSE04940, MOUSE04932, MOUSE04937, MOUSE04931, MOUSE04935, MOUSE04934, MOUSE04938, MOUSE04939, MOUSE04936	NEMVE01488, NEMVE21603
OG0003131	MOUSE37612, MOUSE37613	NEMVE22604
OG0003132	MOUSE09860, MOUSE09861	NEMVE18843
OG0003133	MOUSE49541	NEMVE01926
OG0003135	MOUSE42794, MOUSE42796, MOUSE42793, MOUSE42795	NEMVE14450
OG0003136	MOUSE43360, MOUSE43359, MOUSE43361, MOUSE43363, MOUSE43362, MOUSE27394, MOUSE18666	NEMVE18312
OG0003138	MOUSE23148, MOUSE23147	NEMVE08372
OG0003140	MOUSE19516, MOUSE51755, MOUSE51756	NEMVE23520
OG0003141	MOUSE34574, MOUSE34575, MOUSE41342	NEMVE13946
OG0003142	MOUSE10135, MOUSE10134, MOUSE30841, MOUSE30840	NEMVE18327
OG0003143	MOUSE30292, MOUSE30291, MOUSE30290	NEMVE25807
OG0003144	MOUSE40351, MOUSE40349, MOUSE40350, MOUSE16285, MOUSE16284	NEMVE13803
OG0003145	MOUSE37117, MOUSE37116	NEMVE22594, NEMVE14437
OG0003146	MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720	NEMVE21927
OG0003147	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234	NEMVE02983
OG0003148	MOUSE18668, MOUSE18669, MOUSE50666, MOUSE50662, MOUSE50667	NEMVE09246
OG0003149	MOUSE30335, MOUSE30336	NEMVE13799
OG0003150	MOUSE54076, MOUSE54075, MOUSE54077, MOUSE12618	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003153	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948	NEMVE14674
OG0003154	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366	NEMVE25099
OG0003155	MOUSE46105, MOUSE46106	NEMVE02938
OG0003156	MOUSE16321, MOUSE16322, MOUSE16318, MOUSE16320, MOUSE16317, MOUSE16316, MOUSE16319	NEMVE21986
OG0003157	MOUSE45059, MOUSE45058, MOUSE45057	NEMVE04632
OG0003158	MOUSE22347, MOUSE22346, MOUSE18939	NEMVE04924
OG0003159	MOUSE48356, MOUSE48357, MOUSE41160, MOUSE41159	NEMVE13613, NEMVE14314
OG0003160	MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077	NEMVE13326
OG0003161	MOUSE07415, MOUSE07416, MOUSE07414	NEMVE04772
OG0003162	MOUSE07361, MOUSE07360, MOUSE22667	NEMVE13463
OG0003163	MOUSE51326, MOUSE18466	NEMVE21987
OG0003164	MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048	NEMVE17247
OG0003165	MOUSE00202, MOUSE00201, MOUSE00203, MOUSE00200, MOUSE00204, MOUSE34087, MOUSE34085, MOUSE34086, MOUSE34084	NEMVE08402
OG0003166	MOUSE13105	NEMVE23899
OG0003167	MOUSE46318, MOUSE04968	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003169	MOUSE22114, MOUSE22115	NEMVE23426
OG0003171	MOUSE24077, MOUSE24078	NEMVE00958
OG0003172	MOUSE30909, MOUSE30908	NEMVE13880
OG0003173	MOUSE20012, MOUSE20013, MOUSE20011, MOUSE37897, MOUSE03292, MOUSE37896	NEMVE05436
OG0003174	MOUSE19261, MOUSE19260, MOUSE19259	NEMVE00181, NEMVE14667
OG0003175	MOUSE10979, MOUSE10977, MOUSE26568, MOUSE10978, MOUSE10974, MOUSE10975	NEMVE10111, NEMVE15002
OG0003176	MOUSE49577, MOUSE49578, MOUSE49579	NEMVE05784, NEMVE14676
OG0003178	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733	NEMVE05084
OG0003179	MOUSE36753, MOUSE36752	NEMVE14494, NEMVE20675
OG0003180	MOUSE37502, MOUSE16836, MOUSE37501, MOUSE37503, MOUSE37500, MOUSE37504	NEMVE24273
OG0003181	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771	NEMVE09804
OG0003182	MOUSE12237	NEMVE14953
OG0003183	MOUSE14736, MOUSE53126, MOUSE53125, MOUSE23268	NEMVE14853
OG0003184	MOUSE03418, MOUSE03417, MOUSE03416, MOUSE31545, MOUSE31544, MOUSE31546	NEMVE14706
OG0003185	MOUSE45835, MOUSE45834, MOUSE42070	NEMVE11278
OG0003186	MOUSE55002	NEMVE01537
OG0003186	MOUSE55003, MOUSE55000, MOUSE54998, MOUSE55001, MOUSE54999, MOUSE16385, MOUSE16382, MOUSE16383, MOUSE16384	NEMVE00674
OG0003187	MOUSE48664, MOUSE48665	NEMVE20444, NEMVE23086
OG0003188	MOUSE51365, MOUSE10624, MOUSE10623, MOUSE51364, MOUSE51366	NEMVE13336
OG0003189	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392	NEMVE07613
OG0003191	MOUSE02537	NEMVE13976
OG0003192	MOUSE22239, MOUSE22238, MOUSE53061	NEMVE03402
OG0003192	MOUSE53062	NEMVE13504
OG0003193	MOUSE12911	NEMVE09272
OG0003195	MOUSE05956, MOUSE05955, MOUSE05950, MOUSE05953, MOUSE05951, MOUSE05954, MOUSE05959, MOUSE05957, MOUSE05960, MOUSE05958, MOUSE05952	NEMVE25963, NEMVE10862
OG0003196	MOUSE15027, MOUSE15028	NEMVE09009, NEMVE09005
OG0003197	MOUSE19127, MOUSE19123, MOUSE19124	NEMVE09274
OG0003199	MOUSE54398, MOUSE36250, MOUSE54397	NEMVE25466
OG0003200	MOUSE47667, MOUSE47669, MOUSE47668, MOUSE47666	NEMVE06404, NEMVE11235
OG0003202	MOUSE19952, MOUSE19951, MOUSE19950, MOUSE36940, MOUSE36943, MOUSE36941	NEMVE08285
OG0003203	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339	NEMVE23504
OG0003204	MOUSE05076, MOUSE05072, MOUSE05073, MOUSE05075, MOUSE05074, MOUSE05071	NEMVE04641
OG0003205	MOUSE01356, MOUSE10612, MOUSE10611, MOUSE10610	NEMVE11482
OG0003206	MOUSE16900, MOUSE16898, MOUSE16899	NEMVE13786
OG0003207	MOUSE52887, MOUSE52886, MOUSE35418	NEMVE13760
OG0003208	MOUSE35505, MOUSE35503, MOUSE35504, MOUSE22976, MOUSE22977	NEMVE13391
OG0003210	MOUSE24190, MOUSE24186	NEMVE12348
OG0003211	MOUSE14387, MOUSE14388, MOUSE14386	NEMVE25111
OG0003212	MOUSE17337, MOUSE14391	NEMVE08610
OG0003213	MOUSE01645	NEMVE20699, NEMVE15231
OG0003214	MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193	NEMVE19887
OG0003215	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683	NEMVE05074
OG0003217	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661	NEMVE25774
OG0003218	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409	NEMVE06170
OG0003219	MOUSE30112, MOUSE30113, MOUSE30111	NEMVE24114
OG0003221	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837	NEMVE24005, NEMVE13322
OG0003223	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765	NEMVE13687
OG0003224	MOUSE22082, MOUSE22083, MOUSE22084, MOUSE02436, MOUSE02435, MOUSE02438, MOUSE02437	NEMVE07475
OG0003225	MOUSE50984	NEMVE14015
OG0003226	MOUSE17330, MOUSE17331, MOUSE17329, MOUSE26969, MOUSE26971, MOUSE26972	NEMVE20833, NEMVE10372, NEMVE19663
OG0003227	MOUSE44731, MOUSE44729	NEMVE21244
OG0003227	MOUSE44728, MOUSE44730, MOUSE44727	NEMVE10942
OG0003228	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183	NEMVE06914
OG0003230	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721	NEMVE21692
OG0003231	MOUSE29192, MOUSE29191, MOUSE29187, MOUSE29188, MOUSE29193, MOUSE29189, MOUSE29190	NEMVE13764
OG0003234	MOUSE19369	NEMVE03676
OG0003235	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354	NEMVE11954, NEMVE22173
OG0003236	MOUSE19808, MOUSE06121, MOUSE06120, MOUSE06119	NEMVE24262
OG0003237	MOUSE38362, MOUSE38363, MOUSE38360, MOUSE38359, MOUSE38361, MOUSE52257	NEMVE07360, NEMVE04584, NEMVE02216, NEMVE02163, NEMVE23129, NEMVE13075, NEMVE01809, NEMVE06075
OG0003238	MOUSE27678	NEMVE23364
OG0003240	MOUSE02424, MOUSE39000, MOUSE38999	NEMVE15334
OG0003251	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985	NEMVE01548
OG0003252	MOUSE07423, MOUSE07422	NEMVE13979
OG0003253	MOUSE32290, MOUSE32292, MOUSE32291, MOUSE51442, MOUSE51443	NEMVE23463
OG0003254	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400	NEMVE05092
OG0003255	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606	NEMVE09782
OG0003258	MOUSE22847, MOUSE22842, MOUSE22845, MOUSE22846, MOUSE22844, MOUSE22843, MOUSE22841	NEMVE07151
OG0003260	MOUSE21863, MOUSE21862, MOUSE09414, MOUSE09413	NEMVE15106
OG0003261	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731, MOUSE22736	NEMVE25094
OG0003262	MOUSE04995, MOUSE04994, MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751	NEMVE01475
OG0003263	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279	NEMVE22513
OG0003264	MOUSE09214, MOUSE21677, MOUSE21676	NEMVE15698
OG0003265	MOUSE11282, MOUSE11280, MOUSE11281, MOUSE24983, MOUSE24982, MOUSE24981	NEMVE09756
OG0003266	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188	NEMVE14097
OG0003267	MOUSE20876	NEMVE16965
OG0003268	MOUSE13509, MOUSE13508	NEMVE11716, NEMVE22429
OG0003269	MOUSE46096, MOUSE46097	NEMVE24476
OG0003270	MOUSE14493	NEMVE21786
OG0003272	MOUSE48741, MOUSE48740	NEMVE06426
OG0003273	MOUSE20128	NEMVE13710
OG0003273	MOUSE28052	NEMVE08681, NEMVE15126, NEMVE08691, NEMVE11258
OG0003276	MOUSE20116, MOUSE18116	NEMVE23236
OG0003277	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058	NEMVE24088
OG0003278	MOUSE24735	NEMVE03405
OG0003279	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398	NEMVE14441
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	NEMVE00381, NEMVE23430
OG0003284	MOUSE22376, MOUSE22374	NEMVE16097, NEMVE21149
OG0003286	MOUSE38677, MOUSE38679	NEMVE10573
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632	NEMVE08529
OG0003288	MOUSE37027, MOUSE53951	NEMVE04690, NEMVE13954
OG0003290	MOUSE31906, MOUSE31907, MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913	NEMVE01103
OG0003291	MOUSE04595, MOUSE04594	NEMVE10692, NEMVE20230
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485	NEMVE04909, NEMVE20380
OG0003294	MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544	NEMVE06441
OG0003295	MOUSE00934, MOUSE00935, MOUSE00933	NEMVE04859
OG0003295	MOUSE21811	NEMVE04828
OG0003296	MOUSE15223, MOUSE15224	NEMVE22460
OG0003297	MOUSE05112, MOUSE05115, MOUSE05114	NEMVE11100
OG0003298	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036	NEMVE04703
OG0003299	MOUSE31972, MOUSE31969, MOUSE31970, MOUSE31971, MOUSE31968, MOUSE31967	NEMVE13192
OG0003301	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851	NEMVE21850, NEMVE21705
OG0003303	MOUSE24466	NEMVE04361
OG0003304	MOUSE35278, MOUSE35277, MOUSE35276, MOUSE35275	NEMVE18141
OG0003305	MOUSE25300, MOUSE25305, MOUSE25307, MOUSE25303, MOUSE25306, MOUSE25302, MOUSE25304, MOUSE25301	NEMVE13992
OG0003306	MOUSE41077, MOUSE41074, MOUSE41075	NEMVE24655
OG0003308	MOUSE01407, MOUSE32626, MOUSE32625, MOUSE01406, MOUSE01405	NEMVE00997
OG0003309	MOUSE08725, MOUSE08726, MOUSE23277	NEMVE14486
OG0003311	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518	NEMVE17780
OG0003314	MOUSE21944, MOUSE36526, MOUSE36527, MOUSE21943	NEMVE13216
OG0003315	MOUSE13403	NEMVE00123
OG0003316	MOUSE19113	NEMVE07618
OG0003317	MOUSE06372, MOUSE06369	NEMVE05254
OG0003317	MOUSE06371	NEMVE21332
OG0003318	MOUSE14363, MOUSE55163	NEMVE22763
OG0003319	MOUSE21531	NEMVE09347
OG0003319	MOUSE29268, MOUSE29270, MOUSE29269, MOUSE29271, MOUSE21530, MOUSE21529	NEMVE11076
OG0003320	MOUSE12779	NEMVE13147
OG0003324	MOUSE51491, MOUSE51490, MOUSE51493, MOUSE51489, MOUSE51492	NEMVE17427
OG0003325	MOUSE11163	NEMVE07678
OG0003326	MOUSE46747, MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746, MOUSE36970, MOUSE36968, MOUSE36969	NEMVE23156
OG0003327	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640	NEMVE06800
OG0003328	MOUSE12441	NEMVE14055
OG0003329	MOUSE10324, MOUSE10323	NEMVE22267
OG0003330	MOUSE51368, MOUSE51369, MOUSE51367	NEMVE17547
OG0003331	MOUSE04924, MOUSE04921, MOUSE04922	NEMVE24492
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180	NEMVE25694
OG0003333	MOUSE27043, MOUSE27042, MOUSE14353	NEMVE00058
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	NEMVE01928, NEMVE19241
OG0003336	MOUSE24199, MOUSE25894, MOUSE25893	NEMVE06507
OG0003337	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109	NEMVE13578
OG0003338	MOUSE33405, MOUSE33402, MOUSE33404, MOUSE09683, MOUSE09684, MOUSE09682, MOUSE33403	NEMVE06602
OG0003340	MOUSE34383	NEMVE15762, NEMVE20934
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	NEMVE01952
OG0003342	MOUSE30329, MOUSE30331, MOUSE30334, MOUSE30333, MOUSE30330, MOUSE30332, MOUSE44562, MOUSE44561, MOUSE44560, MOUSE20742	NEMVE17096
OG0003343	MOUSE04680	NEMVE24170
OG0003343	MOUSE04681	NEMVE17001
OG0003344	MOUSE06845, MOUSE06846	NEMVE24619
OG0003345	MOUSE05995	NEMVE12668
OG0003346	MOUSE25033, MOUSE25032, MOUSE25035, MOUSE25034	NEMVE14289
OG0003347	MOUSE26452, MOUSE26454, MOUSE26453	NEMVE23886
OG0003348	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187	NEMVE23418
OG0003349	MOUSE31587, MOUSE31588, MOUSE00810	NEMVE14973
OG0003351	MOUSE06923	NEMVE22797
OG0003351	MOUSE15844	NEMVE22733
OG0003352	MOUSE22187, MOUSE22190, MOUSE22188, MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950	NEMVE24015
OG0003353	MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279	NEMVE06482
OG0003354	MOUSE05407	NEMVE14304
OG0003355	MOUSE11469, MOUSE36993, MOUSE11468	NEMVE08592
OG0003356	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880	NEMVE06309
OG0003358	MOUSE40734, MOUSE40733	NEMVE23739
OG0003359	MOUSE24590, MOUSE24589	NEMVE13744
OG0003360	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903	NEMVE20499
OG0003361	MOUSE27474, MOUSE27475, MOUSE46164	NEMVE14739
OG0003362	MOUSE38875, MOUSE38874	NEMVE00976
OG0003363	MOUSE22150	NEMVE10901
OG0003363	MOUSE22155, MOUSE22154, MOUSE22152, MOUSE22153, MOUSE22151	NEMVE17304, NEMVE16720, NEMVE16221
OG0003364	MOUSE02179, MOUSE43998, MOUSE43999	NEMVE01971
OG0003365	MOUSE35390, MOUSE35391, MOUSE31045, MOUSE31044, MOUSE31047, MOUSE31046, MOUSE31042, MOUSE31043	NEMVE23416
OG0003366	MOUSE18707, MOUSE18706	NEMVE21908
OG0003368	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181	NEMVE21767, NEMVE00061
OG0003369	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923	NEMVE09534, NEMVE11386
OG0003370	MOUSE09868	NEMVE18949
OG0003371	MOUSE49355, MOUSE49356, MOUSE49358, MOUSE49357	NEMVE11040
OG0003372	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292	NEMVE24037
OG0003373	MOUSE41533	NEMVE24072
OG0003374	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758	NEMVE13211
OG0003375	MOUSE19488	NEMVE19185
OG0003376	MOUSE35876	NEMVE16260, NEMVE11402, NEMVE11401
OG0003377	MOUSE27183	NEMVE15318
OG0003378	MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965	NEMVE16798
OG0003379	MOUSE13738, MOUSE13737, MOUSE13736, MOUSE13739	NEMVE20545, NEMVE16052
OG0003380	MOUSE15298, MOUSE15297	NEMVE22683
OG0003381	MOUSE42057, MOUSE42059, MOUSE45841	NEMVE14322
OG0003382	MOUSE02747, MOUSE30743, MOUSE30744	NEMVE15638
OG0003383	MOUSE05798, MOUSE05796, MOUSE05797	NEMVE23495
OG0003384	MOUSE21104, MOUSE47803	NEMVE00423
OG0003385	MOUSE14742	NEMVE24878
OG0003386	MOUSE41396, MOUSE41394	NEMVE24105
OG0003387	MOUSE06531, MOUSE06530	NEMVE13639
OG0003388	MOUSE20874	NEMVE08840, NEMVE15438
OG0003391	MOUSE08210, MOUSE08211, MOUSE08213, MOUSE08214, MOUSE08212	NEMVE17395, NEMVE05209
OG0003392	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169	NEMVE09110
OG0003393	MOUSE27211, MOUSE27212, MOUSE27210, MOUSE27209	NEMVE10476, NEMVE13045, NEMVE23905
OG0003394	MOUSE15699	NEMVE16445
OG0003395	MOUSE07440	NEMVE00876
OG0003396	MOUSE41750, MOUSE19964	NEMVE24075
OG0003398	MOUSE19712, MOUSE19681, MOUSE28902, MOUSE49875, MOUSE19713	NEMVE03087
OG0003401	MOUSE27842, MOUSE20710, MOUSE44909, MOUSE44910	NEMVE11233
OG0003419	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282	NEMVE08218
OG0003420	MOUSE32878, MOUSE32879, MOUSE32877, MOUSE32880, MOUSE30898	NEMVE19645
OG0003421	MOUSE48228, MOUSE48226, MOUSE48227	NEMVE13078, NEMVE04651, NEMVE09589
OG0003422	MOUSE01858, MOUSE01856, MOUSE01855	NEMVE07883, NEMVE20521, NEMVE01482
OG0003424	MOUSE46224, MOUSE46223	NEMVE00293, NEMVE16825
OG0003424	MOUSE46232, MOUSE46231	NEMVE25971
OG0003425	MOUSE19441, MOUSE19442	NEMVE02069
OG0003426	MOUSE20301, MOUSE20300	NEMVE04788
OG0003428	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723	NEMVE22338
OG0003429	MOUSE17278, MOUSE17279	NEMVE22490
OG0003430	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838	NEMVE24395
OG0003431	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917	NEMVE04794
OG0003432	MOUSE18616	NEMVE13929
OG0003433	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207	NEMVE22730
OG0003434	MOUSE53227	NEMVE19996, NEMVE14429
OG0003435	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709	NEMVE13652
OG0003439	MOUSE13082, MOUSE52350, MOUSE52351, MOUSE52352	NEMVE25599
OG0003440	MOUSE47527, MOUSE47524, MOUSE47525, MOUSE47526	NEMVE09605
OG0003441	MOUSE11283	NEMVE08561, NEMVE06221
