Orthogroup	MOUSE	SCHMD
OG0002565	MOUSE52310, MOUSE52309, MOUSE52311	SCHMD17677
OG0002566	MOUSE37161	SCHMD19922, SCHMD09243, SCHMD21685
OG0002567	MOUSE52768, MOUSE52770, MOUSE52769	SCHMD21223, SCHMD26995
OG0002569	MOUSE50890, MOUSE50889	SCHMD23873
OG0002570	MOUSE28464	SCHMD28455
OG0002570	MOUSE28452, MOUSE28454	SCHMD28456
OG0002572	MOUSE02126, MOUSE27273, MOUSE44188	SCHMD06107
OG0002574	MOUSE18814, MOUSE18813, MOUSE07822, MOUSE07823	SCHMD02805
OG0002587	MOUSE28851, MOUSE19862, MOUSE49386, MOUSE49384, MOUSE49385, MOUSE49383, MOUSE49382	SCHMD02035
OG0002590	MOUSE28320, MOUSE28321, MOUSE13583, MOUSE13584, MOUSE49464, MOUSE49465	SCHMD26025, SCHMD20546, SCHMD22126
OG0002592	MOUSE21822, MOUSE21825, MOUSE21823, MOUSE21824, MOUSE21819, MOUSE21820, MOUSE21821	SCHMD05523
OG0002593	MOUSE22351, MOUSE05770	SCHMD16534, SCHMD08347
OG0002594	MOUSE49519, MOUSE49520, MOUSE12350	SCHMD01956
OG0002594	MOUSE12349	SCHMD08766
OG0002598	MOUSE33194, MOUSE33195, MOUSE20750	SCHMD12968
OG0002599	MOUSE23419	SCHMD16532, SCHMD16531, SCHMD18319
OG0002599	MOUSE23420, MOUSE52630	SCHMD19523, SCHMD00508, SCHMD23867, SCHMD23909
OG0002600	MOUSE48929	SCHMD24581, SCHMD08872
OG0002601	MOUSE28163	SCHMD12243, SCHMD13456, SCHMD00930
OG0002602	MOUSE06172, MOUSE06173, MOUSE17039, MOUSE17043, MOUSE18936, MOUSE17042, MOUSE17038	SCHMD11941, SCHMD17578
OG0002605	MOUSE31338, MOUSE31341	SCHMD16205
OG0002609	MOUSE30745, MOUSE30747, MOUSE30750, MOUSE30751, MOUSE30748, MOUSE30752, MOUSE30749, MOUSE30746, MOUSE13277, MOUSE13279, MOUSE13278	SCHMD03135
OG0002610	MOUSE48945, MOUSE13958	SCHMD10931, SCHMD09597, SCHMD07650
OG0002616	MOUSE46855	SCHMD21029, SCHMD27518
OG0002617	MOUSE19262	SCHMD08533
OG0002618	MOUSE06029, MOUSE06031, MOUSE06032, MOUSE06030	SCHMD12423, SCHMD17209, SCHMD29637, SCHMD09531, SCHMD10498, SCHMD01269
OG0002620	MOUSE25804, MOUSE25803, MOUSE25805, MOUSE31259, MOUSE31260	SCHMD00615
OG0002623	MOUSE16608	SCHMD03438
OG0002629	MOUSE14418, MOUSE14419	SCHMD20313
OG0002630	MOUSE18235	SCHMD02514
OG0002632	MOUSE44870	SCHMD12144
OG0002633	MOUSE18722, MOUSE07220, MOUSE07221, MOUSE07219	SCHMD04220
OG0002635	MOUSE34386, MOUSE06829, MOUSE06828, MOUSE28240, MOUSE28241, MOUSE09335	SCHMD22738, SCHMD21852
OG0002636	MOUSE42132	SCHMD17101
OG0002645	MOUSE55157, MOUSE55156, MOUSE55154	SCHMD14719
OG0002646	MOUSE39377, MOUSE39378, MOUSE39375, MOUSE39374, MOUSE39376	SCHMD02368
OG0002648	MOUSE49338, MOUSE50475, MOUSE50474	SCHMD13036, SCHMD08628
OG0002649	MOUSE21271, MOUSE21273, MOUSE21272	SCHMD03913, SCHMD04299, SCHMD18523, SCHMD13296, SCHMD12549
OG0002652	MOUSE49513	SCHMD02206
OG0002653	MOUSE01116	SCHMD03077, SCHMD03076
OG0002654	MOUSE34629, MOUSE34628	SCHMD04278
OG0002655	MOUSE51528, MOUSE51524, MOUSE51527	SCHMD15977, SCHMD23095, SCHMD15366
OG0002656	MOUSE05812, MOUSE26404, MOUSE26402, MOUSE26405, MOUSE26400, MOUSE26406, MOUSE26401, MOUSE26403, MOUSE26399	SCHMD02018
OG0002658	MOUSE30731, MOUSE30732, MOUSE12555, MOUSE12556, MOUSE12557	SCHMD15670
OG0002659	MOUSE06644, MOUSE06651, MOUSE06645, MOUSE06649, MOUSE06648, MOUSE06643, MOUSE06650, MOUSE06646, MOUSE06647, MOUSE06642	SCHMD16521
OG0002660	MOUSE11349, MOUSE11345, MOUSE11350, MOUSE11347, MOUSE11348, MOUSE11346, MOUSE11344, MOUSE11343, MOUSE11340, MOUSE11341, MOUSE11342	SCHMD15941, SCHMD29087, SCHMD18277
OG0002661	MOUSE27085, MOUSE27080, MOUSE27081, MOUSE27084	SCHMD00115
OG0002662	MOUSE16889, MOUSE06098, MOUSE06097, MOUSE06096, MOUSE14037, MOUSE14040, MOUSE14039, MOUSE14038, MOUSE14036, MOUSE14035	SCHMD17949
OG0002663	MOUSE50094, MOUSE50095, MOUSE50093, MOUSE50090, MOUSE50091, MOUSE50092, MOUSE29827, MOUSE29828	SCHMD27059
OG0002665	MOUSE20031	SCHMD18177
OG0002666	MOUSE15042, MOUSE15043, MOUSE15041, MOUSE15044, MOUSE15040	SCHMD26535, SCHMD26571, SCHMD26311
OG0002668	MOUSE49696, MOUSE52495, MOUSE52492, MOUSE52493, MOUSE52494, MOUSE52491, MOUSE52490	SCHMD11689
OG0002669	MOUSE43117	SCHMD09139, SCHMD09141, SCHMD24892, SCHMD27885
OG0002669	MOUSE43118	SCHMD09611, SCHMD23333
OG0002672	MOUSE35737, MOUSE35738, MOUSE13860, MOUSE13863	SCHMD09334, SCHMD21945
OG0002677	MOUSE06421, MOUSE06422, MOUSE06419, MOUSE06420, MOUSE06418	SCHMD08746
OG0002679	MOUSE29963, MOUSE29965, MOUSE41439, MOUSE41440, MOUSE41438	SCHMD04423
OG0002683	MOUSE54463	SCHMD25713
OG0002683	MOUSE33449, MOUSE33450	SCHMD01061, SCHMD21344
OG0002703	MOUSE51130, MOUSE51129, MOUSE43083, MOUSE43084, MOUSE51133, MOUSE51132, MOUSE51134, MOUSE51131, MOUSE43085, MOUSE43086, MOUSE51135	SCHMD02598
OG0002705	MOUSE01589, MOUSE10469, MOUSE10471, MOUSE10470	SCHMD28463, SCHMD20331, SCHMD14987
OG0002707	MOUSE02977, MOUSE20100, MOUSE20098, MOUSE20099, MOUSE11784, MOUSE11787	SCHMD05959
OG0002708	MOUSE32181, MOUSE32180, MOUSE32179, MOUSE32178	SCHMD07512
OG0002713	MOUSE45129, MOUSE45128	SCHMD21320
OG0002714	MOUSE12614, MOUSE12613	SCHMD08371
OG0002715	MOUSE11203, MOUSE11201, MOUSE11196, MOUSE11202, MOUSE11198, MOUSE11197, MOUSE11200, MOUSE11199	SCHMD04683
OG0002717	MOUSE53851, MOUSE03441, MOUSE53853, MOUSE53852, MOUSE53848, MOUSE53849, MOUSE53850	SCHMD04660, SCHMD19761
OG0002718	MOUSE34797	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510
OG0002720	MOUSE15950, MOUSE28356	SCHMD27297, SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945
OG0002721	MOUSE44257, MOUSE38596, MOUSE38594, MOUSE38592, MOUSE38591, MOUSE38593, MOUSE38595	SCHMD13472
OG0002726	MOUSE31431, MOUSE11041, MOUSE11036, MOUSE11034	SCHMD29542
OG0002728	MOUSE04888, MOUSE04887, MOUSE04886, MOUSE04885, MOUSE04884	SCHMD12425
OG0002729	MOUSE21917, MOUSE21919, MOUSE21918, MOUSE21916	SCHMD13495, SCHMD04166
OG0002731	MOUSE25602, MOUSE25603	SCHMD12439, SCHMD19462
OG0002732	MOUSE36009	SCHMD23253
OG0002739	MOUSE36533, MOUSE36532, MOUSE36534	SCHMD21270, SCHMD28406
OG0002739	MOUSE36535	SCHMD26219, SCHMD21267
OG0002740	MOUSE21704, MOUSE21703, MOUSE33822	SCHMD03938, SCHMD03830
OG0002743	MOUSE26515, MOUSE39780, MOUSE20751	SCHMD05725, SCHMD09090
OG0002745	MOUSE06424	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971
OG0002747	MOUSE49414	SCHMD01124
OG0002749	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890	SCHMD29352
OG0002750	MOUSE03503, MOUSE03504, MOUSE03505	SCHMD18505, SCHMD23730
OG0002751	MOUSE01097, MOUSE01096, MOUSE01095	SCHMD16908
OG0002751	MOUSE01098	SCHMD03819
OG0002754	MOUSE55406, MOUSE55407	SCHMD15826, SCHMD13198, SCHMD11733, SCHMD20272
OG0002755	MOUSE32749, MOUSE32748, MOUSE32747	SCHMD05796
OG0002756	MOUSE40973, MOUSE40972, MOUSE40975, MOUSE40974, MOUSE40971, MOUSE40976, MOUSE50618	SCHMD08625
OG0002757	MOUSE28677, MOUSE36233, MOUSE36229, MOUSE36231, MOUSE36232, MOUSE36230	SCHMD00910
OG0002758	MOUSE38046, MOUSE38045, MOUSE38044	SCHMD01248, SCHMD01249
OG0002760	MOUSE01943, MOUSE01945	SCHMD04520
OG0002761	MOUSE46280, MOUSE46279, MOUSE46283, MOUSE46282, MOUSE46284, MOUSE46281, MOUSE46277, MOUSE46278	SCHMD02431
OG0002762	MOUSE31050	SCHMD20467, SCHMD24092
OG0002763	MOUSE05252, MOUSE05253	SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776
OG0002764	MOUSE34877, MOUSE52301, MOUSE52303, MOUSE52304, MOUSE52302	SCHMD03065
OG0002765	MOUSE23918, MOUSE28206, MOUSE49199, MOUSE49200, MOUSE49197	SCHMD01507
OG0002766	MOUSE08094, MOUSE08096	SCHMD07474
OG0002769	MOUSE55279	SCHMD21377
OG0002770	MOUSE03174, MOUSE03172, MOUSE03173, MOUSE03170, MOUSE12839, MOUSE12838, MOUSE12841, MOUSE12840	SCHMD03395
OG0002770	MOUSE03171	SCHMD03396
OG0002771	MOUSE16702, MOUSE16698, MOUSE16704, MOUSE25182, MOUSE25183	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030
OG0002772	MOUSE01653, MOUSE01652, MOUSE01655, MOUSE01654, MOUSE01651	SCHMD09831, SCHMD01102, SCHMD01105
OG0002773	MOUSE19490	SCHMD12006, SCHMD03314, SCHMD03038
OG0002774	MOUSE17487, MOUSE17486, MOUSE51862	SCHMD14518
OG0002775	MOUSE07212, MOUSE07211, MOUSE07210	SCHMD12139, SCHMD09183
OG0002776	MOUSE19561, MOUSE19559, MOUSE19560	SCHMD19737, SCHMD20919
OG0002777	MOUSE41933, MOUSE44389, MOUSE16520, MOUSE44378, MOUSE44386, MOUSE44380, MOUSE44379	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289
OG0002779	MOUSE34708, MOUSE34707, MOUSE34709, MOUSE34710	SCHMD06581, SCHMD06580
OG0002781	MOUSE02499, MOUSE02500, MOUSE02498, MOUSE22135, MOUSE22136	SCHMD04051, SCHMD00686
OG0002782	MOUSE02962, MOUSE20119, MOUSE02961, MOUSE02964	SCHMD12067, SCHMD08222
OG0002785	MOUSE33416, MOUSE10309, MOUSE10367, MOUSE10366	SCHMD03564, SCHMD02646
OG0002787	MOUSE39863, MOUSE39864, MOUSE39865, MOUSE49599, MOUSE49597	SCHMD04800
OG0002788	MOUSE27191	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830
OG0002790	MOUSE45273, MOUSE45274, MOUSE45272	SCHMD24450
OG0002791	MOUSE48609, MOUSE23809, MOUSE23808, MOUSE25572	SCHMD13195, SCHMD14197, SCHMD04469
OG0002793	MOUSE20155, MOUSE20157, MOUSE20156, MOUSE20158	SCHMD23816, SCHMD22461
OG0002799	MOUSE38220, MOUSE38221, MOUSE38222, MOUSE16859, MOUSE16862	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012
OG0002811	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190
OG0002814	MOUSE00755, MOUSE00754, MOUSE00753, MOUSE31639, MOUSE19210, MOUSE31640	SCHMD14700
OG0002815	MOUSE33877, MOUSE32216	SCHMD12858
OG0002817	MOUSE03022, MOUSE03020, MOUSE03021, MOUSE03019, MOUSE03023, MOUSE07753, MOUSE07754	SCHMD08770
OG0002818	MOUSE46440, MOUSE24914	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943
OG0002822	MOUSE38613, MOUSE38615, MOUSE38614, MOUSE06406	SCHMD08888, SCHMD21214, SCHMD14939
OG0002823	MOUSE32396, MOUSE32399, MOUSE21431, MOUSE21432	SCHMD07226, SCHMD20525, SCHMD20323
OG0002824	MOUSE18912, MOUSE18914, MOUSE18913, MOUSE26147, MOUSE26148, MOUSE18915	SCHMD22484, SCHMD22922
OG0002825	MOUSE02236, MOUSE02238, MOUSE02233, MOUSE02234, MOUSE02235, MOUSE20486	SCHMD04002
OG0002826	MOUSE28123	SCHMD04456
OG0002827	MOUSE00490, MOUSE00492	SCHMD08735
OG0002830	MOUSE07601, MOUSE07600, MOUSE42624, MOUSE42623	SCHMD21823, SCHMD23359
OG0002831	MOUSE39381, MOUSE39380, MOUSE39379	SCHMD14362, SCHMD15514
OG0002833	MOUSE16893, MOUSE16891, MOUSE16892, MOUSE16890, MOUSE16894	SCHMD16770
OG0002836	MOUSE22891, MOUSE34627	SCHMD15161, SCHMD12971, SCHMD15160
OG0002837	MOUSE38781, MOUSE36488, MOUSE36489	SCHMD08534
OG0002838	MOUSE47899	SCHMD00590
OG0002839	MOUSE53028, MOUSE53027, MOUSE53026, MOUSE53024, MOUSE53023, MOUSE53025	SCHMD02377
OG0002840	MOUSE43716, MOUSE13817, MOUSE13818, MOUSE13816	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521
OG0002841	MOUSE39275, MOUSE39274, MOUSE39273, MOUSE39272, MOUSE39270, MOUSE39271	SCHMD26941, SCHMD29004
OG0002842	MOUSE47906, MOUSE47910, MOUSE47914, MOUSE47915, MOUSE47912, MOUSE47907, MOUSE47911, MOUSE47913, MOUSE47908, MOUSE47909	SCHMD00997, SCHMD05266
OG0002843	MOUSE37407, MOUSE37409, MOUSE37410, MOUSE37408, MOUSE37411, MOUSE37412	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	MOUSE52858	SCHMD03897
OG0002845	MOUSE51587, MOUSE51586, MOUSE51588	SCHMD02505
OG0002846	MOUSE29671, MOUSE29674	SCHMD05083, SCHMD10735, SCHMD07461, SCHMD05082
OG0002848	MOUSE09195, MOUSE09197, MOUSE09196, MOUSE09193, MOUSE09192, MOUSE09198	SCHMD05152
OG0002850	MOUSE29947, MOUSE29945, MOUSE29946, MOUSE35117, MOUSE35118	SCHMD05521
OG0002851	MOUSE16262, MOUSE16261, MOUSE16507	SCHMD04076
OG0002855	MOUSE51300	SCHMD09245
OG0002858	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268	SCHMD18586, SCHMD18130, SCHMD16715
OG0002860	MOUSE17143	SCHMD07308, SCHMD18915
OG0002861	MOUSE27136, MOUSE27137, MOUSE27134, MOUSE27135	SCHMD05292
OG0002868	MOUSE33845, MOUSE33859, MOUSE13152, MOUSE13153	SCHMD21971, SCHMD27152, SCHMD21447, SCHMD29124
OG0002869	MOUSE29505, MOUSE29506, MOUSE29504, MOUSE29503, MOUSE35068, MOUSE35067	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626
OG0002870	MOUSE32219, MOUSE32218, MOUSE32217	SCHMD16201, SCHMD23491
OG0002872	MOUSE13951, MOUSE13950	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673
OG0002876	MOUSE12960, MOUSE00037	SCHMD10099
OG0002879	MOUSE34098	SCHMD07881
OG0002881	MOUSE34597, MOUSE34598	SCHMD10893, SCHMD01364
OG0002882	MOUSE37698	SCHMD13837
OG0002884	MOUSE18338, MOUSE18339, MOUSE18337, MOUSE14316, MOUSE14317	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002885	MOUSE25787	SCHMD09734, SCHMD10047
OG0002888	MOUSE46136, MOUSE03962, MOUSE03961	SCHMD09489
OG0002889	MOUSE54307, MOUSE54308, MOUSE54309, MOUSE01746, MOUSE01747, MOUSE01745	SCHMD01004
OG0002891	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681	SCHMD13844
OG0002892	MOUSE17409, MOUSE30903, MOUSE25424	SCHMD14032
OG0002894	MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168	SCHMD25475
OG0002894	MOUSE28170	SCHMD29272
OG0002895	MOUSE41196, MOUSE23585	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	MOUSE22004, MOUSE52360, MOUSE52361, MOUSE52363, MOUSE52362, MOUSE22005, MOUSE22006, MOUSE22003	SCHMD17000
OG0002897	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133	SCHMD13842
OG0002899	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544	SCHMD08092
OG0002900	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848	SCHMD25381
OG0002901	MOUSE00118, MOUSE00119, MOUSE00117, MOUSE00116, MOUSE00114	SCHMD19466
OG0002904	MOUSE19444, MOUSE19443	SCHMD11509
OG0002906	MOUSE49581, MOUSE49582, MOUSE49580, MOUSE49583	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655	SCHMD11864, SCHMD21839
OG0002909	MOUSE52675, MOUSE52674, MOUSE52672, MOUSE52673, MOUSE06991, MOUSE06992, MOUSE06990, MOUSE06996, MOUSE06993, MOUSE06995, MOUSE06994	SCHMD13692
OG0002911	MOUSE46629, MOUSE46627, MOUSE47883, MOUSE47884, MOUSE47882, MOUSE47879, MOUSE47880, MOUSE47881	SCHMD08308
OG0002912	MOUSE43731	SCHMD11036
OG0002913	MOUSE54048	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002914	MOUSE41952	SCHMD23681
OG0002915	MOUSE09273, MOUSE09271, MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268	SCHMD09665
OG0002916	MOUSE01587, MOUSE01588, MOUSE01585, MOUSE01586, MOUSE10473, MOUSE10472, MOUSE10474	SCHMD27668, SCHMD21453, SCHMD23088
OG0002917	MOUSE22780	SCHMD01850
OG0002921	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388	SCHMD09397
OG0002922	MOUSE47874	SCHMD15284
OG0002926	MOUSE10357, MOUSE10361, MOUSE10362, MOUSE10360, MOUSE10359, MOUSE10358, MOUSE48416, MOUSE48415	SCHMD25907, SCHMD13775, SCHMD16726
OG0002927	MOUSE32596, MOUSE32595, MOUSE32594	SCHMD02868
OG0002944	MOUSE21675, MOUSE31441, MOUSE21607	SCHMD08008
OG0002948	MOUSE34612, MOUSE03993, MOUSE03992	SCHMD06278, SCHMD06277
OG0002949	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156	SCHMD00986
OG0002952	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	MOUSE41036, MOUSE41029, MOUSE41031	SCHMD15127
OG0002955	MOUSE07922, MOUSE07923	SCHMD15457, SCHMD12505
OG0002956	MOUSE01483, MOUSE01481, MOUSE01482, MOUSE01479, MOUSE01480, MOUSE19774, MOUSE19773	SCHMD03331
OG0002957	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886	SCHMD14494, SCHMD11703
OG0002959	MOUSE07746	SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743, MOUSE17738, MOUSE17740, MOUSE17737	SCHMD03221
OG0002961	MOUSE07635, MOUSE07634, MOUSE07633, MOUSE07636, MOUSE07637	SCHMD25347, SCHMD24832
OG0002962	MOUSE06206, MOUSE06208, MOUSE06205, MOUSE06207, MOUSE15010, MOUSE15009	SCHMD02732
OG0002964	MOUSE03843, MOUSE06212	SCHMD23539
OG0002966	MOUSE25420, MOUSE25422, MOUSE25423, MOUSE25421, MOUSE23956, MOUSE23957	SCHMD19835
OG0002967	MOUSE50963, MOUSE50965, MOUSE50964	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	MOUSE17700, MOUSE17701, MOUSE17702, MOUSE33928, MOUSE33927	SCHMD17924
OG0002969	MOUSE05356, MOUSE05355	SCHMD08827
OG0002973	MOUSE11207, MOUSE11206, MOUSE11205, MOUSE11204, MOUSE14431	SCHMD02061, SCHMD03023
OG0002974	MOUSE10027, MOUSE10025, MOUSE10026, MOUSE10024, MOUSE10023, MOUSE48988	SCHMD05224
OG0002976	MOUSE10248, MOUSE10247, MOUSE10246	SCHMD04973
OG0002977	MOUSE04693, MOUSE04694	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	MOUSE20325, MOUSE27992, MOUSE11706, MOUSE11705, MOUSE11703	SCHMD21481, SCHMD17387
OG0002979	MOUSE53655	SCHMD00206
OG0002979	MOUSE16549, MOUSE16547, MOUSE16548, MOUSE16546	SCHMD00263
OG0002982	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661	SCHMD01104
OG0002983	MOUSE24110, MOUSE24112, MOUSE24111	SCHMD18805
OG0002985	MOUSE14988, MOUSE14989	SCHMD03398, SCHMD14369
OG0002987	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554	SCHMD01543
OG0002987	MOUSE37181	SCHMD13405
OG0002989	MOUSE11228	SCHMD09813, SCHMD01483
OG0002990	MOUSE46843, MOUSE46844, MOUSE36054, MOUSE19416	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239	SCHMD22608, SCHMD20729
OG0002991	MOUSE21238	SCHMD16740
OG0002992	MOUSE35586, MOUSE35587, MOUSE35584, MOUSE35585, MOUSE35583, MOUSE35582, MOUSE14642, MOUSE14643	SCHMD05236
OG0002994	MOUSE09296, MOUSE09297	SCHMD00361
OG0002998	MOUSE01823, MOUSE01822, MOUSE11334, MOUSE11336, MOUSE11333, MOUSE11335, MOUSE11332	SCHMD04878
OG0003001	MOUSE26395, MOUSE26394, MOUSE26397, MOUSE26396	SCHMD16355, SCHMD17156
OG0003004	MOUSE18689, MOUSE42760	SCHMD18300, SCHMD21092
OG0003005	MOUSE18225	SCHMD05203
OG0003006	MOUSE17053, MOUSE17052, MOUSE17054	SCHMD08276, SCHMD27162
OG0003007	MOUSE33080, MOUSE33078, MOUSE33453, MOUSE50352, MOUSE50350	SCHMD03434
OG0003008	MOUSE24226, MOUSE24228, MOUSE24227, MOUSE24229	SCHMD18648, SCHMD23992
OG0003010	MOUSE46873, MOUSE46874	SCHMD10225
OG0003010	MOUSE46872, MOUSE46876, MOUSE46875	SCHMD10226
OG0003011	MOUSE39414, MOUSE39417, MOUSE39416, MOUSE39415, MOUSE15024	SCHMD06741
OG0003012	MOUSE40624	SCHMD08169, SCHMD01210
OG0003013	MOUSE22051	SCHMD06285, SCHMD12483
OG0003013	MOUSE22050	SCHMD06284
OG0003014	MOUSE12627	SCHMD10015, SCHMD02414
OG0003016	MOUSE36264	SCHMD10023
OG0003016	MOUSE36263, MOUSE45221, MOUSE45220	SCHMD10022
OG0003017	MOUSE19919	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	MOUSE35632, MOUSE35633, MOUSE35636	SCHMD22688
OG0003022	MOUSE29861, MOUSE29865, MOUSE29862, MOUSE29864, MOUSE29863, MOUSE54616, MOUSE54613, MOUSE54615, MOUSE54614	SCHMD11673
OG0003023	MOUSE02701, MOUSE02700	SCHMD00132
OG0003024	MOUSE24541, MOUSE24542, MOUSE24539	SCHMD09220
OG0003025	MOUSE17101, MOUSE13361, MOUSE13360	SCHMD12824
OG0003026	MOUSE06294, MOUSE06293	SCHMD02853, SCHMD01047
OG0003027	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805	SCHMD26555, SCHMD23346
OG0003028	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815	SCHMD00803
OG0003029	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870	SCHMD17380
OG0003030	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132, MOUSE50388	SCHMD14026, SCHMD14334
OG0003031	MOUSE05565, MOUSE05566, MOUSE05567, MOUSE39652, MOUSE39650, MOUSE39651, MOUSE39653, MOUSE39658, MOUSE39649	SCHMD01560
OG0003033	MOUSE18942, MOUSE16005	SCHMD17975
OG0003034	MOUSE48768, MOUSE48769, MOUSE51312, MOUSE51311	SCHMD06420
OG0003036	MOUSE31234	SCHMD00743, SCHMD00746, SCHMD00745
OG0003038	MOUSE16424, MOUSE16423, MOUSE43256, MOUSE43255, MOUSE43254	SCHMD04323, SCHMD17801, SCHMD23638
OG0003039	MOUSE10223, MOUSE10222, MOUSE10224	SCHMD24951
OG0003041	MOUSE13448	SCHMD13550, SCHMD13552, SCHMD05248
OG0003043	MOUSE03995, MOUSE03996	SCHMD01921
OG0003044	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287	SCHMD18036
OG0003046	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040	SCHMD02191, SCHMD02192
OG0003048	MOUSE23205, MOUSE23204, MOUSE23201, MOUSE23203, MOUSE23202	SCHMD04259
OG0003049	MOUSE09797, MOUSE09800, MOUSE33262, MOUSE33261, MOUSE33263	SCHMD02944
OG0003050	MOUSE32977, MOUSE32978, MOUSE32983, MOUSE32982, MOUSE32985, MOUSE32984, MOUSE32979, MOUSE32980, MOUSE32981, MOUSE44894, MOUSE32989, MOUSE32991, MOUSE32988, MOUSE32986, MOUSE32987, MOUSE32992, MOUSE32993	SCHMD05940
OG0003052	MOUSE21302	SCHMD10563
OG0003054	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595	SCHMD07639
OG0003055	MOUSE33434, MOUSE33435, MOUSE48879	SCHMD02492, SCHMD02453
OG0003056	MOUSE16315, MOUSE16314	SCHMD23280
OG0003060	MOUSE48788, MOUSE48790, MOUSE31847, MOUSE01639, MOUSE48789	SCHMD03911
OG0003061	MOUSE03045, MOUSE03043, MOUSE03044, MOUSE03042, MOUSE08064, MOUSE08065, MOUSE08066	SCHMD13185, SCHMD19875
OG0003063	MOUSE01749, MOUSE01748	SCHMD09452
OG0003065	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	MOUSE54914, MOUSE17257, MOUSE17260, MOUSE17259, MOUSE17258, MOUSE27228, MOUSE01775	SCHMD16401
OG0003067	MOUSE47968, MOUSE47967	SCHMD13476
OG0003072	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250	SCHMD06901
OG0003073	MOUSE04961	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	MOUSE28849, MOUSE19699, MOUSE19698, MOUSE19700	SCHMD05044
OG0003077	MOUSE17167, MOUSE17168, MOUSE17166, MOUSE05965, MOUSE05961	SCHMD16605, SCHMD02690
OG0003078	MOUSE07682	SCHMD23203
