Orthogroup	MOUSE	XENTR
OG0003828	MOUSE32817	XENTR14525
OG0003829	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103	XENTR04012
OG0003830	MOUSE32193, MOUSE32191, MOUSE32192	XENTR18560, XENTR14254
OG0003831	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298	XENTR03490
OG0003832	MOUSE02328	XENTR00382
OG0003833	MOUSE12711, MOUSE12709, MOUSE12710	XENTR15540
OG0003834	MOUSE23210	XENTR04978
OG0003834	MOUSE49466	XENTR18533
OG0003835	MOUSE06592, MOUSE06595, MOUSE06594, MOUSE06593	XENTR12732, XENTR12733
OG0003836	MOUSE36279, MOUSE36278	XENTR11782
OG0003836	MOUSE03603, MOUSE03602	XENTR15896
OG0003837	MOUSE06124, MOUSE06122	XENTR02506
OG0003838	MOUSE13017, MOUSE13018, MOUSE51688	XENTR00914
OG0003838	MOUSE36348	XENTR03476
OG0003839	MOUSE24236, MOUSE24234	XENTR13884
OG0003840	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796	XENTR12159
OG0003841	MOUSE17860, MOUSE17856, MOUSE17858, MOUSE17857, MOUSE17859, MOUSE17855, MOUSE17854, MOUSE17853, MOUSE17861	XENTR12939
OG0003842	MOUSE01994, MOUSE01996, MOUSE01991, MOUSE01992, MOUSE01990, MOUSE01989, MOUSE01993	XENTR06616
OG0003843	MOUSE02984, MOUSE02983	XENTR12778, XENTR12779
OG0003844	MOUSE33019	XENTR07150
OG0003845	MOUSE04946	XENTR04055
OG0003846	MOUSE48366	XENTR02190
OG0003846	MOUSE40451, MOUSE40452, MOUSE40453	XENTR11317
OG0003847	MOUSE05297, MOUSE05298, MOUSE05296	XENTR05448
OG0003848	MOUSE23878, MOUSE23876, MOUSE23877	XENTR09160
OG0003849	MOUSE51655, MOUSE51656, MOUSE51657	XENTR02659
OG0003849	MOUSE19816	XENTR08320
OG0003850	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273	XENTR05454
OG0003851	MOUSE25173	XENTR02901
OG0003852	MOUSE44765	XENTR01443
OG0003852	MOUSE19461	XENTR00580
OG0003853	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176	XENTR16563
OG0003854	MOUSE48498, MOUSE48499, MOUSE48496	XENTR09846
OG0003854	MOUSE44637, MOUSE44638	XENTR03116
OG0003855	MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681	XENTR18199
OG0003856	MOUSE53260	XENTR05612
OG0003857	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135	XENTR10397
OG0003859	MOUSE35707, MOUSE35706, MOUSE35705	XENTR18118
OG0003860	MOUSE08581, MOUSE08582	XENTR06357
OG0003861	MOUSE16328, MOUSE16329, MOUSE16332, MOUSE16326, MOUSE16330, MOUSE16325, MOUSE16327, MOUSE16324, MOUSE16331, MOUSE16323	XENTR12844
OG0003862	MOUSE26244, MOUSE26243, MOUSE26242, MOUSE26241, MOUSE26240, MOUSE26239	XENTR03149
OG0003863	MOUSE46853, MOUSE46851, MOUSE46852	XENTR10491, XENTR10490
OG0003864	MOUSE43181, MOUSE43180, MOUSE43182, MOUSE43179	XENTR11994
OG0003865	MOUSE15488	XENTR08410
OG0003865	MOUSE14853	XENTR08547
OG0003866	MOUSE55423, MOUSE54508	XENTR06311
OG0003867	MOUSE35425	XENTR02863
OG0003868	MOUSE23869, MOUSE23871, MOUSE23870	XENTR09159, XENTR09158
OG0003869	MOUSE05547	XENTR16798
OG0003870	MOUSE43942, MOUSE43941, MOUSE43940	XENTR11422
OG0003871	MOUSE12953	XENTR10829
OG0003872	MOUSE15344, MOUSE15345, MOUSE15348, MOUSE15346, MOUSE15349, MOUSE15347, MOUSE15343	XENTR00808
OG0003873	MOUSE24551, MOUSE24547	XENTR00180
OG0003874	MOUSE30453, MOUSE30451, MOUSE30450, MOUSE30452, MOUSE30449	XENTR15862
OG0003875	MOUSE27194	XENTR04436
OG0003876	MOUSE32588, MOUSE32587	XENTR17136
OG0003878	MOUSE31216, MOUSE31215	XENTR02554
OG0003879	MOUSE51723, MOUSE51724	XENTR11236
OG0003880	MOUSE50195, MOUSE50194, MOUSE50193	XENTR13950
OG0003880	MOUSE52393, MOUSE52391, MOUSE52395, MOUSE52394, MOUSE52392, MOUSE52390, MOUSE52388, MOUSE52389	XENTR06094
OG0003881	MOUSE34941, MOUSE34940, MOUSE34939	XENTR04081
OG0003882	MOUSE39472, MOUSE39470, MOUSE39471	XENTR16402
OG0003883	MOUSE36195, MOUSE36197, MOUSE36198, MOUSE36196, MOUSE36194	XENTR08760
OG0003884	MOUSE51646, MOUSE51647, MOUSE51649, MOUSE51645, MOUSE51650, MOUSE51648	XENTR02661
OG0003885	MOUSE52050, MOUSE52047	XENTR05759
OG0003885	MOUSE09216, MOUSE09218, MOUSE09219, MOUSE09215, MOUSE09217	XENTR02123
OG0003886	MOUSE05588, MOUSE05593	XENTR01682
OG0003887	MOUSE46306, MOUSE46305	XENTR18026
OG0003887	MOUSE30820	XENTR11440
OG0003888	MOUSE01270, MOUSE01269	XENTR15148
OG0003890	MOUSE40542, MOUSE40541, MOUSE40543, MOUSE40544	XENTR06459
OG0003890	MOUSE19610	XENTR12480
OG0003892	MOUSE24997, MOUSE24998	XENTR00762
OG0003893	MOUSE27805, MOUSE27806, MOUSE27807	XENTR13880
OG0003894	MOUSE25680	XENTR06779
OG0003895	MOUSE05047	XENTR15607
OG0003896	MOUSE04755, MOUSE04754	XENTR17970
OG0003896	MOUSE38515	XENTR16273
OG0003897	MOUSE22869, MOUSE22871	XENTR09637
OG0003898	MOUSE29424, MOUSE29423	XENTR00281
OG0003899	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511	XENTR07459
OG0003900	MOUSE20185, MOUSE20184	XENTR06624
OG0003901	MOUSE18085, MOUSE18087, MOUSE18086, MOUSE18084, MOUSE34314, MOUSE34315, MOUSE34313	XENTR10660, XENTR18510
OG0003903	MOUSE36163, MOUSE36162	XENTR11558
OG0003904	MOUSE19671, MOUSE19672, MOUSE19670	XENTR08625
OG0003904	MOUSE44859, MOUSE44858	XENTR05314
OG0003905	MOUSE02072, MOUSE02071	XENTR09275
OG0003906	MOUSE48566, MOUSE48567, MOUSE48565	XENTR05038
OG0003907	MOUSE48274, MOUSE48273	XENTR03299
OG0003908	MOUSE48727	XENTR12199
OG0003908	MOUSE01976	XENTR15544
OG0003909	MOUSE06721, MOUSE06722	XENTR13589
OG0003910	MOUSE00455, MOUSE00454	XENTR11171
OG0003910	MOUSE33951	XENTR07945
OG0003911	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430	XENTR02501
OG0003912	MOUSE49733, MOUSE49734	XENTR07778
OG0003913	MOUSE37139, MOUSE37140, MOUSE37141	XENTR15388
OG0003914	MOUSE44937, MOUSE44936	XENTR02686
OG0003915	MOUSE47591	XENTR02712
OG0003915	MOUSE53939, MOUSE53940, MOUSE53938	XENTR00701
OG0003916	MOUSE11886, MOUSE11883	XENTR04593
OG0003916	MOUSE32101	XENTR05144
OG0003917	MOUSE21864, MOUSE21866, MOUSE21865	XENTR10594
OG0003918	MOUSE36870, MOUSE36868, MOUSE36871	XENTR06731
OG0003919	MOUSE22536, MOUSE22534	XENTR14692
OG0003920	MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197	XENTR12856
OG0003921	MOUSE21508, MOUSE21507	XENTR04630
OG0003922	MOUSE15487	XENTR08412
OG0003923	MOUSE22537, MOUSE22540	XENTR04190
OG0003924	MOUSE32393, MOUSE32384	XENTR13976
OG0003925	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232	XENTR05466
OG0003927	MOUSE37875, MOUSE37879, MOUSE37877, MOUSE37876, MOUSE37874	XENTR06337, XENTR06338
OG0003928	MOUSE29342, MOUSE29339, MOUSE29338, MOUSE29345, MOUSE29343, MOUSE29341, MOUSE29340	XENTR12557, XENTR12558
OG0003929	MOUSE49806	XENTR03727
OG0003930	MOUSE01906	XENTR10794
OG0003931	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103	XENTR10403
OG0003933	MOUSE40723, MOUSE40721	XENTR11134
OG0003933	MOUSE01760, MOUSE01761	XENTR10793
OG0003934	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148	XENTR05679
OG0003935	MOUSE07299, MOUSE07301, MOUSE07304, MOUSE07305	XENTR03877
OG0003936	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407	XENTR06644
OG0003937	MOUSE46835, MOUSE46834	XENTR01997
OG0003937	MOUSE12731, MOUSE12732	XENTR01986
OG0003938	MOUSE44129, MOUSE44122, MOUSE44123, MOUSE44128, MOUSE21304, MOUSE44124, MOUSE44119	XENTR15244
OG0003939	MOUSE08650, MOUSE08652	XENTR04150
OG0003940	MOUSE27096, MOUSE27095, MOUSE27094	XENTR04461
OG0003941	MOUSE01824, MOUSE01825	XENTR10808
OG0003942	MOUSE00089	XENTR17940
OG0003944	MOUSE15418, MOUSE15417	XENTR06236
OG0003945	MOUSE41583, MOUSE41582, MOUSE41581	XENTR18416
OG0003946	MOUSE21095	XENTR08261
OG0003946	MOUSE36215, MOUSE36213	XENTR12173
OG0003947	MOUSE35865	XENTR08870
OG0003948	MOUSE27770	XENTR01906
OG0003949	MOUSE00545, MOUSE00544	XENTR02519
OG0003950	MOUSE46969, MOUSE46968, MOUSE46965, MOUSE46966, MOUSE46967, MOUSE46964	XENTR10159
OG0003951	MOUSE52852, MOUSE52853, MOUSE52855	XENTR02805
OG0003953	MOUSE48265	XENTR03298
OG0003954	MOUSE13604, MOUSE13605	XENTR15739
OG0003954	MOUSE06634	XENTR07597
OG0003955	MOUSE54923, MOUSE54922, MOUSE48233	XENTR03281
OG0003956	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798	XENTR00432
OG0003957	MOUSE00460	XENTR11174
OG0003957	MOUSE23237	XENTR13241
OG0003958	MOUSE00807	XENTR08137
OG0003959	MOUSE25457, MOUSE25458, MOUSE25459	XENTR19068
OG0003960	MOUSE14525	XENTR02354
OG0003960	MOUSE44448, MOUSE44449, MOUSE44447	XENTR13704
OG0003961	MOUSE33639	XENTR09360
OG0003962	MOUSE55666	XENTR09257
OG0003962	MOUSE13058	XENTR00890
OG0003962	MOUSE29655	XENTR15298
OG0003962	MOUSE19377	XENTR13042
OG0003965	MOUSE34195, MOUSE34194	XENTR12041
OG0003966	MOUSE16335, MOUSE16338, MOUSE16339, MOUSE16340, MOUSE16337, MOUSE16336	XENTR12845
OG0003967	MOUSE46011, MOUSE46010	XENTR01385
OG0003968	MOUSE24346, MOUSE24347	XENTR09674
OG0003969	MOUSE11696	XENTR09036
OG0003970	MOUSE37843, MOUSE37844, MOUSE37846, MOUSE37842, MOUSE37840, MOUSE37841	XENTR06325
OG0003971	MOUSE25243	XENTR16415
OG0003972	MOUSE28853, MOUSE28854	XENTR02960
OG0003973	MOUSE07129, MOUSE07128	XENTR02390
OG0003973	MOUSE28069	XENTR13883
OG0003974	MOUSE17319	XENTR07421
OG0003974	MOUSE41770	XENTR05432
OG0003978	MOUSE39336, MOUSE39339, MOUSE39337, MOUSE39338	XENTR01603
OG0003978	MOUSE21070	XENTR13382
OG0003978	MOUSE02819	XENTR01941
OG0003979	MOUSE12511	XENTR10784
OG0003979	MOUSE21669, MOUSE21671, MOUSE21670	XENTR03621, XENTR03620, XENTR03619
OG0003979	MOUSE19609	XENTR12481
OG0003979	MOUSE49786	XENTR16528
OG0003980	MOUSE34564, MOUSE34562, MOUSE34563, MOUSE34561, MOUSE34559, MOUSE34560	XENTR18634
OG0003980	MOUSE34565	XENTR16902, XENTR16903
OG0003981	MOUSE16726	XENTR10622
OG0003981	MOUSE13585	XENTR15688
OG0003981	MOUSE49457, MOUSE49456	XENTR07637
OG0003982	MOUSE51807, MOUSE51806, MOUSE51812, MOUSE51817, MOUSE51814, MOUSE51819, MOUSE51803	XENTR05293
OG0003982	MOUSE48643	XENTR05871
OG0003992	MOUSE26005	XENTR13456, XENTR13458, XENTR13457, XENTR13452, XENTR13454, XENTR17491, XENTR18059, XENTR11219, XENTR16470, XENTR16469, XENTR11220, XENTR13459, XENTR13453, XENTR18061, XENTR17492, XENTR17493, XENTR18576, XENTR18007, XENTR18004, XENTR18002, XENTR18581, XENTR16173, XENTR18003, XENTR18972, XENTR16172, XENTR16171, XENTR18005, XENTR18582, XENTR18001, XENTR18575, XENTR18006, XENTR16170, XENTR13455, XENTR18060, XENTR17495, XENTR17494
OG0003997	MOUSE48238, MOUSE48239, MOUSE48236, MOUSE48237	XENTR03284
OG0003998	MOUSE03016, MOUSE03018, MOUSE03015	XENTR13053
OG0003999	MOUSE39639, MOUSE39638	XENTR13639
OG0004000	MOUSE53010, MOUSE53011	XENTR16850
OG0004002	MOUSE08674	XENTR07505
OG0004004	MOUSE29855	XENTR09365
OG0004004	MOUSE48967	XENTR00508
OG0004005	MOUSE06870, MOUSE06869, MOUSE06871	XENTR08022
OG0004007	MOUSE33282	XENTR00335
OG0004007	MOUSE13163, MOUSE13164	XENTR12145
OG0004009	MOUSE31536, MOUSE31534	XENTR12738
OG0004009	MOUSE00745, MOUSE00744	XENTR07565
OG0004010	MOUSE10577	XENTR15365
OG0004011	MOUSE11106	XENTR09432
OG0004011	MOUSE47920	XENTR02695
OG0004012	MOUSE03422	XENTR08974
OG0004014	MOUSE22452	XENTR16545
OG0004015	MOUSE31950, MOUSE31951, MOUSE31949, MOUSE31948, MOUSE31952	XENTR07793
OG0004016	MOUSE14828	XENTR08559
OG0004017	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420	XENTR14676
OG0004018	MOUSE00552, MOUSE00553, MOUSE00555, MOUSE00554, MOUSE00556, MOUSE00557, MOUSE00551	XENTR14620
OG0004019	MOUSE44044, MOUSE44042, MOUSE44043, MOUSE44046, MOUSE44050, MOUSE44045, MOUSE44048, MOUSE44047, MOUSE44051, MOUSE44049, MOUSE44041	XENTR14133
OG0004020	MOUSE22765, MOUSE22762, MOUSE22763	XENTR03214
OG0004021	MOUSE04367, MOUSE04368	XENTR01515
OG0004022	MOUSE55226, MOUSE55227, MOUSE55225	XENTR07692
OG0004023	MOUSE32124	XENTR12549
OG0004023	MOUSE49371	XENTR09886
OG0004024	MOUSE52440, MOUSE52441, MOUSE52442	XENTR10419
OG0004025	MOUSE35923, MOUSE35917, MOUSE35926, MOUSE35925, MOUSE35922, MOUSE35916, MOUSE35918, MOUSE35924, MOUSE35921, MOUSE35919, MOUSE35920	XENTR15063
OG0004027	MOUSE02465, MOUSE02466	XENTR05193
OG0004027	MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607	XENTR01694
OG0004028	MOUSE11046, MOUSE11047, MOUSE11048	XENTR07292
OG0004029	MOUSE53190, MOUSE53188, MOUSE53187, MOUSE53189, MOUSE53185, MOUSE53186	XENTR14070
OG0004030	MOUSE17023, MOUSE17021, MOUSE17022	XENTR01775
OG0004031	MOUSE42812	XENTR02095
OG0004032	MOUSE53862, MOUSE53861	XENTR14175, XENTR14174
OG0004032	MOUSE47636	XENTR10565
OG0004033	MOUSE49958, MOUSE49957	XENTR07511
OG0004034	MOUSE44914, MOUSE44915, MOUSE44913	XENTR01478
OG0004035	MOUSE28209	XENTR18213
OG0004035	MOUSE28210, MOUSE28211	XENTR18419
OG0004036	MOUSE54435	XENTR00661
OG0004037	MOUSE23141, MOUSE23140	XENTR08593
OG0004038	MOUSE48922, MOUSE48924, MOUSE48923, MOUSE48921	XENTR14795
OG0004039	MOUSE52165	XENTR14249, XENTR17899
OG0004040	MOUSE36288	XENTR03495
OG0004041	MOUSE28030	XENTR00599
OG0004042	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986	XENTR16635
OG0004043	MOUSE52113, MOUSE52112	XENTR06092
OG0004044	MOUSE53243, MOUSE53245	XENTR01872
OG0004045	MOUSE21064, MOUSE21065, MOUSE21063, MOUSE21066	XENTR13376
OG0004046	MOUSE37639, MOUSE37640, MOUSE37635, MOUSE37633, MOUSE37641, MOUSE37638, MOUSE37637	XENTR13914
OG0004047	MOUSE06437, MOUSE06436	XENTR09809
OG0004048	MOUSE35844, MOUSE35843, MOUSE35842, MOUSE35845	XENTR08876
OG0004049	MOUSE44997	XENTR08475
OG0004049	MOUSE52155	XENTR11386
OG0004050	MOUSE14421, MOUSE14423, MOUSE14422, MOUSE14420	XENTR01327, XENTR01326
OG0004051	MOUSE26476	XENTR07177
OG0004052	MOUSE48451	XENTR14748
OG0004053	MOUSE55188, MOUSE09610, MOUSE09609, MOUSE09608	XENTR05712
OG0004053	MOUSE30254	XENTR12155
OG0004054	MOUSE07133, MOUSE07131, MOUSE07134	XENTR03843
OG0004054	MOUSE42809, MOUSE42808, MOUSE42807	XENTR02105
OG0004055	MOUSE16578, MOUSE16579, MOUSE16577	XENTR07492, XENTR07490, XENTR07491
OG0004056	MOUSE10234	XENTR16960
OG0004057	MOUSE39229, MOUSE39230, MOUSE39231	XENTR00723
OG0004058	MOUSE06723	XENTR15687
OG0004059	MOUSE42744, MOUSE42745, MOUSE42743	XENTR02089
OG0004060	MOUSE32149, MOUSE32151, MOUSE32150, MOUSE32152	XENTR10032
OG0004061	MOUSE33645, MOUSE33647, MOUSE33646, MOUSE33648	XENTR00001
OG0004062	MOUSE21177	XENTR08862
OG0004062	MOUSE03169	XENTR10337
OG0004063	MOUSE11880, MOUSE11881, MOUSE11879, MOUSE11882	XENTR04591
OG0004064	MOUSE22630, MOUSE22635, MOUSE22638, MOUSE22632, MOUSE22636, MOUSE22633, MOUSE22634	XENTR04196
OG0004065	MOUSE34851, MOUSE34850, MOUSE34848	XENTR13020
OG0004066	MOUSE50438, MOUSE50439	XENTR12212
OG0004067	MOUSE22149	XENTR14385
OG0004068	MOUSE54993	XENTR08780
OG0004069	MOUSE09407	XENTR09185
OG0004069	MOUSE27710, MOUSE27709	XENTR08526
OG0004070	MOUSE38548, MOUSE38549	XENTR11830
OG0004071	MOUSE23682	XENTR01305
OG0004071	MOUSE17774, MOUSE17773, MOUSE17772	XENTR15592
OG0004071	MOUSE32856	XENTR09667, XENTR09668
OG0004072	MOUSE05860	XENTR02752
OG0004073	MOUSE02227	XENTR11511
OG0004073	MOUSE18280	XENTR02540
OG0004073	MOUSE18279	XENTR06765
OG0004074	MOUSE36122, MOUSE36121	XENTR11569
OG0004075	MOUSE46089	XENTR00982
OG0004076	MOUSE13543, MOUSE13542, MOUSE13544, MOUSE13541	XENTR13769
OG0004077	MOUSE25262, MOUSE25257, MOUSE25259, MOUSE25252, MOUSE25254, MOUSE25253, MOUSE25255, MOUSE25256, MOUSE25261, MOUSE25258, MOUSE25251, MOUSE25260	XENTR16417
OG0004078	MOUSE21297	XENTR10912
OG0004079	MOUSE29728, MOUSE29727, MOUSE29726	XENTR01034
OG0004080	MOUSE22574, MOUSE22576, MOUSE22573	XENTR04210
OG0004080	MOUSE35471	XENTR17702
OG0004081	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884	XENTR09630
OG0004082	MOUSE23096	XENTR03276
OG0004083	MOUSE07456, MOUSE07454, MOUSE07455	XENTR09602
OG0004084	MOUSE12641	XENTR03635
OG0004085	MOUSE22015, MOUSE22018, MOUSE22014	XENTR02748
OG0004086	MOUSE28013	XENTR00590
OG0004087	MOUSE26317, MOUSE26318	XENTR08763
OG0004088	MOUSE31979, MOUSE31978, MOUSE31977	XENTR12362
OG0004088	MOUSE10527, MOUSE10528	XENTR11015
OG0004089	MOUSE52297, MOUSE52296, MOUSE52295	XENTR15591
OG0004090	MOUSE02539	XENTR05223
OG0004091	MOUSE20857	XENTR04711
OG0004092	MOUSE08723, MOUSE08721, MOUSE08722	XENTR15001
OG0004092	MOUSE05348, MOUSE05346, MOUSE05347	XENTR15101
OG0004093	MOUSE39362, MOUSE39363, MOUSE39366, MOUSE39365, MOUSE39364	XENTR15684
OG0004094	MOUSE32800, MOUSE32802, MOUSE32801, MOUSE32799	XENTR14516
OG0004095	MOUSE44365, MOUSE44371, MOUSE44373, MOUSE44363, MOUSE44366, MOUSE44369, MOUSE44364	XENTR04765
OG0004096	MOUSE26584, MOUSE24020, MOUSE24022	XENTR04695
OG0004097	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995	XENTR14379
OG0004098	MOUSE09422, MOUSE09423	XENTR09195
OG0004098	MOUSE33196	XENTR00362
OG0004099	MOUSE43934, MOUSE43936, MOUSE43938, MOUSE43933, MOUSE43935, MOUSE43939, MOUSE43932, MOUSE43937	XENTR07018
OG0004099	MOUSE14125	XENTR03906
OG0004100	MOUSE01972, MOUSE01971	XENTR15549, XENTR15547
OG0004101	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273	XENTR13964
OG0004102	MOUSE21028, MOUSE21027	XENTR02021
OG0004103	MOUSE28643	XENTR02995, XENTR02996
OG0004104	MOUSE19655, MOUSE19654	XENTR08622
OG0004105	MOUSE13474, MOUSE13473, MOUSE13475	XENTR00235
OG0004106	MOUSE34927	XENTR04092
OG0004107	MOUSE24390, MOUSE24389, MOUSE24391, MOUSE24388	XENTR09700
OG0004108	MOUSE41101, MOUSE41097, MOUSE41098, MOUSE41102	XENTR07571
OG0004110	MOUSE09563, MOUSE09564, MOUSE00786	XENTR18262
OG0004111	MOUSE13376, MOUSE13379, MOUSE13378, MOUSE13377, MOUSE06672	XENTR05171, XENTR05170, XENTR05169, XENTR05168
OG0004112	MOUSE30305	XENTR18035
OG0004113	MOUSE40746, MOUSE40745	XENTR11125
OG0004114	MOUSE20231, MOUSE20233, MOUSE20232, MOUSE20230, MOUSE20229, MOUSE20228	XENTR11643
OG0004115	MOUSE52504, MOUSE52502	XENTR10408
OG0004116	MOUSE50972, MOUSE50971	XENTR06030
OG0004117	MOUSE21546	XENTR06588
OG0004118	MOUSE39262, MOUSE39263	XENTR00736
OG0004119	MOUSE43702, MOUSE43701	XENTR07270
OG0004120	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159	XENTR09438
OG0004121	MOUSE34878, MOUSE34879	XENTR08429
OG0004123	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979	XENTR18443, XENTR02606
OG0004124	MOUSE28810	XENTR02997
OG0004124	MOUSE21577	XENTR06594
OG0004125	MOUSE06365, MOUSE06366, MOUSE06362, MOUSE06367	XENTR09786
OG0004126	MOUSE51105, MOUSE51104, MOUSE51107	XENTR02624
OG0004126	MOUSE16482	XENTR17192
OG0004127	MOUSE21644, MOUSE21643	XENTR09339
OG0004128	MOUSE40927	XENTR07972
OG0004128	MOUSE18727	XENTR04126
OG0004129	MOUSE41168	XENTR05980
OG0004131	MOUSE01061, MOUSE01059, MOUSE01060, MOUSE01065, MOUSE01063, MOUSE01068, MOUSE01066, MOUSE01067, MOUSE01062	XENTR00865
OG0004132	MOUSE29326, MOUSE29328, MOUSE29327	XENTR08207
OG0004133	MOUSE22690, MOUSE22691, MOUSE22688, MOUSE22689	XENTR08580
OG0004133	MOUSE12619	XENTR08835
OG0004134	MOUSE36567	XENTR10228
OG0004135	MOUSE05971	XENTR14499
OG0004136	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426	XENTR14548
OG0004137	MOUSE09691, MOUSE09690	XENTR05727
OG0004138	MOUSE54460	XENTR03975
OG0004139	MOUSE09412	XENTR09190
OG0004139	MOUSE01582	XENTR15382
OG0004140	MOUSE49614, MOUSE49615, MOUSE49616	XENTR05945
OG0004141	MOUSE41071, MOUSE41073, MOUSE41072, MOUSE41070	XENTR07977
OG0004141	MOUSE54325, MOUSE54326, MOUSE54324, MOUSE54323	XENTR09656
OG0004142	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545	XENTR15552
OG0004143	MOUSE32279, MOUSE32278	XENTR14330
OG0004144	MOUSE11375	XENTR10488
OG0004144	MOUSE15788, MOUSE15789, MOUSE15790	XENTR16335
OG0004145	MOUSE07101	XENTR06685
OG0004146	MOUSE37805, MOUSE37806, MOUSE37807	XENTR10320
OG0004147	MOUSE52328, MOUSE52322, MOUSE52321, MOUSE52323	XENTR18396
OG0004148	MOUSE04779, MOUSE04772, MOUSE04780	XENTR06933
OG0004149	MOUSE12935, MOUSE12936, MOUSE12934	XENTR10834
OG0004150	MOUSE53096	XENTR03403
OG0004151	MOUSE49543	XENTR00487
OG0004153	MOUSE19562	XENTR02143
OG0004154	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791	XENTR06055
OG0004155	MOUSE35674	XENTR16141
OG0004156	MOUSE39315, MOUSE39316	XENTR00751
OG0004156	MOUSE40677, MOUSE40678	XENTR10996
OG0004157	MOUSE53613, MOUSE53617, MOUSE53615, MOUSE53616	XENTR18358
OG0004158	MOUSE23332, MOUSE23331	XENTR18490
OG0004159	MOUSE42741, MOUSE07725	XENTR12092
OG0004159	MOUSE49956	XENTR07512
OG0004160	MOUSE33686	XENTR00315
OG0004161	MOUSE26104, MOUSE26106, MOUSE26105	XENTR09910
OG0004163	MOUSE45843, MOUSE45845, MOUSE45844	XENTR08707
OG0004164	MOUSE00812	XENTR07551
OG0004164	MOUSE00811, MOUSE00815	XENTR07533
OG0004166	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934	XENTR02693
OG0004167	MOUSE20431, MOUSE20429, MOUSE20428, MOUSE20430	XENTR11620
OG0004168	MOUSE04507	XENTR07704
OG0004169	MOUSE06535, MOUSE06534	XENTR16574
OG0004170	MOUSE44200	XENTR12679
OG0004171	MOUSE43264	XENTR11673
OG0004172	MOUSE27149	XENTR09863
OG0004174	MOUSE09789, MOUSE09792, MOUSE09787	XENTR05736
OG0004175	MOUSE13201	XENTR11020
OG0004176	MOUSE29681, MOUSE29682	XENTR01051
OG0004178	MOUSE54362, MOUSE54363, MOUSE54364, MOUSE54361, MOUSE54365, MOUSE54366	XENTR17208
OG0004179	MOUSE15065	XENTR12520
OG0004179	MOUSE03901	XENTR09133
OG0004180	MOUSE35507	XENTR17753
OG0004180	MOUSE22642, MOUSE22641	XENTR17078
OG0004181	MOUSE36500, MOUSE36498, MOUSE36497, MOUSE36501, MOUSE36499	XENTR05491
OG0004182	MOUSE16266	XENTR11405
OG0004183	MOUSE37772, MOUSE37770, MOUSE37768, MOUSE37765, MOUSE37773, MOUSE37763, MOUSE37769, MOUSE37764, MOUSE37767, MOUSE37766	XENTR10310
OG0004184	MOUSE24469, MOUSE24468, MOUSE24467	XENTR07501
OG0004185	MOUSE41002	XENTR07973
OG0004186	MOUSE08238, MOUSE08239	XENTR14918
OG0004186	MOUSE24519	XENTR07489
OG0004187	MOUSE49730, MOUSE49731, MOUSE49729, MOUSE49732, MOUSE49728, MOUSE49727	XENTR07777
OG0004187	MOUSE12392, MOUSE12393	XENTR12420, XENTR19105
OG0004188	MOUSE11735	XENTR09043
OG0004189	MOUSE03844	XENTR04045
OG0004189	MOUSE37274, MOUSE37277	XENTR00785
OG0004190	MOUSE03768, MOUSE03767, MOUSE03765, MOUSE03766	XENTR07315
OG0004197	MOUSE26523, MOUSE26524	XENTR07183
OG0004197	MOUSE39772, MOUSE39771, MOUSE39769, MOUSE39770	XENTR03350
OG0004198	MOUSE30465	XENTR05295
