Orthogroup	MOUSE	SACKO_ok
OG0002555	MOUSE08698, MOUSE07270, MOUSE07269, MOUSE07271, MOUSE08696, MOUSE08695, MOUSE08694, MOUSE08697	SACKO_02182
OG0002556	MOUSE55416	SACKO_31151, SACKO_12773, SACKO_03412, SACKO_01892, SACKO_14962, SACKO_02079
OG0002557	MOUSE12279, MOUSE12278, MOUSE17585, MOUSE17586, MOUSE12281	SACKO_26822
OG0002558	MOUSE24579, MOUSE24578, MOUSE07565	SACKO_03517
OG0002559	MOUSE09451, MOUSE09450, MOUSE09452, MOUSE32457, MOUSE32459, MOUSE32458, MOUSE32456, MOUSE32460	SACKO_20711
OG0002560	MOUSE32855, MOUSE32854, MOUSE32853, MOUSE32846, MOUSE32845, MOUSE32847, MOUSE32848, MOUSE32849, MOUSE32850, MOUSE32851	SACKO_16019
OG0002561	MOUSE20491	SACKO_02026
OG0002562	MOUSE01503, MOUSE01502, MOUSE01501	SACKO_25664
OG0002563	MOUSE45292	SACKO_10328
OG0002564	MOUSE05982, MOUSE05984, MOUSE05983, MOUSE38599, MOUSE38600	SACKO_22734
OG0002565	MOUSE52310, MOUSE52309, MOUSE52311	SACKO_00115
OG0002566	MOUSE37161	SACKO_20714, SACKO_20707, SACKO_20713, SACKO_20709
OG0002567	MOUSE52768, MOUSE52770, MOUSE52769	SACKO_16568
OG0002568	MOUSE36225	SACKO_24362
OG0002569	MOUSE17372, MOUSE17371, MOUSE17370, MOUSE50887, MOUSE50888	SACKO_34230
OG0002570	MOUSE28452, MOUSE28454	SACKO_20479
OG0002571	MOUSE05093, MOUSE05094, MOUSE05091, MOUSE05092, MOUSE05090, MOUSE14222, MOUSE14221, MOUSE14219, MOUSE14220	SACKO_26930
OG0002572	MOUSE02126, MOUSE27273, MOUSE44188	SACKO_16837
OG0002573	MOUSE06517, MOUSE06515, MOUSE06518, MOUSE06516, MOUSE06519	SACKO_15550, SACKO_15544
OG0002574	MOUSE18814, MOUSE18813, MOUSE07822, MOUSE07823	SACKO_22230
OG0002576	MOUSE52085, MOUSE43437, MOUSE43436, MOUSE18738, MOUSE18739	SACKO_14631
OG0002579	MOUSE38949, MOUSE38948, MOUSE05681, MOUSE35500, MOUSE35502, MOUSE35501, MOUSE22973, MOUSE22974, MOUSE22975, MOUSE22972	SACKO_21946
OG0002587	MOUSE28851, MOUSE19862, MOUSE49386, MOUSE49384, MOUSE49385, MOUSE49383, MOUSE49382	SACKO_27868
OG0002589	MOUSE29648, MOUSE29651, MOUSE29650, MOUSE29649, MOUSE29644, MOUSE29645, MOUSE29643, MOUSE29647, MOUSE29646	SACKO_06815
OG0002590	MOUSE28320, MOUSE28321, MOUSE13583, MOUSE13584, MOUSE49464, MOUSE49465	SACKO_20476
OG0002592	MOUSE21822, MOUSE21825, MOUSE21823, MOUSE21824, MOUSE21819, MOUSE21820, MOUSE21821	SACKO_34002, SACKO_33979
OG0002594	MOUSE49519, MOUSE49520, MOUSE12350	SACKO_07978
OG0002595	MOUSE38603, MOUSE38604	SACKO_28041
OG0002599	MOUSE23419	SACKO_23660
OG0002600	MOUSE48929	SACKO_06590, SACKO_04459
OG0002601	MOUSE28163	SACKO_22141
OG0002602	MOUSE06172, MOUSE06173, MOUSE17039, MOUSE17043, MOUSE18936, MOUSE17042, MOUSE17038	SACKO_02234
OG0002604	MOUSE54968, MOUSE07599, MOUSE07931, MOUSE54220, MOUSE12730	SACKO_18832
OG0002605	MOUSE31342, MOUSE31339, MOUSE31338, MOUSE31341	SACKO_14953
OG0002607	MOUSE27656, MOUSE27661, MOUSE27660, MOUSE27659, MOUSE27657, MOUSE27658	SACKO_18719
OG0002608	MOUSE02154, MOUSE02153, MOUSE47288, MOUSE47289, MOUSE47290	SACKO_11611
OG0002609	MOUSE13277, MOUSE13279, MOUSE13278	SACKO_12081
OG0002610	MOUSE48945, MOUSE13958	SACKO_01801
OG0002611	MOUSE08616, MOUSE08613, MOUSE08614, MOUSE14706, MOUSE14705	SACKO_07932
OG0002612	MOUSE54503, MOUSE40743	SACKO_26587
OG0002614	MOUSE21636, MOUSE21632, MOUSE21634, MOUSE21633, MOUSE21631, MOUSE21630, MOUSE28821, MOUSE28820, MOUSE28819, MOUSE28817, MOUSE28818	SACKO_05469
OG0002615	MOUSE21202, MOUSE12836, MOUSE12837, MOUSE03165, MOUSE03168, MOUSE03167, MOUSE03166	SACKO_33633
OG0002616	MOUSE46857, MOUSE46858, MOUSE46859, MOUSE46856	SACKO_01078
OG0002616	MOUSE46855	SACKO_01080
OG0002617	MOUSE19262	SACKO_01894
OG0002618	MOUSE06029, MOUSE06031, MOUSE06032, MOUSE06030, MOUSE38716, MOUSE38713, MOUSE38712, MOUSE38715, MOUSE38714, MOUSE38717	SACKO_28705
OG0002619	MOUSE51780	SACKO_21297
OG0002620	MOUSE25804, MOUSE25803, MOUSE25805, MOUSE31259, MOUSE31260	SACKO_04820
OG0002622	MOUSE36463, MOUSE36460, MOUSE36458, MOUSE36462, MOUSE36459, MOUSE36461, MOUSE36469, MOUSE36467, MOUSE36468, MOUSE36466, MOUSE36465	SACKO_15708
OG0002623	MOUSE16608	SACKO_22678
OG0002624	MOUSE13158, MOUSE22954, MOUSE22952, MOUSE22953, MOUSE13916, MOUSE13920, MOUSE13919, MOUSE13921, MOUSE13917, MOUSE13918	SACKO_09208
OG0002625	MOUSE16545	SACKO_25181
OG0002628	MOUSE23699, MOUSE23697, MOUSE23698, MOUSE26054, MOUSE26053	SACKO_19493
OG0002630	MOUSE21628, MOUSE21627	SACKO_03900
OG0002631	MOUSE12491	SACKO_30779
OG0002633	MOUSE18722, MOUSE07220, MOUSE07221, MOUSE07219	SACKO_11975
OG0002634	MOUSE27649	SACKO_05114
OG0002635	MOUSE34386, MOUSE06829, MOUSE06828, MOUSE28240, MOUSE28241, MOUSE09335	SACKO_28574
OG0002636	MOUSE42132, MOUSE42129, MOUSE42130, MOUSE42131, MOUSE42128	SACKO_24914
OG0002637	MOUSE15801	SACKO_00563
OG0002638	MOUSE30386, MOUSE30385, MOUSE30383, MOUSE30384	SACKO_23375
OG0002639	MOUSE02975, MOUSE02972, MOUSE02974, MOUSE02973, MOUSE02971	SACKO_12009
OG0002641	MOUSE49563, MOUSE49564, MOUSE13710	SACKO_26742
OG0002642	MOUSE40306, MOUSE40302, MOUSE40303, MOUSE40304, MOUSE40305	SACKO_32892, SACKO_06635
OG0002643	MOUSE10948	SACKO_32604
OG0002644	MOUSE55399, MOUSE55398, MOUSE55397, MOUSE55401, MOUSE55400, MOUSE55396, MOUSE54017, MOUSE54016, MOUSE54018	SACKO_08256, SACKO_08254
OG0002645	MOUSE55157, MOUSE55156, MOUSE55154	SACKO_16887
OG0002646	MOUSE39377, MOUSE39378, MOUSE39375, MOUSE39374, MOUSE39376	SACKO_24581
OG0002647	MOUSE36957, MOUSE36958, MOUSE21118	SACKO_02270, SACKO_02286
OG0002648	MOUSE49338, MOUSE50475, MOUSE50474	SACKO_29529
OG0002649	MOUSE21271, MOUSE21273, MOUSE21272	SACKO_25253
OG0002651	MOUSE24711	SACKO_20462
OG0002652	MOUSE49513	SACKO_26837
OG0002653	MOUSE01102, MOUSE01101	SACKO_25422
OG0002653	MOUSE01116	SACKO_25418
OG0002654	MOUSE34629, MOUSE34628	SACKO_17668
OG0002655	MOUSE51528, MOUSE51524, MOUSE51527	SACKO_21458
OG0002656	MOUSE05812, MOUSE26404, MOUSE26402, MOUSE26405, MOUSE26400, MOUSE26406, MOUSE26401, MOUSE26403, MOUSE26399	SACKO_00623
OG0002657	MOUSE11391, MOUSE11389, MOUSE11388, MOUSE11390, MOUSE02503, MOUSE02504, MOUSE22130, MOUSE22129, MOUSE22131, MOUSE22128	SACKO_04966
OG0002658	MOUSE30731, MOUSE30732, MOUSE12555, MOUSE12556, MOUSE12557	SACKO_13237
OG0002659	MOUSE06645, MOUSE06649, MOUSE06648, MOUSE06643, MOUSE06650, MOUSE06646, MOUSE06647, MOUSE06642	SACKO_29326
OG0002662	MOUSE16889, MOUSE06098, MOUSE06097, MOUSE06096, MOUSE14037, MOUSE14040, MOUSE14039, MOUSE14038, MOUSE14036, MOUSE14035	SACKO_15559
OG0002663	MOUSE50094, MOUSE50095, MOUSE50093, MOUSE50090, MOUSE50091, MOUSE50092, MOUSE29827, MOUSE29828	SACKO_08447
OG0002664	MOUSE33031, MOUSE33027, MOUSE18468, MOUSE33028, MOUSE33029, MOUSE33030	SACKO_29290
OG0002665	MOUSE37716, MOUSE37714, MOUSE37715, MOUSE20031	SACKO_01295
OG0002666	MOUSE15042, MOUSE15043, MOUSE15041, MOUSE15044, MOUSE15040	SACKO_31357, SACKO_13833
OG0002667	MOUSE25997, MOUSE25994, MOUSE25996, MOUSE25993, MOUSE25995, MOUSE31919, MOUSE31922, MOUSE31921, MOUSE31920	SACKO_11002
OG0002668	MOUSE49696, MOUSE52495, MOUSE52492, MOUSE52493, MOUSE52494, MOUSE52491, MOUSE52490	SACKO_30469
OG0002669	MOUSE43118	SACKO_22202
OG0002670	MOUSE07492, MOUSE07491, MOUSE07493, MOUSE16672	SACKO_14363, SACKO_11385
OG0002671	MOUSE48999, MOUSE28873, MOUSE28874, MOUSE28877, MOUSE28875, MOUSE19891	SACKO_11759
OG0002672	MOUSE13862, MOUSE13861, MOUSE35736, MOUSE35735	SACKO_01451
OG0002673	MOUSE20914, MOUSE20913, MOUSE27932, MOUSE27927, MOUSE03195	SACKO_19474
OG0002674	MOUSE10125, MOUSE10124, MOUSE10123, MOUSE10127, MOUSE10126	SACKO_08717
OG0002677	MOUSE06421, MOUSE06422, MOUSE06419, MOUSE06420, MOUSE06418	SACKO_10007
OG0002678	MOUSE36234, MOUSE36235, MOUSE45633, MOUSE45632	SACKO_06781, SACKO_06823
OG0002679	MOUSE29963, MOUSE29965, MOUSE41439, MOUSE41440, MOUSE41438	SACKO_30759, SACKO_30760
OG0002682	MOUSE33417	SACKO_15114
OG0002683	MOUSE33449, MOUSE33450	SACKO_03825
OG0002685	MOUSE00646, MOUSE15759	SACKO_34105
OG0002688	MOUSE12567, MOUSE36375, MOUSE36376	SACKO_30358, SACKO_34005, SACKO_32307, SACKO_33990, SACKO_02818, SACKO_33999, SACKO_07271, SACKO_07272, SACKO_34010, SACKO_34012, SACKO_33973
OG0002703	MOUSE51133, MOUSE51132, MOUSE51134, MOUSE51131	SACKO_11354
OG0002705	MOUSE01589, MOUSE10469, MOUSE10471	SACKO_02809, SACKO_11668
OG0002708	MOUSE32181, MOUSE32180, MOUSE32179, MOUSE32178	SACKO_20775
OG0002713	MOUSE45129, MOUSE45128	SACKO_26672
OG0002714	MOUSE12614, MOUSE12613	SACKO_32741, SACKO_32694
OG0002715	MOUSE11203, MOUSE11201, MOUSE11196, MOUSE11202, MOUSE11198, MOUSE11197, MOUSE11200, MOUSE11199	SACKO_15095
OG0002716	MOUSE38658	SACKO_04911, SACKO_21178
OG0002717	MOUSE03441, MOUSE53853, MOUSE53852, MOUSE53848, MOUSE53849, MOUSE53850	SACKO_12992
OG0002718	MOUSE34797	SACKO_28799
OG0002719	MOUSE08516, MOUSE08517, MOUSE22607	SACKO_05531
OG0002720	MOUSE15950, MOUSE28356	SACKO_12119, SACKO_22212, SACKO_22241
OG0002721	MOUSE44257, MOUSE38596, MOUSE38594, MOUSE38592, MOUSE38591, MOUSE38593, MOUSE38595	SACKO_28675, SACKO_28788
OG0002722	MOUSE11802, MOUSE11801	SACKO_25932
OG0002723	MOUSE43389, MOUSE43388, MOUSE20317, MOUSE21697, MOUSE00004, MOUSE00003	SACKO_15452
OG0002724	MOUSE06356	SACKO_17307, SACKO_17311
OG0002726	MOUSE31431, MOUSE11041, MOUSE11036, MOUSE11034	SACKO_21700
OG0002727	MOUSE32463, MOUSE32461, MOUSE32465, MOUSE32468, MOUSE32469, MOUSE32470, MOUSE32471, MOUSE32466, MOUSE32462, MOUSE32467, MOUSE32464	SACKO_26084
OG0002728	MOUSE04887, MOUSE04886, MOUSE04885, MOUSE04884	SACKO_06575, SACKO_20118
OG0002729	MOUSE21917, MOUSE21919, MOUSE21918, MOUSE21916	SACKO_13000
OG0002730	MOUSE16194, MOUSE32141, MOUSE32142, MOUSE32143, MOUSE32140, MOUSE32139, MOUSE16195, MOUSE16193, MOUSE16192	SACKO_31288
OG0002731	MOUSE25602, MOUSE25603	SACKO_13655
OG0002732	MOUSE20990, MOUSE36009, MOUSE36004, MOUSE36008, MOUSE36011, MOUSE36010, MOUSE36006	SACKO_24148
OG0002734	MOUSE24497, MOUSE24495, MOUSE24499, MOUSE24496, MOUSE24494, MOUSE24500, MOUSE24501, MOUSE24502, MOUSE08252, MOUSE08250, MOUSE08251, MOUSE08253, MOUSE24498, MOUSE08249	SACKO_23132
OG0002736	MOUSE31442, MOUSE29460, MOUSE51283, MOUSE51282	SACKO_20758
OG0002738	MOUSE06481, MOUSE14048, MOUSE38565	SACKO_33914, SACKO_33919
OG0002739	MOUSE36533, MOUSE36532, MOUSE36534	SACKO_30502
OG0002740	MOUSE21704, MOUSE21703, MOUSE33822	SACKO_21510
OG0002741	MOUSE51313, MOUSE19479, MOUSE19487, MOUSE19483, MOUSE19481, MOUSE19482, MOUSE18418, MOUSE30703	SACKO_29205
OG0002742	MOUSE20875, MOUSE31564, MOUSE31562	SACKO_17909
OG0002743	MOUSE26515, MOUSE39780, MOUSE20751	SACKO_01395
OG0002744	MOUSE23921, MOUSE23920, MOUSE25721, MOUSE25725	SACKO_33020
OG0002745	MOUSE06424	SACKO_10657, SACKO_10637
OG0002746	MOUSE43039, MOUSE43036, MOUSE43038, MOUSE43037, MOUSE43034	SACKO_10434
OG0002747	MOUSE49414, MOUSE26071	SACKO_18649
OG0002748	MOUSE25581, MOUSE25578, MOUSE25577, MOUSE25580, MOUSE25574, MOUSE25579, MOUSE25582, MOUSE25584, MOUSE25576, MOUSE25575, MOUSE25583, MOUSE25585	SACKO_03967
OG0002751	MOUSE01097, MOUSE01096, MOUSE01095	SACKO_18475, SACKO_17132
OG0002752	MOUSE38806, MOUSE38803, MOUSE38799, MOUSE38800	SACKO_09498
OG0002753	MOUSE40931, MOUSE40932, MOUSE35437, MOUSE35440, MOUSE35441, MOUSE35438	SACKO_01550
OG0002754	MOUSE55406, MOUSE55407	SACKO_04244
OG0002755	MOUSE32749, MOUSE32748, MOUSE32747	SACKO_14964
OG0002756	MOUSE40973, MOUSE40972, MOUSE40975, MOUSE40974, MOUSE40971, MOUSE40976, MOUSE50618	SACKO_02390
OG0002756	MOUSE50617	SACKO_18195
OG0002757	MOUSE36233, MOUSE36229, MOUSE36231, MOUSE36232, MOUSE36230	SACKO_28172
OG0002758	MOUSE38046, MOUSE38045, MOUSE38044	SACKO_19727, SACKO_18269
OG0002759	MOUSE12488, MOUSE12487, MOUSE12489	SACKO_12300, SACKO_31315, SACKO_00010
OG0002760	MOUSE01943, MOUSE01945	SACKO_23733
OG0002762	MOUSE40795, MOUSE31051, MOUSE31053, MOUSE31052, MOUSE02339	SACKO_26604
OG0002763	MOUSE05252, MOUSE05253	SACKO_27267
OG0002764	MOUSE34877, MOUSE52301, MOUSE52303, MOUSE52304, MOUSE52302	SACKO_19305
OG0002765	MOUSE23918, MOUSE28206, MOUSE49199, MOUSE49200, MOUSE49197	SACKO_29026
OG0002766	MOUSE08094, MOUSE08096	SACKO_14015, SACKO_14013
OG0002767	MOUSE38888, MOUSE38886, MOUSE38887, MOUSE38885, MOUSE36318	SACKO_33559
OG0002768	MOUSE02302	SACKO_30347
OG0002769	MOUSE36757, MOUSE55277, MOUSE55278, MOUSE55279	SACKO_08268, SACKO_33524
OG0002770	MOUSE03174, MOUSE03172, MOUSE03173, MOUSE03170, MOUSE12839, MOUSE12838, MOUSE12841, MOUSE12840	SACKO_17854
OG0002770	MOUSE03171	SACKO_21685
OG0002771	MOUSE16702, MOUSE16698, MOUSE16704, MOUSE25182, MOUSE25183	SACKO_12360
OG0002772	MOUSE01653, MOUSE01652, MOUSE01655, MOUSE01654, MOUSE01651	SACKO_27476, SACKO_10766, SACKO_10749, SACKO_10753, SACKO_30368, SACKO_03004, SACKO_07206
OG0002773	MOUSE19490	SACKO_21667, SACKO_16295
OG0002774	MOUSE17487, MOUSE17486, MOUSE51862	SACKO_02543
OG0002775	MOUSE07212, MOUSE07211, MOUSE07210	SACKO_08509
OG0002776	MOUSE19559, MOUSE19560	SACKO_08029
OG0002777	MOUSE41933, MOUSE44389, MOUSE16520, MOUSE44378, MOUSE44386, MOUSE44380, MOUSE44379	SACKO_13191, SACKO_20238
OG0002778	MOUSE44589, MOUSE19553	SACKO_26023
OG0002779	MOUSE34708, MOUSE34707, MOUSE34709, MOUSE34710	SACKO_04611
OG0002780	MOUSE06132, MOUSE06136	SACKO_28755
OG0002781	MOUSE02499, MOUSE02500, MOUSE02498, MOUSE22135, MOUSE22136	SACKO_00640
OG0002782	MOUSE02962, MOUSE20119, MOUSE02961, MOUSE02964	SACKO_03511
OG0002783	MOUSE13167, MOUSE13168, MOUSE13165	SACKO_18585
OG0002785	MOUSE33416, MOUSE10309, MOUSE10367, MOUSE10366	SACKO_09777
OG0002786	MOUSE30836, MOUSE44652, MOUSE44653, MOUSE44654, MOUSE44651, MOUSE16714	SACKO_16533
OG0002787	MOUSE39863, MOUSE39864, MOUSE39865, MOUSE49599, MOUSE49597	SACKO_04918
OG0002788	MOUSE27191	SACKO_19152
OG0002790	MOUSE45273, MOUSE45274, MOUSE45272	SACKO_33939
OG0002791	MOUSE48609, MOUSE23809, MOUSE23808, MOUSE25572	SACKO_17510
OG0002792	MOUSE44628, MOUSE44629, MOUSE44630, MOUSE13252	SACKO_13072
OG0002794	MOUSE26037, MOUSE26038, MOUSE26039, MOUSE23997, MOUSE23996	SACKO_26739
OG0002795	MOUSE44829, MOUSE44826, MOUSE18520, MOUSE18519	SACKO_22695
OG0002797	MOUSE20127, MOUSE28162, MOUSE28131, MOUSE28130, MOUSE28134, MOUSE28135, MOUSE28139, MOUSE28140	SACKO_28530
OG0002799	MOUSE16859, MOUSE16862	SACKO_18293
OG0002811	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739	SACKO_07953
OG0002812	MOUSE10239, MOUSE33414, MOUSE33413, MOUSE33412	SACKO_07193
OG0002813	MOUSE28850, MOUSE08964, MOUSE08961, MOUSE08965, MOUSE08960, MOUSE08963, MOUSE49374, MOUSE08962	SACKO_15396
OG0002814	MOUSE00755, MOUSE00754, MOUSE00753, MOUSE31639, MOUSE19210	SACKO_31511
OG0002815	MOUSE33877, MOUSE32216	SACKO_30783
OG0002816	MOUSE33649, MOUSE33650, MOUSE33653, MOUSE33651, MOUSE33652	SACKO_00126
OG0002817	MOUSE07753, MOUSE07754	SACKO_32465
OG0002818	MOUSE46440, MOUSE24914	SACKO_26045
OG0002819	MOUSE12443, MOUSE19687, MOUSE40979, MOUSE40977, MOUSE40978, MOUSE34835, MOUSE34834	SACKO_07228
OG0002822	MOUSE38613, MOUSE38615, MOUSE38614, MOUSE06406	SACKO_10617
OG0002823	MOUSE32397, MOUSE32394, MOUSE32395, MOUSE32398	SACKO_22759
OG0002823	MOUSE32396, MOUSE32399, MOUSE21431, MOUSE21432	SACKO_12459
OG0002824	MOUSE18912, MOUSE18914, MOUSE18913, MOUSE26147, MOUSE26148, MOUSE18915	SACKO_27741, SACKO_03538
OG0002825	MOUSE02236, MOUSE02238, MOUSE02233, MOUSE02234, MOUSE02235	SACKO_23367, SACKO_20554
OG0002826	MOUSE28123, MOUSE28122, MOUSE42625	SACKO_09112
OG0002828	MOUSE51012, MOUSE51013, MOUSE51015, MOUSE51014	SACKO_16788, SACKO_09297
OG0002829	MOUSE38643, MOUSE38644, MOUSE38642	SACKO_06729
OG0002830	MOUSE07601, MOUSE07600, MOUSE42624, MOUSE42623	SACKO_17684
OG0002831	MOUSE39381, MOUSE39380, MOUSE39379	SACKO_11570
OG0002833	MOUSE16893, MOUSE16891, MOUSE16892, MOUSE16890, MOUSE16894	SACKO_15589
OG0002834	MOUSE30356, MOUSE30354, MOUSE30355, MOUSE30353, MOUSE19451, MOUSE19450	SACKO_08996
OG0002835	MOUSE33882, MOUSE32196, MOUSE32195, MOUSE32194	SACKO_15153
OG0002836	MOUSE22891, MOUSE34627	SACKO_17669
OG0002837	MOUSE38781, MOUSE36488, MOUSE36489	SACKO_14528
OG0002838	MOUSE47899	SACKO_21690
OG0002839	MOUSE53028, MOUSE53027, MOUSE53026, MOUSE53024, MOUSE53023	SACKO_29169
OG0002840	MOUSE43716, MOUSE13817, MOUSE13818, MOUSE13816	SACKO_28316
OG0002841	MOUSE39275	SACKO_08730
OG0002841	MOUSE39274, MOUSE39273, MOUSE39272, MOUSE39270, MOUSE39271	SACKO_08709, SACKO_08680
OG0002842	MOUSE47906, MOUSE47910, MOUSE47914, MOUSE47915, MOUSE47912, MOUSE47907, MOUSE47911, MOUSE47913, MOUSE47908, MOUSE47909	SACKO_27573
OG0002843	MOUSE37407, MOUSE37409, MOUSE37410, MOUSE37408, MOUSE37411	SACKO_05859
OG0002844	MOUSE52858	SACKO_23634
OG0002846	MOUSE29671, MOUSE29674	SACKO_20375
OG0002848	MOUSE09195, MOUSE09197, MOUSE09196, MOUSE09193, MOUSE09192, MOUSE09198	SACKO_10131
OG0002850	MOUSE29947, MOUSE29945	SACKO_16964
OG0002850	MOUSE29946, MOUSE35117, MOUSE35118	SACKO_14200
OG0002851	MOUSE16262, MOUSE16261, MOUSE16507	SACKO_18925
OG0002853	MOUSE01702, MOUSE01701, MOUSE30855, MOUSE13254, MOUSE13253, MOUSE01700, MOUSE01699, MOUSE01697	SACKO_26265
OG0002854	MOUSE24041, MOUSE24039, MOUSE24038, MOUSE24040	SACKO_00564
OG0002855	MOUSE51299, MOUSE51301	SACKO_05275
OG0002858	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268	SACKO_16157, SACKO_32118
OG0002859	MOUSE21517, MOUSE21514, MOUSE21515, MOUSE21518, MOUSE21520, MOUSE21519, MOUSE21516, MOUSE21521	SACKO_17015
OG0002861	MOUSE27136, MOUSE27137, MOUSE27134, MOUSE27135	SACKO_30500, SACKO_13223
OG0002862	MOUSE45187, MOUSE52142	SACKO_03068
OG0002863	MOUSE13226, MOUSE13228, MOUSE13230, MOUSE13231, MOUSE13229, MOUSE13227	SACKO_00512
OG0002864	MOUSE01567, MOUSE01566, MOUSE01568, MOUSE01565, MOUSE01569, MOUSE05787, MOUSE05786, MOUSE27747, MOUSE27746	SACKO_28336, SACKO_19209
OG0002865	MOUSE13949, MOUSE13948, MOUSE13947	SACKO_30786
OG0002866	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339	SACKO_19174
OG0002868	MOUSE33845, MOUSE33859, MOUSE13152, MOUSE13153	SACKO_04255
OG0002869	MOUSE29505, MOUSE29506, MOUSE29504, MOUSE29503, MOUSE35068, MOUSE35067	SACKO_06610, SACKO_06611
OG0002870	MOUSE32219, MOUSE32218, MOUSE32217	SACKO_04207
OG0002871	MOUSE27163	SACKO_07598, SACKO_23392
OG0002872	MOUSE13951, MOUSE13950	SACKO_30221
OG0002873	MOUSE15070, MOUSE15076, MOUSE15069, MOUSE15071, MOUSE15072, MOUSE15074, MOUSE15073	SACKO_09763
OG0002874	MOUSE40765, MOUSE40768, MOUSE40766, MOUSE01998	SACKO_30820
OG0002875	MOUSE24731, MOUSE24726, MOUSE24727, MOUSE24729, MOUSE24728, MOUSE24725, MOUSE24730	SACKO_27826
OG0002876	MOUSE12960, MOUSE00037	SACKO_11226
OG0002877	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588	SACKO_09233, SACKO_22408
OG0002878	MOUSE49446, MOUSE13893, MOUSE13892	SACKO_29610, SACKO_29621
OG0002879	MOUSE15832, MOUSE15836, MOUSE15837, MOUSE15834, MOUSE15838, MOUSE15833, MOUSE34097, MOUSE34099, MOUSE34096	SACKO_33049
OG0002880	MOUSE00478	SACKO_12966
OG0002883	MOUSE00879, MOUSE00880	SACKO_28241
OG0002885	MOUSE25787	SACKO_11582
OG0002887	MOUSE20832, MOUSE20831, MOUSE20830, MOUSE20829	SACKO_03876
OG0002888	MOUSE46136, MOUSE03962, MOUSE03961	SACKO_13850
OG0002889	MOUSE54307, MOUSE54308, MOUSE54309, MOUSE01746, MOUSE01747, MOUSE01745	SACKO_25507
OG0002890	MOUSE09294, MOUSE09292, MOUSE09287, MOUSE09293, MOUSE09289, MOUSE09291, MOUSE09286, MOUSE09288, MOUSE09290	SACKO_30231
OG0002891	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681	SACKO_25660
OG0002892	MOUSE17409, MOUSE30903, MOUSE25424	SACKO_25315
OG0002894	MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168	SACKO_02334
OG0002895	MOUSE41196, MOUSE23585	SACKO_07081
OG0002896	MOUSE22004, MOUSE52360, MOUSE52361, MOUSE52363, MOUSE52362, MOUSE22005, MOUSE22006, MOUSE22003	SACKO_21159
OG0002897	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133	SACKO_11527
OG0002898	MOUSE48263, MOUSE48262	SACKO_12347, SACKO_11652, SACKO_11662
OG0002899	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544	SACKO_20293
OG0002900	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848	SACKO_11843
OG0002901	MOUSE00115	SACKO_31319
OG0002901	MOUSE00118, MOUSE00119, MOUSE00117, MOUSE00116, MOUSE00114	SACKO_31339
OG0002902	MOUSE46102, MOUSE46104, MOUSE46103	SACKO_31560
OG0002903	MOUSE30047, MOUSE30048, MOUSE53344, MOUSE53343	SACKO_20856, SACKO_20816
OG0002904	MOUSE19444, MOUSE19443	SACKO_31225, SACKO_28610, SACKO_27844, SACKO_28611
OG0002905	MOUSE35165, MOUSE35166, MOUSE35167, MOUSE35168	SACKO_05520
OG0002906	MOUSE49581, MOUSE49582, MOUSE49580, MOUSE49583	SACKO_11930, SACKO_11931
OG0002907	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655	SACKO_16536
OG0002909	MOUSE52675, MOUSE52674, MOUSE52672, MOUSE52673, MOUSE06991, MOUSE06992, MOUSE06990, MOUSE06996, MOUSE06993, MOUSE06995, MOUSE06994	SACKO_23664
OG0002910	MOUSE01881, MOUSE01882, MOUSE01880	SACKO_29263
OG0002911	MOUSE46627, MOUSE47883, MOUSE47884, MOUSE47882, MOUSE47879, MOUSE47880, MOUSE47881	SACKO_07058
OG0002912	MOUSE43731	SACKO_26709, SACKO_25820, SACKO_25821
OG0002913	MOUSE54048	SACKO_06634
OG0002914	MOUSE41950, MOUSE41951, MOUSE41954, MOUSE41955, MOUSE41953, MOUSE41956, MOUSE41952	SACKO_00833
OG0002915	MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268	SACKO_04947
OG0002916	MOUSE01587, MOUSE01588, MOUSE01585, MOUSE01586, MOUSE10473, MOUSE10472, MOUSE10474	SACKO_29255
OG0002917	MOUSE22778, MOUSE22783, MOUSE22784, MOUSE22777, MOUSE22779	SACKO_26409
OG0002919	MOUSE30475, MOUSE30474, MOUSE44841, MOUSE48457	SACKO_02462
OG0002921	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388	SACKO_33268
OG0002922	MOUSE46631, MOUSE46632, MOUSE46630, MOUSE47876, MOUSE47875, MOUSE47873, MOUSE47878	SACKO_17100
