Orthogroup	MOUSE	ORYLA
OG0004056	MOUSE10234	ORYLA13016
OG0004057	MOUSE39229, MOUSE39230, MOUSE39231	ORYLA18803
OG0004058	MOUSE06723	ORYLA11743
OG0004059	MOUSE42744, MOUSE42745, MOUSE42743	ORYLA09700
OG0004060	MOUSE32149, MOUSE32151, MOUSE32150, MOUSE32152	ORYLA05319
OG0004061	MOUSE33645, MOUSE33647, MOUSE33646, MOUSE33648	ORYLA06758
OG0004062	MOUSE21178, MOUSE21177	ORYLA04662
OG0004062	MOUSE03169	ORYLA01143
OG0004063	MOUSE11880, MOUSE11881, MOUSE11879, MOUSE11882	ORYLA10971
OG0004064	MOUSE22630, MOUSE22635, MOUSE22638, MOUSE22632, MOUSE22636, MOUSE22633, MOUSE22634	ORYLA20087
OG0004065	MOUSE34851, MOUSE34850, MOUSE34848	ORYLA15637
OG0004067	MOUSE22149	ORYLA00948
OG0004068	MOUSE54651, MOUSE54993	ORYLA07587
OG0004069	MOUSE09407	ORYLA17225
OG0004069	MOUSE27710, MOUSE27709	ORYLA12171
OG0004070	MOUSE38548, MOUSE38549	ORYLA00593
OG0004071	MOUSE23682, MOUSE17774, MOUSE17773, MOUSE17772, MOUSE32856	ORYLA19319
OG0004072	MOUSE05860, MOUSE05861	ORYLA07888
OG0004073	MOUSE02227	ORYLA20307
OG0004073	MOUSE18280	ORYLA13758
OG0004074	MOUSE21042, MOUSE21041, MOUSE21043, MOUSE36122, MOUSE36121	ORYLA13537, ORYLA07852
OG0004076	MOUSE13543, MOUSE13542, MOUSE13544, MOUSE13541	ORYLA01649, ORYLA01648
OG0004077	MOUSE25262, MOUSE25257, MOUSE25259, MOUSE25252, MOUSE25254, MOUSE25253, MOUSE25255, MOUSE25256, MOUSE25261, MOUSE25258, MOUSE25251, MOUSE25260	ORYLA02758
OG0004078	MOUSE21297	ORYLA04957, ORYLA04956
OG0004079	MOUSE29728, MOUSE29727, MOUSE29726	ORYLA20439, ORYLA00169
OG0004080	MOUSE22574, MOUSE22576, MOUSE22573	ORYLA10289
OG0004080	MOUSE35471	ORYLA07044
OG0004081	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884	ORYLA06891
OG0004082	MOUSE23096	ORYLA06902
OG0004083	MOUSE07456, MOUSE07454, MOUSE07455	ORYLA10118
OG0004084	MOUSE12641	ORYLA10620, ORYLA11716
OG0004085	MOUSE22015, MOUSE22018, MOUSE22014	ORYLA12276
OG0004086	MOUSE28013	ORYLA05224
OG0004087	MOUSE26317, MOUSE26318	ORYLA09831
OG0004088	MOUSE31979, MOUSE31978, MOUSE31977	ORYLA13309
OG0004088	MOUSE10527, MOUSE10528	ORYLA20375
OG0004089	MOUSE52297, MOUSE52296, MOUSE52295	ORYLA03508
OG0004090	MOUSE02539	ORYLA13744
OG0004091	MOUSE20857	ORYLA17298
OG0004092	MOUSE05348, MOUSE05346, MOUSE05347	ORYLA16447
OG0004093	MOUSE39362, MOUSE39363, MOUSE39366, MOUSE39365, MOUSE39364	ORYLA19123
OG0004094	MOUSE32800, MOUSE32802, MOUSE32801, MOUSE32799	ORYLA18005
OG0004095	MOUSE44365, MOUSE44371, MOUSE44373, MOUSE44363, MOUSE44366, MOUSE44369, MOUSE44364	ORYLA14848
OG0004096	MOUSE26584, MOUSE24020, MOUSE24022	ORYLA06633, ORYLA13446
OG0004097	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995	ORYLA00951
OG0004098	MOUSE33196	ORYLA13241
OG0004099	MOUSE43934, MOUSE43936, MOUSE43938, MOUSE43933, MOUSE43935, MOUSE43939, MOUSE43932, MOUSE43937	ORYLA05808
OG0004099	MOUSE14125	ORYLA07729
OG0004100	MOUSE01972, MOUSE01971	ORYLA14757
OG0004101	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273	ORYLA00034
OG0004102	MOUSE21028, MOUSE21027	ORYLA08051, ORYLA05259
OG0004103	MOUSE28643	ORYLA16172
OG0004104	MOUSE19655, MOUSE19654	ORYLA17223
OG0004105	MOUSE13474, MOUSE13473, MOUSE13475	ORYLA05328
OG0004106	MOUSE34927	ORYLA14443, ORYLA16021
OG0004107	MOUSE24390, MOUSE24389, MOUSE24391, MOUSE24388	ORYLA03667
OG0004108	MOUSE41101, MOUSE41097, MOUSE41098, MOUSE41102, MOUSE41099, MOUSE41100	ORYLA05030
OG0004110	MOUSE09563, MOUSE09564	ORYLA03874
OG0004110	MOUSE00786	ORYLA05290
OG0004111	MOUSE13376, MOUSE13379, MOUSE13378, MOUSE13377	ORYLA02203, ORYLA05362
OG0004111	MOUSE06672	ORYLA11476
OG0004112	MOUSE30305	ORYLA01550
OG0004113	MOUSE40746, MOUSE40745	ORYLA15528
OG0004114	MOUSE20231, MOUSE20233, MOUSE20232, MOUSE20230, MOUSE20229, MOUSE20228	ORYLA04348
OG0004115	MOUSE52504, MOUSE52502	ORYLA06190
OG0004115	MOUSE52501, MOUSE52503	ORYLA19621
OG0004116	MOUSE50972, MOUSE50971	ORYLA04207
OG0004117	MOUSE21546	ORYLA06456
OG0004118	MOUSE39262, MOUSE39263	ORYLA11078, ORYLA15080
OG0004119	MOUSE43702, MOUSE43701	ORYLA12671
OG0004120	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159	ORYLA04987
OG0004121	MOUSE34878, MOUSE34879	ORYLA15655
OG0004121	MOUSE52300	ORYLA03797, ORYLA06814
OG0004123	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979	ORYLA19290
OG0004124	MOUSE28810	ORYLA15467
OG0004124	MOUSE21577	ORYLA09082
OG0004125	MOUSE06365, MOUSE06366, MOUSE06362, MOUSE06367, MOUSE06364, MOUSE06363	ORYLA00144
OG0004126	MOUSE16482	ORYLA03650
OG0004127	MOUSE21644, MOUSE21643	ORYLA09061
OG0004128	MOUSE40927	ORYLA13697
OG0004128	MOUSE18727	ORYLA04740
OG0004129	MOUSE41168	ORYLA04726
OG0004130	MOUSE30313, MOUSE30312, MOUSE30314, MOUSE30315, MOUSE30306	ORYLA05755, ORYLA05756
OG0004131	MOUSE01061, MOUSE01059, MOUSE01060, MOUSE01065, MOUSE01063, MOUSE01068, MOUSE01066, MOUSE01067, MOUSE01062	ORYLA17963
OG0004132	MOUSE29326, MOUSE29328, MOUSE29327	ORYLA08928
OG0004133	MOUSE22690, MOUSE22691, MOUSE22688, MOUSE22689	ORYLA03520
OG0004133	MOUSE12619	ORYLA09449
OG0004134	MOUSE36567	ORYLA20471
OG0004135	MOUSE38580, MOUSE38581	ORYLA00556
OG0004135	MOUSE05971	ORYLA19702, ORYLA17201
OG0004136	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426	ORYLA15892
OG0004137	MOUSE09691, MOUSE09690	ORYLA19715
OG0004138	MOUSE54460	ORYLA08801
OG0004139	MOUSE01582	ORYLA10225, ORYLA13368
OG0004140	MOUSE49614, MOUSE49615, MOUSE49616	ORYLA15266
OG0004141	MOUSE41071, MOUSE41073, MOUSE41072, MOUSE41070	ORYLA15916
OG0004141	MOUSE54325, MOUSE54326, MOUSE54324, MOUSE54323	ORYLA20262
OG0004142	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545	ORYLA19228
OG0004143	MOUSE32279, MOUSE32278	ORYLA14097
OG0004143	MOUSE51729	ORYLA12079
OG0004144	MOUSE11375	ORYLA06031
OG0004144	MOUSE15788, MOUSE15789, MOUSE15790	ORYLA09444
OG0004146	MOUSE37805, MOUSE37806, MOUSE37807, MOUSE37809	ORYLA17537
OG0004147	MOUSE52328, MOUSE52322, MOUSE52321, MOUSE52323	ORYLA09999, ORYLA08535
OG0004148	MOUSE04772, MOUSE04780	ORYLA19465
OG0004149	MOUSE12935, MOUSE12936, MOUSE12934	ORYLA09652
OG0004149	MOUSE54015, MOUSE54013, MOUSE54014	ORYLA00944
OG0004150	MOUSE53095	ORYLA18859
OG0004151	MOUSE49543	ORYLA16600
OG0004153	MOUSE19562	ORYLA01191
OG0004154	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791	ORYLA10398
OG0004156	MOUSE39315, MOUSE39316	ORYLA14744, ORYLA14745
OG0004156	MOUSE40677, MOUSE40678	ORYLA14464
OG0004157	MOUSE53613, MOUSE53617, MOUSE53615, MOUSE53616	ORYLA20243, ORYLA16041
OG0004158	MOUSE23329	ORYLA08591, ORYLA09357
OG0004158	MOUSE35537	ORYLA08876
OG0004159	MOUSE42741, MOUSE07725	ORYLA10140
OG0004159	MOUSE49956	ORYLA00101
OG0004160	MOUSE33686	ORYLA06641, ORYLA13459
OG0004161	MOUSE26104, MOUSE26106, MOUSE26105	ORYLA08743
OG0004162	MOUSE38557, MOUSE38558, MOUSE38556, MOUSE38555	ORYLA16508
OG0004163	MOUSE45843, MOUSE45845, MOUSE45844	ORYLA14605
OG0004164	MOUSE00812	ORYLA03880
OG0004164	MOUSE03436	ORYLA08087, ORYLA04989
OG0004166	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934, MOUSE47937	ORYLA15487
OG0004167	MOUSE20431, MOUSE20429, MOUSE20428, MOUSE20430	ORYLA15371
OG0004168	MOUSE04507	ORYLA03465
OG0004169	MOUSE06535, MOUSE06534, MOUSE06536	ORYLA16635
OG0004170	MOUSE44200	ORYLA04409
OG0004171	MOUSE43265, MOUSE43264	ORYLA03005
OG0004172	MOUSE27149	ORYLA15121
OG0004174	MOUSE09789, MOUSE09792, MOUSE09787	ORYLA17453
OG0004176	MOUSE29683, MOUSE29686, MOUSE29687, MOUSE29685, MOUSE29684, MOUSE29681, MOUSE29682	ORYLA20490
OG0004178	MOUSE54362, MOUSE54363, MOUSE54364, MOUSE54361, MOUSE54365, MOUSE54366	ORYLA20267, ORYLA16161
OG0004179	MOUSE15065	ORYLA15111
OG0004179	MOUSE03901	ORYLA16660, ORYLA08320
OG0004180	MOUSE35507	ORYLA09252
OG0004180	MOUSE22642, MOUSE22641	ORYLA20090
OG0004181	MOUSE36500, MOUSE36498, MOUSE36497, MOUSE36501, MOUSE36499	ORYLA00305
OG0004182	MOUSE16266	ORYLA03175, ORYLA03174
OG0004183	MOUSE37772, MOUSE37770, MOUSE37768, MOUSE37765, MOUSE37773, MOUSE37763, MOUSE37769, MOUSE37764, MOUSE37767, MOUSE37766	ORYLA17883
OG0004184	MOUSE24469, MOUSE24468, MOUSE24467	ORYLA04652, ORYLA04653
OG0004185	MOUSE41002	ORYLA13738
OG0004186	MOUSE08238, MOUSE08239	ORYLA10541
OG0004186	MOUSE24519	ORYLA04337, ORYLA04880
OG0004187	MOUSE49730, MOUSE49731, MOUSE49729, MOUSE49732, MOUSE49728, MOUSE49727	ORYLA12466
OG0004187	MOUSE12392, MOUSE12393	ORYLA09321
OG0004189	MOUSE03844	ORYLA03747
OG0004189	MOUSE37274, MOUSE37277	ORYLA17861, ORYLA02777
OG0004190	MOUSE03768, MOUSE03767, MOUSE03765, MOUSE03766	ORYLA16767
OG0004197	MOUSE26523, MOUSE26524	ORYLA08401
OG0004197	MOUSE39772, MOUSE39771, MOUSE39769, MOUSE39770	ORYLA05626, ORYLA01838
OG0004198	MOUSE51798, MOUSE51799, MOUSE30466, MOUSE51800, MOUSE51797, MOUSE30464, MOUSE53159, MOUSE30467	ORYLA05752, ORYLA01549
OG0004199	MOUSE03284, MOUSE03277, MOUSE03276, MOUSE03283, MOUSE03282, MOUSE03280, MOUSE03279, MOUSE03281	ORYLA03857, ORYLA03858, ORYLA04490
OG0004200	MOUSE50519	ORYLA03824, ORYLA03283
OG0004200	MOUSE16170, MOUSE16171	ORYLA09569, ORYLA18574
OG0004214	MOUSE09181, MOUSE09182	ORYLA06043
OG0004215	MOUSE04644, MOUSE04645	ORYLA03688
OG0004216	MOUSE14315	ORYLA11137
OG0004217	MOUSE29607, MOUSE29605, MOUSE29609, MOUSE29606	ORYLA00162
OG0004218	MOUSE21624	ORYLA09066
OG0004219	MOUSE26374, MOUSE26373, MOUSE26372, MOUSE26375	ORYLA09856
OG0004222	MOUSE07263, MOUSE07265	ORYLA10143
OG0004223	MOUSE19997, MOUSE19998, MOUSE19999	ORYLA01529
OG0004225	MOUSE02495, MOUSE02496	ORYLA14375
OG0004225	MOUSE35564, MOUSE35565, MOUSE35566	ORYLA06540
OG0004226	MOUSE07340, MOUSE07341, MOUSE07342, MOUSE07343, MOUSE07345	ORYLA10741, ORYLA01488
OG0004227	MOUSE33778, MOUSE33777, MOUSE36136, MOUSE33779, MOUSE33776, MOUSE36135	ORYLA15581
OG0004228	MOUSE12646	ORYLA11717
OG0004229	MOUSE00997, MOUSE00996, MOUSE00995	ORYLA04904
OG0004230	MOUSE51030	ORYLA03779
OG0004231	MOUSE06022, MOUSE06023, MOUSE06024, MOUSE06019, MOUSE06020, MOUSE06021, MOUSE06018	ORYLA17203
OG0004232	MOUSE36556, MOUSE36555	ORYLA18836
OG0004233	MOUSE35017	ORYLA13892, ORYLA03624
OG0004235	MOUSE03742	ORYLA18461
OG0004235	MOUSE03743, MOUSE03741	ORYLA18460
OG0004236	MOUSE03079, MOUSE03080, MOUSE03082, MOUSE03081, MOUSE03083	ORYLA18284
OG0004237	MOUSE30122	ORYLA00477
OG0004238	MOUSE09241, MOUSE09242, MOUSE09240	ORYLA02026
OG0004238	MOUSE09243	ORYLA19743
OG0004239	MOUSE28573, MOUSE28574	ORYLA15565
OG0004240	MOUSE28033, MOUSE28034	ORYLA05216
OG0004241	MOUSE12604	ORYLA09540, ORYLA09541
OG0004242	MOUSE48579, MOUSE48578	ORYLA13103
OG0004244	MOUSE39446	ORYLA11023, ORYLA15377
OG0004245	MOUSE46663, MOUSE01753	ORYLA05193
OG0004246	MOUSE05244, MOUSE05247, MOUSE05246, MOUSE05245, MOUSE05248, MOUSE05250, MOUSE05243	ORYLA08241
OG0004247	MOUSE50555	ORYLA04151
OG0004248	MOUSE28543, MOUSE28542	ORYLA15416
OG0004249	MOUSE36762, MOUSE36761	ORYLA02545
OG0004250	MOUSE07478	ORYLA10123
OG0004251	MOUSE37097, MOUSE37098, MOUSE37099, MOUSE37096	ORYLA13407, ORYLA06357
OG0004252	MOUSE32135, MOUSE32137, MOUSE32136	ORYLA11763
OG0004253	MOUSE46486	ORYLA08024
OG0004253	MOUSE38017	ORYLA03451
OG0004254	MOUSE47893, MOUSE47895, MOUSE47891	ORYLA02332
OG0004255	MOUSE52729, MOUSE52728	ORYLA14321
OG0004257	MOUSE15260, MOUSE15269, MOUSE15262, MOUSE15267, MOUSE15270, MOUSE15271, MOUSE15258, MOUSE15256	ORYLA13796
OG0004258	MOUSE01268	ORYLA08400
OG0004259	MOUSE51557	ORYLA14901
OG0004260	MOUSE27705	ORYLA14804
OG0004261	MOUSE18953	ORYLA02160
OG0004262	MOUSE07848, MOUSE07849, MOUSE07847, MOUSE07846, MOUSE07845, MOUSE07850, MOUSE07851	ORYLA11314
OG0004263	MOUSE23322, MOUSE23323	ORYLA19672
OG0004264	MOUSE21145, MOUSE21144	ORYLA05100, ORYLA08266
OG0004264	MOUSE47780, MOUSE47777, MOUSE47776, MOUSE47778	ORYLA17356
OG0004265	MOUSE31256, MOUSE31255, MOUSE31257, MOUSE31254	ORYLA13288
OG0004266	MOUSE37614	ORYLA17776
OG0004266	MOUSE37616, MOUSE37615	ORYLA17778
OG0004266	MOUSE37617	ORYLA17777
OG0004268	MOUSE43767	ORYLA18618
OG0004269	MOUSE21279	ORYLA00762
OG0004270	MOUSE30645, MOUSE30642, MOUSE30643	ORYLA05748
OG0004271	MOUSE07011, MOUSE07006, MOUSE07010, MOUSE07007	ORYLA10889, ORYLA14724
OG0004272	MOUSE10182, MOUSE10181	ORYLA17688
OG0004273	MOUSE03740, MOUSE03739	ORYLA05805
OG0004274	MOUSE49164, MOUSE49162, MOUSE49165, MOUSE49163	ORYLA19950
OG0004275	MOUSE14507, MOUSE14506	ORYLA14720
OG0004275	MOUSE40862	ORYLA14202
OG0004276	MOUSE13591, MOUSE13590, MOUSE13592	ORYLA05549
OG0004278	MOUSE32307, MOUSE32308	ORYLA02821
OG0004280	MOUSE05845	ORYLA16385
OG0004281	MOUSE15895	ORYLA02976
OG0004282	MOUSE34385, MOUSE18208, MOUSE34384, MOUSE19008	ORYLA01943
OG0004283	MOUSE36392, MOUSE36393, MOUSE36395	ORYLA01415
OG0004284	MOUSE36220, MOUSE36221, MOUSE36222, MOUSE36219	ORYLA12786
OG0004285	MOUSE09549, MOUSE09548	ORYLA01291
OG0004286	MOUSE38183	ORYLA03608
OG0004287	MOUSE07179, MOUSE07178, MOUSE07180	ORYLA10346
OG0004289	MOUSE11686	ORYLA11614
OG0004290	MOUSE49088, MOUSE49087, MOUSE49091	ORYLA14551
OG0004290	MOUSE50496	ORYLA06167, ORYLA01685
OG0004291	MOUSE49955	ORYLA05148
OG0004292	MOUSE22126	ORYLA04782
OG0004294	MOUSE45825, MOUSE45826	ORYLA12360
OG0004294	MOUSE23646	ORYLA15730
OG0004295	MOUSE01535	ORYLA13614
OG0004296	MOUSE36887, MOUSE36888, MOUSE36886	ORYLA18165
OG0004297	MOUSE17548, MOUSE17547	ORYLA01594
OG0004299	MOUSE45365, MOUSE45364, MOUSE45363, MOUSE45366	ORYLA04240
OG0004300	MOUSE09385, MOUSE09382, MOUSE09383, MOUSE09381	ORYLA20173
OG0004301	MOUSE20508, MOUSE20509	ORYLA01175
OG0004302	MOUSE10622	ORYLA07918
OG0004303	MOUSE22704, MOUSE22703	ORYLA06906
OG0004304	MOUSE37269, MOUSE37270, MOUSE37272, MOUSE37273, MOUSE37268, MOUSE37271	ORYLA02764
OG0004305	MOUSE01348, MOUSE01351, MOUSE01349, MOUSE01350	ORYLA12983
OG0004306	MOUSE09333, MOUSE09332, MOUSE09330	ORYLA19624, ORYLA19623
OG0004307	MOUSE06376	ORYLA19761, ORYLA16647
OG0004308	MOUSE54690	ORYLA01248
OG0004309	MOUSE41163	ORYLA08360
OG0004310	MOUSE30195	ORYLA02009
OG0004310	MOUSE48396, MOUSE48397	ORYLA12810
OG0004311	MOUSE48412, MOUSE48411	ORYLA06878, ORYLA12820, ORYLA12821, ORYLA12822
OG0004311	MOUSE44890, MOUSE44889, MOUSE44891	ORYLA12213
OG0004312	MOUSE24379	ORYLA08934
OG0004314	MOUSE24075	ORYLA13384
OG0004315	MOUSE46706, MOUSE46707, MOUSE46703, MOUSE46704, MOUSE46705	ORYLA08110
OG0004316	MOUSE29532, MOUSE38350, MOUSE29529, MOUSE29530	ORYLA13055
OG0004317	MOUSE37915, MOUSE37917, MOUSE37918	ORYLA02343
OG0004318	MOUSE06386, MOUSE06388, MOUSE06387	ORYLA08308
OG0004319	MOUSE45846	ORYLA14604
OG0004319	MOUSE39474	ORYLA15324
OG0004321	MOUSE01005, MOUSE01006, MOUSE01004	ORYLA08343
OG0004322	MOUSE09310, MOUSE09311, MOUSE09309, MOUSE09312	ORYLA02168
OG0004323	MOUSE00465, MOUSE00466, MOUSE00467, MOUSE00468	ORYLA11937
OG0004324	MOUSE30540, MOUSE29117, MOUSE30541	ORYLA16074
OG0004325	MOUSE40279, MOUSE40281, MOUSE40282, MOUSE40278	ORYLA02699
OG0004326	MOUSE39580, MOUSE39581	ORYLA05846
OG0004327	MOUSE45352, MOUSE45353, MOUSE45351, MOUSE45350	ORYLA03590
OG0004328	MOUSE28525, MOUSE28526	ORYLA14212
OG0004330	MOUSE11737, MOUSE11736, MOUSE11739	ORYLA19620
OG0004331	MOUSE07084	ORYLA10128
OG0004333	MOUSE13723, MOUSE13724, MOUSE13722, MOUSE13721	ORYLA02208
OG0004334	MOUSE33472	ORYLA13634
OG0004335	MOUSE48742	ORYLA07228
OG0004336	MOUSE49294, MOUSE49293	ORYLA12292
OG0004336	MOUSE32073	ORYLA05686
OG0004337	MOUSE30946, MOUSE30945	ORYLA09589
OG0004338	MOUSE45178	ORYLA03022
OG0004342	MOUSE29662, MOUSE29663, MOUSE29661	ORYLA07522
OG0004343	MOUSE46770, MOUSE46768, MOUSE46769	ORYLA04934
OG0004345	MOUSE25404	ORYLA02462
OG0004346	MOUSE31797, MOUSE31795	ORYLA13068
OG0004347	MOUSE38022, MOUSE38020	ORYLA03450, ORYLA03449
OG0004348	MOUSE53695, MOUSE53694, MOUSE53693	ORYLA09480
OG0004349	MOUSE07130	ORYLA10657
OG0004350	MOUSE02258, MOUSE02259, MOUSE02261, MOUSE02262, MOUSE02260, MOUSE02263, MOUSE02255, MOUSE02256, MOUSE18112	ORYLA19055
OG0004351	MOUSE41483, MOUSE41484, MOUSE41482	ORYLA05855
OG0004352	MOUSE22864, MOUSE22867, MOUSE41445, MOUSE41441, MOUSE41442, MOUSE41443, MOUSE41444	ORYLA05883
OG0004353	MOUSE41472, MOUSE41471	ORYLA05853
OG0004354	MOUSE02755, MOUSE02756	ORYLA19813
OG0004355	MOUSE02266	ORYLA11295
OG0004356	MOUSE15442	ORYLA03524
OG0004357	MOUSE08806, MOUSE21854	ORYLA05275, ORYLA18598
OG0004358	MOUSE40771, MOUSE40770	ORYLA15910
OG0004359	MOUSE11309, MOUSE11310	ORYLA14419
OG0004359	MOUSE55133, MOUSE55132	ORYLA14312
OG0004360	MOUSE03721, MOUSE03720, MOUSE03719	ORYLA07053
OG0004361	MOUSE23705, MOUSE23706	ORYLA13310
OG0004362	MOUSE05512, MOUSE05511	ORYLA16460
OG0004363	MOUSE48184	ORYLA19613
OG0004363	MOUSE48183, MOUSE48185, MOUSE48182	ORYLA19614
OG0004364	MOUSE35772	ORYLA10803
OG0004365	MOUSE51413, MOUSE51418, MOUSE51417, MOUSE51416, MOUSE51415, MOUSE51414, MOUSE51412	ORYLA14910
OG0004366	MOUSE49590, MOUSE49591, MOUSE49589	ORYLA19961
OG0004367	MOUSE18216	ORYLA05252
OG0004368	MOUSE24232	ORYLA13581, ORYLA13582
OG0004368	MOUSE17646, MOUSE17643	ORYLA01592
OG0004369	MOUSE25297, MOUSE25296	ORYLA16298
OG0004370	MOUSE38441, MOUSE38440	ORYLA04218
OG0004371	MOUSE34037	ORYLA02250, ORYLA10632, ORYLA10633
OG0004371	MOUSE35747, MOUSE35748, MOUSE35745	ORYLA11711, ORYLA11712
OG0004372	MOUSE33702, MOUSE33701	ORYLA12931
OG0004373	MOUSE33704, MOUSE33706, MOUSE33703, MOUSE33708, MOUSE33707	ORYLA13428
OG0004374	MOUSE05859	ORYLA13060
OG0004375	MOUSE27748, MOUSE27752, MOUSE27751, MOUSE27749, MOUSE27750, MOUSE27753	ORYLA14822
OG0004376	MOUSE38008	ORYLA03453, ORYLA03982
OG0004376	MOUSE02770, MOUSE02768	ORYLA17266, ORYLA17265
OG0004378	MOUSE04545, MOUSE04543, MOUSE04542, MOUSE04544, MOUSE04546, MOUSE04547, MOUSE04549, MOUSE04550	ORYLA03486
OG0004379	MOUSE44206, MOUSE44207	ORYLA16844
OG0004379	MOUSE41930	ORYLA11000
OG0004380	MOUSE41927	ORYLA14741, ORYLA14742, ORYLA11001
OG0004381	MOUSE30487, MOUSE30486	ORYLA01629
OG0004382	MOUSE10343, MOUSE10344, MOUSE10341, MOUSE10346, MOUSE10345, MOUSE10342, MOUSE10347	ORYLA02422
OG0004383	MOUSE07185, MOUSE07183, MOUSE07184	ORYLA10414
OG0004384	MOUSE49921, MOUSE49917, MOUSE49919, MOUSE49918, MOUSE49920	ORYLA11849
OG0004385	MOUSE25523, MOUSE25525, MOUSE25527, MOUSE25524, MOUSE25526	ORYLA02949
OG0004386	MOUSE38283, MOUSE38284, MOUSE02798, MOUSE02794, MOUSE02793, MOUSE02795	ORYLA17577
OG0004388	MOUSE00335, MOUSE00333, MOUSE00336, MOUSE00331, MOUSE00334	ORYLA11788
OG0004389	MOUSE33592, MOUSE33594, MOUSE33593	ORYLA06660, ORYLA13273
OG0004390	MOUSE23819, MOUSE23821, MOUSE23820	ORYLA06508
OG0004392	MOUSE00907, MOUSE00906	ORYLA05276
OG0004393	MOUSE21203	ORYLA00736, ORYLA05065, ORYLA07310
OG0004394	MOUSE54723, MOUSE18050	ORYLA04507
OG0004395	MOUSE02299	ORYLA11237
OG0004395	MOUSE02301	ORYLA11236
OG0004396	MOUSE34513, MOUSE34519, MOUSE34516	ORYLA13670
OG0004396	MOUSE34515	ORYLA13671
OG0004397	MOUSE43697	ORYLA12670
OG0004397	MOUSE19003, MOUSE19004	ORYLA06982
OG0004398	MOUSE00015, MOUSE00014	ORYLA19042
OG0004399	MOUSE40991	ORYLA15917
OG0004399	MOUSE14401	ORYLA10934
OG0004400	MOUSE18981, MOUSE18980	ORYLA12834, ORYLA06976
OG0004401	MOUSE07626, MOUSE53866	ORYLA16391
OG0004402	MOUSE36321, MOUSE36320	ORYLA00359
OG0004403	MOUSE44867, MOUSE44868, MOUSE44866	ORYLA12131
OG0004404	MOUSE49452, MOUSE51622	ORYLA18290, ORYLA18289
OG0004405	MOUSE54239	ORYLA00290
OG0004406	MOUSE20105	ORYLA07369
OG0004406	MOUSE07110, MOUSE07109	ORYLA11663
OG0004407	MOUSE07696, MOUSE07698, MOUSE07695, MOUSE07703, MOUSE07700, MOUSE07699, MOUSE07697	ORYLA10493
OG0004408	MOUSE45144, MOUSE45145, MOUSE45143, MOUSE45139, MOUSE45140, MOUSE45138, MOUSE45141	ORYLA04575
OG0004409	MOUSE40858	ORYLA11017
OG0004409	MOUSE14508	ORYLA14719
OG0004413	MOUSE40996, MOUSE40997, MOUSE40998	ORYLA13706
OG0004414	MOUSE50533, MOUSE50534	ORYLA04213, ORYLA03766
OG0004415	MOUSE35178, MOUSE35179, MOUSE35177, MOUSE15170	ORYLA02106
OG0004417	MOUSE33215, MOUSE33216, MOUSE48020	ORYLA06644
OG0004418	MOUSE10088	ORYLA14094, ORYLA17533
OG0004419	MOUSE40300, MOUSE40299, MOUSE40298	ORYLA17812
OG0004420	MOUSE35016, MOUSE35015	ORYLA15597
OG0004420	MOUSE15546	ORYLA13498
OG0004421	MOUSE52589, MOUSE52590, MOUSE52593, MOUSE52592, MOUSE52591	ORYLA13703
OG0004422	MOUSE10312	ORYLA17669
OG0004423	MOUSE08973	ORYLA02181
OG0004424	MOUSE40942, MOUSE40939, MOUSE40940, MOUSE40944, MOUSE40943, MOUSE40941, MOUSE40935, MOUSE40936, MOUSE40937, MOUSE40938	ORYLA14156
OG0004425	MOUSE53270	ORYLA16312
OG0004426	MOUSE43284, MOUSE43281, MOUSE43283	ORYLA03269
OG0004432	MOUSE49982	ORYLA08909
OG0004432	MOUSE22303, MOUSE22302, MOUSE22307, MOUSE22306, MOUSE22305, MOUSE22304	ORYLA06206, ORYLA08759, ORYLA19683
OG0004433	MOUSE35251	ORYLA05662
OG0004433	MOUSE35244, MOUSE35245, MOUSE35243	ORYLA20112
OG0004433	MOUSE23307, MOUSE23308, MOUSE23309	ORYLA08709
OG0004435	MOUSE08493, MOUSE08370, MOUSE08364, MOUSE08378, MOUSE08379, MOUSE08368, MOUSE08484	ORYLA16876
OG0004459	MOUSE21393, MOUSE21392	ORYLA07864
OG0004460	MOUSE23588	ORYLA14340
OG0004461	MOUSE01980, MOUSE01979	ORYLA11220
OG0004461	MOUSE18271, MOUSE18273	ORYLA13678
OG0004462	MOUSE47590, MOUSE47588	ORYLA08525
OG0004467	MOUSE37802	ORYLA17825, ORYLA04362
OG0004468	MOUSE26677, MOUSE26678	ORYLA01117
OG0004471	MOUSE22041, MOUSE22038, MOUSE22037	ORYLA09668
OG0004472	MOUSE39321, MOUSE39322, MOUSE39320	ORYLA11083
OG0004474	MOUSE35097, MOUSE35096	ORYLA15384
