Orthogroup	MOUSE	HUMAN
OG0002409	MOUSE54368	HUMAN30558
OG0002409	MOUSE08540, MOUSE08541	HUMAN02835
OG0002410	MOUSE29135	HUMAN19269, HUMAN19268
OG0002411	MOUSE30724	HUMAN01621
OG0002411	MOUSE51872, MOUSE51871	HUMAN09554
OG0002411	MOUSE30722, MOUSE30723	HUMAN01620
OG0002412	MOUSE46974, MOUSE46976, MOUSE46975	HUMAN03845
OG0002413	MOUSE50441, MOUSE50440	HUMAN14693
OG0002413	MOUSE50442	HUMAN14692
OG0002414	MOUSE18986	HUMAN13805
OG0002414	MOUSE29116	HUMAN19247
OG0002415	MOUSE00788, MOUSE00787	HUMAN03247
OG0002416	MOUSE16541, MOUSE16544, MOUSE16542, MOUSE16543	HUMAN25786
OG0002418	MOUSE37610, MOUSE37611	HUMAN07184
OG0002418	MOUSE41400, MOUSE41398, MOUSE41397	HUMAN05898
OG0002419	MOUSE16975	HUMAN10283
OG0002420	MOUSE43364	HUMAN15452, HUMAN15451
OG0002420	MOUSE27392, MOUSE27393	HUMAN09249
OG0002420	MOUSE02959	HUMAN17056
OG0002420	MOUSE02957, MOUSE02958	HUMAN17055
OG0002421	MOUSE51777	HUMAN09616, HUMAN09615
OG0002421	MOUSE49295	HUMAN11189, HUMAN11188
OG0002422	MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861	HUMAN30114
OG0002422	MOUSE20863	HUMAN03138
OG0002423	MOUSE08768, MOUSE08767, MOUSE08769	HUMAN26188
OG0002423	MOUSE52339	HUMAN21560, HUMAN21559
OG0002424	MOUSE37174, MOUSE37173	HUMAN22080
OG0002425	MOUSE34533, MOUSE34532	HUMAN00382, HUMAN00383
OG0002426	MOUSE44310	HUMAN25972, HUMAN15924
OG0002426	MOUSE38645	HUMAN25971
OG0002426	MOUSE14116	HUMAN20163
OG0002427	MOUSE02199, MOUSE02200, MOUSE02198	HUMAN06811
OG0002427	MOUSE44408	HUMAN04260
OG0002427	MOUSE23603	HUMAN02336, HUMAN02335
OG0002428	MOUSE35172	HUMAN26546
OG0002428	MOUSE02362, MOUSE02360	HUMAN06692
OG0002428	MOUSE02358	HUMAN06691
OG0002429	MOUSE49667	HUMAN11474
OG0002429	MOUSE28588, MOUSE28586, MOUSE28585	HUMAN19001
OG0002430	MOUSE38898	HUMAN26547, HUMAN26548
OG0002431	MOUSE15536	HUMAN21933, HUMAN21934, HUMAN21932
OG0002431	MOUSE41389, MOUSE41388, MOUSE41384	HUMAN05907
OG0002431	MOUSE41383, MOUSE41387	HUMAN05908
OG0002431	MOUSE34806, MOUSE34805	HUMAN00235
OG0002432	MOUSE19404, MOUSE19403	HUMAN24011
OG0002432	MOUSE48289, MOUSE48290	HUMAN23041
OG0002432	MOUSE00731, MOUSE00732	HUMAN17477
OG0002433	MOUSE06088, MOUSE06086, MOUSE06087	HUMAN13299
OG0002434	MOUSE14682	HUMAN06382
OG0002435	MOUSE32656, MOUSE32658	HUMAN28995, HUMAN28997
OG0002436	MOUSE02696, MOUSE02695	HUMAN20017, HUMAN20016
OG0002436	MOUSE02697	HUMAN20015
OG0002436	MOUSE38130, MOUSE38132, MOUSE38131	HUMAN26419
OG0002437	MOUSE25419, MOUSE25416, MOUSE25418	HUMAN29423
OG0002438	MOUSE14861, MOUSE14859	HUMAN06499
OG0002438	MOUSE14863, MOUSE14865, MOUSE14858, MOUSE14864	HUMAN06500
OG0002438	MOUSE26521	HUMAN17923, HUMAN17922
OG0002439	MOUSE24943, MOUSE24942	HUMAN02864
OG0002441	MOUSE54605, MOUSE54604, MOUSE54606	HUMAN30009
OG0002441	MOUSE00577, MOUSE00578, MOUSE00576	HUMAN25440
OG0002442	MOUSE04002	HUMAN11990
OG0002442	MOUSE42403, MOUSE42402, MOUSE42405	HUMAN16430
OG0002442	MOUSE28904, MOUSE28905	HUMAN19185
OG0002443	MOUSE02330, MOUSE02331, MOUSE02329	HUMAN06723
OG0002444	MOUSE28361	HUMAN18878
OG0002444	MOUSE49756, MOUSE49758	HUMAN07218, HUMAN11544
OG0002445	MOUSE34337	HUMAN00497
OG0002446	MOUSE14189	HUMAN20214
OG0002446	MOUSE14187, MOUSE14186, MOUSE14191	HUMAN20213
OG0002446	MOUSE14190, MOUSE14188, MOUSE14192, MOUSE14193	HUMAN20216, HUMAN20215
OG0002447	MOUSE44488, MOUSE44490	HUMAN09179
OG0002448	MOUSE11077, MOUSE11074	HUMAN03308
OG0002449	MOUSE20239, MOUSE20238, MOUSE20237	HUMAN04850
OG0002449	MOUSE24757	HUMAN02499
OG0002449	MOUSE24756	HUMAN04851
OG0002449	MOUSE07670, MOUSE07671	HUMAN08661
OG0002450	MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337	HUMAN01809
OG0002450	MOUSE10244	HUMAN23540
OG0002450	MOUSE10243	HUMAN23541
OG0002451	MOUSE52541, MOUSE52545, MOUSE52546, MOUSE52542, MOUSE52544, MOUSE52540	HUMAN20991
OG0002451	MOUSE02051, MOUSE52543	HUMAN06898
OG0002451	MOUSE02049, MOUSE02048, MOUSE02047, MOUSE02050	HUMAN06896
OG0002452	MOUSE26238, MOUSE26237	HUMAN17771
OG0002452	MOUSE05827	HUMAN13134
OG0002452	MOUSE05830, MOUSE05831	HUMAN13136
OG0002453	MOUSE50651, MOUSE50650	HUMAN05698, HUMAN05699
OG0002454	MOUSE37791, MOUSE37793	HUMAN07300
OG0002454	MOUSE38210	HUMAN26455
OG0002454	MOUSE38209	HUMAN26456
OG0002455	MOUSE35024, MOUSE35023, MOUSE35025, MOUSE35026, MOUSE35028, MOUSE35027	HUMAN00115
OG0002455	MOUSE29474, MOUSE29473, MOUSE29469, MOUSE29466, MOUSE29470, MOUSE29471, MOUSE29467, MOUSE29468, MOUSE29472	HUMAN21774
OG0002456	MOUSE53275, MOUSE53282	HUMAN20719
OG0002456	MOUSE05489	HUMAN12651
OG0002457	MOUSE08012	HUMAN08857
OG0002461	MOUSE29823	HUMAN07558
OG0002461	MOUSE30128	HUMAN22942
OG0002461	MOUSE30954	HUMAN01466
OG0002462	MOUSE12337	HUMAN18890, HUMAN18889, HUMAN18891
OG0002464	MOUSE00761, MOUSE00762	HUMAN03261
OG0002464	MOUSE09599, MOUSE09598, MOUSE09600, MOUSE09596, MOUSE09597	HUMAN23846
OG0002464	MOUSE48305, MOUSE48304	HUMAN23030
OG0002465	MOUSE13532, MOUSE33997, MOUSE13529, MOUSE13531, MOUSE13530	HUMAN28156
OG0002465	MOUSE33996	HUMAN00695
OG0002465	MOUSE47665	HUMAN27356
OG0002466	MOUSE23753, MOUSE23754, MOUSE23752	HUMAN02254
OG0002466	MOUSE27513	HUMAN09333
OG0002466	MOUSE27506, MOUSE27504, MOUSE27503	HUMAN09329
OG0002466	MOUSE27512	HUMAN09332
OG0002466	MOUSE27514	HUMAN09334
OG0002467	MOUSE34362	HUMAN00486
OG0002467	MOUSE13433, MOUSE13431, MOUSE13430, MOUSE13432	HUMAN28100
OG0002467	MOUSE06807, MOUSE06808	HUMAN16607
OG0002472	MOUSE17987, MOUSE17886, MOUSE17897, MOUSE17881	HUMAN24718, HUMAN24719, HUMAN24732, HUMAN24771, HUMAN24772, HUMAN24770, HUMAN24716
OG0002472	MOUSE17791, MOUSE17784, MOUSE17786, MOUSE17789, MOUSE17787, MOUSE17790, MOUSE17550, MOUSE17549, MOUSE17552, MOUSE17777, MOUSE17902, MOUSE17901, MOUSE17903, MOUSE17896, MOUSE17887, MOUSE17889, MOUSE17890, MOUSE17892, MOUSE17788, MOUSE17785, MOUSE17893, MOUSE17891, MOUSE17895, MOUSE17894, MOUSE17778, MOUSE17779, MOUSE17783, MOUSE17551, MOUSE17888	HUMAN24717
OG0002472	MOUSE17782, MOUSE17780, MOUSE17781, MOUSE18001, MOUSE18000	HUMAN02202
OG0002474	MOUSE09936	HUMAN15139, HUMAN15179, HUMAN15181, HUMAN15150, HUMAN15142, HUMAN15116, HUMAN22051, HUMAN22048, HUMAN15163, HUMAN15164, HUMAN15166, HUMAN26352, HUMAN15162, HUMAN15191, HUMAN15193, HUMAN15185, HUMAN15188, HUMAN15189, HUMAN15186, HUMAN15157, HUMAN15107, HUMAN15106, HUMAN15109, HUMAN15125, HUMAN15120, HUMAN15111, HUMAN15112, HUMAN15113, HUMAN15128, HUMAN15117, HUMAN15108, HUMAN15132, HUMAN15129, HUMAN15169, HUMAN15133, HUMAN15131, HUMAN26349, HUMAN15148, HUMAN15147, HUMAN15141, HUMAN15137, HUMAN15160, HUMAN15154, HUMAN15151, HUMAN15155, HUMAN15183
OG0002476	MOUSE18114	HUMAN25139
OG0002476	MOUSE49569	HUMAN11340, HUMAN11341
OG0002477	MOUSE48838, MOUSE48839	HUMAN14826
OG0002477	MOUSE42739	HUMAN15834
OG0002477	MOUSE21455	HUMAN03698
OG0002478	MOUSE32475, MOUSE32476, MOUSE32477, MOUSE32474, MOUSE32473, MOUSE32472	HUMAN28699
OG0002478	MOUSE09462, MOUSE09460, MOUSE09461	HUMAN24276
OG0002479	MOUSE04347, MOUSE04349, MOUSE04348, MOUSE04350	HUMAN11863, HUMAN11862, HUMAN11864, HUMAN11865, HUMAN11861
OG0002479	MOUSE37622, MOUSE37619, MOUSE37620, MOUSE37618	HUMAN07179
OG0002479	MOUSE37623	HUMAN07180
OG0002480	MOUSE06240	HUMAN13416
OG0002480	MOUSE06238	HUMAN13412
OG0002481	MOUSE43445	HUMAN15351
OG0002481	MOUSE20163	HUMAN04908
OG0002481	MOUSE28056, MOUSE28055	HUMAN18725
OG0002482	MOUSE45847	HUMAN04165
OG0002482	MOUSE17267	HUMAN24944
OG0002484	MOUSE37164, MOUSE37166	HUMAN22078, HUMAN22079, HUMAN22077
OG0002486	MOUSE03701, MOUSE03700	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599
OG0002487	MOUSE07251, MOUSE07250, MOUSE07256, MOUSE07254, MOUSE07255, MOUSE07249, MOUSE07253, MOUSE07252	HUMAN08389
OG0002487	MOUSE49926	HUMAN02641
OG0002489	MOUSE21419	HUMAN03674, HUMAN03675
OG0002489	MOUSE27891	HUMAN18641
OG0002490	MOUSE54267	HUMAN30506
OG0002490	MOUSE06889	HUMAN26817, HUMAN26816, HUMAN26815
OG0002491	MOUSE19150, MOUSE19149	HUMAN23660
OG0002491	MOUSE01459, MOUSE01463	HUMAN14212
OG0002492	MOUSE22837	HUMAN18351
OG0002493	MOUSE18357	HUMAN25011, HUMAN25012
OG0002494	MOUSE15175	HUMAN27784, HUMAN19149
OG0002494	MOUSE15172	HUMAN27783
OG0002494	MOUSE28845, MOUSE28844	HUMAN19150, HUMAN19148, HUMAN27785
OG0002495	MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560	HUMAN17937
OG0002496	MOUSE32442	HUMAN28683
OG0002496	MOUSE32440	HUMAN28684
OG0002496	MOUSE17163, MOUSE17162	HUMAN10156
OG0002497	MOUSE05518, MOUSE05517	HUMAN12673
OG0002497	MOUSE18374	HUMAN20584
OG0002499	MOUSE35125, MOUSE35126	HUMAN00044
OG0002500	MOUSE46266, MOUSE46265, MOUSE46264	HUMAN10791
OG0002501	MOUSE04877	HUMAN13100, HUMAN13102
OG0002503	MOUSE03368, MOUSE03371	HUMAN24375
OG0002503	MOUSE03369	HUMAN24374
OG0002504	MOUSE37295	HUMAN19930
OG0002504	MOUSE37297, MOUSE37296	HUMAN19931
OG0002504	MOUSE38039, MOUSE38040	HUMAN26369
OG0002505	MOUSE38688, MOUSE38685, MOUSE38684, MOUSE38687, MOUSE38686	HUMAN26605
OG0002506	MOUSE07691	HUMAN08683, HUMAN08684
OG0002506	MOUSE24767, MOUSE24766, MOUSE24765	HUMAN02496
OG0002507	MOUSE09837	HUMAN28896
OG0002507	MOUSE31332	HUMAN01305
OG0002507	MOUSE31333	HUMAN28924
OG0002508	MOUSE01046	HUMAN19864
OG0002508	MOUSE04671, MOUSE04674, MOUSE04670, MOUSE04672	HUMAN12274, HUMAN12277, HUMAN12275
OG0002509	MOUSE11067	HUMAN03306
OG0002510	MOUSE50160, MOUSE50157, MOUSE50156	HUMAN05353
OG0002511	MOUSE35460, MOUSE35461	HUMAN26058
OG0002511	MOUSE35459	HUMAN26057
OG0002511	MOUSE22205, MOUSE22206	HUMAN18058
OG0002512	MOUSE12994, MOUSE12993	HUMAN07718
OG0002512	MOUSE54804, MOUSE54805, MOUSE54803, MOUSE54801, MOUSE54802	HUMAN30099
OG0002514	MOUSE44197	HUMAN15979, HUMAN15980
OG0002514	MOUSE30968, MOUSE30971, MOUSE30970	HUMAN01461
OG0002514	MOUSE41516, MOUSE41515	HUMAN05839
OG0002514	MOUSE27271, MOUSE27270, MOUSE27272	HUMAN04291
OG0002515	MOUSE33009	HUMAN28526
OG0002515	MOUSE44902	HUMAN09941
OG0002516	MOUSE51264	HUMAN05465
OG0002516	MOUSE16767	HUMAN05466
OG0002516	MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258	HUMAN05464
OG0002516	MOUSE16766	HUMAN16177, HUMAN16175
OG0002517	MOUSE26352, MOUSE26351	HUMAN17827
OG0002517	MOUSE05602	HUMAN12718
OG0002517	MOUSE05670	HUMAN12763
OG0002518	MOUSE34539	HUMAN00380
OG0002519	MOUSE19409, MOUSE19408	HUMAN24014
OG0002519	MOUSE13052, MOUSE13055, MOUSE13054, MOUSE13053	HUMAN07755
OG0002520	MOUSE36750, MOUSE36751	HUMAN24112
OG0002520	MOUSE03593	HUMAN24111
OG0002520	MOUSE36749, MOUSE36748	HUMAN22540
OG0002521	MOUSE52387	HUMAN21534
OG0002522	MOUSE34944, MOUSE34945, MOUSE34943, MOUSE34942	HUMAN00159
OG0002522	MOUSE41506	HUMAN05845
OG0002523	MOUSE41057	HUMAN20518
OG0002523	MOUSE39451, MOUSE39450, MOUSE39448, MOUSE39447	HUMAN27049
OG0002523	MOUSE44522	HUMAN09159, HUMAN09158
OG0002524	MOUSE37810	HUMAN07309
OG0002524	MOUSE38182	HUMAN26395
OG0002524	MOUSE38179	HUMAN26393
OG0002524	MOUSE46503	HUMAN10913
OG0002524	MOUSE46500	HUMAN10912, HUMAN10911
OG0002525	MOUSE00130	HUMAN25695
OG0002525	MOUSE15800	HUMAN21372
OG0002526	MOUSE35751	HUMAN16770
OG0002526	MOUSE35750, MOUSE35749	HUMAN16769
OG0002527	MOUSE23816, MOUSE23815	HUMAN02229
OG0002527	MOUSE26080	HUMAN29157
OG0002528	MOUSE19182	HUMAN23868
OG0002529	MOUSE22924, MOUSE22925, MOUSE22926, MOUSE22923	HUMAN18399
OG0002529	MOUSE45282, MOUSE45283, MOUSE45284	HUMAN05153, HUMAN05156
OG0002530	MOUSE19507	HUMAN23709
OG0002530	MOUSE51776, MOUSE51775	HUMAN09617
OG0002531	MOUSE08672, MOUSE08670	HUMAN02680
OG0002531	MOUSE11680, MOUSE11677, MOUSE11676, MOUSE11678, MOUSE11679	HUMAN08403, HUMAN08404
OG0002531	MOUSE20307, MOUSE20308, MOUSE20310, MOUSE20309	HUMAN04814, HUMAN04815
OG0002532	MOUSE06202	HUMAN13394
OG0002532	MOUSE06201	HUMAN13393
OG0002532	MOUSE06200, MOUSE06199, MOUSE06198	HUMAN13392
OG0002533	MOUSE04461, MOUSE04460	HUMAN11744
OG0002534	MOUSE51440	HUMAN09818
OG0002534	MOUSE32299	HUMAN28633
OG0002535	MOUSE40311, MOUSE40312	HUMAN17217
OG0002536	MOUSE46860	HUMAN03808
OG0002536	MOUSE36193	HUMAN22276
OG0002536	MOUSE47941, MOUSE47940, MOUSE47939, MOUSE47938	HUMAN27689
OG0002537	MOUSE14976, MOUSE14975	HUMAN10408, HUMAN10407
OG0002538	MOUSE22260	HUMAN18085
OG0002538	MOUSE38986, MOUSE38988, MOUSE38985, MOUSE38987, MOUSE38984	HUMAN25993
OG0002538	MOUSE05178	HUMAN12941, HUMAN12940
OG0002539	MOUSE27151, MOUSE27152	HUMAN04359
OG0002539	MOUSE14352, MOUSE14351	HUMAN20308
OG0002540	MOUSE12683	HUMAN27625
OG0002540	MOUSE29303, MOUSE29302	HUMAN27954
OG0002541	MOUSE41743, MOUSE41744, MOUSE41745	HUMAN06031
OG0002542	MOUSE25108, MOUSE25110	HUMAN02954
OG0002542	MOUSE05302	HUMAN12501
OG0002542	MOUSE02385	HUMAN06676
OG0002543	MOUSE01120, MOUSE01119	HUMAN19881
OG0002545	MOUSE31228, MOUSE31226, MOUSE31229	HUMAN01351
OG0002545	MOUSE35308, MOUSE35307, MOUSE35309, MOUSE35310, MOUSE35305	HUMAN26501
OG0002547	MOUSE18564	HUMAN13692
OG0002547	MOUSE00372, MOUSE00370	HUMAN25572
OG0002548	MOUSE08254	HUMAN09003
OG0002548	MOUSE43212	HUMAN15556
OG0002548	MOUSE24491, MOUSE24489	HUMAN02706
OG0002549	MOUSE29977, MOUSE29973, MOUSE29976, MOUSE29972, MOUSE29975, MOUSE29974, MOUSE29971	HUMAN21736
OG0002550	MOUSE35936, MOUSE35937	HUMAN22140
OG0002550	MOUSE35940, MOUSE35943, MOUSE35939, MOUSE35941, MOUSE35945, MOUSE35938, MOUSE35942	HUMAN24303
OG0002551	MOUSE53854	HUMAN30269
OG0002551	MOUSE03439	HUMAN23810
OG0002551	MOUSE48212, MOUSE48213	HUMAN23080
OG0002552	MOUSE30754	HUMAN01605, HUMAN01606
OG0002552	MOUSE30753	HUMAN01603, HUMAN01604
OG0002552	MOUSE51980, MOUSE51977, MOUSE51978	HUMAN09511
OG0002553	MOUSE19779	HUMAN13965
OG0002554	MOUSE09299, MOUSE09298	HUMAN24551
OG0002554	MOUSE12429	HUMAN08212
OG0002554	MOUSE12428	HUMAN08213
OG0002555	MOUSE07269, MOUSE07271	HUMAN08456
OG0002555	MOUSE08696, MOUSE08695	HUMAN02670, HUMAN02671
OG0002556	MOUSE55416	HUMAN29549, HUMAN29548
OG0002557	MOUSE12279	HUMAN08141, HUMAN08142
OG0002557	MOUSE12278	HUMAN08140
OG0002557	MOUSE17585, MOUSE17586	HUMAN24875, HUMAN24874
OG0002557	MOUSE12281	HUMAN08143
OG0002558	MOUSE24579, MOUSE24578	HUMAN02583
OG0002558	MOUSE07565	HUMAN08611, HUMAN08610
OG0002559	MOUSE09451, MOUSE09450, MOUSE09452	HUMAN24273, HUMAN24274
OG0002559	MOUSE32457	HUMAN28697
OG0002559	MOUSE32459	HUMAN28696
OG0002560	MOUSE32853	HUMAN29078
OG0002560	MOUSE32846, MOUSE32845, MOUSE32847, MOUSE32848, MOUSE32849, MOUSE32850, MOUSE32851	HUMAN29077
OG0002561	MOUSE20491	HUMAN04664, HUMAN04663
OG0002562	MOUSE01503	HUMAN14234
OG0002562	MOUSE01502, MOUSE01501	HUMAN14233
OG0002563	MOUSE45292	HUMAN05152
OG0002563	MOUSE45287, MOUSE45290, MOUSE45288	HUMAN05150
OG0002563	MOUSE45289, MOUSE45293, MOUSE45291, MOUSE45294	HUMAN05149
OG0002564	MOUSE05982, MOUSE05984, MOUSE05983	HUMAN13228
OG0002564	MOUSE38599, MOUSE38600	HUMAN25943
OG0002565	MOUSE34855, MOUSE34854	HUMAN00212
OG0002565	MOUSE52310, MOUSE52309, MOUSE52311	HUMAN21579
OG0002566	MOUSE37161	HUMAN22073, HUMAN22074
OG0002567	MOUSE52768, MOUSE52770, MOUSE52769	HUMAN20913
OG0002568	MOUSE36225	HUMAN22292, HUMAN22291
OG0002569	MOUSE17372, MOUSE17371, MOUSE17370	HUMAN19564
OG0002569	MOUSE50887, MOUSE50888	HUMAN05641
OG0002570	MOUSE28464	HUMAN18921, HUMAN18922
OG0002570	MOUSE28462	HUMAN18920
OG0002570	MOUSE28452, MOUSE28454	HUMAN18918
OG0002571	MOUSE05093, MOUSE05094, MOUSE05091, MOUSE05092, MOUSE05090	HUMAN13000
OG0002571	MOUSE14222, MOUSE14221, MOUSE14219, MOUSE14220	HUMAN20234
OG0002572	MOUSE02126	HUMAN06866, HUMAN15984, HUMAN15985, HUMAN06867, HUMAN06868
OG0002572	MOUSE27273	HUMAN04290
OG0002572	MOUSE44188	HUMAN15983
OG0002573	MOUSE06515, MOUSE06518, MOUSE06516, MOUSE06519	HUMAN13624, HUMAN13625, HUMAN13621
OG0002574	MOUSE07822, MOUSE07823	HUMAN08750
OG0002576	MOUSE52085	HUMAN25289, HUMAN25288, HUMAN25287, HUMAN25290
OG0002576	MOUSE43437, MOUSE43436	HUMAN15358
OG0002576	MOUSE18738, MOUSE18739	HUMAN16890, HUMAN16887, HUMAN16888
OG0002578	MOUSE34012, MOUSE34013	HUMAN00692
OG0002578	MOUSE25441, MOUSE25442	HUMAN29352
OG0002578	MOUSE25509	HUMAN29348
OG0002579	MOUSE38949, MOUSE38948	HUMAN26574
OG0002579	MOUSE05681	HUMAN12767
OG0002579	MOUSE35500, MOUSE35502	HUMAN27273
OG0002579	MOUSE35501	HUMAN27274, HUMAN27272
OG0002579	MOUSE22973, MOUSE22974, MOUSE22975, MOUSE22972	HUMAN18433, HUMAN18432
OG0002587	MOUSE28851	HUMAN19157
OG0002587	MOUSE19862	HUMAN14124
OG0002587	MOUSE49386, MOUSE49384, MOUSE49385, MOUSE49383, MOUSE49382	HUMAN11248
OG0002589	MOUSE29648, MOUSE29651, MOUSE29650, MOUSE29649, MOUSE29644, MOUSE29645, MOUSE29643, MOUSE29647, MOUSE29646	HUMAN22848
OG0002590	MOUSE28320, MOUSE28321	HUMAN18859
OG0002590	MOUSE13583, MOUSE13584	HUMAN28191
OG0002590	MOUSE49464, MOUSE49465	HUMAN11314
OG0002592	MOUSE21819, MOUSE21820, MOUSE21821	HUMAN17364
OG0002593	MOUSE22350	HUMAN18131
OG0002593	MOUSE05769	HUMAN12819
OG0002593	MOUSE22351, MOUSE05770	HUMAN12820
OG0002594	MOUSE49519, MOUSE49520	HUMAN11372
OG0002594	MOUSE12350	HUMAN08170
OG0002594	MOUSE12349	HUMAN11373
OG0002595	MOUSE38603, MOUSE38604	HUMAN25945
OG0002595	MOUSE06400, MOUSE06399	HUMAN13531
OG0002598	MOUSE33194	HUMAN01102
OG0002598	MOUSE33195	HUMAN01103
OG0002598	MOUSE20750	HUMAN28755
OG0002599	MOUSE23419	HUMAN02429
OG0002599	MOUSE52629	HUMAN20958
OG0002600	MOUSE48929	HUMAN14758
OG0002601	MOUSE28163	HUMAN18780
OG0002602	MOUSE06172, MOUSE06173	HUMAN13362
OG0002602	MOUSE17039, MOUSE17043, MOUSE18936, MOUSE17042	HUMAN10241
OG0002602	MOUSE17038	HUMAN10243
OG0002604	MOUSE07599	HUMAN08622
OG0002604	MOUSE07931	HUMAN08817
OG0002604	MOUSE54220	HUMAN30485, HUMAN30486
OG0002604	MOUSE12730	HUMAN27602
OG0002605	MOUSE31338, MOUSE31341	HUMAN01301
OG0002607	MOUSE27656	HUMAN09427
OG0002607	MOUSE27661, MOUSE27660, MOUSE27659, MOUSE27657, MOUSE27658	HUMAN09429
OG0002608	MOUSE02154, MOUSE02153	HUMAN06843
OG0002608	MOUSE47288, MOUSE47289	HUMAN03969
OG0002609	MOUSE30745, MOUSE30747, MOUSE30750, MOUSE30751, MOUSE30748, MOUSE30752, MOUSE30749, MOUSE30746	HUMAN01607
OG0002609	MOUSE13277	HUMAN23225
OG0002609	MOUSE13279, MOUSE13278	HUMAN23226
OG0002610	MOUSE48945	HUMAN10997
OG0002610	MOUSE13958	HUMAN28410
OG0002611	MOUSE08616, MOUSE08613, MOUSE08614	HUMAN02802, HUMAN02803, HUMAN02801
OG0002611	MOUSE14706, MOUSE14705	HUMAN06400, HUMAN06401
OG0002612	MOUSE54503, MOUSE40743	HUMAN20533
OG0002614	MOUSE21636, MOUSE21632, MOUSE21634, MOUSE21633, MOUSE21631, MOUSE21630	HUMAN27919, HUMAN27920
OG0002614	MOUSE28821, MOUSE28820, MOUSE28819, MOUSE28817, MOUSE28818	HUMAN19133, HUMAN19132
OG0002615	MOUSE21202	HUMAN03570
OG0002615	MOUSE12836, MOUSE12837	HUMAN27520
OG0002615	MOUSE03165, MOUSE03168, MOUSE03167, MOUSE03166	HUMAN24216
OG0002616	MOUSE46858, MOUSE46859	HUMAN03807
OG0002616	MOUSE46856	HUMAN03806
OG0002617	MOUSE19262	HUMAN23924
OG0002618	MOUSE06029, MOUSE06031	HUMAN13257
OG0002618	MOUSE06032, MOUSE06030	HUMAN13256
OG0002618	MOUSE38716	HUMAN26619
OG0002618	MOUSE38713, MOUSE38712, MOUSE38715, MOUSE38714	HUMAN26618, HUMAN26621
OG0002618	MOUSE38717	HUMAN26620
OG0002619	MOUSE51780	HUMAN09609
OG0002620	MOUSE25804	HUMAN29212
OG0002620	MOUSE31259, MOUSE31260	HUMAN01335
OG0002622	MOUSE36460, MOUSE36458, MOUSE36462, MOUSE36459, MOUSE36461	HUMAN22389
OG0002622	MOUSE36469, MOUSE36467, MOUSE36468, MOUSE36466, MOUSE36465	HUMAN22390
OG0002623	MOUSE16608	HUMAN25824
OG0002624	MOUSE13158	HUMAN23301
OG0002624	MOUSE22954, MOUSE22952, MOUSE22953	HUMAN18420
OG0002624	MOUSE13916, MOUSE13920, MOUSE13919, MOUSE13921	HUMAN28386
OG0002624	MOUSE13917, MOUSE13918	HUMAN28385
OG0002625	MOUSE16545	HUMAN25787
OG0002627	MOUSE27735, MOUSE27734, MOUSE27733, MOUSE27732, MOUSE27731	HUMAN09483, HUMAN09484
OG0002627	MOUSE30710	HUMAN01627
OG0002628	MOUSE23699, MOUSE23697, MOUSE23698	HUMAN02282
OG0002628	MOUSE26054, MOUSE26053	HUMAN29144
OG0002629	MOUSE14418, MOUSE14419	HUMAN20374
OG0002630	MOUSE18235	HUMAN25070
OG0002630	MOUSE21628, MOUSE21627	HUMAN27917
OG0002631	MOUSE12491	HUMAN07483
OG0002632	MOUSE44869	HUMAN09952
OG0002632	MOUSE10276	HUMAN23528
OG0002632	MOUSE44870	HUMAN09954
OG0002633	MOUSE18722	HUMAN16875
OG0002633	MOUSE07220, MOUSE07221, MOUSE07219	HUMAN08371
OG0002634	MOUSE27649	HUMAN09414
OG0002635	MOUSE34386	HUMAN00464
OG0002635	MOUSE06829, MOUSE06828	HUMAN16594
OG0002635	MOUSE28240, MOUSE28241	HUMAN18811
OG0002635	MOUSE09335	HUMAN24568
OG0002636	MOUSE42132	HUMAN16278
OG0002636	MOUSE42129	HUMAN16274, HUMAN16276, HUMAN16277
OG0002636	MOUSE42130, MOUSE42131	HUMAN16275
OG0002637	MOUSE15803, MOUSE15802	HUMAN21370
OG0002638	MOUSE30386, MOUSE30385, MOUSE30383, MOUSE30384	HUMAN01787, HUMAN01789, HUMAN01788
OG0002639	MOUSE02975, MOUSE02972, MOUSE02974, MOUSE02973, MOUSE02971	HUMAN17047
OG0002640	MOUSE01956, MOUSE01957, MOUSE01955, MOUSE01953, MOUSE01954	HUMAN06963
OG0002641	MOUSE49563, MOUSE49564	HUMAN11348
OG0002641	MOUSE13710	HUMAN28262
OG0002642	MOUSE40306, MOUSE40302, MOUSE40303, MOUSE40304, MOUSE40305	HUMAN17220, HUMAN17221
OG0002643	MOUSE10948	HUMAN20604
OG0002644	MOUSE55401, MOUSE55400, MOUSE55396	HUMAN29591, HUMAN29590
OG0002644	MOUSE54017, MOUSE54016, MOUSE54018	HUMAN30338
OG0002645	MOUSE55156, MOUSE55154	HUMAN29929
