Orthogroup	AENJA_ok	ORYLA
OG0003129	AENJA_18359	ORYLA15338
OG0003130	AENJA_04695	ORYLA03739
OG0003131	AENJA_04699	ORYLA17361, ORYLA20425
OG0003132	AENJA_05230	ORYLA02170
OG0003135	AENJA_05506	ORYLA03082
OG0003136	AENJA_05594	ORYLA03448, ORYLA10254
OG0003140	AENJA_06344	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304
OG0003141	AENJA_06698	ORYLA20129, ORYLA01871, ORYLA05831
OG0003142	AENJA_06782	ORYLA17712
OG0003144	AENJA_06849	ORYLA04082
OG0003145	AENJA_06906	ORYLA13404, ORYLA06360
OG0003146	AENJA_06954	ORYLA11707
OG0003147	AENJA_07167	ORYLA20499
OG0003148	AENJA_07642	ORYLA11751, ORYLA05438, ORYLA19776
OG0003149	AENJA_07652	ORYLA05759
OG0003150	AENJA_07665	ORYLA01440, ORYLA09448
OG0003152	AENJA_08082	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	AENJA_08315	ORYLA18339
OG0003154	AENJA_08755, AENJA_24160, AENJA_24621	ORYLA06654
OG0003157	AENJA_09315, AENJA_09314	ORYLA04495
OG0003158	AENJA_09855	ORYLA08610, ORYLA09460, ORYLA08913
OG0003159	AENJA_09999	ORYLA02503, ORYLA17417, ORYLA05287
OG0003160	AENJA_10130	ORYLA05070, ORYLA19915
OG0003161	AENJA_10165	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	AENJA_21344, AENJA_10169	ORYLA11824, ORYLA10738, ORYLA03513
OG0003163	AENJA_10333	ORYLA13213, ORYLA17286
OG0003164	AENJA_13680, AENJA_10532	ORYLA20487, ORYLA00816
OG0003165	AENJA_10534	ORYLA08595, ORYLA10561
OG0003166	AENJA_10577	ORYLA04911, ORYLA04910
OG0003167	AENJA_10753	ORYLA16879, ORYLA03605
OG0003171	AENJA_11557	ORYLA06807
OG0003172	AENJA_11593	ORYLA09854
OG0003173	AENJA_11809	ORYLA00376, ORYLA02346
OG0003174	AENJA_12148	ORYLA20481
OG0003175	AENJA_12200	ORYLA01979, ORYLA06140
OG0003176	AENJA_12428, AENJA_19968, AENJA_24491, AENJA_24492	ORYLA12690
OG0003177	AENJA_12445	ORYLA00856
OG0003178	AENJA_12804	ORYLA03270
OG0003179	AENJA_12977	ORYLA00445
OG0003180	AENJA_13194	ORYLA03447, ORYLA03986, ORYLA03985
OG0003181	AENJA_13218	ORYLA00243
OG0003182	AENJA_13237	ORYLA06751
OG0003183	AENJA_13297	ORYLA16117, ORYLA02124
OG0003184	AENJA_13777	ORYLA01211, ORYLA07345
OG0003185	AENJA_14384	ORYLA12363, ORYLA15072
OG0003186	AENJA_14564	ORYLA01090, ORYLA09963, ORYLA09962
OG0003187	AENJA_14750	ORYLA12776
OG0003188	AENJA_15232	ORYLA12586, ORYLA14947
OG0003189	AENJA_15393	ORYLA04108
OG0003190	AENJA_16189, AENJA_16188	ORYLA00506
OG0003191	AENJA_16289	ORYLA18538, ORYLA15754
OG0003192	AENJA_16292	ORYLA09709, ORYLA08386
OG0003193	AENJA_16359	ORYLA12245, ORYLA09712
OG0003195	AENJA_16679	ORYLA16742
OG0003196	AENJA_17155	ORYLA06022
OG0003197	AENJA_17257	ORYLA18639
OG0003199	AENJA_17478	ORYLA15973, ORYLA15714
OG0003200	AENJA_17544	ORYLA05114
OG0003201	AENJA_17894	ORYLA18830
OG0003202	AENJA_18388	ORYLA02354
OG0003203	AENJA_18705	ORYLA02126, ORYLA16448
OG0003204	AENJA_19096	ORYLA08375
OG0003205	AENJA_19099	ORYLA12978, ORYLA12979, ORYLA17330
OG0003206	AENJA_19670, AENJA_19671	ORYLA16318
OG0003207	AENJA_19791	ORYLA14484, ORYLA19094
OG0003208	AENJA_19795	ORYLA13040
OG0003210	AENJA_20699	ORYLA02461, ORYLA06655
OG0003212	AENJA_20864	ORYLA15489, ORYLA10940
OG0003214	AENJA_21694	ORYLA09799
OG0003215	AENJA_22196	ORYLA00108, ORYLA19619
OG0003216	AENJA_22966, AENJA_22967	ORYLA19919, ORYLA19002, ORYLA05782
OG0003217	AENJA_23373	ORYLA13146, ORYLA02509
OG0003218	AENJA_23390	ORYLA19022
OG0003219	AENJA_23468	ORYLA07225, ORYLA00485
OG0003220	AENJA_23504	ORYLA01985, ORYLA05947
OG0003221	AENJA_23575	ORYLA02164, ORYLA02047
OG0003222	AENJA_23860	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	AENJA_24204	ORYLA15511
OG0003224	AENJA_24262	ORYLA08420
OG0003225	AENJA_24401	ORYLA19236, ORYLA19235
OG0003226	AENJA_25297	ORYLA12048
OG0003227	AENJA_25755	ORYLA15109
OG0003228	AENJA_25997	ORYLA10708
OG0003229	AENJA_25999	ORYLA07923, ORYLA01487
OG0003230	AENJA_26243	ORYLA08114
OG0003250	AENJA_00349	ORYLA11719, ORYLA16208
OG0003251	AENJA_00517	ORYLA05486, ORYLA12659
OG0003252	AENJA_00890	ORYLA11431, ORYLA10758
OG0003253	AENJA_01202	ORYLA14109, ORYLA17719, ORYLA12706
OG0003254	AENJA_01261	ORYLA01055
OG0003255	AENJA_01447	ORYLA01639
OG0003257	AENJA_01488	ORYLA10700
OG0003258	AENJA_01706	ORYLA13111
OG0003259	AENJA_02246	ORYLA17769
OG0003260	AENJA_02287, AENJA_02281	ORYLA13208, ORYLA02958
OG0003261	AENJA_02564	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623
OG0003262	AENJA_02627	ORYLA04363, ORYLA17978
OG0003263	AENJA_03032	ORYLA05786
OG0003264	AENJA_03403	ORYLA08989, ORYLA06289
OG0003265	AENJA_03512	ORYLA14054, ORYLA11239
OG0003266	AENJA_03526	ORYLA03848, ORYLA04542
OG0003267	AENJA_03748	ORYLA19756
OG0003268	AENJA_04034	ORYLA01959
OG0003269	AENJA_04245	ORYLA07800, ORYLA16726
OG0003270	AENJA_04789	ORYLA14592
OG0003272	AENJA_05460	ORYLA19655, ORYLA19654, ORYLA07229
OG0003273	AENJA_19818, AENJA_19819, AENJA_05792	ORYLA04340
OG0003275	AENJA_06088	ORYLA09029, ORYLA13943
OG0003276	AENJA_06270	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438
OG0003277	AENJA_06595	ORYLA20336, ORYLA15828, ORYLA13998
OG0003278	AENJA_07777, AENJA_07778	ORYLA12553
OG0003280	AENJA_12371, AENJA_07986	ORYLA05574
OG0003282	AENJA_18531	ORYLA04149, ORYLA01430
OG0003283	AENJA_08389	ORYLA19093
OG0003284	AENJA_08806	ORYLA18705
OG0003286	AENJA_08868	ORYLA16774
OG0003287	AENJA_08945	ORYLA15508, ORYLA11362
OG0003288	AENJA_08988	ORYLA04254
OG0003289	AENJA_09099	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003290	AENJA_09114	ORYLA06270, ORYLA06269
OG0003291	AENJA_09544	ORYLA04004
OG0003293	AENJA_10140	ORYLA14350
OG0003294	AENJA_10229	ORYLA12880
OG0003295	AENJA_10278	ORYLA04874, ORYLA19440
OG0003297	AENJA_10455	ORYLA16817
OG0003298	AENJA_10956	ORYLA01355
OG0003299	AENJA_10978	ORYLA12913
OG0003301	AENJA_11385	ORYLA03284, ORYLA12501
OG0003302	AENJA_11409	ORYLA01208
OG0003303	AENJA_23721	ORYLA13616
OG0003304	AENJA_18633	ORYLA05709
OG0003305	AENJA_11741	ORYLA02939, ORYLA18010
OG0003306	AENJA_22075	ORYLA15915
OG0003307	AENJA_11858	ORYLA00404, ORYLA01512
OG0003310	AENJA_17432, AENJA_12020	ORYLA19305
OG0003311	AENJA_12315	ORYLA01367, ORYLA08826, ORYLA06226
OG0003314	AENJA_12635	ORYLA04286, ORYLA00307
OG0003315	AENJA_12794	ORYLA05354
OG0003316	AENJA_13112	ORYLA06489
OG0003317	AENJA_13550	ORYLA00142
OG0003318	AENJA_13567	ORYLA14596, ORYLA15728
OG0003319	AENJA_13649	ORYLA15491, ORYLA07033
OG0003320	AENJA_13907	ORYLA17866
OG0003321	AENJA_14072	ORYLA19455, ORYLA05648
OG0003323	AENJA_14209	ORYLA02747
OG0003325	AENJA_19471	ORYLA08076, ORYLA04984
OG0003326	AENJA_14434	ORYLA04931
OG0003327	AENJA_14781	ORYLA02456, ORYLA06278
OG0003329	AENJA_15213	ORYLA17667, ORYLA02366
OG0003330	AENJA_15240	ORYLA14948
OG0003331	AENJA_15484	ORYLA03745
OG0003332	AENJA_15526	ORYLA06788, ORYLA02078
OG0003335	AENJA_15787	ORYLA10536
OG0003336	AENJA_15800	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	AENJA_15893	ORYLA20124
OG0003340	AENJA_16463	ORYLA05123, ORYLA01941
OG0003341	AENJA_17359	ORYLA00218
OG0003342	AENJA_24117, AENJA_17380	ORYLA05754, ORYLA12334
OG0003343	AENJA_17471	ORYLA03249
OG0003344	AENJA_17550	ORYLA11978
OG0003346	AENJA_18192	ORYLA07076
OG0003347	AENJA_18356	ORYLA09885, ORYLA04679
OG0003348	AENJA_18879	ORYLA07117, ORYLA09434
OG0003349	AENJA_18916	ORYLA00427, ORYLA04988, ORYLA08086
OG0003350	AENJA_18932	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457
OG0003351	AENJA_19001	ORYLA14628
OG0003352	AENJA_19121	ORYLA08412, ORYLA10054
OG0003353	AENJA_20103	ORYLA10916
OG0003354	AENJA_20119	ORYLA19460, ORYLA19459, ORYLA00204
OG0003355	AENJA_20320	ORYLA02544, ORYLA05076, ORYLA07720
OG0003356	AENJA_21005	ORYLA00555, ORYLA16745
OG0003357	AENJA_21046	ORYLA01325
OG0003358	AENJA_21116	ORYLA14258
OG0003359	AENJA_21290	ORYLA11531
OG0003360	AENJA_21296	ORYLA10113
OG0003361	AENJA_21382	ORYLA10105, ORYLA03006
OG0003364	AENJA_21855	ORYLA14543, ORYLA16352
OG0003365	AENJA_21978	ORYLA11052, ORYLA14488
OG0003366	AENJA_22253	ORYLA19482
OG0003367	AENJA_22965, AENJA_22964	ORYLA19314
OG0003368	AENJA_23082	ORYLA01157
OG0003369	AENJA_23134	ORYLA17954
OG0003370	AENJA_23534	ORYLA02169, ORYLA05635
OG0003371	AENJA_23861	ORYLA19953, ORYLA15570
OG0003372	AENJA_24254	ORYLA13263, ORYLA19929
OG0003373	AENJA_24423	ORYLA11155, ORYLA15306
OG0003374	AENJA_24682, AENJA_24683	ORYLA05369
OG0003375	AENJA_24824	ORYLA17409
OG0003376	AENJA_24827	ORYLA07502
OG0003377	AENJA_24906	ORYLA12102
OG0003378	AENJA_24909	ORYLA12071
OG0003379	AENJA_25180	ORYLA05666
OG0003380	AENJA_25323	ORYLA02294, ORYLA17353
OG0003381	AENJA_25399	ORYLA10983, ORYLA12366
OG0003382	AENJA_25400	ORYLA06657, ORYLA06055
OG0003383	AENJA_25690	ORYLA08272
OG0003384	AENJA_25752	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	AENJA_26425	ORYLA16115
OG0003386	AENJA_26435	ORYLA06516, ORYLA12917
OG0003387	AENJA_26696	ORYLA16634
OG0003419	AENJA_00054	ORYLA07674
OG0003420	AENJA_00096	ORYLA13381, ORYLA02466
OG0003421	AENJA_00119	ORYLA20432
OG0003422	AENJA_00528	ORYLA11143
OG0003424	AENJA_00838	ORYLA16837
OG0003425	AENJA_01194	ORYLA19551, ORYLA19552
OG0003426	AENJA_01257	ORYLA01060
OG0003428	AENJA_01568	ORYLA07230
OG0003429	AENJA_01963	ORYLA15696
OG0003430	AENJA_02400	ORYLA04134, ORYLA05926
OG0003431	AENJA_02555	ORYLA13930, ORYLA13647
OG0003432	AENJA_02656	ORYLA09229
OG0003433	AENJA_02659	ORYLA04481
OG0003434	AENJA_02675	ORYLA08873
OG0003435	AENJA_02757	ORYLA11612, ORYLA10262
OG0003437	AENJA_02889, AENJA_18380	ORYLA16686, ORYLA18274, ORYLA16631
OG0003439	AENJA_03292	ORYLA08660
OG0003440	AENJA_03488	ORYLA09996, ORYLA09995, ORYLA19837
OG0003441	AENJA_03511	ORYLA11240, ORYLA14053
OG0003442	AENJA_03564	ORYLA03904, ORYLA07561, ORYLA08501, ORYLA13557
OG0003443	AENJA_03622	ORYLA08295, ORYLA10121
OG0003444	AENJA_03663	ORYLA12477, ORYLA15139
OG0003445	AENJA_03793	ORYLA02950
OG0003448	AENJA_04038	ORYLA12750
OG0003449	AENJA_04230	ORYLA08945
OG0003450	AENJA_04269	ORYLA06472
OG0003451	AENJA_04285	ORYLA09529
OG0003452	AENJA_04578	ORYLA05284
OG0003453	AENJA_04592	ORYLA17585
OG0003454	AENJA_04653	ORYLA16419, ORYLA05702, ORYLA07880
OG0003455	AENJA_22892	ORYLA15928
OG0003456	AENJA_04853	ORYLA16281
OG0003457	AENJA_05123	ORYLA07032, ORYLA10641
OG0003459	AENJA_05414	ORYLA04696, ORYLA10058
OG0003460	AENJA_05490	ORYLA20040, ORYLA04718
OG0003462	AENJA_05724, AENJA_20654	ORYLA16610
OG0003463	AENJA_05770	ORYLA18517, ORYLA11792
OG0003464	AENJA_10817, AENJA_05778	ORYLA07795
OG0003465	AENJA_06069	ORYLA17241
OG0003466	AENJA_06181	ORYLA08173, ORYLA02600, ORYLA01193
OG0003467	AENJA_06433	ORYLA02217
OG0003469	AENJA_07022	ORYLA02002
OG0003470	AENJA_07032	ORYLA17233
OG0003471	AENJA_07354	ORYLA05163
OG0003472	AENJA_07615	ORYLA09943
OG0003474	AENJA_07912	ORYLA05348, ORYLA01720, ORYLA01933
OG0003475	AENJA_08250	ORYLA09037
OG0003476	AENJA_08274	ORYLA10956
OG0003477	AENJA_08292	ORYLA05136
OG0003478	AENJA_08408	ORYLA10473
OG0003479	AENJA_08477	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248
OG0003480	AENJA_08524, AENJA_08521	ORYLA14009
OG0003481	AENJA_08978, AENJA_08977	ORYLA09851
OG0003482	AENJA_08998	ORYLA19870
OG0003483	AENJA_09252	ORYLA05235
OG0003486	AENJA_09585	ORYLA11922
OG0003487	AENJA_10277	ORYLA01531
OG0003488	AENJA_10887, AENJA_25027	ORYLA09086
OG0003489	AENJA_11004	ORYLA10608, ORYLA05128
OG0003490	AENJA_11053	ORYLA09588
OG0003491	AENJA_11118	ORYLA01435, ORYLA03786, ORYLA08768
OG0003492	AENJA_11247	ORYLA19071
OG0003493	AENJA_20319	ORYLA06634
OG0003495	AENJA_11780	ORYLA15496, ORYLA20263, ORYLA20109
OG0003496	AENJA_19103, AENJA_12010	ORYLA03579
OG0003497	AENJA_12369	ORYLA03780
OG0003498	AENJA_12653	ORYLA00351
OG0003499	AENJA_12654	ORYLA14587
OG0003501	AENJA_13025	ORYLA13017
OG0003502	AENJA_13200	ORYLA03987
OG0003503	AENJA_13216	ORYLA08311
OG0003504	AENJA_13617	ORYLA00809, ORYLA05813, ORYLA05814
OG0003505	AENJA_13629	ORYLA15188
OG0003506	AENJA_13681	ORYLA03663, ORYLA07315
OG0003507	AENJA_13693	ORYLA13206, ORYLA13567
OG0003508	AENJA_13894	ORYLA09159, ORYLA06715
OG0003510	AENJA_15122, AENJA_14984	ORYLA05653, ORYLA02192, ORYLA12402
OG0003511	AENJA_15214	ORYLA17668
OG0003512	AENJA_15313	ORYLA17979, ORYLA14116
OG0003513	AENJA_15883	ORYLA19681, ORYLA05692
OG0003514	AENJA_16077	ORYLA14323, ORYLA13834, ORYLA20337
OG0003515	AENJA_16192	ORYLA00165
OG0003517	AENJA_16771	ORYLA14850, ORYLA11261
OG0003518	AENJA_16797	ORYLA02219
OG0003519	AENJA_16830	ORYLA06032
OG0003520	AENJA_17161	ORYLA10150
OG0003521	AENJA_17538	ORYLA03229
OG0003522	AENJA_17840	ORYLA11321, ORYLA10376
OG0003523	AENJA_17997	ORYLA06822
OG0003524	AENJA_17999	ORYLA14492
OG0003525	AENJA_18452	ORYLA06258
OG0003526	AENJA_18515	ORYLA05238, ORYLA00105, ORYLA08676
OG0003527	AENJA_18617	ORYLA03109
OG0003528	AENJA_18722	ORYLA09598
OG0003529	AENJA_23756, AENJA_18730	ORYLA08755, ORYLA16493
OG0003530	AENJA_18943, AENJA_18942	ORYLA08384, ORYLA09655
OG0003531	AENJA_19107	ORYLA10765, ORYLA01076
OG0003532	AENJA_19405	ORYLA09550
OG0003533	AENJA_19980	ORYLA20154
OG0003534	AENJA_20224	ORYLA04728, ORYLA10480
OG0003535	AENJA_20349	ORYLA17733, ORYLA17692
OG0003536	AENJA_20549	ORYLA20264
OG0003537	AENJA_20711, AENJA_20710	ORYLA02972
OG0003538	AENJA_20720	ORYLA04723
OG0003539	AENJA_20975	ORYLA00317
OG0003541	AENJA_21308	ORYLA12459
OG0003542	AENJA_21494	ORYLA08039, ORYLA08040
OG0003543	AENJA_21659	ORYLA06025
OG0003544	AENJA_21703	ORYLA05956
OG0003545	AENJA_21908	ORYLA16290, ORYLA00780, ORYLA16888
OG0003546	AENJA_21963	ORYLA02573, ORYLA06777
OG0003547	AENJA_22029	ORYLA15005
OG0003548	AENJA_22613	ORYLA07339, ORYLA19601
OG0003549	AENJA_22669	ORYLA11604, ORYLA13044
OG0003550	AENJA_22695	ORYLA06826, ORYLA09869
OG0003551	AENJA_22715	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	AENJA_22940	ORYLA06559, ORYLA12973
OG0003553	AENJA_23077	ORYLA02388
OG0003554	AENJA_23083	ORYLA02272, ORYLA04649
OG0003555	AENJA_23304	ORYLA08290
OG0003556	AENJA_23329	ORYLA11308, ORYLA15858, ORYLA16060
OG0003557	AENJA_23658	ORYLA17940, ORYLA05103
OG0003558	AENJA_23724	ORYLA12673
OG0003560	AENJA_24076	ORYLA10146
OG0003561	AENJA_24294	ORYLA11603, ORYLA09116
OG0003562	AENJA_24391	ORYLA16057, ORYLA05508
OG0003563	AENJA_24776	ORYLA08166
OG0003564	AENJA_24810	ORYLA02602, ORYLA17999, ORYLA01509
OG0003565	AENJA_24872	ORYLA04938, ORYLA17732
OG0003566	AENJA_25138	ORYLA12377
OG0003567	AENJA_25441	ORYLA16922
OG0003568	AENJA_25542	ORYLA17899
OG0003569	AENJA_25887	ORYLA14706, ORYLA13674
OG0003570	AENJA_26158	ORYLA06235, ORYLA06236
OG0003571	AENJA_26245	ORYLA05684, ORYLA15032
OG0003572	AENJA_26602	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495
OG0003573	AENJA_26698	ORYLA18884
OG0003598	AENJA_00099	ORYLA13193, ORYLA02886
OG0003600	AENJA_00154	ORYLA20278
OG0003601	AENJA_00200	ORYLA10294, ORYLA10291, ORYLA10290
OG0003604	AENJA_00307	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897
OG0003606	AENJA_00589	ORYLA11462, ORYLA10629, ORYLA02252
OG0003607	AENJA_13133	ORYLA08341
OG0003608	AENJA_00758	ORYLA13187
OG0003610	AENJA_00983	ORYLA11705
OG0003611	AENJA_04941	ORYLA01222
OG0003612	AENJA_01169	ORYLA05697
OG0003613	AENJA_01172	ORYLA14322, ORYLA13861
OG0003615	AENJA_06537	ORYLA07166
OG0003616	AENJA_19893, AENJA_19894, AENJA_01501	ORYLA13901, ORYLA15935, ORYLA17835
OG0003617	AENJA_01515, AENJA_11306	ORYLA20096
OG0003618	AENJA_01642	ORYLA09085
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	ORYLA00995
OG0003620	AENJA_01724	ORYLA16131
OG0003622	AENJA_02333, AENJA_02334	ORYLA11687
OG0003623	AENJA_02369	ORYLA05862
OG0003626	AENJA_05658	ORYLA06029
OG0003627	AENJA_03181	ORYLA12845, ORYLA04550
OG0003628	AENJA_12461	ORYLA12634
OG0003630	AENJA_03435	ORYLA07936
OG0003631	AENJA_25153, AENJA_03572	ORYLA18266, ORYLA04613
OG0003632	AENJA_03584	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834
OG0003633	AENJA_03746	ORYLA15479
OG0003635	AENJA_03933	ORYLA01451
OG0003636	AENJA_04212, AENJA_04213, AENJA_04214	ORYLA05265
OG0003638	AENJA_04417	ORYLA11662
OG0003640	AENJA_05057	ORYLA16900, ORYLA07985, ORYLA08704
OG0003641	AENJA_05255	ORYLA05514, ORYLA13948, ORYLA15562
OG0003642	AENJA_05368, AENJA_23786	ORYLA14662, ORYLA00337
OG0003643	AENJA_05513, AENJA_24494	ORYLA16013
OG0003644	AENJA_06076	ORYLA19217, ORYLA19218
OG0003645	AENJA_06128	ORYLA17019, ORYLA16769
OG0003646	AENJA_06203	ORYLA12425
OG0003647	AENJA_06206	ORYLA18090, ORYLA02365
OG0003648	AENJA_06252	ORYLA10802
OG0003649	AENJA_06343	ORYLA12909
OG0003650	AENJA_06545	ORYLA14386
OG0003651	AENJA_06546	ORYLA15506
OG0003652	AENJA_07122	ORYLA04563, ORYLA03095
OG0003653	AENJA_07144	ORYLA01638, ORYLA07485
OG0003654	AENJA_07431	ORYLA09093
OG0003655	AENJA_07748	ORYLA11608, ORYLA09516
OG0003656	AENJA_08284	ORYLA12194, ORYLA06060
OG0003657	AENJA_08341	ORYLA04683, ORYLA09891
OG0003658	AENJA_08342	ORYLA05614, ORYLA01831
OG0003659	AENJA_08800	ORYLA19260
OG0003660	AENJA_08993	ORYLA04982, ORYLA08074
OG0003662	AENJA_09164	ORYLA04873, ORYLA02401
OG0003663	AENJA_09628	ORYLA07346, ORYLA04670
OG0003665	AENJA_10034	ORYLA11822
OG0003666	AENJA_10364	ORYLA02489, ORYLA13220, ORYLA06808
OG0003668	AENJA_10387	ORYLA12159
OG0003669	AENJA_10658	ORYLA00310
OG0003671	AENJA_11068	ORYLA19913, ORYLA05071, ORYLA03950
OG0003672	AENJA_11161, AENJA_24103	ORYLA07781
OG0003674	AENJA_11517	ORYLA00233
OG0003675	AENJA_11744	ORYLA05527
OG0003677	AENJA_11975	ORYLA09433, ORYLA09215, ORYLA16425
OG0003678	AENJA_12097	ORYLA19111, ORYLA18850
OG0003679	AENJA_12320	ORYLA09435, ORYLA09221
OG0003680	AENJA_12855	ORYLA09399
OG0003681	AENJA_12857	ORYLA15043, ORYLA12095
OG0003682	AENJA_12915	ORYLA05336, ORYLA11752
OG0003683	AENJA_12950	ORYLA02323
OG0003685	AENJA_13298	ORYLA12611
OG0003686	AENJA_13621	ORYLA15174, ORYLA15175
OG0003687	AENJA_13636	ORYLA16099, ORYLA09689
OG0003688	AENJA_13670	ORYLA15391
OG0003689	AENJA_14017	ORYLA00037
OG0003690	AENJA_20908	ORYLA10151
OG0003691	AENJA_17487, AENJA_14396	ORYLA00513
OG0003692	AENJA_14437	ORYLA17765, ORYLA17766
OG0003693	AENJA_14583	ORYLA11068, ORYLA15548
OG0003694	AENJA_14806	ORYLA05766
OG0003695	AENJA_14941	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	AENJA_15025	ORYLA14696
OG0003697	AENJA_15049	ORYLA18863
OG0003698	AENJA_15085	ORYLA05043, ORYLA17728
OG0003700	AENJA_15228	ORYLA00145, ORYLA16899
OG0003701	AENJA_15293	ORYLA09740
OG0003702	AENJA_15340	ORYLA04776, ORYLA10080
OG0003703	AENJA_15513	ORYLA19118, ORYLA07915
OG0003704	AENJA_15518	ORYLA00715, ORYLA06286
OG0003705	AENJA_16444	ORYLA01951
OG0003706	AENJA_15986	ORYLA06085
OG0003707	AENJA_16247	ORYLA12453
OG0003709	AENJA_17152	ORYLA15349, ORYLA12752
OG0003710	AENJA_17579	ORYLA04163, ORYLA08822
OG0003711	AENJA_17736	ORYLA12421
OG0003712	AENJA_17842	ORYLA16996, ORYLA19025
OG0003713	AENJA_17988	ORYLA13219, ORYLA06802
OG0003714	AENJA_23117, AENJA_17998	ORYLA19329
OG0003716	AENJA_18178	ORYLA13136
OG0003717	AENJA_18567	ORYLA02048
OG0003718	AENJA_18593	ORYLA08634
OG0003719	AENJA_18681	ORYLA05761
OG0003720	AENJA_18939	ORYLA06376, ORYLA01596
OG0003721	AENJA_19137	ORYLA01061
OG0003722	AENJA_19232	ORYLA06277, ORYLA02448
OG0003724	AENJA_19400	ORYLA20221
OG0003725	AENJA_19411	ORYLA13642, ORYLA17118
OG0003726	AENJA_19480, AENJA_22995	ORYLA05127
OG0003727	AENJA_19507	ORYLA01928, ORYLA05903
OG0003729	AENJA_19798	ORYLA08395
OG0003731	AENJA_19989	ORYLA00028
OG0003733	AENJA_20334	ORYLA07355
OG0003734	AENJA_20690	ORYLA02449
OG0003736	AENJA_20853, AENJA_20855	ORYLA15256
OG0003737	AENJA_20913	ORYLA18023, ORYLA13650
OG0003738	AENJA_21039	ORYLA16804
OG0003739	AENJA_21483	ORYLA10021
OG0003740	AENJA_21680	ORYLA14622
OG0003741	AENJA_21770	ORYLA06173
OG0003742	AENJA_22403	ORYLA06086, ORYLA02085, ORYLA16192
OG0003743	AENJA_22572	ORYLA02655, ORYLA17586
OG0003744	AENJA_22829	ORYLA15613, ORYLA13913
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	ORYLA17929
OG0003746	AENJA_23348	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028
OG0003748	AENJA_23488, AENJA_23487	ORYLA14739, ORYLA10883, ORYLA16014, ORYLA16016, ORYLA16015
OG0003750	AENJA_23963	ORYLA15854
OG0003751	AENJA_24526	ORYLA12972
OG0003752	AENJA_24562	ORYLA20457, ORYLA20456, ORYLA14921
OG0003753	AENJA_24858	ORYLA16886, ORYLA16887
OG0003754	AENJA_24910	ORYLA14867
OG0003755	AENJA_24952	ORYLA04416
OG0003756	AENJA_25172	ORYLA15160
OG0003757	AENJA_25326	ORYLA03079
OG0003758	AENJA_25591	ORYLA15779
OG0003759	AENJA_25619	ORYLA16410, ORYLA01905, ORYLA01906
OG0003760	AENJA_26295	ORYLA07065, ORYLA12558
OG0003761	AENJA_26423	ORYLA14667, ORYLA19588
OG0003762	AENJA_26451	ORYLA16316
OG0003763	AENJA_26622	ORYLA04822
OG0003794	AENJA_00002	ORYLA16150, ORYLA01739, ORYLA20381, ORYLA15350, ORYLA12748
OG0003795	AENJA_00051	ORYLA20210
OG0003798	AENJA_00181	ORYLA19738, ORYLA13919
OG0003802	AENJA_18470, AENJA_23024, AENJA_00441, AENJA_21440, AENJA_05743, AENJA_03445, AENJA_01719, AENJA_15612, AENJA_05741	ORYLA03226
OG0003803	AENJA_00564	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	AENJA_00944	ORYLA16763
OG0003807	AENJA_00967	ORYLA00781
OG0003808	AENJA_00978	ORYLA01934
OG0003809	AENJA_01422	ORYLA07697, ORYLA19481, ORYLA19479
OG0003810	AENJA_01566	ORYLA09510, ORYLA12262
OG0003811	AENJA_01571	ORYLA12803
OG0003812	AENJA_01871	ORYLA19278
OG0003813	AENJA_02053	ORYLA18042, ORYLA17950
OG0003816	AENJA_02254	ORYLA05294
OG0003818	AENJA_02475	ORYLA04078
OG0003820	AENJA_02870, AENJA_19572	ORYLA07704
OG0003821	AENJA_02911	ORYLA13685, ORYLA15681, ORYLA13807
OG0003823	AENJA_02946	ORYLA11357
OG0003824	AENJA_02975	ORYLA17763
OG0003826	AENJA_03131	ORYLA04385
OG0003828	AENJA_03700	ORYLA02923
OG0003829	AENJA_03792	ORYLA06358
OG0003830	AENJA_26357, AENJA_19327, AENJA_03838	ORYLA10180, ORYLA11924
OG0003831	AENJA_03886	ORYLA00352
OG0003832	AENJA_03902	ORYLA14681, ORYLA10931
OG0003833	AENJA_04439	ORYLA08551
