Orthogroup	AENJA_ok	DANRE
OG0002666	AENJA_21371	DANRE29422
OG0002667	AENJA_21967	DANRE40044, DANRE40045, DANRE00375, DANRE35160, DANRE35161, DANRE26652, DANRE26653
OG0002668	AENJA_22301	DANRE10264
OG0002670	AENJA_22806	DANRE11956, DANRE05811, DANRE05812
OG0002671	AENJA_22822	DANRE38597, DANRE38598, DANRE26136, DANRE23501, DANRE14400, DANRE09114
OG0002672	AENJA_23316	DANRE24606, DANRE27377, DANRE27378, DANRE17950
OG0002673	AENJA_23396	DANRE03519, DANRE11298, DANRE11296, DANRE11297, DANRE04908
OG0002674	AENJA_23679	DANRE34785, DANRE34784
OG0002675	AENJA_24042	DANRE26282, DANRE12989
OG0002677	AENJA_24115	DANRE30190, DANRE30191, DANRE30192
OG0002678	AENJA_25983	DANRE39272, DANRE39273, DANRE41526, DANRE16070
OG0002679	AENJA_26173	DANRE07511, DANRE07512, DANRE09987
OG0002703	AENJA_00057	DANRE34468, DANRE09272, DANRE09271, DANRE09273
OG0002705	AENJA_00396	DANRE01891, DANRE01892, DANRE00487, DANRE00488
OG0002707	AENJA_00731	DANRE11337, DANRE16895, DANRE37811, DANRE18944, DANRE11847
OG0002708	AENJA_01064	DANRE17887, DANRE17886, DANRE17884, DANRE17882, DANRE17883, DANRE17880, DANRE17881
OG0002710	AENJA_10283	DANRE20982, DANRE25683
OG0002713	AENJA_24272, AENJA_11110, AENJA_24274, AENJA_24275, AENJA_02692	DANRE01245
OG0002714	AENJA_02697	DANRE02532
OG0002715	AENJA_02725	DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873
OG0002716	AENJA_03328	DANRE03546, DANRE03545
OG0002717	AENJA_03489	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629
OG0002718	AENJA_03576	DANRE41004, DANRE41003
OG0002720	AENJA_04824	DANRE36878, DANRE36877
OG0002721	AENJA_04852	DANRE09313, DANRE09312, DANRE03062, DANRE03063, DANRE30437, DANRE30436, DANRE30435, DANRE15408, DANRE15407, DANRE15406
OG0002722	AENJA_05319	DANRE11851
OG0002723	AENJA_05322, AENJA_19139	DANRE43018, DANRE34379, DANRE08059, DANRE19966, DANRE39247, DANRE23518
OG0002724	AENJA_23032, AENJA_05583, AENJA_22888	DANRE21329
OG0002726	AENJA_24284	DANRE04113
OG0002726	AENJA_17586, AENJA_06393	DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112
OG0002728	AENJA_06707	DANRE07907, DANRE07906, DANRE07904, DANRE07905
OG0002729	AENJA_07855, AENJA_13538, AENJA_11456	DANRE41955, DANRE41956, DANRE41954
OG0002730	AENJA_08819	DANRE10036, DANRE08778, DANRE08776, DANRE08777
OG0002731	AENJA_14522, AENJA_09113	DANRE39613, DANRE34202, DANRE34201
OG0002732	AENJA_19283, AENJA_09229	DANRE03243, DANRE11281, DANRE38742
OG0002734	AENJA_09357	DANRE04794, DANRE04793, DANRE35568, DANRE17393, DANRE17394, DANRE10697, DANRE10696, DANRE35569
OG0002735	AENJA_09688, AENJA_12663	DANRE42687, DANRE42685, DANRE42686, DANRE10506, DANRE10505, DANRE23162, DANRE23163, DANRE29034, DANRE29035
OG0002736	AENJA_09727	DANRE33756, DANRE33757, DANRE33758, DANRE42246
OG0002738	AENJA_10302, AENJA_10303	DANRE03131, DANRE21433, DANRE30050, DANRE30049
OG0002739	AENJA_23418	DANRE17939, DANRE17937, DANRE17936, DANRE17938
OG0002740	AENJA_10478	DANRE05293, DANRE05292, DANRE14839
OG0002741	AENJA_10511	DANRE13217, DANRE20997, DANRE09926, DANRE13539
OG0002742	AENJA_11246	DANRE11312, DANRE03538, DANRE16689
OG0002743	AENJA_11676	DANRE35770
OG0002744	AENJA_11955	DANRE39964, DANRE39965, DANRE39963, DANRE35401, DANRE35399, DANRE35400
OG0002745	AENJA_12347	DANRE30185, DANRE16980
OG0002748	AENJA_16452	DANRE40611, DANRE40613, DANRE40612, DANRE19416
OG0002749	AENJA_25924	DANRE16044
OG0002751	AENJA_14088	DANRE41209, DANRE41208, DANRE41210
OG0002752	AENJA_14300	DANRE24282
OG0002753	AENJA_14354	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489
OG0002754	AENJA_14712	DANRE26705, DANRE26703, DANRE24564
OG0002755	AENJA_14755	DANRE00410
OG0002756	AENJA_16000	DANRE02210
OG0002757	AENJA_14974	DANRE36933, DANRE39271, DANRE39270, DANRE15669
OG0002758	AENJA_15361	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539
OG0002759	AENJA_15430, AENJA_15429	DANRE42247, DANRE42248, DANRE27786
OG0002760	AENJA_15553, AENJA_19974, AENJA_22798	DANRE31293, DANRE31294, DANRE25038, DANRE25039
OG0002762	AENJA_16834	DANRE02197, DANRE36825, DANRE07594
OG0002763	AENJA_17978	DANRE03877
OG0002764	AENJA_17995	DANRE23216, DANRE08807, DANRE27809, DANRE27810
OG0002765	AENJA_18242	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159
OG0002766	AENJA_18864	DANRE10689, DANRE43431
OG0002767	AENJA_18908	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899
OG0002768	AENJA_19032	DANRE01560, DANRE30765
OG0002770	AENJA_19276	DANRE00608, DANRE00610, DANRE00609
OG0002771	AENJA_19705	DANRE05166, DANRE10927
OG0002772	AENJA_20331	DANRE40177
OG0002773	AENJA_20591	DANRE16149, DANRE16150
OG0002774	AENJA_20726	DANRE40158, DANRE38383, DANRE38382, DANRE10177
OG0002775	AENJA_20727	DANRE10663
OG0002776	AENJA_20735	DANRE07369, DANRE07368, DANRE07370
OG0002777	AENJA_20773	DANRE25041, DANRE25042, DANRE31292, DANRE25790
OG0002778	AENJA_20938	DANRE37556, DANRE00537
OG0002779	AENJA_21312	DANRE22922, DANRE22920, DANRE22921
OG0002780	AENJA_21493	DANRE04044, DANRE04045
OG0002781	AENJA_21782	DANRE29052, DANRE23365, DANRE42355, DANRE42354
OG0002782	AENJA_22198	DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902
OG0002783	AENJA_23294	DANRE34340
OG0002785	AENJA_23498	DANRE02086, DANRE02084, DANRE34324
OG0002786	AENJA_23784	DANRE10327, DANRE12873, DANRE21673, DANRE21672, DANRE21674, DANRE34858
OG0002787	AENJA_24196	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606
OG0002788	AENJA_24424	DANRE25185, DANRE25184, DANRE25183
OG0002790	AENJA_25977	DANRE12223, DANRE12222
OG0002791	AENJA_26314	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391
OG0002792	AENJA_26420	DANRE12784, DANRE12785, DANRE12786, DANRE12787
OG0002793	AENJA_26539, AENJA_26542	DANRE37882, DANRE37883, DANRE37885, DANRE37884
OG0002794	AENJA_26669	DANRE00383, DANRE00382, DANRE21477, DANRE26511, DANRE26513, DANRE26512
OG0002795	AENJA_26764	DANRE37649, DANRE34962, DANRE34961
OG0002811	AENJA_00043	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593
OG0002812	AENJA_24999, AENJA_18657, AENJA_24998	DANRE00123, DANRE00122, DANRE26811, DANRE02088, DANRE02089
OG0002813	AENJA_00188	DANRE36904, DANRE14696, DANRE14695, DANRE12833, DANRE12832
OG0002814	AENJA_00393	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078
OG0002815	AENJA_01312, AENJA_00508	DANRE10055, DANRE10054, DANRE17377, DANRE17376
OG0002816	AENJA_00653	DANRE40080, DANRE40079, DANRE40081, DANRE27392, DANRE27393, DANRE27398, DANRE27397, DANRE27396, DANRE27394, DANRE27395
OG0002817	AENJA_00735	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004
OG0002818	AENJA_23485, AENJA_00797	DANRE22761, DANRE12422, DANRE12423
OG0002819	AENJA_07879, AENJA_00891	DANRE38045, DANRE23831, DANRE23832, DANRE36029
OG0002821	AENJA_20741, AENJA_01009, AENJA_12682	DANRE01907, DANRE27067
OG0002822	AENJA_01043	DANRE30016, DANRE15451, DANRE30378, DANRE04075
OG0002823	AENJA_16157	DANRE00544
OG0002824	AENJA_01440	DANRE04182, DANRE27941, DANRE27940, DANRE42149
OG0002825	AENJA_01512	DANRE30695, DANRE30696
OG0002826	AENJA_02168	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325
OG0002827	AENJA_02347	DANRE17408, DANRE17409
OG0002828	AENJA_02401	DANRE13299, DANRE13300
OG0002829	AENJA_02735	DANRE29078, DANRE03592, DANRE03591
OG0002830	AENJA_02762	DANRE17943, DANRE17942, DANRE11719, DANRE10775, DANRE35075, DANRE37933
OG0002831	AENJA_02799	DANRE12480, DANRE12481, DANRE12482, DANRE12483
OG0002833	AENJA_03383	DANRE30142, DANRE30143, DANRE24727
OG0002834	AENJA_03589	DANRE09628, DANRE09627, DANRE13960, DANRE13961, DANRE39532, DANRE39531, DANRE39533, DANRE39530, DANRE39534, DANRE39535, DANRE39536
OG0002835	AENJA_04456	DANRE10059, DANRE13741, DANRE11099
OG0002836	AENJA_17994	DANRE08766, DANRE40454
OG0002838	AENJA_22502, AENJA_05712	DANRE05247, DANRE05246, DANRE05248, DANRE15690
OG0002839	AENJA_06051	DANRE09419
OG0002840	AENJA_20109, AENJA_06119	DANRE38625, DANRE38624, DANRE18870, DANRE18869
OG0002841	AENJA_06177	DANRE31234, DANRE31233, DANRE31235
OG0002842	AENJA_06186	DANRE33249, DANRE17900
OG0002843	AENJA_06434	DANRE33666
OG0002844	AENJA_06497, AENJA_06632	DANRE20599, DANRE22617
OG0002845	AENJA_06631	DANRE39162
OG0002846	AENJA_07262	DANRE11812
OG0002847	AENJA_07384	DANRE39643
OG0002848	AENJA_07552	DANRE23949, DANRE23950
OG0002849	AENJA_09406	DANRE24960, DANRE38544, DANRE13903
OG0002850	AENJA_09764	DANRE13274, DANRE27626
OG0002851	AENJA_09890	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966
OG0002853	AENJA_10557	DANRE38503, DANRE12751, DANRE19608, DANRE19607, DANRE19606, DANRE21736
OG0002854	AENJA_10775	DANRE17653, DANRE17654, DANRE17652
OG0002855	AENJA_10897	DANRE07732, DANRE07731
OG0002856	AENJA_10966	DANRE21584, DANRE21583, DANRE21585, DANRE14919, DANRE14920
OG0002858	AENJA_11662	DANRE14299, DANRE14298, DANRE38866
OG0002859	AENJA_11782	DANRE24643
OG0002860	AENJA_12346	DANRE29389
OG0002861	AENJA_12943	DANRE38967
OG0002862	AENJA_13487, AENJA_13488	DANRE01137, DANRE01138, DANRE14198, DANRE10647, DANRE09064
OG0002863	AENJA_13512	DANRE33421
OG0002864	AENJA_14146	DANRE27681, DANRE27680
OG0002865	AENJA_14309, AENJA_14310	DANRE10877
OG0002866	AENJA_14387	DANRE43391, DANRE00406
OG0002868	AENJA_14495	DANRE40637, DANRE40638
OG0002869	AENJA_14797	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032
OG0002870	AENJA_14868	DANRE11980, DANRE11979
OG0002872	AENJA_15132	DANRE14979
OG0002873	AENJA_15531	DANRE29393, DANRE29392, DANRE29391
OG0002874	AENJA_16110	DANRE41270, DANRE41271, DANRE31582, DANRE31581
OG0002875	AENJA_16211	DANRE18745
OG0002876	AENJA_16221	DANRE37111, DANRE37110, DANRE05881, DANRE05880
OG0002877	AENJA_16701	DANRE01833, DANRE01834, DANRE01832
OG0002878	AENJA_16812, AENJA_16807	DANRE25363, DANRE10599
OG0002879	AENJA_16846	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212, DANRE05524
OG0002880	AENJA_17696, AENJA_23913	DANRE17261
OG0002881	AENJA_17801	DANRE22987, DANRE20604, DANRE20603, DANRE20602
OG0002883	AENJA_18948	DANRE05108, DANRE05109
OG0002884	AENJA_19070	DANRE36631
OG0002885	AENJA_19088	DANRE35272
OG0002887	AENJA_19844	DANRE18986, DANRE18985
OG0002888	AENJA_19971	DANRE30140, DANRE29332, DANRE36172, DANRE36173
OG0002889	AENJA_19979	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959
OG0002890	AENJA_20114	DANRE09749, DANRE09751, DANRE09750, DANRE14544, DANRE01884, DANRE09748
OG0002891	AENJA_20333	DANRE30130, DANRE16952
OG0002892	AENJA_20418	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159
OG0002893	AENJA_20681	DANRE16201, DANRE16200, DANRE16202, DANRE16199
OG0002894	AENJA_20837	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765
OG0002895	AENJA_21152	DANRE30939, DANRE40535, DANRE02366
OG0002896	AENJA_21743	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537
OG0002897	AENJA_22085	DANRE35476, DANRE35474, DANRE35475
OG0002898	AENJA_22319, AENJA_22360	DANRE16262, DANRE16261, DANRE16260
OG0002899	AENJA_22623	DANRE09288, DANRE09287, DANRE36325
OG0002900	AENJA_22681	DANRE12889, DANRE14486, DANRE14487
OG0002901	AENJA_22902	DANRE18173, DANRE18172
OG0002902	AENJA_24583	DANRE30424, DANRE03373
OG0002903	AENJA_23290	DANRE09164, DANRE09166, DANRE09165
OG0002904	AENJA_23408	DANRE42980, DANRE42981
OG0002905	AENJA_23587	DANRE22952, DANRE22954, DANRE27661, DANRE27660
OG0002906	AENJA_23675	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196
OG0002907	AENJA_23794	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876
OG0002908	AENJA_24151	DANRE23356, DANRE23357
OG0002909	AENJA_24484	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880
OG0002910	AENJA_24759	DANRE30866
OG0002911	AENJA_24811	DANRE05242, DANRE05241, DANRE00632, DANRE00631
OG0002912	AENJA_25185	DANRE38633, DANRE38632
OG0002913	AENJA_25404	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184
OG0002914	AENJA_25554	DANRE12339, DANRE12345, DANRE12344, DANRE12341, DANRE12343, DANRE12342, DANRE12340
OG0002915	AENJA_26181	DANRE12827, DANRE12826, DANRE27309
OG0002916	AENJA_26387	DANRE02144, DANRE02145, DANRE00486, DANRE00485
OG0002917	AENJA_26763	DANRE13269, DANRE13268
OG0002944	AENJA_00162	DANRE18767, DANRE18766, DANRE22390, DANRE24085
OG0002945	AENJA_00168	DANRE35994, DANRE35995, DANRE35993
OG0002946	AENJA_25288, AENJA_00243, AENJA_18465	DANRE04134, DANRE30369
OG0002947	AENJA_00803, AENJA_14586	DANRE10152, DANRE10153, DANRE10154
OG0002948	AENJA_09024, AENJA_17830, AENJA_00811	DANRE34886
OG0002949	AENJA_00985	DANRE09990, DANRE09991
OG0002952	AENJA_03492	DANRE06807, DANRE06808, DANRE20237
OG0002953	AENJA_01495	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658
OG0002954	AENJA_01516	DANRE38940, DANRE25783
OG0002955	AENJA_02171	DANRE05511
OG0002956	AENJA_02280	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266
OG0002957	AENJA_02431	DANRE42141, DANRE42142, DANRE42144, DANRE42143
OG0002959	AENJA_02647	DANRE11651, DANRE18133, DANRE18132, DANRE18135, DANRE18134, DANRE11880
OG0002960	AENJA_02770	DANRE14553
OG0002961	AENJA_02909	DANRE24668, DANRE24669
OG0002962	AENJA_03030	DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302
OG0002964	AENJA_03426	DANRE29981
OG0002965	AENJA_03749	DANRE04582
OG0002966	AENJA_03777	DANRE36185
OG0002967	AENJA_03822	DANRE08054, DANRE08053, DANRE08052, DANRE34156
OG0002968	AENJA_03998	DANRE13696
OG0002969	AENJA_04473	DANRE03329, DANRE03330
OG0002971	AENJA_04866	DANRE10191, DANRE10190, DANRE36910, DANRE10064, DANRE10229
OG0002973	AENJA_05992	DANRE02875, DANRE43269
OG0002974	AENJA_06165	DANRE10580, DANRE10579, DANRE10581, DANRE38604
OG0002976	AENJA_06370	DANRE34839, DANRE34841, DANRE34840
OG0002977	AENJA_13198	DANRE08323, DANRE08322
OG0002978	AENJA_06745	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048
OG0002979	AENJA_07121	DANRE30626, DANRE30628, DANRE30627, DANRE11344
OG0002981	AENJA_07374	DANRE27435, DANRE27434, DANRE27436
OG0002982	AENJA_07566	DANRE43008, DANRE43009
OG0002983	AENJA_07689	DANRE35676, DANRE36478
OG0002984	AENJA_08233	DANRE09046
OG0002985	AENJA_08394	DANRE28806, DANRE21915
OG0002986	AENJA_08464	DANRE40518, DANRE40519, DANRE36833, DANRE12782, DANRE12783
OG0002987	AENJA_08505	DANRE23368, DANRE06719
OG0002988	AENJA_08739	DANRE35776, DANRE41716
OG0002990	AENJA_09487	DANRE20457, DANRE20456
OG0002991	AENJA_09631	DANRE04634, DANRE04633, DANRE04635
OG0002992	AENJA_09713	DANRE38774, DANRE38775, DANRE38773, DANRE23142
OG0002994	AENJA_09989	DANRE09752, DANRE14545
OG0002996	AENJA_11042	DANRE12407, DANRE22403, DANRE22404, DANRE02484, DANRE02485
OG0002997	AENJA_25602	DANRE26807, DANRE26806, DANRE26808
OG0002998	AENJA_11226	DANRE25591, DANRE40334
OG0003000	AENJA_12263	DANRE12152
OG0003000	AENJA_16591	DANRE12150, DANRE12151, DANRE12148, DANRE12149
OG0003001	AENJA_18654	DANRE24877, DANRE27015, DANRE27016
OG0003001	AENJA_11581	DANRE35538
OG0003002	AENJA_11596	DANRE35876, DANRE41576, DANRE41575
OG0003003	AENJA_11669	DANRE10097, DANRE10096, DANRE14195, DANRE18308
OG0003004	AENJA_11848	DANRE11793, DANRE11792, DANRE19678, DANRE13171
OG0003005	AENJA_11859	DANRE00094
OG0003005	AENJA_25236	DANRE05976, DANRE05975
OG0003006	AENJA_12351	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147
OG0003007	AENJA_13023	DANRE39995, DANRE15988, DANRE35426
OG0003008	AENJA_13411	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455
OG0003009	AENJA_13811	DANRE09247, DANRE13822, DANRE13823, DANRE09791, DANRE09790, DANRE27983
OG0003010	AENJA_14073	DANRE03320
OG0003011	AENJA_14299	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482
OG0003012	AENJA_14839	DANRE02194, DANRE41182, DANRE01474, DANRE01475
OG0003013	AENJA_14912	DANRE42634, DANRE09494, DANRE09495
OG0003014	AENJA_15441	DANRE18904, DANRE18903, DANRE11632, DANRE11631
OG0003016	AENJA_15608, AENJA_21110, AENJA_15615	DANRE15754, DANRE07659, DANRE07660
OG0003017	AENJA_15754	DANRE14386
OG0003018	AENJA_15825	DANRE20107
OG0003019	AENJA_15890	DANRE17944
OG0003021	AENJA_16063	DANRE03715
OG0003023	AENJA_18745, AENJA_17410	DANRE07888, DANRE00144, DANRE39454
OG0003024	AENJA_17461	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319
OG0003025	AENJA_17533	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233
OG0003026	AENJA_17803	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963
OG0003027	AENJA_17824	DANRE39832, DANRE25253, DANRE25255, DANRE25254
OG0003028	AENJA_17984	DANRE14928, DANRE14929, DANRE14927
OG0003029	AENJA_18248	DANRE14128, DANRE12524
OG0003030	AENJA_18262	DANRE17646, DANRE17647, DANRE17166, DANRE30218
OG0003031	AENJA_18273	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164
OG0003032	AENJA_18607	DANRE06502, DANRE20460, DANRE20461, DANRE04189, DANRE06503, DANRE06504
OG0003033	AENJA_18723	DANRE15199
OG0003034	AENJA_18912	DANRE19735, DANRE19736, DANRE19739, DANRE19738, DANRE19737
OG0003035	AENJA_19225	DANRE21581, DANRE21582, DANRE34776
OG0003036	AENJA_20024	DANRE28031, DANRE21834
OG0003037	AENJA_20789	DANRE35225
OG0003038	AENJA_21096	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300
OG0003040	AENJA_21361, AENJA_21358	DANRE37975
OG0003041	AENJA_21426	DANRE10564, DANRE10563, DANRE10565, DANRE10566
OG0003042	AENJA_21556, AENJA_21559	DANRE41500, DANRE41501
OG0003043	AENJA_21648	DANRE17899
OG0003044	AENJA_21752	DANRE35015
OG0003045	AENJA_24152	DANRE40089
OG0003045	AENJA_21814	DANRE07636
OG0003046	AENJA_21816	DANRE25428, DANRE28175
OG0003048	AENJA_22325	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174
OG0003049	AENJA_22479	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463
OG0003051	AENJA_23367	DANRE07546, DANRE42090, DANRE42091
OG0003052	AENJA_23909	DANRE16627, DANRE16629, DANRE16628
OG0003053	AENJA_24227	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435
OG0003054	AENJA_24441	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241
OG0003055	AENJA_24466	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002
OG0003056	AENJA_24568	DANRE12162, DANRE12163, DANRE12164
OG0003057	AENJA_24574	DANRE08967, DANRE18180, DANRE18179, DANRE18178
OG0003058	AENJA_24768	DANRE17348, DANRE24903
OG0003059	AENJA_24855	DANRE16710, DANRE11335, DANRE11333, DANRE11334
OG0003060	AENJA_24993	DANRE30122, DANRE26566, DANRE20937
OG0003061	AENJA_25088	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428
OG0003062	AENJA_25174	DANRE26319, DANRE26318, DANRE26317, DANRE12172
OG0003063	AENJA_25761	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887
OG0003064	AENJA_26332	DANRE01811
OG0003065	AENJA_26411	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090
OG0003066	AENJA_26723	DANRE25448, DANRE31281
OG0003101	AENJA_00164	DANRE11473, DANRE24368, DANRE40300
OG0003103	AENJA_00246	DANRE13616
OG0003104	AENJA_00844	DANRE36452, DANRE36450, DANRE36451
OG0003104	AENJA_00412	DANRE36453
OG0003105	AENJA_00483	DANRE06202, DANRE06203, DANRE06204
OG0003106	AENJA_00659	DANRE12715
OG0003107	AENJA_00765	DANRE12324, DANRE39342
OG0003108	AENJA_01637	DANRE25882, DANRE25879, DANRE25880
OG0003110	AENJA_01831	DANRE42418, DANRE42417
OG0003111	AENJA_01995	DANRE24570, DANRE35647, DANRE35648, DANRE35646
OG0003113	AENJA_02120	DANRE18781, DANRE18782, DANRE11714
OG0003114	AENJA_02181	DANRE39250, DANRE39249, DANRE19962
OG0003115	AENJA_02279	DANRE43104, DANRE37595, DANRE37596, DANRE33395, DANRE10457
OG0003118	AENJA_03053	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363
OG0003119	AENJA_03324	DANRE33891, DANRE24253
OG0003120	AENJA_03695	DANRE03267
OG0003121	AENJA_03733	DANRE12731, DANRE28362, DANRE21700
OG0003122	AENJA_03851	DANRE11723, DANRE11724
OG0003122	AENJA_13120	DANRE30751
OG0003123	AENJA_25108, AENJA_03956, AENJA_03957	DANRE09106, DANRE14297, DANRE12710
OG0003124	AENJA_07377	DANRE19479, DANRE19478
OG0003125	AENJA_04106	DANRE27728, DANRE27726, DANRE27727
OG0003127	AENJA_04219	DANRE05629
OG0003128	AENJA_04333	DANRE16305
OG0003129	AENJA_18359	DANRE12463, DANRE12464, DANRE12462
OG0003130	AENJA_04695	DANRE08300, DANRE08301, DANRE08299
OG0003131	AENJA_04699	DANRE39602, DANRE39603
OG0003132	AENJA_05230	DANRE15060, DANRE15061
OG0003133	AENJA_05254	DANRE12809, DANRE12810, DANRE12808
OG0003135	AENJA_05506	DANRE08191
OG0003136	AENJA_05594	DANRE35065, DANRE12101, DANRE11278
OG0003137	AENJA_15720, AENJA_05616	DANRE26190
OG0003140	AENJA_06344	DANRE39516, DANRE24971, DANRE24972, DANRE24970, DANRE39086
OG0003141	AENJA_06698	DANRE20615, DANRE14046, DANRE14045
OG0003142	AENJA_06782	DANRE34782, DANRE34781, DANRE14504, DANRE14505, DANRE10324, DANRE10323
OG0003144	AENJA_06849	DANRE00783, DANRE00782, DANRE00786, DANRE00785
OG0003145	AENJA_06906	DANRE36307, DANRE36308, DANRE26624
OG0003146	AENJA_06954	DANRE17747, DANRE17748
OG0003147	AENJA_07167	DANRE06463, DANRE06464
OG0003148	AENJA_07642	DANRE18741, DANRE18742, DANRE09008, DANRE09007, DANRE00993
OG0003149	AENJA_07652	DANRE09385
OG0003150	AENJA_07665	DANRE06878, DANRE06879, DANRE42088
OG0003152	AENJA_08082	DANRE30433, DANRE30432, DANRE03048, DANRE03049, DANRE28960
OG0003153	AENJA_08315	DANRE36866, DANRE36864
OG0003154	AENJA_08755, AENJA_24160, AENJA_24621	DANRE26477
OG0003155	AENJA_15319	DANRE30426, DANRE30425
OG0003157	AENJA_09315, AENJA_09314	DANRE19807
OG0003158	AENJA_09855	DANRE42210, DANRE23852, DANRE23851, DANRE23850, DANRE23849
OG0003159	AENJA_09999	DANRE00330, DANRE39548, DANRE05243
OG0003160	AENJA_10130	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117
OG0003161	AENJA_10165	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062
OG0003162	AENJA_21344, AENJA_10169	DANRE17764, DANRE05683, DANRE08820
OG0003163	AENJA_10333	DANRE40155, DANRE40154, DANRE25816, DANRE25817
OG0003164	AENJA_13680, AENJA_10532	DANRE06390, DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697
OG0003165	AENJA_10534	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525
OG0003166	AENJA_10577	DANRE16104, DANRE16105
OG0003167	AENJA_10753	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935
OG0003171	AENJA_11557	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287
OG0003172	AENJA_11593	DANRE42756
OG0003173	AENJA_11809	DANRE16306, DANRE16307
OG0003174	AENJA_12148	DANRE06246, DANRE06247, DANRE06245
OG0003175	AENJA_12200	DANRE10507, DANRE42689, DANRE14253
OG0003176	AENJA_12428, AENJA_19968, AENJA_24491, AENJA_24492	DANRE13495, DANRE13496
OG0003177	AENJA_12445	DANRE16368, DANRE16367
OG0003178	AENJA_12804	DANRE08964, DANRE11055
OG0003179	AENJA_12977	DANRE15998, DANRE16000, DANRE16001
OG0003180	AENJA_13194	DANRE07584, DANRE19907, DANRE34980, DANRE39646, DANRE39645, DANRE39647, DANRE39648
OG0003181	AENJA_13218	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148
OG0003182	AENJA_13237	DANRE28251
OG0003183	AENJA_13297	DANRE23349, DANRE14974, DANRE14975, DANRE14973, DANRE42556, DANRE42557
OG0003184	AENJA_13777	DANRE08170, DANRE08169, DANRE39240
