Orthogroup	AENJA_ok	CAPO3
OG0001820	AENJA_19468, AENJA_19465, AENJA_19466	CAPO300515
OG0001822	AENJA_21678	CAPO301119
OG0001825	AENJA_23001	CAPO306238
OG0001827	AENJA_23535	CAPO303060
OG0001828	AENJA_23757	CAPO305081
OG0001830	AENJA_25556	CAPO300316
OG0001831	AENJA_25733	CAPO306824
OG0001849	AENJA_00715	CAPO303014
OG0001850	AENJA_00766	CAPO301689
OG0001851	AENJA_00840, AENJA_24938, AENJA_00841, AENJA_00835, AENJA_00963, AENJA_04635, AENJA_18108	CAPO303828
OG0001852	AENJA_01522, AENJA_13282, AENJA_18334	CAPO303604
OG0001857	AENJA_04553	CAPO306766
OG0001859	AENJA_05063, AENJA_08247	CAPO304942
OG0001860	AENJA_05152	CAPO306960
OG0001861	AENJA_25398, AENJA_11706, AENJA_05340	CAPO303333
OG0001863	AENJA_06983	CAPO300966
OG0001864	AENJA_07207	CAPO300448
OG0001866	AENJA_07311, AENJA_07312	CAPO306683
OG0001867	AENJA_07397	CAPO302026
OG0001870	AENJA_07921	CAPO303422
OG0001871	AENJA_07935, AENJA_18281, AENJA_25546	CAPO300664
OG0001873	AENJA_08353, AENJA_24095	CAPO305494
OG0001875	AENJA_09123	CAPO303129
OG0001875	AENJA_16491	CAPO300770
OG0001877	AENJA_09356	CAPO305419
OG0001878	AENJA_09652	CAPO300594
OG0001879	AENJA_10214	CAPO302675
OG0001882	AENJA_13635	CAPO302587
OG0001883	AENJA_14004	CAPO304395
OG0001886	AENJA_14779	CAPO301013
OG0001888	AENJA_15918	CAPO307373
OG0001894	AENJA_21040	CAPO305070
OG0001895	AENJA_22777	CAPO300178
OG0001898	AENJA_25485	CAPO303887
OG0001913	AENJA_00224	CAPO308270
OG0001914	AENJA_20687, AENJA_20686, AENJA_00249	CAPO308187
OG0001915	AENJA_00588	CAPO305922
OG0001916	AENJA_10036, AENJA_00736	CAPO304398
OG0001917	AENJA_01170	CAPO303937
OG0001919	AENJA_03566	CAPO305966
OG0001919	AENJA_02076	CAPO300799
OG0001923	AENJA_03271	CAPO300364
OG0001926	AENJA_04624	CAPO308203
OG0001927	AENJA_23080, AENJA_23079, AENJA_04640	CAPO303832
OG0001928	AENJA_05549	CAPO303627
OG0001930	AENJA_06548	CAPO301567
OG0001931	AENJA_07029	CAPO306905
OG0001935	AENJA_16826, AENJA_08803	CAPO301339
OG0001937	AENJA_09118	CAPO301986
OG0001939	AENJA_09829	CAPO304703
OG0001940	AENJA_10312	CAPO307447
OG0001941	AENJA_10713	CAPO303660
OG0001943	AENJA_12411	CAPO304272
OG0001945	AENJA_12644, AENJA_24575	CAPO302125, CAPO302413
OG0001947	AENJA_13122	CAPO306182
OG0001948	AENJA_14319, AENJA_17928	CAPO307548
OG0001949	AENJA_14418	CAPO303945
OG0001951	AENJA_15959	CAPO305792
OG0001953	AENJA_16687, AENJA_16686	CAPO306993
OG0001956	AENJA_17146	CAPO302405
OG0001957	AENJA_17381	CAPO307027
OG0001961	AENJA_18261	CAPO301591
OG0001963	AENJA_18795	CAPO304559
OG0001964	AENJA_20596	CAPO306144
OG0001965	AENJA_21031, AENJA_26304	CAPO305377
OG0001966	AENJA_21166	CAPO308069
OG0001968	AENJA_22770	CAPO303436
OG0001969	AENJA_23560	CAPO301897
OG0001972	AENJA_26436	CAPO302726
OG0001985	AENJA_00265	CAPO307425
OG0001988	AENJA_00356	CAPO301454
OG0001989	AENJA_01331	CAPO303699
OG0001992	AENJA_04726, AENJA_03071	CAPO301694
OG0001994	AENJA_03433, AENJA_03430	CAPO307422
OG0001997	AENJA_08405	CAPO301018
OG0001997	AENJA_14720, AENJA_14731	CAPO301017
OG0001998	AENJA_04890	CAPO304168
OG0001999	AENJA_14288, AENJA_06057	CAPO303159
OG0002000	AENJA_06674, AENJA_09407	CAPO305912
OG0002001	AENJA_07130	CAPO301730, CAPO305766
OG0002003	AENJA_07348, AENJA_16965	CAPO306645
OG0002004	AENJA_07593	CAPO305661, CAPO300359
OG0002006	AENJA_08834	CAPO302881
OG0002007	AENJA_08990	CAPO301764
OG0002008	AENJA_09596	CAPO308237
OG0002009	AENJA_11028	CAPO305521
OG0002010	AENJA_11279	CAPO303286
OG0002011	AENJA_11419	CAPO305222
OG0002014	AENJA_13118	CAPO305309
OG0002015	AENJA_13757	CAPO304377
OG0002016	AENJA_13775	CAPO300736, CAPO303360
OG0002019	AENJA_14020	CAPO303943, CAPO301189
OG0002020	AENJA_14430	CAPO301809, CAPO306607
OG0002024	AENJA_16927	CAPO300776
OG0002025	AENJA_16933	CAPO301502
OG0002026	AENJA_17399, AENJA_20637	CAPO307889, CAPO306582
OG0002027	AENJA_17663	CAPO307021
OG0002029	AENJA_23173	CAPO303181
OG0002030	AENJA_19423	CAPO303987
OG0002031	AENJA_20118	CAPO300135
OG0002032	AENJA_20630	CAPO304689
OG0002034	AENJA_23670	CAPO306318
OG0002058	AENJA_09693, AENJA_01303, AENJA_14587, AENJA_01300	CAPO300289
OG0002061	AENJA_02978	CAPO307339
OG0002062	AENJA_03055	CAPO301382
OG0002063	AENJA_04991	CAPO302417
OG0002066	AENJA_05224	CAPO300576
OG0002067	AENJA_05900	CAPO302721
OG0002068	AENJA_06271	CAPO303650
OG0002069	AENJA_06511	CAPO306402
OG0002073	AENJA_09126, AENJA_08139	CAPO302333
OG0002074	AENJA_08254	CAPO304152
OG0002076	AENJA_09702	CAPO303117
OG0002078	AENJA_10297	CAPO302217
OG0002079	AENJA_10742	CAPO301402
OG0002080	AENJA_12041	CAPO307474, CAPO307552
OG0002081	AENJA_12147	CAPO300584
OG0002084	AENJA_17921, AENJA_14845, AENJA_17915, AENJA_25742	CAPO300150
OG0002087	AENJA_23537, AENJA_15799	CAPO306536
OG0002093	AENJA_20905	CAPO304254
OG0002094	AENJA_21114, AENJA_21113	CAPO303399
OG0002097	AENJA_21956	CAPO302111
OG0002099	AENJA_22526	CAPO306675
OG0002101	AENJA_24473	CAPO307803
OG0002103	AENJA_24883	CAPO305235
OG0002106	AENJA_25552	CAPO300071
OG0002108	AENJA_26100	CAPO303834
OG0002122	AENJA_00125, AENJA_00126	CAPO300191
OG0002123	AENJA_00359	CAPO303373
OG0002124	AENJA_00533, AENJA_26779	CAPO300980
OG0002129	AENJA_02620	CAPO305068
OG0002130	AENJA_10894, AENJA_03472, AENJA_03474	CAPO301943
OG0002131	AENJA_05093, AENJA_06526, AENJA_03621	CAPO302159
OG0002135	AENJA_04872, AENJA_04875	CAPO300616, CAPO300802
OG0002136	AENJA_05339	CAPO300292
OG0002137	AENJA_15350, AENJA_06237	CAPO306593
OG0002138	AENJA_06936	CAPO304101
OG0002140	AENJA_07430	CAPO300489
OG0002141	AENJA_08191	CAPO300491
OG0002144	AENJA_10174	CAPO308205
OG0002145	AENJA_10358	CAPO305963
OG0002146	AENJA_10360	CAPO303694
OG0002148	AENJA_10936, AENJA_17931	CAPO301311
OG0002150	AENJA_11466	CAPO305991
OG0002151	AENJA_11531, AENJA_11515	CAPO300513
OG0002152	AENJA_11762	CAPO306241, CAPO305214
OG0002156	AENJA_12297	CAPO307789
OG0002158	AENJA_12486	CAPO300426
OG0002159	AENJA_12736	CAPO301618
OG0002160	AENJA_13922	CAPO306354
OG0002165	AENJA_16068	CAPO306860
OG0002166	AENJA_16415	CAPO300536
OG0002168	AENJA_16471, AENJA_23270	CAPO305846
OG0002169	AENJA_17912	CAPO305188, CAPO305186
OG0002170	AENJA_18094, AENJA_23030	CAPO306065
OG0002171	AENJA_18243	CAPO300657
OG0002172	AENJA_18361	CAPO300117
OG0002173	AENJA_18419	CAPO300163
OG0002177	AENJA_18769	CAPO303715
OG0002178	AENJA_19692, AENJA_19691	CAPO300762
OG0002179	AENJA_19816	CAPO301344
OG0002182	AENJA_21407	CAPO300304
OG0002184	AENJA_22069	CAPO302808
OG0002185	AENJA_22305	CAPO306894
OG0002187	AENJA_22617	CAPO303260
OG0002188	AENJA_22979	CAPO307308
OG0002189	AENJA_23289, AENJA_24476	CAPO302919, CAPO302901
OG0002190	AENJA_23964	CAPO305794
OG0002191	AENJA_24425	CAPO306349
OG0002193	AENJA_25895, AENJA_25894	CAPO307827, CAPO303661
OG0002216	AENJA_06974, AENJA_00740, AENJA_06973	CAPO308083
OG0002217	AENJA_01250, AENJA_10139	CAPO303403
OG0002219	AENJA_13723, AENJA_01623	CAPO301953
OG0002222	AENJA_01746	CAPO300961
OG0002224	AENJA_02077	CAPO304952
OG0002225	AENJA_02179	CAPO301769
OG0002226	AENJA_02285	CAPO307804
OG0002227	AENJA_02303, AENJA_02304	CAPO307820, CAPO307799
OG0002228	AENJA_02422	CAPO301630, CAPO300068
OG0002229	AENJA_02540	CAPO308040
OG0002235	AENJA_16148, AENJA_04311	CAPO303035
OG0002237	AENJA_04721	CAPO306506
OG0002239	AENJA_05630	CAPO301966
OG0002240	AENJA_15674, AENJA_05936, AENJA_05935	CAPO306707
OG0002241	AENJA_06217	CAPO303979
OG0002243	AENJA_06283	CAPO301335, CAPO300484
OG0002244	AENJA_20811, AENJA_25845, AENJA_06734, AENJA_20367, AENJA_25846, AENJA_11508	CAPO303840
OG0002245	AENJA_06958	CAPO302737
OG0002246	AENJA_07026	CAPO301929
OG0002251	AENJA_09492	CAPO302537
OG0002252	AENJA_09873	CAPO304306
OG0002255	AENJA_11216, AENJA_22320	CAPO301475, CAPO302337
OG0002257	AENJA_13140, AENJA_23797	CAPO303721
OG0002258	AENJA_13193	CAPO302229
OG0002261	AENJA_13619	CAPO303559
OG0002263	AENJA_14525, AENJA_14524	CAPO304694
OG0002264	AENJA_14565	CAPO304810
OG0002266	AENJA_15317	CAPO307392
OG0002270	AENJA_17477	CAPO302042
OG0002272	AENJA_18110	CAPO301905
OG0002282	AENJA_23640	CAPO300014
OG0002284	AENJA_23854	CAPO304167
OG0002285	AENJA_24807	CAPO305012
OG0002287	AENJA_25167	CAPO306430
OG0002288	AENJA_25474	CAPO306855
OG0002292	AENJA_26405	CAPO308118, CAPO308288
OG0002312	AENJA_00869	CAPO305339
OG0002316	AENJA_01956	CAPO302192
OG0002317	AENJA_02641	CAPO301129
OG0002318	AENJA_02715, AENJA_16923, AENJA_16483	CAPO302292
OG0002319	AENJA_03189	CAPO306342
OG0002321	AENJA_03802	CAPO300390
OG0002322	AENJA_04318, AENJA_04317, AENJA_19026, AENJA_08237	CAPO300979
OG0002323	AENJA_05749, AENJA_05750	CAPO308299
OG0002324	AENJA_19401, AENJA_05816	CAPO301866
OG0002325	AENJA_06079	CAPO300458
OG0002326	AENJA_06622, AENJA_06618	CAPO302239
OG0002327	AENJA_22580, AENJA_06976	CAPO302954
OG0002330	AENJA_07882	CAPO300172
OG0002331	AENJA_08499	CAPO302246
OG0002332	AENJA_09253	CAPO300761
OG0002337	AENJA_10208	CAPO307155
OG0002340	AENJA_11499	CAPO307906
OG0002343	AENJA_12852	CAPO303889
OG0002344	AENJA_13012, AENJA_13013	CAPO307434
OG0002345	AENJA_13482	CAPO304277
OG0002346	AENJA_13792	CAPO307106
OG0002348	AENJA_15315	CAPO302095
OG0002354	AENJA_18103, AENJA_19512	CAPO306383
OG0002356	AENJA_18622	CAPO305051
OG0002357	AENJA_18771	CAPO302341
OG0002358	AENJA_19054	CAPO307788
OG0002359	AENJA_19066	CAPO302128
OG0002361	AENJA_19370	CAPO304727
OG0002362	AENJA_20934	CAPO301902
OG0002363	AENJA_21374	CAPO302980
OG0002364	AENJA_25896, AENJA_21537	CAPO306488
OG0002367	AENJA_23782	CAPO304316
OG0002368	AENJA_22527	CAPO301447
OG0002369	AENJA_22567	CAPO301279
OG0002370	AENJA_22954	CAPO303015
OG0002371	AENJA_23878, AENJA_23873	CAPO304426
OG0002372	AENJA_25318	CAPO303540
OG0002372	AENJA_26244	CAPO303041
OG0002373	AENJA_25475	CAPO306145
OG0002374	AENJA_25507	CAPO302309
OG0002375	AENJA_25871	CAPO305178, CAPO300285
OG0002376	AENJA_25963	CAPO304863
OG0002377	AENJA_26503	CAPO301847
OG0002396	AENJA_01548	CAPO302410
OG0002398	AENJA_02292, AENJA_04636, AENJA_02050, AENJA_21990, AENJA_02984	CAPO306938
OG0002405	AENJA_03569	CAPO300119
OG0002406	AENJA_04613	CAPO304138
OG0002407	AENJA_04703	CAPO301366
OG0002409	AENJA_05961	CAPO301533
OG0002410	AENJA_07499	CAPO305170
OG0002411	AENJA_07692, AENJA_07684	CAPO305052
OG0002413	AENJA_18117	CAPO307797
OG0002413	AENJA_07911	CAPO304716
OG0002414	AENJA_07916	CAPO304631
OG0002415	AENJA_08809, AENJA_08808	CAPO304905
OG0002417	AENJA_09632	CAPO307671
OG0002418	AENJA_09768	CAPO303802
OG0002419	AENJA_10609, AENJA_24868	CAPO303825
OG0002421	AENJA_23395	CAPO305365
OG0002422	AENJA_11769	CAPO302014
OG0002425	AENJA_12278	CAPO304491
OG0002426	AENJA_12348	CAPO303294
OG0002429	AENJA_13348	CAPO305260
OG0002433	AENJA_14010	CAPO302444
OG0002435	AENJA_14503	CAPO304613
OG0002436	AENJA_14734	CAPO307054
OG0002437	AENJA_15689	CAPO303352
OG0002439	AENJA_16773	CAPO302565
OG0002441	AENJA_17578	CAPO304429
OG0002442	AENJA_19513	CAPO300535
OG0002443	AENJA_19788, AENJA_19789	CAPO301424
OG0002445	AENJA_20517	CAPO304782
OG0002446	AENJA_21367	CAPO303707
OG0002448	AENJA_23309, AENJA_22030	CAPO308204
OG0002453	AENJA_24398	CAPO305834
OG0002454	AENJA_24945	CAPO305157
OG0002476	AENJA_00015, AENJA_24202	CAPO307617
OG0002484	AENJA_01091	CAPO305360
OG0002486	AENJA_22266, AENJA_12065, AENJA_02025	CAPO303598
OG0002489	AENJA_02297	CAPO304231
OG0002490	AENJA_06970, AENJA_02506	CAPO307409, CAPO300849
OG0002492	AENJA_02686	CAPO305743
OG0002494	AENJA_03043	CAPO307620
OG0002495	AENJA_03162	CAPO306559
OG0002496	AENJA_03601, AENJA_06671	CAPO300997
OG0002497	AENJA_04655	CAPO301629
OG0002499	AENJA_04717	CAPO308309
OG0002500	AENJA_05082	CAPO305159
OG0002501	AENJA_05178	CAPO305150
OG0002502	AENJA_05628	CAPO304947
OG0002503	AENJA_06123, AENJA_06122	CAPO301024
OG0002505	AENJA_07007	CAPO302692
OG0002506	AENJA_07250, AENJA_17325	CAPO305033
OG0002506	AENJA_25915	CAPO301029
OG0002507	AENJA_20718, AENJA_07299	CAPO303215
OG0002509	AENJA_07539, AENJA_07540	CAPO305905, CAPO306732
OG0002510	AENJA_07822	CAPO305793
OG0002511	AENJA_08228	CAPO303146
OG0002516	AENJA_22367	CAPO307569
OG0002518	AENJA_09754	CAPO304200
OG0002519	AENJA_24917, AENJA_10191, AENJA_10809	CAPO302874
OG0002523	AENJA_11036	CAPO301008
OG0002525	AENJA_11314	CAPO300787
OG0002526	AENJA_11377	CAPO303145
OG0002527	AENJA_11560	CAPO306066
OG0002528	AENJA_11715	CAPO301891
OG0002529	AENJA_11778, AENJA_17626	CAPO301231, CAPO301232
OG0002531	AENJA_12613	CAPO304673
OG0002532	AENJA_13222	CAPO307265
OG0002533	AENJA_13514	CAPO302353
OG0002534	AENJA_13891	CAPO302248
OG0002539	AENJA_15179	CAPO305908
OG0002542	AENJA_15884	CAPO300062
OG0002543	AENJA_15970	CAPO306889, CAPO301493
OG0002548	AENJA_17766	CAPO303502
OG0002555	AENJA_20940	CAPO301095
OG0002556	AENJA_21852	CAPO306661
OG0002557	AENJA_22119	CAPO302757
OG0002558	AENJA_22200	CAPO301820
OG0002559	AENJA_23435	CAPO306363
OG0002561	AENJA_23733, AENJA_26836	CAPO306761
OG0002562	AENJA_24354	CAPO305283
OG0002563	AENJA_24539, AENJA_24542	CAPO307417
OG0002564	AENJA_24782	CAPO307297
OG0002565	AENJA_24939	CAPO302611
OG0002566	AENJA_25083	CAPO303827
OG0002567	AENJA_25882, AENJA_25883	CAPO304319
OG0002569	AENJA_26162	CAPO306658
OG0002570	AENJA_26246	CAPO307215
OG0002587	AENJA_00149	CAPO300512
OG0002589	AENJA_11808, AENJA_00238	CAPO302447
OG0002592	AENJA_00877	CAPO300278
OG0002594	AENJA_08034, AENJA_01113, AENJA_05641	CAPO304177
OG0002598	AENJA_19208, AENJA_02160	CAPO300566
OG0002599	AENJA_02912	CAPO303706
OG0002600	AENJA_03270, AENJA_12156	CAPO305861
OG0002601	AENJA_14508, AENJA_04980, AENJA_03275	CAPO300675
OG0002602	AENJA_03376	CAPO303637
OG0002603	AENJA_03644, AENJA_15912, AENJA_04621, AENJA_09462	CAPO302609
OG0002605	AENJA_04724, AENJA_04725	CAPO303522
OG0002608	AENJA_05149	CAPO303192
OG0002609	AENJA_05158	CAPO304999
OG0002610	AENJA_05401	CAPO307043
OG0002611	AENJA_06053	CAPO302425
OG0002617	AENJA_07485	CAPO307606
OG0002618	AENJA_07573	CAPO307902
OG0002620	AENJA_07830	CAPO300598
OG0002621	AENJA_23070, AENJA_07837	CAPO305708, CAPO305709, CAPO305858
OG0002624	AENJA_08628	CAPO307642
OG0002629	AENJA_14911	CAPO306781
OG0002630	AENJA_10052	CAPO300618
OG0002631	AENJA_26139, AENJA_10329, AENJA_26138, AENJA_26135	CAPO302228
OG0002632	AENJA_10800	CAPO301605
OG0002633	AENJA_10970	CAPO301845
OG0002634	AENJA_11190, AENJA_15209	CAPO303763
OG0002636	AENJA_11871	CAPO302443
OG0002638	AENJA_12588	CAPO302461, CAPO301720
OG0002642	AENJA_13768	CAPO302887
OG0002643	AENJA_13808	CAPO305403
OG0002644	AENJA_13822	CAPO300686
OG0002645	AENJA_17636, AENJA_16911, AENJA_13967	CAPO302012
OG0002646	AENJA_14082, AENJA_14081	CAPO300302
OG0002651	AENJA_16730	CAPO307502
OG0002652	AENJA_17178	CAPO305413
OG0002656	AENJA_18631	CAPO301386
OG0002657	AENJA_18808, AENJA_18809	CAPO301921
OG0002659	AENJA_19544	CAPO302308
OG0002661	AENJA_20280	CAPO300165
OG0002662	AENJA_20497	CAPO307949
OG0002663	AENJA_20588	CAPO308163
OG0002665	AENJA_21246	CAPO307055
OG0002666	AENJA_21371	CAPO308350
OG0002668	AENJA_22301	CAPO301754
OG0002669	AENJA_22640	CAPO301762
OG0002672	AENJA_23316	CAPO307527
OG0002677	AENJA_24115	CAPO303005
OG0002705	AENJA_00396	CAPO303959
OG0002706	AENJA_04432, AENJA_08742, AENJA_00487	CAPO306125
OG0002708	AENJA_01064	CAPO306708
OG0002710	AENJA_10283, AENJA_01185	CAPO301641
OG0002713	AENJA_11110	CAPO306909
OG0002715	AENJA_02725	CAPO303783
OG0002716	AENJA_03328	CAPO302306
OG0002717	AENJA_03489	CAPO307873
OG0002718	AENJA_03576, AENJA_22285	CAPO306705
OG0002720	AENJA_04824	CAPO304077
OG0002722	AENJA_05319	CAPO300697
OG0002726	AENJA_17586, AENJA_06393	CAPO303092
OG0002728	AENJA_06707	CAPO304582
OG0002730	AENJA_08819	CAPO300185
OG0002731	AENJA_14522, AENJA_09113	CAPO304916
OG0002732	AENJA_19283, AENJA_09229	CAPO305751
OG0002736	AENJA_09727	CAPO302364
OG0002739	AENJA_23418	CAPO303462
OG0002740	AENJA_10478	CAPO303044
OG0002741	AENJA_10511	CAPO305001
OG0002743	AENJA_11676	CAPO305659
OG0002744	AENJA_11955	CAPO307532
OG0002745	AENJA_12347	CAPO302960
OG0002746	AENJA_12370	CAPO301404
OG0002747	AENJA_13285	CAPO308121
OG0002749	AENJA_25924	CAPO305516
OG0002750	AENJA_13825	CAPO305820
OG0002751	AENJA_14088	CAPO300590
OG0002752	AENJA_14300	CAPO306571
OG0002753	AENJA_14354	CAPO301419
OG0002755	AENJA_14755	CAPO303504
OG0002756	AENJA_14955, AENJA_16000	CAPO302206
OG0002757	AENJA_14974	CAPO301022
OG0002758	AENJA_15361	CAPO302892, CAPO307678
OG0002760	AENJA_15553, AENJA_19974, AENJA_22798	CAPO306120
OG0002764	AENJA_17995	CAPO300451
OG0002765	AENJA_18242	CAPO307679
OG0002766	AENJA_18864	CAPO300475
OG0002767	AENJA_18908	CAPO302818
OG0002770	AENJA_19276	CAPO300723
OG0002771	AENJA_19705	CAPO307480
OG0002772	AENJA_20331	CAPO301657
OG0002773	AENJA_20591	CAPO300783
OG0002774	AENJA_20726	CAPO301900
OG0002776	AENJA_20735	CAPO300785
OG0002777	AENJA_20773	CAPO303340
OG0002779	AENJA_21312	CAPO306710
OG0002780	AENJA_21493	CAPO306806
OG0002782	AENJA_22198	CAPO301842
OG0002785	AENJA_23498	CAPO300520
OG0002787	AENJA_24196	CAPO307667
OG0002788	AENJA_24424	CAPO304831
OG0002790	AENJA_25977	CAPO302263
OG0002814	AENJA_00393	CAPO300792
OG0002815	AENJA_01312, AENJA_00508	CAPO305247
OG0002816	AENJA_00653	CAPO300822
OG0002817	AENJA_00735	CAPO305631
OG0002818	AENJA_23485, AENJA_00797	CAPO300344
OG0002821	AENJA_20741, AENJA_01009, AENJA_12682	CAPO300805, CAPO300806
OG0002822	AENJA_01043	CAPO300505
OG0002824	AENJA_01440	CAPO304804
OG0002825	AENJA_01512	CAPO303958
OG0002826	AENJA_02168	CAPO305161
OG0002827	AENJA_02347	CAPO302357
OG0002828	AENJA_02401	CAPO302033
OG0002831	AENJA_02800, AENJA_02799	CAPO303454
OG0002833	AENJA_03383	CAPO302961
OG0002835	AENJA_04456	CAPO306542
OG0002836	AENJA_17994, AENJA_04620	CAPO301463
OG0002838	AENJA_22502, AENJA_05712	CAPO305478
OG0002839	AENJA_06051	CAPO302420
OG0002841	AENJA_19018, AENJA_06177	CAPO302293
OG0002842	AENJA_06186	CAPO300353
OG0002843	AENJA_06434	CAPO300339
OG0002844	AENJA_06497, AENJA_06632	CAPO306381, CAPO305443
OG0002845	AENJA_06631	CAPO305717
OG0002847	AENJA_07384	CAPO307024
OG0002848	AENJA_07552	CAPO306888
OG0002850	AENJA_09764	CAPO305439
OG0002851	AENJA_09890	CAPO304239
OG0002858	AENJA_11662	CAPO302020
OG0002860	AENJA_12346	CAPO304305
OG0002864	AENJA_14146	CAPO303007
OG0002865	AENJA_14309, AENJA_14310	CAPO302058
OG0002866	AENJA_14387	CAPO307089
OG0002868	AENJA_14495	CAPO307730
OG0002870	AENJA_14868	CAPO303935
OG0002873	AENJA_15531	CAPO302439
OG0002875	AENJA_16211	CAPO302434
OG0002876	AENJA_16221	CAPO302622
OG0002877	AENJA_16701	CAPO303139
OG0002878	AENJA_16812, AENJA_16807	CAPO304014
OG0002884	AENJA_19070	CAPO306804
OG0002888	AENJA_19971	CAPO302979
OG0002890	AENJA_20114	CAPO307147
OG0002891	AENJA_20333	CAPO305115
OG0002894	AENJA_20837	CAPO307506
OG0002895	AENJA_21152	CAPO306767, CAPO303745
OG0002896	AENJA_21743	CAPO301218
OG0002897	AENJA_22085	CAPO306671
OG0002899	AENJA_22623	CAPO306014
OG0002900	AENJA_22681	CAPO303795
OG0002902	AENJA_24583, AENJA_22999	CAPO300125
OG0002907	AENJA_23794	CAPO303347
OG0002908	AENJA_24151	CAPO301293
OG0002909	AENJA_24484	CAPO302801
OG0002911	AENJA_24811	CAPO306312
OG0002913	AENJA_25404	CAPO307505
OG0002914	AENJA_25554, AENJA_25557	CAPO304158
OG0002915	AENJA_26181	CAPO307623
OG0002916	AENJA_26387	CAPO307991
OG0002917	AENJA_26763	CAPO304597
OG0002944	AENJA_00162	CAPO306630
OG0002945	AENJA_00168	CAPO307786
OG0002946	AENJA_25288, AENJA_00243, AENJA_18465	CAPO302209
OG0002947	AENJA_00803, AENJA_14586	CAPO306510
OG0002948	AENJA_09024, AENJA_17830, AENJA_00811	CAPO303072
OG0002949	AENJA_00985	CAPO305527, CAPO304499
OG0002950	AENJA_01042, AENJA_02615	CAPO302322
OG0002952	AENJA_03492	CAPO304062, CAPO304063
OG0002953	AENJA_01495	CAPO305937
OG0002954	AENJA_01516	CAPO303510
OG0002955	AENJA_02171	CAPO305617
OG0002957	AENJA_02431	CAPO303846
OG0002959	AENJA_02647	CAPO305557
OG0002960	AENJA_02770	CAPO301301
OG0002961	AENJA_02909	CAPO306313
OG0002962	AENJA_03030	CAPO302937
OG0002965	AENJA_03749	CAPO304902
OG0002968	AENJA_03998	CAPO306161
OG0002969	AENJA_04473	CAPO301408
OG0002973	AENJA_05992	CAPO301405
OG0002974	AENJA_06165	CAPO300358
OG0002976	AENJA_06370	CAPO304649
OG0002977	AENJA_06560, AENJA_13198	CAPO306762
OG0002979	AENJA_07121	CAPO300623
OG0002981	AENJA_07374	CAPO305421
OG0002982	AENJA_07566	CAPO306469
OG0002983	AENJA_07689	CAPO302346
OG0002985	AENJA_08394	CAPO300589
OG0002987	AENJA_08505	CAPO306603
OG0002988	AENJA_08739	CAPO300003
OG0002990	AENJA_09487	CAPO304869
OG0002991	AENJA_09631	CAPO300778
OG0002992	AENJA_09713	CAPO307180
OG0002994	AENJA_24760, AENJA_09989	CAPO307303
OG0002997	AENJA_25602, AENJA_11131	CAPO307685
OG0002998	AENJA_11226	CAPO302958
OG0003001	AENJA_18654, AENJA_11581	CAPO302423
OG0003002	AENJA_11596	CAPO304848
OG0003004	AENJA_11848	CAPO304489
OG0003005	AENJA_11859	CAPO302131
OG0003005	AENJA_25236	CAPO302452, CAPO300516
OG0003006	AENJA_12351	CAPO302605
OG0003010	AENJA_14073	CAPO303642
OG0003012	AENJA_14839	CAPO302272
OG0003014	AENJA_15441	CAPO304419
OG0003016	AENJA_15608, AENJA_21110, AENJA_15615	CAPO301025
OG0003017	AENJA_15754	CAPO303755
OG0003018	AENJA_15825	CAPO301697
OG0003019	AENJA_15890	CAPO302687
OG0003019	AENJA_26536, AENJA_26535	CAPO307689
OG0003020	AENJA_16040, AENJA_19439, AENJA_16041	CAPO306543, CAPO306821
OG0003022	AENJA_16434	CAPO308155
OG0003024	AENJA_17461	CAPO300933
OG0003025	AENJA_17533	CAPO306077
OG0003026	AENJA_17803	CAPO304742
OG0003027	AENJA_17824	CAPO302145
OG0003028	AENJA_17984	CAPO307794
OG0003029	AENJA_18248	CAPO301992
OG0003030	AENJA_18262	CAPO304737
OG0003033	AENJA_18723	CAPO300181
OG0003034	AENJA_18912	CAPO300214, CAPO307271
OG0003037	AENJA_20789, AENJA_20790	CAPO305626
OG0003038	AENJA_21096	CAPO300861
OG0003041	AENJA_21426, AENJA_22059	CAPO306033
OG0003042	AENJA_21557, AENJA_21556, AENJA_21559	CAPO301480
OG0003043	AENJA_21648	CAPO304921
OG0003044	AENJA_21752	CAPO300082
OG0003046	AENJA_21816	CAPO302851
OG0003048	AENJA_22326, AENJA_22325	CAPO300169
OG0003049	AENJA_22479	CAPO300501, CAPO307086, CAPO305726
OG0003053	AENJA_24227	CAPO305034
OG0003054	AENJA_24441	CAPO305605
OG0003055	AENJA_24466	CAPO307832
OG0003056	AENJA_24565, AENJA_24568	CAPO300334
OG0003058	AENJA_24768	CAPO305219
OG0003059	AENJA_24855	CAPO307928
OG0003060	AENJA_24993	CAPO300265
OG0003063	AENJA_25761	CAPO306091
OG0003064	AENJA_26332	CAPO303600
OG0003065	AENJA_26411	CAPO305486
OG0003103	AENJA_00246	CAPO300058
OG0003104	AENJA_00844, AENJA_00412	CAPO300208
OG0003106	AENJA_00659	CAPO300222
OG0003107	AENJA_00765	CAPO305408
OG0003108	AENJA_01637	CAPO307100
OG0003110	AENJA_01831	CAPO302380
OG0003111	AENJA_01995	CAPO305398
OG0003112	AENJA_01998	CAPO305044
OG0003113	AENJA_02120	CAPO303380
OG0003114	AENJA_02181	CAPO305811
OG0003115	AENJA_02279	CAPO305328
OG0003116	AENJA_02447	CAPO304220
