Orthogroup	AENJA_ok	ASTMX
OG0003529	AENJA_23756, AENJA_18730	ASTMX16745, ASTMX14098
OG0003530	AENJA_18943, AENJA_18942	ASTMX05440, ASTMX20430
OG0003531	AENJA_19107	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691
OG0003532	AENJA_19405	ASTMX09797
OG0003533	AENJA_19980	ASTMX14253
OG0003534	AENJA_20224	ASTMX08453, ASTMX01684, ASTMX08487
OG0003535	AENJA_20349	ASTMX17766, ASTMX10435, ASTMX12077
OG0003536	AENJA_20549	ASTMX04814, ASTMX07581
OG0003537	AENJA_20711, AENJA_20710	ASTMX10030
OG0003538	AENJA_20720	ASTMX21966, ASTMX20518
OG0003539	AENJA_20975	ASTMX01615
OG0003541	AENJA_21308	ASTMX02571
OG0003542	AENJA_21494	ASTMX19914
OG0003543	AENJA_21659	ASTMX13907
OG0003544	AENJA_21703	ASTMX05764, ASTMX12377
OG0003545	AENJA_21908	ASTMX22856, ASTMX03639, ASTMX14841
OG0003546	AENJA_21963	ASTMX03306, ASTMX06923, ASTMX13133
OG0003547	AENJA_22029	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359
OG0003548	AENJA_22613	ASTMX10078, ASTMX20604
OG0003549	AENJA_22669	ASTMX09904, ASTMX16803
OG0003550	AENJA_22695	ASTMX12018, ASTMX00483, ASTMX08669
OG0003551	AENJA_22715	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936
OG0003552	AENJA_22940	ASTMX04006
OG0003554	AENJA_23083	ASTMX10001, ASTMX12094
OG0003555	AENJA_23304	ASTMX06580
OG0003556	AENJA_23329	ASTMX21299, ASTMX01752, ASTMX13732
OG0003557	AENJA_23658	ASTMX07636, ASTMX17680, ASTMX22997
OG0003558	AENJA_23724	ASTMX07075, ASTMX08200, ASTMX02922
OG0003560	AENJA_24076	ASTMX20729
OG0003561	AENJA_24294	ASTMX09905, ASTMX06185
OG0003562	AENJA_24391	ASTMX19362, ASTMX04310, ASTMX15769
OG0003563	AENJA_24776	ASTMX07743
OG0003564	AENJA_24810	ASTMX16336, ASTMX09764, ASTMX04739
OG0003565	AENJA_24872	ASTMX17264
OG0003566	AENJA_25138	ASTMX09006, ASTMX21630
OG0003567	AENJA_25441	ASTMX03625
OG0003568	AENJA_25542	ASTMX14445
OG0003569	AENJA_25887	ASTMX02172, ASTMX13272, ASTMX09249
OG0003570	AENJA_26158	ASTMX18041
OG0003571	AENJA_26245	ASTMX18396, ASTMX02624
OG0003572	AENJA_26602	ASTMX20122, ASTMX06072, ASTMX07500, ASTMX04640, ASTMX01355
OG0003573	AENJA_26698	ASTMX17087
OG0003597	AENJA_00060	ASTMX03573
OG0003598	AENJA_00099	ASTMX04073
OG0003600	AENJA_00154	ASTMX00592
OG0003601	AENJA_00200	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480
OG0003604	AENJA_00307	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337
OG0003606	AENJA_00589	ASTMX08937, ASTMX02533, ASTMX00915
OG0003607	AENJA_13133	ASTMX21385
OG0003608	AENJA_00758	ASTMX02819
OG0003610	AENJA_00983	ASTMX10810
OG0003611	AENJA_04941	ASTMX14877
OG0003612	AENJA_01169	ASTMX21729
OG0003613	AENJA_01172	ASTMX04050, ASTMX18610
OG0003615	AENJA_06537	ASTMX17840, ASTMX02926, ASTMX03022
OG0003616	AENJA_19893, AENJA_19894, AENJA_01501	ASTMX05288, ASTMX16997, ASTMX17937
OG0003617	AENJA_01515, AENJA_11306	ASTMX16719
OG0003618	AENJA_01642	ASTMX06136
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	ASTMX04527
OG0003620	AENJA_01724	ASTMX19184
OG0003622	AENJA_02333, AENJA_02334	ASTMX03803, ASTMX18660
OG0003623	AENJA_02369	ASTMX09071
OG0003626	AENJA_03156, AENJA_05658	ASTMX14928
OG0003627	AENJA_03181	ASTMX02831, ASTMX03012
OG0003628	AENJA_12461	ASTMX20167
OG0003629	AENJA_03286	ASTMX11708
OG0003630	AENJA_03435	ASTMX04467
OG0003631	AENJA_25153, AENJA_03572	ASTMX03889
OG0003632	AENJA_03584	ASTMX05268, ASTMX13688, ASTMX16659
OG0003633	AENJA_03746	ASTMX18125
OG0003635	AENJA_03933	ASTMX01147
OG0003636	AENJA_04212, AENJA_04213, AENJA_04214	ASTMX14519
OG0003638	AENJA_04417	ASTMX08095, ASTMX09482
OG0003640	AENJA_05057	ASTMX07846, ASTMX10421
OG0003641	AENJA_05255	ASTMX06736, ASTMX00519
OG0003642	AENJA_05368, AENJA_23786	ASTMX13241, ASTMX14005
OG0003643	AENJA_05513, AENJA_24494	ASTMX06419
OG0003644	AENJA_06076	ASTMX11204, ASTMX22672
OG0003645	AENJA_06128	ASTMX17672
OG0003646	AENJA_06203	ASTMX07094
OG0003647	AENJA_06206	ASTMX03340, ASTMX07786
OG0003648	AENJA_06252	ASTMX04819
OG0003649	AENJA_06343	ASTMX04920
OG0003650	AENJA_06545	ASTMX05339
OG0003651	AENJA_06546	ASTMX06708, ASTMX15249
OG0003652	AENJA_07122	ASTMX06086, ASTMX01201
OG0003653	AENJA_07144	ASTMX09844, ASTMX03565, ASTMX07032
OG0003654	AENJA_07431	ASTMX18752, ASTMX06146
OG0003655	AENJA_07748	ASTMX09913, ASTMX17372
OG0003656	AENJA_08284	ASTMX22041, ASTMX06864
OG0003657	AENJA_08341	ASTMX05415, ASTMX12030
OG0003658	AENJA_08342	ASTMX01908, ASTMX21818, ASTMX20155
OG0003659	AENJA_08800	ASTMX22182, ASTMX21660, ASTMX21661
OG0003660	AENJA_08993	ASTMX02749, ASTMX13404
OG0003662	AENJA_09164	ASTMX08499, ASTMX07814, ASTMX12079
OG0003663	AENJA_09628	ASTMX03968, ASTMX09648, ASTMX02779, ASTMX14887
OG0003664	AENJA_09805	ASTMX21611
OG0003665	AENJA_10034	ASTMX19841
OG0003666	AENJA_10364	ASTMX16764, ASTMX03845, ASTMX03113
OG0003668	AENJA_10387	ASTMX06218
OG0003669	AENJA_10658	ASTMX15273
OG0003671	AENJA_11068	ASTMX16457, ASTMX06659, ASTMX15213
OG0003672	AENJA_11161, AENJA_24103	ASTMX07690
OG0003674	AENJA_11517	ASTMX11388
OG0003675	AENJA_11744	ASTMX07427
OG0003676	AENJA_11880	ASTMX16755
OG0003677	AENJA_11975	ASTMX08647, ASTMX19744, ASTMX10207
OG0003678	AENJA_12097	ASTMX03163, ASTMX18968
OG0003679	AENJA_12320	ASTMX00166, ASTMX14038
OG0003680	AENJA_12855	ASTMX05302, ASTMX19340
OG0003681	AENJA_12857	ASTMX16563, ASTMX18250, ASTMX18137
OG0003682	AENJA_12915	ASTMX07505, ASTMX12895
OG0003683	AENJA_12947	ASTMX21452
OG0003685	AENJA_13298	ASTMX07097
OG0003686	AENJA_13621	ASTMX06254
OG0003687	AENJA_13636	ASTMX17726, ASTMX07873
OG0003688	AENJA_13670	ASTMX13333
OG0003689	AENJA_14017	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697
OG0003690	AENJA_20908	ASTMX10980
OG0003691	AENJA_17487, AENJA_14396	ASTMX15904
OG0003692	AENJA_14437	ASTMX10000, ASTMX15655
OG0003693	AENJA_14583	ASTMX14396, ASTMX02107
OG0003694	AENJA_14806	ASTMX09722
OG0003695	AENJA_14941	ASTMX03315, ASTMX17201, ASTMX12439
OG0003696	AENJA_15025	ASTMX00614
OG0003697	AENJA_15049	ASTMX06569
OG0003698	AENJA_15085	ASTMX02803, ASTMX17268
OG0003700	AENJA_15228	ASTMX19240, ASTMX07852
OG0003701	AENJA_15293	ASTMX12710
OG0003702	AENJA_15340	ASTMX02772, ASTMX05806
OG0003703	AENJA_15513	ASTMX18566, ASTMX17499
OG0003704	AENJA_15518	ASTMX13177, ASTMX10331, ASTMX18966
OG0003705	AENJA_16444	ASTMX08013
OG0003706	AENJA_15986	ASTMX00898, ASTMX13803
OG0003707	AENJA_16247	ASTMX04909
OG0003709	AENJA_17152	ASTMX17645, ASTMX07210
OG0003710	AENJA_17579	ASTMX20149, ASTMX06151
OG0003711	AENJA_17736	ASTMX03560
OG0003712	AENJA_17842	ASTMX14325, ASTMX20985
OG0003713	AENJA_17988	ASTMX03846, ASTMX03111
OG0003714	AENJA_23117, AENJA_17998	ASTMX17749
OG0003716	AENJA_18178	ASTMX07172
OG0003717	AENJA_18567	ASTMX04289, ASTMX13919
OG0003718	AENJA_18593	ASTMX05446
OG0003719	AENJA_18681	ASTMX21101
OG0003720	AENJA_18939	ASTMX03119, ASTMX19301
OG0003721	AENJA_19137	ASTMX22043
OG0003722	AENJA_19232	ASTMX06501, ASTMX11182
OG0003724	AENJA_19400	ASTMX05688
OG0003725	AENJA_19411	ASTMX14050, ASTMX18830
OG0003726	AENJA_19480, AENJA_22995	ASTMX20012
OG0003727	AENJA_19507	ASTMX08742, ASTMX06766
OG0003728	AENJA_19716	ASTMX20243
OG0003729	AENJA_19798	ASTMX05387
OG0003731	AENJA_19989	ASTMX18880
OG0003733	AENJA_20334	ASTMX05574
OG0003734	AENJA_20690	ASTMX11186
OG0003735	AENJA_20826	ASTMX02980
OG0003736	AENJA_20853, AENJA_20855	ASTMX06261
OG0003737	AENJA_20913	ASTMX03311, ASTMX02075
OG0003738	AENJA_21039	ASTMX11368, ASTMX05001, ASTMX11367
OG0003739	AENJA_21483	ASTMX15585
OG0003740	AENJA_21680	ASTMX16206
OG0003742	AENJA_22403	ASTMX13806, ASTMX00905
OG0003743	AENJA_22572	ASTMX18803
OG0003744	AENJA_22829	ASTMX08863, ASTMX05359
OG0003746	AENJA_23348	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875
OG0003747	AENJA_23433	ASTMX18157, ASTMX18158
OG0003748	AENJA_23488, AENJA_23487	ASTMX14382, ASTMX00409, ASTMX06418
OG0003750	AENJA_23963	ASTMX18029
OG0003751	AENJA_24526	ASTMX04007, ASTMX22909
OG0003752	AENJA_24562	ASTMX00327, ASTMX00468
OG0003753	AENJA_24858	ASTMX14862
OG0003754	AENJA_24910	ASTMX02185, ASTMX21230
OG0003755	AENJA_24952	ASTMX22559, ASTMX14368
OG0003756	AENJA_25172	ASTMX13569, ASTMX10898
OG0003757	AENJA_25326	ASTMX09893
OG0003758	AENJA_25591	ASTMX20436, ASTMX20437
OG0003759	AENJA_25619	ASTMX21302, ASTMX08728, ASTMX08729
OG0003760	AENJA_26295	ASTMX21160, ASTMX20023
OG0003761	AENJA_26423	ASTMX13246, ASTMX10082
OG0003762	AENJA_26451	ASTMX18780, ASTMX07713, ASTMX18085
OG0003763	AENJA_26622	ASTMX20292, ASTMX20453
OG0003794	AENJA_00002	ASTMX22594, ASTMX13595, ASTMX15133, ASTMX07244, ASTMX00269
OG0003795	AENJA_00051	ASTMX22459, ASTMX04043
OG0003798	AENJA_00181	ASTMX00649, ASTMX05334
OG0003803	AENJA_00564	ASTMX15080, ASTMX04008
OG0003806	AENJA_00944	ASTMX21196
OG0003807	AENJA_00967	ASTMX03640
OG0003808	AENJA_00978	ASTMX12243
OG0003809	AENJA_01422	ASTMX20443, ASTMX12115
OG0003810	AENJA_01566	ASTMX00551, ASTMX07541, ASTMX08005
OG0003811	AENJA_01571	ASTMX11112
OG0003812	AENJA_01871	ASTMX06055
OG0003813	AENJA_02053	ASTMX06952, ASTMX11991
OG0003816	AENJA_02254	ASTMX10485, ASTMX10948
OG0003818	AENJA_02475	ASTMX08224
OG0003820	AENJA_02870, AENJA_19572	ASTMX09663
OG0003821	AENJA_02911	ASTMX15916, ASTMX00789
OG0003823	AENJA_02946	ASTMX14106
OG0003824	AENJA_02975	ASTMX15652
OG0003825	AENJA_02982	ASTMX23005, ASTMX15234, ASTMX01205
OG0003826	AENJA_03131	ASTMX13299
OG0003828	AENJA_03700	ASTMX09777
OG0003829	AENJA_03792	ASTMX16879
OG0003830	AENJA_26357, AENJA_19327, AENJA_03838	ASTMX09924, ASTMX15222
OG0003831	AENJA_03886	ASTMX01621
OG0003832	AENJA_03902	ASTMX16229, ASTMX15146, ASTMX00997
OG0003833	AENJA_04439	ASTMX08170
OG0003834	AENJA_04549, AENJA_04550	ASTMX13103, ASTMX02832, ASTMX21677
OG0003835	AENJA_12493, AENJA_04664	ASTMX08155
OG0003836	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265	ASTMX03922
OG0003837	AENJA_04856	ASTMX22200
OG0003838	AENJA_04967	ASTMX07568, ASTMX14008
OG0003839	AENJA_06897	ASTMX03107
OG0003840	AENJA_07883, AENJA_05492	ASTMX21619, ASTMX10569
OG0003841	AENJA_05729	ASTMX15813
OG0003842	AENJA_05895	ASTMX02010
OG0003844	AENJA_06372	ASTMX18569
OG0003845	AENJA_06384	ASTMX21005
OG0003848	AENJA_06904	ASTMX03313, ASTMX06535, ASTMX02072
OG0003849	AENJA_06923	ASTMX06220, ASTMX00255, ASTMX13365
OG0003850	AENJA_07117, AENJA_21595	ASTMX17827
OG0003851	AENJA_07129	ASTMX05745, ASTMX14120
OG0003852	AENJA_07216	ASTMX13641
OG0003853	AENJA_07482, AENJA_19998	ASTMX06603
OG0003855	AENJA_07705	ASTMX18348
OG0003856	AENJA_08084	ASTMX11397
OG0003857	AENJA_08085	ASTMX17813
OG0003858	AENJA_08566	ASTMX02510
OG0003859	AENJA_08612	ASTMX19127
OG0003860	AENJA_08805	ASTMX15680
OG0003861	AENJA_08913	ASTMX18934
OG0003862	AENJA_19217	ASTMX05392
OG0003863	AENJA_09171	ASTMX05791, ASTMX12495
OG0003864	AENJA_09391	ASTMX07056
OG0003865	AENJA_09441	ASTMX14765, ASTMX05719
OG0003866	AENJA_09527	ASTMX09589
OG0003867	AENJA_09761	ASTMX14392
OG0003868	AENJA_09827	ASTMX14524, ASTMX02829
OG0003869	AENJA_17460, AENJA_09977	ASTMX17801
OG0003870	AENJA_10263	ASTMX22404
OG0003871	AENJA_10643	ASTMX07548
OG0003872	AENJA_10747	ASTMX21986
OG0003873	AENJA_10784	ASTMX18658
OG0003874	AENJA_10799	ASTMX09158
OG0003875	AENJA_10875	ASTMX20964
OG0003876	AENJA_10876	ASTMX14613
OG0003877	AENJA_11020	ASTMX18203
OG0003878	AENJA_11046	ASTMX03060, ASTMX08366, ASTMX15924
OG0003880	AENJA_11227	ASTMX08770
OG0003881	AENJA_11372	ASTMX17611
OG0003882	AENJA_11663	ASTMX10267
OG0003883	AENJA_11694	ASTMX18101, ASTMX04876, ASTMX10075
OG0003884	AENJA_11725	ASTMX15152, ASTMX03561
OG0003885	AENJA_11785, AENJA_23431	ASTMX08439, ASTMX12624
OG0003886	AENJA_12066	ASTMX18295
OG0003887	AENJA_12157	ASTMX22919
OG0003888	AENJA_12506	ASTMX04862
OG0003890	AENJA_21991, AENJA_12959	ASTMX10320, ASTMX10321, ASTMX21516
OG0003892	AENJA_13114, AENJA_22782	ASTMX02017
OG0003893	AENJA_13141	ASTMX12940
OG0003894	AENJA_13190	ASTMX11183
OG0003895	AENJA_13220	ASTMX16407
OG0003896	AENJA_13916	ASTMX05002, ASTMX19466, ASTMX14861
OG0003897	AENJA_14064	ASTMX15050
OG0003898	AENJA_14091	ASTMX22794, ASTMX14906
OG0003899	AENJA_14656	ASTMX15271
OG0003900	AENJA_15786	ASTMX18534
OG0003901	AENJA_15961	ASTMX03818
OG0003903	AENJA_16074	ASTMX01642
OG0003904	AENJA_16228	ASTMX18259
OG0003906	AENJA_16374	ASTMX18624
OG0003908	AENJA_22677	ASTMX14918
OG0003908	AENJA_17280	ASTMX10495
OG0003909	AENJA_26469, AENJA_17530	ASTMX16582
OG0003910	AENJA_17611	ASTMX12237
OG0003911	AENJA_17893	ASTMX11470
OG0003912	AENJA_18106	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	AENJA_18124	ASTMX04669
OG0003914	AENJA_18479	ASTMX11027
OG0003915	AENJA_18759	ASTMX09566, ASTMX08815
OG0003916	AENJA_18832	ASTMX22490, ASTMX18046, ASTMX00894
OG0003917	AENJA_18911	ASTMX18206
OG0003918	AENJA_19068	ASTMX12177, ASTMX18541, ASTMX19758
OG0003919	AENJA_19176	ASTMX12796
OG0003920	AENJA_19805	ASTMX20009
OG0003921	AENJA_19828	ASTMX11734
OG0003922	AENJA_19834	ASTMX15692
OG0003923	AENJA_19884	ASTMX17099
OG0003924	AENJA_19895	ASTMX15337
OG0003925	AENJA_20055	ASTMX08709, ASTMX20939
OG0003926	AENJA_20056	ASTMX05523, ASTMX21916
OG0003927	AENJA_20528	ASTMX19425
OG0003929	AENJA_20627	ASTMX13853, ASTMX13851
OG0003930	AENJA_20961	ASTMX19444
OG0003931	AENJA_21038	ASTMX07722, ASTMX17814
OG0003932	AENJA_21377	ASTMX07563
OG0003933	AENJA_21761	ASTMX00968, ASTMX16168
OG0003934	AENJA_21817	ASTMX17687
OG0003935	AENJA_22316	ASTMX04582
OG0003936	AENJA_22324	ASTMX10900
OG0003937	AENJA_22426	ASTMX12589, ASTMX18037, ASTMX05114
OG0003938	AENJA_22573	ASTMX03248
OG0003939	AENJA_22721	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003940	AENJA_22828	ASTMX18138
OG0003941	AENJA_22930	ASTMX14257, ASTMX07136
OG0003942	AENJA_23165	ASTMX09921
OG0003943	AENJA_23357	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384
OG0003944	AENJA_23555	ASTMX15054, ASTMX15052
OG0003945	AENJA_23594	ASTMX02597, ASTMX09466
OG0003946	AENJA_24350	ASTMX13157, ASTMX19007
OG0003947	AENJA_24809	ASTMX14801, ASTMX09966
OG0003948	AENJA_24828	ASTMX05108
OG0003949	AENJA_25294	ASTMX18736
OG0003951	AENJA_25520	ASTMX19664, ASTMX19666
OG0003953	AENJA_25975, AENJA_25981	ASTMX18008, ASTMX14755
OG0003954	AENJA_26001	ASTMX01818, ASTMX14108
OG0003955	AENJA_26253	ASTMX22833
OG0003956	AENJA_26347	ASTMX02372
OG0003957	AENJA_26465	ASTMX12337, ASTMX20420
OG0003958	AENJA_26545	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284
OG0003959	AENJA_26551	ASTMX03302, ASTMX06910
OG0003960	AENJA_26560	ASTMX03097, ASTMX00623, ASTMX21530, ASTMX20626
OG0003961	AENJA_26616	ASTMX03170
OG0003962	AENJA_26659	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092
OG0003997	AENJA_08113, AENJA_00553	ASTMX19928
OG0003998	AENJA_00732	ASTMX11579
OG0003999	AENJA_00953	ASTMX08675
OG0004000	AENJA_01025	ASTMX20946, ASTMX22466
OG0004002	AENJA_01139	ASTMX02497
OG0004005	AENJA_01410, AENJA_01411	ASTMX20415
OG0004007	AENJA_01716	ASTMX12778, ASTMX11189
OG0004009	AENJA_01997	ASTMX13881, ASTMX02524
OG0004010	AENJA_02161	ASTMX10560
OG0004011	AENJA_02252	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986
OG0004012	AENJA_02300	ASTMX09322
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582	ASTMX14768
OG0004015	AENJA_03648	ASTMX06018
OG0004016	AENJA_25499	ASTMX17626
OG0004017	AENJA_03846	ASTMX17823
OG0004018	AENJA_22270	ASTMX08144
OG0004019	AENJA_04085	ASTMX14129
OG0004020	AENJA_04089, AENJA_17512	ASTMX06319
OG0004021	AENJA_04438	ASTMX13298
OG0004022	AENJA_04720	ASTMX22526, ASTMX22527
OG0004023	AENJA_04821	ASTMX00207
OG0004024	AENJA_04835	ASTMX09124
OG0004025	AENJA_05271	ASTMX08612
OG0004027	AENJA_05469	ASTMX15302, ASTMX11055, ASTMX22240
OG0004028	AENJA_05585	ASTMX12118
OG0004029	AENJA_05822	ASTMX18232
OG0004030	AENJA_05902	ASTMX22070
OG0004031	AENJA_06023	ASTMX18843, ASTMX17691
OG0004032	AENJA_06151	ASTMX08807, ASTMX00143
OG0004033	AENJA_07800, AENJA_06467	ASTMX04887, ASTMX02492
OG0004034	AENJA_06784	ASTMX09157, ASTMX11021
OG0004035	AENJA_07045	ASTMX14250
OG0004036	AENJA_07123	ASTMX09328, ASTMX07011, ASTMX21036
OG0004037	AENJA_07206	ASTMX08758
OG0004038	AENJA_07209	ASTMX17922
OG0004039	AENJA_07640	ASTMX18412
OG0004041	AENJA_07773, AENJA_07774	ASTMX18634
OG0004042	AENJA_07854	ASTMX03581
OG0004043	AENJA_07877	ASTMX11048
OG0004044	AENJA_07917	ASTMX16753, ASTMX06545
OG0004045	AENJA_07957	ASTMX17396
OG0004046	AENJA_17400, AENJA_07994	ASTMX14505
OG0004047	AENJA_08079	ASTMX17932
OG0004048	AENJA_08141	ASTMX09318, ASTMX01185
OG0004049	AENJA_08248	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380
OG0004051	AENJA_08973	ASTMX16044, ASTMX05416
OG0004052	AENJA_09045	ASTMX04949
OG0004053	AENJA_09308	ASTMX01877
OG0004054	AENJA_09386	ASTMX17729, ASTMX17210
OG0004055	AENJA_09534, AENJA_10626	ASTMX13414
OG0004057	AENJA_09847	ASTMX03071
OG0004058	AENJA_15238	ASTMX16581
OG0004058	AENJA_09878	ASTMX16580
OG0004059	AENJA_10120	ASTMX13060
OG0004060	AENJA_10222	ASTMX14465
OG0004061	AENJA_10245	ASTMX13867
OG0004062	AENJA_10281	ASTMX04650, ASTMX06591, ASTMX14820, ASTMX00305
OG0004063	AENJA_10560	ASTMX13281
OG0004064	AENJA_10715	ASTMX15012, ASTMX15188
OG0004065	AENJA_10915	ASTMX04796
OG0004066	AENJA_10944	ASTMX11405
OG0004067	AENJA_11072, AENJA_11073	ASTMX11484
OG0004068	AENJA_11291	ASTMX02692
OG0004069	AENJA_11462	ASTMX14586
OG0004070	AENJA_11512	ASTMX22191
OG0004071	AENJA_11569	ASTMX15749
OG0004072	AENJA_11674	ASTMX10447
OG0004073	AENJA_11745	ASTMX21769, ASTMX21216, ASTMX09434
OG0004074	AENJA_11761	ASTMX01938
OG0004075	AENJA_11909, AENJA_25684	ASTMX07747
OG0004076	AENJA_11962	ASTMX04315
OG0004077	AENJA_12069, AENJA_11984	ASTMX13699, ASTMX16009
OG0004079	AENJA_12149	ASTMX14875
OG0004080	AENJA_12559	ASTMX05403, ASTMX19661
OG0004081	AENJA_12579	ASTMX22659, ASTMX16927
OG0004082	AENJA_12648	ASTMX18322
OG0004083	AENJA_12814	ASTMX04555
OG0004084	AENJA_13049	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	AENJA_13446	ASTMX19501
OG0004087	AENJA_13678	ASTMX10679, ASTMX12061
OG0004088	AENJA_13695, AENJA_24137	ASTMX08848, ASTMX05956
OG0004089	AENJA_13857	ASTMX22983
OG0004090	AENJA_14113	ASTMX00983, ASTMX04761
OG0004091	AENJA_14498	ASTMX08610
OG0004092	AENJA_14629	ASTMX02665, ASTMX15369
OG0004093	AENJA_14743	ASTMX15171
OG0004094	AENJA_14786	ASTMX11202, ASTMX15659
OG0004095	AENJA_14906	ASTMX02227
OG0004096	AENJA_14942	ASTMX11756, ASTMX12440
OG0004097	AENJA_15032	ASTMX10694
OG0004098	AENJA_15282	ASTMX10587, ASTMX05486
OG0004099	AENJA_15456	ASTMX10113, ASTMX01415
OG0004100	AENJA_16101, AENJA_16102	ASTMX07137, ASTMX02215
OG0004101	AENJA_16349	ASTMX02879
OG0004102	AENJA_16425	ASTMX01503
OG0004103	AENJA_16652, AENJA_16649	ASTMX19598
OG0004104	AENJA_17043	ASTMX14588, ASTMX02857, ASTMX18263
OG0004105	AENJA_17274	ASTMX09841, ASTMX14708
OG0004106	AENJA_17371	ASTMX00722, ASTMX04813, ASTMX00723
OG0004110	AENJA_17972	ASTMX19810, ASTMX07616
OG0004111	AENJA_17987	ASTMX00868, ASTMX16853, ASTMX08943
OG0004112	AENJA_26008	ASTMX14225
OG0004114	AENJA_18362	ASTMX09744
OG0004115	AENJA_18384	ASTMX13900
OG0004116	AENJA_18624	ASTMX12803
OG0004117	AENJA_18937	ASTMX18757
OG0004119	AENJA_19319	ASTMX07078
OG0004120	AENJA_19470	ASTMX06636
OG0004121	AENJA_19585	ASTMX05251, ASTMX12771, ASTMX15858
OG0004122	AENJA_19610	ASTMX14333, ASTMX15081
OG0004123	AENJA_19882	ASTMX10854
OG0004124	AENJA_20051	ASTMX06394, ASTMX08682
OG0004125	AENJA_20094	ASTMX07853
OG0004126	AENJA_20213	ASTMX20128, ASTMX16183
OG0004127	AENJA_20390	ASTMX22216
OG0004128	AENJA_20435	ASTMX00947, ASTMX03225
OG0004129	AENJA_20438	ASTMX00603
OG0004130	AENJA_20514	ASTMX10123
OG0004131	AENJA_20546	ASTMX21499
OG0004132	AENJA_20581	ASTMX06519, ASTMX02656
OG0004133	AENJA_20684	ASTMX17631, ASTMX21212
OG0004135	AENJA_21037	ASTMX04961, ASTMX01421, ASTMX16396
OG0004136	AENJA_21121	ASTMX21158
OG0004137	AENJA_21136	ASTMX11266
OG0004139	AENJA_22066	ASTMX10583, ASTMX16679, ASTMX02920
OG0004140	AENJA_22122	ASTMX22423
OG0004141	AENJA_22209	ASTMX19067, ASTMX04025
OG0004142	AENJA_22247	ASTMX02145
OG0004143	AENJA_22570	ASTMX08959, ASTMX02134, ASTMX12412
OG0004144	AENJA_22601	ASTMX14929, ASTMX00175
OG0004145	AENJA_22813	ASTMX13544, ASTMX09506, ASTMX01256
OG0004146	AENJA_22878	ASTMX19018
OG0004147	AENJA_22980	ASTMX17723, ASTMX11442
OG0004148	AENJA_23349	ASTMX01455, ASTMX21880
OG0004149	AENJA_23391	ASTMX07554, ASTMX11481
OG0004150	AENJA_23752	ASTMX02487
OG0004151	AENJA_23954	ASTMX22046, ASTMX22047
OG0004153	AENJA_24230	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	AENJA_24263	ASTMX07593
OG0004156	AENJA_24369, AENJA_24722	ASTMX10877, ASTMX15457, ASTMX00963
OG0004157	AENJA_24370	ASTMX01743, ASTMX08856
OG0004158	AENJA_24429	ASTMX17963, ASTMX13614
OG0004159	AENJA_24852	ASTMX06317
OG0004160	AENJA_25025	ASTMX22778, ASTMX12455
OG0004161	AENJA_25182	ASTMX05466
OG0004162	AENJA_25282	ASTMX04954
OG0004163	AENJA_25392	ASTMX09262, ASTMX16594, ASTMX06280
OG0004164	AENJA_25479	ASTMX21726, ASTMX06576
OG0004166	AENJA_25748	ASTMX15461
OG0004167	AENJA_26097	ASTMX03947, ASTMX04645
OG0004168	AENJA_26286	ASTMX13810
OG0004169	AENJA_26454	ASTMX13212
OG0004171	AENJA_26685	ASTMX04439
OG0004214	AENJA_00165	ASTMX13901
OG0004215	AENJA_00310	ASTMX03007
OG0004216	AENJA_00516	ASTMX16092
OG0004218	AENJA_00935	ASTMX21114, ASTMX01025, ASTMX12744
OG0004219	AENJA_01020	ASTMX00489
OG0004220	AENJA_01203	ASTMX08970
OG0004222	AENJA_01486	ASTMX08117
OG0004223	AENJA_01506	ASTMX10659, ASTMX14232
OG0004225	AENJA_01633	ASTMX05299, ASTMX08023
OG0004226	AENJA_01684	ASTMX13528, ASTMX10820
OG0004227	AENJA_01705	ASTMX05705
OG0004228	AENJA_01729	ASTMX11329, ASTMX10796
OG0004229	AENJA_02064	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577
OG0004231	AENJA_02278	ASTMX16394
OG0004232	AENJA_02302	ASTMX11638
OG0004233	AENJA_02374	ASTMX00748, ASTMX20025
OG0004234	AENJA_02411	ASTMX14357
OG0004235	AENJA_02425	ASTMX16132
