Orthogroup	AENJA_ok	BRALA
OG0003031	AENJA_18273	BRALA32296
OG0003033	AENJA_18723	BRALA33535
OG0003035	AENJA_19225	BRALA04093
OG0003036	AENJA_20024	BRALA23667
OG0003037	AENJA_20789	BRALA22643
OG0003038	AENJA_21096	BRALA21188
OG0003039	AENJA_21140	BRALA09562
OG0003040	AENJA_21361, AENJA_21358	BRALA06106
OG0003041	AENJA_21426	BRALA13767
OG0003042	AENJA_21556, AENJA_21559	BRALA14544
OG0003043	AENJA_21648	BRALA15954
OG0003044	AENJA_21752	BRALA14962
OG0003045	AENJA_24152	BRALA14809
OG0003046	AENJA_21816	BRALA09266
OG0003048	AENJA_22325	BRALA35916, BRALA12484
OG0003049	AENJA_22479	BRALA00969
OG0003051	AENJA_23367	BRALA00281, BRALA06030
OG0003053	AENJA_24227	BRALA01192
OG0003054	AENJA_24441	BRALA14292
OG0003055	AENJA_24466	BRALA01152
OG0003056	AENJA_24565	BRALA16866
OG0003057	AENJA_24574	BRALA12384
OG0003058	AENJA_24768	BRALA10357
OG0003059	AENJA_24855	BRALA24717
OG0003060	AENJA_24993	BRALA01131
OG0003061	AENJA_25088	BRALA22578
OG0003062	AENJA_25174	BRALA21245
OG0003063	AENJA_25761	BRALA20041
OG0003064	AENJA_26332	BRALA04357
OG0003065	AENJA_26411	BRALA24672
OG0003066	AENJA_26723	BRALA02294
OG0003099	AENJA_25270, AENJA_08983	BRALA33316
OG0003101	AENJA_00164	BRALA14766
OG0003103	AENJA_00246	BRALA06974, BRALA04721
OG0003104	AENJA_00412	BRALA17529
OG0003105	AENJA_00483	BRALA29850
OG0003106	AENJA_00659	BRALA09165
OG0003107	AENJA_00765	BRALA03151
OG0003108	AENJA_01637	BRALA23025
OG0003110	AENJA_01831	BRALA14243
OG0003111	AENJA_01995	BRALA04538
OG0003112	AENJA_01998	BRALA28665, BRALA34089, BRALA29578
OG0003114	AENJA_02181	BRALA15227
OG0003115	AENJA_02279	BRALA18488
OG0003118	AENJA_03053	BRALA00197
OG0003119	AENJA_03324	BRALA29056
OG0003120	AENJA_03695	BRALA18066
OG0003121	AENJA_03733	BRALA15041
OG0003122	AENJA_03851	BRALA30971
OG0003122	AENJA_13120	BRALA12818
OG0003123	AENJA_25108, AENJA_03956, AENJA_03957	BRALA12457, BRALA08747, BRALA08748, BRALA08746, BRALA08745
OG0003124	AENJA_03987	BRALA34138
OG0003124	AENJA_07377	BRALA34241, BRALA34239, BRALA34780
OG0003125	AENJA_04106	BRALA22292
OG0003126	AENJA_13311	BRALA01091
OG0003127	AENJA_04219	BRALA22285
OG0003128	AENJA_04333	BRALA34098
OG0003129	AENJA_04675	BRALA04458, BRALA34296
OG0003129	AENJA_18359	BRALA33727, BRALA34480
OG0003130	AENJA_04695	BRALA33115
OG0003131	AENJA_04699	BRALA24254
OG0003132	AENJA_05230	BRALA27609
OG0003134	AENJA_05399	BRALA24514
OG0003135	AENJA_05506	BRALA34295
OG0003136	AENJA_05594	BRALA26231
OG0003137	AENJA_05616	BRALA19944
OG0003140	AENJA_06344	BRALA18516, BRALA18515
OG0003141	AENJA_06698	BRALA05474
OG0003142	AENJA_06782	BRALA23203
OG0003143	AENJA_06787	BRALA17585
OG0003144	AENJA_06849	BRALA30427
OG0003145	AENJA_06906	BRALA23671
OG0003146	AENJA_06954	BRALA09771
OG0003147	AENJA_07167	BRALA16312
OG0003148	AENJA_07642	BRALA31447
OG0003149	AENJA_07652	BRALA15048, BRALA15046, BRALA15047
OG0003150	AENJA_07665	BRALA06073
OG0003152	AENJA_08082	BRALA06359
OG0003153	AENJA_08315	BRALA20237
OG0003154	AENJA_08755, AENJA_24160, AENJA_24621	BRALA09778
OG0003155	AENJA_15319	BRALA18620
OG0003155	AENJA_08859	BRALA25357
OG0003156	AENJA_08912	BRALA30177
OG0003157	AENJA_09314	BRALA18717
OG0003158	AENJA_09855	BRALA04756
OG0003159	AENJA_09999	BRALA03670
OG0003160	AENJA_10130	BRALA34327
OG0003161	AENJA_10165	BRALA12062
OG0003162	AENJA_21344, AENJA_10169	BRALA12042
OG0003163	AENJA_10333	BRALA09502
OG0003164	AENJA_13680, AENJA_10532	BRALA08232
OG0003165	AENJA_10534	BRALA34066
OG0003167	AENJA_10753	BRALA29422
OG0003170	AENJA_21423, AENJA_24091	BRALA12331, BRALA04256, BRALA30306, BRALA17708, BRALA17707, BRALA05414, BRALA05413, BRALA05410, BRALA05411, BRALA05409, BRALA05408, BRALA05412, BRALA08358, BRALA25955, BRALA10006
OG0003172	AENJA_11593	BRALA14091
OG0003174	AENJA_12148	BRALA15910
OG0003175	AENJA_12200	BRALA07118, BRALA07114
OG0003176	AENJA_12428, AENJA_19968, AENJA_24491, AENJA_24492	BRALA03068, BRALA03070
OG0003177	AENJA_12445	BRALA23984
OG0003178	AENJA_12804	BRALA30304
OG0003179	AENJA_12977	BRALA04006
OG0003180	AENJA_13194	BRALA19366
OG0003181	AENJA_13218	BRALA13987
OG0003182	AENJA_13237	BRALA19997
OG0003183	AENJA_13297	BRALA00151
OG0003184	AENJA_13777	BRALA03612
OG0003185	AENJA_14384	BRALA08913
OG0003186	AENJA_14564	BRALA30259, BRALA35925
OG0003187	AENJA_14750	BRALA06679
OG0003188	AENJA_15232	BRALA21755
OG0003189	AENJA_15393	BRALA28089, BRALA26188
OG0003190	AENJA_16189, AENJA_16188	BRALA00193, BRALA00194
OG0003191	AENJA_16289	BRALA04704
OG0003193	AENJA_16359	BRALA06151
OG0003195	AENJA_16679	BRALA29438
OG0003196	AENJA_17155	BRALA03312, BRALA34284, BRALA03314
OG0003197	AENJA_17257	BRALA14254
OG0003198	AENJA_17366	BRALA19414, BRALA19411, BRALA23398
OG0003199	AENJA_17478	BRALA17301
OG0003200	AENJA_17544	BRALA17093
OG0003201	AENJA_17895	BRALA28451, BRALA25207
OG0003201	AENJA_17894	BRALA25956, BRALA32075, BRALA35277, BRALA19671, BRALA23613, BRALA28776
OG0003202	AENJA_18388	BRALA06604
OG0003203	AENJA_18705	BRALA24870
OG0003204	AENJA_19096	BRALA11882
OG0003205	AENJA_19099	BRALA14611
OG0003206	AENJA_19670, AENJA_19671	BRALA15924
OG0003207	AENJA_19791	BRALA19743
OG0003208	AENJA_19795	BRALA24790
OG0003210	AENJA_20699	BRALA02658
OG0003211	AENJA_20861	BRALA15324
OG0003212	AENJA_20864	BRALA21845
OG0003213	AENJA_20936	BRALA15054
OG0003214	AENJA_21694	BRALA11877
OG0003215	AENJA_22196	BRALA11919
OG0003216	AENJA_22966, AENJA_22967	BRALA06581
OG0003217	AENJA_23373	BRALA22390, BRALA22386
OG0003218	AENJA_23390	BRALA27140
OG0003220	AENJA_23504	BRALA29359, BRALA35967
OG0003221	AENJA_23575	BRALA13791
OG0003222	AENJA_23860	BRALA03438, BRALA03437
OG0003223	AENJA_24204	BRALA03348
OG0003224	AENJA_24262	BRALA24852, BRALA24853, BRALA24851
OG0003225	AENJA_24401	BRALA24705
OG0003226	AENJA_25297	BRALA02281
OG0003227	AENJA_25755	BRALA32464
OG0003228	AENJA_25997	BRALA28908
OG0003229	AENJA_25999	BRALA28965
OG0003230	AENJA_26243	BRALA16395
OG0003250	AENJA_00349	BRALA23787
OG0003251	AENJA_00517	BRALA03131
OG0003252	AENJA_00890	BRALA29060
OG0003253	AENJA_01202	BRALA17125
OG0003254	AENJA_01261	BRALA10884
OG0003255	AENJA_01447	BRALA04178
OG0003256	AENJA_01467	BRALA20447
OG0003257	AENJA_01488, AENJA_01489	BRALA10821
OG0003258	AENJA_01706	BRALA26675
OG0003259	AENJA_02246	BRALA03751
OG0003260	AENJA_02287, AENJA_02281	BRALA01352
OG0003261	AENJA_02564	BRALA10363
OG0003262	AENJA_02627	BRALA23941
OG0003263	AENJA_03032	BRALA27485
OG0003264	AENJA_03403	BRALA16693
OG0003265	AENJA_03512	BRALA09391
OG0003266	AENJA_03526	BRALA25697
OG0003267	AENJA_03748	BRALA06736
OG0003268	AENJA_04034	BRALA28894
OG0003269	AENJA_04245	BRALA23035
OG0003270	AENJA_04789	BRALA10980, BRALA10981
OG0003271	AENJA_20515	BRALA03737
OG0003271	AENJA_08064, AENJA_26693	BRALA21453
OG0003271	AENJA_05371	BRALA01579, BRALA01576
OG0003272	AENJA_05460	BRALA20375
OG0003275	AENJA_06088	BRALA19113
OG0003276	AENJA_06270	BRALA28847
OG0003277	AENJA_06595	BRALA12741
OG0003278	AENJA_07777, AENJA_07778	BRALA29833
OG0003279	AENJA_18910, AENJA_07963	BRALA19410
OG0003280	AENJA_12371, AENJA_07986	BRALA25778, BRALA12949
OG0003281	AENJA_08105, AENJA_20736	BRALA16219, BRALA16218, BRALA06040, BRALA16220, BRALA12224, BRALA06039, BRALA06038
OG0003282	AENJA_18531	BRALA21917
OG0003283	AENJA_08389	BRALA09386
OG0003284	AENJA_08806	BRALA07080
OG0003286	AENJA_08868	BRALA11189
OG0003287	AENJA_08945	BRALA23219
OG0003288	AENJA_08988	BRALA18702
OG0003289	AENJA_09099	BRALA20587
OG0003290	AENJA_09114	BRALA03644
OG0003291	AENJA_09544	BRALA23985
OG0003292	AENJA_10369	BRALA06602
OG0003292	AENJA_09636	BRALA31219
OG0003294	AENJA_10229	BRALA20203
OG0003295	AENJA_10278	BRALA35560, BRALA35974, BRALA29714
OG0003297	AENJA_10455	BRALA11135
OG0003298	AENJA_10956	BRALA08285
OG0003299	AENJA_10978	BRALA05146
OG0003300	AENJA_16801, AENJA_10987	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472
OG0003301	AENJA_11385	BRALA12896
OG0003302	AENJA_11409	BRALA03648
OG0003303	AENJA_11641	BRALA31282
OG0003304	AENJA_18633	BRALA01097, BRALA14452
OG0003305	AENJA_11741	BRALA02228
OG0003306	AENJA_22075	BRALA22690
OG0003306	AENJA_19854	BRALA30568
OG0003308	AENJA_11863	BRALA05211, BRALA05209, BRALA05210
OG0003309	AENJA_11953	BRALA07365
OG0003311	AENJA_12315	BRALA16041
OG0003312	AENJA_12511	BRALA12339
OG0003313	AENJA_24438, AENJA_24639, AENJA_24439, AENJA_24646, AENJA_13293, AENJA_24648	BRALA32119
OG0003315	AENJA_12794	BRALA10201
OG0003316	AENJA_13112	BRALA05665
OG0003317	AENJA_13550	BRALA25346
OG0003318	AENJA_13567	BRALA25729
OG0003319	AENJA_13649	BRALA16686
OG0003320	AENJA_13907	BRALA16362
OG0003321	AENJA_14072	BRALA20253
OG0003322	AENJA_22242	BRALA33288, BRALA19175
OG0003322	AENJA_14128	BRALA20824, BRALA16687
OG0003323	AENJA_14209	BRALA02545
OG0003324	AENJA_14269	BRALA16750
OG0003325	AENJA_19471	BRALA25251
OG0003325	AENJA_25949	BRALA23236
OG0003326	AENJA_14434	BRALA21679, BRALA21678
OG0003327	AENJA_14781	BRALA18397
OG0003329	AENJA_15213	BRALA16528
OG0003330	AENJA_15240	BRALA21753
OG0003331	AENJA_15484	BRALA23588
OG0003332	AENJA_15526	BRALA16700
OG0003333	AENJA_15663	BRALA20739
OG0003334	AENJA_17375, AENJA_16235, AENJA_16233, AENJA_16232	BRALA26651
OG0003334	AENJA_15732	BRALA07845, BRALA04402
OG0003335	AENJA_15787	BRALA18893
OG0003336	AENJA_15800	BRALA19535
OG0003337	AENJA_15893	BRALA05428
OG0003338	AENJA_15935	BRALA35265
OG0003339	AENJA_16017	BRALA31926
OG0003340	AENJA_16463	BRALA13754
OG0003341	AENJA_17359	BRALA22123
OG0003342	AENJA_24117, AENJA_17380	BRALA04167
OG0003343	AENJA_17471	BRALA14934
OG0003344	AENJA_17550	BRALA16634
OG0003346	AENJA_18192	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829
OG0003347	AENJA_18356	BRALA09177
OG0003348	AENJA_18879	BRALA15993
OG0003349	AENJA_18916	BRALA03624
OG0003350	AENJA_18932	BRALA14237
OG0003351	AENJA_19001	BRALA17306
OG0003351	AENJA_20231	BRALA20883
OG0003352	AENJA_19121	BRALA00218
OG0003353	AENJA_20103	BRALA15281
OG0003354	AENJA_20119	BRALA00361
OG0003355	AENJA_20320	BRALA03913
OG0003356	AENJA_21005	BRALA20221
OG0003357	AENJA_21046	BRALA28370
OG0003358	AENJA_21116	BRALA20313
OG0003359	AENJA_21290	BRALA22885
OG0003360	AENJA_21296	BRALA24694
OG0003361	AENJA_21382	BRALA15184
OG0003364	AENJA_21855	BRALA19189
OG0003366	AENJA_22253	BRALA13308
OG0003367	AENJA_22965, AENJA_22964	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014
OG0003368	AENJA_23082	BRALA11408
OG0003369	AENJA_23133	BRALA06641
OG0003370	AENJA_23534	BRALA13625
OG0003372	AENJA_24254	BRALA01258, BRALA01257
OG0003373	AENJA_24423	BRALA02259
OG0003374	AENJA_24682, AENJA_24683	BRALA32765
OG0003375	AENJA_24824	BRALA16607
OG0003376	AENJA_24827	BRALA08374
OG0003377	AENJA_24906	BRALA30976
OG0003378	AENJA_24909	BRALA18244
OG0003379	AENJA_25180	BRALA10345
OG0003380	AENJA_25323	BRALA19352
OG0003381	AENJA_25399	BRALA18296
OG0003382	AENJA_25400	BRALA02288, BRALA02289
OG0003383	AENJA_25690	BRALA00564
OG0003384	AENJA_25752	BRALA21417
OG0003386	AENJA_26435	BRALA30819
OG0003387	AENJA_26696	BRALA24624, BRALA24625
OG0003418	AENJA_06091, AENJA_09817, AENJA_21717, AENJA_10662, AENJA_01990	BRALA29442
OG0003419	AENJA_00054	BRALA33995, BRALA24123
OG0003420	AENJA_00096	BRALA02559
OG0003423	AENJA_07981, AENJA_04679, AENJA_04678, AENJA_23830	BRALA07815
OG0003423	AENJA_20209, AENJA_00674, AENJA_10823, AENJA_00675, AENJA_03950	BRALA28405, BRALA22052, BRALA20776, BRALA30672
OG0003424	AENJA_00838	BRALA27366
OG0003425	AENJA_01194	BRALA13513
OG0003426	AENJA_01257	BRALA28983
OG0003428	AENJA_01568	BRALA26986, BRALA33909
OG0003429	AENJA_01963	BRALA02516
OG0003430	AENJA_02400	BRALA25695
OG0003431	AENJA_19425, AENJA_02555	BRALA07409
OG0003432	AENJA_11283	BRALA13775
OG0003433	AENJA_02659	BRALA12225
OG0003434	AENJA_02675	BRALA00541
OG0003435	AENJA_02757	BRALA26136, BRALA30163
OG0003436	AENJA_02881	BRALA26481
OG0003437	AENJA_18380	BRALA06487, BRALA06489
OG0003438	AENJA_03261	BRALA15011
OG0003438	AENJA_10750	BRALA15012
OG0003439	AENJA_03292	BRALA11592
OG0003440	AENJA_03488	BRALA22768
OG0003441	AENJA_03511	BRALA20520
OG0003442	AENJA_03564	BRALA19451
OG0003443	AENJA_03622	BRALA15200
OG0003444	AENJA_03663	BRALA23414, BRALA16370
OG0003445	AENJA_03793	BRALA24008
OG0003447	AENJA_03903	BRALA17322
OG0003448	AENJA_04038	BRALA03321
OG0003449	AENJA_04230	BRALA06506
OG0003450	AENJA_04269	BRALA18866
OG0003451	AENJA_04285	BRALA12366
OG0003452	AENJA_04578	BRALA24477
OG0003453	AENJA_04592	BRALA22884
OG0003454	AENJA_04653	BRALA14039
OG0003455	AENJA_22892	BRALA02242
OG0003456	AENJA_04853	BRALA13939, BRALA06592
OG0003457	AENJA_05123	BRALA14725
OG0003458	AENJA_05270	BRALA21912
OG0003459	AENJA_05414	BRALA35733, BRALA30363
OG0003460	AENJA_05490	BRALA22272
OG0003461	AENJA_05624	BRALA29779
OG0003462	AENJA_20654	BRALA10146
OG0003463	AENJA_05770	BRALA13330
OG0003464	AENJA_10817, AENJA_05778	BRALA23056
OG0003465	AENJA_06069	BRALA21319
OG0003466	AENJA_06181	BRALA09926
OG0003467	AENJA_06433	BRALA12491
OG0003468	AENJA_06823	BRALA29135
OG0003469	AENJA_07022	BRALA25637
OG0003471	AENJA_07354	BRALA22485
OG0003472	AENJA_07615	BRALA15949
OG0003473	AENJA_07820	BRALA25278
OG0003474	AENJA_07912	BRALA12831
OG0003475	AENJA_08250	BRALA12280
OG0003476	AENJA_08274	BRALA30873
OG0003477	AENJA_08292	BRALA21273
OG0003478	AENJA_08408	BRALA22512
OG0003479	AENJA_08477	BRALA30670
OG0003480	AENJA_08524, AENJA_08521	BRALA03258
OG0003481	AENJA_08978, AENJA_08977	BRALA02540
OG0003482	AENJA_08998	BRALA27623
OG0003483	AENJA_09252	BRALA32124
OG0003484	AENJA_09399	BRALA04161
OG0003486	AENJA_09585	BRALA31683
OG0003487	AENJA_10277	BRALA16372
OG0003488	AENJA_10887, AENJA_25027	BRALA21271
OG0003489	AENJA_11004	BRALA14772
OG0003491	AENJA_11118	BRALA06006
OG0003492	AENJA_11247	BRALA03827
OG0003493	AENJA_20319	BRALA05370
OG0003495	AENJA_11780	BRALA21289
OG0003497	AENJA_12369	BRALA17605
OG0003498	AENJA_12653	BRALA09693
OG0003499	AENJA_12654	BRALA06317
OG0003501	AENJA_13025	BRALA01350
OG0003502	AENJA_13200	BRALA34217, BRALA32822
OG0003503	AENJA_13216	BRALA35912
OG0003504	AENJA_13617	BRALA25286
OG0003505	AENJA_13629	BRALA03121
OG0003506	AENJA_13681	BRALA08237
OG0003507	AENJA_13693	BRALA01241
OG0003508	AENJA_13894	BRALA21200, BRALA21199
OG0003510	AENJA_15122, AENJA_14984	BRALA03112
OG0003511	AENJA_15214	BRALA16529
OG0003512	AENJA_15313	BRALA07191, BRALA35635
OG0003513	AENJA_15883	BRALA14520
OG0003515	AENJA_16192	BRALA18725
OG0003516	AENJA_16746	BRALA11488
OG0003517	AENJA_16771	BRALA23417
OG0003518	AENJA_16797	BRALA01597
OG0003519	AENJA_16830	BRALA07432
OG0003520	AENJA_17161	BRALA13350
OG0003521	AENJA_17538	BRALA28067
OG0003522	AENJA_17840	BRALA06407
OG0003523	AENJA_17997	BRALA15819
OG0003524	AENJA_17999	BRALA19610
OG0003526	AENJA_18515	BRALA24423
OG0003528	AENJA_18722	BRALA28828
OG0003529	AENJA_23756, AENJA_18730	BRALA14479
OG0003530	AENJA_18943	BRALA16960
OG0003531	AENJA_19107	BRALA34155
OG0003532	AENJA_19405	BRALA28381
OG0003533	AENJA_19980	BRALA12757
OG0003534	AENJA_20224	BRALA20884, BRALA05884, BRALA05922
OG0003535	AENJA_20349	BRALA31819
OG0003536	AENJA_20549	BRALA01567
OG0003537	AENJA_20711, AENJA_20710	BRALA11544
OG0003538	AENJA_20720	BRALA11760
OG0003539	AENJA_20975	BRALA09265
OG0003540	AENJA_21095	BRALA18860
OG0003541	AENJA_21308	BRALA19973
OG0003542	AENJA_21494	BRALA18626
OG0003543	AENJA_21659	BRALA02287
OG0003544	AENJA_21703	BRALA04094
OG0003545	AENJA_21908	BRALA25349
OG0003546	AENJA_21963	BRALA34597
OG0003547	AENJA_22029	BRALA27840, BRALA27838, BRALA27839
OG0003548	AENJA_22613	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697
OG0003549	AENJA_22669	BRALA23902
OG0003550	AENJA_22695	BRALA18608
OG0003551	AENJA_22715	BRALA01030
OG0003552	AENJA_22940	BRALA23094
OG0003553	AENJA_23077	BRALA27934
OG0003554	AENJA_23083	BRALA24475
OG0003555	AENJA_23304	BRALA21968
OG0003556	AENJA_23329	BRALA01809
OG0003557	AENJA_23658	BRALA02541
OG0003558	AENJA_23724	BRALA16598
OG0003560	AENJA_24076	BRALA26145
OG0003561	AENJA_24294	BRALA28633
OG0003562	AENJA_24391	BRALA14777
OG0003563	AENJA_24776	BRALA18624
OG0003564	AENJA_24810	BRALA27591
OG0003565	AENJA_24872	BRALA01127
OG0003566	AENJA_25138	BRALA19185
OG0003567	AENJA_25441	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371
OG0003568	AENJA_25542	BRALA28427
OG0003569	AENJA_25887	BRALA15282
OG0003570	AENJA_26158	BRALA00798
OG0003571	AENJA_26245	BRALA31602, BRALA34916
OG0003572	AENJA_26602	BRALA13377
OG0003573	AENJA_26698	BRALA14969
OG0003597	AENJA_00060	BRALA34091
OG0003598	AENJA_00099	BRALA18340
OG0003599	AENJA_06205	BRALA33877
OG0003600	AENJA_00154	BRALA22014
OG0003601	AENJA_00200	BRALA18126
OG0003603	AENJA_00222	BRALA06241
OG0003604	AENJA_00307	BRALA31536
OG0003606	AENJA_00589	BRALA22056
OG0003608	AENJA_00758	BRALA18469
OG0003610	AENJA_00983	BRALA09770
OG0003611	AENJA_04941	BRALA24495
OG0003613	AENJA_01172	BRALA11000
OG0003615	AENJA_06537	BRALA05371
OG0003616	AENJA_19893, AENJA_19894, AENJA_01501	BRALA20439
OG0003617	AENJA_01515, AENJA_11306	BRALA23865
OG0003618	AENJA_01642	BRALA30067
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	BRALA28306
OG0003620	AENJA_01724	BRALA15834
OG0003622	AENJA_02333, AENJA_02334	BRALA13428
OG0003623	AENJA_02369	BRALA13875
OG0003624	AENJA_02868	BRALA32206
OG0003625	AENJA_07610	BRALA29309, BRALA10329, BRALA10330, BRALA16006
OG0003626	AENJA_03156	BRALA04725
OG0003627	AENJA_03181	BRALA16210
OG0003628	AENJA_03215	BRALA15102
OG0003629	AENJA_03286	BRALA05892
OG0003630	AENJA_03435	BRALA29277
OG0003631	AENJA_25153, AENJA_03572	BRALA33910, BRALA32757, BRALA35489, BRALA34452, BRALA34595
OG0003632	AENJA_03584	BRALA35240, BRALA22349
OG0003634	AENJA_03758	BRALA14363
OG0003635	AENJA_03933	BRALA18691
OG0003636	AENJA_04212, AENJA_04213, AENJA_04214	BRALA17877, BRALA30883
OG0003637	AENJA_05137	BRALA20353
OG0003638	AENJA_04417	BRALA12059
OG0003640	AENJA_05057	BRALA04598
OG0003641	AENJA_05255	BRALA22029
OG0003642	AENJA_05368, AENJA_23786	BRALA14568
OG0003643	AENJA_05513, AENJA_24494	BRALA20230, BRALA05378, BRALA17185, BRALA07011
OG0003644	AENJA_06076	BRALA10140
OG0003645	AENJA_06128	BRALA13185
OG0003646	AENJA_06203	BRALA22868
OG0003647	AENJA_06206	BRALA16527
OG0003648	AENJA_06252	BRALA17389
OG0003649	AENJA_06343	BRALA01612
OG0003650	AENJA_06545	BRALA13666
OG0003651	AENJA_06546	BRALA21916
OG0003652	AENJA_07122	BRALA34260
OG0003653	AENJA_07144	BRALA33747, BRALA20594, BRALA35513
OG0003654	AENJA_07431	BRALA21275
OG0003655	AENJA_07748	BRALA33353
OG0003656	AENJA_08284	BRALA04460
OG0003657	AENJA_08341	BRALA00140
OG0003658	AENJA_08342	BRALA00325
OG0003659	AENJA_08800	BRALA07055
OG0003660	AENJA_08993	BRALA03685
OG0003661	AENJA_09036	BRALA00518
OG0003662	AENJA_09164	BRALA28700
OG0003663	AENJA_09628	BRALA03839, BRALA03841
OG0003664	AENJA_09805	BRALA25355
OG0003665	AENJA_10034	BRALA15969, BRALA08702
OG0003666	AENJA_10364	BRALA25648
OG0003667	AENJA_10380	BRALA23581
OG0003668	AENJA_10387	BRALA16595
OG0003669	AENJA_10658	BRALA01156
OG0003671	AENJA_11068	BRALA32769
OG0003672	AENJA_11161, AENJA_24103	BRALA18633
OG0003673	AENJA_11294	BRALA19291
OG0003674	AENJA_11517	BRALA13017
OG0003675	AENJA_11744	BRALA11375
OG0003676	AENJA_11880	BRALA14472
OG0003677	AENJA_11975	BRALA09088
OG0003678	AENJA_12097	BRALA05291
OG0003679	AENJA_12320	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003680	AENJA_12855	BRALA09741
OG0003681	AENJA_12857	BRALA02162
OG0003682	AENJA_12915	BRALA10785, BRALA10910
OG0003683	AENJA_12950	BRALA22205
OG0003685	AENJA_13298	BRALA04329
OG0003686	AENJA_13621	BRALA12463
OG0003687	AENJA_13636	BRALA14064
OG0003688	AENJA_13670	BRALA26787
OG0003689	AENJA_14017	BRALA09157
OG0003690	AENJA_14230	BRALA33355
OG0003691	AENJA_17487	BRALA22954
OG0003692	AENJA_14437	BRALA28877
OG0003693	AENJA_14583	BRALA09225
OG0003694	AENJA_14806	BRALA07902
OG0003695	AENJA_14941	BRALA21829
OG0003696	AENJA_15025	BRALA20035
OG0003697	AENJA_15049	BRALA16767
OG0003698	AENJA_15085	BRALA21409
OG0003699	AENJA_23754, AENJA_23514, AENJA_15170	BRALA35351
OG0003700	AENJA_15228	BRALA23022
OG0003701	AENJA_15293	BRALA16004
OG0003702	AENJA_15340	BRALA28909
OG0003703	AENJA_15505, AENJA_15513	BRALA02399
OG0003704	AENJA_15518	BRALA17852
OG0003705	AENJA_16444	BRALA17124
OG0003706	AENJA_15986	BRALA21768
OG0003707	AENJA_16247	BRALA13435
OG0003708	AENJA_16717	BRALA19031
OG0003709	AENJA_17152	BRALA03316
OG0003710	AENJA_17579	BRALA29789
OG0003711	AENJA_17736	BRALA03254
OG0003712	AENJA_17842	BRALA11231
OG0003713	AENJA_17988	BRALA01757
OG0003714	AENJA_23117, AENJA_17998	BRALA14362
OG0003716	AENJA_18178	BRALA32334
OG0003717	AENJA_18567	BRALA21117
OG0003718	AENJA_18593	BRALA07126
OG0003719	AENJA_18681	BRALA14607
OG0003720	AENJA_18939	BRALA02638
OG0003721	AENJA_19137	BRALA12038
OG0003722	AENJA_19232	BRALA24100
OG0003724	AENJA_19400	BRALA05473
OG0003725	AENJA_19411	BRALA00696
OG0003726	AENJA_19480, AENJA_22995	BRALA15025, BRALA15024
OG0003727	AENJA_19507	BRALA25125
OG0003728	AENJA_19716	BRALA23646
OG0003729	AENJA_19798	BRALA06888, BRALA06951
OG0003730	AENJA_19955	BRALA29533
OG0003731	AENJA_19989	BRALA21198
OG0003732	AENJA_20020	BRALA11685
OG0003733	AENJA_20334	BRALA01134
OG0003734	AENJA_20690	BRALA21794
OG0003735	AENJA_20826	BRALA34167
OG0003736	AENJA_20853	BRALA33666, BRALA33744
OG0003736	AENJA_20855	BRALA33746
OG0003737	AENJA_20913	BRALA17522
OG0003738	AENJA_21039	BRALA18659
OG0003739	AENJA_21483	BRALA14467
OG0003742	AENJA_22403	BRALA18578
OG0003743	AENJA_22572	BRALA23724
OG0003744	AENJA_22829	BRALA24796
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	BRALA06719, BRALA03263, BRALA30410
OG0003746	AENJA_23348	BRALA17015
OG0003747	AENJA_23433	BRALA27741, BRALA33195, BRALA30716
OG0003748	AENJA_23488	BRALA12755
OG0003750	AENJA_23963	BRALA18863
OG0003751	AENJA_24526	BRALA32676, BRALA06904
OG0003752	AENJA_24562	BRALA25856
OG0003753	AENJA_24858	BRALA16740
OG0003754	AENJA_24910	BRALA29308
OG0003755	AENJA_24953	BRALA35253
OG0003755	AENJA_24952	BRALA35547
OG0003756	AENJA_25172	BRALA19970
OG0003757	AENJA_25326	BRALA13359
OG0003758	AENJA_25591	BRALA00093
OG0003759	AENJA_25619	BRALA05624
OG0003760	AENJA_26295	BRALA17848
OG0003761	AENJA_26423	BRALA04263
OG0003762	AENJA_26451	BRALA18646
OG0003763	AENJA_26622	BRALA24515
OG0003794	AENJA_00002	BRALA03340
OG0003795	AENJA_00051	BRALA19714
OG0003798	AENJA_00181	BRALA18800
OG0003803	AENJA_00564	BRALA01090
OG0003805	AENJA_00932, AENJA_01598	BRALA29394, BRALA28947, BRALA34265, BRALA29646, BRALA19070, BRALA24692, BRALA00605
OG0003806	AENJA_00944	BRALA06429
OG0003807	AENJA_00967	BRALA25353
OG0003808	AENJA_00978	BRALA10356
OG0003809	AENJA_01422	BRALA03811
OG0003810	AENJA_01566	BRALA11857
OG0003811	AENJA_01571	BRALA19420
OG0003812	AENJA_01871	BRALA05555
OG0003813	AENJA_02053	BRALA03804
