Orthogroup	AENJA_ok	CAEEL
OG0001164	AENJA_04659, AENJA_14441	CAEEL07306
OG0001165	AENJA_18566	CAEEL19696
OG0001167	AENJA_06024	CAEEL04546
OG0001168	AENJA_26059, AENJA_06080, AENJA_26060	CAEEL02000
OG0001171	AENJA_07498	CAEEL20677
OG0001172	AENJA_08737	CAEEL13596
OG0001172	AENJA_15031	CAEEL01942
OG0001173	AENJA_10142	CAEEL15708
OG0001173	AENJA_26334	CAEEL14248
OG0001175	AENJA_19603, AENJA_10616	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	AENJA_11857	CAEEL11466
OG0001177	AENJA_12717, AENJA_23960, AENJA_22118	CAEEL08262, CAEEL18706
OG0001178	AENJA_12752	CAEEL05306
OG0001179	AENJA_13625, AENJA_13628, AENJA_26058	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	AENJA_13732	CAEEL00751
OG0001181	AENJA_14047	CAEEL08327
OG0001184	AENJA_17799	CAEEL20576
OG0001184	AENJA_15086	CAEEL19676
OG0001185	AENJA_17542	CAEEL01778
OG0001186	AENJA_21307	CAEEL00480
OG0001186	AENJA_18825	CAEEL09703
OG0001188	AENJA_22812	CAEEL14362
OG0001189	AENJA_23358	CAEEL01928
OG0001197	AENJA_00493	CAEEL11613
OG0001200	AENJA_01547	CAEEL05263
OG0001201	AENJA_02210	CAEEL02666
OG0001203	AENJA_03685, AENJA_16123	CAEEL12408
OG0001203	AENJA_17348	CAEEL09769
OG0001204	AENJA_04033, AENJA_20148	CAEEL09132
OG0001205	AENJA_26398	CAEEL06787
OG0001208	AENJA_09031	CAEEL10574
OG0001209	AENJA_09041	CAEEL00442
OG0001210	AENJA_18956	CAEEL06396
OG0001210	AENJA_09592, AENJA_09591	CAEEL06380
OG0001213	AENJA_11717	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	AENJA_24301	CAEEL08401
OG0001215	AENJA_15953	CAEEL11249
OG0001216	AENJA_16979	CAEEL04644
OG0001217	AENJA_17612	CAEEL08746
OG0001218	AENJA_18179	CAEEL20131, CAEEL14167
OG0001219	AENJA_18562	CAEEL20379
OG0001220	AENJA_21603	CAEEL07890
OG0001221	AENJA_19765	CAEEL13124
OG0001223	AENJA_21588	CAEEL02795
OG0001224	AENJA_22625	CAEEL07196
OG0001225	AENJA_23700	CAEEL02873
OG0001230	AENJA_02087	CAEEL01949
OG0001231	AENJA_02177	CAEEL15401
OG0001233	AENJA_02446	CAEEL03755, CAEEL04189
OG0001234	AENJA_02896	CAEEL00806
OG0001238	AENJA_07960, AENJA_05667	CAEEL05166, CAEEL11182
OG0001239	AENJA_08544, AENJA_12406, AENJA_24743, AENJA_06569	CAEEL12011
OG0001241	AENJA_21346	CAEEL01749
OG0001241	AENJA_07588	CAEEL19375
OG0001243	AENJA_09040	CAEEL01806
OG0001244	AENJA_11230	CAEEL12407
OG0001247	AENJA_24053	CAEEL10570
OG0001248	AENJA_17279	CAEEL08830
OG0001249	AENJA_17683	CAEEL06406
OG0001250	AENJA_18393	CAEEL18712
OG0001251	AENJA_20006	CAEEL10205
OG0001252	AENJA_20096	CAEEL05030
OG0001253	AENJA_21103	CAEEL10888, CAEEL10887
OG0001254	AENJA_25593	CAEEL00935
OG0001261	AENJA_00856	CAEEL07850
OG0001262	AENJA_25759, AENJA_02100	CAEEL15249, CAEEL20627
OG0001266	AENJA_02853	CAEEL20839, CAEEL20838
OG0001266	AENJA_06321	CAEEL07143
OG0001267	AENJA_10310	CAEEL14111
OG0001268	AENJA_03712	CAEEL11342
OG0001270	AENJA_04208, AENJA_17726, AENJA_21003, AENJA_12864	CAEEL01959
OG0001271	AENJA_04651	CAEEL08717, CAEEL00634
OG0001274	AENJA_06074	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	AENJA_09367	CAEEL20013
OG0001278	AENJA_15562	CAEEL10735
OG0001279	AENJA_09382	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	AENJA_11194	CAEEL00726
OG0001281	AENJA_15472, AENJA_11305	CAEEL05459
OG0001282	AENJA_12223	CAEEL04296
OG0001284	AENJA_14056	CAEEL08223
OG0001284	AENJA_21135	CAEEL01272
OG0001285	AENJA_14207, AENJA_14208	CAEEL06501
OG0001286	AENJA_16309	CAEEL20246
OG0001287	AENJA_18219	CAEEL16475
OG0001288	AENJA_18926, AENJA_22039	CAEEL18355
OG0001289	AENJA_19878	CAEEL10515
OG0001290	AENJA_21151	CAEEL12280
OG0001290	AENJA_21150	CAEEL12279
OG0001291	AENJA_21434	CAEEL11483
OG0001292	AENJA_21781	CAEEL07942
OG0001293	AENJA_23236	CAEEL07048
OG0001294	AENJA_25092	CAEEL15893
OG0001296	AENJA_26215	CAEEL00003, CAEEL14758
OG0001300	AENJA_00411	CAEEL09562
OG0001302	AENJA_13024	CAEEL01736
OG0001302	AENJA_01840	CAEEL12633
OG0001304	AENJA_02458, AENJA_14579	CAEEL00728
OG0001305	AENJA_03926	CAEEL19700
OG0001306	AENJA_13028	CAEEL05042
OG0001306	AENJA_24214	CAEEL06741
OG0001310	AENJA_06272	CAEEL16286
OG0001315	AENJA_08369, AENJA_13343, AENJA_08368, AENJA_26453	CAEEL20540
OG0001318	AENJA_09435	CAEEL06153
OG0001319	AENJA_09605	CAEEL15967
OG0001320	AENJA_12368	CAEEL02958
OG0001320	AENJA_16608	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	AENJA_15789	CAEEL15888
OG0001325	AENJA_16492, AENJA_18977	CAEEL12980
OG0001326	AENJA_16742, AENJA_18964	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	AENJA_26627	CAEEL12070
OG0001329	AENJA_19033	CAEEL03625, CAEEL07934
OG0001330	AENJA_20881	CAEEL07772
OG0001333	AENJA_23772	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001339	AENJA_00104	CAEEL01555
OG0001341	AENJA_03707, AENJA_05111, AENJA_17935, AENJA_00473, AENJA_21191	CAEEL12273
OG0001344	AENJA_01361	CAEEL12166
OG0001348	AENJA_01884	CAEEL20290
OG0001350	AENJA_05873	CAEEL06068
OG0001353	AENJA_06742	CAEEL07231
OG0001354	AENJA_09573	CAEEL18385
OG0001355	AENJA_08188	CAEEL19633
OG0001356	AENJA_08269	CAEEL10619
OG0001357	AENJA_08567	CAEEL15128
OG0001363	AENJA_12332	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	AENJA_13074	CAEEL16269
OG0001366	AENJA_14917	CAEEL07140
OG0001367	AENJA_16641	CAEEL16176
OG0001369	AENJA_17277	CAEEL05836
OG0001370	AENJA_17284	CAEEL19838
OG0001372	AENJA_25899	CAEEL04824, CAEEL16917
OG0001372	AENJA_17922	CAEEL01785
OG0001373	AENJA_17959	CAEEL18831
OG0001374	AENJA_18703	CAEEL02048
OG0001375	AENJA_20082	CAEEL01718
OG0001376	AENJA_21276, AENJA_20852, AENJA_20854	CAEEL18806
OG0001378	AENJA_22766	CAEEL01898
OG0001379	AENJA_23248	CAEEL20800, CAEEL08440
OG0001380	AENJA_23604	CAEEL07027
OG0001381	AENJA_23800	CAEEL01510
OG0001383	AENJA_25087	CAEEL18479
OG0001394	AENJA_00558	CAEEL16146
OG0001395	AENJA_00590	CAEEL01604
OG0001397	AENJA_05269	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	AENJA_01101	CAEEL19290
OG0001398	AENJA_22956, AENJA_26825, AENJA_08355, AENJA_21022, AENJA_16268, AENJA_09931, AENJA_03237, AENJA_19325, AENJA_12622, AENJA_18995, AENJA_07161, AENJA_01337, AENJA_06194, AENJA_20766, AENJA_03767, AENJA_01339, AENJA_09353, AENJA_12621	CAEEL14339
OG0001399	AENJA_19357, AENJA_02205	CAEEL00972
OG0001402	AENJA_02809	CAEEL04844, CAEEL04850
OG0001404	AENJA_03877	CAEEL15778
OG0001405	AENJA_03978	CAEEL00987
OG0001405	AENJA_13814	CAEEL02297
OG0001408	AENJA_10000, AENJA_05533	CAEEL19513
OG0001409	AENJA_06247	CAEEL02567
OG0001410	AENJA_18215	CAEEL16277
OG0001411	AENJA_06963, AENJA_10958	CAEEL07405
OG0001413	AENJA_07474	CAEEL08368
OG0001413	AENJA_17340, AENJA_17343	CAEEL04716
OG0001414	AENJA_08160	CAEEL13823
OG0001417	AENJA_11502	CAEEL02921
OG0001418	AENJA_10983	CAEEL11722
OG0001421	AENJA_13339	CAEEL14241
OG0001422	AENJA_14173	CAEEL06778
OG0001423	AENJA_14934	CAEEL18493
OG0001424	AENJA_15682	CAEEL12121
OG0001424	AENJA_17237	CAEEL10850
OG0001425	AENJA_15774	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	AENJA_16043	CAEEL06005, CAEEL06004
OG0001428	AENJA_18858	CAEEL05279
OG0001430	AENJA_19108	CAEEL14236
OG0001431	AENJA_23459	CAEEL01932, CAEEL07478
OG0001432	AENJA_25391	CAEEL18746
OG0001433	AENJA_26002	CAEEL01226
OG0001439	AENJA_00145	CAEEL19443
OG0001440	AENJA_03160	CAEEL02919
OG0001445	AENJA_02385	CAEEL10043, CAEEL10044
OG0001446	AENJA_02687, AENJA_10576	CAEEL19040, CAEEL19039
OG0001449	AENJA_04181	CAEEL05216
OG0001452	AENJA_05087	CAEEL02837
OG0001455	AENJA_06571	CAEEL04493
OG0001458	AENJA_08456	CAEEL04619
OG0001459	AENJA_18303, AENJA_08470	CAEEL20135, CAEEL17975
OG0001460	AENJA_20570	CAEEL11040, CAEEL11027
OG0001461	AENJA_09214	CAEEL09368
OG0001462	AENJA_09362	CAEEL03309
OG0001464	AENJA_09857	CAEEL07180
OG0001466	AENJA_17986, AENJA_10074	CAEEL00165
OG0001467	AENJA_10772	CAEEL08160, CAEEL08126
OG0001468	AENJA_10995	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	AENJA_20582	CAEEL06147
OG0001469	AENJA_11151	CAEEL06502
OG0001472	AENJA_12236	CAEEL07491
OG0001472	AENJA_13235	CAEEL02663
OG0001473	AENJA_13618	CAEEL15728, CAEEL16017
OG0001474	AENJA_24781	CAEEL07328
OG0001475	AENJA_14793	CAEEL05298
OG0001476	AENJA_14828	CAEEL00667
OG0001478	AENJA_19708, AENJA_15450	CAEEL11433
OG0001479	AENJA_16158	CAEEL19245
OG0001480	AENJA_16776	CAEEL01047
OG0001482	AENJA_18749	CAEEL08859
OG0001484	AENJA_21194	CAEEL01076, CAEEL01075
OG0001485	AENJA_21469	CAEEL01187
OG0001486	AENJA_21858	CAEEL06199
OG0001489	AENJA_24467	CAEEL05101
OG0001490	AENJA_25216	CAEEL16486
OG0001492	AENJA_25544	CAEEL08792
OG0001500	AENJA_01887	CAEEL11009
OG0001503	AENJA_23557	CAEEL04111
OG0001503	AENJA_03755	CAEEL08520
OG0001504	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039	CAEEL05392
OG0001505	AENJA_04619, AENJA_17806	CAEEL05185, CAEEL08607
OG0001506	AENJA_05939, AENJA_05938	CAEEL04371
OG0001508	AENJA_06316	CAEEL19670
OG0001510	AENJA_08660	CAEEL19165
OG0001512	AENJA_09698	CAEEL01283
OG0001513	AENJA_09714	CAEEL08114
OG0001514	AENJA_10133	CAEEL18917
OG0001515	AENJA_10215	CAEEL07598
OG0001516	AENJA_10243	CAEEL05831
OG0001517	AENJA_10361	CAEEL20700
OG0001522	AENJA_19424, AENJA_14026	CAEEL01881
OG0001523	AENJA_14135	CAEEL20306
OG0001524	AENJA_15536	CAEEL18987, CAEEL00715
OG0001525	AENJA_16414	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	AENJA_16663	CAEEL19873
OG0001527	AENJA_16808	CAEEL02029
OG0001528	AENJA_17449	CAEEL20795
OG0001529	AENJA_18632	CAEEL01822, CAEEL20748, CAEEL06896
OG0001530	AENJA_19473	CAEEL11993
OG0001531	AENJA_20341	CAEEL08503
OG0001532	AENJA_20708	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	AENJA_20965	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	AENJA_25332, AENJA_25327	CAEEL11259, CAEEL20066, CAEEL20058
OG0001551	AENJA_05503	CAEEL13359
OG0001553	AENJA_06179	CAEEL10745
OG0001554	AENJA_07567	CAEEL00812
OG0001555	AENJA_07655, AENJA_12105	CAEEL17420, CAEEL04181
OG0001557	AENJA_13295	CAEEL09005
OG0001557	AENJA_23342, AENJA_08073	CAEEL09508
OG0001558	AENJA_08311	CAEEL05103, CAEEL08374
OG0001559	AENJA_08667	CAEEL16062
OG0001560	AENJA_09404	CAEEL01011
OG0001561	AENJA_09420	CAEEL11007
OG0001562	AENJA_10266	CAEEL04167
OG0001567	AENJA_13019	CAEEL04524
OG0001568	AENJA_13880	CAEEL15339
OG0001570	AENJA_19842	CAEEL11034
OG0001572	AENJA_22665	CAEEL00311
OG0001575	AENJA_21919	CAEEL09642
OG0001576	AENJA_23479	CAEEL00120
OG0001578	AENJA_24180	CAEEL10814, CAEEL18928
OG0001580	AENJA_25168	CAEEL02579
OG0001581	AENJA_26171	CAEEL09430, CAEEL13347, CAEEL16915
OG0001582	AENJA_26338	CAEEL07031, CAEEL00211
OG0001583	AENJA_26528	CAEEL19802
OG0001589	AENJA_25068	CAEEL18417
OG0001590	AENJA_00406, AENJA_14826, AENJA_14823	CAEEL15262, CAEEL15263
OG0001593	AENJA_01627	CAEEL02963, CAEEL13946
OG0001594	AENJA_16970, AENJA_01665, AENJA_04700	CAEEL08545
OG0001597	AENJA_17835, AENJA_03457	CAEEL10283
OG0001599	AENJA_04501	CAEEL20479
OG0001602	AENJA_05150	CAEEL18101
OG0001604	AENJA_06276, AENJA_11253	CAEEL04879
OG0001606	AENJA_06477	CAEEL14239
OG0001608	AENJA_08413, AENJA_07328	CAEEL02190, CAEEL02191
OG0001609	AENJA_08323	CAEEL19774
OG0001609	AENJA_19787	CAEEL10790
OG0001610	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532	CAEEL02035, CAEEL20252
OG0001611	AENJA_08569	CAEEL15699
OG0001614	AENJA_17703	CAEEL01012
OG0001615	AENJA_10716	CAEEL04670
OG0001620	AENJA_13924	CAEEL18514, CAEEL18862
OG0001621	AENJA_13994, AENJA_13992	CAEEL08615
OG0001625	AENJA_14706	CAEEL05727
OG0001627	AENJA_16344, AENJA_16341, AENJA_20173, AENJA_19284	CAEEL00684
OG0001628	AENJA_16821, AENJA_21898, AENJA_21897, AENJA_25488	CAEEL00193
OG0001629	AENJA_16897	CAEEL19941
OG0001630	AENJA_17020	CAEEL05563
OG0001632	AENJA_18126	CAEEL16035
OG0001635	AENJA_18913	CAEEL08024
OG0001638	AENJA_20882	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	AENJA_23181	CAEEL10788
OG0001641	AENJA_23210	CAEEL00743
OG0001642	AENJA_23879	CAEEL15818
OG0001643	AENJA_24340	CAEEL19599
OG0001651	AENJA_00391	CAEEL10611
OG0001652	AENJA_17940, AENJA_22805, AENJA_00850	CAEEL15806
OG0001653	AENJA_01256, AENJA_21125	CAEEL03026
OG0001654	AENJA_02592	CAEEL20359, CAEEL20360
OG0001655	AENJA_03001	CAEEL05314
OG0001656	AENJA_03159	CAEEL07456
OG0001657	AENJA_03268	CAEEL08928, CAEEL08927
OG0001661	AENJA_05905	CAEEL14147
OG0001663	AENJA_06086	CAEEL10899, CAEEL10898
OG0001664	AENJA_22480	CAEEL04260
OG0001665	AENJA_11003, AENJA_06300	CAEEL07716
OG0001666	AENJA_07102	CAEEL07781
OG0001668	AENJA_07885	CAEEL00277
OG0001671	AENJA_18353, AENJA_09175	CAEEL19781
OG0001672	AENJA_09939	CAEEL08375
OG0001673	AENJA_11329	CAEEL17134, CAEEL17133
OG0001675	AENJA_11671	CAEEL00808
OG0001676	AENJA_11724	CAEEL01617
OG0001677	AENJA_11807	CAEEL07860
OG0001679	AENJA_16799, AENJA_17425	CAEEL18912
OG0001680	AENJA_16822	CAEEL15664
OG0001682	AENJA_17431	CAEEL17995
OG0001683	AENJA_18304	CAEEL00875
OG0001684	AENJA_18312	CAEEL08513, CAEEL19560
OG0001685	AENJA_18914	CAEEL06629, CAEEL19461
OG0001688	AENJA_20867, AENJA_20868	CAEEL06653
OG0001690	AENJA_22959	CAEEL02923
OG0001691	AENJA_24035	CAEEL09136, CAEEL09137
OG0001706	AENJA_00912	CAEEL00824
OG0001707	AENJA_00981, AENJA_25581	CAEEL18144, CAEEL17802
OG0001709	AENJA_12151, AENJA_01136	CAEEL07646, CAEEL07650
OG0001710	AENJA_24366, AENJA_01527	CAEEL11053
OG0001711	AENJA_11819, AENJA_01555	CAEEL15052
OG0001713	AENJA_02209	CAEEL02704
OG0001714	AENJA_02224	CAEEL12772
OG0001714	AENJA_13337	CAEEL15825
OG0001718	AENJA_02907	CAEEL12769
OG0001720	AENJA_03434	CAEEL07819
OG0001721	AENJA_03497	CAEEL10104, CAEEL11043
OG0001723	AENJA_12578	CAEEL19731
OG0001724	AENJA_04715, AENJA_04714, AENJA_04716	CAEEL00188, CAEEL09412
OG0001726	AENJA_06017	CAEEL15546
OG0001727	AENJA_06020	CAEEL15354
OG0001728	AENJA_08879	CAEEL20444
OG0001730	AENJA_09007	CAEEL04519
OG0001732	AENJA_11224	CAEEL05337
OG0001733	AENJA_11585	CAEEL11586
OG0001734	AENJA_19799, AENJA_13245	CAEEL11289
OG0001735	AENJA_13640, AENJA_13638	CAEEL08598
OG0001736	AENJA_14070	CAEEL20331
OG0001738	AENJA_15108	CAEEL09745, CAEEL09746
OG0001739	AENJA_15111	CAEEL10953
OG0001743	AENJA_16159	CAEEL18830
OG0001746	AENJA_19060	CAEEL09374
OG0001747	AENJA_20575	CAEEL13414, CAEEL14611, CAEEL15557
OG0001749	AENJA_22441	CAEEL07118
OG0001750	AENJA_22826	CAEEL08294
OG0001754	AENJA_24677	CAEEL06405
OG0001755	AENJA_24912	CAEEL12716
OG0001756	AENJA_25749, AENJA_25480	CAEEL02757
OG0001769	AENJA_00392	CAEEL12367
OG0001770	AENJA_00514	CAEEL12180
OG0001774	AENJA_01099	CAEEL20358
OG0001774	AENJA_09499	CAEEL07377, CAEEL01266
OG0001775	AENJA_01192	CAEEL01757
OG0001776	AENJA_01582	CAEEL20827
OG0001777	AENJA_06312	CAEEL07037
OG0001778	AENJA_03173, AENJA_03171, AENJA_02145	CAEEL00649
OG0001780	AENJA_03259, AENJA_03267, AENJA_06530	CAEEL12979
OG0001781	AENJA_25405	CAEEL04378
OG0001781	AENJA_03406	CAEEL06468
OG0001782	AENJA_22157	CAEEL11605
OG0001783	AENJA_04445	CAEEL18807
OG0001785	AENJA_04786	CAEEL10450, CAEEL07502
OG0001786	AENJA_09558	CAEEL15765
OG0001786	AENJA_11303, AENJA_15773, AENJA_09559, AENJA_05017	CAEEL18388
OG0001787	AENJA_05662	CAEEL07669
OG0001790	AENJA_06251	CAEEL19999
OG0001792	AENJA_06373	CAEEL00159
OG0001793	AENJA_07131	CAEEL07806
OG0001797	AENJA_08186	CAEEL19521, CAEEL11913, CAEEL20460
OG0001798	AENJA_08367	CAEEL02504
OG0001799	AENJA_08605	CAEEL07172
OG0001800	AENJA_09181	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	AENJA_10542	CAEEL10422, CAEEL19401
OG0001809	AENJA_13412	CAEEL18133
OG0001810	AENJA_13786	CAEEL00534
OG0001814	AENJA_23859, AENJA_15166	CAEEL07744
OG0001816	AENJA_15931	CAEEL05710
OG0001818	AENJA_18459	CAEEL16460
OG0001819	AENJA_19342	CAEEL08110
OG0001820	AENJA_19468, AENJA_19465, AENJA_19466	CAEEL00161
OG0001821	AENJA_21035	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	AENJA_21678	CAEEL14275, CAEEL14276
OG0001823	AENJA_22880	CAEEL18465
OG0001824	AENJA_22935	CAEEL20525
OG0001825	AENJA_23001	CAEEL00895
OG0001826	AENJA_23249	CAEEL08005, CAEEL18927
OG0001827	AENJA_23535	CAEEL12511
OG0001828	AENJA_23757	CAEEL02658, CAEEL07411
OG0001830	AENJA_25556	CAEEL00742
OG0001831	AENJA_25733	CAEEL10161, CAEEL19257
OG0001846	AENJA_23250, AENJA_00173	CAEEL02581, CAEEL02580
OG0001849	AENJA_00715	CAEEL04779
OG0001850	AENJA_00766	CAEEL04901
OG0001852	AENJA_01522, AENJA_13282, AENJA_18334	CAEEL10571
OG0001853	AENJA_03214, AENJA_13354	CAEEL00334, CAEEL01622
OG0001854	AENJA_22619, AENJA_04892, AENJA_16241, AENJA_22636, AENJA_03291, AENJA_26517, AENJA_20181, AENJA_07616, AENJA_12416, AENJA_20525, AENJA_18496	CAEEL12618
OG0001857	AENJA_04553	CAEEL04635
OG0001860	AENJA_05152	CAEEL19534
OG0001862	AENJA_06207	CAEEL07094
OG0001863	AENJA_14971	CAEEL11286
OG0001864	AENJA_07207	CAEEL00359
OG0001866	AENJA_07312	CAEEL12131
OG0001867	AENJA_07397	CAEEL18932
OG0001870	AENJA_07921	CAEEL18619
OG0001872	AENJA_08322	CAEEL20718
OG0001873	AENJA_08353, AENJA_24095	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	AENJA_08461	CAEEL00933
OG0001875	AENJA_16491	CAEEL09917
OG0001876	AENJA_09312	CAEEL11614
OG0001878	AENJA_09652	CAEEL07138
OG0001879	AENJA_10214	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	AENJA_11391	CAEEL18890
OG0001883	AENJA_14004	CAEEL19810
OG0001884	AENJA_14156	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	AENJA_14779	CAEEL20566, CAEEL20351
OG0001887	AENJA_15098	CAEEL05740
OG0001888	AENJA_15918	CAEEL18672, CAEEL11639
OG0001890	AENJA_16222	CAEEL18655
OG0001895	AENJA_22777	CAEEL00352, CAEEL16104
OG0001897	AENJA_24823	CAEEL00130
OG0001898	AENJA_25485	CAEEL15099
OG0001899	AENJA_25912	CAEEL14131
OG0001913	AENJA_00224	CAEEL00139
OG0001914	AENJA_20687, AENJA_20686	CAEEL15938
OG0001915	AENJA_00588	CAEEL10189
OG0001916	AENJA_10036	CAEEL14482
OG0001916	AENJA_00736	CAEEL16425, CAEEL07131
OG0001917	AENJA_01170	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	AENJA_08485, AENJA_16586, AENJA_26335, AENJA_01219	CAEEL07844
OG0001919	AENJA_02076	CAEEL18092
OG0001920	AENJA_02163, AENJA_26833	CAEEL03600
OG0001923	AENJA_03271	CAEEL00866, CAEEL02499
OG0001926	AENJA_04624	CAEEL05295
OG0001928	AENJA_05549	CAEEL19148
OG0001930	AENJA_06548	CAEEL01812
OG0001932	AENJA_07865	CAEEL20531
OG0001934	AENJA_08721	CAEEL04980, CAEEL04981
OG0001935	AENJA_16826	CAEEL01455
OG0001939	AENJA_09829	CAEEL05317
OG0001940	AENJA_10312	CAEEL08846
OG0001945	AENJA_12644, AENJA_24575	CAEEL05071
OG0001946	AENJA_12969	CAEEL11023
OG0001947	AENJA_13122	CAEEL20697
OG0001948	AENJA_14319, AENJA_17928	CAEEL15692
OG0001949	AENJA_14418	CAEEL19721
OG0001950	AENJA_14901, AENJA_14900	CAEEL05818
OG0001951	AENJA_15959	CAEEL08644, CAEEL02798
OG0001952	AENJA_19250, AENJA_16307	CAEEL00959
OG0001953	AENJA_16687, AENJA_16686	CAEEL01457
OG0001958	AENJA_17819	CAEEL19146
OG0001961	AENJA_18261	CAEEL11703
OG0001962	AENJA_18299	CAEEL07745
OG0001963	AENJA_18795	CAEEL09651
OG0001964	AENJA_20596	CAEEL12015, CAEEL18880
OG0001965	AENJA_21031, AENJA_26304	CAEEL15340
OG0001966	AENJA_21166	CAEEL15352, CAEEL06723
OG0001968	AENJA_22770	CAEEL10639
OG0001969	AENJA_23560	CAEEL09244, CAEEL09472, CAEEL00361
OG0001970	AENJA_24796	CAEEL17419
OG0001971	AENJA_26115	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001985	AENJA_00265	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	AENJA_00303	CAEEL06766
OG0001988	AENJA_00356	CAEEL02095
OG0001989	AENJA_01331	CAEEL20436
OG0001990	AENJA_09415	CAEEL18486
OG0001991	AENJA_04869	CAEEL08725
OG0001992	AENJA_04726, AENJA_03071	CAEEL00543
OG0001993	AENJA_03401	CAEEL15736
OG0001994	AENJA_03433, AENJA_03430	CAEEL19344, CAEEL02372
OG0001996	AENJA_04084, AENJA_22457, AENJA_04070	CAEEL07117
OG0001998	AENJA_04890	CAEEL08296
OG0001999	AENJA_14288	CAEEL06715
OG0002000	AENJA_06674, AENJA_09407	CAEEL08459
OG0002001	AENJA_07130, AENJA_13848	CAEEL07856
OG0002002	AENJA_09337, AENJA_07305	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	AENJA_07348, AENJA_16965	CAEEL18663
OG0002005	AENJA_08069	CAEEL10504
OG0002006	AENJA_08834	CAEEL16051, CAEEL18232
OG0002008	AENJA_09596	CAEEL11706
OG0002009	AENJA_11028	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	AENJA_11419	CAEEL06587, CAEEL01459
OG0002013	AENJA_12704, AENJA_12703	CAEEL00803, CAEEL01317
OG0002015	AENJA_13757	CAEEL07232
OG0002016	AENJA_13775	CAEEL10751
OG0002017	AENJA_13858	CAEEL04551
OG0002018	AENJA_13942	CAEEL08242
OG0002020	AENJA_14430	CAEEL20282
OG0002021	AENJA_14939	CAEEL10833, CAEEL10005, CAEEL09715, CAEEL19049, CAEEL09714, CAEEL09716
OG0002023	AENJA_16732	CAEEL12418
OG0002026	AENJA_17399, AENJA_20637	CAEEL09267
OG0002027	AENJA_17663	CAEEL19841
OG0002029	AENJA_17966	CAEEL03538, CAEEL19642
OG0002031	AENJA_20118	CAEEL07288
OG0002032	AENJA_20630	CAEEL15092
OG0002035	AENJA_24470	CAEEL04843, CAEEL04846
OG0002036	AENJA_25210	CAEEL17432
OG0002037	AENJA_25686	CAEEL09947
OG0002057	AENJA_00395	CAEEL04582, CAEEL04584
OG0002058	AENJA_14587, AENJA_01300	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570
OG0002059	AENJA_02772	CAEEL20695
OG0002062	AENJA_03055	CAEEL01567
OG0002063	AENJA_04991	CAEEL01336
OG0002064	AENJA_05029	CAEEL17790
OG0002067	AENJA_05900	CAEEL08430
OG0002068	AENJA_06271	CAEEL15280
OG0002073	AENJA_09126, AENJA_08139	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002074	AENJA_08254	CAEEL18383
OG0002075	AENJA_21289	CAEEL15213
OG0002076	AENJA_09702	CAEEL17850
OG0002077	AENJA_09973	CAEEL08392
OG0002079	AENJA_10742, AENJA_19098	CAEEL07901
OG0002080	AENJA_12041	CAEEL03246, CAEEL12691
OG0002085	AENJA_15120	CAEEL11230, CAEEL11229
OG0002086	AENJA_15234	CAEEL01985
OG0002087	AENJA_23537, AENJA_15799	CAEEL07742
OG0002089	AENJA_18322	CAEEL13352
OG0002089	AENJA_20731	CAEEL00011, CAEEL11035
