Orthogroup	AENJA_ok	APOSC_ok
OG0003261	AENJA_02564	APOSC_23715
OG0003262	AENJA_02627	APOSC_01608
OG0003263	AENJA_03032	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065
OG0003264	AENJA_03403	APOSC_10052
OG0003265	AENJA_03512	APOSC_12648
OG0003266	AENJA_03526	APOSC_02901
OG0003267	AENJA_03748	APOSC_05198, APOSC_15562
OG0003268	AENJA_04034	APOSC_18926
OG0003269	AENJA_04245	APOSC_01010
OG0003270	AENJA_04789	APOSC_23736
OG0003271	AENJA_05371	APOSC_18893
OG0003272	AENJA_05460	APOSC_11506
OG0003273	AENJA_19818, AENJA_19819	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131
OG0003273	AENJA_05792	APOSC_08864
OG0003274	AENJA_13954, AENJA_05879, AENJA_15666, AENJA_19435	APOSC_22768
OG0003275	AENJA_06088	APOSC_26815
OG0003276	AENJA_06270	APOSC_08702, APOSC_01002, APOSC_13257
OG0003277	AENJA_06595	APOSC_19318
OG0003278	AENJA_07778	APOSC_03019, APOSC_03018
OG0003279	AENJA_18910, AENJA_07963	APOSC_03598
OG0003281	AENJA_08105	APOSC_22860, APOSC_22859
OG0003282	AENJA_18531	APOSC_22425, APOSC_22426
OG0003283	AENJA_08389	APOSC_05350
OG0003286	AENJA_24797	APOSC_27059, APOSC_07291
OG0003286	AENJA_08868	APOSC_28119
OG0003287	AENJA_08945	APOSC_11817, APOSC_11816
OG0003288	AENJA_08988	APOSC_08027, APOSC_08028
OG0003289	AENJA_09099	APOSC_25294
OG0003290	AENJA_09114	APOSC_22357
OG0003291	AENJA_09544	APOSC_19509
OG0003292	AENJA_10369	APOSC_28210
OG0003292	AENJA_09636	APOSC_24604
OG0003293	AENJA_10140	APOSC_18462
OG0003294	AENJA_10229	APOSC_08073, APOSC_03218
OG0003295	AENJA_10278	APOSC_13157
OG0003296	AENJA_10378	APOSC_13951
OG0003297	AENJA_10455	APOSC_19537
OG0003298	AENJA_10956	APOSC_05046, APOSC_05047
OG0003299	AENJA_10978	APOSC_25288
OG0003300	AENJA_16801	APOSC_10134, APOSC_10022
OG0003300	AENJA_10987	APOSC_12616
OG0003301	AENJA_11385	APOSC_20684
OG0003303	AENJA_23721	APOSC_18665
OG0003303	AENJA_11641	APOSC_00585
OG0003304	AENJA_11712, AENJA_18633	APOSC_15762
OG0003306	AENJA_22075	APOSC_13804
OG0003307	AENJA_11858	APOSC_25176
OG0003309	AENJA_11953	APOSC_04916
OG0003310	AENJA_17432, AENJA_12020	APOSC_03796, APOSC_02778, APOSC_18284, APOSC_21168, APOSC_24541, APOSC_09499, APOSC_25355, APOSC_20993
OG0003311	AENJA_12315	APOSC_08614
OG0003312	AENJA_12511	APOSC_24131
OG0003313	AENJA_12566, AENJA_24640	APOSC_18791
OG0003313	AENJA_25888	APOSC_21760, APOSC_13903, APOSC_21153
OG0003314	AENJA_12635	APOSC_23701
OG0003315	AENJA_12794	APOSC_28652
OG0003316	AENJA_13112	APOSC_24704
OG0003317	AENJA_13550	APOSC_27860
OG0003318	AENJA_13567	APOSC_06088
OG0003319	AENJA_13649	APOSC_26103
OG0003320	AENJA_13907	APOSC_18916
OG0003323	AENJA_14209	APOSC_10997
OG0003324	AENJA_14269, AENJA_14267	APOSC_15048, APOSC_06758
OG0003325	AENJA_19471	APOSC_20628
OG0003325	AENJA_25949	APOSC_10382
OG0003326	AENJA_14434	APOSC_05346
OG0003327	AENJA_14781	APOSC_25953
OG0003329	AENJA_15213	APOSC_17606
OG0003330	AENJA_15240	APOSC_12519, APOSC_12520
OG0003331	AENJA_15484	APOSC_14662
OG0003332	AENJA_15526	APOSC_06501
OG0003333	AENJA_15663	APOSC_20676, APOSC_20675
OG0003335	AENJA_15787	APOSC_22973, APOSC_26808, APOSC_25100
OG0003336	AENJA_15800	APOSC_12100
OG0003337	AENJA_15893	APOSC_17322
OG0003338	AENJA_15935	APOSC_12698
OG0003340	AENJA_16463	APOSC_00595
OG0003341	AENJA_17359	APOSC_08089
OG0003342	AENJA_24117, AENJA_17380	APOSC_29102, APOSC_29101
OG0003343	AENJA_17471	APOSC_10154
OG0003344	AENJA_17550	APOSC_02014, APOSC_02015
OG0003345	AENJA_17754, AENJA_22123	APOSC_05069
OG0003347	AENJA_18356	APOSC_20227
OG0003348	AENJA_18879	APOSC_25980
OG0003349	AENJA_18916	APOSC_12458
OG0003351	AENJA_19001	APOSC_10926
OG0003351	AENJA_20231	APOSC_13359
OG0003352	AENJA_19121	APOSC_05072
OG0003353	AENJA_20103	APOSC_04886, APOSC_04887
OG0003354	AENJA_20119	APOSC_02148
OG0003355	AENJA_20320	APOSC_23132
OG0003356	AENJA_21005	APOSC_06969
OG0003357	AENJA_21046	APOSC_00797, APOSC_00800
OG0003358	AENJA_21116	APOSC_16536
OG0003359	AENJA_21290	APOSC_26597, APOSC_26598
OG0003360	AENJA_21296	APOSC_10952, APOSC_10953
OG0003361	AENJA_21382	APOSC_00516, APOSC_06798
OG0003362	AENJA_21458	APOSC_14702
OG0003363	AENJA_21691	APOSC_23809
OG0003364	AENJA_21855	APOSC_20943, APOSC_20944
OG0003365	AENJA_21978	APOSC_14128
OG0003366	AENJA_22253	APOSC_22846
OG0003367	AENJA_22965, AENJA_22964	APOSC_08856
OG0003368	AENJA_23082	APOSC_23104
OG0003369	AENJA_23134, AENJA_23133	APOSC_17312
OG0003370	AENJA_23534	APOSC_27440
OG0003371	AENJA_23861	APOSC_19267
OG0003372	AENJA_24254	APOSC_25151
OG0003373	AENJA_24423	APOSC_10165, APOSC_15730
OG0003374	AENJA_24682, AENJA_24683	APOSC_04421
OG0003375	AENJA_24824	APOSC_12301, APOSC_12302
OG0003376	AENJA_24827	APOSC_26385
OG0003377	AENJA_24906	APOSC_06534
OG0003378	AENJA_24909	APOSC_14216
OG0003379	AENJA_25180	APOSC_15500
OG0003380	AENJA_25323	APOSC_06475
OG0003381	AENJA_25399	APOSC_25031
OG0003382	AENJA_25400	APOSC_14019
OG0003383	AENJA_25690	APOSC_25016
OG0003384	AENJA_25752	APOSC_09692
OG0003385	AENJA_26425	APOSC_14005, APOSC_28819
OG0003386	AENJA_26435	APOSC_04892
OG0003387	AENJA_26696	APOSC_15335
OG0003418	AENJA_06613	APOSC_04750
OG0003418	AENJA_10801, AENJA_15329	APOSC_19706
OG0003418	AENJA_00012	APOSC_03771
OG0003418	AENJA_10662, AENJA_01990	APOSC_14576
OG0003419	AENJA_00054	APOSC_24829
OG0003420	AENJA_00096	APOSC_19215
OG0003422	AENJA_00528	APOSC_12687
OG0003424	AENJA_00838	APOSC_23765
OG0003425	AENJA_01194	APOSC_20861
OG0003426	AENJA_01257	APOSC_14543, APOSC_14542
OG0003427	AENJA_01507, AENJA_19543, AENJA_19548	APOSC_04831, APOSC_08249, APOSC_04348
OG0003427	AENJA_07972	APOSC_06681
OG0003428	AENJA_01568	APOSC_11400
OG0003429	AENJA_01963	APOSC_26522, APOSC_02739, APOSC_15613, APOSC_04157, APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273
OG0003430	AENJA_02400	APOSC_02277
OG0003431	AENJA_02555	APOSC_05302
OG0003432	AENJA_11283	APOSC_04068
OG0003432	AENJA_02656	APOSC_28050
OG0003433	AENJA_02659	APOSC_10843
OG0003434	AENJA_02675	APOSC_08572
OG0003435	AENJA_02757	APOSC_16233
OG0003436	AENJA_13171	APOSC_24886
OG0003437	AENJA_02889	APOSC_08994, APOSC_23604
OG0003438	AENJA_03261	APOSC_02097
OG0003438	AENJA_10750	APOSC_05075
OG0003441	AENJA_03511	APOSC_05349
OG0003443	AENJA_03622	APOSC_21858
OG0003444	AENJA_03663	APOSC_27190, APOSC_27191
OG0003445	AENJA_03793	APOSC_06753
OG0003446	AENJA_19593	APOSC_06366
OG0003447	AENJA_03903	APOSC_14224
OG0003448	AENJA_04038	APOSC_12959, APOSC_12960
OG0003449	AENJA_04230	APOSC_17548
OG0003450	AENJA_04269	APOSC_01467
OG0003451	AENJA_04285	APOSC_14787
OG0003452	AENJA_04578	APOSC_23506
OG0003453	AENJA_04592	APOSC_24552, APOSC_24553, APOSC_04336
OG0003454	AENJA_04653	APOSC_03485
OG0003455	AENJA_22892	APOSC_04973
OG0003456	AENJA_04853	APOSC_10391
OG0003457	AENJA_05123	APOSC_25499
OG0003458	AENJA_05270	APOSC_17177
OG0003459	AENJA_05414	APOSC_19131
OG0003460	AENJA_05490	APOSC_09556
OG0003462	AENJA_20654	APOSC_12605
OG0003463	AENJA_05770	APOSC_13277
OG0003464	AENJA_10817, AENJA_05778	APOSC_02590
OG0003465	AENJA_06069	APOSC_17657
OG0003466	AENJA_06181	APOSC_05316
OG0003467	AENJA_06433	APOSC_08484, APOSC_08485
OG0003468	AENJA_06823	APOSC_06032
OG0003469	AENJA_07022	APOSC_07978, APOSC_07979
OG0003470	AENJA_07032	APOSC_06657
OG0003471	AENJA_07354	APOSC_19480, APOSC_19479
OG0003472	AENJA_07615	APOSC_28983
OG0003474	AENJA_07912	APOSC_21466
OG0003475	AENJA_08250	APOSC_12044
OG0003476	AENJA_08274	APOSC_18426, APOSC_18425
OG0003477	AENJA_08292	APOSC_28136, APOSC_28137
OG0003478	AENJA_08408	APOSC_06956
OG0003479	AENJA_08477	APOSC_11579
OG0003480	AENJA_08524	APOSC_22791, APOSC_22792
OG0003481	AENJA_08978, AENJA_08977	APOSC_05224
OG0003482	AENJA_08998	APOSC_05017
OG0003483	AENJA_09252	APOSC_24644
OG0003484	AENJA_09399	APOSC_13180
OG0003485	AENJA_09503	APOSC_29059
OG0003486	AENJA_09585	APOSC_15150
OG0003487	AENJA_10277	APOSC_24508
OG0003488	AENJA_10887, AENJA_25027	APOSC_07632
OG0003489	AENJA_11004	APOSC_01163
OG0003490	AENJA_11053	APOSC_17078
OG0003491	AENJA_11118	APOSC_27592
OG0003492	AENJA_11247	APOSC_12490
OG0003493	AENJA_11275	APOSC_07930
OG0003494	AENJA_14727, AENJA_14732, AENJA_24201, AENJA_11375, AENJA_23985	APOSC_10993, APOSC_15939
OG0003495	AENJA_11780	APOSC_13435
OG0003496	AENJA_19103, AENJA_12010	APOSC_16107
OG0003496	AENJA_12011	APOSC_17155
OG0003497	AENJA_12369	APOSC_06959
OG0003498	AENJA_12653	APOSC_07920
OG0003499	AENJA_12654	APOSC_23653
OG0003501	AENJA_13025	APOSC_23234
OG0003502	AENJA_13200	APOSC_18703
OG0003503	AENJA_13216	APOSC_02298
OG0003504	AENJA_13617	APOSC_12706
OG0003505	AENJA_13629	APOSC_27791
OG0003506	AENJA_13681	APOSC_20588, APOSC_20589
OG0003507	AENJA_13693	APOSC_14632
OG0003508	AENJA_13894	APOSC_16687
OG0003509	AENJA_14027	APOSC_01600
OG0003511	AENJA_15214	APOSC_17361
OG0003512	AENJA_15313	APOSC_18044
OG0003513	AENJA_15883	APOSC_23790
OG0003514	AENJA_16077	APOSC_25842
OG0003515	AENJA_16192	APOSC_28363
OG0003516	AENJA_16746	APOSC_07258
OG0003517	AENJA_16771	APOSC_08762
OG0003518	AENJA_16797	APOSC_13189
OG0003519	AENJA_16830	APOSC_26019, APOSC_26017, APOSC_26018
OG0003520	AENJA_17161	APOSC_27298, APOSC_09597
OG0003521	AENJA_17538	APOSC_19758
OG0003522	AENJA_17840	APOSC_15737
OG0003523	AENJA_17997	APOSC_24945
OG0003524	AENJA_17999	APOSC_25697
OG0003525	AENJA_18452	APOSC_00186
OG0003526	AENJA_18515	APOSC_03620
OG0003527	AENJA_18617	APOSC_10538, APOSC_10539
OG0003528	AENJA_18722	APOSC_25058
OG0003529	AENJA_23756, AENJA_18730	APOSC_00775, APOSC_00776
OG0003530	AENJA_18943	APOSC_01811
OG0003531	AENJA_19107	APOSC_06749
OG0003532	AENJA_19405	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700
OG0003533	AENJA_19980	APOSC_20660
OG0003534	AENJA_20224	APOSC_16413
OG0003535	AENJA_20349	APOSC_27157
OG0003536	AENJA_20549	APOSC_10287
OG0003537	AENJA_20711, AENJA_20710	APOSC_25690, APOSC_25688, APOSC_25689
OG0003538	AENJA_20720	APOSC_12153
OG0003539	AENJA_20975	APOSC_28124, APOSC_28123
OG0003540	AENJA_21095	APOSC_04776, APOSC_04777
OG0003541	AENJA_21308	APOSC_12528, APOSC_12526, APOSC_12527
OG0003542	AENJA_21494	APOSC_25446
OG0003543	AENJA_21659	APOSC_20594
OG0003544	AENJA_21703	APOSC_15667
OG0003545	AENJA_21908	APOSC_01423
OG0003546	AENJA_21963	APOSC_23945
OG0003547	AENJA_22029	APOSC_28667, APOSC_28666
OG0003548	AENJA_22613	APOSC_05144
OG0003549	AENJA_22669	APOSC_15888
OG0003550	AENJA_22695	APOSC_23937
OG0003551	AENJA_22715	APOSC_24999
OG0003552	AENJA_22940	APOSC_13079
OG0003553	AENJA_23077	APOSC_25557
OG0003554	AENJA_23083	APOSC_07264
OG0003556	AENJA_23329	APOSC_16589
OG0003557	AENJA_23658	APOSC_02465
OG0003558	AENJA_23724	APOSC_07078
OG0003560	AENJA_24076	APOSC_23803
OG0003561	AENJA_24294	APOSC_05634, APOSC_05633
OG0003562	AENJA_24391	APOSC_04504
OG0003563	AENJA_24776	APOSC_21769
OG0003564	AENJA_24810	APOSC_26128
OG0003565	AENJA_24872	APOSC_05654
OG0003566	AENJA_25138	APOSC_14118
OG0003567	AENJA_25441	APOSC_27651
OG0003568	AENJA_25542	APOSC_24669
OG0003569	AENJA_25887	APOSC_26818
OG0003570	AENJA_26158	APOSC_11684
OG0003571	AENJA_26245	APOSC_19334
OG0003573	AENJA_26698	APOSC_22721
OG0003597	AENJA_00060	APOSC_28836
OG0003598	AENJA_00099	APOSC_04757
OG0003599	AENJA_06205	APOSC_02977
OG0003600	AENJA_00154	APOSC_08059
OG0003601	AENJA_00200	APOSC_25575, APOSC_25576
OG0003603	AENJA_00222	APOSC_26660
OG0003604	AENJA_00307	APOSC_19879
OG0003606	AENJA_00589	APOSC_24339, APOSC_23931
OG0003607	AENJA_13133, AENJA_05386, AENJA_00747, AENJA_01115	APOSC_08230
OG0003608	AENJA_00758	APOSC_20138
OG0003609	AENJA_14145	APOSC_24306
OG0003609	AENJA_00773, AENJA_25644	APOSC_21641, APOSC_23035, APOSC_21963, APOSC_23036, APOSC_26843, APOSC_23038, APOSC_23037, APOSC_23039, APOSC_16503, APOSC_19788, APOSC_10979, APOSC_10982, APOSC_10977
OG0003610	AENJA_00983	APOSC_06489
OG0003611	AENJA_04941	APOSC_27392
OG0003613	AENJA_01172	APOSC_02881
OG0003614	AENJA_22433, AENJA_26113, AENJA_06844	APOSC_25827, APOSC_23629
OG0003615	AENJA_06537	APOSC_11360
OG0003616	AENJA_19893, AENJA_19894, AENJA_01501	APOSC_26238
OG0003618	AENJA_01642	APOSC_27107
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	APOSC_04035, APOSC_04036
OG0003620	AENJA_01724	APOSC_04440
OG0003621	AENJA_01959	APOSC_23124, APOSC_23123
OG0003622	AENJA_02334	APOSC_16583
OG0003623	AENJA_02369	APOSC_05900
OG0003624	AENJA_02868	APOSC_08169
OG0003625	AENJA_02944, AENJA_07610	APOSC_21607
OG0003626	AENJA_03156	APOSC_07159
OG0003627	AENJA_03181	APOSC_10236
OG0003628	AENJA_12461, AENJA_03215	APOSC_05325, APOSC_09088, APOSC_05324
OG0003629	AENJA_03286	APOSC_26137
OG0003630	AENJA_03435	APOSC_17756, APOSC_17755, APOSC_17757
OG0003631	AENJA_25153, AENJA_03572	APOSC_17097
OG0003632	AENJA_03584	APOSC_29018, APOSC_16472
OG0003633	AENJA_03746	APOSC_17860
OG0003634	AENJA_03758	APOSC_17799
OG0003635	AENJA_24258	APOSC_01899, APOSC_01900
OG0003635	AENJA_03933	APOSC_21380
OG0003636	AENJA_04212, AENJA_04213, AENJA_04214	APOSC_19330, APOSC_19573
OG0003637	AENJA_04713, AENJA_04366	APOSC_28897, APOSC_28898, APOSC_13735
OG0003638	AENJA_04417	APOSC_04672
OG0003639	AENJA_04591	APOSC_03330
OG0003640	AENJA_05057	APOSC_20632
OG0003641	AENJA_05255	APOSC_28507
OG0003642	AENJA_05368, AENJA_23786	APOSC_21992
OG0003643	AENJA_05513, AENJA_24494	APOSC_14666, APOSC_10990, APOSC_10989
OG0003644	AENJA_06076	APOSC_13766
OG0003645	AENJA_06128	APOSC_17297
OG0003647	AENJA_06206	APOSC_13796
OG0003648	AENJA_06252	APOSC_26289
OG0003649	AENJA_06343	APOSC_04280, APOSC_04281
OG0003650	AENJA_06545	APOSC_01121, APOSC_01120
OG0003651	AENJA_06546	APOSC_22893
OG0003652	AENJA_07122	APOSC_11361
OG0003653	AENJA_07144	APOSC_06361
OG0003654	AENJA_07431	APOSC_10366
OG0003655	AENJA_07748	APOSC_11993
OG0003656	AENJA_08284	APOSC_18739
OG0003657	AENJA_08341	APOSC_24280
OG0003658	AENJA_08342	APOSC_03798
OG0003659	AENJA_08800	APOSC_18860
OG0003662	AENJA_09164	APOSC_21598
OG0003663	AENJA_09628	APOSC_10877
OG0003664	AENJA_09805	APOSC_08966
OG0003665	AENJA_10034	APOSC_04754, APOSC_25726
OG0003666	AENJA_10364	APOSC_05812
OG0003668	AENJA_10387	APOSC_25254
OG0003669	AENJA_10658	APOSC_15477
OG0003670	AENJA_13048	APOSC_14529, APOSC_24735
OG0003671	AENJA_11068	APOSC_08142
OG0003672	AENJA_11161, AENJA_24103	APOSC_19065
OG0003673	AENJA_11294	APOSC_15147
OG0003674	AENJA_11517	APOSC_28516, APOSC_28518
OG0003675	AENJA_11744	APOSC_28034
OG0003676	AENJA_11880	APOSC_19440
OG0003677	AENJA_11975	APOSC_09551
OG0003678	AENJA_12097	APOSC_24849
OG0003679	AENJA_12320	APOSC_05717
OG0003680	AENJA_12855	APOSC_16106
OG0003681	AENJA_12857	APOSC_15622, APOSC_06679
OG0003682	AENJA_12915	APOSC_08734, APOSC_08733
OG0003683	AENJA_12950, AENJA_12947	APOSC_17206
OG0003685	AENJA_13298	APOSC_09627
OG0003686	AENJA_13621	APOSC_08575
OG0003687	AENJA_13636	APOSC_02961
OG0003688	AENJA_13670	APOSC_12988, APOSC_12989
OG0003689	AENJA_14017	APOSC_14402
OG0003690	AENJA_20908, AENJA_14230	APOSC_12760
OG0003691	AENJA_17487	APOSC_18065, APOSC_08084
OG0003691	AENJA_14396	APOSC_08085
OG0003692	AENJA_14437	APOSC_29035
OG0003693	AENJA_14583	APOSC_02780
OG0003694	AENJA_14806	APOSC_22584, APOSC_22583
OG0003695	AENJA_14941	APOSC_04824
OG0003697	AENJA_15049	APOSC_19087
OG0003698	AENJA_15085	APOSC_02793, APOSC_02794
OG0003699	AENJA_23754	APOSC_03578
OG0003699	AENJA_23514, AENJA_15170	APOSC_11615
OG0003700	AENJA_15228	APOSC_13023
OG0003701	AENJA_15293	APOSC_12893
OG0003702	AENJA_15340	APOSC_17129
OG0003703	AENJA_15513	APOSC_27805
OG0003704	AENJA_15518	APOSC_20184
OG0003705	AENJA_15880, AENJA_16444	APOSC_05948
OG0003706	AENJA_15986	APOSC_20014
OG0003707	AENJA_16247	APOSC_05582, APOSC_05581
OG0003708	AENJA_16717	APOSC_15736
OG0003709	AENJA_17152	APOSC_13159
OG0003710	AENJA_17579	APOSC_14492, APOSC_14493
OG0003711	AENJA_17736	APOSC_11492
OG0003712	AENJA_17842	APOSC_02385
OG0003713	AENJA_17988	APOSC_27942
OG0003714	AENJA_23117, AENJA_17998	APOSC_14044, APOSC_17805, APOSC_10687, APOSC_05091, APOSC_29083, APOSC_21985, APOSC_29084, APOSC_01371
OG0003715	AENJA_18133, AENJA_25471	APOSC_22949, APOSC_22948, APOSC_11622
OG0003716	AENJA_18178	APOSC_21311
OG0003717	AENJA_18567	APOSC_07881
OG0003718	AENJA_18593	APOSC_00053
OG0003718	AENJA_23619	APOSC_06836
OG0003719	AENJA_18681	APOSC_22019
OG0003720	AENJA_18939	APOSC_08724
OG0003721	AENJA_19137	APOSC_17333
OG0003722	AENJA_19232	APOSC_05010
OG0003723	AENJA_20344	APOSC_16823
OG0003724	AENJA_19400	APOSC_21114
OG0003725	AENJA_19411	APOSC_21258
OG0003726	AENJA_19480	APOSC_23965
OG0003726	AENJA_22995	APOSC_27271
OG0003727	AENJA_19507	APOSC_07996
OG0003729	AENJA_19798	APOSC_17222
OG0003730	AENJA_19955	APOSC_26661
OG0003731	AENJA_19989	APOSC_22671
OG0003733	AENJA_20334	APOSC_16729
OG0003734	AENJA_20690	APOSC_26658, APOSC_13258, APOSC_04893
OG0003735	AENJA_20826	APOSC_04975
OG0003736	AENJA_20853	APOSC_13821
OG0003737	AENJA_20913	APOSC_02922
OG0003738	AENJA_21039	APOSC_26676
OG0003739	AENJA_21483	APOSC_28370
OG0003740	AENJA_21680	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112
OG0003741	AENJA_21770	APOSC_01091, APOSC_01092
OG0003742	AENJA_22403	APOSC_22045
OG0003743	AENJA_22572	APOSC_27109
OG0003744	AENJA_22829	APOSC_22292, APOSC_22293
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	APOSC_14669, APOSC_14668
OG0003746	AENJA_23348	APOSC_24125
OG0003747	AENJA_23433	APOSC_04812
OG0003748	AENJA_23488, AENJA_23487	APOSC_18301, APOSC_24509
OG0003749	AENJA_23639	APOSC_00198
OG0003750	AENJA_23963	APOSC_11143
OG0003751	AENJA_24526	APOSC_05399, APOSC_28262
OG0003752	AENJA_24562	APOSC_24363
OG0003753	AENJA_24858	APOSC_21092, APOSC_19186
OG0003754	AENJA_24910	APOSC_02725
OG0003755	AENJA_24952	APOSC_08866
OG0003756	AENJA_25172	APOSC_14136, APOSC_14135
OG0003757	AENJA_25326	APOSC_05657, APOSC_05656
OG0003758	AENJA_25591	APOSC_02734
OG0003759	AENJA_25619	APOSC_17081
OG0003760	AENJA_26295	APOSC_20897
OG0003761	AENJA_26423	APOSC_03791, APOSC_03790
OG0003762	AENJA_26451	APOSC_05839
OG0003795	AENJA_00051	APOSC_01022
OG0003798	AENJA_00181	APOSC_08296
OG0003802	AENJA_18470, AENJA_23024, AENJA_00441, AENJA_21440, AENJA_05743	APOSC_28663, APOSC_09501, APOSC_09982, APOSC_06702, APOSC_24748, APOSC_00920, APOSC_24232, APOSC_14426, APOSC_06661, APOSC_25890, APOSC_26948, APOSC_07886
OG0003803	AENJA_00564	APOSC_17027
OG0003804	AENJA_07135, AENJA_07522, AENJA_04585	APOSC_24745
OG0003805	AENJA_00932, AENJA_01598	APOSC_15953
OG0003806	AENJA_00944	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759
OG0003807	AENJA_00967	APOSC_05758, APOSC_00861, APOSC_00860, APOSC_00859
OG0003808	AENJA_00978	APOSC_06171, APOSC_06172
OG0003809	AENJA_01422	APOSC_19356
OG0003810	AENJA_01566	APOSC_24542
OG0003811	AENJA_01571	APOSC_28788, APOSC_28789
OG0003812	AENJA_01871	APOSC_18903
OG0003813	AENJA_02053	APOSC_14390
OG0003815	AENJA_02172	APOSC_20818
OG0003816	AENJA_02254	APOSC_10861, APOSC_10860, APOSC_10859, APOSC_10862
OG0003817	AENJA_02398	APOSC_04119
OG0003818	AENJA_02475	APOSC_12257
OG0003819	AENJA_02807, AENJA_24411, AENJA_02804, AENJA_02806, AENJA_25341, AENJA_02805, AENJA_24832	APOSC_11850
OG0003820	AENJA_02870, AENJA_19572	APOSC_23379
OG0003821	AENJA_02911	APOSC_20352
OG0003822	AENJA_02938	APOSC_04407, APOSC_15735
OG0003823	AENJA_02946	APOSC_21830
OG0003824	AENJA_02975	APOSC_04795, APOSC_04794
OG0003825	AENJA_02982	APOSC_18536
OG0003826	AENJA_03131	APOSC_17419
OG0003827	AENJA_03548	APOSC_07833
OG0003828	AENJA_03700	APOSC_14010
OG0003829	AENJA_03792	APOSC_19129
OG0003830	AENJA_26357, AENJA_19327	APOSC_12451
OG0003831	AENJA_03886	APOSC_04801, APOSC_16984, APOSC_00627, APOSC_18338, APOSC_25951, APOSC_17003
OG0003832	AENJA_03902	APOSC_12737
OG0003833	AENJA_04439	APOSC_14015, APOSC_26614
OG0003834	AENJA_04549, AENJA_04550	APOSC_25052
OG0003835	AENJA_12493, AENJA_04664	APOSC_09274
OG0003836	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265	APOSC_03836
OG0003837	AENJA_04856	APOSC_12128
OG0003838	AENJA_04967	APOSC_00842
OG0003839	AENJA_06897	APOSC_26720
OG0003840	AENJA_07883	APOSC_03583
OG0003841	AENJA_05729	APOSC_15694
OG0003842	AENJA_05895	APOSC_04752, APOSC_04753
OG0003843	AENJA_06254	APOSC_07123
OG0003844	AENJA_06372	APOSC_03569
OG0003845	AENJA_06384	APOSC_23847
OG0003846	AENJA_06476	APOSC_01229
OG0003847	AENJA_06829	APOSC_00975
OG0003848	AENJA_06904	APOSC_12433
OG0003849	AENJA_06923	APOSC_02184
OG0003850	AENJA_07117, AENJA_21595	APOSC_06463
OG0003851	AENJA_07129	APOSC_27756
OG0003852	AENJA_07216	APOSC_27352
OG0003854	AENJA_07506	APOSC_14713
OG0003855	AENJA_07705	APOSC_03654
OG0003857	AENJA_08085	APOSC_04358
OG0003858	AENJA_08566	APOSC_25588
OG0003859	AENJA_08612	APOSC_10642, APOSC_21993
OG0003860	AENJA_08805	APOSC_03734
OG0003860	AENJA_11742	APOSC_24245
OG0003861	AENJA_08913	APOSC_21656
OG0003862	AENJA_19217	APOSC_08543
OG0003863	AENJA_09171	APOSC_19667
OG0003864	AENJA_09391	APOSC_02644, APOSC_02643
OG0003865	AENJA_09441	APOSC_28988
OG0003866	AENJA_09527	APOSC_22466
OG0003867	AENJA_09761	APOSC_04424
OG0003868	AENJA_09827	APOSC_27663
OG0003869	AENJA_17460, AENJA_09977	APOSC_00347, APOSC_00348
OG0003870	AENJA_10263	APOSC_17219
OG0003871	AENJA_10643	APOSC_11807
OG0003872	AENJA_10747	APOSC_02701
OG0003873	AENJA_10784	APOSC_19201
OG0003874	AENJA_10799	APOSC_04239
OG0003876	AENJA_10876	APOSC_09137
OG0003877	AENJA_11020	APOSC_00794, APOSC_00795, APOSC_00278
OG0003878	AENJA_11046	APOSC_09689
OG0003879	AENJA_11207	APOSC_26925
OG0003880	AENJA_11227	APOSC_22538
OG0003881	AENJA_11372	APOSC_23136
OG0003882	AENJA_11663	APOSC_23637
OG0003883	AENJA_11694	APOSC_26942
OG0003884	AENJA_11725	APOSC_05090
OG0003885	AENJA_11785, AENJA_23431	APOSC_18039
OG0003886	AENJA_12066	APOSC_23174
OG0003887	AENJA_12157	APOSC_03357
OG0003888	AENJA_12506	APOSC_24599
OG0003889	AENJA_12812	APOSC_27027
OG0003890	AENJA_21991, AENJA_12959	APOSC_28156
OG0003892	AENJA_22782	APOSC_27794, APOSC_27793
OG0003893	AENJA_13141	APOSC_23559
OG0003894	AENJA_13190	APOSC_10489, APOSC_10490
OG0003895	AENJA_13220	APOSC_12472
OG0003896	AENJA_13916	APOSC_25208
OG0003897	AENJA_14064	APOSC_21763
OG0003898	AENJA_14091	APOSC_19432
OG0003899	AENJA_14656	APOSC_22343
OG0003900	AENJA_15786	APOSC_04165
OG0003901	AENJA_15961	APOSC_21632
OG0003902	AENJA_22186, AENJA_22184, AENJA_16067	APOSC_10549, APOSC_08442, APOSC_08441, APOSC_08440
OG0003903	AENJA_16074	APOSC_19999
