Orthogroup	AENJA_ok	HUMAN
OG0002762	AENJA_16834	HUMAN21120, HUMAN01437, HUMAN06711
OG0002763	AENJA_17978	HUMAN12877
OG0002764	AENJA_17995	HUMAN00203, HUMAN21583, HUMAN21584
OG0002765	AENJA_18242	HUMAN18571, HUMAN04184, HUMAN11132
OG0002766	AENJA_18864	HUMAN08906, HUMAN08907
OG0002767	AENJA_18908	HUMAN07551, HUMAN22340
OG0002768	AENJA_19032	HUMAN06740
OG0002770	AENJA_19276	HUMAN27518, HUMAN24212, HUMAN27519
OG0002771	AENJA_19705	HUMAN25873, HUMAN08432
OG0002772	AENJA_20331	HUMAN14317, HUMAN14316
OG0002773	AENJA_20591	HUMAN29570, HUMAN29569
OG0002774	AENJA_20726	HUMAN14548, HUMAN09559
OG0002775	AENJA_20727	HUMAN08367, HUMAN08366
OG0002776	AENJA_20735	HUMAN24085
OG0002777	AENJA_20773	HUMAN06118, HUMAN04250, HUMAN04251, HUMAN09562, HUMAN04247, HUMAN04249
OG0002778	AENJA_20938	HUMAN10113, HUMAN23744
OG0002779	AENJA_21312	HUMAN00272
OG0002780	AENJA_21493	HUMAN13335, HUMAN13336
OG0002781	AENJA_21782	HUMAN06619, HUMAN06620, HUMAN18025
OG0002782	AENJA_22198	HUMAN04941, HUMAN17052
OG0002783	AENJA_23294	HUMAN23293
OG0002785	AENJA_23498	HUMAN01002, HUMAN23487
OG0002786	AENJA_23784	HUMAN01536, HUMAN10083, HUMAN23625
OG0002787	AENJA_24196	HUMAN26131
OG0002788	AENJA_24424	HUMAN04344
OG0002790	AENJA_25977	HUMAN05161, HUMAN05162
OG0002791	AENJA_26314	HUMAN14986, HUMAN02232, HUMAN29243
OG0002792	AENJA_26420	HUMAN10096, HUMAN10094, HUMAN23250
OG0002794	AENJA_26669	HUMAN29135, HUMAN29136, HUMAN02150, HUMAN29137
OG0002795	AENJA_26764	HUMAN10061, HUMAN23644
OG0002811	AENJA_00043	HUMAN07035
OG0002812	AENJA_24999, AENJA_18657, AENJA_24998	HUMAN23546, HUMAN23547, HUMAN01004
OG0002813	AENJA_00188	HUMAN19156, HUMAN24589, HUMAN11244
OG0002814	AENJA_00393	HUMAN03269, HUMAN22722, HUMAN23887
OG0002815	AENJA_01312, AENJA_00508	HUMAN00768, HUMAN25357
OG0002816	AENJA_00653	HUMAN00890, HUMAN00892, HUMAN00891
OG0002817	AENJA_00735	HUMAN08723, HUMAN08722
OG0002818	AENJA_23485, AENJA_00797	HUMAN10886, HUMAN02885
OG0002819	AENJA_07879, AENJA_00891	HUMAN08221, HUMAN13735, HUMAN20474
OG0002821	AENJA_20741, AENJA_01009, AENJA_12682	HUMAN15011
OG0002822	AENJA_01043	HUMAN25950, HUMAN13533
OG0002823	AENJA_16157	HUMAN28662
OG0002823	AENJA_01105	HUMAN03682
OG0002824	AENJA_01440	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716
OG0002825	AENJA_01512	HUMAN06784, HUMAN06785
OG0002826	AENJA_02168	HUMAN18765, HUMAN15887
OG0002827	AENJA_02347	HUMAN25478, HUMAN30650, HUMAN25479
OG0002828	AENJA_02401	HUMAN05585
OG0002829	AENJA_02735	HUMAN25974
OG0002830	AENJA_02762	HUMAN08623, HUMAN25064, HUMAN15889
OG0002831	AENJA_02799	HUMAN27006
OG0002832	AENJA_03311	HUMAN27815
OG0002833	AENJA_03383	HUMAN10332
OG0002834	AENJA_03589	HUMAN01804, HUMAN23676, HUMAN23675
OG0002835	AENJA_04456	HUMAN00763, HUMAN25369
OG0002836	AENJA_17994	HUMAN00315, HUMAN18388, HUMAN00314
OG0002838	AENJA_22502, AENJA_05712	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773
OG0002839	AENJA_06051	HUMAN20812
OG0002840	AENJA_20109, AENJA_06119	HUMAN15229, HUMAN28337
OG0002841	AENJA_06177	HUMAN26964
OG0002842	AENJA_06186	HUMAN27767, HUMAN27768
OG0002843	AENJA_06434	HUMAN07115, HUMAN07114
OG0002844	AENJA_06497, AENJA_06632	HUMAN20871
OG0002845	AENJA_06631	HUMAN09735
OG0002846	AENJA_07262	HUMAN22857
OG0002847	AENJA_07384	HUMAN07253
OG0002849	AENJA_09406	HUMAN09535, HUMAN01645
OG0002850	AENJA_09764	HUMAN21706, HUMAN00050, HUMAN00051
OG0002851	AENJA_09890	HUMAN19430, HUMAN25764
OG0002853	AENJA_10557	HUMAN23247, HUMAN23248, HUMAN14359
OG0002854	AENJA_10775	HUMAN02130
OG0002855	AENJA_10897	HUMAN05441
OG0002856	AENJA_10966	HUMAN15088, HUMAN01744, HUMAN01745
OG0002858	AENJA_11662	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174
OG0002859	AENJA_11782	HUMAN27799, HUMAN27798, HUMAN27796, HUMAN27797
OG0002860	AENJA_12346	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175
OG0002861	AENJA_12943	HUMAN04368, HUMAN04367
OG0002862	AENJA_13487, AENJA_13488	HUMAN05203, HUMAN25316
OG0002863	AENJA_13512	HUMAN23260, HUMAN23259, HUMAN23258
OG0002864	AENJA_14146	HUMAN14276, HUMAN12823, HUMAN09490
OG0002865	AENJA_14309, AENJA_14310	HUMAN28403
OG0002866	AENJA_14387	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626
OG0002868	AENJA_14495	HUMAN00784, HUMAN23304
OG0002869	AENJA_14797	HUMAN21791, HUMAN00096
OG0002870	AENJA_14868	HUMAN25356
OG0002872	AENJA_15132	HUMAN28405, HUMAN28404
OG0002873	AENJA_15531	HUMAN10502
OG0002874	AENJA_16110	HUMAN20545, HUMAN06940
OG0002875	AENJA_16211	HUMAN02510
OG0002876	AENJA_16221	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758
OG0002877	AENJA_16701	HUMAN14970
OG0002878	AENJA_16812, AENJA_16807	HUMAN11292
OG0002879	AENJA_16846	HUMAN21345, HUMAN00643
OG0002880	AENJA_17696, AENJA_23913	HUMAN25485
OG0002881	AENJA_17801	HUMAN00333, HUMAN00334
OG0002883	AENJA_18948	HUMAN03204
OG0002884	AENJA_19070	HUMAN25023, HUMAN20289
OG0002887	AENJA_19844	HUMAN28482
OG0002888	AENJA_19971	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024
OG0002889	AENJA_19979	HUMAN30528, HUMAN07038
OG0002890	AENJA_20114	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547
OG0002891	AENJA_20333	HUMAN14847, HUMAN14848, HUMAN25521
OG0002892	AENJA_20418	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426
OG0002893	AENJA_20681	HUMAN07626
OG0002894	AENJA_20837	HUMAN18791, HUMAN08388, HUMAN18790
OG0002895	AENJA_21152	HUMAN05785, HUMAN02351
OG0002896	AENJA_21743	HUMAN17455, HUMAN21544
OG0002897	AENJA_22085	HUMAN17714
OG0002898	AENJA_22319, AENJA_22360	HUMAN23051, HUMAN23050, HUMAN23049
OG0002899	AENJA_22623	HUMAN05885, HUMAN21832
OG0002900	AENJA_22681	HUMAN10029, HUMAN01530
OG0002901	AENJA_22902	HUMAN25701, HUMAN25704, HUMAN25703
OG0002902	AENJA_24583	HUMAN10680, HUMAN10681
OG0002902	AENJA_22999	HUMAN10682
OG0002903	AENJA_23290	HUMAN20745
OG0002904	AENJA_23408	HUMAN23670
OG0002905	AENJA_23587	HUMAN00008, HUMAN21782
OG0002906	AENJA_23675	HUMAN11397
OG0002907	AENJA_23794	HUMAN23627, HUMAN10077
OG0002909	AENJA_24484	HUMAN20938, HUMAN26836, HUMAN26837
OG0002910	AENJA_24759	HUMAN06997
OG0002911	AENJA_24811	HUMAN03713, HUMAN03712, HUMAN27704
OG0002912	AENJA_25185	HUMAN15219
OG0002913	AENJA_25404	HUMAN02967, HUMAN02966, HUMAN30354
OG0002914	AENJA_25554	HUMAN06127, HUMAN06128
OG0002915	AENJA_26181	HUMAN11256, HUMAN11257, HUMAN24540
OG0002916	AENJA_26387	HUMAN14289, HUMAN23418
OG0002917	AENJA_26763	HUMAN18334
OG0002944	AENJA_00162	HUMAN25196, HUMAN22813, HUMAN27905
OG0002945	AENJA_00168	HUMAN13182
OG0002946	AENJA_25288, AENJA_00243, AENJA_18465	HUMAN13499
OG0002947	AENJA_00803, AENJA_14586	HUMAN24582
OG0002948	AENJA_09024, AENJA_17830, AENJA_00811	HUMAN00328, HUMAN11994, HUMAN11995
OG0002949	AENJA_00985	HUMAN16285, HUMAN16286
OG0002950	AENJA_02615	HUMAN12147
OG0002952	AENJA_03492	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	AENJA_01495	HUMAN20502, HUMAN20503
OG0002954	AENJA_01516	HUMAN04343
OG0002955	AENJA_02171	HUMAN08814
OG0002956	AENJA_02280	HUMAN14225, HUMAN13975, HUMAN13973
OG0002957	AENJA_02431	HUMAN07640, HUMAN07639
OG0002959	AENJA_02647	HUMAN02575, HUMAN08717
OG0002960	AENJA_02770	HUMAN24799, HUMAN24800, HUMAN24798
OG0002961	AENJA_02909	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641
OG0002962	AENJA_03030	HUMAN10441
OG0002964	AENJA_03426	HUMAN12170, HUMAN12171, HUMAN13401
OG0002965	AENJA_03749	HUMAN03579
OG0002966	AENJA_03777	HUMAN29424, HUMAN29425, HUMAN02172
OG0002967	AENJA_03822	HUMAN05610
OG0002968	AENJA_03998	HUMAN00733
OG0002969	AENJA_04473	HUMAN12532
OG0002971	AENJA_04866	HUMAN28136, HUMAN18579, HUMAN00748, HUMAN25555
OG0002973	AENJA_05992	HUMAN20383, HUMAN21067
OG0002974	AENJA_06165	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022
OG0002976	AENJA_06370	HUMAN23538
OG0002977	AENJA_13198	HUMAN12250
OG0002978	AENJA_06745	HUMAN04799, HUMAN18676, HUMAN08410
OG0002979	AENJA_07121	HUMAN25790
OG0002981	AENJA_07374	HUMAN02146
OG0002982	AENJA_07566	HUMAN03720, HUMAN03721
OG0002983	AENJA_07689	HUMAN02094
OG0002984	AENJA_08233	HUMAN16272
OG0002985	AENJA_08394	HUMAN10424
OG0002986	AENJA_08464	HUMAN01423, HUMAN26871
OG0002987	AENJA_08505	HUMAN26273, HUMAN24326
OG0002988	AENJA_08739	HUMAN19632, HUMAN19630
OG0002990	AENJA_09487	HUMAN03798, HUMAN22156, HUMAN24023
OG0002991	AENJA_09631	HUMAN03582
OG0002992	AENJA_09713	HUMAN27320, HUMAN06343, HUMAN06339
OG0002994	AENJA_09989	HUMAN24550
OG0002995	AENJA_10168	HUMAN08825
OG0002996	AENJA_11042	HUMAN28890
OG0002997	AENJA_25602	HUMAN00852
OG0002998	AENJA_11226	HUMAN07028, HUMAN07029, HUMAN21010
OG0003000	AENJA_16591	HUMAN09437
OG0003001	AENJA_11581	HUMAN17854
OG0003002	AENJA_11596	HUMAN18280, HUMAN18279
OG0003003	AENJA_11669	HUMAN00511, HUMAN25192
OG0003004	AENJA_11848	HUMAN16853, HUMAN15812
OG0003005	AENJA_25236	HUMAN25078
OG0003006	AENJA_12351	HUMAN10234, HUMAN10235
OG0003007	AENJA_13023	HUMAN28566, HUMAN28563, HUMAN28565, HUMAN00984, HUMAN14640
OG0003008	AENJA_13411	HUMAN02043, HUMAN02044
OG0003009	AENJA_13811	HUMAN01904, HUMAN01903, HUMAN15651
OG0003010	AENJA_14073	HUMAN03814
OG0003011	AENJA_14299	HUMAN27032, HUMAN10458
OG0003012	AENJA_14839	HUMAN21461
OG0003013	AENJA_14912	HUMAN17977
OG0003014	AENJA_15441	HUMAN27437
OG0003016	AENJA_15608, AENJA_21110, AENJA_15615	HUMAN22316, HUMAN05184
OG0003017	AENJA_15754	HUMAN14074
OG0003018	AENJA_15825	HUMAN03994
OG0003019	AENJA_15890	HUMAN16722
OG0003021	AENJA_16063	HUMAN11904, HUMAN11905
OG0003023	AENJA_18745, AENJA_17410	HUMAN20012
OG0003024	AENJA_17461	HUMAN02731
OG0003025	AENJA_17533	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190
OG0003026	AENJA_17803	HUMAN13454
OG0003027	AENJA_17824	HUMAN12410, HUMAN10065
OG0003028	AENJA_17984	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	AENJA_18248	HUMAN14110
OG0003030	AENJA_18262	HUMAN01274, HUMAN01273, HUMAN14654
OG0003031	AENJA_18273	HUMAN12704, HUMAN27203
OG0003032	AENJA_18607	HUMAN22162, HUMAN24026, HUMAN03796
OG0003033	AENJA_18723	HUMAN21249, HUMAN21248
OG0003034	AENJA_18912	HUMAN05432
OG0003035	AENJA_19225	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573
OG0003036	AENJA_20024	HUMAN01346
OG0003037	AENJA_20789	HUMAN07328
OG0003038	AENJA_21096	HUMAN19517, HUMAN15534
OG0003041	AENJA_21426	HUMAN28108
OG0003042	AENJA_21556, AENJA_21559	HUMAN17848
OG0003043	AENJA_21648	HUMAN11992
OG0003044	AENJA_21752	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003045	AENJA_24152	HUMAN26142
OG0003046	AENJA_21816	HUMAN11214, HUMAN23145
OG0003048	AENJA_22325	HUMAN14031, HUMAN14032
OG0003049	AENJA_22479	HUMAN28913, HUMAN01126
OG0003050	AENJA_23005	HUMAN28520
OG0003051	AENJA_23367	HUMAN18305, HUMAN18306, HUMAN07678
OG0003052	AENJA_23909	HUMAN03629, HUMAN03628
OG0003053	AENJA_24227	HUMAN29024, HUMAN29025
OG0003054	AENJA_24441	HUMAN07888, HUMAN07887
OG0003055	AENJA_24466	HUMAN14798
OG0003056	AENJA_24568	HUMAN18715
OG0003057	AENJA_24574	HUMAN05372, HUMAN05370
OG0003058	AENJA_24768	HUMAN25573, HUMAN13691, HUMAN18992
OG0003059	AENJA_24855	HUMAN17041
OG0003060	AENJA_24993	HUMAN14856, HUMAN01188, HUMAN14329
OG0003061	AENJA_25088	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886
OG0003062	AENJA_25174	HUMAN13816, HUMAN13815, HUMAN13812, HUMAN13813, HUMAN13814, HUMAN13811, HUMAN19243, HUMAN19244, HUMAN20731
OG0003063	AENJA_25761	HUMAN07039
OG0003064	AENJA_26332	HUMAN14490
OG0003065	AENJA_26411	HUMAN15663, HUMAN15662
OG0003066	AENJA_26723	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003101	AENJA_00164	HUMAN00608, HUMAN27861, HUMAN19271
OG0003103	AENJA_00246	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562
OG0003104	AENJA_00844	HUMAN02051
OG0003105	AENJA_00483	HUMAN29008
OG0003106	AENJA_00659	HUMAN09821
OG0003107	AENJA_00765	HUMAN11467, HUMAN11466
OG0003108	AENJA_01637	HUMAN06800
OG0003109	AENJA_01797	HUMAN13399, HUMAN13398
OG0003110	AENJA_01831	HUMAN28424
OG0003111	AENJA_01995	HUMAN14710
OG0003113	AENJA_02120	HUMAN16708
OG0003114	AENJA_02181	HUMAN04985, HUMAN04984
OG0003115	AENJA_02279	HUMAN09937, HUMAN13967, HUMAN01842
OG0003118	AENJA_03053	HUMAN06305, HUMAN17674, HUMAN17675
OG0003119	AENJA_03324	HUMAN21319
OG0003120	AENJA_03695	HUMAN03127
OG0003121	AENJA_03733	HUMAN09673, HUMAN14356, HUMAN26950
OG0003122	AENJA_03851	HUMAN08549
OG0003122	AENJA_13120	HUMAN26906
OG0003123	AENJA_25108, AENJA_03956, AENJA_03957	HUMAN20628, HUMAN11101, HUMAN11102
OG0003124	AENJA_07377	HUMAN07397
OG0003125	AENJA_04106	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968
OG0003126	AENJA_04114	HUMAN28486
OG0003127	AENJA_04219	HUMAN08591, HUMAN08592
OG0003128	AENJA_04333	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013
OG0003129	AENJA_18359	HUMAN20343, HUMAN20345, HUMAN20344
OG0003130	AENJA_04695	HUMAN13117
OG0003131	AENJA_04699	HUMAN07183
OG0003132	AENJA_05230	HUMAN28059
OG0003133	AENJA_05254	HUMAN11357
OG0003135	AENJA_05506	HUMAN15787
OG0003136	AENJA_05594	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003137	AENJA_15720, AENJA_05616	HUMAN15220, HUMAN15221, HUMAN15222
OG0003138	AENJA_05937	HUMAN18544, HUMAN18545, HUMAN18546
OG0003140	AENJA_06344	HUMAN23718, HUMAN09636, HUMAN09635
OG0003141	AENJA_06698	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937
OG0003142	AENJA_06782	HUMAN23584, HUMAN23583, HUMAN01534
OG0003144	AENJA_06849	HUMAN19445
OG0003145	AENJA_06906	HUMAN01270
OG0003146	AENJA_06954	HUMAN28091, HUMAN16761
OG0003147	AENJA_07167	HUMAN17255
OG0003148	AENJA_07642	HUMAN16838, HUMAN05694, HUMAN05693
OG0003149	AENJA_07652	HUMAN01810
OG0003150	AENJA_07665	HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	AENJA_07870	HUMAN08206
OG0003152	AENJA_08082	HUMAN12025, HUMAN12215, HUMAN12216
OG0003153	AENJA_08315	HUMAN19216, HUMAN19215
OG0003154	AENJA_08755, AENJA_24160, AENJA_24621	HUMAN01026
OG0003155	AENJA_15319	HUMAN10683
OG0003156	AENJA_08912	HUMAN19468, HUMAN19467
OG0003157	AENJA_09315, AENJA_09314	HUMAN05273, HUMAN05272
OG0003158	AENJA_09855	HUMAN18128, HUMAN03028
OG0003159	AENJA_09999	HUMAN27504, HUMAN03044
OG0003160	AENJA_10130	HUMAN03497
OG0003161	AENJA_10165	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003162	AENJA_21344, AENJA_10169	HUMAN08502, HUMAN18293
OG0003163	AENJA_10333	HUMAN09879, HUMAN14441
OG0003164	AENJA_13680, AENJA_10532	HUMAN30072, HUMAN27461
OG0003165	AENJA_10534	HUMAN25662, HUMAN00646, HUMAN00647
OG0003166	AENJA_10577	HUMAN07796, HUMAN07794, HUMAN07795
OG0003167	AENJA_10753	HUMAN10863, HUMAN13086
OG0003168	AENJA_24264, AENJA_10976	HUMAN12150, HUMAN12151
OG0003171	AENJA_11557	HUMAN02114
OG0003172	AENJA_11593	HUMAN01490
OG0003173	AENJA_11809	HUMAN05016, HUMAN07347
OG0003174	AENJA_12148	HUMAN23922, HUMAN23921
OG0003174	AENJA_18390	HUMAN23923
OG0003175	AENJA_12200	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591
OG0003176	AENJA_12428, AENJA_19968, AENJA_24491, AENJA_24492	HUMAN11334
OG0003177	AENJA_12445	HUMAN22137
OG0003178	AENJA_12804	HUMAN15504, HUMAN08420, HUMAN08421
OG0003179	AENJA_12977	HUMAN22541
OG0003180	AENJA_13194	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248
OG0003181	AENJA_13218	HUMAN12376
OG0003182	AENJA_13237	HUMAN08117, HUMAN08118
OG0003183	AENJA_13297	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584
OG0003184	AENJA_13777	HUMAN24341, HUMAN22777
OG0003185	AENJA_14384	HUMAN04154, HUMAN06198
OG0003186	AENJA_14564	HUMAN19506, HUMAN30194, HUMAN19505
OG0003187	AENJA_14750	HUMAN14927
OG0003188	AENJA_15232	HUMAN09855, HUMAN23332
OG0003189	AENJA_15393	HUMAN19512, HUMAN19511
OG0003190	AENJA_16189, AENJA_16188	HUMAN23026
OG0003191	AENJA_16289	HUMAN06605
OG0003192	AENJA_16292	HUMAN18075
OG0003193	AENJA_16359	HUMAN07624
OG0003195	AENJA_16679	HUMAN13197, HUMAN13198
OG0003196	AENJA_17155	HUMAN10463, HUMAN10462
OG0003197	AENJA_17257	HUMAN17605, HUMAN17604
OG0003199	AENJA_17478	HUMAN30572
OG0003200	AENJA_17544	HUMAN27357
OG0003202	AENJA_18388	HUMAN05056, HUMAN05057, HUMAN22610
OG0003203	AENJA_18705	HUMAN20643, HUMAN12521
OG0003204	AENJA_19096	HUMAN13014
OG0003205	AENJA_19099	HUMAN14145, HUMAN23338
OG0003206	AENJA_19670, AENJA_19671	HUMAN10329, HUMAN10330
OG0003207	AENJA_19792	HUMAN26778, HUMAN20856
OG0003207	AENJA_19791	HUMAN20855, HUMAN26777
OG0003210	AENJA_20699	HUMAN29324, HUMAN02072
OG0003212	AENJA_20864	HUMAN24989, HUMAN20352, HUMAN20354
OG0003214	AENJA_21694	HUMAN06365, HUMAN17740
OG0003215	AENJA_22196	HUMAN02681, HUMAN08405
OG0003216	AENJA_22966, AENJA_22967	HUMAN13617
OG0003217	AENJA_23373	HUMAN14937, HUMAN29000
OG0003218	AENJA_23390	HUMAN30583
OG0003219	AENJA_23468	HUMAN22950, HUMAN22949
OG0003220	AENJA_23504	HUMAN29636, HUMAN00810
OG0003221	AENJA_23575	HUMAN24556, HUMAN00790
OG0003222	AENJA_23860	HUMAN08168, HUMAN11392, HUMAN27932
OG0003223	AENJA_24204	HUMAN19114
OG0003224	AENJA_24262	HUMAN17997, HUMAN06652
OG0003225	AENJA_24401	HUMAN05599
OG0003226	AENJA_25297	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466
OG0003227	AENJA_25755	HUMAN10018
OG0003228	AENJA_25997	HUMAN08956
OG0003229	AENJA_25999	HUMAN03467, HUMAN07147
OG0003230	AENJA_26243	HUMAN03745
OG0003250	AENJA_00349	HUMAN26282, HUMAN18827, HUMAN18826
OG0003251	AENJA_00517	HUMAN23183, HUMAN11019
OG0003252	AENJA_00890	HUMAN08538, HUMAN08539
OG0003253	AENJA_01202	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814
OG0003254	AENJA_01261	HUMAN04752
OG0003255	AENJA_01447	HUMAN28201, HUMAN28200, HUMAN28203
OG0003257	AENJA_01488	HUMAN09014
OG0003257	AENJA_01489	HUMAN09015
OG0003258	AENJA_01706	HUMAN18355, HUMAN18354
OG0003259	AENJA_02246	HUMAN17219
OG0003260	AENJA_02287, AENJA_02281	HUMAN17383, HUMAN28859
OG0003261	AENJA_02564	HUMAN18317
OG0003262	AENJA_02627	HUMAN13063, HUMAN19967
OG0003263	AENJA_03032	HUMAN15936
OG0003264	AENJA_03403	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197
OG0003265	AENJA_03512	HUMAN21031, HUMAN02854
OG0003266	AENJA_03526	HUMAN19360, HUMAN05507, HUMAN05506
OG0003267	AENJA_03748	HUMAN03394
OG0003268	AENJA_04034	HUMAN28145
OG0003269	AENJA_04245	HUMAN10676, HUMAN10677
OG0003270	AENJA_04789	HUMAN06226
OG0003272	AENJA_05460	HUMAN30233, HUMAN22920
OG0003272	AENJA_05459	HUMAN30237
OG0003273	AENJA_19818, AENJA_19819, AENJA_05792	HUMAN04928
OG0003275	AENJA_06088	HUMAN28409, HUMAN18996
OG0003276	AENJA_06270	HUMAN04947, HUMAN25137, HUMAN25136
OG0003277	AENJA_06595	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003278	AENJA_07778	HUMAN02507
OG0003279	AENJA_18910, AENJA_07963	HUMAN22366
OG0003280	AENJA_12371, AENJA_07986	HUMAN15335
OG0003282	AENJA_18531	HUMAN23854, HUMAN23855, HUMAN23856
OG0003283	AENJA_08389	HUMAN26779
OG0003284	AENJA_08806	HUMAN18141
OG0003286	AENJA_08868	HUMAN26600, HUMAN26601
OG0003287	AENJA_08945	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	AENJA_08988	HUMAN30308
OG0003289	AENJA_09099	HUMAN14064, HUMAN10999
OG0003290	AENJA_09114	HUMAN01175
OG0003291	AENJA_09544	HUMAN12326
OG0003293	AENJA_10140	HUMAN06629
OG0003294	AENJA_10229	HUMAN22430
OG0003295	AENJA_10278	HUMAN03174
OG0003296	AENJA_10378	HUMAN04557, HUMAN04556
OG0003297	AENJA_10455	HUMAN12990, HUMAN12991
OG0003298	AENJA_10956	HUMAN18763, HUMAN30220
OG0003301	AENJA_11385	HUMAN05757, HUMAN03223
OG0003302	AENJA_11409	HUMAN24406, HUMAN24405
OG0003303	AENJA_23721	HUMAN02696
OG0003304	AENJA_18633	HUMAN26514, HUMAN12786
OG0003305	AENJA_11741	HUMAN29475
OG0003306	AENJA_22075	HUMAN21480
OG0003306	AENJA_19854	HUMAN21481, HUMAN21483, HUMAN21482
OG0003307	AENJA_11858	HUMAN22643, HUMAN24109
OG0003311	AENJA_12315	HUMAN30093, HUMAN29682
OG0003313	AENJA_12566, AENJA_24640, AENJA_25888, AENJA_24438, AENJA_24639, AENJA_24439, AENJA_24646, AENJA_13293, AENJA_24648	HUMAN08162
OG0003314	AENJA_12635	HUMAN17421, HUMAN22423, HUMAN17422
OG0003315	AENJA_12794	HUMAN28080
OG0003316	AENJA_13112	HUMAN17611
OG0003317	AENJA_13550	HUMAN13511
OG0003318	AENJA_13567	HUMAN20325, HUMAN29926
OG0003319	AENJA_13649	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791
OG0003320	AENJA_13907	HUMAN27571, HUMAN27570
OG0003321	AENJA_14072	HUMAN18919
OG0003323	AENJA_14209	HUMAN29496, HUMAN29498, HUMAN29495
OG0003324	AENJA_14269	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785
OG0003325	AENJA_19471	HUMAN03339
OG0003326	AENJA_14434	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623
OG0003327	AENJA_14781	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278
OG0003329	AENJA_15213	HUMAN23501
OG0003330	AENJA_15240	HUMAN09858, HUMAN09857, HUMAN09856
OG0003331	AENJA_15484	HUMAN13106, HUMAN11828
OG0003332	AENJA_15526	HUMAN00604
OG0003333	AENJA_15663	HUMAN20311, HUMAN20312
OG0003335	AENJA_15787	HUMAN09257
OG0003336	AENJA_15800	HUMAN02064, HUMAN29174
OG0003337	AENJA_15893	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060
OG0003340	AENJA_16463	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	AENJA_17359	HUMAN17043
OG0003342	AENJA_24117, AENJA_17380	HUMAN01811, HUMAN01812, HUMAN09186, HUMAN28762, HUMAN28763
OG0003343	AENJA_17471	HUMAN12267
OG0003344	AENJA_17550	HUMAN16583
OG0003346	AENJA_18192	HUMAN02911
OG0003347	AENJA_18356	HUMAN17887
OG0003348	AENJA_18879	HUMAN02924, HUMAN17738
OG0003349	AENJA_18916	HUMAN22753, HUMAN03238
OG0003350	AENJA_18932	HUMAN18346, HUMAN30083, HUMAN07649
OG0003351	AENJA_19001	HUMAN26798
OG0003351	AENJA_20231	HUMAN21338
OG0003352	AENJA_19121	HUMAN18052, HUMAN26022
OG0003353	AENJA_20103	HUMAN26966, HUMAN26965
OG0003354	AENJA_20119	HUMAN12576, HUMAN12575, HUMAN12574
OG0003355	AENJA_20320	HUMAN03083, HUMAN22632, HUMAN03097
OG0003356	AENJA_21005	HUMAN10721, HUMAN13177
OG0003356	AENJA_21006	HUMAN13178
OG0003358	AENJA_21116	HUMAN20527
OG0003359	AENJA_21290	HUMAN02577
