Orthogroup	AENJA_ok	HELIO_ok
OG0003161	AENJA_10165	HELIO_10835
OG0003162	AENJA_21344	HELIO_02560
OG0003163	AENJA_10333	HELIO_09287
OG0003164	AENJA_13680, AENJA_10532	HELIO_09851
OG0003165	AENJA_10534	HELIO_04786
OG0003166	AENJA_10577	HELIO_09979
OG0003167	AENJA_10753	HELIO_12275
OG0003168	AENJA_24264, AENJA_10976	HELIO_11978
OG0003171	AENJA_11557	HELIO_08786
OG0003172	AENJA_11593	HELIO_04597
OG0003173	AENJA_11809	HELIO_11473
OG0003174	AENJA_12148	HELIO_00264
OG0003175	AENJA_12200	HELIO_11871
OG0003176	AENJA_19968, AENJA_24491, AENJA_24492	HELIO_05807
OG0003177	AENJA_12445	HELIO_06751
OG0003178	AENJA_12804	HELIO_01460
OG0003179	AENJA_12977	HELIO_10655
OG0003183	AENJA_13297	HELIO_01228
OG0003184	AENJA_13777	HELIO_07973
OG0003185	AENJA_14384	HELIO_04542
OG0003187	AENJA_14750	HELIO_00272, HELIO_09827
OG0003188	AENJA_15232	HELIO_07819
OG0003189	AENJA_15393	HELIO_12511
OG0003190	AENJA_16189, AENJA_16188	HELIO_04199, HELIO_06545
OG0003191	AENJA_16289	HELIO_09939
OG0003192	AENJA_16292	HELIO_10231
OG0003193	AENJA_16359	HELIO_03842
OG0003194	AENJA_16420	HELIO_11474, HELIO_08051
OG0003195	AENJA_16679	HELIO_05599
OG0003196	AENJA_17155	HELIO_01637
OG0003197	AENJA_17257	HELIO_12323
OG0003198	AENJA_17366	HELIO_01556
OG0003199	AENJA_17478	HELIO_10732
OG0003201	AENJA_17895	HELIO_10741
OG0003202	AENJA_18388	HELIO_00628
OG0003203	AENJA_18705	HELIO_12411
OG0003204	AENJA_19096	HELIO_09427
OG0003206	AENJA_19670, AENJA_19671	HELIO_08652
OG0003207	AENJA_19791	HELIO_04788
OG0003208	AENJA_19795	HELIO_09136
OG0003210	AENJA_20699	HELIO_01772
OG0003211	AENJA_20861	HELIO_12582
OG0003212	AENJA_20864	HELIO_01310
OG0003213	AENJA_20936	HELIO_11031
OG0003214	AENJA_21694	HELIO_05250
OG0003215	AENJA_22196	HELIO_01923
OG0003217	AENJA_23373	HELIO_01441
OG0003218	AENJA_23390	HELIO_02702
OG0003219	AENJA_23468	HELIO_02834
OG0003220	AENJA_23504	HELIO_12154
OG0003221	AENJA_23575	HELIO_05558
OG0003222	AENJA_23860	HELIO_04495
OG0003223	AENJA_24204	HELIO_00004
OG0003225	AENJA_24401	HELIO_03805
OG0003226	AENJA_25297	HELIO_03198
OG0003227	AENJA_25755	HELIO_09540
OG0003228	AENJA_25997	HELIO_02794
OG0003229	AENJA_25999	HELIO_12333
OG0003230	AENJA_26243	HELIO_01822
OG0003250	AENJA_00349	HELIO_06454
OG0003251	AENJA_00517	HELIO_02853
OG0003252	AENJA_00890	HELIO_12715
OG0003253	AENJA_01202	HELIO_01269, HELIO_01268
OG0003254	AENJA_01261	HELIO_02013
OG0003255	AENJA_01447	HELIO_03313
OG0003256	AENJA_01467	HELIO_00057
OG0003258	AENJA_01706	HELIO_01814
OG0003259	AENJA_02246	HELIO_05468
OG0003260	AENJA_02281	HELIO_09298
OG0003261	AENJA_02564	HELIO_09008
OG0003262	AENJA_02627	HELIO_09738
OG0003263	AENJA_03032	HELIO_06528
OG0003264	AENJA_03403	HELIO_05957
OG0003265	AENJA_03512	HELIO_05075
OG0003266	AENJA_03526	HELIO_11954
OG0003267	AENJA_03748	HELIO_05451
OG0003268	AENJA_04034	HELIO_11848
OG0003269	AENJA_04245	HELIO_11705
OG0003270	AENJA_04789	HELIO_04333
OG0003271	AENJA_08064, AENJA_26693	HELIO_09139
OG0003271	AENJA_05371	HELIO_09704
OG0003272	AENJA_05460	HELIO_09074
OG0003274	AENJA_19435	HELIO_06540
OG0003275	AENJA_06088	HELIO_12630
OG0003278	AENJA_07778	HELIO_10318
OG0003279	AENJA_18910, AENJA_07963	HELIO_09284
OG0003281	AENJA_08105	HELIO_07096
OG0003282	AENJA_18531	HELIO_02896
OG0003283	AENJA_08389	HELIO_04347
OG0003284	AENJA_08806	HELIO_03635
OG0003285	AENJA_19750, AENJA_08849	HELIO_04182
OG0003286	AENJA_24797	HELIO_01444
OG0003286	AENJA_08868	HELIO_05866
OG0003287	AENJA_08945	HELIO_02350
OG0003288	AENJA_08988	HELIO_08221
OG0003289	AENJA_09099	HELIO_01128
OG0003290	AENJA_09114	HELIO_11498
OG0003291	AENJA_09544	HELIO_02174
OG0003292	AENJA_10369	HELIO_10866
OG0003293	AENJA_10140	HELIO_08360
OG0003294	AENJA_10229	HELIO_09835
OG0003295	AENJA_10278	HELIO_04382
OG0003297	AENJA_10455	HELIO_06575
OG0003298	AENJA_10956	HELIO_02188
OG0003299	AENJA_10978	HELIO_09593
OG0003300	AENJA_16801	HELIO_08594, HELIO_10525
OG0003302	AENJA_11409	HELIO_00429
OG0003303	AENJA_11641	HELIO_02870
OG0003304	AENJA_11712, AENJA_18633	HELIO_10378
OG0003306	AENJA_22075	HELIO_02826
OG0003307	AENJA_11858	HELIO_09634
OG0003309	AENJA_11953	HELIO_10103
OG0003310	AENJA_17432, AENJA_12020	HELIO_03345, HELIO_06211
OG0003311	AENJA_12315	HELIO_05785
OG0003312	AENJA_12511	HELIO_07641
OG0003314	AENJA_12635	HELIO_06199
OG0003315	AENJA_12794	HELIO_06277
OG0003316	AENJA_13112	HELIO_04955
OG0003317	AENJA_13550	HELIO_04704, HELIO_06602
OG0003318	AENJA_13567	HELIO_09114
OG0003319	AENJA_13649	HELIO_09121
OG0003320	AENJA_13907	HELIO_07667
OG0003321	AENJA_14072	HELIO_08818
OG0003323	AENJA_14209	HELIO_10464
OG0003324	AENJA_14269, AENJA_14267	HELIO_08362
OG0003325	AENJA_19471	HELIO_09071
OG0003326	AENJA_14434	HELIO_11660
OG0003327	AENJA_14781	HELIO_12534
OG0003328	AENJA_16505	HELIO_07523
OG0003329	AENJA_15213	HELIO_02507
OG0003330	AENJA_15240	HELIO_07578, HELIO_05577
OG0003331	AENJA_15484	HELIO_02767
OG0003332	AENJA_15526	HELIO_03785
OG0003333	AENJA_15663	HELIO_06153
OG0003335	AENJA_15787	HELIO_09042
OG0003336	AENJA_15800	HELIO_03867
OG0003337	AENJA_15893	HELIO_01038
OG0003338	AENJA_15935	HELIO_10346
OG0003340	AENJA_16463	HELIO_01545
OG0003341	AENJA_17359	HELIO_12055
OG0003343	AENJA_17471	HELIO_10253
OG0003344	AENJA_17550	HELIO_01718
OG0003345	AENJA_22123	HELIO_04658
OG0003347	AENJA_18356	HELIO_07786
OG0003348	AENJA_18879	HELIO_06884
OG0003349	AENJA_18916	HELIO_12164
OG0003350	AENJA_18932	HELIO_03656
OG0003351	AENJA_19001	HELIO_02226
OG0003351	AENJA_20231	HELIO_08314
OG0003352	AENJA_19121	HELIO_01595
OG0003353	AENJA_20103	HELIO_09911
OG0003354	AENJA_20119	HELIO_00644
OG0003355	AENJA_20320	HELIO_08886, HELIO_06119
OG0003356	AENJA_21005	HELIO_03350
OG0003357	AENJA_21046	HELIO_00345
OG0003358	AENJA_21116	HELIO_01492
OG0003359	AENJA_21290	HELIO_03690
OG0003360	AENJA_21296	HELIO_10234
OG0003361	AENJA_21382	HELIO_12352
OG0003362	AENJA_21458	HELIO_10226
OG0003363	AENJA_21691	HELIO_03763
OG0003364	AENJA_21855	HELIO_10249
OG0003365	AENJA_21978	HELIO_08582
OG0003366	AENJA_22253	HELIO_04839
OG0003367	AENJA_22965, AENJA_22964	HELIO_04573
OG0003368	AENJA_23082	HELIO_01416
OG0003369	AENJA_23134, AENJA_23133	HELIO_06850
OG0003370	AENJA_23534	HELIO_11000
OG0003371	AENJA_23862	HELIO_06496
OG0003372	AENJA_24254	HELIO_02230
OG0003373	AENJA_24423	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107
OG0003374	AENJA_24682, AENJA_24683	HELIO_02124
OG0003375	AENJA_24824	HELIO_02027
OG0003376	AENJA_24827	HELIO_11921
OG0003377	AENJA_24906	HELIO_08558
OG0003378	AENJA_24909	HELIO_09467
OG0003379	AENJA_25180	HELIO_07891
OG0003380	AENJA_25323	HELIO_08129
OG0003381	AENJA_25399	HELIO_01980
OG0003382	AENJA_25400	HELIO_00905, HELIO_00906
OG0003383	AENJA_25690	HELIO_12143
OG0003384	AENJA_25752	HELIO_02989
OG0003385	AENJA_26425	HELIO_09926
OG0003386	AENJA_26435	HELIO_02832
OG0003387	AENJA_26696	HELIO_01155
OG0003419	AENJA_00054	HELIO_02457
OG0003420	AENJA_00096	HELIO_10401
OG0003421	AENJA_00119	HELIO_01521
OG0003422	AENJA_00528	HELIO_08753
OG0003424	AENJA_00838	HELIO_12054
OG0003425	AENJA_01194	HELIO_11455
OG0003426	AENJA_01257	HELIO_05969
OG0003427	AENJA_01507, AENJA_19543, AENJA_19548	HELIO_01559, HELIO_06600
OG0003427	AENJA_07972	HELIO_04888
OG0003429	AENJA_01963	HELIO_03900
OG0003430	AENJA_02400	HELIO_07216
OG0003431	AENJA_02555	HELIO_02627
OG0003433	AENJA_02659	HELIO_11340
OG0003434	AENJA_02675	HELIO_08552
OG0003435	AENJA_02757	HELIO_06428
OG0003438	AENJA_03261	HELIO_10393
OG0003438	AENJA_10750	HELIO_07303
OG0003439	AENJA_03292	HELIO_01786
OG0003440	AENJA_03488	HELIO_07388
OG0003441	AENJA_03511	HELIO_00883
OG0003442	AENJA_03564	HELIO_06696
OG0003443	AENJA_03622	HELIO_11420
OG0003444	AENJA_03663	HELIO_08929
OG0003445	AENJA_03793	HELIO_11640
OG0003446	AENJA_13905, AENJA_12286, AENJA_03821, AENJA_17376, AENJA_19593	HELIO_04445
OG0003447	AENJA_03903	HELIO_12555
OG0003448	AENJA_04038	HELIO_06243
OG0003449	AENJA_04230	HELIO_09169
OG0003450	AENJA_04269	HELIO_01298
OG0003451	AENJA_04285	HELIO_02050, HELIO_02049
OG0003452	AENJA_04578	HELIO_00759
OG0003453	AENJA_04592	HELIO_00524, HELIO_03721
OG0003454	AENJA_04653	HELIO_07210
OG0003455	AENJA_22892	HELIO_04761
OG0003456	AENJA_04853	HELIO_11022
OG0003457	AENJA_05123	HELIO_03135
OG0003458	AENJA_05270	HELIO_01103
OG0003459	AENJA_05414	HELIO_07845
OG0003460	AENJA_05490	HELIO_03777
OG0003461	AENJA_05624	HELIO_00074
OG0003462	AENJA_20654	HELIO_10720
OG0003463	AENJA_05770	HELIO_02234
OG0003464	AENJA_10817, AENJA_05778	HELIO_08682, HELIO_08683
OG0003465	AENJA_06069	HELIO_11762
OG0003466	AENJA_06181	HELIO_07353, HELIO_00851
OG0003467	AENJA_06433	HELIO_09149
OG0003468	AENJA_06823	HELIO_03925
OG0003469	AENJA_07022	HELIO_09305
OG0003470	AENJA_07032	HELIO_08926
OG0003471	AENJA_07354	HELIO_08909
OG0003472	AENJA_07615	HELIO_03492
OG0003473	AENJA_07820	HELIO_10680
OG0003474	AENJA_07912	HELIO_09641
OG0003475	AENJA_08250	HELIO_09101, HELIO_09102
OG0003476	AENJA_08274	HELIO_03292
OG0003477	AENJA_08292	HELIO_08724
OG0003478	AENJA_08408	HELIO_07187
OG0003479	AENJA_08477	HELIO_04296
OG0003480	AENJA_08524	HELIO_09170
OG0003481	AENJA_08978, AENJA_08977	HELIO_01052
OG0003482	AENJA_08998	HELIO_11806
OG0003483	AENJA_09252	HELIO_09297
OG0003484	AENJA_09399	HELIO_02087
OG0003485	AENJA_09503	HELIO_01317, HELIO_05627
OG0003487	AENJA_10277	HELIO_01481
OG0003488	AENJA_10887, AENJA_25027	HELIO_03650
OG0003489	AENJA_11004	HELIO_11702
OG0003490	AENJA_11053	HELIO_09531
OG0003491	AENJA_11118	HELIO_12169
OG0003492	AENJA_11247	HELIO_04826
OG0003493	AENJA_20319, AENJA_11275	HELIO_09058
OG0003494	AENJA_14727, AENJA_14732, AENJA_24201, AENJA_11375, AENJA_23985	HELIO_11095
OG0003495	AENJA_11780	HELIO_09765
OG0003496	AENJA_12011	HELIO_05812
OG0003497	AENJA_12369	HELIO_01513
OG0003498	AENJA_12653	HELIO_09734
OG0003499	AENJA_12654	HELIO_04566, HELIO_04195
OG0003500	AENJA_12709	HELIO_10237
OG0003501	AENJA_13025	HELIO_00872
OG0003502	AENJA_13200	HELIO_11773
OG0003503	AENJA_13216	HELIO_07145
OG0003505	AENJA_13629	HELIO_03524
OG0003506	AENJA_13681	HELIO_08087
OG0003507	AENJA_13693	HELIO_09678
OG0003508	AENJA_13894	HELIO_02722
OG0003509	AENJA_14027	HELIO_11968
OG0003510	AENJA_15122, AENJA_14984	HELIO_01753
OG0003511	AENJA_15214	HELIO_09304
OG0003512	AENJA_15313	HELIO_03822
OG0003513	AENJA_15883	HELIO_06774
OG0003514	AENJA_16077	HELIO_08202
OG0003515	AENJA_16192	HELIO_01150
OG0003516	AENJA_16746	HELIO_02977
OG0003517	AENJA_16771	HELIO_00750
OG0003518	AENJA_16797	HELIO_01357
OG0003519	AENJA_16830	HELIO_05466
OG0003520	AENJA_17161	HELIO_06238, HELIO_06922
OG0003521	AENJA_17538	HELIO_05214
OG0003522	AENJA_17840	HELIO_08738
OG0003524	AENJA_17999	HELIO_04962, HELIO_06954, HELIO_06651
OG0003525	AENJA_18452	HELIO_08996, HELIO_04858
OG0003526	AENJA_18515	HELIO_09793
OG0003528	AENJA_18722	HELIO_06120
OG0003529	AENJA_23756, AENJA_18730	HELIO_09756
OG0003530	AENJA_18943	HELIO_11962
OG0003531	AENJA_19107	HELIO_05168
OG0003532	AENJA_19405	HELIO_02994
OG0003533	AENJA_19980	HELIO_04997
OG0003534	AENJA_20224	HELIO_09244
OG0003535	AENJA_20349	HELIO_02930
OG0003536	AENJA_20549	HELIO_03615
OG0003537	AENJA_20711, AENJA_20710	HELIO_05338
OG0003538	AENJA_20720	HELIO_07947
OG0003539	AENJA_20975	HELIO_06853
OG0003540	AENJA_21095	HELIO_02732
OG0003541	AENJA_21308	HELIO_02897
OG0003542	AENJA_21494	HELIO_10371
OG0003543	AENJA_21659	HELIO_01891
OG0003544	AENJA_21703	HELIO_03400
OG0003545	AENJA_21908	HELIO_05328
OG0003546	AENJA_21963	HELIO_08740
OG0003547	AENJA_22029	HELIO_11264
OG0003548	AENJA_22613	HELIO_03258
OG0003549	AENJA_22669	HELIO_01543
OG0003550	AENJA_22695	HELIO_10135
OG0003551	AENJA_22715	HELIO_11131
OG0003552	AENJA_22940	HELIO_01828
OG0003553	AENJA_23077	HELIO_05191
OG0003554	AENJA_23083	HELIO_04654
OG0003555	AENJA_23304	HELIO_03076
OG0003556	AENJA_23329	HELIO_04836, HELIO_07224
OG0003558	AENJA_23724	HELIO_09026
OG0003560	AENJA_24076	HELIO_02403
OG0003561	AENJA_24294	HELIO_03510
OG0003562	AENJA_24391	HELIO_07501
OG0003563	AENJA_24776	HELIO_02254
OG0003564	AENJA_24810	HELIO_08585
OG0003565	AENJA_24872	HELIO_07480
OG0003566	AENJA_25138	HELIO_03423
OG0003567	AENJA_25441	HELIO_02904
OG0003568	AENJA_25542	HELIO_09743, HELIO_09744
OG0003569	AENJA_25887	HELIO_07355
OG0003570	AENJA_26158	HELIO_06559
OG0003571	AENJA_26245	HELIO_02351
OG0003573	AENJA_26698	HELIO_09111
OG0003597	AENJA_00060	HELIO_02664
OG0003598	AENJA_00099	HELIO_10451
OG0003599	AENJA_06205	HELIO_08540
OG0003600	AENJA_00154	HELIO_08008
OG0003601	AENJA_00200	HELIO_07255
OG0003603	AENJA_00222	HELIO_04475
OG0003604	AENJA_00307	HELIO_00754
OG0003606	AENJA_00589	HELIO_00969
OG0003607	AENJA_05386, AENJA_00747, AENJA_01115	HELIO_09021
OG0003608	AENJA_00758	HELIO_09737
OG0003609	AENJA_00773, AENJA_25644	HELIO_10480, HELIO_03846, HELIO_05497
OG0003610	AENJA_00983	HELIO_12163
OG0003611	AENJA_04941	HELIO_01894
OG0003613	AENJA_01172	HELIO_01893
OG0003614	AENJA_15812, AENJA_01209	HELIO_05465, HELIO_05736
OG0003615	AENJA_06537	HELIO_01584
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	HELIO_07057
OG0003620	AENJA_01724	HELIO_09212
OG0003621	AENJA_01959	HELIO_07026
OG0003622	AENJA_02334	HELIO_11126
OG0003624	AENJA_02868	HELIO_09617
OG0003625	AENJA_02944, AENJA_07610	HELIO_08066
OG0003626	AENJA_05658	HELIO_07783
OG0003627	AENJA_03181	HELIO_01019
OG0003628	AENJA_12461, AENJA_03215	HELIO_05594
OG0003629	AENJA_03286	HELIO_07219
OG0003630	AENJA_03435	HELIO_01750
OG0003631	AENJA_25153, AENJA_03572	HELIO_10254
OG0003633	AENJA_03746	HELIO_08998
OG0003634	AENJA_03758	HELIO_04555
OG0003635	AENJA_24258	HELIO_03898
OG0003635	AENJA_03933	HELIO_08551
OG0003636	AENJA_04212, AENJA_04213, AENJA_04214	HELIO_11667
OG0003637	AENJA_04713	HELIO_01461, HELIO_11069
OG0003637	AENJA_04366	HELIO_09829
OG0003638	AENJA_04417	HELIO_00190
OG0003640	AENJA_05057	HELIO_10891
OG0003641	AENJA_05255	HELIO_07553
OG0003642	AENJA_05368, AENJA_23786	HELIO_02432
OG0003644	AENJA_06076	HELIO_02002
OG0003645	AENJA_06128	HELIO_02632
OG0003646	AENJA_06203	HELIO_10542
OG0003647	AENJA_06206	HELIO_08435
OG0003648	AENJA_06252	HELIO_08542
OG0003649	AENJA_06343	HELIO_09186
OG0003650	AENJA_06545	HELIO_11983, HELIO_06323
OG0003651	AENJA_06546	HELIO_01012
OG0003652	AENJA_07122	HELIO_05306
OG0003653	AENJA_07144	HELIO_00722
OG0003654	AENJA_07431	HELIO_11410
OG0003655	AENJA_07748	HELIO_12535
OG0003656	AENJA_08284	HELIO_01092
OG0003657	AENJA_08341	HELIO_09755
OG0003658	AENJA_08342	HELIO_10115
OG0003659	AENJA_08800	HELIO_01564
OG0003660	AENJA_08993	HELIO_06666
OG0003661	AENJA_09036	HELIO_00776
OG0003662	AENJA_09164	HELIO_12127
OG0003663	AENJA_09628	HELIO_00775
OG0003664	AENJA_09805	HELIO_10185
OG0003665	AENJA_10034	HELIO_10497, HELIO_07311
OG0003668	AENJA_10387	HELIO_12712
OG0003669	AENJA_10658	HELIO_09100
OG0003670	AENJA_10682	HELIO_08905
OG0003670	AENJA_13048	HELIO_04739, HELIO_08906, HELIO_08904
OG0003671	AENJA_11068	HELIO_01352
OG0003672	AENJA_11161, AENJA_24103	HELIO_03464
OG0003673	AENJA_11294	HELIO_10262
OG0003675	AENJA_11744	HELIO_07191
OG0003676	AENJA_11880	HELIO_07728
OG0003677	AENJA_11975	HELIO_12600
OG0003678	AENJA_12097	HELIO_06802
OG0003679	AENJA_12320	HELIO_01849
OG0003680	AENJA_12855	HELIO_06689
OG0003681	AENJA_12857	HELIO_01500
OG0003682	AENJA_12915	HELIO_01433
OG0003683	AENJA_12947	HELIO_01924
OG0003685	AENJA_13298	HELIO_09044
OG0003686	AENJA_13621	HELIO_08163
OG0003687	AENJA_13636	HELIO_06361
OG0003688	AENJA_13670	HELIO_05020
OG0003689	AENJA_14017	HELIO_02422
OG0003690	AENJA_20908, AENJA_14230	HELIO_12684
OG0003691	AENJA_17487	HELIO_02530, HELIO_02531, HELIO_04964
OG0003692	AENJA_14437	HELIO_09987
OG0003693	AENJA_14583	HELIO_12474
OG0003694	AENJA_14806	HELIO_05422
OG0003695	AENJA_14941	HELIO_02593
OG0003697	AENJA_15049	HELIO_12071
OG0003698	AENJA_15085	HELIO_09605
OG0003699	AENJA_23754	HELIO_02714
OG0003699	AENJA_23514, AENJA_15170	HELIO_09663
OG0003700	AENJA_15228	HELIO_11457
OG0003702	AENJA_15340	HELIO_12767
OG0003703	AENJA_15513	HELIO_02888
OG0003705	AENJA_15880, AENJA_16444	HELIO_09455
OG0003706	AENJA_15986	HELIO_11708
OG0003707	AENJA_16247	HELIO_10348
OG0003709	AENJA_17152	HELIO_00709
OG0003710	AENJA_17579	HELIO_06500
OG0003711	AENJA_17736	HELIO_12137
OG0003712	AENJA_17842	HELIO_08547
OG0003713	AENJA_17988	HELIO_10395
OG0003716	AENJA_18178	HELIO_05664
OG0003717	AENJA_18567	HELIO_05515
OG0003719	AENJA_18681	HELIO_06363
OG0003720	AENJA_18939	HELIO_08336
OG0003721	AENJA_19137	HELIO_10032, HELIO_03702
OG0003722	AENJA_19232	HELIO_03347
OG0003723	AENJA_20344	HELIO_00154
OG0003724	AENJA_19400	HELIO_10508
OG0003725	AENJA_19411	HELIO_02882
OG0003727	AENJA_19507	HELIO_02912
OG0003728	AENJA_19716	HELIO_02348
OG0003729	AENJA_19798	HELIO_11354
OG0003730	AENJA_19955	HELIO_08006
OG0003731	AENJA_19989	HELIO_04511, HELIO_05539
OG0003733	AENJA_20334	HELIO_03136
OG0003734	AENJA_20690	HELIO_06093
OG0003735	AENJA_20826	HELIO_01294
OG0003736	AENJA_20853	HELIO_03063
OG0003737	AENJA_20913	HELIO_10888
OG0003738	AENJA_21039	HELIO_10176
OG0003739	AENJA_21483	HELIO_08892
OG0003740	AENJA_21680	HELIO_05574
OG0003741	AENJA_21770	HELIO_02790
OG0003742	AENJA_22403	HELIO_08883
OG0003743	AENJA_22572	HELIO_02787
OG0003744	AENJA_22829	HELIO_04674
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	HELIO_09559
OG0003746	AENJA_23348	HELIO_00144
OG0003747	AENJA_23433	HELIO_06022
OG0003749	AENJA_23639	HELIO_02988
OG0003750	AENJA_23963	HELIO_02076
OG0003751	AENJA_24526	HELIO_08716
OG0003752	AENJA_24562	HELIO_08739
OG0003753	AENJA_24858	HELIO_02945
OG0003754	AENJA_24910	HELIO_09263
OG0003755	AENJA_24952	HELIO_08454
OG0003757	AENJA_25326	HELIO_08330
OG0003758	AENJA_25591	HELIO_04986
OG0003759	AENJA_25619	HELIO_08276
OG0003760	AENJA_26295	HELIO_10329
OG0003761	AENJA_26423	HELIO_09527
OG0003762	AENJA_26451	HELIO_00794
OG0003794	AENJA_00002	HELIO_01699
OG0003795	AENJA_00051	HELIO_00713
OG0003798	AENJA_00181	HELIO_10316
OG0003803	AENJA_00564	HELIO_02425
OG0003805	AENJA_00932, AENJA_01598	HELIO_09416, HELIO_07970, HELIO_01250
OG0003806	AENJA_00944	HELIO_00384
OG0003807	AENJA_00967	HELIO_07147
OG0003808	AENJA_00978	HELIO_04304
OG0003809	AENJA_01422	HELIO_07339
OG0003810	AENJA_01566	HELIO_06395
OG0003811	AENJA_01571	HELIO_07404
OG0003812	AENJA_01871	HELIO_07959
OG0003813	AENJA_02053	HELIO_02391
OG0003815	AENJA_02172	HELIO_11390
OG0003816	AENJA_02254	HELIO_04161, HELIO_05586
OG0003817	AENJA_02398	HELIO_00561
OG0003818	AENJA_02475	HELIO_04533
OG0003819	AENJA_02807, AENJA_24411, AENJA_02804, AENJA_02806, AENJA_25341, AENJA_02805, AENJA_24832	HELIO_02449
OG0003820	AENJA_02870, AENJA_19572, AENJA_02872	HELIO_12732, HELIO_12713
OG0003821	AENJA_02911	HELIO_04733
OG0003822	AENJA_02938	HELIO_04930, HELIO_07244
OG0003823	AENJA_02946	HELIO_12718
OG0003824	AENJA_02975	HELIO_02077
OG0003825	AENJA_02982	HELIO_12444
OG0003826	AENJA_03131	HELIO_02592
OG0003827	AENJA_03548	HELIO_10529
OG0003828	AENJA_03700	HELIO_03989
OG0003829	AENJA_03792	HELIO_04115
OG0003830	AENJA_26357, AENJA_19327	HELIO_07812
OG0003831	AENJA_03886	HELIO_00414
OG0003832	AENJA_03902	HELIO_04229
OG0003833	AENJA_04439	HELIO_00735, HELIO_08031, HELIO_06424
OG0003834	AENJA_04549, AENJA_04550	HELIO_10627
OG0003835	AENJA_12493, AENJA_04664	HELIO_00960
OG0003836	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265	HELIO_02274
OG0003837	AENJA_04856	HELIO_01037
OG0003838	AENJA_04967	HELIO_09299
OG0003839	AENJA_06897	HELIO_00548
OG0003840	AENJA_07883	HELIO_07119
OG0003841	AENJA_05729	HELIO_08429
OG0003842	AENJA_05895	HELIO_06073
OG0003843	AENJA_06254	HELIO_09017
OG0003844	AENJA_06372	HELIO_00051
OG0003845	AENJA_06384	HELIO_09710
OG0003846	AENJA_06476	HELIO_07722
OG0003847	AENJA_06829	HELIO_04738
OG0003848	AENJA_06904	HELIO_02520
OG0003850	AENJA_07117, AENJA_21595	HELIO_01423
OG0003851	AENJA_07129	HELIO_06451
OG0003852	AENJA_07216	HELIO_11600
OG0003853	AENJA_07482, AENJA_19998	HELIO_12441
OG0003854	AENJA_07506	HELIO_03527
OG0003855	AENJA_07705	HELIO_07181
OG0003856	AENJA_08084	HELIO_05722
OG0003857	AENJA_08085	HELIO_12190
OG0003858	AENJA_08566	HELIO_08687
OG0003859	AENJA_08612	HELIO_02262
OG0003860	AENJA_11742	HELIO_03691
OG0003861	AENJA_08913	HELIO_09460
OG0003862	AENJA_19217	HELIO_04377
OG0003863	AENJA_09171	HELIO_09867
OG0003864	AENJA_09391	HELIO_10875
OG0003866	AENJA_09527	HELIO_03099
OG0003867	AENJA_09761	HELIO_01829
OG0003868	AENJA_09827	HELIO_08898
OG0003869	AENJA_17460, AENJA_09977	HELIO_08492
OG0003870	AENJA_10263	HELIO_02612
OG0003871	AENJA_10643	HELIO_02741
OG0003872	AENJA_10747	HELIO_02970
OG0003873	AENJA_10784	HELIO_09899
OG0003874	AENJA_10799	HELIO_04369
OG0003876	AENJA_10876	HELIO_02667
OG0003877	AENJA_11020	HELIO_08344
OG0003878	AENJA_11046	HELIO_10989
OG0003879	AENJA_11207	HELIO_05565
OG0003880	AENJA_11227	HELIO_02020
OG0003881	AENJA_11372	HELIO_07709
OG0003882	AENJA_11663	HELIO_05979
OG0003883	AENJA_11694	HELIO_12699
OG0003884	AENJA_11725	HELIO_00594
OG0003885	AENJA_11785, AENJA_23431	HELIO_08959
OG0003886	AENJA_12066	HELIO_06325
OG0003887	AENJA_12157	HELIO_07770
OG0003888	AENJA_12506	HELIO_07431
OG0003890	AENJA_21991, AENJA_12959	HELIO_12503
OG0003892	AENJA_22782	HELIO_08263
OG0003893	AENJA_13141	HELIO_05290
OG0003894	AENJA_13190	HELIO_00555
OG0003895	AENJA_13220	HELIO_10007
OG0003896	AENJA_13916	HELIO_00287
OG0003897	AENJA_14064	HELIO_07895
OG0003898	AENJA_14091	HELIO_09951
OG0003899	AENJA_14656	HELIO_00617
OG0003900	AENJA_15786	HELIO_07367
OG0003901	AENJA_15961	HELIO_12439
OG0003902	AENJA_22186, AENJA_22184, AENJA_16067	HELIO_00533
OG0003903	AENJA_16074	HELIO_11262
OG0003904	AENJA_16228	HELIO_03811
OG0003905	AENJA_16345	HELIO_06976
OG0003906	AENJA_16374	HELIO_09388
OG0003907	AENJA_25978, AENJA_17207	HELIO_06149
OG0003911	AENJA_17893	HELIO_02034
OG0003912	AENJA_18106	HELIO_00546
OG0003913	AENJA_18124	HELIO_06151
OG0003914	AENJA_20252	HELIO_10475
OG0003916	AENJA_18832	HELIO_04220
OG0003918	AENJA_19068	HELIO_12096
OG0003919	AENJA_19176	HELIO_10423
OG0003920	AENJA_19805	HELIO_09202
OG0003921	AENJA_19828	HELIO_11518
OG0003922	AENJA_19834	HELIO_04815
OG0003923	AENJA_19884	HELIO_10280
OG0003925	AENJA_20055	HELIO_11080
OG0003926	AENJA_20056	HELIO_01471
OG0003927	AENJA_20528	HELIO_07361
OG0003928	AENJA_20623	HELIO_10922
