Orthogroup	AENJA_ok	APOSJ_ok
OG0003598	AENJA_00099	APOSJ_09285, APOSJ_09284, APOSJ_09283
OG0003599	AENJA_06205	APOSJ_32960
OG0003600	AENJA_00154	APOSJ_63300, APOSJ_63296, APOSJ_63297, APOSJ_63301, APOSJ_63294, APOSJ_45458, APOSJ_17617, APOSJ_17619, APOSJ_63295, APOSJ_63299, APOSJ_63298, APOSJ_52163
OG0003601	AENJA_00200	APOSJ_53543
OG0003603	AENJA_00222	APOSJ_16153, APOSJ_16154
OG0003604	AENJA_00307	APOSJ_11206
OG0003606	AENJA_00589	APOSJ_31709
OG0003607	AENJA_13133, AENJA_05386, AENJA_00747, AENJA_01115	APOSJ_37037, APOSJ_37038
OG0003608	AENJA_00758	APOSJ_00224, APOSJ_60067, APOSJ_09361, APOSJ_00221, APOSJ_09360, APOSJ_09362, APOSJ_09358
OG0003609	AENJA_00773, AENJA_25644	APOSJ_10440, APOSJ_10443, APOSJ_10438, APOSJ_10439, APOSJ_42231, APOSJ_42729, APOSJ_36615, APOSJ_25367, APOSJ_36027, APOSJ_64282, APOSJ_58218
OG0003610	AENJA_00983	APOSJ_41838
OG0003611	AENJA_04941	APOSJ_58421
OG0003612	AENJA_01169	APOSJ_10880
OG0003613	AENJA_01172	APOSJ_09180, APOSJ_09181, APOSJ_09179
OG0003614	AENJA_22433, AENJA_26113, AENJA_06844	APOSJ_56635, APOSJ_56218
OG0003615	AENJA_06537	APOSJ_63995, APOSJ_63996, APOSJ_63993, APOSJ_63994
OG0003616	AENJA_19893, AENJA_19894, AENJA_01501	APOSJ_46947, APOSJ_46945, APOSJ_56448, APOSJ_46946, APOSJ_62998
OG0003618	AENJA_01642	APOSJ_41380, APOSJ_58189, APOSJ_23320, APOSJ_61743, APOSJ_41378, APOSJ_52928, APOSJ_51639, APOSJ_41381, APOSJ_32988, APOSJ_52927, APOSJ_51640
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	APOSJ_63145, APOSJ_33903, APOSJ_33902
OG0003620	AENJA_01724	APOSJ_31171, APOSJ_31170, APOSJ_31168, APOSJ_63738, APOSJ_31172, APOSJ_31169
OG0003621	AENJA_01959	APOSJ_00688, APOSJ_20627, APOSJ_20626, APOSJ_20625
OG0003622	AENJA_02334	APOSJ_29153, APOSJ_51976
OG0003623	AENJA_02369	APOSJ_32094, APOSJ_32091, APOSJ_32093, APOSJ_39728, APOSJ_27217, APOSJ_50614, APOSJ_39732, APOSJ_39729, APOSJ_32087, APOSJ_32089, APOSJ_32090, APOSJ_27219, APOSJ_27220, APOSJ_50615, APOSJ_32086, APOSJ_27216, APOSJ_04033, APOSJ_27218, APOSJ_32092, APOSJ_32088
OG0003624	AENJA_02868	APOSJ_50717
OG0003625	AENJA_02944, AENJA_07610	APOSJ_38667
OG0003626	AENJA_03156	APOSJ_54979, APOSJ_54983, APOSJ_54980, APOSJ_54982, APOSJ_54981, APOSJ_50348
OG0003627	AENJA_03181	APOSJ_14223, APOSJ_14224
OG0003628	AENJA_12461, AENJA_03215	APOSJ_61936, APOSJ_09989, APOSJ_09988
OG0003629	AENJA_03286	APOSJ_37717, APOSJ_17126, APOSJ_37956, APOSJ_37954, APOSJ_17127, APOSJ_27303, APOSJ_17125, APOSJ_37952, APOSJ_37950, APOSJ_37955, APOSJ_47532
OG0003630	AENJA_03435	APOSJ_00695, APOSJ_00696, APOSJ_00693, APOSJ_00692, APOSJ_00694
OG0003631	AENJA_25153, AENJA_03572	APOSJ_50747, APOSJ_59918
OG0003632	AENJA_03584	APOSJ_47100
OG0003633	AENJA_03746	APOSJ_19883
OG0003634	AENJA_03758	APOSJ_06198, APOSJ_01007
OG0003635	AENJA_03933	APOSJ_04083
OG0003636	AENJA_04212, AENJA_04213, AENJA_04214	APOSJ_33666, APOSJ_06255, APOSJ_62298, APOSJ_62294, APOSJ_37331, APOSJ_62296, APOSJ_62297, APOSJ_62292, APOSJ_62295, APOSJ_45930, APOSJ_37332, APOSJ_37330
OG0003637	AENJA_04713, AENJA_04366	APOSJ_41945, APOSJ_38623
OG0003638	AENJA_04417	APOSJ_08758, APOSJ_20093
OG0003639	AENJA_04591	APOSJ_62933
OG0003640	AENJA_05057	APOSJ_37892, APOSJ_37893
OG0003641	AENJA_05255	APOSJ_05920, APOSJ_05922
OG0003642	AENJA_05368, AENJA_23786	APOSJ_38601, APOSJ_38600, APOSJ_38599, APOSJ_41842
OG0003643	AENJA_05513, AENJA_24494	APOSJ_55403, APOSJ_55405, APOSJ_55402, APOSJ_08512
OG0003644	AENJA_06076	APOSJ_55993, APOSJ_55994
OG0003645	AENJA_06128	APOSJ_37449
OG0003646	AENJA_06203	APOSJ_23541, APOSJ_23542, APOSJ_23537, APOSJ_23543, APOSJ_23535, APOSJ_23540, APOSJ_23536, APOSJ_27104, APOSJ_23539, APOSJ_23538
OG0003647	AENJA_06206	APOSJ_49067, APOSJ_49068, APOSJ_49065, APOSJ_49066
OG0003648	AENJA_06252	APOSJ_09163, APOSJ_09164, APOSJ_09166, APOSJ_09162, APOSJ_09161, APOSJ_09165
OG0003649	AENJA_06343	APOSJ_60879, APOSJ_60878, APOSJ_60881, APOSJ_56606, APOSJ_60876, APOSJ_56605, APOSJ_60882, APOSJ_56608, APOSJ_60880, APOSJ_15298
OG0003650	AENJA_06545	APOSJ_45185
OG0003651	AENJA_06546	APOSJ_05909, APOSJ_37499, APOSJ_05907, APOSJ_05912, APOSJ_05908, APOSJ_05911
OG0003652	AENJA_07122	APOSJ_29336, APOSJ_00750, APOSJ_29335, APOSJ_29333, APOSJ_29338, APOSJ_29334
OG0003653	AENJA_07144	APOSJ_08528
OG0003654	AENJA_07431	APOSJ_46134, APOSJ_46135
OG0003655	AENJA_07748	APOSJ_23658, APOSJ_18181, APOSJ_23659
OG0003656	AENJA_08284	APOSJ_33366, APOSJ_33372, APOSJ_12381, APOSJ_60063, APOSJ_60064
OG0003657	AENJA_08341	APOSJ_51021, APOSJ_02905, APOSJ_02906, APOSJ_02903
OG0003658	AENJA_08342	APOSJ_36597, APOSJ_28693
OG0003659	AENJA_08800	APOSJ_21711
OG0003662	AENJA_09164	APOSJ_51160, APOSJ_11554
OG0003663	AENJA_09628	APOSJ_35375, APOSJ_35370, APOSJ_04955, APOSJ_35371, APOSJ_21861, APOSJ_35369, APOSJ_04956, APOSJ_04952, APOSJ_30850, APOSJ_14972, APOSJ_35368, APOSJ_35372
OG0003664	AENJA_09805	APOSJ_04762, APOSJ_04763
OG0003665	AENJA_10034	APOSJ_49931, APOSJ_22988
OG0003666	AENJA_10364	APOSJ_22692
OG0003669	AENJA_10658	APOSJ_12392, APOSJ_12390, APOSJ_12393, APOSJ_12389, APOSJ_43894
OG0003670	AENJA_13048	APOSJ_15191, APOSJ_57462, APOSJ_45106, APOSJ_57459, APOSJ_61272, APOSJ_45105, APOSJ_45110, APOSJ_45108, APOSJ_57461, APOSJ_57463, APOSJ_45103, APOSJ_45109, APOSJ_57460, APOSJ_45107
OG0003671	AENJA_11068	APOSJ_03493, APOSJ_03495, APOSJ_03496, APOSJ_03494
OG0003672	AENJA_11161, AENJA_24103	APOSJ_16743, APOSJ_43097, APOSJ_43093, APOSJ_16742, APOSJ_43094, APOSJ_43091, APOSJ_04069, APOSJ_16745, APOSJ_43096, APOSJ_43095, APOSJ_43092
OG0003673	AENJA_11294	APOSJ_09825, APOSJ_09824, APOSJ_56916
OG0003674	AENJA_11517	APOSJ_60765, APOSJ_57464, APOSJ_57468, APOSJ_14240, APOSJ_20112, APOSJ_20113, APOSJ_14239, APOSJ_14241, APOSJ_57470, APOSJ_46123
OG0003675	AENJA_11744	APOSJ_02103, APOSJ_02104
OG0003676	AENJA_11880	APOSJ_26585, APOSJ_26583
OG0003677	AENJA_11975	APOSJ_63538
OG0003678	AENJA_12097	APOSJ_05396
OG0003679	AENJA_12320	APOSJ_61299, APOSJ_40884
OG0003680	AENJA_12855	APOSJ_00568, APOSJ_00569
OG0003681	AENJA_12857	APOSJ_48058, APOSJ_48057, APOSJ_32259, APOSJ_48059
OG0003682	AENJA_12915	APOSJ_56030
OG0003683	AENJA_12950, AENJA_12947	APOSJ_16704, APOSJ_56879
OG0003685	AENJA_13298	APOSJ_42667, APOSJ_42670, APOSJ_01529, APOSJ_42669, APOSJ_42668
OG0003686	AENJA_13621	APOSJ_43211
OG0003688	AENJA_13670	APOSJ_26717, APOSJ_47129
OG0003689	AENJA_14017	APOSJ_25714, APOSJ_25713
OG0003690	AENJA_20908, AENJA_14230	APOSJ_32760
OG0003691	AENJA_17487	APOSJ_20048, APOSJ_20051, APOSJ_20050, APOSJ_20049
OG0003691	AENJA_14396	APOSJ_36955
OG0003692	AENJA_14437	APOSJ_36675, APOSJ_36676
OG0003693	AENJA_14583	APOSJ_38592
OG0003694	AENJA_14806	APOSJ_47953, APOSJ_07614, APOSJ_50346, APOSJ_45550, APOSJ_50345, APOSJ_07613, APOSJ_50347
OG0003695	AENJA_14941	APOSJ_11769, APOSJ_18638
OG0003697	AENJA_15049	APOSJ_29486, APOSJ_29484
OG0003698	AENJA_15085	APOSJ_58545, APOSJ_58546, APOSJ_58544
OG0003699	AENJA_23754	APOSJ_19695, APOSJ_19694, APOSJ_19693
OG0003699	AENJA_23514, AENJA_15170	APOSJ_54001, APOSJ_25082, APOSJ_44775, APOSJ_54000, APOSJ_26797, APOSJ_35286, APOSJ_54003, APOSJ_54002
OG0003700	AENJA_15228	APOSJ_18156, APOSJ_18155
OG0003701	AENJA_15293	APOSJ_55915, APOSJ_55914
OG0003702	AENJA_15340	APOSJ_30962, APOSJ_59589, APOSJ_08837
OG0003703	AENJA_15513	APOSJ_14567, APOSJ_14568
OG0003704	AENJA_15518	APOSJ_18927, APOSJ_18925
OG0003705	AENJA_15880, AENJA_16444	APOSJ_39944, APOSJ_39943, APOSJ_49390, APOSJ_22824, APOSJ_22822, APOSJ_04658, APOSJ_49391, APOSJ_39946, APOSJ_39947, APOSJ_55225, APOSJ_49392, APOSJ_49389
OG0003706	AENJA_15986	APOSJ_01299
OG0003707	AENJA_16247	APOSJ_41770, APOSJ_62148
OG0003708	AENJA_16717	APOSJ_63440, APOSJ_63444, APOSJ_53033, APOSJ_63442, APOSJ_63443
OG0003709	AENJA_17152	APOSJ_03118, APOSJ_42938
OG0003710	AENJA_17579	APOSJ_49432, APOSJ_49431
OG0003711	AENJA_17736	APOSJ_28877, APOSJ_50162, APOSJ_28879, APOSJ_28880, APOSJ_28878
OG0003712	AENJA_17842	APOSJ_43349, APOSJ_46239
OG0003713	AENJA_17988	APOSJ_28572, APOSJ_28574
OG0003714	AENJA_23117, AENJA_17998	APOSJ_62240, APOSJ_62243, APOSJ_00456, APOSJ_00455, APOSJ_57329, APOSJ_29225, APOSJ_29220, APOSJ_37841, APOSJ_62242, APOSJ_21479
OG0003715	AENJA_18133, AENJA_25471	APOSJ_00005, APOSJ_00003, APOSJ_48838, APOSJ_48843, APOSJ_45123, APOSJ_48842, APOSJ_48841, APOSJ_48840, APOSJ_48837, APOSJ_55906, APOSJ_55911, APOSJ_55909, APOSJ_55905
OG0003716	AENJA_18178	APOSJ_39158, APOSJ_39155, APOSJ_39154, APOSJ_39156, APOSJ_39157, APOSJ_39159
OG0003717	AENJA_18567	APOSJ_06227, APOSJ_06228
OG0003718	AENJA_18593	APOSJ_08670, APOSJ_08671
OG0003719	AENJA_18681	APOSJ_41819, APOSJ_41713, APOSJ_41715, APOSJ_41820, APOSJ_41815, APOSJ_41714, APOSJ_41816, APOSJ_41818, APOSJ_62384, APOSJ_62397, APOSJ_61565, APOSJ_41817
OG0003720	AENJA_18939	APOSJ_12013, APOSJ_12014, APOSJ_12015
OG0003721	AENJA_19137	APOSJ_38023
OG0003722	AENJA_19232	APOSJ_26303
OG0003723	AENJA_20344	APOSJ_12862, APOSJ_04991, APOSJ_04992
OG0003724	AENJA_19400	APOSJ_55389
OG0003725	AENJA_19411	APOSJ_50821
OG0003726	AENJA_19480	APOSJ_08579, APOSJ_08580, APOSJ_08582, APOSJ_08581
OG0003726	AENJA_22995	APOSJ_50172, APOSJ_30196
OG0003727	AENJA_19507	APOSJ_44176, APOSJ_44177, APOSJ_44179, APOSJ_44181, APOSJ_57383, APOSJ_44178
OG0003728	AENJA_19716	APOSJ_45747, APOSJ_42885, APOSJ_02942, APOSJ_42889, APOSJ_42888
OG0003729	AENJA_19798	APOSJ_03980
OG0003730	AENJA_19955	APOSJ_62030, APOSJ_47765, APOSJ_47763, APOSJ_25164, APOSJ_25154, APOSJ_47764
OG0003731	AENJA_19989	APOSJ_05515, APOSJ_05519, APOSJ_05517, APOSJ_05518, APOSJ_05516
OG0003733	AENJA_20334	APOSJ_45706, APOSJ_18728, APOSJ_45704, APOSJ_45703, APOSJ_45707, APOSJ_45705
OG0003734	AENJA_20690	APOSJ_10018, APOSJ_40237
OG0003735	AENJA_20826	APOSJ_19361
OG0003736	AENJA_20853	APOSJ_26482, APOSJ_47642, APOSJ_47639, APOSJ_07570, APOSJ_07574, APOSJ_07573, APOSJ_07571, APOSJ_07577, APOSJ_47643, APOSJ_65237, APOSJ_07578, APOSJ_26483
OG0003737	AENJA_20913	APOSJ_06544
OG0003738	AENJA_21039	APOSJ_30831, APOSJ_62127, APOSJ_62128, APOSJ_62126, APOSJ_44442, APOSJ_44444
OG0003739	AENJA_21483	APOSJ_51985, APOSJ_59856, APOSJ_59860, APOSJ_59858, APOSJ_05627, APOSJ_63277, APOSJ_32386, APOSJ_59854, APOSJ_63278, APOSJ_59855, APOSJ_59859, APOSJ_59857
OG0003740	AENJA_21680	APOSJ_53050
OG0003741	AENJA_21770	APOSJ_52967, APOSJ_52968
OG0003742	AENJA_22403	APOSJ_57497, APOSJ_46994
OG0003743	AENJA_22572	APOSJ_13721, APOSJ_13720, APOSJ_31955
OG0003744	AENJA_22829	APOSJ_04329, APOSJ_04330
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	APOSJ_40164, APOSJ_32998
OG0003746	AENJA_23348	APOSJ_52228
OG0003747	AENJA_23433	APOSJ_05608, APOSJ_05609, APOSJ_05610
OG0003748	AENJA_23488, AENJA_23487	APOSJ_29990, APOSJ_29989
OG0003749	AENJA_23639	APOSJ_44308, APOSJ_44307
OG0003750	AENJA_23963	APOSJ_50371, APOSJ_50373, APOSJ_50370, APOSJ_50372, APOSJ_50374, APOSJ_50369
OG0003751	AENJA_24526	APOSJ_34295
OG0003752	AENJA_24562	APOSJ_05438, APOSJ_33907
OG0003753	AENJA_24858	APOSJ_07576
OG0003754	AENJA_24910	APOSJ_24772, APOSJ_60257, APOSJ_60279
OG0003755	AENJA_24952	APOSJ_55619, APOSJ_55620, APOSJ_55621, APOSJ_55618
OG0003756	AENJA_25172	APOSJ_31907, APOSJ_31906, APOSJ_31905
OG0003757	AENJA_25326	APOSJ_41305, APOSJ_62442, APOSJ_64911, APOSJ_64910, APOSJ_60966, APOSJ_24442, APOSJ_64913, APOSJ_60991, APOSJ_61001
OG0003758	AENJA_25591	APOSJ_53340, APOSJ_61521, APOSJ_53338
OG0003759	AENJA_25619	APOSJ_33874, APOSJ_33875, APOSJ_13678
OG0003760	AENJA_26295	APOSJ_54190
OG0003761	AENJA_26423	APOSJ_48576, APOSJ_44996, APOSJ_47246
OG0003762	AENJA_26451	APOSJ_43942, APOSJ_29508, APOSJ_29483, APOSJ_14767, APOSJ_08898, APOSJ_08894, APOSJ_43941, APOSJ_08896
OG0003795	AENJA_00051	APOSJ_61385, APOSJ_61384, APOSJ_40895, APOSJ_61386
OG0003798	AENJA_00181	APOSJ_12428, APOSJ_13043
OG0003802	AENJA_18470, AENJA_23024, AENJA_00441, AENJA_21440, AENJA_05743	APOSJ_32521, APOSJ_31706, APOSJ_35830
OG0003802	AENJA_03445, AENJA_01719, AENJA_15612, AENJA_05741	APOSJ_03269
OG0003803	AENJA_00564	APOSJ_63490, APOSJ_44795, APOSJ_44796, APOSJ_44797
OG0003804	AENJA_07135, AENJA_07522, AENJA_04585	APOSJ_18626
OG0003804	AENJA_04584	APOSJ_17337
OG0003805	AENJA_00932, AENJA_01598	APOSJ_22439
OG0003806	AENJA_00944	APOSJ_61479, APOSJ_61478, APOSJ_61477, APOSJ_61475, APOSJ_61476
OG0003807	AENJA_00967	APOSJ_38997
OG0003808	AENJA_00978	APOSJ_56880, APOSJ_56881, APOSJ_16708, APOSJ_56882, APOSJ_04168, APOSJ_62230, APOSJ_56883
OG0003809	AENJA_01422	APOSJ_10476, APOSJ_10474, APOSJ_10469, APOSJ_10470, APOSJ_10471, APOSJ_10472, APOSJ_10473, APOSJ_10475
OG0003810	AENJA_01566	APOSJ_28030, APOSJ_28032, APOSJ_28031, APOSJ_28029
OG0003811	AENJA_01571	APOSJ_10829, APOSJ_10830, APOSJ_23632, APOSJ_10831
OG0003812	AENJA_01871	APOSJ_54158, APOSJ_01747, APOSJ_60218, APOSJ_54157, APOSJ_54156
OG0003813	AENJA_02053	APOSJ_38319, APOSJ_38320
OG0003815	AENJA_02172	APOSJ_25606, APOSJ_25608, APOSJ_25605, APOSJ_25610, APOSJ_25607, APOSJ_25609
OG0003816	AENJA_02254	APOSJ_12414, APOSJ_42543, APOSJ_45648, APOSJ_12413, APOSJ_42540, APOSJ_42541, APOSJ_42542, APOSJ_23138, APOSJ_60193, APOSJ_34311, APOSJ_53287
OG0003817	AENJA_02398	APOSJ_26815, APOSJ_16794, APOSJ_36258, APOSJ_16807
OG0003818	AENJA_02475	APOSJ_04525, APOSJ_04528, APOSJ_04527, APOSJ_04524, APOSJ_04523, APOSJ_04526
OG0003819	AENJA_02807, AENJA_24411, AENJA_02804, AENJA_02806, AENJA_25341, AENJA_02805, AENJA_24832	APOSJ_38897, APOSJ_38898
OG0003820	AENJA_02870, AENJA_19572	APOSJ_09672
OG0003821	AENJA_02911	APOSJ_47118, APOSJ_47115, APOSJ_47113, APOSJ_47117, APOSJ_47116, APOSJ_47114, APOSJ_47112
OG0003823	AENJA_02946	APOSJ_26903
OG0003824	AENJA_02975	APOSJ_33742, APOSJ_18170, APOSJ_33739, APOSJ_33740, APOSJ_33738, APOSJ_06733, APOSJ_33744, APOSJ_33745, APOSJ_33743, APOSJ_33741
OG0003825	AENJA_02982	APOSJ_11859
OG0003826	AENJA_03131	APOSJ_01356, APOSJ_01357
OG0003827	AENJA_03548	APOSJ_58974, APOSJ_58973, APOSJ_09426, APOSJ_58972
OG0003828	AENJA_03700	APOSJ_09885, APOSJ_35825, APOSJ_24369, APOSJ_35820, APOSJ_55660, APOSJ_55659, APOSJ_35827, APOSJ_09883, APOSJ_35824, APOSJ_35826, APOSJ_35822, APOSJ_58629, APOSJ_35821, APOSJ_35823
OG0003829	AENJA_03792	APOSJ_42034, APOSJ_63776, APOSJ_63772, APOSJ_63770, APOSJ_42035
OG0003830	AENJA_26357, AENJA_19327	APOSJ_46693
OG0003831	AENJA_03886	APOSJ_16069
OG0003832	AENJA_03902	APOSJ_43248
OG0003833	AENJA_04439	APOSJ_30468, APOSJ_30469, APOSJ_03956, APOSJ_03955
OG0003834	AENJA_04549, AENJA_04550	APOSJ_32235
OG0003835	AENJA_12493, AENJA_04664	APOSJ_17249, APOSJ_17252, APOSJ_17255, APOSJ_27742, APOSJ_17254, APOSJ_27743, APOSJ_43051, APOSJ_17251, APOSJ_17253, APOSJ_17248
OG0003836	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265	APOSJ_19571, APOSJ_19573, APOSJ_19572, APOSJ_19574
OG0003837	AENJA_04856	APOSJ_31977, APOSJ_31976, APOSJ_31979
OG0003838	AENJA_04967	APOSJ_61074
OG0003839	AENJA_06897	APOSJ_46438, APOSJ_39403, APOSJ_46439, APOSJ_39406
OG0003840	AENJA_07883	APOSJ_51046
OG0003841	AENJA_05729	APOSJ_23433, APOSJ_23444, APOSJ_23441, APOSJ_23431
OG0003842	AENJA_05895	APOSJ_53084, APOSJ_23246
OG0003843	AENJA_06254	APOSJ_57342
OG0003844	AENJA_06372	APOSJ_11210
OG0003845	AENJA_06384	APOSJ_46010, APOSJ_46011, APOSJ_28260
OG0003846	AENJA_06476	APOSJ_50869
OG0003847	AENJA_06829	APOSJ_65396
OG0003848	AENJA_06904	APOSJ_04335, APOSJ_26933
OG0003849	AENJA_06923	APOSJ_51408
OG0003850	AENJA_07117, AENJA_21595	APOSJ_33809, APOSJ_33808, APOSJ_13314, APOSJ_33810
OG0003851	AENJA_07129	APOSJ_39165
OG0003852	AENJA_07216	APOSJ_52160
OG0003854	AENJA_07506	APOSJ_34788, APOSJ_34789, APOSJ_34787
OG0003855	AENJA_07705	APOSJ_18900
OG0003857	AENJA_08085	APOSJ_05750, APOSJ_05749, APOSJ_05751, APOSJ_05756, APOSJ_05755, APOSJ_05753, APOSJ_05754, APOSJ_05752
OG0003858	AENJA_08566	APOSJ_46741, APOSJ_46742, APOSJ_46743, APOSJ_46744, APOSJ_46739, APOSJ_46740
OG0003859	AENJA_08612	APOSJ_09877, APOSJ_09876, APOSJ_09875, APOSJ_09873, APOSJ_09872, APOSJ_09868
OG0003860	AENJA_11742	APOSJ_62081
OG0003861	AENJA_08913	APOSJ_50689, APOSJ_50692, APOSJ_50688, APOSJ_50691, APOSJ_50690, APOSJ_62729
OG0003862	AENJA_19217	APOSJ_28388, APOSJ_28387
OG0003863	AENJA_09171	APOSJ_58367, APOSJ_30244, APOSJ_30243
OG0003864	AENJA_09391	APOSJ_55808, APOSJ_33985, APOSJ_55805, APOSJ_55807, APOSJ_10875, APOSJ_55806, APOSJ_26079, APOSJ_12876
OG0003865	AENJA_09441	APOSJ_61984, APOSJ_41752
OG0003866	AENJA_09527	APOSJ_24282, APOSJ_24283
OG0003867	AENJA_09761	APOSJ_60752, APOSJ_60753
OG0003868	AENJA_09827	APOSJ_64684, APOSJ_25045
OG0003869	AENJA_17460, AENJA_09977	APOSJ_29377, APOSJ_29373, APOSJ_29376, APOSJ_29378, APOSJ_29372, APOSJ_29375, APOSJ_29371, APOSJ_29374
OG0003870	AENJA_10263	APOSJ_23016, APOSJ_06665, APOSJ_23017, APOSJ_06660, APOSJ_11376, APOSJ_23015
OG0003871	AENJA_10643	APOSJ_13302, APOSJ_22071, APOSJ_22077, APOSJ_52590
OG0003872	AENJA_10747	APOSJ_05120, APOSJ_28547, APOSJ_24592, APOSJ_24596, APOSJ_28540, APOSJ_24598, APOSJ_05119, APOSJ_24597
OG0003873	AENJA_10784	APOSJ_11172
OG0003874	AENJA_10799	APOSJ_17301, APOSJ_17304, APOSJ_49370, APOSJ_17303, APOSJ_50898, APOSJ_17302, APOSJ_17300, APOSJ_17299, APOSJ_06136, APOSJ_57345, APOSJ_50894, APOSJ_50896, APOSJ_50897, APOSJ_50895
OG0003876	AENJA_10876	APOSJ_55351, APOSJ_55353, APOSJ_55352, APOSJ_55355, APOSJ_55354, APOSJ_03915, APOSJ_55350, APOSJ_03914, APOSJ_03913
OG0003877	AENJA_11020	APOSJ_11307, APOSJ_11303, APOSJ_11306, APOSJ_11308, APOSJ_11304, APOSJ_11305, APOSJ_49244, APOSJ_39123
OG0003878	AENJA_11046	APOSJ_11385, APOSJ_11383, APOSJ_11384, APOSJ_11386
OG0003879	AENJA_11207	APOSJ_33787, APOSJ_33786
OG0003880	AENJA_11227	APOSJ_17964, APOSJ_17963
OG0003881	AENJA_11372	APOSJ_17185, APOSJ_17184, APOSJ_17186, APOSJ_40103
OG0003882	AENJA_11663	APOSJ_34819, APOSJ_32141, APOSJ_01045, APOSJ_06437, APOSJ_60271, APOSJ_04288, APOSJ_04295, APOSJ_32142, APOSJ_60270, APOSJ_12511, APOSJ_12510, APOSJ_32140
OG0003883	AENJA_11694	APOSJ_10347
OG0003884	AENJA_11725	APOSJ_00562, APOSJ_03381, APOSJ_00563
OG0003885	AENJA_11785, AENJA_23431	APOSJ_63866
OG0003886	AENJA_12066	APOSJ_13752, APOSJ_33893, APOSJ_33892, APOSJ_33894
OG0003888	AENJA_12506	APOSJ_13717
OG0003889	AENJA_12812	APOSJ_01456
OG0003890	AENJA_21991, AENJA_12959	APOSJ_37127
OG0003892	AENJA_22782	APOSJ_49727, APOSJ_49728, APOSJ_49730, APOSJ_49729, APOSJ_49726
OG0003893	AENJA_13141	APOSJ_03597
OG0003894	AENJA_13190	APOSJ_33184, APOSJ_58008, APOSJ_58009, APOSJ_60026, APOSJ_60023, APOSJ_58006, APOSJ_60025, APOSJ_60024, APOSJ_22372, APOSJ_58004, APOSJ_58005, APOSJ_58388
OG0003895	AENJA_13220	APOSJ_23140, APOSJ_15271, APOSJ_15272, APOSJ_47883, APOSJ_23143, APOSJ_47884, APOSJ_26564, APOSJ_47888, APOSJ_44417, APOSJ_47886, APOSJ_15274, APOSJ_23142, APOSJ_23144, APOSJ_47885, APOSJ_23141, APOSJ_47887
OG0003896	AENJA_13916	APOSJ_07288, APOSJ_07289, APOSJ_07287
OG0003897	AENJA_14064	APOSJ_63844, APOSJ_31200, APOSJ_31201, APOSJ_63847, APOSJ_31202, APOSJ_31203
OG0003898	AENJA_14091	APOSJ_06075
OG0003899	AENJA_14656	APOSJ_11868, APOSJ_19887, APOSJ_19885, APOSJ_11869, APOSJ_19889, APOSJ_19888, APOSJ_23150, APOSJ_11870, APOSJ_19886, APOSJ_61318
OG0003900	AENJA_15786	APOSJ_30080, APOSJ_01157, APOSJ_30082, APOSJ_59401, APOSJ_01158, APOSJ_01159, APOSJ_59405, APOSJ_59402, APOSJ_59406, APOSJ_59403, APOSJ_59404, APOSJ_59400
OG0003901	AENJA_15961	APOSJ_16327, APOSJ_16328
OG0003902	AENJA_22186, AENJA_22184, AENJA_16067	APOSJ_06629, APOSJ_06628, APOSJ_01360, APOSJ_01359
OG0003903	AENJA_16074	APOSJ_56037, APOSJ_56036, APOSJ_56038, APOSJ_56039
OG0003905	AENJA_16345	APOSJ_47298, APOSJ_47297
OG0003906	AENJA_16374	APOSJ_10444, APOSJ_10449, APOSJ_10448, APOSJ_54044, APOSJ_01703, APOSJ_10450, APOSJ_16538, APOSJ_10447, APOSJ_10451, APOSJ_01700
OG0003910	AENJA_17611	APOSJ_45369, APOSJ_45364, APOSJ_45365, APOSJ_45367, APOSJ_45368, APOSJ_45371, APOSJ_45370, APOSJ_45366
OG0003911	AENJA_17893	APOSJ_45226, APOSJ_45227, APOSJ_15903, APOSJ_15901, APOSJ_55208, APOSJ_45225
OG0003912	AENJA_18106	APOSJ_24016
OG0003913	AENJA_18124	APOSJ_63633
OG0003914	AENJA_20252	APOSJ_07145, APOSJ_27190, APOSJ_11455, APOSJ_27243, APOSJ_27231, APOSJ_11457, APOSJ_11456, APOSJ_27235
OG0003915	AENJA_18759	APOSJ_64945, APOSJ_21997
OG0003916	AENJA_18832	APOSJ_53458, APOSJ_53460
OG0003918	AENJA_19068	APOSJ_31056
OG0003919	AENJA_19176	APOSJ_35625, APOSJ_35627, APOSJ_35626
OG0003920	AENJA_19805	APOSJ_58724, APOSJ_58723
OG0003921	AENJA_19828	APOSJ_28730, APOSJ_28728
OG0003922	AENJA_19834	APOSJ_25574, APOSJ_04472, APOSJ_57037, APOSJ_04475, APOSJ_27911, APOSJ_04476
OG0003923	AENJA_19884	APOSJ_24976, APOSJ_33618, APOSJ_33619
OG0003924	AENJA_19895	APOSJ_47128, APOSJ_44739
OG0003925	AENJA_20055	APOSJ_08132
OG0003926	AENJA_20056	APOSJ_02594
OG0003927	AENJA_20528	APOSJ_28277, APOSJ_25303, APOSJ_25299, APOSJ_25300, APOSJ_25304, APOSJ_25301
OG0003928	AENJA_20623	APOSJ_08396
OG0003929	AENJA_20627	APOSJ_09142, APOSJ_53843
