Orthogroup	AENJA_ok	DROME
OG0002909	AENJA_24484	DROME00512
OG0002910	AENJA_24759	DROME07768
OG0002911	AENJA_24811	DROME01531, DROME01532, DROME01530
OG0002912	AENJA_25185	DROME03365, DROME03361, DROME03364
OG0002914	AENJA_25557	DROME16791, DROME16792, DROME16793
OG0002915	AENJA_26181	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	AENJA_26387	DROME03083
OG0002917	AENJA_26763	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016
OG0002944	AENJA_00162	DROME18576
OG0002945	AENJA_00168	DROME02620
OG0002948	AENJA_09024, AENJA_17830, AENJA_00811	DROME05969, DROME05968, DROME05967, DROME05966
OG0002949	AENJA_00985	DROME10410, DROME10411
OG0002952	AENJA_03492	DROME10856, DROME10855, DROME10853, DROME10854
OG0002953	AENJA_01495	DROME06983, DROME06984
OG0002954	AENJA_01516	DROME12606, DROME12607
OG0002955	AENJA_02171	DROME16794
OG0002956	AENJA_02280	DROME13931, DROME13930, DROME13929
OG0002957	AENJA_02431	DROME15903, DROME15902
OG0002958	AENJA_03099	DROME12415
OG0002959	AENJA_02647	DROME21736
OG0002960	AENJA_02770	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293
OG0002962	AENJA_03030	DROME20600
OG0002964	AENJA_03426	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986
OG0002966	AENJA_03777	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413
OG0002967	AENJA_03822	DROME18521, DROME18520
OG0002968	AENJA_03998	DROME05214
OG0002969	AENJA_04473	DROME04084, DROME04085
OG0002973	AENJA_05992	DROME19229, DROME19228
OG0002974	AENJA_06165	DROME01465
OG0002976	AENJA_06370	DROME16320, DROME20322, DROME20323
OG0002977	AENJA_13198	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002978	AENJA_06745	DROME09324, DROME11790
OG0002979	AENJA_07121	DROME15607
OG0002982	AENJA_07566	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	AENJA_07689	DROME12376
OG0002984	AENJA_08233	DROME11997
OG0002985	AENJA_08394	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063
OG0002986	AENJA_08464	DROME06888
OG0002987	AENJA_08505	DROME13970, DROME13977
OG0002990	AENJA_09487	DROME12949, DROME12950
OG0002991	AENJA_09631	DROME05520, DROME05522, DROME05521
OG0002992	AENJA_09713	DROME16899, DROME16900
OG0002994	AENJA_09989	DROME07777, DROME07776
OG0002995	AENJA_10168	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765
OG0002997	AENJA_25602	DROME02903
OG0002998	AENJA_11226	DROME04901, DROME04900, DROME04899
OG0003001	AENJA_18654, AENJA_11581	DROME12222
OG0003004	AENJA_11848	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708
OG0003005	AENJA_25236	DROME19774
OG0003006	AENJA_12351	DROME00129
OG0003008	AENJA_13411	DROME10417, DROME10419, DROME10418
OG0003010	AENJA_14073	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677
OG0003011	AENJA_14299	DROME17655, DROME17656
OG0003012	AENJA_14839	DROME16686
OG0003014	AENJA_15441	DROME20620
OG0003016	AENJA_15608, AENJA_21110, AENJA_15615	DROME06109, DROME04760
OG0003017	AENJA_15754	DROME03993, DROME03994
OG0003018	AENJA_15825	DROME01985
OG0003019	AENJA_15890	DROME14436
OG0003021	AENJA_16063	DROME11191
OG0003022	AENJA_16434	DROME12200
OG0003023	AENJA_18745	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476
OG0003024	AENJA_17461	DROME14540, DROME13066
OG0003025	AENJA_17533	DROME16128
OG0003026	AENJA_17803	DROME01191
OG0003027	AENJA_17824	DROME13632
OG0003028	AENJA_17984	DROME19503
OG0003029	AENJA_18248	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	AENJA_18262	DROME20783, DROME03164
OG0003031	AENJA_18273	DROME10589, DROME10590
OG0003033	AENJA_18723	DROME02552
OG0003035	AENJA_19225	DROME10664
OG0003036	AENJA_20024	DROME08134
OG0003038	AENJA_21096	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003041	AENJA_21426	DROME13990, DROME13989
OG0003042	AENJA_21557, AENJA_21556, AENJA_21559	DROME19648, DROME19650, DROME19649
OG0003043	AENJA_21648	DROME01115
OG0003044	AENJA_21752	DROME07467
OG0003045	AENJA_21814	DROME10689, DROME10687, DROME10688
OG0003046	AENJA_21816	DROME06986
OG0003048	AENJA_22326, AENJA_22325	DROME03285
OG0003049	AENJA_22479	DROME11842
OG0003050	AENJA_23005	DROME21024, DROME21025
OG0003052	AENJA_23909	DROME17384, DROME22105, DROME17383
OG0003053	AENJA_24227	DROME05736
OG0003054	AENJA_24441	DROME15214
OG0003055	AENJA_24466	DROME13955
OG0003056	AENJA_24568	DROME01323, DROME01324
OG0003058	AENJA_24768	DROME03947
OG0003059	AENJA_24855	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	AENJA_24993	DROME04543
OG0003062	AENJA_25174	DROME19727
OG0003063	AENJA_25761	DROME03416
OG0003064	AENJA_26332	DROME05139, DROME16537, DROME16536
OG0003065	AENJA_26411	DROME07296
OG0003066	AENJA_26723	DROME19326
OG0003101	AENJA_00164	DROME16966, DROME16965, DROME16967
OG0003103	AENJA_00246	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372
OG0003104	AENJA_00844, AENJA_00412	DROME01186, DROME01187
OG0003105	AENJA_00483	DROME14362, DROME14361, DROME14360
OG0003106	AENJA_00659	DROME07627
OG0003107	AENJA_00765	DROME12506
OG0003108	AENJA_01637	DROME13177, DROME13178
OG0003109	AENJA_01797	DROME00284
OG0003110	AENJA_01831	DROME09020
OG0003112	AENJA_01998	DROME16468, DROME01349, DROME01348
OG0003113	AENJA_02120	DROME01816, DROME01817
OG0003114	AENJA_02181	DROME04951, DROME04952
OG0003115	AENJA_02279	DROME18331
OG0003118	AENJA_03053	DROME11873, DROME11872
OG0003119	AENJA_03324	DROME02450, DROME02453, DROME02451
OG0003120	AENJA_03695	DROME17944
OG0003121	AENJA_03733	DROME19886, DROME19887
OG0003123	AENJA_25108, AENJA_03956, AENJA_03957	DROME20099
OG0003124	AENJA_03987	DROME18590, DROME18589, DROME18587, DROME18588, DROME18586, DROME18585
OG0003125	AENJA_04106	DROME08841, DROME08840
OG0003126	AENJA_04114	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003128	AENJA_04333	DROME20310, DROME20309
OG0003130	AENJA_04695	DROME20301, DROME20300
OG0003132	AENJA_05230	DROME12375
OG0003135	AENJA_05506	DROME07491
OG0003136	AENJA_05594	DROME17171
OG0003137	AENJA_15720, AENJA_05616	DROME01904, DROME12782
OG0003140	AENJA_06344	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908
OG0003141	AENJA_06698	DROME21226, DROME21227
OG0003142	AENJA_06782	DROME11840
OG0003144	AENJA_06849	DROME13433
OG0003145	AENJA_06906	DROME03862
OG0003146	AENJA_06954	DROME01929
OG0003147	AENJA_07167	DROME16290, DROME16289
OG0003148	AENJA_07642	DROME18800, DROME18799
OG0003149	AENJA_07652	DROME16606, DROME16608
OG0003150	AENJA_07665	DROME19300
OG0003151	AENJA_07870	DROME04792
OG0003152	AENJA_08082	DROME17760
OG0003153	AENJA_08315	DROME21845
OG0003154	AENJA_08755, AENJA_24160, AENJA_24621	DROME05761
OG0003157	AENJA_09315, AENJA_09314	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	AENJA_09855	DROME02271
OG0003159	AENJA_09999	DROME05071
OG0003160	AENJA_10130	DROME17382
OG0003161	AENJA_10165	DROME12081
OG0003164	AENJA_13680, AENJA_10532	DROME01606
OG0003165	AENJA_10534	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	AENJA_11201, AENJA_11198	DROME03939
OG0003172	AENJA_11593	DROME02195
OG0003173	AENJA_11809	DROME20160, DROME20161
OG0003174	AENJA_12148	DROME21527, DROME21526, DROME21528
OG0003175	AENJA_12200	DROME00251, DROME02106
OG0003176	AENJA_12428	DROME19128
OG0003177	AENJA_12445	DROME17587
OG0003178	AENJA_12804	DROME10286, DROME10285
OG0003179	AENJA_12977	DROME19635
OG0003180	AENJA_13194	DROME11167, DROME11166
OG0003181	AENJA_13218	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	AENJA_13237	DROME01632
OG0003183	AENJA_13297	DROME05040, DROME05042, DROME05041
OG0003184	AENJA_13777	DROME11152
OG0003185	AENJA_14384	DROME08767, DROME08766
OG0003187	AENJA_14748	DROME11796, DROME11795, DROME11794
OG0003188	AENJA_15232	DROME03250, DROME03249
OG0003189	AENJA_15393	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	AENJA_16289	DROME09590
OG0003192	AENJA_16292	DROME12610
OG0003193	AENJA_16359	DROME14192
OG0003194	AENJA_16420	DROME19483
OG0003197	AENJA_17257	DROME21048
OG0003198	AENJA_17366	DROME07357
OG0003199	AENJA_17478	DROME12668, DROME21725, DROME21726
OG0003202	AENJA_18388	DROME05838, DROME05839
OG0003203	AENJA_18705	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	AENJA_19099	DROME06205, DROME06206
OG0003206	AENJA_19670, AENJA_19671	DROME21836, DROME21837
OG0003207	AENJA_19791	DROME14952
OG0003210	AENJA_20699	DROME16773, DROME16774
OG0003212	AENJA_20864	DROME16100
OG0003214	AENJA_21694	DROME00548
OG0003215	AENJA_22196	DROME09352
OG0003217	AENJA_23373	DROME21077
OG0003218	AENJA_23390	DROME08231, DROME08230
OG0003219	AENJA_23468	DROME09373
OG0003220	AENJA_23504	DROME11342, DROME11341
OG0003222	AENJA_23860	DROME18303, DROME18302, DROME18304
OG0003223	AENJA_24204	DROME09209
OG0003224	AENJA_24262	DROME09348, DROME09349, DROME09347
OG0003225	AENJA_24401	DROME18849
OG0003226	AENJA_25297, AENJA_25291	DROME19617, DROME08490
OG0003228	AENJA_25997	DROME21008
OG0003229	AENJA_25999	DROME01144
OG0003230	AENJA_26243	DROME17741
OG0003251	AENJA_00517	DROME19769, DROME19768, DROME16949
OG0003252	AENJA_00890	DROME18445
OG0003254	AENJA_01261	DROME02901
OG0003255	AENJA_01447	DROME06336
OG0003257	AENJA_01488, AENJA_01489	DROME15418
OG0003261	AENJA_02564	DROME07634, DROME07633
OG0003262	AENJA_02627	DROME21043, DROME21045, DROME21044
OG0003263	AENJA_03032	DROME09851
OG0003264	AENJA_03403	DROME08076
OG0003267	AENJA_03748	DROME01973, DROME01974, DROME02727
OG0003268	AENJA_04034	DROME20306
OG0003269	AENJA_04245	DROME11682
OG0003272	AENJA_05460, AENJA_05459	DROME19754, DROME19755, DROME00829
OG0003273	AENJA_19818, AENJA_19819, AENJA_05792	DROME01509
OG0003275	AENJA_06088	DROME11988, DROME11987
OG0003277	AENJA_06595	DROME07456
OG0003279	AENJA_18910, AENJA_07963	DROME01016, DROME01017, DROME01018
OG0003280	AENJA_12371, AENJA_07986	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003281	AENJA_08105, AENJA_20736	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832
OG0003282	AENJA_18531	DROME17686
OG0003283	AENJA_08388, AENJA_08386, AENJA_08389	DROME12472
OG0003284	AENJA_08806	DROME06818
OG0003286	AENJA_08868	DROME09199, DROME09198
OG0003287	AENJA_08945	DROME04328, DROME08276
OG0003288	AENJA_08988	DROME00366, DROME00364, DROME00365
OG0003289	AENJA_09099	DROME20541, DROME20542
OG0003290	AENJA_09114	DROME00517
OG0003291	AENJA_09544	DROME20523
OG0003293	AENJA_10140	DROME14676
OG0003294	AENJA_10229	DROME01659, DROME01660
OG0003296	AENJA_10378	DROME09502
OG0003297	AENJA_10455	DROME19465
OG0003298	AENJA_10956	DROME08089
OG0003300	AENJA_16801	DROME16959
OG0003301	AENJA_11385	DROME18741
OG0003302	AENJA_11409	DROME01480
OG0003303	AENJA_23721, AENJA_11641	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	AENJA_11712, AENJA_18633	DROME02914, DROME02913
OG0003305	AENJA_11741	DROME13149
OG0003306	AENJA_22075	DROME10136
OG0003307	AENJA_11858	DROME17313
OG0003309	AENJA_11953	DROME19043, DROME19042
OG0003311	AENJA_12315	DROME15213
OG0003314	AENJA_12635	DROME09986, DROME09988, DROME09987, DROME09985
OG0003316	AENJA_13112	DROME13200
OG0003317	AENJA_13550	DROME19362
OG0003318	AENJA_13567	DROME16706
OG0003320	AENJA_13907	DROME12326
OG0003327	AENJA_14781	DROME19734
OG0003330	AENJA_15240	DROME03252, DROME03251
OG0003331	AENJA_15484	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	AENJA_15526	DROME00791
OG0003333	AENJA_15663	DROME10886, DROME10885, DROME10884
OG0003335	AENJA_15787	DROME18113, DROME18112
OG0003336	AENJA_15800	DROME10919, DROME10920, DROME10917
OG0003337	AENJA_15893	DROME15232
OG0003340	AENJA_16463	DROME16534, DROME16533
OG0003341	AENJA_17359	DROME01797
OG0003343	AENJA_17471	DROME09151
OG0003344	AENJA_17550	DROME04462, DROME04461
OG0003345	AENJA_22123	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003346	AENJA_18192	DROME13869
OG0003347	AENJA_18356	DROME11879, DROME11880
OG0003348	AENJA_18879	DROME02128
OG0003349	AENJA_18916	DROME08306, DROME08305, DROME08304
OG0003350	AENJA_18932	DROME00177, DROME00176
OG0003352	AENJA_19121	DROME13172
OG0003353	AENJA_20103	DROME11820, DROME11822, DROME11821
OG0003354	AENJA_20119	DROME19858
OG0003356	AENJA_21005	DROME15849
OG0003357	AENJA_21046	DROME12029
OG0003358	AENJA_21116	DROME16921
OG0003359	AENJA_21290	DROME18758
OG0003360	AENJA_21296	DROME20878, DROME20879
OG0003361	AENJA_21382	DROME13197
OG0003363	AENJA_21691	DROME10311, DROME10310, DROME10313, DROME10312
OG0003364	AENJA_21855	DROME00064
OG0003365	AENJA_21978	DROME04108
OG0003366	AENJA_22253	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	AENJA_22965, AENJA_22964	DROME12239
OG0003368	AENJA_23082	DROME16106, DROME16107
OG0003370	AENJA_23534	DROME12377, DROME12378
OG0003371	AENJA_23861	DROME09945, DROME09943, DROME09944, DROME09946
OG0003372	AENJA_24254	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	AENJA_24682, AENJA_24683	DROME06476, DROME06475, DROME06474
OG0003375	AENJA_24824	DROME21029
OG0003376	AENJA_24827	DROME16130, DROME16131, DROME16129
OG0003377	AENJA_24906	DROME20606
OG0003378	AENJA_24909	DROME18533
OG0003380	AENJA_25323	DROME14333
OG0003381	AENJA_25399	DROME10051
OG0003384	AENJA_25752	DROME17249, DROME17250
OG0003386	AENJA_26435	DROME07039, DROME07040, DROME07041
OG0003419	AENJA_00054	DROME18310, DROME17074
OG0003422	AENJA_00528	DROME04814
OG0003425	AENJA_01194	DROME11464, DROME11465, DROME11463
OG0003426	AENJA_01257	DROME12495
OG0003429	AENJA_01963	DROME10811, DROME14963, DROME10812
OG0003430	AENJA_02400	DROME19610, DROME04057
OG0003431	AENJA_02555	DROME13747
OG0003433	AENJA_02659	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	AENJA_02675	DROME00166, DROME15353
OG0003437	AENJA_02889, AENJA_18380	DROME09807
OG0003439	AENJA_03292	DROME16821
OG0003442	AENJA_03564	DROME06015, DROME06013, DROME06014
OG0003443	AENJA_03622	DROME18500
OG0003444	AENJA_03663	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	AENJA_03793	DROME01285
OG0003448	AENJA_04038	DROME02828, DROME02829, DROME02830
OG0003450	AENJA_04269	DROME03280
OG0003452	AENJA_04578	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003453	AENJA_04592	DROME19225
OG0003454	AENJA_04653	DROME10067
OG0003455	AENJA_04759	DROME04003
OG0003456	AENJA_04853	DROME19556
OG0003457	AENJA_05123	DROME06510, DROME06508, DROME06509
OG0003458	AENJA_05270	DROME04148
OG0003459	AENJA_05414	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003460	AENJA_05490	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003461	AENJA_05624	DROME17474, DROME21694
OG0003462	AENJA_17634, AENJA_15093, AENJA_05724, AENJA_20654	DROME00239
OG0003463	AENJA_05770	DROME20444
OG0003464	AENJA_10817, AENJA_05778	DROME06231
OG0003465	AENJA_06069	DROME04464
OG0003467	AENJA_06433	DROME06043, DROME06042
OG0003468	AENJA_06823	DROME01968
OG0003470	AENJA_07032	DROME13653
OG0003472	AENJA_07615	DROME09631, DROME09633
OG0003475	AENJA_08250	DROME02190
OG0003477	AENJA_08292	DROME12317
OG0003478	AENJA_08408	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	AENJA_08477	DROME13645
OG0003481	AENJA_08978, AENJA_08977	DROME01114
OG0003482	AENJA_08998	DROME08487
OG0003483	AENJA_09252	DROME09876, DROME09877
OG0003485	AENJA_09503	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	AENJA_10277	DROME12571
OG0003489	AENJA_11004	DROME01312
OG0003490	AENJA_11053	DROME13468
OG0003491	AENJA_11118	DROME11698
OG0003492	AENJA_11247	DROME17943
OG0003493	AENJA_20319, AENJA_11275	DROME09294
OG0003496	AENJA_19103, AENJA_12010	DROME03124
OG0003497	AENJA_12369	DROME08732
OG0003498	AENJA_12653	DROME13034, DROME13035
OG0003499	AENJA_12654	DROME14561
OG0003501	AENJA_13025	DROME13347, DROME13346, DROME13348
OG0003502	AENJA_13200	DROME19567, DROME14375
OG0003503	AENJA_13216	DROME17101, DROME17102
OG0003504	AENJA_13617	DROME06794
OG0003505	AENJA_13629	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	AENJA_13681	DROME18707
OG0003507	AENJA_13693	DROME14387, DROME14388
OG0003508	AENJA_13894	DROME15658
OG0003513	AENJA_15883	DROME08556
OG0003515	AENJA_16192	DROME21652
OG0003518	AENJA_16797	DROME08309
OG0003519	AENJA_16830	DROME06802
OG0003520	AENJA_17161	DROME21807, DROME02028
OG0003523	AENJA_17997	DROME16368
OG0003524	AENJA_17999	DROME09643, DROME09639, DROME09640
OG0003526	AENJA_18515	DROME05107
OG0003528	AENJA_18722	DROME21047, DROME06070
OG0003530	AENJA_18942	DROME12252
OG0003531	AENJA_19107	DROME21993
OG0003532	AENJA_19405	DROME08605
OG0003533	AENJA_19980, AENJA_22646	DROME04480, DROME04479, DROME04481
OG0003535	AENJA_20349	DROME12323, DROME12324, DROME12325
OG0003536	AENJA_20549	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	AENJA_20720	DROME20330
OG0003539	AENJA_20975	DROME09387, DROME09386
OG0003541	AENJA_21308	DROME10049, DROME10048
OG0003543	AENJA_21659	DROME18669
OG0003544	AENJA_21703	DROME05896
OG0003545	AENJA_21908	DROME08949
OG0003547	AENJA_22029	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	AENJA_22613	DROME15072
OG0003550	AENJA_22695	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	AENJA_22715	DROME18271, DROME18270, DROME16713
OG0003552	AENJA_22940	DROME18554, DROME18555
OG0003553	AENJA_23077	DROME17708
OG0003554	AENJA_23083	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	AENJA_23329	DROME06703, DROME06702
OG0003557	AENJA_23658	DROME19532
OG0003558	AENJA_23724	DROME06037
OG0003560	AENJA_24076	DROME18173
OG0003561	AENJA_24294	DROME10510
OG0003562	AENJA_24391	DROME12847, DROME12848
OG0003564	AENJA_24810	DROME16736
OG0003566	AENJA_25138	DROME08493, DROME08492
OG0003567	AENJA_25441	DROME20360, DROME20359
OG0003568	AENJA_25542	DROME08773
OG0003569	AENJA_25887	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	AENJA_26158	DROME14267, DROME14246
OG0003571	AENJA_26245	DROME19608
OG0003573	AENJA_26698	DROME07521
OG0003597	AENJA_00060	DROME16622, DROME16621
OG0003599	AENJA_06205	DROME08018
OG0003603	AENJA_00222	DROME05424
OG0003604	AENJA_00307	DROME19568
OG0003606	AENJA_00589	DROME07484, DROME07483, DROME07482
OG0003610	AENJA_00983	DROME07982, DROME07983
OG0003611	AENJA_04941	DROME17638
OG0003613	AENJA_01172	DROME00856
OG0003615	AENJA_01282, AENJA_22435, AENJA_06537	DROME16618, DROME16617
OG0003617	AENJA_01515, AENJA_11306	DROME16095
OG0003618	AENJA_01642	DROME15284, DROME15283
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	DROME13589, DROME13590
OG0003620	AENJA_01724	DROME17770
OG0003621	AENJA_01959	DROME13714, DROME13715, DROME13713
OG0003623	AENJA_02369	DROME01675
OG0003624	AENJA_02868	DROME12696
OG0003626	AENJA_05658	DROME07546
OG0003629	AENJA_03286	DROME03564
OG0003630	AENJA_03435	DROME06784
OG0003631	AENJA_25153, AENJA_03572	DROME07363
OG0003632	AENJA_03584	DROME18545
OG0003635	AENJA_24258, AENJA_03933	DROME04946
OG0003638	AENJA_04417	DROME16659
OG0003641	AENJA_05255	DROME01116
OG0003642	AENJA_05368, AENJA_23786	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	AENJA_06076	DROME00616
OG0003645	AENJA_06128	DROME12178
OG0003646	AENJA_06203	DROME09249, DROME09250
OG0003647	AENJA_06206	DROME16616
OG0003649	AENJA_06343	DROME12148, DROME12149
OG0003650	AENJA_06545	DROME10934, DROME10933
OG0003655	AENJA_07748	DROME13069, DROME13070
OG0003656	AENJA_08284	DROME14867, DROME14868, DROME19174
OG0003657	AENJA_08341	DROME04619
OG0003658	AENJA_08342	DROME07032
OG0003659	AENJA_08800	DROME09855
OG0003660	AENJA_08993	DROME02231, DROME02233, DROME02232
OG0003661	AENJA_09036	DROME07051
OG0003664	AENJA_09805	DROME05104
OG0003666	AENJA_10364	DROME11426
OG0003667	AENJA_10380	DROME18793, DROME18792, DROME03291
OG0003668	AENJA_10387	DROME15022, DROME15023
OG0003669	AENJA_10658	DROME05487
OG0003671	AENJA_11068	DROME13120
OG0003672	AENJA_11161, AENJA_24103	DROME03649
OG0003677	AENJA_11975	DROME10098
OG0003678	AENJA_12097	DROME20450
OG0003679	AENJA_12320	DROME02313
OG0003680	AENJA_12855	DROME01384
OG0003681	AENJA_12857	DROME08680, DROME08681
OG0003682	AENJA_12915	DROME12564
OG0003683	AENJA_12947	DROME03935
OG0003686	AENJA_13621	DROME06762
OG0003687	AENJA_13636	DROME12601
OG0003690	AENJA_20908, AENJA_14230	DROME00439
OG0003692	AENJA_14437	DROME11124
OG0003693	AENJA_14583	DROME08115
OG0003694	AENJA_14806	DROME12215, DROME12216
OG0003695	AENJA_14941	DROME01947
OG0003696	AENJA_15025	DROME10156
OG0003697	AENJA_15049	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	AENJA_15085	DROME17520
OG0003700	AENJA_15228	DROME01181, DROME01182
OG0003701	AENJA_15293	DROME18636, DROME18637
OG0003703	AENJA_15505, AENJA_15513	DROME15370
OG0003704	AENJA_15518	DROME02181, DROME02180
OG0003708	AENJA_16717	DROME12282, DROME12281
OG0003709	AENJA_17152	DROME13668, DROME18688
OG0003710	AENJA_17579	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	AENJA_17842	DROME10970
OG0003713	AENJA_17988	DROME05410
OG0003714	AENJA_23117, AENJA_17998	DROME02517
OG0003716	AENJA_18178	DROME18657
OG0003717	AENJA_18567	DROME10046
OG0003718	AENJA_18593	DROME01297
OG0003719	AENJA_18681	DROME14563
OG0003720	AENJA_18939	DROME17484
OG0003721	AENJA_19137	DROME09052
OG0003722	AENJA_19232	DROME05995
OG0003729	AENJA_19798	DROME04356, DROME06341
OG0003731	AENJA_19989	DROME02907
OG0003732	AENJA_20020	DROME10070
OG0003733	AENJA_20334	DROME00230
OG0003734	AENJA_20690	DROME19430
OG0003735	AENJA_20826	DROME19631
OG0003737	AENJA_20913	DROME05769, DROME16282, DROME16607, DROME16283
OG0003738	AENJA_21039	DROME11561, DROME11562
OG0003740	AENJA_21680	DROME01620
OG0003741	AENJA_21770	DROME14002, DROME20156
OG0003742	AENJA_22403	DROME17331, DROME17332
OG0003743	AENJA_22572	DROME13785
OG0003744	AENJA_22829	DROME08150
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	DROME20574, DROME20575
OG0003746	AENJA_23348	DROME01977
OG0003747	AENJA_23433	DROME00997, DROME00995, DROME00994, DROME00996
OG0003748	AENJA_23488	DROME01784
OG0003749	AENJA_23639	DROME18502, DROME18501
OG0003750	AENJA_23963	DROME15590
OG0003753	AENJA_24858	DROME12522, DROME12521, DROME12523
OG0003754	AENJA_24910	DROME08228, DROME08227
OG0003755	AENJA_24953, AENJA_24952	DROME10789, DROME20093, DROME20094
OG0003756	AENJA_25172	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	AENJA_25591	DROME11710, DROME11712, DROME11711
OG0003759	AENJA_25619	DROME06383
OG0003761	AENJA_26423	DROME14154, DROME16436
OG0003794	AENJA_00002	DROME03810, DROME03820
OG0003795	AENJA_00051	DROME10754, DROME10753, DROME10755
OG0003798	AENJA_00181	DROME12695
OG0003803	AENJA_00564	DROME02481, DROME02482
OG0003805	AENJA_00932, AENJA_01598	DROME01815
OG0003806	AENJA_00944	DROME01868
OG0003807	AENJA_00967	DROME20522, DROME05215
OG0003808	AENJA_00978	DROME08174
OG0003809	AENJA_01422	DROME04169, DROME04168
OG0003811	AENJA_01571	DROME14988, DROME14990, DROME14989
OG0003813	AENJA_02053	DROME10056
OG0003817	AENJA_02398	DROME00653
OG0003818	AENJA_02475	DROME11129
OG0003820	AENJA_02870, AENJA_19572, AENJA_02872	DROME07987
OG0003821	AENJA_02911	DROME04477
OG0003823	AENJA_02946	DROME12335
OG0003824	AENJA_02975	DROME17215
OG0003826	AENJA_03131	DROME12869, DROME12870, DROME12868
OG0003827	AENJA_03548	DROME06883, DROME06884
OG0003828	AENJA_03700	DROME10911
OG0003829	AENJA_03792	DROME01864
OG0003831	AENJA_03886	DROME02158
OG0003832	AENJA_03902	DROME22043
OG0003834	AENJA_04549, AENJA_04550	DROME21433
OG0003836	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265	DROME15123
OG0003837	AENJA_04856	DROME14236, DROME08398
OG0003838	AENJA_04967	DROME00382, DROME00383
OG0003839	AENJA_05236, AENJA_06897	DROME21710
OG0003840	AENJA_05492	DROME00482
OG0003841	AENJA_05729	DROME10377, DROME10376, DROME21784
OG0003843	AENJA_06254	DROME02011
OG0003844	AENJA_06372	DROME19636, DROME19637
OG0003845	AENJA_06384	DROME21374
OG0003846	AENJA_06476	DROME14576
OG0003848	AENJA_06904	DROME19059, DROME03440, DROME21451, DROME09630
OG0003849	AENJA_06923	DROME18363, DROME18362
OG0003850	AENJA_07117, AENJA_21595	DROME19645
