Orthogroup	AENJA_ok	SACKO_ok
OG0004341	AENJA_15048	SACKO_28627
OG0004342	AENJA_15096	SACKO_01335
OG0004343	AENJA_15517	SACKO_03414, SACKO_21071
OG0004344	AENJA_15963	SACKO_02938
OG0004345	AENJA_16155	SACKO_24990
OG0004346	AENJA_16250, AENJA_16249	SACKO_12882
OG0004347	AENJA_16598	SACKO_18290
OG0004348	AENJA_16800	SACKO_00059
OG0004350	AENJA_16841	SACKO_33866
OG0004351	AENJA_16867	SACKO_14866
OG0004352	AENJA_16982	SACKO_10946
OG0004353	AENJA_17017	SACKO_09595
OG0004354	AENJA_17022	SACKO_06268
OG0004355	AENJA_17231	SACKO_23242
OG0004355	AENJA_17232	SACKO_00294
OG0004357	AENJA_17547	SACKO_30143
OG0004358	AENJA_18672, AENJA_18047	SACKO_23737
OG0004359	AENJA_18134	SACKO_07960
OG0004360	AENJA_18596	SACKO_13028
OG0004361	AENJA_18689	SACKO_16141
OG0004362	AENJA_19062	SACKO_08638
OG0004363	AENJA_19075	SACKO_02013
OG0004364	AENJA_19146	SACKO_23778
OG0004365	AENJA_19212	SACKO_23975
OG0004366	AENJA_19317	SACKO_02101, SACKO_28270
OG0004367	AENJA_19374	SACKO_33429
OG0004368	AENJA_19702	SACKO_03972
OG0004369	AENJA_19753	SACKO_34043, SACKO_22812
OG0004370	AENJA_19903	SACKO_26120
OG0004371	AENJA_19958	SACKO_25786, SACKO_13642
OG0004372	AENJA_23132	SACKO_02914
OG0004373	AENJA_20328	SACKO_02913
OG0004374	AENJA_20422	SACKO_27657, SACKO_05442
OG0004375	AENJA_20974	SACKO_01917
OG0004376	AENJA_21249	SACKO_04476
OG0004377	AENJA_21485	SACKO_04189
OG0004378	AENJA_21608	SACKO_21719
OG0004379	AENJA_21681	SACKO_04588
OG0004380	AENJA_21685	SACKO_08279
OG0004381	AENJA_21950	SACKO_23417
OG0004382	AENJA_22037	SACKO_16501
OG0004383	AENJA_22354	SACKO_04003
OG0004384	AENJA_22523	SACKO_31481
OG0004385	AENJA_22615	SACKO_28528
OG0004386	AENJA_22871	SACKO_04366
OG0004387	AENJA_23176	SACKO_02995, SACKO_14838, SACKO_03324, SACKO_02993
OG0004389	AENJA_23497	SACKO_09781
OG0004390	AENJA_23655	SACKO_17506
OG0004391	AENJA_23704	SACKO_06460
OG0004392	AENJA_23712	SACKO_01326
OG0004393	AENJA_23907	SACKO_03731
OG0004394	AENJA_23929	SACKO_06802
OG0004395	AENJA_24372	SACKO_29824, SACKO_29818
OG0004396	AENJA_24530	SACKO_09175
OG0004397	AENJA_25166	SACKO_00175
OG0004398	AENJA_25317	SACKO_05440
OG0004399	AENJA_25524	SACKO_01145
OG0004400	AENJA_25584	SACKO_18353
OG0004401	AENJA_25597	SACKO_22723
OG0004402	AENJA_25980	SACKO_31687
OG0004403	AENJA_26375	SACKO_17078
OG0004405	AENJA_26485	SACKO_17613, SACKO_28559
OG0004406	AENJA_26544	SACKO_12007
OG0004407	AENJA_26601	SACKO_16287
OG0004408	AENJA_26831	SACKO_22114
OG0004457	AENJA_00005	SACKO_27870
OG0004457	AENJA_08497	SACKO_16417
OG0004458	AENJA_07436, AENJA_01179, AENJA_00059	SACKO_11376, SACKO_32402, SACKO_32363, SACKO_27323, SACKO_09599
OG0004459	AENJA_00105	SACKO_07787
OG0004460	AENJA_10602, AENJA_00174	SACKO_19002
OG0004461	AENJA_00187	SACKO_15418
OG0004462	AENJA_00195	SACKO_05077
OG0004463	AENJA_00263	SACKO_04376
OG0004465	AENJA_00361	SACKO_18438
OG0004467	AENJA_00451	SACKO_04860, SACKO_19896
OG0004468	AENJA_00461	SACKO_33156
OG0004471	AENJA_00776	SACKO_07695
OG0004472	AENJA_00868	SACKO_27165
OG0004473	AENJA_00870	SACKO_03372
OG0004474	AENJA_00922	SACKO_13446
OG0004475	AENJA_03139, AENJA_01045	SACKO_00480
OG0004476	AENJA_01930	SACKO_14576
OG0004477	AENJA_01958	SACKO_15776
OG0004478	AENJA_02085	SACKO_16158
OG0004479	AENJA_02206	SACKO_15668
OG0004480	AENJA_02219	SACKO_09896
OG0004482	AENJA_02336	SACKO_15365
OG0004483	AENJA_02340	SACKO_15376
OG0004484	AENJA_02375	SACKO_24669, SACKO_24665
OG0004485	AENJA_02522, AENJA_23178	SACKO_32612
OG0004486	AENJA_02721	SACKO_13395
OG0004487	AENJA_02764	SACKO_04088
OG0004488	AENJA_03056	SACKO_11836
OG0004489	AENJA_03089	SACKO_11062
OG0004490	AENJA_03148	SACKO_01568
OG0004491	AENJA_03169	SACKO_33872
OG0004491	AENJA_03168	SACKO_33881
OG0004492	AENJA_03264	SACKO_04355
OG0004493	AENJA_03367	SACKO_04749
OG0004494	AENJA_03427	SACKO_24457
OG0004495	AENJA_03794	SACKO_09341
OG0004496	AENJA_03798	SACKO_26743
OG0004497	AENJA_03976	SACKO_26844, SACKO_04030
OG0004498	AENJA_04040	SACKO_29609
OG0004499	AENJA_04167	SACKO_14890
OG0004500	AENJA_04178	SACKO_18016
OG0004501	AENJA_11831, AENJA_04286	SACKO_05302
OG0004502	AENJA_04449	SACKO_04915, SACKO_16253
OG0004503	AENJA_04529, AENJA_23467	SACKO_30080, SACKO_30085
OG0004504	AENJA_04551	SACKO_22070, SACKO_22029
OG0004504	AENJA_21796	SACKO_30095
OG0004504	AENJA_09170	SACKO_10288
OG0004505	AENJA_22550	SACKO_07933
OG0004506	AENJA_04842	SACKO_22735
OG0004507	AENJA_04865	SACKO_01169, SACKO_28863, SACKO_01183
OG0004508	AENJA_05015	SACKO_00949
OG0004509	AENJA_05239	SACKO_04702
OG0004510	AENJA_05329	SACKO_10418
OG0004511	AENJA_05552	SACKO_11442
OG0004512	AENJA_05863	SACKO_32401
OG0004513	AENJA_06212	SACKO_34197
OG0004514	AENJA_06216	SACKO_08578
OG0004515	AENJA_06345	SACKO_10522
OG0004517	AENJA_06724	SACKO_28631
OG0004518	AENJA_06827	SACKO_14581
OG0004519	AENJA_06969	SACKO_01174
OG0004520	AENJA_07201	SACKO_26274
OG0004521	AENJA_07309	SACKO_18409
OG0004522	AENJA_07491	SACKO_16466
OG0004523	AENJA_07641	SACKO_04848
OG0004525	AENJA_07831	SACKO_19797
OG0004526	AENJA_23914, AENJA_07835	SACKO_10282
OG0004527	AENJA_07903	SACKO_27212, SACKO_27206
OG0004529	AENJA_07944	SACKO_19291
OG0004530	AENJA_07969	SACKO_20418
OG0004532	AENJA_08236	SACKO_28637
OG0004533	AENJA_08347	SACKO_17772
OG0004534	AENJA_08393	SACKO_19903, SACKO_12762
OG0004535	AENJA_08570	SACKO_03150
OG0004536	AENJA_08588	SACKO_21274
OG0004537	AENJA_08657	SACKO_21349
OG0004538	AENJA_08665	SACKO_09085
OG0004539	AENJA_08729	SACKO_22173
OG0004540	AENJA_08799	SACKO_30901
OG0004541	AENJA_08939	SACKO_15485, SACKO_17639
OG0004542	AENJA_09105	SACKO_06292
OG0004543	AENJA_09120	SACKO_11922
OG0004544	AENJA_09219	SACKO_31438
OG0004545	AENJA_09222, AENJA_25205, AENJA_22344	SACKO_15736
OG0004546	AENJA_09271	SACKO_28524
OG0004547	AENJA_17725	SACKO_12149
OG0004548	AENJA_09557	SACKO_03951
OG0004550	AENJA_10990	SACKO_19164
OG0004551	AENJA_14630	SACKO_04145
OG0004552	AENJA_11123	SACKO_08469
OG0004553	AENJA_11290	SACKO_03082
OG0004554	AENJA_11434	SACKO_00814
OG0004555	AENJA_11497	SACKO_29011
OG0004556	AENJA_11553	SACKO_18821
OG0004557	AENJA_11598	SACKO_24872
OG0004558	AENJA_11692	SACKO_28349
OG0004559	AENJA_11902	SACKO_28715
OG0004560	AENJA_11928	SACKO_28894
OG0004561	AENJA_12022	SACKO_33874
OG0004563	AENJA_12215	SACKO_33905
OG0004564	AENJA_12530	SACKO_09067
OG0004565	AENJA_12612	SACKO_02187
OG0004566	AENJA_12676	SACKO_17991
OG0004567	AENJA_12797	SACKO_07155, SACKO_28403
OG0004568	AENJA_12890	SACKO_03130
OG0004569	AENJA_12953	SACKO_07551
OG0004570	AENJA_13253	SACKO_12970, SACKO_07861
OG0004571	AENJA_13264	SACKO_31573
OG0004572	AENJA_13346, AENJA_19525	SACKO_18957
OG0004573	AENJA_13416	SACKO_18454
OG0004574	AENJA_13790	SACKO_19725
OG0004575	AENJA_20717, AENJA_13882, AENJA_18997	SACKO_28113, SACKO_31116
OG0004576	AENJA_13910	SACKO_30468
OG0004577	AENJA_13927	SACKO_15685
OG0004578	AENJA_13961	SACKO_25847
OG0004579	AENJA_14039	SACKO_17206
OG0004580	AENJA_14065	SACKO_29417
OG0004581	AENJA_14240	SACKO_30000
OG0004582	AENJA_14257	SACKO_20979, SACKO_20988
OG0004583	AENJA_14685	SACKO_05163
OG0004584	AENJA_14870	SACKO_03076
OG0004585	AENJA_14884	SACKO_13522
OG0004587	AENJA_15222, AENJA_17865	SACKO_20399
OG0004588	AENJA_15364	SACKO_20226
OG0004589	AENJA_15580	SACKO_24508
OG0004590	AENJA_15587	SACKO_24523
OG0004591	AENJA_15650	SACKO_00006
OG0004592	AENJA_16014	SACKO_20946
OG0004593	AENJA_16066	SACKO_12736
OG0004594	AENJA_16146	SACKO_05883
OG0004595	AENJA_16184	SACKO_23859
OG0004596	AENJA_26048, AENJA_16300	SACKO_28471
OG0004597	AENJA_16315	SACKO_09052
OG0004599	AENJA_16431	SACKO_10527
OG0004601	AENJA_16456	SACKO_07622, SACKO_21914
OG0004602	AENJA_16684	SACKO_33314
OG0004603	AENJA_16691	SACKO_02772
OG0004605	AENJA_16792	SACKO_24891
OG0004606	AENJA_17079	SACKO_29308
OG0004607	AENJA_17110	SACKO_15058, SACKO_15026, SACKO_15055, SACKO_07746, SACKO_08584, SACKO_07758, SACKO_15049, SACKO_15028
OG0004608	AENJA_17422	SACKO_06096
OG0004609	AENJA_17443	SACKO_02975
OG0004610	AENJA_17485	SACKO_21418
OG0004611	AENJA_17567	SACKO_19720
OG0004612	AENJA_17697	SACKO_29135
OG0004613	AENJA_17756	SACKO_19929, SACKO_19918
OG0004614	AENJA_17767	SACKO_06287
OG0004615	AENJA_17805	SACKO_28291
OG0004616	AENJA_17897	SACKO_18631
OG0004617	AENJA_17898	SACKO_32229
OG0004618	AENJA_17899	SACKO_04320
OG0004619	AENJA_18030	SACKO_13215
OG0004621	AENJA_18130	SACKO_14185
OG0004622	AENJA_18238	SACKO_09412
OG0004623	AENJA_18259	SACKO_12927, SACKO_20389
OG0004624	AENJA_18455	SACKO_12781
OG0004625	AENJA_18747	SACKO_24501
OG0004625	AENJA_18748	SACKO_24514
OG0004627	AENJA_19058	SACKO_04597
OG0004628	AENJA_19220	SACKO_04292
OG0004629	AENJA_19229	SACKO_21350
OG0004631	AENJA_19307	SACKO_01707, SACKO_23017
OG0004632	AENJA_19345	SACKO_18527
OG0004633	AENJA_19396	SACKO_12575
OG0004634	AENJA_19399	SACKO_31100
OG0004635	AENJA_19421	SACKO_11047
OG0004636	AENJA_19426, AENJA_24337, AENJA_24339	SACKO_13805
OG0004637	AENJA_19514	SACKO_21062, SACKO_21063
OG0004638	AENJA_19695	SACKO_13654
OG0004639	AENJA_19701	SACKO_03968
OG0004640	AENJA_20049	SACKO_00552
OG0004641	AENJA_20072	SACKO_18334
OG0004642	AENJA_20253	SACKO_25061
OG0004643	AENJA_20590	SACKO_25343
OG0004644	AENJA_20785	SACKO_07275
OG0004645	AENJA_20920	SACKO_01906
OG0004646	AENJA_20935	SACKO_21323
OG0004647	AENJA_21162	SACKO_11839
OG0004648	AENJA_21464	SACKO_17990
OG0004649	AENJA_21530	SACKO_18305
OG0004651	AENJA_21665	SACKO_04435
OG0004652	AENJA_21741	SACKO_08505
OG0004653	AENJA_21780	SACKO_06905
OG0004654	AENJA_21881	SACKO_14273
OG0004655	AENJA_21945	SACKO_08288
OG0004656	AENJA_22399	SACKO_08512
OG0004657	AENJA_22627	SACKO_21555
OG0004658	AENJA_22666	SACKO_03635
OG0004659	AENJA_22731	SACKO_29850
OG0004660	AENJA_22903	SACKO_08980
OG0004661	AENJA_23009	SACKO_21871, SACKO_15533
OG0004662	AENJA_23022	SACKO_07270
OG0004663	AENJA_23128	SACKO_18226
OG0004664	AENJA_23247	SACKO_08400
OG0004665	AENJA_23350	SACKO_02665
OG0004666	AENJA_23667	SACKO_26861
OG0004667	AENJA_23857	SACKO_11659
OG0004669	AENJA_23970	SACKO_26889
OG0004670	AENJA_23983	SACKO_30167
OG0004671	AENJA_24032	SACKO_31183
OG0004672	AENJA_24195	SACKO_20480
OG0004673	AENJA_24385	SACKO_00641
OG0004674	AENJA_24465	SACKO_20254
OG0004675	AENJA_24642	SACKO_13667
OG0004676	AENJA_24878	SACKO_05823
OG0004677	AENJA_24896	SACKO_09059
OG0004679	AENJA_25314	SACKO_18272
OG0004680	AENJA_25330	SACKO_32497
OG0004682	AENJA_25603	SACKO_09594
OG0004683	AENJA_25906	SACKO_31594
OG0004685	AENJA_26252	SACKO_33019
OG0004686	AENJA_26610	SACKO_22926
OG0004687	AENJA_26633	SACKO_17225
OG0004688	AENJA_26638	SACKO_26453, SACKO_26468, SACKO_26437
OG0004690	AENJA_26765	SACKO_22702
OG0004691	AENJA_26781	SACKO_19375
OG0004692	AENJA_26783	SACKO_15254, SACKO_15247
OG0004728	AENJA_00010	SACKO_04940
OG0004729	AENJA_00229	SACKO_09834
OG0004730	AENJA_00270	SACKO_16531
OG0004731	AENJA_00435	SACKO_13749, SACKO_23582
OG0004732	AENJA_00454	SACKO_25624, SACKO_15851
OG0004733	AENJA_00482	SACKO_01861
OG0004735	AENJA_00527	SACKO_12686
OG0004736	AENJA_00579	SACKO_14542
OG0004738	AENJA_00974	SACKO_22069
OG0004739	AENJA_00833	SACKO_09731
OG0004740	AENJA_00889	SACKO_05635
OG0004742	AENJA_23368, AENJA_00933	SACKO_07476, SACKO_07445, SACKO_04184
OG0004744	AENJA_01048	SACKO_02238
OG0004746	AENJA_01964	SACKO_32247
OG0004747	AENJA_02204	SACKO_23321
OG0004748	AENJA_25929, AENJA_25930, AENJA_02212	SACKO_32597
OG0004749	AENJA_02213	SACKO_00284
OG0004750	AENJA_02329	SACKO_02502, SACKO_19769, SACKO_19873, SACKO_02501
OG0004751	AENJA_02331	SACKO_28095
OG0004752	AENJA_02350	SACKO_03624, SACKO_07505
OG0004753	AENJA_02412	SACKO_12573, SACKO_03985
OG0004754	AENJA_02418	SACKO_22726
OG0004755	AENJA_02461	SACKO_27183
OG0004756	AENJA_02560	SACKO_18350
OG0004757	AENJA_02653	SACKO_18246
OG0004758	AENJA_02719	SACKO_13396
OG0004759	AENJA_02782	SACKO_34003
OG0004760	AENJA_02947	SACKO_05577
OG0004761	AENJA_03060	SACKO_27689
OG0004762	AENJA_15891	SACKO_29409
OG0004762	AENJA_03398	SACKO_05447
OG0004763	AENJA_03524	SACKO_12232
OG0004764	AENJA_03553	SACKO_20994
OG0004765	AENJA_03642	SACKO_07355
OG0004766	AENJA_03824	SACKO_32276
OG0004767	AENJA_03880	SACKO_33918
OG0004768	AENJA_03887	SACKO_30578
OG0004769	AENJA_04019	SACKO_32280
OG0004770	AENJA_04020	SACKO_04206
OG0004771	AENJA_04031	SACKO_23350
OG0004772	AENJA_04226	SACKO_28701
OG0004772	AENJA_12095	SACKO_01037
OG0004774	AENJA_04499	SACKO_28719
OG0004775	AENJA_04683, AENJA_14667	SACKO_01388
OG0004776	AENJA_04694	SACKO_29740
OG0004777	AENJA_04780	SACKO_28902
OG0004778	AENJA_25387, AENJA_15331, AENJA_16962, AENJA_04906	SACKO_32102
OG0004779	AENJA_19733, AENJA_05191	SACKO_00055
OG0004780	AENJA_05349	SACKO_09267
OG0004781	AENJA_05336	SACKO_09515
OG0004782	AENJA_05376	SACKO_16563
OG0004783	AENJA_05756	SACKO_02106
OG0004784	AENJA_05766	SACKO_30267
OG0004785	AENJA_05817	SACKO_00636, SACKO_06901
OG0004786	AENJA_05823	SACKO_02680
OG0004787	AENJA_05829	SACKO_25599
OG0004788	AENJA_05904	SACKO_02726
OG0004789	AENJA_06213	SACKO_25428
OG0004790	AENJA_06220	SACKO_00724
OG0004791	AENJA_06248	SACKO_32615
OG0004792	AENJA_06378	SACKO_07545
OG0004793	AENJA_06468	SACKO_30281
OG0004794	AENJA_06550	SACKO_26985
OG0004796	AENJA_06612	SACKO_28000
OG0004797	AENJA_06655	SACKO_30159
OG0004798	AENJA_06749	SACKO_23251
OG0004800	AENJA_18628, AENJA_06886	SACKO_17215
OG0004801	AENJA_07057	SACKO_21746
OG0004801	AENJA_07060	SACKO_21766
OG0004802	AENJA_07061	SACKO_30785, SACKO_30769
OG0004803	AENJA_07208	SACKO_18320
OG0004804	AENJA_07395	SACKO_24898
OG0004805	AENJA_07591	SACKO_04571
OG0004806	AENJA_07769	SACKO_18071
OG0004807	AENJA_14345, AENJA_07814	SACKO_18427
OG0004808	AENJA_07815	SACKO_18435, SACKO_18430
OG0004809	AENJA_07834	SACKO_02555
OG0004810	AENJA_07988	SACKO_28871
OG0004811	AENJA_07997	SACKO_16566
OG0004812	AENJA_08047	SACKO_11797
OG0004813	AENJA_08093	SACKO_25285
OG0004814	AENJA_08117	SACKO_05533
OG0004815	AENJA_08187	SACKO_24787, SACKO_15015
OG0004816	AENJA_08251	SACKO_16835
OG0004817	AENJA_08281	SACKO_27076
OG0004818	AENJA_08517	SACKO_10053
OG0004819	AENJA_08530	SACKO_33075
OG0004819	AENJA_08531	SACKO_00086
OG0004820	AENJA_08918	SACKO_14775
OG0004821	AENJA_09028	SACKO_16438
OG0004822	AENJA_09116	SACKO_24997
OG0004823	AENJA_09117	SACKO_22697
OG0004824	AENJA_09143	SACKO_06290
OG0004825	AENJA_09280	SACKO_28529, SACKO_28534
OG0004826	AENJA_09359	SACKO_17053
OG0004827	AENJA_09361	SACKO_15457
OG0004828	AENJA_09627	SACKO_05844
OG0004829	AENJA_09743	SACKO_15716
OG0004830	AENJA_09877	SACKO_13994
OG0004831	AENJA_09893	SACKO_18927
OG0004832	AENJA_09922	SACKO_04801
OG0004833	AENJA_09996	SACKO_29882
OG0004834	AENJA_10100	SACKO_08421
OG0004835	AENJA_10287	SACKO_20126
OG0004836	AENJA_10309	SACKO_21978
OG0004837	AENJA_10362	SACKO_25482
OG0004838	AENJA_10479	SACKO_16462
OG0004839	AENJA_10621	SACKO_05609
OG0004840	AENJA_10771	SACKO_08213
OG0004841	AENJA_10828	SACKO_05357
OG0004842	AENJA_10831	SACKO_17281
OG0004844	AENJA_11067	SACKO_06155
OG0004845	AENJA_11102	SACKO_24565
OG0004846	AENJA_11191	SACKO_15541
OG0004847	AENJA_11225	SACKO_08443
OG0004849	AENJA_11321	SACKO_34056
OG0004850	AENJA_11412	SACKO_19920
OG0004851	AENJA_11448	SACKO_24254
OG0004852	AENJA_11559	SACKO_22804
OG0004853	AENJA_11561	SACKO_14553
OG0004854	AENJA_11701	SACKO_31690, SACKO_23267
OG0004855	AENJA_11702	SACKO_12999
OG0004856	AENJA_11708	SACKO_25100
OG0004857	AENJA_11918	SACKO_06928
OG0004858	AENJA_12040	SACKO_31252
OG0004859	AENJA_12107	SACKO_12912
OG0004860	AENJA_12135	SACKO_23197
OG0004861	AENJA_12181	SACKO_31486
OG0004862	AENJA_23842, AENJA_20260, AENJA_12269, AENJA_12268	SACKO_15048
OG0004864	AENJA_12322	SACKO_13348
OG0004865	AENJA_17394, AENJA_12376	SACKO_05396
OG0004866	AENJA_12555	SACKO_11461
OG0004867	AENJA_12713	SACKO_19386
OG0004868	AENJA_12819	SACKO_11968
OG0004869	AENJA_12936	SACKO_27257
OG0004870	AENJA_12972	SACKO_13255
OG0004871	AENJA_13199	SACKO_20229
OG0004872	AENJA_13238	SACKO_19656
OG0004873	AENJA_13320, AENJA_24529	SACKO_22337
OG0004874	AENJA_13351	SACKO_11278
OG0004877	AENJA_13821	SACKO_28248
OG0004878	AENJA_13850	SACKO_10776, SACKO_26964
OG0004879	AENJA_13901	SACKO_26403
OG0004880	AENJA_14006	SACKO_24904
OG0004881	AENJA_14067	SACKO_05511
OG0004883	AENJA_14293	SACKO_22025
OG0004884	AENJA_14362, AENJA_15468	SACKO_25723
OG0004885	AENJA_14400	SACKO_33654
OG0004886	AENJA_14557	SACKO_23358
OG0004887	AENJA_14679	SACKO_01697
OG0004888	AENJA_14916	SACKO_33388
OG0004889	AENJA_15082	SACKO_25834
OG0004890	AENJA_15359	SACKO_04382, SACKO_03288
OG0004891	AENJA_15447	SACKO_14234
OG0004892	AENJA_15515	SACKO_28951
OG0004894	AENJA_15564	SACKO_15197
OG0004895	AENJA_15591	SACKO_33159
OG0004896	AENJA_15696	SACKO_22567
OG0004897	AENJA_15708	SACKO_02250
OG0004898	AENJA_15713	SACKO_02481
OG0004900	AENJA_15868	SACKO_08566
OG0004901	AENJA_16306	SACKO_16831
OG0004902	AENJA_16316	SACKO_09081
OG0004903	AENJA_16438	SACKO_16168
OG0004904	AENJA_16465	SACKO_30644
OG0004905	AENJA_16494	SACKO_20077, SACKO_20091, SACKO_22540, SACKO_10543
OG0004906	AENJA_16690, AENJA_26441	SACKO_27225
OG0004908	AENJA_16862	SACKO_14213
OG0004909	AENJA_16925	SACKO_22753
OG0004910	AENJA_16926	SACKO_09282
OG0004911	AENJA_16946	SACKO_20391
OG0004912	AENJA_17019	SACKO_01429
OG0004913	AENJA_17248	SACKO_17822
OG0004914	AENJA_17388	SACKO_04546
OG0004915	AENJA_17467	SACKO_20121
OG0004916	AENJA_17520	SACKO_27282
OG0004917	AENJA_17545	SACKO_11578, SACKO_25292
OG0004919	AENJA_17808	SACKO_29402
OG0004920	AENJA_17812	SACKO_07141
OG0004921	AENJA_17996	SACKO_04102, SACKO_33208
OG0004922	AENJA_18037	SACKO_12192
OG0004923	AENJA_26541, AENJA_18139	SACKO_11979
OG0004924	AENJA_18232	SACKO_11735
OG0004925	AENJA_18478	SACKO_00218
OG0004926	AENJA_18485	SACKO_24987
OG0004927	AENJA_18519	SACKO_11937
OG0004928	AENJA_18869	SACKO_30858
OG0004929	AENJA_18909	SACKO_26931, SACKO_26920
OG0004930	AENJA_18934	SACKO_11234
OG0004931	AENJA_19420	SACKO_32620
OG0004932	AENJA_19433	SACKO_24556
OG0004933	AENJA_19474	SACKO_32714
OG0004934	AENJA_19615	SACKO_17593
OG0004936	AENJA_19999	SACKO_32391
OG0004937	AENJA_20030, AENJA_25238	SACKO_05177
OG0004938	AENJA_20207	SACKO_19480, SACKO_26940
OG0004939	AENJA_20237	SACKO_21319
OG0004940	AENJA_20384	SACKO_26982
OG0004941	AENJA_20437	SACKO_10807
OG0004942	AENJA_20554	SACKO_13661
OG0004943	AENJA_21353	SACKO_12829
OG0004944	AENJA_21776	SACKO_10828
OG0004945	AENJA_24471	SACKO_04242
OG0004946	AENJA_22254	SACKO_22750
OG0004947	AENJA_22271	SACKO_20318
OG0004948	AENJA_22467	SACKO_08889, SACKO_25988, SACKO_05613
OG0004949	AENJA_22471	SACKO_22218
OG0004950	AENJA_22659	SACKO_00448
OG0004951	AENJA_22900	SACKO_01012
OG0004952	AENJA_23013	SACKO_17947
OG0004953	AENJA_23228	SACKO_07785
OG0004954	AENJA_23328	SACKO_21509
OG0004956	AENJA_23341	SACKO_26456
OG0004957	AENJA_23455	SACKO_08094
OG0004958	AENJA_23474	SACKO_29277
OG0004960	AENJA_23682	SACKO_09681
OG0004961	AENJA_23701	SACKO_22881
OG0004962	AENJA_23749	SACKO_08019
OG0004963	AENJA_23812	SACKO_23165
OG0004964	AENJA_24147	SACKO_32501
OG0004965	AENJA_24203	SACKO_26834
OG0004967	AENJA_24426	SACKO_19777
OG0004969	AENJA_24520	SACKO_26374
OG0004970	AENJA_24573	SACKO_01641, SACKO_10357
OG0004971	AENJA_24578	SACKO_06983
OG0004972	AENJA_24749	SACKO_22022
OG0004973	AENJA_24853	SACKO_26652
OG0004974	AENJA_24904	SACKO_08327
OG0004975	AENJA_25050	SACKO_00488
OG0004976	AENJA_25080	SACKO_08243, SACKO_02364
OG0004977	AENJA_25085	SACKO_22819
OG0004978	AENJA_25196	SACKO_30106
OG0004979	AENJA_25410	SACKO_02688
OG0004980	AENJA_25419	SACKO_20568
OG0004981	AENJA_25504	SACKO_04840
OG0004982	AENJA_25668	SACKO_22755
OG0004983	AENJA_25750	SACKO_03738
OG0004984	AENJA_25818	SACKO_23563
OG0004985	AENJA_26124	SACKO_31814
OG0004986	AENJA_26159	SACKO_10062
OG0004988	AENJA_26346	SACKO_18301
OG0004989	AENJA_26564	SACKO_11544
OG0004990	AENJA_26628	SACKO_26462
OG0004991	AENJA_26634	SACKO_26454
OG0004993	AENJA_26728	SACKO_02872
OG0005037	AENJA_00011	SACKO_04951
OG0005038	AENJA_00045	SACKO_27543
OG0005040	AENJA_00082	SACKO_25212
OG0005041	AENJA_00180	SACKO_04978
OG0005044	AENJA_00304	SACKO_29733
OG0005045	AENJA_00355	SACKO_19764
OG0005046	AENJA_00376	SACKO_12670
OG0005047	AENJA_00552	SACKO_09268
OG0005048	AENJA_00701	SACKO_06394
OG0005049	AENJA_00801	SACKO_28881
OG0005050	AENJA_00873	SACKO_03402
OG0005053	AENJA_01012	SACKO_07009
OG0005054	AENJA_01014	SACKO_14919
OG0005055	AENJA_01142	SACKO_33431
OG0005058	AENJA_01526	SACKO_07571
OG0005059	AENJA_01536	SACKO_08214
OG0005060	AENJA_01648, AENJA_09889	SACKO_04843, SACKO_00548
OG0005061	AENJA_01869	SACKO_04621
OG0005062	AENJA_01961	SACKO_26494
OG0005063	AENJA_02075	SACKO_31508
OG0005064	AENJA_02094, AENJA_02088	SACKO_08145
OG0005065	AENJA_02249	SACKO_01318, SACKO_01321
OG0005066	AENJA_03450	SACKO_14630
OG0005067	AENJA_02335	SACKO_18537
OG0005068	AENJA_02372	SACKO_22304
OG0005069	AENJA_02390	SACKO_02053
OG0005070	AENJA_02423	SACKO_10013
OG0005072	AENJA_02445	SACKO_25088
OG0005073	AENJA_02563	SACKO_22512
OG0005074	AENJA_02693	SACKO_26155
OG0005075	AENJA_02759	SACKO_15979
OG0005076	AENJA_02930	SACKO_12219
OG0005077	AENJA_02964	SACKO_24673
OG0005078	AENJA_03046	SACKO_12126
OG0005079	AENJA_03063	SACKO_14597
OG0005080	AENJA_03126	SACKO_17675
OG0005081	AENJA_03161	SACKO_28501
OG0005083	AENJA_03370	SACKO_14378
OG0005084	AENJA_03378	SACKO_10756
OG0005085	AENJA_03391	SACKO_08632
OG0005086	AENJA_03514	SACKO_09796
OG0005087	AENJA_03523	SACKO_26884
OG0005088	AENJA_03643	SACKO_07514
OG0005089	AENJA_03710	SACKO_21923
OG0005090	AENJA_03754	SACKO_28704
OG0005091	AENJA_03934	SACKO_20390
OG0005092	AENJA_03948	SACKO_30341
OG0005093	AENJA_03996	SACKO_00264
OG0005094	AENJA_04041	SACKO_29636
OG0005095	AENJA_04110	SACKO_11724
OG0005096	AENJA_04204	SACKO_08547
OG0005097	AENJA_04431	SACKO_28710
OG0005098	AENJA_04474	SACKO_02681
OG0005099	AENJA_04491	SACKO_28740
OG0005100	AENJA_04820	SACKO_15498
OG0005101	AENJA_04848	SACKO_13764, SACKO_34022, SACKO_17071, SACKO_17068
OG0005102	AENJA_04857	SACKO_00393, SACKO_21776, SACKO_00941, SACKO_00915, SACKO_00892, SACKO_00992
OG0005103	AENJA_04873	SACKO_29750
OG0005104	AENJA_05405	SACKO_16365
OG0005105	AENJA_05433	SACKO_24456
OG0005106	AENJA_05457	SACKO_14588
OG0005107	AENJA_05759	SACKO_25977
OG0005108	AENJA_19182	SACKO_00522
