Orthogroup	AENJA_ok	SCHMD
OG0003275	AENJA_06088	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	AENJA_06595	SCHMD27731, SCHMD11904
OG0003279	AENJA_18910, AENJA_07963	SCHMD08045
OG0003281	AENJA_08105, AENJA_20736	SCHMD10092
OG0003283	AENJA_08388, AENJA_08386, AENJA_08389	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	AENJA_08806	SCHMD07514, SCHMD15662
OG0003286	AENJA_08868	SCHMD09721
OG0003287	AENJA_08945	SCHMD14605
OG0003288	AENJA_08988	SCHMD09311, SCHMD11762
OG0003289	AENJA_09099	SCHMD16616
OG0003290	AENJA_09114	SCHMD28476, SCHMD05994
OG0003291	AENJA_09544	SCHMD09949
OG0003293	AENJA_10140	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003297	AENJA_10455	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003301	AENJA_11385	SCHMD13976, SCHMD15564
OG0003302	AENJA_11409	SCHMD01831
OG0003303	AENJA_23721, AENJA_11641	SCHMD01441
OG0003305	AENJA_11741	SCHMD12414
OG0003306	AENJA_18100	SCHMD20511
OG0003306	AENJA_22075	SCHMD03757
OG0003306	AENJA_19854	SCHMD03756
OG0003307	AENJA_11858	SCHMD16433
OG0003308	AENJA_11863	SCHMD26026, SCHMD27829, SCHMD25541
OG0003309	AENJA_11953	SCHMD01407
OG0003310	AENJA_17432, AENJA_12020	SCHMD07083
OG0003311	AENJA_12315	SCHMD10347
OG0003316	AENJA_13112	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	AENJA_13567	SCHMD12981, SCHMD18691
OG0003324	AENJA_14269, AENJA_14267	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	AENJA_25947, AENJA_14432, AENJA_19471, AENJA_25949, AENJA_14435	SCHMD09735
OG0003327	AENJA_14781	SCHMD05859
OG0003329	AENJA_15213	SCHMD18095
OG0003330	AENJA_15240	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003331	AENJA_23729	SCHMD09487
OG0003333	AENJA_15663	SCHMD20159, SCHMD28070
OG0003335	AENJA_15787	SCHMD19779
OG0003337	AENJA_15893	SCHMD01221, SCHMD01222
OG0003340	AENJA_16463	SCHMD08266
OG0003341	AENJA_17359	SCHMD00617
OG0003343	AENJA_17465, AENJA_17471	SCHMD22696
OG0003343	AENJA_17472	SCHMD22695
OG0003344	AENJA_17550	SCHMD12946, SCHMD01887
OG0003345	AENJA_17754, AENJA_22123	SCHMD29662
OG0003347	AENJA_18356	SCHMD05564, SCHMD05565, SCHMD05566
OG0003348	AENJA_18879	SCHMD11779
OG0003349	AENJA_18916	SCHMD04642, SCHMD00847
OG0003354	AENJA_20119	SCHMD00933
OG0003354	AENJA_20120	SCHMD12950
OG0003356	AENJA_21005, AENJA_21006	SCHMD07762
OG0003357	AENJA_21046	SCHMD05234
OG0003358	AENJA_21116	SCHMD00069
OG0003359	AENJA_21290	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	AENJA_21296	SCHMD04932
OG0003361	AENJA_21382	SCHMD21246, SCHMD23595, SCHMD19820
OG0003366	AENJA_22253	SCHMD14890
OG0003369	AENJA_23133	SCHMD01240
OG0003370	AENJA_23534	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876
OG0003372	AENJA_24254	SCHMD20234
OG0003373	AENJA_24423	SCHMD21509, SCHMD21699
OG0003374	AENJA_24682, AENJA_24683	SCHMD04840
OG0003375	AENJA_24824	SCHMD08102
OG0003378	AENJA_24909	SCHMD07045
OG0003380	AENJA_25323	SCHMD05800
OG0003381	AENJA_25399	SCHMD19752
OG0003382	AENJA_25400	SCHMD05894
OG0003384	AENJA_25752	SCHMD08925
OG0003386	AENJA_26435	SCHMD08232
OG0003419	AENJA_00054	SCHMD02792, SCHMD29735
OG0003421	AENJA_00119	SCHMD25644, SCHMD14414
OG0003422	AENJA_00528	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	AENJA_01194	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	AENJA_01257	SCHMD11714
OG0003429	AENJA_01963	SCHMD06630, SCHMD03609
OG0003430	AENJA_02400	SCHMD03690
OG0003431	AENJA_02555	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	AENJA_02675	SCHMD05639, SCHMD06055
OG0003435	AENJA_02757	SCHMD22101, SCHMD18693
OG0003439	AENJA_03292	SCHMD00949
OG0003443	AENJA_03622	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	AENJA_03663	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	AENJA_03793	SCHMD02071
OG0003449	AENJA_04230	SCHMD06404
OG0003450	AENJA_04269	SCHMD01589
OG0003451	AENJA_04285	SCHMD08838
OG0003453	AENJA_04592	SCHMD09929
OG0003454	AENJA_04653	SCHMD10872, SCHMD17895
OG0003455	AENJA_22892, AENJA_04759	SCHMD27744, SCHMD09301
OG0003456	AENJA_04853	SCHMD08769
OG0003458	AENJA_05270	SCHMD20564
OG0003460	AENJA_05490	SCHMD01967, SCHMD01966
OG0003462	AENJA_17634, AENJA_15093	SCHMD18652
OG0003462	AENJA_20654	SCHMD28411
OG0003463	AENJA_05770	SCHMD00720, SCHMD00721
OG0003464	AENJA_10817, AENJA_05778	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	AENJA_06069	SCHMD04832
OG0003466	AENJA_06181	SCHMD14345
OG0003467	AENJA_06433	SCHMD08398
OG0003468	AENJA_06823	SCHMD23347, SCHMD26554, SCHMD18382
OG0003473	AENJA_07820	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003475	AENJA_08250	SCHMD11005
OG0003476	AENJA_08274	SCHMD14696
OG0003477	AENJA_08292	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	AENJA_08408	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	AENJA_08477	SCHMD07504, SCHMD03144
OG0003480	AENJA_08524, AENJA_08521	SCHMD01806
OG0003483	AENJA_09252	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	AENJA_09399	SCHMD12754
OG0003486	AENJA_09585	SCHMD07957
OG0003487	AENJA_10277	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	AENJA_10887, AENJA_25027	SCHMD09112, SCHMD22268
OG0003489	AENJA_11004	SCHMD16345, SCHMD15586, SCHMD27620
OG0003491	AENJA_11118	SCHMD07566
OG0003492	AENJA_11247	SCHMD17580
OG0003496	AENJA_19103, AENJA_12010	SCHMD27149, SCHMD21580, SCHMD24551
OG0003496	AENJA_12011	SCHMD26712, SCHMD21890
OG0003497	AENJA_12369	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	AENJA_12653	SCHMD19260
OG0003501	AENJA_13025	SCHMD02846
OG0003502	AENJA_13200	SCHMD05683
OG0003503	AENJA_13216	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	AENJA_13617	SCHMD16696, SCHMD18314
OG0003505	AENJA_13629	SCHMD08229, SCHMD08228
OG0003508	AENJA_13894	SCHMD00810
OG0003510	AENJA_15122, AENJA_14984	SCHMD06295
OG0003511	AENJA_15214	SCHMD10744
OG0003513	AENJA_15883	SCHMD25986, SCHMD27084
OG0003515	AENJA_16192	SCHMD16232, SCHMD28533
OG0003516	AENJA_16746	SCHMD28216
OG0003518	AENJA_16797	SCHMD05084
OG0003519	AENJA_16830	SCHMD04577
OG0003520	AENJA_17161	SCHMD04339
OG0003522	AENJA_17840	SCHMD02972
OG0003523	AENJA_17997	SCHMD11219
OG0003524	AENJA_17999	SCHMD06675
OG0003525	AENJA_18452	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	AENJA_18617	SCHMD19091, SCHMD14510
OG0003528	AENJA_18722	SCHMD21896, SCHMD26214
OG0003530	AENJA_18943, AENJA_18942	SCHMD08166
OG0003531	AENJA_19107	SCHMD02486
OG0003532	AENJA_19405	SCHMD04373
OG0003533	AENJA_19980, AENJA_22646	SCHMD29432, SCHMD23787
OG0003534	AENJA_20224	SCHMD19910
OG0003539	AENJA_20975	SCHMD18718, SCHMD20290
OG0003543	AENJA_21659	SCHMD01295, SCHMD04172
OG0003544	AENJA_21703	SCHMD22197, SCHMD21841
OG0003545	AENJA_21908	SCHMD18885, SCHMD15544
OG0003548	AENJA_22613	SCHMD25865, SCHMD23815
OG0003550	AENJA_22695	SCHMD01327
OG0003551	AENJA_22715	SCHMD07949
OG0003552	AENJA_22940	SCHMD10623, SCHMD08451
OG0003554	AENJA_23083	SCHMD11710, SCHMD08877
OG0003555	AENJA_23304	SCHMD03932
OG0003556	AENJA_23329	SCHMD03452
OG0003557	AENJA_23658	SCHMD08732, SCHMD04421
OG0003558	AENJA_23724	SCHMD04257
OG0003561	AENJA_24294	SCHMD07358
OG0003562	AENJA_24391	SCHMD00923
OG0003563	AENJA_24776	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	AENJA_24810	SCHMD19445, SCHMD14913
OG0003566	AENJA_25138	SCHMD26756, SCHMD15301
OG0003567	AENJA_25441	SCHMD15008, SCHMD04442
OG0003568	AENJA_25542	SCHMD15819
OG0003570	AENJA_26158	SCHMD08962
OG0003571	AENJA_26245	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	AENJA_26698	SCHMD03521
OG0003597	AENJA_00060	SCHMD07116
OG0003598	AENJA_00099	SCHMD21244
OG0003599	AENJA_00129	SCHMD22763
OG0003599	AENJA_06205	SCHMD21154
OG0003600	AENJA_00154	SCHMD02224
OG0003603	AENJA_00222	SCHMD02011
OG0003604	AENJA_00307	SCHMD03287
OG0003606	AENJA_00589	SCHMD17964, SCHMD15106
OG0003607	AENJA_13133	SCHMD18996, SCHMD19067
OG0003607	AENJA_05386, AENJA_00747	SCHMD28541
OG0003610	AENJA_00983	SCHMD10025, SCHMD05007
OG0003611	AENJA_01033, AENJA_04941	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	AENJA_01169	SCHMD05840
OG0003613	AENJA_01172	SCHMD04176
OG0003615	AENJA_01282, AENJA_22435, AENJA_06537	SCHMD13214
OG0003617	AENJA_01515, AENJA_11306	SCHMD19682
OG0003618	AENJA_01642	SCHMD03820
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	SCHMD13518, SCHMD08597
OG0003620	AENJA_01724	SCHMD10079, SCHMD29362
OG0003621	AENJA_01959	SCHMD12479
OG0003622	AENJA_02334	SCHMD23632
OG0003624	AENJA_02868	SCHMD09570
OG0003625	AENJA_07610	SCHMD19163, SCHMD19678, SCHMD22465
OG0003626	AENJA_03156, AENJA_05658	SCHMD06623
OG0003627	AENJA_03181	SCHMD19934, SCHMD24898
OG0003630	AENJA_03435	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	AENJA_25153, AENJA_03572	SCHMD10913
OG0003632	AENJA_03584	SCHMD28869
OG0003635	AENJA_03933	SCHMD09927
OG0003636	AENJA_04212, AENJA_04213, AENJA_04214	SCHMD16813
OG0003638	AENJA_04417	SCHMD08904, SCHMD12994
OG0003639	AENJA_04591	SCHMD16338
OG0003640	AENJA_05057	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	AENJA_06076	SCHMD03638
OG0003646	AENJA_06203	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	AENJA_06206	SCHMD03661, SCHMD03659
OG0003649	AENJA_06343	SCHMD11461
OG0003651	AENJA_06546	SCHMD19273, SCHMD24605
OG0003652	AENJA_07122	SCHMD11274
OG0003653	AENJA_07144	SCHMD17511, SCHMD11246
OG0003654	AENJA_07431	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	AENJA_07748	SCHMD09541
OG0003657	AENJA_08341	SCHMD25752, SCHMD28011
OG0003658	AENJA_08342	SCHMD16613, SCHMD29667
OG0003659	AENJA_08800	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003666	AENJA_10364	SCHMD02137
OG0003668	AENJA_10387	SCHMD16966
OG0003669	AENJA_10658	SCHMD19438
OG0003670	AENJA_13048	SCHMD27614, SCHMD13168
OG0003671	AENJA_11068	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	AENJA_11161, AENJA_24103	SCHMD06465, SCHMD13496
OG0003674	AENJA_11517	SCHMD19493, SCHMD21241
OG0003675	AENJA_11744	SCHMD10343
OG0003676	AENJA_11880	SCHMD09933
OG0003678	AENJA_12097	SCHMD18909
OG0003679	AENJA_12320	SCHMD14973
OG0003682	AENJA_12915	SCHMD00097
OG0003683	AENJA_12950	SCHMD08791
OG0003684	AENJA_15964, AENJA_13277	SCHMD18035
OG0003685	AENJA_13298	SCHMD02813
OG0003687	AENJA_13636	SCHMD06543
OG0003688	AENJA_13670	SCHMD02218
OG0003690	AENJA_14230	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511
OG0003692	AENJA_18360, AENJA_14437	SCHMD07452
OG0003694	AENJA_14806	SCHMD01774
OG0003695	AENJA_14941	SCHMD02002
OG0003698	AENJA_15085	SCHMD04070, SCHMD04069
OG0003699	AENJA_23514	SCHMD25089, SCHMD23737
OG0003701	AENJA_15293	SCHMD15850
OG0003703	AENJA_15505, AENJA_15513	SCHMD03850
OG0003705	AENJA_16444	SCHMD16984
OG0003706	AENJA_15986	SCHMD03464, SCHMD03465
OG0003708	AENJA_16717	SCHMD13127
OG0003710	AENJA_17579	SCHMD01072
OG0003712	AENJA_17842	SCHMD01556
OG0003713	AENJA_17988	SCHMD09387
OG0003716	AENJA_18178	SCHMD16362
OG0003717	AENJA_18567	SCHMD02266
OG0003718	AENJA_18593, AENJA_23619	SCHMD19427, SCHMD27978
OG0003720	AENJA_18939	SCHMD23149, SCHMD11812
OG0003721	AENJA_19137	SCHMD06738
OG0003722	AENJA_19232	SCHMD13809
OG0003724	AENJA_19400	SCHMD11616
OG0003725	AENJA_19411	SCHMD27474, SCHMD20596
OG0003726	AENJA_19480, AENJA_22995	SCHMD25016
OG0003728	AENJA_19716	SCHMD02160
OG0003729	AENJA_19798	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	AENJA_19955	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	AENJA_19989	SCHMD22514
OG0003732	AENJA_20020	SCHMD03759
OG0003734	AENJA_20690	SCHMD00609
OG0003736	AENJA_20853, AENJA_20855	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	AENJA_20913	SCHMD26875, SCHMD23789
OG0003739	AENJA_21483	SCHMD03999
OG0003740	AENJA_21680	SCHMD13948, SCHMD17686
OG0003741	AENJA_21770	SCHMD28597, SCHMD28496
OG0003742	AENJA_22403	SCHMD03803
OG0003743	AENJA_22572	SCHMD05330, SCHMD03268
OG0003744	AENJA_22829	SCHMD04258
OG0003746	AENJA_23348	SCHMD20571
OG0003747	AENJA_23433	SCHMD26083, SCHMD25818, SCHMD20059, SCHMD21127, SCHMD27381, SCHMD20061, SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	AENJA_23639	SCHMD26791
OG0003750	AENJA_23963	SCHMD10740, SCHMD21692
OG0003751	AENJA_24526	SCHMD29178, SCHMD29232
OG0003755	AENJA_24953, AENJA_24952	SCHMD24630
OG0003756	AENJA_25172	SCHMD16272, SCHMD09193, SCHMD09560
OG0003758	AENJA_25591	SCHMD10568
OG0003759	AENJA_25619	SCHMD02168
OG0003794	AENJA_00002	SCHMD05999
OG0003795	AENJA_00051	SCHMD22731
OG0003798	AENJA_00181	SCHMD13971, SCHMD04164
OG0003803	AENJA_00564	SCHMD27722, SCHMD27442
OG0003806	AENJA_00944	SCHMD21156
OG0003808	AENJA_00978	SCHMD27875, SCHMD11284, SCHMD25011
OG0003811	AENJA_01571	SCHMD22928, SCHMD13669
OG0003812	AENJA_01871	SCHMD04985
OG0003813	AENJA_02053	SCHMD01244
OG0003818	AENJA_02472, AENJA_02475	SCHMD10822, SCHMD17278
OG0003821	AENJA_02911	SCHMD10138
OG0003825	AENJA_02982	SCHMD05990
OG0003826	AENJA_03131	SCHMD20348
OG0003827	AENJA_03548	SCHMD03936
OG0003828	AENJA_03700	SCHMD01189, SCHMD27415
OG0003831	AENJA_03886	SCHMD17115
OG0003833	AENJA_04439	SCHMD28965
OG0003834	AENJA_04549, AENJA_04550	SCHMD01451
OG0003837	AENJA_04856	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	AENJA_04967	SCHMD05207
OG0003839	AENJA_05236, AENJA_06897	SCHMD05702, SCHMD10139
OG0003840	AENJA_05492	SCHMD12844, SCHMD26426
OG0003841	AENJA_05729	SCHMD14946
OG0003844	AENJA_06372	SCHMD09963
OG0003845	AENJA_06384, AENJA_18136	SCHMD00835
OG0003846	AENJA_06476	SCHMD06517
OG0003849	AENJA_06923	SCHMD10843
OG0003850	AENJA_07117, AENJA_21595	SCHMD24952, SCHMD16801
OG0003853	AENJA_07482, AENJA_19998	SCHMD14514, SCHMD07343
OG0003856	AENJA_08084	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	AENJA_08085	SCHMD05301
OG0003862	AENJA_08964	SCHMD17392
OG0003863	AENJA_09171	SCHMD02612
OG0003865	AENJA_09441	SCHMD10111
OG0003866	AENJA_09527	SCHMD07937, SCHMD00211
OG0003868	AENJA_09827	SCHMD15677
OG0003869	AENJA_17460, AENJA_09977	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	AENJA_10643	SCHMD01262, SCHMD01263
OG0003872	AENJA_10747	SCHMD13742, SCHMD13511
OG0003875	AENJA_10875	SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	AENJA_10876	SCHMD06770
OG0003877	AENJA_11020	SCHMD08239
OG0003878	AENJA_11046	SCHMD04321
OG0003879	AENJA_11207	SCHMD18366
OG0003881	AENJA_11372	SCHMD06054, SCHMD03369
OG0003882	AENJA_11663	SCHMD13622
OG0003883	AENJA_11694	SCHMD24582
OG0003884	AENJA_11725	SCHMD04417
OG0003885	AENJA_11785, AENJA_23431	SCHMD09959
OG0003886	AENJA_12066	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	AENJA_12157	SCHMD20058, SCHMD18207
OG0003888	AENJA_12506	SCHMD05192
OG0003889	AENJA_12812	SCHMD21799
OG0003891	AENJA_13007	SCHMD14689
OG0003892	AENJA_13114, AENJA_22782	SCHMD07588
OG0003894	AENJA_13190	SCHMD11863
OG0003896	AENJA_13916	SCHMD28716
OG0003897	AENJA_14064	SCHMD20071
OG0003904	AENJA_16228	SCHMD00688
OG0003906	AENJA_16374	SCHMD03168
OG0003908	AENJA_22677	SCHMD10777, SCHMD26725
OG0003908	AENJA_17280	SCHMD03608
OG0003909	AENJA_26467	SCHMD13156
OG0003909	AENJA_26469	SCHMD13155
OG0003909	AENJA_17530	SCHMD19547, SCHMD15096
OG0003910	AENJA_17611	SCHMD16210, SCHMD14670
OG0003911	AENJA_17893	SCHMD20892
OG0003912	AENJA_18106	SCHMD04955
OG0003914	AENJA_20252, AENJA_18479	SCHMD00070
OG0003916	AENJA_18832	SCHMD05573
OG0003917	AENJA_18911	SCHMD02873
OG0003918	AENJA_19068	SCHMD00222
OG0003919	AENJA_19176	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561
OG0003920	AENJA_19805	SCHMD03027
OG0003921	AENJA_19828	SCHMD06689
OG0003923	AENJA_19884	SCHMD25596, SCHMD09715
OG0003925	AENJA_20055	SCHMD25912, SCHMD09602
OG0003926	AENJA_20056	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	AENJA_20627	SCHMD28985, SCHMD28887, SCHMD11401, SCHMD06539
OG0003930	AENJA_20961	SCHMD03275
OG0003931	AENJA_21038	SCHMD03615
OG0003933	AENJA_21761	SCHMD23983
OG0003934	AENJA_21817	SCHMD00793
OG0003936	AENJA_22324	SCHMD01877
OG0003938	AENJA_22573	SCHMD19197
OG0003939	AENJA_22721	SCHMD05579
OG0003940	AENJA_22828	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003944	AENJA_23555	SCHMD10666
OG0003945	AENJA_23594	SCHMD04737
OG0003946	AENJA_24350	SCHMD19360, SCHMD00465
OG0003947	AENJA_24809	SCHMD06484
OG0003950	AENJA_25298	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	AENJA_25520	SCHMD04397
OG0003953	AENJA_25975, AENJA_25981	SCHMD22038
OG0003954	AENJA_26001	SCHMD06088
OG0003955	AENJA_26253	SCHMD06589
OG0003956	AENJA_26347	SCHMD07488
OG0003958	AENJA_26545	SCHMD13631, SCHMD28091
OG0003961	AENJA_26616	SCHMD04675
OG0003998	AENJA_00732	SCHMD17536, SCHMD17537
OG0004000	AENJA_01025	SCHMD05012
OG0004002	AENJA_01146	SCHMD02849
OG0004004	AENJA_01405	SCHMD03887
OG0004007	AENJA_01716	SCHMD27653
OG0004009	AENJA_01997	SCHMD12539
OG0004010	AENJA_02161	SCHMD12662, SCHMD11857
OG0004012	AENJA_02300	SCHMD08012, SCHMD16333
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	AENJA_03648	SCHMD06396
OG0004016	AENJA_03782	SCHMD25202, SCHMD17931, SCHMD26981
OG0004017	AENJA_03846	SCHMD27630
OG0004018	AENJA_04064, AENJA_22270	SCHMD09657
OG0004020	AENJA_17512	SCHMD29535, SCHMD26610
OG0004021	AENJA_04438	SCHMD12686
OG0004023	AENJA_04821	SCHMD07791
OG0004025	AENJA_05271	SCHMD25773
OG0004027	AENJA_05469	SCHMD07935
OG0004028	AENJA_05585	SCHMD03770
OG0004029	AENJA_05822	SCHMD25820
OG0004030	AENJA_05896	SCHMD13880, SCHMD26900
OG0004032	AENJA_06151	SCHMD08571
OG0004033	AENJA_07800, AENJA_06467	SCHMD06585
OG0004035	AENJA_07045	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	AENJA_07123	SCHMD07559, SCHMD09846
OG0004037	AENJA_07206	SCHMD06653
OG0004038	AENJA_07209	SCHMD08999, SCHMD03883
OG0004040	AENJA_07720	SCHMD09208
OG0004041	AENJA_07774	SCHMD29278
OG0004042	AENJA_07854	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	AENJA_07877	SCHMD00046
OG0004044	AENJA_07917	SCHMD16907
OG0004047	AENJA_08079	SCHMD07813
OG0004048	AENJA_08141	SCHMD05765
OG0004051	AENJA_08973	SCHMD05269, SCHMD18831
OG0004052	AENJA_09045	SCHMD01378
OG0004053	AENJA_09308	SCHMD09663
OG0004054	AENJA_09386	SCHMD03170
OG0004056	AENJA_09747	SCHMD06405
OG0004059	AENJA_10120	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	AENJA_10222	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	AENJA_10715	SCHMD03370
OG0004065	AENJA_10916	SCHMD16169
OG0004065	AENJA_10915	SCHMD04935
OG0004066	AENJA_20918	SCHMD01420
OG0004067	AENJA_11072	SCHMD19651, SCHMD28348
OG0004067	AENJA_11073	SCHMD27778, SCHMD22879
OG0004068	AENJA_11291	SCHMD04738
OG0004069	AENJA_11462	SCHMD07928
OG0004071	AENJA_11569	SCHMD06667
OG0004072	AENJA_11674	SCHMD07982
OG0004076	AENJA_11962	SCHMD19802
OG0004079	AENJA_12149	SCHMD22313, SCHMD19146
OG0004080	AENJA_12559, AENJA_12560	SCHMD18517
OG0004081	AENJA_12579	SCHMD03804
OG0004083	AENJA_12814	SCHMD05538
OG0004084	AENJA_13049	SCHMD13360
OG0004085	AENJA_13446	SCHMD20233
OG0004087	AENJA_13678	SCHMD13153, SCHMD13154
OG0004090	AENJA_14113	SCHMD19142
OG0004091	AENJA_14497	SCHMD10376, SCHMD19027
OG0004091	AENJA_14498	SCHMD20986, SCHMD10374
OG0004092	AENJA_14629	SCHMD01973
OG0004094	AENJA_14786	SCHMD10011
OG0004096	AENJA_14942	SCHMD01632
OG0004097	AENJA_15032	SCHMD00017
OG0004099	AENJA_15456	SCHMD07433
OG0004100	AENJA_16101, AENJA_16102	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	AENJA_16349	SCHMD01669
OG0004102	AENJA_16425	SCHMD16352
OG0004103	AENJA_16652, AENJA_16649	SCHMD06708, SCHMD03618
OG0004105	AENJA_17274	SCHMD08794, SCHMD16310
OG0004106	AENJA_17371	SCHMD07276, SCHMD19640
OG0004107	AENJA_17526	SCHMD01035
OG0004110	AENJA_17972	SCHMD03573
OG0004112	AENJA_18049, AENJA_26008	SCHMD04301
OG0004113	AENJA_18290	SCHMD09954, SCHMD11157
OG0004114	AENJA_18362	SCHMD11428
OG0004115	AENJA_18384	SCHMD08639
OG0004116	AENJA_18624	SCHMD22991, SCHMD19169
OG0004119	AENJA_19319	SCHMD24339, SCHMD11856
OG0004120	AENJA_19470	SCHMD02931
OG0004121	AENJA_19585	SCHMD00644
OG0004122	AENJA_19610	SCHMD09920
OG0004123	AENJA_19882	SCHMD24840
OG0004124	AENJA_20051	SCHMD09788
OG0004125	AENJA_20094	SCHMD03017
OG0004126	AENJA_20213	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	AENJA_20390	SCHMD14115
OG0004128	AENJA_20435	SCHMD29366
OG0004130	AENJA_20514	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	AENJA_20684	SCHMD08788
OG0004134	AENJA_20800	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	AENJA_21121	SCHMD21074, SCHMD14863
OG0004137	AENJA_21136	SCHMD09676
OG0004138	AENJA_21636	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252
OG0004138	AENJA_21638	SCHMD22519, SCHMD21342
OG0004140	AENJA_22122	SCHMD01399
OG0004142	AENJA_22247	SCHMD08558
OG0004144	AENJA_22601	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	AENJA_22813	SCHMD20449, SCHMD23522, SCHMD01552
OG0004147	AENJA_22980	SCHMD09010
OG0004148	AENJA_23349	SCHMD06808
OG0004150	AENJA_23752	SCHMD13649
OG0004151	AENJA_23954	SCHMD05147, SCHMD20113
OG0004153	AENJA_24217, AENJA_24230	SCHMD07819, SCHMD03631
OG0004154	AENJA_24263	SCHMD06235
OG0004157	AENJA_24370	SCHMD05878
OG0004158	AENJA_24429	SCHMD07419
OG0004161	AENJA_25182	SCHMD08136
OG0004164	AENJA_25479	SCHMD24669, SCHMD09145
OG0004166	AENJA_25748	SCHMD16044
OG0004167	AENJA_26097	SCHMD10205
OG0004168	AENJA_26286	SCHMD09579
OG0004169	AENJA_26454	SCHMD20780
OG0004171	AENJA_26685	SCHMD02047, SCHMD02605, SCHMD02048
OG0004215	AENJA_00310	SCHMD23456, SCHMD09930
