Orthogroup	AENJA_ok	XENTR
OG0003479	AENJA_08477	XENTR02579, XENTR16286, XENTR11231
OG0003480	AENJA_08524, AENJA_08521	XENTR09961, XENTR17800
OG0003481	AENJA_08978, AENJA_08977	XENTR05415
OG0003482	AENJA_08998	XENTR09273, XENTR18489
OG0003483	AENJA_09252	XENTR07509
OG0003485	AENJA_09503	XENTR10111
OG0003486	AENJA_09585	XENTR14251, XENTR14252
OG0003487	AENJA_10277	XENTR18643
OG0003488	AENJA_10887, AENJA_25027	XENTR06590
OG0003489	AENJA_11004	XENTR05327, XENTR05749
OG0003490	AENJA_11053	XENTR10771
OG0003491	AENJA_11118	XENTR03228, XENTR07233
OG0003492	AENJA_11247	XENTR01960, XENTR06706
OG0003493	AENJA_20319	XENTR00341
OG0003495	AENJA_11780	XENTR04647
OG0003496	AENJA_19103, AENJA_12010	XENTR05780
OG0003497	AENJA_12369	XENTR06024, XENTR18982
OG0003498	AENJA_12653	XENTR03494
OG0003499	AENJA_12654	XENTR09564
OG0003500	AENJA_12709	XENTR02385
OG0003501	AENJA_13025	XENTR10636
OG0003502	AENJA_13200	XENTR06321
OG0003503	AENJA_13216	XENTR13845
OG0003504	AENJA_13617	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690
OG0003505	AENJA_13629	XENTR00482
OG0003506	AENJA_13681	XENTR11659, XENTR05517
OG0003507	AENJA_13693	XENTR10640, XENTR00027
OG0003508	AENJA_13894	XENTR17069
OG0003510	AENJA_15122, AENJA_14984	XENTR02162, XENTR10219
OG0003511	AENJA_15214	XENTR05842
OG0003512	AENJA_15313	XENTR01185
OG0003513	AENJA_15883	XENTR16163, XENTR15086
OG0003514	AENJA_16077	XENTR07062, XENTR05972
OG0003515	AENJA_16192	XENTR10827, XENTR01032
OG0003516	AENJA_16746	XENTR16307
OG0003517	AENJA_16771	XENTR17629, XENTR11506
OG0003518	AENJA_16797	XENTR08349
OG0003519	AENJA_16830	XENTR16950
OG0003520	AENJA_17161	XENTR02410
OG0003521	AENJA_17538	XENTR17130
OG0003522	AENJA_17840	XENTR04224
OG0003523	AENJA_17997	XENTR06238
OG0003525	AENJA_18452	XENTR04572
OG0003526	AENJA_18515	XENTR07495, XENTR09052
OG0003527	AENJA_18617	XENTR08469
OG0003528	AENJA_18722	XENTR10782
OG0003529	AENJA_23756, AENJA_18730	XENTR04193, XENTR18482
OG0003530	AENJA_18943, AENJA_18942	XENTR08393
OG0003531	AENJA_19107	XENTR02395, XENTR17644
OG0003532	AENJA_19405	XENTR10579
OG0003533	AENJA_19980	XENTR06013
OG0003534	AENJA_20224	XENTR09091, XENTR03027
OG0003535	AENJA_20349	XENTR02215, XENTR09303
OG0003536	AENJA_20549	XENTR04485, XENTR12968, XENTR16655
OG0003538	AENJA_20720	XENTR16304
OG0003539	AENJA_20975	XENTR17518
OG0003541	AENJA_21308	XENTR10222
OG0003542	AENJA_21494	XENTR11066
OG0003543	AENJA_21659	XENTR00214
OG0003544	AENJA_21703	XENTR13004, XENTR07985
OG0003545	AENJA_21908	XENTR01366, XENTR13128
OG0003546	AENJA_21963	XENTR06379, XENTR00109
OG0003547	AENJA_22029	XENTR05429, XENTR12061
OG0003548	AENJA_22613	XENTR15263
OG0003549	AENJA_22669	XENTR16034, XENTR03980
OG0003550	AENJA_22695	XENTR11802, XENTR05398
OG0003551	AENJA_22715	XENTR04301
OG0003552	AENJA_22940	XENTR01989
OG0003553	AENJA_23077	XENTR06457
OG0003554	AENJA_23083	XENTR12448
OG0003555	AENJA_23304	XENTR10243, XENTR06578, XENTR10244, XENTR10245
OG0003557	AENJA_23658	XENTR02226
OG0003558	AENJA_23724	XENTR09307, XENTR11536
OG0003560	AENJA_24076	XENTR06670
OG0003561	AENJA_24294	XENTR09143, XENTR09144, XENTR15956
OG0003562	AENJA_24391	XENTR13770
OG0003563	AENJA_24776	XENTR00974
OG0003564	AENJA_24810	XENTR01915, XENTR08979
OG0003565	AENJA_24872	XENTR01961
OG0003566	AENJA_25138	XENTR08703
OG0003567	AENJA_25441	XENTR12992
OG0003568	AENJA_25542	XENTR01200
OG0003569	AENJA_25887	XENTR00379, XENTR02589, XENTR02786
OG0003570	AENJA_26158	XENTR15222
OG0003571	AENJA_26245	XENTR05133, XENTR16524
OG0003572	AENJA_26602	XENTR12331, XENTR07627
OG0003573	AENJA_26698	XENTR18024
OG0003597	AENJA_00060	XENTR18049
OG0003598	AENJA_00099	XENTR12005
OG0003601	AENJA_00200	XENTR05348, XENTR05349
OG0003603	AENJA_00222	XENTR07586
OG0003604	AENJA_00307	XENTR09462, XENTR01204
OG0003606	AENJA_00589	XENTR08447
OG0003607	AENJA_13133	XENTR04132
OG0003608	AENJA_00758	XENTR09171
OG0003610	AENJA_00983	XENTR18364
OG0003611	AENJA_04941	XENTR13792
OG0003612	AENJA_01169	XENTR12924
OG0003613	AENJA_01172	XENTR07063, XENTR18350
OG0003615	AENJA_06537	XENTR11541
OG0003616	AENJA_19893, AENJA_19894, AENJA_01501	XENTR17934
OG0003618	AENJA_01642	XENTR06591
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	XENTR14382
OG0003620	AENJA_01724	XENTR11610
OG0003621	AENJA_01959	XENTR08477
OG0003622	AENJA_02333, AENJA_02334	XENTR00588
OG0003623	AENJA_02369	XENTR02019
OG0003626	AENJA_05658	XENTR09204
OG0003627	AENJA_03181	XENTR03252
OG0003628	AENJA_12461	XENTR05281
OG0003630	AENJA_03435	XENTR17948
OG0003631	AENJA_25153, AENJA_03572	XENTR01597
OG0003632	AENJA_03584	XENTR10135, XENTR00270
OG0003635	AENJA_03933	XENTR09260
OG0003636	AENJA_04212, AENJA_04213, AENJA_04214	XENTR14237
OG0003638	AENJA_04417	XENTR03036
OG0003640	AENJA_05057	XENTR07366, XENTR07389, XENTR15717
OG0003641	AENJA_05255	XENTR07679
OG0003642	AENJA_05368, AENJA_23786	XENTR10056, XENTR06735
OG0003643	AENJA_05513, AENJA_24494	XENTR16883
OG0003644	AENJA_06076	XENTR17108
OG0003645	AENJA_06128	XENTR03915, XENTR07317
OG0003646	AENJA_06203	XENTR17031, XENTR17030
OG0003647	AENJA_06206	XENTR05840
OG0003648	AENJA_06252	XENTR11369
OG0003649	AENJA_06343	XENTR11535
OG0003650	AENJA_06545	XENTR18719
OG0003651	AENJA_06546	XENTR07797
OG0003652	AENJA_07122	XENTR05790, XENTR01212
OG0003653	AENJA_07144	XENTR00241, XENTR07273, XENTR15919
OG0003654	AENJA_07431	XENTR14703
OG0003655	AENJA_07748	XENTR16032, XENTR04379
OG0003656	AENJA_08284	XENTR08122, XENTR09683
OG0003657	AENJA_08341	XENTR07176
OG0003658	AENJA_08342	XENTR03326
OG0003659	AENJA_08800	XENTR06944
OG0003660	AENJA_08993	XENTR09436
OG0003662	AENJA_09164	XENTR13147, XENTR18370
OG0003663	AENJA_09628	XENTR12741, XENTR07298
OG0003664	AENJA_09805	XENTR01685
OG0003665	AENJA_10034	XENTR03871
OG0003666	AENJA_10364	XENTR15411, XENTR03926
OG0003668	AENJA_10387	XENTR02672
OG0003669	AENJA_10658	XENTR08683
OG0003671	AENJA_11068	XENTR13386, XENTR15446
OG0003672	AENJA_11161, AENJA_24103	XENTR07314
OG0003674	AENJA_11517	XENTR09128
OG0003675	AENJA_11744	XENTR14931
OG0003676	AENJA_11880	XENTR01874
OG0003677	AENJA_11975	XENTR08610, XENTR17285, XENTR15109
OG0003678	AENJA_12097	XENTR00079, XENTR17514
OG0003679	AENJA_12320	XENTR18397, XENTR12379
OG0003680	AENJA_12855	XENTR05231
OG0003681	AENJA_12857	XENTR16296, XENTR16295, XENTR04463
OG0003682	AENJA_12915	XENTR13445
OG0003685	AENJA_13298	XENTR08131
OG0003686	AENJA_13621	XENTR05887
OG0003687	AENJA_13636	XENTR05213, XENTR00134
OG0003688	AENJA_13670	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	AENJA_14017	XENTR14093, XENTR05380
OG0003691	AENJA_17487, AENJA_14396	XENTR14452
OG0003692	AENJA_14437	XENTR01955
OG0003693	AENJA_14583	XENTR10718, XENTR18258
OG0003694	AENJA_14806	XENTR17179
OG0003695	AENJA_14941	XENTR07743, XENTR03931
OG0003696	AENJA_15025	XENTR02869
OG0003697	AENJA_15049	XENTR07379
OG0003698	AENJA_15085	XENTR09545, XENTR01970
OG0003700	AENJA_15228	XENTR15169, XENTR07388
OG0003702	AENJA_15340	XENTR18826, XENTR08512
OG0003703	AENJA_15513	XENTR16337, XENTR12841
OG0003704	AENJA_15518	XENTR14777, XENTR00061
OG0003705	AENJA_16444	XENTR12388
OG0003706	AENJA_15986	XENTR15599
OG0003707	AENJA_16247	XENTR17466, XENTR01423
OG0003709	AENJA_17152	XENTR16313
OG0003710	AENJA_17579	XENTR06304
OG0003711	AENJA_17736	XENTR14138
OG0003712	AENJA_17842	XENTR01274, XENTR12990
OG0003713	AENJA_17988	XENTR03924
OG0003714	AENJA_23117, AENJA_17998	XENTR10015
OG0003716	AENJA_18178	XENTR10549
OG0003717	AENJA_18567	XENTR08367
OG0003718	AENJA_18593	XENTR10379
OG0003720	AENJA_18939	XENTR01280, XENTR11759
OG0003721	AENJA_19137	XENTR09504
OG0003722	AENJA_19232	XENTR13252, XENTR06780
OG0003724	AENJA_19400	XENTR10087
OG0003725	AENJA_19411	XENTR00052, XENTR12224, XENTR12471
OG0003726	AENJA_19480, AENJA_22995	XENTR05750
OG0003727	AENJA_19507	XENTR08237
OG0003729	AENJA_19798	XENTR03157
OG0003730	AENJA_19955	XENTR02013
OG0003731	AENJA_19989	XENTR04923
OG0003733	AENJA_20334	XENTR04294
OG0003734	AENJA_20690	XENTR16422
OG0003735	AENJA_20826	XENTR05792
OG0003736	AENJA_20853, AENJA_20855	XENTR09558
OG0003737	AENJA_20913	XENTR06182, XENTR09163
OG0003738	AENJA_21039	XENTR17869
OG0003739	AENJA_21483	XENTR15714
OG0003740	AENJA_21680	XENTR15199
OG0003741	AENJA_21770	XENTR17057
OG0003742	AENJA_22403	XENTR03179, XENTR03778
OG0003743	AENJA_22572	XENTR12518
OG0003744	AENJA_22829	XENTR06835, XENTR16465
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	XENTR00802
OG0003746	AENJA_23348	XENTR04180, XENTR06934, XENTR16848
OG0003747	AENJA_23433	XENTR05018
OG0003748	AENJA_23488, AENJA_23487	XENTR00377
OG0003750	AENJA_23963	XENTR02453
OG0003751	AENJA_24526	XENTR09919, XENTR09920
OG0003752	AENJA_24562	XENTR05303
OG0003753	AENJA_24858	XENTR13127
OG0003754	AENJA_24910	XENTR10153, XENTR11505
OG0003755	AENJA_24952	XENTR04060
OG0003756	AENJA_25172	XENTR06642
OG0003757	AENJA_25326	XENTR15569, XENTR19000
OG0003758	AENJA_25591	XENTR10842, XENTR07110
OG0003759	AENJA_25619	XENTR16557, XENTR14606
OG0003760	AENJA_26295	XENTR04510, XENTR16728
OG0003761	AENJA_26423	XENTR05309, XENTR05308, XENTR07160
OG0003762	AENJA_26451	XENTR07403
OG0003763	AENJA_26622	XENTR17599
OG0003794	AENJA_00002	XENTR06585, XENTR05055
OG0003795	AENJA_00051	XENTR19254
OG0003798	AENJA_00181	XENTR01114, XENTR07104
OG0003803	AENJA_00564	XENTR01279
OG0003806	AENJA_00944	XENTR07356
OG0003807	AENJA_00967	XENTR01368, XENTR01369, XENTR01367
OG0003808	AENJA_00978	XENTR13676
OG0003809	AENJA_01422	XENTR08847, XENTR04264
OG0003810	AENJA_01566	XENTR00906, XENTR07521, XENTR07515
OG0003811	AENJA_01571	XENTR05500
OG0003813	AENJA_02053	XENTR10561, XENTR06474
OG0003816	AENJA_02254	XENTR07578
OG0003818	AENJA_02475	XENTR08826
OG0003820	AENJA_02870, AENJA_19572	XENTR15816, XENTR15817
OG0003821	AENJA_02911	XENTR02570, XENTR07045
OG0003823	AENJA_02946	XENTR12892
OG0003824	AENJA_02975	XENTR02218
OG0003825	AENJA_02982	XENTR01217
OG0003826	AENJA_03131	XENTR01516
OG0003827	AENJA_03548	XENTR11304
OG0003828	AENJA_03700	XENTR14525
OG0003829	AENJA_03792	XENTR04012
OG0003830	AENJA_26357, AENJA_19327, AENJA_03838	XENTR18560, XENTR14254
OG0003831	AENJA_03886	XENTR03490
OG0003832	AENJA_03902	XENTR00382, XENTR01228, XENTR01229
OG0003833	AENJA_04439	XENTR15540
OG0003834	AENJA_04549, AENJA_04550	XENTR04978, XENTR18533
OG0003835	AENJA_12493, AENJA_04664	XENTR12732, XENTR12733
OG0003836	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265	XENTR11782, XENTR15896
OG0003837	AENJA_04856	XENTR02506
OG0003838	AENJA_04967	XENTR00914, XENTR03476
OG0003839	AENJA_06897	XENTR13884
OG0003840	AENJA_07883, AENJA_05492	XENTR12159
OG0003841	AENJA_05729	XENTR12939
OG0003842	AENJA_05895	XENTR06616
OG0003843	AENJA_06254	XENTR12778, XENTR12779
OG0003844	AENJA_06372	XENTR07150
OG0003845	AENJA_06384	XENTR04055
OG0003846	AENJA_06476	XENTR11317
OG0003848	AENJA_06904	XENTR09160
OG0003849	AENJA_06923	XENTR02659, XENTR08320
OG0003850	AENJA_07117, AENJA_21595	XENTR05454
OG0003851	AENJA_07129	XENTR02901
OG0003852	AENJA_07216	XENTR01443, XENTR00580
OG0003853	AENJA_07482, AENJA_19998	XENTR16563
OG0003854	AENJA_07506	XENTR09846, XENTR03116
OG0003855	AENJA_07705	XENTR18199
OG0003856	AENJA_08084	XENTR05612
OG0003857	AENJA_08085	XENTR10397
OG0003859	AENJA_08612	XENTR18118
OG0003860	AENJA_08805	XENTR19064
OG0003861	AENJA_08913	XENTR12844
OG0003862	AENJA_19217	XENTR03149
OG0003863	AENJA_09171	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003864	AENJA_09391	XENTR11994
OG0003865	AENJA_09441	XENTR08410, XENTR08547
OG0003866	AENJA_09527	XENTR06311
OG0003867	AENJA_09761	XENTR02863
OG0003868	AENJA_09827	XENTR14790, XENTR09159, XENTR09158
OG0003869	AENJA_17460, AENJA_09977	XENTR16798
OG0003870	AENJA_10263	XENTR11422
OG0003871	AENJA_10643	XENTR10829
OG0003872	AENJA_10747	XENTR00808
OG0003873	AENJA_10784	XENTR00180
OG0003874	AENJA_10799	XENTR15862
OG0003875	AENJA_10875	XENTR04436
OG0003876	AENJA_10876	XENTR17136
OG0003877	AENJA_11020	XENTR02745
OG0003878	AENJA_11046	XENTR02554
OG0003880	AENJA_11227	XENTR13950, XENTR06094
OG0003881	AENJA_11372	XENTR04081
OG0003882	AENJA_11663	XENTR16402
OG0003883	AENJA_11694	XENTR14642, XENTR14643, XENTR08760
OG0003884	AENJA_11725	XENTR02661
OG0003885	AENJA_11785, AENJA_23431	XENTR05759, XENTR02123
OG0003886	AENJA_12066	XENTR01682
OG0003887	AENJA_12157	XENTR11440
OG0003888	AENJA_12506	XENTR15148
OG0003890	AENJA_21991, AENJA_12959	XENTR06459, XENTR12480
OG0003892	AENJA_13114, AENJA_22782	XENTR00762
OG0003893	AENJA_13141	XENTR13880
OG0003894	AENJA_13190	XENTR06779
OG0003895	AENJA_13220	XENTR15607
OG0003896	AENJA_13916	XENTR17970, XENTR04800, XENTR16273
OG0003897	AENJA_14064	XENTR09637
OG0003898	AENJA_14091	XENTR00281
OG0003899	AENJA_14656	XENTR07459
OG0003900	AENJA_15786	XENTR06624
OG0003901	AENJA_15961	XENTR10660, XENTR18510
OG0003903	AENJA_16074	XENTR11558
OG0003904	AENJA_16228	XENTR05314
OG0003906	AENJA_16374	XENTR05038
OG0003908	AENJA_22677	XENTR12199
OG0003908	AENJA_17280	XENTR15544
OG0003909	AENJA_26469, AENJA_17530	XENTR13589
OG0003910	AENJA_17611	XENTR07945
OG0003911	AENJA_17893	XENTR02501
OG0003912	AENJA_18106	XENTR18566, XENTR04975, XENTR07778
OG0003913	AENJA_18124	XENTR15388
OG0003914	AENJA_20252, AENJA_18479	XENTR02686
OG0003915	AENJA_18759	XENTR02712, XENTR00701
OG0003916	AENJA_18832	XENTR04593, XENTR05144
OG0003917	AENJA_18911	XENTR00420, XENTR10594
OG0003918	AENJA_19068	XENTR06731
OG0003919	AENJA_19176	XENTR14692
OG0003920	AENJA_19805	XENTR12856
OG0003921	AENJA_19828	XENTR04630
OG0003922	AENJA_19834	XENTR08412
OG0003923	AENJA_19884	XENTR04190
OG0003925	AENJA_20055	XENTR05466
OG0003927	AENJA_20528	XENTR06337, XENTR06338
OG0003929	AENJA_20627	XENTR03727
OG0003930	AENJA_20961	XENTR10794
OG0003931	AENJA_21038	XENTR10403
OG0003933	AENJA_21761	XENTR11134, XENTR10793
OG0003934	AENJA_21817	XENTR05679
OG0003935	AENJA_22316	XENTR03877
OG0003936	AENJA_22324	XENTR06644
OG0003937	AENJA_22426	XENTR01997, XENTR01986
OG0003938	AENJA_22573	XENTR15244
OG0003939	AENJA_22721	XENTR04150
OG0003940	AENJA_22828	XENTR04461
OG0003941	AENJA_22930	XENTR10808
OG0003942	AENJA_23165	XENTR17940
OG0003944	AENJA_23555	XENTR06236
OG0003945	AENJA_23594	XENTR18416
OG0003946	AENJA_24350	XENTR08261, XENTR12173
OG0003947	AENJA_24809	XENTR08870, XENTR02239
OG0003948	AENJA_24828	XENTR01906
OG0003949	AENJA_25294	XENTR02519
OG0003951	AENJA_25520	XENTR02805
OG0003953	AENJA_25975, AENJA_25981	XENTR01614, XENTR03298
OG0003954	AENJA_26001	XENTR15739, XENTR07597
OG0003955	AENJA_26253	XENTR03281
OG0003956	AENJA_26347	XENTR00432
OG0003957	AENJA_26465	XENTR13241
OG0003958	AENJA_26545	XENTR08137
OG0003959	AENJA_26551	XENTR14787, XENTR19068, XENTR16821
OG0003960	AENJA_26560	XENTR02354, XENTR13704
OG0003961	AENJA_26616	XENTR09360
OG0003962	AENJA_26659	XENTR09257, XENTR00890, XENTR15298, XENTR13042
OG0003997	AENJA_00553	XENTR03284
OG0003998	AENJA_00732	XENTR13053
OG0003999	AENJA_00953	XENTR13639
OG0004000	AENJA_01025	XENTR16850
OG0004001	AENJA_24627, AENJA_16531	XENTR09607
OG0004001	AENJA_17927	XENTR03543
OG0004002	AENJA_01139	XENTR07505
OG0004005	AENJA_01410, AENJA_01411	XENTR08022
OG0004007	AENJA_01716	XENTR00335, XENTR12145
OG0004009	AENJA_01997	XENTR12738, XENTR07565
OG0004010	AENJA_02161	XENTR15365
OG0004011	AENJA_02252	XENTR09432, XENTR02695
OG0004012	AENJA_02300	XENTR08974
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582	XENTR16545
OG0004015	AENJA_03648	XENTR07793
OG0004016	AENJA_25499	XENTR08559
OG0004017	AENJA_03846	XENTR14676
OG0004018	AENJA_04064	XENTR14620
OG0004019	AENJA_04085	XENTR14133
OG0004020	AENJA_17512	XENTR03214
OG0004021	AENJA_04438	XENTR01515
OG0004022	AENJA_04720	XENTR07692
OG0004023	AENJA_04821	XENTR12549, XENTR09886
OG0004024	AENJA_04835	XENTR10419
OG0004025	AENJA_05271	XENTR15063
OG0004027	AENJA_05469	XENTR05193, XENTR01694
OG0004028	AENJA_05585	XENTR07292
OG0004029	AENJA_05822	XENTR14070
OG0004031	AENJA_06023	XENTR02095
OG0004032	AENJA_06151	XENTR14175, XENTR14174, XENTR10565
OG0004033	AENJA_07800, AENJA_06467	XENTR07511
OG0004034	AENJA_06784	XENTR01478
OG0004035	AENJA_07045	XENTR18213, XENTR18419
OG0004036	AENJA_07123	XENTR00661
OG0004037	AENJA_07206	XENTR08593
OG0004038	AENJA_07209	XENTR14795
OG0004039	AENJA_07640	XENTR14249, XENTR17899
OG0004041	AENJA_07773, AENJA_07774	XENTR00599
OG0004042	AENJA_07854	XENTR16635
OG0004043	AENJA_07877	XENTR06092
OG0004044	AENJA_07917	XENTR01872
OG0004045	AENJA_07957	XENTR13376
OG0004046	AENJA_17400, AENJA_07994	XENTR13914
OG0004047	AENJA_08079	XENTR09809
OG0004048	AENJA_08141	XENTR08968, XENTR08876
OG0004049	AENJA_08248	XENTR08475, XENTR05908, XENTR11386
OG0004051	AENJA_08973	XENTR17604, XENTR07177
OG0004052	AENJA_09045	XENTR14748
OG0004053	AENJA_09308	XENTR05712, XENTR12155
OG0004054	AENJA_09386	XENTR03843, XENTR02105
OG0004055	AENJA_09534, AENJA_10626	XENTR07492, XENTR07490, XENTR07491
OG0004056	AENJA_09747	XENTR16960
OG0004057	AENJA_09847	XENTR00723
OG0004058	AENJA_15238	XENTR15687
OG0004059	AENJA_10120	XENTR02089
OG0004060	AENJA_10222	XENTR10032
OG0004061	AENJA_10245	XENTR00001
OG0004062	AENJA_10281	XENTR18647, XENTR08862, XENTR10337
OG0004063	AENJA_10560	XENTR04591
OG0004064	AENJA_10715	XENTR04196
OG0004065	AENJA_10915	XENTR13020
OG0004066	AENJA_10944	XENTR12212
OG0004067	AENJA_11072, AENJA_11073	XENTR14385
OG0004068	AENJA_11291	XENTR08780
OG0004069	AENJA_11462	XENTR09185
OG0004070	AENJA_11512	XENTR11830
OG0004071	AENJA_11569	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	AENJA_11674	XENTR02752
OG0004073	AENJA_11745	XENTR11511, XENTR02540
OG0004075	AENJA_11909, AENJA_25684	XENTR00982
OG0004076	AENJA_11962	XENTR13769
OG0004077	AENJA_12069, AENJA_11984	XENTR16417
OG0004079	AENJA_12149	XENTR01034
OG0004080	AENJA_12559	XENTR04210, XENTR17702
OG0004081	AENJA_12579	XENTR09630, XENTR16082
OG0004082	AENJA_12648	XENTR03276
OG0004083	AENJA_12814	XENTR09602
OG0004084	AENJA_13049	XENTR03635
OG0004085	AENJA_13446	XENTR02748
OG0004086	AENJA_13483, AENJA_16966	XENTR00590
OG0004087	AENJA_13678	XENTR08763
OG0004088	AENJA_13695, AENJA_24137	XENTR12362, XENTR11015
OG0004089	AENJA_13857	XENTR15591
OG0004090	AENJA_14113	XENTR05223
OG0004091	AENJA_14498	XENTR04711
OG0004092	AENJA_14629	XENTR15001, XENTR15101
OG0004093	AENJA_14743	XENTR15684
OG0004094	AENJA_14786	XENTR14516
OG0004095	AENJA_14906	XENTR04765
OG0004096	AENJA_14942	XENTR04695
OG0004097	AENJA_15032	XENTR14379
OG0004098	AENJA_15282	XENTR09195, XENTR00362
OG0004099	AENJA_15456	XENTR07018, XENTR03906
OG0004100	AENJA_16101, AENJA_16102	XENTR15549, XENTR15547
OG0004101	AENJA_16349	XENTR13964
OG0004102	AENJA_16425	XENTR02021
OG0004103	AENJA_16652, AENJA_16649	XENTR02995, XENTR02996
OG0004104	AENJA_17043	XENTR08622
OG0004105	AENJA_17274	XENTR00235
OG0004106	AENJA_17371	XENTR04092
OG0004110	AENJA_17972	XENTR18262
OG0004111	AENJA_17987	XENTR05171, XENTR05170, XENTR05169, XENTR05168
OG0004112	AENJA_26008	XENTR18035
OG0004113	AENJA_18290	XENTR11125
OG0004114	AENJA_18362	XENTR11643
OG0004115	AENJA_18384	XENTR10408
OG0004116	AENJA_18624	XENTR06030
OG0004117	AENJA_18937	XENTR06588
OG0004118	AENJA_19037	XENTR00736
OG0004119	AENJA_19319	XENTR07270
OG0004120	AENJA_19470	XENTR09438
OG0004121	AENJA_19585	XENTR08429
OG0004123	AENJA_19882	XENTR18443, XENTR02606
OG0004124	AENJA_20051	XENTR02997, XENTR06594
OG0004125	AENJA_20094	XENTR09786
OG0004126	AENJA_20213	XENTR02624, XENTR17192
OG0004127	AENJA_20390	XENTR09339
OG0004128	AENJA_20435	XENTR07972, XENTR04126
OG0004129	AENJA_20438	XENTR05980
OG0004131	AENJA_20546	XENTR00865
OG0004132	AENJA_20581	XENTR08207
OG0004133	AENJA_20684	XENTR08580, XENTR08835
OG0004135	AENJA_21037	XENTR14499
OG0004136	AENJA_21121	XENTR14548
OG0004137	AENJA_21136	XENTR05727
OG0004138	AENJA_21638	XENTR03975
OG0004139	AENJA_22066	XENTR09190, XENTR12366, XENTR15382
OG0004140	AENJA_22122	XENTR05945
OG0004141	AENJA_22209	XENTR07977, XENTR09656
OG0004142	AENJA_22247	XENTR15552
OG0004143	AENJA_22570	XENTR14330
OG0004144	AENJA_22601	XENTR10488, XENTR16335
OG0004145	AENJA_22813	XENTR06685
OG0004146	AENJA_22878	XENTR10320
OG0004147	AENJA_22980	XENTR18396
OG0004148	AENJA_23349	XENTR06933
OG0004149	AENJA_23391	XENTR10834
OG0004150	AENJA_23752	XENTR03403
OG0004151	AENJA_23954	XENTR00487
OG0004153	AENJA_24230	XENTR02143
OG0004154	AENJA_24263	XENTR06055
OG0004155	AENJA_24334	XENTR16141
OG0004156	AENJA_24369, AENJA_24722	XENTR00751, XENTR10996
OG0004157	AENJA_24370	XENTR18358
OG0004158	AENJA_24429	XENTR18490
OG0004159	AENJA_24852	XENTR12092
OG0004160	AENJA_25025	XENTR00315
OG0004161	AENJA_25182	XENTR09910
OG0004163	AENJA_25392	XENTR08707
OG0004164	AENJA_25479	XENTR07551, XENTR07533
OG0004166	AENJA_25748	XENTR02693
OG0004167	AENJA_26097	XENTR11620
OG0004168	AENJA_26286	XENTR07704
OG0004169	AENJA_26454	XENTR16574
OG0004171	AENJA_26685	XENTR11673
OG0004214	AENJA_00165	XENTR02140
OG0004215	AENJA_00310	XENTR11110
OG0004216	AENJA_00516	XENTR16489
OG0004218	AENJA_00935	XENTR09333
OG0004219	AENJA_01020	XENTR05410
OG0004220	AENJA_01203	XENTR19132
OG0004222	AENJA_01486	XENTR03863
OG0004223	AENJA_01506	XENTR11343
OG0004225	AENJA_01633	XENTR05236, XENTR01889
OG0004226	AENJA_01684	XENTR12961
OG0004227	AENJA_01705	XENTR09239
OG0004228	AENJA_01729	XENTR12759, XENTR03636
OG0004229	AENJA_02064	XENTR09293
OG0004231	AENJA_02278	XENTR07588
OG0004232	AENJA_02302	XENTR14755
OG0004234	AENJA_02411	XENTR06240
OG0004235	AENJA_02425	XENTR07323
OG0004236	AENJA_02429	XENTR09087
OG0004237	AENJA_07147	XENTR03566
OG0004239	AENJA_02668	XENTR02464
OG0004240	AENJA_03070	XENTR14102
OG0004241	AENJA_03118	XENTR07243
OG0004242	AENJA_03219	XENTR10644
OG0004243	AENJA_03297	XENTR02756
OG0004245	AENJA_03416	XENTR13102
OG0004246	AENJA_08975, AENJA_03476	XENTR10841
OG0004247	AENJA_03521, AENJA_03518	XENTR05707
OG0004248	AENJA_03763	XENTR02442
OG0004249	AENJA_03888	XENTR14714
OG0004250	AENJA_04014	XENTR13434
OG0004251	AENJA_20691	XENTR04013
OG0004252	AENJA_04057	XENTR01265
OG0004253	AENJA_04321	XENTR14684, XENTR07125
OG0004254	AENJA_04427, AENJA_09254	XENTR02285
OG0004255	AENJA_21176, AENJA_04555	XENTR08386
OG0004256	AENJA_26365, AENJA_04577, AENJA_14550	XENTR15977, XENTR02002, XENTR02001
OG0004257	AENJA_04594	XENTR00860
OG0004258	AENJA_15676, AENJA_04921	XENTR15149
OG0004259	AENJA_05091	XENTR05280
OG0004260	AENJA_05573	XENTR08524
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	XENTR17138
OG0004262	AENJA_05767	XENTR03026
OG0004263	AENJA_05819	XENTR18355
OG0004264	AENJA_05851	XENTR11427, XENTR02228
OG0004265	AENJA_06209	XENTR01292
OG0004267	AENJA_06337	XENTR05430, XENTR16646
OG0004268	AENJA_06438	XENTR16315
OG0004269	AENJA_06472	XENTR08648
OG0004270	AENJA_06731	XENTR15859
OG0004271	AENJA_06979	XENTR02370
