Orthogroup	SCHMD	XENTR
OG0003024	SCHMD09220	XENTR18532
OG0003025	SCHMD12824	XENTR13995, XENTR00407
OG0003026	SCHMD02853, SCHMD01047	XENTR17420
OG0003027	SCHMD26555, SCHMD23346	XENTR04043, XENTR01453
OG0003028	SCHMD00803	XENTR11464
OG0003029	SCHMD17380	XENTR08351, XENTR05958
OG0003030	SCHMD14026, SCHMD14334	XENTR04003, XENTR18856, XENTR16201
OG0003031	SCHMD01560	XENTR01678, XENTR11006
OG0003033	SCHMD17975	XENTR01505
OG0003034	SCHMD06420	XENTR01021, XENTR05789
OG0003036	SCHMD00743, SCHMD00746, SCHMD00745	XENTR01299
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	XENTR15955, XENTR17309
OG0003043	SCHMD01921	XENTR13370
OG0003044	SCHMD18036	XENTR08887
OG0003046	SCHMD02191, SCHMD02192	XENTR00458, XENTR06271
OG0003048	SCHMD04259	XENTR04971
OG0003049	SCHMD02944	XENTR12371
OG0003050	SCHMD05940	XENTR07158, XENTR13871
OG0003052	SCHMD10563	XENTR17582
OG0003054	SCHMD07639	XENTR02710
OG0003055	SCHMD02492, SCHMD02453	XENTR00054, XENTR12225
OG0003060	SCHMD03911	XENTR06510, XENTR13247, XENTR16776
OG0003061	SCHMD13185, SCHMD19875	XENTR13047, XENTR13404
OG0003063	SCHMD09452	XENTR10800
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	XENTR08230
OG0003066	SCHMD16401	XENTR17099, XENTR08960
OG0003072	SCHMD06901	XENTR02567, XENTR00734
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	XENTR04061
OG0003074	SCHMD05044	XENTR02964, XENTR07675
OG0003077	SCHMD16605, SCHMD02690	XENTR07311, XENTR05693, XENTR17699
OG0003079	SCHMD21039, SCHMD16217	XENTR14327, XENTR13284
OG0003101	SCHMD08248	XENTR05478, XENTR07812, XENTR18234
OG0003106	SCHMD02719, SCHMD29463	XENTR12128
OG0003107	SCHMD24066, SCHMD27003	XENTR10986
OG0003110	SCHMD04241	XENTR02312
OG0003111	SCHMD13595	XENTR12220
OG0003112	SCHMD20838	XENTR07566
OG0003113	SCHMD11799	XENTR16144
OG0003114	SCHMD14023	XENTR18657
OG0003116	SCHMD08507	XENTR03534
OG0003119	SCHMD29008, SCHMD21161	XENTR16252, XENTR18505
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	XENTR11254
OG0003122	SCHMD20810, SCHMD20273	XENTR07201
OG0003123	SCHMD12638	XENTR00502
OG0003124	SCHMD00285, SCHMD25581	XENTR00783
OG0003125	SCHMD07267	XENTR09690
OG0003126	SCHMD01239	XENTR04714
OG0003127	SCHMD11421	XENTR08996, XENTR08997
OG0003128	SCHMD19584	XENTR14159
OG0003130	SCHMD04681	XENTR04051
OG0003133	SCHMD01412	XENTR00486
OG0003135	SCHMD19428, SCHMD16137	XENTR02084
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	XENTR12656, XENTR02424, XENTR05090
OG0003137	SCHMD07874	XENTR07279, XENTR05048
OG0003141	SCHMD00202	XENTR16911
OG0003144	SCHMD02154	XENTR07607, XENTR11410
OG0003146	SCHMD08719, SCHMD06842	XENTR18081
OG0003147	SCHMD17526	XENTR09759
OG0003148	SCHMD04778	XENTR10073
OG0003150	SCHMD20966	XENTR02043, XENTR08836
OG0003151	SCHMD12480, SCHMD14456	XENTR08206, XENTR02485, XENTR02484
OG0003152	SCHMD15231, SCHMD19429	XENTR07384, XENTR12708
OG0003153	SCHMD06720, SCHMD06721	XENTR18452
OG0003155	SCHMD26491	XENTR00977
OG0003157	SCHMD06691	XENTR16641
OG0003160	SCHMD15101, SCHMD28838	XENTR13384
OG0003161	SCHMD03472	XENTR09600
OG0003162	SCHMD16228, SCHMD15451	XENTR03824, XENTR08572
OG0003164	SCHMD01405	XENTR00718, XENTR05518
OG0003165	SCHMD04066	XENTR12396, XENTR12753
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	XENTR18627, XENTR06313
OG0003169	SCHMD10405	XENTR00138
OG0003171	SCHMD06380, SCHMD06378	XENTR03950
OG0003172	SCHMD01375	XENTR14668
OG0003178	SCHMD14461	XENTR11667, XENTR09042
OG0003181	SCHMD00970	XENTR18277
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	XENTR13629
OG0003188	SCHMD17520	XENTR05320, XENTR02763
OG0003189	SCHMD02678	XENTR15950
OG0003191	SCHMD03926	XENTR05225
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	XENTR09215
OG0003195	SCHMD01797	XENTR17698
OG0003196	SCHMD11447	XENTR16724
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	XENTR08587
OG0003198	SCHMD14276	XENTR08036
OG0003199	SCHMD20498, SCHMD26450	XENTR13157
OG0003202	SCHMD03218, SCHMD21658	XENTR06728
OG0003203	SCHMD02943, SCHMD25430	XENTR15103
OG0003206	SCHMD29612	XENTR01762
OG0003207	SCHMD06863, SCHMD04604	XENTR17115, XENTR02861
OG0003208	SCHMD02480	XENTR01082
OG0003210	SCHMD23858, SCHMD23874	XENTR07740, XENTR03933
OG0003212	SCHMD20324, SCHMD18634	XENTR07956, XENTR01342
OG0003213	SCHMD10626, SCHMD25655	XENTR15721
OG0003214	SCHMD18471	XENTR06201
OG0003215	SCHMD06939	XENTR07497, XENTR09047
OG0003217	SCHMD03371, SCHMD00338	XENTR05031, XENTR04303
OG0003218	SCHMD20285	XENTR12593
OG0003220	SCHMD14282	XENTR11144, XENTR12866
OG0003221	SCHMD16909, SCHMD22653	XENTR02159, XENTR04079
OG0003222	SCHMD08631	XENTR15911, XENTR10214, XENTR13202
OG0003223	SCHMD08068	XENTR06905
OG0003226	SCHMD02518, SCHMD13794	XENTR18053
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	XENTR13523
OG0003229	SCHMD00545	XENTR16185, XENTR10298
OG0003230	SCHMD09623	XENTR10511, XENTR10510
OG0003231	SCHMD04327, SCHMD04326	XENTR18302
OG0003235	SCHMD15802	XENTR17209
OG0003238	SCHMD09383	XENTR13238
OG0003250	SCHMD02359	XENTR15630, XENTR17841
OG0003251	SCHMD10064, SCHMD14392	XENTR09756
OG0003253	SCHMD08495	XENTR18870, XENTR10063
OG0003254	SCHMD01611	XENTR15784
OG0003257	SCHMD14887, SCHMD01601	XENTR11651
OG0003258	SCHMD22229, SCHMD24400	XENTR09647
OG0003260	SCHMD03972	XENTR11550, XENTR09192
OG0003262	SCHMD19208	XENTR06319, XENTR04546
OG0003264	SCHMD03771	XENTR02125, XENTR05760
OG0003265	SCHMD14800	XENTR04827, XENTR00765
OG0003267	SCHMD03991	XENTR06701
OG0003268	SCHMD03636	XENTR11858
OG0003269	SCHMD04531	XENTR00981
OG0003273	SCHMD06523	XENTR14541, XENTR09949
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	XENTR18433, XENTR02465
OG0003277	SCHMD27731, SCHMD11904	XENTR01225, XENTR05973
OG0003279	SCHMD08045	XENTR06409, XENTR03464
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	XENTR02862
OG0003284	SCHMD07514, SCHMD15662	XENTR09406, XENTR09408, XENTR09407
OG0003286	SCHMD09721	XENTR00938
OG0003287	SCHMD14605	XENTR07598
OG0003288	SCHMD09311, SCHMD11762	XENTR00671
OG0003289	SCHMD16616	XENTR14484, XENTR00516, XENTR00515
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	XENTR05206
OG0003296	SCHMD02838	XENTR00824
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	XENTR07372
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	XENTR12358
OG0003301	SCHMD13976, SCHMD15564	XENTR08929
OG0003302	SCHMD01831	XENTR02111
OG0003303	SCHMD01441	XENTR07483
OG0003305	SCHMD12414	XENTR11041
OG0003306	SCHMD03757	XENTR07978
OG0003308	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950	XENTR11573, XENTR09831
OG0003309	SCHMD01407	XENTR15002, XENTR18421
OG0003311	SCHMD07066, SCHMD10347	XENTR11582, XENTR06308
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	XENTR08584
OG0003318	SCHMD12981	XENTR17690, XENTR06814
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	XENTR05271, XENTR05270
OG0003325	SCHMD09735	XENTR14438
OG0003329	SCHMD18095, SCHMD22699	XENTR05841
OG0003333	SCHMD20159, SCHMD28070	XENTR16496, XENTR16497
OG0003335	SCHMD19779	XENTR09006
OG0003337	SCHMD01222	XENTR12026
OG0003338	SCHMD07031	XENTR00064, XENTR05725
OG0003340	SCHMD08266	XENTR05753, XENTR04075
OG0003341	SCHMD00617	XENTR12776
OG0003343	SCHMD22696	XENTR10202
OG0003344	SCHMD12946, SCHMD01887	XENTR06071, XENTR06072, XENTR06070
OG0003347	SCHMD05565, SCHMD05566	XENTR05381
OG0003349	SCHMD04642, SCHMD00847	XENTR05563, XENTR07550
OG0003354	SCHMD00933	XENTR14729
OG0003356	SCHMD07762	XENTR01788, XENTR19056
OG0003357	SCHMD05234	XENTR08718
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	XENTR15397
OG0003360	SCHMD04932	XENTR03049, XENTR03048
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	XENTR13092
OG0003366	SCHMD14890	XENTR04144
OG0003372	SCHMD20234	XENTR00441
OG0003373	SCHMD21509, SCHMD21699	XENTR14268
OG0003374	SCHMD04840	XENTR00231, XENTR13931
OG0003375	SCHMD08102	XENTR00570
OG0003378	SCHMD07046	XENTR05665
OG0003378	SCHMD07045	XENTR16000
OG0003380	SCHMD05800	XENTR00830
OG0003381	SCHMD19752	XENTR16745, XENTR08704
OG0003382	SCHMD05894	XENTR06748
OG0003384	SCHMD08925	XENTR01965
OG0003385	SCHMD09120	XENTR03792
OG0003386	SCHMD08232	XENTR15284
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	XENTR06699
OG0003389	SCHMD18859, SCHMD17530, SCHMD18180, SCHMD23555, SCHMD24378	XENTR04470
OG0003391	SCHMD15661, SCHMD24921, SCHMD27033	XENTR13531
OG0003392	SCHMD20046	XENTR09804, XENTR00995, XENTR07310
OG0003419	SCHMD02792	XENTR16940
OG0003421	SCHMD25644, SCHMD14414	XENTR04887
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	XENTR08946, XENTR08947
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	XENTR08256
OG0003426	SCHMD11714	XENTR14116
OG0003430	SCHMD03690	XENTR15234
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	XENTR08565, XENTR08564, XENTR09172
OG0003434	SCHMD05639, SCHMD06055	XENTR01877
OG0003439	SCHMD00949	XENTR17504, XENTR10921, XENTR10920
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	XENTR07991, XENTR13306
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	XENTR10884
OG0003445	SCHMD02071	XENTR07728
OG0003449	SCHMD06404	XENTR04620
OG0003450	SCHMD01589	XENTR11136
OG0003451	SCHMD08838	XENTR03958
OG0003454	SCHMD10872, SCHMD17895	XENTR06943, XENTR12431
OG0003455	SCHMD27744, SCHMD09301	XENTR18377, XENTR19153
OG0003456	SCHMD08769	XENTR10526
OG0003458	SCHMD20564	XENTR11788
OG0003462	SCHMD28411	XENTR16197
OG0003463	SCHMD00720, SCHMD00721	XENTR11861, XENTR11992
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	XENTR00966
OG0003465	SCHMD04832	XENTR06176
OG0003466	SCHMD14345	XENTR11842, XENTR10915
OG0003467	SCHMD08398	XENTR17927
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382, SCHMD28745, SCHMD18984	XENTR02404
OG0003475	SCHMD11005	XENTR16240
OG0003476	SCHMD14696	XENTR00760
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	XENTR08073
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	XENTR12098
OG0003479	SCHMD07504, SCHMD03144	XENTR02579, XENTR16286, XENTR11231
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	XENTR07509
OG0003484	SCHMD18619, SCHMD27864, SCHMD25667	XENTR05070, XENTR17032
OG0003486	SCHMD07957	XENTR14251, XENTR14252
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	XENTR18643
OG0003488	SCHMD09112, SCHMD22268	XENTR06590
OG0003489	SCHMD27620	XENTR05327, XENTR05749
OG0003490	SCHMD10202	XENTR10771
OG0003491	SCHMD07566	XENTR03228, XENTR07233
OG0003492	SCHMD17580	XENTR01960, XENTR06706
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551	XENTR05780
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	XENTR06024, XENTR18982
OG0003498	SCHMD19260	XENTR03494
OG0003501	SCHMD02847, SCHMD02846	XENTR10636
OG0003502	SCHMD05683	XENTR06321
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	XENTR13845
OG0003505	SCHMD08229, SCHMD08228	XENTR00482
OG0003508	SCHMD00810	XENTR17069, XENTR08767
OG0003509	SCHMD12054	XENTR18947
OG0003510	SCHMD06295	XENTR02162, XENTR10219
OG0003511	SCHMD10744	XENTR05842
OG0003513	SCHMD25986, SCHMD27084	XENTR16163, XENTR15086
OG0003515	SCHMD16232, SCHMD28533	XENTR10827, XENTR01032
OG0003516	SCHMD28216	XENTR16307
OG0003518	SCHMD05084	XENTR08349
OG0003519	SCHMD04577	XENTR16950
OG0003520	SCHMD04339	XENTR02410
OG0003522	SCHMD02972	XENTR04224
OG0003523	SCHMD11220, SCHMD11219	XENTR06238
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	XENTR04572
OG0003527	SCHMD19091, SCHMD14510	XENTR08469
OG0003528	SCHMD21896, SCHMD26214	XENTR10782
OG0003530	SCHMD08166	XENTR08393
OG0003531	SCHMD02486	XENTR02395, XENTR17644
OG0003532	SCHMD04373	XENTR10579
OG0003533	SCHMD29432, SCHMD23787	XENTR06013
OG0003539	SCHMD18718, SCHMD20290	XENTR17518
OG0003543	SCHMD01295, SCHMD04172	XENTR16314, XENTR00214
OG0003544	SCHMD22197, SCHMD21841	XENTR13004, XENTR07985
OG0003545	SCHMD18885, SCHMD15544	XENTR01366, XENTR13128
OG0003548	SCHMD25865, SCHMD23815	XENTR15263
OG0003550	SCHMD01327	XENTR11802, XENTR05398
OG0003551	SCHMD07949	XENTR04301
OG0003552	SCHMD10623, SCHMD08451	XENTR01989
OG0003554	SCHMD11710, SCHMD08877	XENTR12448
OG0003555	SCHMD03932	XENTR10243, XENTR06578, XENTR10244, XENTR10245
OG0003557	SCHMD08732	XENTR02226
OG0003558	SCHMD04257	XENTR09307, XENTR11536
OG0003561	SCHMD07358	XENTR09143, XENTR09144, XENTR15956
OG0003562	SCHMD00923	XENTR13770
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	XENTR00974
OG0003564	SCHMD19445, SCHMD14913	XENTR01915, XENTR08979
OG0003566	SCHMD26756, SCHMD15301	XENTR08703
OG0003567	SCHMD15008, SCHMD04442	XENTR12992
OG0003568	SCHMD15819	XENTR01200
OG0003570	SCHMD08962	XENTR15222
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	XENTR05133, XENTR16524
OG0003573	SCHMD03521	XENTR18024
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	XENTR01923, XENTR05581, XENTR05580
OG0003582	SCHMD12451, SCHMD16671	XENTR13303
OG0003585	SCHMD02146	XENTR14346, XENTR09956, XENTR16832
OG0003597	SCHMD07116	XENTR18049
OG0003598	SCHMD21244	XENTR12005
OG0003599	SCHMD21154	XENTR06077
OG0003603	SCHMD02011	XENTR07586
OG0003604	SCHMD03287	XENTR09462, XENTR01204
OG0003607	SCHMD18996, SCHMD19067	XENTR04132
OG0003610	SCHMD10025, SCHMD05007	XENTR18364
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	XENTR13792
OG0003612	SCHMD05840	XENTR12924
OG0003613	SCHMD04176	XENTR07063, XENTR18350
OG0003615	SCHMD13214	XENTR11541
OG0003617	SCHMD19266, SCHMD24604	XENTR18835
OG0003618	SCHMD03820	XENTR06591
OG0003619	SCHMD13518, SCHMD08597	XENTR14382
OG0003620	SCHMD10079, SCHMD29362	XENTR11610
OG0003621	SCHMD12479	XENTR08477
OG0003622	SCHMD21579, SCHMD21578, SCHMD23632	XENTR00588
OG0003624	SCHMD09571, SCHMD22651	XENTR04842
OG0003626	SCHMD06623	XENTR09204
OG0003627	SCHMD19934, SCHMD24898	XENTR03252
OG0003629	SCHMD03651	XENTR03081
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	XENTR17948
OG0003632	SCHMD28869	XENTR10135, XENTR00270
OG0003634	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332	XENTR10016
OG0003635	SCHMD09927	XENTR09260
OG0003636	SCHMD16813	XENTR14237
OG0003638	SCHMD08904, SCHMD12994	XENTR03036
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	XENTR07366, XENTR07389, XENTR15717
OG0003644	SCHMD03638	XENTR17108
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	XENTR17031, XENTR17030
OG0003647	SCHMD03661, SCHMD03659	XENTR05840
OG0003649	SCHMD11461	XENTR11535
OG0003651	SCHMD19273, SCHMD24605	XENTR07797
OG0003652	SCHMD11274	XENTR05790, XENTR01212
OG0003653	SCHMD17511, SCHMD11246	XENTR00241, XENTR07273, XENTR15919
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	XENTR14703
OG0003655	SCHMD09541	XENTR16032, XENTR04379
OG0003657	SCHMD25752, SCHMD28011	XENTR07176
OG0003658	SCHMD29667	XENTR03326
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	XENTR06944
OG0003661	SCHMD11070	XENTR03758
OG0003666	SCHMD02137	XENTR15411, XENTR03926
OG0003668	SCHMD16966	XENTR02672
OG0003669	SCHMD19438	XENTR08683
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	XENTR13386, XENTR15446
OG0003672	SCHMD06465, SCHMD13496	XENTR07314
OG0003674	SCHMD19493, SCHMD21241	XENTR09128
OG0003675	SCHMD10343	XENTR14931
OG0003676	SCHMD09933	XENTR00677, XENTR01874
OG0003678	SCHMD18909	XENTR00079, XENTR17514
OG0003679	SCHMD14973	XENTR18397, XENTR12379
OG0003682	SCHMD00097	XENTR13445
OG0003685	SCHMD02813	XENTR15247, XENTR08131
OG0003687	SCHMD06543	XENTR05213, XENTR00134
OG0003688	SCHMD02218	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003692	SCHMD07452	XENTR01955
OG0003694	SCHMD01774	XENTR17179
OG0003695	SCHMD02002	XENTR07743, XENTR03931
OG0003696	SCHMD10456, SCHMD19979	XENTR02869
OG0003698	SCHMD04070, SCHMD04069	XENTR09545, XENTR01970
OG0003703	SCHMD03850	XENTR16337, XENTR12841
OG0003705	SCHMD16984	XENTR12388
OG0003706	SCHMD03464, SCHMD03465	XENTR15599
OG0003708	SCHMD13127	XENTR08453
OG0003710	SCHMD01072	XENTR06304
OG0003712	SCHMD07204, SCHMD01556	XENTR01274, XENTR12990
OG0003713	SCHMD09387	XENTR03924
OG0003716	SCHMD16362	XENTR10549
OG0003717	SCHMD02266	XENTR08367
OG0003718	SCHMD19427, SCHMD27978	XENTR10379
OG0003720	SCHMD23149, SCHMD11812	XENTR01280, XENTR11759
OG0003721	SCHMD06738	XENTR07713, XENTR09504
OG0003722	SCHMD13809	XENTR13252, XENTR06780
OG0003724	SCHMD11616	XENTR10087
OG0003725	SCHMD27474, SCHMD20596	XENTR00052, XENTR12224, XENTR12471
OG0003726	SCHMD25016	XENTR05750
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	XENTR03157
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	XENTR02013
OG0003731	SCHMD22514	XENTR04923
OG0003732	SCHMD03760	XENTR18126
OG0003734	SCHMD00609	XENTR16422
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	XENTR09558
OG0003737	SCHMD26875, SCHMD23789	XENTR06182, XENTR09163
OG0003739	SCHMD03999	XENTR15714
OG0003740	SCHMD13948, SCHMD17686	XENTR15199
OG0003741	SCHMD28597, SCHMD28496	XENTR17057
OG0003742	SCHMD03803	XENTR03179, XENTR03778
OG0003743	SCHMD05330, SCHMD03268	XENTR12518
OG0003744	SCHMD04258	XENTR06835, XENTR16465
OG0003746	SCHMD20571	XENTR04180, XENTR06934, XENTR16848
OG0003747	SCHMD25018, SCHMD26084, SCHMD17880	XENTR05018
OG0003749	SCHMD12963	XENTR16748
OG0003750	SCHMD10740, SCHMD21692	XENTR02453
OG0003751	SCHMD29178, SCHMD29232	XENTR09919, XENTR09920
OG0003753	SCHMD05736	XENTR01846
OG0003755	SCHMD24630	XENTR04060
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	XENTR06642
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	XENTR15569, XENTR19000
OG0003758	SCHMD10568	XENTR10842, XENTR07110
OG0003759	SCHMD02168	XENTR16557, XENTR14606
OG0003763	SCHMD15410	XENTR17599
OG0003764	SCHMD03437	XENTR10248
OG0003766	SCHMD22112, SCHMD16522	XENTR01718
OG0003771	SCHMD05134	XENTR13739, XENTR03911
OG0003776	SCHMD01854	XENTR07141
OG0003777	SCHMD09329, SCHMD03918	XENTR01073, XENTR12435
OG0003778	SCHMD06996	XENTR10711
OG0003779	SCHMD15868, SCHMD25797	XENTR17121
OG0003794	SCHMD05999	XENTR06585, XENTR05055
OG0003795	SCHMD22731	XENTR19254
OG0003798	SCHMD13971, SCHMD04164	XENTR01114, XENTR07104
OG0003803	SCHMD27722, SCHMD27442	XENTR01279
OG0003806	SCHMD21156	XENTR07356
OG0003808	SCHMD27875, SCHMD11284	XENTR13676
OG0003811	SCHMD22928, SCHMD13669	XENTR05500
OG0003812	SCHMD04985	XENTR18891
OG0003813	SCHMD01244	XENTR10561, XENTR06474
OG0003815	SCHMD27290	XENTR02090
OG0003817	SCHMD04758	XENTR01494
OG0003818	SCHMD10822, SCHMD17278	XENTR08826
OG0003821	SCHMD10138	XENTR02570, XENTR07045
OG0003826	SCHMD20348	XENTR01516
OG0003827	SCHMD03936	XENTR11304
OG0003828	SCHMD01189, SCHMD27415	XENTR14525
OG0003831	SCHMD17115	XENTR03490
OG0003833	SCHMD28965	XENTR15540
OG0003834	SCHMD01451	XENTR04978, XENTR18533
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	XENTR02506
OG0003838	SCHMD05207	XENTR00914, XENTR03476
OG0003839	SCHMD05702, SCHMD10139	XENTR13884
OG0003840	SCHMD12844, SCHMD26426	XENTR12159
OG0003841	SCHMD14946	XENTR12939
OG0003843	SCHMD16158	XENTR12778, XENTR12779
OG0003844	SCHMD09963	XENTR07150
OG0003845	SCHMD00835	XENTR04055
OG0003846	SCHMD06517	XENTR02190, XENTR11317
OG0003849	SCHMD10843	XENTR02659, XENTR08320
OG0003850	SCHMD24952, SCHMD16801	XENTR05454
OG0003853	SCHMD14514, SCHMD07343	XENTR16563
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	XENTR05612
OG0003857	SCHMD05301	XENTR10397
OG0003863	SCHMD02612	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003865	SCHMD10111	XENTR08410, XENTR08547
OG0003866	SCHMD07937, SCHMD00211	XENTR06311
OG0003868	SCHMD15677	XENTR14790, XENTR09159, XENTR09158
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	XENTR16798
OG0003872	SCHMD13742, SCHMD13511	XENTR00808
OG0003875	SCHMD00813, SCHMD07245, SCHMD07243	XENTR04436
OG0003876	SCHMD06770	XENTR17136
OG0003877	SCHMD08239	XENTR02745
OG0003878	SCHMD04321	XENTR02554
OG0003881	SCHMD06054, SCHMD03369	XENTR04081
OG0003882	SCHMD13622	XENTR16402
OG0003883	SCHMD24582	XENTR08760
OG0003884	SCHMD04417	XENTR02661
OG0003885	SCHMD09959	XENTR05759
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	XENTR01682
OG0003887	SCHMD20058, SCHMD18207	XENTR11440
OG0003888	SCHMD05192	XENTR15148
OG0003892	SCHMD07588	XENTR00762
OG0003894	SCHMD11863	XENTR06779
OG0003896	SCHMD28716	XENTR17970, XENTR04800, XENTR16273
OG0003897	SCHMD20071	XENTR09637
OG0003903	SCHMD29162	XENTR11558
OG0003904	SCHMD00688	XENTR05314
OG0003906	SCHMD03168	XENTR05038
OG0003908	SCHMD10777, SCHMD26725	XENTR12199
OG0003908	SCHMD03608	XENTR15544
OG0003909	SCHMD13155, SCHMD19547, SCHMD15096	XENTR13589
OG0003910	SCHMD16210, SCHMD14670	XENTR07945
OG0003911	SCHMD17334, SCHMD20892	XENTR02501
OG0003912	SCHMD04955	XENTR18566, XENTR04975, XENTR07778
OG0003914	SCHMD00070	XENTR02686
OG0003917	SCHMD02873	XENTR00420, XENTR10594
OG0003918	SCHMD00222	XENTR06731
OG0003919	SCHMD24561	XENTR14692
OG0003920	SCHMD03027	XENTR12856
OG0003921	SCHMD06689	XENTR04630
OG0003923	SCHMD25596, SCHMD09715	XENTR04190
OG0003925	SCHMD25912, SCHMD09602	XENTR05466
OG0003929	SCHMD28887	XENTR03727
OG0003931	SCHMD03615	XENTR10403
OG0003933	SCHMD23983	XENTR11134, XENTR10793
OG0003934	SCHMD00793	XENTR05679
OG0003936	SCHMD01877	XENTR06644
OG0003938	SCHMD19197	XENTR15244
OG0003939	SCHMD05579	XENTR04150
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	XENTR04461
OG0003944	SCHMD10666	XENTR06236
OG0003945	SCHMD04737	XENTR18416
OG0003946	SCHMD19360, SCHMD00465	XENTR08261, XENTR12173
OG0003947	SCHMD06484	XENTR08870, XENTR02239
OG0003949	SCHMD24366, SCHMD04246	XENTR02519
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	XENTR10159
OG0003951	SCHMD04397	XENTR02805
OG0003953	SCHMD22038	XENTR03298
