Orthogroup	SCHMD	STRPU_ok
OG0003010	SCHMD10225	STRPU_02659, STRPU_25901
OG0003010	SCHMD10226	STRPU_02660
OG0003011	SCHMD06741	STRPU_04936
OG0003012	SCHMD08169, SCHMD01210	STRPU_22688
OG0003013	SCHMD06285, SCHMD12483, SCHMD06284	STRPU_13639, STRPU_02425
OG0003014	SCHMD10015, SCHMD02414	STRPU_24788
OG0003016	SCHMD10022	STRPU_05410
OG0003017	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213	STRPU_12917
OG0003019	SCHMD22688	STRPU_27351
OG0003020	SCHMD01885, SCHMD16858	STRPU_10822, STRPU_10821
OG0003022	SCHMD11673	STRPU_06578, STRPU_06521
OG0003025	SCHMD12824	STRPU_07785
OG0003026	SCHMD02853, SCHMD01047	STRPU_19625, STRPU_19624, STRPU_19690, STRPU_19689, STRPU_19626
OG0003027	SCHMD26555, SCHMD23346	STRPU_24061
OG0003028	SCHMD00803	STRPU_07523
OG0003029	SCHMD17380	STRPU_26298, STRPU_26272
OG0003030	SCHMD14026, SCHMD14334	STRPU_16810
OG0003031	SCHMD01561, SCHMD01560	STRPU_25010
OG0003033	SCHMD17975	STRPU_18122
OG0003034	SCHMD06420	STRPU_05717, STRPU_05724
OG0003036	SCHMD00743, SCHMD00746, SCHMD00745	STRPU_20310
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	STRPU_03176, STRPU_00268
OG0003039	SCHMD14763	STRPU_26340
OG0003041	SCHMD13550, SCHMD13552, SCHMD05248	STRPU_24063
OG0003043	SCHMD01921	STRPU_04974
OG0003044	SCHMD18036	STRPU_02536, STRPU_15154
OG0003046	SCHMD02192	STRPU_24271, STRPU_24903
OG0003048	SCHMD04259	STRPU_25876
OG0003049	SCHMD02944	STRPU_18711
OG0003052	SCHMD10563	STRPU_09987, STRPU_09966
OG0003054	SCHMD07639	STRPU_06124
OG0003055	SCHMD02492, SCHMD02453	STRPU_00401, STRPU_19285
OG0003056	SCHMD23427, SCHMD16470	STRPU_17530
OG0003060	SCHMD03911	STRPU_18962, STRPU_18976
OG0003061	SCHMD13185, SCHMD19875	STRPU_21307
OG0003063	SCHMD09452	STRPU_23254
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	STRPU_01676, STRPU_02689
OG0003066	SCHMD16401	STRPU_01624, STRPU_11963
OG0003067	SCHMD13476	STRPU_09682
OG0003072	SCHMD06901	STRPU_23989
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	STRPU_14167, STRPU_26986
OG0003074	SCHMD05044	STRPU_25415
OG0003077	SCHMD16605, SCHMD02690	STRPU_08797
OG0003078	SCHMD23203	STRPU_20765
OG0003079	SCHMD21039, SCHMD16217	STRPU_26570
OG0003085	SCHMD12956	STRPU_13586, STRPU_01604
OG0003085	SCHMD16331, SCHMD28163, SCHMD28179	STRPU_24746, STRPU_17843
OG0003101	SCHMD08248	STRPU_24565
OG0003106	SCHMD02719, SCHMD29463	STRPU_26456
OG0003107	SCHMD24066, SCHMD27003	STRPU_25358
OG0003109	SCHMD11746	STRPU_08990
OG0003110	SCHMD04241	STRPU_06774, STRPU_06764
OG0003111	SCHMD13595	STRPU_19102, STRPU_25827
OG0003112	SCHMD21475, SCHMD20475	STRPU_04029
OG0003113	SCHMD11799	STRPU_07108
OG0003114	SCHMD14023, SCHMD11723, SCHMD15288	STRPU_20444
OG0003116	SCHMD19155	STRPU_16286, STRPU_16285
OG0003119	SCHMD29008, SCHMD21161	STRPU_03214, STRPU_03229, STRPU_02657
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	STRPU_26433
OG0003122	SCHMD20810, SCHMD20273	STRPU_20719
OG0003123	SCHMD12638	STRPU_25862, STRPU_25863
OG0003124	SCHMD00285, SCHMD25581	STRPU_15080
OG0003125	SCHMD07267	STRPU_02899
OG0003127	SCHMD11421	STRPU_20645
OG0003128	SCHMD19584	STRPU_14558
OG0003130	SCHMD04681	STRPU_14819
OG0003135	SCHMD18912, SCHMD19428, SCHMD16137	STRPU_20819
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	STRPU_20970
OG0003137	SCHMD07874	STRPU_26289, STRPU_26313, STRPU_26314, STRPU_26290
OG0003141	SCHMD00202	STRPU_11150
OG0003144	SCHMD02154	STRPU_17154
OG0003145	SCHMD14673, SCHMD15337, SCHMD09407	STRPU_19760
OG0003147	SCHMD17526	STRPU_09368
OG0003148	SCHMD04778	STRPU_21583
OG0003150	SCHMD20966	STRPU_06198, STRPU_06219
OG0003151	SCHMD12480, SCHMD14456	STRPU_25230
OG0003152	SCHMD15231, SCHMD19429	STRPU_09091, STRPU_02064
OG0003153	SCHMD06720, SCHMD06721	STRPU_25878
OG0003155	SCHMD26491	STRPU_08528, STRPU_08527
OG0003157	SCHMD06691	STRPU_05197
OG0003158	SCHMD18825, SCHMD11523, SCHMD13092	STRPU_24607
OG0003160	SCHMD15101, SCHMD28838	STRPU_10206
OG0003161	SCHMD03472	STRPU_20589
OG0003162	SCHMD16228, SCHMD15451	STRPU_10286
OG0003164	SCHMD01405	STRPU_05342
OG0003165	SCHMD04066	STRPU_06042
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	STRPU_14469, STRPU_14473
OG0003169	SCHMD10405	STRPU_18714
OG0003171	SCHMD06378	STRPU_20111, STRPU_20089
OG0003172	SCHMD01375	STRPU_13537
OG0003177	SCHMD16728, SCHMD07591	STRPU_09383, STRPU_01573
OG0003178	SCHMD14461	STRPU_21387
OG0003181	SCHMD00970	STRPU_08188
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	STRPU_25667
OG0003184	SCHMD28841, SCHMD26100	STRPU_04863
OG0003188	SCHMD17519, SCHMD17520	STRPU_27340
OG0003189	SCHMD02678	STRPU_17091
OG0003191	SCHMD03926	STRPU_02638, STRPU_24024
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	STRPU_06138
OG0003195	SCHMD01797	STRPU_08798
OG0003196	SCHMD11447	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	STRPU_06595
OG0003198	SCHMD14276	STRPU_10958, STRPU_10959
OG0003199	SCHMD20498, SCHMD26450	STRPU_22302
OG0003202	SCHMD03218, SCHMD21658	STRPU_04422
OG0003203	SCHMD02943, SCHMD25430	STRPU_22174, STRPU_22167
OG0003206	SCHMD29612	STRPU_05811
OG0003207	SCHMD06863, SCHMD04604	STRPU_23438, STRPU_00999
OG0003210	SCHMD23858, SCHMD23874	STRPU_20307
OG0003212	SCHMD20324, SCHMD18634	STRPU_23992
OG0003213	SCHMD10626, SCHMD25655	STRPU_27409
OG0003214	SCHMD18471	STRPU_02469, STRPU_13596
OG0003215	SCHMD06939	STRPU_21290
OG0003217	SCHMD03371, SCHMD00338	STRPU_18366
OG0003218	SCHMD20285	STRPU_05952
OG0003220	SCHMD14282	STRPU_17156
OG0003222	SCHMD08631	STRPU_25242
OG0003223	SCHMD08068	STRPU_08794
OG0003226	SCHMD02518, SCHMD13794	STRPU_01640, STRPU_11976
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	STRPU_21707, STRPU_21643
OG0003229	SCHMD00545	STRPU_00535, STRPU_15976
OG0003230	SCHMD09623	STRPU_09762, STRPU_09718
OG0003231	SCHMD04328	STRPU_07607
OG0003235	SCHMD15802	STRPU_22687
OG0003238	SCHMD09383	STRPU_01914, STRPU_22758
OG0003250	SCHMD02359	STRPU_07632
OG0003251	SCHMD14392	STRPU_26207
OG0003253	SCHMD08495	STRPU_26823
OG0003254	SCHMD01611	STRPU_21153
OG0003255	SCHMD16797	STRPU_22937
OG0003257	SCHMD14887, SCHMD01601	STRPU_20833, STRPU_20870
OG0003258	SCHMD22229, SCHMD24400	STRPU_11232, STRPU_11270
OG0003260	SCHMD03972	STRPU_18760
OG0003262	SCHMD19208	STRPU_14217
OG0003264	SCHMD03771	STRPU_07699, STRPU_07685
OG0003265	SCHMD14800	STRPU_23170
OG0003267	SCHMD03991	STRPU_04175
OG0003268	SCHMD03636	STRPU_26201
OG0003269	SCHMD04531	STRPU_08663
OG0003271	SCHMD16005, SCHMD05886	STRPU_15904
OG0003273	SCHMD06523	STRPU_21049
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	STRPU_25632
OG0003277	SCHMD27731, SCHMD11904	STRPU_22845
OG0003279	SCHMD08045	STRPU_05246
OG0003281	SCHMD10092	STRPU_06114
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	STRPU_23176
OG0003284	SCHMD07514, SCHMD15662	STRPU_24635, STRPU_24634
OG0003286	SCHMD09721	STRPU_08482
OG0003287	SCHMD14605	STRPU_16133, STRPU_16118
OG0003288	SCHMD09311, SCHMD11762	STRPU_05660
OG0003289	SCHMD16616	STRPU_25492
OG0003290	SCHMD28476, SCHMD05994	STRPU_19995
OG0003291	SCHMD09949	STRPU_14374
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	STRPU_22259
OG0003296	SCHMD02838	STRPU_00434, STRPU_14195
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	STRPU_08868, STRPU_00953
OG0003301	SCHMD13976, SCHMD15564	STRPU_16244, STRPU_16205
OG0003302	SCHMD01831	STRPU_04486
OG0003303	SCHMD01441	STRPU_21624
OG0003306	SCHMD03757	STRPU_23936, STRPU_23962
OG0003307	SCHMD16433	STRPU_04904
OG0003309	SCHMD01407	STRPU_24871
OG0003310	SCHMD07083	STRPU_14702, STRPU_09120, STRPU_09168, STRPU_00049, STRPU_26943, STRPU_05846, STRPU_10270, STRPU_14292, STRPU_01751, STRPU_01750
OG0003311	SCHMD10347	STRPU_24433
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	STRPU_00352, STRPU_11013
OG0003318	SCHMD12981, SCHMD18691	STRPU_23527
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	STRPU_08869, STRPU_00952
OG0003325	SCHMD09735	STRPU_04053
OG0003327	SCHMD05859	STRPU_19769, STRPU_00800
OG0003329	SCHMD18095	STRPU_27328
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	STRPU_27339
OG0003333	SCHMD20159, SCHMD28070	STRPU_01214, STRPU_12086
OG0003335	SCHMD19779	STRPU_20823
OG0003337	SCHMD01221, SCHMD01222	STRPU_11218, STRPU_11255
OG0003340	SCHMD08266	STRPU_24554
OG0003341	SCHMD00617	STRPU_21771
OG0003343	SCHMD22696	STRPU_15384
OG0003344	SCHMD12946, SCHMD01887	STRPU_07542, STRPU_00574
OG0003345	SCHMD29662	STRPU_03274, STRPU_03496, STRPU_03234, STRPU_03275
OG0003347	SCHMD05564, SCHMD05565, SCHMD05566	STRPU_01607, STRPU_13589
OG0003348	SCHMD11779	STRPU_24382
OG0003349	SCHMD04642, SCHMD00847	STRPU_04798, STRPU_04805
OG0003354	SCHMD00933	STRPU_22433
OG0003356	SCHMD07762	STRPU_08703, STRPU_01469
OG0003357	SCHMD05234	STRPU_09879
OG0003358	SCHMD00069	STRPU_01921, STRPU_22765
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	STRPU_12338
OG0003360	SCHMD04932	STRPU_12153, STRPU_12119
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	STRPU_21285
OG0003362	SCHMD06272	STRPU_05653
OG0003366	SCHMD14890	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478
OG0003369	SCHMD01240	STRPU_04619
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876	STRPU_24791
OG0003372	SCHMD20234	STRPU_18382
OG0003373	SCHMD21509, SCHMD21699	STRPU_11782, STRPU_11541, STRPU_11733
OG0003374	SCHMD04840	STRPU_16743, STRPU_01716
OG0003375	SCHMD08102	STRPU_27269, STRPU_27284
OG0003378	SCHMD07045	STRPU_12591
OG0003380	SCHMD05800	STRPU_14745
OG0003381	SCHMD19752	STRPU_12349
OG0003382	SCHMD05894	STRPU_00632, STRPU_12505
OG0003384	SCHMD08925	STRPU_01561, STRPU_09397
OG0003386	SCHMD08232	STRPU_10904
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	STRPU_04625, STRPU_04647
OG0003389	SCHMD17530, SCHMD18180, SCHMD23555, SCHMD24378	STRPU_05920
OG0003392	SCHMD20046	STRPU_08299
OG0003394	SCHMD10224, SCHMD24281, SCHMD27274, SCHMD29722, SCHMD24179, SCHMD14774	STRPU_11504, STRPU_27241, STRPU_20368, STRPU_20369, STRPU_11179, STRPU_11180, STRPU_20372, STRPU_20370
OG0003419	SCHMD02792	STRPU_03427
OG0003421	SCHMD25644, SCHMD14414	STRPU_05462
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	STRPU_12647
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	STRPU_27213
OG0003426	SCHMD11714	STRPU_21596
OG0003430	SCHMD03690	STRPU_03710
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	STRPU_13834
OG0003434	SCHMD05639, SCHMD06055	STRPU_22971
OG0003435	SCHMD22101, SCHMD18693	STRPU_20684
OG0003439	SCHMD00949	STRPU_06448
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	STRPU_21532
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	STRPU_12122, STRPU_12155
OG0003445	SCHMD02071	STRPU_20383
OG0003449	SCHMD06404	STRPU_08215
OG0003450	SCHMD01589	STRPU_04502
OG0003451	SCHMD08838	STRPU_18049
OG0003454	SCHMD10872, SCHMD17895	STRPU_13689, STRPU_02387
OG0003455	SCHMD27744, SCHMD09301	STRPU_21218
OG0003456	SCHMD08769	STRPU_08652
OG0003458	SCHMD20564	STRPU_07419
OG0003460	SCHMD01967, SCHMD01966	STRPU_21209
OG0003462	SCHMD28411	STRPU_01190, STRPU_19960
OG0003463	SCHMD00720, SCHMD00721	STRPU_21459
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	STRPU_08415
OG0003465	SCHMD04832	STRPU_19515
OG0003466	SCHMD14345	STRPU_10203, STRPU_09366, STRPU_09367
OG0003467	SCHMD08398	STRPU_04466
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	STRPU_21762, STRPU_21697
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	STRPU_03744
OG0003475	SCHMD11005	STRPU_18099, STRPU_01787
OG0003476	SCHMD14696	STRPU_22836
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	STRPU_07450, STRPU_07441
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	STRPU_20938
OG0003479	SCHMD07504, SCHMD03144	STRPU_01940, STRPU_22782
OG0003480	SCHMD01806	STRPU_25605
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	STRPU_04672
OG0003484	SCHMD12754	STRPU_22101
OG0003486	SCHMD07957	STRPU_17601
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	STRPU_10374
OG0003488	SCHMD09112, SCHMD22268	STRPU_07310
OG0003489	SCHMD27620	STRPU_24792
OG0003490	SCHMD10202	STRPU_14276, STRPU_14293
OG0003491	SCHMD07566	STRPU_06727
OG0003492	SCHMD17580	STRPU_04886
OG0003496	SCHMD21889, SCHMD26712, SCHMD21890	STRPU_05365
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	STRPU_03308
OG0003498	SCHMD19260	STRPU_24846
OG0003501	SCHMD02846	STRPU_18507
OG0003502	SCHMD05683	STRPU_14905
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	STRPU_09082, STRPU_02055
OG0003504	SCHMD16696, SCHMD18314	STRPU_08880, STRPU_00941
OG0003505	SCHMD08229, SCHMD08228	STRPU_26126
OG0003508	SCHMD00810	STRPU_13552
OG0003509	SCHMD12054	STRPU_10961
OG0003511	SCHMD10744	STRPU_26830
OG0003513	SCHMD25986, SCHMD27084	STRPU_13821
OG0003515	SCHMD16232, SCHMD28533	STRPU_05774
OG0003516	SCHMD28216	STRPU_10277
OG0003518	SCHMD05084	STRPU_26026
OG0003519	SCHMD04577	STRPU_13946
OG0003520	SCHMD04339	STRPU_20485
OG0003522	SCHMD02972	STRPU_08126, STRPU_08113
OG0003523	SCHMD11219	STRPU_11145
OG0003524	SCHMD06675	STRPU_11329
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	STRPU_22611
OG0003527	SCHMD28971	STRPU_06217, STRPU_06194
OG0003528	SCHMD21896, SCHMD26214	STRPU_17490, STRPU_17491, STRPU_17489
OG0003530	SCHMD08166	STRPU_25170
OG0003531	SCHMD02486	STRPU_20597
OG0003532	SCHMD04373	STRPU_10739
OG0003533	SCHMD29432, SCHMD23787	STRPU_22386
OG0003534	SCHMD19910	STRPU_21654, STRPU_21719
OG0003539	SCHMD18718, SCHMD20290	STRPU_22523
OG0003543	SCHMD01295, SCHMD04172	STRPU_16716
OG0003544	SCHMD22197, SCHMD21841	STRPU_07440, STRPU_07449
OG0003545	SCHMD18885, SCHMD15544	STRPU_09297
OG0003548	SCHMD25865, SCHMD23815	STRPU_09626
OG0003550	SCHMD01327	STRPU_01035, STRPU_23404
OG0003551	SCHMD07949	STRPU_18972, STRPU_18959
OG0003552	SCHMD10623, SCHMD08451	STRPU_20147
OG0003554	SCHMD11710, SCHMD08877	STRPU_09335
OG0003555	SCHMD03932	STRPU_09097, STRPU_02068
OG0003556	SCHMD03452	STRPU_08012
OG0003557	SCHMD08732	STRPU_20157
OG0003558	SCHMD04257	STRPU_27128
OG0003561	SCHMD07358	STRPU_17360, STRPU_17346
OG0003562	SCHMD00923	STRPU_24859
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	STRPU_01477, STRPU_08694
OG0003564	SCHMD19445, SCHMD14913	STRPU_09624
OG0003566	SCHMD26756, SCHMD15301	STRPU_11918, STRPU_11878
OG0003567	SCHMD15008, SCHMD04442	STRPU_02062, STRPU_09090
OG0003568	SCHMD15819	STRPU_14841
OG0003570	SCHMD08962	STRPU_02794
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	STRPU_26236
OG0003573	SCHMD03521	STRPU_14812
OG0003577	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649	STRPU_22045
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	STRPU_14245
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	STRPU_04470
OG0003582	SCHMD12451, SCHMD16671	STRPU_22683
OG0003597	SCHMD07116	STRPU_01702, STRPU_02662
OG0003598	SCHMD21244	STRPU_00768, STRPU_19800
OG0003599	SCHMD21154	STRPU_26822
OG0003600	SCHMD02224	STRPU_25452
OG0003603	SCHMD02011	STRPU_08310
OG0003604	SCHMD03287	STRPU_14769, STRPU_02554
OG0003606	SCHMD17964, SCHMD15106	STRPU_17457, STRPU_17474
OG0003607	SCHMD18996, SCHMD19067	STRPU_21163, STRPU_21155
OG0003607	SCHMD28540	STRPU_21154
OG0003610	SCHMD10025, SCHMD05007	STRPU_01053, STRPU_24252
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	STRPU_09452, STRPU_01510
OG0003612	SCHMD05843, SCHMD05841	STRPU_18968
OG0003612	SCHMD05840	STRPU_18969, STRPU_18956
OG0003613	SCHMD04176	STRPU_12108, STRPU_12143
OG0003615	SCHMD13214	STRPU_19046
OG0003617	SCHMD19266, SCHMD24604	STRPU_13092, STRPU_13104
OG0003618	SCHMD03820	STRPU_08027, STRPU_02032
OG0003619	SCHMD13518, SCHMD08597	STRPU_05456
OG0003620	SCHMD10079, SCHMD29362	STRPU_00502, STRPU_15940
OG0003621	SCHMD12479	STRPU_17041, STRPU_01807
OG0003622	SCHMD21579	STRPU_10952
OG0003622	SCHMD23632	STRPU_21646, STRPU_21710
OG0003624	SCHMD09570	STRPU_23504
OG0003625	SCHMD13173, SCHMD19163, SCHMD19678, SCHMD22465	STRPU_01115, STRPU_24184, STRPU_24183
OG0003626	SCHMD06623	STRPU_24928
OG0003627	SCHMD19934, SCHMD24898	STRPU_06634
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	STRPU_14988, STRPU_14958
OG0003631	SCHMD10913	STRPU_04940
OG0003632	SCHMD28869	STRPU_11322
OG0003635	SCHMD09927	STRPU_05033, STRPU_05106
OG0003636	SCHMD16813	STRPU_21350
OG0003638	SCHMD08904, SCHMD12994	STRPU_21025
OG0003639	SCHMD20935, SCHMD20934	STRPU_14552
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	STRPU_24148
OG0003644	SCHMD03638	STRPU_19783, STRPU_00787
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	STRPU_26839
OG0003647	SCHMD03661, SCHMD03659	STRPU_27138
OG0003649	SCHMD11461	STRPU_26514
OG0003651	SCHMD19273, SCHMD24605	STRPU_08068
OG0003652	SCHMD11274	STRPU_17587, STRPU_17563
OG0003653	SCHMD17511, SCHMD11246	STRPU_25673
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	STRPU_07070, STRPU_07065
OG0003655	SCHMD09541	STRPU_17785
OG0003657	SCHMD25752, SCHMD28011	STRPU_22899, STRPU_22914
OG0003658	SCHMD16613, SCHMD29667	STRPU_23985
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	STRPU_24909
OG0003661	SCHMD05074, SCHMD11069	STRPU_23064, STRPU_00650
OG0003666	SCHMD02137	STRPU_00986, STRPU_23456
OG0003668	SCHMD16966	STRPU_26719
OG0003669	SCHMD19438	STRPU_19296, STRPU_01851
OG0003670	SCHMD27614, SCHMD13168	STRPU_07308, STRPU_07309
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	STRPU_09909
OG0003672	SCHMD06465, SCHMD13496	STRPU_08809
OG0003674	SCHMD21242	STRPU_08882, STRPU_00939
OG0003675	SCHMD10343	STRPU_01019, STRPU_23417
OG0003676	SCHMD09933	STRPU_13154, STRPU_13134
OG0003678	SCHMD18909	STRPU_19225
OG0003679	SCHMD14973	STRPU_24398
OG0003682	SCHMD00097	STRPU_20705
OG0003685	SCHMD02813	STRPU_22192
OG0003687	SCHMD06543	STRPU_13921, STRPU_13934
OG0003688	SCHMD02218	STRPU_11389
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	STRPU_21873
OG0003692	SCHMD07452	STRPU_01575, STRPU_09381
OG0003694	SCHMD01774	STRPU_00897, STRPU_23023
OG0003695	SCHMD02002	STRPU_20388
OG0003696	SCHMD10456, SCHMD19979	STRPU_23695
OG0003698	SCHMD04069	STRPU_09884
OG0003699	SCHMD25089, SCHMD23737	STRPU_11800
OG0003701	SCHMD15850	STRPU_24397
OG0003703	SCHMD03850	STRPU_12263
OG0003705	SCHMD16984	STRPU_01606, STRPU_13588
OG0003706	SCHMD03464, SCHMD03465	STRPU_19455
OG0003708	SCHMD13127	STRPU_17774
OG0003710	SCHMD01072	STRPU_17764
OG0003712	SCHMD07204	STRPU_02201, STRPU_09234
OG0003712	SCHMD01556	STRPU_09233, STRPU_02200
OG0003713	SCHMD09387	STRPU_07731
OG0003716	SCHMD16362	STRPU_11467
OG0003717	SCHMD02266	STRPU_24884
OG0003718	SCHMD19427, SCHMD27978	STRPU_24139
OG0003720	SCHMD23149, SCHMD11812	STRPU_16621
OG0003721	SCHMD06738	STRPU_21833
OG0003722	SCHMD13809	STRPU_20141
OG0003724	SCHMD11616	STRPU_11103, STRPU_11128
OG0003725	SCHMD27474, SCHMD20596	STRPU_19147
OG0003726	SCHMD25016	STRPU_07524, STRPU_03374
OG0003728	SCHMD02160	STRPU_19719
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	STRPU_24047, STRPU_02614
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	STRPU_10330
OG0003731	SCHMD22514	STRPU_20490
OG0003732	SCHMD03758	STRPU_05954
OG0003734	SCHMD00609	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	STRPU_22673
OG0003737	SCHMD26875, SCHMD23789	STRPU_19671, STRPU_19650
OG0003739	SCHMD03999	STRPU_01491, STRPU_13756
OG0003740	SCHMD13948, SCHMD17686	STRPU_12532
OG0003741	SCHMD28597, SCHMD28496	STRPU_02688, STRPU_01677
OG0003742	SCHMD03803	STRPU_22532
OG0003743	SCHMD05330, SCHMD03268	STRPU_18134
OG0003744	SCHMD04258	STRPU_22977
OG0003746	SCHMD20571	STRPU_13668, STRPU_02402
OG0003747	SCHMD25018, SCHMD26084, SCHMD17880	STRPU_07517
OG0003749	SCHMD12963, SCHMD26791	STRPU_12317
OG0003750	SCHMD10740, SCHMD21692	STRPU_03777
OG0003751	SCHMD29178, SCHMD29232	STRPU_11253, STRPU_11216
OG0003755	SCHMD24630	STRPU_15415
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	STRPU_25349, STRPU_25348
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	STRPU_20502
OG0003758	SCHMD10568	STRPU_21990, STRPU_21988
OG0003759	SCHMD02168	STRPU_10861, STRPU_10841
OG0003764	SCHMD03437	STRPU_08733, STRPU_01439
OG0003766	SCHMD22112, SCHMD16522	STRPU_25294
OG0003767	SCHMD06286	STRPU_07021
OG0003770	SCHMD25951, SCHMD27241	STRPU_05109, STRPU_05036, STRPU_05110
OG0003771	SCHMD05134	STRPU_08361
OG0003775	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376	STRPU_08270
OG0003776	SCHMD01854	STRPU_02898
OG0003777	SCHMD09329, SCHMD03918	STRPU_08593, STRPU_00310
OG0003778	SCHMD06996	STRPU_11538
OG0003779	SCHMD15868, SCHMD25797	STRPU_06113
OG0003795	SCHMD22731	STRPU_23591
OG0003798	SCHMD13971, SCHMD04164	STRPU_05134, STRPU_05061
OG0003803	SCHMD27722, SCHMD27442	STRPU_20204
OG0003806	SCHMD21156	STRPU_00975, STRPU_08841
OG0003808	SCHMD27875, SCHMD11284	STRPU_24251, STRPU_01054
OG0003811	SCHMD22928, SCHMD13669	STRPU_05891
OG0003812	SCHMD04985	STRPU_11207
OG0003813	SCHMD01244	STRPU_04220, STRPU_04255
OG0003817	SCHMD04758	STRPU_03401, STRPU_03391, STRPU_03416
OG0003818	SCHMD10822, SCHMD17278	STRPU_05558, STRPU_05616
OG0003825	SCHMD05990	STRPU_10012
OG0003826	SCHMD20348	STRPU_14827
