Orthogroup	SCHMD	LYTVA_ok
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	LYTVA_06647
OG0003465	SCHMD04832	LYTVA_23986, LYTVA_07116
OG0003466	SCHMD14345	LYTVA_16471, LYTVA_29464
OG0003467	SCHMD08398	LYTVA_21585
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	LYTVA_20724
OG0003471	SCHMD02073	LYTVA_00020
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	LYTVA_07208
OG0003475	SCHMD11005	LYTVA_22320, LYTVA_27992, LYTVA_00238
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	LYTVA_09865
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	LYTVA_27751
OG0003480	SCHMD01806	LYTVA_03416
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	LYTVA_09501
OG0003484	SCHMD12754	LYTVA_02918
OG0003486	SCHMD07957	LYTVA_21614
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	LYTVA_22813
OG0003488	SCHMD09112, SCHMD22268	LYTVA_26066
OG0003489	SCHMD16345, SCHMD15586	LYTVA_24756
OG0003489	SCHMD27620	LYTVA_07007
OG0003490	SCHMD10202	LYTVA_01641
OG0003491	SCHMD07566	LYTVA_11242, LYTVA_18975
OG0003492	SCHMD17580	LYTVA_17125
OG0003496	SCHMD21889, SCHMD26712, SCHMD21890	LYTVA_15612
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	LYTVA_24897
OG0003498	SCHMD19260	LYTVA_06432
OG0003501	SCHMD02846	LYTVA_00202
OG0003502	SCHMD05683	LYTVA_01228, LYTVA_20788
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	LYTVA_13641
OG0003505	SCHMD08229, SCHMD08228	LYTVA_07063, LYTVA_28433, LYTVA_23504
OG0003508	SCHMD00810	LYTVA_19543
OG0003509	SCHMD12054	LYTVA_02422
OG0003511	SCHMD10744	LYTVA_08783
OG0003511	SCHMD10745	LYTVA_14080
OG0003513	SCHMD25986, SCHMD27084	LYTVA_21954, LYTVA_16304
OG0003515	SCHMD16232, SCHMD28533	LYTVA_04862
OG0003516	SCHMD28216	LYTVA_26603, LYTVA_25611
OG0003518	SCHMD05084	LYTVA_18666
OG0003519	SCHMD04577	LYTVA_19352
OG0003520	SCHMD04339	LYTVA_04131, LYTVA_12643
OG0003522	SCHMD02972	LYTVA_09959
OG0003523	SCHMD11219	LYTVA_11260
OG0003524	SCHMD06675	LYTVA_24165
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	LYTVA_16398, LYTVA_14455
OG0003527	SCHMD28971	LYTVA_03857
OG0003528	SCHMD21896, SCHMD26214	LYTVA_25429, LYTVA_25427
OG0003530	SCHMD08166	LYTVA_11540
OG0003531	SCHMD02486	LYTVA_03603
OG0003532	SCHMD04373	LYTVA_14462
OG0003533	SCHMD29432, SCHMD23787	LYTVA_23225, LYTVA_12475
OG0003534	SCHMD19910	LYTVA_18805
OG0003539	SCHMD18718, SCHMD20290	LYTVA_02480
OG0003543	SCHMD01295, SCHMD04172	LYTVA_04479
OG0003544	SCHMD22197, SCHMD21841	LYTVA_29003, LYTVA_27728, LYTVA_23809
OG0003545	SCHMD18885, SCHMD15544	LYTVA_26703
OG0003548	SCHMD25865, SCHMD23815	LYTVA_19416
OG0003550	SCHMD01327	LYTVA_30065
OG0003552	SCHMD10623, SCHMD08451	LYTVA_11397
OG0003554	SCHMD11710, SCHMD08877	LYTVA_26313
OG0003555	SCHMD03932	LYTVA_22182
OG0003557	SCHMD08732	LYTVA_29355
OG0003558	SCHMD04257	LYTVA_28864
OG0003562	SCHMD00923	LYTVA_15863
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	LYTVA_28497
OG0003566	SCHMD26756, SCHMD15301	LYTVA_12411
OG0003567	SCHMD15008, SCHMD04442	LYTVA_13855
OG0003568	SCHMD15819	LYTVA_25025
OG0003570	SCHMD08962	LYTVA_16300
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	LYTVA_08422
OG0003573	SCHMD03521	LYTVA_12228
OG0003577	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649	LYTVA_24980
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	LYTVA_14123
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	LYTVA_21586, LYTVA_25548
OG0003598	SCHMD24246, SCHMD21244	LYTVA_20119
OG0003599	SCHMD21154	LYTVA_25495, LYTVA_28141
OG0003600	SCHMD02224	LYTVA_15659, LYTVA_29737
OG0003603	SCHMD02011	LYTVA_20098
OG0003604	SCHMD03287	LYTVA_20248
OG0003606	SCHMD17964, SCHMD15106	LYTVA_24368
OG0003607	SCHMD28540	LYTVA_04001
OG0003607	SCHMD28541	LYTVA_09961
OG0003610	SCHMD10025, SCHMD05007	LYTVA_07203, LYTVA_24955
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	LYTVA_25213
OG0003612	SCHMD05843, SCHMD05841	LYTVA_13314
OG0003612	SCHMD05840	LYTVA_13319
OG0003613	SCHMD04176	LYTVA_26048, LYTVA_10701
OG0003615	SCHMD13214	LYTVA_26591
OG0003617	SCHMD19266, SCHMD24604	LYTVA_08952, LYTVA_11704
OG0003618	SCHMD03820	LYTVA_08987
OG0003619	SCHMD13518, SCHMD08597	LYTVA_29115, LYTVA_05151
OG0003620	SCHMD10079, SCHMD29362	LYTVA_14583
OG0003621	SCHMD12479	LYTVA_14368
OG0003622	SCHMD23632	LYTVA_12050
OG0003624	SCHMD09570	LYTVA_16657
OG0003626	SCHMD06623	LYTVA_13770, LYTVA_29415
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	LYTVA_11059, LYTVA_22109
OG0003631	SCHMD10913	LYTVA_17311
OG0003632	SCHMD28869	LYTVA_06045
OG0003635	SCHMD09927	LYTVA_24849
OG0003636	SCHMD16813	LYTVA_13934
OG0003638	SCHMD08904, SCHMD12994	LYTVA_26670
OG0003639	SCHMD20935, SCHMD20934	LYTVA_10457
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	LYTVA_28983
OG0003641	SCHMD00104	LYTVA_11566
OG0003644	SCHMD03638	LYTVA_19920
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	LYTVA_05796
OG0003647	SCHMD03661, SCHMD03659	LYTVA_17942
OG0003649	SCHMD11461	LYTVA_12300, LYTVA_23539
OG0003651	SCHMD19273, SCHMD24605	LYTVA_17096
OG0003652	SCHMD11274	LYTVA_28066
OG0003653	SCHMD17511, SCHMD11246	LYTVA_15915
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	LYTVA_07082
OG0003655	SCHMD09541	LYTVA_23764
OG0003657	SCHMD25752, SCHMD28011	LYTVA_11266
OG0003658	SCHMD16613, SCHMD29667	LYTVA_02606
OG0003661	SCHMD05074, SCHMD11069	LYTVA_05212
OG0003664	SCHMD12084, SCHMD21392	LYTVA_15946
OG0003666	SCHMD02137	LYTVA_14443
OG0003668	SCHMD16966	LYTVA_23185
OG0003669	SCHMD19438	LYTVA_20979, LYTVA_00369
OG0003670	SCHMD27614, SCHMD13168	LYTVA_04322
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	LYTVA_20433
OG0003672	SCHMD06465, SCHMD13496	LYTVA_28748
OG0003674	SCHMD21242	LYTVA_16973, LYTVA_27559
OG0003675	SCHMD10343	LYTVA_28295
OG0003676	SCHMD09933	LYTVA_11057
OG0003678	SCHMD18909	LYTVA_13504
OG0003682	SCHMD00097	LYTVA_10459
OG0003684	SCHMD18035	LYTVA_08637, LYTVA_01162
OG0003685	SCHMD02813	LYTVA_22072
OG0003688	SCHMD02218	LYTVA_24642
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	LYTVA_15125
OG0003692	SCHMD07452	LYTVA_16704
OG0003694	SCHMD01774	LYTVA_21490
OG0003695	SCHMD02002	LYTVA_08219
OG0003696	SCHMD10456, SCHMD19979	LYTVA_10724
OG0003698	SCHMD04070	LYTVA_00449
OG0003698	SCHMD04069	LYTVA_00450
OG0003699	SCHMD25089, SCHMD23737	LYTVA_20603
OG0003701	SCHMD15850	LYTVA_00297, LYTVA_00298
OG0003703	SCHMD03850	LYTVA_15204, LYTVA_25249
OG0003705	SCHMD16984	LYTVA_23338
OG0003706	SCHMD03464, SCHMD03465	LYTVA_04360
OG0003708	SCHMD13127	LYTVA_24117, LYTVA_25700
OG0003710	SCHMD01072	LYTVA_01367
OG0003712	SCHMD07204	LYTVA_13639
OG0003712	SCHMD01556	LYTVA_13640
OG0003713	SCHMD09387	LYTVA_12799, LYTVA_06866, LYTVA_18223
OG0003716	SCHMD16362	LYTVA_00505
OG0003717	SCHMD02266	LYTVA_24800
OG0003718	SCHMD19427, SCHMD27978	LYTVA_22052
OG0003721	SCHMD06738	LYTVA_29839
OG0003722	SCHMD13809	LYTVA_09208, LYTVA_00262
OG0003724	SCHMD11616	LYTVA_28771
OG0003725	SCHMD27474, SCHMD20596	LYTVA_16331
OG0003726	SCHMD25016	LYTVA_26835
OG0003728	SCHMD02160	LYTVA_22235, LYTVA_05584
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	LYTVA_20503
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	LYTVA_17088
OG0003731	SCHMD22514	LYTVA_05810
OG0003732	SCHMD03758	LYTVA_25663
OG0003732	SCHMD03760	LYTVA_20441
OG0003734	SCHMD00609	LYTVA_19044, LYTVA_23146
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	LYTVA_01263
OG0003737	SCHMD26875, SCHMD23789	LYTVA_04668, LYTVA_07306
OG0003739	SCHMD03999	LYTVA_20011
OG0003740	SCHMD13948, SCHMD17686	LYTVA_26296, LYTVA_17293, LYTVA_16340
OG0003741	SCHMD09441, SCHMD07941	LYTVA_18369
OG0003741	SCHMD28597, SCHMD28496	LYTVA_00346
OG0003742	SCHMD03803	LYTVA_26372
OG0003743	SCHMD05330, SCHMD03268	LYTVA_26127, LYTVA_26126
OG0003744	SCHMD04258	LYTVA_06947
OG0003746	SCHMD20571	LYTVA_21138
OG0003747	SCHMD27381, SCHMD20061	LYTVA_13741
OG0003747	SCHMD25018, SCHMD26084, SCHMD17880	LYTVA_10213
OG0003749	SCHMD12963, SCHMD26791	LYTVA_18850
OG0003750	SCHMD10740, SCHMD21692	LYTVA_02287, LYTVA_01689
OG0003751	SCHMD29178, SCHMD29232	LYTVA_13457
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	LYTVA_09213
OG0003758	SCHMD10568	LYTVA_17109
OG0003759	SCHMD02168	LYTVA_26967
OG0003764	SCHMD03437	LYTVA_17144, LYTVA_11016
OG0003766	SCHMD22112, SCHMD16522	LYTVA_05953
OG0003767	SCHMD06286	LYTVA_08194
OG0003770	SCHMD29711	LYTVA_11378
OG0003771	SCHMD05134	LYTVA_28045
OG0003774	SCHMD05085	LYTVA_19451
OG0003775	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376	LYTVA_08825
OG0003777	SCHMD09329, SCHMD03918	LYTVA_21729
OG0003778	SCHMD06996	LYTVA_11821
OG0003779	SCHMD15868, SCHMD25797	LYTVA_10521
OG0003795	SCHMD22731	LYTVA_13836
OG0003798	SCHMD13971, SCHMD04164	LYTVA_21450
OG0003803	SCHMD27722, SCHMD27442	LYTVA_17645
OG0003806	SCHMD21156	LYTVA_30001
OG0003808	SCHMD27875, SCHMD11284	LYTVA_19229
OG0003811	SCHMD22928, SCHMD13669	LYTVA_01732
OG0003813	SCHMD01244	LYTVA_00532
OG0003817	SCHMD04758	LYTVA_02558
OG0003818	SCHMD10822, SCHMD17278	LYTVA_09712
OG0003821	SCHMD10138	LYTVA_01898
OG0003825	SCHMD05990	LYTVA_25095, LYTVA_25100
OG0003826	SCHMD20348	LYTVA_13850
OG0003827	SCHMD03936	LYTVA_03265
OG0003828	SCHMD01189, SCHMD27415	LYTVA_13423
OG0003831	SCHMD17115	LYTVA_24443
OG0003833	SCHMD28965	LYTVA_27868, LYTVA_23190
OG0003834	SCHMD01451	LYTVA_28662
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	LYTVA_29929
OG0003838	SCHMD05207	LYTVA_17094
OG0003839	SCHMD05702, SCHMD10139	LYTVA_23937, LYTVA_14573
OG0003841	SCHMD14946	LYTVA_09880
OG0003844	SCHMD09963	LYTVA_23802
OG0003845	SCHMD00835	LYTVA_09006
OG0003846	SCHMD06517	LYTVA_03898, LYTVA_08542
OG0003849	SCHMD10843	LYTVA_16505
OG0003850	SCHMD24952, SCHMD16801	LYTVA_06404
OG0003853	SCHMD14514, SCHMD07343	LYTVA_09397
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	LYTVA_25797
OG0003857	SCHMD05301	LYTVA_25367, LYTVA_25796
OG0003863	SCHMD02612	LYTVA_25098
OG0003865	SCHMD10111	LYTVA_06719, LYTVA_29186
OG0003866	SCHMD07937, SCHMD00211	LYTVA_29703
OG0003867	SCHMD20274, SCHMD12094, SCHMD26871, SCHMD11731, SCHMD29207, SCHMD20012, SCHMD24555, SCHMD26707, SCHMD22185, SCHMD13199	LYTVA_29419
OG0003868	SCHMD15677	LYTVA_16042
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	LYTVA_12197
OG0003871	SCHMD01263	LYTVA_29042
OG0003876	SCHMD06770	LYTVA_08885
OG0003877	SCHMD08239	LYTVA_07189, LYTVA_05818
OG0003878	SCHMD04321	LYTVA_06775, LYTVA_04340
OG0003879	SCHMD18366	LYTVA_26740
OG0003881	SCHMD06054, SCHMD03369	LYTVA_02265
OG0003882	SCHMD13622	LYTVA_18048
OG0003883	SCHMD24582	LYTVA_29680
OG0003884	SCHMD04417	LYTVA_04955
OG0003885	SCHMD09959	LYTVA_22856
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	LYTVA_00295
OG0003887	SCHMD20058, SCHMD18207	LYTVA_04461
OG0003888	SCHMD05192	LYTVA_17977, LYTVA_27229, LYTVA_07798
OG0003889	SCHMD21799	LYTVA_29995
OG0003892	SCHMD07588	LYTVA_28820
OG0003894	SCHMD11863	LYTVA_30206
OG0003897	SCHMD20071	LYTVA_01009, LYTVA_18263
OG0003897	SCHMD20603	LYTVA_04579
OG0003903	SCHMD29162	LYTVA_02798
OG0003904	SCHMD00688	LYTVA_08407
OG0003905	SCHMD06966	LYTVA_11778
OG0003906	SCHMD03168	LYTVA_00896
OG0003908	SCHMD10777, SCHMD26725	LYTVA_01565
OG0003908	SCHMD03608	LYTVA_23240
OG0003909	SCHMD13155	LYTVA_04292
OG0003910	SCHMD16210, SCHMD14670	LYTVA_15956
OG0003911	SCHMD20892	LYTVA_13769
OG0003912	SCHMD04955	LYTVA_20384
OG0003913	SCHMD23758	LYTVA_20575
OG0003914	SCHMD00070	LYTVA_00538
OG0003915	SCHMD16264, SCHMD14615	LYTVA_29470
OG0003917	SCHMD02873	LYTVA_26563, LYTVA_13069
OG0003918	SCHMD00222	LYTVA_03867
OG0003919	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561	LYTVA_25024
OG0003920	SCHMD03027	LYTVA_03736
OG0003921	SCHMD06689	LYTVA_29296
OG0003923	SCHMD25596, SCHMD09715	LYTVA_19351
OG0003925	SCHMD25912, SCHMD09602	LYTVA_23157
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	LYTVA_00309
OG0003929	SCHMD28985	LYTVA_28675
OG0003930	SCHMD03275	LYTVA_25579, LYTVA_23488
OG0003931	SCHMD03615	LYTVA_22630
OG0003933	SCHMD23983	LYTVA_22915
OG0003936	SCHMD01877	LYTVA_03319
OG0003938	SCHMD19197	LYTVA_07799
OG0003939	SCHMD05579	LYTVA_03990, LYTVA_08883
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	LYTVA_05716, LYTVA_21871
OG0003941	SCHMD07685	LYTVA_23045
OG0003945	SCHMD04737	LYTVA_00843
OG0003946	SCHMD19360, SCHMD00465	LYTVA_00597
OG0003947	SCHMD06484	LYTVA_21166
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	LYTVA_22866
OG0003953	SCHMD22038	LYTVA_25899
OG0003954	SCHMD06088	LYTVA_08587
OG0003956	SCHMD07488	LYTVA_03157, LYTVA_03160
OG0003958	SCHMD13631, SCHMD28091	LYTVA_10240
OG0003961	SCHMD04675	LYTVA_18404
OG0003968	SCHMD20971, SCHMD24367	LYTVA_18737
OG0003972	SCHMD13668	LYTVA_26756
OG0003973	SCHMD06454	LYTVA_08780
OG0003998	SCHMD17536, SCHMD17537	LYTVA_04462
OG0004000	SCHMD05012	LYTVA_13016
OG0004002	SCHMD02849	LYTVA_14687
OG0004004	SCHMD03887, SCHMD03888	LYTVA_12647
OG0004007	SCHMD27653	LYTVA_16332
OG0004009	SCHMD12539	LYTVA_27360
OG0004010	SCHMD12662	LYTVA_19108
OG0004010	SCHMD11857	LYTVA_14826
OG0004012	SCHMD08012, SCHMD16333	LYTVA_26169
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	LYTVA_26908
OG0004015	SCHMD06396	LYTVA_14499
OG0004017	SCHMD27630	LYTVA_26976
OG0004018	SCHMD09657	LYTVA_07907
OG0004021	SCHMD12686	LYTVA_07062, LYTVA_20594
OG0004023	SCHMD07791	LYTVA_16983
OG0004025	SCHMD25773	LYTVA_06115
OG0004028	SCHMD03770	LYTVA_25968
OG0004029	SCHMD25820	LYTVA_07988, LYTVA_23850
OG0004030	SCHMD13880, SCHMD26900	LYTVA_13149
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	LYTVA_24098
OG0004036	SCHMD07559, SCHMD09846	LYTVA_28065
OG0004037	SCHMD06653	LYTVA_20546
OG0004038	SCHMD08999, SCHMD03883	LYTVA_30220
OG0004040	SCHMD09208	LYTVA_03042
OG0004040	SCHMD09213, SCHMD09209, SCHMD09210	LYTVA_21043
OG0004041	SCHMD29278	LYTVA_30034
OG0004041	SCHMD13539, SCHMD13540	LYTVA_16536
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	LYTVA_08337
OG0004043	SCHMD00046	LYTVA_08636
OG0004044	SCHMD16907	LYTVA_04278
OG0004047	SCHMD07813	LYTVA_22628
OG0004048	SCHMD05765	LYTVA_16472
OG0004052	SCHMD01378	LYTVA_04921
OG0004053	SCHMD09663	LYTVA_05254
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	LYTVA_13931
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	LYTVA_13733
OG0004064	SCHMD03370	LYTVA_00970
OG0004065	SCHMD04935	LYTVA_23835, LYTVA_06332
OG0004066	SCHMD01420	LYTVA_26929
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	LYTVA_14146
OG0004068	SCHMD04738	LYTVA_11542
OG0004069	SCHMD07928	LYTVA_15685
OG0004071	SCHMD06667	LYTVA_15303
OG0004072	SCHMD07982	LYTVA_02954
OG0004076	SCHMD19802	LYTVA_03921
OG0004078	SCHMD08036	LYTVA_09313
OG0004079	SCHMD22313, SCHMD19146	LYTVA_06671
OG0004080	SCHMD18517	LYTVA_29208
OG0004081	SCHMD03804	LYTVA_02736
OG0004083	SCHMD05538	LYTVA_21834, LYTVA_13777
OG0004084	SCHMD13360	LYTVA_18649
OG0004085	SCHMD20233	LYTVA_08513, LYTVA_28587
OG0004087	SCHMD13153, SCHMD13154	LYTVA_06772
OG0004090	SCHMD19142	LYTVA_01996
OG0004091	SCHMD10376, SCHMD19027	LYTVA_21438
OG0004091	SCHMD20986, SCHMD10374	LYTVA_09473
OG0004092	SCHMD01973	LYTVA_11252, LYTVA_08054
OG0004094	SCHMD10011	LYTVA_15767, LYTVA_15263
OG0004096	SCHMD01632	LYTVA_24655
OG0004097	SCHMD00017	LYTVA_03615
OG0004099	SCHMD07433	LYTVA_16532
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	LYTVA_05542, LYTVA_05543
OG0004101	SCHMD01669	LYTVA_16379
OG0004102	SCHMD16352	LYTVA_22604
OG0004103	SCHMD06708, SCHMD03618	LYTVA_10838, LYTVA_14405, LYTVA_25911
OG0004106	SCHMD07276, SCHMD19640	LYTVA_16270, LYTVA_17077
OG0004107	SCHMD01035	LYTVA_26766
OG0004110	SCHMD03573	LYTVA_17391
OG0004112	SCHMD04301	LYTVA_05426
OG0004113	SCHMD09954, SCHMD11157	LYTVA_23980, LYTVA_20632
OG0004114	SCHMD11428	LYTVA_09095
OG0004116	SCHMD22991, SCHMD19169	LYTVA_11277, LYTVA_16339
OG0004119	SCHMD24339, SCHMD11856	LYTVA_18575
OG0004121	SCHMD00644	LYTVA_26411
OG0004122	SCHMD09920	LYTVA_11268, LYTVA_00469
OG0004123	SCHMD24840	LYTVA_16672
OG0004124	SCHMD09789	LYTVA_08766
OG0004124	SCHMD09788	LYTVA_03931
OG0004125	SCHMD03017	LYTVA_08831
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	LYTVA_05206
OG0004127	SCHMD14115	LYTVA_25845, LYTVA_00859
OG0004128	SCHMD29366	LYTVA_05290
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	LYTVA_10134
OG0004133	SCHMD08788	LYTVA_18548
OG0004134	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962	LYTVA_17051
OG0004136	SCHMD21074, SCHMD14863	LYTVA_29265, LYTVA_10739, LYTVA_15507
OG0004137	SCHMD09676	LYTVA_06807
OG0004138	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252	LYTVA_27721
OG0004140	SCHMD01399	LYTVA_23705
OG0004142	SCHMD08558	LYTVA_07168
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	LYTVA_14753
OG0004147	SCHMD09010	LYTVA_08242
OG0004148	SCHMD06808	LYTVA_28754
OG0004150	SCHMD13649	LYTVA_10446, LYTVA_04771
OG0004151	SCHMD05147, SCHMD20113	LYTVA_22027
OG0004153	SCHMD07819, SCHMD03631	LYTVA_24977, LYTVA_14935
OG0004154	SCHMD06235	LYTVA_21247
OG0004155	SCHMD21190	LYTVA_29083, LYTVA_00588
OG0004158	SCHMD07419	LYTVA_10767
OG0004161	SCHMD08136	LYTVA_23742
OG0004166	SCHMD16044	LYTVA_05496
OG0004167	SCHMD10205	LYTVA_09956
OG0004168	SCHMD09579	LYTVA_10352
OG0004169	SCHMD20780	LYTVA_22122, LYTVA_17881
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	LYTVA_12650, LYTVA_12649, LYTVA_07825
OG0004176	SCHMD15010	LYTVA_12701
OG0004178	SCHMD09644, SCHMD15102	LYTVA_00771
OG0004181	SCHMD09842	LYTVA_28184, LYTVA_29381
OG0004186	SCHMD22129	LYTVA_13218
OG0004188	SCHMD11027	LYTVA_09818
OG0004190	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153	LYTVA_26541
OG0004198	SCHMD18242	LYTVA_17837
OG0004215	SCHMD23456, SCHMD09930	LYTVA_17521, LYTVA_20252
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	LYTVA_05046
OG0004217	SCHMD15443	LYTVA_10684
OG0004218	SCHMD25832	LYTVA_10237
OG0004219	SCHMD02021	LYTVA_13015
OG0004220	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816	LYTVA_12987
OG0004222	SCHMD02604	LYTVA_04664
OG0004223	SCHMD04451	LYTVA_16944, LYTVA_15378
OG0004227	SCHMD11794, SCHMD14206	LYTVA_12126
OG0004228	SCHMD22945	LYTVA_17820
OG0004229	SCHMD20367, SCHMD19492	LYTVA_15870
OG0004230	SCHMD12329, SCHMD13516	LYTVA_24896
OG0004231	SCHMD18343, SCHMD20951	LYTVA_21112
OG0004232	SCHMD02245	LYTVA_16476
OG0004235	SCHMD00900	LYTVA_20276
OG0004236	SCHMD13419, SCHMD19318	LYTVA_29541
OG0004237	SCHMD09091, SCHMD09093	LYTVA_10415
OG0004239	SCHMD04162	LYTVA_15516, LYTVA_12963
OG0004240	SCHMD15203, SCHMD12624	LYTVA_26856
OG0004243	SCHMD02806	LYTVA_09481
OG0004244	SCHMD04165	LYTVA_01667
OG0004246	SCHMD25240, SCHMD27704	LYTVA_29403, LYTVA_27509
OG0004247	SCHMD10596	LYTVA_14365
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	LYTVA_11288, LYTVA_11290
OG0004251	SCHMD08633	LYTVA_08695, LYTVA_17055
OG0004253	SCHMD09205	LYTVA_27876
OG0004254	SCHMD07480	LYTVA_15962
OG0004255	SCHMD00865	LYTVA_12403
OG0004257	SCHMD08129	LYTVA_15930
OG0004258	SCHMD13120, SCHMD23840, SCHMD13122	LYTVA_05034
OG0004259	SCHMD18232	LYTVA_21802
OG0004260	SCHMD23376	LYTVA_22612
OG0004261	SCHMD16623	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721
OG0004262	SCHMD16537	LYTVA_18711
OG0004263	SCHMD09819, SCHMD22299, SCHMD18530	LYTVA_29357
OG0004263	SCHMD18529	LYTVA_12199
OG0004265	SCHMD14398	LYTVA_15750, LYTVA_15746
OG0004267	SCHMD14468	LYTVA_21270
OG0004269	SCHMD06048	LYTVA_28413
OG0004270	SCHMD06231	LYTVA_25924
OG0004273	SCHMD15470	LYTVA_03846
OG0004276	SCHMD07052	LYTVA_00887
OG0004276	SCHMD07051	LYTVA_20924, LYTVA_25606
OG0004278	SCHMD07808	LYTVA_21762, LYTVA_19997
OG0004279	SCHMD09109	LYTVA_03505, LYTVA_11401
OG0004280	SCHMD24977	LYTVA_00315
OG0004281	SCHMD15072	LYTVA_06895
OG0004287	SCHMD02791	LYTVA_30135
OG0004288	SCHMD04750	LYTVA_10116
OG0004289	SCHMD10655	LYTVA_15304, LYTVA_08621
OG0004291	SCHMD11768, SCHMD11769	LYTVA_26380
OG0004292	SCHMD02072	LYTVA_29633
OG0004295	SCHMD05169	LYTVA_10836
OG0004296	SCHMD13298	LYTVA_05826
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	LYTVA_26470, LYTVA_14136
OG0004299	SCHMD15087, SCHMD15086	LYTVA_10418, LYTVA_24447
OG0004301	SCHMD11559, SCHMD11558, SCHMD21370	LYTVA_17218
OG0004302	SCHMD08203, SCHMD10637, SCHMD22462	LYTVA_27877
OG0004303	SCHMD17944, SCHMD18972	LYTVA_05571
OG0004304	SCHMD17338	LYTVA_08021
OG0004305	SCHMD05524	LYTVA_04211
OG0004306	SCHMD09232	LYTVA_04812
OG0004307	SCHMD20615	LYTVA_23176
OG0004308	SCHMD08570	LYTVA_27577, LYTVA_15253
OG0004309	SCHMD11977, SCHMD17117	LYTVA_20861
OG0004310	SCHMD15088	LYTVA_21824
OG0004312	SCHMD10505	LYTVA_13567, LYTVA_05872
OG0004316	SCHMD07217	LYTVA_04481
