Orthogroup	SCHMD	ASTMX
OG0002739	SCHMD21270, SCHMD28406	ASTMX12477
OG0002740	SCHMD03938, SCHMD03830	ASTMX06589, ASTMX06588, ASTMX00890
OG0002743	SCHMD05725, SCHMD09090	ASTMX05411
OG0002745	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971	ASTMX14166, ASTMX21096
OG0002747	SCHMD01124	ASTMX08727
OG0002749	SCHMD29352	ASTMX11896
OG0002749	SCHMD14504	ASTMX21829
OG0002750	SCHMD18505, SCHMD23730	ASTMX04080
OG0002751	SCHMD16908	ASTMX12480, ASTMX20830
OG0002754	SCHMD11733, SCHMD20272	ASTMX19457, ASTMX07407
OG0002755	SCHMD05796	ASTMX17386, ASTMX17385
OG0002757	SCHMD00910	ASTMX21152, ASTMX05572, ASTMX20356
OG0002758	SCHMD01248, SCHMD01249	ASTMX12158, ASTMX11719, ASTMX19020
OG0002760	SCHMD04520	ASTMX14383, ASTMX00411, ASTMX00410
OG0002761	SCHMD02431	ASTMX17257
OG0002763	SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776	ASTMX01463
OG0002764	SCHMD03065	ASTMX04804, ASTMX15857, ASTMX12772
OG0002765	SCHMD01507	ASTMX06827, ASTMX05311, ASTMX01712
OG0002766	SCHMD07474	ASTMX12280
OG0002770	SCHMD03395	ASTMX09951
OG0002771	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030	ASTMX05826, ASTMX08109
OG0002772	SCHMD09831, SCHMD01102, SCHMD01105	ASTMX03981
OG0002773	SCHMD12006, SCHMD03314, SCHMD03038	ASTMX08591
OG0002774	SCHMD14518	ASTMX03990, ASTMX14302, ASTMX18349
OG0002775	SCHMD12139, SCHMD09183	ASTMX12270, ASTMX12267, ASTMX17052
OG0002776	SCHMD19737, SCHMD20919	ASTMX10166
OG0002777	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289	ASTMX00412, ASTMX14384, ASTMX00339
OG0002779	SCHMD06581, SCHMD06580	ASTMX05264
OG0002780	SCHMD04448, SCHMD04449, SCHMD04450	ASTMX12329
OG0002781	SCHMD04051, SCHMD00686	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089
OG0002782	SCHMD12067, SCHMD08222	ASTMX13170, ASTMX05823
OG0002785	SCHMD03564, SCHMD02646	ASTMX02888, ASTMX12391
OG0002787	SCHMD04800	ASTMX12559
OG0002788	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830	ASTMX02137
OG0002790	SCHMD24450	ASTMX09182
OG0002791	SCHMD13195, SCHMD14197, SCHMD04469	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241
OG0002793	SCHMD23816, SCHMD22461	ASTMX05593
OG0002799	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012	ASTMX09633, ASTMX07335
OG0002811	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190	ASTMX08335, ASTMX08336
OG0002812	SCHMD21779	ASTMX10334
OG0002814	SCHMD14700	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304
OG0002815	SCHMD12858	ASTMX14480, ASTMX01396, ASTMX12901
OG0002817	SCHMD08770	ASTMX08503, ASTMX11127
OG0002818	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943	ASTMX06407, ASTMX16559
OG0002821	SCHMD04704	ASTMX02361, ASTMX03188
OG0002822	SCHMD08888, SCHMD21214, SCHMD14939	ASTMX04976, ASTMX12314, ASTMX01536
OG0002824	SCHMD22484, SCHMD22922	ASTMX12647, ASTMX13765, ASTMX06667
OG0002825	SCHMD04002	ASTMX17360, ASTMX12426
OG0002826	SCHMD04456	ASTMX08188
OG0002827	SCHMD08735	ASTMX12910
OG0002830	SCHMD21823, SCHMD23359	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609
OG0002831	SCHMD14362, SCHMD15514	ASTMX07219
OG0002833	SCHMD16770	ASTMX17660, ASTMX15980
OG0002836	SCHMD15161, SCHMD12971, SCHMD15160	ASTMX16518, ASTMX08868
OG0002837	SCHMD08534	ASTMX06183, ASTMX02695, ASTMX11101
OG0002838	SCHMD00590	ASTMX07617, ASTMX19008
OG0002839	SCHMD02377	ASTMX10136
OG0002840	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521	ASTMX03567, ASTMX10233
OG0002841	SCHMD26941, SCHMD29004	ASTMX20703
OG0002842	SCHMD00997, SCHMD05266	ASTMX15094, ASTMX12457
OG0002843	SCHMD17688, SCHMD03006, SCHMD24577	ASTMX23062, ASTMX16351
OG0002844	SCHMD03897	ASTMX09226, ASTMX16992
OG0002845	SCHMD02505	ASTMX01725
OG0002846	SCHMD05083, SCHMD10735, SCHMD07461, SCHMD05082	ASTMX08490
OG0002848	SCHMD05152	ASTMX12620
OG0002850	SCHMD05521	ASTMX15162
OG0002851	SCHMD04076	ASTMX03703, ASTMX14358, ASTMX04838
OG0002858	SCHMD18586, SCHMD18130, SCHMD16715	ASTMX20339, ASTMX17651
OG0002861	SCHMD05292	ASTMX20391
OG0002863	SCHMD14028	ASTMX23045
OG0002868	SCHMD21971, SCHMD27152, SCHMD21447	ASTMX09293
OG0002868	SCHMD29124	ASTMX09292
OG0002869	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626	ASTMX16665, ASTMX16669, ASTMX21589, ASTMX02041
OG0002870	SCHMD16201, SCHMD23491	ASTMX01395
OG0002872	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673	ASTMX04272
OG0002876	SCHMD10099	ASTMX00547, ASTMX12943
OG0002881	SCHMD10893, SCHMD01364	ASTMX05222, ASTMX09228
OG0002882	SCHMD19989, SCHMD13837	ASTMX00741
OG0002884	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342	ASTMX09433
OG0002885	SCHMD09734, SCHMD10047	ASTMX03303, ASTMX06907
OG0002888	SCHMD09489	ASTMX17659, ASTMX11387
OG0002889	SCHMD01004	ASTMX22104, ASTMX16163
OG0002891	SCHMD13844	ASTMX14161
OG0002892	SCHMD14032	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377
OG0002894	SCHMD25475	ASTMX03268, ASTMX12100
OG0002895	SCHMD19751, SCHMD11439, SCHMD07104	ASTMX12952, ASTMX14061, ASTMX05379
OG0002896	SCHMD17000	ASTMX19105, ASTMX09780, ASTMX08412
OG0002897	SCHMD13842	ASTMX10736
OG0002899	SCHMD08092	ASTMX06782, ASTMX18211
OG0002900	SCHMD25381	ASTMX09021, ASTMX09858
OG0002901	SCHMD19466	ASTMX10246
OG0002904	SCHMD11509	ASTMX13545
OG0002906	SCHMD03479, SCHMD03480, SCHMD20887	ASTMX02587, ASTMX00583
OG0002907	SCHMD11864, SCHMD21839	ASTMX10573, ASTMX09015
OG0002908	SCHMD03347	ASTMX15467
OG0002909	SCHMD13692	ASTMX17748, ASTMX08531
OG0002911	SCHMD08308	ASTMX07620, ASTMX09963
OG0002912	SCHMD11036	ASTMX03571
OG0002913	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589
OG0002915	SCHMD09665	ASTMX10897, ASTMX15512
OG0002916	SCHMD27668, SCHMD21453, SCHMD23088	ASTMX02914, ASTMX10017, ASTMX10016
OG0002921	SCHMD09397	ASTMX17074
OG0002926	SCHMD25907, SCHMD13775, SCHMD16726	ASTMX12392, ASTMX07910
OG0002927	SCHMD02868	ASTMX14610
OG0002944	SCHMD08008	ASTMX13024, ASTMX18030, ASTMX12751
OG0002948	SCHMD06278, SCHMD06277	ASTMX09230
OG0002949	SCHMD00986	ASTMX10636
OG0002952	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820	ASTMX11800, ASTMX03890
OG0002955	SCHMD15457, SCHMD12505	ASTMX04547, ASTMX22263
OG0002956	SCHMD03331	ASTMX02448, ASTMX06899, ASTMX18169
OG0002957	SCHMD14494, SCHMD11703	ASTMX16714
OG0002959	SCHMD27535, SCHMD20426, SCHMD03814	ASTMX16543
OG0002960	SCHMD03221	ASTMX13796
OG0002961	SCHMD25347, SCHMD24832	ASTMX17170
OG0002962	SCHMD02732	ASTMX21110, ASTMX21109, ASTMX07712, ASTMX18086
OG0002964	SCHMD23539	ASTMX05000, ASTMX07844, ASTMX21735
OG0002966	SCHMD19835	ASTMX10395, ASTMX14585, ASTMX08283, ASTMX14584
OG0002967	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307	ASTMX11866, ASTMX12804
OG0002968	SCHMD17924	ASTMX08777, ASTMX16814
OG0002969	SCHMD08827	ASTMX19487
OG0002973	SCHMD02061, SCHMD03023	ASTMX00766, ASTMX03063
OG0002974	SCHMD05224	ASTMX22896, ASTMX03538
OG0002975	SCHMD22681	ASTMX23071
OG0002976	SCHMD01019	ASTMX03356
OG0002976	SCHMD04973	ASTMX03355
OG0002977	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618	ASTMX16248
OG0002978	SCHMD21481, SCHMD17387	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387
OG0002979	SCHMD00206	ASTMX11853
OG0002979	SCHMD00263	ASTMX19791
OG0002982	SCHMD01104	ASTMX12949
OG0002983	SCHMD18805	ASTMX22054, ASTMX06014
OG0002985	SCHMD03398, SCHMD14369	ASTMX14851, ASTMX21191
OG0002987	SCHMD01543	ASTMX04738
OG0002987	SCHMD13405	ASTMX16371
OG0002989	SCHMD09813, SCHMD01483	ASTMX06383, ASTMX00778
OG0002990	SCHMD10989, SCHMD24688, SCHMD10990	ASTMX05794, ASTMX20875, ASTMX07804
OG0002991	SCHMD22608, SCHMD20729	ASTMX02776
OG0002992	SCHMD05236	ASTMX13119, ASTMX04764
OG0002994	SCHMD00361	ASTMX18406, ASTMX06744, ASTMX13783
OG0002997	SCHMD16711	ASTMX22739
OG0002998	SCHMD04878	ASTMX08338, ASTMX01774, ASTMX17111
OG0003001	SCHMD16355, SCHMD17156	ASTMX00486
OG0003004	SCHMD18300, SCHMD21092	ASTMX16526, ASTMX06062, ASTMX17299
OG0003005	SCHMD05203	ASTMX04618, ASTMX04617
OG0003006	SCHMD08276, SCHMD27162	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876
OG0003007	SCHMD03434	ASTMX14048, ASTMX15482
OG0003008	SCHMD18648, SCHMD23992	ASTMX11361, ASTMX06537, ASTMX11563
OG0003010	SCHMD10225	ASTMX07751
OG0003011	SCHMD06741	ASTMX11395, ASTMX14305, ASTMX19701
OG0003012	SCHMD08169, SCHMD01210	ASTMX10744, ASTMX09447, ASTMX17773
OG0003012	SCHMD05862	ASTMX18602
OG0003013	SCHMD06284	ASTMX07867, ASTMX21547
OG0003014	SCHMD10015, SCHMD02414	ASTMX18669, ASTMX03277
OG0003016	SCHMD10023	ASTMX20183
OG0003016	SCHMD10022	ASTMX02288
OG0003017	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213	ASTMX18161
OG0003019	SCHMD22688	ASTMX21902
OG0003022	SCHMD11673	ASTMX11483
OG0003023	SCHMD00132	ASTMX05867, ASTMX05966, ASTMX22290
OG0003024	SCHMD16962, SCHMD09220	ASTMX18655, ASTMX03805
OG0003025	SCHMD12824	ASTMX13447, ASTMX18869, ASTMX11744
OG0003026	SCHMD02853, SCHMD01047	ASTMX04873
OG0003027	SCHMD26555, SCHMD23346	ASTMX13439, ASTMX00386
OG0003028	SCHMD00803	ASTMX04249
OG0003029	SCHMD17380	ASTMX08718, ASTMX07235
OG0003030	SCHMD14026, SCHMD14334	ASTMX20050, ASTMX17904
OG0003031	SCHMD01560	ASTMX19116, ASTMX09602
OG0003033	SCHMD17975	ASTMX09542
OG0003034	SCHMD06420	ASTMX08258, ASTMX06085
OG0003036	SCHMD00743, SCHMD00746, SCHMD00745	ASTMX22808, ASTMX02382
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	ASTMX11869, ASTMX03732
OG0003039	SCHMD24951	ASTMX05987
OG0003043	SCHMD01921	ASTMX12456
OG0003044	SCHMD18036	ASTMX03506
OG0003046	SCHMD02191, SCHMD02192	ASTMX01068, ASTMX01067, ASTMX21979
OG0003048	SCHMD04259	ASTMX18595, ASTMX16216, ASTMX21980
OG0003049	SCHMD02944	ASTMX09040, ASTMX11555
OG0003050	SCHMD05940	ASTMX21807, ASTMX22136
OG0003052	SCHMD10563	ASTMX07304
OG0003054	SCHMD07639	ASTMX00110, ASTMX09568
OG0003054	SCHMD14205	ASTMX09569
OG0003055	SCHMD02492, SCHMD02453	ASTMX20532, ASTMX04937, ASTMX14054
OG0003056	SCHMD17116	ASTMX17403
OG0003056	SCHMD23280	ASTMX17406
OG0003060	SCHMD03911	ASTMX14156, ASTMX06493, ASTMX04925
OG0003061	SCHMD13185, SCHMD19875	ASTMX07611, ASTMX14401, ASTMX01235
OG0003063	SCHMD09452	ASTMX16164
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	ASTMX16223, ASTMX11526
OG0003066	SCHMD16401	ASTMX01076
OG0003067	SCHMD13476	ASTMX07627, ASTMX05938, ASTMX15668
OG0003072	SCHMD06897	ASTMX08543
OG0003072	SCHMD06901	ASTMX14570, ASTMX08544
OG0003072	SCHMD06900	ASTMX14572
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	ASTMX21813, ASTMX00976
OG0003074	SCHMD05044	ASTMX14062, ASTMX09834, ASTMX07438
OG0003077	SCHMD16605, SCHMD02690	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556
OG0003079	SCHMD21039, SCHMD16217	ASTMX08960, ASTMX02438
OG0003086	SCHMD08828	ASTMX20987, ASTMX02745
OG0003101	SCHMD08248	ASTMX19919, ASTMX06150, ASTMX01755
OG0003104	SCHMD28727	ASTMX09609
OG0003105	SCHMD11114	ASTMX00326
OG0003106	SCHMD02719, SCHMD29463	ASTMX06237
OG0003107	SCHMD24066, SCHMD27003	ASTMX02590, ASTMX16600
OG0003109	SCHMD11746	ASTMX18781
OG0003110	SCHMD04241	ASTMX00133
OG0003111	SCHMD13595	ASTMX07402, ASTMX11408
OG0003112	SCHMD20838	ASTMX02525
OG0003113	SCHMD11799	ASTMX13016, ASTMX07578
OG0003116	SCHMD08507	ASTMX07169, ASTMX03748
OG0003119	SCHMD29008, SCHMD21161	ASTMX06194, ASTMX21119
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	ASTMX06230, ASTMX18167, ASTMX02445
OG0003122	SCHMD20810, SCHMD20273	ASTMX08525
OG0003123	SCHMD12638	ASTMX07429, ASTMX06241
OG0003124	SCHMD00285, SCHMD25581	ASTMX03412
OG0003125	SCHMD07267	ASTMX13117
OG0003126	SCHMD01239	ASTMX14715
OG0003127	SCHMD11421	ASTMX04606
OG0003128	SCHMD19584	ASTMX20600
OG0003130	SCHMD04681	ASTMX09888
OG0003133	SCHMD01412	ASTMX10906
OG0003135	SCHMD19428, SCHMD16137	ASTMX04429
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	ASTMX13058, ASTMX01379, ASTMX19806
OG0003137	SCHMD07874	ASTMX00586
OG0003141	SCHMD00202	ASTMX09233, ASTMX11515, ASTMX10094
OG0003144	SCHMD02154	ASTMX13684, ASTMX08230
OG0003147	SCHMD17526	ASTMX16613
OG0003148	SCHMD04778	ASTMX14971
OG0003150	SCHMD20966	ASTMX11834, ASTMX21211
OG0003151	SCHMD12480, SCHMD14456	ASTMX11951, ASTMX21033, ASTMX05673
OG0003152	SCHMD15231, SCHMD19429	ASTMX11668, ASTMX10214
OG0003153	SCHMD06720, SCHMD06721	ASTMX21330
OG0003155	SCHMD26491	ASTMX13221
OG0003156	SCHMD09588	ASTMX18933
OG0003157	SCHMD06691	ASTMX06118
OG0003160	SCHMD15101, SCHMD28838	ASTMX02814, ASTMX16455
OG0003161	SCHMD03472	ASTMX13679, ASTMX15650
OG0003162	SCHMD16228, SCHMD15451	ASTMX10819, ASTMX13525, ASTMX19089
OG0003164	SCHMD01405	ASTMX01170, ASTMX15907
OG0003165	SCHMD04066	ASTMX03289, ASTMX04540
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	ASTMX04465, ASTMX17254, ASTMX05894
OG0003169	SCHMD10405	ASTMX07868
OG0003171	SCHMD06380	ASTMX22824
OG0003171	SCHMD06378	ASTMX03122, ASTMX03788
OG0003172	SCHMD01375	ASTMX12697
OG0003178	SCHMD14461	ASTMX16511, ASTMX15240
OG0003181	SCHMD00970	ASTMX18964, ASTMX11371
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	ASTMX01957, ASTMX21704
OG0003184	SCHMD28841, SCHMD26100	ASTMX22723
OG0003188	SCHMD17519	ASTMX12866
OG0003188	SCHMD17520	ASTMX05144, ASTMX18728, ASTMX06943
OG0003189	SCHMD02678	ASTMX03737
OG0003191	SCHMD03926	ASTMX00980, ASTMX19044
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	ASTMX04173, ASTMX07557
OG0003196	SCHMD11447	ASTMX13910
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	ASTMX08037
OG0003198	SCHMD14276	ASTMX14796
OG0003199	SCHMD20498, SCHMD26450	ASTMX17609
OG0003202	SCHMD03218, SCHMD21658	ASTMX10006
OG0003203	SCHMD02943, SCHMD25430	ASTMX04267, ASTMX15368
OG0003207	SCHMD06863, SCHMD04604	ASTMX00941, ASTMX16303
OG0003208	SCHMD02480	ASTMX11445
OG0003210	SCHMD23858, SCHMD23874	ASTMX10368, ASTMX08853, ASTMX06477
OG0003212	SCHMD20324, SCHMD18634	ASTMX13329, ASTMX01976
OG0003213	SCHMD10626, SCHMD25655	ASTMX03983
OG0003214	SCHMD18471	ASTMX08653
OG0003215	SCHMD06939	ASTMX04892
OG0003217	SCHMD03371, SCHMD00338	ASTMX02353, ASTMX14721
OG0003218	SCHMD20285	ASTMX15207
OG0003220	SCHMD14282	ASTMX21037, ASTMX05784
OG0003221	SCHMD16909, SCHMD22653	ASTMX04321, ASTMX04290
OG0003222	SCHMD08631	ASTMX08890, ASTMX02588, ASTMX06133
OG0003223	SCHMD08068	ASTMX06346, ASTMX06347
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	ASTMX10791, ASTMX02764
OG0003229	SCHMD00545	ASTMX17506, ASTMX12857
OG0003230	SCHMD09623	ASTMX13387
OG0003231	SCHMD04328	ASTMX02884
OG0003235	SCHMD15802	ASTMX16993
OG0003250	SCHMD02359	ASTMX10794, ASTMX06685
OG0003251	SCHMD10064, SCHMD14392	ASTMX09724, ASTMX15809, ASTMX03540
OG0003253	SCHMD08495	ASTMX03410, ASTMX20134, ASTMX07062
OG0003254	SCHMD01611	ASTMX04636, ASTMX03953
OG0003255	SCHMD16797	ASTMX12251
OG0003257	SCHMD14887, SCHMD01601	ASTMX14786, ASTMX22306, ASTMX04534
OG0003258	SCHMD22229, SCHMD24400	ASTMX11167
OG0003260	SCHMD03972	ASTMX03988, ASTMX10584
OG0003262	SCHMD19208	ASTMX09623, ASTMX05093, ASTMX09613
OG0003264	SCHMD03771	ASTMX12623, ASTMX02507, ASTMX17172
OG0003265	SCHMD14800	ASTMX13950, ASTMX02020
OG0003267	SCHMD03991	ASTMX16323, ASTMX07667
OG0003268	SCHMD03636	ASTMX13578
OG0003269	SCHMD04531	ASTMX07746, ASTMX16031
OG0003273	SCHMD06523	ASTMX03258
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	ASTMX20071, ASTMX00521
OG0003277	SCHMD27731, SCHMD11904	ASTMX08840, ASTMX22126
OG0003279	SCHMD08045	ASTMX11486, ASTMX04660
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	ASTMX16304
OG0003284	SCHMD07514, SCHMD15662	ASTMX00092
OG0003287	SCHMD14605	ASTMX06398, ASTMX14109
OG0003288	SCHMD09311, SCHMD11762	ASTMX01172
OG0003289	SCHMD16616	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831
OG0003291	SCHMD09949	ASTMX12200
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	ASTMX14284, ASTMX14283
OG0003296	SCHMD02838	ASTMX13206, ASTMX05984
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	ASTMX17343
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	ASTMX05504
OG0003301	SCHMD13976, SCHMD15564	ASTMX10951
OG0003302	SCHMD01831	ASTMX03967, ASTMX14885
OG0003303	SCHMD01441	ASTMX21947, ASTMX20298
OG0003305	SCHMD12414	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350
OG0003306	SCHMD03757	ASTMX19066
OG0003308	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950	ASTMX09050, ASTMX03179, ASTMX02901
OG0003309	SCHMD01407	ASTMX02666, ASTMX18550, ASTMX01675, ASTMX00158
OG0003311	SCHMD07066, SCHMD10347	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152
OG0003312	SCHMD01858	ASTMX23023
OG0003315	SCHMD25575	ASTMX14597
OG0003318	SCHMD12981	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792
OG0003318	SCHMD18691	ASTMX15791
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	ASTMX00455
OG0003325	SCHMD09735	ASTMX13406, ASTMX06639
OG0003328	SCHMD28972	ASTMX10052
OG0003329	SCHMD18095, SCHMD22699	ASTMX03339, ASTMX07785
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	ASTMX05145
OG0003331	SCHMD19558, SCHMD09488	ASTMX08195
OG0003335	SCHMD19779	ASTMX10999
OG0003337	SCHMD01222	ASTMX09237
OG0003338	SCHMD07031	ASTMX15960
OG0003340	SCHMD08266	ASTMX20458, ASTMX04299
OG0003341	SCHMD00617	ASTMX13167
OG0003343	SCHMD22696	ASTMX05881
OG0003344	SCHMD12946, SCHMD01887	ASTMX13412
OG0003347	SCHMD05565, SCHMD05566	ASTMX17698, ASTMX05419
OG0003349	SCHMD04642, SCHMD00847	ASTMX06632, ASTMX06577
OG0003354	SCHMD00933	ASTMX21682
OG0003356	SCHMD07762	ASTMX19698, ASTMX21492
OG0003357	SCHMD05234	ASTMX00318
OG0003358	SCHMD00069	ASTMX15835
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	ASTMX08948
OG0003360	SCHMD04932	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	ASTMX02459, ASTMX04442
OG0003366	SCHMD14890	ASTMX02786
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676	ASTMX19055, ASTMX04318
OG0003372	SCHMD20234	ASTMX17792, ASTMX22090
OG0003373	SCHMD21509, SCHMD21699	ASTMX10290
OG0003374	SCHMD04840	ASTMX00872, ASTMX16829, ASTMX01333
OG0003375	SCHMD08102	ASTMX13635
OG0003378	SCHMD07045	ASTMX07310, ASTMX10913, ASTMX18798
OG0003380	SCHMD05800	ASTMX21115, ASTMX05978, ASTMX21392
OG0003381	SCHMD19752	ASTMX16159, ASTMX08992
OG0003382	SCHMD05894	ASTMX06479, ASTMX06858
OG0003384	SCHMD08925	ASTMX13160, ASTMX02808, ASTMX09958
OG0003385	SCHMD09120	ASTMX15470
OG0003386	SCHMD08232	ASTMX15558, ASTMX05500
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	ASTMX07669, ASTMX03217, ASTMX03218
OG0003391	SCHMD15661, SCHMD24921, SCHMD27033	ASTMX02469
OG0003392	SCHMD20046	ASTMX17435, ASTMX20620
OG0003419	SCHMD02792	ASTMX09665, ASTMX22627
OG0003421	SCHMD25644, SCHMD14414	ASTMX03751
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	ASTMX16317
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	ASTMX10571
OG0003426	SCHMD11714	ASTMX04641
OG0003430	SCHMD03690	ASTMX03478, ASTMX11528, ASTMX06739
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	ASTMX02037
OG0003434	SCHMD05639, SCHMD06055	ASTMX16757
OG0003435	SCHMD22101, SCHMD18693	ASTMX08077, ASTMX01388
OG0003439	SCHMD00949	ASTMX00536, ASTMX08748
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	ASTMX12664, ASTMX04558
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	ASTMX02545, ASTMX01080, ASTMX02546, ASTMX01079
OG0003449	SCHMD06404	ASTMX14031
OG0003450	SCHMD01589	ASTMX21046
OG0003451	SCHMD08838	ASTMX00047, ASTMX22491
OG0003454	SCHMD10872, SCHMD17895	ASTMX17262, ASTMX01805, ASTMX17046
OG0003455	SCHMD27744, SCHMD09301	ASTMX03444, ASTMX03446, ASTMX03445, ASTMX03443
OG0003456	SCHMD08769	ASTMX21655, ASTMX18222, ASTMX04968
OG0003458	SCHMD20564	ASTMX10149
OG0003462	SCHMD28411	ASTMX22437
OG0003463	SCHMD00720, SCHMD00721	ASTMX08158, ASTMX19125, ASTMX17220
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	ASTMX07673
OG0003465	SCHMD04832	ASTMX08614
OG0003466	SCHMD14345	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980
OG0003467	SCHMD08398	ASTMX15385
OG0003468	SCHMD28745, SCHMD18984	ASTMX10974
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	ASTMX19152
OG0003474	SCHMD18226	ASTMX10806
OG0003475	SCHMD11005	ASTMX07930
OG0003476	SCHMD14696	ASTMX07144
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	ASTMX10944
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	ASTMX16545
OG0003479	SCHMD07504, SCHMD03144	ASTMX08377, ASTMX19369
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	ASTMX02494
OG0003484	SCHMD18619, SCHMD27864, SCHMD25667	ASTMX15170, ASTMX07095
OG0003486	SCHMD07957	ASTMX09925
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	ASTMX11535
OG0003488	SCHMD09112, SCHMD22268	ASTMX06137
OG0003489	SCHMD16345, SCHMD15586	ASTMX22461
OG0003489	SCHMD27620	ASTMX11315
OG0003490	SCHMD10202	ASTMX12967
