Orthogroup	SCHMD	AMPFI_ok
OG0003074	SCHMD05044	AMPFI_10857
OG0003077	SCHMD16605, SCHMD02690	AMPFI_17607
OG0003078	SCHMD23203	AMPFI_19761
OG0003079	SCHMD21039, SCHMD16217	AMPFI_20005
OG0003101	SCHMD08248	AMPFI_08193
OG0003105	SCHMD11114	AMPFI_22515
OG0003107	SCHMD24066, SCHMD27003	AMPFI_06817
OG0003108	SCHMD07978	AMPFI_07552
OG0003109	SCHMD11746	AMPFI_08495
OG0003110	SCHMD04241	AMPFI_05396
OG0003111	SCHMD13595	AMPFI_13874
OG0003112	SCHMD20838	AMPFI_09342, AMPFI_10797
OG0003113	SCHMD11799	AMPFI_10115
OG0003114	SCHMD14023, SCHMD11723, SCHMD15288	AMPFI_08644
OG0003116	SCHMD08507	AMPFI_07231
OG0003119	SCHMD29008, SCHMD21161	AMPFI_08478
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	AMPFI_05935
OG0003122	SCHMD20810, SCHMD20273	AMPFI_07060
OG0003123	SCHMD12638	AMPFI_23842
OG0003124	SCHMD00285, SCHMD25581	AMPFI_09122
OG0003125	SCHMD07267	AMPFI_24478
OG0003126	SCHMD01239	AMPFI_24434
OG0003127	SCHMD11421	AMPFI_12664
OG0003128	SCHMD19584	AMPFI_03704
OG0003130	SCHMD04681	AMPFI_14227
OG0003133	SCHMD01412	AMPFI_15823
OG0003135	SCHMD19428, SCHMD16137	AMPFI_07186
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	AMPFI_10904
OG0003137	SCHMD07874	AMPFI_22046, AMPFI_15935, AMPFI_18922
OG0003138	SCHMD23986, SCHMD17456	AMPFI_18700
OG0003141	SCHMD00202	AMPFI_11907
OG0003144	SCHMD02154	AMPFI_22743, AMPFI_06226
OG0003145	SCHMD14673, SCHMD15337, SCHMD09407	AMPFI_23822
OG0003147	SCHMD17526	AMPFI_17466
OG0003148	SCHMD04778	AMPFI_04210
OG0003150	SCHMD20966	AMPFI_11497
OG0003151	SCHMD12480, SCHMD14456	AMPFI_17711
OG0003152	SCHMD15231, SCHMD19429	AMPFI_08619, AMPFI_15609
OG0003153	SCHMD06720, SCHMD06721	AMPFI_03883
OG0003155	SCHMD26491	AMPFI_18588, AMPFI_12337
OG0003157	SCHMD06691	AMPFI_24828
OG0003160	SCHMD15101, SCHMD28838	AMPFI_09161
OG0003161	SCHMD03472	AMPFI_17564
OG0003162	SCHMD16228, SCHMD15451	AMPFI_13113
OG0003163	SCHMD00903, SCHMD00907	AMPFI_17038
OG0003164	SCHMD01405	AMPFI_11016
OG0003165	SCHMD04066	AMPFI_06521
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	AMPFI_17956
OG0003171	SCHMD06378	AMPFI_11830
OG0003172	SCHMD01375	AMPFI_08998
OG0003177	SCHMD16728	AMPFI_03106
OG0003177	SCHMD07591	AMPFI_14471
OG0003178	SCHMD14461	AMPFI_21542
OG0003180	SCHMD22560	AMPFI_17000
OG0003181	SCHMD00970	AMPFI_05848
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	AMPFI_06707
OG0003184	SCHMD28841, SCHMD26100	AMPFI_23894
OG0003185	SCHMD16979	AMPFI_25795
OG0003185	SCHMD16980	AMPFI_16164
OG0003187	SCHMD06732	AMPFI_06981
OG0003188	SCHMD17519, SCHMD17520	AMPFI_13872
OG0003189	SCHMD02678	AMPFI_11974
OG0003191	SCHMD03926	AMPFI_23926
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	AMPFI_08357
OG0003195	SCHMD01797	AMPFI_08565
OG0003196	SCHMD11447	AMPFI_23755
OG0003198	SCHMD14276	AMPFI_22917, AMPFI_08235
OG0003199	SCHMD20498, SCHMD26450	AMPFI_12162
OG0003202	SCHMD03218, SCHMD21658	AMPFI_12487
OG0003203	SCHMD02943, SCHMD25430	AMPFI_08213
OG0003206	SCHMD29612	AMPFI_16692
OG0003207	SCHMD06863, SCHMD04604	AMPFI_20327
OG0003210	SCHMD23858, SCHMD23874	AMPFI_24764
OG0003212	SCHMD20324, SCHMD18634	AMPFI_00027
OG0003213	SCHMD10626, SCHMD25655	AMPFI_04022
OG0003214	SCHMD18471	AMPFI_06762
OG0003215	SCHMD06939	AMPFI_14832
OG0003217	SCHMD03371, SCHMD00338	AMPFI_25160, AMPFI_23505
OG0003218	SCHMD20285	AMPFI_26015
OG0003220	SCHMD14282	AMPFI_12091
OG0003222	SCHMD08631	AMPFI_03429
OG0003223	SCHMD08068	AMPFI_04078
OG0003223	SCHMD22959, SCHMD16759	AMPFI_25143
OG0003226	SCHMD02518, SCHMD13794	AMPFI_01909
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	AMPFI_18339
OG0003229	SCHMD00545	AMPFI_09992
OG0003230	SCHMD09623	AMPFI_01229
OG0003231	SCHMD04327, SCHMD04326	AMPFI_04564, AMPFI_02940, AMPFI_01350
OG0003231	SCHMD04328	AMPFI_01710
OG0003235	SCHMD15802	AMPFI_16999
OG0003238	SCHMD09383	AMPFI_19473
OG0003250	SCHMD02359	AMPFI_12226
OG0003251	SCHMD14392	AMPFI_06867
OG0003252	SCHMD29319	AMPFI_08251
OG0003254	SCHMD01611	AMPFI_09205
OG0003255	SCHMD16797	AMPFI_01643
OG0003257	SCHMD14887, SCHMD01601	AMPFI_11835
OG0003258	SCHMD22229, SCHMD24400	AMPFI_20884
OG0003260	SCHMD03972	AMPFI_10832
OG0003262	SCHMD19208	AMPFI_21245
OG0003264	SCHMD03771	AMPFI_17248
OG0003265	SCHMD14800	AMPFI_11217
OG0003267	SCHMD03991	AMPFI_05887
OG0003268	SCHMD03636	AMPFI_11156
OG0003269	SCHMD04531	AMPFI_21059
OG0003270	SCHMD29657	AMPFI_18632
OG0003273	SCHMD06523	AMPFI_02700
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	AMPFI_03094
OG0003277	SCHMD27731, SCHMD11904	AMPFI_09116
OG0003279	SCHMD08045	AMPFI_24970, AMPFI_04845, AMPFI_24182
OG0003281	SCHMD10092	AMPFI_00804, AMPFI_02521
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	AMPFI_02177, AMPFI_00946
OG0003286	SCHMD09721	AMPFI_03014
OG0003287	SCHMD14605	AMPFI_05397
OG0003288	SCHMD09311, SCHMD11762	AMPFI_21742, AMPFI_06784
OG0003290	SCHMD28476, SCHMD05994	AMPFI_06287
OG0003291	SCHMD09949	AMPFI_05291
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	AMPFI_18756, AMPFI_02819
OG0003296	SCHMD02838	AMPFI_09028, AMPFI_24005
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	AMPFI_15955
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	AMPFI_24703
OG0003301	SCHMD13976, SCHMD15564	AMPFI_14530
OG0003302	SCHMD01831	AMPFI_16898
OG0003303	SCHMD01441	AMPFI_23138, AMPFI_03102
OG0003305	SCHMD12414	AMPFI_11439
OG0003306	SCHMD03757	AMPFI_11119
OG0003307	SCHMD16433	AMPFI_12766
OG0003309	SCHMD01407	AMPFI_23599, AMPFI_24997
OG0003311	SCHMD10347	AMPFI_10759
OG0003312	SCHMD01858	AMPFI_18157
OG0003315	SCHMD25575	AMPFI_24105, AMPFI_19632, AMPFI_12929
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	AMPFI_14046
OG0003317	SCHMD03906, SCHMD03908, SCHMD03907, SCHMD03905	AMPFI_09167
OG0003318	SCHMD12981, SCHMD18691	AMPFI_08330
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	AMPFI_13390
OG0003325	SCHMD09735	AMPFI_02628
OG0003327	SCHMD05859	AMPFI_09228
OG0003328	SCHMD28972	AMPFI_00690
OG0003329	SCHMD18095	AMPFI_09316
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	AMPFI_14485, AMPFI_14726
OG0003333	SCHMD20159, SCHMD28070	AMPFI_04378
OG0003335	SCHMD19779	AMPFI_09229
OG0003337	SCHMD01222	AMPFI_19949
OG0003340	SCHMD08266	AMPFI_22094
OG0003341	SCHMD00617	AMPFI_00777
OG0003343	SCHMD22696	AMPFI_06750, AMPFI_13994, AMPFI_13993, AMPFI_16154
OG0003343	SCHMD22695	AMPFI_16870
OG0003344	SCHMD12946, SCHMD01887	AMPFI_09335
OG0003345	SCHMD29662	AMPFI_24924, AMPFI_21362
OG0003347	SCHMD05564, SCHMD05565, SCHMD05566	AMPFI_24143
OG0003348	SCHMD11779	AMPFI_05356
OG0003349	SCHMD04642, SCHMD00847	AMPFI_05046
OG0003354	SCHMD00933	AMPFI_18029
OG0003354	SCHMD12950	AMPFI_15770
OG0003356	SCHMD07762	AMPFI_21630
OG0003357	SCHMD05234	AMPFI_11721
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	AMPFI_08504
OG0003360	SCHMD04932	AMPFI_09135
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	AMPFI_14228
OG0003362	SCHMD06272	AMPFI_03047, AMPFI_03667, AMPFI_15450
OG0003366	SCHMD14890	AMPFI_25322
OG0003369	SCHMD01240	AMPFI_06268
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876	AMPFI_12902
OG0003372	SCHMD20234	AMPFI_00013
OG0003373	SCHMD21509, SCHMD21699	AMPFI_06232
OG0003374	SCHMD04840	AMPFI_21401
OG0003375	SCHMD08102	AMPFI_21891
OG0003378	SCHMD07045	AMPFI_07027
OG0003379	SCHMD11579	AMPFI_04494
OG0003380	SCHMD05800	AMPFI_09994
OG0003381	SCHMD19752	AMPFI_19093
OG0003384	SCHMD08925	AMPFI_15736
OG0003386	SCHMD08232	AMPFI_09487
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	AMPFI_25627, AMPFI_00589, AMPFI_20188
OG0003389	SCHMD17530, SCHMD18180, SCHMD23555, SCHMD24378	AMPFI_25443
OG0003391	SCHMD15661	AMPFI_18758
OG0003391	SCHMD24921, SCHMD27033	AMPFI_21784
OG0003392	SCHMD20046	AMPFI_06246
OG0003394	SCHMD10224, SCHMD24281, SCHMD27274, SCHMD29722, SCHMD24179, SCHMD14774	AMPFI_23407
OG0003419	SCHMD02792	AMPFI_08900
OG0003421	SCHMD25644, SCHMD14414	AMPFI_09669
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	AMPFI_08920, AMPFI_12987
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	AMPFI_09816
OG0003426	SCHMD11714	AMPFI_00436
OG0003429	SCHMD06630, SCHMD03609	AMPFI_24807
OG0003430	SCHMD03690	AMPFI_06485
OG0003435	SCHMD22101, SCHMD18693	AMPFI_19921, AMPFI_14379
OG0003435	SCHMD13593	AMPFI_18337
OG0003439	SCHMD00949	AMPFI_10791
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	AMPFI_21912
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	AMPFI_06726
OG0003445	SCHMD02071	AMPFI_13140
OG0003449	SCHMD07944, SCHMD00547, SCHMD24945	AMPFI_25451
OG0003449	SCHMD06404	AMPFI_19468
OG0003451	SCHMD08838	AMPFI_03894
OG0003454	SCHMD10872, SCHMD17895	AMPFI_07469
OG0003455	SCHMD27744, SCHMD09301	AMPFI_09746
OG0003458	SCHMD20564	AMPFI_25375
OG0003460	SCHMD01967, SCHMD01966	AMPFI_09159
OG0003462	SCHMD28411	AMPFI_05379
OG0003463	SCHMD00720, SCHMD00721	AMPFI_25834
OG0003465	SCHMD04832	AMPFI_12228
OG0003466	SCHMD14345	AMPFI_12980, AMPFI_11213
OG0003467	SCHMD08398	AMPFI_05595
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382, SCHMD28745, SCHMD18984	AMPFI_07635
OG0003471	SCHMD02073	AMPFI_19969
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	AMPFI_07801
OG0003475	SCHMD11005	AMPFI_21852, AMPFI_24738
OG0003476	SCHMD14696	AMPFI_08618, AMPFI_13173
OG0003476	SCHMD15972	AMPFI_21659
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	AMPFI_11760
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	AMPFI_13018
OG0003479	SCHMD07504, SCHMD03144	AMPFI_08938
OG0003480	SCHMD01806	AMPFI_07447
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	AMPFI_09299
OG0003484	SCHMD12754, SCHMD18619, SCHMD27864, SCHMD25667	AMPFI_18735
OG0003486	SCHMD07957	AMPFI_16158
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	AMPFI_23106
OG0003488	SCHMD09112, SCHMD22268	AMPFI_07299
OG0003489	SCHMD27620	AMPFI_24006
OG0003490	SCHMD10202	AMPFI_22806
OG0003491	SCHMD07566	AMPFI_11101
OG0003492	SCHMD17580	AMPFI_19481, AMPFI_18221, AMPFI_00099
OG0003496	SCHMD24551	AMPFI_21723
OG0003496	SCHMD26712, SCHMD21890	AMPFI_23368
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	AMPFI_04681
OG0003498	SCHMD19260	AMPFI_14554
OG0003501	SCHMD02846	AMPFI_09583
OG0003502	SCHMD05683	AMPFI_22051
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	AMPFI_19098, AMPFI_05344
OG0003504	SCHMD16696, SCHMD18314	AMPFI_15622, AMPFI_24432
OG0003505	SCHMD08229, SCHMD08228	AMPFI_07475
OG0003508	SCHMD00810	AMPFI_00704, AMPFI_22615
OG0003509	SCHMD12054	AMPFI_07776
OG0003511	SCHMD10744	AMPFI_01623
OG0003511	SCHMD10745	AMPFI_02048
OG0003513	SCHMD25986, SCHMD27084	AMPFI_21434
OG0003515	SCHMD16232, SCHMD28533	AMPFI_20138
OG0003516	SCHMD28216	AMPFI_25715
OG0003518	SCHMD05084	AMPFI_13631
OG0003519	SCHMD04577	AMPFI_10068
OG0003520	SCHMD04339	AMPFI_05023
OG0003522	SCHMD02972	AMPFI_15136
OG0003523	SCHMD11219	AMPFI_07760
OG0003524	SCHMD06675	AMPFI_02059, AMPFI_12429
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	AMPFI_14739, AMPFI_16786, AMPFI_23920, AMPFI_03033
OG0003527	SCHMD19091, SCHMD14510	AMPFI_08564
OG0003527	SCHMD28971	AMPFI_09571
OG0003528	SCHMD21896, SCHMD26214	AMPFI_08029
OG0003530	SCHMD08166	AMPFI_21595
OG0003531	SCHMD02486	AMPFI_10001
OG0003532	SCHMD04373	AMPFI_24750
OG0003533	SCHMD29432, SCHMD23787	AMPFI_02269, AMPFI_18447, AMPFI_02287
OG0003534	SCHMD19910	AMPFI_09003
OG0003539	SCHMD18718, SCHMD20290	AMPFI_00975
OG0003543	SCHMD01295, SCHMD04172	AMPFI_24581
OG0003544	SCHMD22197, SCHMD21841	AMPFI_19004, AMPFI_17826
OG0003545	SCHMD18885, SCHMD15544	AMPFI_15023, AMPFI_13578
OG0003548	SCHMD25865, SCHMD23815	AMPFI_24768
OG0003550	SCHMD01327	AMPFI_22499, AMPFI_18741
OG0003551	SCHMD07949	AMPFI_07598
OG0003552	SCHMD10623, SCHMD08451	AMPFI_05955
OG0003554	SCHMD11710, SCHMD08877	AMPFI_22132
OG0003555	SCHMD03932	AMPFI_10844, AMPFI_19471
OG0003556	SCHMD03452	AMPFI_08098
OG0003557	SCHMD08732	AMPFI_05440
OG0003558	SCHMD04257	AMPFI_20154
OG0003561	SCHMD07358	AMPFI_06137
OG0003562	SCHMD00923	AMPFI_06538
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	AMPFI_05251
OG0003564	SCHMD19445, SCHMD14913	AMPFI_08755
OG0003566	SCHMD26756, SCHMD15301	AMPFI_01090
OG0003567	SCHMD29448, SCHMD14814	AMPFI_14197
OG0003567	SCHMD15008, SCHMD04442	AMPFI_22713
OG0003568	SCHMD15819	AMPFI_06943
OG0003570	SCHMD08962	AMPFI_06993
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	AMPFI_12433
OG0003573	SCHMD03521	AMPFI_10938
OG0003577	SCHMD10649	AMPFI_19335
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	AMPFI_08173
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	AMPFI_22532
OG0003597	SCHMD07116	AMPFI_11403
OG0003598	SCHMD21244	AMPFI_08091
OG0003599	SCHMD22763	AMPFI_21824
OG0003599	SCHMD21154	AMPFI_03084
OG0003603	SCHMD02011	AMPFI_14800
OG0003604	SCHMD03287	AMPFI_14560
OG0003606	SCHMD17964, SCHMD15106	AMPFI_02736
OG0003607	SCHMD28540	AMPFI_01035
OG0003610	SCHMD10025, SCHMD05007	AMPFI_08064
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	AMPFI_06217, AMPFI_03674
OG0003612	SCHMD05840	AMPFI_22358, AMPFI_00951
OG0003613	SCHMD04176	AMPFI_14181
OG0003615	SCHMD13214	AMPFI_05633
OG0003617	SCHMD19266, SCHMD24604	AMPFI_00387
OG0003618	SCHMD03820	AMPFI_07271
OG0003619	SCHMD13518, SCHMD08597	AMPFI_10351
OG0003620	SCHMD10079, SCHMD29362	AMPFI_09860
OG0003622	SCHMD23632	AMPFI_21860, AMPFI_12437
OG0003624	SCHMD09570	AMPFI_03514
OG0003625	SCHMD19163, SCHMD19678, SCHMD22465	AMPFI_14897
OG0003626	SCHMD06623	AMPFI_06082
OG0003627	SCHMD19934, SCHMD24898	AMPFI_04313
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	AMPFI_13915
OG0003631	SCHMD10913	AMPFI_20160
OG0003634	SCHMD19789, SCHMD25941	AMPFI_00355, AMPFI_24717
OG0003634	SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332	AMPFI_01365
OG0003635	SCHMD09927	AMPFI_15181
OG0003636	SCHMD16813	AMPFI_00213
OG0003638	SCHMD08904, SCHMD12994	AMPFI_07537
OG0003639	SCHMD20934	AMPFI_22785, AMPFI_14707
OG0003639	SCHMD16338	AMPFI_20047
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	AMPFI_16498
OG0003644	SCHMD03638	AMPFI_06306
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	AMPFI_06564
OG0003647	SCHMD03661, SCHMD03659	AMPFI_00053
OG0003649	SCHMD11460	AMPFI_09951
OG0003651	SCHMD19273, SCHMD24605	AMPFI_09243
OG0003652	SCHMD11274	AMPFI_10927
OG0003653	SCHMD17511, SCHMD11246	AMPFI_11406
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	AMPFI_17684
OG0003655	SCHMD09541	AMPFI_08590
OG0003658	SCHMD16613, SCHMD29667	AMPFI_13106
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	AMPFI_02966
OG0003666	SCHMD02137	AMPFI_10136
OG0003668	SCHMD16966	AMPFI_07166, AMPFI_05843
OG0003669	SCHMD19438	AMPFI_11157
OG0003670	SCHMD27614, SCHMD13168	AMPFI_18620
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	AMPFI_00179
OG0003672	SCHMD06465, SCHMD13496	AMPFI_09980
OG0003673	SCHMD04574	AMPFI_02480
OG0003674	SCHMD19493, SCHMD21241	AMPFI_05762
OG0003675	SCHMD10343	AMPFI_08157
OG0003676	SCHMD09933	AMPFI_18881
OG0003678	SCHMD18909	AMPFI_07460
OG0003679	SCHMD14973	AMPFI_07845
OG0003682	SCHMD00097	AMPFI_07578
OG0003683	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791	AMPFI_02901
OG0003684	SCHMD18035	AMPFI_25038
OG0003685	SCHMD02813	AMPFI_12477
OG0003687	SCHMD06543	AMPFI_00830
OG0003688	SCHMD02218	AMPFI_03029
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	AMPFI_05747
OG0003692	SCHMD07452	AMPFI_04386, AMPFI_03589
OG0003694	SCHMD01774	AMPFI_08303
OG0003695	SCHMD02002	AMPFI_15699
OG0003696	SCHMD10456, SCHMD19979	AMPFI_04491, AMPFI_03543
OG0003698	SCHMD04069	AMPFI_19011
OG0003699	SCHMD25089, SCHMD23737	AMPFI_09512
OG0003701	SCHMD15850	AMPFI_21477, AMPFI_00012, AMPFI_24465
OG0003703	SCHMD03850	AMPFI_10771
OG0003705	SCHMD16984	AMPFI_23254
OG0003706	SCHMD03464, SCHMD03465	AMPFI_05005
OG0003707	SCHMD10936	AMPFI_09443
OG0003708	SCHMD13127	AMPFI_12625
OG0003710	SCHMD01072	AMPFI_12106, AMPFI_01123
OG0003712	SCHMD01556	AMPFI_04984
OG0003713	SCHMD09387	AMPFI_04283
OG0003713	SCHMD09388	AMPFI_20888
OG0003716	SCHMD16362	AMPFI_04436, AMPFI_02826
OG0003717	SCHMD02266	AMPFI_00073
OG0003718	SCHMD19427, SCHMD27978	AMPFI_18529
OG0003720	SCHMD23149, SCHMD11812	AMPFI_24923, AMPFI_22323
OG0003721	SCHMD06738	AMPFI_08300
OG0003722	SCHMD13809	AMPFI_16876
OG0003725	SCHMD27474, SCHMD20596	AMPFI_06286
OG0003728	SCHMD02160	AMPFI_22309
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	AMPFI_24000
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	AMPFI_06364
OG0003731	SCHMD22514	AMPFI_22155
OG0003732	SCHMD03758	AMPFI_21718
OG0003733	SCHMD09106, SCHMD07190, SCHMD09105, SCHMD07189	AMPFI_15657
OG0003734	SCHMD00609	AMPFI_18672
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	AMPFI_04878
OG0003739	SCHMD03999	AMPFI_04457
OG0003740	SCHMD13948, SCHMD17686	AMPFI_12630
OG0003741	SCHMD09441, SCHMD07941	AMPFI_21028
OG0003742	SCHMD03803	AMPFI_21157
OG0003744	SCHMD04258	AMPFI_11890
OG0003749	SCHMD12963, SCHMD26791	AMPFI_09561
OG0003750	SCHMD10740, SCHMD21692	AMPFI_19492
OG0003751	SCHMD29178, SCHMD29232	AMPFI_10264
OG0003755	SCHMD24630	AMPFI_19354
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	AMPFI_17707
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	AMPFI_24063
OG0003758	SCHMD10568	AMPFI_19318
OG0003759	SCHMD02168	AMPFI_06066
OG0003764	SCHMD03437	AMPFI_00088
OG0003766	SCHMD22112, SCHMD16522	AMPFI_01207
OG0003767	SCHMD06286	AMPFI_01797
OG0003770	SCHMD25951, SCHMD27241	AMPFI_04882
OG0003771	SCHMD05134	AMPFI_07160
OG0003774	SCHMD05085	AMPFI_12616
OG0003775	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376	AMPFI_21974
OG0003776	SCHMD01854	AMPFI_18606
OG0003777	SCHMD09329, SCHMD03918	AMPFI_20144
OG0003778	SCHMD06996	AMPFI_24942
OG0003794	SCHMD05999	AMPFI_16922
OG0003795	SCHMD22731	AMPFI_09136
OG0003798	SCHMD13971, SCHMD04164	AMPFI_02948
OG0003803	SCHMD27722, SCHMD27442	AMPFI_12565
OG0003806	SCHMD21156	AMPFI_05818
OG0003808	SCHMD27875, SCHMD11284	AMPFI_14079
OG0003811	SCHMD22928, SCHMD13669	AMPFI_10478
OG0003812	SCHMD04985	AMPFI_10138
OG0003813	SCHMD01244	AMPFI_07875
OG0003815	SCHMD27290	AMPFI_12793
OG0003815	SCHMD22661, SCHMD08730, SCHMD26116	AMPFI_09900
OG0003818	SCHMD10822, SCHMD17278	AMPFI_01575, AMPFI_17759
OG0003821	SCHMD10138	AMPFI_03105
OG0003825	SCHMD05990	AMPFI_06918
OG0003826	SCHMD18514	AMPFI_13869
OG0003827	SCHMD03936	AMPFI_21409
OG0003828	SCHMD01189, SCHMD27415	AMPFI_11909
OG0003831	SCHMD17115	AMPFI_12797
OG0003833	SCHMD28965	AMPFI_18982, AMPFI_01803
OG0003834	SCHMD01451	AMPFI_10226
OG0003837	SCHMD10162, SCHMD25130	AMPFI_17550
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	AMPFI_24684
OG0003838	SCHMD05207	AMPFI_19657
OG0003839	SCHMD05702, SCHMD10139	AMPFI_07382
OG0003841	SCHMD14946	AMPFI_21826
OG0003844	SCHMD09963	AMPFI_14349
OG0003845	SCHMD00835	AMPFI_07956
OG0003846	SCHMD06517	AMPFI_06425
OG0003850	SCHMD24952, SCHMD16801	AMPFI_10267
OG0003851	SCHMD05218	AMPFI_11201, AMPFI_00905
OG0003853	SCHMD14514, SCHMD07343	AMPFI_21676
OG0003855	SCHMD17767	AMPFI_13948
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	AMPFI_08524, AMPFI_02809
OG0003857	SCHMD05301	AMPFI_07120
OG0003862	SCHMD17392	AMPFI_24710
OG0003863	SCHMD02612	AMPFI_16528
OG0003865	SCHMD10111	AMPFI_11940
OG0003866	SCHMD07937, SCHMD00211	AMPFI_14452
OG0003868	SCHMD15677	AMPFI_11838
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	AMPFI_17164
OG0003871	SCHMD01262	AMPFI_16112
OG0003871	SCHMD01263	AMPFI_09651
OG0003872	SCHMD13742, SCHMD13511	AMPFI_14866
OG0003875	SCHMD07244	AMPFI_06901
OG0003876	SCHMD06770	AMPFI_22260
OG0003877	SCHMD08239	AMPFI_15725, AMPFI_00796
OG0003878	SCHMD04321	AMPFI_12599
OG0003879	SCHMD18366	AMPFI_04216, AMPFI_06329
OG0003881	SCHMD06054, SCHMD03369	AMPFI_15319, AMPFI_15320
OG0003883	SCHMD24582	AMPFI_12967
OG0003884	SCHMD04417	AMPFI_11418
OG0003885	SCHMD09959	AMPFI_12606
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	AMPFI_05835
OG0003887	SCHMD20058, SCHMD18207	AMPFI_10957
OG0003888	SCHMD05192	AMPFI_11985, AMPFI_01567, AMPFI_13524
OG0003891	SCHMD14689	AMPFI_17693
OG0003892	SCHMD07588	AMPFI_11859, AMPFI_18544
OG0003894	SCHMD11863	AMPFI_18671
OG0003896	SCHMD28716	AMPFI_07056
OG0003904	SCHMD00688	AMPFI_04520
OG0003905	SCHMD06966	AMPFI_11956
