Orthogroup	SCHMD	MOUSE
OG0003556	SCHMD03452	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224
OG0003557	SCHMD08732	MOUSE47782, MOUSE11069, MOUSE11070, MOUSE11068, MOUSE11072, MOUSE11073
OG0003558	SCHMD04257	MOUSE51603
OG0003561	SCHMD07358	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761
OG0003562	SCHMD00923	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	MOUSE46114, MOUSE46115, MOUSE46111
OG0003564	SCHMD19445, SCHMD14913	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522
OG0003566	SCHMD26756, SCHMD15301	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314
OG0003567	SCHMD29448, SCHMD14814	MOUSE15053
OG0003567	SCHMD15008, SCHMD04442	MOUSE15052, MOUSE15050
OG0003568	SCHMD15819	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003570	SCHMD08962	MOUSE24262, MOUSE24261, MOUSE24263
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279
OG0003573	SCHMD03521	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003577	SCHMD10649	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	SCHMD04183, SCHMD29593	MOUSE35793
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003582	SCHMD12451, SCHMD16671	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611
OG0003585	SCHMD02146	MOUSE00388, MOUSE00386, MOUSE18554, MOUSE18553, MOUSE18552, MOUSE18551, MOUSE28515, MOUSE00387, MOUSE00389
OG0003598	SCHMD21244	MOUSE26068, MOUSE26067
OG0003599	SCHMD21154	MOUSE19100, MOUSE19099, MOUSE19101, MOUSE19098
OG0003600	SCHMD02224	MOUSE43734, MOUSE43737, MOUSE43733, MOUSE43738, MOUSE43736, MOUSE43735, MOUSE43739
OG0003603	SCHMD02011	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010
OG0003604	SCHMD03287	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459
OG0003606	SCHMD17964, SCHMD15106	MOUSE34332, MOUSE34333
OG0003607	SCHMD18996, SCHMD19067	MOUSE08645
OG0003607	SCHMD28541	MOUSE08646
OG0003610	SCHMD10025, SCHMD05007	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717, MOUSE35718, MOUSE35719
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	SCHMD05843, SCHMD05841	MOUSE17713
OG0003612	SCHMD05840	MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	SCHMD04176	MOUSE52720, MOUSE52719, MOUSE49624
OG0003615	SCHMD13214	MOUSE18457, MOUSE13209, MOUSE13208, MOUSE13207
OG0003617	SCHMD19266, SCHMD24604, SCHMD19682	MOUSE15713
OG0003619	SCHMD13518, SCHMD08597	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003620	SCHMD10079, SCHMD29362	MOUSE35127, MOUSE35128
OG0003621	SCHMD12479	MOUSE44995
OG0003622	SCHMD21579, SCHMD21578, SCHMD23632	MOUSE28010, MOUSE28008, MOUSE28009
OG0003624	SCHMD09571, SCHMD22651	MOUSE09386, MOUSE09387
OG0003625	SCHMD13173, SCHMD19163, SCHMD19678, SCHMD22465	MOUSE53422
OG0003626	SCHMD06623	MOUSE50478, MOUSE50479, MOUSE50480, MOUSE50477, MOUSE50481, MOUSE50482
OG0003627	SCHMD19934, SCHMD24898	MOUSE21801, MOUSE21800, MOUSE21802, MOUSE45258, MOUSE45262, MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257
OG0003629	SCHMD03651	MOUSE29981, MOUSE29982
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	MOUSE46274
OG0003632	SCHMD28869	MOUSE34977, MOUSE29457, MOUSE29458
OG0003634	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332	MOUSE34995, MOUSE34996
OG0003635	SCHMD09927	MOUSE55664
OG0003638	SCHMD08904, SCHMD12994	MOUSE07871
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	MOUSE06258, MOUSE06259, MOUSE23351
OG0003641	SCHMD00104	MOUSE28971
OG0003642	SCHMD17458, SCHMD26388	MOUSE51395
OG0003644	SCHMD03638	MOUSE25659, MOUSE25655, MOUSE25658
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	MOUSE51957
OG0003647	SCHMD03661, SCHMD03659	MOUSE10329, MOUSE10327, MOUSE10325, MOUSE10328, MOUSE10330
OG0003649	SCHMD11461	MOUSE18455
OG0003651	SCHMD19273, SCHMD24605	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	SCHMD11274	MOUSE51309, MOUSE00670
OG0003653	SCHMD17511, SCHMD11246	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	MOUSE29385, MOUSE29384
OG0003655	SCHMD09541	MOUSE00092, MOUSE00091, MOUSE38828
OG0003657	SCHMD25752, SCHMD28011	MOUSE26481, MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478
OG0003658	SCHMD29667	MOUSE39824
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	MOUSE05800, MOUSE05799, MOUSE05801
OG0003661	SCHMD11070	MOUSE02399, MOUSE02398
OG0003666	SCHMD02137	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758
OG0003668	SCHMD16966	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	SCHMD19438	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	MOUSE21089, MOUSE03153
OG0003672	SCHMD06465, SCHMD13496	MOUSE03769, MOUSE03770
OG0003673	SCHMD04574	MOUSE16463, MOUSE16464
OG0003674	SCHMD19493, SCHMD21241	MOUSE03963, MOUSE03964
OG0003675	SCHMD10344	MOUSE53285
OG0003675	SCHMD10343	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283
OG0003676	SCHMD09933	MOUSE25609, MOUSE53232, MOUSE53233
OG0003678	SCHMD18909	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400
OG0003679	SCHMD14973	MOUSE15732, MOUSE25049, MOUSE25050
OG0003682	SCHMD00097	MOUSE24620, MOUSE24619
OG0003682	SCHMD00098	MOUSE24622, MOUSE24623
OG0003683	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791	MOUSE20043, MOUSE20045
OG0003684	SCHMD18035	MOUSE23199
OG0003685	SCHMD02813	MOUSE32370, MOUSE32367, MOUSE32369, MOUSE32368, MOUSE51976, MOUSE51974, MOUSE51975
OG0003686	SCHMD15901	MOUSE49100
OG0003687	SCHMD06543	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109
OG0003688	SCHMD02218	MOUSE34520, MOUSE34521, MOUSE34522
OG0003692	SCHMD07452	MOUSE02817, MOUSE02816, MOUSE02818
OG0003694	SCHMD01774	MOUSE30782
OG0003695	SCHMD02002	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814
OG0003696	SCHMD10456, SCHMD19979	MOUSE35449, MOUSE35450
OG0003698	SCHMD04070, SCHMD04069	MOUSE21124, MOUSE12762
OG0003699	SCHMD25089, SCHMD23737	MOUSE25218
OG0003701	SCHMD15850	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703
OG0003703	SCHMD03850	MOUSE20574, MOUSE27650
OG0003705	SCHMD16984	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237
OG0003706	SCHMD03464, SCHMD03465	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751
OG0003707	SCHMD01318, SCHMD20493	MOUSE09617
OG0003708	SCHMD13127	MOUSE34409, MOUSE34410, MOUSE34408, MOUSE34406, MOUSE34407
OG0003710	SCHMD01072	MOUSE55264, MOUSE31690
OG0003712	SCHMD07204, SCHMD01556	MOUSE14240, MOUSE14239, MOUSE15046
OG0003713	SCHMD09387	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767
OG0003716	SCHMD17891, SCHMD16361	MOUSE15603
OG0003716	SCHMD16362	MOUSE15604, MOUSE15602
OG0003717	SCHMD02266	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978
OG0003718	SCHMD19427, SCHMD27978	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251, MOUSE22257, MOUSE22258, MOUSE22256
OG0003720	SCHMD23149, SCHMD11812	MOUSE23795, MOUSE23793, MOUSE23792, MOUSE23794, MOUSE17553
OG0003721	SCHMD06738	MOUSE08040, MOUSE08041, MOUSE20246, MOUSE20247
OG0003722	SCHMD13809	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681
OG0003724	SCHMD11616	MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003725	SCHMD27474, SCHMD20596	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709
OG0003726	SCHMD25016	MOUSE34118, MOUSE52017, MOUSE52018
OG0003728	SCHMD02160	MOUSE31942, MOUSE31943, MOUSE31941
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	MOUSE26210, MOUSE26211
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786
OG0003730	SCHMD01638, SCHMD21358	MOUSE46789
OG0003731	SCHMD22514	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003732	SCHMD03760	MOUSE22010, MOUSE22008
OG0003732	SCHMD03759	MOUSE22011
OG0003734	SCHMD00609	MOUSE25448, MOUSE18509, MOUSE28344
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	MOUSE49071
OG0003737	SCHMD26875, SCHMD23789	MOUSE25393, MOUSE25394, MOUSE23885, MOUSE23886, MOUSE23887
OG0003739	SCHMD03999	MOUSE23353
OG0003740	SCHMD13948, SCHMD17686	MOUSE45976, MOUSE45977, MOUSE45975
OG0003741	SCHMD28597, SCHMD28496	MOUSE43248, MOUSE43247
OG0003742	SCHMD03803	MOUSE06945, MOUSE06947, MOUSE02363
OG0003743	SCHMD05330, SCHMD03268	MOUSE37350, MOUSE37349, MOUSE37354
OG0003744	SCHMD04258	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535
OG0003746	SCHMD20571	MOUSE22549, MOUSE04784, MOUSE04785
OG0003749	SCHMD12963	MOUSE42046
OG0003749	SCHMD26791	MOUSE42049, MOUSE42048, MOUSE42050
OG0003750	SCHMD10740, SCHMD21692	MOUSE28487
OG0003751	SCHMD29178, SCHMD29232	MOUSE23837
OG0003753	SCHMD05736	MOUSE16945
OG0003755	SCHMD24630	MOUSE04960, MOUSE04959
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	MOUSE42645, MOUSE42643, MOUSE42644
OG0003758	SCHMD10568	MOUSE05241, MOUSE05240, MOUSE14904
OG0003759	SCHMD02168	MOUSE04234, MOUSE17579, MOUSE17581
OG0003763	SCHMD15410	MOUSE00212, MOUSE00213
OG0003764	SCHMD03437	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478
OG0003766	SCHMD22112, SCHMD16522	MOUSE28723, MOUSE28721, MOUSE28722
OG0003767	SCHMD06286	MOUSE13389
OG0003770	SCHMD29711	MOUSE45320
OG0003771	SCHMD05134	MOUSE06180, MOUSE06179, MOUSE14269
OG0003776	SCHMD01854	MOUSE16172, MOUSE16173
OG0003777	SCHMD09329, SCHMD03918	MOUSE22964, MOUSE05638, MOUSE06985
OG0003778	SCHMD06996	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258
OG0003779	SCHMD15868, SCHMD25797	MOUSE04027, MOUSE04026, MOUSE04028
OG0003794	SCHMD05999	MOUSE28886, MOUSE28885, MOUSE28884, MOUSE28883, MOUSE19914, MOUSE43750
OG0003795	SCHMD22731	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565
OG0003798	SCHMD13971, SCHMD04164	MOUSE26587, MOUSE26588, MOUSE14915
OG0003803	SCHMD27722, SCHMD27442	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800
OG0003806	SCHMD21156	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978
OG0003808	SCHMD27875, SCHMD11284	MOUSE34022, MOUSE34021
OG0003811	SCHMD22928, SCHMD13669	MOUSE36524, MOUSE36525
OG0003812	SCHMD04985	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619
OG0003813	SCHMD01244	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965
OG0003815	SCHMD27290	MOUSE00445, MOUSE42748, MOUSE42747
OG0003817	SCHMD04758	MOUSE15979, MOUSE15977, MOUSE15978
OG0003818	SCHMD10822, SCHMD17278	MOUSE47757
OG0003821	SCHMD10138	MOUSE31151, MOUSE52622, MOUSE52623
OG0003825	SCHMD05990	MOUSE00683
OG0003826	SCHMD18514	MOUSE04365
OG0003826	SCHMD20348	MOUSE04366
OG0003827	SCHMD03936	MOUSE31957
OG0003828	SCHMD01189, SCHMD27415	MOUSE32817
OG0003831	SCHMD17115	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298
OG0003833	SCHMD28965	MOUSE12711, MOUSE12709, MOUSE12710
OG0003834	SCHMD01451	MOUSE23210, MOUSE49466
OG0003837	SCHMD10162, SCHMD25130	MOUSE06123
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	MOUSE06124, MOUSE06122
OG0003838	SCHMD05207	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348
OG0003839	SCHMD05702, SCHMD10139	MOUSE24236, MOUSE24234
OG0003840	SCHMD12844, SCHMD26426	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796, MOUSE30795
OG0003841	SCHMD14946	MOUSE17861
OG0003843	SCHMD16158	MOUSE02984
OG0003844	SCHMD09963	MOUSE33019
OG0003845	SCHMD00836	MOUSE04950, MOUSE04948, MOUSE04949
OG0003845	SCHMD00835	MOUSE04946, MOUSE04947
OG0003846	SCHMD06517	MOUSE48366, MOUSE40451, MOUSE40452, MOUSE40453
OG0003849	SCHMD10843	MOUSE51655, MOUSE51656, MOUSE51657, MOUSE19816
OG0003850	SCHMD24952, SCHMD16801	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273
OG0003852	SCHMD13486	MOUSE19463
OG0003853	SCHMD14514, SCHMD07343	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176, MOUSE18179
OG0003855	SCHMD17767	MOUSE30683
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	MOUSE53260, MOUSE53261, MOUSE53262
OG0003857	SCHMD05301	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135
OG0003859	SCHMD02607	MOUSE35708
OG0003860	SCHMD27051	MOUSE08583
OG0003863	SCHMD02612	MOUSE46853, MOUSE46851, MOUSE46852
OG0003865	SCHMD10111	MOUSE15488, MOUSE14853
OG0003866	SCHMD07937, SCHMD00211	MOUSE55423, MOUSE54508, MOUSE54509
OG0003868	SCHMD15677	MOUSE23872, MOUSE23869, MOUSE23871, MOUSE23870
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	MOUSE05547
OG0003871	SCHMD01263	MOUSE12954
OG0003872	SCHMD13742, SCHMD13511	MOUSE15344, MOUSE15345, MOUSE15348, MOUSE15346, MOUSE15349, MOUSE15347, MOUSE15343
OG0003875	SCHMD00813, SCHMD07245, SCHMD07243	MOUSE27194
OG0003876	SCHMD06770	MOUSE32588, MOUSE32587
OG0003878	SCHMD04321	MOUSE31216, MOUSE31215
OG0003881	SCHMD06054, SCHMD03369	MOUSE34941, MOUSE34940, MOUSE34939
OG0003882	SCHMD13622	MOUSE39472, MOUSE39470, MOUSE39471
OG0003883	SCHMD24582	MOUSE36195, MOUSE36197, MOUSE36198, MOUSE36196, MOUSE36194
OG0003884	SCHMD04417	MOUSE51646, MOUSE51647, MOUSE51649, MOUSE51645, MOUSE51650, MOUSE51648
OG0003885	SCHMD09959	MOUSE52050, MOUSE52047
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487
OG0003887	SCHMD20058, SCHMD18207	MOUSE30820
OG0003888	SCHMD05192	MOUSE01271, MOUSE01270, MOUSE01269
OG0003889	SCHMD21799	MOUSE15029
OG0003892	SCHMD07588	MOUSE24997, MOUSE24998
OG0003894	SCHMD11863	MOUSE25680
OG0003896	SCHMD28716	MOUSE04755, MOUSE04754, MOUSE38515
OG0003897	SCHMD20071	MOUSE22869, MOUSE22871
OG0003903	SCHMD29162	MOUSE36163, MOUSE36162
OG0003904	SCHMD00688	MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860
OG0003905	SCHMD06967, SCHMD06965	MOUSE02073
OG0003906	SCHMD03168	MOUSE48566, MOUSE48567, MOUSE48565
OG0003908	SCHMD10777, SCHMD26725	MOUSE48727
OG0003908	SCHMD03608	MOUSE01976
OG0003909	SCHMD13155, SCHMD19547, SCHMD15096	MOUSE06721, MOUSE06722
OG0003910	SCHMD16210, SCHMD14670	MOUSE33951
OG0003911	SCHMD20892	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430
OG0003912	SCHMD04955	MOUSE28242, MOUSE49733, MOUSE49734
OG0003914	SCHMD00070	MOUSE44937, MOUSE44936
OG0003916	SCHMD05573	MOUSE11887, MOUSE11888, MOUSE11885, MOUSE11884
OG0003917	SCHMD02873	MOUSE21868, MOUSE21864, MOUSE21866, MOUSE21865
OG0003918	SCHMD00222	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871
OG0003919	SCHMD24561	MOUSE22536, MOUSE22534
OG0003920	SCHMD03027	MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197
OG0003921	SCHMD06689	MOUSE21508, MOUSE21507
OG0003923	SCHMD25596, SCHMD09715	MOUSE22537, MOUSE22540
OG0003925	SCHMD25912, SCHMD09602	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	MOUSE34485
OG0003928	SCHMD11506	MOUSE29344
OG0003929	SCHMD28887	MOUSE49806, MOUSE49805
OG0003930	SCHMD03275	MOUSE01907
OG0003931	SCHMD03615	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103
OG0003933	SCHMD23983	MOUSE40723, MOUSE40721, MOUSE01760, MOUSE01761
OG0003934	SCHMD00793	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148
OG0003936	SCHMD01877	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407
OG0003938	SCHMD19197	MOUSE44129, MOUSE44122, MOUSE44123, MOUSE44128, MOUSE21304, MOUSE44124, MOUSE44119
OG0003939	SCHMD05579	MOUSE08650, MOUSE08652, MOUSE08651
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	MOUSE27096, MOUSE27095, MOUSE27094
OG0003944	SCHMD10666	MOUSE15418, MOUSE15417
OG0003945	SCHMD04737	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289
OG0003946	SCHMD19360, SCHMD00465	MOUSE21095, MOUSE36215, MOUSE36213
OG0003947	SCHMD09068	MOUSE35867
OG0003947	SCHMD06484	MOUSE35865
OG0003949	SCHMD24366, SCHMD04246	MOUSE00545, MOUSE00544
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	MOUSE46969, MOUSE46968, MOUSE46965, MOUSE46966, MOUSE46967, MOUSE46964
OG0003951	SCHMD04397	MOUSE52852, MOUSE52853, MOUSE52855
OG0003953	SCHMD22038	MOUSE48265
OG0003954	SCHMD06088	MOUSE13604, MOUSE13605, MOUSE06634
OG0003955	SCHMD06589	MOUSE54923, MOUSE54922, MOUSE48233
OG0003956	SCHMD07488	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798
OG0003958	SCHMD13631, SCHMD28091	MOUSE00807, MOUSE19245, MOUSE47952
OG0003961	SCHMD04675	MOUSE33639
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	MOUSE34195, MOUSE34194
OG0003968	SCHMD20971, SCHMD24367	MOUSE30962, MOUSE30965, MOUSE30963, MOUSE30964, MOUSE24346, MOUSE24347
OG0003969	SCHMD08592	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696
OG0003972	SCHMD13668	MOUSE28853, MOUSE28854, MOUSE28855
OG0003973	SCHMD06454	MOUSE07129, MOUSE07128, MOUSE28069, MOUSE28068
OG0003978	SCHMD29717, SCHMD28667, SCHMD05632	MOUSE39336, MOUSE39339, MOUSE39337, MOUSE39338, MOUSE21070, MOUSE02819
OG0003998	SCHMD17536, SCHMD17537	MOUSE03017, MOUSE03016, MOUSE03018, MOUSE03015
OG0004000	SCHMD05012	MOUSE53010, MOUSE53011
OG0004004	SCHMD03888	MOUSE48967, MOUSE55331
OG0004007	SCHMD27653	MOUSE33282, MOUSE13163, MOUSE13164
OG0004009	SCHMD12539	MOUSE31536, MOUSE31534, MOUSE00745, MOUSE00744
OG0004010	SCHMD11857	MOUSE10577
OG0004012	SCHMD08012, SCHMD16333	MOUSE03422
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	MOUSE22452
OG0004015	SCHMD06396	MOUSE31950, MOUSE31951, MOUSE31949, MOUSE31948, MOUSE31952
OG0004017	SCHMD27630	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420
OG0004018	SCHMD09657	MOUSE00552, MOUSE00553, MOUSE00555, MOUSE00554, MOUSE00556, MOUSE00557, MOUSE00551
OG0004020	SCHMD29535, SCHMD26610	MOUSE22765, MOUSE22762, MOUSE22763
OG0004021	SCHMD12686	MOUSE04367, MOUSE04368
OG0004025	SCHMD25773	MOUSE35923, MOUSE35917, MOUSE35926, MOUSE35925, MOUSE35922, MOUSE35916, MOUSE35918, MOUSE35924, MOUSE35921, MOUSE35919, MOUSE35920
OG0004027	SCHMD07935	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607
OG0004028	SCHMD03770	MOUSE11049
OG0004029	SCHMD25820	MOUSE53190, MOUSE53188, MOUSE53187, MOUSE53189, MOUSE53185, MOUSE53186, MOUSE53191
OG0004030	SCHMD13881	MOUSE17023, MOUSE17021, MOUSE17022
OG0004032	SCHMD08571	MOUSE53862, MOUSE53861, MOUSE47636
OG0004033	SCHMD06585	MOUSE49958, MOUSE49957
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	MOUSE28209, MOUSE28210, MOUSE28211
OG0004036	SCHMD07559, SCHMD09846	MOUSE34175, MOUSE54435, MOUSE51308
OG0004037	SCHMD06653	MOUSE23141, MOUSE23140
OG0004038	SCHMD08999, SCHMD03883	MOUSE48922
OG0004040	SCHMD09211	MOUSE36288
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	MOUSE28030
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986
OG0004044	SCHMD16907	MOUSE53246, MOUSE53244, MOUSE53243, MOUSE53245
OG0004047	SCHMD07813	MOUSE06437, MOUSE06436
OG0004048	SCHMD05765	MOUSE35846, MOUSE35844, MOUSE35843, MOUSE35842, MOUSE35845
OG0004051	SCHMD05269, SCHMD18831	MOUSE14877, MOUSE05205, MOUSE26476, MOUSE14875, MOUSE14876
OG0004052	SCHMD01378	MOUSE48451
OG0004053	SCHMD09663	MOUSE45540, MOUSE55188, MOUSE09610, MOUSE09609, MOUSE09608, MOUSE30254
OG0004054	SCHMD03170	MOUSE42806, MOUSE07135, MOUSE07132, MOUSE07133, MOUSE07131, MOUSE07134, MOUSE42809, MOUSE42808, MOUSE42807
OG0004056	SCHMD06405	MOUSE10234
OG0004057	SCHMD13647, SCHMD03141, SCHMD13648, SCHMD03142	MOUSE39232
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	MOUSE42746, MOUSE42744, MOUSE42745, MOUSE42743
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	MOUSE32149, MOUSE32151, MOUSE32150, MOUSE32152
OG0004064	SCHMD03370	MOUSE22630, MOUSE22635, MOUSE22638, MOUSE22632, MOUSE22636, MOUSE22633, MOUSE22634
OG0004065	SCHMD04935	MOUSE34851, MOUSE34850, MOUSE34848
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	MOUSE22149
OG0004069	SCHMD07928	MOUSE09407
OG0004071	SCHMD06667	MOUSE23682, MOUSE17774, MOUSE17773, MOUSE17772, MOUSE32856
OG0004072	SCHMD07982	MOUSE05860, MOUSE05861
OG0004073	SCHMD18804	MOUSE18279
OG0004076	SCHMD19802	MOUSE13543, MOUSE13542
OG0004078	SCHMD08036	MOUSE21297
OG0004079	SCHMD22313, SCHMD19146	MOUSE29728, MOUSE29727, MOUSE29726
OG0004080	SCHMD18517	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471
OG0004081	SCHMD03804	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884
OG0004083	SCHMD05538	MOUSE07456, MOUSE07454, MOUSE07455
OG0004084	SCHMD13360	MOUSE12641
OG0004085	SCHMD20233	MOUSE22017, MOUSE22016, MOUSE22019, MOUSE22015, MOUSE22018, MOUSE22014
OG0004087	SCHMD13154	MOUSE53249
OG0004090	SCHMD19142	MOUSE02539
OG0004091	SCHMD20986, SCHMD10374	MOUSE20857
OG0004092	SCHMD01973	MOUSE08723, MOUSE08721, MOUSE08722, MOUSE05348, MOUSE05346, MOUSE05347
OG0004094	SCHMD10011	MOUSE32800, MOUSE32802, MOUSE32801, MOUSE32799
OG0004096	SCHMD01632	MOUSE26584, MOUSE24020, MOUSE24022
