Orthogroup	SCHMD	OWEFU
OG0003124	SCHMD00285, SCHMD25581	OFUSG24113.1.p1
OG0003125	SCHMD07267	OFUSG09603.1.p1
OG0003126	SCHMD01239	OFUSG17303.1.p1
OG0003127	SCHMD11421	OFUSG12113.1.p1
OG0003128	SCHMD19584	OFUSG22958.1.p1
OG0003130	SCHMD04681	OFUSG24116.1.p1
OG0003131	SCHMD00499, SCHMD13849, SCHMD12187	OFUSG24004.1.p1
OG0003133	SCHMD01412	OFUSG04998.1.p1
OG0003135	SCHMD19428, SCHMD16137	OFUSG22017.1.p1
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	OFUSG11408.1.p1
OG0003137	SCHMD07874	OFUSG20631.1.p1
OG0003141	SCHMD00202	OFUSG17507.1.p1
OG0003144	SCHMD02154	OFUSG00084.1.p1
OG0003147	SCHMD17526	OFUSG05907.1.p1
OG0003148	SCHMD04778	OFUSG12277.1.p1
OG0003150	SCHMD20966	OFUSG24838.1.p1
OG0003151	SCHMD12480, SCHMD14456	OFUSG05073.1.p1
OG0003152	SCHMD15231, SCHMD19429	OFUSG18463.1.p1
OG0003153	SCHMD06720, SCHMD06721	OFUSG04951.1.p1
OG0003155	SCHMD26491	OFUSG10120.1.p1, OFUSG10039.1.p1
OG0003157	SCHMD06691	OFUSG02291.1.p1
OG0003160	SCHMD15101, SCHMD28838	OFUSG19116.1.p1
OG0003161	SCHMD03472	OFUSG12513.1.p1
OG0003162	SCHMD16228, SCHMD15451	OFUSG12213.1.p1
OG0003164	SCHMD01405	OFUSG03455.1.p1
OG0003165	SCHMD04066	OFUSG01448.1.p1
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	OFUSG15741.1.p1
OG0003169	SCHMD10405	OFUSG16524.1.p1
OG0003171	SCHMD06380, SCHMD06378	OFUSG07971.1.p1
OG0003172	SCHMD01375	OFUSG04307.1.p1
OG0003173	SCHMD04311	OFUSG20390.1.p1
OG0003178	SCHMD14461	OFUSG25106.1.p1
OG0003180	SCHMD22560	OFUSG15647.1.p1
OG0003181	SCHMD00970	OFUSG10646.1.p1
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	OFUSG23178.1.p1
OG0003184	SCHMD28841, SCHMD26100	OFUSG09950.1.p1, OFUSG09950.2.p1
OG0003185	SCHMD24773, SCHMD28390, SCHMD16979, SCHMD16980	OFUSG01650.1.p1
OG0003187	SCHMD06732	OFUSG26287.1.p1
OG0003188	SCHMD17519, SCHMD17520	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1
OG0003189	SCHMD02678	OFUSG02491.1.p1
OG0003191	SCHMD03926	OFUSG12992.1.p1
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	OFUSG24759.1.p1
OG0003195	SCHMD01797	OFUSG10102.1.p1
OG0003196	SCHMD11447	OFUSG22489.1.p1, OFUSG05394.1.p1
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	OFUSG14583.1.p1
OG0003198	SCHMD14276	OFUSG20751.1.p1, OFUSG20751.2.p1, OFUSG24283.1.p1, OFUSG13457.1.p1, OFUSG06727.2.p1, OFUSG06727.1.p1, OFUSG06726.1.p1, OFUSG06726.2.p1, OFUSG18799.1.p1
OG0003199	SCHMD21965, SCHMD20498, SCHMD26450	OFUSG06190.1.p1
OG0003202	SCHMD03218, SCHMD21658	OFUSG10285.1.p1, OFUSG10285.2.p1
OG0003203	SCHMD02943, SCHMD25430	OFUSG17108.1.p1
OG0003205	SCHMD16475	OFUSG12336.1.p1
OG0003206	SCHMD29612	OFUSG02911.1.p1
OG0003207	SCHMD06863, SCHMD04604	OFUSG19091.1.p1
OG0003208	SCHMD02480	OFUSG19343.1.p1
OG0003210	SCHMD23858, SCHMD23874	OFUSG00428.1.p1
OG0003212	SCHMD20324, SCHMD18634	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1
OG0003213	SCHMD10626, SCHMD25655	OFUSG08561.1.p1, OFUSG03503.1.p1
OG0003214	SCHMD18471	OFUSG03898.1.p1
OG0003215	SCHMD06939	OFUSG12275.1.p1, OFUSG12275.2.p1
OG0003217	SCHMD03371, SCHMD00338	OFUSG23691.2.p1, OFUSG23691.1.p1
OG0003218	SCHMD20285	OFUSG14315.1.p1
OG0003220	SCHMD14282	OFUSG00185.2.p1, OFUSG00185.1.p1
OG0003222	SCHMD08631	OFUSG20299.1.p1
OG0003223	SCHMD08068	OFUSG22793.1.p1
OG0003226	SCHMD02518, SCHMD13794	OFUSG01013.1.p1
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	OFUSG25095.1.p1
OG0003229	SCHMD00545	OFUSG25738.1.p1
OG0003230	SCHMD09623	OFUSG06967.1.p1
OG0003231	SCHMD04327, SCHMD04326	OFUSG26350.1.p1
OG0003238	SCHMD09383	OFUSG24258.2.p1, OFUSG24258.1.p1, OFUSG17529.1.p1
OG0003250	SCHMD02359	OFUSG13114.1.p1
OG0003251	SCHMD14392	OFUSG20624.2.p1, OFUSG20624.1.p1
OG0003253	SCHMD08495	OFUSG19675.3.p1, OFUSG19675.2.p1, OFUSG19675.1.p1
OG0003254	SCHMD01611	OFUSG21699.1.p1
OG0003255	SCHMD16797	OFUSG04049.1.p1
OG0003257	SCHMD14887, SCHMD01601	OFUSG11699.1.p1
OG0003258	SCHMD22229, SCHMD24400	OFUSG13654.2.p1, OFUSG13654.1.p1
OG0003260	SCHMD03972	OFUSG26572.1.p1
OG0003262	SCHMD19208	OFUSG15140.1.p1
OG0003264	SCHMD03771	OFUSG17329.1.p1
OG0003265	SCHMD14800	OFUSG06294.1.p1
OG0003267	SCHMD03991	OFUSG17971.1.p1
OG0003268	SCHMD03636	OFUSG05362.1.p1
OG0003269	SCHMD04531	OFUSG10348.1.p1
OG0003270	SCHMD29657	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	OFUSG04938.1.p1
OG0003277	SCHMD27731, SCHMD11904	OFUSG06456.1.p1
OG0003279	SCHMD08045	OFUSG02810.1.p1
OG0003281	SCHMD10092	OFUSG26961.1.p1, OFUSG26959.2.p1, OFUSG26959.3.p1, OFUSG26959.1.p1, OFUSG26957.1.p1
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	OFUSG06061.1.p1
OG0003284	SCHMD07514, SCHMD15662	OFUSG16072.1.p1, OFUSG16072.2.p1
OG0003286	SCHMD09721	OFUSG10209.1.p1
OG0003287	SCHMD14605	OFUSG08017.2.p1, OFUSG08017.1.p1
OG0003288	SCHMD09311, SCHMD11762	OFUSG02966.1.p1, OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1
OG0003289	SCHMD16616	OFUSG23131.4.p1, OFUSG23131.1.p1, OFUSG23131.3.p1, OFUSG23131.2.p1
OG0003290	SCHMD28476, SCHMD05994	OFUSG07475.1.p1, OFUSG07475.2.p1
OG0003291	SCHMD09949	OFUSG15651.1.p1
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	OFUSG13182.1.p1
OG0003296	SCHMD02838	OFUSG22700.1.p1
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	OFUSG10878.1.p1
OG0003301	SCHMD13976, SCHMD15564	OFUSG25751.1.p1
OG0003302	SCHMD01831	OFUSG18361.1.p1
OG0003303	SCHMD01441	OFUSG21718.1.p1
OG0003305	SCHMD12414	OFUSG00233.1.p1
OG0003306	SCHMD03757	OFUSG06595.1.p1
OG0003307	SCHMD16433	OFUSG10367.1.p1
OG0003308	SCHMD26026, SCHMD27829, SCHMD25541	OFUSG23491.1.p1, OFUSG23491.2.p1
OG0003309	SCHMD01407	OFUSG16198.1.p1, OFUSG16198.2.p1
OG0003311	SCHMD10347	OFUSG23497.1.p1
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	OFUSG21407.1.p1
OG0003318	SCHMD12981, SCHMD18691	OFUSG19315.1.p1
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	OFUSG18420.1.p1
OG0003325	SCHMD09735	OFUSG10215.2.p1, OFUSG10215.1.p1
OG0003327	SCHMD05859	OFUSG26592.1.p1
OG0003329	SCHMD22699	OFUSG08957.1.p1
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	OFUSG09367.1.p1
OG0003333	SCHMD20159, SCHMD28070	OFUSG01511.2.p1, OFUSG01511.3.p1, OFUSG01511.1.p1
OG0003335	SCHMD19779	OFUSG11713.1.p1
OG0003337	SCHMD01222	OFUSG17483.1.p1
OG0003340	SCHMD08266	OFUSG13694.1.p1
OG0003341	SCHMD00617	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1
OG0003343	SCHMD22696	OFUSG22665.1.p1
OG0003345	SCHMD29662	OFUSG19858.1.p1, OFUSG19861.1.p1
OG0003347	SCHMD05564, SCHMD05565, SCHMD05566	OFUSG24290.1.p1
OG0003348	SCHMD11779	OFUSG13744.1.p1
OG0003349	SCHMD04642, SCHMD00847	OFUSG10388.1.p1
OG0003354	SCHMD00933	OFUSG23240.2.p1, OFUSG23240.1.p1
OG0003356	SCHMD07762	OFUSG10104.1.p1
OG0003357	SCHMD05234	OFUSG05741.1.p1
OG0003358	SCHMD00069	OFUSG06917.2.p1, OFUSG06917.1.p1, OFUSG06917.4.p1, OFUSG06917.3.p1
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	OFUSG07857.1.p1, OFUSG07857.2.p1
OG0003360	SCHMD04932	OFUSG22028.1.p1
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	OFUSG11224.2.p1, OFUSG11224.1.p1
OG0003362	SCHMD06273, SCHMD06272	OFUSG03496.1.p1
OG0003366	SCHMD14890	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1
OG0003369	SCHMD01240	OFUSG10684.1.p1
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676	OFUSG26414.1.p1
OG0003372	SCHMD20234	OFUSG13267.1.p1
OG0003373	SCHMD21509, SCHMD21699	OFUSG01669.1.p1
OG0003374	SCHMD04840	OFUSG26002.1.p1
OG0003375	SCHMD08102	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1
OG0003378	SCHMD07046	OFUSG07334.1.p1
OG0003378	SCHMD07045	OFUSG07334.2.p1
OG0003380	SCHMD05800	OFUSG22136.1.p1
OG0003381	SCHMD19752	OFUSG25596.1.p1
OG0003382	SCHMD05894	OFUSG07899.2.p1, OFUSG07899.1.p1, OFUSG07899.3.p1
OG0003384	SCHMD08925	OFUSG18647.1.p1
OG0003385	SCHMD09120	OFUSG17259.1.p1, OFUSG17258.2.p1, OFUSG17258.1.p1
OG0003386	SCHMD08232	OFUSG23636.1.p1
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	OFUSG05574.1.p1, OFUSG12062.1.p1
OG0003392	SCHMD20046	OFUSG10509.1.p1, OFUSG22637.1.p1
OG0003415	SCHMD06443	OFUSG20859.1.p1, OFUSG20667.1.p1, OFUSG20667.2.p1, OFUSG09620.1.p1
OG0003415	SCHMD26710, SCHMD17442	OFUSG26400.1.p1
OG0003415	SCHMD25606, SCHMD18118	OFUSG00615.1.p1, OFUSG25727.1.p1, OFUSG01794.1.p1, OFUSG06234.1.p1, OFUSG18877.1.p1, OFUSG05817.1.p1, OFUSG09018.1.p1, OFUSG11087.2.p1, OFUSG11087.1.p1, OFUSG02332.1.p1, OFUSG14515.1.p1, OFUSG07917.1.p1, OFUSG17902.1.p1, OFUSG07957.1.p1, OFUSG07955.1.p1, OFUSG13929.1.p1, OFUSG13929.2.p1, OFUSG13928.1.p1, OFUSG13931.1.p1, OFUSG13927.1.p1, OFUSG08881.1.p1, OFUSG19604.1.p1, OFUSG19603.1.p1, OFUSG08804.1.p1, OFUSG14362.1.p1, OFUSG09609.1.p1, OFUSG14359.1.p1
OG0003419	SCHMD02792	OFUSG08581.1.p1
OG0003421	SCHMD25644, SCHMD14414	OFUSG02002.1.p1, OFUSG03502.1.p1, OFUSG03484.1.p1
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	OFUSG07879.1.p1
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	OFUSG08435.1.p1, OFUSG08435.2.p1
OG0003426	SCHMD11714	OFUSG05883.1.p1
OG0003429	SCHMD06630, SCHMD03609	OFUSG00245.1.p1
OG0003430	SCHMD03690	OFUSG08825.1.p1
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	OFUSG04536.1.p1
OG0003434	SCHMD05639, SCHMD06055	OFUSG21297.1.p1
OG0003439	SCHMD00949	OFUSG25767.1.p1
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	OFUSG21541.1.p1
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	OFUSG01048.1.p1
OG0003445	SCHMD02071	OFUSG08071.1.p1
OG0003450	SCHMD01589	OFUSG07443.2.p1, OFUSG07443.1.p1
OG0003451	SCHMD08838	OFUSG00773.1.p1
OG0003454	SCHMD10872, SCHMD17895	OFUSG03914.1.p1
OG0003455	SCHMD27744, SCHMD09301	OFUSG08118.1.p1
OG0003456	SCHMD08769	OFUSG10937.1.p1
OG0003458	SCHMD20564	OFUSG16862.2.p1, OFUSG16862.1.p1, OFUSG08431.1.p1
OG0003460	SCHMD01967, SCHMD01966	OFUSG11662.1.p1
OG0003462	SCHMD28411	OFUSG25414.1.p1
OG0003463	SCHMD00721	OFUSG12535.1.p1
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	OFUSG18296.1.p1
OG0003465	SCHMD04832	OFUSG07312.1.p1
OG0003466	SCHMD14345	OFUSG05792.1.p1
OG0003467	SCHMD08398	OFUSG23203.1.p1
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	OFUSG11635.2.p1, OFUSG11635.1.p1
OG0003475	SCHMD11005	OFUSG01118.2.p1, OFUSG01118.1.p1
OG0003476	SCHMD14696	OFUSG18748.2.p1, OFUSG18748.1.p1
OG0003476	SCHMD15068, SCHMD15972	OFUSG04382.1.p1
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	OFUSG16889.1.p1
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	OFUSG11376.1.p1, OFUSG11376.2.p1
OG0003479	SCHMD07504, SCHMD03144	OFUSG18679.1.p1
OG0003480	SCHMD01806	OFUSG05021.1.p1
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	OFUSG10301.1.p1
OG0003484	SCHMD12754, SCHMD18619, SCHMD27864, SCHMD25667	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1
OG0003486	SCHMD07957	OFUSG00463.1.p1
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	OFUSG19263.1.p1
OG0003488	SCHMD09112, SCHMD22268	OFUSG21414.5.p1, OFUSG21414.2.p1, OFUSG21414.1.p1, OFUSG21414.4.p1, OFUSG21414.3.p1
OG0003489	SCHMD27620	OFUSG16880.2.p1, OFUSG16880.1.p1
OG0003490	SCHMD10202	OFUSG22551.1.p1
OG0003491	SCHMD07566	OFUSG14265.1.p1, OFUSG14263.1.p1
OG0003492	SCHMD17580	OFUSG10309.1.p1
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551, SCHMD21889, SCHMD26712, SCHMD21890	OFUSG02218.1.p1
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	OFUSG09698.1.p1
OG0003498	SCHMD19260	OFUSG16874.1.p1
OG0003502	SCHMD05683	OFUSG24055.1.p1
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	OFUSG18080.1.p1
OG0003504	SCHMD16696, SCHMD18314	OFUSG11194.1.p1
OG0003505	SCHMD08229, SCHMD08228	OFUSG05340.1.p1
OG0003508	SCHMD00810	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1
OG0003509	SCHMD12054	OFUSG17524.1.p1
OG0003511	SCHMD10744	OFUSG19651.1.p1
OG0003513	SCHMD25986, SCHMD27084	OFUSG16489.1.p1, OFUSG16489.2.p1
OG0003515	SCHMD16232, SCHMD28533	OFUSG03772.1.p1
OG0003516	SCHMD28216	OFUSG05769.1.p1
OG0003518	SCHMD05084	OFUSG20266.1.p1
OG0003519	SCHMD04577	OFUSG16099.1.p1
OG0003520	SCHMD04339	OFUSG25302.1.p1
OG0003522	SCHMD02972	OFUSG10187.1.p1, OFUSG10187.2.p1, OFUSG10187.3.p1
OG0003523	SCHMD11220, SCHMD11219	OFUSG12732.1.p1
OG0003524	SCHMD06675	OFUSG17157.1.p1
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	OFUSG06719.1.p1
OG0003528	SCHMD21896, SCHMD26214	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1
OG0003530	SCHMD08166	OFUSG07887.1.p1
OG0003531	SCHMD02486	OFUSG12011.1.p1
OG0003532	SCHMD04373	OFUSG18965.1.p1
OG0003533	SCHMD29432, SCHMD23787	OFUSG18691.1.p1
OG0003534	SCHMD19910	OFUSG21581.1.p1, OFUSG21581.2.p1
OG0003539	SCHMD18718, SCHMD20290	OFUSG03901.1.p1
OG0003543	SCHMD01295, SCHMD04172	OFUSG08206.1.p1
OG0003544	SCHMD22197, SCHMD21841	OFUSG00118.1.p1
OG0003545	SCHMD18885, SCHMD15544	OFUSG10958.1.p1
OG0003548	SCHMD25865, SCHMD23815	OFUSG18862.1.p1
OG0003550	SCHMD01327	OFUSG26575.1.p1
OG0003551	SCHMD07949	OFUSG20908.1.p1
OG0003552	SCHMD10623, SCHMD08451	OFUSG09931.1.p1
OG0003554	SCHMD11710, SCHMD08877	OFUSG06869.1.p1
OG0003555	SCHMD03932	OFUSG11192.1.p1, OFUSG11190.1.p1
OG0003556	SCHMD03452	OFUSG23492.1.p1
OG0003557	SCHMD08732, SCHMD04421	OFUSG07715.2.p1, OFUSG07715.1.p1
OG0003558	SCHMD04257	OFUSG09260.1.p1
OG0003561	SCHMD07358	OFUSG00906.1.p1
OG0003562	SCHMD00923	OFUSG12910.2.p1, OFUSG12910.1.p1
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	OFUSG10547.1.p1, OFUSG10547.2.p1
OG0003564	SCHMD19445, SCHMD14913	OFUSG18905.1.p1
OG0003566	SCHMD26756, SCHMD15301	OFUSG01327.1.p1
OG0003567	SCHMD15008, SCHMD04442	OFUSG10595.1.p1
OG0003568	SCHMD15819	OFUSG22628.1.p1
OG0003570	SCHMD08962	OFUSG09014.1.p1, OFUSG09014.2.p1
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	OFUSG20726.1.p1
OG0003573	SCHMD03521	OFUSG24084.1.p1
OG0003577	SCHMD10649	OFUSG26536.2.p1, OFUSG26536.1.p1
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	OFUSG22248.1.p1
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	OFUSG10676.1.p1
OG0003582	SCHMD12451, SCHMD16671	OFUSG18764.1.p1
OG0003597	SCHMD07116	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1
OG0003598	SCHMD21244	OFUSG08278.1.p1
OG0003599	SCHMD21154	OFUSG19669.1.p1
OG0003600	SCHMD02224	OFUSG20892.1.p1, OFUSG20892.2.p1
OG0003603	SCHMD02011	OFUSG10841.1.p1, OFUSG10841.2.p1
OG0003604	SCHMD03287	OFUSG15335.1.p1
OG0003606	SCHMD17964, SCHMD15106	OFUSG00045.1.p1
OG0003607	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541	OFUSG21698.1.p1
OG0003610	SCHMD10025, SCHMD05007	OFUSG17078.1.p1
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	OFUSG05675.1.p1
OG0003612	SCHMD05840	OFUSG13568.1.p1, OFUSG13568.2.p1
OG0003613	SCHMD04176	OFUSG06331.1.p1
OG0003615	SCHMD13214	OFUSG23707.1.p1, OFUSG23707.2.p1
OG0003617	SCHMD19266, SCHMD24604	OFUSG09939.1.p1
OG0003617	SCHMD19682	OFUSG13257.1.p1
OG0003619	SCHMD13518, SCHMD08597	OFUSG02086.1.p1
OG0003620	SCHMD10079, SCHMD29362	OFUSG16976.2.p1, OFUSG16976.1.p1
OG0003621	SCHMD12479	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1
OG0003622	SCHMD23632	OFUSG21558.1.p1, OFUSG21558.2.p1
OG0003624	SCHMD09571, SCHMD22651	OFUSG06588.1.p1, OFUSG06588.2.p1
OG0003626	SCHMD06623	OFUSG04578.1.p1
OG0003627	SCHMD19934, SCHMD24898	OFUSG03441.1.p1
OG0003629	SCHMD03651	OFUSG24613.1.p1
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	OFUSG24001.2.p1, OFUSG24001.1.p1
OG0003631	SCHMD10913	OFUSG03026.1.p1
OG0003632	SCHMD28869	OFUSG12731.1.p1
OG0003634	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332	OFUSG23671.1.p1
OG0003635	SCHMD09927	OFUSG03012.1.p1
OG0003636	SCHMD16813	OFUSG11925.2.p1, OFUSG11925.1.p1
OG0003638	SCHMD08904, SCHMD12994	OFUSG08839.1.p1
OG0003639	SCHMD20934	OFUSG15339.1.p1
OG0003639	SCHMD16338	OFUSG15340.1.p1
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	OFUSG04490.1.p1
OG0003644	SCHMD03638	OFUSG08254.1.p1
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	OFUSG13054.2.p1, OFUSG13054.1.p1
OG0003647	SCHMD03661, SCHMD03659	OFUSG09021.1.p1
OG0003649	SCHMD11461, SCHMD11460	OFUSG09804.1.p1
OG0003651	SCHMD19273, SCHMD24605	OFUSG20951.1.p1
OG0003652	SCHMD11274	OFUSG01151.1.p1
OG0003653	SCHMD17511, SCHMD11246	OFUSG05169.1.p1
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	OFUSG12938.1.p1
OG0003655	SCHMD09541	OFUSG01510.2.p1, OFUSG01510.1.p1
OG0003657	SCHMD25752, SCHMD28011	OFUSG13329.1.p1, OFUSG13329.2.p1
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	OFUSG16187.1.p1
OG0003661	SCHMD05074, SCHMD11069	OFUSG21299.1.p1
OG0003666	SCHMD02137	OFUSG06309.1.p1
OG0003668	SCHMD16966	OFUSG20064.1.p1
OG0003669	SCHMD19438	OFUSG17201.1.p1
OG0003670	SCHMD27614, SCHMD13168	OFUSG13006.1.p1
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	OFUSG06897.2.p1, OFUSG06897.1.p1
OG0003672	SCHMD06465, SCHMD13496	OFUSG10902.1.p1
OG0003673	SCHMD04574	OFUSG00664.1.p1, OFUSG00664.2.p1
OG0003674	SCHMD19493, SCHMD21241	OFUSG10012.1.p1
OG0003675	SCHMD10343	OFUSG16158.1.p1
OG0003676	SCHMD09933	OFUSG25502.1.p1, OFUSG02343.1.p1
OG0003678	SCHMD18909	OFUSG26385.1.p1, OFUSG26385.2.p1
OG0003679	SCHMD14973	OFUSG13359.1.p1
OG0003682	SCHMD00097	OFUSG11924.1.p1
OG0003684	SCHMD18035	OFUSG20472.1.p1
OG0003685	SCHMD02813	OFUSG04005.1.p1
OG0003687	SCHMD06543	OFUSG03946.1.p1
OG0003688	SCHMD02218	OFUSG13593.1.p1
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	OFUSG11565.1.p1
OG0003692	SCHMD07452	OFUSG05599.1.p1, OFUSG05599.2.p1, OFUSG05600.1.p1
OG0003694	SCHMD01774	OFUSG16805.1.p1
OG0003695	SCHMD02002	OFUSG25573.1.p1
OG0003696	SCHMD10456, SCHMD19979	OFUSG05739.1.p1
OG0003698	SCHMD04070, SCHMD04069	OFUSG06501.1.p1
OG0003699	SCHMD25089, SCHMD23737	OFUSG00039.1.p1, OFUSG00039.2.p1
OG0003701	SCHMD15850	OFUSG23496.1.p1
OG0003703	SCHMD03850	OFUSG00686.1.p1
OG0003705	SCHMD16984	OFUSG16726.1.p1
OG0003706	SCHMD03464, SCHMD03465	OFUSG26114.2.p1, OFUSG26114.1.p1, OFUSG26117.1.p1
OG0003708	SCHMD13127	OFUSG01108.1.p1
OG0003710	SCHMD01072	OFUSG00436.1.p1, OFUSG00436.2.p1
OG0003712	SCHMD01556	OFUSG10374.1.p1
OG0003713	SCHMD09387	OFUSG13204.1.p1
OG0003716	SCHMD16362	OFUSG23366.1.p1
OG0003717	SCHMD02266	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1
OG0003718	SCHMD19427, SCHMD27978	OFUSG16508.1.p1
OG0003720	SCHMD23149, SCHMD11812	OFUSG17956.1.p1
OG0003721	SCHMD06738	OFUSG25364.1.p1
OG0003722	SCHMD13809	OFUSG08157.1.p1
OG0003724	SCHMD11616	OFUSG13589.1.p1
OG0003725	SCHMD27474, SCHMD20596	OFUSG23512.1.p1
OG0003726	SCHMD25016	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1
OG0003728	SCHMD02160	OFUSG08100.1.p1
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	OFUSG16645.2.p1, OFUSG16645.1.p1
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	OFUSG06924.1.p1
OG0003730	SCHMD01638, SCHMD21358	OFUSG20230.1.p1
OG0003731	SCHMD22514	OFUSG12284.1.p1
OG0003732	SCHMD03758, SCHMD03760, SCHMD03759	OFUSG14808.2.p1, OFUSG14808.1.p1
OG0003734	SCHMD00609	OFUSG07747.1.p1
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	OFUSG07991.1.p1
OG0003737	SCHMD26875, SCHMD23789	OFUSG09928.1.p1
OG0003739	SCHMD03999	OFUSG15848.1.p1
OG0003740	SCHMD13948, SCHMD17686	OFUSG07576.1.p1
OG0003741	SCHMD28597, SCHMD28496	OFUSG12262.1.p1
OG0003743	SCHMD05330, SCHMD03268	OFUSG01059.1.p1
