Orthogroup	SCHMD	CAEEL
OG0002790	SCHMD24450	CAEEL07625
OG0002791	SCHMD13195, SCHMD14197, SCHMD04469	CAEEL08790
OG0002793	SCHMD23816, SCHMD22461	CAEEL00646
OG0002799	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012	CAEEL06026
OG0002812	SCHMD21779	CAEEL04925
OG0002814	SCHMD14700	CAEEL11682
OG0002815	SCHMD25079, SCHMD14403	CAEEL00608
OG0002817	SCHMD08770	CAEEL16563
OG0002818	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943	CAEEL12185
OG0002821	SCHMD04704	CAEEL08337, CAEEL05031
OG0002824	SCHMD22484, SCHMD22922	CAEEL09125
OG0002825	SCHMD04002	CAEEL11091
OG0002826	SCHMD04456, SCHMD04455	CAEEL14759
OG0002827	SCHMD08733	CAEEL07697
OG0002830	SCHMD21823, SCHMD23359	CAEEL15477
OG0002831	SCHMD14363, SCHMD15513	CAEEL05967
OG0002832	SCHMD26812, SCHMD06953, SCHMD06954	CAEEL09362
OG0002833	SCHMD16770	CAEEL18192
OG0002836	SCHMD15161, SCHMD12971, SCHMD15160	CAEEL06399
OG0002837	SCHMD08534	CAEEL08616
OG0002839	SCHMD02377	CAEEL19253, CAEEL00645
OG0002841	SCHMD26941, SCHMD29004	CAEEL12135, CAEEL12134
OG0002842	SCHMD00997, SCHMD05266	CAEEL06196
OG0002843	SCHMD17688, SCHMD03006, SCHMD24577	CAEEL07774, CAEEL07773
OG0002844	SCHMD03897	CAEEL10756
OG0002845	SCHMD02505	CAEEL09656
OG0002847	SCHMD15249, SCHMD15873, SCHMD15872, SCHMD21169	CAEEL06961
OG0002848	SCHMD05152	CAEEL07668
OG0002850	SCHMD05521	CAEEL15763
OG0002851	SCHMD04077, SCHMD04076	CAEEL00708
OG0002855	SCHMD09245	CAEEL00030
OG0002858	SCHMD18586, SCHMD18130, SCHMD16715	CAEEL12093
OG0002859	SCHMD26190	CAEEL19186
OG0002861	SCHMD11034	CAEEL14969
OG0002866	SCHMD11278	CAEEL03096
OG0002868	SCHMD21971, SCHMD27152, SCHMD21447, SCHMD29124	CAEEL05539
OG0002876	SCHMD10099	CAEEL10277
OG0002879	SCHMD07881	CAEEL00701
OG0002883	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473	CAEEL05948
OG0002884	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342	CAEEL01828
OG0002889	SCHMD01004	CAEEL10804
OG0002891	SCHMD13844	CAEEL04184, CAEEL01874
OG0002894	SCHMD25475	CAEEL14713
OG0002895	SCHMD19751, SCHMD11439, SCHMD07104	CAEEL07602, CAEEL10533
OG0002896	SCHMD17000	CAEEL18643
OG0002899	SCHMD08092	CAEEL01046
OG0002906	SCHMD03479, SCHMD03480, SCHMD20887	CAEEL05147
OG0002907	SCHMD11864, SCHMD21839	CAEEL01271
OG0002909	SCHMD13692	CAEEL11759
OG0002910	SCHMD15737, SCHMD13782, SCHMD29217	CAEEL04695
OG0002912	SCHMD11036	CAEEL00640
OG0002913	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405	CAEEL02893
OG0002914	SCHMD23681	CAEEL18409
OG0002915	SCHMD09665	CAEEL02902
OG0002916	SCHMD27668, SCHMD21453, SCHMD23088	CAEEL04244
OG0002921	SCHMD09397	CAEEL06148
OG0002927	SCHMD02868	CAEEL01626
OG0002944	SCHMD08008	CAEEL11414
OG0002947	SCHMD01791, SCHMD28979	CAEEL06268
OG0002949	SCHMD00986	CAEEL05799
OG0002952	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820	CAEEL09036
OG0002953	SCHMD15127	CAEEL11622
OG0002955	SCHMD15457, SCHMD12505	CAEEL01420
OG0002957	SCHMD14496, SCHMD11704, SCHMD14494, SCHMD11703	CAEEL02702
OG0002959	SCHMD04680, SCHMD27535, SCHMD20426, SCHMD03814	CAEEL12413, CAEEL12412
OG0002960	SCHMD03221	CAEEL01541
OG0002961	SCHMD25347, SCHMD24832	CAEEL16453, CAEEL14328
OG0002962	SCHMD02732	CAEEL20383
OG0002964	SCHMD23539	CAEEL19811
OG0002965	SCHMD08707	CAEEL01992
OG0002966	SCHMD19835	CAEEL08468, CAEEL19347
OG0002967	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307	CAEEL20418, CAEEL02925
OG0002968	SCHMD17924	CAEEL16136, CAEEL01853
OG0002969	SCHMD08827	CAEEL14216
OG0002973	SCHMD02061, SCHMD03023	CAEEL09565
OG0002974	SCHMD05224	CAEEL01320
OG0002976	SCHMD01019	CAEEL02964, CAEEL01113, CAEEL02910, CAEEL00912
OG0002976	SCHMD04973	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618	CAEEL07234, CAEEL07233
OG0002978	SCHMD21481, SCHMD17387	CAEEL16463
OG0002979	SCHMD01771	CAEEL01344, CAEEL05089
OG0002982	SCHMD01104	CAEEL01855
OG0002983	SCHMD13929, SCHMD10593	CAEEL01433
OG0002985	SCHMD03398, SCHMD14369	CAEEL08353
OG0002987	SCHMD01543	CAEEL17800, CAEEL18018
OG0002990	SCHMD04639, SCHMD10989, SCHMD24688, SCHMD10990	CAEEL08773
OG0002991	SCHMD22608, SCHMD20729	CAEEL09004
OG0002992	SCHMD05236	CAEEL08299
OG0003001	SCHMD16355, SCHMD17156	CAEEL10876
OG0003004	SCHMD18300, SCHMD21092	CAEEL15423
OG0003005	SCHMD05203	CAEEL16758
OG0003006	SCHMD08276, SCHMD27162	CAEEL10145
OG0003008	SCHMD18648, SCHMD23992	CAEEL20335
OG0003012	SCHMD08169, SCHMD01210	CAEEL05983
OG0003013	SCHMD06285, SCHMD12483	CAEEL00274, CAEEL13050, CAEEL13680
OG0003014	SCHMD10015, SCHMD02414	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003016	SCHMD10023, SCHMD10022	CAEEL09225
OG0003017	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213	CAEEL07049, CAEEL16441
OG0003018	SCHMD28328, SCHMD16219	CAEEL08487
OG0003019	SCHMD22688	CAEEL04592
OG0003024	SCHMD09220	CAEEL13204, CAEEL13203
OG0003025	SCHMD12824	CAEEL08836
OG0003026	SCHMD02853, SCHMD01047	CAEEL10688, CAEEL12186
OG0003027	SCHMD26555, SCHMD23346	CAEEL06663
OG0003028	SCHMD00803	CAEEL02985
OG0003029	SCHMD17380	CAEEL01558
OG0003030	SCHMD14026, SCHMD14334	CAEEL11859
OG0003031	SCHMD01560	CAEEL06431
OG0003033	SCHMD17975	CAEEL00703
OG0003036	SCHMD00746, SCHMD00745	CAEEL01143
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	CAEEL20474
OG0003041	SCHMD13548	CAEEL01678
OG0003043	SCHMD01921	CAEEL07390
OG0003044	SCHMD18036	CAEEL07715
OG0003046	SCHMD02192	CAEEL04364
OG0003049	SCHMD02944	CAEEL04812
OG0003050	SCHMD05940	CAEEL15836
OG0003054	SCHMD07639	CAEEL04777
OG0003055	SCHMD02492, SCHMD02453	CAEEL14225
OG0003056	SCHMD23427, SCHMD16470	CAEEL19070
OG0003060	SCHMD03911	CAEEL07468, CAEEL11354
OG0003061	SCHMD13185, SCHMD19875	CAEEL14261
OG0003063	SCHMD09452	CAEEL03076
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	CAEEL18732
OG0003066	SCHMD16401	CAEEL05161
OG0003072	SCHMD06901	CAEEL04836
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	CAEEL14099
OG0003079	SCHMD21039, SCHMD16217	CAEEL00217
OG0003085	SCHMD12956	CAEEL07775, CAEEL11921, CAEEL07769, CAEEL03836
OG0003085	SCHMD16331, SCHMD28163, SCHMD28179	CAEEL07275, CAEEL07867, CAEEL11727, CAEEL08918
OG0003086	SCHMD08828	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183
OG0003104	SCHMD24752, SCHMD28727	CAEEL07227
OG0003105	SCHMD11114	CAEEL00818
OG0003106	SCHMD02719, SCHMD29463	CAEEL16128
OG0003107	SCHMD24066, SCHMD27003	CAEEL20421, CAEEL01359
OG0003110	SCHMD04241	CAEEL17888
OG0003111	SCHMD13595	CAEEL01566
OG0003112	SCHMD21475, SCHMD20475, SCHMD20838	CAEEL12136
OG0003113	SCHMD11799	CAEEL16673, CAEEL01071
OG0003114	SCHMD14023, SCHMD11723, SCHMD15288	CAEEL15726
OG0003116	SCHMD08507	CAEEL07734
OG0003119	SCHMD29008, SCHMD21161	CAEEL16382
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	CAEEL00414
OG0003124	SCHMD00285, SCHMD25581	CAEEL07676
OG0003127	SCHMD22360	CAEEL15413
OG0003128	SCHMD19584	CAEEL04713
OG0003130	SCHMD04681	CAEEL08052
OG0003131	SCHMD00499, SCHMD13849, SCHMD12187	CAEEL08023
OG0003135	SCHMD18912	CAEEL06639
OG0003135	SCHMD19428, SCHMD16137	CAEEL06638
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	CAEEL10810
OG0003138	SCHMD28656, SCHMD17457, SCHMD23986, SCHMD17456	CAEEL05894
OG0003141	SCHMD00202	CAEEL03719, CAEEL03720
OG0003144	SCHMD02154	CAEEL01625
OG0003145	SCHMD14673, SCHMD15337, SCHMD09407	CAEEL05190
OG0003146	SCHMD08719, SCHMD06842	CAEEL20170
OG0003147	SCHMD17526	CAEEL17136, CAEEL18421
OG0003148	SCHMD04778	CAEEL16560
OG0003150	SCHMD20966	CAEEL11024
OG0003151	SCHMD12480, SCHMD14456	CAEEL04570, CAEEL14681, CAEEL04711
OG0003152	SCHMD15231, SCHMD19429	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	SCHMD06720, SCHMD06721	CAEEL07561
OG0003160	SCHMD15101, SCHMD28838	CAEEL18381, CAEEL02061
OG0003161	SCHMD03472	CAEEL15582, CAEEL20219
OG0003164	SCHMD01405	CAEEL08130
OG0003169	SCHMD10405	CAEEL11868
OG0003171	SCHMD06380	CAEEL08054
OG0003172	SCHMD01375	CAEEL06299
OG0003173	SCHMD04311	CAEEL09228
OG0003174	SCHMD28100, SCHMD04214, SCHMD15907	CAEEL11561
OG0003177	SCHMD16728, SCHMD07591	CAEEL19619
OG0003178	SCHMD14461	CAEEL14891
OG0003181	SCHMD00970	CAEEL11684
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	CAEEL01167
OG0003184	SCHMD28841, SCHMD26100	CAEEL10967
OG0003187	SCHMD06732	CAEEL16181
OG0003188	SCHMD17519	CAEEL00953
OG0003189	SCHMD02678	CAEEL04624
OG0003191	SCHMD03926	CAEEL09839
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	CAEEL17615
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	CAEEL11467
OG0003198	SCHMD14276	CAEEL05062
OG0003199	SCHMD21965, SCHMD20498, SCHMD26450	CAEEL11688
OG0003202	SCHMD27153, SCHMD23952, SCHMD12079, SCHMD14092, SCHMD16619, SCHMD25749, SCHMD03218, SCHMD21658	CAEEL12123
OG0003203	SCHMD02943, SCHMD25430	CAEEL08247
OG0003206	SCHMD29612	CAEEL08436
OG0003207	SCHMD06863, SCHMD04604	CAEEL11116
OG0003210	SCHMD23858, SCHMD23874	CAEEL11876
OG0003212	SCHMD20324, SCHMD18634	CAEEL11323
OG0003214	SCHMD18471	CAEEL08551
OG0003215	SCHMD06939	CAEEL02895
OG0003217	SCHMD03371, SCHMD00338	CAEEL06035, CAEEL06032
OG0003218	SCHMD20285	CAEEL08847
OG0003220	SCHMD29061	CAEEL17138
OG0003221	SCHMD16909, SCHMD22653	CAEEL00088
OG0003222	SCHMD08631	CAEEL00115
OG0003223	SCHMD08068	CAEEL00485
OG0003226	SCHMD02518, SCHMD13794	CAEEL04904, CAEEL04903
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	CAEEL14683
OG0003229	SCHMD00545	CAEEL10166
OG0003230	SCHMD09623	CAEEL06311
OG0003231	SCHMD04328	CAEEL02077
OG0003235	SCHMD15802	CAEEL11765
OG0003251	SCHMD10064, SCHMD14392	CAEEL01743
OG0003252	SCHMD29319	CAEEL14287
OG0003254	SCHMD01611	CAEEL15715
OG0003255	SCHMD16797	CAEEL01327
OG0003257	SCHMD14887, SCHMD01601	CAEEL04888
OG0003258	SCHMD22229	CAEEL04539
OG0003263	SCHMD17464	CAEEL12235
OG0003267	SCHMD03991	CAEEL11406
OG0003268	SCHMD03635, SCHMD03636	CAEEL00711
OG0003269	SCHMD04531	CAEEL07652
OG0003270	SCHMD29657	CAEEL17531, CAEEL17532, CAEEL07171
OG0003273	SCHMD06523	CAEEL08538
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	CAEEL01894
OG0003277	SCHMD27731, SCHMD11904	CAEEL10684
OG0003279	SCHMD08045	CAEEL09246
OG0003281	SCHMD10092	CAEEL19540
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	CAEEL10540
OG0003284	SCHMD07514, SCHMD15662	CAEEL20144
OG0003286	SCHMD09721	CAEEL11061
OG0003287	SCHMD14605	CAEEL09759
OG0003288	SCHMD09311, SCHMD11762	CAEEL07836
OG0003289	SCHMD16616	CAEEL00474
OG0003290	SCHMD28476, SCHMD05994	CAEEL07995, CAEEL07996
OG0003291	SCHMD09949	CAEEL07282
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	CAEEL09078
OG0003294	SCHMD27898	CAEEL08966
OG0003296	SCHMD02838	CAEEL07972
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	CAEEL06799, CAEEL06798, CAEEL02997
OG0003301	SCHMD13976, SCHMD15564	CAEEL11183
OG0003302	SCHMD01831	CAEEL11405
OG0003303	SCHMD01441	CAEEL08080
OG0003305	SCHMD12414	CAEEL04396
OG0003306	SCHMD03757	CAEEL11131
OG0003307	SCHMD16433	CAEEL09527
OG0003309	SCHMD01407	CAEEL07134
OG0003311	SCHMD07066, SCHMD10347	CAEEL06729
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	CAEEL06426
OG0003317	SCHMD03906, SCHMD03908, SCHMD03907, SCHMD03905	CAEEL11191
OG0003318	SCHMD12981, SCHMD18691	CAEEL00777
OG0003321	SCHMD06763	CAEEL01977
OG0003325	SCHMD09735	CAEEL11598
OG0003327	SCHMD05859	CAEEL15863
OG0003329	SCHMD22699	CAEEL02070
OG0003330	SCHMD28890, SCHMD16002	CAEEL02745
OG0003331	SCHMD09487, SCHMD19558, SCHMD09488	CAEEL07758
OG0003333	SCHMD20159, SCHMD28070	CAEEL05869
OG0003335	SCHMD19779	CAEEL06219
OG0003337	SCHMD01222	CAEEL05608
OG0003338	SCHMD07031	CAEEL07554
OG0003340	SCHMD08266	CAEEL19254, CAEEL05767
OG0003341	SCHMD00617	CAEEL15411
OG0003343	SCHMD22696	CAEEL02966
OG0003344	SCHMD12946, SCHMD01887	CAEEL04271
OG0003348	SCHMD11779	CAEEL00995
OG0003349	SCHMD04642, SCHMD00847	CAEEL11343
OG0003353	SCHMD09639	CAEEL08536
OG0003354	SCHMD00933	CAEEL07057
OG0003356	SCHMD07762	CAEEL05068
OG0003357	SCHMD05234	CAEEL05202
OG0003358	SCHMD00069	CAEEL15398
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	CAEEL08412
OG0003360	SCHMD04932	CAEEL09119
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	CAEEL15297, CAEEL13464, CAEEL07044
OG0003363	SCHMD14405, SCHMD03321	CAEEL04399
OG0003364	SCHMD15632, SCHMD28905, SCHMD18353	CAEEL06263
OG0003366	SCHMD14890	CAEEL13316, CAEEL13290
OG0003369	SCHMD01240	CAEEL11911
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876	CAEEL19630, CAEEL09274
OG0003372	SCHMD20234	CAEEL04956
OG0003374	SCHMD04840	CAEEL09698
OG0003375	SCHMD08102	CAEEL04860
OG0003378	SCHMD07045	CAEEL04638
OG0003380	SCHMD05800	CAEEL07698, CAEEL08643
OG0003384	SCHMD08925	CAEEL12353
OG0003386	SCHMD08232	CAEEL04616
OG0003392	SCHMD20046	CAEEL18713
OG0003419	SCHMD02792, SCHMD29735	CAEEL20583, CAEEL07865
OG0003421	SCHMD25644, SCHMD14414	CAEEL18393
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	CAEEL12188
OG0003426	SCHMD11714	CAEEL06462
OG0003429	SCHMD06630, SCHMD03609	CAEEL00390
OG0003430	SCHMD03690	CAEEL05290
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	CAEEL20649
OG0003434	SCHMD05639, SCHMD06055	CAEEL08434
OG0003435	SCHMD22101, SCHMD18693	CAEEL04157
OG0003439	SCHMD00949	CAEEL10524
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	CAEEL18884
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	CAEEL04842
OG0003450	SCHMD01589	CAEEL06420
OG0003451	SCHMD08838	CAEEL02776, CAEEL02805
OG0003453	SCHMD09929	CAEEL11697
OG0003454	SCHMD10872, SCHMD17895	CAEEL07771
OG0003455	SCHMD27744, SCHMD09301	CAEEL01134
OG0003456	SCHMD08769	CAEEL00212, CAEEL00213
OG0003458	SCHMD20564	CAEEL14113
OG0003460	SCHMD01967	CAEEL19133
OG0003462	SCHMD18652, SCHMD28411	CAEEL11837
OG0003463	SCHMD00721	CAEEL07464
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	CAEEL15673
OG0003465	SCHMD04832	CAEEL00222
OG0003466	SCHMD14345	CAEEL06482
OG0003467	SCHMD08397, SCHMD08398	CAEEL09664
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	CAEEL10655
OG0003471	SCHMD02073	CAEEL12804
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	CAEEL09171
OG0003474	SCHMD18226	CAEEL03909, CAEEL19331
OG0003475	SCHMD11005	CAEEL01731
OG0003476	SCHMD15972	CAEEL11774
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	CAEEL02502
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	SCHMD07504, SCHMD03144	CAEEL12384
OG0003484	SCHMD18619, SCHMD27864, SCHMD25667	CAEEL02712
OG0003486	SCHMD07957	CAEEL04926
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	CAEEL02123
OG0003489	SCHMD27620	CAEEL00223
OG0003491	SCHMD07566	CAEEL18627, CAEEL05479
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551	CAEEL01506
OG0003498	SCHMD19260	CAEEL16452
OG0003501	SCHMD02847, SCHMD02846	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	SCHMD05683	CAEEL02400, CAEEL02281
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	CAEEL04457, CAEEL04454
OG0003505	SCHMD08229, SCHMD08228	CAEEL07950
OG0003508	SCHMD11739, SCHMD00810	CAEEL17418
OG0003509	SCHMD12054	CAEEL04891
OG0003510	SCHMD06295	CAEEL01116
OG0003511	SCHMD10744	CAEEL08351
OG0003513	SCHMD25986, SCHMD27084	CAEEL07182
OG0003515	SCHMD16232, SCHMD28533	CAEEL06636
OG0003518	SCHMD05084	CAEEL01719
OG0003519	SCHMD04577	CAEEL07239
OG0003522	SCHMD02972	CAEEL06276
OG0003523	SCHMD11220, SCHMD11219	CAEEL18694
OG0003524	SCHMD06675	CAEEL04264, CAEEL04265
OG0003528	SCHMD21896, SCHMD26214	CAEEL00365
OG0003530	SCHMD08166	CAEEL19423
OG0003531	SCHMD02486	CAEEL15168, CAEEL18062
OG0003532	SCHMD04373	CAEEL05027
OG0003539	SCHMD18718, SCHMD20290	CAEEL05895
OG0003543	SCHMD01295, SCHMD04172	CAEEL08637
OG0003544	SCHMD22197, SCHMD21841	CAEEL06236, CAEEL08896
OG0003545	SCHMD18885, SCHMD15544	CAEEL12984
OG0003548	SCHMD25865, SCHMD23815	CAEEL19888
OG0003550	SCHMD01327	CAEEL06728
OG0003551	SCHMD07949	CAEEL05919
OG0003552	SCHMD10623, SCHMD08451	CAEEL18151
OG0003554	SCHMD11710, SCHMD08877	CAEEL05099
OG0003556	SCHMD03452	CAEEL11919
OG0003557	SCHMD04421	CAEEL18139
OG0003561	SCHMD07358	CAEEL01643
OG0003562	SCHMD00923	CAEEL19208, CAEEL04183
OG0003563	SCHMD03124, SCHMD16557, SCHMD07863, SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	CAEEL07782
OG0003564	SCHMD19445, SCHMD14913	CAEEL18104
OG0003566	SCHMD26756, SCHMD15301	CAEEL04246, CAEEL04245
OG0003567	SCHMD29448, SCHMD14814, SCHMD15008, SCHMD04442	CAEEL15549
OG0003570	SCHMD08962	CAEEL08761
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	CAEEL00659
OG0003573	SCHMD03521	CAEEL10174, CAEEL18886
OG0003576	SCHMD10669	CAEEL08492
OG0003577	SCHMD10649	CAEEL07169
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	CAEEL08037
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	CAEEL10103
OG0003582	SCHMD12451, SCHMD16671	CAEEL10165, CAEEL10958
OG0003585	SCHMD02146	CAEEL19947
OG0003587	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719	CAEEL01025
OG0003592	SCHMD03350, SCHMD16639, SCHMD04167, SCHMD07608, SCHMD15081, SCHMD14391, SCHMD13580, SCHMD20023, SCHMD25035, SCHMD00943, SCHMD13851, SCHMD06122, SCHMD25823, SCHMD09829, SCHMD04570, SCHMD21081, SCHMD03351, SCHMD11098, SCHMD11103, SCHMD02195, SCHMD10715, SCHMD20985, SCHMD24736, SCHMD04116, SCHMD05336, SCHMD02875, SCHMD22404, SCHMD06661, SCHMD04188, SCHMD09165, SCHMD26227, SCHMD23005, SCHMD27540, SCHMD24924, SCHMD00710, SCHMD04507, SCHMD24927, SCHMD03561	CAEEL04911
OG0003597	SCHMD07116	CAEEL05204
OG0003598	SCHMD21244	CAEEL20069
OG0003599	SCHMD21154	CAEEL01022
OG0003603	SCHMD02011	CAEEL00903
OG0003604	SCHMD03287	CAEEL08873
OG0003606	SCHMD17964, SCHMD15106	CAEEL01180
OG0003607	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541	CAEEL05764
OG0003610	SCHMD10025, SCHMD05007	CAEEL15111
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	CAEEL15351
OG0003612	SCHMD05843, SCHMD05841, SCHMD05840	CAEEL12107
OG0003613	SCHMD04176	CAEEL10330
OG0003615	SCHMD13214	CAEEL04572
OG0003617	SCHMD19682	CAEEL08768, CAEEL00622
OG0003618	SCHMD03818, SCHMD03820	CAEEL10379
OG0003619	SCHMD13518, SCHMD08597	CAEEL19948, CAEEL09130
OG0003620	SCHMD10079, SCHMD29362	CAEEL05074
OG0003621	SCHMD12479	CAEEL18738
OG0003624	SCHMD09570, SCHMD09571, SCHMD22651, SCHMD09569	CAEEL11456
OG0003626	SCHMD06623	CAEEL01251
OG0003629	SCHMD03651	CAEEL18064
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	CAEEL01945
OG0003632	SCHMD28869	CAEEL04287
OG0003634	SCHMD27043	CAEEL05819
OG0003634	SCHMD27044	CAEEL05206, CAEEL08505
OG0003638	SCHMD02138, SCHMD02139, SCHMD21637, SCHMD08901, SCHMD15804, SCHMD21079, SCHMD06281, SCHMD19603	CAEEL01092
OG0003638	SCHMD08904, SCHMD12994	CAEEL14206
OG0003639	SCHMD20935, SCHMD20934	CAEEL07019
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	CAEEL01151
OG0003644	SCHMD03638	CAEEL07060
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	CAEEL04268
OG0003647	SCHMD03661, SCHMD03659	CAEEL08061
OG0003649	SCHMD11461, SCHMD11460	CAEEL02106
OG0003652	SCHMD11274	CAEEL00198, CAEEL00197
OG0003655	SCHMD09541	CAEEL01543
OG0003657	SCHMD25752, SCHMD28011	CAEEL18724
OG0003658	SCHMD16613, SCHMD29667	CAEEL17892
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715, SCHMD11909, SCHMD17602, SCHMD12731	CAEEL00820
OG0003661	SCHMD05074, SCHMD11069, SCHMD11070	CAEEL11758
OG0003664	SCHMD12084, SCHMD21392	CAEEL10164
OG0003668	SCHMD16966	CAEEL09161, CAEEL09163
OG0003669	SCHMD19438	CAEEL08786, CAEEL08784
OG0003672	SCHMD06465, SCHMD13496	CAEEL12653
OG0003676	SCHMD09933	CAEEL00672
OG0003678	SCHMD18909	CAEEL03764
OG0003679	SCHMD14973	CAEEL14380
OG0003682	SCHMD00098	CAEEL13670
OG0003688	SCHMD02218	CAEEL03025
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	CAEEL08798
OG0003692	SCHMD07452	CAEEL09322
OG0003694	SCHMD01774	CAEEL08779
OG0003695	SCHMD02002	CAEEL18980
OG0003696	SCHMD10456, SCHMD19979	CAEEL15341
OG0003698	SCHMD29491, SCHMD19621, SCHMD04070, SCHMD04069	CAEEL05872
OG0003701	SCHMD15850	CAEEL04838
OG0003703	SCHMD03850	CAEEL05947
OG0003708	SCHMD13128, SCHMD13127	CAEEL02697, CAEEL19979
OG0003710	SCHMD01072	CAEEL05057
OG0003712	SCHMD07204, SCHMD01556	CAEEL12274
OG0003716	SCHMD17891, SCHMD16361, SCHMD16362	CAEEL00239
OG0003718	SCHMD19427, SCHMD27978	CAEEL00456
OG0003720	SCHMD18858	CAEEL18727
OG0003721	SCHMD06738	CAEEL19092
OG0003724	SCHMD11616	CAEEL04996
OG0003725	SCHMD27474, SCHMD20596	CAEEL04639
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	CAEEL01397, CAEEL16477
OG0003731	SCHMD22514	CAEEL14842
OG0003732	SCHMD03758, SCHMD03760, SCHMD03759	CAEEL10948
OG0003733	SCHMD09106, SCHMD07190, SCHMD09105, SCHMD07189	CAEEL05542
