Orthogroup	SCHMD	AENJA_ok
OG0003277	SCHMD27731, SCHMD11904	AENJA_06595
OG0003279	SCHMD08045	AENJA_18910, AENJA_07963
OG0003281	SCHMD10092	AENJA_08105, AENJA_20736
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	AENJA_08388, AENJA_08386, AENJA_08389
OG0003284	SCHMD07514, SCHMD15662	AENJA_08806
OG0003286	SCHMD09721	AENJA_08868
OG0003287	SCHMD14605	AENJA_08945
OG0003288	SCHMD09311, SCHMD11762	AENJA_08988
OG0003289	SCHMD16616	AENJA_09099
OG0003290	SCHMD28476, SCHMD05994	AENJA_09114
OG0003291	SCHMD09949	AENJA_09544
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	AENJA_10140
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	AENJA_10455
OG0003301	SCHMD13976, SCHMD15564	AENJA_11385
OG0003302	SCHMD01831	AENJA_11409
OG0003303	SCHMD01441	AENJA_23721, AENJA_11641
OG0003305	SCHMD12414	AENJA_11741
OG0003306	SCHMD20511	AENJA_18100
OG0003306	SCHMD03757	AENJA_22075
OG0003306	SCHMD03756	AENJA_19854
OG0003307	SCHMD16433	AENJA_11858
OG0003308	SCHMD26026, SCHMD27829, SCHMD25541	AENJA_11863
OG0003309	SCHMD01407	AENJA_11953
OG0003310	SCHMD07083	AENJA_17432, AENJA_12020
OG0003311	SCHMD10347	AENJA_12315
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	AENJA_13112
OG0003318	SCHMD12981, SCHMD18691	AENJA_13567
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	AENJA_14269, AENJA_14267
OG0003325	SCHMD09735	AENJA_25947, AENJA_14432, AENJA_19471, AENJA_25949, AENJA_14435
OG0003327	SCHMD05859	AENJA_14781
OG0003329	SCHMD18095	AENJA_15213
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	AENJA_15240
OG0003331	SCHMD09487	AENJA_23729
OG0003333	SCHMD20159, SCHMD28070	AENJA_15663
OG0003335	SCHMD19779	AENJA_15787
OG0003337	SCHMD01221, SCHMD01222	AENJA_15893
OG0003340	SCHMD08266	AENJA_16463
OG0003341	SCHMD00617	AENJA_17359
OG0003343	SCHMD22696	AENJA_17465, AENJA_17471
OG0003343	SCHMD22695	AENJA_17472
OG0003344	SCHMD12946, SCHMD01887	AENJA_17550
OG0003345	SCHMD29662	AENJA_17754, AENJA_22123
OG0003347	SCHMD05564, SCHMD05565, SCHMD05566	AENJA_18356
OG0003348	SCHMD11779	AENJA_18879
OG0003349	SCHMD04642, SCHMD00847	AENJA_18916
OG0003354	SCHMD00933	AENJA_20119
OG0003354	SCHMD12950	AENJA_20120
OG0003356	SCHMD07762	AENJA_21005, AENJA_21006
OG0003357	SCHMD05234	AENJA_21046
OG0003358	SCHMD00069	AENJA_21116
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	AENJA_21290
OG0003360	SCHMD04932	AENJA_21296
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	AENJA_21382
OG0003366	SCHMD14890	AENJA_22253
OG0003369	SCHMD01240	AENJA_23133
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876	AENJA_23534
OG0003372	SCHMD20234	AENJA_24254
OG0003373	SCHMD21509, SCHMD21699	AENJA_24423
OG0003374	SCHMD04840	AENJA_24682, AENJA_24683
OG0003375	SCHMD08102	AENJA_24824
OG0003378	SCHMD07045	AENJA_24909
OG0003380	SCHMD05800	AENJA_25323
OG0003381	SCHMD19752	AENJA_25399
OG0003382	SCHMD05894	AENJA_25400
OG0003384	SCHMD08925	AENJA_25752
OG0003386	SCHMD08232	AENJA_26435
OG0003419	SCHMD02792, SCHMD29735	AENJA_00054
OG0003421	SCHMD25644, SCHMD14414	AENJA_00119
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	AENJA_00528
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	AENJA_01194
OG0003426	SCHMD11714	AENJA_01257
OG0003429	SCHMD06630, SCHMD03609	AENJA_01963
OG0003430	SCHMD03690	AENJA_02400
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	AENJA_02555
OG0003434	SCHMD05639, SCHMD06055	AENJA_02675
OG0003435	SCHMD22101, SCHMD18693	AENJA_02757
OG0003439	SCHMD00949	AENJA_03292
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	AENJA_03622
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	AENJA_03663
OG0003445	SCHMD02071	AENJA_03793
OG0003449	SCHMD06404	AENJA_04230
OG0003450	SCHMD01589	AENJA_04269
OG0003451	SCHMD08838	AENJA_04285
OG0003453	SCHMD09929	AENJA_04592
OG0003454	SCHMD10872, SCHMD17895	AENJA_04653
OG0003455	SCHMD27744, SCHMD09301	AENJA_22892, AENJA_04759
OG0003456	SCHMD08769	AENJA_04853
OG0003458	SCHMD20564	AENJA_05270
OG0003460	SCHMD01967, SCHMD01966	AENJA_05490
OG0003462	SCHMD18652	AENJA_17634, AENJA_15093
OG0003462	SCHMD28411	AENJA_20654
OG0003463	SCHMD00720, SCHMD00721	AENJA_05770
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	AENJA_10817, AENJA_05778
OG0003465	SCHMD04832	AENJA_06069
OG0003466	SCHMD14345	AENJA_06181
OG0003467	SCHMD08398	AENJA_06433
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	AENJA_06823
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	AENJA_07820
OG0003475	SCHMD11005	AENJA_08250
OG0003476	SCHMD14696	AENJA_08274
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	AENJA_08292
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	AENJA_08408
OG0003479	SCHMD07504, SCHMD03144	AENJA_08477
OG0003480	SCHMD01806	AENJA_08524, AENJA_08521
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	AENJA_09252
OG0003484	SCHMD12754	AENJA_09399
OG0003486	SCHMD07957	AENJA_09585
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	AENJA_10277
OG0003488	SCHMD09112, SCHMD22268	AENJA_10887, AENJA_25027
OG0003489	SCHMD16345, SCHMD15586, SCHMD27620	AENJA_11004
OG0003491	SCHMD07566	AENJA_11118
OG0003492	SCHMD17580	AENJA_11247
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551	AENJA_19103, AENJA_12010
OG0003496	SCHMD26712, SCHMD21890	AENJA_12011
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	AENJA_12369
OG0003498	SCHMD19260	AENJA_12653
OG0003501	SCHMD02846	AENJA_13025
OG0003502	SCHMD05683	AENJA_13200
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	AENJA_13216
OG0003504	SCHMD16696, SCHMD18314	AENJA_13617
OG0003505	SCHMD08229, SCHMD08228	AENJA_13629
OG0003508	SCHMD00810	AENJA_13894
OG0003510	SCHMD06295	AENJA_15122, AENJA_14984
OG0003511	SCHMD10744	AENJA_15214
OG0003513	SCHMD25986, SCHMD27084	AENJA_15883
OG0003515	SCHMD16232, SCHMD28533	AENJA_16192
OG0003516	SCHMD28216	AENJA_16746
OG0003518	SCHMD05084	AENJA_16797
OG0003519	SCHMD04577	AENJA_16830
OG0003520	SCHMD04339	AENJA_17161
OG0003522	SCHMD02972	AENJA_17840
OG0003523	SCHMD11219	AENJA_17997
OG0003524	SCHMD06675	AENJA_17999
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	AENJA_18452
OG0003527	SCHMD19091, SCHMD14510	AENJA_18617
OG0003528	SCHMD21896, SCHMD26214	AENJA_18722
OG0003530	SCHMD08166	AENJA_18943, AENJA_18942
OG0003531	SCHMD02486	AENJA_19107
OG0003532	SCHMD04373	AENJA_19405
OG0003533	SCHMD29432, SCHMD23787	AENJA_19980, AENJA_22646
OG0003534	SCHMD19910	AENJA_20224
OG0003539	SCHMD18718, SCHMD20290	AENJA_20975
OG0003543	SCHMD01295, SCHMD04172	AENJA_21659
OG0003544	SCHMD22197, SCHMD21841	AENJA_21703
OG0003545	SCHMD18885, SCHMD15544	AENJA_21908
OG0003548	SCHMD25865, SCHMD23815	AENJA_22613
OG0003550	SCHMD01327	AENJA_22695
OG0003551	SCHMD07949	AENJA_22715
OG0003552	SCHMD10623, SCHMD08451	AENJA_22940
OG0003554	SCHMD11710, SCHMD08877	AENJA_23083
OG0003555	SCHMD03932	AENJA_23304
OG0003556	SCHMD03452	AENJA_23329
OG0003557	SCHMD08732, SCHMD04421	AENJA_23658
OG0003558	SCHMD04257	AENJA_23724
OG0003561	SCHMD07358	AENJA_24294
OG0003562	SCHMD00923	AENJA_24391
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	AENJA_24776
OG0003564	SCHMD19445, SCHMD14913	AENJA_24810
OG0003566	SCHMD26756, SCHMD15301	AENJA_25138
OG0003567	SCHMD15008, SCHMD04442	AENJA_25441
OG0003568	SCHMD15819	AENJA_25542
OG0003570	SCHMD08962	AENJA_26158
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	AENJA_26245
OG0003573	SCHMD03521	AENJA_26698
OG0003597	SCHMD07116	AENJA_00060
OG0003598	SCHMD21244	AENJA_00099
OG0003599	SCHMD22763	AENJA_00129
OG0003599	SCHMD21154	AENJA_06205
OG0003600	SCHMD02224	AENJA_00154
OG0003603	SCHMD02011	AENJA_00222
OG0003604	SCHMD03287	AENJA_00307
OG0003606	SCHMD17964, SCHMD15106	AENJA_00589
OG0003607	SCHMD18996, SCHMD19067	AENJA_13133
OG0003607	SCHMD28541	AENJA_05386, AENJA_00747
OG0003610	SCHMD10025, SCHMD05007	AENJA_00983
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	AENJA_01033, AENJA_04941
OG0003612	SCHMD05840	AENJA_01169
OG0003613	SCHMD04176	AENJA_01172
OG0003615	SCHMD13214	AENJA_01282, AENJA_22435, AENJA_06537
OG0003617	SCHMD19682	AENJA_01515, AENJA_11306
OG0003618	SCHMD03820	AENJA_01642
OG0003619	SCHMD13518, SCHMD08597	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	SCHMD10079, SCHMD29362	AENJA_01724
OG0003621	SCHMD12479	AENJA_01959
OG0003622	SCHMD23632	AENJA_02334
OG0003624	SCHMD09570	AENJA_02868
OG0003625	SCHMD19163, SCHMD19678, SCHMD22465	AENJA_07610
OG0003626	SCHMD06623	AENJA_03156, AENJA_05658
OG0003627	SCHMD19934, SCHMD24898	AENJA_03181
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	AENJA_03435
OG0003631	SCHMD10913	AENJA_25153, AENJA_03572
OG0003632	SCHMD28869	AENJA_03584
OG0003635	SCHMD09927	AENJA_03933
OG0003636	SCHMD16813	AENJA_04212, AENJA_04213, AENJA_04214
OG0003638	SCHMD08904, SCHMD12994	AENJA_04417
OG0003639	SCHMD16338	AENJA_04591
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	AENJA_05057
OG0003644	SCHMD03638	AENJA_06076
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	AENJA_06203
OG0003647	SCHMD03661, SCHMD03659	AENJA_06206
OG0003649	SCHMD11461	AENJA_06343
OG0003651	SCHMD19273, SCHMD24605	AENJA_06546
OG0003652	SCHMD11274	AENJA_07122
OG0003653	SCHMD17511, SCHMD11246	AENJA_07144
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	AENJA_07431
OG0003655	SCHMD09541	AENJA_07748
OG0003657	SCHMD25752, SCHMD28011	AENJA_08341
OG0003658	SCHMD16613, SCHMD29667	AENJA_08342
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	AENJA_08800
OG0003666	SCHMD02137	AENJA_10364
OG0003668	SCHMD16966	AENJA_10387
OG0003669	SCHMD19438	AENJA_10658
OG0003670	SCHMD27614, SCHMD13168	AENJA_13048
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	AENJA_11068
OG0003672	SCHMD06465, SCHMD13496	AENJA_11161, AENJA_24103
OG0003674	SCHMD19493, SCHMD21241	AENJA_11517
OG0003675	SCHMD10343	AENJA_11744
OG0003676	SCHMD09933	AENJA_11880
OG0003678	SCHMD18909	AENJA_12097
OG0003679	SCHMD14973	AENJA_12320
OG0003682	SCHMD00097	AENJA_12915
OG0003683	SCHMD08791	AENJA_12950
OG0003684	SCHMD18035	AENJA_15964, AENJA_13277
OG0003685	SCHMD02813	AENJA_13298
OG0003687	SCHMD06543	AENJA_13636
OG0003688	SCHMD02218	AENJA_13670
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511	AENJA_14230
OG0003692	SCHMD07452	AENJA_18360, AENJA_14437
OG0003694	SCHMD01774	AENJA_14806
OG0003695	SCHMD02002	AENJA_14941
OG0003698	SCHMD04070, SCHMD04069	AENJA_15085
OG0003699	SCHMD25089, SCHMD23737	AENJA_23514
OG0003701	SCHMD15850	AENJA_15293
OG0003703	SCHMD03850	AENJA_15505, AENJA_15513
OG0003705	SCHMD16984	AENJA_16444
OG0003706	SCHMD03464, SCHMD03465	AENJA_15986
OG0003708	SCHMD13127	AENJA_16717
OG0003710	SCHMD01072	AENJA_17579
OG0003712	SCHMD01556	AENJA_17842
OG0003713	SCHMD09387	AENJA_17988
OG0003716	SCHMD16362	AENJA_18178
OG0003717	SCHMD02266	AENJA_18567
OG0003718	SCHMD19427, SCHMD27978	AENJA_18593, AENJA_23619
OG0003720	SCHMD23149, SCHMD11812	AENJA_18939
OG0003721	SCHMD06738	AENJA_19137
OG0003722	SCHMD13809	AENJA_19232
OG0003724	SCHMD11616	AENJA_19400
OG0003725	SCHMD27474, SCHMD20596	AENJA_19411
OG0003726	SCHMD25016	AENJA_19480, AENJA_22995
OG0003728	SCHMD02160	AENJA_19716
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	AENJA_19798
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	AENJA_19955
OG0003731	SCHMD22514	AENJA_19989
OG0003732	SCHMD03759	AENJA_20020
OG0003734	SCHMD00609	AENJA_20690
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	AENJA_20853, AENJA_20855
OG0003737	SCHMD26875, SCHMD23789	AENJA_20913
OG0003739	SCHMD03999	AENJA_21483
OG0003740	SCHMD13948, SCHMD17686	AENJA_21680
OG0003741	SCHMD28597, SCHMD28496	AENJA_21770
OG0003742	SCHMD03803	AENJA_22403
OG0003743	SCHMD05330, SCHMD03268	AENJA_22572
OG0003744	SCHMD04258	AENJA_22829
OG0003746	SCHMD20571	AENJA_23348
OG0003747	SCHMD26083, SCHMD25818, SCHMD20059, SCHMD21127, SCHMD27381, SCHMD20061, SCHMD25018, SCHMD26084, SCHMD17880	AENJA_23433
OG0003749	SCHMD26791	AENJA_23639
OG0003750	SCHMD10740, SCHMD21692	AENJA_23963
OG0003751	SCHMD29178, SCHMD29232	AENJA_24526
OG0003755	SCHMD24630	AENJA_24953, AENJA_24952
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	AENJA_25172
OG0003758	SCHMD10568	AENJA_25591
OG0003759	SCHMD02168	AENJA_25619
OG0003794	SCHMD05999	AENJA_00002
OG0003795	SCHMD22731	AENJA_00051
OG0003798	SCHMD13971, SCHMD04164	AENJA_00181
OG0003803	SCHMD27722, SCHMD27442	AENJA_00564
OG0003806	SCHMD21156	AENJA_00944
OG0003808	SCHMD27875, SCHMD11284, SCHMD25011	AENJA_00978
OG0003811	SCHMD22928, SCHMD13669	AENJA_01571
OG0003812	SCHMD04985	AENJA_01871
OG0003813	SCHMD01244	AENJA_02053
OG0003818	SCHMD10822, SCHMD17278	AENJA_02472, AENJA_02475
OG0003821	SCHMD10138	AENJA_02911
OG0003825	SCHMD05990	AENJA_02982
OG0003826	SCHMD20348	AENJA_03131
OG0003827	SCHMD03936	AENJA_03548
OG0003828	SCHMD01189, SCHMD27415	AENJA_03700
OG0003831	SCHMD17115	AENJA_03886
OG0003833	SCHMD28965	AENJA_04439
OG0003834	SCHMD01451	AENJA_04549, AENJA_04550
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	AENJA_04856
OG0003838	SCHMD05207	AENJA_04967
OG0003839	SCHMD05702, SCHMD10139	AENJA_05236, AENJA_06897
OG0003840	SCHMD12844, SCHMD26426	AENJA_05492
OG0003841	SCHMD14946	AENJA_05729
OG0003844	SCHMD09963	AENJA_06372
OG0003845	SCHMD00835	AENJA_06384, AENJA_18136
OG0003846	SCHMD06517	AENJA_06476
OG0003849	SCHMD10843	AENJA_06923
OG0003850	SCHMD24952, SCHMD16801	AENJA_07117, AENJA_21595
OG0003853	SCHMD14514, SCHMD07343	AENJA_07482, AENJA_19998
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	AENJA_08084
OG0003857	SCHMD05301	AENJA_08085
OG0003862	SCHMD17392	AENJA_08964
OG0003863	SCHMD02612	AENJA_09171
OG0003865	SCHMD10111	AENJA_09441
OG0003866	SCHMD07937, SCHMD00211	AENJA_09527
OG0003868	SCHMD15677	AENJA_09827
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	AENJA_17460, AENJA_09977
OG0003871	SCHMD01262, SCHMD01263	AENJA_10643
OG0003872	SCHMD13742, SCHMD13511	AENJA_10747
OG0003875	SCHMD00813, SCHMD07245, SCHMD07243	AENJA_10875
OG0003876	SCHMD06770	AENJA_10876
OG0003877	SCHMD08239	AENJA_11020
OG0003878	SCHMD04321	AENJA_11046
OG0003879	SCHMD18366	AENJA_11207
OG0003881	SCHMD06054, SCHMD03369	AENJA_11372
OG0003882	SCHMD13622	AENJA_11663
OG0003883	SCHMD24582	AENJA_11694
OG0003884	SCHMD04417	AENJA_11725
OG0003885	SCHMD09959	AENJA_11785, AENJA_23431
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	AENJA_12066
OG0003887	SCHMD20058, SCHMD18207	AENJA_12157
OG0003888	SCHMD05192	AENJA_12506
OG0003889	SCHMD21799	AENJA_12812
OG0003891	SCHMD14689	AENJA_13007
OG0003892	SCHMD07588	AENJA_13114, AENJA_22782
OG0003894	SCHMD11863	AENJA_13190
OG0003896	SCHMD28716	AENJA_13916
OG0003897	SCHMD20071	AENJA_14064
OG0003904	SCHMD00688	AENJA_16228
OG0003906	SCHMD03168	AENJA_16374
OG0003908	SCHMD10777, SCHMD26725	AENJA_22677
OG0003908	SCHMD03608	AENJA_17280
OG0003909	SCHMD13156	AENJA_26467
OG0003909	SCHMD13155	AENJA_26469
OG0003909	SCHMD19547, SCHMD15096	AENJA_17530
OG0003910	SCHMD16210, SCHMD14670	AENJA_17611
OG0003911	SCHMD20892	AENJA_17893
OG0003912	SCHMD04955	AENJA_18106
OG0003914	SCHMD00070	AENJA_20252, AENJA_18479
OG0003916	SCHMD05573	AENJA_18832
OG0003917	SCHMD02873	AENJA_18911
OG0003918	SCHMD00222	AENJA_19068
OG0003919	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561	AENJA_19176
OG0003920	SCHMD03027	AENJA_19805
OG0003921	SCHMD06689	AENJA_19828
OG0003923	SCHMD25596, SCHMD09715	AENJA_19884
OG0003925	SCHMD25912, SCHMD09602	AENJA_20055
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	AENJA_20056
OG0003929	SCHMD28985, SCHMD28887, SCHMD11401, SCHMD06539	AENJA_20627
OG0003930	SCHMD03275	AENJA_20961
OG0003931	SCHMD03615	AENJA_21038
OG0003933	SCHMD23983	AENJA_21761
OG0003934	SCHMD00793	AENJA_21817
OG0003936	SCHMD01877	AENJA_22324
OG0003938	SCHMD19197	AENJA_22573
OG0003939	SCHMD05579	AENJA_22721
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	AENJA_22828
OG0003944	SCHMD10666	AENJA_23555
OG0003945	SCHMD04737	AENJA_23594
OG0003946	SCHMD19360, SCHMD00465	AENJA_24350
OG0003947	SCHMD06484	AENJA_24809
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	AENJA_25298
OG0003951	SCHMD04397	AENJA_25520
OG0003953	SCHMD22038	AENJA_25975, AENJA_25981
OG0003954	SCHMD06088	AENJA_26001
OG0003955	SCHMD06589	AENJA_26253
OG0003956	SCHMD07488	AENJA_26347
OG0003958	SCHMD13631, SCHMD28091	AENJA_26545
OG0003961	SCHMD04675	AENJA_26616
OG0003998	SCHMD17536, SCHMD17537	AENJA_00732
OG0004000	SCHMD05012	AENJA_01025
OG0004002	SCHMD02849	AENJA_01146
OG0004004	SCHMD03887	AENJA_01405
OG0004007	SCHMD27653	AENJA_01716
OG0004009	SCHMD12539	AENJA_01997
OG0004010	SCHMD12662, SCHMD11857	AENJA_02161
OG0004012	SCHMD08012, SCHMD16333	AENJA_02300
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	AENJA_20548, AENJA_03289, AENJA_12583
OG0004015	SCHMD06396	AENJA_03648
OG0004016	SCHMD25202, SCHMD17931, SCHMD26981	AENJA_03782
OG0004017	SCHMD27630	AENJA_03846
OG0004018	SCHMD09657	AENJA_04064, AENJA_22270
OG0004020	SCHMD29535, SCHMD26610	AENJA_17512
OG0004021	SCHMD12686	AENJA_04438
OG0004023	SCHMD07791	AENJA_04821
OG0004025	SCHMD25773	AENJA_05271
OG0004027	SCHMD07935	AENJA_05469
OG0004028	SCHMD03770	AENJA_05585
OG0004029	SCHMD25820	AENJA_05822
OG0004030	SCHMD13880, SCHMD26900	AENJA_05896
OG0004032	SCHMD08571	AENJA_06151
OG0004033	SCHMD06585	AENJA_07800, AENJA_06467
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	AENJA_07045
OG0004036	SCHMD07559, SCHMD09846	AENJA_07123
OG0004037	SCHMD06653	AENJA_07206
OG0004038	SCHMD08999, SCHMD03883	AENJA_07209
OG0004040	SCHMD09208	AENJA_07720
OG0004041	SCHMD29278	AENJA_07774
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	AENJA_07854
OG0004043	SCHMD00046	AENJA_07877
OG0004044	SCHMD16907	AENJA_07917
OG0004047	SCHMD07813	AENJA_08079
OG0004048	SCHMD05765	AENJA_08141
OG0004051	SCHMD05269, SCHMD18831	AENJA_08973
OG0004052	SCHMD01378	AENJA_09045
OG0004053	SCHMD09663	AENJA_09308
OG0004054	SCHMD03170	AENJA_09386
OG0004056	SCHMD06405	AENJA_09747
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	AENJA_10120
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	AENJA_10222
OG0004064	SCHMD03370	AENJA_10715
OG0004065	SCHMD16169	AENJA_10916
OG0004065	SCHMD04935	AENJA_10915
OG0004066	SCHMD01420	AENJA_20918
OG0004067	SCHMD19651, SCHMD28348	AENJA_11072
OG0004067	SCHMD27778, SCHMD22879	AENJA_11073
OG0004068	SCHMD04738	AENJA_11291
OG0004069	SCHMD07928	AENJA_11462
OG0004071	SCHMD06667	AENJA_11569
OG0004072	SCHMD07982	AENJA_11674
OG0004076	SCHMD19802	AENJA_11962
OG0004079	SCHMD22313, SCHMD19146	AENJA_12149
OG0004080	SCHMD18517	AENJA_12559, AENJA_12560
OG0004081	SCHMD03804	AENJA_12579
OG0004083	SCHMD05538	AENJA_12814
OG0004084	SCHMD13360	AENJA_13049
OG0004085	SCHMD20233	AENJA_13446
OG0004087	SCHMD13153, SCHMD13154	AENJA_13678
OG0004090	SCHMD19142	AENJA_14113
OG0004091	SCHMD10376, SCHMD19027	AENJA_14497
OG0004091	SCHMD20986, SCHMD10374	AENJA_14498
OG0004092	SCHMD01973	AENJA_14629
OG0004094	SCHMD10011	AENJA_14786
OG0004096	SCHMD01632	AENJA_14942
OG0004097	SCHMD00017	AENJA_15032
OG0004099	SCHMD07433	AENJA_15456
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	AENJA_16101, AENJA_16102
OG0004101	SCHMD01669	AENJA_16349
OG0004102	SCHMD16352	AENJA_16425
OG0004103	SCHMD06708, SCHMD03618	AENJA_16652, AENJA_16649
OG0004105	SCHMD08794, SCHMD16310	AENJA_17274
OG0004106	SCHMD07276, SCHMD19640	AENJA_17371
OG0004107	SCHMD01035	AENJA_17526
OG0004110	SCHMD03573	AENJA_17972
OG0004112	SCHMD04301	AENJA_18049, AENJA_26008
OG0004113	SCHMD09954, SCHMD11157	AENJA_18290
OG0004114	SCHMD11428	AENJA_18362
OG0004115	SCHMD08639	AENJA_18384
OG0004116	SCHMD22991, SCHMD19169	AENJA_18624
OG0004119	SCHMD24339, SCHMD11856	AENJA_19319
OG0004120	SCHMD02931	AENJA_19470
OG0004121	SCHMD00644	AENJA_19585
OG0004122	SCHMD09920	AENJA_19610
OG0004123	SCHMD24840	AENJA_19882
OG0004124	SCHMD09788	AENJA_20051
OG0004125	SCHMD03017	AENJA_20094
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	AENJA_20213
OG0004127	SCHMD14115	AENJA_20390
OG0004128	SCHMD29366	AENJA_20435
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	AENJA_20514
OG0004133	SCHMD08788	AENJA_20684
OG0004134	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962	AENJA_20800
OG0004136	SCHMD21074, SCHMD14863	AENJA_21121
OG0004137	SCHMD09676	AENJA_21136
OG0004138	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252	AENJA_21636
OG0004138	SCHMD22519, SCHMD21342	AENJA_21638
OG0004140	SCHMD01399	AENJA_22122
OG0004142	SCHMD08558	AENJA_22247
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	AENJA_22601
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	AENJA_22813
OG0004147	SCHMD09010	AENJA_22980
OG0004148	SCHMD06808	AENJA_23349
OG0004150	SCHMD13649	AENJA_23752
OG0004151	SCHMD05147, SCHMD20113	AENJA_23954
OG0004153	SCHMD07819, SCHMD03631	AENJA_24217, AENJA_24230
OG0004154	SCHMD06235	AENJA_24263
OG0004157	SCHMD05878	AENJA_24370
OG0004158	SCHMD07419	AENJA_24429
OG0004161	SCHMD08136	AENJA_25182
OG0004164	SCHMD24669, SCHMD09145	AENJA_25479
OG0004166	SCHMD16044	AENJA_25748
OG0004167	SCHMD10205	AENJA_26097
OG0004168	SCHMD09579	AENJA_26286
OG0004169	SCHMD20780	AENJA_26454
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	AENJA_26685
OG0004215	SCHMD23456, SCHMD09930	AENJA_00310
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	AENJA_00516
