Orthogroup	SCHMD	CAPO3
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	CAPO305155
OG0001496	SCHMD04335	CAPO301356
OG0001501	SCHMD02704	CAPO305474
OG0001503	SCHMD25279, SCHMD19928	CAPO305666
OG0001503	SCHMD25148	CAPO307598
OG0001504	SCHMD05964	CAPO307661
OG0001505	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094	CAPO301009
OG0001506	SCHMD27200, SCHMD04881	CAPO300953
OG0001507	SCHMD00992, SCHMD00991, SCHMD00476, SCHMD00993	CAPO304204
OG0001511	SCHMD14385	CAPO306127, CAPO305043
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	CAPO301118
OG0001516	SCHMD07784	CAPO300345
OG0001517	SCHMD07464, SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460, SCHMD07463	CAPO303690
OG0001519	SCHMD01453, SCHMD11573	CAPO306949
OG0001520	SCHMD19221	CAPO304455
OG0001522	SCHMD06814	CAPO303667
OG0001524	SCHMD08154, SCHMD08155	CAPO300996
OG0001524	SCHMD06432	CAPO308304
OG0001525	SCHMD22768, SCHMD18999, SCHMD19000	CAPO303907
OG0001526	SCHMD16302, SCHMD16303, SCHMD16304	CAPO305679
OG0001527	SCHMD05435	CAPO300128
OG0001527	SCHMD08837	CAPO307636
OG0001530	SCHMD09338, SCHMD11853, SCHMD11854, SCHMD11855, SCHMD09337	CAPO302602
OG0001532	SCHMD11603, SCHMD11604	CAPO300282
OG0001533	SCHMD16757, SCHMD04796	CAPO306032
OG0001534	SCHMD13063	CAPO304425
OG0001546	SCHMD23905, SCHMD27205	CAPO301865
OG0001551	SCHMD21975	CAPO306604
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	CAPO308172
OG0001554	SCHMD11035	CAPO302370
OG0001557	SCHMD13972	CAPO304176
OG0001558	SCHMD18412, SCHMD28405	CAPO301132
OG0001559	SCHMD02521	CAPO301785
OG0001561	SCHMD21318	CAPO301999
OG0001563	SCHMD24756, SCHMD18145	CAPO306378
OG0001567	SCHMD17619, SCHMD03495, SCHMD17620, SCHMD03493, SCHMD08251, SCHMD03492, SCHMD11013, SCHMD12195	CAPO300948
OG0001568	SCHMD04206	CAPO301468
OG0001570	SCHMD04583	CAPO303364
OG0001572	SCHMD04033	CAPO304756
OG0001572	SCHMD14275, SCHMD14274	CAPO304137
OG0001576	SCHMD17230, SCHMD23672	CAPO306270
OG0001578	SCHMD10414, SCHMD23824, SCHMD02601, SCHMD16379, SCHMD03341, SCHMD25094, SCHMD28767, SCHMD22237, SCHMD21742, SCHMD12822, SCHMD27984, SCHMD17160, SCHMD15359, SCHMD08800, SCHMD28092, SCHMD27354, SCHMD29512, SCHMD10415, SCHMD26437, SCHMD25857, SCHMD28284, SCHMD09368, SCHMD10413	CAPO300715
OG0001580	SCHMD08362, SCHMD08361, SCHMD16167, SCHMD15393	CAPO307900
OG0001582	SCHMD10962, SCHMD17543, SCHMD18112	CAPO307073
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	CAPO306289
OG0001584	SCHMD00503	CAPO301068
OG0001589	SCHMD27652, SCHMD23084	CAPO303301, CAPO304004
OG0001590	SCHMD09239	CAPO306067
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	CAPO305942
OG0001594	SCHMD14548, SCHMD07059	CAPO307886
OG0001599	SCHMD24664, SCHMD22659, SCHMD24770, SCHMD16474	CAPO300887
OG0001603	SCHMD09507, SCHMD10551, SCHMD29423, SCHMD29329	CAPO306228
OG0001604	SCHMD02109	CAPO303898
OG0001605	SCHMD09782	CAPO307473
OG0001609	SCHMD16467	CAPO304683
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	CAPO302057
OG0001610	SCHMD03213	CAPO301483
OG0001611	SCHMD04102, SCHMD12631	CAPO305038
OG0001612	SCHMD18390, SCHMD18635, SCHMD18636, SCHMD18391, SCHMD14255, SCHMD22594, SCHMD22464	CAPO302202
OG0001614	SCHMD04001	CAPO303895
OG0001615	SCHMD11889, SCHMD13066, SCHMD14018	CAPO300749
OG0001617	SCHMD05139, SCHMD05140, SCHMD05141	CAPO302798
OG0001621	SCHMD01143, SCHMD22227, SCHMD15718, SCHMD23766, SCHMD07369, SCHMD17584, SCHMD26761, SCHMD18496	CAPO302875
OG0001634	SCHMD24659	CAPO305688
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	CAPO305614
OG0001635	SCHMD29724	CAPO303711
OG0001638	SCHMD00159, SCHMD00160	CAPO303528
OG0001641	SCHMD03047	CAPO303281
OG0001644	SCHMD20924	CAPO303665
OG0001652	SCHMD28249, SCHMD10249, SCHMD26883	CAPO302838
OG0001653	SCHMD13946	CAPO305118
OG0001655	SCHMD06776	CAPO302812
OG0001657	SCHMD07705, SCHMD10000, SCHMD12957	CAPO304165, CAPO303952
OG0001660	SCHMD01572, SCHMD29332	CAPO305930
OG0001664	SCHMD13680, SCHMD17585	CAPO303152
OG0001665	SCHMD19795	CAPO302331
OG0001672	SCHMD13295, SCHMD11258, SCHMD11260, SCHMD13294, SCHMD11259	CAPO301880
OG0001676	SCHMD13666	CAPO300524
OG0001677	SCHMD13425	CAPO307978
OG0001684	SCHMD03069, SCHMD02298, SCHMD09899, SCHMD13535, SCHMD03302, SCHMD02299	CAPO300563
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	CAPO307707
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868, SCHMD27222	CAPO300133
OG0001690	SCHMD02947, SCHMD02948, SCHMD29617, SCHMD02946	CAPO304820
OG0001691	SCHMD00990, SCHMD08142, SCHMD00989	CAPO307420
OG0001699	SCHMD01981	CAPO306472, CAPO300057
OG0001706	SCHMD23697, SCHMD10453	CAPO304012, CAPO300702
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	CAPO303836
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180, SCHMD15863, SCHMD27570	CAPO303804
OG0001711	SCHMD04571, SCHMD04572	CAPO301872
OG0001713	SCHMD11479	CAPO302278
OG0001714	SCHMD00942	CAPO300188
OG0001718	SCHMD15790	CAPO300964, CAPO301559, CAPO301838
OG0001720	SCHMD28724, SCHMD15758, SCHMD22420, SCHMD15757	CAPO303957
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	CAPO302302
OG0001723	SCHMD01945	CAPO308089
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	CAPO306474
OG0001724	SCHMD23137	CAPO305584
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	CAPO301729
OG0001728	SCHMD05716	CAPO304086
OG0001730	SCHMD11237, SCHMD15709	CAPO303469
OG0001732	SCHMD09964	CAPO304710
OG0001733	SCHMD11879, SCHMD11880	CAPO306615
OG0001734	SCHMD19353, SCHMD27529, SCHMD23016	CAPO306594
OG0001735	SCHMD04334	CAPO301389
OG0001738	SCHMD28176	CAPO301655
OG0001739	SCHMD14266, SCHMD04721	CAPO304154
OG0001743	SCHMD11848, SCHMD11849, SCHMD11847	CAPO307541, CAPO302971
OG0001746	SCHMD12575, SCHMD10847, SCHMD14382, SCHMD12574	CAPO306662
OG0001750	SCHMD09704, SCHMD21648, SCHMD21002, SCHMD22592, SCHMD22591	CAPO304954
OG0001769	SCHMD03951	CAPO300754
OG0001770	SCHMD22893, SCHMD22374	CAPO304551
OG0001772	SCHMD29811	CAPO303731
OG0001774	SCHMD06607	CAPO302411
OG0001775	SCHMD11489, SCHMD03765, SCHMD10862	CAPO300385, CAPO303998
OG0001778	SCHMD00867	CAPO303585
OG0001781	SCHMD14650, SCHMD07439, SCHMD28287	CAPO304059
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	CAPO306335
OG0001783	SCHMD15033, SCHMD26133	CAPO302497
OG0001787	SCHMD15982	CAPO302384
OG0001792	SCHMD00384	CAPO305067
OG0001797	SCHMD12550	CAPO305230
OG0001799	SCHMD21455, SCHMD20789, SCHMD20788, SCHMD24089, SCHMD21456	CAPO307439
OG0001805	SCHMD01576	CAPO301307
OG0001807	SCHMD01495	CAPO305640
OG0001808	SCHMD04780	CAPO300354
OG0001809	SCHMD03279	CAPO307543
OG0001811	SCHMD17884, SCHMD10173, SCHMD08225, SCHMD08439, SCHMD24223, SCHMD19859	CAPO304043
OG0001814	SCHMD29290	CAPO305508
OG0001816	SCHMD07209	CAPO300431
OG0001818	SCHMD29750, SCHMD10633, SCHMD28336, SCHMD12682, SCHMD16904, SCHMD13473, SCHMD29528, SCHMD15135	CAPO302088
OG0001819	SCHMD06459	CAPO307172
OG0001820	SCHMD18185, SCHMD14228, SCHMD02398	CAPO300515
OG0001822	SCHMD21605, SCHMD12240	CAPO301119
OG0001825	SCHMD06748	CAPO306238
OG0001827	SCHMD17765, SCHMD19189	CAPO303060
OG0001830	SCHMD09367	CAPO300316
OG0001831	SCHMD08523, SCHMD08524, SCHMD08522, SCHMD09304, SCHMD16172	CAPO306824
OG0001832	SCHMD09061	CAPO300612
OG0001834	SCHMD04020, SCHMD20048	CAPO301512
OG0001846	SCHMD09924	CAPO307118
OG0001849	SCHMD05416	CAPO303014
OG0001850	SCHMD14974, SCHMD17053	CAPO301689
OG0001852	SCHMD01397	CAPO303604
OG0001852	SCHMD24019, SCHMD01396	CAPO307101
OG0001857	SCHMD00486	CAPO306766
OG0001860	SCHMD12431, SCHMD14532, SCHMD14531, SCHMD12432	CAPO306960
OG0001861	SCHMD02441, SCHMD00846, SCHMD13519	CAPO303333
OG0001861	SCHMD03031	CAPO306489
OG0001863	SCHMD14322, SCHMD28681	CAPO300966
OG0001865	SCHMD16071	CAPO301778
OG0001865	SCHMD25434, SCHMD17858, SCHMD12501	CAPO302509
OG0001866	SCHMD23003, SCHMD17047	CAPO306683
OG0001867	SCHMD21507, SCHMD15353, SCHMD06151, SCHMD06149	CAPO302026
OG0001870	SCHMD08001, SCHMD03109	CAPO303422
OG0001873	SCHMD09003	CAPO305494
OG0001875	SCHMD29147, SCHMD28237	CAPO303129
OG0001875	SCHMD11568	CAPO300770
OG0001877	SCHMD14827	CAPO305419
OG0001878	SCHMD18520, SCHMD15205	CAPO300594
OG0001879	SCHMD08156	CAPO302675
OG0001882	SCHMD17052, SCHMD22970	CAPO302587
OG0001883	SCHMD08058, SCHMD14396, SCHMD14395	CAPO304395
OG0001886	SCHMD00538	CAPO301013
OG0001888	SCHMD08491, SCHMD15697, SCHMD15696, SCHMD08492, SCHMD15698	CAPO307373
OG0001894	SCHMD11512	CAPO300859, CAPO305070, CAPO302912, CAPO302464, CAPO305462
OG0001898	SCHMD26334, SCHMD21587, SCHMD18283, SCHMD21586, SCHMD18284	CAPO303887
OG0001900	SCHMD12891, SCHMD01255, SCHMD02044	CAPO306468, CAPO308362
OG0001901	SCHMD02622	CAPO302174
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	CAPO301651
OG0001913	SCHMD08198, SCHMD01162	CAPO308270
OG0001914	SCHMD04908, SCHMD07662	CAPO308187
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	CAPO305922
OG0001916	SCHMD17658, SCHMD10605	CAPO304398
OG0001917	SCHMD07933	CAPO303937
OG0001919	SCHMD06373	CAPO305966
OG0001919	SCHMD23775, SCHMD20085	CAPO300799
OG0001923	SCHMD05921	CAPO300364
OG0001926	SCHMD20309, SCHMD16846	CAPO308203
OG0001927	SCHMD08910	CAPO303832
OG0001928	SCHMD26836	CAPO303627
OG0001930	SCHMD25138	CAPO301567
OG0001932	SCHMD07454, SCHMD17903	CAPO304653
OG0001935	SCHMD23048	CAPO301339
OG0001937	SCHMD08104, SCHMD08105	CAPO301986
OG0001938	SCHMD19401	CAPO303883
OG0001939	SCHMD05179, SCHMD23463, SCHMD03085, SCHMD10030, SCHMD02230	CAPO304703
OG0001940	SCHMD06251	CAPO307447
OG0001941	SCHMD26621, SCHMD25386, SCHMD14273, SCHMD26622	CAPO303660
OG0001943	SCHMD03979	CAPO304272
OG0001945	SCHMD07577	CAPO302125, CAPO302413
OG0001947	SCHMD00740	CAPO306182
OG0001949	SCHMD16576	CAPO303945
OG0001951	SCHMD10937, SCHMD17652, SCHMD16242	CAPO305792
OG0001952	SCHMD20340	CAPO304117, CAPO301699
OG0001953	SCHMD03889	CAPO306993
OG0001956	SCHMD04864, SCHMD04865, SCHMD16218	CAPO302405
OG0001957	SCHMD03964	CAPO307027
OG0001961	SCHMD03837	CAPO301591
OG0001963	SCHMD16495	CAPO304558
OG0001963	SCHMD24660	CAPO304559
OG0001964	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356	CAPO306144
OG0001965	SCHMD15198	CAPO305377
OG0001966	SCHMD10097	CAPO308069
OG0001968	SCHMD12918	CAPO303436
OG0001969	SCHMD08414, SCHMD09063	CAPO301897
OG0001972	SCHMD07972, SCHMD26110	CAPO302726
OG0001985	SCHMD04898, SCHMD04899	CAPO307425
OG0001988	SCHMD17373	CAPO301454
OG0001989	SCHMD24079, SCHMD25367, SCHMD11265, SCHMD11266	CAPO303699
OG0001992	SCHMD10680	CAPO301694
OG0001994	SCHMD12538	CAPO307422
OG0001998	SCHMD02357	CAPO304169
OG0001998	SCHMD19391	CAPO304168
OG0001999	SCHMD10953	CAPO303159
OG0002000	SCHMD06620, SCHMD28948, SCHMD09206	CAPO305912
OG0002001	SCHMD04245	CAPO301730, CAPO305766
OG0002003	SCHMD25539	CAPO306645
OG0002006	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801	CAPO302881
OG0002008	SCHMD06021	CAPO308237
OG0002011	SCHMD23984, SCHMD22698, SCHMD03836, SCHMD03600, SCHMD03470, SCHMD13609, SCHMD07842, SCHMD11432	CAPO305222
OG0002015	SCHMD07213, SCHMD12123	CAPO304377
OG0002024	SCHMD06249, SCHMD04710	CAPO300663
OG0002024	SCHMD06250	CAPO300776
OG0002026	SCHMD11077, SCHMD01664	CAPO307889, CAPO306582
OG0002027	SCHMD07869	CAPO307021
OG0002029	SCHMD29754, SCHMD28570	CAPO301097
OG0002029	SCHMD15250	CAPO303181
OG0002029	SCHMD18190, SCHMD17283	CAPO304041
OG0002031	SCHMD17673, SCHMD21628, SCHMD14088	CAPO300135
OG0002032	SCHMD15998, SCHMD17430	CAPO304689
OG0002034	SCHMD23854, SCHMD28527	CAPO306318
OG0002042	SCHMD29492	CAPO300525
OG0002043	SCHMD03148	CAPO306649
OG0002058	SCHMD04310	CAPO300289
OG0002061	SCHMD04967, SCHMD04968, SCHMD04970, SCHMD04971, SCHMD04969	CAPO307339
OG0002062	SCHMD21893, SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072	CAPO301382
OG0002063	SCHMD21953, SCHMD12086, SCHMD11388	CAPO302417
OG0002066	SCHMD20021, SCHMD24048, SCHMD12034	CAPO300576
OG0002068	SCHMD24383, SCHMD20105	CAPO303650
OG0002073	SCHMD06478, SCHMD03514, SCHMD01450, SCHMD20304, SCHMD22775, SCHMD03169	CAPO302333
OG0002074	SCHMD14804, SCHMD08658	CAPO307137
OG0002076	SCHMD28301, SCHMD28436, SCHMD10610, SCHMD08813, SCHMD28435, SCHMD28300	CAPO303117
OG0002078	SCHMD11691, SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810	CAPO302217
OG0002080	SCHMD22931, SCHMD26608, SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760, SCHMD17820	CAPO307474, CAPO307552
OG0002081	SCHMD26344, SCHMD21808, SCHMD20577, SCHMD12884, SCHMD21807	CAPO300584
OG0002087	SCHMD07766	CAPO306536
OG0002093	SCHMD12873, SCHMD16751, SCHMD14180	CAPO304254
OG0002094	SCHMD17092, SCHMD14979	CAPO303399
OG0002097	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424	CAPO302111
OG0002099	SCHMD02816, SCHMD02814, SCHMD02815	CAPO306675
OG0002101	SCHMD15902	CAPO307803
OG0002103	SCHMD03652	CAPO305235
OG0002106	SCHMD29823, SCHMD29437	CAPO300071
OG0002107	SCHMD29590	CAPO302852
OG0002108	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153	CAPO303834
OG0002122	SCHMD02290, SCHMD07268, SCHMD07269, SCHMD02288	CAPO300191
OG0002123	SCHMD07146	CAPO303373
OG0002124	SCHMD03099	CAPO300980
OG0002129	SCHMD22869	CAPO305068
OG0002131	SCHMD04890, SCHMD13328, SCHMD15542	CAPO302159
OG0002136	SCHMD23461	CAPO300292
OG0002138	SCHMD05603, SCHMD05605	CAPO304101
OG0002141	SCHMD13856	CAPO300491
OG0002144	SCHMD08032	CAPO308205
OG0002145	SCHMD12978	CAPO305963
OG0002146	SCHMD03633, SCHMD03634	CAPO303694
OG0002147	SCHMD20896, SCHMD24159	CAPO307247
OG0002148	SCHMD12817, SCHMD13024, SCHMD06006	CAPO301311
OG0002150	SCHMD23343, SCHMD23344, SCHMD22805	CAPO305991
OG0002152	SCHMD18533, SCHMD18027, SCHMD20477	CAPO305214
OG0002156	SCHMD11093	CAPO307789
OG0002158	SCHMD07812	CAPO300426
OG0002159	SCHMD10603, SCHMD12359	CAPO301618
OG0002160	SCHMD03531, SCHMD05686, SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338	CAPO306354
OG0002166	SCHMD22546, SCHMD22547, SCHMD22548	CAPO300536
OG0002168	SCHMD00757	CAPO305846
OG0002169	SCHMD19182, SCHMD07925	CAPO305188, CAPO305186
OG0002170	SCHMD16963	CAPO306065
OG0002171	SCHMD06638, SCHMD05133, SCHMD13789	CAPO300657
OG0002172	SCHMD03159, SCHMD03160, SCHMD03161	CAPO300117
OG0002177	SCHMD05408	CAPO303715
OG0002178	SCHMD23121	CAPO300762
OG0002179	SCHMD03681, SCHMD03680	CAPO301344
OG0002182	SCHMD00111	CAPO300304
OG0002184	SCHMD08543, SCHMD08541, SCHMD08545	CAPO302808
OG0002185	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407	CAPO306894
OG0002185	SCHMD13558	CAPO307286
OG0002188	SCHMD07090	CAPO307308
OG0002189	SCHMD03295	CAPO302919, CAPO302901
OG0002190	SCHMD06253, SCHMD20396	CAPO305794
OG0002191	SCHMD16045, SCHMD04280	CAPO306349
OG0002202	SCHMD08383, SCHMD24078, SCHMD00624, SCHMD16947	CAPO305145
OG0002213	SCHMD01018	CAPO301692
OG0002216	SCHMD20521	CAPO308083
OG0002222	SCHMD17607, SCHMD07921	CAPO300961
OG0002224	SCHMD07940, SCHMD07939	CAPO304952
OG0002225	SCHMD03290	CAPO301769
OG0002226	SCHMD00937	CAPO307804
OG0002227	SCHMD09350, SCHMD09896	CAPO307820, CAPO307799
OG0002229	SCHMD09620, SCHMD21635	CAPO308040
OG0002235	SCHMD15174, SCHMD00911	CAPO303035
OG0002239	SCHMD29729	CAPO303809
OG0002239	SCHMD00548	CAPO301966
OG0002240	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639	CAPO306707
OG0002241	SCHMD19113	CAPO303979
OG0002243	SCHMD06353	CAPO301335, CAPO300484
OG0002244	SCHMD24135, SCHMD25723, SCHMD23365, SCHMD25722	CAPO303840
OG0002251	SCHMD01711, SCHMD01710	CAPO302943
OG0002252	SCHMD16344	CAPO304306
OG0002257	SCHMD26955	CAPO303721
OG0002258	SCHMD12674, SCHMD23097	CAPO300693
OG0002261	SCHMD15654, SCHMD22485	CAPO303559
OG0002263	SCHMD05522	CAPO304694
OG0002264	SCHMD24103	CAPO302668, CAPO304810
OG0002264	SCHMD13661	CAPO305220
OG0002266	SCHMD06724	CAPO307392
OG0002270	SCHMD15277, SCHMD15276	CAPO302042
OG0002271	SCHMD18060	CAPO302849
OG0002271	SCHMD08395	CAPO308065
OG0002272	SCHMD08789, SCHMD22434	CAPO301905
OG0002279	SCHMD01546	CAPO304874
OG0002282	SCHMD02902, SCHMD23794	CAPO300014
OG0002284	SCHMD15028	CAPO304167
OG0002287	SCHMD14731, SCHMD14911	CAPO306430
OG0002288	SCHMD19642, SCHMD22333, SCHMD13464	CAPO306855
OG0002292	SCHMD12492	CAPO308118, CAPO308288
OG0002292	SCHMD07306	CAPO301471
OG0002293	SCHMD09386	CAPO302207
OG0002294	SCHMD07707	CAPO300522
OG0002297	SCHMD06067, SCHMD11073, SCHMD06071, SCHMD08919, SCHMD15076	CAPO307845
OG0002316	SCHMD00954, SCHMD00365, SCHMD09509	CAPO302192
OG0002318	SCHMD07487, SCHMD07486, SCHMD07473	CAPO302292
OG0002319	SCHMD03166	CAPO306342
OG0002321	SCHMD19583, SCHMD14835	CAPO300390
OG0002322	SCHMD08143, SCHMD10256	CAPO300979
OG0002323	SCHMD08867, SCHMD08866, SCHMD09591	CAPO308299
OG0002324	SCHMD17868, SCHMD20490, SCHMD09738	CAPO301866
OG0002325	SCHMD12741, SCHMD02197	CAPO300458
OG0002326	SCHMD16849, SCHMD06779	CAPO302239
OG0002327	SCHMD04037, SCHMD11011	CAPO302954
OG0002331	SCHMD05746, SCHMD05744	CAPO302246
OG0002332	SCHMD01464, SCHMD15875, SCHMD15876	CAPO300761
OG0002337	SCHMD00113, SCHMD00114	CAPO307155
OG0002340	SCHMD17004, SCHMD12020, SCHMD13563, SCHMD20235, SCHMD04550	CAPO307906
OG0002343	SCHMD04508	CAPO303889
OG0002344	SCHMD18349	CAPO307434
OG0002344	SCHMD14958	CAPO303725
OG0002346	SCHMD25995	CAPO307106
OG0002348	SCHMD29339	CAPO302095
OG0002356	SCHMD07966, SCHMD06573, SCHMD14519	CAPO305051
OG0002357	SCHMD07180, SCHMD07348	CAPO302341
OG0002358	SCHMD12408, SCHMD07945, SCHMD07946	CAPO307788
OG0002359	SCHMD15891, SCHMD07349	CAPO302128
OG0002361	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103	CAPO304727
OG0002362	SCHMD13230	CAPO301902
OG0002363	SCHMD26399	CAPO302980
OG0002367	SCHMD07520	CAPO304316
OG0002368	SCHMD19036	CAPO301447
OG0002369	SCHMD06129, SCHMD13069, SCHMD06131, SCHMD13068, SCHMD06130, SCHMD14247	CAPO301279
OG0002370	SCHMD02204, SCHMD02205, SCHMD09672, SCHMD03014	CAPO303015
OG0002371	SCHMD25183, SCHMD07417	CAPO304426
OG0002372	SCHMD13875	CAPO303540
OG0002372	SCHMD13874, SCHMD13504	CAPO303041
OG0002374	SCHMD10513, SCHMD09821, SCHMD16742, SCHMD13764	CAPO302309
OG0002375	SCHMD24554	CAPO305178, CAPO300285
OG0002376	SCHMD18335, SCHMD24761	CAPO304863
OG0002377	SCHMD20961	CAPO301847
OG0002379	SCHMD22995, SCHMD22909	CAPO301214
OG0002379	SCHMD07115, SCHMD22908	CAPO307312
OG0002383	SCHMD11815, SCHMD29794, SCHMD03773, SCHMD10749, SCHMD29150, SCHMD14643, SCHMD07626, SCHMD10095, SCHMD24864, SCHMD07902, SCHMD27779, SCHMD19538	CAPO302731
OG0002396	SCHMD05257	CAPO302410
OG0002405	SCHMD07257	CAPO308161
OG0002406	SCHMD19891	CAPO304138
OG0002407	SCHMD07151, SCHMD07149	CAPO301366
OG0002409	SCHMD06262	CAPO301533
OG0002410	SCHMD00520	CAPO305170
OG0002411	SCHMD25076, SCHMD25353	CAPO305052
OG0002412	SCHMD16316	CAPO302706
OG0002413	SCHMD06075	CAPO307797
OG0002414	SCHMD12778, SCHMD15427, SCHMD24855, SCHMD21960	CAPO304631
OG0002415	SCHMD12484	CAPO305027, CAPO304905
OG0002417	SCHMD08127, SCHMD04993, SCHMD08124, SCHMD08123, SCHMD23311, SCHMD15146, SCHMD08126, SCHMD04994, SCHMD15147	CAPO307671
OG0002418	SCHMD13033	CAPO303802
OG0002421	SCHMD10399	CAPO305365
OG0002422	SCHMD10713, SCHMD26768	CAPO302014
OG0002425	SCHMD24887, SCHMD14524	CAPO304491
OG0002426	SCHMD06890, SCHMD12164, SCHMD06626	CAPO303294
OG0002433	SCHMD21728, SCHMD26253, SCHMD07182, SCHMD18419, SCHMD21667, SCHMD21668, SCHMD18420, SCHMD07181	CAPO302444
OG0002436	SCHMD26728, SCHMD17346	CAPO307054
OG0002437	SCHMD26512	CAPO303352
OG0002439	SCHMD17265	CAPO302565
OG0002441	SCHMD16958, SCHMD27293, SCHMD09124	CAPO304429
OG0002443	SCHMD01789	CAPO301424
OG0002445	SCHMD05650	CAPO304782
OG0002446	SCHMD28630	CAPO303707
OG0002448	SCHMD00905	CAPO308204
OG0002453	SCHMD08660, SCHMD06735	CAPO305834
OG0002454	SCHMD13454, SCHMD10051	CAPO305157
OG0002476	SCHMD03267	CAPO307617
OG0002486	SCHMD29822, SCHMD18567, SCHMD19075, SCHMD27163	CAPO303598
OG0002489	SCHMD13917	CAPO304231
OG0002490	SCHMD04533	CAPO307409, CAPO300849
OG0002492	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714	CAPO305743
OG0002494	SCHMD11104	CAPO307620
OG0002495	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789	CAPO306559
OG0002496	SCHMD10467	CAPO300997
OG0002497	SCHMD08306, SCHMD08307	CAPO301629
OG0002499	SCHMD15190, SCHMD14873	CAPO308309
OG0002500	SCHMD17842, SCHMD27186, SCHMD17843, SCHMD20787, SCHMD09150	CAPO305159
OG0002501	SCHMD00161	CAPO305150
OG0002502	SCHMD03504, SCHMD05025	CAPO304947
OG0002505	SCHMD23168, SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410, SCHMD16407	CAPO302692
OG0002506	SCHMD23278	CAPO305033
OG0002507	SCHMD13076	CAPO303215
OG0002509	SCHMD22881, SCHMD20247	CAPO305310
OG0002509	SCHMD16881, SCHMD26540	CAPO305905, CAPO306732
OG0002510	SCHMD16402, SCHMD22142	CAPO305793
OG0002511	SCHMD22603	CAPO303146
OG0002516	SCHMD13475, SCHMD03180	CAPO307569
OG0002518	SCHMD04695	CAPO304200
OG0002519	SCHMD10280	CAPO302874
OG0002525	SCHMD03404, SCHMD03405	CAPO300787
OG0002526	SCHMD28396	CAPO303145
OG0002527	SCHMD25894, SCHMD01775	CAPO306066
OG0002528	SCHMD14226, SCHMD14244, SCHMD02867, SCHMD13131	CAPO301891
OG0002529	SCHMD03029	CAPO301231, CAPO301232
OG0002531	SCHMD16227, SCHMD14936	CAPO304673
OG0002532	SCHMD05611	CAPO307264, CAPO307265
OG0002533	SCHMD23477, SCHMD24807, SCHMD23978	CAPO302353
OG0002542	SCHMD06904, SCHMD06905, SCHMD04420	CAPO300062
