Orthogroup	SCHMD	PFLAV
OG0002921	SCHMD09397	TCONS_00005612.p1, TCONS_00005613.p2
OG0002926	SCHMD13775, SCHMD16726	TCONS_00028061.p1
OG0002927	SCHMD02868	TCONS_00004135.p1
OG0002944	SCHMD08008	TCONS_00016891.p1
OG0002948	SCHMD06278, SCHMD06277	TCONS_00050545.p1
OG0002949	SCHMD00986	TCONS_00014445.p1
OG0002950	SCHMD16450	TCONS_00014046.p1
OG0002952	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820	TCONS_00042673.p1
OG0002953	SCHMD15127	TCONS_00048395.p1
OG0002955	SCHMD15457, SCHMD12505	TCONS_00011898.p1
OG0002956	SCHMD03331	TCONS_00029297.p1
OG0002957	SCHMD14494, SCHMD11703	TCONS_00022513.p1
OG0002959	SCHMD04680, SCHMD27535, SCHMD20426, SCHMD03814	TCONS_00010958.p1
OG0002960	SCHMD03221	TCONS_00016533.p1, TCONS_00039602.p1, TCONS_00039603.p1
OG0002961	SCHMD25347, SCHMD24832	TCONS_00011734.p1
OG0002962	SCHMD02732	TCONS_00013946.p1
OG0002964	SCHMD23539	TCONS_00013728.p1
OG0002966	SCHMD19835	TCONS_00016413.p1, TCONS_00016414.p1
OG0002967	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307	TCONS_00034167.p1, TCONS_00034173.p1
OG0002968	SCHMD17924	TCONS_00000180.p1
OG0002969	SCHMD08827	TCONS_00055983.p1
OG0002973	SCHMD02061, SCHMD03023	TCONS_00048192.p1
OG0002974	SCHMD05224	TCONS_00009337.p1
OG0002975	SCHMD22681	TCONS_00010555.p1
OG0002976	SCHMD04973	TCONS_00028969.p1
OG0002977	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618	TCONS_00004747.p1
OG0002978	SCHMD21481, SCHMD17387	TCONS_00010996.p1
OG0002979	SCHMD00263	TCONS_00000115.p1
OG0002982	SCHMD01104	TCONS_00002363.p1, TCONS_00002375.p1
OG0002983	SCHMD13929, SCHMD10593, SCHMD18805	TCONS_00002109.p1, TCONS_00002101.p1
OG0002985	SCHMD03398, SCHMD14369	TCONS_00042833.p1
OG0002987	SCHMD01543	TCONS_00026946.p1
OG0002989	SCHMD09813, SCHMD01483	TCONS_00049575.p1
OG0002990	SCHMD04639	TCONS_00027689.p1
OG0002990	SCHMD10989, SCHMD24688, SCHMD10990	TCONS_00027688.p1
OG0002991	SCHMD22608, SCHMD20729	TCONS_00030348.p1
OG0002992	SCHMD05236	TCONS_00020442.p1
OG0002994	SCHMD00361	TCONS_00008963.p1, TCONS_00038154.p1, TCONS_00008401.p1
OG0002996	SCHMD04918	TCONS_00049228.p1
OG0002997	SCHMD16711	TCONS_00021746.p1
OG0002998	SCHMD04878	TCONS_00022351.p1
OG0003000	SCHMD15140, SCHMD26659, SCHMD20533, SCHMD07446	TCONS_00039107.p1, TCONS_00039126.p1
OG0003004	SCHMD18300, SCHMD21092	TCONS_00010525.p1
OG0003005	SCHMD05203	TCONS_00003466.p1
OG0003006	SCHMD08276, SCHMD27162	TCONS_00014322.p1, TCONS_00014334.p1
OG0003007	SCHMD03434	TCONS_00053186.p1
OG0003008	SCHMD18648, SCHMD23992	TCONS_00014834.p1
OG0003010	SCHMD10225	TCONS_00036755.p1
OG0003011	SCHMD06741	TCONS_00044235.p1
OG0003012	SCHMD08169, SCHMD01210	TCONS_00013995.p1, TCONS_00048089.p1
OG0003012	SCHMD05862	TCONS_00013996.p1, TCONS_00013997.p2
OG0003013	SCHMD06285, SCHMD12483, SCHMD06284	TCONS_00056297.p1, TCONS_00056301.p1, TCONS_00028450.p1, TCONS_00056300.p1, TCONS_00056296.p1
OG0003014	SCHMD10015, SCHMD02414	TCONS_00018508.p1
OG0003017	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213	TCONS_00025399.p1
OG0003019	SCHMD22688	TCONS_00051034.p1, TCONS_00011573.p1
OG0003020	SCHMD01885, SCHMD16858	TCONS_00052089.p1, TCONS_00052085.p1, TCONS_00052088.p1
OG0003021	SCHMD16391	TCONS_00044206.p1
OG0003022	SCHMD11673	TCONS_00021935.p1
OG0003023	SCHMD00132	TCONS_00042741.p1
OG0003024	SCHMD16962, SCHMD09220	TCONS_00014173.p1
OG0003025	SCHMD12824	TCONS_00044903.p1
OG0003026	SCHMD02853, SCHMD01047	TCONS_00014720.p1, TCONS_00015662.p1
OG0003027	SCHMD26555, SCHMD23346	TCONS_00018446.p1
OG0003028	SCHMD00803	TCONS_00044915.p1
OG0003029	SCHMD17380	TCONS_00008363.p1
OG0003030	SCHMD14026, SCHMD14334	TCONS_00055499.p1
OG0003031	SCHMD01560	TCONS_00004052.p1
OG0003033	SCHMD17975	TCONS_00000889.p1
OG0003034	SCHMD06420	TCONS_00042530.p1
OG0003036	SCHMD00743, SCHMD00746, SCHMD00745	TCONS_00014973.p1
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	TCONS_00039831.p1
OG0003039	SCHMD14763	TCONS_00029796.p1
OG0003041	SCHMD13550, SCHMD13552, SCHMD05248	TCONS_00017725.p1, TCONS_00044813.p1
OG0003041	SCHMD13548	TCONS_00017726.p1
OG0003043	SCHMD01921	TCONS_00042430.p1
OG0003044	SCHMD18036	TCONS_00004867.p1
OG0003046	SCHMD02192	TCONS_00018079.p1
OG0003048	SCHMD04259	TCONS_00009304.p1
OG0003049	SCHMD02944	TCONS_00054626.p1, TCONS_00054702.p1
OG0003050	SCHMD05940	TCONS_00029314.p1
OG0003052	SCHMD10563	TCONS_00027167.p1
OG0003054	SCHMD07639	TCONS_00021522.p1
OG0003055	SCHMD02492, SCHMD02453	TCONS_00054282.p1
OG0003056	SCHMD23427, SCHMD16470	TCONS_00000638.p1
OG0003060	SCHMD03911	TCONS_00053579.p1, TCONS_00053576.p1
OG0003061	SCHMD13185, SCHMD19875	TCONS_00010070.p1
OG0003063	SCHMD09452	TCONS_00047299.p1
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	TCONS_00040405.p1
OG0003066	SCHMD16401	TCONS_00037980.p1
OG0003067	SCHMD13476	TCONS_00027360.p1
OG0003072	SCHMD06901	TCONS_00048899.p1
OG0003074	SCHMD05044	TCONS_00008081.p1
OG0003077	SCHMD16605, SCHMD02690	TCONS_00012670.p1
OG0003078	SCHMD23203	TCONS_00011470.p1
OG0003079	SCHMD21039, SCHMD16217	TCONS_00029793.p1
OG0003085	SCHMD12956	TCONS_00055899.p1
OG0003085	SCHMD16331, SCHMD28163, SCHMD28179	TCONS_00034701.p1, TCONS_00034698.p1, TCONS_00056482.p1, TCONS_00056499.p1, TCONS_00056497.p1, TCONS_00056481.p1
OG0003086	SCHMD08828	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1
OG0003101	SCHMD08248	TCONS_00017184.p1
OG0003107	SCHMD24066, SCHMD27003	TCONS_00007437.p1
OG0003109	SCHMD11746	TCONS_00014595.p1
OG0003110	SCHMD04241	TCONS_00021811.p1
OG0003111	SCHMD13595	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1
OG0003112	SCHMD21475, SCHMD20475	TCONS_00030053.p1
OG0003112	SCHMD20838	TCONS_00030052.p1
OG0003113	SCHMD02832, SCHMD29275	TCONS_00045475.p1
OG0003113	SCHMD11799	TCONS_00045447.p1, TCONS_00045473.p1
OG0003114	SCHMD14023, SCHMD11723, SCHMD15288	TCONS_00011587.p1
OG0003116	SCHMD08507	TCONS_00043730.p1
OG0003119	SCHMD29008, SCHMD21161	TCONS_00041056.p1
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	TCONS_00028552.p1
OG0003122	SCHMD20810, SCHMD20273	TCONS_00009581.p1
OG0003124	SCHMD00285, SCHMD25581	TCONS_00005423.p1
OG0003125	SCHMD07267	TCONS_00039975.p1
OG0003127	SCHMD11421	TCONS_00010397.p1
OG0003128	SCHMD19584	TCONS_00006238.p1
OG0003130	SCHMD04681	TCONS_00006397.p1
OG0003133	SCHMD01412	TCONS_00007944.p1
OG0003135	SCHMD19428, SCHMD16137	TCONS_00011843.p1
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	TCONS_00010930.p1
OG0003137	SCHMD07874	TCONS_00007039.p1
OG0003141	SCHMD00202	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1, TCONS_00050306.p1
OG0003144	SCHMD02154	TCONS_00000595.p1
OG0003147	SCHMD17526	TCONS_00026561.p1
OG0003148	SCHMD04778	TCONS_00011185.p1
OG0003150	SCHMD20966	TCONS_00021955.p1
OG0003151	SCHMD12480, SCHMD14456	TCONS_00020486.p1
OG0003152	SCHMD15231, SCHMD19429	TCONS_00013455.p1
OG0003153	SCHMD06720, SCHMD06721	TCONS_00007590.p1
OG0003155	SCHMD26491	TCONS_00014244.p1, TCONS_00014093.p1
OG0003156	SCHMD09588	TCONS_00002247.p1
OG0003157	SCHMD06691	TCONS_00043932.p1
OG0003160	SCHMD15101, SCHMD28838	TCONS_00026054.p1
OG0003161	SCHMD03472	TCONS_00011327.p1
OG0003162	SCHMD16228, SCHMD15451	TCONS_00011068.p1, TCONS_00011067.p1, TCONS_00011066.p1
OG0003163	SCHMD00903, SCHMD00907	TCONS_00029491.p1
OG0003164	SCHMD01405	TCONS_00044053.p1
OG0003165	SCHMD04066	TCONS_00002241.p1
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	TCONS_00006140.p1, TCONS_00006160.p1
OG0003169	SCHMD10405	TCONS_00053814.p1
OG0003171	SCHMD06378	TCONS_00037765.p1
OG0003172	SCHMD01375	TCONS_00004769.p1, TCONS_00057202.p1
OG0003173	SCHMD04311	TCONS_00005896.p1
OG0003178	SCHMD14461	TCONS_00012175.p1
OG0003180	SCHMD22560	TCONS_00006051.p1
OG0003181	SCHMD00970	TCONS_00012251.p1
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	TCONS_00007597.p1
OG0003184	SCHMD28841, SCHMD26100	TCONS_00031430.p1
OG0003188	SCHMD17519, SCHMD17520	TCONS_00027939.p1
OG0003189	SCHMD02678	TCONS_00001707.p1
OG0003191	SCHMD03926	TCONS_00003984.p1
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	TCONS_00022403.p1
OG0003195	SCHMD01797	TCONS_00012666.p1
OG0003196	SCHMD11447	TCONS_00007011.p1
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	TCONS_00021731.p1
OG0003198	SCHMD14276	TCONS_00052157.p1, TCONS_00052173.p1
OG0003199	SCHMD20498, SCHMD26450	TCONS_00054865.p1
OG0003202	SCHMD03218, SCHMD21658	TCONS_00030468.p1
OG0003203	SCHMD02943, SCHMD25430	TCONS_00033348.p1
OG0003206	SCHMD29612	TCONS_00042722.p1
OG0003207	SCHMD06863, SCHMD04604	TCONS_00043267.p1, TCONS_00030185.p1
OG0003210	SCHMD23858, SCHMD23874	TCONS_00014945.p1
OG0003212	SCHMD20324, SCHMD18634	TCONS_00038921.p1, TCONS_00005698.p1
OG0003214	SCHMD18471	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	SCHMD06939	TCONS_00004511.p1
OG0003217	SCHMD03371, SCHMD00338	TCONS_00053417.p1
OG0003218	SCHMD20285	TCONS_00022948.p1
OG0003219	SCHMD23356	TCONS_00043305.p1
OG0003220	SCHMD14282	TCONS_00000598.p1
OG0003221	SCHMD16909, SCHMD22653	TCONS_00018637.p1
OG0003222	SCHMD08631	TCONS_00008423.p1
OG0003223	SCHMD08068	TCONS_00008858.p1
OG0003226	SCHMD02518, SCHMD13794	TCONS_00037381.p1
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	TCONS_00010782.p1
OG0003229	SCHMD00545	TCONS_00054940.p1
OG0003230	SCHMD09623	TCONS_00027696.p1
OG0003235	SCHMD15802	TCONS_00049408.p1
OG0003238	SCHMD09383	TCONS_00019863.p1
OG0003250	SCHMD02359	TCONS_00046236.p1
OG0003251	SCHMD14392	TCONS_00007188.p1, TCONS_00007189.p1
OG0003252	SCHMD29319	TCONS_00003543.p1
OG0003253	SCHMD08495	TCONS_00029368.p1
OG0003254	SCHMD01611	TCONS_00010837.p1
OG0003255	SCHMD16797	TCONS_00020100.p1
OG0003257	SCHMD14887, SCHMD01601	TCONS_00010798.p1, TCONS_00010797.p1
OG0003258	SCHMD22229, SCHMD24400	TCONS_00051629.p1
OG0003260	SCHMD03972	TCONS_00054519.p1
OG0003263	SCHMD17464	TCONS_00013622.p1
OG0003264	SCHMD03771	TCONS_00046364.p2
OG0003265	SCHMD14800	TCONS_00049250.p1
OG0003267	SCHMD03991	TCONS_00031423.p1
OG0003268	SCHMD03636	TCONS_00008149.p1
OG0003269	SCHMD04531	TCONS_00013521.p1
OG0003270	SCHMD29657	TCONS_00049298.p1
OG0003273	SCHMD06523	TCONS_00009692.p1
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	TCONS_00020755.p1
OG0003277	SCHMD27731, SCHMD11904	TCONS_00049210.p1
OG0003279	SCHMD08045	TCONS_00041744.p1
OG0003281	SCHMD10092	TCONS_00021791.p1
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	TCONS_00049262.p1
OG0003284	SCHMD07514, SCHMD15662	TCONS_00002839.p1, TCONS_00002854.p1
OG0003286	SCHMD09721	TCONS_00013948.p1
OG0003287	SCHMD14605	TCONS_00057175.p1
OG0003288	SCHMD09311, SCHMD11762	TCONS_00043817.p1
OG0003289	SCHMD16616	TCONS_00044248.p1
OG0003290	SCHMD28476, SCHMD05994	TCONS_00015060.p1
OG0003291	SCHMD09949	TCONS_00005261.p1
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	TCONS_00019456.p1
OG0003296	SCHMD02838	TCONS_00006223.p1
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	TCONS_00013842.p1
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	TCONS_00003948.p1
OG0003301	SCHMD13976, SCHMD15564	TCONS_00056136.p1
OG0003302	SCHMD01831	TCONS_00030954.p1
OG0003303	SCHMD01441	TCONS_00010442.p1
OG0003305	SCHMD12414	TCONS_00045454.p1, TCONS_00045430.p1
OG0003306	SCHMD03757	TCONS_00048857.p1
OG0003307	SCHMD16433	TCONS_00031062.p1
OG0003308	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950	TCONS_00054644.p1
OG0003308	SCHMD26026, SCHMD27829, SCHMD25541	TCONS_00054628.p1
OG0003309	SCHMD01407	TCONS_00018873.p1
OG0003311	SCHMD10347	TCONS_00018844.p1
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	TCONS_00051522.p1
OG0003318	SCHMD12981, SCHMD18691	TCONS_00048242.p1
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	TCONS_00012971.p1
OG0003325	SCHMD09735	TCONS_00031296.p1, TCONS_00018365.p1
OG0003327	SCHMD05859	TCONS_00016375.p1
OG0003329	SCHMD18095	TCONS_00028898.p1
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	TCONS_00028960.p1
OG0003333	SCHMD20159, SCHMD28070	TCONS_00036252.p1
OG0003335	SCHMD19779	TCONS_00011485.p1
OG0003337	SCHMD01221, SCHMD01222	TCONS_00051325.p1, TCONS_00051418.p1
OG0003338	SCHMD07031	TCONS_00054607.p1
OG0003340	SCHMD08266	TCONS_00017094.p1
OG0003341	SCHMD00617	TCONS_00003609.p1
OG0003343	SCHMD22696	TCONS_00006521.p1
OG0003344	SCHMD12946, SCHMD01887	TCONS_00046687.p1
OG0003345	SCHMD29662	TCONS_00006815.p1
OG0003347	SCHMD05564, SCHMD05565, SCHMD05566	TCONS_00056116.p1
OG0003348	SCHMD11779	TCONS_00017611.p1, TCONS_00017647.p1
OG0003349	SCHMD04642, SCHMD00847	TCONS_00030123.p1
OG0003354	SCHMD00933	TCONS_00033398.p1, TCONS_00032835.p1
OG0003356	SCHMD07762	TCONS_00012900.p1, TCONS_00012899.p1
OG0003357	SCHMD05234	TCONS_00026252.p1
OG0003358	SCHMD00069	TCONS_00048237.p1
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	TCONS_00023445.p1, TCONS_00023479.p1
OG0003360	SCHMD04932	TCONS_00011165.p1
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	TCONS_00011047.p1
OG0003362	SCHMD06273, SCHMD06272	TCONS_00043774.p1
OG0003363	SCHMD14405, SCHMD03321	TCONS_00055673.p1
OG0003366	SCHMD14890	TCONS_00011117.p1
OG0003369	SCHMD01240	TCONS_00030861.p1
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1
OG0003370	SCHMD18452, SCHMD02876	TCONS_00044504.p1
OG0003372	SCHMD20234	TCONS_00053297.p1
OG0003373	SCHMD21509, SCHMD21699	TCONS_00037895.p1
OG0003374	SCHMD04840	TCONS_00054992.p1
OG0003375	SCHMD08102	TCONS_00029030.p1
OG0003378	SCHMD07045	TCONS_00023058.p1, TCONS_00023089.p1
OG0003380	SCHMD05800	TCONS_00006819.p1
OG0003381	SCHMD19752	TCONS_00024085.p1
OG0003382	SCHMD05894	TCONS_00023674.p1
OG0003384	SCHMD08925	TCONS_00027067.p1
OG0003385	SCHMD09120	TCONS_00020620.p1
OG0003386	SCHMD08232	TCONS_00052234.p1
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	TCONS_00030400.p1, TCONS_00030384.p1
OG0003392	SCHMD20046	TCONS_00014589.p1
OG0003419	SCHMD02792	TCONS_00040540.p1
OG0003421	SCHMD25644, SCHMD14414	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1, TCONS_00041936.p1
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	TCONS_00022982.p1
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	TCONS_00029551.p1
OG0003426	SCHMD11714	TCONS_00028995.p1
OG0003430	SCHMD03690	TCONS_00035290.p1
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	TCONS_00057200.p1
OG0003434	SCHMD05639, SCHMD06055	TCONS_00031599.p1
OG0003435	SCHMD22101, SCHMD18693	TCONS_00010051.p1
OG0003439	SCHMD00949	TCONS_00022916.p1
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	TCONS_00037790.p1
OG0003445	SCHMD02071	TCONS_00016588.p1, TCONS_00015497.p1
OG0003449	SCHMD07944, SCHMD00547, SCHMD24945, SCHMD06404	TCONS_00014387.p1
OG0003450	SCHMD01589	TCONS_00043348.p1, TCONS_00043337.p1
OG0003451	SCHMD08838	TCONS_00002411.p1
OG0003453	SCHMD09929	TCONS_00005573.p1
OG0003454	SCHMD10872, SCHMD17895	TCONS_00057051.p1
OG0003455	SCHMD27744, SCHMD09301	TCONS_00055264.p1
OG0003456	SCHMD08769	TCONS_00013273.p1
OG0003458	SCHMD20564	TCONS_00044748.p1, TCONS_00034693.p1, TCONS_00034755.p1
OG0003460	SCHMD01967, SCHMD01966	TCONS_00009899.p1
OG0003462	SCHMD28411	TCONS_00015415.p1
OG0003463	SCHMD00720, SCHMD00721	TCONS_00010682.p1, TCONS_00010685.p1
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	TCONS_00012311.p1
OG0003465	SCHMD04832	TCONS_00016466.p1
OG0003466	SCHMD14345	TCONS_00026627.p1
OG0003467	SCHMD08398	TCONS_00007054.p1
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	TCONS_00010320.p1
OG0003473	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137	TCONS_00018879.p1
OG0003475	SCHMD11005	TCONS_00001181.p1, TCONS_00001191.p1
OG0003476	SCHMD14696	TCONS_00048082.p1
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	TCONS_00046338.p1
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	TCONS_00009936.p1, TCONS_00009948.p1
OG0003479	SCHMD07504, SCHMD03144	TCONS_00047360.p1
OG0003480	SCHMD01806	TCONS_00007841.p1
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	TCONS_00031009.p1
OG0003484	SCHMD12754	TCONS_00032810.p1
OG0003486	SCHMD07957	TCONS_00001225.p1
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	TCONS_00026217.p1
OG0003488	SCHMD09112, SCHMD22268	TCONS_00046419.p1
OG0003489	SCHMD16345, SCHMD15586, SCHMD27620	TCONS_00017830.p1
OG0003490	SCHMD10202	TCONS_00004980.p1
OG0003491	SCHMD07566	TCONS_00022792.p1, TCONS_00022795.p1
OG0003492	SCHMD17580	TCONS_00031295.p1
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551, SCHMD21889, SCHMD26712, SCHMD21890	TCONS_00042095.p1
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	TCONS_00034974.p1
OG0003498	SCHMD19260	TCONS_00018101.p1
OG0003501	SCHMD02846	TCONS_00052580.p1
OG0003502	SCHMD05683	TCONS_00004748.p1
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	TCONS_00012915.p1
OG0003504	SCHMD16696, SCHMD18314	TCONS_00013392.p1
OG0003505	SCHMD08229, SCHMD08228	TCONS_00008629.p1, TCONS_00008628.p1
OG0003508	SCHMD00810	TCONS_00056773.p1
OG0003509	SCHMD12054	TCONS_00051123.p1
OG0003511	SCHMD10744	TCONS_00027853.p1
OG0003513	SCHMD25986, SCHMD27084	TCONS_00055574.p1
OG0003515	SCHMD16232, SCHMD28533	TCONS_00042609.p1
OG0003516	SCHMD28216	TCONS_00027677.p1
OG0003518	SCHMD05084	TCONS_00007976.p1
OG0003519	SCHMD04577	TCONS_00057255.p1
OG0003520	SCHMD04339	TCONS_00003471.p1
OG0003522	SCHMD02972	TCONS_00013623.p1
OG0003523	SCHMD11220	TCONS_00050093.p1
OG0003523	SCHMD11219	TCONS_00051275.p1
OG0003524	SCHMD06675	TCONS_00050096.p1
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	TCONS_00038685.p1, TCONS_00038686.p1
OG0003527	SCHMD19091, SCHMD14510	TCONS_00020851.p1
OG0003528	SCHMD21896, SCHMD26214	TCONS_00000892.p1, TCONS_00000893.p1
OG0003530	SCHMD08166	TCONS_00003662.p1
OG0003531	SCHMD02486	TCONS_00010091.p1
OG0003532	SCHMD04373	TCONS_00051905.p1
OG0003533	SCHMD29432, SCHMD23787	TCONS_00048487.p1
OG0003534	SCHMD19910	TCONS_00010648.p1
OG0003539	SCHMD18718, SCHMD20290	TCONS_00019206.p1
OG0003543	SCHMD01295, SCHMD04172	TCONS_00055790.p1
OG0003544	SCHMD22197, SCHMD21841	TCONS_00046341.p1
OG0003545	SCHMD18885, SCHMD15544	TCONS_00013272.p1
OG0003548	SCHMD25865, SCHMD23815	TCONS_00027368.p1
OG0003550	SCHMD01327	TCONS_00019051.p1
OG0003551	SCHMD07949	TCONS_00052907.p1
OG0003552	SCHMD10623, SCHMD08451	TCONS_00015339.p1
OG0003554	SCHMD11710, SCHMD08877	TCONS_00026112.p1
OG0003555	SCHMD03932	TCONS_00012957.p1
OG0003556	SCHMD03452	TCONS_00046619.p1
OG0003557	SCHMD08732	TCONS_00014687.p1
OG0003558	SCHMD04257	TCONS_00029710.p1
OG0003561	SCHMD07358	TCONS_00000395.p1
OG0003562	SCHMD00923	TCONS_00018209.p1
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	TCONS_00012912.p1
OG0003564	SCHMD19445, SCHMD14913	TCONS_00026983.p1
OG0003566	SCHMD26756, SCHMD15301	TCONS_00036670.p1, TCONS_00036691.p1
OG0003567	SCHMD15008, SCHMD04442	TCONS_00013825.p1
OG0003568	SCHMD15819	TCONS_00005329.p1
OG0003570	SCHMD08962	TCONS_00038273.p1, TCONS_00038298.p1
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	TCONS_00008075.p1
OG0003573	SCHMD03521	TCONS_00006509.p1
OG0003577	SCHMD10649	TCONS_00019459.p1
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	TCONS_00005625.p1
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	TCONS_00030567.p1
OG0003582	SCHMD12451, SCHMD16671	TCONS_00049811.p1
OG0003597	SCHMD07116	TCONS_00037741.p1
OG0003598	SCHMD21244	TCONS_00016130.p1
OG0003599	SCHMD21154	TCONS_00029425.p1
OG0003600	SCHMD02224	TCONS_00007927.p1
OG0003603	SCHMD02011	TCONS_00012634.p1
OG0003604	SCHMD03287	TCONS_00006087.p1
OG0003606	SCHMD17964, SCHMD15106	TCONS_00001243.p1
OG0003607	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541	TCONS_00009514.p1
OG0003610	SCHMD10025, SCHMD05007	TCONS_00018565.p1
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	TCONS_00026984.p1
OG0003612	SCHMD05840	TCONS_00054661.p1
OG0003613	SCHMD04176	TCONS_00037548.p1
OG0003615	SCHMD13214	TCONS_00054640.p1
OG0003617	SCHMD19266, SCHMD24604	TCONS_00023003.p1
OG0003618	SCHMD03820	TCONS_00044972.p1
OG0003619	SCHMD13518, SCHMD08597	TCONS_00043918.p1
OG0003620	SCHMD10079, SCHMD29362	TCONS_00027300.p1
OG0003621	SCHMD12479	TCONS_00001275.p1
OG0003622	SCHMD23632	TCONS_00009864.p1
OG0003624	SCHMD09570	TCONS_00047934.p1, TCONS_00047920.p1
OG0003625	SCHMD19163, SCHMD19678, SCHMD22465	TCONS_00017338.p1, TCONS_00017592.p1, TCONS_00018519.p1, TCONS_00016845.p1
OG0003626	SCHMD06623	TCONS_00002996.p1
OG0003627	SCHMD19934, SCHMD24898	TCONS_00021203.p1
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	TCONS_00006358.p1
OG0003631	SCHMD10913	TCONS_00043632.p1, TCONS_00043605.p1
OG0003632	SCHMD28869	TCONS_00051362.p1
OG0003635	SCHMD09927	TCONS_00043850.p1
OG0003636	SCHMD16813	TCONS_00011609.p1
OG0003638	SCHMD08904, SCHMD12994	TCONS_00003511.p1
OG0003639	SCHMD16338	TCONS_00005259.p1
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	TCONS_00004132.p1
