Orthogroup	SCHMD	ORYLA
OG0003025	SCHMD12824	ORYLA16836, ORYLA06771
OG0003026	SCHMD02853, SCHMD01047	ORYLA00734
OG0003027	SCHMD26555, SCHMD23346	ORYLA17665, ORYLA15116
OG0003028	SCHMD00803	ORYLA02137
OG0003029	SCHMD17380	ORYLA02221, ORYLA15312
OG0003030	SCHMD14026, SCHMD14334	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608
OG0003031	SCHMD01560	ORYLA16489, ORYLA08839
OG0003033	SCHMD17975	ORYLA09580
OG0003034	SCHMD06420	ORYLA00457, ORYLA04562, ORYLA04561
OG0003036	SCHMD00743, SCHMD00746, SCHMD00745	ORYLA06888, ORYLA13097
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	ORYLA03300, ORYLA05385
OG0003039	SCHMD24951	ORYLA02299
OG0003043	SCHMD01921	ORYLA13460
OG0003044	SCHMD18036	ORYLA04573
OG0003046	SCHMD02191, SCHMD02192	ORYLA15260, ORYLA06310
OG0003048	SCHMD04259	ORYLA15156, ORYLA08890
OG0003049	SCHMD02944	ORYLA17432, ORYLA12852, ORYLA06667
OG0003050	SCHMD05940	ORYLA00454, ORYLA19968
OG0003054	SCHMD07639	ORYLA12266, ORYLA09573
OG0003055	SCHMD02492, SCHMD02453	ORYLA07154, ORYLA12922, ORYLA13644
OG0003060	SCHMD03911	ORYLA16613, ORYLA06282, ORYLA13094
OG0003061	SCHMD13185, SCHMD19875	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382
OG0003063	SCHMD09452	ORYLA10950
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	ORYLA05920, ORYLA02018
OG0003066	SCHMD16401	ORYLA15142, ORYLA14035, ORYLA11126
OG0003067	SCHMD13476	ORYLA17416
OG0003072	SCHMD06901	ORYLA13683, ORYLA10914
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	ORYLA04415, ORYLA14154
OG0003074	SCHMD05044	ORYLA16081, ORYLA01721, ORYLA05339
OG0003077	SCHMD16605, SCHMD02690	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743
OG0003079	SCHMD21039, SCHMD16217	ORYLA14096, ORYLA06851, ORYLA13613
OG0003086	SCHMD08828	ORYLA08071
OG0003101	SCHMD08248	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863
OG0003106	SCHMD02719, SCHMD29463	ORYLA14898
OG0003107	SCHMD24066, SCHMD27003	ORYLA15014, ORYLA12389
OG0003109	SCHMD11746	ORYLA16315
OG0003110	SCHMD04241	ORYLA09478
OG0003111	SCHMD13595	ORYLA00857
OG0003112	SCHMD20838	ORYLA05183
OG0003113	SCHMD11799	ORYLA10065
OG0003114	SCHMD14023, SCHMD11723, SCHMD15288	ORYLA07363
OG0003116	SCHMD08507	ORYLA20434
OG0003119	SCHMD29008, SCHMD21161	ORYLA09125, ORYLA04168, ORYLA20444
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	ORYLA14892, ORYLA13008
OG0003122	SCHMD20810, SCHMD20273	ORYLA04700, ORYLA10184
OG0003124	SCHMD00285, SCHMD25581	ORYLA02774
OG0003126	SCHMD01239	ORYLA02613
OG0003127	SCHMD11421	ORYLA10091
OG0003128	SCHMD19584	ORYLA00377
OG0003130	SCHMD04681	ORYLA03739
OG0003133	SCHMD01412	ORYLA15165
OG0003135	SCHMD19428, SCHMD16137	ORYLA03082
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	ORYLA03448, ORYLA10254
OG0003141	SCHMD00202	ORYLA20129, ORYLA01871, ORYLA05831
OG0003144	SCHMD02154	ORYLA12539, ORYLA04082
OG0003147	SCHMD17526	ORYLA20499
OG0003148	SCHMD04778	ORYLA19776
OG0003150	SCHMD20966	ORYLA01440, ORYLA09448
OG0003151	SCHMD12480, SCHMD14456	ORYLA09212, ORYLA15558, ORYLA14255
OG0003152	SCHMD15231, SCHMD19429	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	SCHMD06720, SCHMD06721	ORYLA18339
OG0003157	SCHMD06691	ORYLA04495
OG0003158	SCHMD18825, SCHMD11523, SCHMD13092	ORYLA15706
OG0003160	SCHMD15101, SCHMD28838	ORYLA05070, ORYLA19915
OG0003161	SCHMD03472	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	SCHMD16228, SCHMD15451	ORYLA11824, ORYLA10738, ORYLA03513
OG0003164	SCHMD01405	ORYLA20487, ORYLA00816
OG0003165	SCHMD04066	ORYLA08595, ORYLA10561
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	ORYLA16879, ORYLA03605
OG0003169	SCHMD10405	ORYLA09698
OG0003171	SCHMD06378	ORYLA06807
OG0003172	SCHMD01375	ORYLA09854
OG0003178	SCHMD14461	ORYLA03270
OG0003180	SCHMD22560	ORYLA03985
OG0003181	SCHMD00970	ORYLA00243
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	ORYLA06751
OG0003188	SCHMD17520	ORYLA12586, ORYLA14947
OG0003189	SCHMD02678	ORYLA04108
OG0003191	SCHMD03926	ORYLA18538, ORYLA15754
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	ORYLA12245, ORYLA09712
OG0003195	SCHMD01797	ORYLA16742
OG0003196	SCHMD11447	ORYLA06022
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	ORYLA18639
OG0003199	SCHMD20498, SCHMD26450	ORYLA15714
OG0003202	SCHMD03218, SCHMD21658	ORYLA02354
OG0003203	SCHMD02943, SCHMD25430	ORYLA02126, ORYLA16448
OG0003206	SCHMD29612	ORYLA16318
OG0003207	SCHMD06863, SCHMD04604	ORYLA14484, ORYLA19094
OG0003210	SCHMD23858, SCHMD23874	ORYLA02461, ORYLA06655
OG0003212	SCHMD20324, SCHMD18634	ORYLA15489, ORYLA10940
OG0003213	SCHMD10626, SCHMD25655	ORYLA06531
OG0003214	SCHMD18471	ORYLA09799
OG0003215	SCHMD06939	ORYLA00108, ORYLA19619
OG0003217	SCHMD03371, SCHMD00338	ORYLA13146, ORYLA02509
OG0003218	SCHMD20285	ORYLA19022
OG0003220	SCHMD14282	ORYLA01985, ORYLA05947
OG0003221	SCHMD16909, SCHMD22653	ORYLA02164, ORYLA02047
OG0003222	SCHMD08631	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	SCHMD08068	ORYLA15511
OG0003226	SCHMD02518, SCHMD13794	ORYLA12048
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	ORYLA10708
OG0003229	SCHMD00545	ORYLA07923, ORYLA01487
OG0003230	SCHMD09623	ORYLA08114
OG0003231	SCHMD04328	ORYLA20228
OG0003235	SCHMD15802	ORYLA20268
OG0003238	SCHMD09383	ORYLA12178
OG0003250	SCHMD02359	ORYLA11719, ORYLA16208
OG0003251	SCHMD10064, SCHMD14392	ORYLA05486, ORYLA12659
OG0003253	SCHMD08495	ORYLA14109, ORYLA17719, ORYLA12706
OG0003254	SCHMD01611	ORYLA01055
OG0003255	SCHMD16797	ORYLA01639
OG0003257	SCHMD14887, SCHMD01601	ORYLA11994, ORYLA10700
OG0003258	SCHMD22229, SCHMD24400	ORYLA13111
OG0003260	SCHMD03972	ORYLA13208, ORYLA02958
OG0003262	SCHMD19208	ORYLA04363, ORYLA17978
OG0003264	SCHMD03771	ORYLA08989, ORYLA06289
OG0003265	SCHMD14800	ORYLA14054, ORYLA11239
OG0003267	SCHMD03991	ORYLA17915, ORYLA19756
OG0003268	SCHMD03636	ORYLA01958, ORYLA01959
OG0003269	SCHMD04531	ORYLA07800, ORYLA16726
OG0003273	SCHMD06523	ORYLA04340
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	ORYLA09029, ORYLA13943
OG0003277	SCHMD27731, SCHMD11904	ORYLA20336, ORYLA15828, ORYLA13998
OG0003279	SCHMD08045	ORYLA01238
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	ORYLA19093
OG0003284	SCHMD07514, SCHMD15662	ORYLA18705
OG0003286	SCHMD09721	ORYLA16774
OG0003287	SCHMD14605	ORYLA15508, ORYLA11362
OG0003288	SCHMD09311, SCHMD11762	ORYLA04254
OG0003289	SCHMD16616	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003291	SCHMD09949	ORYLA04004
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	ORYLA14350
OG0003296	SCHMD02838	ORYLA18095, ORYLA02301
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	ORYLA16817
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	ORYLA12913
OG0003301	SCHMD13976, SCHMD15564	ORYLA12501
OG0003302	SCHMD01831	ORYLA01208
OG0003303	SCHMD01441	ORYLA13616
OG0003305	SCHMD12414	ORYLA02939, ORYLA18010
OG0003306	SCHMD03757	ORYLA15915
OG0003308	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950	ORYLA02810, ORYLA10199
OG0003309	SCHMD01407	ORYLA09280, ORYLA20068, ORYLA08534
OG0003310	SCHMD07083	ORYLA19305
OG0003311	SCHMD07066, SCHMD10347	ORYLA01367, ORYLA08826, ORYLA06226
OG0003315	SCHMD25575	ORYLA05353, ORYLA05352
OG0003315	SCHMD08661	ORYLA05355
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	ORYLA06489
OG0003318	SCHMD12981	ORYLA14596, ORYLA15728
OG0003325	SCHMD09735	ORYLA08076, ORYLA04984
OG0003328	SCHMD28972	ORYLA06738
OG0003329	SCHMD18095, SCHMD22699	ORYLA17667, ORYLA02366
OG0003330	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183	ORYLA14948
OG0003335	SCHMD19779	ORYLA10536
OG0003337	SCHMD01222	ORYLA20124
OG0003338	SCHMD07031	ORYLA13363, ORYLA17314
OG0003340	SCHMD08266	ORYLA05123, ORYLA01941
OG0003341	SCHMD00617	ORYLA00218
OG0003343	SCHMD22696	ORYLA03249
OG0003344	SCHMD12946, SCHMD01887	ORYLA11978
OG0003347	SCHMD05565, SCHMD05566	ORYLA09885, ORYLA04679
OG0003349	SCHMD04642, SCHMD00847	ORYLA00427, ORYLA04988, ORYLA08086
OG0003354	SCHMD00933	ORYLA19460, ORYLA19459, ORYLA00204
OG0003356	SCHMD07762	ORYLA00555, ORYLA16745
OG0003357	SCHMD05234	ORYLA01325
OG0003358	SCHMD00069	ORYLA14258
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	ORYLA11531
OG0003360	SCHMD04932	ORYLA10113
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	ORYLA10105, ORYLA03006
OG0003366	SCHMD14890	ORYLA19482
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676	ORYLA02169, ORYLA05635
OG0003372	SCHMD20234	ORYLA13263, ORYLA19929
OG0003373	SCHMD21509, SCHMD21699	ORYLA11155, ORYLA15306
OG0003374	SCHMD04840	ORYLA05369
OG0003375	SCHMD08102	ORYLA17409
OG0003378	SCHMD07045	ORYLA16361, ORYLA12071
OG0003380	SCHMD05800	ORYLA02294, ORYLA17353
OG0003381	SCHMD19752	ORYLA10983, ORYLA12366
OG0003382	SCHMD05894	ORYLA06657, ORYLA06055
OG0003384	SCHMD08925	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	SCHMD09120	ORYLA16115
OG0003386	SCHMD08232	ORYLA06516, ORYLA12917
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	ORYLA19757, ORYLA04964
OG0003391	SCHMD15661, SCHMD24921, SCHMD27033	ORYLA10703
OG0003392	SCHMD20046	ORYLA00140, ORYLA00535
OG0003419	SCHMD02792	ORYLA07674
OG0003421	SCHMD25644, SCHMD14414	ORYLA20432
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	ORYLA11143
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	ORYLA19551, ORYLA19552
OG0003426	SCHMD11714	ORYLA01060
OG0003430	SCHMD03690	ORYLA04134, ORYLA05926
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	ORYLA13930, ORYLA13647
OG0003434	SCHMD05639, SCHMD06055	ORYLA08873
OG0003435	SCHMD22101, SCHMD18693	ORYLA11612, ORYLA10262
OG0003439	SCHMD00949	ORYLA08660
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	ORYLA08295, ORYLA10121
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	ORYLA12477, ORYLA15139
OG0003445	SCHMD02071	ORYLA02950
OG0003449	SCHMD06404	ORYLA08945
OG0003450	SCHMD01589	ORYLA06472
OG0003451	SCHMD08838	ORYLA09529
OG0003454	SCHMD10872, SCHMD17895	ORYLA16419, ORYLA05702, ORYLA07880
OG0003455	SCHMD27744, SCHMD09301	ORYLA15928
OG0003456	SCHMD08769	ORYLA16281
OG0003462	SCHMD28411	ORYLA16610
OG0003463	SCHMD00720, SCHMD00721	ORYLA18517, ORYLA11792, ORYLA03505
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	ORYLA07795
OG0003465	SCHMD04832	ORYLA17241
OG0003466	SCHMD14345	ORYLA08173, ORYLA02600, ORYLA01193
OG0003467	SCHMD08398	ORYLA02217
OG0003468	SCHMD28745, SCHMD18984	ORYLA10155
OG0003474	SCHMD18226	ORYLA11709
OG0003475	SCHMD11005	ORYLA09037
OG0003476	SCHMD14696	ORYLA10956
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	ORYLA05136
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	ORYLA10473
OG0003479	SCHMD07504, SCHMD03144	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	ORYLA05235
OG0003484	SCHMD18619, SCHMD27864, SCHMD25667	ORYLA02978, ORYLA12427
OG0003486	SCHMD07957	ORYLA11922
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	ORYLA01531
OG0003488	SCHMD09112, SCHMD22268	ORYLA09086
OG0003489	SCHMD27620	ORYLA10608, ORYLA05128
OG0003490	SCHMD10202	ORYLA09588
OG0003491	SCHMD07566	ORYLA01435, ORYLA03786, ORYLA08768
OG0003492	SCHMD17580	ORYLA19071
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551	ORYLA03579
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	ORYLA03780
OG0003498	SCHMD19260	ORYLA00351
OG0003501	SCHMD02847, SCHMD02846	ORYLA13017
OG0003502	SCHMD05683	ORYLA03987
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	ORYLA08311
OG0003504	SCHMD16696, SCHMD18314	ORYLA00809
OG0003505	SCHMD08229, SCHMD08228	ORYLA15188
OG0003508	SCHMD00810	ORYLA09159, ORYLA06715, ORYLA09838
OG0003509	SCHMD12054	ORYLA07419
OG0003510	SCHMD06295	ORYLA05653, ORYLA02192, ORYLA12402
OG0003511	SCHMD10744	ORYLA17668
OG0003513	SCHMD25986, SCHMD27084	ORYLA19681, ORYLA05692
OG0003515	SCHMD16232, SCHMD28533	ORYLA00165
OG0003518	SCHMD05084	ORYLA02219
OG0003519	SCHMD04577	ORYLA06032
OG0003520	SCHMD04339	ORYLA10150
OG0003522	SCHMD02972	ORYLA11321, ORYLA10376
OG0003523	SCHMD11220, SCHMD11219	ORYLA06822
OG0003524	SCHMD06675	ORYLA14492
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	ORYLA06258
OG0003527	SCHMD19091, SCHMD14510	ORYLA03109
OG0003528	SCHMD21896, SCHMD26214	ORYLA09598
OG0003530	SCHMD08166	ORYLA08384, ORYLA09655
OG0003531	SCHMD02486	ORYLA10765, ORYLA01076
OG0003532	SCHMD04373	ORYLA09550
OG0003533	SCHMD29432, SCHMD23787	ORYLA20154
OG0003534	SCHMD19910	ORYLA04728
OG0003539	SCHMD18718, SCHMD20290	ORYLA00317
OG0003543	SCHMD01295, SCHMD04172	ORYLA17038, ORYLA06025
OG0003544	SCHMD22197, SCHMD21841	ORYLA05956
OG0003545	SCHMD18885, SCHMD15544	ORYLA16290, ORYLA00780, ORYLA16888
OG0003548	SCHMD25865, SCHMD23815	ORYLA07339, ORYLA19601
OG0003550	SCHMD01327	ORYLA06826, ORYLA09869
OG0003551	SCHMD07949	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	SCHMD10623, SCHMD08451	ORYLA06559, ORYLA12973
OG0003554	SCHMD11710, SCHMD08877	ORYLA02272, ORYLA04649
OG0003555	SCHMD03932	ORYLA08290
OG0003556	SCHMD03452	ORYLA11308, ORYLA15858, ORYLA16060
OG0003557	SCHMD08732	ORYLA17940, ORYLA05103
OG0003558	SCHMD04257	ORYLA12673
OG0003561	SCHMD07358	ORYLA11603, ORYLA09116
OG0003562	SCHMD00923	ORYLA16057, ORYLA05508
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	ORYLA08166
OG0003564	SCHMD19445, SCHMD14913	ORYLA02602, ORYLA17999, ORYLA01509
OG0003566	SCHMD26756, SCHMD15301	ORYLA12377
OG0003567	SCHMD15008, SCHMD04442	ORYLA16922
OG0003568	SCHMD15819	ORYLA17899
OG0003570	SCHMD08962	ORYLA06235, ORYLA06236
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	ORYLA05684, ORYLA15032
OG0003573	SCHMD03521	ORYLA18884
OG0003577	SCHMD10649	ORYLA05673
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	ORYLA07706
OG0003582	SCHMD12451, SCHMD16671	ORYLA13955
OG0003585	SCHMD02146	ORYLA11777, ORYLA05515, ORYLA06296, ORYLA15519, ORYLA16072
OG0003587	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719	ORYLA19429
OG0003598	SCHMD21244	ORYLA13193, ORYLA02886
OG0003599	SCHMD21154	ORYLA07506
OG0003600	SCHMD02224	ORYLA20278
OG0003604	SCHMD03287	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897
OG0003607	SCHMD18996, SCHMD19067	ORYLA08341
OG0003610	SCHMD10025, SCHMD05007	ORYLA11705
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	ORYLA01222
OG0003612	SCHMD05840	ORYLA05697
OG0003613	SCHMD04176	ORYLA14322, ORYLA13861
OG0003615	SCHMD13214	ORYLA07166
OG0003617	SCHMD19266, SCHMD24604, SCHMD19682	ORYLA20096
OG0003618	SCHMD03820	ORYLA09085
OG0003619	SCHMD13518, SCHMD08597	ORYLA00995
OG0003620	SCHMD10079, SCHMD29362	ORYLA16131
OG0003622	SCHMD21579, SCHMD21578, SCHMD23632	ORYLA11687
OG0003624	SCHMD09571, SCHMD22651	ORYLA13908
OG0003626	SCHMD06623	ORYLA06029
OG0003627	SCHMD19934, SCHMD24898	ORYLA12845, ORYLA04550
OG0003629	SCHMD03651	ORYLA03343
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	ORYLA07936
OG0003631	SCHMD10913	ORYLA18266
OG0003632	SCHMD28869	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834
OG0003635	SCHMD09927	ORYLA01451
OG0003636	SCHMD16813	ORYLA05265
OG0003638	SCHMD08904, SCHMD12994	ORYLA11662
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	ORYLA16900, ORYLA07985, ORYLA08704
OG0003644	SCHMD03638	ORYLA19217, ORYLA19218
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	ORYLA12425
OG0003647	SCHMD03661, SCHMD03659	ORYLA18090, ORYLA02365
OG0003649	SCHMD11461	ORYLA12909
OG0003651	SCHMD19273, SCHMD24605	ORYLA15506
OG0003652	SCHMD11274	ORYLA04563, ORYLA03095
OG0003653	SCHMD17511, SCHMD11246	ORYLA01638, ORYLA07485
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	ORYLA09093
OG0003655	SCHMD09541	ORYLA11608, ORYLA09516
OG0003657	SCHMD25752, SCHMD28011	ORYLA04683, ORYLA09891
OG0003658	SCHMD29667	ORYLA01831
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	ORYLA19260
OG0003659	SCHMD11909, SCHMD17602, SCHMD12731	ORYLA13374
OG0003661	SCHMD11070	ORYLA13934
OG0003666	SCHMD02137	ORYLA02489, ORYLA13220, ORYLA06808
OG0003668	SCHMD16966	ORYLA12159, ORYLA14882
OG0003669	SCHMD19438	ORYLA00310
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	ORYLA19913, ORYLA05071, ORYLA03950
OG0003672	SCHMD06465, SCHMD13496	ORYLA07781
OG0003674	SCHMD19493, SCHMD21241	ORYLA00233
OG0003675	SCHMD10344, SCHMD10343	ORYLA05527
OG0003676	SCHMD09933	ORYLA18000
OG0003678	SCHMD18909	ORYLA19111, ORYLA18850
OG0003679	SCHMD14973	ORYLA09435, ORYLA09221
OG0003682	SCHMD00097	ORYLA05336, ORYLA11752
OG0003683	SCHMD08791	ORYLA02323
OG0003685	SCHMD02813	ORYLA17287, ORYLA17288, ORYLA12611
OG0003687	SCHMD06543	ORYLA16099, ORYLA09689
OG0003688	SCHMD02218	ORYLA15391
OG0003692	SCHMD07452	ORYLA17765, ORYLA17766
OG0003694	SCHMD01774	ORYLA05766
OG0003695	SCHMD02002	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	SCHMD10456, SCHMD19979	ORYLA14696
OG0003698	SCHMD04070, SCHMD04069	ORYLA05043, ORYLA17728
OG0003701	SCHMD15850	ORYLA09740
OG0003703	SCHMD03850	ORYLA07914, ORYLA19118, ORYLA07915
OG0003705	SCHMD16984	ORYLA01951
OG0003706	SCHMD03464, SCHMD03465	ORYLA06085
OG0003707	SCHMD01318, SCHMD20493	ORYLA17496
OG0003708	SCHMD13127	ORYLA10235
OG0003710	SCHMD01072	ORYLA04163, ORYLA08822
OG0003712	SCHMD07204, SCHMD01556	ORYLA16996, ORYLA19025
OG0003713	SCHMD09387	ORYLA13219, ORYLA06802
OG0003716	SCHMD16362	ORYLA13136
OG0003717	SCHMD02266	ORYLA02048
OG0003718	SCHMD19427, SCHMD27978	ORYLA08634
OG0003720	SCHMD23149, SCHMD11812	ORYLA06376, ORYLA01596
OG0003721	SCHMD06738	ORYLA10476, ORYLA01061
OG0003722	SCHMD13809	ORYLA06277, ORYLA02448
OG0003724	SCHMD11616	ORYLA20221
OG0003725	SCHMD27474, SCHMD20596	ORYLA13642, ORYLA17118
OG0003726	SCHMD25016	ORYLA05127
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	ORYLA08395
OG0003731	SCHMD22514	ORYLA00028
OG0003732	SCHMD03760	ORYLA09566
OG0003734	SCHMD00609	ORYLA02449
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	ORYLA15256
OG0003737	SCHMD26875, SCHMD23789	ORYLA18023, ORYLA13650
OG0003739	SCHMD03999	ORYLA10021
OG0003740	SCHMD13948, SCHMD17686	ORYLA14622
OG0003741	SCHMD28597, SCHMD28496	ORYLA06173
OG0003742	SCHMD03803	ORYLA06086, ORYLA02085, ORYLA16192
OG0003743	SCHMD05330, SCHMD03268	ORYLA02655, ORYLA17586
OG0003744	SCHMD04258	ORYLA15613, ORYLA13913
OG0003746	SCHMD20571	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028
OG0003749	SCHMD12963	ORYLA15075, ORYLA11168
OG0003750	SCHMD10740, SCHMD21692	ORYLA15854
OG0003751	SCHMD29178, SCHMD29232	ORYLA12972
OG0003755	SCHMD24630	ORYLA03647, ORYLA04416
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	ORYLA15160
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	ORYLA03079
OG0003758	SCHMD10568	ORYLA15779
OG0003759	SCHMD02168	ORYLA16410, ORYLA01905, ORYLA01906
OG0003763	SCHMD15410	ORYLA04822
OG0003764	SCHMD03437	ORYLA16406
OG0003766	SCHMD22112, SCHMD16522	ORYLA14216
OG0003767	SCHMD06286	ORYLA05360
OG0003771	SCHMD05134	ORYLA19264, ORYLA17030
OG0003776	SCHMD01854	ORYLA18575
OG0003777	SCHMD09329, SCHMD03918	ORYLA09626, ORYLA20067
OG0003778	SCHMD06996	ORYLA11149, ORYLA15322
OG0003779	SCHMD15868, SCHMD25797	ORYLA16409
OG0003794	SCHMD05999	ORYLA16150, ORYLA01739, ORYLA20381, ORYLA15350, ORYLA12748
OG0003795	SCHMD22731	ORYLA20210
OG0003798	SCHMD13971, SCHMD04164	ORYLA19738, ORYLA13919
OG0003803	SCHMD27722, SCHMD27442	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	SCHMD21156	ORYLA16763
OG0003808	SCHMD27875, SCHMD11284	ORYLA01934
OG0003811	SCHMD22928, SCHMD13669	ORYLA12803
OG0003812	SCHMD04985	ORYLA19278
OG0003813	SCHMD01244	ORYLA18042, ORYLA17950
OG0003817	SCHMD04758	ORYLA06447
OG0003818	SCHMD10822, SCHMD17278	ORYLA04078
OG0003821	SCHMD10138	ORYLA13685, ORYLA15681, ORYLA13807
OG0003826	SCHMD20348	ORYLA04385
OG0003828	SCHMD01189, SCHMD27415	ORYLA02923
OG0003831	SCHMD17115	ORYLA00352
OG0003833	SCHMD28965	ORYLA08551
OG0003834	SCHMD01451	ORYLA06974, ORYLA12844, ORYLA15270
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	ORYLA16787
OG0003838	SCHMD05207	ORYLA09504, ORYLA00494
OG0003839	SCHMD05702, SCHMD10139	ORYLA06804
OG0003840	SCHMD12844, SCHMD26426	ORYLA19338
OG0003841	SCHMD14946	ORYLA02082
OG0003844	SCHMD09963	ORYLA00410
OG0003845	SCHMD00835	ORYLA04421
OG0003846	SCHMD06517	ORYLA04676
OG0003849	SCHMD10843	ORYLA14884, ORYLA02815, ORYLA12162
OG0003850	SCHMD24952, SCHMD16801	ORYLA05996
OG0003852	SCHMD13486	ORYLA12702
OG0003853	SCHMD14514, SCHMD07343	ORYLA18272
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	ORYLA17087
OG0003857	SCHMD05301	ORYLA19469, ORYLA19468
OG0003863	SCHMD02612	ORYLA04629, ORYLA17758
OG0003865	SCHMD10111	ORYLA09778, ORYLA13923, ORYLA15980
OG0003866	SCHMD07937, SCHMD00211	ORYLA08827
