Orthogroup	SCHMD	APOSC_ok
OG0003479	SCHMD07504, SCHMD03144	APOSC_11579
OG0003480	SCHMD01806	APOSC_22791, APOSC_22792
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	APOSC_24644
OG0003484	SCHMD12754	APOSC_13180
OG0003486	SCHMD07957	APOSC_15150
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	APOSC_24508
OG0003488	SCHMD09112, SCHMD22268	APOSC_07632
OG0003489	SCHMD27620	APOSC_01163
OG0003490	SCHMD10202	APOSC_17078
OG0003491	SCHMD07566	APOSC_27592
OG0003492	SCHMD17580	APOSC_12490
OG0003496	SCHMD24551	APOSC_16107
OG0003496	SCHMD26712, SCHMD21890	APOSC_17155
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	APOSC_06959
OG0003498	SCHMD19260	APOSC_07920
OG0003501	SCHMD02846	APOSC_23234
OG0003502	SCHMD05683	APOSC_18703
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	APOSC_02298
OG0003504	SCHMD16696, SCHMD18314	APOSC_12706
OG0003505	SCHMD08229, SCHMD08228	APOSC_27791
OG0003508	SCHMD00810	APOSC_16687
OG0003509	SCHMD12054	APOSC_01600
OG0003511	SCHMD10744	APOSC_17361
OG0003513	SCHMD25986, SCHMD27084	APOSC_23790
OG0003515	SCHMD16232, SCHMD28533	APOSC_28363
OG0003516	SCHMD28216	APOSC_07258
OG0003518	SCHMD05084	APOSC_13189
OG0003519	SCHMD04577	APOSC_26019, APOSC_26017, APOSC_26018
OG0003520	SCHMD04339	APOSC_27298, APOSC_09597
OG0003522	SCHMD02972	APOSC_15737
OG0003523	SCHMD11219	APOSC_24945
OG0003524	SCHMD06675	APOSC_25697
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	APOSC_00186, APOSC_13006
OG0003527	SCHMD19091, SCHMD14510	APOSC_10538, APOSC_10539
OG0003528	SCHMD21896, SCHMD26214	APOSC_25058
OG0003530	SCHMD08166	APOSC_01811
OG0003531	SCHMD02486	APOSC_06749
OG0003532	SCHMD04373	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700
OG0003533	SCHMD29432, SCHMD23787	APOSC_20660
OG0003534	SCHMD19910	APOSC_16413
OG0003539	SCHMD18718, SCHMD20290	APOSC_28124, APOSC_28123
OG0003543	SCHMD01295, SCHMD04172	APOSC_20594
OG0003544	SCHMD22197, SCHMD21841	APOSC_15667
OG0003545	SCHMD18885, SCHMD15544	APOSC_01423
OG0003548	SCHMD25865, SCHMD23815	APOSC_05144
OG0003550	SCHMD01327	APOSC_23937
OG0003551	SCHMD07949	APOSC_24999
OG0003552	SCHMD10623, SCHMD08451	APOSC_13079
OG0003554	SCHMD11710, SCHMD08877	APOSC_07264
OG0003556	SCHMD03452	APOSC_16589
OG0003557	SCHMD08732	APOSC_02465
OG0003558	SCHMD04257	APOSC_07078
OG0003561	SCHMD07358	APOSC_05634, APOSC_05633
OG0003562	SCHMD00923	APOSC_04504
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	APOSC_21769
OG0003564	SCHMD19445, SCHMD14913	APOSC_26128
OG0003566	SCHMD26756, SCHMD15301	APOSC_14118
OG0003567	SCHMD15008, SCHMD04442	APOSC_27651
OG0003568	SCHMD15819	APOSC_24669
OG0003570	SCHMD08962	APOSC_11684
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	APOSC_19334
OG0003573	SCHMD03521	APOSC_22721
OG0003577	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649	APOSC_13313
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	APOSC_25298, APOSC_25297, APOSC_25299
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	APOSC_20893
OG0003582	SCHMD12451, SCHMD16671	APOSC_10258
OG0003597	SCHMD07116	APOSC_28836
OG0003598	SCHMD21244	APOSC_04757
OG0003599	SCHMD21154	APOSC_02977
OG0003600	SCHMD02224	APOSC_08059
OG0003603	SCHMD02011	APOSC_26660
OG0003604	SCHMD03287	APOSC_19879
OG0003606	SCHMD17964, SCHMD15106	APOSC_24339, APOSC_23931
OG0003607	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541	APOSC_08230
OG0003610	SCHMD10025, SCHMD05007	APOSC_06489
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	APOSC_27392
OG0003612	SCHMD05840	APOSC_26359
OG0003613	SCHMD04176	APOSC_02881
OG0003615	SCHMD13214	APOSC_11360
OG0003617	SCHMD19266, SCHMD24604	APOSC_11452
OG0003618	SCHMD03820	APOSC_27107
OG0003619	SCHMD13518, SCHMD08597	APOSC_04035, APOSC_04036
OG0003620	SCHMD10079, SCHMD29362	APOSC_04440
OG0003621	SCHMD12479	APOSC_23124, APOSC_23123
OG0003622	SCHMD23632	APOSC_16583
OG0003624	SCHMD09570	APOSC_08169
OG0003625	SCHMD13173, SCHMD19163, SCHMD19678, SCHMD22465	APOSC_21607
OG0003626	SCHMD06623	APOSC_07159
OG0003627	SCHMD19934, SCHMD24898	APOSC_10236
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	APOSC_17756, APOSC_17755, APOSC_17757
OG0003631	SCHMD10913	APOSC_17097
OG0003632	SCHMD28869	APOSC_29018, APOSC_16472, APOSC_27508
OG0003635	SCHMD09927	APOSC_21380
OG0003636	SCHMD16813	APOSC_19330
OG0003638	SCHMD08904, SCHMD12994	APOSC_04672
OG0003639	SCHMD20935, SCHMD20934	APOSC_03331
OG0003639	SCHMD16338	APOSC_03330
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	APOSC_20632
OG0003644	SCHMD03638	APOSC_13766
OG0003647	SCHMD03661, SCHMD03659	APOSC_23544, APOSC_13796
OG0003649	SCHMD11461	APOSC_04280
OG0003651	SCHMD19273, SCHMD24605	APOSC_22893
OG0003652	SCHMD11274	APOSC_11361
OG0003653	SCHMD17511, SCHMD11246	APOSC_06361
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	APOSC_10366
OG0003655	SCHMD09541	APOSC_11993
OG0003657	SCHMD25752, SCHMD28011	APOSC_24280
OG0003658	SCHMD16613, SCHMD29667	APOSC_03798
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	APOSC_18860
OG0003661	SCHMD05074, SCHMD11069	APOSC_25047, APOSC_25048
OG0003666	SCHMD02137	APOSC_05812
OG0003668	SCHMD16966	APOSC_25254
OG0003669	SCHMD19438	APOSC_15477
OG0003670	SCHMD27614, SCHMD13168	APOSC_24735
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	APOSC_08142
OG0003672	SCHMD06465, SCHMD13496	APOSC_19065
OG0003674	SCHMD19493, SCHMD21241	APOSC_28516, APOSC_28518
OG0003674	SCHMD21242	APOSC_28517
OG0003675	SCHMD10343	APOSC_28034
OG0003676	SCHMD09933	APOSC_19440
OG0003678	SCHMD18909	APOSC_24849
OG0003679	SCHMD14973	APOSC_05717
OG0003682	SCHMD00097	APOSC_08734, APOSC_08733
OG0003683	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791	APOSC_17206
OG0003685	SCHMD02813	APOSC_09627
OG0003687	SCHMD06543	APOSC_02961
OG0003688	SCHMD02218	APOSC_12988, APOSC_12989
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	APOSC_12760
OG0003692	SCHMD07452	APOSC_29035
OG0003694	SCHMD01774	APOSC_22584, APOSC_22583
OG0003695	SCHMD02002	APOSC_04824
OG0003696	SCHMD10456, SCHMD19979	APOSC_01727
OG0003698	SCHMD04070	APOSC_02793
OG0003698	SCHMD04069	APOSC_02794
OG0003699	SCHMD25089, SCHMD23737	APOSC_11615
OG0003701	SCHMD15850	APOSC_12893
OG0003703	SCHMD03850	APOSC_27805
OG0003705	SCHMD16984	APOSC_05948
OG0003706	SCHMD03464, SCHMD03465	APOSC_20014
OG0003707	SCHMD10936	APOSC_04920
OG0003708	SCHMD13127	APOSC_15736
OG0003710	SCHMD01072	APOSC_14492, APOSC_14493
OG0003712	SCHMD01556	APOSC_02385
OG0003713	SCHMD09387	APOSC_27942
OG0003716	SCHMD16362	APOSC_21311
OG0003717	SCHMD02266	APOSC_07881
OG0003718	SCHMD19427, SCHMD27978	APOSC_00053, APOSC_06836
OG0003720	SCHMD23149, SCHMD11812	APOSC_08724
OG0003721	SCHMD06738	APOSC_17333
OG0003722	SCHMD13809	APOSC_05010
OG0003724	SCHMD11616	APOSC_21114
OG0003724	SCHMD11615	APOSC_21113
OG0003725	SCHMD27474, SCHMD20596	APOSC_21258
OG0003726	SCHMD25016	APOSC_23965, APOSC_27271
OG0003728	SCHMD02160	APOSC_04359
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	APOSC_17222
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	APOSC_26661
OG0003731	SCHMD22514	APOSC_22671
OG0003732	SCHMD03758	APOSC_11995, APOSC_09876
OG0003734	SCHMD00609	APOSC_26658, APOSC_13258, APOSC_04893
OG0003735	SCHMD00315	APOSC_09644
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	APOSC_13821
OG0003737	SCHMD26875, SCHMD23789	APOSC_02922
OG0003739	SCHMD03999	APOSC_28370
OG0003740	SCHMD13948, SCHMD17686	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112
OG0003741	SCHMD28597, SCHMD28496	APOSC_01091, APOSC_01092
OG0003742	SCHMD03803	APOSC_22045
OG0003743	SCHMD05330, SCHMD03268	APOSC_27109
OG0003744	SCHMD04258	APOSC_22292, APOSC_22293
OG0003746	SCHMD20571	APOSC_24125
OG0003747	SCHMD25018, SCHMD26084, SCHMD17880	APOSC_04812
OG0003749	SCHMD12963, SCHMD26791	APOSC_00198
OG0003750	SCHMD10740, SCHMD21692	APOSC_11143
OG0003751	SCHMD29178, SCHMD29232	APOSC_05399
OG0003753	SCHMD05736	APOSC_19185
OG0003755	SCHMD24630	APOSC_08866
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	APOSC_14136, APOSC_14135
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	APOSC_05657, APOSC_05656
OG0003758	SCHMD10568	APOSC_02734
OG0003759	SCHMD02168	APOSC_17081
OG0003764	SCHMD03437	APOSC_01401
OG0003766	SCHMD22112, SCHMD16522	APOSC_09732, APOSC_21164
OG0003767	SCHMD06286	APOSC_23704, APOSC_02560
OG0003771	SCHMD05134	APOSC_21005
OG0003774	SCHMD05085	APOSC_22378
OG0003775	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376	APOSC_03883
OG0003776	SCHMD01854	APOSC_27686, APOSC_02987, APOSC_01377
OG0003777	SCHMD09329, SCHMD03918	APOSC_05890
OG0003778	SCHMD06996	APOSC_25204
OG0003779	SCHMD15868, SCHMD25797	APOSC_23333, APOSC_23332
OG0003795	SCHMD22731	APOSC_01022
OG0003798	SCHMD13971, SCHMD04164	APOSC_08296
OG0003803	SCHMD27722, SCHMD27442	APOSC_17027
OG0003806	SCHMD21156	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759
OG0003807	SCHMD00742	APOSC_11279
OG0003808	SCHMD27875, SCHMD11284	APOSC_06171, APOSC_06172
OG0003811	SCHMD22928, SCHMD13669	APOSC_28788, APOSC_28789
OG0003812	SCHMD04985	APOSC_18903
OG0003813	SCHMD01244	APOSC_14390
OG0003815	SCHMD27290	APOSC_20817
OG0003818	SCHMD10822, SCHMD17278	APOSC_12257
OG0003821	SCHMD10138	APOSC_20352
OG0003825	SCHMD05990	APOSC_18536
OG0003826	SCHMD20348	APOSC_17419
OG0003827	SCHMD03936	APOSC_07833
OG0003828	SCHMD01189, SCHMD27415	APOSC_14010
OG0003831	SCHMD17115	APOSC_18338, APOSC_25951, APOSC_17003
OG0003833	SCHMD28965	APOSC_14015, APOSC_26614
OG0003834	SCHMD01451	APOSC_25052
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	APOSC_12128
OG0003838	SCHMD05207	APOSC_00842
OG0003839	SCHMD05702, SCHMD10139	APOSC_26720
OG0003841	SCHMD14946	APOSC_15694
OG0003843	SCHMD16158	APOSC_17245
OG0003843	SCHMD16160	APOSC_07122
OG0003844	SCHMD09963	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569
OG0003845	SCHMD00835	APOSC_23847
OG0003846	SCHMD06517	APOSC_01229
OG0003849	SCHMD10843	APOSC_02184
OG0003850	SCHMD24952, SCHMD16801	APOSC_06463
OG0003853	SCHMD14514, SCHMD07343	APOSC_04073
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472
OG0003857	SCHMD05301	APOSC_04358
OG0003860	SCHMD27051	APOSC_20475
OG0003863	SCHMD02612	APOSC_19667
OG0003865	SCHMD10111	APOSC_28988
OG0003866	SCHMD07937, SCHMD00211	APOSC_22466
OG0003868	SCHMD15677	APOSC_27663
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	APOSC_00347, APOSC_00348
OG0003871	SCHMD01263	APOSC_11807
OG0003872	SCHMD13742, SCHMD13511	APOSC_02701
OG0003875	SCHMD07244	APOSC_05969
OG0003876	SCHMD06770	APOSC_09137
OG0003877	SCHMD08239	APOSC_00794, APOSC_00795, APOSC_00278
OG0003878	SCHMD04321	APOSC_09689
OG0003879	SCHMD21707, SCHMD18365	APOSC_27983
OG0003879	SCHMD18366	APOSC_26925
OG0003881	SCHMD06054, SCHMD03369	APOSC_23136
OG0003882	SCHMD13622	APOSC_23637
OG0003883	SCHMD24582	APOSC_26942
OG0003884	SCHMD04417	APOSC_05090
OG0003885	SCHMD09959	APOSC_18039
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	APOSC_23174
OG0003887	SCHMD20058, SCHMD18207	APOSC_03357
OG0003888	SCHMD05192	APOSC_24599
OG0003889	SCHMD21799	APOSC_27027
OG0003892	SCHMD07588	APOSC_27794, APOSC_27793
OG0003894	SCHMD11863	APOSC_10489, APOSC_10490, APOSC_19937
OG0003896	SCHMD28716	APOSC_25208
OG0003897	SCHMD20071	APOSC_21763
OG0003897	SCHMD20603	APOSC_21762
OG0003904	SCHMD00688	APOSC_15257
OG0003906	SCHMD03168	APOSC_08587
OG0003910	SCHMD16210, SCHMD14670	APOSC_21565
OG0003911	SCHMD20892	APOSC_27900, APOSC_05120
OG0003912	SCHMD04955	APOSC_15763, APOSC_28939
OG0003914	SCHMD00070	APOSC_04314
OG0003916	SCHMD05573	APOSC_10822
OG0003917	SCHMD02873	APOSC_06187
OG0003918	SCHMD00222	APOSC_02265
OG0003919	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561	APOSC_15353
OG0003920	SCHMD03027	APOSC_10746
OG0003921	SCHMD06689	APOSC_12515, APOSC_12516
OG0003923	SCHMD25596, SCHMD09715	APOSC_27950
OG0003925	SCHMD25912, SCHMD09602	APOSC_07611
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	APOSC_26826
OG0003929	SCHMD28985, SCHMD28887, SCHMD11401, SCHMD06539	APOSC_06476
OG0003930	SCHMD03275	APOSC_13770, APOSC_13771
OG0003931	SCHMD03615	APOSC_13164, APOSC_13163, APOSC_13162
OG0003933	SCHMD23983	APOSC_18503
OG0003934	SCHMD00793	APOSC_16202
OG0003936	SCHMD01877	APOSC_20913, APOSC_20914
OG0003938	SCHMD19197	APOSC_18586, APOSC_24798, APOSC_19288, APOSC_22355, APOSC_08270, APOSC_24799
OG0003939	SCHMD05579	APOSC_20627
OG0003941	SCHMD07685	APOSC_23683
OG0003944	SCHMD10666	APOSC_04799
OG0003945	SCHMD04737	APOSC_03054
OG0003946	SCHMD19360, SCHMD00465	APOSC_04056
OG0003947	SCHMD06484	APOSC_09900
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	APOSC_26777, APOSC_26776
OG0003951	SCHMD04397	APOSC_02492
OG0003953	SCHMD22038	APOSC_22656
OG0003954	SCHMD06088	APOSC_02411, APOSC_02412, APOSC_02413
OG0003955	SCHMD06589	APOSC_20455
OG0003956	SCHMD07488	APOSC_17278, APOSC_17277, APOSC_19023
OG0003958	SCHMD13631, SCHMD28091	APOSC_22790
OG0003961	SCHMD04675	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	APOSC_27311, APOSC_04938, APOSC_21685
OG0003968	SCHMD20971, SCHMD24367	APOSC_18591
OG0003969	SCHMD08592	APOSC_28380
OG0003970	SCHMD00447, SCHMD26048, SCHMD24404, SCHMD05455	APOSC_03630, APOSC_20767, APOSC_12019
OG0003972	SCHMD13668	APOSC_12719
OG0003973	SCHMD06454	APOSC_26122
OG0004000	SCHMD05012	APOSC_16851, APOSC_16850
OG0004004	SCHMD03887, SCHMD03888	APOSC_12248
OG0004007	SCHMD27653	APOSC_15413
OG0004009	SCHMD12539	APOSC_06993
OG0004010	SCHMD12662	APOSC_26377
OG0004010	SCHMD11857	APOSC_29079
OG0004012	SCHMD08012, SCHMD16333	APOSC_16235
OG0004015	SCHMD06396	APOSC_17114
OG0004017	SCHMD27630	APOSC_19336
OG0004018	SCHMD09657	APOSC_21251
OG0004021	SCHMD12686	APOSC_11091
OG0004023	SCHMD07791	APOSC_09668
OG0004025	SCHMD25773	APOSC_18540
OG0004027	SCHMD07935	APOSC_17364
OG0004028	SCHMD03770	APOSC_12300
OG0004029	SCHMD25820	APOSC_23175
OG0004030	SCHMD13880, SCHMD26900	APOSC_07342
OG0004032	SCHMD08571	APOSC_10005
OG0004033	SCHMD06585	APOSC_11152
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	APOSC_20229
OG0004036	SCHMD07559, SCHMD09846	APOSC_26656
OG0004037	SCHMD06653	APOSC_28831
OG0004038	SCHMD08999, SCHMD03883	APOSC_01523
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	APOSC_21580
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	APOSC_19825
OG0004043	SCHMD00046	APOSC_00567
OG0004044	SCHMD16907	APOSC_05770
OG0004047	SCHMD07813	APOSC_21433
OG0004048	SCHMD05765	APOSC_03269
OG0004051	SCHMD05269, SCHMD18831	APOSC_25343
OG0004052	SCHMD01378	APOSC_23309
OG0004053	SCHMD09663	APOSC_19964
OG0004054	SCHMD03170	APOSC_22506
OG0004056	SCHMD06405	APOSC_26145, APOSC_12387
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	APOSC_17749
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	APOSC_16549, APOSC_14343
OG0004064	SCHMD03370	APOSC_04465
OG0004065	SCHMD04935	APOSC_27712
OG0004066	SCHMD01420	APOSC_24624
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	APOSC_24467
OG0004068	SCHMD04738	APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542
OG0004069	SCHMD07928	APOSC_23393, APOSC_23392
OG0004071	SCHMD06667	APOSC_26899
OG0004072	SCHMD07982	APOSC_16871
OG0004076	SCHMD19802	APOSC_17521
OG0004079	SCHMD22313, SCHMD19146	APOSC_18093
OG0004080	SCHMD18517	APOSC_26211, APOSC_26210
OG0004081	SCHMD03804	APOSC_09127
OG0004083	SCHMD05538	APOSC_05092
OG0004084	SCHMD13360	APOSC_14613
OG0004085	SCHMD20233	APOSC_16126
OG0004087	SCHMD13153, SCHMD13154	APOSC_05303
OG0004090	SCHMD19142	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223
OG0004091	SCHMD10376, SCHMD19027	APOSC_20232
OG0004091	SCHMD20986, SCHMD10374	APOSC_12845
OG0004092	SCHMD01973	APOSC_18299
OG0004094	SCHMD10011	APOSC_04403
OG0004096	SCHMD01632	APOSC_13674
OG0004097	SCHMD00017	APOSC_02415, APOSC_15719
OG0004099	SCHMD07433	APOSC_18713
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	APOSC_15294
OG0004101	SCHMD01669	APOSC_13319
OG0004102	SCHMD16352	APOSC_25199
OG0004105	SCHMD08794, SCHMD16310	APOSC_20157, APOSC_20158
OG0004106	SCHMD07276, SCHMD19640	APOSC_10773
OG0004107	SCHMD01035	APOSC_07621
OG0004108	SCHMD06834	APOSC_13048
OG0004110	SCHMD03573	APOSC_06208, APOSC_11200
OG0004112	SCHMD04301	APOSC_07040
OG0004113	SCHMD09954, SCHMD11157	APOSC_14445
OG0004114	SCHMD11428	APOSC_10050
OG0004116	SCHMD22991, SCHMD19169	APOSC_01511, APOSC_01512
OG0004119	SCHMD24339, SCHMD11856	APOSC_04401, APOSC_04402
OG0004120	SCHMD02931	APOSC_11774, APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568
OG0004121	SCHMD00644	APOSC_26762
OG0004122	SCHMD09920	APOSC_10900, APOSC_03202, APOSC_03201, APOSC_03203
OG0004123	SCHMD24840	APOSC_21789, APOSC_21790
OG0004124	SCHMD09788	APOSC_08825
OG0004125	SCHMD03017	APOSC_11946
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	APOSC_01843
OG0004127	SCHMD14115	APOSC_07047
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	APOSC_15010
OG0004133	SCHMD08788	APOSC_04232
OG0004134	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962	APOSC_03000
OG0004136	SCHMD21074, SCHMD14863	APOSC_21530
OG0004137	SCHMD09676	APOSC_00636
OG0004138	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252	APOSC_03411
OG0004140	SCHMD01399	APOSC_06873, APOSC_06874
OG0004142	SCHMD08558	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	APOSC_00660
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	APOSC_15326
OG0004147	SCHMD09010	APOSC_19122
OG0004148	SCHMD06808	APOSC_15043, APOSC_15044
OG0004150	SCHMD13649	APOSC_13759
OG0004151	SCHMD05147, SCHMD20113	APOSC_00107
OG0004153	SCHMD07819, SCHMD03631	APOSC_08022
OG0004154	SCHMD06235	APOSC_22416
OG0004158	SCHMD07419	APOSC_10209
OG0004161	SCHMD08136	APOSC_20917
OG0004164	SCHMD24669, SCHMD09145	APOSC_18496
OG0004166	SCHMD16044	APOSC_13131
OG0004167	SCHMD10205	APOSC_00650
OG0004168	SCHMD09579	APOSC_04235
OG0004169	SCHMD20780	APOSC_25303
OG0004170	SCHMD11411, SCHMD12172	APOSC_18036
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	APOSC_27996, APOSC_27995
OG0004176	SCHMD15010	APOSC_27087
OG0004178	SCHMD09644, SCHMD15102	APOSC_21497
OG0004179	SCHMD00790	APOSC_26029
OG0004181	SCHMD09842	APOSC_19299
OG0004186	SCHMD22129	APOSC_12750
OG0004188	SCHMD11027	APOSC_19051
OG0004215	SCHMD23456, SCHMD09930	APOSC_16447
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	APOSC_18234
OG0004216	SCHMD29402	APOSC_10608
OG0004217	SCHMD15443	APOSC_15366, APOSC_15365
OG0004218	SCHMD25832	APOSC_15148
OG0004219	SCHMD02021	APOSC_25433, APOSC_25434
OG0004220	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816	APOSC_28409, APOSC_28408
OG0004222	SCHMD02604	APOSC_24192
OG0004223	SCHMD04451	APOSC_28636, APOSC_28635
OG0004227	SCHMD11794, SCHMD14206	APOSC_07436
OG0004229	SCHMD20367, SCHMD19492	APOSC_18807
OG0004230	SCHMD12329, SCHMD13516	APOSC_11830
OG0004231	SCHMD18343, SCHMD20951	APOSC_04324
OG0004232	SCHMD02245	APOSC_20829, APOSC_20830
OG0004233	SCHMD23521	APOSC_18789
OG0004235	SCHMD00900	APOSC_13621, APOSC_20254
OG0004236	SCHMD13419, SCHMD19318	APOSC_09759
OG0004237	SCHMD09091, SCHMD09093	APOSC_28010, APOSC_03637, APOSC_27458, APOSC_07666, APOSC_17201
OG0004239	SCHMD04162	APOSC_00833
OG0004240	SCHMD15203, SCHMD12624	APOSC_01716
OG0004241	SCHMD20634, SCHMD15365	APOSC_26715
OG0004243	SCHMD02806	APOSC_21071
OG0004244	SCHMD04165	APOSC_21479
OG0004246	SCHMD25240, SCHMD27704	APOSC_02127
OG0004247	SCHMD10596	APOSC_11597, APOSC_28927, APOSC_11598
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	APOSC_05383
OG0004250	SCHMD12623	APOSC_22267
OG0004251	SCHMD08633	APOSC_06011
OG0004252	SCHMD02811	APOSC_15635
OG0004253	SCHMD09205	APOSC_17061
OG0004254	SCHMD07480	APOSC_08300
OG0004255	SCHMD00865	APOSC_05604
OG0004257	SCHMD08129	APOSC_16172
OG0004258	SCHMD13120, SCHMD23840, SCHMD13122	APOSC_15994
OG0004259	SCHMD18232	APOSC_13815, APOSC_13814
OG0004260	SCHMD23376	APOSC_11794
OG0004261	SCHMD16623	APOSC_10630
OG0004262	SCHMD16537	APOSC_02898
OG0004263	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529	APOSC_25349
OG0004264	SCHMD15848	APOSC_15069
OG0004265	SCHMD14398	APOSC_13935
OG0004267	SCHMD14468	APOSC_05994, APOSC_05993
OG0004268	SCHMD24258, SCHMD19847	APOSC_02867
OG0004269	SCHMD06048	APOSC_26344
OG0004270	SCHMD06231	APOSC_08577
OG0004273	SCHMD15470	APOSC_19429
OG0004276	SCHMD07051	APOSC_27482
OG0004278	SCHMD07808	APOSC_20389
OG0004279	SCHMD09109	APOSC_07885
OG0004280	SCHMD24977	APOSC_04875
OG0004281	SCHMD15072	APOSC_06671
OG0004282	SCHMD15574	APOSC_02424
OG0004282	SCHMD20334	APOSC_24952, APOSC_03662, APOSC_17904
OG0004287	SCHMD02791	APOSC_23356, APOSC_26057
OG0004288	SCHMD04750	APOSC_01399, APOSC_07188
OG0004289	SCHMD10655	APOSC_21362
OG0004291	SCHMD11768, SCHMD11769	APOSC_10039
OG0004292	SCHMD02072	APOSC_09946
OG0004294	SCHMD06402	APOSC_18528
OG0004295	SCHMD05169	APOSC_09213
OG0004296	SCHMD13298	APOSC_26593
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	APOSC_02921
OG0004299	SCHMD15087, SCHMD15086	APOSC_24511
OG0004301	SCHMD11559, SCHMD11558, SCHMD21370	APOSC_06274
OG0004302	SCHMD08203, SCHMD10637, SCHMD22462	APOSC_19513
OG0004303	SCHMD17944, SCHMD18972	APOSC_24805
OG0004304	SCHMD17338	APOSC_08537
OG0004307	SCHMD20615	APOSC_13498
OG0004308	SCHMD08570	APOSC_21945
OG0004309	SCHMD11977, SCHMD17117	APOSC_21721
OG0004310	SCHMD15088	APOSC_02803
