Orthogroup	SCHMD	HUMAN
OG0002731	SCHMD12439, SCHMD19462	HUMAN29258, HUMAN29259
OG0002739	SCHMD21270, SCHMD28406	HUMAN22427
OG0002740	SCHMD03938, SCHMD03830	HUMAN25260, HUMAN00797, HUMAN00798
OG0002743	SCHMD05725, SCHMD09090	HUMAN26086
OG0002745	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971	HUMAN13551, HUMAN13554, HUMAN13552
OG0002747	SCHMD01124	HUMAN11270, HUMAN11269
OG0002749	SCHMD29352	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585
OG0002749	SCHMD14504	HUMAN29711
OG0002750	SCHMD18505, SCHMD23730	HUMAN23773, HUMAN23772
OG0002750	SCHMD19269, SCHMD20288	HUMAN23774
OG0002751	SCHMD16908	HUMAN19898
OG0002754	SCHMD15826, SCHMD13198, SCHMD11733, SCHMD20272	HUMAN29589
OG0002755	SCHMD05796	HUMAN29043
OG0002756	SCHMD08625	HUMAN20470, HUMAN20472, HUMAN20471, HUMAN20473
OG0002757	SCHMD00910	HUMAN19060, HUMAN22296
OG0002758	SCHMD01248, SCHMD01249	HUMAN26372
OG0002760	SCHMD04520	HUMAN06968, HUMAN06969
OG0002761	SCHMD02431	HUMAN10768, HUMAN10770, HUMAN10765
OG0002761	SCHMD02430	HUMAN10769
OG0002762	SCHMD20467, SCHMD24092	HUMAN06712
OG0002763	SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776	HUMAN12877
OG0002764	SCHMD03065	HUMAN00203, HUMAN21583, HUMAN21584
OG0002765	SCHMD01507	HUMAN18571, HUMAN04184, HUMAN11132
OG0002766	SCHMD07474	HUMAN08906, HUMAN08907
OG0002770	SCHMD03395	HUMAN27518, HUMAN24212, HUMAN27519
OG0002770	SCHMD03396	HUMAN24213
OG0002771	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030	HUMAN25873, HUMAN08432
OG0002772	SCHMD09831, SCHMD01102, SCHMD01105	HUMAN14317, HUMAN14316
OG0002773	SCHMD12006, SCHMD03314, SCHMD03038	HUMAN29570, HUMAN29569
OG0002774	SCHMD14518	HUMAN14548, HUMAN09559
OG0002775	SCHMD12139, SCHMD09183	HUMAN08367, HUMAN08366
OG0002776	SCHMD19737, SCHMD20919	HUMAN24086, HUMAN24085
OG0002777	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289	HUMAN06118, HUMAN04250, HUMAN04251, HUMAN09562, HUMAN04247, HUMAN04249
OG0002779	SCHMD06581, SCHMD06580	HUMAN00272
OG0002781	SCHMD04051, SCHMD00686	HUMAN06619, HUMAN06620, HUMAN18025
OG0002782	SCHMD12067, SCHMD08222	HUMAN04941, HUMAN17052
OG0002785	SCHMD03564, SCHMD02646	HUMAN01002, HUMAN23487
OG0002787	SCHMD04800	HUMAN26131
OG0002788	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830	HUMAN04344
OG0002790	SCHMD24450	HUMAN05161, HUMAN05162
OG0002791	SCHMD13195, SCHMD14197, SCHMD04469	HUMAN14986, HUMAN02232, HUMAN29243
OG0002793	SCHMD23816, SCHMD22461	HUMAN04912, HUMAN04911
OG0002799	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012	HUMAN26462, HUMAN26461, HUMAN10338
OG0002811	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190	HUMAN07035
OG0002812	SCHMD21779	HUMAN23547
OG0002814	SCHMD17379	HUMAN22724
OG0002814	SCHMD14700	HUMAN03269, HUMAN22722, HUMAN23887
OG0002815	SCHMD12858	HUMAN00768, HUMAN25357
OG0002817	SCHMD08770	HUMAN17019, HUMAN17018, HUMAN08723, HUMAN08722
OG0002818	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943	HUMAN10886, HUMAN02885
OG0002821	SCHMD04704	HUMAN15011
OG0002822	SCHMD08888, SCHMD21214, SCHMD14939	HUMAN25950, HUMAN13533
OG0002823	SCHMD07226, SCHMD20525, SCHMD20323	HUMAN03682
OG0002824	SCHMD22484, SCHMD22922	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716
OG0002825	SCHMD04002	HUMAN06784, HUMAN06785
OG0002827	SCHMD08735	HUMAN25478
OG0002830	SCHMD21823, SCHMD23359	HUMAN08623, HUMAN25064, HUMAN15889
OG0002831	SCHMD14362, SCHMD15514	HUMAN27007, HUMAN27006
OG0002832	SCHMD26812, SCHMD06953, SCHMD06954	HUMAN27815
OG0002833	SCHMD16770	HUMAN10332
OG0002836	SCHMD15161, SCHMD12971, SCHMD15160	HUMAN00315, HUMAN18388, HUMAN00314
OG0002837	SCHMD08534	HUMAN07500, HUMAN22403
OG0002838	SCHMD00590	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773
OG0002839	SCHMD02377	HUMAN20812
OG0002840	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521	HUMAN15229, HUMAN28337
OG0002841	SCHMD26941, SCHMD29004	HUMAN26964
OG0002842	SCHMD00997, SCHMD05266	HUMAN27767, HUMAN27768
OG0002843	SCHMD17688, SCHMD03006, SCHMD24577	HUMAN07115, HUMAN07114, HUMAN07116
OG0002844	SCHMD03897	HUMAN20871
OG0002845	SCHMD02505	HUMAN09735
OG0002848	SCHMD05152	HUMAN24487
OG0002850	SCHMD05521	HUMAN00049, HUMAN21706, HUMAN00050, HUMAN00051
OG0002851	SCHMD04076	HUMAN19430, HUMAN25764
OG0002858	SCHMD18586, SCHMD18130, SCHMD16715	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174
OG0002859	SCHMD26190	HUMAN27799
OG0002861	SCHMD05292	HUMAN04368, HUMAN04367
OG0002863	SCHMD14028	HUMAN23260
OG0002866	SCHMD11278	HUMAN14626
OG0002868	SCHMD21971, SCHMD27152, SCHMD21447, SCHMD29124	HUMAN00784, HUMAN23304
OG0002869	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626	HUMAN21791, HUMAN00096
OG0002870	SCHMD16201, SCHMD23491	HUMAN25356
OG0002872	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673	HUMAN28405, HUMAN28404
OG0002876	SCHMD10099	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758
OG0002881	SCHMD10893, SCHMD01364	HUMAN00333, HUMAN00334
OG0002882	SCHMD19989, SCHMD13837	HUMAN07153
OG0002883	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473	HUMAN03205
OG0002884	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342	HUMAN25023, HUMAN20289
OG0002888	SCHMD09489	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024
OG0002889	SCHMD01004	HUMAN30528, HUMAN07038
OG0002891	SCHMD13844	HUMAN14847, HUMAN14848, HUMAN25521
OG0002892	SCHMD14032	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426
OG0002894	SCHMD25475	HUMAN18791, HUMAN08388, HUMAN18790
OG0002895	SCHMD19751, SCHMD11439, SCHMD07104	HUMAN05785, HUMAN02351
OG0002896	SCHMD17000	HUMAN17455, HUMAN21544
OG0002897	SCHMD13842	HUMAN17714
OG0002899	SCHMD08092	HUMAN05885, HUMAN21832
OG0002900	SCHMD25381	HUMAN10028, HUMAN10029, HUMAN01530
OG0002901	SCHMD19466	HUMAN25701, HUMAN25704, HUMAN25703
OG0002904	SCHMD11509	HUMAN23670
OG0002906	SCHMD03479, SCHMD03480, SCHMD20887	HUMAN11397
OG0002907	SCHMD11864, SCHMD21839	HUMAN23627, HUMAN10077
OG0002909	SCHMD13692	HUMAN20938, HUMAN26836, HUMAN26837
OG0002911	SCHMD08308	HUMAN03713, HUMAN03712, HUMAN27704
OG0002912	SCHMD11036	HUMAN15219
OG0002913	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405	HUMAN02967, HUMAN02966, HUMAN30354
OG0002915	SCHMD09665	HUMAN11256, HUMAN11257, HUMAN24540
OG0002916	SCHMD27668, SCHMD21453, SCHMD23088	HUMAN14289, HUMAN23418
OG0002921	SCHMD09397	HUMAN10838, HUMAN10837
OG0002926	SCHMD25907, SCHMD13775, SCHMD16726	HUMAN23488, HUMAN15077
OG0002927	SCHMD02868	HUMAN28958, HUMAN28957
OG0002944	SCHMD08008	HUMAN25196, HUMAN22813, HUMAN27905
OG0002948	SCHMD06278, SCHMD06277	HUMAN00328, HUMAN11994, HUMAN11995
OG0002949	SCHMD00986	HUMAN16285, HUMAN16286
OG0002950	SCHMD16450	HUMAN12147
OG0002952	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	SCHMD15127	HUMAN20503
OG0002955	SCHMD15457, SCHMD12505	HUMAN08814
OG0002956	SCHMD03331	HUMAN14225, HUMAN13975, HUMAN13973
OG0002957	SCHMD14494, SCHMD11703	HUMAN07640, HUMAN07639
OG0002959	SCHMD27535, SCHMD20426, SCHMD03814	HUMAN08717
OG0002960	SCHMD03221	HUMAN24799, HUMAN24800, HUMAN24798
OG0002961	SCHMD25347, SCHMD24832	HUMAN08641
OG0002962	SCHMD02732	HUMAN13396, HUMAN10441
OG0002964	SCHMD23539	HUMAN12170, HUMAN12171, HUMAN13401
OG0002964	SCHMD20676	HUMAN12172
OG0002966	SCHMD19835	HUMAN29424, HUMAN29425, HUMAN02172
OG0002967	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307	HUMAN05610
OG0002968	SCHMD17924	HUMAN24820, HUMAN00733
OG0002969	SCHMD08827	HUMAN12534, HUMAN12532
OG0002973	SCHMD02061, SCHMD03023	HUMAN20383, HUMAN21067, HUMAN20382
OG0002973	SCHMD02060	HUMAN21068
OG0002974	SCHMD05224	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022
OG0002976	SCHMD04973	HUMAN23538
OG0002977	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618	HUMAN12250
OG0002978	SCHMD21481, SCHMD17387	HUMAN04799, HUMAN18676, HUMAN08410
OG0002979	SCHMD01771	HUMAN25788
OG0002979	SCHMD00206	HUMAN29730, HUMAN29729
OG0002979	SCHMD00263	HUMAN25789, HUMAN25790
OG0002982	SCHMD01104	HUMAN03720, HUMAN03721
OG0002983	SCHMD18805	HUMAN02094
OG0002985	SCHMD03398, SCHMD14369	HUMAN10424
OG0002987	SCHMD01543	HUMAN26273, HUMAN24326
OG0002989	SCHMD09813, SCHMD01483	HUMAN21053
OG0002990	SCHMD10989, SCHMD24688, SCHMD10990	HUMAN03798, HUMAN22156, HUMAN24023
OG0002991	SCHMD22608, SCHMD20729	HUMAN03582
OG0002992	SCHMD05236	HUMAN27319, HUMAN27320, HUMAN06343, HUMAN06339
OG0002994	SCHMD00361	HUMAN24550
OG0002998	SCHMD04878	HUMAN07028, HUMAN07029, HUMAN21010
OG0003001	SCHMD16355, SCHMD17156	HUMAN17854
OG0003004	SCHMD18300, SCHMD21092	HUMAN16853, HUMAN15812
OG0003005	SCHMD05203	HUMAN25078
OG0003006	SCHMD08276, SCHMD27162	HUMAN10234, HUMAN10235
OG0003007	SCHMD03434	HUMAN28566, HUMAN28563, HUMAN28565, HUMAN00984, HUMAN14640
OG0003008	SCHMD18648, SCHMD23992	HUMAN02043, HUMAN02044
OG0003010	SCHMD10225	HUMAN03814
OG0003010	SCHMD10226	HUMAN03815
OG0003011	SCHMD06741	HUMAN27032, HUMAN10458
OG0003012	SCHMD08169, SCHMD01210	HUMAN21461
OG0003013	SCHMD06284	HUMAN17977
OG0003014	SCHMD10015, SCHMD02414	HUMAN27437
OG0003016	SCHMD10023	HUMAN22317
OG0003016	SCHMD10022	HUMAN22316, HUMAN05184
OG0003017	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213	HUMAN14074
OG0003019	SCHMD22688	HUMAN16722
OG0003022	SCHMD11673	HUMAN21669, HUMAN30014
OG0003023	SCHMD00132	HUMAN20012
OG0003024	SCHMD09220	HUMAN02731
OG0003025	SCHMD12824	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190
OG0003026	SCHMD02853, SCHMD01047	HUMAN13454
OG0003027	SCHMD26555, SCHMD23346	HUMAN12410, HUMAN10065
OG0003028	SCHMD00803	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	SCHMD17380	HUMAN14110
OG0003030	SCHMD14026, SCHMD14334	HUMAN01274, HUMAN01273, HUMAN14654
OG0003031	SCHMD01560	HUMAN12704, HUMAN27203
OG0003033	SCHMD17975	HUMAN21249, HUMAN21248
OG0003034	SCHMD06420	HUMAN22892, HUMAN05432
OG0003036	SCHMD00743, SCHMD00746, SCHMD00745	HUMAN01346
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	HUMAN19517, HUMAN15534
OG0003043	SCHMD01921	HUMAN11992
OG0003044	SCHMD18036	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003046	SCHMD02191, SCHMD02192	HUMAN11214, HUMAN23145
OG0003048	SCHMD04259	HUMAN14031, HUMAN14032
OG0003049	SCHMD02944	HUMAN28913, HUMAN01126
OG0003050	SCHMD05940	HUMAN28519, HUMAN28518, HUMAN09970, HUMAN28520
OG0003052	SCHMD10563	HUMAN03629, HUMAN03628
OG0003054	SCHMD07639	HUMAN07888, HUMAN07887
OG0003055	SCHMD02492, SCHMD02453	HUMAN14798
OG0003056	SCHMD23280	HUMAN18715
OG0003060	SCHMD03911	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857
OG0003061	SCHMD13185, SCHMD19875	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886
OG0003063	SCHMD09452	HUMAN07039
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	HUMAN15663, HUMAN15662
OG0003066	SCHMD16401	HUMAN07058, HUMAN30146, HUMAN30147, HUMAN24936, HUMAN24937, HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003067	SCHMD13476	HUMAN27679
OG0003072	SCHMD06901	HUMAN01387, HUMAN26957
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	HUMAN13091
OG0003074	SCHMD05044	HUMAN19155, HUMAN13753
OG0003077	SCHMD16605, SCHMD02690	HUMAN10152, HUMAN13195
OG0003077	SCHMD17616, SCHMD11351	HUMAN10153
OG0003078	SCHMD23203	HUMAN08671, HUMAN08670
OG0003079	SCHMD21039, SCHMD16217	HUMAN28617, HUMAN14136
OG0003086	SCHMD08828	HUMAN03320
OG0003101	SCHMD08248	HUMAN00608, HUMAN27861, HUMAN19271
OG0003106	SCHMD02719, SCHMD29463	HUMAN09821
OG0003107	SCHMD24066, SCHMD27003	HUMAN11467, HUMAN11466
OG0003108	SCHMD07978	HUMAN06805
OG0003109	SCHMD11746	HUMAN13399, HUMAN13398
OG0003110	SCHMD04241	HUMAN28424
OG0003111	SCHMD13595	HUMAN14710
OG0003112	SCHMD20838	HUMAN03270, HUMAN03271, HUMAN03272
OG0003113	SCHMD02832	HUMAN16709
OG0003113	SCHMD11799	HUMAN16708
OG0003114	SCHMD14023	HUMAN04985
OG0003116	SCHMD08507	HUMAN22981
OG0003119	SCHMD29008, SCHMD21161	HUMAN21319
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	HUMAN09673, HUMAN14356, HUMAN26950
OG0003122	SCHMD20810, SCHMD20273	HUMAN08549
OG0003123	SCHMD12638	HUMAN20628, HUMAN11101, HUMAN11102
OG0003124	SCHMD00285, SCHMD25581	HUMAN07397
OG0003125	SCHMD07267	HUMAN01967, HUMAN01966, HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968
OG0003126	SCHMD01239	HUMAN28486
OG0003127	SCHMD11421	HUMAN08591, HUMAN08592
OG0003128	SCHMD19584	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013
OG0003130	SCHMD04681	HUMAN13118, HUMAN13117
OG0003133	SCHMD01412	HUMAN11357
OG0003135	SCHMD19428, SCHMD16137	HUMAN15787
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003137	SCHMD07874	HUMAN15220, HUMAN15221, HUMAN15222
OG0003138	SCHMD28656, SCHMD17457	HUMAN18544
OG0003138	SCHMD23986, SCHMD17456	HUMAN18545, HUMAN18546
OG0003141	SCHMD00202	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937
OG0003144	SCHMD02154	HUMAN17201, HUMAN19445
OG0003146	SCHMD08719, SCHMD06842	HUMAN16762
OG0003147	SCHMD17526	HUMAN17255
OG0003148	SCHMD04778	HUMAN05694, HUMAN05693
OG0003150	SCHMD20966	HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	SCHMD12480, SCHMD14456	HUMAN27968, HUMAN18869, HUMAN08206
OG0003152	SCHMD15231, SCHMD19429	HUMAN12025, HUMAN12215, HUMAN12216
OG0003153	SCHMD06720, SCHMD06721	HUMAN19216, HUMAN19215
OG0003155	SCHMD26491	HUMAN10683
OG0003156	SCHMD09588	HUMAN19468, HUMAN19467
OG0003157	SCHMD06691	HUMAN05273, HUMAN05272
OG0003158	SCHMD18825, SCHMD11523, SCHMD13092	HUMAN18129
OG0003160	SCHMD15101, SCHMD28838	HUMAN03497
OG0003161	SCHMD03472	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003162	SCHMD16228, SCHMD15451	HUMAN08502, HUMAN18293
OG0003163	SCHMD00903, SCHMD00907	HUMAN09880
OG0003164	SCHMD01405	HUMAN30072, HUMAN27461
OG0003165	SCHMD04066	HUMAN25662, HUMAN00646, HUMAN00647
OG0003167	SCHMD26384, SCHMD25102, SCHMD24478	HUMAN10863, HUMAN13086
OG0003169	SCHMD10405	HUMAN17978
OG0003171	SCHMD06380, SCHMD06378	HUMAN02114
OG0003172	SCHMD01375	HUMAN01490
OG0003174	SCHMD28100, SCHMD04214, SCHMD15907	HUMAN23923
OG0003178	SCHMD14461	HUMAN15504, HUMAN08420, HUMAN08421
OG0003181	SCHMD00970	HUMAN12376
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	HUMAN08117, HUMAN08118
OG0003188	SCHMD17520	HUMAN09855, HUMAN23332
OG0003189	SCHMD02678	HUMAN19512, HUMAN19511
OG0003191	SCHMD03926	HUMAN06605
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	HUMAN07624
OG0003195	SCHMD01797	HUMAN13198
OG0003196	SCHMD11447	HUMAN10463, HUMAN10462
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656	HUMAN17605, HUMAN17604
OG0003197	SCHMD11788	HUMAN17603
OG0003199	SCHMD20498, SCHMD26450	HUMAN30572
OG0003202	SCHMD03218, SCHMD21658	HUMAN05056, HUMAN05057, HUMAN22610
OG0003203	SCHMD02943, SCHMD25430	HUMAN20643, HUMAN12521
OG0003205	SCHMD16475	HUMAN14146
OG0003206	SCHMD29612	HUMAN10329, HUMAN10330
OG0003207	SCHMD06863, SCHMD04604	HUMAN26778, HUMAN20856, HUMAN20855, HUMAN26777
OG0003208	SCHMD02480	HUMAN27277, HUMAN27275, HUMAN18434
OG0003210	SCHMD23858, SCHMD23874	HUMAN29324, HUMAN02072
OG0003212	SCHMD20324, SCHMD18634	HUMAN24989, HUMAN20352, HUMAN20354
OG0003213	SCHMD10626, SCHMD25655	HUMAN14321, HUMAN14319, HUMAN14322
OG0003214	SCHMD18471	HUMAN06365, HUMAN17740
OG0003215	SCHMD06939	HUMAN02681, HUMAN08405
OG0003217	SCHMD03371, SCHMD00338	HUMAN14937, HUMAN29000
OG0003218	SCHMD20285	HUMAN30583
OG0003220	SCHMD14282	HUMAN29636, HUMAN00810
OG0003221	SCHMD16909, SCHMD22653	HUMAN24556, HUMAN00790
OG0003222	SCHMD08631	HUMAN08168, HUMAN11392, HUMAN27932
OG0003223	SCHMD08068	HUMAN19114
OG0003226	SCHMD02518, SCHMD13794	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	HUMAN08956
OG0003229	SCHMD00545	HUMAN03467, HUMAN07147
OG0003230	SCHMD09623	HUMAN03745
OG0003231	SCHMD04328	HUMAN19297, HUMAN19298
OG0003235	SCHMD15802	HUMAN30554, HUMAN30553, HUMAN30552
OG0003238	SCHMD09383	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443
OG0003250	SCHMD02358	HUMAN26283
OG0003250	SCHMD02359	HUMAN26282, HUMAN18827, HUMAN18826
OG0003251	SCHMD10064, SCHMD14392	HUMAN23183, HUMAN11019
OG0003253	SCHMD08495	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814
OG0003254	SCHMD01611	HUMAN04752
OG0003255	SCHMD16797	HUMAN28201, HUMAN28200, HUMAN28203
OG0003257	SCHMD14887, SCHMD01601	HUMAN09013, HUMAN09014, HUMAN09015
OG0003258	SCHMD22229	HUMAN18355
OG0003260	SCHMD03972	HUMAN17383, HUMAN28859
OG0003262	SCHMD19208	HUMAN13063, HUMAN19967
OG0003264	SCHMD03771	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197
OG0003265	SCHMD14800	HUMAN21031, HUMAN02854
OG0003267	SCHMD03991	HUMAN03394
OG0003268	SCHMD03636	HUMAN28147, HUMAN28146, HUMAN28145
OG0003269	SCHMD04531	HUMAN10676, HUMAN10677
OG0003273	SCHMD06523	HUMAN04928
OG0003275	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645	HUMAN28409, HUMAN18996
OG0003277	SCHMD27731, SCHMD11904	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003279	SCHMD08045	HUMAN23996, HUMAN22367, HUMAN22366
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	HUMAN26779
OG0003284	SCHMD07514, SCHMD15662	HUMAN18141
OG0003286	SCHMD09721	HUMAN26600, HUMAN26601
OG0003287	SCHMD14605	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	SCHMD09311, SCHMD11762	HUMAN30308
OG0003289	SCHMD16616	HUMAN14064, HUMAN10999
OG0003291	SCHMD09949	HUMAN12326
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	HUMAN06629
OG0003296	SCHMD02838	HUMAN07526, HUMAN19789
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	HUMAN12989, HUMAN12992, HUMAN12990, HUMAN12991
OG0003299	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046	HUMAN01143
OG0003301	SCHMD13976, SCHMD15564	HUMAN03223
OG0003302	SCHMD01831	HUMAN24407, HUMAN24404, HUMAN24408, HUMAN24406, HUMAN24405
OG0003303	SCHMD01441	HUMAN02696
OG0003305	SCHMD12414	HUMAN29475
OG0003306	SCHMD03757	HUMAN21480
OG0003306	SCHMD03756	HUMAN21481, HUMAN21483, HUMAN21482
OG0003308	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950	HUMAN28975, HUMAN14165
OG0003309	SCHMD01407	HUMAN26215, HUMAN17578, HUMAN17579
OG0003311	SCHMD07066, SCHMD10347	HUMAN30093, HUMAN29682
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	HUMAN17611
OG0003318	SCHMD12981	HUMAN20325, HUMAN29926
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785
OG0003325	SCHMD09735	HUMAN03339
OG0003327	SCHMD05859	HUMAN29278
OG0003328	SCHMD28972	HUMAN08219
OG0003329	SCHMD18095, SCHMD22699	HUMAN23501
OG0003330	SCHMD28890, SCHMD16002	HUMAN09858
OG0003330	SCHMD16001, SCHMD27183	HUMAN09857
OG0003331	SCHMD19558, SCHMD09488	HUMAN13126
OG0003333	SCHMD20159, SCHMD28070	HUMAN20311, HUMAN20312
OG0003335	SCHMD19779	HUMAN09257
OG0003337	SCHMD01222	HUMAN00062
OG0003338	SCHMD07031	HUMAN01009, HUMAN28839
OG0003340	SCHMD08266	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	SCHMD00617	HUMAN17043
OG0003343	SCHMD22696	HUMAN12267
OG0003344	SCHMD12946, SCHMD01887	HUMAN16583
OG0003347	SCHMD05565, SCHMD05566	HUMAN17887
OG0003349	SCHMD04642, SCHMD00847	HUMAN22753, HUMAN03238
OG0003354	SCHMD00933	HUMAN12576, HUMAN12575, HUMAN12574
OG0003356	SCHMD07762	HUMAN10721, HUMAN13177, HUMAN13178
OG0003357	SCHMD05234	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003
OG0003358	SCHMD00069	HUMAN20527
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861	HUMAN02577
OG0003360	SCHMD04932	HUMAN08804
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	HUMAN09313, HUMAN10724
OG0003362	SCHMD06272	HUMAN07540
OG0003366	SCHMD14890	HUMAN16863, HUMAN16862
OG0003369	SCHMD01240	HUMAN27685
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676	HUMAN28060, HUMAN28061
OG0003372	SCHMD20234	HUMAN01212, HUMAN14880, HUMAN14879
OG0003373	SCHMD21509, SCHMD21699	HUMAN05820
OG0003374	SCHMD04840	HUMAN28112, HUMAN16615
OG0003375	SCHMD08102	HUMAN23698
OG0003378	SCHMD07045	HUMAN16348, HUMAN05047, HUMAN05045
OG0003379	SCHMD11579	HUMAN28288, HUMAN28286
OG0003380	SCHMD05800	HUMAN19717
OG0003381	SCHMD19752	HUMAN06184, HUMAN06185, HUMAN04158
OG0003382	SCHMD05894	HUMAN19968, HUMAN01608
OG0003384	SCHMD08925	HUMAN03513, HUMAN27736
OG0003385	SCHMD09120	HUMAN06417, HUMAN06419, HUMAN06418
OG0003386	SCHMD08232	HUMAN05900, HUMAN05902, HUMAN05903
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	HUMAN03392
OG0003391	SCHMD15661, SCHMD24921, SCHMD27033	HUMAN08974
OG0003392	SCHMD20046	HUMAN13559, HUMAN10151
OG0003410	SCHMD03286	HUMAN10729
OG0003419	SCHMD02792	HUMAN02012
OG0003421	SCHMD25644, SCHMD14414	HUMAN23071
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	HUMAN07007, HUMAN07008
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	HUMAN23668, HUMAN23669
OG0003426	SCHMD11714	HUMAN04822, HUMAN04821
OG0003430	SCHMD03690	HUMAN15764
