Orthogroup	SCHMD	YEAST
OG0002341	SCHMD26460, SCHMD08087, SCHMD22683	YEAST03640, YEAST04562
OG0002344	SCHMD18349, SCHMD14958	YEAST02312, YEAST02019
OG0002346	SCHMD25172, SCHMD25995	YEAST02012
OG0002348	SCHMD29339	YEAST01845
OG0002355	SCHMD15013, SCHMD13322, SCHMD15012, SCHMD08893	YEAST00016
OG0002356	SCHMD07966, SCHMD06573, SCHMD14519	YEAST00259
OG0002361	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103	YEAST01027
OG0002367	SCHMD07520	YEAST01179
OG0002369	SCHMD06129, SCHMD13069, SCHMD06131, SCHMD13068, SCHMD06130, SCHMD14247	YEAST03766
OG0002374	SCHMD10513, SCHMD09821, SCHMD16742, SCHMD13764	YEAST02010, YEAST00133
OG0002377	SCHMD20961	YEAST05000
OG0002406	SCHMD19891	YEAST05509
OG0002407	SCHMD07151, SCHMD07149	YEAST00012
OG0002409	SCHMD06262	YEAST02027
OG0002411	SCHMD25076, SCHMD25353	YEAST05950, YEAST02407
OG0002412	SCHMD16316, SCHMD05052	YEAST06171
OG0002413	SCHMD06075	YEAST01196
OG0002415	SCHMD12484	YEAST01271
OG0002421	SCHMD10399	YEAST02982
OG0002422	SCHMD10713, SCHMD26768, SCHMD24971	YEAST05026
OG0002426	SCHMD06890, SCHMD12164, SCHMD06626	YEAST00184
OG0002441	SCHMD16958, SCHMD27293, SCHMD09124	YEAST00068, YEAST02278, YEAST05821
OG0002442	SCHMD18162, SCHMD16393, SCHMD18149, SCHMD16392	YEAST05932
OG0002443	SCHMD01789	YEAST04906
OG0002446	SCHMD14541, SCHMD28630	YEAST04254
OG0002448	SCHMD00905	YEAST03419
OG0002450	SCHMD23688, SCHMD13865	YEAST04575
OG0002453	SCHMD08660, SCHMD06735	YEAST00512
OG0002476	SCHMD03267	YEAST05799
OG0002486	SCHMD04008, SCHMD04005, SCHMD04006, SCHMD29822, SCHMD18567, SCHMD19075, SCHMD27163	YEAST01433
OG0002492	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714	YEAST01624
OG0002494	SCHMD11104	YEAST02402
OG0002495	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789	YEAST02772
OG0002497	SCHMD08306, SCHMD08307	YEAST02747
OG0002500	SCHMD17842, SCHMD27186, SCHMD17843, SCHMD20787, SCHMD09150	YEAST05648
OG0002505	SCHMD23168, SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410, SCHMD16407	YEAST02959
OG0002510	SCHMD16402, SCHMD22142	YEAST04753
OG0002516	SCHMD13475, SCHMD03180, SCHMD03058	YEAST00066
OG0002518	SCHMD04695	YEAST02890
OG0002520	SCHMD21493, SCHMD24580	YEAST05256
OG0002527	SCHMD25894, SCHMD01775	YEAST01639
OG0002528	SCHMD14226, SCHMD14244, SCHMD02867, SCHMD13131	YEAST00372
OG0002530	SCHMD06656, SCHMD16184	YEAST05530, YEAST03790
OG0002532	SCHMD05611	YEAST03235
OG0002533	SCHMD23477, SCHMD24807, SCHMD23978	YEAST04525
OG0002543	SCHMD13140, SCHMD07926	YEAST00527
OG0002557	SCHMD13169, SCHMD21727	YEAST06243
OG0002561	SCHMD12128, SCHMD12125, SCHMD22644	YEAST04438, YEAST02106
OG0002564	SCHMD26255, SCHMD23486	YEAST02186
OG0002565	SCHMD17677	YEAST04224, YEAST02499
OG0002570	SCHMD28455, SCHMD10841, SCHMD28456	YEAST00592
OG0002574	SCHMD02805	YEAST05657
OG0002594	SCHMD01957, SCHMD01956, SCHMD08766	YEAST06174
OG0002598	SCHMD12969, SCHMD12968, SCHMD12920	YEAST04621, YEAST03577
OG0002605	SCHMD16204, SCHMD16205	YEAST06332
OG0002609	SCHMD03135	YEAST01355
OG0002610	SCHMD10931, SCHMD09597, SCHMD07650	YEAST01078, YEAST03973
OG0002617	SCHMD08533, SCHMD12441	YEAST00866
OG0002618	SCHMD14270, SCHMD12423, SCHMD17209, SCHMD29637, SCHMD09531, SCHMD10498, SCHMD01269	YEAST06247
OG0002629	SCHMD20313, SCHMD29554	YEAST05919
OG0002630	SCHMD02514	YEAST05202
OG0002630	SCHMD08090	YEAST05943, YEAST02413
OG0002632	SCHMD24299, SCHMD11524, SCHMD24298, SCHMD12144	YEAST02755
OG0002633	SCHMD04220	YEAST04206
OG0002636	SCHMD17100, SCHMD17101	YEAST01664, YEAST06215
OG0002638	SCHMD17623	YEAST00919
OG0002643	SCHMD10125, SCHMD29396	YEAST01938
OG0002645	SCHMD14719	YEAST01436
OG0002646	SCHMD02368, SCHMD02370	YEAST01946
OG0002652	SCHMD02206	YEAST04937
OG0002656	SCHMD02018	YEAST05701
OG0002659	SCHMD16521	YEAST06290
OG0002666	SCHMD26535, SCHMD26571, SCHMD26311	YEAST02507
OG0002668	SCHMD11689	YEAST02324
OG0002677	SCHMD15461, SCHMD08746	YEAST05210
OG0002683	SCHMD20027, SCHMD25713, SCHMD01061, SCHMD21344, SCHMD17534	YEAST03676
OG0002705	SCHMD28463, SCHMD20331, SCHMD14987	YEAST00553
OG0002713	SCHMD21320	YEAST00413, YEAST06057
OG0002715	SCHMD04683	YEAST01174, YEAST04131
OG0002717	SCHMD04660, SCHMD19761	YEAST02430
OG0002718	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510	YEAST03380, YEAST03502
OG0002720	SCHMD27297, SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945	YEAST01914
OG0002726	SCHMD05011, SCHMD29542	YEAST02958
OG0002729	SCHMD13495, SCHMD04166	YEAST01155
OG0002737	SCHMD03957	YEAST02827
OG0002739	SCHMD21270, SCHMD28406, SCHMD26219, SCHMD21267	YEAST01877
OG0002740	SCHMD27419, SCHMD03938, SCHMD03830	YEAST01658
OG0002743	SCHMD05725, SCHMD09090	YEAST01824, YEAST03362
OG0002745	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971	YEAST04244
OG0002746	SCHMD25949, SCHMD23620, SCHMD19829, SCHMD19331, SCHMD07505	YEAST04902, YEAST05332
OG0002747	SCHMD01124, SCHMD01122, SCHMD01123	YEAST05617
OG0002749	SCHMD10049, SCHMD09732, SCHMD29352, SCHMD14504, SCHMD26271	YEAST02810
OG0002750	SCHMD18505, SCHMD23730, SCHMD19269, SCHMD20288	YEAST04952
OG0002754	SCHMD15826, SCHMD13198, SCHMD11733, SCHMD20272	YEAST03620
OG0002756	SCHMD07641, SCHMD08625	YEAST04058
OG0002758	SCHMD01248, SCHMD01249	YEAST04409
OG0002760	SCHMD04520	YEAST01927
OG0002761	SCHMD02431, SCHMD02430	YEAST03261
OG0002763	SCHMD28353, SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776	YEAST00260
OG0002764	SCHMD03065	YEAST00423
OG0002765	SCHMD03101, SCHMD01507	YEAST01667, YEAST05523
OG0002766	SCHMD07474	YEAST05357
OG0002771	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030	YEAST02043
OG0002772	SCHMD09831, SCHMD01102, SCHMD01105	YEAST03384
OG0002773	SCHMD12006, SCHMD03314, SCHMD03038, SCHMD29335, SCHMD29658	YEAST03677
OG0002774	SCHMD21194, SCHMD14518	YEAST03575
OG0002775	SCHMD12139, SCHMD09183	YEAST03021
OG0002781	SCHMD04051, SCHMD00686	YEAST05450
OG0002782	SCHMD04095, SCHMD10801, SCHMD12067, SCHMD08222	YEAST02121
OG0002785	SCHMD03564, SCHMD02646	YEAST06106, YEAST01228
OG0002788	SCHMD13555, SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830	YEAST02578, YEAST01232
OG0002789	SCHMD29648	YEAST05269
OG0002793	SCHMD23816, SCHMD22461	YEAST01371
OG0002799	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012	YEAST01461
OG0002817	SCHMD08770	YEAST01189, YEAST04922
OG0002824	SCHMD22484, SCHMD22922	YEAST02137
OG0002826	SCHMD04456, SCHMD04455	YEAST00174
OG0002827	SCHMD08734, SCHMD08735, SCHMD08733	YEAST05976
OG0002831	SCHMD14362, SCHMD15514, SCHMD14363, SCHMD15513	YEAST03282
OG0002837	SCHMD08534	YEAST01987, YEAST00157
OG0002839	SCHMD02377	YEAST03148
OG0002843	SCHMD17688, SCHMD03006, SCHMD24577	YEAST04737
OG0002844	SCHMD03897	YEAST05563
OG0002847	SCHMD15249, SCHMD15873, SCHMD15872, SCHMD21169	YEAST02294
OG0002851	SCHMD04077, SCHMD04076	YEAST04951
OG0002855	SCHMD09244, SCHMD09245	YEAST00137
OG0002860	SCHMD07308, SCHMD18915	YEAST02712
OG0002866	SCHMD11278	YEAST01136
OG0002876	SCHMD29634, SCHMD10099	YEAST02348
OG0002883	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473, SCHMD00474	YEAST03027
OG0002891	SCHMD13844	YEAST03205
OG0002893	SCHMD11607, SCHMD19499, SCHMD11608, SCHMD25224, SCHMD26062	YEAST03653
OG0002894	SCHMD25475, SCHMD29272	YEAST00906
OG0002895	SCHMD19751, SCHMD11439, SCHMD07104	YEAST01471, YEAST05353, YEAST05456
OG0002897	SCHMD13842	YEAST06308
OG0002899	SCHMD08092	YEAST00283
OG0002900	SCHMD25381	YEAST05306
OG0002907	SCHMD11864, SCHMD21839	YEAST02061
OG0002910	SCHMD15737, SCHMD13782, SCHMD29217	YEAST00223
OG0002915	SCHMD09665	YEAST02264
OG0002917	SCHMD01851, SCHMD01850	YEAST03703
OG0002920	SCHMD27472, SCHMD00048, SCHMD14640	YEAST04043, YEAST04055
OG0002921	SCHMD09397	YEAST06254
OG0002922	SCHMD15284	YEAST01482
OG0002947	SCHMD01791, SCHMD28979	YEAST00232
OG0002948	SCHMD06278, SCHMD06277	YEAST03584
OG0002949	SCHMD00986	YEAST00419, YEAST06063
OG0002952	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820	YEAST05257
OG0002953	SCHMD15127	YEAST03034
OG0002957	SCHMD14496, SCHMD11704, SCHMD14494, SCHMD11703	YEAST03253
OG0002960	SCHMD03221	YEAST05502
OG0002965	SCHMD08707	YEAST03804
OG0002966	SCHMD19835	YEAST06059
OG0002968	SCHMD17924	YEAST00199
OG0002969	SCHMD08827	YEAST00655
OG0002982	SCHMD01104	YEAST02471
OG0002985	SCHMD03398, SCHMD14369	YEAST02147
OG0002987	SCHMD01543, SCHMD13405	YEAST02970, YEAST00081, YEAST02488
OG0002991	SCHMD22608, SCHMD20729, SCHMD16740	YEAST03345, YEAST01842
OG0002997	SCHMD16711	YEAST02374
OG0003001	SCHMD16355, SCHMD17156	YEAST01497
OG0003004	SCHMD18300, SCHMD21092	YEAST02183
OG0003006	SCHMD08276, SCHMD27162	YEAST00899
OG0003010	SCHMD10225, SCHMD10226	YEAST03035
OG0003012	SCHMD08169, SCHMD01210, SCHMD05862	YEAST04512
OG0003016	SCHMD10023, SCHMD10022	YEAST04810
OG0003017	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213	YEAST02213
OG0003018	SCHMD28328, SCHMD16219	YEAST01635, YEAST01949
OG0003020	SCHMD01885, SCHMD16858	YEAST04851
OG0003027	SCHMD26555, SCHMD23346	YEAST05498
OG0003028	SCHMD00803	YEAST05822
OG0003029	SCHMD17380	YEAST04523
OG0003033	SCHMD17975	YEAST02457, YEAST02640
OG0003039	SCHMD25112, SCHMD24951, SCHMD14763	YEAST00055
OG0003043	SCHMD29558, SCHMD01920, SCHMD01921, SCHMD29559	YEAST02551
OG0003046	SCHMD02191, SCHMD02192	YEAST01632
OG0003054	SCHMD07639, SCHMD26066, SCHMD14205	YEAST04909, YEAST05341
OG0003056	SCHMD17116, SCHMD23427, SCHMD16470, SCHMD23280	YEAST02257
OG0003059	SCHMD06641, SCHMD00780, SCHMD00957	YEAST02832, YEAST03675
OG0003063	SCHMD09452	YEAST00204
OG0003066	SCHMD16401	YEAST00969
OG0003067	SCHMD13476	YEAST03159
OG0003072	SCHMD06897, SCHMD06898, SCHMD06899, SCHMD06901, SCHMD06900	YEAST05076
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	YEAST00167
OG0003079	SCHMD21039, SCHMD16217	YEAST01019
OG0003101	SCHMD08248	YEAST01357
OG0003104	SCHMD24752, SCHMD28727	YEAST00861
OG0003105	SCHMD11115, SCHMD11114	YEAST04282
OG0003106	SCHMD02719, SCHMD29463	YEAST03619
OG0003107	SCHMD24066, SCHMD27003	YEAST00029
OG0003108	SCHMD07978	YEAST00796
OG0003110	SCHMD04241	YEAST02197
OG0003114	SCHMD14023, SCHMD11723, SCHMD15288	YEAST00453, YEAST02426
OG0003119	SCHMD29008, SCHMD21161	YEAST00778, YEAST00736
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	YEAST03190
OG0003126	SCHMD01239	YEAST00300
OG0003131	SCHMD00499, SCHMD13849, SCHMD12187	YEAST04435, YEAST04350
OG0003135	SCHMD18912, SCHMD19428, SCHMD16137	YEAST02069
OG0003138	SCHMD28656, SCHMD17457, SCHMD23986, SCHMD17456	YEAST01790, YEAST00784
OG0003145	SCHMD14673, SCHMD15337, SCHMD09407	YEAST06012
OG0003147	SCHMD17526	YEAST03729
OG0003151	SCHMD12480, SCHMD14456	YEAST03910
OG0003153	SCHMD06720, SCHMD06721	YEAST05438
OG0003157	SCHMD06691	YEAST01203
OG0003164	SCHMD01405	YEAST05549, YEAST04492
OG0003169	SCHMD10405	YEAST04410
OG0003172	SCHMD29691	YEAST01964, YEAST01625
OG0003172	SCHMD01375	YEAST06030
OG0003174	SCHMD28100, SCHMD04214, SCHMD15907	YEAST06178
OG0003178	SCHMD14461	YEAST05823
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	YEAST05565
OG0003189	SCHMD02678	YEAST00820
OG0003191	SCHMD03926	YEAST01068
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	YEAST02494
OG0003197	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656, SCHMD11788	YEAST06274
OG0003199	SCHMD21965, SCHMD20498, SCHMD26450	YEAST04961
OG0003207	SCHMD06863, SCHMD04604	YEAST04056
OG0003212	SCHMD20324, SCHMD18634, SCHMD18389	YEAST05531
OG0003214	SCHMD18471	YEAST03701
OG0003215	SCHMD06939	YEAST04373
OG0003218	SCHMD20285	YEAST04068
OG0003219	SCHMD23356	YEAST01943, YEAST02157
OG0003220	SCHMD29061, SCHMD14282	YEAST03417, YEAST00186
OG0003221	SCHMD16909, SCHMD22653	YEAST05064
OG0003223	SCHMD23089, SCHMD08068, SCHMD22959, SCHMD16759	YEAST04472
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	YEAST06187
OG0003230	SCHMD09623	YEAST05487
OG0003235	SCHMD15802	YEAST06282
OG0003251	SCHMD10064, SCHMD14392	YEAST05338, YEAST04904
OG0003254	SCHMD01611	YEAST03911
OG0003257	SCHMD14887, SCHMD01601	YEAST02741
OG0003263	SCHMD17464	YEAST05333
OG0003264	SCHMD03771	YEAST03398
OG0003267	SCHMD03991	YEAST02516
OG0003270	SCHMD29657	YEAST01372, YEAST05351, YEAST01476
OG0003277	SCHMD27731, SCHMD11904	YEAST03706
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	YEAST02779
OG0003284	SCHMD07514, SCHMD15662	YEAST02184
OG0003287	SCHMD14605	YEAST00166
OG0003288	SCHMD09311, SCHMD11762	YEAST05062
OG0003290	SCHMD28476, SCHMD05994	YEAST06325
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	YEAST04930
OG0003301	SCHMD13976, SCHMD15564	YEAST03267
OG0003302	SCHMD01831	YEAST04633
OG0003303	SCHMD01441	YEAST05878
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	YEAST04887
OG0003317	SCHMD03906, SCHMD03908, SCHMD03907, SCHMD03905	YEAST03051
OG0003318	SCHMD12979, SCHMD12981, SCHMD18691	YEAST02158
OG0003335	SCHMD19779	YEAST01260
OG0003340	SCHMD08266	YEAST04972
OG0003341	SCHMD00620, SCHMD00619, SCHMD00618, SCHMD00617	YEAST00990
OG0003343	SCHMD22696, SCHMD22695	YEAST04356, YEAST06258
OG0003344	SCHMD12946, SCHMD01887	YEAST04764
OG0003345	SCHMD29406, SCHMD28866, SCHMD29662, SCHMD03933	YEAST02133
OG0003348	SCHMD11779	YEAST02844
OG0003349	SCHMD04642, SCHMD00847	YEAST00235, YEAST04798
OG0003356	SCHMD07762	YEAST02937
OG0003357	SCHMD05234	YEAST04240, YEAST02522
OG0003364	SCHMD15632, SCHMD28905, SCHMD18353	YEAST00730
OG0003366	SCHMD14890	YEAST05276, YEAST03075
OG0003373	SCHMD21509, SCHMD21699	YEAST03755
OG0003374	SCHMD04840	YEAST03627
OG0003375	SCHMD17434, SCHMD08102	YEAST03722
OG0003380	SCHMD05800	YEAST00529
OG0003381	SCHMD19752	YEAST03447, YEAST01380
OG0003382	SCHMD05894	YEAST01627
OG0003386	SCHMD08232	YEAST02725
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	YEAST05084
OG0003426	SCHMD11714	YEAST05251
OG0003429	SCHMD06630, SCHMD03609	YEAST05921
OG0003430	SCHMD03690	YEAST04732
OG0003434	SCHMD05639, SCHMD06055	YEAST02689
OG0003435	SCHMD22101, SCHMD18693, SCHMD16836, SCHMD13593	YEAST05483
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	YEAST06032
OG0003454	SCHMD10872, SCHMD17895	YEAST04088
OG0003458	SCHMD20564	YEAST00169
OG0003463	SCHMD00720, SCHMD00721	YEAST02371
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	YEAST05120
OG0003465	SCHMD04832	YEAST02874
OG0003467	SCHMD08397, SCHMD08398	YEAST01278
OG0003476	SCHMD15068	YEAST01588
OG0003476	SCHMD15972	YEAST02726
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	YEAST03665
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	YEAST06074
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	YEAST03066
OG0003491	SCHMD07566	YEAST03514
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	YEAST00758
OG0003498	SCHMD19260, SCHMD19261, SCHMD16893	YEAST05680
OG0003501	SCHMD02847, SCHMD02846	YEAST01421
OG0003502	SCHMD05683	YEAST02519
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	YEAST00400
OG0003505	SCHMD08229, SCHMD08228	YEAST00697
OG0003509	SCHMD12054	YEAST02850
OG0003515	SCHMD16232, SCHMD28533	YEAST00923
OG0003518	SCHMD11707, SCHMD22751, SCHMD09463, SCHMD00610, SCHMD20881, SCHMD13352, SCHMD02761, SCHMD12562, SCHMD25411, SCHMD24856, SCHMD05084	YEAST04809
OG0003523	SCHMD11220, SCHMD11219	YEAST05393
OG0003531	SCHMD02486	YEAST00465
OG0003532	SCHMD04373	YEAST05810
OG0003539	SCHMD18718, SCHMD20290	YEAST03774
OG0003543	SCHMD25625, SCHMD07979, SCHMD01295, SCHMD04172	YEAST01290
OG0003544	SCHMD22197, SCHMD21841	YEAST00251
OG0003550	SCHMD01327	YEAST06166
OG0003551	SCHMD07949	YEAST01826
OG0003552	SCHMD10623, SCHMD08451	YEAST04163
OG0003556	SCHMD03452	YEAST05216
OG0003561	SCHMD07358	YEAST06100
OG0003562	SCHMD00923	YEAST00960
OG0003567	SCHMD29448, SCHMD14814, SCHMD15008, SCHMD04442	YEAST04838
OG0003568	SCHMD15819	YEAST04328
OG0003570	SCHMD08962	YEAST03562, YEAST04635
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	YEAST05553
OG0003573	SCHMD03521	YEAST00597
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	YEAST05031
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	YEAST05446
OG0003582	SCHMD12451, SCHMD16671	YEAST03174
OG0003598	SCHMD24246, SCHMD21244	YEAST00803
OG0003599	SCHMD22763, SCHMD21154	YEAST04133
OG0003603	SCHMD02011	YEAST03529
OG0003610	SCHMD10025, SCHMD05007	YEAST02573
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	YEAST01054
OG0003612	SCHMD05843, SCHMD05841, SCHMD05840	YEAST00808
OG0003613	SCHMD04176	YEAST02366
OG0003615	SCHMD13214	YEAST01638
OG0003617	SCHMD19266, SCHMD24604	YEAST01843
OG0003617	SCHMD19682	YEAST04802, YEAST04398
OG0003618	SCHMD03818, SCHMD03820	YEAST00747
OG0003619	SCHMD13518, SCHMD08597	YEAST04756
OG0003624	SCHMD09570, SCHMD09571, SCHMD22651, SCHMD09569	YEAST00147
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	YEAST04845
OG0003632	SCHMD28869	YEAST02125
OG0003638	SCHMD02138, SCHMD02139, SCHMD21637, SCHMD08901, SCHMD15804, SCHMD21079, SCHMD06281, SCHMD19603, SCHMD08904, SCHMD12994	YEAST00956
OG0003641	SCHMD00104	YEAST04061, YEAST01158
OG0003644	SCHMD03638	YEAST01545
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	YEAST02349
OG0003647	SCHMD03661, SCHMD03659	YEAST04352, YEAST04433
OG0003649	SCHMD11461, SCHMD11460	YEAST00203
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715, SCHMD11909, SCHMD17602, SCHMD12731	YEAST00140
OG0003661	SCHMD05074, SCHMD11069, SCHMD11070	YEAST02758
OG0003664	SCHMD12084, SCHMD21392	YEAST03791
OG0003668	SCHMD16966	YEAST06168
OG0003669	SCHMD19438	YEAST02813
OG0003672	SCHMD06465, SCHMD13496	YEAST03137
OG0003676	SCHMD09933	YEAST03110
OG0003678	SCHMD18909	YEAST02330
OG0003679	SCHMD14973	YEAST03223
OG0003682	SCHMD00097, SCHMD00098	YEAST00571
OG0003687	SCHMD06543	YEAST02527, YEAST04246
OG0003688	SCHMD02218	YEAST01333, YEAST05362, YEAST00376
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	YEAST01162
OG0003692	SCHMD07452	YEAST00692
OG0003694	SCHMD01774	YEAST01453
OG0003696	SCHMD10456, SCHMD19979	YEAST05704
OG0003698	SCHMD29491, SCHMD19621, SCHMD04070, SCHMD04069	YEAST03764, YEAST03185
OG0003703	SCHMD03850	YEAST00683
OG0003710	SCHMD01072	YEAST02077
OG0003712	SCHMD07204, SCHMD01556	YEAST02114
OG0003713	SCHMD09387, SCHMD09388	YEAST01549, YEAST03807
OG0003716	SCHMD17891, SCHMD16361, SCHMD16362	YEAST02390
OG0003718	SCHMD19427, SCHMD27978	YEAST05772
OG0003721	SCHMD06738	YEAST04960
OG0003724	SCHMD11616, SCHMD11615, SCHMD27298	YEAST02365, YEAST06120
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	YEAST01543
OG0003731	SCHMD22514	YEAST04486
OG0003733	SCHMD09106, SCHMD07190, SCHMD09105, SCHMD07189	YEAST03492
OG0003734	SCHMD00609	YEAST02809, YEAST03842
OG0003735	SCHMD00315, SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365	YEAST06115
OG0003740	SCHMD13948, SCHMD17686	YEAST01029
OG0003741	SCHMD06385, SCHMD07194, SCHMD06474, SCHMD20583, SCHMD09441, SCHMD07941, SCHMD28597, SCHMD28496	YEAST01379
OG0003743	SCHMD05330, SCHMD03268	YEAST06008, YEAST05688
OG0003744	SCHMD04258	YEAST01207
OG0003749	SCHMD12963, SCHMD26791	YEAST04441
OG0003750	SCHMD10740, SCHMD21692	YEAST00149
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	YEAST01878
OG0003758	SCHMD10568	YEAST06133
OG0003759	SCHMD02168	YEAST03315
OG0003766	SCHMD22112, SCHMD16522	YEAST03336
OG0003767	SCHMD06286	YEAST01933, YEAST01650
OG0003770	SCHMD25951, SCHMD27241, SCHMD10013, SCHMD29711, SCHMD28417	YEAST01234, YEAST03860
OG0003778	SCHMD06996	YEAST05796
OG0003779	SCHMD15868, SCHMD25797	YEAST04431
OG0003806	SCHMD21156	YEAST02367
OG0003807	SCHMD00742	YEAST04265, YEAST03128
OG0003808	SCHMD27875, SCHMD11284, SCHMD25011	YEAST01201
OG0003811	SCHMD22928, SCHMD13669	YEAST00417
OG0003812	SCHMD04985	YEAST00287
OG0003813	SCHMD01244	YEAST00254
OG0003818	SCHMD10822, SCHMD17278	YEAST04318
OG0003828	SCHMD01189, SCHMD27415	YEAST02448
OG0003831	SCHMD17115	YEAST05137, YEAST02344
OG0003834	SCHMD03227, SCHMD01451	YEAST06322
OG0003837	SCHMD10162, SCHMD25130, SCHMD17615, SCHMD14383, SCHMD10163	YEAST02586
OG0003838	SCHMD05207	YEAST03413
OG0003839	SCHMD05702, SCHMD10139	YEAST01736
OG0003844	SCHMD09963	YEAST06054
OG0003846	SCHMD06517	YEAST00356
OG0003850	SCHMD24952, SCHMD16801	YEAST00228
OG0003851	SCHMD05218	YEAST06169
OG0003852	SCHMD08202, SCHMD13486	YEAST03296
OG0003853	SCHMD14514, SCHMD07343	YEAST06251
OG0003855	SCHMD17554, SCHMD17555, SCHMD17767	YEAST04936
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	YEAST03934, YEAST02710
OG0003858	SCHMD28559, SCHMD03749, SCHMD17127	YEAST01401
OG0003860	SCHMD07832, SCHMD07831, SCHMD09480, SCHMD27052, SCHMD27051	YEAST01412
OG0003866	SCHMD07937, SCHMD00211	YEAST01895
OG0003867	SCHMD06888, SCHMD20274, SCHMD12094, SCHMD26871, SCHMD11731, SCHMD29207, SCHMD20012, SCHMD24555, SCHMD26707, SCHMD22185, SCHMD13199	YEAST03558
OG0003868	SCHMD15677	YEAST01448
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	YEAST02771
OG0003875	SCHMD07244, SCHMD00813, SCHMD07245, SCHMD07243	YEAST05070
OG0003876	SCHMD06770	YEAST02423
OG0003877	SCHMD08239	YEAST04860, YEAST05867, YEAST03825
OG0003879	SCHMD21707, SCHMD18365, SCHMD18366	YEAST00463
OG0003881	SCHMD06054, SCHMD03369	YEAST03851
OG0003882	SCHMD13622	YEAST03663
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	YEAST06023
OG0003887	SCHMD20058, SCHMD18207	YEAST00028
