Orthogroup	SCHMD	SACKO_ok
OG0003488	SCHMD09112, SCHMD22268	SACKO_21273
OG0003489	SCHMD16345, SCHMD15586	SACKO_12828
OG0003489	SCHMD27620	SACKO_29393
OG0003490	SCHMD10202	SACKO_04384
OG0003491	SCHMD07566	SACKO_26412
OG0003492	SCHMD17580	SACKO_31827
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551, SCHMD21889, SCHMD26712, SCHMD21890	SACKO_06794
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	SACKO_02621
OG0003498	SCHMD19260	SACKO_01996, SACKO_01988
OG0003498	SCHMD19261, SCHMD16893	SACKO_01980
OG0003501	SCHMD02846	SACKO_30952
OG0003502	SCHMD05683	SACKO_20189
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	SACKO_09739
OG0003504	SCHMD16696, SCHMD18314	SACKO_16259
OG0003505	SCHMD08229, SCHMD08228	SACKO_26757
OG0003508	SCHMD00810	SACKO_06902
OG0003509	SCHMD12054	SACKO_34164
OG0003511	SCHMD10744	SACKO_09852
OG0003513	SCHMD25986, SCHMD27084	SACKO_30320
OG0003515	SCHMD16232, SCHMD28533	SACKO_30659
OG0003516	SCHMD28216	SACKO_24084
OG0003518	SCHMD11707, SCHMD22751, SCHMD09463, SCHMD00610, SCHMD20881, SCHMD13352, SCHMD02761, SCHMD12562, SCHMD25411, SCHMD24856	SACKO_26760
OG0003518	SCHMD05084	SACKO_26732
OG0003519	SCHMD04577	SACKO_12908
OG0003520	SCHMD04339	SACKO_18568, SACKO_23243
OG0003522	SCHMD02972	SACKO_24463
OG0003523	SCHMD11220, SCHMD11219	SACKO_34177, SACKO_33207
OG0003524	SCHMD06675	SACKO_28813
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	SACKO_24043, SACKO_19674, SACKO_18095, SACKO_24008
OG0003527	SCHMD19091, SCHMD14510	SACKO_00456
OG0003527	SCHMD28971	SACKO_00460
OG0003528	SCHMD21896, SCHMD26214	SACKO_21089
OG0003530	SCHMD08166	SACKO_12596
OG0003531	SCHMD02486	SACKO_00165
OG0003532	SCHMD04373	SACKO_31069
OG0003533	SCHMD29432, SCHMD23787	SACKO_23729
OG0003534	SCHMD19910	SACKO_07848
OG0003539	SCHMD18718, SCHMD20290	SACKO_02852
OG0003543	SCHMD01295, SCHMD04172	SACKO_32884
OG0003544	SCHMD22197, SCHMD21841	SACKO_26949, SACKO_12520, SACKO_09816
OG0003545	SCHMD18885, SCHMD15544	SACKO_28684, SACKO_03798
OG0003548	SCHMD25865, SCHMD23815	SACKO_18715
OG0003550	SCHMD01327	SACKO_21635
OG0003551	SCHMD07949	SACKO_25700
OG0003552	SCHMD10623, SCHMD08451	SACKO_04703
OG0003554	SCHMD11710, SCHMD08877	SACKO_27750
OG0003555	SCHMD03932	SACKO_27229
OG0003556	SCHMD03452	SACKO_20857
OG0003557	SCHMD08732	SACKO_27387
OG0003558	SCHMD04257	SACKO_16535
OG0003561	SCHMD07358	SACKO_31413
OG0003562	SCHMD00923	SACKO_19186
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	SACKO_24469
OG0003564	SCHMD19445, SCHMD14913	SACKO_17080
OG0003566	SCHMD26756, SCHMD15301	SACKO_03424
OG0003567	SCHMD15008, SCHMD04442	SACKO_04644, SACKO_17659
OG0003568	SCHMD15819	SACKO_29348
OG0003570	SCHMD08962	SACKO_10065
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	SACKO_20473
OG0003573	SCHMD03521	SACKO_03300
OG0003577	SCHMD10649	SACKO_06470
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	SACKO_25432
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	SACKO_31496
OG0003582	SCHMD12451, SCHMD16671	SACKO_20514, SACKO_20506
OG0003597	SCHMD07116	SACKO_27649
OG0003598	SCHMD21244	SACKO_18642
OG0003599	SCHMD21154	SACKO_29256
OG0003600	SCHMD02224	SACKO_26845
OG0003603	SCHMD02011	SACKO_20353
OG0003604	SCHMD03287	SACKO_02211
OG0003606	SCHMD17964, SCHMD15106	SACKO_14800
OG0003607	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541	SACKO_11384
OG0003610	SCHMD10025, SCHMD05007	SACKO_11265
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	SACKO_17082
OG0003612	SCHMD05840	SACKO_07192
OG0003613	SCHMD04176	SACKO_09649
OG0003615	SCHMD13214	SACKO_03496
OG0003617	SCHMD19266, SCHMD24604	SACKO_22185
OG0003618	SCHMD03820	SACKO_02416
OG0003619	SCHMD13518, SCHMD08597	SACKO_04087
OG0003620	SCHMD10079, SCHMD29362	SACKO_04500
OG0003621	SCHMD12479	SACKO_01831
OG0003622	SCHMD23632	SACKO_28093
OG0003624	SCHMD09570	SACKO_32508, SACKO_30807
OG0003625	SCHMD19163, SCHMD19678, SCHMD22465	SACKO_04426, SACKO_08104, SACKO_04454, SACKO_08112
OG0003626	SCHMD06623	SACKO_07911
OG0003627	SCHMD19934, SCHMD24898	SACKO_03623
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	SACKO_05455
OG0003631	SCHMD10913	SACKO_08255
OG0003632	SCHMD28869	SACKO_10570
OG0003635	SCHMD09927	SACKO_20382
OG0003636	SCHMD16813	SACKO_32398
OG0003638	SCHMD08904, SCHMD12994	SACKO_04756
OG0003639	SCHMD20934	SACKO_08531
OG0003639	SCHMD16338	SACKO_07106
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	SACKO_16698
OG0003644	SCHMD03638	SACKO_09283
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	SACKO_03457
OG0003647	SCHMD03661, SCHMD03659	SACKO_09851
OG0003649	SCHMD11461	SACKO_04513
OG0003651	SCHMD19273, SCHMD24605	SACKO_13985
OG0003652	SCHMD11274	SACKO_24298
OG0003653	SCHMD17511, SCHMD11246	SACKO_18995
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	SACKO_34038
OG0003655	SCHMD09541	SACKO_24287
OG0003657	SCHMD25752, SCHMD28011	SACKO_16386
OG0003658	SCHMD29667	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	SACKO_30164
OG0003661	SCHMD05074, SCHMD11069	SACKO_30405
OG0003661	SCHMD11070	SACKO_00300, SACKO_17621
OG0003666	SCHMD02137	SACKO_16204
OG0003668	SCHMD16966	SACKO_16542, SACKO_07937
OG0003669	SCHMD19438	SACKO_29382
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	SACKO_06102
OG0003672	SCHMD06465, SCHMD13496	SACKO_22038
OG0003673	SCHMD04574	SACKO_20751
OG0003674	SCHMD19493, SCHMD21241, SCHMD21242	SACKO_16258
OG0003675	SCHMD10343	SACKO_02504
OG0003676	SCHMD09933	SACKO_32292
OG0003678	SCHMD18909	SACKO_00514
OG0003679	SCHMD14973	SACKO_05594
OG0003682	SCHMD00097	SACKO_09118
OG0003683	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791	SACKO_19239
OG0003685	SCHMD02813	SACKO_17420
OG0003686	SCHMD15901	SACKO_18996
OG0003687	SCHMD06543	SACKO_02692
OG0003688	SCHMD02218	SACKO_15602
OG0003690	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197	SACKO_17688
OG0003692	SCHMD07452	SACKO_30272
OG0003694	SCHMD01774	SACKO_13899
OG0003695	SCHMD02002	SACKO_15073
OG0003696	SCHMD10456, SCHMD19979	SACKO_23747
OG0003698	SCHMD04070	SACKO_23560
OG0003699	SCHMD25089, SCHMD23737	SACKO_22459
OG0003701	SCHMD15850	SACKO_29992
OG0003703	SCHMD03850	SACKO_22461
OG0003705	SCHMD16984	SACKO_07440
OG0003706	SCHMD03464, SCHMD03465	SACKO_21403
OG0003708	SCHMD13127	SACKO_10347
OG0003710	SCHMD01072	SACKO_14655
OG0003712	SCHMD01556	SACKO_24483
OG0003713	SCHMD09387	SACKO_23814
OG0003713	SCHMD09388	SACKO_24761
OG0003716	SCHMD17891, SCHMD16361	SACKO_26660
OG0003716	SCHMD16362	SACKO_26655
OG0003717	SCHMD02266	SACKO_18355
OG0003718	SCHMD19427, SCHMD27978	SACKO_13035
OG0003720	SCHMD23149, SCHMD11812	SACKO_27787
OG0003721	SCHMD06738	SACKO_27819
OG0003722	SCHMD13809	SACKO_09342
OG0003725	SCHMD27474, SCHMD20596	SACKO_29232
OG0003726	SCHMD25016	SACKO_21238, SACKO_21229, SACKO_21266, SACKO_21234
OG0003728	SCHMD02160	SACKO_28519
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	SACKO_10462, SACKO_10479
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	SACKO_07057
OG0003731	SCHMD22514	SACKO_09116
OG0003732	SCHMD03758	SACKO_33518
OG0003734	SCHMD00609	SACKO_10298
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	SACKO_08001
OG0003737	SCHMD26875, SCHMD23789	SACKO_21407
OG0003739	SCHMD03999	SACKO_32965
OG0003740	SCHMD13948, SCHMD17686	SACKO_08475
OG0003741	SCHMD28597, SCHMD28496	SACKO_23163
OG0003742	SCHMD03803	SACKO_16317
OG0003743	SCHMD05330, SCHMD03268	SACKO_20767
OG0003744	SCHMD04258	SACKO_15973
OG0003746	SCHMD20571	SACKO_04162
OG0003747	SCHMD25018, SCHMD26084, SCHMD17880	SACKO_02548
OG0003749	SCHMD12963	SACKO_08322
OG0003750	SCHMD10740, SCHMD21692	SACKO_12535, SACKO_09051
OG0003751	SCHMD29178, SCHMD29232	SACKO_27798
OG0003753	SCHMD05736	SACKO_28676
OG0003755	SCHMD24630	SACKO_29745
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	SACKO_18779
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	SACKO_06078
OG0003758	SCHMD10568	SACKO_22893
OG0003759	SCHMD02168	SACKO_28661, SACKO_18691
OG0003763	SCHMD15410	SACKO_16479
OG0003764	SCHMD03437	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985
OG0003766	SCHMD22112, SCHMD16522	SACKO_29018
OG0003767	SCHMD06286	SACKO_34036, SACKO_34061, SACKO_34034
OG0003771	SCHMD05134	SACKO_24472
OG0003775	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376	SACKO_31359
OG0003776	SCHMD01854	SACKO_19961, SACKO_22793, SACKO_32454
OG0003777	SCHMD09329, SCHMD03918	SACKO_18112
OG0003778	SCHMD06996	SACKO_19167
OG0003779	SCHMD15868, SCHMD25797	SACKO_17816
OG0003780	SCHMD20733	SACKO_32034
OG0003794	SCHMD05999	SACKO_16406
OG0003795	SCHMD22731	SACKO_26427
OG0003798	SCHMD13971, SCHMD04164	SACKO_04965
OG0003803	SCHMD27722, SCHMD27442	SACKO_16018
OG0003806	SCHMD21156	SACKO_25022
OG0003808	SCHMD27875, SCHMD11284, SCHMD25011	SACKO_11285
OG0003811	SCHMD22928, SCHMD13669	SACKO_23286, SACKO_31701
OG0003812	SCHMD04985	SACKO_20919, SACKO_19469
OG0003813	SCHMD01244	SACKO_02012
OG0003818	SCHMD10822, SCHMD17278	SACKO_15857
OG0003821	SCHMD10138	SACKO_23600
OG0003825	SCHMD05990	SACKO_00319, SACKO_24145
OG0003826	SCHMD20348	SACKO_00714
OG0003828	SCHMD01189, SCHMD27415	SACKO_16727
OG0003833	SCHMD28965	SACKO_15586, SACKO_23901
OG0003834	SCHMD01451	SACKO_32127
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	SACKO_26489, SACKO_21340
OG0003838	SCHMD05207	SACKO_16736
OG0003839	SCHMD05702, SCHMD10139	SACKO_12965, SACKO_03944
OG0003840	SCHMD12844, SCHMD26426	SACKO_04971
OG0003841	SCHMD14946	SACKO_22771
OG0003843	SCHMD03988, SCHMD16160	SACKO_20447
OG0003844	SCHMD09963	SACKO_31459
OG0003845	SCHMD00835	SACKO_11086, SACKO_04470
OG0003846	SCHMD06517	SACKO_25269
OG0003849	SCHMD10843	SACKO_29260
OG0003850	SCHMD24952, SCHMD16801	SACKO_27365
OG0003853	SCHMD14514, SCHMD07343	SACKO_33439, SACKO_06109
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	SACKO_00893
OG0003857	SCHMD05301	SACKO_19253
OG0003860	SCHMD09480, SCHMD27052, SCHMD27051	SACKO_18729
OG0003863	SCHMD02612	SACKO_16685
OG0003865	SCHMD10111	SACKO_07903
OG0003866	SCHMD07937, SCHMD00211	SACKO_20784
OG0003868	SCHMD15677	SACKO_03942
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	SACKO_04979
OG0003871	SCHMD01263	SACKO_17842
OG0003872	SCHMD13742, SCHMD13511	SACKO_01636
OG0003875	SCHMD07244	SACKO_23361
OG0003876	SCHMD06770	SACKO_25638
OG0003877	SCHMD08239	SACKO_03342
OG0003878	SCHMD04321	SACKO_30808, SACKO_14176
OG0003879	SCHMD18366	SACKO_05101
OG0003881	SCHMD06054, SCHMD03369	SACKO_26611, SACKO_26599
OG0003882	SCHMD13622	SACKO_25551
OG0003883	SCHMD24582	SACKO_13711
OG0003884	SCHMD04417	SACKO_06475
OG0003885	SCHMD09959	SACKO_26956
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	SACKO_05656
OG0003887	SCHMD20058, SCHMD18207	SACKO_34171
OG0003888	SCHMD05192	SACKO_14954, SACKO_12568, SACKO_14950
OG0003889	SCHMD21799	SACKO_01038, SACKO_05220
OG0003892	SCHMD07588	SACKO_01168
OG0003893	SCHMD00057	SACKO_09958
OG0003894	SCHMD11863	SACKO_00239
OG0003896	SCHMD28716	SACKO_28766
OG0003897	SCHMD20071	SACKO_11326
OG0003904	SCHMD00688	SACKO_07963
OG0003906	SCHMD03168	SACKO_07504
OG0003908	SCHMD10777, SCHMD26725	SACKO_23098
OG0003908	SCHMD03608	SACKO_14104
OG0003909	SCHMD13155	SACKO_06873
OG0003910	SCHMD16210, SCHMD14670	SACKO_25193
OG0003911	SCHMD20892	SACKO_05574
OG0003912	SCHMD04955	SACKO_19964
OG0003916	SCHMD05573	SACKO_16337
OG0003917	SCHMD02873	SACKO_14384, SACKO_02146
OG0003917	SCHMD02874	SACKO_14491
OG0003918	SCHMD00222	SACKO_03476
OG0003919	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561	SACKO_15063, SACKO_15040
OG0003920	SCHMD03027	SACKO_25068
OG0003921	SCHMD06689	SACKO_23005
OG0003923	SCHMD25596, SCHMD09715	SACKO_12853
OG0003925	SCHMD25912, SCHMD09602	SACKO_09569
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	SACKO_31099, SACKO_18838, SACKO_29131
OG0003928	SCHMD11506, SCHMD06431	SACKO_07975
OG0003929	SCHMD28887, SCHMD11401, SCHMD06539	SACKO_13523
OG0003930	SCHMD03275	SACKO_32200
OG0003931	SCHMD03615	SACKO_31562
OG0003933	SCHMD23983	SACKO_24589
OG0003934	SCHMD00793	SACKO_18213
OG0003936	SCHMD01877	SACKO_01810
OG0003938	SCHMD19197	SACKO_13881
OG0003939	SCHMD05579	SACKO_15117
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	SACKO_32874, SACKO_08977
OG0003941	SCHMD07685	SACKO_33176
OG0003944	SCHMD10666	SACKO_18909
OG0003945	SCHMD04737	SACKO_09804, SACKO_29979
OG0003946	SCHMD19360, SCHMD00465	SACKO_03399
OG0003947	SCHMD06484	SACKO_25687
OG0003949	SCHMD24366, SCHMD04246	SACKO_24451
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	SACKO_29340
OG0003951	SCHMD04397	SACKO_27938
OG0003953	SCHMD22038	SACKO_09518
OG0003954	SCHMD06088	SACKO_02352
OG0003955	SCHMD06589	SACKO_14555
OG0003956	SCHMD07488	SACKO_04261
OG0003958	SCHMD13631, SCHMD28091	SACKO_14206
OG0003961	SCHMD04675	SACKO_15157
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	SACKO_27709, SACKO_08493
OG0003968	SCHMD20971, SCHMD24367	SACKO_23161
OG0003969	SCHMD08592	SACKO_19412
OG0003972	SCHMD13668	SACKO_18971
OG0003973	SCHMD06454	SACKO_17940, SACKO_17922
OG0003998	SCHMD17536, SCHMD17537	SACKO_32493
OG0004000	SCHMD05012	SACKO_20194
OG0004004	SCHMD03887	SACKO_33188
OG0004004	SCHMD03888	SACKO_29932
OG0004007	SCHMD27653	SACKO_27467
OG0004009	SCHMD12539	SACKO_27674
OG0004010	SCHMD11857	SACKO_07022, SACKO_07010
OG0004012	SCHMD08012, SCHMD16333	SACKO_03401
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	SACKO_04423
OG0004015	SCHMD06396	SACKO_00138
OG0004016	SCHMD26981	SACKO_29859
OG0004017	SCHMD27630	SACKO_31378
OG0004018	SCHMD09657	SACKO_25485
OG0004020	SCHMD29535, SCHMD26610	SACKO_23773
OG0004021	SCHMD12686	SACKO_24515
OG0004023	SCHMD07791	SACKO_12120
OG0004025	SCHMD25773	SACKO_24133, SACKO_14748
OG0004028	SCHMD03770	SACKO_02251
OG0004029	SCHMD25820	SACKO_15425
OG0004030	SCHMD13880, SCHMD26900	SACKO_23510
OG0004032	SCHMD08571	SACKO_05148
OG0004033	SCHMD06585	SACKO_32338
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	SACKO_05264
OG0004036	SCHMD07559, SCHMD09846	SACKO_24297
OG0004037	SCHMD06653	SACKO_11842
OG0004038	SCHMD08999, SCHMD03883	SACKO_18332
OG0004040	SCHMD09208	SACKO_14400
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	SACKO_09138
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	SACKO_29359
OG0004043	SCHMD00046	SACKO_04203
OG0004044	SCHMD16907	SACKO_31712
OG0004047	SCHMD07813	SACKO_00930
OG0004048	SCHMD05765	SACKO_33590
OG0004051	SCHMD05269, SCHMD18831	SACKO_17893
OG0004052	SCHMD01378	SACKO_11790, SACKO_11768, SACKO_11774, SACKO_11776, SACKO_11791, SACKO_00197
OG0004053	SCHMD09663	SACKO_12103
OG0004054	SCHMD03170	SACKO_22145
OG0004056	SCHMD06405	SACKO_02937, SACKO_02933
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	SACKO_04014
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	SACKO_28451
OG0004064	SCHMD03370	SACKO_28124
OG0004065	SCHMD04935	SACKO_31120
OG0004066	SCHMD01420	SACKO_22807
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	SACKO_06615
OG0004069	SCHMD07928	SACKO_16363
OG0004071	SCHMD06667	SACKO_17358
OG0004072	SCHMD07982	SACKO_06639
OG0004076	SCHMD19802	SACKO_25245
OG0004078	SCHMD08036	SACKO_33616
OG0004079	SCHMD22313, SCHMD19146	SACKO_14566
OG0004080	SCHMD18517	SACKO_22943
OG0004081	SCHMD03804	SACKO_22094
OG0004083	SCHMD05538	SACKO_26997
OG0004084	SCHMD13360	SACKO_12941
OG0004085	SCHMD20233	SACKO_33798
OG0004087	SCHMD13153, SCHMD13154	SACKO_23851
OG0004090	SCHMD19142	SACKO_02550
OG0004091	SCHMD20986, SCHMD10374	SACKO_07509
OG0004092	SCHMD01973	SACKO_04140
OG0004094	SCHMD10011	SACKO_27444
OG0004096	SCHMD01632	SACKO_22778
OG0004097	SCHMD00017	SACKO_13213
OG0004099	SCHMD07433	SACKO_13836
OG0004100	SCHMD17395, SCHMD01145	SACKO_06161
OG0004101	SCHMD01669	SACKO_05006
OG0004102	SCHMD16352	SACKO_06536
OG0004103	SCHMD06708, SCHMD03618	SACKO_11477, SACKO_25893
OG0004105	SCHMD08794, SCHMD16310	SACKO_08461
OG0004106	SCHMD07276, SCHMD19640	SACKO_20371, SACKO_18121
OG0004107	SCHMD01035	SACKO_13828
OG0004108	SCHMD06834	SACKO_31634, SACKO_04231
OG0004110	SCHMD03573	SACKO_33407
OG0004112	SCHMD04301	SACKO_04832
OG0004113	SCHMD09954, SCHMD11157	SACKO_07968
OG0004114	SCHMD11428	SACKO_07278
OG0004115	SCHMD08639	SACKO_04614
OG0004116	SCHMD22991, SCHMD19169	SACKO_12551
OG0004119	SCHMD24339, SCHMD11856	SACKO_16359
OG0004120	SCHMD02931	SACKO_22425
OG0004121	SCHMD00644	SACKO_28819
OG0004122	SCHMD09920	SACKO_16718, SACKO_16732
OG0004123	SCHMD24840	SACKO_05474
OG0004124	SCHMD09788	SACKO_01623
OG0004125	SCHMD03017	SACKO_10613
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	SACKO_17034
OG0004127	SCHMD14115	SACKO_30149
OG0004128	SCHMD29366	SACKO_33426
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	SACKO_04539
OG0004133	SCHMD08788	SACKO_06628
OG0004134	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962	SACKO_21471
OG0004136	SCHMD21074, SCHMD14863	SACKO_00526
OG0004137	SCHMD09676	SACKO_16541
OG0004138	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252, SCHMD22517, SCHMD19285, SCHMD22519, SCHMD21342	SACKO_13361
OG0004140	SCHMD01399	SACKO_23320
OG0004142	SCHMD08558	SACKO_15937
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	SACKO_12932
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	SACKO_17936
OG0004146	SCHMD20063, SCHMD25218	SACKO_01743
OG0004147	SCHMD09010	SACKO_02789, SACKO_00298, SACKO_19204, SACKO_14344, SACKO_13311, SACKO_04984
OG0004148	SCHMD06808	SACKO_04179
OG0004150	SCHMD13649	SACKO_06062
OG0004153	SCHMD07819, SCHMD03631	SACKO_17489
OG0004154	SCHMD06235	SACKO_33248, SACKO_26314, SACKO_13527, SACKO_26315, SACKO_00413, SACKO_16309
OG0004155	SCHMD21190	SACKO_11443
OG0004157	SCHMD05878	SACKO_02828
OG0004158	SCHMD07419	SACKO_18616
OG0004161	SCHMD08136	SACKO_22482, SACKO_22491
OG0004164	SCHMD24669, SCHMD09145	SACKO_05848
OG0004166	SCHMD16044	SACKO_12473
OG0004167	SCHMD10205	SACKO_11715
OG0004168	SCHMD09579	SACKO_24506
OG0004169	SCHMD20780	SACKO_10004
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	SACKO_29940
OG0004176	SCHMD15010	SACKO_25099
OG0004178	SCHMD09644, SCHMD15102	SACKO_23443
OG0004179	SCHMD00790	SACKO_01013
OG0004181	SCHMD09842	SACKO_24938
OG0004186	SCHMD22129	SACKO_12502
OG0004188	SCHMD11027	SACKO_12003
OG0004190	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153	SACKO_22036
OG0004196	SCHMD19890, SCHMD08445, SCHMD14604, SCHMD05115	SACKO_02306
OG0004198	SCHMD18242	SACKO_11238, SACKO_12328
OG0004215	SCHMD23456, SCHMD09930	SACKO_02214
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	SACKO_32089
OG0004217	SCHMD15443	SACKO_09269
OG0004218	SCHMD25832	SACKO_18222
OG0004219	SCHMD02021	SACKO_03103
OG0004220	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816	SACKO_23085
OG0004222	SCHMD02604	SACKO_12358
OG0004223	SCHMD04451	SACKO_14230, SACKO_01885
OG0004227	SCHMD11794, SCHMD14206	SACKO_14123
OG0004228	SCHMD22945	SACKO_18186
OG0004229	SCHMD20367, SCHMD19492	SACKO_17477
OG0004230	SCHMD12329, SCHMD13516	SACKO_30089
OG0004231	SCHMD18343, SCHMD20951	SACKO_01862
OG0004232	SCHMD02245	SACKO_13258
OG0004233	SCHMD23521	SACKO_09478
OG0004235	SCHMD00900	SACKO_17332, SACKO_17349
OG0004236	SCHMD13419, SCHMD19318	SACKO_11379
OG0004239	SCHMD04162	SACKO_08658
OG0004240	SCHMD15203, SCHMD12624	SACKO_03705
OG0004241	SCHMD20634, SCHMD15365	SACKO_05087
OG0004243	SCHMD02806	SACKO_21841
OG0004244	SCHMD04165	SACKO_10773
OG0004246	SCHMD25240, SCHMD27704	SACKO_10191
OG0004247	SCHMD10596	SACKO_29414
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	SACKO_09516
OG0004250	SCHMD12623	SACKO_07268
OG0004251	SCHMD08633	SACKO_02877
OG0004252	SCHMD02811	SACKO_16333
OG0004253	SCHMD09205	SACKO_02192
OG0004254	SCHMD07480	SACKO_18552
OG0004255	SCHMD00865	SACKO_09554
OG0004257	SCHMD08129	SACKO_10226
OG0004258	SCHMD13120, SCHMD23840, SCHMD13122	SACKO_16352, SACKO_16395
OG0004259	SCHMD18232	SACKO_29831
OG0004260	SCHMD23376	SACKO_31028
OG0004261	SCHMD16623	SACKO_29025
OG0004262	SCHMD16537	SACKO_23794
OG0004267	SCHMD14468	SACKO_29345
OG0004268	SCHMD24258, SCHMD19847	SACKO_32110
OG0004269	SCHMD06048	SACKO_02690, SACKO_17980
OG0004270	SCHMD06231	SACKO_15850
OG0004270	SCHMD09153	SACKO_15844
OG0004273	SCHMD15470	SACKO_09932
OG0004276	SCHMD07051	SACKO_08172
OG0004278	SCHMD07808	SACKO_21185
OG0004279	SCHMD09109	SACKO_27575
OG0004280	SCHMD24977	SACKO_28223
OG0004281	SCHMD15072	SACKO_13549
OG0004288	SCHMD04750	SACKO_30893, SACKO_11263, SACKO_11252, SACKO_12605
OG0004289	SCHMD10655	SACKO_32406
OG0004291	SCHMD11768, SCHMD11769	SACKO_14905
OG0004292	SCHMD02072	SACKO_03502
OG0004294	SCHMD06402	SACKO_18046
OG0004295	SCHMD05169	SACKO_04249
OG0004296	SCHMD13298	SACKO_21380
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	SACKO_28535
OG0004299	SCHMD15087, SCHMD15086	SACKO_30101
OG0004301	SCHMD11559, SCHMD11558, SCHMD21370	SACKO_20227
OG0004302	SCHMD10637, SCHMD22462	SACKO_18457
OG0004303	SCHMD17944, SCHMD18972	SACKO_26532
OG0004304	SCHMD17338	SACKO_20533
OG0004307	SCHMD20615	SACKO_33572
OG0004308	SCHMD08570	SACKO_01785
OG0004309	SCHMD11977, SCHMD17117	SACKO_30754
OG0004310	SCHMD15088	SACKO_10532
OG0004312	SCHMD10505	SACKO_10930
OG0004316	SCHMD07217	SACKO_28186
OG0004317	SCHMD03544	SACKO_02212
OG0004318	SCHMD07901, SCHMD07898, SCHMD07899	SACKO_28220, SACKO_04809
OG0004318	SCHMD07900	SACKO_24911
OG0004319	SCHMD02039, SCHMD00640	SACKO_05880
OG0004321	SCHMD00773, SCHMD22413	SACKO_28159, SACKO_28167
OG0004322	SCHMD06269, SCHMD13954	SACKO_28915
OG0004324	SCHMD07700	SACKO_12104, SACKO_08113
OG0004327	SCHMD11268	SACKO_31782, SACKO_30605
OG0004328	SCHMD18966, SCHMD09751	SACKO_23143, SACKO_33011
