Orthogroup	SCHMD	NEMVE
OG0003692	SCHMD07452	NEMVE20806, NEMVE11090
OG0003694	SCHMD01774	NEMVE22408
OG0003695	SCHMD02002	NEMVE01731
OG0003696	SCHMD10456, SCHMD19979	NEMVE11320
OG0003698	SCHMD04070, SCHMD04069	NEMVE22878
OG0003699	SCHMD25089, SCHMD23737	NEMVE16490
OG0003701	SCHMD15850	NEMVE05754
OG0003703	SCHMD03850	NEMVE24764
OG0003705	SCHMD16984	NEMVE23677
OG0003706	SCHMD03464, SCHMD03465	NEMVE16662
OG0003707	SCHMD01318, SCHMD20493, SCHMD10936	NEMVE04617
OG0003708	SCHMD13128	NEMVE12380
OG0003708	SCHMD13127	NEMVE07588
OG0003710	SCHMD01072	NEMVE22261
OG0003712	SCHMD07204, SCHMD01556	NEMVE13197
OG0003716	SCHMD17891, SCHMD16361	NEMVE21119
OG0003716	SCHMD16362	NEMVE13656
OG0003717	SCHMD02266	NEMVE06991
OG0003718	SCHMD19427, SCHMD27978	NEMVE22937
OG0003720	SCHMD18858	NEMVE09562
OG0003720	SCHMD23149, SCHMD11812	NEMVE13058
OG0003721	SCHMD06738	NEMVE13053, NEMVE10208, NEMVE18963
OG0003722	SCHMD13809	NEMVE01466, NEMVE20465
OG0003724	SCHMD11616	NEMVE13663, NEMVE17013, NEMVE22380
OG0003724	SCHMD11615	NEMVE03637
OG0003725	SCHMD27474, SCHMD20596	NEMVE14781
OG0003728	SCHMD02160	NEMVE23247
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	NEMVE25381
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	NEMVE15317, NEMVE13968
OG0003731	SCHMD22514	NEMVE23012
OG0003732	SCHMD03758	NEMVE13725
OG0003732	SCHMD03759	NEMVE12470
OG0003734	SCHMD00609	NEMVE22526
OG0003735	SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365	NEMVE02733
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	NEMVE22403
OG0003737	SCHMD26875, SCHMD23789	NEMVE15745
OG0003739	SCHMD03999	NEMVE09958
OG0003740	SCHMD13948, SCHMD17686	NEMVE22455
OG0003741	SCHMD28597, SCHMD28496	NEMVE00260, NEMVE22579
OG0003742	SCHMD03803	NEMVE15271
OG0003743	SCHMD05330, SCHMD03268	NEMVE21709
OG0003744	SCHMD04258	NEMVE05864
OG0003746	SCHMD20571	NEMVE04748
OG0003747	SCHMD26083, SCHMD25818, SCHMD20059, SCHMD21127, SCHMD27381, SCHMD20061, SCHMD25018, SCHMD26084, SCHMD17880	NEMVE17516
OG0003749	SCHMD12963, SCHMD26791	NEMVE22325
OG0003750	SCHMD10740, SCHMD21692	NEMVE13166
OG0003751	SCHMD29178, SCHMD29232	NEMVE03634, NEMVE10234
OG0003753	SCHMD05736	NEMVE23093
OG0003755	SCHMD24630	NEMVE07225
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	NEMVE08256
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	NEMVE25101
OG0003758	SCHMD10568	NEMVE24097
OG0003759	SCHMD02168	NEMVE07147
OG0003763	SCHMD15410	NEMVE18331
OG0003764	SCHMD03437	NEMVE01625, NEMVE08664
OG0003766	SCHMD22112, SCHMD16522	NEMVE12147
OG0003767	SCHMD06286	NEMVE24136
OG0003770	SCHMD25951, SCHMD27241, SCHMD10013	NEMVE14300
OG0003770	SCHMD28417	NEMVE12978
OG0003771	SCHMD05134	NEMVE24800
OG0003775	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376	NEMVE06322
OG0003776	SCHMD01854	NEMVE25761
OG0003777	SCHMD09329, SCHMD03918	NEMVE13412
OG0003778	SCHMD06996	NEMVE22626
OG0003779	SCHMD15868, SCHMD25797	NEMVE22651
OG0003795	SCHMD22731	NEMVE20355, NEMVE20909, NEMVE06474
OG0003798	SCHMD13971, SCHMD04164	NEMVE14516
OG0003803	SCHMD27722, SCHMD27442	NEMVE24989
OG0003806	SCHMD21156	NEMVE14378
OG0003808	SCHMD27875, SCHMD11284	NEMVE11383
OG0003811	SCHMD22928, SCHMD13669	NEMVE12033, NEMVE10353
OG0003812	SCHMD04985	NEMVE18581
OG0003813	SCHMD01244	NEMVE22400
OG0003815	SCHMD27290	NEMVE13162
OG0003815	SCHMD22661, SCHMD08730, SCHMD26116	NEMVE23225
OG0003817	SCHMD04758	NEMVE12881, NEMVE22126
OG0003818	SCHMD10822, SCHMD17278	NEMVE20836, NEMVE05581
OG0003821	SCHMD10138	NEMVE22804
OG0003825	SCHMD05990	NEMVE06848
OG0003826	SCHMD18514	NEMVE24498, NEMVE21062
OG0003828	SCHMD01189, SCHMD27415	NEMVE13970
OG0003831	SCHMD17115	NEMVE24194
OG0003833	SCHMD28965	NEMVE22798
OG0003834	SCHMD01451	NEMVE25157
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	NEMVE15152
OG0003838	SCHMD05207	NEMVE07828
OG0003839	SCHMD05702, SCHMD10139	NEMVE09947
OG0003840	SCHMD12844, SCHMD26426	NEMVE14763, NEMVE17541
OG0003841	SCHMD14946	NEMVE13973
OG0003843	SCHMD16158, SCHMD03988, SCHMD16160	NEMVE14695
OG0003844	SCHMD09963	NEMVE24944
OG0003845	SCHMD00835	NEMVE01473
OG0003846	SCHMD06517	NEMVE07025
OG0003850	SCHMD24952, SCHMD16801	NEMVE14788
OG0003851	SCHMD05218	NEMVE13091
OG0003852	SCHMD08202, SCHMD13486	NEMVE07134
OG0003853	SCHMD14514, SCHMD07343	NEMVE09522
OG0003855	SCHMD17554, SCHMD17555, SCHMD17767	NEMVE01478
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	NEMVE15583
OG0003857	SCHMD05301	NEMVE20217, NEMVE25998, NEMVE20326
OG0003858	SCHMD28559	NEMVE12146, NEMVE03523
OG0003858	SCHMD03749, SCHMD17127	NEMVE21504
OG0003860	SCHMD09480, SCHMD27052, SCHMD27051	NEMVE07587
OG0003862	SCHMD17392	NEMVE06342
OG0003863	SCHMD02612	NEMVE15299
OG0003865	SCHMD10111	NEMVE08854
OG0003866	SCHMD07937, SCHMD00211	NEMVE14786
OG0003868	SCHMD15677	NEMVE23932
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	NEMVE25452
OG0003871	SCHMD01262	NEMVE02634
OG0003871	SCHMD01263	NEMVE00146
OG0003872	SCHMD13742, SCHMD13511	NEMVE06420
OG0003875	SCHMD07244, SCHMD00813, SCHMD07245, SCHMD07243	NEMVE04885
OG0003876	SCHMD06770	NEMVE06222, NEMVE12361
OG0003877	SCHMD08239	NEMVE20725, NEMVE07878
OG0003878	SCHMD04321	NEMVE17672
OG0003879	SCHMD21707, SCHMD18365, SCHMD18366	NEMVE00015
OG0003881	SCHMD06054, SCHMD03369	NEMVE21229, NEMVE25591
OG0003882	SCHMD13622	NEMVE25838
OG0003883	SCHMD24582	NEMVE24051
OG0003884	SCHMD04417	NEMVE04622
OG0003885	SCHMD09959	NEMVE07560
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	NEMVE07112
OG0003887	SCHMD20058, SCHMD18207	NEMVE13010
OG0003888	SCHMD05192	NEMVE07601
OG0003889	SCHMD21799	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991
OG0003892	SCHMD07588	NEMVE22031, NEMVE14752
OG0003894	SCHMD11863	NEMVE13262
OG0003896	SCHMD28716	NEMVE05289
OG0003897	SCHMD20071	NEMVE01514
OG0003903	SCHMD29162	NEMVE22012
OG0003904	SCHMD00688	NEMVE13657
OG0003905	SCHMD06967, SCHMD06965	NEMVE01485, NEMVE19789, NEMVE20803
OG0003906	SCHMD03168	NEMVE08844
OG0003908	SCHMD10777, SCHMD26725	NEMVE15062
OG0003908	SCHMD03608	NEMVE13469
OG0003909	SCHMD13155, SCHMD19547, SCHMD15096	NEMVE12977
OG0003910	SCHMD16210, SCHMD14670	NEMVE11947, NEMVE14228
OG0003911	SCHMD20892	NEMVE13548
OG0003912	SCHMD04955	NEMVE23480
OG0003913	SCHMD23758	NEMVE06190
OG0003914	SCHMD00070	NEMVE23883, NEMVE12983, NEMVE11785
OG0003916	SCHMD05573	NEMVE04869
OG0003917	SCHMD02873	NEMVE07359
OG0003918	SCHMD00222	NEMVE15132
OG0003919	SCHMD24561	NEMVE10991
OG0003920	SCHMD03027	NEMVE13794
OG0003921	SCHMD06689	NEMVE13546, NEMVE03026
OG0003923	SCHMD25596, SCHMD09715	NEMVE01001, NEMVE12285
OG0003925	SCHMD25912, SCHMD09602	NEMVE14404
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	NEMVE18036
OG0003928	SCHMD11506	NEMVE10671
OG0003928	SCHMD06431	NEMVE09613
OG0003929	SCHMD28887	NEMVE15034
OG0003930	SCHMD03275	NEMVE11142
OG0003931	SCHMD03615	NEMVE05283
OG0003933	SCHMD23983	NEMVE16001
OG0003934	SCHMD00793	NEMVE10808
OG0003936	SCHMD01877	NEMVE07930, NEMVE19837
OG0003938	SCHMD19197	NEMVE14790
OG0003939	SCHMD05579	NEMVE25295, NEMVE20805, NEMVE20363
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	NEMVE16875
OG0003941	SCHMD07685	NEMVE08171
OG0003944	SCHMD10666	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	SCHMD04737	NEMVE14589
OG0003946	SCHMD19360, SCHMD00465	NEMVE09626
OG0003947	SCHMD06484	NEMVE01496, NEMVE12187
OG0003949	SCHMD24366, SCHMD04246	NEMVE11025
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	NEMVE04576
OG0003951	SCHMD04397	NEMVE21774
OG0003954	SCHMD06088	NEMVE08288, NEMVE00930
OG0003955	SCHMD06589	NEMVE06429
OG0003956	SCHMD07488	NEMVE23428
OG0003958	SCHMD13631, SCHMD28091	NEMVE15102
OG0003961	SCHMD04675	NEMVE15127
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	NEMVE25502
OG0003968	SCHMD20971, SCHMD24367	NEMVE08572
OG0003969	SCHMD08592	NEMVE07890
OG0003970	SCHMD00447, SCHMD26048, SCHMD24404, SCHMD05455	NEMVE23326
OG0003972	SCHMD13668	NEMVE13775
OG0003972	SCHMD28881	NEMVE12907
OG0003973	SCHMD06454	NEMVE14779
OG0003998	SCHMD17536, SCHMD17537	NEMVE09129, NEMVE09141, NEMVE00894
OG0004002	SCHMD02849	NEMVE05646
OG0004004	SCHMD03887, SCHMD03888	NEMVE06251
OG0004007	SCHMD15511	NEMVE02737
OG0004007	SCHMD27653	NEMVE13953
OG0004009	SCHMD12539	NEMVE21729
OG0004010	SCHMD11857	NEMVE14978, NEMVE12830
OG0004012	SCHMD08012, SCHMD16333	NEMVE12899, NEMVE22318
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	NEMVE18256
OG0004015	SCHMD06396	NEMVE09359
OG0004016	SCHMD26981	NEMVE08938
OG0004017	SCHMD03403	NEMVE16055
OG0004017	SCHMD27630	NEMVE14537
OG0004018	SCHMD09657	NEMVE17555
OG0004020	SCHMD29535, SCHMD26610	NEMVE22667
OG0004021	SCHMD12686	NEMVE03953, NEMVE00245, NEMVE06416
OG0004023	SCHMD07791	NEMVE10125
OG0004025	SCHMD25773	NEMVE14321
OG0004028	SCHMD03770	NEMVE00045, NEMVE01939
OG0004030	SCHMD13881, SCHMD13880, SCHMD26900	NEMVE09561
OG0004032	SCHMD08571	NEMVE11647, NEMVE08726
OG0004033	SCHMD06585	NEMVE05049
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	NEMVE23476
OG0004036	SCHMD07559, SCHMD09846	NEMVE22269
OG0004037	SCHMD06653	NEMVE24489
OG0004038	SCHMD08999, SCHMD03883	NEMVE25168
OG0004039	SCHMD22311	NEMVE15872
OG0004040	SCHMD09208	NEMVE11657
OG0004040	SCHMD09213, SCHMD09209, SCHMD09210, SCHMD09211	NEMVE01924
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	NEMVE07183
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	NEMVE24907
OG0004043	SCHMD00046	NEMVE25672
OG0004044	SCHMD16907	NEMVE14670
OG0004047	SCHMD07813	NEMVE14207
OG0004048	SCHMD05765	NEMVE04894
OG0004051	SCHMD05269, SCHMD18831	NEMVE12658, NEMVE16748
OG0004052	SCHMD01378	NEMVE04588
OG0004053	SCHMD09663	NEMVE10589, NEMVE19218
OG0004056	SCHMD06405	NEMVE12001, NEMVE17803
OG0004057	SCHMD13647, SCHMD03141, SCHMD13648, SCHMD03142	NEMVE17724
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	NEMVE02059, NEMVE10461
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	NEMVE05949
OG0004063	SCHMD09601	NEMVE10277
OG0004064	SCHMD03370	NEMVE23672
OG0004065	SCHMD04935	NEMVE13633
OG0004066	SCHMD01420	NEMVE18474
OG0004068	SCHMD04738	NEMVE14104
OG0004069	SCHMD07928	NEMVE10507
OG0004071	SCHMD06667	NEMVE14977
OG0004072	SCHMD07982	NEMVE15269
OG0004076	SCHMD19802	NEMVE11675, NEMVE01100
OG0004078	SCHMD08036	NEMVE07028
OG0004079	SCHMD22313, SCHMD19146	NEMVE25325
OG0004080	SCHMD18517	NEMVE06984
OG0004081	SCHMD03804	NEMVE22578
OG0004083	SCHMD05538	NEMVE14362
OG0004084	SCHMD13360	NEMVE14693
OG0004085	SCHMD20233	NEMVE14248, NEMVE19893, NEMVE17924
OG0004087	SCHMD13153, SCHMD13154	NEMVE04747
OG0004090	SCHMD19142	NEMVE14306
OG0004091	SCHMD10376, SCHMD19027	NEMVE14085, NEMVE18417, NEMVE16497, NEMVE21080
OG0004091	SCHMD20986, SCHMD10374	NEMVE00934
OG0004092	SCHMD01973	NEMVE12115, NEMVE21794
OG0004094	SCHMD10011	NEMVE25166
OG0004096	SCHMD01632	NEMVE22332
OG0004099	SCHMD07433	NEMVE08673
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	NEMVE13287
OG0004101	SCHMD01669	NEMVE23681
OG0004102	SCHMD16352	NEMVE00016, NEMVE08375
OG0004103	SCHMD06708, SCHMD03618	NEMVE23564
OG0004105	SCHMD08794, SCHMD16310	NEMVE12111, NEMVE13481
OG0004106	SCHMD07276, SCHMD19640	NEMVE15033
OG0004107	SCHMD01035, SCHMD18686, SCHMD18424, SCHMD04486	NEMVE13823
OG0004108	SCHMD06834	NEMVE11403
OG0004110	SCHMD03573	NEMVE08007, NEMVE20745, NEMVE22977
OG0004113	SCHMD09954, SCHMD11157	NEMVE02452
OG0004114	SCHMD11428	NEMVE17396
OG0004115	SCHMD08639	NEMVE00036, NEMVE17538
OG0004116	SCHMD22991, SCHMD19169	NEMVE02528, NEMVE25696
OG0004119	SCHMD24339, SCHMD11856	NEMVE22499, NEMVE11571, NEMVE11572
OG0004120	SCHMD02931	NEMVE24901
OG0004121	SCHMD00644	NEMVE13634
OG0004122	SCHMD09920	NEMVE25053
OG0004123	SCHMD24840	NEMVE17411, NEMVE17410
OG0004124	SCHMD09788	NEMVE07304
OG0004125	SCHMD03017	NEMVE13816
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	NEMVE08221, NEMVE20754
OG0004127	SCHMD14115	NEMVE18642
OG0004128	SCHMD29366	NEMVE13713
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	NEMVE14705
OG0004133	SCHMD08788	NEMVE13985, NEMVE12851
OG0004134	SCHMD16097, SCHMD17401, SCHMD19480, SCHMD29149, SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962	NEMVE14887
OG0004136	SCHMD21074, SCHMD14863	NEMVE14508
OG0004138	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252	NEMVE10542
OG0004138	SCHMD19285	NEMVE19196
OG0004138	SCHMD22519, SCHMD21342	NEMVE00024
OG0004140	SCHMD01399	NEMVE05908
OG0004142	SCHMD08558	NEMVE13449
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	NEMVE09487
OG0004146	SCHMD20063, SCHMD25218	NEMVE12709
OG0004147	SCHMD09010	NEMVE22674
OG0004148	SCHMD06808	NEMVE19504
OG0004150	SCHMD13649	NEMVE13741
OG0004151	SCHMD05147, SCHMD20113	NEMVE14229
OG0004153	SCHMD07819, SCHMD03631	NEMVE00083
OG0004154	SCHMD06235	NEMVE05816
OG0004157	SCHMD05878	NEMVE16426
OG0004158	SCHMD07419	NEMVE13617
OG0004161	SCHMD08136	NEMVE22412
OG0004161	SCHMD05441	NEMVE12531
OG0004164	SCHMD24669, SCHMD09145	NEMVE22345, NEMVE25928
OG0004166	SCHMD28458	NEMVE11924, NEMVE21562
OG0004166	SCHMD16044	NEMVE14358
OG0004167	SCHMD10205	NEMVE10378
OG0004168	SCHMD09579	NEMVE14660
OG0004169	SCHMD20780	NEMVE09703
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	NEMVE13975, NEMVE07139
OG0004176	SCHMD15010, SCHMD14784, SCHMD00585	NEMVE13135
OG0004178	SCHMD09644, SCHMD15102	NEMVE24562
OG0004179	SCHMD00790	NEMVE13848
OG0004181	SCHMD09842	NEMVE18763
OG0004184	SCHMD23226, SCHMD21910	NEMVE21069
OG0004186	SCHMD22129	NEMVE14257, NEMVE25645
OG0004188	SCHMD11027	NEMVE15828
OG0004190	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153	NEMVE24804
OG0004198	SCHMD18242	NEMVE22383
OG0004215	SCHMD23456, SCHMD09930	NEMVE23791
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	NEMVE12581, NEMVE11628
OG0004217	SCHMD15443	NEMVE07703
OG0004218	SCHMD25832, SCHMD17732, SCHMD16990	NEMVE21685
OG0004219	SCHMD02021	NEMVE22540, NEMVE20986
OG0004220	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816	NEMVE14904
OG0004222	SCHMD02604	NEMVE22431
OG0004223	SCHMD04451	NEMVE14495
OG0004227	SCHMD11794, SCHMD14206	NEMVE13579
OG0004228	SCHMD15455, SCHMD22945	NEMVE14091
OG0004229	SCHMD20367, SCHMD19492	NEMVE10839
OG0004230	SCHMD12329, SCHMD13516	NEMVE20221, NEMVE15013
OG0004231	SCHMD18343, SCHMD20951	NEMVE25640, NEMVE19289
OG0004232	SCHMD02245	NEMVE05374
OG0004233	SCHMD23521	NEMVE05082
OG0004235	SCHMD00900	NEMVE17389
OG0004236	SCHMD13419, SCHMD19318	NEMVE01769, NEMVE21449
OG0004239	SCHMD04162	NEMVE09798
OG0004241	SCHMD20634, SCHMD15365	NEMVE17443
OG0004243	SCHMD02807, SCHMD02806	NEMVE13950
OG0004244	SCHMD04165	NEMVE21955
OG0004246	SCHMD25240, SCHMD27704	NEMVE13565
OG0004247	SCHMD10596	NEMVE00266, NEMVE19464
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	NEMVE07696
OG0004250	SCHMD12623	NEMVE05051
OG0004251	SCHMD08633	NEMVE19617, NEMVE25778
OG0004252	SCHMD02811	NEMVE15040
OG0004253	SCHMD09205	NEMVE06410
OG0004254	SCHMD07480	NEMVE02453
OG0004255	SCHMD00865	NEMVE24360
OG0004257	SCHMD08129	NEMVE24614
OG0004258	SCHMD13120, SCHMD23840, SCHMD13122, SCHMD13121	NEMVE23518
OG0004259	SCHMD18232	NEMVE22430
OG0004260	SCHMD23376	NEMVE15889, NEMVE21330
OG0004261	SCHMD16623	NEMVE20799, NEMVE22436
OG0004262	SCHMD16537	NEMVE04762
OG0004263	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529	NEMVE05868
OG0004265	SCHMD14398	NEMVE06493
OG0004267	SCHMD14468	NEMVE06676
OG0004268	SCHMD24258, SCHMD19847	NEMVE09145
OG0004269	SCHMD06048	NEMVE11660
OG0004270	SCHMD06231	NEMVE05372
OG0004273	SCHMD15470	NEMVE01963
OG0004276	SCHMD07052, SCHMD07053, SCHMD07051	NEMVE18577
OG0004278	SCHMD07808	NEMVE11125
OG0004279	SCHMD09109	NEMVE18790
OG0004280	SCHMD24977	NEMVE06242
OG0004281	SCHMD15072	NEMVE02375
OG0004282	SCHMD15574, SCHMD20334	NEMVE15059
OG0004285	SCHMD08317, SCHMD00052	NEMVE17912
OG0004287	SCHMD02791	NEMVE10700
OG0004288	SCHMD04750	NEMVE18710
OG0004289	SCHMD10655	NEMVE18867
OG0004291	SCHMD11768, SCHMD11769	NEMVE06141
OG0004292	SCHMD02072	NEMVE11084
OG0004295	SCHMD05170, SCHMD05171, SCHMD05169	NEMVE08615
OG0004296	SCHMD13298	NEMVE21716
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	NEMVE05511
OG0004299	SCHMD15087, SCHMD15086	NEMVE07833
OG0004301	SCHMD11559, SCHMD11558, SCHMD21370	NEMVE15665
OG0004302	SCHMD10637, SCHMD22462	NEMVE13868
OG0004303	SCHMD17944, SCHMD18972	NEMVE14939, NEMVE00925
OG0004304	SCHMD17338	NEMVE02041
OG0004306	SCHMD09232	NEMVE02836
OG0004307	SCHMD20615	NEMVE14393
OG0004308	SCHMD08570	NEMVE20752
OG0004309	SCHMD11977, SCHMD17117	NEMVE21890
OG0004310	SCHMD15088	NEMVE21788
OG0004312	SCHMD10505	NEMVE14123
OG0004316	SCHMD07217	NEMVE13067
OG0004317	SCHMD03544	NEMVE21704, NEMVE16794
OG0004318	SCHMD07901, SCHMD07898, SCHMD07899, SCHMD07900	NEMVE17782, NEMVE25004
OG0004321	SCHMD00773, SCHMD22413	NEMVE19590
OG0004322	SCHMD06269, SCHMD13954	NEMVE08718, NEMVE05406
OG0004324	SCHMD07700	NEMVE07951
OG0004327	SCHMD11268	NEMVE10956
OG0004328	SCHMD18966, SCHMD09751	NEMVE25033
OG0004329	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963	NEMVE14876
OG0004330	SCHMD03763	NEMVE01493
OG0004331	SCHMD28298, SCHMD09132	NEMVE22843, NEMVE02042
OG0004332	SCHMD00454	NEMVE14173
OG0004334	SCHMD10101	NEMVE13239
OG0004335	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277	NEMVE03938
OG0004338	SCHMD11859, SCHMD21650, SCHMD20028	NEMVE13087
OG0004341	SCHMD09660, SCHMD01095	NEMVE05259
OG0004343	SCHMD15843, SCHMD14248	NEMVE15399
OG0004344	SCHMD12044	NEMVE02635
OG0004347	SCHMD25637, SCHMD11463	NEMVE25932
OG0004348	SCHMD00729	NEMVE25252
OG0004350	SCHMD16920, SCHMD07665	NEMVE13828
OG0004351	SCHMD12829	NEMVE00918
OG0004352	SCHMD11224	NEMVE24736
OG0004353	SCHMD21824, SCHMD16507	NEMVE13665
OG0004354	SCHMD15589	NEMVE20729, NEMVE09507
OG0004355	SCHMD12078, SCHMD12076	NEMVE00030, NEMVE10196
OG0004356	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886	NEMVE00913
OG0004358	SCHMD26102, SCHMD07557	NEMVE08331
OG0004359	SCHMD05503	NEMVE11194, NEMVE05627
OG0004360	SCHMD05210	NEMVE21274, NEMVE08954
OG0004362	SCHMD14598, SCHMD12685	NEMVE06585
OG0004364	SCHMD10178, SCHMD08238, SCHMD20097	NEMVE20700, NEMVE22420, NEMVE15837
OG0004365	SCHMD14299	NEMVE13126
OG0004367	SCHMD09384	NEMVE25724, NEMVE16633
OG0004368	SCHMD06787, SCHMD28933	NEMVE24990
OG0004369	SCHMD13900	NEMVE10451
OG0004370	SCHMD05486	NEMVE13399, NEMVE21469
OG0004373	SCHMD15692	NEMVE14057, NEMVE19923
OG0004374	SCHMD08647	NEMVE23199, NEMVE20953
OG0004376	SCHMD24005, SCHMD12717	NEMVE09342
OG0004377	SCHMD00654, SCHMD00288, SCHMD05243, SCHMD00656, SCHMD00289	NEMVE23502
OG0004378	SCHMD13186, SCHMD15248	NEMVE08774
OG0004379	SCHMD09241	NEMVE13525
OG0004380	SCHMD09830	NEMVE13704
OG0004381	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447	NEMVE20297
OG0004382	SCHMD20602, SCHMD02352	NEMVE12708
OG0004389	SCHMD12486	NEMVE25116
OG0004390	SCHMD22900	NEMVE18831
OG0004392	SCHMD01600	NEMVE06757
OG0004393	SCHMD23967, SCHMD19706	NEMVE03424
OG0004394	SCHMD15506	NEMVE13031
OG0004395	SCHMD13387, SCHMD13388	NEMVE01603, NEMVE20434
OG0004396	SCHMD06052	NEMVE14513
OG0004398	SCHMD28590, SCHMD27345, SCHMD13804	NEMVE08807
OG0004399	SCHMD04230	NEMVE06137
OG0004401	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157	NEMVE15063
OG0004403	SCHMD15173, SCHMD28843	NEMVE13305
OG0004404	SCHMD02644, SCHMD04995	NEMVE14747
OG0004405	SCHMD05548, SCHMD03220	NEMVE21826
OG0004407	SCHMD00293	NEMVE01541
OG0004408	SCHMD17516	NEMVE12839
OG0004409	SCHMD04463	NEMVE24584
OG0004410	SCHMD13553, SCHMD15983	NEMVE11768
OG0004415	SCHMD23101, SCHMD14463	NEMVE22453
OG0004417	SCHMD11303	NEMVE05869
OG0004418	SCHMD18151, SCHMD12683	NEMVE17982
OG0004420	SCHMD21338, SCHMD16051, SCHMD25182	NEMVE10078
OG0004423	SCHMD06625, SCHMD29397	NEMVE08914
OG0004424	SCHMD16178, SCHMD07772	NEMVE02966
OG0004425	SCHMD11792, SCHMD05073, SCHMD12434	NEMVE23884
OG0004426	SCHMD14134, SCHMD13488	NEMVE14125
OG0004427	SCHMD23421, SCHMD22702, SCHMD16585	NEMVE09281
OG0004457	SCHMD21666	NEMVE19273
OG0004459	SCHMD11611	NEMVE07035
OG0004460	SCHMD02836	NEMVE18796
OG0004462	SCHMD02862, SCHMD02861, SCHMD02863	NEMVE13727
OG0004463	SCHMD05430, SCHMD15650, SCHMD15795, SCHMD15649, SCHMD27866	NEMVE14756
OG0004465	SCHMD05636	NEMVE21926
OG0004467	SCHMD25583	NEMVE02056
OG0004472	SCHMD10150	NEMVE00917
OG0004472	SCHMD11890	NEMVE12825
OG0004474	SCHMD16777	NEMVE07662
OG0004479	SCHMD18395, SCHMD16681, SCHMD28653	NEMVE01055
OG0004480	SCHMD08179	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383, NEMVE10236, NEMVE16756
OG0004484	SCHMD05719, SCHMD12798	NEMVE13818
OG0004486	SCHMD01167	NEMVE14675
OG0004487	SCHMD27932, SCHMD25838, SCHMD24442, SCHMD16447	NEMVE11590
OG0004488	SCHMD26474	NEMVE08819
OG0004489	SCHMD27568, SCHMD15864, SCHMD13491	NEMVE22535
OG0004490	SCHMD17389, SCHMD11597	NEMVE03491
OG0004492	SCHMD04733	NEMVE13230
OG0004493	SCHMD17846, SCHMD13358	NEMVE10267
OG0004495	SCHMD01719	NEMVE18943
OG0004496	SCHMD26140, SCHMD14189	NEMVE23787
OG0004497	SCHMD08729, SCHMD08728, SCHMD08727, SCHMD08726	NEMVE00899
OG0004498	SCHMD04342	NEMVE10128
