Orthogroup	LYTVA_ok	DROME
OG0003157	LYTVA_21022	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	LYTVA_11944	DROME02271
OG0003159	LYTVA_17654	DROME05071
OG0003160	LYTVA_16473	DROME17382
OG0003161	LYTVA_24026	DROME12081
OG0003169	LYTVA_23879	DROME03939
OG0003172	LYTVA_20354, LYTVA_07071	DROME02195
OG0003174	LYTVA_25932	DROME21527, DROME21526, DROME21528
OG0003177	LYTVA_18012, LYTVA_27860	DROME17587
OG0003178	LYTVA_19101	DROME10286, DROME10285
OG0003179	LYTVA_04455	DROME19635
OG0003181	LYTVA_18551	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003183	LYTVA_01171	DROME05040, DROME05042, DROME05041
OG0003184	LYTVA_06204	DROME11152
OG0003185	LYTVA_04498	DROME08767, DROME08766
OG0003188	LYTVA_11357	DROME03250, DROME03249
OG0003189	LYTVA_15037, LYTVA_03261	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	LYTVA_04471, LYTVA_10768	DROME09590
OG0003192	LYTVA_21359	DROME12610
OG0003193	LYTVA_19147	DROME14192
OG0003194	LYTVA_17057, LYTVA_08696, LYTVA_12324, LYTVA_19921	DROME19483
OG0003198	LYTVA_05453	DROME07357
OG0003199	LYTVA_14841	DROME12668, DROME21725, DROME21726
OG0003202	LYTVA_17714	DROME05838, DROME05839
OG0003203	LYTVA_08240	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	LYTVA_08249	DROME06205, DROME06206
OG0003206	LYTVA_07286	DROME21836, DROME21837
OG0003207	LYTVA_15862	DROME14952
OG0003210	LYTVA_15515	DROME16773, DROME16774
OG0003212	LYTVA_21928	DROME16100
OG0003214	LYTVA_25327, LYTVA_22874	DROME00548
OG0003215	LYTVA_05541	DROME09352
OG0003217	LYTVA_00325	DROME21077
OG0003218	LYTVA_24470, LYTVA_25657	DROME08231, DROME08230
OG0003219	LYTVA_03705	DROME09373
OG0003220	LYTVA_16356	DROME11342, DROME11341
OG0003222	LYTVA_24360	DROME18303, DROME18302, DROME18304
OG0003223	LYTVA_01295	DROME09209
OG0003224	LYTVA_06526	DROME09348, DROME09349, DROME09347
OG0003225	LYTVA_27283	DROME18849
OG0003226	LYTVA_06660	DROME19617, DROME08490
OG0003228	LYTVA_12062	DROME21008
OG0003229	LYTVA_27662, LYTVA_26664	DROME01144
OG0003230	LYTVA_17038	DROME17741
OG0003231	LYTVA_10960	DROME19301
OG0003235	LYTVA_21510	DROME05661, DROME05663, DROME05662
OG0003251	LYTVA_05050	DROME19769, DROME19768, DROME16949
OG0003252	LYTVA_06155, LYTVA_01361, LYTVA_18274	DROME18445
OG0003254	LYTVA_09955, LYTVA_19250	DROME02901
OG0003257	LYTVA_21941	DROME15418
OG0003261	LYTVA_29093	DROME07634, DROME07633
OG0003262	LYTVA_15602	DROME21043, DROME21045, DROME21044
OG0003267	LYTVA_15112	DROME01973, DROME01974, DROME02727
OG0003268	LYTVA_05049	DROME20306
OG0003269	LYTVA_23633, LYTVA_11040	DROME11682
OG0003273	LYTVA_22153	DROME01509
OG0003275	LYTVA_01946	DROME11988, DROME11987
OG0003277	LYTVA_01672	DROME07456
OG0003279	LYTVA_22067	DROME01016, DROME01017, DROME01018
OG0003280	LYTVA_00225	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003282	LYTVA_26660	DROME17686
OG0003283	LYTVA_19055	DROME12472
OG0003284	LYTVA_07395	DROME06818
OG0003287	LYTVA_04035	DROME04328, DROME08276
OG0003288	LYTVA_05759	DROME00366, DROME00364, DROME00365
OG0003289	LYTVA_23134	DROME20541, DROME20542
OG0003291	LYTVA_16947	DROME20523
OG0003293	LYTVA_23172	DROME14676
OG0003294	LYTVA_21015	DROME01659, DROME01660
OG0003296	LYTVA_15653	DROME09502
OG0003297	LYTVA_26218, LYTVA_19287, LYTVA_19286	DROME19465
OG0003298	LYTVA_06668	DROME08089, DROME08088
OG0003300	LYTVA_08691, LYTVA_06659	DROME16959
OG0003301	LYTVA_23817	DROME18741
OG0003302	LYTVA_14810	DROME01479, DROME01480
OG0003303	LYTVA_24993	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	LYTVA_14305	DROME02914, DROME02913
OG0003306	LYTVA_12285	DROME10136
OG0003307	LYTVA_19258	DROME17313
OG0003309	LYTVA_24870	DROME19043, DROME19042
OG0003311	LYTVA_19481	DROME15213
OG0003314	LYTVA_03704	DROME09986, DROME09988, DROME09987, DROME09985
OG0003316	LYTVA_10053	DROME13200
OG0003317	LYTVA_16088	DROME19362
OG0003318	LYTVA_12509	DROME16706
OG0003320	LYTVA_27746	DROME12326
OG0003327	LYTVA_17271	DROME19734
OG0003329	LYTVA_23352	DROME10094, DROME10095
OG0003330	LYTVA_11365	DROME03252, DROME03251
OG0003331	LYTVA_27609	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	LYTVA_18115	DROME00791
OG0003333	LYTVA_07549, LYTVA_15167	DROME10886, DROME10885, DROME10884
OG0003335	LYTVA_09092	DROME18113, DROME18112
OG0003336	LYTVA_09250	DROME10919, DROME10920, DROME10917
OG0003337	LYTVA_18787, LYTVA_03331, LYTVA_10706	DROME15232
OG0003340	LYTVA_13141	DROME16534, DROME16533
OG0003341	LYTVA_16037	DROME01797
OG0003343	LYTVA_11177	DROME09151
OG0003344	LYTVA_00862	DROME04462, DROME04461
OG0003345	LYTVA_15485	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003347	LYTVA_23337	DROME11879, DROME11880
OG0003348	LYTVA_06310	DROME02128
OG0003349	LYTVA_10341, LYTVA_20619	DROME08306, DROME08305, DROME08304
OG0003350	LYTVA_01036, LYTVA_27211	DROME00177, DROME00176
OG0003352	LYTVA_05218	DROME13172
OG0003353	LYTVA_20644, LYTVA_01424	DROME11820, DROME11822, DROME11821
OG0003354	LYTVA_25191, LYTVA_01307	DROME19858
OG0003356	LYTVA_06879	DROME15849
OG0003357	LYTVA_19490, LYTVA_06743, LYTVA_11630, LYTVA_02906	DROME12029
OG0003358	LYTVA_12289	DROME16921
OG0003359	LYTVA_06032	DROME18758
OG0003360	LYTVA_13266, LYTVA_19199	DROME20878, DROME20879
OG0003361	LYTVA_03232, LYTVA_03231	DROME13197
OG0003362	LYTVA_05394	DROME08296
OG0003364	LYTVA_03516, LYTVA_25779	DROME00064
OG0003365	LYTVA_23475	DROME04108
OG0003366	LYTVA_15074	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	LYTVA_14081, LYTVA_11417	DROME12239
OG0003368	LYTVA_18642	DROME16106, DROME16107
OG0003370	LYTVA_24757	DROME12377, DROME12378
OG0003372	LYTVA_14495, LYTVA_14497	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	LYTVA_08104	DROME06476, DROME06475, DROME06474
OG0003375	LYTVA_28328, LYTVA_27365	DROME21029
OG0003376	LYTVA_05006, LYTVA_26307	DROME16130, DROME16131, DROME16129
OG0003377	LYTVA_19125	DROME20606
OG0003378	LYTVA_13045	DROME18533
OG0003380	LYTVA_05440	DROME14333
OG0003381	LYTVA_07008, LYTVA_17658	DROME10051
OG0003384	LYTVA_07291, LYTVA_28006	DROME17249, DROME17250
OG0003386	LYTVA_26042	DROME07039, DROME07040, DROME07041
OG0003388	LYTVA_28705	DROME11674, DROME19363
OG0003392	LYTVA_24826	DROME11355
OG0003394	LYTVA_20704	DROME14094
OG0003396	LYTVA_17916	DROME21609
OG0003419	LYTVA_11665	DROME18310
OG0003422	LYTVA_16836, LYTVA_20308	DROME04814
OG0003425	LYTVA_04392	DROME11464, DROME11465, DROME11463
OG0003426	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520	DROME12495
OG0003429	LYTVA_26105	DROME10812
OG0003431	LYTVA_13731	DROME13747
OG0003433	LYTVA_27210	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	LYTVA_01169	DROME00166, DROME15353
OG0003437	LYTVA_12469, LYTVA_28041	DROME09807
OG0003439	LYTVA_23528	DROME16821
OG0003442	LYTVA_15608	DROME06015, DROME06013, DROME06014
OG0003443	LYTVA_22146	DROME18500
OG0003444	LYTVA_19198	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	LYTVA_29001	DROME01285
OG0003450	LYTVA_13056, LYTVA_24553	DROME03280
OG0003454	LYTVA_02948	DROME10067
OG0003457	LYTVA_19871, LYTVA_20572, LYTVA_14447	DROME06510, DROME06508, DROME06509
OG0003458	LYTVA_03618	DROME04148
OG0003459	LYTVA_10994	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003461	LYTVA_14255	DROME17474, DROME21694
OG0003462	LYTVA_28602, LYTVA_22633, LYTVA_03993	DROME00239
OG0003463	LYTVA_30127	DROME20444
OG0003464	LYTVA_06647	DROME06231
OG0003465	LYTVA_23986, LYTVA_07116	DROME04464
OG0003467	LYTVA_25547, LYTVA_21585	DROME06043, DROME06042
OG0003468	LYTVA_20724	DROME01968
OG0003470	LYTVA_19648	DROME13653
OG0003471	LYTVA_00020	DROME16825
OG0003473	LYTVA_07208	DROME00049
OG0003475	LYTVA_22320, LYTVA_27992, LYTVA_00238	DROME02190
OG0003477	LYTVA_09865	DROME12317
OG0003478	LYTVA_27751	DROME13904, DROME13905, DROME13903, DROME13902
OG0003481	LYTVA_02712, LYTVA_04645	DROME01114
OG0003482	LYTVA_22655	DROME08487
OG0003483	LYTVA_09501	DROME09876, DROME09877
OG0003485	LYTVA_23499, LYTVA_23051	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	LYTVA_22813	DROME12571
OG0003489	LYTVA_07007	DROME01312
OG0003490	LYTVA_01641	DROME13468
OG0003491	LYTVA_18975	DROME11698
OG0003492	LYTVA_17125	DROME17943
OG0003493	LYTVA_03266	DROME09294
OG0003497	LYTVA_24897	DROME08732
OG0003498	LYTVA_06432	DROME13034, DROME13035
OG0003499	LYTVA_10932	DROME14561
OG0003500	LYTVA_25392	DROME04015, DROME00982
OG0003501	LYTVA_00202	DROME13347, DROME13346, DROME13348
OG0003502	LYTVA_01228, LYTVA_20788	DROME19567, DROME14375
OG0003503	LYTVA_13641	DROME17101, DROME17102
OG0003505	LYTVA_28433	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	LYTVA_23421	DROME18707
OG0003507	LYTVA_06440	DROME14387, DROME14388
OG0003508	LYTVA_19543	DROME15658
OG0003509	LYTVA_02422	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961
OG0003510	LYTVA_23412	DROME19505
OG0003513	LYTVA_21954, LYTVA_16304	DROME08556
OG0003515	LYTVA_04862	DROME21652
OG0003518	LYTVA_18666	DROME08309
OG0003519	LYTVA_19352	DROME06802
OG0003520	LYTVA_04131, LYTVA_12643	DROME21807, DROME02028
OG0003523	LYTVA_11260	DROME16368
OG0003524	LYTVA_24165	DROME09643, DROME09639, DROME09640
OG0003526	LYTVA_18770	DROME05107
OG0003527	LYTVA_03857	DROME03645
OG0003528	LYTVA_25429, LYTVA_25427	DROME21047, DROME06070
OG0003531	LYTVA_03603	DROME21993
OG0003532	LYTVA_14462	DROME08605
OG0003533	LYTVA_23225, LYTVA_12475	DROME04480, DROME04479, DROME04481
OG0003535	LYTVA_10298	DROME12323, DROME12324, DROME12325
OG0003536	LYTVA_11600	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	LYTVA_28207, LYTVA_28211	DROME20330
OG0003539	LYTVA_02480	DROME09387, DROME09386
OG0003541	LYTVA_21300	DROME10049, DROME10048
OG0003543	LYTVA_04479	DROME18669
OG0003544	LYTVA_29003, LYTVA_27728	DROME05896
OG0003545	LYTVA_26703	DROME08949
OG0003547	LYTVA_02953	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	LYTVA_19416	DROME15072
OG0003550	LYTVA_30065	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003552	LYTVA_11397	DROME18554, DROME18555
OG0003553	LYTVA_20105	DROME17708
OG0003554	LYTVA_26313	DROME19011, DROME19012, DROME17407, DROME12945
OG0003558	LYTVA_28864	DROME06037
OG0003560	LYTVA_05811	DROME18173
OG0003562	LYTVA_15863	DROME12847, DROME12848
OG0003566	LYTVA_12411	DROME08493, DROME08492
OG0003567	LYTVA_13855	DROME20360, DROME20359
OG0003568	LYTVA_25025	DROME08773
OG0003569	LYTVA_07436	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	LYTVA_16300	DROME14267, DROME14246
OG0003571	LYTVA_08422	DROME19608
OG0003573	LYTVA_12228	DROME07521
OG0003577	LYTVA_24980	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	LYTVA_14123	DROME16703
OG0003579	LYTVA_21586, LYTVA_25548	DROME17312
OG0003581	LYTVA_25521	DROME08243, DROME08242, DROME08244, DROME08245
OG0003599	LYTVA_25495, LYTVA_28141	DROME08018
OG0003603	LYTVA_20098	DROME05424
OG0003604	LYTVA_20248	DROME19568
OG0003606	LYTVA_24368	DROME07484, DROME07483, DROME07482
OG0003610	LYTVA_07203, LYTVA_24955	DROME07982, DROME07983
OG0003611	LYTVA_25213	DROME17638
OG0003613	LYTVA_26048, LYTVA_10701	DROME00856
OG0003615	LYTVA_26591	DROME16618, DROME16617
OG0003617	LYTVA_11705, LYTVA_08952, LYTVA_11704	DROME16095
OG0003618	LYTVA_08987	DROME15284, DROME15283
OG0003619	LYTVA_29115, LYTVA_05151	DROME13589, DROME13590
OG0003620	LYTVA_14583	DROME17770
OG0003621	LYTVA_14368	DROME13714, DROME13715, DROME13713
OG0003623	LYTVA_28352	DROME01675
OG0003624	LYTVA_16657	DROME12696
OG0003626	LYTVA_29415	DROME07546
OG0003629	LYTVA_00401	DROME03564
OG0003630	LYTVA_11059, LYTVA_22109	DROME06784
OG0003631	LYTVA_17311	DROME07363
OG0003632	LYTVA_06045	DROME18545
OG0003635	LYTVA_06198, LYTVA_24849	DROME04946
OG0003638	LYTVA_26670	DROME16659
OG0003639	LYTVA_10457	DROME16964
OG0003642	LYTVA_18053	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	LYTVA_19920	DROME00616
OG0003645	LYTVA_01752	DROME12178
OG0003646	LYTVA_05796	DROME09249, DROME09250
OG0003647	LYTVA_17942	DROME16616
OG0003649	LYTVA_12300, LYTVA_23539	DROME12148, DROME12149
OG0003650	LYTVA_04212, LYTVA_28562, LYTVA_28561	DROME10934, DROME10933
OG0003655	LYTVA_23764	DROME13069, DROME13070
OG0003656	LYTVA_05217	DROME14867, DROME14868, DROME19174
OG0003657	LYTVA_11266	DROME04619
OG0003658	LYTVA_02606	DROME07032
OG0003660	LYTVA_24357, LYTVA_24356	DROME02231, DROME02233, DROME02232
OG0003661	LYTVA_05212	DROME07051
OG0003664	LYTVA_05022, LYTVA_15946	DROME05104
OG0003666	LYTVA_14443	DROME11426
OG0003667	LYTVA_08344	DROME18793, DROME18792, DROME03291
OG0003668	LYTVA_23185	DROME15022, DROME15023
OG0003669	LYTVA_20979, LYTVA_00369	DROME05487
OG0003671	LYTVA_20433	DROME13120
OG0003672	LYTVA_28748	DROME03649
OG0003674	LYTVA_16973, LYTVA_27559	DROME09782
OG0003677	LYTVA_29925	DROME10098
OG0003678	LYTVA_13504	DROME20450
OG0003680	LYTVA_20499	DROME01384
OG0003682	LYTVA_10459	DROME12564
OG0003683	LYTVA_14128	DROME03935
OG0003686	LYTVA_11888, LYTVA_24636	DROME06762
OG0003690	LYTVA_15125	DROME00439
OG0003692	LYTVA_16704	DROME11124
OG0003693	LYTVA_10292	DROME08115
OG0003694	LYTVA_21490	DROME12215, DROME12216
OG0003695	LYTVA_08219	DROME01947
OG0003696	LYTVA_10724	DROME10156
OG0003697	LYTVA_24825	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	LYTVA_00449, LYTVA_00450	DROME17520
OG0003700	LYTVA_05846	DROME01181, DROME01182
OG0003701	LYTVA_00297, LYTVA_00298	DROME18636, DROME18637
OG0003703	LYTVA_15204, LYTVA_25249	DROME15370
OG0003704	LYTVA_22078	DROME02181, DROME02180
OG0003708	LYTVA_24117, LYTVA_25700	DROME12282, DROME12281
OG0003709	LYTVA_22117	DROME13668, DROME18688
OG0003710	LYTVA_01367	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	LYTVA_13639, LYTVA_13640	DROME10970
OG0003713	LYTVA_12799, LYTVA_06866, LYTVA_18223	DROME05410
OG0003716	LYTVA_00505	DROME18657
OG0003717	LYTVA_24800	DROME10046
OG0003718	LYTVA_22052	DROME01297
OG0003719	LYTVA_16501	DROME14563
OG0003721	LYTVA_29839	DROME09052
OG0003722	LYTVA_09208, LYTVA_00262	DROME05995
OG0003729	LYTVA_20503	DROME04356, DROME06341
OG0003731	LYTVA_05810	DROME02907
OG0003732	LYTVA_25663, LYTVA_20441	DROME10070
OG0003733	LYTVA_13502, LYTVA_08036	DROME00230
OG0003734	LYTVA_19044, LYTVA_23146	DROME19430
OG0003735	LYTVA_11688, LYTVA_28003	DROME19631
OG0003737	LYTVA_04668, LYTVA_07306	DROME05769, DROME16282, DROME16607, DROME16283
OG0003738	LYTVA_24822	DROME11561, DROME11562
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	DROME01620
OG0003741	LYTVA_00346	DROME14002, DROME20156
OG0003742	LYTVA_26372	DROME17331, DROME17332
OG0003743	LYTVA_26127, LYTVA_26126	DROME13785
OG0003744	LYTVA_06947	DROME08150
OG0003746	LYTVA_21138	DROME01977
OG0003747	LYTVA_10213	DROME00997, DROME00995, DROME00994, DROME00996
OG0003749	LYTVA_18850	DROME18502, DROME18501
OG0003750	LYTVA_02287, LYTVA_01689	DROME15590
OG0003753	LYTVA_21441	DROME12522, DROME12521, DROME12523
OG0003754	LYTVA_22465	DROME08228, DROME08227
OG0003758	LYTVA_17109	DROME11710, DROME11712, DROME11711
OG0003759	LYTVA_26967	DROME06383
OG0003761	LYTVA_05534	DROME14154, DROME16436
OG0003763	LYTVA_14492, LYTVA_23611	DROME19350
OG0003764	LYTVA_17144, LYTVA_11016	DROME21578
OG0003767	LYTVA_08194	DROME02791
OG0003769	LYTVA_18678	DROME11691, DROME11690, DROME11693, DROME11692
OG0003771	LYTVA_28045	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003772	LYTVA_21676	DROME12948
OG0003773	LYTVA_22099, LYTVA_08704	DROME05209
OG0003777	LYTVA_21729	DROME18238, DROME18237, DROME18236
OG0003778	LYTVA_11821	DROME13171
OG0003779	LYTVA_10521	DROME17898
OG0003795	LYTVA_13836	DROME10754, DROME10753, DROME10755
OG0003798	LYTVA_21450	DROME12695
OG0003803	LYTVA_17645	DROME02481, DROME02482
OG0003805	LYTVA_05711, LYTVA_19261, LYTVA_18388, LYTVA_18189, LYTVA_18483, LYTVA_08750, LYTVA_30130	DROME01815
OG0003806	LYTVA_30001	DROME01868
OG0003807	LYTVA_29933	DROME20522, DROME05215
OG0003808	LYTVA_19229	DROME08174
OG0003809	LYTVA_25226	DROME04169, DROME04168
OG0003811	LYTVA_01732	DROME14988, DROME14990, DROME14989
OG0003813	LYTVA_00532	DROME10056
OG0003817	LYTVA_01137, LYTVA_02558, LYTVA_26514	DROME00653
OG0003818	LYTVA_09712	DROME11129
OG0003820	LYTVA_01468, LYTVA_10818, LYTVA_04218	DROME07987
OG0003821	LYTVA_01898	DROME04477
OG0003823	LYTVA_28299	DROME12335
OG0003824	LYTVA_20107, LYTVA_06706	DROME17215
OG0003827	LYTVA_03265	DROME06883, DROME06884
OG0003828	LYTVA_13423	DROME10911
OG0003829	LYTVA_18420	DROME01864
OG0003831	LYTVA_24443	DROME02158
OG0003832	LYTVA_05086	DROME22043
OG0003834	LYTVA_28662	DROME21433
OG0003836	LYTVA_24859	DROME15123
OG0003837	LYTVA_29929	DROME14236, DROME08398
OG0003838	LYTVA_17094	DROME00382, DROME00383
OG0003839	LYTVA_23937, LYTVA_14573	DROME21710
OG0003841	LYTVA_09880	DROME10377, DROME10376, DROME21784
OG0003844	LYTVA_23802	DROME19636, DROME19637
OG0003845	LYTVA_09006	DROME21374
OG0003846	LYTVA_03898, LYTVA_08542	DROME14576
OG0003848	LYTVA_12543	DROME19059, DROME03440, DROME21451, DROME09630
OG0003849	LYTVA_16505	DROME18363, DROME18362
OG0003850	LYTVA_06404	DROME19645
OG0003851	LYTVA_27115, LYTVA_26448	DROME07873, DROME07872, DROME07874
OG0003852	LYTVA_02920	DROME08152
OG0003853	LYTVA_09397	DROME00889
OG0003854	LYTVA_16966	DROME11356
OG0003856	LYTVA_25797	DROME18670
OG0003857	LYTVA_25367, LYTVA_25796	DROME21963
OG0003858	LYTVA_01327, LYTVA_27055	DROME12659
OG0003860	LYTVA_18534	DROME03956
OG0003861	LYTVA_09141	DROME13113
OG0003863	LYTVA_25098	DROME16970, DROME16972, DROME16971
OG0003864	LYTVA_16744	DROME16687, DROME16688
OG0003865	LYTVA_06719, LYTVA_29186	DROME12154, DROME12155
OG0003866	LYTVA_29703	DROME15012, DROME15013
OG0003867	LYTVA_19438	DROME04382
OG0003868	LYTVA_16042	DROME05264, DROME05265, DROME05263
OG0003869	LYTVA_12197	DROME09592
OG0003870	LYTVA_09623, LYTVA_02604	DROME12586, DROME12587
OG0003871	LYTVA_29042	DROME19904, DROME19903
OG0003873	LYTVA_12402	DROME21721
OG0003875	LYTVA_02952	DROME19790, DROME19791
OG0003876	LYTVA_08885	DROME09112
OG0003877	LYTVA_07189, LYTVA_05818	DROME03255, DROME03256
OG0003879	LYTVA_26740	DROME15863, DROME15864
OG0003881	LYTVA_02265	DROME06398
OG0003883	LYTVA_29680	DROME12952, DROME12953
OG0003884	LYTVA_04955	DROME16036
OG0003885	LYTVA_22856	DROME01881, DROME01880
OG0003886	LYTVA_00295	DROME16702
OG0003887	LYTVA_19626	DROME05627
OG0003887	LYTVA_04461	DROME16856
OG0003888	LYTVA_27229, LYTVA_07798	DROME14996
OG0003889	LYTVA_29995	DROME06390
OG0003892	LYTVA_28820	DROME03882, DROME03883, DROME03881
OG0003893	LYTVA_09128	DROME20864
OG0003894	LYTVA_30206	DROME08816
OG0003895	LYTVA_16370	DROME02851, DROME08609, DROME08610, DROME02850
OG0003897	LYTVA_01009, LYTVA_18263	DROME08504, DROME08505
OG0003898	LYTVA_11060, LYTVA_08754	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003899	LYTVA_01604	DROME15608
OG0003903	LYTVA_02798, LYTVA_02947, LYTVA_14426	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	LYTVA_08407	DROME13386
OG0003906	LYTVA_00896	DROME10315
OG0003908	LYTVA_01565	DROME07423
OG0003908	LYTVA_23240	DROME05483
OG0003909	LYTVA_09021, LYTVA_04292	DROME12680
OG0003910	LYTVA_15956	DROME10387
OG0003911	LYTVA_13769	DROME11361
OG0003912	LYTVA_20384	DROME03970, DROME03969, DROME03443
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952, LYTVA_20575	DROME04350
OG0003915	LYTVA_03286, LYTVA_20325, LYTVA_29470	DROME04519
OG0003917	LYTVA_13069	DROME06379
OG0003918	LYTVA_03867	DROME16748, DROME16746, DROME16745, DROME16747
OG0003919	LYTVA_25024	DROME21549
OG0003920	LYTVA_03736	DROME16629, DROME16630
OG0003921	LYTVA_29296	DROME02956, DROME02955, DROME02957
OG0003923	LYTVA_19351	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	LYTVA_23157	DROME01564, DROME01563
OG0003926	LYTVA_00309	DROME01565, DROME01567, DROME01566
OG0003930	LYTVA_25579, LYTVA_23488	DROME20922
OG0003931	LYTVA_22630	DROME02384, DROME02385
OG0003933	LYTVA_22915	DROME03669
OG0003935	LYTVA_23260	DROME00302
OG0003936	LYTVA_03319	DROME02177
OG0003938	LYTVA_07799	DROME13183
OG0003939	LYTVA_03990, LYTVA_08883	DROME01287
OG0003940	LYTVA_05716, LYTVA_21871	DROME13675
OG0003942	LYTVA_19868, LYTVA_04089	DROME15620
OG0003945	LYTVA_00843	DROME01863
OG0003946	LYTVA_00597	DROME13159, DROME13158
OG0003947	LYTVA_21166	DROME08292
OG0003949	LYTVA_06512, LYTVA_01213	DROME09152
OG0003950	LYTVA_22866	DROME16615
OG0003958	LYTVA_10240	DROME00635
OG0003961	LYTVA_18404	DROME17804
OG0003962	LYTVA_27585	DROME09201
OG0003967	LYTVA_21341	DROME15281
OG0003968	LYTVA_18737	DROME04759, DROME04758
OG0003970	LYTVA_27881	DROME08299
OG0003971	LYTVA_12905	DROME06198
OG0003972	LYTVA_26756	DROME03377
OG0003973	LYTVA_08780	DROME13196, DROME13195, DROME13194
OG0003998	LYTVA_04462	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849
OG0003999	LYTVA_02706	DROME14381, DROME14380
OG0004000	LYTVA_13016	DROME11283
OG0004002	LYTVA_14687	DROME08892
OG0004004	LYTVA_12647	DROME11755, DROME11754
OG0004007	LYTVA_16332	DROME18644
OG0004009	LYTVA_27360	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004011	LYTVA_07133	DROME02697, DROME02696, DROME02701
OG0004012	LYTVA_26169	DROME11288
OG0004014	LYTVA_26908	DROME02886, DROME02837
OG0004015	LYTVA_14499	DROME07793
OG0004017	LYTVA_26976	DROME02036
OG0004019	LYTVA_11599, LYTVA_11549	DROME01647
OG0004021	LYTVA_07062, LYTVA_20594	DROME19870
OG0004022	LYTVA_29080, LYTVA_06465	DROME10913, DROME10915, DROME10912, DROME10914
OG0004023	LYTVA_16983	DROME16512, DROME19067
OG0004025	LYTVA_06115	DROME16102
OG0004028	LYTVA_25968	DROME21582, DROME21583
OG0004031	LYTVA_19098	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004035	LYTVA_24098	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	LYTVA_28065	DROME19609
OG0004037	LYTVA_20546	DROME06863
OG0004038	LYTVA_30220	DROME02888
OG0004040	LYTVA_03042	DROME07203
OG0004041	LYTVA_30034, LYTVA_16536	DROME05936
OG0004042	LYTVA_08337	DROME16619
OG0004044	LYTVA_04278	DROME05299, DROME05298
OG0004045	LYTVA_00602	DROME06772
OG0004047	LYTVA_22628	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	LYTVA_16472	DROME17671
OG0004053	LYTVA_05254	DROME21730
OG0004057	LYTVA_23851, LYTVA_02242	DROME00479
OG0004059	LYTVA_13931	DROME13217
OG0004060	LYTVA_13733	DROME20687
OG0004061	LYTVA_04703, LYTVA_20063	DROME03990
OG0004062	LYTVA_10442	DROME16212
OG0004064	LYTVA_00970	DROME06301
OG0004065	LYTVA_23835, LYTVA_06332	DROME02456
OG0004067	LYTVA_14146	DROME14860
OG0004068	LYTVA_11542	DROME11057
OG0004069	LYTVA_15685	DROME10101
OG0004070	LYTVA_26461, LYTVA_08824	DROME04845
OG0004071	LYTVA_15303	DROME15812
OG0004072	LYTVA_02954	DROME21957, DROME17982
OG0004073	LYTVA_02075, LYTVA_02074	DROME01650
OG0004074	LYTVA_08586	DROME06751
OG0004076	LYTVA_03921	DROME00303
OG0004078	LYTVA_09313	DROME11078
