Orthogroup	LYTVA_ok	XENTR
OG0003825	LYTVA_25095, LYTVA_25100	XENTR01217
OG0003826	LYTVA_13850	XENTR01516
OG0003827	LYTVA_03265	XENTR11304, XENTR18626
OG0003828	LYTVA_13423	XENTR14525
OG0003829	LYTVA_18420	XENTR04012
OG0003830	LYTVA_12482, LYTVA_28846	XENTR18560, XENTR14254
OG0003831	LYTVA_24443	XENTR03490
OG0003832	LYTVA_05086	XENTR00382, XENTR01228, XENTR01229
OG0003833	LYTVA_27868, LYTVA_23190	XENTR15540
OG0003834	LYTVA_28662	XENTR04978, XENTR18533
OG0003836	LYTVA_24859	XENTR11782, XENTR15896
OG0003837	LYTVA_29929	XENTR02506
OG0003838	LYTVA_17094	XENTR00914, XENTR03476
OG0003839	LYTVA_23937, LYTVA_14573	XENTR13884
OG0003840	LYTVA_04824	XENTR12159
OG0003841	LYTVA_09880	XENTR12939
OG0003842	LYTVA_16877	XENTR06616
OG0003844	LYTVA_23802	XENTR07150
OG0003845	LYTVA_09006	XENTR04055
OG0003846	LYTVA_03898	XENTR11317
OG0003848	LYTVA_12543	XENTR09160
OG0003849	LYTVA_16505	XENTR02659, XENTR08320
OG0003850	LYTVA_06404	XENTR05454
OG0003851	LYTVA_26448	XENTR02901
OG0003852	LYTVA_02920	XENTR01443, XENTR00580
OG0003853	LYTVA_09397	XENTR16563
OG0003854	LYTVA_16966	XENTR09846, XENTR03116
OG0003855	LYTVA_19474	XENTR18199
OG0003856	LYTVA_25797	XENTR05612
OG0003857	LYTVA_25796	XENTR10397
OG0003859	LYTVA_21927	XENTR18118
OG0003861	LYTVA_09141	XENTR12844
OG0003862	LYTVA_00702	XENTR03149
OG0003863	LYTVA_25098	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003864	LYTVA_16744	XENTR11994
OG0003865	LYTVA_06719, LYTVA_29186	XENTR08410, XENTR08547
OG0003866	LYTVA_29703	XENTR06311
OG0003867	LYTVA_19438	XENTR02863
OG0003868	LYTVA_16042	XENTR14790, XENTR09159, XENTR09158
OG0003869	LYTVA_12197	XENTR16798
OG0003870	LYTVA_09623, LYTVA_02604	XENTR11422
OG0003873	LYTVA_12402	XENTR00180
OG0003876	LYTVA_08885	XENTR17136
OG0003877	LYTVA_07189, LYTVA_05818	XENTR02745
OG0003878	LYTVA_06775, LYTVA_04340	XENTR02554
OG0003880	LYTVA_19965	XENTR13950
OG0003881	LYTVA_02265	XENTR04081
OG0003882	LYTVA_18048	XENTR16402
OG0003883	LYTVA_29680	XENTR14642, XENTR14643, XENTR08760
OG0003884	LYTVA_04955	XENTR02661
OG0003885	LYTVA_22856	XENTR05759, XENTR02123
OG0003886	LYTVA_00295	XENTR01682
OG0003887	LYTVA_19626	XENTR18026
OG0003887	LYTVA_04461	XENTR11440
OG0003888	LYTVA_27229, LYTVA_07798	XENTR15148
OG0003890	LYTVA_19129, LYTVA_23306	XENTR06459, XENTR12480
OG0003892	LYTVA_28820	XENTR00762
OG0003893	LYTVA_09128	XENTR13880
OG0003894	LYTVA_30206	XENTR06779
OG0003895	LYTVA_16370	XENTR15607
OG0003897	LYTVA_01009, LYTVA_18263	XENTR09637
OG0003898	LYTVA_08754	XENTR00281
OG0003899	LYTVA_01604	XENTR07459
OG0003900	LYTVA_00171, LYTVA_09089	XENTR06624
OG0003901	LYTVA_25425, LYTVA_13674	XENTR10660, XENTR18510
OG0003903	LYTVA_02798, LYTVA_02947, LYTVA_14426	XENTR11558
OG0003904	LYTVA_08407	XENTR05314
OG0003906	LYTVA_00896	XENTR05038
OG0003908	LYTVA_01565	XENTR12199
OG0003908	LYTVA_23240	XENTR15544
OG0003909	LYTVA_04292	XENTR13589
OG0003910	LYTVA_15956	XENTR07945
OG0003911	LYTVA_13769	XENTR02501
OG0003912	LYTVA_20384	XENTR18566, XENTR04975, XENTR07778
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952	XENTR15388
OG0003914	LYTVA_00538	XENTR02686
OG0003915	LYTVA_03286, LYTVA_20325	XENTR02712, XENTR00701
OG0003917	LYTVA_26563, LYTVA_13069	XENTR00420, XENTR10594
OG0003918	LYTVA_03867	XENTR06731
OG0003919	LYTVA_25024	XENTR14692
OG0003920	LYTVA_03736	XENTR12856
OG0003921	LYTVA_29296	XENTR04630
OG0003923	LYTVA_19351	XENTR04190
OG0003925	LYTVA_23157	XENTR05466
OG0003927	LYTVA_09499, LYTVA_12096	XENTR06337, XENTR06338
OG0003930	LYTVA_25579, LYTVA_23488	XENTR10794
OG0003931	LYTVA_22630	XENTR10403
OG0003933	LYTVA_22915	XENTR11134, XENTR10793
OG0003935	LYTVA_23260	XENTR03877
OG0003936	LYTVA_03319	XENTR06644
OG0003937	LYTVA_23787	XENTR01997, XENTR01986
OG0003939	LYTVA_03990, LYTVA_08883	XENTR04150
OG0003940	LYTVA_05716, LYTVA_21871	XENTR04461
OG0003942	LYTVA_19868, LYTVA_04089	XENTR17940
OG0003945	LYTVA_00843	XENTR18416
OG0003946	LYTVA_00597	XENTR08261, XENTR12173
OG0003947	LYTVA_21166	XENTR08870, XENTR02239
OG0003948	LYTVA_00599	XENTR01906
OG0003949	LYTVA_06512, LYTVA_01213	XENTR02519
OG0003950	LYTVA_22866	XENTR10159
OG0003953	LYTVA_25899	XENTR01614, XENTR03298
OG0003954	LYTVA_08587	XENTR15739, XENTR07597
OG0003956	LYTVA_03157, LYTVA_03160	XENTR00432
OG0003957	LYTVA_04850	XENTR13241
OG0003958	LYTVA_10240	XENTR08137
OG0003961	LYTVA_18404	XENTR09360
OG0003962	LYTVA_27585	XENTR09257, XENTR00890, XENTR15298, XENTR13042
OG0003966	LYTVA_08371	XENTR12845
OG0003967	LYTVA_21341	XENTR01385
OG0003968	LYTVA_18737	XENTR09674
OG0003970	LYTVA_27881	XENTR06325
OG0003971	LYTVA_12905	XENTR16415
OG0003972	LYTVA_26756	XENTR02960
OG0003973	LYTVA_08780	XENTR02390, XENTR13883
OG0003997	LYTVA_15918	XENTR03284
OG0003998	LYTVA_04462	XENTR13053
OG0003999	LYTVA_02706	XENTR13639
OG0004000	LYTVA_13016	XENTR16850
OG0004001	LYTVA_22392	XENTR03543
OG0004001	LYTVA_19185, LYTVA_07555	XENTR09154
OG0004002	LYTVA_14687	XENTR07505
OG0004004	LYTVA_12647	XENTR09365, XENTR00508
OG0004007	LYTVA_16332	XENTR00335, XENTR12145
OG0004009	LYTVA_27360	XENTR12738, XENTR07565
OG0004010	LYTVA_14826	XENTR15365
OG0004011	LYTVA_07133	XENTR09432, XENTR02695
OG0004012	LYTVA_26169	XENTR08974
OG0004014	LYTVA_26908, LYTVA_29701	XENTR16545
OG0004015	LYTVA_14499	XENTR07793
OG0004016	LYTVA_04982	XENTR08559
OG0004017	LYTVA_26976	XENTR14676
OG0004019	LYTVA_11599, LYTVA_11549	XENTR14133
OG0004021	LYTVA_07062, LYTVA_20594	XENTR01515
OG0004022	LYTVA_29080, LYTVA_06465	XENTR07692
OG0004023	LYTVA_16983	XENTR12549, XENTR09886
OG0004024	LYTVA_08882, LYTVA_09171	XENTR10419
OG0004025	LYTVA_06115	XENTR15063
OG0004028	LYTVA_25968	XENTR07292
OG0004029	LYTVA_07988, LYTVA_23850	XENTR14070
OG0004031	LYTVA_19098	XENTR02095
OG0004035	LYTVA_24098	XENTR18213, XENTR18419
OG0004036	LYTVA_28065	XENTR00661
OG0004037	LYTVA_20546	XENTR08593
OG0004038	LYTVA_30220	XENTR14795
OG0004039	LYTVA_09633, LYTVA_14370	XENTR14249, XENTR17899
OG0004041	LYTVA_30034, LYTVA_16536	XENTR00599
OG0004042	LYTVA_08337	XENTR16635
OG0004043	LYTVA_08636	XENTR06092
OG0004044	LYTVA_04278	XENTR01872
OG0004045	LYTVA_00602	XENTR13376
OG0004047	LYTVA_22628	XENTR09809
OG0004048	LYTVA_16472	XENTR08968, XENTR08876
OG0004049	LYTVA_15049, LYTVA_25674	XENTR08475, XENTR05908, XENTR11386
OG0004052	LYTVA_04921	XENTR14748
OG0004053	LYTVA_05254	XENTR05712, XENTR12155
OG0004055	LYTVA_23038	XENTR07492, XENTR07490, XENTR07491
OG0004057	LYTVA_23851, LYTVA_02242	XENTR00723
OG0004059	LYTVA_13931	XENTR02089
OG0004060	LYTVA_13733	XENTR10032
OG0004061	LYTVA_04703, LYTVA_20063	XENTR00001
OG0004062	LYTVA_10442	XENTR18647, XENTR08862, XENTR10337
OG0004063	LYTVA_25472	XENTR04591
OG0004064	LYTVA_00970	XENTR04196
OG0004065	LYTVA_23835, LYTVA_06332	XENTR13020
OG0004066	LYTVA_14514	XENTR12212
OG0004067	LYTVA_14146	XENTR14385
OG0004068	LYTVA_11542	XENTR08780
OG0004069	LYTVA_15685	XENTR09185
OG0004070	LYTVA_26461, LYTVA_08824	XENTR11830
OG0004071	LYTVA_15303	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	LYTVA_02954	XENTR02752
OG0004073	LYTVA_02075, LYTVA_02074	XENTR11511, XENTR02540
OG0004076	LYTVA_03921	XENTR13769
OG0004077	LYTVA_26904	XENTR16417
OG0004078	LYTVA_09313	XENTR10912
OG0004079	LYTVA_06671	XENTR01034
OG0004080	LYTVA_29208	XENTR04210, XENTR17702
OG0004081	LYTVA_02736	XENTR09630, XENTR16082
OG0004082	LYTVA_06311, LYTVA_06309	XENTR03276
OG0004083	LYTVA_21834, LYTVA_13777	XENTR09602
OG0004084	LYTVA_18649	XENTR03635
OG0004085	LYTVA_08513, LYTVA_28587	XENTR02748
OG0004086	LYTVA_19945	XENTR00590
OG0004087	LYTVA_06772	XENTR08763
OG0004088	LYTVA_28769, LYTVA_03836	XENTR12362, XENTR11015
OG0004089	LYTVA_20890, LYTVA_05104	XENTR15591
OG0004090	LYTVA_01996	XENTR05223
OG0004091	LYTVA_09473	XENTR04711
OG0004092	LYTVA_11252, LYTVA_08054	XENTR15001, XENTR15101
OG0004093	LYTVA_18796	XENTR15684
OG0004094	LYTVA_15767, LYTVA_15263	XENTR14516
OG0004095	LYTVA_27647	XENTR04765
OG0004096	LYTVA_24655	XENTR04695
OG0004097	LYTVA_03615	XENTR14379
OG0004098	LYTVA_17957	XENTR09195, XENTR00362
OG0004099	LYTVA_16532	XENTR07018, XENTR03906
OG0004100	LYTVA_05542, LYTVA_05543	XENTR15549, XENTR15547
OG0004101	LYTVA_16379	XENTR13964
OG0004102	LYTVA_22604	XENTR02021
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	XENTR02995, XENTR02996
OG0004104	LYTVA_23183	XENTR08622
OG0004106	LYTVA_16270, LYTVA_17077	XENTR04092
OG0004110	LYTVA_17391	XENTR18262
OG0004112	LYTVA_05426	XENTR18035
OG0004113	LYTVA_20632	XENTR11125
OG0004114	LYTVA_09095	XENTR11643
OG0004115	LYTVA_26409	XENTR10408
OG0004116	LYTVA_11277, LYTVA_16339	XENTR06030
OG0004117	LYTVA_06474	XENTR06588
OG0004118	LYTVA_28391	XENTR00736
OG0004119	LYTVA_18575	XENTR07270
OG0004121	LYTVA_26411	XENTR08429
OG0004123	LYTVA_16672	XENTR18443, XENTR02606
OG0004124	LYTVA_03931	XENTR02997, XENTR06594
OG0004125	LYTVA_08831	XENTR09786
OG0004126	LYTVA_05206	XENTR02624, XENTR17192
OG0004127	LYTVA_25845, LYTVA_00859	XENTR09339
OG0004128	LYTVA_05290, LYTVA_03315, LYTVA_03965	XENTR07972, XENTR04126
OG0004129	LYTVA_03964	XENTR05980
OG0004132	LYTVA_24598	XENTR08207
OG0004133	LYTVA_18548	XENTR08580, XENTR08835
OG0004134	LYTVA_23721	XENTR10228
OG0004135	LYTVA_30000	XENTR14499
OG0004136	LYTVA_15507	XENTR14548
OG0004137	LYTVA_06807	XENTR05727
OG0004139	LYTVA_12489	XENTR09190, XENTR12366, XENTR15382
OG0004140	LYTVA_23705	XENTR05945
OG0004141	LYTVA_11419	XENTR07977
OG0004142	LYTVA_07168	XENTR15552
OG0004143	LYTVA_00742, LYTVA_25759	XENTR14330
OG0004145	LYTVA_14753	XENTR06685
OG0004146	LYTVA_19042	XENTR10320
OG0004147	LYTVA_08242	XENTR18396
OG0004148	LYTVA_28754	XENTR06933
OG0004149	LYTVA_02180	XENTR10834
OG0004150	LYTVA_10446, LYTVA_04771	XENTR03403
OG0004151	LYTVA_22027	XENTR00487
OG0004153	LYTVA_24977, LYTVA_14935	XENTR02143
OG0004154	LYTVA_21247	XENTR06055
OG0004155	LYTVA_14865, LYTVA_16237, LYTVA_21944, LYTVA_24904, LYTVA_20646, LYTVA_29083, LYTVA_00588	XENTR16141
OG0004156	LYTVA_23102	XENTR00751, XENTR10996
OG0004157	LYTVA_05077	XENTR18358
OG0004158	LYTVA_10767	XENTR18490
OG0004161	LYTVA_23742	XENTR09910
OG0004163	LYTVA_20307	XENTR08707
OG0004166	LYTVA_05496	XENTR02693
OG0004167	LYTVA_09956	XENTR11620
OG0004168	LYTVA_10352	XENTR07704
OG0004169	LYTVA_22122	XENTR16574
OG0004171	LYTVA_12650, LYTVA_12649, LYTVA_07825	XENTR11673
OG0004172	LYTVA_26615, LYTVA_09161, LYTVA_01569, LYTVA_28749, LYTVA_12991	XENTR09863
OG0004174	LYTVA_29638	XENTR05736
OG0004175	LYTVA_15626, LYTVA_07317	XENTR11021
OG0004178	LYTVA_00771	XENTR17208
OG0004180	LYTVA_02955	XENTR17753, XENTR17078
OG0004181	LYTVA_28184, LYTVA_29381	XENTR05491
OG0004182	LYTVA_02516, LYTVA_26684	XENTR11405
OG0004183	LYTVA_18118, LYTVA_09256	XENTR10310
OG0004184	LYTVA_27243	XENTR07501
OG0004185	LYTVA_00065	XENTR07973
OG0004186	LYTVA_13218	XENTR14918, XENTR07489
OG0004187	LYTVA_09899	XENTR07777, XENTR12420, XENTR19105
OG0004188	LYTVA_09818	XENTR09043
OG0004190	LYTVA_26541	XENTR07315
OG0004197	LYTVA_24189	XENTR07183, XENTR03350
OG0004215	LYTVA_17521, LYTVA_20252	XENTR11110
OG0004216	LYTVA_05046	XENTR16489
OG0004217	LYTVA_10684	XENTR12749
OG0004218	LYTVA_10237	XENTR09333
OG0004219	LYTVA_13015	XENTR05410
OG0004220	LYTVA_12987	XENTR19132
OG0004222	LYTVA_04664	XENTR03863
OG0004223	LYTVA_16944	XENTR11343
OG0004225	LYTVA_21958	XENTR05236, XENTR01889
OG0004226	LYTVA_11757, LYTVA_01757	XENTR12961
OG0004227	LYTVA_12126	XENTR09239
OG0004228	LYTVA_17820	XENTR12759, XENTR03636
OG0004229	LYTVA_15870	XENTR09293
OG0004230	LYTVA_24896	XENTR06029, XENTR18693
OG0004231	LYTVA_21112	XENTR07588
OG0004232	LYTVA_16476	XENTR14755
OG0004234	LYTVA_17567	XENTR06240
OG0004235	LYTVA_20276	XENTR07323
OG0004236	LYTVA_29541	XENTR09087
OG0004238	LYTVA_24752	XENTR02118
OG0004239	LYTVA_15516, LYTVA_12963	XENTR02464
OG0004240	LYTVA_26856	XENTR14102
OG0004243	LYTVA_09481	XENTR02756
OG0004245	LYTVA_24279, LYTVA_26637, LYTVA_24281	XENTR13102
OG0004246	LYTVA_29403, LYTVA_27509	XENTR10841
OG0004248	LYTVA_23168	XENTR02442
OG0004249	LYTVA_11290	XENTR14714
OG0004251	LYTVA_08695, LYTVA_17055	XENTR04013
OG0004253	LYTVA_27876	XENTR14684, XENTR07125
OG0004254	LYTVA_15962	XENTR02285
OG0004255	LYTVA_12403	XENTR08386
OG0004257	LYTVA_15930	XENTR00860
OG0004258	LYTVA_05034	XENTR15149
OG0004259	LYTVA_21802	XENTR05280
OG0004260	LYTVA_22612	XENTR08524
OG0004261	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721	XENTR17138
OG0004262	LYTVA_18711	XENTR03026
OG0004263	LYTVA_29357, LYTVA_12199	XENTR18355
OG0004264	LYTVA_24355	XENTR11427, XENTR02228
OG0004265	LYTVA_15750, LYTVA_15746	XENTR01292
OG0004267	LYTVA_21270	XENTR05430, XENTR16646
OG0004269	LYTVA_07560, LYTVA_28413	XENTR08648
OG0004270	LYTVA_25924	XENTR15859
OG0004271	LYTVA_28380	XENTR02370
OG0004272	LYTVA_26397	XENTR04240
OG0004273	LYTVA_03846	XENTR07324
OG0004274	LYTVA_00343	XENTR00473, XENTR15777
OG0004275	LYTVA_25889	XENTR02366, XENTR11914
OG0004276	LYTVA_00887	XENTR15736
OG0004277	LYTVA_14258, LYTVA_28062	XENTR14387
OG0004278	LYTVA_21762	XENTR18016, XENTR18015
OG0004279	LYTVA_03505, LYTVA_11401	XENTR14989
OG0004280	LYTVA_29508	XENTR10748
OG0004281	LYTVA_15973	XENTR18517
OG0004281	LYTVA_06895	XENTR18518
OG0004282	LYTVA_16737	XENTR04076
OG0004283	LYTVA_10414	XENTR03463
OG0004284	LYTVA_21849, LYTVA_03684	XENTR12171, XENTR15187
OG0004285	LYTVA_14336	XENTR08748
OG0004286	LYTVA_23813	XENTR03668
OG0004288	LYTVA_10116	XENTR13701
OG0004289	LYTVA_15304, LYTVA_08621	XENTR09034
OG0004290	LYTVA_08795	XENTR09552, XENTR12944
OG0004291	LYTVA_26380	XENTR07498
OG0004292	LYTVA_29633	XENTR16091
OG0004295	LYTVA_10836	XENTR10638
OG0004296	LYTVA_05826	XENTR04332
OG0004297	LYTVA_26470, LYTVA_14136	XENTR11758
OG0004298	LYTVA_21985	XENTR15631, XENTR15632
OG0004299	LYTVA_10418, LYTVA_24447	XENTR16510
OG0004301	LYTVA_17218	XENTR16663
OG0004302	LYTVA_27877	XENTR16178
OG0004303	LYTVA_05571	XENTR15590
OG0004304	LYTVA_08021	XENTR01480, XENTR00786
OG0004305	LYTVA_07884	XENTR13288
OG0004306	LYTVA_04812	XENTR02165, XENTR02164
OG0004307	LYTVA_23176	XENTR09783
OG0004308	LYTVA_27577, LYTVA_15253	XENTR00676
OG0004309	LYTVA_20861	XENTR16256
OG0004310	LYTVA_21824	XENTR08109
OG0004311	LYTVA_29214, LYTVA_29213	XENTR08099, XENTR13869
OG0004312	LYTVA_13567, LYTVA_05872	XENTR06276
OG0004314	LYTVA_09224	XENTR03952, XENTR14943
OG0004315	LYTVA_14423	XENTR10505
OG0004316	LYTVA_04481	XENTR00291
OG0004317	LYTVA_23919	XENTR06347
OG0004318	LYTVA_13097	XENTR13838
OG0004319	LYTVA_09566	XENTR12729, XENTR16401
OG0004321	LYTVA_13173	XENTR09288
OG0004322	LYTVA_23319	XENTR02157
OG0004324	LYTVA_01961	XENTR13333
OG0004325	LYTVA_15912	XENTR01927
OG0004327	LYTVA_13718	XENTR14732
OG0004328	LYTVA_05322	XENTR02447
OG0004331	LYTVA_21103	XENTR06669
OG0004332	LYTVA_13221	XENTR06028
OG0004333	LYTVA_21119	XENTR05026
OG0004335	LYTVA_05831, LYTVA_03828	XENTR13834
OG0004336	LYTVA_10552	XENTR16521, XENTR05131, XENTR18211
OG0004338	LYTVA_14064	XENTR09719
OG0004341	LYTVA_13644	XENTR16678
OG0004342	LYTVA_03045, LYTVA_22651	XENTR01054
OG0004343	LYTVA_10492	XENTR02018
OG0004345	LYTVA_15243	XENTR06180
OG0004346	LYTVA_24745, LYTVA_19377, LYTVA_10129	XENTR00433
OG0004348	LYTVA_06128	XENTR02314
OG0004349	LYTVA_06151	XENTR02391
OG0004350	LYTVA_13333	XENTR03571
OG0004353	LYTVA_00606, LYTVA_13736	XENTR16070
OG0004354	LYTVA_02005	XENTR04545
OG0004355	LYTVA_19137	XENTR07976, XENTR10102
OG0004356	LYTVA_23236	XENTR06247
OG0004357	LYTVA_09241	XENTR08914, XENTR01920
OG0004358	LYTVA_17523	XENTR11117
OG0004359	LYTVA_02266	XENTR06807
OG0004360	LYTVA_09179, LYTVA_28719	XENTR12875
OG0004362	LYTVA_21740	XENTR12262, XENTR01742
OG0004364	LYTVA_02485	XENTR11370
OG0004365	LYTVA_05834	XENTR12130
OG0004366	LYTVA_06643, LYTVA_27515	XENTR00500
OG0004367	LYTVA_09396	XENTR18829, XENTR18999
OG0004368	LYTVA_06379	XENTR03944, XENTR15526
OG0004369	LYTVA_09883	XENTR11040
OG0004370	LYTVA_30229	XENTR15518
OG0004373	LYTVA_12488	XENTR00323
OG0004374	LYTVA_22107	XENTR16529
OG0004375	LYTVA_14843	XENTR08120
OG0004377	LYTVA_23335	XENTR06554
OG0004378	LYTVA_15604	XENTR04941
OG0004379	LYTVA_28643	XENTR12677
OG0004381	LYTVA_18126	XENTR18220
OG0004382	LYTVA_18561	XENTR05834
OG0004383	LYTVA_01592	XENTR10950, XENTR10949
OG0004384	LYTVA_01455	XENTR05103
OG0004385	LYTVA_17871	XENTR07729
OG0004389	LYTVA_29149	XENTR00308
OG0004390	LYTVA_24758	XENTR09925
OG0004391	LYTVA_09306, LYTVA_24715	XENTR05650, XENTR04998
OG0004393	LYTVA_06799	XENTR08850
OG0004395	LYTVA_18598, LYTVA_13240	XENTR10110
OG0004396	LYTVA_05452	XENTR16480
OG0004397	LYTVA_23126	XENTR07268, XENTR15098
OG0004398	LYTVA_05438	XENTR01613
OG0004399	LYTVA_18756	XENTR02783, XENTR01338
OG0004400	LYTVA_11350	XENTR04523, XENTR04524
OG0004401	LYTVA_06522	XENTR00790
OG0004404	LYTVA_29981	XENTR05022
OG0004405	LYTVA_16143	XENTR01271
OG0004407	LYTVA_09960	XENTR11714
OG0004409	LYTVA_18965	XENTR11912, XENTR02365
OG0004413	LYTVA_15678	XENTR04845
OG0004414	LYTVA_05497, LYTVA_28298	XENTR10946
OG0004415	LYTVA_28761	XENTR10485
OG0004417	LYTVA_08260	XENTR00369
OG0004418	LYTVA_16592	XENTR03415
OG0004419	LYTVA_10302	XENTR01954
OG0004420	LYTVA_28762, LYTVA_28354	XENTR16061, XENTR04098, XENTR04405
OG0004421	LYTVA_21010	XENTR07029
OG0004422	LYTVA_03079	XENTR11234, XENTR05843
OG0004423	LYTVA_27161	XENTR08365
OG0004424	LYTVA_21963	XENTR11298
OG0004425	LYTVA_04158	XENTR17641, XENTR12250
OG0004460	LYTVA_05295, LYTVA_29632	XENTR13298
OG0004461	LYTVA_30117	XENTR17329, XENTR02533
OG0004462	LYTVA_20076	XENTR02713
OG0004463	LYTVA_14183	XENTR04529, XENTR14681
OG0004465	LYTVA_25687, LYTVA_12969	XENTR03018
OG0004467	LYTVA_29939	XENTR10318, XENTR06318
OG0004468	LYTVA_02592, LYTVA_18913	XENTR14274
OG0004471	LYTVA_02607	XENTR00144
OG0004472	LYTVA_08562	XENTR00749, XENTR00750
OG0004474	LYTVA_28353	XENTR12032
OG0004476	LYTVA_16113	XENTR00796
OG0004477	LYTVA_00888	XENTR15352, XENTR10053
OG0004478	LYTVA_08799	XENTR09560
OG0004479	LYTVA_00476, LYTVA_04117, LYTVA_07724	XENTR07670
OG0004480	LYTVA_24895	XENTR16993
OG0004481	LYTVA_30175	XENTR01473
OG0004482	LYTVA_11188	XENTR10601
OG0004483	LYTVA_03457	XENTR17280
OG0004484	LYTVA_00935	XENTR11603
OG0004485	LYTVA_17989, LYTVA_18629	XENTR05708
OG0004487	LYTVA_15851	XENTR05512, XENTR05509, XENTR05510, XENTR05511
OG0004490	LYTVA_28558	XENTR11487
OG0004491	LYTVA_04310, LYTVA_24604	XENTR07277
OG0004493	LYTVA_27458	XENTR12768
OG0004494	LYTVA_00181	XENTR00973, XENTR00972
OG0004495	LYTVA_01540	XENTR04018
OG0004496	LYTVA_14373	XENTR12973
OG0004497	LYTVA_18009	XENTR14301
OG0004498	LYTVA_12145, LYTVA_00159, LYTVA_28363	XENTR10412
OG0004499	LYTVA_06920, LYTVA_10034	XENTR05546, XENTR11717
OG0004500	LYTVA_20358	XENTR10700, XENTR10699
OG0004503	LYTVA_09532, LYTVA_13945	XENTR14221
OG0004505	LYTVA_20170	XENTR01116, XENTR01117
OG0004506	LYTVA_19692	XENTR13727
OG0004507	LYTVA_06354, LYTVA_26743	XENTR03425
OG0004508	LYTVA_25380	XENTR02525, XENTR02524
OG0004509	LYTVA_02030, LYTVA_02021, LYTVA_16763	XENTR03935
OG0004510	LYTVA_04427, LYTVA_04417	XENTR03962
OG0004512	LYTVA_20700	XENTR03832
OG0004514	LYTVA_16044	XENTR00881
OG0004515	LYTVA_17033	XENTR02016
OG0004516	LYTVA_27324, LYTVA_16585	XENTR04054
OG0004518	LYTVA_14613, LYTVA_02025	XENTR07756
OG0004519	LYTVA_25742	XENTR11913
OG0004520	LYTVA_16032	XENTR09651
OG0004523	LYTVA_02111	XENTR18329
OG0004524	LYTVA_04551	XENTR04778
OG0004525	LYTVA_04264, LYTVA_18553	XENTR09291
OG0004527	LYTVA_09964	XENTR00456
OG0004528	LYTVA_28246	XENTR01514
OG0004529	LYTVA_01959	XENTR05758
OG0004530	LYTVA_11116, LYTVA_17848	XENTR14376, XENTR03964
OG0004531	LYTVA_04792, LYTVA_04794	XENTR11135
OG0004532	LYTVA_16802	XENTR11080
OG0004533	LYTVA_29598	XENTR11245, XENTR16773
OG0004534	LYTVA_21294	XENTR13192
OG0004535	LYTVA_01326	XENTR12654
OG0004536	LYTVA_11025, LYTVA_21189	XENTR06593
OG0004537	LYTVA_02634	XENTR07746
OG0004538	LYTVA_26379	XENTR11687
OG0004539	LYTVA_28625	XENTR06560, XENTR11278
OG0004540	LYTVA_07396	XENTR01878
OG0004542	LYTVA_17843	XENTR01276
OG0004543	LYTVA_13629, LYTVA_27820	XENTR13966, XENTR13965
OG0004544	LYTVA_24449	XENTR14557
OG0004545	LYTVA_25949, LYTVA_02321	XENTR05802
OG0004546	LYTVA_26469	XENTR11757
OG0004547	LYTVA_11437, LYTVA_22912	XENTR10791, XENTR06018
OG0004548	LYTVA_04949, LYTVA_13430	XENTR11954
OG0004549	LYTVA_16594	XENTR17964, XENTR17963
OG0004550	LYTVA_18000	XENTR08942
OG0004551	LYTVA_08055	XENTR13993
OG0004552	LYTVA_27213	XENTR18114
OG0004554	LYTVA_17490	XENTR06056
OG0004555	LYTVA_03872	XENTR08168
OG0004556	LYTVA_12685	XENTR14968
OG0004557	LYTVA_02192	XENTR07094, XENTR03173
OG0004558	LYTVA_11113	XENTR17229, XENTR19018
OG0004560	LYTVA_05880	XENTR08583
OG0004561	LYTVA_17889	XENTR09028
OG0004563	LYTVA_23594, LYTVA_13340	XENTR04438
OG0004564	LYTVA_29664	XENTR08998
OG0004565	LYTVA_02489	XENTR07621
OG0004566	LYTVA_11051	XENTR15836, XENTR04511
OG0004567	LYTVA_18454	XENTR13930
OG0004569	LYTVA_09982	XENTR00817
OG0004570	LYTVA_13935	XENTR01634, XENTR09045
OG0004571	LYTVA_14576	XENTR02902
OG0004573	LYTVA_17192	XENTR04046
OG0004574	LYTVA_20772	XENTR07069, XENTR17501
OG0004576	LYTVA_19417	XENTR08967, XENTR08877
OG0004577	LYTVA_11608	XENTR13602
OG0004579	LYTVA_18859	XENTR17330
OG0004580	LYTVA_15191	XENTR12038, XENTR12039, XENTR12037
OG0004581	LYTVA_28885	XENTR13391
OG0004582	LYTVA_19263	XENTR02772
OG0004583	LYTVA_15816	XENTR07476
OG0004584	LYTVA_28504	XENTR11392
OG0004585	LYTVA_04116	XENTR07684
OG0004589	LYTVA_09509	XENTR14980, XENTR06532, XENTR06533
OG0004590	LYTVA_05932	XENTR04031
OG0004592	LYTVA_02889	XENTR17519
OG0004593	LYTVA_10440	XENTR09764
OG0004594	LYTVA_06664	XENTR10141
OG0004597	LYTVA_05808	XENTR08163
OG0004600	LYTVA_05795	XENTR15611
OG0004601	LYTVA_30200	XENTR06793
OG0004602	LYTVA_07552, LYTVA_23290	XENTR09792
