Orthogroup	LYTVA_ok	SCHMD
OG0003289	LYTVA_23134	SCHMD16616
OG0003291	LYTVA_16947	SCHMD09949
OG0003293	LYTVA_23172	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003297	LYTVA_26218, LYTVA_19287, LYTVA_19286	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003301	LYTVA_23817	SCHMD13976, SCHMD15564
OG0003302	LYTVA_14810	SCHMD01831
OG0003303	LYTVA_24993	SCHMD01441
OG0003306	LYTVA_12285	SCHMD03757
OG0003306	LYTVA_00241	SCHMD03756
OG0003307	LYTVA_19258	SCHMD16433
OG0003309	LYTVA_24870	SCHMD01407
OG0003310	LYTVA_07315, LYTVA_17461, LYTVA_17462, LYTVA_19181, LYTVA_27258, LYTVA_10229, LYTVA_13359, LYTVA_17383, LYTVA_19697, LYTVA_16522	SCHMD07083
OG0003311	LYTVA_19481	SCHMD10347
OG0003312	LYTVA_02182	SCHMD01858
OG0003315	LYTVA_27566	SCHMD25575
OG0003316	LYTVA_10053	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003317	LYTVA_24011, LYTVA_05382	SCHMD03906, SCHMD03908, SCHMD03907, SCHMD03905
OG0003318	LYTVA_12509	SCHMD12981, SCHMD18691
OG0003324	LYTVA_19291	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	LYTVA_29523	SCHMD09735
OG0003327	LYTVA_17271	SCHMD05859
OG0003329	LYTVA_23352	SCHMD22699
OG0003330	LYTVA_11365	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003333	LYTVA_07549, LYTVA_15167	SCHMD20159, SCHMD28070
OG0003335	LYTVA_09092	SCHMD19779
OG0003337	LYTVA_18787	SCHMD01222
OG0003340	LYTVA_13141	SCHMD08266
OG0003341	LYTVA_16037	SCHMD00617
OG0003343	LYTVA_11177	SCHMD22696
OG0003344	LYTVA_00862	SCHMD12946, SCHMD01887
OG0003345	LYTVA_14037, LYTVA_04588, LYTVA_15485	SCHMD29662
OG0003347	LYTVA_23337	SCHMD05564, SCHMD05565, SCHMD05566
OG0003348	LYTVA_06310	SCHMD11779
OG0003349	LYTVA_10341, LYTVA_20619	SCHMD04642, SCHMD00847
OG0003353	LYTVA_20644	SCHMD09639
OG0003354	LYTVA_25191, LYTVA_01307	SCHMD00933
OG0003354	LYTVA_04843	SCHMD12950
OG0003356	LYTVA_06879	SCHMD07762
OG0003357	LYTVA_19490, LYTVA_06743, LYTVA_11630, LYTVA_02906	SCHMD05234
OG0003358	LYTVA_12289	SCHMD00069
OG0003359	LYTVA_06032	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	LYTVA_13266, LYTVA_19199	SCHMD04932
OG0003361	LYTVA_03232, LYTVA_03231	SCHMD21246, SCHMD23595, SCHMD19820
OG0003362	LYTVA_05394	SCHMD06272
OG0003366	LYTVA_15074	SCHMD14890
OG0003369	LYTVA_14942	SCHMD01240
OG0003370	LYTVA_24757	SCHMD18452, SCHMD02876
OG0003372	LYTVA_14495, LYTVA_14497	SCHMD20234
OG0003373	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970	SCHMD21509, SCHMD21699
OG0003374	LYTVA_08104	SCHMD04840
OG0003375	LYTVA_28328, LYTVA_27365	SCHMD08102
OG0003378	LYTVA_13045	SCHMD07045
OG0003380	LYTVA_05440	SCHMD05800
OG0003381	LYTVA_07008, LYTVA_17658	SCHMD19752
OG0003382	LYTVA_16589, LYTVA_00823	SCHMD05894
OG0003384	LYTVA_07291, LYTVA_28006	SCHMD08925
OG0003386	LYTVA_26042	SCHMD08232
OG0003388	LYTVA_28705	SCHMD09453, SCHMD01066, SCHMD01067
OG0003389	LYTVA_05033	SCHMD17530, SCHMD18180, SCHMD23555, SCHMD24378
OG0003392	LYTVA_24826	SCHMD20046
OG0003394	LYTVA_21899, LYTVA_28322	SCHMD10224, SCHMD24281, SCHMD27274, SCHMD29722, SCHMD24179, SCHMD14774
OG0003419	LYTVA_11665	SCHMD02792
OG0003422	LYTVA_16836, LYTVA_20308	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	LYTVA_04392	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520	SCHMD11714
OG0003431	LYTVA_13731	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	LYTVA_01169	SCHMD05639, SCHMD06055
OG0003435	LYTVA_08543	SCHMD22101, SCHMD18693
OG0003439	LYTVA_23528	SCHMD00949
OG0003443	LYTVA_22146	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	LYTVA_19198	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	LYTVA_29001	SCHMD02071
OG0003449	LYTVA_10114	SCHMD07944, SCHMD00547
OG0003449	LYTVA_02809	SCHMD24945
OG0003449	LYTVA_25271	SCHMD06404
OG0003450	LYTVA_13056, LYTVA_24553	SCHMD01589
OG0003451	LYTVA_22097	SCHMD08838
OG0003454	LYTVA_02948	SCHMD10872, SCHMD17895
OG0003455	LYTVA_25388, LYTVA_24850	SCHMD27744, SCHMD09301
OG0003458	LYTVA_03618	SCHMD20564
OG0003462	LYTVA_03993	SCHMD28411
OG0003463	LYTVA_30127	SCHMD00720, SCHMD00721
OG0003464	LYTVA_06647	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	LYTVA_23986, LYTVA_07116	SCHMD04832
OG0003466	LYTVA_16471, LYTVA_29464	SCHMD14345
OG0003467	LYTVA_21585	SCHMD08398
OG0003468	LYTVA_20724	SCHMD23347, SCHMD26554, SCHMD18382
OG0003471	LYTVA_00020	SCHMD02073
OG0003473	LYTVA_07208	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003475	LYTVA_22320, LYTVA_27992, LYTVA_00238	SCHMD11005
OG0003477	LYTVA_09865	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	LYTVA_27751	SCHMD17425, SCHMD11374, SCHMD11373
OG0003480	LYTVA_03416	SCHMD01806
OG0003483	LYTVA_09501	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	LYTVA_02918	SCHMD12754
OG0003486	LYTVA_21614	SCHMD07957
OG0003487	LYTVA_22813	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	LYTVA_26066	SCHMD09112, SCHMD22268
OG0003489	LYTVA_24756	SCHMD16345, SCHMD15586
OG0003489	LYTVA_07007	SCHMD27620
OG0003490	LYTVA_01641	SCHMD10202
OG0003491	LYTVA_11242, LYTVA_18975	SCHMD07566
OG0003492	LYTVA_17125	SCHMD17580
OG0003496	LYTVA_15612	SCHMD21889, SCHMD26712, SCHMD21890
OG0003497	LYTVA_24897	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	LYTVA_06432	SCHMD19260
OG0003501	LYTVA_00202	SCHMD02846
OG0003502	LYTVA_01228, LYTVA_20788	SCHMD05683
OG0003503	LYTVA_13641	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003505	LYTVA_07063, LYTVA_28433, LYTVA_23504	SCHMD08229, SCHMD08228
OG0003508	LYTVA_19543	SCHMD00810
OG0003509	LYTVA_02422	SCHMD12054
OG0003511	LYTVA_08783	SCHMD10744
OG0003511	LYTVA_14080	SCHMD10745
OG0003513	LYTVA_21954, LYTVA_16304	SCHMD25986, SCHMD27084
OG0003515	LYTVA_04862	SCHMD16232, SCHMD28533
OG0003516	LYTVA_26603, LYTVA_25611	SCHMD28216
OG0003518	LYTVA_18666	SCHMD05084
OG0003519	LYTVA_19352	SCHMD04577
OG0003520	LYTVA_04131, LYTVA_12643	SCHMD04339
OG0003522	LYTVA_09959	SCHMD02972
OG0003523	LYTVA_11260	SCHMD11219
OG0003524	LYTVA_24165	SCHMD06675
OG0003525	LYTVA_16398, LYTVA_14455	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	LYTVA_03857	SCHMD28971
OG0003528	LYTVA_25429, LYTVA_25427	SCHMD21896, SCHMD26214
OG0003530	LYTVA_11540	SCHMD08166
OG0003531	LYTVA_03603	SCHMD02486
OG0003532	LYTVA_14462	SCHMD04373
OG0003533	LYTVA_23225, LYTVA_12475	SCHMD29432, SCHMD23787
OG0003534	LYTVA_18805	SCHMD19910
OG0003539	LYTVA_02480	SCHMD18718, SCHMD20290
OG0003543	LYTVA_04479	SCHMD01295, SCHMD04172
OG0003544	LYTVA_29003, LYTVA_27728, LYTVA_23809	SCHMD22197, SCHMD21841
OG0003545	LYTVA_26703	SCHMD18885, SCHMD15544
OG0003548	LYTVA_19416	SCHMD25865, SCHMD23815
OG0003550	LYTVA_30065	SCHMD01327
OG0003552	LYTVA_11397	SCHMD10623, SCHMD08451
OG0003554	LYTVA_26313	SCHMD11710, SCHMD08877
OG0003555	LYTVA_22182	SCHMD03932
OG0003557	LYTVA_29355	SCHMD08732
OG0003558	LYTVA_28864	SCHMD04257
OG0003562	LYTVA_15863	SCHMD00923
OG0003563	LYTVA_28497	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003566	LYTVA_12411	SCHMD26756, SCHMD15301
OG0003567	LYTVA_13855	SCHMD15008, SCHMD04442
OG0003568	LYTVA_25025	SCHMD15819
OG0003570	LYTVA_16300	SCHMD08962
OG0003571	LYTVA_08422	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	LYTVA_12228	SCHMD03521
OG0003577	LYTVA_24980	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649
OG0003578	LYTVA_14123	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	LYTVA_21586, LYTVA_25548	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003598	LYTVA_20119	SCHMD24246, SCHMD21244
OG0003599	LYTVA_25495, LYTVA_28141	SCHMD21154
OG0003600	LYTVA_15659, LYTVA_29737	SCHMD02224
OG0003603	LYTVA_20098	SCHMD02011
OG0003604	LYTVA_20248	SCHMD03287
OG0003606	LYTVA_24368	SCHMD17964, SCHMD15106
OG0003607	LYTVA_04001	SCHMD28540
OG0003607	LYTVA_09961	SCHMD28541
OG0003610	LYTVA_07203, LYTVA_24955	SCHMD10025, SCHMD05007
OG0003611	LYTVA_25213	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	LYTVA_13314	SCHMD05843, SCHMD05841
OG0003612	LYTVA_13319	SCHMD05840
OG0003613	LYTVA_26048, LYTVA_10701	SCHMD04176
OG0003615	LYTVA_26591	SCHMD13214
OG0003617	LYTVA_08952, LYTVA_11704	SCHMD19266, SCHMD24604
OG0003618	LYTVA_08987	SCHMD03820
OG0003619	LYTVA_29115, LYTVA_05151	SCHMD13518, SCHMD08597
OG0003620	LYTVA_14583	SCHMD10079, SCHMD29362
OG0003621	LYTVA_14368	SCHMD12479
OG0003622	LYTVA_12050	SCHMD23632
OG0003624	LYTVA_16657	SCHMD09570
OG0003626	LYTVA_13770, LYTVA_29415	SCHMD06623
OG0003630	LYTVA_11059, LYTVA_22109	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	LYTVA_17311	SCHMD10913
OG0003632	LYTVA_06045	SCHMD28869
OG0003635	LYTVA_24849	SCHMD09927
OG0003636	LYTVA_13934	SCHMD16813
OG0003638	LYTVA_26670	SCHMD08904, SCHMD12994
OG0003639	LYTVA_10457	SCHMD20935, SCHMD20934
OG0003640	LYTVA_28983	SCHMD17587, SCHMD23254, SCHMD22170
OG0003641	LYTVA_11566	SCHMD00104
OG0003644	LYTVA_19920	SCHMD03638
OG0003646	LYTVA_05796	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	LYTVA_17942	SCHMD03661, SCHMD03659
OG0003649	LYTVA_12300, LYTVA_23539	SCHMD11461
OG0003651	LYTVA_17096	SCHMD19273, SCHMD24605
OG0003652	LYTVA_28066	SCHMD11274
OG0003653	LYTVA_15915	SCHMD17511, SCHMD11246
OG0003654	LYTVA_07082	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	LYTVA_23764	SCHMD09541
OG0003657	LYTVA_11266	SCHMD25752, SCHMD28011
OG0003658	LYTVA_02606	SCHMD16613, SCHMD29667
OG0003661	LYTVA_05212	SCHMD05074, SCHMD11069
OG0003664	LYTVA_15946	SCHMD12084, SCHMD21392
OG0003666	LYTVA_14443	SCHMD02137
OG0003668	LYTVA_23185	SCHMD16966
OG0003669	LYTVA_20979, LYTVA_00369	SCHMD19438
OG0003670	LYTVA_04322	SCHMD27614, SCHMD13168
OG0003671	LYTVA_20433	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	LYTVA_28748	SCHMD06465, SCHMD13496
OG0003674	LYTVA_16973, LYTVA_27559	SCHMD21242
OG0003675	LYTVA_28295	SCHMD10343
OG0003676	LYTVA_11057	SCHMD09933
OG0003678	LYTVA_13504	SCHMD18909
OG0003682	LYTVA_10459	SCHMD00097
OG0003684	LYTVA_08637, LYTVA_01162	SCHMD18035
OG0003685	LYTVA_22072	SCHMD02813
OG0003688	LYTVA_24642	SCHMD02218
OG0003690	LYTVA_15125	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	LYTVA_16704	SCHMD07452
OG0003694	LYTVA_21490	SCHMD01774
OG0003695	LYTVA_08219	SCHMD02002
OG0003696	LYTVA_10724	SCHMD10456, SCHMD19979
OG0003698	LYTVA_00449	SCHMD04070
OG0003698	LYTVA_00450	SCHMD04069
OG0003699	LYTVA_20603	SCHMD25089, SCHMD23737
OG0003701	LYTVA_00297, LYTVA_00298	SCHMD15850
OG0003703	LYTVA_15204, LYTVA_25249	SCHMD03850
OG0003705	LYTVA_23338	SCHMD16984
OG0003706	LYTVA_04360	SCHMD03464, SCHMD03465
OG0003708	LYTVA_24117, LYTVA_25700	SCHMD13127
OG0003710	LYTVA_01367	SCHMD01072
OG0003712	LYTVA_13639	SCHMD07204
OG0003712	LYTVA_13640	SCHMD01556
OG0003713	LYTVA_12799, LYTVA_06866, LYTVA_18223	SCHMD09387
OG0003716	LYTVA_00505	SCHMD16362
OG0003717	LYTVA_24800	SCHMD02266
OG0003718	LYTVA_22052	SCHMD19427, SCHMD27978
OG0003721	LYTVA_29839	SCHMD06738
OG0003722	LYTVA_09208, LYTVA_00262	SCHMD13809
OG0003724	LYTVA_28771	SCHMD11616
OG0003725	LYTVA_16331	SCHMD27474, SCHMD20596
OG0003726	LYTVA_26835	SCHMD25016
OG0003728	LYTVA_22235, LYTVA_05584	SCHMD02160
OG0003729	LYTVA_20503	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	LYTVA_17088	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	LYTVA_05810	SCHMD22514
OG0003732	LYTVA_25663	SCHMD03758
OG0003732	LYTVA_20441	SCHMD03760
OG0003734	LYTVA_19044, LYTVA_23146	SCHMD00609
OG0003736	LYTVA_01263	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	LYTVA_04668, LYTVA_07306	SCHMD26875, SCHMD23789
OG0003739	LYTVA_20011	SCHMD03999
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	SCHMD13948, SCHMD17686
OG0003741	LYTVA_18369	SCHMD09441, SCHMD07941
OG0003741	LYTVA_00346	SCHMD28597, SCHMD28496
OG0003742	LYTVA_26372	SCHMD03803
OG0003743	LYTVA_26127, LYTVA_26126	SCHMD05330, SCHMD03268
OG0003744	LYTVA_06947	SCHMD04258
OG0003746	LYTVA_21138	SCHMD20571
OG0003747	LYTVA_13741	SCHMD27381, SCHMD20061
OG0003747	LYTVA_10213	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	LYTVA_18850	SCHMD12963, SCHMD26791
OG0003750	LYTVA_02287, LYTVA_01689	SCHMD10740, SCHMD21692
OG0003751	LYTVA_13457	SCHMD29178, SCHMD29232
OG0003757	LYTVA_09213	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	LYTVA_17109	SCHMD10568
OG0003759	LYTVA_26967	SCHMD02168
OG0003764	LYTVA_17144, LYTVA_11016	SCHMD03437
OG0003766	LYTVA_05953	SCHMD22112, SCHMD16522
OG0003767	LYTVA_08194	SCHMD06286
OG0003770	LYTVA_11378	SCHMD29711
OG0003771	LYTVA_28045	SCHMD05134
OG0003774	LYTVA_19451	SCHMD05085
OG0003775	LYTVA_08825	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003777	LYTVA_21729	SCHMD09329, SCHMD03918
OG0003778	LYTVA_11821	SCHMD06996
OG0003779	LYTVA_10521	SCHMD15868, SCHMD25797
OG0003795	LYTVA_13836	SCHMD22731
OG0003798	LYTVA_21450	SCHMD13971, SCHMD04164
OG0003803	LYTVA_17645	SCHMD27722, SCHMD27442
OG0003806	LYTVA_30001	SCHMD21156
OG0003808	LYTVA_19229	SCHMD27875, SCHMD11284
OG0003811	LYTVA_01732	SCHMD22928, SCHMD13669
OG0003813	LYTVA_00532	SCHMD01244
OG0003817	LYTVA_02558	SCHMD04758
OG0003818	LYTVA_09712	SCHMD10822, SCHMD17278
OG0003821	LYTVA_01898	SCHMD10138
OG0003825	LYTVA_25095, LYTVA_25100	SCHMD05990
OG0003826	LYTVA_13850	SCHMD20348
OG0003827	LYTVA_03265	SCHMD03936
OG0003828	LYTVA_13423	SCHMD01189, SCHMD27415
OG0003831	LYTVA_24443	SCHMD17115
OG0003833	LYTVA_27868, LYTVA_23190	SCHMD28965
OG0003834	LYTVA_28662	SCHMD01451
OG0003837	LYTVA_29929	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	LYTVA_17094	SCHMD05207
OG0003839	LYTVA_23937, LYTVA_14573	SCHMD05702, SCHMD10139
OG0003841	LYTVA_09880	SCHMD14946
OG0003844	LYTVA_23802	SCHMD09963
OG0003845	LYTVA_09006	SCHMD00835
OG0003846	LYTVA_03898, LYTVA_08542	SCHMD06517
OG0003849	LYTVA_16505	SCHMD10843
OG0003850	LYTVA_06404	SCHMD24952, SCHMD16801
OG0003853	LYTVA_09397	SCHMD14514, SCHMD07343
OG0003856	LYTVA_25797	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	LYTVA_25367, LYTVA_25796	SCHMD05301
OG0003863	LYTVA_25098	SCHMD02612
OG0003865	LYTVA_06719, LYTVA_29186	SCHMD10111
OG0003866	LYTVA_29703	SCHMD07937, SCHMD00211
OG0003867	LYTVA_29419	SCHMD20274, SCHMD12094, SCHMD26871, SCHMD11731, SCHMD29207, SCHMD20012, SCHMD24555, SCHMD26707, SCHMD22185, SCHMD13199
OG0003868	LYTVA_16042	SCHMD15677
OG0003869	LYTVA_12197	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	LYTVA_29042	SCHMD01263
OG0003876	LYTVA_08885	SCHMD06770
OG0003877	LYTVA_07189, LYTVA_05818	SCHMD08239
OG0003878	LYTVA_06775, LYTVA_04340	SCHMD04321
OG0003879	LYTVA_26740	SCHMD18366
OG0003881	LYTVA_02265	SCHMD06054, SCHMD03369
OG0003882	LYTVA_18048	SCHMD13622
OG0003883	LYTVA_29680	SCHMD24582
OG0003884	LYTVA_04955	SCHMD04417
OG0003885	LYTVA_22856	SCHMD09959
OG0003886	LYTVA_00295	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	LYTVA_04461	SCHMD20058, SCHMD18207
OG0003888	LYTVA_17977, LYTVA_27229, LYTVA_07798	SCHMD05192
OG0003889	LYTVA_29995	SCHMD21799
OG0003892	LYTVA_28820	SCHMD07588
OG0003894	LYTVA_30206	SCHMD11863
OG0003897	LYTVA_01009, LYTVA_18263	SCHMD20071
OG0003897	LYTVA_04579	SCHMD20603
OG0003903	LYTVA_02798	SCHMD29162
OG0003904	LYTVA_08407	SCHMD00688
OG0003905	LYTVA_11778	SCHMD06966
OG0003906	LYTVA_00896	SCHMD03168
OG0003908	LYTVA_01565	SCHMD10777, SCHMD26725
OG0003908	LYTVA_23240	SCHMD03608
OG0003909	LYTVA_04292	SCHMD13155
OG0003910	LYTVA_15956	SCHMD16210, SCHMD14670
OG0003911	LYTVA_13769	SCHMD20892
OG0003912	LYTVA_20384	SCHMD04955
OG0003913	LYTVA_20575	SCHMD23758
OG0003914	LYTVA_00538	SCHMD00070
OG0003915	LYTVA_29470	SCHMD16264, SCHMD14615
OG0003917	LYTVA_26563, LYTVA_13069	SCHMD02873
OG0003918	LYTVA_03867	SCHMD00222
OG0003919	LYTVA_25024	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561
OG0003920	LYTVA_03736	SCHMD03027
OG0003921	LYTVA_29296	SCHMD06689
OG0003923	LYTVA_19351	SCHMD25596, SCHMD09715
OG0003925	LYTVA_23157	SCHMD25912, SCHMD09602
OG0003926	LYTVA_00309	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	LYTVA_28675	SCHMD28985
OG0003930	LYTVA_25579, LYTVA_23488	SCHMD03275
OG0003931	LYTVA_22630	SCHMD03615
OG0003933	LYTVA_22915	SCHMD23983
OG0003936	LYTVA_03319	SCHMD01877
OG0003938	LYTVA_07799	SCHMD19197
OG0003939	LYTVA_03990, LYTVA_08883	SCHMD05579
OG0003940	LYTVA_05716, LYTVA_21871	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003941	LYTVA_23045	SCHMD07685
OG0003945	LYTVA_00843	SCHMD04737
OG0003946	LYTVA_00597	SCHMD19360, SCHMD00465
OG0003947	LYTVA_21166	SCHMD06484
OG0003950	LYTVA_22866	SCHMD13868, SCHMD23437, SCHMD13869
OG0003953	LYTVA_25899	SCHMD22038
OG0003954	LYTVA_08587	SCHMD06088
OG0003956	LYTVA_03157, LYTVA_03160	SCHMD07488
OG0003958	LYTVA_10240	SCHMD13631, SCHMD28091
OG0003961	LYTVA_18404	SCHMD04675
OG0003968	LYTVA_18737	SCHMD20971, SCHMD24367
OG0003972	LYTVA_26756	SCHMD13668
OG0003973	LYTVA_08780	SCHMD06454
OG0003998	LYTVA_04462	SCHMD17536, SCHMD17537
OG0004000	LYTVA_13016	SCHMD05012
OG0004002	LYTVA_14687	SCHMD02849
OG0004004	LYTVA_12647	SCHMD03887, SCHMD03888
OG0004007	LYTVA_16332	SCHMD27653
OG0004009	LYTVA_27360	SCHMD12539
OG0004010	LYTVA_19108	SCHMD12662
OG0004010	LYTVA_14826	SCHMD11857
OG0004012	LYTVA_26169	SCHMD08012, SCHMD16333
OG0004014	LYTVA_26908	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	LYTVA_14499	SCHMD06396
OG0004017	LYTVA_26976	SCHMD27630
OG0004018	LYTVA_07907	SCHMD09657
OG0004021	LYTVA_07062, LYTVA_20594	SCHMD12686
OG0004023	LYTVA_16983	SCHMD07791
OG0004025	LYTVA_06115	SCHMD25773
OG0004028	LYTVA_25968	SCHMD03770
OG0004029	LYTVA_07988, LYTVA_23850	SCHMD25820
OG0004030	LYTVA_13149	SCHMD13880, SCHMD26900
OG0004035	LYTVA_24098	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	LYTVA_28065	SCHMD07559, SCHMD09846
OG0004037	LYTVA_20546	SCHMD06653
OG0004038	LYTVA_30220	SCHMD08999, SCHMD03883
OG0004040	LYTVA_03042	SCHMD09208
OG0004040	LYTVA_21043	SCHMD09213, SCHMD09209, SCHMD09210
OG0004041	LYTVA_30034	SCHMD29278
OG0004041	LYTVA_16536	SCHMD13539, SCHMD13540
OG0004042	LYTVA_08337	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	LYTVA_08636	SCHMD00046
OG0004044	LYTVA_04278	SCHMD16907
OG0004047	LYTVA_22628	SCHMD07813
OG0004048	LYTVA_16472	SCHMD05765
OG0004052	LYTVA_04921	SCHMD01378
OG0004053	LYTVA_05254	SCHMD09663
OG0004059	LYTVA_13931	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	LYTVA_13733	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	LYTVA_00970	SCHMD03370
OG0004065	LYTVA_23835, LYTVA_06332	SCHMD04935
OG0004066	LYTVA_26929	SCHMD01420
OG0004067	LYTVA_14146	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004068	LYTVA_11542	SCHMD04738
OG0004069	LYTVA_15685	SCHMD07928
OG0004071	LYTVA_15303	SCHMD06667
OG0004072	LYTVA_02954	SCHMD07982
OG0004076	LYTVA_03921	SCHMD19802
OG0004078	LYTVA_09313	SCHMD08036
OG0004079	LYTVA_06671	SCHMD22313, SCHMD19146
OG0004080	LYTVA_29208	SCHMD18517
OG0004081	LYTVA_02736	SCHMD03804
OG0004083	LYTVA_21834, LYTVA_13777	SCHMD05538
OG0004084	LYTVA_18649	SCHMD13360
OG0004085	LYTVA_08513, LYTVA_28587	SCHMD20233
OG0004087	LYTVA_06772	SCHMD13153, SCHMD13154
OG0004090	LYTVA_01996	SCHMD19142
OG0004091	LYTVA_21438	SCHMD10376, SCHMD19027
OG0004091	LYTVA_09473	SCHMD20986, SCHMD10374
OG0004092	LYTVA_11252, LYTVA_08054	SCHMD01973
OG0004094	LYTVA_15767, LYTVA_15263	SCHMD10011
OG0004096	LYTVA_24655	SCHMD01632
OG0004097	LYTVA_03615	SCHMD00017
OG0004099	LYTVA_16532	SCHMD07433
OG0004100	LYTVA_05542, LYTVA_05543	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	LYTVA_16379	SCHMD01669
OG0004102	LYTVA_22604	SCHMD16352
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	SCHMD06708, SCHMD03618
OG0004106	LYTVA_16270, LYTVA_17077	SCHMD07276, SCHMD19640
OG0004107	LYTVA_26766	SCHMD01035
OG0004110	LYTVA_17391	SCHMD03573
OG0004112	LYTVA_05426	SCHMD04301
OG0004113	LYTVA_23980, LYTVA_20632	SCHMD09954, SCHMD11157
OG0004114	LYTVA_09095	SCHMD11428
OG0004116	LYTVA_11277, LYTVA_16339	SCHMD22991, SCHMD19169
OG0004119	LYTVA_18575	SCHMD24339, SCHMD11856
OG0004121	LYTVA_26411	SCHMD00644
OG0004122	LYTVA_11268, LYTVA_00469	SCHMD09920
OG0004123	LYTVA_16672	SCHMD24840
OG0004124	LYTVA_08766	SCHMD09789
OG0004124	LYTVA_03931	SCHMD09788
OG0004125	LYTVA_08831	SCHMD03017
OG0004126	LYTVA_05206	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	LYTVA_25845, LYTVA_00859	SCHMD14115
OG0004128	LYTVA_05290	SCHMD29366
OG0004130	LYTVA_10134	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	LYTVA_18548	SCHMD08788
OG0004134	LYTVA_17051	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
