Orthogroup	LYTVA_ok	APOSJ_ok
OG0002127	LYTVA_15160	APOSJ_02513, APOSJ_02514, APOSJ_02515, APOSJ_02511, APOSJ_02512, APOSJ_02516
OG0002128	LYTVA_18981, LYTVA_18982	APOSJ_50737, APOSJ_06263, APOSJ_50732, APOSJ_06262, APOSJ_06264, APOSJ_50734, APOSJ_50733, APOSJ_06267, APOSJ_50738, APOSJ_06261, APOSJ_50731, APOSJ_50735, APOSJ_06260, APOSJ_50736, APOSJ_06266, APOSJ_06265
OG0002129	LYTVA_14014	APOSJ_19393, APOSJ_19396, APOSJ_19395, APOSJ_19394
OG0002130	LYTVA_25553	APOSJ_58781, APOSJ_58778, APOSJ_58776, APOSJ_39804, APOSJ_39807, APOSJ_57434, APOSJ_57435, APOSJ_39811, APOSJ_39808, APOSJ_58775, APOSJ_39803, APOSJ_20034, APOSJ_57436, APOSJ_57437, APOSJ_57433, APOSJ_48672, APOSJ_45978, APOSJ_39805, APOSJ_58779, APOSJ_39809, APOSJ_27858, APOSJ_39810, APOSJ_58777, APOSJ_03149, APOSJ_27881, APOSJ_58780, APOSJ_57432, APOSJ_39806
OG0002131	LYTVA_29216	APOSJ_60608, APOSJ_45858
OG0002131	LYTVA_05431	APOSJ_52755, APOSJ_52754
OG0002133	LYTVA_15696, LYTVA_05096, LYTVA_01062, LYTVA_03913, LYTVA_03918	APOSJ_00861, APOSJ_33895, APOSJ_36896, APOSJ_28925, APOSJ_28263, APOSJ_28262, APOSJ_46012, APOSJ_28261, APOSJ_19825
OG0002134	LYTVA_29949, LYTVA_12210	APOSJ_17795, APOSJ_17794, APOSJ_17792, APOSJ_64413, APOSJ_17793, APOSJ_64416, APOSJ_64415, APOSJ_64414, APOSJ_17791, APOSJ_46460, APOSJ_64412, APOSJ_17790
OG0002135	LYTVA_29373	APOSJ_00726, APOSJ_00724, APOSJ_00725, APOSJ_04446, APOSJ_07337, APOSJ_25326
OG0002136	LYTVA_03624	APOSJ_21409, APOSJ_21410
OG0002137	LYTVA_00323	APOSJ_54937, APOSJ_54935, APOSJ_54936, APOSJ_54934
OG0002138	LYTVA_18624, LYTVA_18618	APOSJ_53475, APOSJ_29069, APOSJ_29071, APOSJ_29072, APOSJ_29068, APOSJ_29070
OG0002139	LYTVA_15039	APOSJ_47646, APOSJ_32624, APOSJ_32626, APOSJ_54215, APOSJ_54217, APOSJ_54214, APOSJ_54220, APOSJ_54218, APOSJ_06909, APOSJ_32627, APOSJ_54221, APOSJ_65038, APOSJ_54219, APOSJ_32625, APOSJ_65013, APOSJ_32628
OG0002140	LYTVA_17903, LYTVA_07080, LYTVA_05385	APOSJ_20068, APOSJ_20065, APOSJ_20063, APOSJ_20067, APOSJ_20064, APOSJ_20066, APOSJ_23098, APOSJ_23092, APOSJ_23093, APOSJ_23097, APOSJ_23096, APOSJ_23094
OG0002141	LYTVA_21058	APOSJ_32536
OG0002143	LYTVA_04823	APOSJ_12724, APOSJ_14885
OG0002144	LYTVA_10170	APOSJ_65349
OG0002145	LYTVA_25747, LYTVA_12284	APOSJ_15466, APOSJ_53986, APOSJ_31597, APOSJ_08891, APOSJ_55251, APOSJ_15474, APOSJ_55253, APOSJ_63606, APOSJ_55252, APOSJ_08906, APOSJ_63603, APOSJ_63604, APOSJ_56316, APOSJ_55255, APOSJ_15468, APOSJ_15467, APOSJ_55256, APOSJ_15472, APOSJ_63602, APOSJ_63605, APOSJ_55254, APOSJ_15471, APOSJ_15469, APOSJ_53989, APOSJ_31602
OG0002146	LYTVA_00027	APOSJ_63597, APOSJ_63598
OG0002147	LYTVA_11017	APOSJ_40781, APOSJ_18263, APOSJ_40780
OG0002148	LYTVA_19940	APOSJ_16831
OG0002149	LYTVA_00021	APOSJ_19833, APOSJ_19835, APOSJ_19832, APOSJ_19834
OG0002150	LYTVA_05712	APOSJ_47103, APOSJ_47108, APOSJ_44841, APOSJ_44840, APOSJ_44838, APOSJ_44842, APOSJ_47099, APOSJ_44839
OG0002151	LYTVA_10951, LYTVA_15395, LYTVA_15390	APOSJ_13063, APOSJ_13064, APOSJ_13061, APOSJ_45732, APOSJ_18738, APOSJ_02216, APOSJ_18737, APOSJ_02217, APOSJ_13062, APOSJ_13065, APOSJ_45733, APOSJ_02218, APOSJ_15355, APOSJ_53536, APOSJ_18736, APOSJ_02220, APOSJ_18739, APOSJ_62438, APOSJ_07268, APOSJ_55051
OG0002152	LYTVA_27158, LYTVA_09044	APOSJ_18991, APOSJ_18990
OG0002153	LYTVA_03564	APOSJ_36846
OG0002154	LYTVA_22439	APOSJ_36661, APOSJ_36662
OG0002155	LYTVA_13456, LYTVA_28703	APOSJ_57387, APOSJ_57386
OG0002155	LYTVA_13320	APOSJ_58142
OG0002156	LYTVA_15609, LYTVA_11872, LYTVA_12702	APOSJ_05013, APOSJ_18331, APOSJ_22577, APOSJ_05010, APOSJ_05014, APOSJ_28467, APOSJ_22580, APOSJ_18330, APOSJ_22575, APOSJ_22574, APOSJ_22576, APOSJ_05006, APOSJ_22578, APOSJ_22579, APOSJ_05008, APOSJ_28464, APOSJ_28468, APOSJ_05011, APOSJ_47391, APOSJ_05009, APOSJ_60409
OG0002157	LYTVA_21731	APOSJ_54949, APOSJ_54950
OG0002158	LYTVA_18224, LYTVA_06861	APOSJ_27030, APOSJ_10572, APOSJ_10571, APOSJ_21165, APOSJ_10568, APOSJ_21154, APOSJ_10569, APOSJ_21161, APOSJ_10575, APOSJ_10206, APOSJ_21155, APOSJ_21160, APOSJ_27028, APOSJ_27029, APOSJ_21159, APOSJ_10570, APOSJ_21157, APOSJ_21164, APOSJ_21158, APOSJ_27031, APOSJ_10574, APOSJ_10573, APOSJ_13982, APOSJ_21156, APOSJ_02235
OG0002160	LYTVA_18232	APOSJ_02524
OG0002161	LYTVA_21357	APOSJ_16277, APOSJ_56002, APOSJ_56001, APOSJ_56005, APOSJ_56003, APOSJ_56007, APOSJ_56006, APOSJ_16278, APOSJ_56004, APOSJ_15791
OG0002162	LYTVA_13230	APOSJ_17351
OG0002163	LYTVA_00488	APOSJ_51698, APOSJ_51699, APOSJ_51697
OG0002165	LYTVA_22362	APOSJ_01609, APOSJ_01608, APOSJ_05460, APOSJ_00881, APOSJ_00880, APOSJ_12319, APOSJ_37411
OG0002166	LYTVA_27019	APOSJ_19862, APOSJ_19865, APOSJ_19864, APOSJ_19863
OG0002167	LYTVA_16688	APOSJ_42100, APOSJ_42102, APOSJ_42103, APOSJ_42101
OG0002169	LYTVA_19343	APOSJ_40833, APOSJ_61359, APOSJ_51678, APOSJ_40829
OG0002170	LYTVA_21536	APOSJ_30257, APOSJ_30256, APOSJ_30255, APOSJ_30254, APOSJ_30260, APOSJ_30258
OG0002171	LYTVA_15359	APOSJ_57721, APOSJ_29857, APOSJ_57719, APOSJ_57720, APOSJ_29851, APOSJ_57723, APOSJ_29850, APOSJ_57722, APOSJ_29854, APOSJ_29856, APOSJ_29848, APOSJ_29853, APOSJ_21218, APOSJ_29852
OG0002172	LYTVA_22818, LYTVA_18030	APOSJ_45136, APOSJ_45137
OG0002173	LYTVA_23801	APOSJ_10791
OG0002174	LYTVA_12472	APOSJ_23503
OG0002174	LYTVA_02682	APOSJ_57590, APOSJ_19389, APOSJ_19391, APOSJ_19390
OG0002175	LYTVA_12093	APOSJ_31355, APOSJ_31356
OG0002177	LYTVA_27696	APOSJ_10335, APOSJ_25446, APOSJ_25456, APOSJ_10337, APOSJ_01658, APOSJ_25479
OG0002179	LYTVA_24663	APOSJ_24992, APOSJ_38918, APOSJ_49195, APOSJ_49193, APOSJ_26236, APOSJ_49192, APOSJ_49194, APOSJ_49196, APOSJ_24993, APOSJ_49197, APOSJ_24996, APOSJ_24994, APOSJ_26239, APOSJ_24991, APOSJ_49191, APOSJ_24995
OG0002180	LYTVA_05800, LYTVA_02550	APOSJ_62228, APOSJ_19681
OG0002182	LYTVA_28987	APOSJ_17234, APOSJ_17236, APOSJ_17233, APOSJ_17235
OG0002183	LYTVA_05713	APOSJ_16492, APOSJ_16493, APOSJ_16490, APOSJ_16491, APOSJ_16489, APOSJ_16494
OG0002184	LYTVA_03835	APOSJ_43748, APOSJ_43747, APOSJ_43749, APOSJ_43750
OG0002185	LYTVA_13990	APOSJ_43987, APOSJ_09124
OG0002187	LYTVA_23104	APOSJ_45726, APOSJ_37635, APOSJ_43646, APOSJ_35587, APOSJ_45727, APOSJ_37636, APOSJ_45718, APOSJ_43641, APOSJ_45724, APOSJ_56209, APOSJ_43643, APOSJ_45723, APOSJ_37632, APOSJ_45719, APOSJ_37637, APOSJ_45729, APOSJ_43642, APOSJ_37633, APOSJ_37634, APOSJ_07351, APOSJ_37629, APOSJ_43644, APOSJ_45728, APOSJ_43645, APOSJ_35584
OG0002188	LYTVA_26546	APOSJ_53727, APOSJ_53725, APOSJ_06881, APOSJ_06882, APOSJ_64916, APOSJ_55512, APOSJ_44448, APOSJ_53729, APOSJ_53730, APOSJ_53728
OG0002189	LYTVA_28734, LYTVA_13891	APOSJ_12416, APOSJ_12421, APOSJ_02030, APOSJ_09347, APOSJ_12418, APOSJ_12415, APOSJ_12187, APOSJ_12201
OG0002190	LYTVA_15057	APOSJ_63085, APOSJ_09769
OG0002191	LYTVA_16682	APOSJ_49589, APOSJ_49586, APOSJ_49587, APOSJ_49588
OG0002192	LYTVA_27314	APOSJ_16315, APOSJ_59878
OG0002193	LYTVA_23878	APOSJ_60542
OG0002194	LYTVA_22585, LYTVA_18931	APOSJ_13308, APOSJ_54878
OG0002195	LYTVA_10127	APOSJ_35030, APOSJ_35031, APOSJ_53655, APOSJ_64715, APOSJ_19804, APOSJ_63922, APOSJ_35032, APOSJ_53656, APOSJ_58961, APOSJ_58959, APOSJ_58960
OG0002196	LYTVA_16318	APOSJ_15226, APOSJ_02186, APOSJ_20930, APOSJ_01926, APOSJ_54057, APOSJ_20933, APOSJ_15222, APOSJ_20932, APOSJ_54056, APOSJ_54061, APOSJ_54055, APOSJ_43627, APOSJ_54058, APOSJ_54059, APOSJ_20934, APOSJ_15225, APOSJ_54060, APOSJ_20931, APOSJ_15227, APOSJ_48045, APOSJ_15223, APOSJ_43663
OG0002209	LYTVA_03464	APOSJ_28906
OG0002211	LYTVA_05443	APOSJ_59278, APOSJ_58808, APOSJ_60592, APOSJ_60590, APOSJ_60591, APOSJ_41406, APOSJ_61082, APOSJ_60588, APOSJ_26780, APOSJ_58807, APOSJ_58809, APOSJ_60593, APOSJ_24628, APOSJ_60589, APOSJ_58806
OG0002212	LYTVA_03115	APOSJ_06555
OG0002212	LYTVA_25926	APOSJ_43555, APOSJ_43556
OG0002213	LYTVA_26644	APOSJ_06786, APOSJ_42872
OG0002215	LYTVA_14094	APOSJ_13379, APOSJ_13382, APOSJ_13380, APOSJ_18702
OG0002216	LYTVA_08313, LYTVA_03027	APOSJ_11612, APOSJ_08112, APOSJ_11613, APOSJ_11614, APOSJ_39301, APOSJ_39300, APOSJ_45800, APOSJ_39302
OG0002217	LYTVA_24396	APOSJ_23998, APOSJ_23999
OG0002218	LYTVA_08145	APOSJ_24795, APOSJ_24796, APOSJ_24794, APOSJ_24793
OG0002221	LYTVA_29068, LYTVA_12127	APOSJ_30581, APOSJ_30582
OG0002222	LYTVA_17080	APOSJ_10001
OG0002222	LYTVA_02223, LYTVA_06028	APOSJ_12683
OG0002223	LYTVA_00334	APOSJ_55874, APOSJ_55876, APOSJ_55873, APOSJ_55875
OG0002225	LYTVA_07379	APOSJ_19485, APOSJ_19478, APOSJ_19480, APOSJ_19483, APOSJ_19484, APOSJ_19477, APOSJ_19479, APOSJ_19481
OG0002227	LYTVA_28012	APOSJ_52616
OG0002228	LYTVA_13148	APOSJ_00991, APOSJ_00172
OG0002229	LYTVA_05653	APOSJ_17656, APOSJ_45678, APOSJ_17653, APOSJ_14342, APOSJ_11938, APOSJ_45680, APOSJ_45697, APOSJ_45700, APOSJ_45684, APOSJ_11939, APOSJ_18715, APOSJ_17659, APOSJ_45696, APOSJ_45701, APOSJ_45698, APOSJ_11940, APOSJ_17657, APOSJ_45699, APOSJ_17655, APOSJ_11941, APOSJ_18716, APOSJ_17654
OG0002231	LYTVA_02094, LYTVA_10305	APOSJ_56096, APOSJ_56098
OG0002232	LYTVA_01499, LYTVA_02813, LYTVA_13706, LYTVA_06012, LYTVA_25875, LYTVA_25876, LYTVA_22136, LYTVA_20413, LYTVA_23542, LYTVA_23541, LYTVA_01810, LYTVA_09695, LYTVA_28873, LYTVA_09104, LYTVA_23543	APOSJ_12170
OG0002233	LYTVA_25994, LYTVA_27709, LYTVA_19570	APOSJ_00558
OG0002234	LYTVA_13961, LYTVA_13964	APOSJ_15221, APOSJ_15219, APOSJ_15220
OG0002237	LYTVA_29077	APOSJ_49927
OG0002239	LYTVA_02728, LYTVA_24845	APOSJ_55654, APOSJ_55656, APOSJ_55661, APOSJ_55658
OG0002240	LYTVA_07262, LYTVA_13376	APOSJ_42565, APOSJ_29802, APOSJ_06745, APOSJ_56303
OG0002242	LYTVA_02458	APOSJ_28816, APOSJ_49773, APOSJ_28817, APOSJ_28819, APOSJ_49763, APOSJ_28818
OG0002243	LYTVA_26266	APOSJ_51191, APOSJ_51190, APOSJ_51189, APOSJ_51188
OG0002244	LYTVA_15294	APOSJ_48093, APOSJ_42931
OG0002245	LYTVA_15377	APOSJ_31857, APOSJ_31860, APOSJ_31859, APOSJ_47809, APOSJ_15904
OG0002246	LYTVA_01846	APOSJ_08296, APOSJ_08297
OG0002247	LYTVA_30108	APOSJ_44727, APOSJ_32351, APOSJ_36121, APOSJ_32356, APOSJ_44728, APOSJ_44734, APOSJ_44733, APOSJ_44729, APOSJ_44731, APOSJ_32353, APOSJ_13288, APOSJ_32350, APOSJ_44732, APOSJ_44730, APOSJ_32355, APOSJ_32354
OG0002248	LYTVA_03021, LYTVA_16482	APOSJ_19992, APOSJ_19989, APOSJ_19991, APOSJ_19990, APOSJ_19988, APOSJ_19993
OG0002249	LYTVA_25944	APOSJ_54302, APOSJ_58406
OG0002251	LYTVA_20483	APOSJ_38209, APOSJ_38208
OG0002253	LYTVA_25153, LYTVA_27988	APOSJ_53327, APOSJ_57513
OG0002255	LYTVA_07529	APOSJ_60216
OG0002255	LYTVA_20537	APOSJ_04013
OG0002257	LYTVA_20175	APOSJ_25733, APOSJ_25732, APOSJ_25735, APOSJ_25734
OG0002258	LYTVA_11086	APOSJ_37150, APOSJ_37151, APOSJ_48926, APOSJ_48923, APOSJ_48925, APOSJ_48924, APOSJ_37538
OG0002259	LYTVA_13326	APOSJ_49444, APOSJ_19611, APOSJ_49442, APOSJ_49440, APOSJ_49443, APOSJ_49445, APOSJ_49441, APOSJ_49439
OG0002260	LYTVA_09923	APOSJ_24370, APOSJ_46715, APOSJ_46714, APOSJ_46713
OG0002261	LYTVA_24946	APOSJ_61035
OG0002262	LYTVA_13107	APOSJ_09911, APOSJ_09909
OG0002263	LYTVA_25866	APOSJ_59018, APOSJ_09216, APOSJ_09218, APOSJ_59016, APOSJ_09215, APOSJ_09217, APOSJ_09214
OG0002264	LYTVA_10571, LYTVA_20438	APOSJ_22659, APOSJ_22657, APOSJ_22658, APOSJ_22656, APOSJ_08922, APOSJ_08924, APOSJ_08923, APOSJ_56966
OG0002265	LYTVA_23111	APOSJ_19519, APOSJ_59864, APOSJ_19520, APOSJ_59863, APOSJ_06736, APOSJ_32442, APOSJ_59862, APOSJ_59865, APOSJ_19521, APOSJ_32427, APOSJ_19522, APOSJ_47716, APOSJ_59031, APOSJ_24487, APOSJ_24489
OG0002266	LYTVA_15212	APOSJ_50835, APOSJ_48162, APOSJ_50839, APOSJ_50836, APOSJ_48163, APOSJ_50837
OG0002267	LYTVA_09833	APOSJ_56392
OG0002268	LYTVA_19177	APOSJ_13886, APOSJ_49288, APOSJ_13889, APOSJ_13879, APOSJ_31146, APOSJ_13882, APOSJ_31199, APOSJ_13878, APOSJ_33927
OG0002269	LYTVA_29845, LYTVA_17184, LYTVA_03107, LYTVA_01867, LYTVA_02413	APOSJ_07864
OG0002270	LYTVA_11425	APOSJ_08724, APOSJ_08725, APOSJ_08723, APOSJ_08726
OG0002271	LYTVA_15269, LYTVA_01731, LYTVA_11747	APOSJ_40815
OG0002272	LYTVA_11721	APOSJ_41581, APOSJ_65236, APOSJ_65234, APOSJ_41580, APOSJ_41576, APOSJ_41579, APOSJ_41577, APOSJ_41583, APOSJ_41582, APOSJ_65235, APOSJ_41575, APOSJ_41578
OG0002274	LYTVA_05442	APOSJ_53049, APOSJ_28411, APOSJ_28412, APOSJ_28413, APOSJ_28414
OG0002275	LYTVA_14393	APOSJ_45935, APOSJ_45933
OG0002276	LYTVA_06506, LYTVA_10718	APOSJ_02667, APOSJ_37928
OG0002277	LYTVA_14705	APOSJ_10628
OG0002279	LYTVA_19962	APOSJ_05574, APOSJ_41132
OG0002280	LYTVA_12982	APOSJ_36112, APOSJ_25750
OG0002281	LYTVA_29347	APOSJ_59848, APOSJ_59845, APOSJ_59846
OG0002282	LYTVA_16722	APOSJ_05829, APOSJ_18182, APOSJ_05830, APOSJ_05827, APOSJ_05828
OG0002284	LYTVA_25872	APOSJ_29799, APOSJ_29801, APOSJ_29800, APOSJ_29798, APOSJ_62060, APOSJ_62059, APOSJ_62058, APOSJ_44644
OG0002286	LYTVA_13152	APOSJ_31493, APOSJ_49912, APOSJ_64221, APOSJ_37669, APOSJ_56968, APOSJ_49911, APOSJ_37673, APOSJ_19173, APOSJ_25276, APOSJ_49908, APOSJ_37674, APOSJ_37668, APOSJ_25275, APOSJ_25279, APOSJ_19170, APOSJ_21234, APOSJ_25274, APOSJ_25280, APOSJ_25273, APOSJ_37671, APOSJ_49910, APOSJ_59596, APOSJ_03400, APOSJ_19181, APOSJ_37670, APOSJ_25278
OG0002287	LYTVA_08797	APOSJ_29150
OG0002288	LYTVA_14290	APOSJ_59817, APOSJ_12429, APOSJ_12432, APOSJ_12431, APOSJ_12425, APOSJ_59819, APOSJ_59820, APOSJ_52619, APOSJ_59818, APOSJ_12430
OG0002289	LYTVA_23204	APOSJ_13520
OG0002291	LYTVA_07029, LYTVA_11551	APOSJ_51885, APOSJ_51907, APOSJ_27572, APOSJ_27569, APOSJ_27570
OG0002292	LYTVA_14951	APOSJ_11259, APOSJ_11260
OG0002294	LYTVA_13465	APOSJ_06354
OG0002295	LYTVA_18764	APOSJ_43970
OG0002311	LYTVA_13473, LYTVA_03077	APOSJ_19068, APOSJ_11724, APOSJ_22609, APOSJ_37287, APOSJ_37288, APOSJ_19064, APOSJ_22612, APOSJ_19065, APOSJ_19069, APOSJ_22611, APOSJ_22607, APOSJ_19067, APOSJ_19071, APOSJ_22608, APOSJ_37289, APOSJ_22610, APOSJ_19066, APOSJ_19070, APOSJ_37290, APOSJ_41313, APOSJ_00168, APOSJ_19072
OG0002312	LYTVA_26175	APOSJ_55381, APOSJ_52066, APOSJ_52067, APOSJ_52068
OG0002313	LYTVA_01114	APOSJ_62617
OG0002314	LYTVA_22715	APOSJ_22949, APOSJ_22945, APOSJ_44750, APOSJ_22948, APOSJ_22947, APOSJ_22942
OG0002315	LYTVA_11331	APOSJ_22901, APOSJ_41497, APOSJ_41496, APOSJ_41495, APOSJ_33040, APOSJ_37959, APOSJ_22904, APOSJ_23003
OG0002316	LYTVA_10500	APOSJ_24883
OG0002317	LYTVA_01452	APOSJ_11249
OG0002318	LYTVA_19919	APOSJ_40113, APOSJ_40110, APOSJ_50571, APOSJ_40111
OG0002320	LYTVA_08436, LYTVA_08437	APOSJ_10289, APOSJ_10291, APOSJ_10290
OG0002321	LYTVA_29675	APOSJ_06004, APOSJ_15266, APOSJ_31636, APOSJ_31635, APOSJ_15235, APOSJ_37907, APOSJ_05999, APOSJ_31633, APOSJ_31634, APOSJ_11856, APOSJ_06000, APOSJ_06001, APOSJ_11855, APOSJ_31637, APOSJ_05997, APOSJ_31639, APOSJ_01324, APOSJ_06003, APOSJ_06002, APOSJ_15250, APOSJ_05998, APOSJ_15258
OG0002322	LYTVA_02660	APOSJ_34778
OG0002324	LYTVA_18196	APOSJ_07129, APOSJ_44822
OG0002325	LYTVA_25143	APOSJ_04063, APOSJ_04064
OG0002326	LYTVA_23144	APOSJ_31024, APOSJ_31028, APOSJ_31027, APOSJ_63076, APOSJ_63071, APOSJ_31025, APOSJ_31026, APOSJ_31023
OG0002327	LYTVA_13830	APOSJ_26562, APOSJ_26563
OG0002329	LYTVA_13575	APOSJ_60120, APOSJ_54600, APOSJ_54594, APOSJ_54593, APOSJ_54599, APOSJ_03160, APOSJ_60121
OG0002330	LYTVA_00746	APOSJ_14318, APOSJ_14317
OG0002331	LYTVA_28456	APOSJ_14971
OG0002332	LYTVA_15960	APOSJ_33477
OG0002333	LYTVA_20317, LYTVA_10749	APOSJ_14033, APOSJ_04239, APOSJ_04238, APOSJ_14032, APOSJ_04234, APOSJ_14040, APOSJ_56194, APOSJ_04236, APOSJ_63951, APOSJ_14028, APOSJ_04240, APOSJ_04233, APOSJ_14031, APOSJ_14030, APOSJ_63952, APOSJ_14041, APOSJ_26339, APOSJ_14021, APOSJ_63950, APOSJ_04237, APOSJ_14024
OG0002334	LYTVA_22742	APOSJ_46315, APOSJ_47603, APOSJ_39374, APOSJ_03412, APOSJ_39380, APOSJ_46318, APOSJ_39376, APOSJ_46317, APOSJ_39375, APOSJ_39379
OG0002335	LYTVA_09733	APOSJ_52173, APOSJ_52172
OG0002336	LYTVA_17921	APOSJ_63397
OG0002337	LYTVA_22161, LYTVA_19703	APOSJ_12001, APOSJ_13587
OG0002339	LYTVA_26078	APOSJ_53768
OG0002341	LYTVA_02833	APOSJ_23660
OG0002343	LYTVA_02395	APOSJ_15184, APOSJ_15185, APOSJ_29865, APOSJ_15183
OG0002344	LYTVA_11170	APOSJ_44249
OG0002346	LYTVA_02392	APOSJ_29498, APOSJ_29497
OG0002347	LYTVA_03713, LYTVA_17537	APOSJ_09862
OG0002349	LYTVA_05082	APOSJ_18451, APOSJ_18450
OG0002349	LYTVA_00559	APOSJ_14405
OG0002350	LYTVA_25261	APOSJ_49042, APOSJ_49041
OG0002351	LYTVA_04810, LYTVA_04811, LYTVA_04804, LYTVA_04802, LYTVA_04805	APOSJ_48723, APOSJ_03015, APOSJ_14073, APOSJ_06041, APOSJ_14072, APOSJ_14071
OG0002352	LYTVA_04113, LYTVA_00254	APOSJ_64093, APOSJ_64092, APOSJ_13686, APOSJ_13688, APOSJ_13687, APOSJ_20378, APOSJ_20382, APOSJ_20379
OG0002353	LYTVA_12826, LYTVA_29984	APOSJ_28894, APOSJ_28893
OG0002354	LYTVA_01631	APOSJ_04864, APOSJ_04863
OG0002354	LYTVA_29247	APOSJ_27525, APOSJ_27523
OG0002355	LYTVA_10530, LYTVA_23668	APOSJ_20448, APOSJ_20447
OG0002356	LYTVA_15548	APOSJ_54515
OG0002357	LYTVA_22139	APOSJ_29235, APOSJ_52490, APOSJ_29237, APOSJ_29233, APOSJ_29232, APOSJ_29230, APOSJ_29236, APOSJ_29234
OG0002358	LYTVA_25182	APOSJ_33320, APOSJ_33319
OG0002359	LYTVA_09109, LYTVA_22971, LYTVA_17719	APOSJ_13589, APOSJ_02241, APOSJ_50264, APOSJ_15350, APOSJ_30825, APOSJ_62074, APOSJ_50263, APOSJ_30826
OG0002360	LYTVA_13577, LYTVA_26745	APOSJ_37236, APOSJ_14997, APOSJ_37233, APOSJ_37232, APOSJ_37231
OG0002361	LYTVA_05317, LYTVA_09958	APOSJ_02850, APOSJ_45157
OG0002362	LYTVA_07780	APOSJ_08484, APOSJ_08485
OG0002363	LYTVA_22514, LYTVA_29113	APOSJ_08096, APOSJ_08095
OG0002364	LYTVA_00477	APOSJ_12244, APOSJ_42230, APOSJ_12248, APOSJ_11979, APOSJ_38782, APOSJ_09468, APOSJ_09467
OG0002366	LYTVA_08796	APOSJ_05676
OG0002367	LYTVA_25642	APOSJ_64373, APOSJ_42132
OG0002368	LYTVA_29543	APOSJ_48265, APOSJ_48263, APOSJ_48266, APOSJ_48267, APOSJ_48264
OG0002369	LYTVA_07441	APOSJ_34403, APOSJ_06315, APOSJ_34402
OG0002371	LYTVA_25400	APOSJ_02284, APOSJ_02285
OG0002372	LYTVA_28415, LYTVA_14995	APOSJ_28096, APOSJ_64775, APOSJ_44932
OG0002374	LYTVA_09672	APOSJ_22863
OG0002375	LYTVA_09763, LYTVA_28258, LYTVA_15054	APOSJ_60710, APOSJ_60709, APOSJ_60711, APOSJ_60714, APOSJ_60716, APOSJ_60715, APOSJ_60713, APOSJ_60712, APOSJ_59787, APOSJ_59786
OG0002376	LYTVA_08623	APOSJ_33444, APOSJ_33446, APOSJ_33443, APOSJ_57483, APOSJ_33442, APOSJ_33445
OG0002377	LYTVA_21348	APOSJ_49451, APOSJ_49453, APOSJ_07886, APOSJ_07888
OG0002378	LYTVA_03167	APOSJ_14057, APOSJ_14061
OG0002379	LYTVA_23460	APOSJ_53283, APOSJ_53284
OG0002380	LYTVA_02915	APOSJ_23677, APOSJ_23678, APOSJ_23676, APOSJ_23679
OG0002395	LYTVA_17744	APOSJ_41593, APOSJ_41592
OG0002396	LYTVA_23895	APOSJ_08474, APOSJ_08473
OG0002398	LYTVA_08374	APOSJ_26663, APOSJ_26662
OG0002399	LYTVA_04547	APOSJ_51020
OG0002400	LYTVA_14444	APOSJ_15533, APOSJ_15534, APOSJ_15532, APOSJ_15535
OG0002401	LYTVA_20736	APOSJ_63288
OG0002403	LYTVA_27636	APOSJ_29450, APOSJ_49976, APOSJ_62467, APOSJ_49978, APOSJ_09694, APOSJ_49973, APOSJ_09695, APOSJ_49974, APOSJ_49977, APOSJ_09698, APOSJ_62469, APOSJ_49972, APOSJ_62468, APOSJ_27194, APOSJ_15685, APOSJ_09697, APOSJ_49975, APOSJ_39561, APOSJ_25583, APOSJ_49980, APOSJ_62466, APOSJ_09696, APOSJ_39547, APOSJ_27191
OG0002405	LYTVA_22750, LYTVA_00963	APOSJ_46669
OG0002406	LYTVA_16025	APOSJ_64758, APOSJ_64760
OG0002407	LYTVA_09107	APOSJ_08648, APOSJ_22087, APOSJ_08654, APOSJ_08647
OG0002408	LYTVA_18679	APOSJ_39742, APOSJ_39740, APOSJ_39741, APOSJ_39743
OG0002409	LYTVA_26911	APOSJ_37130, APOSJ_37132
OG0002410	LYTVA_07702	APOSJ_48448
OG0002411	LYTVA_05420	APOSJ_47231, APOSJ_47234, APOSJ_47239, APOSJ_47232, APOSJ_47235, APOSJ_47237, APOSJ_47236, APOSJ_18139, APOSJ_18138, APOSJ_47240, APOSJ_47238
OG0002412	LYTVA_11984	APOSJ_59797
OG0002413	LYTVA_03837, LYTVA_28770	APOSJ_58317
OG0002413	LYTVA_16733	APOSJ_19819
OG0002414	LYTVA_25326, LYTVA_07578	APOSJ_44310, APOSJ_44309
OG0002415	LYTVA_19723	APOSJ_15038, APOSJ_15039
OG0002416	LYTVA_01739, LYTVA_15990	APOSJ_39417, APOSJ_39415, APOSJ_39414, APOSJ_39416, APOSJ_46491, APOSJ_39418
OG0002418	LYTVA_05152	APOSJ_56139, APOSJ_56141, APOSJ_56140
OG0002419	LYTVA_24823	APOSJ_60312, APOSJ_60313, APOSJ_60314
OG0002420	LYTVA_21934	APOSJ_27467, APOSJ_25152
OG0002422	LYTVA_25109, LYTVA_03043	APOSJ_18666
OG0002423	LYTVA_20500	APOSJ_53191, APOSJ_61870, APOSJ_61869, APOSJ_53189
OG0002424	LYTVA_11856	APOSJ_08861, APOSJ_08860, APOSJ_56522, APOSJ_08866, APOSJ_08863, APOSJ_08864, APOSJ_08862, APOSJ_08865, APOSJ_52791, APOSJ_56530
OG0002425	LYTVA_02861, LYTVA_04112	APOSJ_63943
