Orthogroup	LYTVA_ok	SACKO_ok
OG0004094	LYTVA_15767, LYTVA_15263	SACKO_27444
OG0004095	LYTVA_27647	SACKO_06430
OG0004096	LYTVA_24655	SACKO_22778
OG0004097	LYTVA_03615	SACKO_13213
OG0004098	LYTVA_17957	SACKO_27018
OG0004099	LYTVA_16532	SACKO_13836
OG0004100	LYTVA_05542, LYTVA_05543	SACKO_06161, SACKO_06158, SACKO_06160, SACKO_26602
OG0004101	LYTVA_16379	SACKO_05006
OG0004102	LYTVA_22604	SACKO_06536
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	SACKO_11477, SACKO_25893
OG0004104	LYTVA_23183	SACKO_02429
OG0004106	LYTVA_16270, LYTVA_17077	SACKO_20371, SACKO_18121
OG0004107	LYTVA_26766	SACKO_13828
OG0004109	LYTVA_04908	SACKO_08690
OG0004109	LYTVA_22391, LYTVA_02234, LYTVA_23683	SACKO_22496, SACKO_23644, SACKO_21355, SACKO_03988, SACKO_32164, SACKO_23692, SACKO_23669, SACKO_23589, SACKO_07121, SACKO_23642
OG0004110	LYTVA_17391	SACKO_33407
OG0004113	LYTVA_20632	SACKO_07968
OG0004114	LYTVA_09095	SACKO_07278
OG0004116	LYTVA_11277, LYTVA_16339	SACKO_12551
OG0004117	LYTVA_06474	SACKO_11228
OG0004118	LYTVA_28391	SACKO_08745
OG0004119	LYTVA_18575	SACKO_16359
OG0004121	LYTVA_26411	SACKO_28819
OG0004122	LYTVA_11268, LYTVA_00469	SACKO_16718, SACKO_16732
OG0004123	LYTVA_16672	SACKO_05474
OG0004124	LYTVA_03931	SACKO_01623
OG0004125	LYTVA_08831	SACKO_10613
OG0004126	LYTVA_19771, LYTVA_05206	SACKO_17034
OG0004127	LYTVA_25845, LYTVA_00859	SACKO_30149
OG0004128	LYTVA_05290, LYTVA_03315, LYTVA_03965	SACKO_33426
OG0004129	LYTVA_03964	SACKO_10829
OG0004130	LYTVA_10134	SACKO_04539, SACKO_29058
OG0004132	LYTVA_24598	SACKO_19039
OG0004133	LYTVA_18548	SACKO_06628
OG0004134	LYTVA_23721, LYTVA_17051	SACKO_21471
OG0004135	LYTVA_30000	SACKO_25029
OG0004136	LYTVA_15507	SACKO_00526
OG0004137	LYTVA_06807	SACKO_16541
OG0004138	LYTVA_27721	SACKO_13361
OG0004139	LYTVA_12489	SACKO_03872
OG0004141	LYTVA_11419	SACKO_25516
OG0004142	LYTVA_07168	SACKO_15937
OG0004143	LYTVA_00742, LYTVA_25759	SACKO_17997
OG0004145	LYTVA_14753	SACKO_17936
OG0004147	LYTVA_08242	SACKO_02789, SACKO_00298, SACKO_19204, SACKO_14344, SACKO_13311, SACKO_04984
OG0004148	LYTVA_28754	SACKO_04179
OG0004149	LYTVA_02180	SACKO_05134
OG0004150	LYTVA_10446, LYTVA_04771	SACKO_06062
OG0004151	LYTVA_29972, LYTVA_22026	SACKO_17397
OG0004153	LYTVA_24977, LYTVA_14935	SACKO_17489
OG0004154	LYTVA_21247	SACKO_13527, SACKO_26315, SACKO_00413, SACKO_16309
OG0004155	LYTVA_14865, LYTVA_16237, LYTVA_21944, LYTVA_24904, LYTVA_20646	SACKO_02478
OG0004155	LYTVA_29083, LYTVA_00588	SACKO_11443
OG0004156	LYTVA_23102	SACKO_07990, SACKO_27546
OG0004158	LYTVA_10767	SACKO_18616
OG0004161	LYTVA_23742	SACKO_22482, SACKO_22491
OG0004162	LYTVA_06423, LYTVA_27144	SACKO_22066
OG0004163	LYTVA_20307	SACKO_04573, SACKO_25173
OG0004165	LYTVA_23819	SACKO_31126, SACKO_21427, SACKO_27599, SACKO_00559, SACKO_14500, SACKO_14524, SACKO_20564, SACKO_14010, SACKO_07668, SACKO_02853, SACKO_21732, SACKO_06849, SACKO_07079, SACKO_32574, SACKO_32684, SACKO_15471, SACKO_32430, SACKO_12558, SACKO_18283, SACKO_22708, SACKO_00595, SACKO_24992, SACKO_10502, SACKO_32542, SACKO_11950
OG0004166	LYTVA_05496	SACKO_12473
OG0004167	LYTVA_09956	SACKO_11715
OG0004168	LYTVA_10352	SACKO_24506
OG0004169	LYTVA_22122	SACKO_10004
OG0004170	LYTVA_03467	SACKO_26580
OG0004171	LYTVA_12650, LYTVA_12649	SACKO_29940
OG0004174	LYTVA_29638	SACKO_18154
OG0004175	LYTVA_15626, LYTVA_07317	SACKO_30738, SACKO_30739, SACKO_20637
OG0004176	LYTVA_12701	SACKO_25099
OG0004177	LYTVA_18294, LYTVA_21033, LYTVA_03748, LYTVA_19736, LYTVA_01153, LYTVA_27528, LYTVA_14518, LYTVA_18811, LYTVA_17622, LYTVA_12913, LYTVA_06492, LYTVA_01885, LYTVA_11450, LYTVA_26808, LYTVA_17656, LYTVA_23777, LYTVA_15063, LYTVA_17164, LYTVA_21256	SACKO_08639
OG0004178	LYTVA_00771	SACKO_23443
OG0004180	LYTVA_15146, LYTVA_02955	SACKO_06651
OG0004181	LYTVA_28184, LYTVA_29381	SACKO_24938
OG0004182	LYTVA_02516, LYTVA_26684	SACKO_03645, SACKO_27354
OG0004183	LYTVA_18118	SACKO_02874, SACKO_28561
OG0004183	LYTVA_09256	SACKO_09640
OG0004184	LYTVA_27243	SACKO_11934
OG0004185	LYTVA_00065	SACKO_32961
OG0004186	LYTVA_13218	SACKO_12502
OG0004187	LYTVA_09899	SACKO_26772
OG0004188	LYTVA_09818	SACKO_12003
OG0004190	LYTVA_26541	SACKO_22036
OG0004197	LYTVA_24189	SACKO_24436
OG0004198	LYTVA_17837	SACKO_11238, SACKO_12328
OG0004215	LYTVA_17521, LYTVA_20252	SACKO_02214
OG0004216	LYTVA_05046	SACKO_32089
OG0004217	LYTVA_10684	SACKO_09269
OG0004218	LYTVA_10237	SACKO_18222
OG0004219	LYTVA_13015	SACKO_03103
OG0004220	LYTVA_12987	SACKO_23085
OG0004222	LYTVA_04664	SACKO_12358
OG0004223	LYTVA_16944	SACKO_14230, SACKO_01885
OG0004224	LYTVA_29393, LYTVA_14857, LYTVA_14634, LYTVA_18411	SACKO_11607, SACKO_06518, SACKO_01182, SACKO_00917, SACKO_01138, SACKO_01220, SACKO_08157, SACKO_12989, SACKO_07051, SACKO_02365, SACKO_24871
OG0004225	LYTVA_21958	SACKO_26484, SACKO_26695
OG0004226	LYTVA_11757, LYTVA_01757	SACKO_01406
OG0004227	LYTVA_12126	SACKO_14123
OG0004228	LYTVA_17820	SACKO_18186
OG0004229	LYTVA_15870	SACKO_17477
OG0004230	LYTVA_24896	SACKO_30089
OG0004231	LYTVA_21112	SACKO_01862
OG0004232	LYTVA_16476	SACKO_13258
OG0004234	LYTVA_17567	SACKO_00881
OG0004235	LYTVA_20276	SACKO_17332
OG0004236	LYTVA_29541	SACKO_11379
OG0004238	LYTVA_24752	SACKO_11304
OG0004239	LYTVA_15516, LYTVA_12963	SACKO_08658
OG0004240	LYTVA_26856	SACKO_03705
OG0004242	LYTVA_22292	SACKO_12064
OG0004243	LYTVA_09481	SACKO_21841
OG0004244	LYTVA_01667	SACKO_10773
OG0004245	LYTVA_24279, LYTVA_26637, LYTVA_24281	SACKO_12744
OG0004246	LYTVA_27509	SACKO_10191
OG0004247	LYTVA_14365	SACKO_29414
OG0004248	LYTVA_23168	SACKO_26657
OG0004249	LYTVA_11290	SACKO_09516
OG0004251	LYTVA_08695, LYTVA_17055	SACKO_02877
OG0004253	LYTVA_27876	SACKO_02192
OG0004254	LYTVA_15962	SACKO_18552
OG0004255	LYTVA_12403	SACKO_09554
OG0004257	LYTVA_15930	SACKO_10226
OG0004258	LYTVA_05034	SACKO_16352, SACKO_16395
OG0004259	LYTVA_21802	SACKO_29831
OG0004260	LYTVA_22612	SACKO_31028
OG0004261	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721	SACKO_29025
OG0004262	LYTVA_18711	SACKO_23794
OG0004264	LYTVA_24355	SACKO_17498, SACKO_21378
OG0004267	LYTVA_21270	SACKO_29345
OG0004269	LYTVA_28413	SACKO_02690, SACKO_17980, SACKO_17981
OG0004270	LYTVA_25924	SACKO_15850
OG0004271	LYTVA_28380	SACKO_21341, SACKO_01124
OG0004273	LYTVA_03846	SACKO_09932
OG0004274	LYTVA_00343	SACKO_28578
OG0004275	LYTVA_25889	SACKO_12868
OG0004276	LYTVA_20924, LYTVA_25606	SACKO_08172
OG0004277	LYTVA_14258, LYTVA_28062	SACKO_21081
OG0004278	LYTVA_21762, LYTVA_19997	SACKO_21185
OG0004279	LYTVA_03505, LYTVA_11401	SACKO_27575
OG0004280	LYTVA_00315, LYTVA_29508	SACKO_28223
OG0004281	LYTVA_15973, LYTVA_06895	SACKO_13549
OG0004282	LYTVA_16737	SACKO_29038
OG0004283	LYTVA_10414	SACKO_08259
OG0004284	LYTVA_21849, LYTVA_03684	SACKO_19468, SACKO_24083
OG0004285	LYTVA_14336	SACKO_03384
OG0004286	LYTVA_23813	SACKO_12883
OG0004288	LYTVA_10116	SACKO_30893, SACKO_11263, SACKO_11252, SACKO_12605
OG0004289	LYTVA_15304, LYTVA_08621	SACKO_32406
OG0004290	LYTVA_08795	SACKO_28264
OG0004291	LYTVA_26380	SACKO_14905
OG0004292	LYTVA_29633	SACKO_03502
OG0004295	LYTVA_10836	SACKO_04249
OG0004296	LYTVA_05826	SACKO_21380
OG0004297	LYTVA_26470, LYTVA_14136	SACKO_28535
OG0004298	LYTVA_21985	SACKO_30591
OG0004299	LYTVA_10418, LYTVA_24447	SACKO_30101
OG0004301	LYTVA_17218	SACKO_20227
OG0004302	LYTVA_27877	SACKO_18458, SACKO_18457
OG0004303	LYTVA_05571	SACKO_26532
OG0004304	LYTVA_08021	SACKO_20533
OG0004305	LYTVA_07884	SACKO_12408
OG0004306	LYTVA_04812	SACKO_26978
OG0004307	LYTVA_23176	SACKO_33572
OG0004308	LYTVA_27577, LYTVA_15253	SACKO_01785
OG0004309	LYTVA_20861	SACKO_30754
OG0004310	LYTVA_21824	SACKO_10532
OG0004311	LYTVA_29214, LYTVA_29213	SACKO_24270, SACKO_04511
OG0004312	LYTVA_13567, LYTVA_05872	SACKO_10930
OG0004313	LYTVA_04902	SACKO_19238, SACKO_19229, SACKO_00702
OG0004314	LYTVA_09224	SACKO_11572
OG0004315	LYTVA_14423	SACKO_16588
OG0004316	LYTVA_04481	SACKO_28186
OG0004317	LYTVA_23919	SACKO_02212
OG0004318	LYTVA_13097	SACKO_24911
OG0004319	LYTVA_09566	SACKO_05877
OG0004320	LYTVA_02018	SACKO_00068
OG0004321	LYTVA_13173	SACKO_28159, SACKO_28167
OG0004322	LYTVA_23319	SACKO_28915
OG0004323	LYTVA_25817	SACKO_25179
OG0004324	LYTVA_01961	SACKO_12104, SACKO_08113
OG0004325	LYTVA_15912	SACKO_16198, SACKO_04707
OG0004327	LYTVA_13718	SACKO_31782
OG0004328	LYTVA_05322	SACKO_23143
OG0004329	LYTVA_10469	SACKO_25792, SACKO_09106
OG0004331	LYTVA_21103	SACKO_06087
OG0004332	LYTVA_13221	SACKO_02982
OG0004333	LYTVA_21119	SACKO_09526
OG0004334	LYTVA_23900	SACKO_08631
OG0004335	LYTVA_05831	SACKO_30625
OG0004335	LYTVA_03828	SACKO_30637
OG0004336	LYTVA_10552	SACKO_06667
OG0004338	LYTVA_14064	SACKO_24216
OG0004339	LYTVA_20730	SACKO_07127
OG0004341	LYTVA_09511	SACKO_28627
OG0004342	LYTVA_03045, LYTVA_22651	SACKO_01335
OG0004343	LYTVA_10492	SACKO_03414, SACKO_21071
OG0004345	LYTVA_15243	SACKO_24990
OG0004346	LYTVA_24745, LYTVA_19377, LYTVA_10129	SACKO_12882
OG0004348	LYTVA_06128	SACKO_00059
OG0004350	LYTVA_13333	SACKO_33866
OG0004353	LYTVA_00606, LYTVA_13736	SACKO_09595
OG0004354	LYTVA_02005	SACKO_06268
OG0004355	LYTVA_19137	SACKO_23242
OG0004357	LYTVA_09241	SACKO_30143
OG0004358	LYTVA_17523	SACKO_23737
OG0004359	LYTVA_02266	SACKO_07960
OG0004360	LYTVA_09179, LYTVA_28719	SACKO_13028
OG0004361	LYTVA_20394	SACKO_16141
OG0004362	LYTVA_21740	SACKO_08638
OG0004363	LYTVA_24551	SACKO_02013
OG0004364	LYTVA_02485	SACKO_23778
OG0004365	LYTVA_05834	SACKO_23975
OG0004366	LYTVA_06643, LYTVA_27515	SACKO_02101, SACKO_28270
OG0004367	LYTVA_09396	SACKO_33429
OG0004368	LYTVA_06379	SACKO_03972
OG0004369	LYTVA_09883	SACKO_34043, SACKO_22812
OG0004370	LYTVA_30229	SACKO_26120
OG0004372	LYTVA_04302	SACKO_02914
OG0004373	LYTVA_12488	SACKO_02913
OG0004374	LYTVA_22107	SACKO_27657, SACKO_05442
OG0004375	LYTVA_14843	SACKO_01917
OG0004377	LYTVA_23335	SACKO_04189
OG0004378	LYTVA_15604	SACKO_21719
OG0004379	LYTVA_28643	SACKO_04588
OG0004381	LYTVA_18126	SACKO_23417
OG0004382	LYTVA_18561	SACKO_16501
OG0004383	LYTVA_01592	SACKO_04003
OG0004384	LYTVA_01455	SACKO_31481
OG0004385	LYTVA_17871	SACKO_28528
OG0004386	LYTVA_16054	SACKO_04366
OG0004387	LYTVA_14364	SACKO_02995, SACKO_14838, SACKO_03324, SACKO_02993
OG0004389	LYTVA_29149	SACKO_09781
OG0004390	LYTVA_24758	SACKO_17506
OG0004391	LYTVA_09306, LYTVA_24715	SACKO_06460
OG0004393	LYTVA_06799	SACKO_03731
OG0004394	LYTVA_30193, LYTVA_14506	SACKO_06802
OG0004395	LYTVA_18598, LYTVA_13240	SACKO_29824, SACKO_29818
OG0004396	LYTVA_05452	SACKO_09175
OG0004397	LYTVA_23126	SACKO_00175
OG0004398	LYTVA_05438	SACKO_05440
OG0004399	LYTVA_18756	SACKO_01145
OG0004400	LYTVA_11350	SACKO_18353
OG0004401	LYTVA_06522	SACKO_22723
OG0004402	LYTVA_05123	SACKO_31687
OG0004404	LYTVA_29981	SACKO_09881
OG0004405	LYTVA_16143	SACKO_17613, SACKO_28559
OG0004407	LYTVA_09960	SACKO_16287
OG0004409	LYTVA_18965	SACKO_33175
OG0004413	LYTVA_15678	SACKO_24559
OG0004414	LYTVA_05497, LYTVA_28298	SACKO_05191
OG0004415	LYTVA_28761	SACKO_30317
OG0004417	LYTVA_08260	SACKO_27616
OG0004418	LYTVA_16592	SACKO_31965
OG0004419	LYTVA_10302	SACKO_30193
OG0004420	LYTVA_28762, LYTVA_28354	SACKO_00861
OG0004421	LYTVA_21010	SACKO_23605
OG0004422	LYTVA_03079	SACKO_09183
OG0004423	LYTVA_27161	SACKO_34049, SACKO_34098, SACKO_14325
OG0004424	LYTVA_21963	SACKO_10837
OG0004425	LYTVA_04158	SACKO_07906
OG0004457	LYTVA_01205	SACKO_27870
OG0004458	LYTVA_04991	SACKO_11376, SACKO_32402, SACKO_32363, SACKO_27323, SACKO_09599
OG0004459	LYTVA_10441, LYTVA_04612	SACKO_07787
OG0004460	LYTVA_05295, LYTVA_29632	SACKO_19002
OG0004461	LYTVA_30117	SACKO_15418
OG0004462	LYTVA_20076	SACKO_05077
OG0004463	LYTVA_14183	SACKO_04376
OG0004465	LYTVA_25687, LYTVA_12969	SACKO_18438
OG0004467	LYTVA_29939	SACKO_04860, SACKO_19896
OG0004468	LYTVA_02592, LYTVA_18913	SACKO_33156
OG0004471	LYTVA_02607	SACKO_07695
OG0004472	LYTVA_08562	SACKO_27165
OG0004473	LYTVA_23607	SACKO_03372
OG0004474	LYTVA_28353	SACKO_13446
OG0004476	LYTVA_16113	SACKO_14576
OG0004477	LYTVA_00888	SACKO_15776
OG0004478	LYTVA_08799	SACKO_16158
OG0004479	LYTVA_00476, LYTVA_04117, LYTVA_07724	SACKO_15668
OG0004480	LYTVA_24895	SACKO_09896
OG0004482	LYTVA_11188	SACKO_15365
OG0004483	LYTVA_03457	SACKO_15376
OG0004484	LYTVA_00935	SACKO_24669, SACKO_24665
OG0004485	LYTVA_17989, LYTVA_18629	SACKO_32612
OG0004486	LYTVA_17364	SACKO_13395
OG0004487	LYTVA_15851	SACKO_04088
OG0004490	LYTVA_28558	SACKO_01568
OG0004491	LYTVA_04310, LYTVA_24604	SACKO_33872, SACKO_33881
OG0004493	LYTVA_27458	SACKO_04749
OG0004494	LYTVA_00181	SACKO_24457
OG0004495	LYTVA_01540	SACKO_09341
OG0004496	LYTVA_14373	SACKO_26743
OG0004497	LYTVA_18009	SACKO_26844
OG0004497	LYTVA_03405	SACKO_04030
OG0004498	LYTVA_12145, LYTVA_00159, LYTVA_28363	SACKO_29609
OG0004499	LYTVA_06920, LYTVA_10034	SACKO_14890
OG0004500	LYTVA_20358	SACKO_18016
OG0004503	LYTVA_09532, LYTVA_13945	SACKO_30080, SACKO_30085
OG0004505	LYTVA_20170	SACKO_07933
OG0004506	LYTVA_19692	SACKO_22735
OG0004507	LYTVA_06354, LYTVA_26743	SACKO_01169, SACKO_28863, SACKO_01183
OG0004508	LYTVA_25380	SACKO_00949
OG0004509	LYTVA_02030, LYTVA_02021, LYTVA_16763	SACKO_04702
OG0004510	LYTVA_04427	SACKO_10418
OG0004512	LYTVA_20700	SACKO_32401
OG0004513	LYTVA_19138	SACKO_34197
OG0004514	LYTVA_16044	SACKO_08578
OG0004515	LYTVA_17033	SACKO_10522
OG0004518	LYTVA_14613, LYTVA_02025	SACKO_14581
OG0004519	LYTVA_25742	SACKO_01174
OG0004520	LYTVA_16032	SACKO_26274
OG0004521	LYTVA_01392, LYTVA_02169, LYTVA_22259, LYTVA_00066	SACKO_18409
OG0004522	LYTVA_23507	SACKO_16466
OG0004523	LYTVA_02111	SACKO_04848
OG0004525	LYTVA_04264, LYTVA_18553	SACKO_19797
OG0004527	LYTVA_09964	SACKO_27212, SACKO_27206
OG0004528	LYTVA_28246	SACKO_22051
OG0004529	LYTVA_01959	SACKO_19291
OG0004530	LYTVA_11116, LYTVA_17848	SACKO_20418
OG0004531	LYTVA_04792	SACKO_23166
OG0004531	LYTVA_04794	SACKO_03320
OG0004532	LYTVA_16802	SACKO_28637
OG0004533	LYTVA_29598	SACKO_17772
OG0004534	LYTVA_21294	SACKO_19903, SACKO_12762
OG0004535	LYTVA_01326	SACKO_03150
OG0004537	LYTVA_02634	SACKO_21349
OG0004538	LYTVA_26379	SACKO_09085
OG0004539	LYTVA_28625	SACKO_22173
OG0004540	LYTVA_07396	SACKO_30901
OG0004541	LYTVA_00634, LYTVA_17093, LYTVA_28009, LYTVA_08647, LYTVA_17092	SACKO_03899, SACKO_15485, SACKO_17639
OG0004542	LYTVA_17843	SACKO_06292
OG0004543	LYTVA_13629, LYTVA_27820	SACKO_11922
OG0004544	LYTVA_24449	SACKO_31438
OG0004545	LYTVA_25949, LYTVA_02321	SACKO_15736
OG0004546	LYTVA_26469	SACKO_28524
OG0004547	LYTVA_11437, LYTVA_22912	SACKO_12149
OG0004548	LYTVA_04949, LYTVA_13430	SACKO_03951
OG0004549	LYTVA_00310	SACKO_23349
OG0004550	LYTVA_18000	SACKO_19164
OG0004552	LYTVA_27213	SACKO_08469
OG0004553	LYTVA_11543, LYTVA_25544	SACKO_03081
OG0004554	LYTVA_17490	SACKO_00814
OG0004555	LYTVA_03872	SACKO_29011
OG0004556	LYTVA_12685	SACKO_18821
OG0004557	LYTVA_02192	SACKO_24872
OG0004558	LYTVA_11113	SACKO_28349
OG0004560	LYTVA_05880	SACKO_28894
OG0004561	LYTVA_17889	SACKO_33877, SACKO_33874
OG0004563	LYTVA_23594, LYTVA_13340	SACKO_33905
OG0004564	LYTVA_29664	SACKO_09067
OG0004565	LYTVA_02489	SACKO_02187
OG0004566	LYTVA_11051	SACKO_17991
OG0004567	LYTVA_18454	SACKO_07155, SACKO_28403
OG0004568	LYTVA_04763	SACKO_03130
OG0004569	LYTVA_09982	SACKO_07551
OG0004570	LYTVA_13935	SACKO_12970, SACKO_07861
OG0004571	LYTVA_14576	SACKO_31573
OG0004572	LYTVA_23087	SACKO_18957
OG0004573	LYTVA_17192, LYTVA_07834	SACKO_18454
OG0004574	LYTVA_20772	SACKO_19725
OG0004575	LYTVA_03763	SACKO_28113
OG0004575	LYTVA_00661, LYTVA_03844, LYTVA_24936, LYTVA_05777	SACKO_31116
OG0004576	LYTVA_19417	SACKO_30468
OG0004577	LYTVA_11608	SACKO_15685
OG0004579	LYTVA_18859	SACKO_17206
OG0004580	LYTVA_15191	SACKO_29417
OG0004581	LYTVA_28885	SACKO_30000
OG0004582	LYTVA_19263	SACKO_20979, SACKO_20988
OG0004583	LYTVA_15816	SACKO_05163
OG0004584	LYTVA_28504	SACKO_03076
OG0004585	LYTVA_04116	SACKO_13522
OG0004589	LYTVA_09509	SACKO_24508
OG0004590	LYTVA_05932	SACKO_24523
OG0004591	LYTVA_29829	SACKO_00006
OG0004592	LYTVA_02889	SACKO_20946
OG0004593	LYTVA_10440	SACKO_12736
OG0004594	LYTVA_06664	SACKO_05883
OG0004596	LYTVA_23208	SACKO_28471
OG0004597	LYTVA_05808	SACKO_09052
OG0004599	LYTVA_22073	SACKO_10527
OG0004601	LYTVA_30200	SACKO_07622, SACKO_21914
OG0004602	LYTVA_07552, LYTVA_23290	SACKO_33314
OG0004603	LYTVA_15394	SACKO_02772
OG0004605	LYTVA_22511	SACKO_24891
OG0004607	LYTVA_06730	SACKO_15058, SACKO_15026, SACKO_15055, SACKO_07746, SACKO_08584, SACKO_07758, SACKO_15049, SACKO_15028
OG0004608	LYTVA_13193, LYTVA_15038	SACKO_06096
OG0004609	LYTVA_25027	SACKO_02975
OG0004610	LYTVA_15593	SACKO_21418
OG0004611	LYTVA_03557	SACKO_19720
OG0004612	LYTVA_14652	SACKO_29135
OG0004613	LYTVA_16660	SACKO_19929, SACKO_19918
OG0004614	LYTVA_20720, LYTVA_20719	SACKO_06287
OG0004615	LYTVA_21893	SACKO_28291
OG0004616	LYTVA_00918	SACKO_18631
OG0004617	LYTVA_25577	SACKO_32229
OG0004619	LYTVA_04247	SACKO_13215
OG0004620	LYTVA_24433	SACKO_19040
OG0004621	LYTVA_28481	SACKO_14185
OG0004622	LYTVA_09479	SACKO_09412
OG0004623	LYTVA_02350, LYTVA_10953	SACKO_12927, SACKO_20389
OG0004625	LYTVA_23609	SACKO_24514
OG0004626	LYTVA_09916	SACKO_32091
OG0004627	LYTVA_28887	SACKO_04597
OG0004628	LYTVA_10287	SACKO_04292
OG0004629	LYTVA_12574	SACKO_21350
OG0004630	LYTVA_20130	SACKO_24304, SACKO_18921
OG0004631	LYTVA_01130	SACKO_01707, SACKO_23017
OG0004632	LYTVA_23166	SACKO_18527
OG0004633	LYTVA_19530	SACKO_12575
OG0004634	LYTVA_18328, LYTVA_15495	SACKO_31100
OG0004635	LYTVA_00293, LYTVA_15165	SACKO_11047
OG0004636	LYTVA_18387, LYTVA_13296, LYTVA_13294, LYTVA_20205, LYTVA_04188, LYTVA_04189, LYTVA_04187, LYTVA_27064, LYTVA_16714, LYTVA_00444, LYTVA_23569, LYTVA_09542	SACKO_13805
OG0004637	LYTVA_29249	SACKO_21062, SACKO_21063
OG0004638	LYTVA_13228, LYTVA_06142	SACKO_13654
OG0004639	LYTVA_06644, LYTVA_25887	SACKO_03968
OG0004641	LYTVA_14378	SACKO_18334
OG0004642	LYTVA_01586	SACKO_25061
OG0004644	LYTVA_08153	SACKO_07275
OG0004646	LYTVA_07777	SACKO_21323
OG0004647	LYTVA_07140	SACKO_11839
OG0004648	LYTVA_03524	SACKO_17990
OG0004649	LYTVA_10236	SACKO_18305
OG0004651	LYTVA_06969, LYTVA_00062	SACKO_04435
OG0004652	LYTVA_27671	SACKO_08505
OG0004654	LYTVA_21675	SACKO_14273
OG0004655	LYTVA_08466	SACKO_08288
OG0004656	LYTVA_18760	SACKO_08515, SACKO_08512
OG0004657	LYTVA_18672	SACKO_21555
OG0004658	LYTVA_20135	SACKO_03635
OG0004659	LYTVA_02279	SACKO_29850
OG0004660	LYTVA_12983	SACKO_08980
OG0004661	LYTVA_02678	SACKO_21871, SACKO_15533
OG0004662	LYTVA_29731, LYTVA_02690	SACKO_07270
OG0004663	LYTVA_05938	SACKO_18226
OG0004664	LYTVA_20638	SACKO_08400
OG0004665	LYTVA_29776	SACKO_02665
OG0004666	LYTVA_05075	SACKO_26861
OG0004667	LYTVA_12412, LYTVA_25621	SACKO_11659
OG0004668	LYTVA_20199	SACKO_01265
OG0004671	LYTVA_21221	SACKO_31183
OG0004672	LYTVA_09235	SACKO_20480
OG0004673	LYTVA_13727	SACKO_00641
OG0004674	LYTVA_04839, LYTVA_28228	SACKO_20254
OG0004675	LYTVA_29989, LYTVA_25113	SACKO_13667
OG0004676	LYTVA_25246	SACKO_05823
OG0004677	LYTVA_30124	SACKO_09059
OG0004679	LYTVA_16027, LYTVA_27884	SACKO_18272
OG0004680	LYTVA_05693	SACKO_32497
OG0004681	LYTVA_09470, LYTVA_19889, LYTVA_19888	SACKO_07118
OG0004682	LYTVA_24734	SACKO_09594
OG0004683	LYTVA_20336	SACKO_31594
OG0004685	LYTVA_06896	SACKO_33019
OG0004686	LYTVA_01778	SACKO_22926
OG0004687	LYTVA_17898	SACKO_17225
OG0004688	LYTVA_12281	SACKO_26453, SACKO_26468, SACKO_26437
OG0004689	LYTVA_19241	SACKO_20300
OG0004690	LYTVA_02921	SACKO_22702
OG0004692	LYTVA_28535	SACKO_15254, SACKO_15247
OG0004694	LYTVA_09383	SACKO_13843
OG0004696	LYTVA_04202, LYTVA_07127	SACKO_28164
OG0004698	LYTVA_15421	SACKO_22073
OG0004699	LYTVA_11171	SACKO_15038
OG0004700	LYTVA_06651	SACKO_10009
OG0004702	LYTVA_26536	SACKO_27095
OG0004703	LYTVA_20677	SACKO_15066
OG0004704	LYTVA_11241	SACKO_27602
OG0004705	LYTVA_23090, LYTVA_23089	SACKO_01372
OG0004706	LYTVA_16157	SACKO_18520
OG0004707	LYTVA_28560	SACKO_12969
OG0004708	LYTVA_09002	SACKO_03775
OG0004711	LYTVA_14580, LYTVA_27491	SACKO_20599
OG0004728	LYTVA_11232, LYTVA_03716	SACKO_04940
OG0004729	LYTVA_05436	SACKO_09834
OG0004730	LYTVA_14092	SACKO_16531
OG0004731	LYTVA_08845, LYTVA_24480	SACKO_13749, SACKO_23582
OG0004732	LYTVA_12636	SACKO_25624, SACKO_15851
OG0004733	LYTVA_08122	SACKO_01861
OG0004736	LYTVA_28641, LYTVA_25936	SACKO_14542
OG0004738	LYTVA_08474	SACKO_22069
OG0004739	LYTVA_00536	SACKO_09731
OG0004740	LYTVA_03548	SACKO_05635
OG0004742	LYTVA_00807, LYTVA_28048	SACKO_07476, SACKO_07445, SACKO_04184
OG0004743	LYTVA_09642, LYTVA_20623	SACKO_15431
OG0004744	LYTVA_21730	SACKO_02238
OG0004746	LYTVA_25321	SACKO_32247
OG0004747	LYTVA_23129	SACKO_23321
OG0004748	LYTVA_15315	SACKO_32597
OG0004749	LYTVA_25597, LYTVA_15360	SACKO_00284
OG0004751	LYTVA_12049	SACKO_28095
OG0004752	LYTVA_02105	SACKO_03624, SACKO_07505
OG0004753	LYTVA_19840	SACKO_12573, SACKO_03985
OG0004754	LYTVA_09941, LYTVA_17996	SACKO_22726
OG0004755	LYTVA_25664	SACKO_27183
OG0004756	LYTVA_19213	SACKO_18350
OG0004757	LYTVA_01188	SACKO_18246
OG0004758	LYTVA_27035	SACKO_13396
OG0004759	LYTVA_27240	SACKO_34003
OG0004760	LYTVA_10449	SACKO_05577
OG0004761	LYTVA_07368	SACKO_27689
OG0004762	LYTVA_19466	SACKO_29409
OG0004762	LYTVA_05439	SACKO_05447
OG0004763	LYTVA_05745	SACKO_12232
