Orthogroup	LYTVA_ok	NEMVE
OG0003103	LYTVA_02396	NEMVE17815, NEMVE09551
OG0003105	LYTVA_11036, LYTVA_19535	NEMVE20895, NEMVE14871, NEMVE08962
OG0003106	LYTVA_02338	NEMVE13367
OG0003107	LYTVA_08803	NEMVE04878
OG0003108	LYTVA_01209	NEMVE21879
OG0003109	LYTVA_27242, LYTVA_26971, LYTVA_26974	NEMVE24436, NEMVE19916, NEMVE18091, NEMVE24291
OG0003111	LYTVA_10117, LYTVA_13563	NEMVE22410
OG0003112	LYTVA_12015, LYTVA_15965	NEMVE05734
OG0003113	LYTVA_03180	NEMVE14843
OG0003114	LYTVA_24574	NEMVE12974, NEMVE03951
OG0003115	LYTVA_09781	NEMVE00301
OG0003116	LYTVA_02140, LYTVA_02145, LYTVA_21147	NEMVE13077
OG0003118	LYTVA_24532	NEMVE06986
OG0003119	LYTVA_04583	NEMVE25471
OG0003121	LYTVA_26398	NEMVE06066
OG0003122	LYTVA_29592	NEMVE14780
OG0003123	LYTVA_18041	NEMVE23471, NEMVE15940, NEMVE23474, NEMVE23475
OG0003124	LYTVA_26612, LYTVA_10083	NEMVE07294
OG0003125	LYTVA_18948	NEMVE08001
OG0003128	LYTVA_12794	NEMVE24270
OG0003130	LYTVA_13846	NEMVE01488, NEMVE21603
OG0003131	LYTVA_22393, LYTVA_00785, LYTVA_19188	NEMVE22604
OG0003132	LYTVA_24862	NEMVE18843
OG0003133	LYTVA_08385	NEMVE01926
OG0003133	LYTVA_22728	NEMVE12491
OG0003134	LYTVA_29662, LYTVA_23413	NEMVE25482
OG0003135	LYTVA_25688, LYTVA_09090	NEMVE14450
OG0003136	LYTVA_01323	NEMVE18312
OG0003138	LYTVA_08319	NEMVE08372
OG0003140	LYTVA_04869	NEMVE23520
OG0003142	LYTVA_07778	NEMVE18327
OG0003143	LYTVA_17565	NEMVE19221
OG0003144	LYTVA_27951, LYTVA_27950	NEMVE13803
OG0003145	LYTVA_18564	NEMVE22594, NEMVE14437
OG0003146	LYTVA_09272	NEMVE21927
OG0003147	LYTVA_29462	NEMVE02983
OG0003148	LYTVA_08624	NEMVE09246
OG0003149	LYTVA_01219, LYTVA_07714, LYTVA_07713, LYTVA_01791	NEMVE13799
OG0003150	LYTVA_19654	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003151	LYTVA_15917	NEMVE16806, NEMVE23231
OG0003153	LYTVA_03003	NEMVE14674
OG0003154	LYTVA_02322	NEMVE25099
OG0003155	LYTVA_10136	NEMVE02938
OG0003156	LYTVA_09137	NEMVE21986
OG0003157	LYTVA_21022	NEMVE04632
OG0003158	LYTVA_11944	NEMVE04924
OG0003159	LYTVA_17654	NEMVE13613, NEMVE14314
OG0003160	LYTVA_16473	NEMVE13326
OG0003161	LYTVA_24026	NEMVE04772
OG0003162	LYTVA_18182	NEMVE13463
OG0003163	LYTVA_08131, LYTVA_00115	NEMVE21987
OG0003166	LYTVA_11208	NEMVE23899
OG0003167	LYTVA_21658, LYTVA_06673	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003168	LYTVA_21725	NEMVE22739, NEMVE15186, NEMVE18014, NEMVE18601
OG0003169	LYTVA_23879	NEMVE23426
OG0003171	LYTVA_02028	NEMVE00958
OG0003172	LYTVA_20354, LYTVA_07071	NEMVE13880
OG0003174	LYTVA_25932	NEMVE00181, NEMVE14667
OG0003176	LYTVA_24549	NEMVE05784, NEMVE14676
OG0003177	LYTVA_18012, LYTVA_27860	NEMVE22856, NEMVE21516, NEMVE20645, NEMVE15289, NEMVE21095
OG0003178	LYTVA_19101	NEMVE05084
OG0003179	LYTVA_04455	NEMVE14494, NEMVE20675
OG0003181	LYTVA_18551	NEMVE09804
OG0003183	LYTVA_01171	NEMVE14853
OG0003184	LYTVA_06204	NEMVE14706
OG0003185	LYTVA_04498	NEMVE11278
OG0003187	LYTVA_17204, LYTVA_14632	NEMVE20444, NEMVE23086
OG0003188	LYTVA_11357	NEMVE13336
OG0003189	LYTVA_15037, LYTVA_03261	NEMVE07613
OG0003191	LYTVA_04471, LYTVA_10768	NEMVE13976
OG0003192	LYTVA_21359	NEMVE03402
OG0003193	LYTVA_19147	NEMVE09272
OG0003194	LYTVA_19921	NEMVE21245, NEMVE03000
OG0003195	LYTVA_13150	NEMVE25963, NEMVE10862
OG0003196	LYTVA_00345	NEMVE09009, NEMVE09005
OG0003199	LYTVA_14841	NEMVE25466
OG0003202	LYTVA_17714	NEMVE08285
OG0003204	LYTVA_11673	NEMVE04641
OG0003205	LYTVA_08249	NEMVE11482
OG0003206	LYTVA_07286	NEMVE13786
OG0003207	LYTVA_15862	NEMVE13760
OG0003208	LYTVA_12511	NEMVE13391
OG0003211	LYTVA_01718, LYTVA_29781	NEMVE25111
OG0003212	LYTVA_21928	NEMVE08610
OG0003214	LYTVA_25327, LYTVA_22874	NEMVE19887
OG0003215	LYTVA_05541	NEMVE05074
OG0003217	LYTVA_00325	NEMVE25774
OG0003218	LYTVA_24470, LYTVA_25657	NEMVE06170
OG0003219	LYTVA_03705	NEMVE24114
OG0003220	LYTVA_16356	NEMVE23346, NEMVE12080
OG0003221	LYTVA_24463	NEMVE13322
OG0003223	LYTVA_01295	NEMVE13687
OG0003224	LYTVA_06526	NEMVE07475
OG0003225	LYTVA_27283	NEMVE14015
OG0003226	LYTVA_06660	NEMVE20833, NEMVE10372, NEMVE19663
OG0003227	LYTVA_27439	NEMVE21244
OG0003228	LYTVA_12062	NEMVE06914
OG0003230	LYTVA_17038	NEMVE21692
OG0003231	LYTVA_10960	NEMVE13764
OG0003234	LYTVA_21485	NEMVE03676
OG0003235	LYTVA_21510	NEMVE11954, NEMVE22173
OG0003239	LYTVA_22224, LYTVA_02164	NEMVE13113
OG0003251	LYTVA_05050	NEMVE01548
OG0003252	LYTVA_06155, LYTVA_01361, LYTVA_18274	NEMVE13979
OG0003254	LYTVA_09955, LYTVA_19250	NEMVE05092
OG0003257	LYTVA_21941	NEMVE13838
OG0003258	LYTVA_15192	NEMVE07151
OG0003260	LYTVA_17207, LYTVA_00231	NEMVE15106
OG0003261	LYTVA_29093	NEMVE25094
OG0003262	LYTVA_15602	NEMVE01475
OG0003265	LYTVA_26361	NEMVE09756
OG0003266	LYTVA_04525	NEMVE14097
OG0003267	LYTVA_15112	NEMVE16965
OG0003268	LYTVA_05049	NEMVE11716, NEMVE22429
OG0003269	LYTVA_23633, LYTVA_11040	NEMVE24476
OG0003270	LYTVA_13699	NEMVE21786
OG0003271	LYTVA_00419, LYTVA_30159, LYTVA_30163	NEMVE16628
OG0003273	LYTVA_22153	NEMVE13710
OG0003274	LYTVA_06723, LYTVA_15432, LYTVA_16119, LYTVA_02293, LYTVA_17041, LYTVA_12157	NEMVE02609, NEMVE02509
OG0003276	LYTVA_19515	NEMVE23236
OG0003277	LYTVA_01672	NEMVE24088
OG0003278	LYTVA_30138, LYTVA_15067, LYTVA_03970, LYTVA_30141	NEMVE03405
OG0003279	LYTVA_22067	NEMVE14441
OG0003283	LYTVA_19055	NEMVE00381, NEMVE23430
OG0003284	LYTVA_07395	NEMVE16097, NEMVE21149
OG0003287	LYTVA_04035	NEMVE08529
OG0003288	LYTVA_05759	NEMVE04690, NEMVE13954
OG0003291	LYTVA_16947	NEMVE10692, NEMVE20230
OG0003293	LYTVA_23172	NEMVE04909, NEMVE20380
OG0003294	LYTVA_21015	NEMVE06441
OG0003295	LYTVA_27062	NEMVE04859
OG0003297	LYTVA_19286	NEMVE11100
OG0003298	LYTVA_06668	NEMVE04703
OG0003299	LYTVA_27409	NEMVE13192
OG0003301	LYTVA_23817	NEMVE21850, NEMVE21705
OG0003302	LYTVA_14810	NEMVE13748, NEMVE24532
OG0003303	LYTVA_24993	NEMVE22702, NEMVE04361
OG0003304	LYTVA_14305	NEMVE18141
OG0003306	LYTVA_12285	NEMVE24655
OG0003309	LYTVA_24870	NEMVE14486
OG0003311	LYTVA_19481	NEMVE17780
OG0003312	LYTVA_02182	NEMVE19774, NEMVE20883
OG0003312	LYTVA_19611, LYTVA_27013	NEMVE19875, NEMVE20841
OG0003314	LYTVA_03704	NEMVE13216
OG0003315	LYTVA_27566	NEMVE25813, NEMVE20375
OG0003316	LYTVA_10053	NEMVE07618
OG0003316	LYTVA_14152	NEMVE23898, NEMVE17189
OG0003317	LYTVA_16088	NEMVE05254
OG0003317	LYTVA_24011, LYTVA_05382	NEMVE21332
OG0003318	LYTVA_12509	NEMVE22763
OG0003319	LYTVA_03878	NEMVE11076
OG0003320	LYTVA_27746	NEMVE13147
OG0003324	LYTVA_19291	NEMVE17427
OG0003325	LYTVA_29523	NEMVE07678
OG0003326	LYTVA_27915	NEMVE23156
OG0003327	LYTVA_17271	NEMVE06800
OG0003329	LYTVA_19487	NEMVE22267
OG0003330	LYTVA_11365	NEMVE17547
OG0003331	LYTVA_27609	NEMVE24492
OG0003332	LYTVA_18115	NEMVE25694
OG0003333	LYTVA_07549, LYTVA_15167	NEMVE00058
OG0003334	LYTVA_07048, LYTVA_05755, LYTVA_06269	NEMVE03565
OG0003335	LYTVA_09092	NEMVE01928, NEMVE19241
OG0003336	LYTVA_09250	NEMVE06507
OG0003337	LYTVA_18787, LYTVA_03331, LYTVA_10706	NEMVE13578
OG0003338	LYTVA_18538	NEMVE06602
OG0003340	LYTVA_13141	NEMVE15762, NEMVE20934
OG0003341	LYTVA_16037	NEMVE01952
OG0003343	LYTVA_11177	NEMVE24170
OG0003344	LYTVA_00862	NEMVE24619
OG0003347	LYTVA_23337	NEMVE23886
OG0003348	LYTVA_06310	NEMVE23418
OG0003349	LYTVA_10341, LYTVA_20619	NEMVE14973
OG0003351	LYTVA_18815	NEMVE22733
OG0003352	LYTVA_05218	NEMVE24015
OG0003353	LYTVA_01424	NEMVE06482
OG0003354	LYTVA_25191, LYTVA_01307	NEMVE14304
OG0003355	LYTVA_27910	NEMVE08592
OG0003356	LYTVA_06879	NEMVE06309
OG0003358	LYTVA_12289	NEMVE23739
OG0003359	LYTVA_06032	NEMVE13744
OG0003360	LYTVA_13266, LYTVA_19199	NEMVE20499
OG0003361	LYTVA_03232, LYTVA_03231	NEMVE14739
OG0003362	LYTVA_05394	NEMVE00976
OG0003364	LYTVA_03516, LYTVA_25779	NEMVE01971
OG0003365	LYTVA_23475	NEMVE23416
OG0003366	LYTVA_15074	NEMVE21908
OG0003368	LYTVA_18642	NEMVE21767, NEMVE00061
OG0003369	LYTVA_14942	NEMVE09534, NEMVE11386
OG0003370	LYTVA_24757	NEMVE19237
OG0003371	LYTVA_20522	NEMVE21515, NEMVE20478
OG0003372	LYTVA_14495, LYTVA_14497	NEMVE24037, NEMVE01226
OG0003373	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970	NEMVE24072
OG0003374	LYTVA_08104	NEMVE13211
OG0003375	LYTVA_28328, LYTVA_27365	NEMVE19185
OG0003376	LYTVA_05006, LYTVA_26307	NEMVE16260, NEMVE11402, NEMVE11401
OG0003377	LYTVA_19125	NEMVE15318
OG0003378	LYTVA_13045	NEMVE16798
OG0003379	LYTVA_06980	NEMVE20545, NEMVE16052
OG0003380	LYTVA_05440	NEMVE22683
OG0003381	LYTVA_07008, LYTVA_17658	NEMVE14322
OG0003382	LYTVA_00823	NEMVE15638
OG0003383	LYTVA_14856	NEMVE23495
OG0003384	LYTVA_07291, LYTVA_28006	NEMVE00423
OG0003385	LYTVA_13084	NEMVE24878
OG0003386	LYTVA_26042	NEMVE24105
OG0003387	LYTVA_04937, LYTVA_25432, LYTVA_25430	NEMVE13639
OG0003388	LYTVA_28705	NEMVE08840, NEMVE15438
OG0003391	LYTVA_14803, LYTVA_04532	NEMVE17395
OG0003392	LYTVA_24826	NEMVE09110
OG0003393	LYTVA_20136	NEMVE10476, NEMVE13045, NEMVE23905
OG0003394	LYTVA_20704	NEMVE16445
OG0003394	LYTVA_21899, LYTVA_28322	NEMVE19024, NEMVE02998
OG0003396	LYTVA_17916	NEMVE24075
OG0003419	LYTVA_11665	NEMVE08218
OG0003420	LYTVA_04070	NEMVE19645
OG0003422	LYTVA_16836, LYTVA_20308	NEMVE07883, NEMVE20521, NEMVE01482
OG0003424	LYTVA_05782	NEMVE16825
OG0003425	LYTVA_04392	NEMVE02069
OG0003426	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520	NEMVE04788
OG0003428	LYTVA_15286	NEMVE22338
OG0003429	LYTVA_20604, LYTVA_26105	NEMVE22490
OG0003431	LYTVA_13731	NEMVE04794
OG0003432	LYTVA_26428	NEMVE13929
OG0003433	LYTVA_27210	NEMVE22730
OG0003434	LYTVA_01169	NEMVE19996, NEMVE14429
OG0003435	LYTVA_08543	NEMVE13652
OG0003438	LYTVA_23556, LYTVA_12357	NEMVE17966
OG0003439	LYTVA_23528	NEMVE25599
OG0003440	LYTVA_15023	NEMVE09605
OG0003441	LYTVA_19056	NEMVE08561, NEMVE06221
OG0003442	LYTVA_15608	NEMVE13895
OG0003443	LYTVA_22146	NEMVE23998
OG0003444	LYTVA_19198	NEMVE04612
OG0003445	LYTVA_29001	NEMVE08389, NEMVE01424
OG0003446	LYTVA_07405, LYTVA_13313, LYTVA_02752, LYTVA_17713, LYTVA_01594, LYTVA_11584, LYTVA_07872, LYTVA_20234, LYTVA_21186, LYTVA_08126, LYTVA_14832, LYTVA_13601, LYTVA_25816, LYTVA_02158, LYTVA_04814, LYTVA_13602	NEMVE19684
OG0003447	LYTVA_21925	NEMVE24666
OG0003449	LYTVA_25271	NEMVE09976, NEMVE11728, NEMVE00441
OG0003450	LYTVA_13056, LYTVA_24553	NEMVE23497
OG0003451	LYTVA_22097	NEMVE07235
OG0003452	LYTVA_28007	NEMVE21083, NEMVE23965
OG0003454	LYTVA_02948	NEMVE14065
OG0003455	LYTVA_25388, LYTVA_24850	NEMVE24559, NEMVE20985
OG0003457	LYTVA_20572, LYTVA_14447	NEMVE18245
OG0003458	LYTVA_03618	NEMVE04918
OG0003459	LYTVA_10994	NEMVE06913, NEMVE20106
OG0003461	LYTVA_14255	NEMVE23166
OG0003462	LYTVA_28602, LYTVA_22633, LYTVA_03993	NEMVE15109
OG0003463	LYTVA_30127	NEMVE08123
OG0003464	LYTVA_06647	NEMVE21995, NEMVE25422
OG0003465	LYTVA_23986, LYTVA_07116	NEMVE00981
OG0003466	LYTVA_16471, LYTVA_29464	NEMVE19302
OG0003467	LYTVA_21585	NEMVE11976
OG0003468	LYTVA_20724	NEMVE01447, NEMVE21354
OG0003469	LYTVA_13186	NEMVE23482
OG0003470	LYTVA_19648	NEMVE08394
OG0003471	LYTVA_12384	NEMVE13566
OG0003473	LYTVA_07208	NEMVE02684, NEMVE05125
OG0003474	LYTVA_16739	NEMVE00065
OG0003475	LYTVA_22320	NEMVE00257
OG0003477	LYTVA_09865	NEMVE15677, NEMVE14421
OG0003478	LYTVA_27751	NEMVE14744
OG0003480	LYTVA_03416	NEMVE09026
OG0003483	LYTVA_09501	NEMVE22468
OG0003484	LYTVA_02918	NEMVE21744
OG0003486	LYTVA_21614	NEMVE08417, NEMVE11925
OG0003487	LYTVA_22813	NEMVE22483
OG0003488	LYTVA_26066	NEMVE05426
OG0003489	LYTVA_07007	NEMVE05755
OG0003490	LYTVA_01641	NEMVE07514
OG0003491	LYTVA_18975	NEMVE14708
OG0003492	LYTVA_17125	NEMVE06260
OG0003493	LYTVA_03266	NEMVE15798
OG0003494	LYTVA_09073, LYTVA_09067, LYTVA_09066, LYTVA_26698, LYTVA_23228, LYTVA_28509, LYTVA_18397	NEMVE24469, NEMVE16855, NEMVE24438
OG0003496	LYTVA_15612	NEMVE24665, NEMVE12137, NEMVE00055
OG0003497	LYTVA_24897	NEMVE01002
OG0003498	LYTVA_06432	NEMVE10613, NEMVE20419
OG0003499	LYTVA_10932	NEMVE25845
OG0003500	LYTVA_25392	NEMVE05089, NEMVE12196
OG0003501	LYTVA_00202	NEMVE13383
OG0003502	LYTVA_01228, LYTVA_20788	NEMVE06419
OG0003503	LYTVA_13641	NEMVE14218, NEMVE14261
OG0003505	LYTVA_28433	NEMVE05913
OG0003506	LYTVA_23421	NEMVE25216
OG0003507	LYTVA_06440	NEMVE06192
OG0003508	LYTVA_19543	NEMVE10416
OG0003509	LYTVA_02422	NEMVE10409
OG0003510	LYTVA_23412	NEMVE10643
OG0003511	LYTVA_08783	NEMVE22014, NEMVE01517
OG0003512	LYTVA_25060, LYTVA_26135, LYTVA_26133, LYTVA_14562	NEMVE20614, NEMVE08803, NEMVE19792
OG0003513	LYTVA_21954, LYTVA_16304	NEMVE14528
OG0003515	LYTVA_04862	NEMVE07802
OG0003516	LYTVA_26603, LYTVA_25611	NEMVE22943, NEMVE13148
OG0003517	LYTVA_09370	NEMVE22199
OG0003518	LYTVA_18666	NEMVE07929
OG0003519	LYTVA_19352	NEMVE22344
OG0003520	LYTVA_04131, LYTVA_12643	NEMVE01051
OG0003522	LYTVA_09959	NEMVE24059
OG0003522	LYTVA_30110	NEMVE16819
OG0003523	LYTVA_11260	NEMVE07334
OG0003524	LYTVA_24165	NEMVE20753, NEMVE23630
OG0003527	LYTVA_03857	NEMVE02209
OG0003528	LYTVA_25429, LYTVA_25427	NEMVE12358, NEMVE13793
OG0003529	LYTVA_00111, LYTVA_23188, LYTVA_24750	NEMVE22936
OG0003531	LYTVA_03603	NEMVE23009
OG0003532	LYTVA_14462	NEMVE01942
OG0003533	LYTVA_23225	NEMVE21770
OG0003534	LYTVA_18805	NEMVE01935, NEMVE05102, NEMVE01995
OG0003535	LYTVA_10298	NEMVE18138, NEMVE18330
OG0003536	LYTVA_11600	NEMVE23719
OG0003537	LYTVA_07265	NEMVE15401
OG0003538	LYTVA_28211	NEMVE24834
OG0003539	LYTVA_02480	NEMVE14225
OG0003540	LYTVA_22461	NEMVE25772
OG0003541	LYTVA_21300	NEMVE05768
OG0003542	LYTVA_27005, LYTVA_14809, LYTVA_14807, LYTVA_08819, LYTVA_03196, LYTVA_07486	NEMVE05244
OG0003543	LYTVA_04479	NEMVE21904
OG0003544	LYTVA_29003, LYTVA_27728	NEMVE21778
OG0003545	LYTVA_26703	NEMVE09118
OG0003546	LYTVA_09882	NEMVE00903
OG0003547	LYTVA_02953	NEMVE21707
OG0003548	LYTVA_19416	NEMVE24045
OG0003549	LYTVA_16587, LYTVA_02536	NEMVE22192
OG0003550	LYTVA_30065	NEMVE14633
OG0003552	LYTVA_11397	NEMVE13583
OG0003554	LYTVA_26313	NEMVE05007
OG0003555	LYTVA_22182	NEMVE10803
OG0003557	LYTVA_29355	NEMVE12283
OG0003558	LYTVA_28864	NEMVE23552
OG0003560	LYTVA_05811	NEMVE06594
OG0003562	LYTVA_15863	NEMVE13820
OG0003563	LYTVA_28497	NEMVE09047
OG0003565	LYTVA_17701, LYTVA_23177, LYTVA_15392	NEMVE24799
OG0003566	LYTVA_12411	NEMVE24534
OG0003567	LYTVA_13855	NEMVE14039
OG0003568	LYTVA_25025	NEMVE23185
OG0003570	LYTVA_16300	NEMVE24756
OG0003571	LYTVA_08422	NEMVE07104, NEMVE21760
OG0003573	LYTVA_12228	NEMVE15669
OG0003577	LYTVA_24980	NEMVE01484
OG0003578	LYTVA_14123	NEMVE14882, NEMVE12325
OG0003579	LYTVA_21586, LYTVA_25548	NEMVE14468
OG0003581	LYTVA_25521	NEMVE02408
OG0003598	LYTVA_20119	NEMVE09849
OG0003599	LYTVA_25495, LYTVA_28141	NEMVE00164
OG0003601	LYTVA_07545	NEMVE01801
OG0003603	LYTVA_20098	NEMVE13720
OG0003604	LYTVA_20248	NEMVE14417
OG0003606	LYTVA_24368	NEMVE07584
OG0003607	LYTVA_04001	NEMVE12941, NEMVE12994
OG0003608	LYTVA_23118, LYTVA_24760	NEMVE05516, NEMVE19157
OG0003610	LYTVA_07203, LYTVA_24955	NEMVE07493, NEMVE14129
OG0003611	LYTVA_25213	NEMVE07655, NEMVE15407
OG0003612	LYTVA_13319	NEMVE22973
OG0003613	LYTVA_26048, LYTVA_10701	NEMVE08287
OG0003615	LYTVA_26591	NEMVE03122
OG0003617	LYTVA_11705, LYTVA_08952, LYTVA_11704	NEMVE04879
OG0003618	LYTVA_08987	NEMVE14538
OG0003619	LYTVA_29115, LYTVA_05151	NEMVE25213
OG0003620	LYTVA_14583	NEMVE14400
OG0003621	LYTVA_14368	NEMVE24715
OG0003622	LYTVA_12050	NEMVE09372
OG0003626	LYTVA_13770	NEMVE00939, NEMVE20827
OG0003626	LYTVA_29415	NEMVE11761
OG0003629	LYTVA_00401	NEMVE13677
OG0003630	LYTVA_11059, LYTVA_22109	NEMVE01474
OG0003631	LYTVA_17311	NEMVE08973, NEMVE18120, NEMVE20518, NEMVE20475
OG0003632	LYTVA_06045	NEMVE09812
OG0003633	LYTVA_08775, LYTVA_18589	NEMVE24448
OG0003634	LYTVA_02509	NEMVE17799
OG0003635	LYTVA_06198	NEMVE14571
OG0003635	LYTVA_24849	NEMVE17691
OG0003636	LYTVA_13934, LYTVA_04868	NEMVE10467
OG0003637	LYTVA_06565	NEMVE15724, NEMVE18241
OG0003637	LYTVA_11024, LYTVA_15072	NEMVE05774
OG0003638	LYTVA_26670	NEMVE14258
OG0003639	LYTVA_10457	NEMVE05431
OG0003640	LYTVA_28983	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097
OG0003641	LYTVA_11566	NEMVE25925, NEMVE21020
OG0003642	LYTVA_18053	NEMVE13366
OG0003643	LYTVA_23976, LYTVA_22914	NEMVE21963
OG0003644	LYTVA_19920	NEMVE14219, NEMVE19898
OG0003645	LYTVA_01752	NEMVE06456, NEMVE06446
OG0003646	LYTVA_05796	NEMVE06017
OG0003647	LYTVA_17942	NEMVE18107
OG0003648	LYTVA_17027	NEMVE10380
OG0003649	LYTVA_12300, LYTVA_23539	NEMVE10970
OG0003650	LYTVA_04212, LYTVA_28562, LYTVA_28561	NEMVE01779
OG0003651	LYTVA_17096	NEMVE07230
OG0003652	LYTVA_28066	NEMVE14170
OG0003655	LYTVA_23764	NEMVE21782
OG0003656	LYTVA_05217	NEMVE23361
OG0003658	LYTVA_02606	NEMVE14339
OG0003661	LYTVA_05212	NEMVE00922
OG0003662	LYTVA_07996	NEMVE08035
OG0003664	LYTVA_05022	NEMVE07963
OG0003665	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792	NEMVE22002, NEMVE13012, NEMVE21940
OG0003667	LYTVA_08344	NEMVE05425
OG0003668	LYTVA_23185	NEMVE14297
OG0003669	LYTVA_20979, LYTVA_00369	NEMVE07090
OG0003670	LYTVA_04322	NEMVE20471, NEMVE23703
OG0003671	LYTVA_20433	NEMVE14323
OG0003672	LYTVA_28748	NEMVE08668
OG0003674	LYTVA_16973, LYTVA_27559	NEMVE05251
OG0003675	LYTVA_28295	NEMVE14081
OG0003676	LYTVA_11057	NEMVE07553
OG0003677	LYTVA_29925	NEMVE22425
OG0003678	LYTVA_13504	NEMVE25356
OG0003680	LYTVA_20499	NEMVE13143
OG0003682	LYTVA_10459	NEMVE22975
OG0003683	LYTVA_14128	NEMVE25273
OG0003684	LYTVA_15283	NEMVE10127
OG0003684	LYTVA_06200, LYTVA_08637, LYTVA_01162	NEMVE10124
OG0003685	LYTVA_22072	NEMVE07449
OG0003686	LYTVA_11888, LYTVA_24636	NEMVE09181
OG0003690	LYTVA_15125	NEMVE15068
OG0003691	LYTVA_02127, LYTVA_21295	NEMVE21817
OG0003692	LYTVA_16704	NEMVE20806, NEMVE11090
OG0003693	LYTVA_10292	NEMVE09308
OG0003694	LYTVA_21490	NEMVE22408
OG0003695	LYTVA_08219	NEMVE01731
OG0003696	LYTVA_10724	NEMVE11320
OG0003697	LYTVA_24825	NEMVE17845
OG0003698	LYTVA_00449, LYTVA_00450	NEMVE22878
OG0003699	LYTVA_20622, LYTVA_20603	NEMVE16490
OG0003700	LYTVA_05846	NEMVE05136, NEMVE03153
OG0003701	LYTVA_00297, LYTVA_00298	NEMVE05754
OG0003703	LYTVA_15204, LYTVA_25249	NEMVE24764
OG0003704	LYTVA_22078	NEMVE24279
OG0003705	LYTVA_23338	NEMVE23677
OG0003706	LYTVA_04360	NEMVE16662
OG0003707	LYTVA_00064	NEMVE04617
OG0003708	LYTVA_24117, LYTVA_25700	NEMVE07588
OG0003709	LYTVA_22117	NEMVE18151
OG0003710	LYTVA_01367	NEMVE22261
OG0003711	LYTVA_04221	NEMVE13813, NEMVE21206
OG0003712	LYTVA_13639, LYTVA_13640	NEMVE13197
OG0003715	LYTVA_10003	NEMVE16285
OG0003716	LYTVA_00505	NEMVE13656
OG0003717	LYTVA_24800	NEMVE06991
OG0003718	LYTVA_22052	NEMVE22937
OG0003719	LYTVA_16501	NEMVE08960
OG0003722	LYTVA_09208, LYTVA_00262	NEMVE01466, NEMVE20465
OG0003724	LYTVA_28771	NEMVE13663, NEMVE17013, NEMVE22380
OG0003725	LYTVA_16331	NEMVE14781
OG0003728	LYTVA_22235, LYTVA_05584	NEMVE23247
OG0003729	LYTVA_20503	NEMVE25381
OG0003730	LYTVA_17088	NEMVE15317, NEMVE13968
OG0003731	LYTVA_05810	NEMVE23012
OG0003732	LYTVA_25663	NEMVE13725
OG0003733	LYTVA_08036	NEMVE13938
OG0003734	LYTVA_19044, LYTVA_23146	NEMVE22526
OG0003735	LYTVA_11688, LYTVA_28003	NEMVE23342
OG0003736	LYTVA_01263	NEMVE22403
OG0003737	LYTVA_04668, LYTVA_07306	NEMVE15745
OG0003738	LYTVA_24822	NEMVE24821, NEMVE25967
OG0003739	LYTVA_20011	NEMVE09958
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	NEMVE22455
OG0003741	LYTVA_00346	NEMVE00260, NEMVE22579
OG0003742	LYTVA_26372	NEMVE13350, NEMVE15271
OG0003743	LYTVA_26127, LYTVA_26126	NEMVE21709
OG0003744	LYTVA_06947	NEMVE05864
OG0003746	LYTVA_21138	NEMVE04748
OG0003747	LYTVA_13741, LYTVA_13740, LYTVA_10213	NEMVE17516
OG0003749	LYTVA_18850	NEMVE22325
OG0003750	LYTVA_02287, LYTVA_01689	NEMVE13166
OG0003751	LYTVA_13457	NEMVE03634, NEMVE10234
OG0003752	LYTVA_01820	NEMVE10007, NEMVE01099, NEMVE09376
OG0003753	LYTVA_21441	NEMVE23093
OG0003754	LYTVA_22465	NEMVE12822, NEMVE01565
OG0003757	LYTVA_09213	NEMVE25101
OG0003758	LYTVA_17109	NEMVE24097
OG0003759	LYTVA_26967	NEMVE07147
OG0003760	LYTVA_30090, LYTVA_22219	NEMVE25257
OG0003761	LYTVA_05534	NEMVE06273
OG0003762	LYTVA_17274	NEMVE13179
OG0003763	LYTVA_14715, LYTVA_14492, LYTVA_23611	NEMVE18331
OG0003764	LYTVA_17144, LYTVA_11016	NEMVE01625, NEMVE08664
OG0003766	LYTVA_05953	NEMVE12147
OG0003767	LYTVA_08194	NEMVE24136
OG0003768	LYTVA_10063, LYTVA_22080, LYTVA_22079, LYTVA_10343	NEMVE13220
OG0003769	LYTVA_18678	NEMVE25860
OG0003770	LYTVA_21288	NEMVE14300
OG0003771	LYTVA_28045	NEMVE24800
OG0003773	LYTVA_22099, LYTVA_08704	NEMVE23658
OG0003775	LYTVA_08825	NEMVE06322
OG0003777	LYTVA_21729	NEMVE13412
OG0003778	LYTVA_11821	NEMVE22626
OG0003779	LYTVA_10521	NEMVE22651
OG0003795	LYTVA_13836	NEMVE20355, NEMVE20909, NEMVE06474
OG0003798	LYTVA_21450	NEMVE14516
OG0003803	LYTVA_17645	NEMVE24989
