Orthogroup	LYTVA_ok	ASTMX
OG0003548	LYTVA_19416	ASTMX10078, ASTMX20604
OG0003549	LYTVA_16587, LYTVA_02536	ASTMX09904, ASTMX16803
OG0003550	LYTVA_30065	ASTMX12018, ASTMX00483, ASTMX08669
OG0003552	LYTVA_11397	ASTMX04006
OG0003554	LYTVA_26313	ASTMX10001, ASTMX12094
OG0003555	LYTVA_22182	ASTMX06580
OG0003557	LYTVA_29355	ASTMX07636, ASTMX17680
OG0003558	LYTVA_28864	ASTMX07075, ASTMX08200, ASTMX02922
OG0003560	LYTVA_05811	ASTMX20729
OG0003562	LYTVA_15863	ASTMX19362, ASTMX04310, ASTMX15769
OG0003563	LYTVA_28497	ASTMX07743
OG0003565	LYTVA_17701, LYTVA_23177, LYTVA_15392	ASTMX17264
OG0003566	LYTVA_12411	ASTMX09006, ASTMX21630
OG0003567	LYTVA_13855	ASTMX03625
OG0003568	LYTVA_25025	ASTMX14445
OG0003569	LYTVA_07436	ASTMX02172, ASTMX13272, ASTMX09249
OG0003570	LYTVA_16300	ASTMX18041
OG0003571	LYTVA_08422	ASTMX18396, ASTMX02624
OG0003573	LYTVA_12228	ASTMX17087
OG0003576	LYTVA_25844, LYTVA_11919	ASTMX19656, ASTMX13857
OG0003577	LYTVA_24980	ASTMX14615
OG0003578	LYTVA_14123	ASTMX15744
OG0003579	LYTVA_21586, LYTVA_25548	ASTMX18857, ASTMX05928, ASTMX10482
OG0003581	LYTVA_25521	ASTMX08220
OG0003598	LYTVA_20119	ASTMX04073, ASTMX02389
OG0003600	LYTVA_15659, LYTVA_29737	ASTMX00592
OG0003601	LYTVA_07545	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480
OG0003604	LYTVA_20248	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337
OG0003608	LYTVA_23118, LYTVA_24760	ASTMX02819
OG0003610	LYTVA_24955	ASTMX10810
OG0003611	LYTVA_25213	ASTMX14877
OG0003612	LYTVA_13319	ASTMX21729
OG0003613	LYTVA_26048, LYTVA_10701	ASTMX04050, ASTMX18610
OG0003615	LYTVA_26591	ASTMX17840, ASTMX02926, ASTMX03022
OG0003617	LYTVA_11705, LYTVA_08952, LYTVA_11704	ASTMX16719
OG0003618	LYTVA_08987	ASTMX06136
OG0003619	LYTVA_29115, LYTVA_05151	ASTMX04527
OG0003620	LYTVA_14583	ASTMX19184
OG0003621	LYTVA_14368	ASTMX03711
OG0003622	LYTVA_12050	ASTMX03803, ASTMX18660
OG0003623	LYTVA_28352	ASTMX09071
OG0003626	LYTVA_13770, LYTVA_29415	ASTMX14928
OG0003628	LYTVA_09428	ASTMX20167, ASTMX05199
OG0003629	LYTVA_00401	ASTMX11708
OG0003630	LYTVA_11059, LYTVA_22109	ASTMX04467
OG0003631	LYTVA_17311	ASTMX03889
OG0003632	LYTVA_06045	ASTMX05268, ASTMX13688, ASTMX16659
OG0003633	LYTVA_08775, LYTVA_18589	ASTMX18125
OG0003635	LYTVA_24849	ASTMX01147
OG0003636	LYTVA_13934	ASTMX14519
OG0003638	LYTVA_26670	ASTMX08095, ASTMX09482
OG0003639	LYTVA_10457	ASTMX13998
OG0003640	LYTVA_28983	ASTMX07846, ASTMX10421
OG0003642	LYTVA_18053	ASTMX13241, ASTMX14005
OG0003643	LYTVA_23976, LYTVA_22914	ASTMX06419
OG0003644	LYTVA_19920	ASTMX11204, ASTMX22672
OG0003645	LYTVA_01752	ASTMX17672
OG0003646	LYTVA_05796	ASTMX07094
OG0003647	LYTVA_17942	ASTMX03340, ASTMX07786
OG0003648	LYTVA_17027	ASTMX04819
OG0003649	LYTVA_12300, LYTVA_23539	ASTMX04920
OG0003650	LYTVA_04212, LYTVA_28562, LYTVA_28561	ASTMX05339
OG0003651	LYTVA_17096	ASTMX06708, ASTMX15249
OG0003652	LYTVA_28066	ASTMX06086, ASTMX01201
OG0003653	LYTVA_15915	ASTMX09844, ASTMX03565, ASTMX07032
OG0003654	LYTVA_07082	ASTMX18752, ASTMX06146
OG0003655	LYTVA_23764	ASTMX09913, ASTMX17372
OG0003656	LYTVA_05217	ASTMX22041, ASTMX06864
OG0003657	LYTVA_11266	ASTMX05415, ASTMX12030
OG0003658	LYTVA_02606	ASTMX01908, ASTMX21818, ASTMX20155
OG0003660	LYTVA_24357, LYTVA_24356	ASTMX02749, ASTMX13404
OG0003661	LYTVA_05212	ASTMX01047
OG0003662	LYTVA_07996	ASTMX08499, ASTMX07814, ASTMX12079
OG0003664	LYTVA_05022	ASTMX21611, ASTMX22165
OG0003664	LYTVA_15946	ASTMX22164
OG0003665	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792	ASTMX19841
OG0003666	LYTVA_14443	ASTMX16764, ASTMX03845, ASTMX03113
OG0003668	LYTVA_23185	ASTMX06218
OG0003669	LYTVA_20979, LYTVA_00369	ASTMX15273
OG0003671	LYTVA_20433	ASTMX16457, ASTMX06659, ASTMX15213
OG0003672	LYTVA_28748	ASTMX07690
OG0003675	LYTVA_28295	ASTMX07427
OG0003676	LYTVA_11057	ASTMX16755
OG0003677	LYTVA_29925	ASTMX08647, ASTMX19744, ASTMX10207
OG0003678	LYTVA_13504	ASTMX03163, ASTMX18968
OG0003680	LYTVA_20499	ASTMX05302, ASTMX19340
OG0003682	LYTVA_10459	ASTMX07505, ASTMX12895
OG0003683	LYTVA_14128	ASTMX21452
OG0003684	LYTVA_15283	ASTMX08680
OG0003685	LYTVA_22072	ASTMX07097
OG0003686	LYTVA_11888, LYTVA_24636	ASTMX06254
OG0003688	LYTVA_24642	ASTMX13333
OG0003690	LYTVA_15125	ASTMX10980, ASTMX10978
OG0003691	LYTVA_02127, LYTVA_21295	ASTMX15904
OG0003692	LYTVA_16704	ASTMX10000, ASTMX15655
OG0003693	LYTVA_10292	ASTMX14396, ASTMX02107
OG0003694	LYTVA_21490	ASTMX09722
OG0003695	LYTVA_08219	ASTMX03315, ASTMX17201, ASTMX12439
OG0003696	LYTVA_10724	ASTMX00614
OG0003697	LYTVA_24825	ASTMX06569
OG0003698	LYTVA_00449, LYTVA_00450	ASTMX02803, ASTMX17268
OG0003700	LYTVA_05846	ASTMX19240, ASTMX07852
OG0003701	LYTVA_00297, LYTVA_00298	ASTMX12710
OG0003702	LYTVA_26668	ASTMX02772, ASTMX05806
OG0003703	LYTVA_15204, LYTVA_25249	ASTMX18566, ASTMX17499
OG0003704	LYTVA_22078	ASTMX13177, ASTMX10331, ASTMX18966
OG0003705	LYTVA_23338	ASTMX08013
OG0003706	LYTVA_04360	ASTMX00898, ASTMX13803
OG0003707	LYTVA_00064	ASTMX04909
OG0003709	LYTVA_22117	ASTMX17645, ASTMX07210
OG0003710	LYTVA_01367	ASTMX20149, ASTMX06151
OG0003711	LYTVA_04221	ASTMX03560
OG0003712	LYTVA_13639, LYTVA_13640	ASTMX14325, ASTMX20985
OG0003713	LYTVA_12799, LYTVA_06866, LYTVA_18223	ASTMX03846, ASTMX03111
OG0003716	LYTVA_00505	ASTMX07172
OG0003717	LYTVA_24800	ASTMX04289, ASTMX13919
OG0003718	LYTVA_22052	ASTMX05446
OG0003719	LYTVA_16501	ASTMX21101
OG0003721	LYTVA_29839	ASTMX22043
OG0003722	LYTVA_09208, LYTVA_00262	ASTMX06501, ASTMX11182
OG0003724	LYTVA_28771	ASTMX05688
OG0003725	LYTVA_16331	ASTMX14050, ASTMX18830
OG0003726	LYTVA_26835	ASTMX20012
OG0003727	LYTVA_28311	ASTMX08742, ASTMX06766
OG0003728	LYTVA_22235, LYTVA_05584	ASTMX20243
OG0003729	LYTVA_20503	ASTMX05387
OG0003731	LYTVA_05810	ASTMX18880
OG0003732	LYTVA_20441	ASTMX00190
OG0003733	LYTVA_13502, LYTVA_08036	ASTMX05574
OG0003734	LYTVA_19044, LYTVA_23146	ASTMX11186
OG0003735	LYTVA_11688, LYTVA_28003	ASTMX02980
OG0003736	LYTVA_01263	ASTMX06261
OG0003737	LYTVA_04668, LYTVA_07306	ASTMX03311, ASTMX02075
OG0003738	LYTVA_24822	ASTMX11368, ASTMX05001, ASTMX11367
OG0003739	LYTVA_20011	ASTMX15585
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	ASTMX16206
OG0003741	LYTVA_18369	ASTMX19783
OG0003742	LYTVA_26372	ASTMX13806, ASTMX00905
OG0003743	LYTVA_26127, LYTVA_26126	ASTMX18803
OG0003744	LYTVA_06947	ASTMX08863, ASTMX05359
OG0003746	LYTVA_21138	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875
OG0003747	LYTVA_13741	ASTMX18157
OG0003747	LYTVA_10213	ASTMX18158
OG0003749	LYTVA_18850	ASTMX08310, ASTMX01524
OG0003750	LYTVA_02287, LYTVA_01689	ASTMX18029
OG0003751	LYTVA_13457	ASTMX04007
OG0003752	LYTVA_01820	ASTMX00327, ASTMX00468
OG0003753	LYTVA_21441	ASTMX14862
OG0003754	LYTVA_22465	ASTMX02185, ASTMX21230
OG0003757	LYTVA_09213	ASTMX09893
OG0003758	LYTVA_17109	ASTMX20436, ASTMX20437
OG0003759	LYTVA_26967	ASTMX21302, ASTMX08728, ASTMX08729
OG0003760	LYTVA_30090, LYTVA_22219	ASTMX21160, ASTMX20023
OG0003761	LYTVA_05534	ASTMX13246, ASTMX10082
OG0003762	LYTVA_17274	ASTMX18780, ASTMX07713, ASTMX18085
OG0003763	LYTVA_14715, LYTVA_14492, LYTVA_23611	ASTMX20292, ASTMX20453
OG0003764	LYTVA_17144, LYTVA_11016	ASTMX16449
OG0003766	LYTVA_05953	ASTMX00690
OG0003767	LYTVA_08194	ASTMX00865
OG0003768	LYTVA_10063, LYTVA_22080, LYTVA_22079, LYTVA_10343	ASTMX03041
OG0003769	LYTVA_18678	ASTMX09112
OG0003770	LYTVA_21288	ASTMX04346
OG0003771	LYTVA_28045	ASTMX20761, ASTMX17664
OG0003772	LYTVA_21676	ASTMX02565
OG0003773	LYTVA_22099, LYTVA_08704	ASTMX19481, ASTMX13827
OG0003777	LYTVA_21729	ASTMX15587, ASTMX19161, ASTMX01444, ASTMX00836, ASTMX16256
OG0003778	LYTVA_11821	ASTMX10296, ASTMX01093
OG0003779	LYTVA_10521	ASTMX20791
OG0003795	LYTVA_13836	ASTMX22459, ASTMX04043
OG0003798	LYTVA_21450	ASTMX00649, ASTMX05334
OG0003803	LYTVA_17645	ASTMX15080, ASTMX04008
OG0003806	LYTVA_30001	ASTMX21196
OG0003807	LYTVA_29933	ASTMX03640
OG0003808	LYTVA_19229	ASTMX12243
OG0003809	LYTVA_25226	ASTMX20443, ASTMX12115
OG0003810	LYTVA_17312, LYTVA_08092	ASTMX00551, ASTMX07541, ASTMX08005
OG0003811	LYTVA_01732	ASTMX11112
OG0003813	LYTVA_00532	ASTMX06952, ASTMX11991
OG0003816	LYTVA_21793, LYTVA_08508	ASTMX10485, ASTMX10948
OG0003817	LYTVA_02558	ASTMX18647
OG0003818	LYTVA_09712	ASTMX08224
OG0003820	LYTVA_01468, LYTVA_10818, LYTVA_04218	ASTMX09663
OG0003821	LYTVA_01898	ASTMX15916, ASTMX00789
OG0003823	LYTVA_28299	ASTMX14106
OG0003824	LYTVA_20107, LYTVA_06706	ASTMX15652
OG0003825	LYTVA_25095, LYTVA_25100	ASTMX23005, ASTMX15234, ASTMX01205
OG0003826	LYTVA_13850	ASTMX13299
OG0003827	LYTVA_03265	ASTMX08906, ASTMX01691
OG0003828	LYTVA_13423	ASTMX09777
OG0003829	LYTVA_18420	ASTMX16879
OG0003830	LYTVA_12482, LYTVA_28846	ASTMX09924, ASTMX15222
OG0003831	LYTVA_24443	ASTMX01621
OG0003832	LYTVA_05086	ASTMX16229, ASTMX15146, ASTMX00997
OG0003833	LYTVA_27868, LYTVA_23190	ASTMX08170
OG0003834	LYTVA_28662	ASTMX13103, ASTMX02832, ASTMX21677
OG0003836	LYTVA_24859	ASTMX03922
OG0003837	LYTVA_29929	ASTMX22200
OG0003838	LYTVA_17094	ASTMX07568, ASTMX14008
OG0003839	LYTVA_23937, LYTVA_14573	ASTMX03107
OG0003840	LYTVA_04824	ASTMX21619, ASTMX10569
OG0003841	LYTVA_09880	ASTMX15813
OG0003842	LYTVA_16877	ASTMX02010
OG0003844	LYTVA_23802	ASTMX18569
OG0003845	LYTVA_09006	ASTMX21005
OG0003848	LYTVA_12543	ASTMX03313, ASTMX06535, ASTMX02072
OG0003849	LYTVA_16505	ASTMX06220, ASTMX00255, ASTMX13365
OG0003850	LYTVA_06404	ASTMX17827
OG0003851	LYTVA_26448	ASTMX05745, ASTMX14120
OG0003852	LYTVA_02920	ASTMX13641
OG0003853	LYTVA_09397	ASTMX06603
OG0003855	LYTVA_19474	ASTMX18348
OG0003856	LYTVA_25797	ASTMX11397
OG0003857	LYTVA_25796	ASTMX17813
OG0003858	LYTVA_01327, LYTVA_27055	ASTMX02510
OG0003859	LYTVA_21927	ASTMX19127
OG0003861	LYTVA_09141	ASTMX18934
OG0003862	LYTVA_00702	ASTMX05392
OG0003863	LYTVA_25098	ASTMX05791, ASTMX12495
OG0003864	LYTVA_16744	ASTMX07056
OG0003865	LYTVA_06719, LYTVA_29186	ASTMX14765, ASTMX05719
OG0003866	LYTVA_29703	ASTMX09589
OG0003867	LYTVA_19438	ASTMX14392
OG0003868	LYTVA_16042	ASTMX14524, ASTMX02829
OG0003869	LYTVA_12197	ASTMX17801
OG0003870	LYTVA_09623, LYTVA_02604	ASTMX22404
OG0003873	LYTVA_12402	ASTMX18658
OG0003876	LYTVA_08885	ASTMX14613
OG0003877	LYTVA_07189, LYTVA_05818	ASTMX18203
OG0003878	LYTVA_06775, LYTVA_04340	ASTMX03060, ASTMX08366, ASTMX15924
OG0003881	LYTVA_02265	ASTMX17611
OG0003882	LYTVA_18048	ASTMX10267
OG0003883	LYTVA_29680	ASTMX18101, ASTMX04876, ASTMX10075
OG0003884	LYTVA_04955	ASTMX15152, ASTMX03561
OG0003885	LYTVA_22856	ASTMX08439, ASTMX12624
OG0003886	LYTVA_00295	ASTMX18295
OG0003887	LYTVA_04461	ASTMX22919
OG0003888	LYTVA_27229, LYTVA_07798	ASTMX04862
OG0003890	LYTVA_19129, LYTVA_23306	ASTMX10320, ASTMX10321, ASTMX21516
OG0003892	LYTVA_28820	ASTMX02017
OG0003893	LYTVA_09128	ASTMX12940
OG0003894	LYTVA_30206	ASTMX11183
OG0003895	LYTVA_16370	ASTMX16407
OG0003897	LYTVA_01009, LYTVA_18263	ASTMX15050
OG0003898	LYTVA_08754	ASTMX22794, ASTMX14906
OG0003899	LYTVA_01604	ASTMX15271
OG0003900	LYTVA_00171, LYTVA_09089	ASTMX18534
OG0003901	LYTVA_25425, LYTVA_13674	ASTMX03818
OG0003903	LYTVA_02798, LYTVA_02947, LYTVA_14426	ASTMX01642
OG0003904	LYTVA_08407	ASTMX18259
OG0003906	LYTVA_00896	ASTMX18624
OG0003908	LYTVA_01565	ASTMX14918
OG0003908	LYTVA_23240	ASTMX10495
OG0003909	LYTVA_04292	ASTMX16582
OG0003910	LYTVA_15956	ASTMX12237
OG0003911	LYTVA_13769	ASTMX11470
OG0003912	LYTVA_20384	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952	ASTMX04669
OG0003915	LYTVA_03286, LYTVA_20325	ASTMX09566, ASTMX08815
OG0003917	LYTVA_26563, LYTVA_13069	ASTMX18206
OG0003918	LYTVA_03867	ASTMX12177, ASTMX18541, ASTMX19758
OG0003919	LYTVA_25024	ASTMX12796
OG0003920	LYTVA_03736	ASTMX20009
OG0003921	LYTVA_29296	ASTMX11734
OG0003923	LYTVA_19351	ASTMX17099
OG0003925	LYTVA_23157	ASTMX08709, ASTMX20939
OG0003926	LYTVA_00309	ASTMX05523, ASTMX21916
OG0003927	LYTVA_09499, LYTVA_12096	ASTMX19425
OG0003930	LYTVA_25579, LYTVA_23488	ASTMX19444
OG0003931	LYTVA_22630	ASTMX07722, ASTMX17814
OG0003932	LYTVA_00352, LYTVA_14590	ASTMX07563
OG0003933	LYTVA_22915	ASTMX00968, ASTMX16168
OG0003935	LYTVA_23260	ASTMX04582
OG0003936	LYTVA_03319	ASTMX10900
OG0003937	LYTVA_23787	ASTMX12589, ASTMX18037, ASTMX05114
OG0003939	LYTVA_03990, LYTVA_08883	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003940	LYTVA_05716, LYTVA_21871	ASTMX18138
OG0003942	LYTVA_19868, LYTVA_04089	ASTMX09921
OG0003943	LYTVA_15855, LYTVA_00687	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384
OG0003945	LYTVA_00843	ASTMX02597, ASTMX09466
OG0003946	LYTVA_00597	ASTMX13157, ASTMX19007
OG0003947	LYTVA_21166	ASTMX14801, ASTMX09966
OG0003948	LYTVA_00599	ASTMX05108
OG0003949	LYTVA_06512, LYTVA_01213	ASTMX18736
OG0003950	LYTVA_22866	ASTMX01715, ASTMX21177
OG0003953	LYTVA_25899	ASTMX18008, ASTMX14755
OG0003954	LYTVA_08587	ASTMX01818, ASTMX14108
OG0003956	LYTVA_03157, LYTVA_03160	ASTMX02372
OG0003957	LYTVA_04850	ASTMX12337, ASTMX20420
OG0003958	LYTVA_10240	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284
OG0003961	LYTVA_18404	ASTMX03170
OG0003962	LYTVA_27585	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092
OG0003966	LYTVA_08371	ASTMX07292
OG0003967	LYTVA_21341	ASTMX20908
OG0003968	LYTVA_18737	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142
OG0003970	LYTVA_27881	ASTMX20409
OG0003971	LYTVA_12905	ASTMX13704
OG0003972	LYTVA_26756	ASTMX06345
OG0003973	LYTVA_08780	ASTMX20732, ASTMX00524
OG0003997	LYTVA_01733, LYTVA_15918	ASTMX19928
OG0003998	LYTVA_04462	ASTMX11579
OG0003999	LYTVA_02706	ASTMX08675
OG0004000	LYTVA_13016	ASTMX20946, ASTMX22466
OG0004002	LYTVA_14687	ASTMX02497
OG0004004	LYTVA_12647	ASTMX03905, ASTMX06247
OG0004007	LYTVA_16332	ASTMX12778, ASTMX11189
OG0004009	LYTVA_27360	ASTMX13881, ASTMX02524
OG0004010	LYTVA_14826	ASTMX10560
OG0004011	LYTVA_07133	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986
OG0004012	LYTVA_26169	ASTMX09322
OG0004014	LYTVA_26908, LYTVA_29701	ASTMX14768
OG0004015	LYTVA_14499	ASTMX06018
OG0004016	LYTVA_04982	ASTMX17626
OG0004017	LYTVA_26976	ASTMX17823
OG0004018	LYTVA_07907	ASTMX08144
OG0004019	LYTVA_11599, LYTVA_11549	ASTMX14129
OG0004020	LYTVA_26573, LYTVA_14344	ASTMX06319
OG0004021	LYTVA_07062, LYTVA_20594	ASTMX13298
OG0004022	LYTVA_29080, LYTVA_06465	ASTMX22526, ASTMX22527
OG0004023	LYTVA_16983	ASTMX00207
OG0004024	LYTVA_08882, LYTVA_09171	ASTMX09124
OG0004025	LYTVA_06115	ASTMX08612
OG0004028	LYTVA_25968	ASTMX12118
OG0004029	LYTVA_07988, LYTVA_23850	ASTMX18232
OG0004031	LYTVA_19098	ASTMX18843, ASTMX17691
OG0004035	LYTVA_24098	ASTMX14250
OG0004036	LYTVA_28065	ASTMX09328, ASTMX07011, ASTMX21036
OG0004037	LYTVA_20546	ASTMX08758
OG0004038	LYTVA_30220	ASTMX17922
OG0004039	LYTVA_09633, LYTVA_14370	ASTMX18412
OG0004040	LYTVA_21043	ASTMX21760, ASTMX21762, ASTMX21761
OG0004041	LYTVA_30034, LYTVA_16536	ASTMX18634
OG0004042	LYTVA_08337	ASTMX03581
OG0004043	LYTVA_08636	ASTMX11048
OG0004044	LYTVA_04278	ASTMX16753, ASTMX06545
OG0004045	LYTVA_00602	ASTMX17396
OG0004047	LYTVA_22628	ASTMX17932
OG0004048	LYTVA_16472	ASTMX09318, ASTMX01185
OG0004049	LYTVA_15049, LYTVA_25674	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380
OG0004052	LYTVA_04921	ASTMX04949
OG0004053	LYTVA_05254	ASTMX01877
OG0004055	LYTVA_23038	ASTMX13414
OG0004057	LYTVA_23851, LYTVA_02242	ASTMX03071
OG0004058	LYTVA_03959	ASTMX16580
OG0004059	LYTVA_13931	ASTMX13060
OG0004060	LYTVA_13733	ASTMX14465
OG0004061	LYTVA_04703, LYTVA_20063	ASTMX13867
OG0004062	LYTVA_10442	ASTMX04650, ASTMX06591, ASTMX14820, ASTMX00305
OG0004063	LYTVA_25472	ASTMX13281
OG0004064	LYTVA_00970	ASTMX15012, ASTMX15188
OG0004065	LYTVA_23835, LYTVA_06332	ASTMX04796
OG0004066	LYTVA_14514	ASTMX11405
OG0004067	LYTVA_14146	ASTMX11484
OG0004068	LYTVA_11542	ASTMX02692
OG0004069	LYTVA_15685	ASTMX14586
OG0004070	LYTVA_08824	ASTMX22191
OG0004071	LYTVA_15303	ASTMX15749
OG0004072	LYTVA_02954	ASTMX10447
OG0004073	LYTVA_02075, LYTVA_02074	ASTMX21769, ASTMX21216, ASTMX09434
OG0004074	LYTVA_08586	ASTMX01938
OG0004076	LYTVA_03921	ASTMX04315
OG0004077	LYTVA_26904	ASTMX13699, ASTMX16009
OG0004078	LYTVA_09313	ASTMX20669
OG0004079	LYTVA_06671	ASTMX14875
OG0004080	LYTVA_29208	ASTMX05403, ASTMX19661
OG0004081	LYTVA_02736	ASTMX22659, ASTMX16927
OG0004082	LYTVA_06311, LYTVA_06309	ASTMX18322
OG0004083	LYTVA_21834, LYTVA_13777	ASTMX04555
OG0004084	LYTVA_18649	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	LYTVA_08513, LYTVA_28587	ASTMX19501
OG0004087	LYTVA_06772	ASTMX10679, ASTMX12061
OG0004088	LYTVA_28769, LYTVA_03836	ASTMX08848, ASTMX05956
OG0004089	LYTVA_20890, LYTVA_05104	ASTMX22983
OG0004090	LYTVA_01996	ASTMX00983, ASTMX04761
OG0004091	LYTVA_09473	ASTMX08610
OG0004092	LYTVA_11252, LYTVA_08054	ASTMX02665, ASTMX15369
OG0004093	LYTVA_18796	ASTMX15171
OG0004094	LYTVA_15767, LYTVA_15263	ASTMX11202, ASTMX15659
OG0004095	LYTVA_27647	ASTMX02227
OG0004096	LYTVA_24655	ASTMX11756, ASTMX12440
OG0004097	LYTVA_03615	ASTMX10694
OG0004098	LYTVA_17957	ASTMX10587, ASTMX05486
OG0004099	LYTVA_16532	ASTMX10113, ASTMX01415
OG0004100	LYTVA_05542, LYTVA_05543	ASTMX07137, ASTMX02215
OG0004101	LYTVA_16379	ASTMX02879
OG0004102	LYTVA_22604	ASTMX01503
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	ASTMX19598
OG0004104	LYTVA_23183	ASTMX14588, ASTMX02857, ASTMX18263
OG0004106	LYTVA_16270, LYTVA_17077	ASTMX00722, ASTMX04813, ASTMX00723
OG0004110	LYTVA_17391	ASTMX19810, ASTMX07616
OG0004112	LYTVA_05426	ASTMX14225
OG0004114	LYTVA_09095	ASTMX09744
OG0004115	LYTVA_26409	ASTMX13900
OG0004116	LYTVA_11277, LYTVA_16339	ASTMX12803
OG0004117	LYTVA_06474	ASTMX18757
OG0004119	LYTVA_18575	ASTMX07078
OG0004121	LYTVA_26411	ASTMX05251, ASTMX12771, ASTMX15858
OG0004122	LYTVA_11268, LYTVA_00469	ASTMX14333, ASTMX15081
OG0004123	LYTVA_16672	ASTMX10854
OG0004124	LYTVA_03931	ASTMX06394, ASTMX08682
OG0004125	LYTVA_08831	ASTMX07853
OG0004126	LYTVA_05206	ASTMX20128, ASTMX16183
OG0004127	LYTVA_25845, LYTVA_00859	ASTMX22216
OG0004128	LYTVA_05290, LYTVA_03315, LYTVA_03965	ASTMX00947, ASTMX03225
OG0004129	LYTVA_03964	ASTMX00603
OG0004130	LYTVA_10134	ASTMX10123
OG0004132	LYTVA_24598	ASTMX06519, ASTMX02656
OG0004133	LYTVA_18548	ASTMX17631, ASTMX21212
OG0004134	LYTVA_23721	ASTMX11642
OG0004135	LYTVA_30000	ASTMX04961, ASTMX01421, ASTMX16396
OG0004136	LYTVA_15507	ASTMX21158
OG0004137	LYTVA_06807	ASTMX11266
OG0004139	LYTVA_12489	ASTMX10583, ASTMX16679, ASTMX02920
OG0004140	LYTVA_23705	ASTMX22423
OG0004141	LYTVA_11419	ASTMX19067
OG0004142	LYTVA_07168	ASTMX02145
OG0004143	LYTVA_00742, LYTVA_25759	ASTMX08959, ASTMX02134, ASTMX12412
OG0004145	LYTVA_14753	ASTMX13544, ASTMX09506, ASTMX01256
OG0004146	LYTVA_19042	ASTMX19018
OG0004147	LYTVA_08242	ASTMX17723, ASTMX11442
OG0004148	LYTVA_28754	ASTMX01455, ASTMX21880
OG0004149	LYTVA_02180	ASTMX07554, ASTMX11481
OG0004150	LYTVA_10446, LYTVA_04771	ASTMX02487
OG0004151	LYTVA_22027	ASTMX22046, ASTMX22047
OG0004153	LYTVA_24977, LYTVA_14935	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	LYTVA_21247	ASTMX07593
OG0004156	LYTVA_23102	ASTMX10877, ASTMX15457, ASTMX00963
OG0004157	LYTVA_05077	ASTMX01743, ASTMX08856
OG0004158	LYTVA_10767	ASTMX17963, ASTMX13614
OG0004161	LYTVA_23742	ASTMX05466
OG0004162	LYTVA_06423, LYTVA_27144	ASTMX04954
OG0004163	LYTVA_20307	ASTMX09262, ASTMX16594, ASTMX06280
OG0004166	LYTVA_05496	ASTMX15461
OG0004167	LYTVA_09956	ASTMX03947, ASTMX04645
OG0004168	LYTVA_10352	ASTMX13810
OG0004169	LYTVA_22122	ASTMX13212
OG0004171	LYTVA_12650, LYTVA_12649, LYTVA_07825	ASTMX04439
OG0004172	LYTVA_26615, LYTVA_09161, LYTVA_01569, LYTVA_28749, LYTVA_12991	ASTMX00390
OG0004174	LYTVA_29638	ASTMX15624
OG0004176	LYTVA_12701	ASTMX03670
OG0004178	LYTVA_00771	ASTMX22904, ASTMX19594, ASTMX16994
OG0004180	LYTVA_02955	ASTMX14028, ASTMX15191, ASTMX17155
OG0004181	LYTVA_28184, LYTVA_29381	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	LYTVA_02516, LYTVA_26684	ASTMX15301, ASTMX20682
OG0004183	LYTVA_18118, LYTVA_09256	ASTMX05065
OG0004184	LYTVA_27243	ASTMX12107
OG0004185	LYTVA_00065	ASTMX12593, ASTMX09426
OG0004186	LYTVA_13218	ASTMX13660, ASTMX03954, ASTMX17709
OG0004187	LYTVA_09899	ASTMX02560, ASTMX16139
OG0004188	LYTVA_09818	ASTMX15241
OG0004190	LYTVA_26541	ASTMX20708, ASTMX20709
OG0004197	LYTVA_24189	ASTMX05399, ASTMX01896
OG0004198	LYTVA_17837	ASTMX14555
OG0004215	LYTVA_17521, LYTVA_20252	ASTMX03007
OG0004216	LYTVA_05046	ASTMX16092
OG0004217	LYTVA_10684	ASTMX14006
OG0004218	LYTVA_10237	ASTMX21114, ASTMX01025, ASTMX12744
OG0004219	LYTVA_13015	ASTMX00489
OG0004220	LYTVA_12987	ASTMX08970
OG0004222	LYTVA_04664	ASTMX08117
OG0004223	LYTVA_16944	ASTMX10659, ASTMX14232
OG0004225	LYTVA_21958	ASTMX05299, ASTMX08023
OG0004226	LYTVA_11757, LYTVA_01757	ASTMX13528, ASTMX10820
OG0004227	LYTVA_12126	ASTMX05705
