Orthogroup	LYTVA_ok	DANRE
OG0003644	LYTVA_19920	DANRE34251, DANRE34253, DANRE34252
OG0003645	LYTVA_01752	DANRE28492, DANRE30536
OG0003646	LYTVA_05796	DANRE12206, DANRE12205
OG0003647	LYTVA_17942	DANRE34807, DANRE19073
OG0003648	LYTVA_17027	DANRE11773, DANRE11774
OG0003649	LYTVA_12300, LYTVA_23539	DANRE20924
OG0003650	LYTVA_04212, LYTVA_28562, LYTVA_28561	DANRE43429
OG0003651	LYTVA_17096	DANRE22669, DANRE22670, DANRE39196, DANRE39195
OG0003652	LYTVA_28066	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541
OG0003653	LYTVA_15915	DANRE14179, DANRE14177, DANRE14178, DANRE38622, DANRE38058
OG0003654	LYTVA_07082	DANRE24374, DANRE24376, DANRE24375
OG0003655	LYTVA_23764	DANRE17873, DANRE01135
OG0003656	LYTVA_05217	DANRE13213, DANRE13214, DANRE09925
OG0003657	LYTVA_11266	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442
OG0003658	LYTVA_02606	DANRE09535, DANRE14324, DANRE14323, DANRE14322
OG0003660	LYTVA_24357, LYTVA_24356	DANRE04952, DANRE04951, DANRE04374, DANRE04375
OG0003662	LYTVA_07996	DANRE11824, DANRE11823, DANRE19340, DANRE34693, DANRE34694
OG0003664	LYTVA_05022	DANRE28770, DANRE28769
OG0003665	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792	DANRE35842
OG0003666	LYTVA_14443	DANRE10552, DANRE10553, DANRE18264, DANRE26861
OG0003668	LYTVA_23185	DANRE12750
OG0003669	LYTVA_20979, LYTVA_00369	DANRE15781, DANRE15782
OG0003671	LYTVA_20433	DANRE03115, DANRE05428, DANRE05429, DANRE20214
OG0003672	LYTVA_28748	DANRE03570, DANRE03571
OG0003675	LYTVA_28295	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097
OG0003677	LYTVA_29925	DANRE42049, DANRE38826, DANRE38825, DANRE28975
OG0003678	LYTVA_13504	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807
OG0003680	LYTVA_20499	DANRE01725, DANRE35666, DANRE42127, DANRE42126
OG0003682	LYTVA_10459	DANRE08998, DANRE18739
OG0003684	LYTVA_15283	DANRE24181, DANRE24179, DANRE24178, DANRE24180
OG0003685	LYTVA_22072	DANRE13195, DANRE13196
OG0003686	LYTVA_11888, LYTVA_24636	DANRE12684, DANRE12685
OG0003688	LYTVA_24642	DANRE39820, DANRE39819, DANRE39818
OG0003690	LYTVA_15125	DANRE11515, DANRE11514
OG0003691	LYTVA_02127, LYTVA_21295	DANRE15708, DANRE15710, DANRE15711, DANRE15709
OG0003692	LYTVA_16704	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247
OG0003693	LYTVA_10292	DANRE31444, DANRE31443, DANRE41258
OG0003694	LYTVA_21490	DANRE09191, DANRE09192, DANRE09193
OG0003695	LYTVA_08219	DANRE35139, DANRE35387, DANRE17667, DANRE17668
OG0003696	LYTVA_10724	DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003697	LYTVA_24825	DANRE04036
OG0003698	LYTVA_00449, LYTVA_00450	DANRE05742, DANRE41164
OG0003700	LYTVA_05846	DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113
OG0003701	LYTVA_00297, LYTVA_00298	DANRE42586, DANRE42585, DANRE42588, DANRE42587
OG0003702	LYTVA_26668	DANRE04621, DANRE04774, DANRE05652, DANRE05653
OG0003703	LYTVA_15204, LYTVA_25249	DANRE16794, DANRE16793, DANRE03417
OG0003704	LYTVA_22078	DANRE16910, DANRE26809, DANRE26810
OG0003706	LYTVA_04360	DANRE14653, DANRE14652, DANRE08597
OG0003707	LYTVA_00064	DANRE37652
OG0003708	LYTVA_24117, LYTVA_25700	DANRE11487, DANRE11489, DANRE11488
OG0003709	LYTVA_22117	DANRE38887, DANRE12499, DANRE12500, DANRE38889, DANRE38888
OG0003710	LYTVA_01367	DANRE33869, DANRE33868, DANRE24366, DANRE24365
OG0003711	LYTVA_04221	DANRE38542, DANRE38543
OG0003712	LYTVA_13639, LYTVA_13640	DANRE28597, DANRE15505
OG0003713	LYTVA_12799, LYTVA_06866, LYTVA_18223	DANRE18263, DANRE26856, DANRE26858, DANRE26857
OG0003716	LYTVA_00505	DANRE02645, DANRE02644
OG0003717	LYTVA_24800	DANRE15027, DANRE15028, DANRE10151, DANRE10150
OG0003718	LYTVA_22052	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698
OG0003719	LYTVA_16501	DANRE09387
OG0003721	LYTVA_29839	DANRE06295, DANRE06296
OG0003722	LYTVA_09208, LYTVA_00262	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289
OG0003724	LYTVA_28771	DANRE41054
OG0003725	LYTVA_16331	DANRE39997, DANRE39998, DANRE28902, DANRE23715
OG0003726	LYTVA_26835	DANRE04497
OG0003727	LYTVA_28311	DANRE13820, DANRE13821, DANRE09248
OG0003728	LYTVA_22235, LYTVA_05584	DANRE40051
OG0003729	LYTVA_20503	DANRE35811
OG0003730	LYTVA_17088	DANRE04244
OG0003731	LYTVA_05810	DANRE01973, DANRE01974
OG0003732	LYTVA_20441	DANRE41533
OG0003733	LYTVA_13502, LYTVA_08036	DANRE39268, DANRE39269
OG0003734	LYTVA_19044, LYTVA_23146	DANRE34281
OG0003735	LYTVA_11688, LYTVA_28003	DANRE01253, DANRE01252
OG0003736	LYTVA_01263	DANRE12670
OG0003737	LYTVA_04668, LYTVA_07306	DANRE35136, DANRE39954
OG0003738	LYTVA_24822	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373
OG0003739	LYTVA_20011	DANRE42065, DANRE42066, DANRE42068, DANRE42067
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	DANRE38234, DANRE38233
OG0003741	LYTVA_00346	DANRE10272
OG0003742	LYTVA_26372	DANRE08596, DANRE14643, DANRE14644, DANRE23457
OG0003743	LYTVA_26127, LYTVA_26126	DANRE33700, DANRE34206, DANRE34205, DANRE34204
OG0003744	LYTVA_06947	DANRE40230, DANRE40231, DANRE01611
OG0003746	LYTVA_21138	DANRE41689, DANRE35874, DANRE03867, DANRE29830, DANRE14507
OG0003747	LYTVA_10213	DANRE13572
OG0003749	LYTVA_18850	DANRE25687, DANRE03932
OG0003750	LYTVA_02287, LYTVA_01689	DANRE22388, DANRE22389
OG0003751	LYTVA_13457	DANRE40133
OG0003752	LYTVA_01820	DANRE06205, DANRE25811, DANRE25810
OG0003753	LYTVA_21441	DANRE43284, DANRE03079, DANRE43075
OG0003754	LYTVA_22465	DANRE25083, DANRE25084, DANRE32954
OG0003757	LYTVA_09213	DANRE08297, DANRE08295, DANRE08296
OG0003758	LYTVA_17109	DANRE29257, DANRE29256, DANRE23446
OG0003759	LYTVA_26967	DANRE23669, DANRE13867, DANRE13866
OG0003760	LYTVA_30090, LYTVA_22219	DANRE26661, DANRE11544, DANRE11543
OG0003761	LYTVA_05534	DANRE25159, DANRE25158, DANRE39412
OG0003762	LYTVA_17274	DANRE30301, DANRE30494, DANRE03653, DANRE30300, DANRE03652, DANRE03651
OG0003763	LYTVA_14715, LYTVA_14492, LYTVA_23611	DANRE04502, DANRE04503
OG0003764	LYTVA_17144, LYTVA_11016	DANRE03129, DANRE03130, DANRE03128
OG0003766	LYTVA_05953	DANRE01676
OG0003767	LYTVA_08194	DANRE14728, DANRE14727
OG0003768	LYTVA_10063, LYTVA_22080, LYTVA_22079, LYTVA_10343	DANRE31350, DANRE31348, DANRE31349
OG0003769	LYTVA_18678	DANRE24053, DANRE24054
OG0003770	LYTVA_21288	DANRE08938
OG0003771	LYTVA_28045	DANRE04250, DANRE28509
OG0003772	LYTVA_21676	DANRE12993, DANRE12994, DANRE12995
OG0003773	LYTVA_22099, LYTVA_08704	DANRE24816, DANRE03698, DANRE03701, DANRE03700, DANRE03699
OG0003777	LYTVA_21729	DANRE21401, DANRE42071, DANRE03850, DANRE14680, DANRE08584
OG0003778	LYTVA_11821	DANRE30803, DANRE25496
OG0003779	LYTVA_10521	DANRE23671
OG0003795	LYTVA_13836	DANRE39787, DANRE39786, DANRE39788, DANRE02438
OG0003798	LYTVA_21450	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602
OG0003803	LYTVA_17645	DANRE19445, DANRE40131, DANRE40132
OG0003806	LYTVA_30001	DANRE29065
OG0003807	LYTVA_29933	DANRE29385
OG0003808	LYTVA_19229	DANRE14806, DANRE14805
OG0003809	LYTVA_25226	DANRE39386, DANRE05049
OG0003810	LYTVA_17312, LYTVA_08092	DANRE41806, DANRE37129, DANRE06614, DANRE37128, DANRE37127
OG0003811	LYTVA_01732	DANRE17816
OG0003813	LYTVA_00532	DANRE34559, DANRE34558, DANRE33725
OG0003816	LYTVA_21793, LYTVA_08508	DANRE05129
OG0003817	LYTVA_02558	DANRE27863, DANRE27864
OG0003818	LYTVA_09712	DANRE00796, DANRE00795, DANRE00794
OG0003820	LYTVA_01468, LYTVA_10818, LYTVA_04218	DANRE37833
OG0003821	LYTVA_01898	DANRE40392, DANRE22098, DANRE22097
OG0003823	LYTVA_28299	DANRE18651
OG0003824	LYTVA_20107, LYTVA_06706	DANRE41228
OG0003825	LYTVA_25095, LYTVA_25100	DANRE11071, DANRE11072, DANRE18536, DANRE18535
OG0003826	LYTVA_13850	DANRE34174, DANRE34175
OG0003827	LYTVA_03265	DANRE03015
OG0003828	LYTVA_13423	DANRE34896
OG0003829	LYTVA_18420	DANRE26628
OG0003830	LYTVA_12482, LYTVA_28846	DANRE17312, DANRE17311, DANRE17313, DANRE11097, DANRE11096, DANRE11098
OG0003831	LYTVA_24443	DANRE15888, DANRE15887
OG0003832	LYTVA_05086	DANRE24991, DANRE36840
OG0003833	LYTVA_27868, LYTVA_23190	DANRE10771, DANRE10770
OG0003834	LYTVA_28662	DANRE26683, DANRE26682, DANRE26041, DANRE26040
OG0003836	LYTVA_24859	DANRE15750, DANRE15749, DANRE20258
OG0003837	LYTVA_29929	DANRE28859
OG0003838	LYTVA_17094	DANRE41969, DANRE41970, DANRE15858
OG0003839	LYTVA_23937, LYTVA_14573	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003840	LYTVA_04824	DANRE38305, DANRE00216
OG0003841	LYTVA_09880	DANRE14586, DANRE14585
OG0003842	LYTVA_16877	DANRE31588, DANRE31587, DANRE31586, DANRE31585, DANRE31589
OG0003844	LYTVA_23802	DANRE16504
OG0003845	LYTVA_09006	DANRE00910, DANRE00911
OG0003846	LYTVA_03898	DANRE00602
OG0003848	LYTVA_12543	DANRE26505, DANRE39951
OG0003849	LYTVA_16505	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453
OG0003850	LYTVA_06404	DANRE10537
OG0003851	LYTVA_26448	DANRE24600, DANRE24599, DANRE26396
OG0003852	LYTVA_02920	DANRE25290, DANRE25289, DANRE25291
OG0003853	LYTVA_09397	DANRE05312, DANRE05311
OG0003854	LYTVA_16966	DANRE28328, DANRE12790, DANRE12789
OG0003855	LYTVA_19474	DANRE10176, DANRE10174, DANRE10175
OG0003856	LYTVA_25797	DANRE35627
OG0003857	LYTVA_25796	DANRE29893
OG0003858	LYTVA_01327, LYTVA_27055	DANRE04452, DANRE04453
OG0003859	LYTVA_21927	DANRE18447, DANRE18446
OG0003862	LYTVA_00702	DANRE35801, DANRE35802
OG0003863	LYTVA_25098	DANRE40797
OG0003864	LYTVA_16744	DANRE13127
OG0003865	LYTVA_06719, LYTVA_29186	DANRE42849, DANRE41340, DANRE41339, DANRE41338
OG0003866	LYTVA_29703	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003867	LYTVA_19438	DANRE31225
OG0003868	LYTVA_16042	DANRE02600, DANRE21503
OG0003869	LYTVA_12197	DANRE24691
OG0003870	LYTVA_09623, LYTVA_02604	DANRE29501, DANRE29502
OG0003873	LYTVA_12402	DANRE10964, DANRE10965, DANRE10963
OG0003876	LYTVA_08885	DANRE09822, DANRE09823
OG0003877	LYTVA_07189, LYTVA_05818	DANRE36315
OG0003878	LYTVA_06775, LYTVA_04340	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689
OG0003881	LYTVA_02265	DANRE23015, DANRE23016
OG0003882	LYTVA_18048	DANRE12769, DANRE12770, DANRE12768
OG0003883	LYTVA_29680	DANRE04828, DANRE02957, DANRE39402
OG0003884	LYTVA_04955	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540
OG0003885	LYTVA_22856	DANRE23957, DANRE23956
OG0003886	LYTVA_00295	DANRE03464, DANRE03465
OG0003887	LYTVA_19626	DANRE39231
OG0003887	LYTVA_04461	DANRE10423
OG0003888	LYTVA_27229, LYTVA_07798	DANRE03003, DANRE03004, DANRE03002, DANRE03001
OG0003889	LYTVA_29995	DANRE29440
OG0003890	LYTVA_19129, LYTVA_23306	DANRE00279, DANRE20425, DANRE20424
OG0003892	LYTVA_28820	DANRE31548, DANRE31549
OG0003893	LYTVA_09128	DANRE05885, DANRE05887, DANRE05886
OG0003894	LYTVA_30206	DANRE34284
OG0003895	LYTVA_16370	DANRE29856
OG0003897	LYTVA_01009, LYTVA_18263	DANRE26467
OG0003898	LYTVA_08754	DANRE01941, DANRE01939, DANRE01940
OG0003899	LYTVA_01604	DANRE15788
OG0003900	LYTVA_00171, LYTVA_09089	DANRE00881
OG0003901	LYTVA_25425, LYTVA_13674	DANRE18344, DANRE18343
OG0003903	LYTVA_02798, LYTVA_02947, LYTVA_14426	DANRE15774
OG0003904	LYTVA_08407	DANRE12918
OG0003906	LYTVA_00896	DANRE21318, DANRE21317, DANRE21319
OG0003908	LYTVA_01565	DANRE16228
OG0003908	LYTVA_23240	DANRE37850
OG0003909	LYTVA_04292	DANRE18212, DANRE18213
OG0003910	LYTVA_15956	DANRE14816
OG0003911	LYTVA_13769	DANRE36887, DANRE36885, DANRE36886
OG0003912	LYTVA_20384	DANRE22780, DANRE24504, DANRE12988
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952	DANRE06162
OG0003915	LYTVA_03286, LYTVA_20325	DANRE15235, DANRE06997, DANRE06996
OG0003915	LYTVA_29470	DANRE15234
OG0003917	LYTVA_26563, LYTVA_13069	DANRE36320, DANRE36318, DANRE36319
OG0003918	LYTVA_03867	DANRE20155, DANRE07336, DANRE34528
OG0003919	LYTVA_25024	DANRE34144
OG0003920	LYTVA_03736	DANRE13507, DANRE13508, DANRE13506
OG0003921	LYTVA_29296	DANRE27254, DANRE27256
OG0003923	LYTVA_19351	DANRE41776, DANRE41774, DANRE41775
OG0003925	LYTVA_23157	DANRE14197, DANRE10649, DANRE10648
OG0003926	LYTVA_00309	DANRE01778
OG0003927	LYTVA_09499, LYTVA_12096	DANRE34037
OG0003930	LYTVA_25579, LYTVA_23488	DANRE25628, DANRE25629
OG0003931	LYTVA_22630	DANRE03642, DANRE29896, DANRE29894, DANRE29895
OG0003932	LYTVA_00352, LYTVA_14590	DANRE41855
OG0003933	LYTVA_22915	DANRE36065, DANRE30948
OG0003935	LYTVA_23260	DANRE05444
OG0003936	LYTVA_03319	DANRE12822, DANRE12821, DANRE12820
OG0003937	LYTVA_23787	DANRE04177, DANRE00588, DANRE39693, DANRE11183, DANRE11182, DANRE33380
OG0003939	LYTVA_03990, LYTVA_08883	DANRE03346
OG0003940	LYTVA_05716, LYTVA_21871	DANRE39442
OG0003942	LYTVA_19868, LYTVA_04089	DANRE17325, DANRE17324, DANRE17327, DANRE17326
OG0003943	LYTVA_15855, LYTVA_00687	DANRE14720, DANRE14718, DANRE14719, DANRE18814, DANRE11116, DANRE11117
OG0003945	LYTVA_00843	DANRE12335, DANRE12334, DANRE36681
OG0003946	LYTVA_00597	DANRE16868, DANRE15691
OG0003947	LYTVA_21166	DANRE04867, DANRE04866, DANRE04865, DANRE00638
OG0003948	LYTVA_00599	DANRE39685, DANRE39684
OG0003949	LYTVA_06512, LYTVA_01213	DANRE22446, DANRE37005
OG0003950	LYTVA_22866	DANRE25270
OG0003953	LYTVA_25899	DANRE20584, DANRE43396, DANRE16259
OG0003954	LYTVA_08587	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647
OG0003956	LYTVA_03157, LYTVA_03160	DANRE02182, DANRE02183
OG0003957	LYTVA_04850	DANRE27155
OG0003958	LYTVA_10240	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659
OG0003961	LYTVA_18404	DANRE27124, DANRE40065
OG0003962	LYTVA_27585	DANRE15346, DANRE06009, DANRE20526
OG0003966	LYTVA_08371	DANRE16607, DANRE16606
OG0003967	LYTVA_21341	DANRE21964
OG0003968	LYTVA_18737	DANRE42393, DANRE37375
OG0003970	LYTVA_27881	DANRE35241, DANRE35240, DANRE35239
OG0003971	LYTVA_12905	DANRE33922
OG0003972	LYTVA_26756	DANRE22865, DANRE22866
OG0003973	LYTVA_08780	DANRE10902, DANRE35576, DANRE35578, DANRE35577
OG0003997	LYTVA_01733, LYTVA_15918	DANRE16277, DANRE16275, DANRE16276
OG0003998	LYTVA_04462	DANRE16820
OG0003999	LYTVA_02706	DANRE24171, DANRE24172
OG0004000	LYTVA_13016	DANRE14303, DANRE10250, DANRE10249
OG0004001	LYTVA_22392, LYTVA_19185, LYTVA_07555	DANRE09236
OG0004002	LYTVA_14687	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931, DANRE05929
OG0004004	LYTVA_12647	DANRE20285, DANRE20284, DANRE12698, DANRE12699
OG0004007	LYTVA_16332	DANRE17531, DANRE34274
OG0004009	LYTVA_27360	DANRE04572
OG0004010	LYTVA_14826	DANRE00257
OG0004011	LYTVA_07133	DANRE04959, DANRE33896
OG0004012	LYTVA_26169	DANRE20086
OG0004014	LYTVA_26908, LYTVA_29701	DANRE42841, DANRE42839, DANRE42840, DANRE42838
OG0004015	LYTVA_14499	DANRE36484, DANRE36483
OG0004016	LYTVA_04982	DANRE23411, DANRE23410, DANRE23409
OG0004017	LYTVA_26976	DANRE29671, DANRE29669, DANRE29670
OG0004018	LYTVA_07907	DANRE10810, DANRE10811
OG0004019	LYTVA_11599, LYTVA_11549	DANRE26375
OG0004020	LYTVA_26573, LYTVA_14344	DANRE13395, DANRE13394
OG0004021	LYTVA_07062, LYTVA_20594	DANRE34176
OG0004022	LYTVA_29080, LYTVA_06465	DANRE19882, DANRE19881
OG0004023	LYTVA_16983	DANRE38567, DANRE38568
OG0004024	LYTVA_08882, LYTVA_09171	DANRE23979, DANRE23981, DANRE23980
OG0004025	LYTVA_06115	DANRE35212
OG0004028	LYTVA_25968	DANRE05053, DANRE05054, DANRE05056, DANRE05055
OG0004029	LYTVA_07988, LYTVA_23850	DANRE05899
OG0004031	LYTVA_19098	DANRE11151, DANRE13424
OG0004035	LYTVA_24098	DANRE21263, DANRE13578
OG0004036	LYTVA_28065	DANRE20096, DANRE38034, DANRE14234
OG0004037	LYTVA_20546	DANRE36247, DANRE36246
OG0004038	LYTVA_30220	DANRE21930
OG0004039	LYTVA_09633, LYTVA_14370	DANRE10161, DANRE10162
OG0004041	LYTVA_30034, LYTVA_16536	DANRE16723
OG0004042	LYTVA_08337	DANRE38657, DANRE38655
OG0004043	LYTVA_08636	DANRE23254
OG0004044	LYTVA_04278	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879
OG0004045	LYTVA_00602	DANRE22126
OG0004047	LYTVA_22628	DANRE21333, DANRE21332
OG0004048	LYTVA_16472	DANRE20080, DANRE06433, DANRE06434
OG0004049	LYTVA_15049, LYTVA_25674	DANRE06836, DANRE10046, DANRE22341
OG0004052	LYTVA_04921	DANRE20998, DANRE20999
OG0004053	LYTVA_05254	DANRE10451, DANRE10452, DANRE10453
OG0004055	LYTVA_23038	DANRE18129, DANRE18130, DANRE18128, DANRE18127
OG0004057	LYTVA_23851, LYTVA_02242	DANRE31161, DANRE31160
OG0004058	LYTVA_03959	DANRE18211
OG0004059	LYTVA_13931	DANRE35070, DANRE35069
OG0004060	LYTVA_13733	DANRE10030, DANRE10031
OG0004061	LYTVA_04703, LYTVA_20063	DANRE27391
OG0004062	LYTVA_10442	DANRE06186, DANRE06185, DANRE05295, DANRE00700, DANRE43148
OG0004063	LYTVA_25472	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818
OG0004064	LYTVA_00970	DANRE35866, DANRE41678, DANRE41677
OG0004065	LYTVA_23835, LYTVA_06332	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199
OG0004066	LYTVA_14514	DANRE35641
OG0004067	LYTVA_14146	DANRE06632
OG0004068	LYTVA_11542	DANRE39005
OG0004069	LYTVA_15685	DANRE35213, DANRE35214
OG0004070	LYTVA_08824	DANRE15504, DANRE15501, DANRE15503
OG0004071	LYTVA_15303	DANRE34963
OG0004072	LYTVA_02954	DANRE03361
OG0004073	LYTVA_02075, LYTVA_02074	DANRE26024, DANRE30705, DANRE36632
OG0004074	LYTVA_08586	DANRE22339
OG0004076	LYTVA_03921	DANRE15069
OG0004077	LYTVA_26904	DANRE34054, DANRE34052, DANRE34053, DANRE34056, DANRE34055, DANRE19436
OG0004078	LYTVA_09313	DANRE05190, DANRE05191
OG0004079	LYTVA_06671	DANRE07274, DANRE15648, DANRE15649, DANRE15650
OG0004080	LYTVA_29208	DANRE35778, DANRE24628
OG0004081	LYTVA_02736	DANRE28019, DANRE23662
OG0004083	LYTVA_21834, LYTVA_13777	DANRE05501, DANRE05502
OG0004084	LYTVA_18649	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732
OG0004085	LYTVA_08513, LYTVA_28587	DANRE15264, DANRE15263
OG0004086	LYTVA_19945	DANRE05573
OG0004087	LYTVA_06772	DANRE24876, DANRE24874, DANRE24875, DANRE42789, DANRE42788
OG0004088	LYTVA_28769, LYTVA_03836	DANRE40011, DANRE43235
OG0004089	LYTVA_20890, LYTVA_05104	DANRE08809, DANRE08808
OG0004090	LYTVA_01996	DANRE36859, DANRE23136, DANRE23135
OG0004091	LYTVA_09473	DANRE35209, DANRE35210
OG0004092	LYTVA_11252, LYTVA_08054	DANRE23794, DANRE13755
OG0004093	LYTVA_18796	DANRE19022, DANRE19023
OG0004094	LYTVA_15767, LYTVA_15263	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238
OG0004095	LYTVA_27647	DANRE25028, DANRE43192, DANRE25029
OG0004096	LYTVA_24655	DANRE17669
OG0004097	LYTVA_03615	DANRE33765
OG0004098	LYTVA_17957	DANRE00179, DANRE36368, DANRE36369
OG0004099	LYTVA_16532	DANRE09350, DANRE03606
OG0004100	LYTVA_05542, LYTVA_05543	DANRE25221, DANRE25220
OG0004101	LYTVA_16379	DANRE02022
OG0004102	LYTVA_22604	DANRE03959
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	DANRE23050
OG0004104	LYTVA_23183	DANRE35218, DANRE35217, DANRE35219, DANRE21466, DANRE12910
OG0004106	LYTVA_16270, LYTVA_17077	DANRE02860, DANRE02861, DANRE23233
OG0004110	LYTVA_17391	DANRE05249
OG0004112	LYTVA_05426	DANRE13978, DANRE13976, DANRE13977
OG0004113	LYTVA_20632	DANRE40461
OG0004114	LYTVA_09095	DANRE34872
OG0004115	LYTVA_26409	DANRE10141, DANRE10142
OG0004116	LYTVA_11277, LYTVA_16339	DANRE34155
OG0004117	LYTVA_06474	DANRE27850, DANRE27849
OG0004118	LYTVA_28391	DANRE31237
OG0004119	LYTVA_18575	DANRE12211
OG0004121	LYTVA_26411	DANRE22939, DANRE27805, DANRE08793, DANRE08792
OG0004122	LYTVA_11268, LYTVA_00469	DANRE34074, DANRE34075, DANRE19444
OG0004123	LYTVA_16672	DANRE00959
OG0004124	LYTVA_03931	DANRE22782, DANRE22783, DANRE24184
OG0004126	LYTVA_05206	DANRE07400, DANRE07729, DANRE07730
OG0004127	LYTVA_25845, LYTVA_00859	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222
OG0004128	LYTVA_05290, LYTVA_03315, LYTVA_03965	DANRE36059, DANRE36062, DANRE36061, DANRE36060, DANRE36057, DANRE36058, DANRE11350
OG0004129	LYTVA_03964	DANRE25065, DANRE25063, DANRE25064, DANRE25062
OG0004130	LYTVA_10134	DANRE09375, DANRE09376, DANRE09377
OG0004132	LYTVA_24598	DANRE24923, DANRE24922
OG0004133	LYTVA_18548	DANRE08845, DANRE42087
OG0004134	LYTVA_23721	DANRE07380, DANRE07381, DANRE43376
OG0004135	LYTVA_30000	DANRE30043, DANRE03672, DANRE29872
OG0004136	LYTVA_15507	DANRE40774
OG0004137	LYTVA_06807	DANRE34718
OG0004139	LYTVA_12489	DANRE00188, DANRE27643, DANRE01906
OG0004140	LYTVA_23705	DANRE26029
OG0004142	LYTVA_07168	DANRE30629
OG0004143	LYTVA_00742, LYTVA_25759	DANRE19387, DANRE19388, DANRE25179, DANRE37632, DANRE37633
OG0004145	LYTVA_14753	DANRE10998, DANRE11779, DANRE18791, DANRE18790
OG0004146	LYTVA_19042	DANRE34606, DANRE34605
OG0004147	LYTVA_08242	DANRE42081, DANRE35930
OG0004148	LYTVA_28754	DANRE29829, DANRE03866, DANRE03865, DANRE29828
OG0004149	LYTVA_02180	DANRE41833, DANRE41832, DANRE06625, DANRE06626
OG0004150	LYTVA_10446, LYTVA_04771	DANRE05792
OG0004151	LYTVA_22027	DANRE25545, DANRE25544, DANRE25543
OG0004153	LYTVA_24977, LYTVA_14935	DANRE20163
OG0004154	LYTVA_21247	DANRE11687
OG0004156	LYTVA_23102	DANRE31241, DANRE31240, DANRE31242, DANRE23377, DANRE23376, DANRE35483
OG0004157	LYTVA_05077	DANRE40282, DANRE40281, DANRE40215, DANRE40214
OG0004158	LYTVA_10767	DANRE42931, DANRE42938, DANRE23921, DANRE23922
OG0004161	LYTVA_23742	DANRE35464
OG0004162	LYTVA_06423, LYTVA_27144	DANRE15596, DANRE15595, DANRE30052, DANRE30053
OG0004163	LYTVA_20307	DANRE20650, DANRE20649, DANRE39331, DANRE12628, DANRE12626, DANRE12627
OG0004166	LYTVA_05496	DANRE23367
OG0004167	LYTVA_09956	DANRE19957, DANRE19956, DANRE06196, DANRE06197
OG0004168	LYTVA_10352	DANRE08328, DANRE08330, DANRE08329
OG0004169	LYTVA_22122	DANRE30096
OG0004171	LYTVA_12650, LYTVA_12649, LYTVA_07825	DANRE08068, DANRE08069
OG0004172	LYTVA_26615, LYTVA_09161, LYTVA_01569, LYTVA_28749, LYTVA_12991	DANRE25262
OG0004174	LYTVA_29638	DANRE40570
OG0004176	LYTVA_12701	DANRE07215, DANRE07216
OG0004178	LYTVA_00771	DANRE22426, DANRE23062
OG0004180	LYTVA_02955	DANRE38816, DANRE41685, DANRE35870, DANRE35871
OG0004181	LYTVA_28184, LYTVA_29381	DANRE17827, DANRE17828, DANRE17829, DANRE15664
OG0004182	LYTVA_02516, LYTVA_26684	DANRE07705, DANRE07706
OG0004183	LYTVA_18118, LYTVA_09256	DANRE40848, DANRE40849
OG0004184	LYTVA_27243	DANRE05779
OG0004185	LYTVA_00065	DANRE31138, DANRE36620
OG0004186	LYTVA_13218	DANRE10675, DANRE10674, DANRE19945, DANRE04804
OG0004187	LYTVA_09899	DANRE12987, DANRE12986, DANRE03435
OG0004188	LYTVA_09818	DANRE11056
OG0004190	LYTVA_26541	DANRE30538
OG0004197	LYTVA_24189	DANRE35786, DANRE09551, DANRE09552, DANRE14345
