Orthogroup	LYTVA_ok	AENJA_ok
OG0003547	LYTVA_02953	AENJA_22029
OG0003548	LYTVA_19416	AENJA_22613
OG0003549	LYTVA_16587, LYTVA_02536	AENJA_22669
OG0003550	LYTVA_30065	AENJA_22695
OG0003552	LYTVA_11397	AENJA_22940
OG0003553	LYTVA_20105	AENJA_23077
OG0003554	LYTVA_26313	AENJA_23083
OG0003555	LYTVA_22182	AENJA_23304
OG0003557	LYTVA_20994, LYTVA_29355	AENJA_23658
OG0003558	LYTVA_28864	AENJA_23724
OG0003560	LYTVA_05811	AENJA_24076
OG0003562	LYTVA_15863	AENJA_24391
OG0003563	LYTVA_28497	AENJA_24776
OG0003565	LYTVA_17701, LYTVA_23177, LYTVA_15392	AENJA_24872
OG0003566	LYTVA_12411	AENJA_25138
OG0003567	LYTVA_13855	AENJA_25441
OG0003568	LYTVA_25025	AENJA_25542
OG0003569	LYTVA_07436	AENJA_25887
OG0003570	LYTVA_16300	AENJA_26158
OG0003571	LYTVA_08422	AENJA_26245
OG0003573	LYTVA_12228	AENJA_26698
OG0003598	LYTVA_20119	AENJA_00099
OG0003599	LYTVA_25495, LYTVA_28141	AENJA_06205
OG0003600	LYTVA_15659, LYTVA_29737	AENJA_00154
OG0003601	LYTVA_07545	AENJA_00200
OG0003603	LYTVA_20098	AENJA_00222
OG0003604	LYTVA_20248	AENJA_00307
OG0003606	LYTVA_24368	AENJA_00589
OG0003607	LYTVA_09961	AENJA_05386, AENJA_00747, AENJA_01115
OG0003608	LYTVA_23118, LYTVA_24760	AENJA_00758
OG0003609	LYTVA_23892	AENJA_00773, AENJA_25644
OG0003610	LYTVA_24955	AENJA_00983
OG0003611	LYTVA_25213	AENJA_04941
OG0003612	LYTVA_13319	AENJA_01169
OG0003613	LYTVA_26048, LYTVA_10701	AENJA_01172
OG0003614	LYTVA_14819, LYTVA_06971, LYTVA_02120, LYTVA_08830, LYTVA_00721	AENJA_15812, AENJA_01209
OG0003614	LYTVA_11019, LYTVA_01470	AENJA_22432, AENJA_19116
OG0003614	LYTVA_19465, LYTVA_16284	AENJA_22433, AENJA_26113, AENJA_06844
OG0003615	LYTVA_26591	AENJA_06537
OG0003618	LYTVA_08987	AENJA_01642
OG0003619	LYTVA_29115, LYTVA_05151	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	LYTVA_14583	AENJA_01724
OG0003621	LYTVA_14368	AENJA_01959
OG0003622	LYTVA_12050	AENJA_02334
OG0003623	LYTVA_28352	AENJA_02369
OG0003624	LYTVA_16657	AENJA_02868
OG0003626	LYTVA_13770	AENJA_03156
OG0003626	LYTVA_29415	AENJA_05658
OG0003628	LYTVA_09428	AENJA_12461, AENJA_03215
OG0003629	LYTVA_00401	AENJA_03286
OG0003630	LYTVA_11059, LYTVA_22109	AENJA_03435
OG0003631	LYTVA_17311	AENJA_25153, AENJA_03572
OG0003632	LYTVA_06045	AENJA_03584
OG0003634	LYTVA_02509	AENJA_03758
OG0003635	LYTVA_06198	AENJA_24258
OG0003635	LYTVA_24849	AENJA_03933
OG0003636	LYTVA_13934, LYTVA_04868	AENJA_04212, AENJA_04213, AENJA_04214
OG0003637	LYTVA_06565	AENJA_05137
OG0003637	LYTVA_11024, LYTVA_15072	AENJA_04713
OG0003638	LYTVA_26670	AENJA_04417
OG0003640	LYTVA_28983	AENJA_05057
OG0003642	LYTVA_18053	AENJA_05368, AENJA_23786
OG0003643	LYTVA_23976, LYTVA_22914	AENJA_05513, AENJA_24494
OG0003644	LYTVA_19920	AENJA_06076
OG0003645	LYTVA_01752	AENJA_06128
OG0003646	LYTVA_05796	AENJA_06203
OG0003647	LYTVA_17942	AENJA_06206
OG0003648	LYTVA_17027	AENJA_06252
OG0003649	LYTVA_12300, LYTVA_23539	AENJA_06343
OG0003650	LYTVA_28562, LYTVA_28561	AENJA_06545
OG0003651	LYTVA_17096	AENJA_06546
OG0003652	LYTVA_28066	AENJA_07122
OG0003653	LYTVA_15915	AENJA_07144
OG0003654	LYTVA_07082	AENJA_07431
OG0003655	LYTVA_23764	AENJA_07748
OG0003656	LYTVA_05217	AENJA_08284
OG0003657	LYTVA_11266	AENJA_08341
OG0003658	LYTVA_02606	AENJA_08342
OG0003660	LYTVA_24356	AENJA_08993
OG0003661	LYTVA_05212	AENJA_09036
OG0003662	LYTVA_07996	AENJA_09164
OG0003664	LYTVA_05022	AENJA_09805
OG0003665	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792	AENJA_10034
OG0003666	LYTVA_14443	AENJA_10364
OG0003668	LYTVA_23185	AENJA_10387
OG0003669	LYTVA_20979, LYTVA_00369	AENJA_10658
OG0003670	LYTVA_04322	AENJA_10682, AENJA_13048
OG0003671	LYTVA_20433	AENJA_11068
OG0003672	LYTVA_28748	AENJA_11161, AENJA_24103
OG0003673	LYTVA_13493	AENJA_11294
OG0003675	LYTVA_28295	AENJA_11744
OG0003676	LYTVA_11057	AENJA_11880
OG0003677	LYTVA_29925	AENJA_11975
OG0003678	LYTVA_13504	AENJA_12097
OG0003680	LYTVA_20499	AENJA_12855
OG0003682	LYTVA_10459	AENJA_12915
OG0003683	LYTVA_14128	AENJA_12947
OG0003684	LYTVA_08637, LYTVA_01162	AENJA_15964, AENJA_13277
OG0003685	LYTVA_22072	AENJA_13298
OG0003686	LYTVA_11888, LYTVA_24636	AENJA_13621
OG0003688	LYTVA_24642	AENJA_13670
OG0003690	LYTVA_15125	AENJA_20908, AENJA_14230
OG0003691	LYTVA_02127, LYTVA_21295	AENJA_17487
OG0003692	LYTVA_16704	AENJA_14437
OG0003693	LYTVA_10292	AENJA_14583
OG0003694	LYTVA_21490	AENJA_14806
OG0003695	LYTVA_08219	AENJA_14941
OG0003697	LYTVA_24825	AENJA_15049
OG0003698	LYTVA_00449, LYTVA_00450	AENJA_15085
OG0003699	LYTVA_20622	AENJA_23754
OG0003699	LYTVA_20603	AENJA_23514, AENJA_15170
OG0003700	LYTVA_05846	AENJA_15228
OG0003702	LYTVA_26668	AENJA_15340
OG0003703	LYTVA_15204, LYTVA_25249	AENJA_15513
OG0003704	LYTVA_22078	AENJA_15518
OG0003705	LYTVA_23338	AENJA_15880, AENJA_16444
OG0003706	LYTVA_04360	AENJA_15986
OG0003707	LYTVA_00064	AENJA_16247
OG0003708	LYTVA_24117, LYTVA_25700	AENJA_16717
OG0003710	LYTVA_01367	AENJA_17579
OG0003711	LYTVA_04221	AENJA_17736
OG0003712	LYTVA_13640	AENJA_17842
OG0003713	LYTVA_06866, LYTVA_18223	AENJA_17988
OG0003715	LYTVA_10003	AENJA_18133, AENJA_25471
OG0003716	LYTVA_00505	AENJA_18178
OG0003717	LYTVA_24800	AENJA_18567
OG0003718	LYTVA_22052	AENJA_18593
OG0003719	LYTVA_16501	AENJA_18681
OG0003721	LYTVA_29839	AENJA_19137
OG0003722	LYTVA_09208, LYTVA_00262	AENJA_19232
OG0003723	LYTVA_28610	AENJA_20344
OG0003724	LYTVA_28771	AENJA_19400
OG0003725	LYTVA_16331	AENJA_19411
OG0003726	LYTVA_26835	AENJA_19480
OG0003728	LYTVA_05584	AENJA_19716
OG0003729	LYTVA_20503	AENJA_19798
OG0003730	LYTVA_17088	AENJA_19955
OG0003731	LYTVA_05810	AENJA_19989
OG0003733	LYTVA_13502, LYTVA_08036	AENJA_20334
OG0003734	LYTVA_19044, LYTVA_23146	AENJA_20690
OG0003735	LYTVA_28003	AENJA_20826
OG0003736	LYTVA_01263	AENJA_20853
OG0003737	LYTVA_04668, LYTVA_07306	AENJA_20913
OG0003738	LYTVA_24822	AENJA_21039
OG0003739	LYTVA_20011	AENJA_21483
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	AENJA_21680
OG0003741	LYTVA_00346	AENJA_21770
OG0003742	LYTVA_26372	AENJA_22403
OG0003743	LYTVA_26127, LYTVA_26126	AENJA_22572
OG0003744	LYTVA_06947	AENJA_22829
OG0003746	LYTVA_21138	AENJA_23348
OG0003747	LYTVA_13741, LYTVA_13740, LYTVA_10213	AENJA_23433
OG0003749	LYTVA_18850	AENJA_23639
OG0003750	LYTVA_02287, LYTVA_01689	AENJA_23963
OG0003751	LYTVA_13457	AENJA_24526
OG0003752	LYTVA_01820	AENJA_24562
OG0003753	LYTVA_21441	AENJA_24858
OG0003754	LYTVA_22465	AENJA_24910
OG0003757	LYTVA_09213	AENJA_25326
OG0003758	LYTVA_17109	AENJA_25591
OG0003759	LYTVA_26967	AENJA_25619
OG0003760	LYTVA_30090, LYTVA_22219	AENJA_26295
OG0003761	LYTVA_05534	AENJA_26423
OG0003762	LYTVA_17274	AENJA_26451
OG0003763	LYTVA_14715	AENJA_26622
OG0003795	LYTVA_13836	AENJA_00051
OG0003798	LYTVA_21450	AENJA_00181
OG0003803	LYTVA_17645	AENJA_00564
OG0003805	LYTVA_05711, LYTVA_19261, LYTVA_18388, LYTVA_18189, LYTVA_18483, LYTVA_08750, LYTVA_30130	AENJA_00932, AENJA_01598
OG0003806	LYTVA_30001	AENJA_00944
OG0003807	LYTVA_29933	AENJA_00967
OG0003808	LYTVA_19229	AENJA_00978
OG0003809	LYTVA_25226	AENJA_01422
OG0003810	LYTVA_17312, LYTVA_08092	AENJA_01566
OG0003811	LYTVA_01732	AENJA_01571
OG0003813	LYTVA_00532	AENJA_02053
OG0003815	LYTVA_02151, LYTVA_28747	AENJA_02172
OG0003816	LYTVA_21793, LYTVA_08508	AENJA_02254
OG0003817	LYTVA_01137	AENJA_02398
OG0003818	LYTVA_09712	AENJA_02475
OG0003819	LYTVA_15964	AENJA_02807, AENJA_24411, AENJA_02804, AENJA_02806, AENJA_25341, AENJA_02805, AENJA_24832
OG0003820	LYTVA_01468, LYTVA_10818, LYTVA_04218	AENJA_02870, AENJA_19572, AENJA_02872
OG0003821	LYTVA_01898	AENJA_02911
OG0003822	LYTVA_18069, LYTVA_07129, LYTVA_05410	AENJA_02938
OG0003823	LYTVA_28299	AENJA_02946
OG0003824	LYTVA_20107, LYTVA_06706	AENJA_02975
OG0003825	LYTVA_25095, LYTVA_25100	AENJA_02982
OG0003826	LYTVA_13850	AENJA_03131
OG0003827	LYTVA_03265	AENJA_03548
OG0003828	LYTVA_13423	AENJA_03700
OG0003829	LYTVA_18420	AENJA_03792
OG0003830	LYTVA_12482, LYTVA_28846	AENJA_26357, AENJA_19327
OG0003831	LYTVA_24443	AENJA_03886
OG0003832	LYTVA_05086	AENJA_03902
OG0003833	LYTVA_27868, LYTVA_23190	AENJA_04439
OG0003834	LYTVA_28662	AENJA_04549, AENJA_04550
OG0003836	LYTVA_24859	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	LYTVA_29929	AENJA_04856
OG0003838	LYTVA_17094	AENJA_04967
OG0003839	LYTVA_23937, LYTVA_14573	AENJA_06897
OG0003840	LYTVA_04824	AENJA_07883
OG0003841	LYTVA_09880	AENJA_05729
OG0003842	LYTVA_16877	AENJA_05895
OG0003844	LYTVA_23802	AENJA_06372
OG0003845	LYTVA_09006	AENJA_06384
OG0003846	LYTVA_03898	AENJA_06476
OG0003848	LYTVA_12543	AENJA_06904
OG0003849	LYTVA_16505	AENJA_06923
OG0003850	LYTVA_06404	AENJA_07117, AENJA_21595
OG0003851	LYTVA_26448	AENJA_07129
OG0003852	LYTVA_02920	AENJA_07216
OG0003854	LYTVA_16966	AENJA_07506
OG0003855	LYTVA_19474	AENJA_07705
OG0003856	LYTVA_25797	AENJA_08084
OG0003857	LYTVA_25796	AENJA_08085
OG0003858	LYTVA_01327, LYTVA_27055	AENJA_08566
OG0003859	LYTVA_21927	AENJA_08612
OG0003860	LYTVA_18534	AENJA_11742
OG0003861	LYTVA_09141	AENJA_08913
OG0003862	LYTVA_00702	AENJA_19217
OG0003863	LYTVA_25098	AENJA_09171
OG0003864	LYTVA_16744	AENJA_09391
OG0003865	LYTVA_29186	AENJA_09441
OG0003866	LYTVA_29703	AENJA_09527
OG0003867	LYTVA_19438	AENJA_09761
OG0003868	LYTVA_16042	AENJA_09827
OG0003869	LYTVA_12197	AENJA_17460, AENJA_09977
OG0003870	LYTVA_09623, LYTVA_02604	AENJA_10263
OG0003871	LYTVA_29042	AENJA_10643
OG0003873	LYTVA_12402	AENJA_10784
OG0003876	LYTVA_08885	AENJA_10876
OG0003877	LYTVA_07189, LYTVA_05818	AENJA_11020
OG0003878	LYTVA_06775, LYTVA_04340	AENJA_11046
OG0003879	LYTVA_26740	AENJA_11207
OG0003880	LYTVA_19965	AENJA_11227
OG0003881	LYTVA_02265	AENJA_11372
OG0003882	LYTVA_18048	AENJA_11663
OG0003883	LYTVA_29680	AENJA_11694
OG0003884	LYTVA_04955	AENJA_11725
OG0003885	LYTVA_22856	AENJA_11785, AENJA_23431
OG0003886	LYTVA_00295	AENJA_12066
OG0003887	LYTVA_04461	AENJA_12157
OG0003888	LYTVA_27229, LYTVA_07798	AENJA_12506
OG0003889	LYTVA_29995	AENJA_12812
OG0003890	LYTVA_19129, LYTVA_23306	AENJA_21991, AENJA_12959
OG0003892	LYTVA_28820	AENJA_22782
OG0003893	LYTVA_09128	AENJA_13141
OG0003894	LYTVA_30206	AENJA_13190
OG0003895	LYTVA_16370	AENJA_13220
OG0003897	LYTVA_01009, LYTVA_18263	AENJA_14064
OG0003898	LYTVA_08754	AENJA_14091
OG0003899	LYTVA_01604	AENJA_14656
OG0003900	LYTVA_00171, LYTVA_09089	AENJA_15786
OG0003901	LYTVA_25425, LYTVA_13674	AENJA_15961
OG0003902	LYTVA_17636	AENJA_22186, AENJA_22184, AENJA_16067
OG0003903	LYTVA_02947, LYTVA_14426	AENJA_16074
OG0003904	LYTVA_08407	AENJA_16228
OG0003905	LYTVA_18579, LYTVA_24090	AENJA_16345
OG0003906	LYTVA_00896	AENJA_16374
OG0003907	LYTVA_27049	AENJA_25978, AENJA_17207
OG0003908	LYTVA_01565	AENJA_22677
OG0003908	LYTVA_23240	AENJA_17280
OG0003909	LYTVA_04292	AENJA_26469
OG0003910	LYTVA_15956	AENJA_17611
OG0003911	LYTVA_13769	AENJA_17893
OG0003912	LYTVA_20384	AENJA_18106
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952	AENJA_18124
OG0003914	LYTVA_00538	AENJA_20252
OG0003915	LYTVA_03286, LYTVA_20325	AENJA_18759
OG0003918	LYTVA_03867	AENJA_19068
OG0003919	LYTVA_25024	AENJA_19176
OG0003920	LYTVA_03736	AENJA_19805
OG0003921	LYTVA_29296	AENJA_19828
OG0003922	LYTVA_21766, LYTVA_20004	AENJA_19834
OG0003923	LYTVA_19351	AENJA_19884
OG0003925	LYTVA_23157	AENJA_20055
OG0003926	LYTVA_00309	AENJA_20056
OG0003927	LYTVA_09499, LYTVA_12096	AENJA_20528
OG0003928	LYTVA_03987	AENJA_20623
OG0003929	LYTVA_28675	AENJA_20627
OG0003930	LYTVA_25579, LYTVA_23488	AENJA_20961
OG0003931	LYTVA_22630	AENJA_21038
OG0003932	LYTVA_00352, LYTVA_14590	AENJA_21377
OG0003933	LYTVA_22915	AENJA_21761
OG0003935	LYTVA_23260	AENJA_22316
OG0003936	LYTVA_03319	AENJA_22324
OG0003937	LYTVA_23787	AENJA_22426
OG0003938	LYTVA_07799	AENJA_22573
OG0003939	LYTVA_03990, LYTVA_08883	AENJA_22721
OG0003940	LYTVA_05716, LYTVA_21871	AENJA_22828
OG0003942	LYTVA_19868, LYTVA_04089	AENJA_23165
OG0003943	LYTVA_15855, LYTVA_00687	AENJA_23357
OG0003945	LYTVA_00843	AENJA_23594
OG0003946	LYTVA_00597	AENJA_24350
OG0003947	LYTVA_21166	AENJA_24809
OG0003948	LYTVA_00599	AENJA_24828
OG0003949	LYTVA_06512, LYTVA_01213	AENJA_25294
OG0003953	LYTVA_25899	AENJA_25981
OG0003954	LYTVA_08587	AENJA_26001
OG0003956	LYTVA_03160	AENJA_26347
OG0003957	LYTVA_04850	AENJA_26465
OG0003958	LYTVA_10240	AENJA_26545
OG0003961	LYTVA_18404	AENJA_26616
OG0003962	LYTVA_27585	AENJA_26659
OG0003996	LYTVA_06683	AENJA_00444
OG0003997	LYTVA_01733	AENJA_08113
OG0003997	LYTVA_15918	AENJA_00553
OG0003998	LYTVA_04462	AENJA_00732
OG0003999	LYTVA_02706	AENJA_00953
OG0004000	LYTVA_13016	AENJA_01025
OG0004001	LYTVA_22392	AENJA_17927
OG0004002	LYTVA_14687	AENJA_01139, AENJA_01146
OG0004003	LYTVA_16588	AENJA_15688, AENJA_01298, AENJA_16894, AENJA_01301, AENJA_01304, AENJA_01302
OG0004004	LYTVA_12647	AENJA_01405
OG0004006	LYTVA_29148	AENJA_01567
OG0004007	LYTVA_16332	AENJA_01716
OG0004008	LYTVA_13135, LYTVA_05560, LYTVA_14391	AENJA_26796
OG0004008	LYTVA_10886, LYTVA_20279, LYTVA_26109, LYTVA_29482, LYTVA_28552, LYTVA_12634, LYTVA_12431, LYTVA_01997	AENJA_06010, AENJA_01927
OG0004009	LYTVA_27360	AENJA_01997
OG0004010	LYTVA_19108, LYTVA_14826	AENJA_02161
OG0004011	LYTVA_07133	AENJA_02252
OG0004012	LYTVA_26169	AENJA_02300
OG0004013	LYTVA_06656	AENJA_09231
OG0004014	LYTVA_26908	AENJA_20548, AENJA_03289, AENJA_12583
OG0004014	LYTVA_29701	AENJA_12582
OG0004015	LYTVA_14499	AENJA_03648
OG0004016	LYTVA_04982	AENJA_25499
OG0004017	LYTVA_26976	AENJA_03846
OG0004018	LYTVA_07907	AENJA_22270
OG0004019	LYTVA_11599, LYTVA_11549	AENJA_04085
OG0004020	LYTVA_26573, LYTVA_14344	AENJA_04089
OG0004021	LYTVA_07062, LYTVA_20594	AENJA_04438
OG0004022	LYTVA_29080, LYTVA_06465	AENJA_04720
OG0004023	LYTVA_16983	AENJA_04821
OG0004024	LYTVA_08882	AENJA_04835
OG0004025	LYTVA_06115	AENJA_05271
OG0004026	LYTVA_17700	AENJA_25586
OG0004026	LYTVA_06612	AENJA_05297, AENJA_23361
OG0004026	LYTVA_15671	AENJA_15950
OG0004028	LYTVA_25968	AENJA_05585
OG0004029	LYTVA_07988	AENJA_05822
OG0004030	LYTVA_13149	AENJA_05896
OG0004031	LYTVA_19098	AENJA_06023
OG0004034	LYTVA_01415, LYTVA_13108	AENJA_06781
OG0004035	LYTVA_24098	AENJA_07045
OG0004036	LYTVA_28065	AENJA_07123
OG0004037	LYTVA_20546	AENJA_07206
OG0004038	LYTVA_30220	AENJA_07209
OG0004039	LYTVA_09633, LYTVA_14370	AENJA_07640
OG0004040	LYTVA_03042	AENJA_07720
OG0004041	LYTVA_30034	AENJA_07774
OG0004042	LYTVA_08337	AENJA_07854
OG0004043	LYTVA_08636	AENJA_07877
OG0004044	LYTVA_04278	AENJA_07917
OG0004045	LYTVA_00602	AENJA_07957
OG0004047	LYTVA_22628	AENJA_08079
OG0004048	LYTVA_16472	AENJA_08141
OG0004049	LYTVA_15049, LYTVA_25674	AENJA_08248
OG0004050	LYTVA_19754	AENJA_08476
OG0004052	LYTVA_04921	AENJA_09045
OG0004053	LYTVA_05254	AENJA_09308
OG0004055	LYTVA_23038	AENJA_10626
OG0004057	LYTVA_23851, LYTVA_02242	AENJA_09847
OG0004058	LYTVA_12297, LYTVA_07409	AENJA_15238
OG0004058	LYTVA_03959	AENJA_09878
OG0004059	LYTVA_13931	AENJA_10120
OG0004060	LYTVA_13733	AENJA_10222
OG0004061	LYTVA_04703, LYTVA_20063	AENJA_10245
OG0004062	LYTVA_10442	AENJA_10281
OG0004063	LYTVA_25472	AENJA_10560
OG0004064	LYTVA_00970	AENJA_10715
OG0004065	LYTVA_23835, LYTVA_06332	AENJA_10915
OG0004066	LYTVA_14514	AENJA_10944
OG0004066	LYTVA_26929	AENJA_20918
OG0004067	LYTVA_14146	AENJA_11072, AENJA_11073
OG0004068	LYTVA_11542	AENJA_11291
OG0004069	LYTVA_15685	AENJA_11462
OG0004070	LYTVA_08824	AENJA_11512
OG0004071	LYTVA_15303	AENJA_11569
OG0004072	LYTVA_02954	AENJA_11674
OG0004073	LYTVA_02075, LYTVA_02074	AENJA_11745
OG0004074	LYTVA_08586	AENJA_11761
OG0004076	LYTVA_03921	AENJA_11962
OG0004077	LYTVA_26904	AENJA_12069, AENJA_11984
OG0004078	LYTVA_09313	AENJA_12075
OG0004079	LYTVA_06671	AENJA_12149
OG0004080	LYTVA_29208	AENJA_12559
OG0004081	LYTVA_02736	AENJA_12579
OG0004082	LYTVA_06311	AENJA_12648
OG0004083	LYTVA_21834, LYTVA_13777	AENJA_12814
OG0004084	LYTVA_18649	AENJA_13049
OG0004085	LYTVA_08513, LYTVA_28587	AENJA_13446
OG0004086	LYTVA_19945	AENJA_13483, AENJA_16966
OG0004087	LYTVA_06772	AENJA_13678
OG0004088	LYTVA_28769, LYTVA_03836	AENJA_13695, AENJA_24137
OG0004089	LYTVA_20890, LYTVA_05104	AENJA_13857
OG0004090	LYTVA_01996	AENJA_14113
OG0004091	LYTVA_21438	AENJA_14497
OG0004091	LYTVA_09473	AENJA_14498
OG0004092	LYTVA_11252, LYTVA_08054	AENJA_14629
OG0004093	LYTVA_18796	AENJA_14743
OG0004094	LYTVA_15767, LYTVA_15263	AENJA_14786
OG0004095	LYTVA_27647	AENJA_14906
OG0004096	LYTVA_24655	AENJA_14942
OG0004097	LYTVA_03615	AENJA_15032
OG0004098	LYTVA_17957	AENJA_15282
OG0004099	LYTVA_16532	AENJA_15456
OG0004100	LYTVA_05542, LYTVA_05543	AENJA_16101, AENJA_16102
OG0004101	LYTVA_16379	AENJA_16349
OG0004102	LYTVA_22604	AENJA_16425
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	AENJA_16652, AENJA_16649
OG0004104	LYTVA_23183	AENJA_17043
OG0004106	LYTVA_16270, LYTVA_17077	AENJA_17371
OG0004107	LYTVA_26766	AENJA_17526
OG0004108	LYTVA_08792	AENJA_17850
OG0004109	LYTVA_22391, LYTVA_02234, LYTVA_23683	AENJA_17887, AENJA_17889, AENJA_17888
OG0004110	LYTVA_17391	AENJA_17972
OG0004113	LYTVA_20632	AENJA_18290
OG0004114	LYTVA_09095	AENJA_18362
OG0004116	LYTVA_11277, LYTVA_16339	AENJA_18624
OG0004117	LYTVA_06474	AENJA_18937
OG0004118	LYTVA_28391	AENJA_19037
OG0004119	LYTVA_18575	AENJA_19319
OG0004121	LYTVA_26411	AENJA_19585
OG0004122	LYTVA_11268, LYTVA_00469	AENJA_19610
OG0004123	LYTVA_16672	AENJA_19882
OG0004124	LYTVA_03931	AENJA_20051
OG0004125	LYTVA_08831	AENJA_20094
OG0004126	LYTVA_05206	AENJA_20213
OG0004127	LYTVA_25845, LYTVA_00859	AENJA_20390
OG0004128	LYTVA_05290, LYTVA_03315, LYTVA_03965	AENJA_20435
OG0004129	LYTVA_03964	AENJA_20438
OG0004130	LYTVA_10134	AENJA_20514
OG0004132	LYTVA_24598	AENJA_20581
OG0004133	LYTVA_18548	AENJA_20684
OG0004134	LYTVA_17051	AENJA_20800
OG0004135	LYTVA_30000	AENJA_21037
OG0004136	LYTVA_15507	AENJA_21121
OG0004138	LYTVA_27721	AENJA_21636, AENJA_21637
OG0004139	LYTVA_12489	AENJA_22066
OG0004140	LYTVA_23705	AENJA_22122
OG0004141	LYTVA_11419	AENJA_22209
OG0004142	LYTVA_07168	AENJA_22247
OG0004143	LYTVA_00742, LYTVA_25759	AENJA_22570
OG0004145	LYTVA_14753	AENJA_22813
OG0004146	LYTVA_19042	AENJA_22878
OG0004147	LYTVA_08242	AENJA_22980
OG0004148	LYTVA_28754	AENJA_23349
OG0004149	LYTVA_02180	AENJA_23391
OG0004150	LYTVA_10446, LYTVA_04771	AENJA_23752
OG0004151	LYTVA_22027	AENJA_23954
OG0004153	LYTVA_24977, LYTVA_14935	AENJA_24230
OG0004154	LYTVA_21247	AENJA_24263
OG0004155	LYTVA_14865, LYTVA_16237, LYTVA_21944, LYTVA_24904, LYTVA_20646	AENJA_24334
OG0004156	LYTVA_23102	AENJA_24369, AENJA_24722
OG0004157	LYTVA_05077	AENJA_24370
OG0004158	LYTVA_10767	AENJA_24429
OG0004161	LYTVA_23742	AENJA_25182
OG0004162	LYTVA_06423, LYTVA_27144	AENJA_25282
OG0004163	LYTVA_20307	AENJA_25392
OG0004165	LYTVA_23819	AENJA_25720
OG0004166	LYTVA_05496	AENJA_25748
OG0004167	LYTVA_09956	AENJA_26097
OG0004168	LYTVA_10352	AENJA_26286
OG0004169	LYTVA_22122	AENJA_26454
OG0004170	LYTVA_03467	AENJA_26593
OG0004171	LYTVA_07825	AENJA_26685
OG0004215	LYTVA_17521, LYTVA_20252	AENJA_00310
OG0004216	LYTVA_05046	AENJA_00516
OG0004217	LYTVA_10684	AENJA_00550
OG0004218	LYTVA_10237	AENJA_00935
OG0004219	LYTVA_13015	AENJA_01020
OG0004220	LYTVA_12987	AENJA_01203
OG0004222	LYTVA_04664	AENJA_01486
OG0004223	LYTVA_16944, LYTVA_15378	AENJA_01506
OG0004224	LYTVA_29393, LYTVA_14857, LYTVA_14634, LYTVA_18411	AENJA_01584, AENJA_01587
OG0004225	LYTVA_21958	AENJA_01633
OG0004226	LYTVA_11757, LYTVA_01757	AENJA_01684
OG0004227	LYTVA_12126	AENJA_01705
OG0004228	LYTVA_17820, LYTVA_06103	AENJA_01729
OG0004229	LYTVA_15870, LYTVA_26921	AENJA_02064
OG0004230	LYTVA_03884	AENJA_02152
OG0004231	LYTVA_21112	AENJA_02278
OG0004232	LYTVA_16476	AENJA_02302
OG0004234	LYTVA_17567	AENJA_02411
OG0004235	LYTVA_20276	AENJA_02425
OG0004236	LYTVA_29541	AENJA_02429
OG0004237	LYTVA_10415	AENJA_02572
OG0004239	LYTVA_15516, LYTVA_12963	AENJA_02668
OG0004240	LYTVA_26856	AENJA_03070
OG0004243	LYTVA_09481	AENJA_03297
OG0004244	LYTVA_01667	AENJA_03379
OG0004245	LYTVA_24279, LYTVA_26637, LYTVA_24281	AENJA_03416
OG0004246	LYTVA_29403	AENJA_08975
OG0004246	LYTVA_27509	AENJA_03476
OG0004248	LYTVA_23168	AENJA_03763
OG0004249	LYTVA_11290	AENJA_03888
OG0004251	LYTVA_08695, LYTVA_17055	AENJA_20691
OG0004253	LYTVA_27876	AENJA_04321
OG0004254	LYTVA_15962	AENJA_04427, AENJA_09254
OG0004255	LYTVA_12403	AENJA_21176, AENJA_04555
OG0004257	LYTVA_15930	AENJA_04594
OG0004258	LYTVA_05034	AENJA_15676, AENJA_04921
OG0004259	LYTVA_21802	AENJA_05091
OG0004260	LYTVA_22612	AENJA_05573
OG0004261	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	LYTVA_18711	AENJA_05767
OG0004263	LYTVA_29357, LYTVA_12199	AENJA_05819
OG0004264	LYTVA_24355	AENJA_05851
OG0004265	LYTVA_15750, LYTVA_15746	AENJA_06209
OG0004266	LYTVA_10169	AENJA_06218
OG0004267	LYTVA_21270	AENJA_06337
OG0004269	LYTVA_07560, LYTVA_28413	AENJA_06472
OG0004270	LYTVA_25924	AENJA_06731
OG0004271	LYTVA_28380	AENJA_06979
OG0004272	LYTVA_26397	AENJA_06984
OG0004273	LYTVA_03846	AENJA_07053
OG0004274	LYTVA_00343	AENJA_07138
OG0004275	LYTVA_25889	AENJA_07307
OG0004276	LYTVA_00887, LYTVA_20924, LYTVA_25606	AENJA_07382
OG0004277	LYTVA_14258, LYTVA_28062	AENJA_07626
OG0004278	LYTVA_21762	AENJA_07644
