Orthogroup	LYTVA_ok	CAPO3
OG0001674	LYTVA_15682	CAPO301357
OG0001675	LYTVA_02115, LYTVA_09242	CAPO307574
OG0001676	LYTVA_20615	CAPO300524
OG0001676	LYTVA_04952	CAPO305992
OG0001677	LYTVA_22014	CAPO307978
OG0001679	LYTVA_17378, LYTVA_03795, LYTVA_21415, LYTVA_21417	CAPO302155, CAPO305784
OG0001680	LYTVA_06347	CAPO304235, CAPO304477
OG0001684	LYTVA_16936	CAPO300563
OG0001685	LYTVA_01904	CAPO307707
OG0001686	LYTVA_28929	CAPO307138
OG0001687	LYTVA_18610, LYTVA_22058	CAPO302907
OG0001688	LYTVA_10321	CAPO300133
OG0001690	LYTVA_10997, LYTVA_28589	CAPO304820
OG0001691	LYTVA_29941	CAPO307420
OG0001704	LYTVA_03750, LYTVA_28208	CAPO304434
OG0001706	LYTVA_16433	CAPO301033
OG0001707	LYTVA_02742	CAPO303836
OG0001708	LYTVA_08755	CAPO303804
OG0001709	LYTVA_16435	CAPO304969
OG0001711	LYTVA_23582	CAPO301872
OG0001713	LYTVA_19902	CAPO308041
OG0001713	LYTVA_16987	CAPO302278
OG0001714	LYTVA_26980	CAPO306669
OG0001718	LYTVA_06728	CAPO301559, CAPO301838
OG0001720	LYTVA_14326	CAPO303957
OG0001721	LYTVA_12881	CAPO302302
OG0001723	LYTVA_03137	CAPO308089
OG0001724	LYTVA_06501, LYTVA_06496, LYTVA_08423	CAPO306474
OG0001724	LYTVA_23926	CAPO305584
OG0001727	LYTVA_25387, LYTVA_24852	CAPO301729
OG0001730	LYTVA_03839	CAPO303469
OG0001732	LYTVA_22231	CAPO304710
OG0001733	LYTVA_14522, LYTVA_09132	CAPO306615
OG0001734	LYTVA_28271, LYTVA_02792	CAPO306594
OG0001735	LYTVA_17512	CAPO301389
OG0001738	LYTVA_14239, LYTVA_03711	CAPO301655
OG0001739	LYTVA_10491	CAPO304154
OG0001743	LYTVA_09129	CAPO306128
OG0001746	LYTVA_21735	CAPO306662
OG0001750	LYTVA_17680	CAPO304954
OG0001755	LYTVA_17842	CAPO300413
OG0001756	LYTVA_10472, LYTVA_10467	CAPO301153
OG0001756	LYTVA_03013	CAPO306605
OG0001769	LYTVA_02387	CAPO300754
OG0001769	LYTVA_30216	CAPO306748
OG0001770	LYTVA_06471	CAPO304551
OG0001772	LYTVA_23524, LYTVA_22204	CAPO303731
OG0001774	LYTVA_28479	CAPO302411
OG0001775	LYTVA_06438, LYTVA_21968	CAPO300385, CAPO303998
OG0001781	LYTVA_04782	CAPO304059
OG0001781	LYTVA_08353	CAPO306335
OG0001782	LYTVA_16503	CAPO302329
OG0001783	LYTVA_21718, LYTVA_26895	CAPO302497
OG0001787	LYTVA_09866, LYTVA_22457	CAPO302384
OG0001789	LYTVA_21477, LYTVA_15527, LYTVA_15528	CAPO303597
OG0001792	LYTVA_23803	CAPO302146
OG0001793	LYTVA_01173	CAPO302934
OG0001793	LYTVA_03112	CAPO300098
OG0001794	LYTVA_04854, LYTVA_26572, LYTVA_03749, LYTVA_20876, LYTVA_03751	CAPO305037
OG0001797	LYTVA_25216, LYTVA_13349, LYTVA_11627, LYTVA_26034, LYTVA_18970	CAPO305230
OG0001799	LYTVA_13847	CAPO307439
OG0001800	LYTVA_21818	CAPO302099, CAPO301494
OG0001801	LYTVA_16627, LYTVA_24616	CAPO301631, CAPO300406, CAPO302328, CAPO300564
OG0001802	LYTVA_26489, LYTVA_26493, LYTVA_26488, LYTVA_22206, LYTVA_08853, LYTVA_29778	CAPO307992
OG0001804	LYTVA_21220	CAPO307706
OG0001805	LYTVA_23931, LYTVA_16203, LYTVA_10280	CAPO301307
OG0001807	LYTVA_27089	CAPO305640
OG0001808	LYTVA_09711	CAPO300354
OG0001809	LYTVA_24690	CAPO307543
OG0001814	LYTVA_13775	CAPO305508
OG0001816	LYTVA_11847, LYTVA_11846	CAPO300431
OG0001818	LYTVA_09386	CAPO302088
OG0001819	LYTVA_12283, LYTVA_25485	CAPO307172
OG0001820	LYTVA_02599, LYTVA_29524	CAPO300515
OG0001822	LYTVA_22413	CAPO301119
OG0001825	LYTVA_14311, LYTVA_23444	CAPO306238
OG0001827	LYTVA_09251, LYTVA_06825	CAPO303060
OG0001830	LYTVA_22851	CAPO300316
OG0001831	LYTVA_25792	CAPO306824
OG0001832	LYTVA_10011	CAPO300612
OG0001834	LYTVA_25860	CAPO301512
OG0001849	LYTVA_05823, LYTVA_06918	CAPO303014
OG0001850	LYTVA_12037	CAPO301689
OG0001851	LYTVA_22434, LYTVA_22433	CAPO303828
OG0001852	LYTVA_04485	CAPO303604
OG0001857	LYTVA_17991, LYTVA_09748, LYTVA_09742	CAPO306766
OG0001859	LYTVA_15306, LYTVA_24112	CAPO304942
OG0001860	LYTVA_22471	CAPO306960
OG0001861	LYTVA_25197	CAPO303333
OG0001864	LYTVA_05483	CAPO300448
OG0001865	LYTVA_11377	CAPO302509
OG0001866	LYTVA_12972	CAPO306683
OG0001867	LYTVA_13864	CAPO302026
OG0001870	LYTVA_21431	CAPO303422
OG0001871	LYTVA_20738	CAPO300664
OG0001873	LYTVA_12057, LYTVA_19029, LYTVA_27237	CAPO305494
OG0001875	LYTVA_28164, LYTVA_13281	CAPO303129
OG0001875	LYTVA_09408	CAPO300770
OG0001877	LYTVA_14689, LYTVA_10974	CAPO305419
OG0001879	LYTVA_21655	CAPO302675
OG0001879	LYTVA_21726	CAPO304068
OG0001882	LYTVA_22489	CAPO302587
OG0001883	LYTVA_08476	CAPO304395
OG0001886	LYTVA_13389	CAPO301013
OG0001888	LYTVA_14493	CAPO307373
OG0001894	LYTVA_28553	CAPO305070
OG0001895	LYTVA_09898, LYTVA_04308	CAPO300178
OG0001898	LYTVA_24127, LYTVA_29545	CAPO303887
OG0001900	LYTVA_08676, LYTVA_14560, LYTVA_06350, LYTVA_13466, LYTVA_06292, LYTVA_14546, LYTVA_07011, LYTVA_10831	CAPO306468, CAPO308362
OG0001901	LYTVA_03922	CAPO302174
OG0001903	LYTVA_26671	CAPO301651
OG0001913	LYTVA_08539, LYTVA_15655	CAPO308270
OG0001914	LYTVA_24515, LYTVA_11723, LYTVA_13970	CAPO308187
OG0001915	LYTVA_29625	CAPO305922
OG0001916	LYTVA_10483, LYTVA_30134	CAPO304398
OG0001917	LYTVA_02307	CAPO303937
OG0001923	LYTVA_02896, LYTVA_06842	CAPO300364
OG0001926	LYTVA_19317	CAPO308203
OG0001927	LYTVA_10827	CAPO303832
OG0001928	LYTVA_13719	CAPO303627
OG0001930	LYTVA_22217	CAPO301567
OG0001931	LYTVA_22996	CAPO306905
OG0001932	LYTVA_19885	CAPO304653
OG0001937	LYTVA_27995, LYTVA_28001	CAPO301986
OG0001939	LYTVA_20390	CAPO304703
OG0001940	LYTVA_10392	CAPO307447
OG0001941	LYTVA_16404	CAPO303660
OG0001943	LYTVA_09619	CAPO304272
OG0001945	LYTVA_02199	CAPO302125, CAPO302413
OG0001948	LYTVA_24023	CAPO307548
OG0001949	LYTVA_11745	CAPO303945
OG0001951	LYTVA_24979	CAPO305792
OG0001952	LYTVA_02568	CAPO301278
OG0001953	LYTVA_23643	CAPO306993
OG0001956	LYTVA_21159	CAPO302405
OG0001957	LYTVA_19757, LYTVA_05894	CAPO307027
OG0001961	LYTVA_04984	CAPO301591
OG0001963	LYTVA_25808	CAPO304559
OG0001964	LYTVA_11887	CAPO306144
OG0001965	LYTVA_04012	CAPO305377
OG0001966	LYTVA_29337	CAPO308069
OG0001968	LYTVA_11013, LYTVA_26170, LYTVA_25074, LYTVA_14019	CAPO303436
OG0001969	LYTVA_26700, LYTVA_02053	CAPO301897
OG0001972	LYTVA_12401	CAPO302726
OG0001985	LYTVA_25021	CAPO307425
OG0001988	LYTVA_13692, LYTVA_16970	CAPO301454
OG0001989	LYTVA_17294, LYTVA_22567, LYTVA_03449	CAPO303699
OG0001992	LYTVA_21528	CAPO301694
OG0001997	LYTVA_23462	CAPO301018
OG0001998	LYTVA_28153	CAPO304168
OG0001999	LYTVA_25071, LYTVA_17089	CAPO303159
OG0002000	LYTVA_09917, LYTVA_20812, LYTVA_00535	CAPO305912
OG0002001	LYTVA_06621	CAPO301730, CAPO305766
OG0002003	LYTVA_27403	CAPO306645
OG0002004	LYTVA_20371, LYTVA_00708	CAPO305661, CAPO300359
OG0002006	LYTVA_30202, LYTVA_24696, LYTVA_00947	CAPO302881
OG0002007	LYTVA_00300	CAPO301764
OG0002008	LYTVA_11348, LYTVA_17615	CAPO308237
OG0002009	LYTVA_25414	CAPO305521
OG0002010	LYTVA_26220	CAPO303286
OG0002011	LYTVA_00131	CAPO305222
OG0002014	LYTVA_01257	CAPO305309
OG0002015	LYTVA_23511, LYTVA_03784	CAPO304377
OG0002016	LYTVA_04456	CAPO300736, CAPO303360
OG0002019	LYTVA_24565, LYTVA_19176, LYTVA_29439	CAPO303943, CAPO301189
OG0002020	LYTVA_20481	CAPO301809, CAPO306607
OG0002024	LYTVA_29507	CAPO300776
OG0002025	LYTVA_24851	CAPO301502
OG0002026	LYTVA_00656, LYTVA_03670	CAPO307889, CAPO306582
OG0002027	LYTVA_07659	CAPO307021
OG0002029	LYTVA_21393	CAPO303181
OG0002030	LYTVA_21124	CAPO301675
OG0002030	LYTVA_03110	CAPO303987
OG0002031	LYTVA_03393, LYTVA_03117	CAPO300135
OG0002032	LYTVA_25138	CAPO304689
OG0002034	LYTVA_14638, LYTVA_17465	CAPO306318
OG0002042	LYTVA_09497	CAPO300525
OG0002058	LYTVA_29397, LYTVA_12717, LYTVA_28075, LYTVA_09629	CAPO300289
OG0002061	LYTVA_21428	CAPO307339
OG0002062	LYTVA_29599	CAPO301382
OG0002066	LYTVA_04370	CAPO300576
OG0002067	LYTVA_08828	CAPO302721
OG0002068	LYTVA_21994	CAPO303650
OG0002069	LYTVA_18095, LYTVA_10776	CAPO306402
OG0002073	LYTVA_26326	CAPO302333
OG0002076	LYTVA_20709	CAPO303117
OG0002078	LYTVA_27383, LYTVA_06878, LYTVA_05678	CAPO302217
OG0002080	LYTVA_01538, LYTVA_26517	CAPO307474, CAPO307552
OG0002081	LYTVA_05029, LYTVA_05500, LYTVA_05032	CAPO300584
OG0002084	LYTVA_00594	CAPO300150
OG0002087	LYTVA_13703, LYTVA_16316, LYTVA_02024	CAPO306536
OG0002093	LYTVA_06495, LYTVA_22821, LYTVA_20195	CAPO304254
OG0002094	LYTVA_25874, LYTVA_02272	CAPO303399
OG0002097	LYTVA_25591	CAPO302111
OG0002099	LYTVA_17183	CAPO306675
OG0002101	LYTVA_13887, LYTVA_28735	CAPO307803
OG0002108	LYTVA_01699	CAPO303834
OG0002122	LYTVA_11582, LYTVA_06978, LYTVA_04489	CAPO300191
OG0002123	LYTVA_03805	CAPO303373
OG0002124	LYTVA_06106	CAPO300980
OG0002129	LYTVA_14014	CAPO305068
OG0002130	LYTVA_25553	CAPO301943
OG0002131	LYTVA_29216, LYTVA_05431	CAPO302159
OG0002135	LYTVA_12995, LYTVA_29373	CAPO300616, CAPO300802
OG0002136	LYTVA_03624	CAPO300292
OG0002137	LYTVA_23578, LYTVA_27219, LYTVA_00323	CAPO306593
OG0002138	LYTVA_18624, LYTVA_18618	CAPO304101
OG0002140	LYTVA_17903, LYTVA_07080, LYTVA_05385	CAPO300489
OG0002141	LYTVA_27475, LYTVA_21058	CAPO300491
OG0002144	LYTVA_10170	CAPO308205
OG0002145	LYTVA_25747, LYTVA_12284	CAPO305963
OG0002146	LYTVA_00027	CAPO303694
OG0002148	LYTVA_19940, LYTVA_19729	CAPO301311
OG0002150	LYTVA_05712	CAPO305991
OG0002151	LYTVA_10951, LYTVA_15395, LYTVA_15390	CAPO300513
OG0002152	LYTVA_27158, LYTVA_09044	CAPO305214
OG0002156	LYTVA_15609, LYTVA_11872, LYTVA_12702	CAPO307789
OG0002158	LYTVA_18224, LYTVA_06861	CAPO300426
OG0002160	LYTVA_18232	CAPO306354
OG0002165	LYTVA_22362	CAPO306860
OG0002166	LYTVA_06860, LYTVA_27019	CAPO300536
OG0002169	LYTVA_19343, LYTVA_09425	CAPO305188, CAPO305186
OG0002170	LYTVA_21536, LYTVA_00414	CAPO306065
OG0002171	LYTVA_15359	CAPO300657
OG0002172	LYTVA_22818, LYTVA_18030	CAPO300117
OG0002173	LYTVA_24516, LYTVA_23801	CAPO300163
OG0002177	LYTVA_27696	CAPO303715
OG0002179	LYTVA_24663	CAPO301344
OG0002182	LYTVA_28987	CAPO300304
OG0002184	LYTVA_09182, LYTVA_03835	CAPO302808
OG0002185	LYTVA_13990	CAPO306894
OG0002187	LYTVA_23104	CAPO303260
OG0002188	LYTVA_26546	CAPO307308
OG0002189	LYTVA_28734, LYTVA_13891	CAPO302919, CAPO302901
OG0002190	LYTVA_15057	CAPO305794
OG0002191	LYTVA_16682, LYTVA_16310	CAPO306349
OG0002193	LYTVA_23878	CAPO307827, CAPO303661
OG0002194	LYTVA_22585, LYTVA_18931	CAPO306073
OG0002216	LYTVA_29111, LYTVA_20156, LYTVA_15318, LYTVA_08313, LYTVA_03027	CAPO308083
OG0002217	LYTVA_24396	CAPO303403
OG0002222	LYTVA_17080	CAPO300961
OG0002224	LYTVA_28937, LYTVA_24337	CAPO304952
OG0002224	LYTVA_20299	CAPO304640
OG0002225	LYTVA_07379	CAPO301769
OG0002227	LYTVA_28012	CAPO307820, CAPO307799
OG0002228	LYTVA_13148	CAPO301630, CAPO300068
OG0002229	LYTVA_05653	CAPO308040
OG0002237	LYTVA_29077	CAPO306506
OG0002239	LYTVA_24268	CAPO303809
OG0002239	LYTVA_02728, LYTVA_24845	CAPO301966
OG0002240	LYTVA_07262, LYTVA_13376	CAPO306707
OG0002243	LYTVA_18791, LYTVA_26266	CAPO301335, CAPO300484
OG0002244	LYTVA_15294	CAPO303840
OG0002245	LYTVA_15377	CAPO302737
OG0002246	LYTVA_01846	CAPO301929
OG0002251	LYTVA_20483	CAPO302537
OG0002255	LYTVA_07529, LYTVA_20537	CAPO301475, CAPO302337
OG0002257	LYTVA_20175	CAPO303721
OG0002258	LYTVA_11086	CAPO302229
OG0002261	LYTVA_24946	CAPO303559
OG0002263	LYTVA_25866	CAPO304694
OG0002264	LYTVA_10571, LYTVA_20438	CAPO304810
OG0002264	LYTVA_10569	CAPO305220
OG0002266	LYTVA_15212	CAPO307392
OG0002270	LYTVA_11425	CAPO302042
OG0002272	LYTVA_11721	CAPO301905
OG0002282	LYTVA_16722	CAPO300014
OG0002284	LYTVA_25872	CAPO304167
OG0002285	LYTVA_07269	CAPO305012
OG0002287	LYTVA_08797	CAPO306430
OG0002288	LYTVA_14290	CAPO306855
OG0002292	LYTVA_14951	CAPO301471
OG0002294	LYTVA_13465	CAPO300522
OG0002312	LYTVA_12025, LYTVA_26175	CAPO305339
OG0002316	LYTVA_10500	CAPO302192
OG0002317	LYTVA_01452	CAPO301129
OG0002318	LYTVA_19919, LYTVA_16601	CAPO302292
OG0002321	LYTVA_29675	CAPO300390
OG0002322	LYTVA_02660	CAPO300979
OG0002323	LYTVA_12247	CAPO308299
OG0002324	LYTVA_04784, LYTVA_18196	CAPO301866
OG0002325	LYTVA_25143	CAPO300458
OG0002326	LYTVA_23144	CAPO302239
OG0002327	LYTVA_13830	CAPO302954
OG0002330	LYTVA_00746	CAPO300172
OG0002331	LYTVA_28456	CAPO302246
OG0002332	LYTVA_15960	CAPO300761
OG0002337	LYTVA_22161, LYTVA_19703	CAPO307155
OG0002340	LYTVA_26872	CAPO307906
OG0002343	LYTVA_02395	CAPO303889
OG0002344	LYTVA_11170	CAPO307434
OG0002346	LYTVA_02392	CAPO307106
OG0002354	LYTVA_01631, LYTVA_29247	CAPO306383
OG0002356	LYTVA_15548	CAPO305051
OG0002357	LYTVA_22139	CAPO302341
OG0002358	LYTVA_02933, LYTVA_25182	CAPO307788
OG0002359	LYTVA_09109, LYTVA_22971, LYTVA_17719	CAPO302128
OG0002361	LYTVA_05317, LYTVA_09958	CAPO304727
OG0002362	LYTVA_07780	CAPO301902
OG0002363	LYTVA_24435, LYTVA_22514, LYTVA_29113	CAPO302980
OG0002364	LYTVA_00477	CAPO306488
OG0002367	LYTVA_25642	CAPO304316
OG0002368	LYTVA_29543	CAPO301447
OG0002369	LYTVA_27387, LYTVA_07441	CAPO301279
OG0002370	LYTVA_25287, LYTVA_29432	CAPO303015
OG0002371	LYTVA_25400	CAPO304426
OG0002372	LYTVA_28415, LYTVA_14995	CAPO303041
OG0002374	LYTVA_09672	CAPO302309
OG0002375	LYTVA_09763, LYTVA_28258, LYTVA_15054	CAPO305178, CAPO300285
OG0002376	LYTVA_08623	CAPO304863
OG0002377	LYTVA_21348	CAPO301847
OG0002379	LYTVA_23460	CAPO301214
OG0002396	LYTVA_23895	CAPO302410
OG0002398	LYTVA_08374	CAPO306938
OG0002405	LYTVA_22750, LYTVA_00963	CAPO300119
OG0002406	LYTVA_16025	CAPO304138
OG0002407	LYTVA_05902, LYTVA_09107	CAPO301366
OG0002409	LYTVA_26911	CAPO301533
OG0002410	LYTVA_07702	CAPO305170
OG0002411	LYTVA_05420	CAPO305052
OG0002413	LYTVA_03837, LYTVA_28770	CAPO307797
OG0002413	LYTVA_16733	CAPO304716
OG0002414	LYTVA_25326, LYTVA_07578	CAPO304631
OG0002415	LYTVA_19723	CAPO304905
OG0002417	LYTVA_15966, LYTVA_13356, LYTVA_24728, LYTVA_19204, LYTVA_28963, LYTVA_18942	CAPO307671
OG0002418	LYTVA_05152	CAPO303802
OG0002419	LYTVA_27453, LYTVA_24823	CAPO303825
OG0002422	LYTVA_25109, LYTVA_03043	CAPO302014
OG0002425	LYTVA_02861, LYTVA_04112	CAPO304491
OG0002426	LYTVA_04606	CAPO303294
OG0002429	LYTVA_00348	CAPO305260
OG0002433	LYTVA_18440, LYTVA_02521	CAPO302444
OG0002435	LYTVA_28515	CAPO304613
OG0002436	LYTVA_16842	CAPO307054
OG0002437	LYTVA_15251	CAPO303352
OG0002439	LYTVA_25319	CAPO302565
OG0002441	LYTVA_03213	CAPO304429
OG0002442	LYTVA_29246	CAPO300535
OG0002443	LYTVA_18888	CAPO301424
OG0002445	LYTVA_13339	CAPO304782
OG0002446	LYTVA_23950	CAPO303707
OG0002448	LYTVA_28130	CAPO308204
OG0002453	LYTVA_16565	CAPO305834
OG0002454	LYTVA_24519	CAPO305157
OG0002476	LYTVA_18571, LYTVA_29232	CAPO307617
OG0002484	LYTVA_10602	CAPO305360
OG0002486	LYTVA_12364	CAPO303598
OG0002492	LYTVA_04881, LYTVA_20142, LYTVA_20143	CAPO305743
OG0002494	LYTVA_08528, LYTVA_06135	CAPO307620
OG0002495	LYTVA_15838	CAPO306559
OG0002496	LYTVA_22706	CAPO300997
OG0002497	LYTVA_20099, LYTVA_19407, LYTVA_09946	CAPO301629
OG0002499	LYTVA_01816, LYTVA_19380, LYTVA_19376	CAPO308309
OG0002500	LYTVA_12795, LYTVA_02797	CAPO305159
OG0002501	LYTVA_00679	CAPO305150
OG0002502	LYTVA_10650, LYTVA_26587, LYTVA_20831, LYTVA_07010	CAPO304947
OG0002503	LYTVA_01746	CAPO301024
OG0002505	LYTVA_15145	CAPO302692
OG0002506	LYTVA_27085	CAPO301029
OG0002507	LYTVA_16175	CAPO303215
OG0002509	LYTVA_12179, LYTVA_25437	CAPO305905, CAPO306732
OG0002510	LYTVA_28382, LYTVA_12781	CAPO305793
OG0002511	LYTVA_00911	CAPO303146
OG0002518	LYTVA_09891	CAPO304200
OG0002519	LYTVA_16385	CAPO302874
OG0002523	LYTVA_00333	CAPO301008
OG0002526	LYTVA_27159	CAPO303145
OG0002527	LYTVA_12191	CAPO306066
OG0002528	LYTVA_05185	CAPO301891
OG0002531	LYTVA_02490	CAPO304673
OG0002532	LYTVA_10842	CAPO307265
OG0002533	LYTVA_10911	CAPO302353
OG0002534	LYTVA_28779	CAPO302248
OG0002539	LYTVA_03780, LYTVA_22809, LYTVA_22808	CAPO305908
OG0002542	LYTVA_22878	CAPO300062
OG0002543	LYTVA_05546, LYTVA_29378	CAPO306889, CAPO301493
OG0002548	LYTVA_15314	CAPO303502
OG0002555	LYTVA_03125	CAPO301095
OG0002557	LYTVA_11893	CAPO302757
OG0002558	LYTVA_13215	CAPO301820
OG0002559	LYTVA_29204	CAPO306363
OG0002561	LYTVA_06324	CAPO306761
OG0002562	LYTVA_23408	CAPO305283
OG0002563	LYTVA_28180	CAPO307417
OG0002564	LYTVA_01413	CAPO307297
OG0002566	LYTVA_29203	CAPO303827
OG0002567	LYTVA_24506, LYTVA_23645, LYTVA_10741	CAPO304319
OG0002569	LYTVA_26769	CAPO306658
OG0002570	LYTVA_08742, LYTVA_21570	CAPO307215
OG0002587	LYTVA_01204	CAPO300512
OG0002589	LYTVA_21773	CAPO302447
OG0002592	LYTVA_23598, LYTVA_03295, LYTVA_21866	CAPO300278
OG0002594	LYTVA_09902	CAPO304177
OG0002598	LYTVA_19110	CAPO300566
OG0002599	LYTVA_04514	CAPO303706
OG0002600	LYTVA_24902	CAPO305861
OG0002601	LYTVA_13096, LYTVA_21392	CAPO300675
OG0002602	LYTVA_25365	CAPO303637
OG0002603	LYTVA_08075, LYTVA_08072, LYTVA_13249	CAPO302609
OG0002605	LYTVA_01282	CAPO303522
OG0002608	LYTVA_13159	CAPO303192
OG0002609	LYTVA_01416	CAPO304999
OG0002610	LYTVA_11229	CAPO307043
OG0002611	LYTVA_04155	CAPO302425
OG0002620	LYTVA_00427	CAPO300598
OG0002621	LYTVA_12838, LYTVA_23317	CAPO305708, CAPO305709, CAPO305858
OG0002624	LYTVA_03682	CAPO307642
OG0002629	LYTVA_00974	CAPO306781
OG0002630	LYTVA_23635	CAPO300618
OG0002631	LYTVA_01421, LYTVA_05487, LYTVA_25207, LYTVA_21771	CAPO302228
OG0002632	LYTVA_05249	CAPO301605
OG0002633	LYTVA_24405	CAPO301845
OG0002634	LYTVA_07550, LYTVA_15801	CAPO303763
OG0002636	LYTVA_13092, LYTVA_12071	CAPO302443
OG0002638	LYTVA_23794, LYTVA_24615	CAPO302461, CAPO301720
OG0002642	LYTVA_25328	CAPO302887
OG0002643	LYTVA_22934	CAPO305403
OG0002644	LYTVA_00752	CAPO300686
OG0002645	LYTVA_24176, LYTVA_23649, LYTVA_19152	CAPO302012
OG0002646	LYTVA_13560, LYTVA_13618	CAPO300302
OG0002651	LYTVA_11913, LYTVA_10914	CAPO307502
OG0002652	LYTVA_14696, LYTVA_00100	CAPO305413
OG0002656	LYTVA_17513	CAPO301386
OG0002657	LYTVA_21608	CAPO301921
OG0002659	LYTVA_20057	CAPO302308
OG0002661	LYTVA_14026, LYTVA_08616, LYTVA_11094, LYTVA_08264	CAPO300165
OG0002662	LYTVA_25032, LYTVA_29138	CAPO307949
OG0002663	LYTVA_04732	CAPO308163
OG0002665	LYTVA_28316	CAPO307055
OG0002666	LYTVA_04715	CAPO308350
OG0002668	LYTVA_18089, LYTVA_00341	CAPO301754
OG0002669	LYTVA_07024, LYTVA_27272	CAPO301762
OG0002672	LYTVA_27785	CAPO307527
OG0002677	LYTVA_05849	CAPO303005
OG0002682	LYTVA_22194	CAPO301064
OG0002705	LYTVA_29948	CAPO303959
OG0002706	LYTVA_18828, LYTVA_18829, LYTVA_18105	CAPO306125
OG0002708	LYTVA_06941	CAPO306708
OG0002710	LYTVA_03429, LYTVA_24271	CAPO301641
OG0002716	LYTVA_24542, LYTVA_06979	CAPO302306
OG0002717	LYTVA_09780	CAPO307873
OG0002718	LYTVA_17119, LYTVA_10644, LYTVA_22419	CAPO306705
OG0002720	LYTVA_16984, LYTVA_04741	CAPO304077
OG0002722	LYTVA_27149	CAPO300697
OG0002726	LYTVA_12627	CAPO303092
OG0002728	LYTVA_17577, LYTVA_17564, LYTVA_17578	CAPO304582
OG0002730	LYTVA_25085, LYTVA_25902	CAPO300185
OG0002731	LYTVA_14020	CAPO304916
OG0002732	LYTVA_28855	CAPO305751
OG0002736	LYTVA_21231	CAPO302364
OG0002739	LYTVA_03350, LYTVA_16185	CAPO303462
OG0002741	LYTVA_08147	CAPO305001
OG0002743	LYTVA_20017, LYTVA_29489	CAPO305659
OG0002744	LYTVA_13350, LYTVA_17646	CAPO307532
OG0002745	LYTVA_23293	CAPO302960
OG0002746	LYTVA_01662	CAPO301404
OG0002747	LYTVA_07301, LYTVA_06613	CAPO308121
OG0002749	LYTVA_13617	CAPO305516
OG0002750	LYTVA_11674	CAPO305820
OG0002751	LYTVA_09851	CAPO300590
OG0002752	LYTVA_13590, LYTVA_16228	CAPO306571
OG0002755	LYTVA_22169, LYTVA_22170, LYTVA_22722	CAPO303504
OG0002756	LYTVA_16840	CAPO302206
OG0002757	LYTVA_12178, LYTVA_25439	CAPO301022
OG0002758	LYTVA_20249	CAPO302892, CAPO307678
OG0002760	LYTVA_26292, LYTVA_13642	CAPO306120
OG0002764	LYTVA_12077	CAPO300451
OG0002765	LYTVA_13397, LYTVA_07528	CAPO307679
OG0002766	LYTVA_02144, LYTVA_02143, LYTVA_11825	CAPO300475
OG0002767	LYTVA_15615	CAPO302818
OG0002770	LYTVA_16373, LYTVA_09840	CAPO300723
OG0002771	LYTVA_30010	CAPO307480
OG0002772	LYTVA_07041, LYTVA_20067	CAPO301657
OG0002773	LYTVA_17377	CAPO300783
OG0002774	LYTVA_02098, LYTVA_29513	CAPO301900
OG0002776	LYTVA_03062	CAPO300785
OG0002777	LYTVA_15704	CAPO303340
OG0002779	LYTVA_13462, LYTVA_13292	CAPO306710
OG0002780	LYTVA_15420, LYTVA_07675	CAPO306806
OG0002782	LYTVA_01104	CAPO301842
OG0002785	LYTVA_29142	CAPO300520
OG0002788	LYTVA_12524, LYTVA_24529	CAPO304831
OG0002790	LYTVA_12236	CAPO302263
OG0002793	LYTVA_11186	CAPO305498
OG0002799	LYTVA_23324	CAPO301814
OG0002815	LYTVA_29630, LYTVA_08058	CAPO305247
OG0002816	LYTVA_20661	CAPO300822
OG0002817	LYTVA_20180	CAPO305631
OG0002818	LYTVA_21907	CAPO300344
OG0002822	LYTVA_29897, LYTVA_29899	CAPO300505
OG0002824	LYTVA_03461	CAPO304804
OG0002825	LYTVA_02222	CAPO303958
OG0002826	LYTVA_08491	CAPO305161
OG0002827	LYTVA_10087	CAPO302357
OG0002828	LYTVA_14096	CAPO302033
OG0002831	LYTVA_17877, LYTVA_02081	CAPO303454
OG0002833	LYTVA_05904, LYTVA_21505	CAPO302961
OG0002835	LYTVA_03279	CAPO306542
OG0002836	LYTVA_12076	CAPO301463
OG0002837	LYTVA_04424	CAPO304096
OG0002839	LYTVA_09274	CAPO302420
OG0002841	LYTVA_19615	CAPO302293
OG0002842	LYTVA_15541, LYTVA_05573	CAPO300353
OG0002843	LYTVA_17224, LYTVA_25426	CAPO300339
OG0002844	LYTVA_02450	CAPO306381, CAPO305443
OG0002845	LYTVA_22312	CAPO305717
OG0002847	LYTVA_05132	CAPO307024
OG0002848	LYTVA_10965	CAPO306888
OG0002850	LYTVA_06458, LYTVA_21372	CAPO305439
OG0002851	LYTVA_07801	CAPO304239
OG0002858	LYTVA_16979	CAPO302020
OG0002860	LYTVA_06421, LYTVA_06422	CAPO304305
OG0002864	LYTVA_14853	CAPO303007
OG0002865	LYTVA_14700	CAPO302058
OG0002866	LYTVA_01160	CAPO307089
OG0002868	LYTVA_00591, LYTVA_06070	CAPO307730
OG0002870	LYTVA_13335	CAPO303935
OG0002875	LYTVA_29837	CAPO302434
OG0002876	LYTVA_03623	CAPO302622
OG0002878	LYTVA_11914	CAPO304014
OG0002884	LYTVA_15779	CAPO306804
OG0002888	LYTVA_16817, LYTVA_26979, LYTVA_26972	CAPO302979
OG0002890	LYTVA_20159	CAPO307147
