Orthogroup	LYTVA_ok	PFLAV
OG0003183	LYTVA_01171	TCONS_00020630.p1
OG0003184	LYTVA_06204	TCONS_00031430.p1
OG0003185	LYTVA_04498	TCONS_00036463.p1
OG0003187	LYTVA_17204	TCONS_00054634.p1
OG0003188	LYTVA_11357	TCONS_00027939.p1
OG0003189	LYTVA_15037, LYTVA_03261	TCONS_00001707.p1
OG0003190	LYTVA_00219, LYTVA_10159, LYTVA_29362, LYTVA_28760	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1
OG0003191	LYTVA_04471, LYTVA_10768	TCONS_00003984.p1
OG0003192	LYTVA_21359	TCONS_00003034.p1
OG0003193	LYTVA_19147	TCONS_00022403.p1
OG0003194	LYTVA_17057, LYTVA_08696, LYTVA_12324	TCONS_00016610.p1, TCONS_00016612.p1, TCONS_00051910.p1
OG0003194	LYTVA_19921	TCONS_00015839.p1
OG0003195	LYTVA_13150	TCONS_00012666.p1
OG0003196	LYTVA_00345	TCONS_00007011.p1
OG0003198	LYTVA_05453	TCONS_00052157.p1, TCONS_00052173.p1
OG0003199	LYTVA_14841	TCONS_00054865.p1
OG0003201	LYTVA_27379	TCONS_00023667.p1, TCONS_00018270.p1, TCONS_00020144.p1, TCONS_00023662.p1, TCONS_00025378.p1
OG0003202	LYTVA_17714	TCONS_00030468.p1
OG0003203	LYTVA_08240	TCONS_00033348.p1
OG0003204	LYTVA_11673	TCONS_00041693.p1
OG0003205	LYTVA_08249	TCONS_00028178.p1
OG0003206	LYTVA_07286	TCONS_00042722.p1
OG0003207	LYTVA_15862	TCONS_00043267.p1, TCONS_00030185.p1
OG0003209	LYTVA_00539, LYTVA_05806, LYTVA_13919, LYTVA_19999, LYTVA_19953, LYTVA_04866, LYTVA_00087, LYTVA_05100, LYTVA_22012, LYTVA_09094, LYTVA_26825, LYTVA_18680, LYTVA_07773, LYTVA_01591, LYTVA_05099, LYTVA_22296, LYTVA_28661, LYTVA_24418, LYTVA_24129, LYTVA_02744, LYTVA_04243, LYTVA_03317, LYTVA_01197, LYTVA_02488, LYTVA_17140, LYTVA_10242, LYTVA_25542, LYTVA_21582, LYTVA_10239, LYTVA_10520	TCONS_00037983.p1
OG0003210	LYTVA_15515	TCONS_00014945.p1
OG0003211	LYTVA_01718, LYTVA_29781	TCONS_00038940.p1, TCONS_00006794.p1
OG0003212	LYTVA_21928	TCONS_00038921.p1, TCONS_00005698.p1
OG0003214	LYTVA_25327, LYTVA_22874	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	LYTVA_05541	TCONS_00004511.p1
OG0003217	LYTVA_00325	TCONS_00053417.p1
OG0003218	LYTVA_24470, LYTVA_25657	TCONS_00022948.p1
OG0003220	LYTVA_16356	TCONS_00000598.p1
OG0003222	LYTVA_24360	TCONS_00008423.p1
OG0003223	LYTVA_01295	TCONS_00008858.p1
OG0003224	LYTVA_06526	TCONS_00019205.p1
OG0003225	LYTVA_27283	TCONS_00034983.p1
OG0003226	LYTVA_06660	TCONS_00037381.p1
OG0003227	LYTVA_27439	TCONS_00026520.p1
OG0003228	LYTVA_12062	TCONS_00010782.p1
OG0003229	LYTVA_27662, LYTVA_26664	TCONS_00054940.p1
OG0003230	LYTVA_17038	TCONS_00027696.p1
OG0003231	LYTVA_10960	TCONS_00045218.p1
OG0003232	LYTVA_13440, LYTVA_24668	TCONS_00011416.p1
OG0003234	LYTVA_29645, LYTVA_00303, LYTVA_07989, LYTVA_16996, LYTVA_07481, LYTVA_24015, LYTVA_15403, LYTVA_05454, LYTVA_17107, LYTVA_02073, LYTVA_12901, LYTVA_07700, LYTVA_28681, LYTVA_29461, LYTVA_29992, LYTVA_09022, LYTVA_12924, LYTVA_18391, LYTVA_21485	TCONS_00043599.p1
OG0003235	LYTVA_21510	TCONS_00049408.p1
OG0003239	LYTVA_22224, LYTVA_02164	TCONS_00029442.p1
OG0003250	LYTVA_08992	TCONS_00046236.p1
OG0003251	LYTVA_05050	TCONS_00007188.p1
OG0003252	LYTVA_06155, LYTVA_01361, LYTVA_18274	TCONS_00003543.p1
OG0003254	LYTVA_09955, LYTVA_19250	TCONS_00010837.p1
OG0003257	LYTVA_21941	TCONS_00010797.p1
OG0003258	LYTVA_15192	TCONS_00051629.p1
OG0003259	LYTVA_04256	TCONS_00030717.p1
OG0003260	LYTVA_17207, LYTVA_00231	TCONS_00054519.p1
OG0003261	LYTVA_29093	TCONS_00018872.p1
OG0003265	LYTVA_26361	TCONS_00049250.p1
OG0003267	LYTVA_15112	TCONS_00031423.p1
OG0003268	LYTVA_05049	TCONS_00008149.p1
OG0003269	LYTVA_23633, LYTVA_11040	TCONS_00013521.p1
OG0003270	LYTVA_13699	TCONS_00049296.p1
OG0003271	LYTVA_30163	TCONS_00029343.p1, TCONS_00028333.p1
OG0003273	LYTVA_22153	TCONS_00009692.p1
OG0003274	LYTVA_06723, LYTVA_15432, LYTVA_16119, LYTVA_02293, LYTVA_17041, LYTVA_12157	TCONS_00008525.p1, TCONS_00003310.p1, TCONS_00020324.p1, TCONS_00038139.p1, TCONS_00022850.p1, TCONS_00051398.p1, TCONS_00042916.p1, TCONS_00020652.p1, TCONS_00040604.p1, TCONS_00010616.p1, TCONS_00038140.p1, TCONS_00035438.p1, TCONS_00006863.p1, TCONS_00045465.p1, TCONS_00032909.p1, TCONS_00033396.p1
OG0003275	LYTVA_01946	TCONS_00020755.p1
OG0003276	LYTVA_19515	TCONS_00016002.p1, TCONS_00010557.p1
OG0003277	LYTVA_01672	TCONS_00049210.p1
OG0003278	LYTVA_30138, LYTVA_15067, LYTVA_03970, LYTVA_30141	TCONS_00010775.p1
OG0003279	LYTVA_22067	TCONS_00041744.p1
OG0003280	LYTVA_00225	TCONS_00039790.p1, TCONS_00039792.p1
OG0003282	LYTVA_26660	TCONS_00027650.p1
OG0003283	LYTVA_19055	TCONS_00049262.p1
OG0003284	LYTVA_07395	TCONS_00002839.p1, TCONS_00002854.p1
OG0003287	LYTVA_04035	TCONS_00057175.p1
OG0003288	LYTVA_05759	TCONS_00043817.p1
OG0003289	LYTVA_23134	TCONS_00044248.p1
OG0003291	LYTVA_16947	TCONS_00005261.p1
OG0003292	LYTVA_27484	TCONS_00005079.p1
OG0003293	LYTVA_23172	TCONS_00019456.p1
OG0003294	LYTVA_21015	TCONS_00042669.p1
OG0003297	LYTVA_19286	TCONS_00013842.p1
OG0003298	LYTVA_06668	TCONS_00043866.p1
OG0003299	LYTVA_27409	TCONS_00053494.p1
OG0003301	LYTVA_23817	TCONS_00056136.p1
OG0003302	LYTVA_14810	TCONS_00030954.p1
OG0003303	LYTVA_24993	TCONS_00010442.p1
OG0003304	LYTVA_14305	TCONS_00052730.p1
OG0003306	LYTVA_12285	TCONS_00048857.p1
OG0003307	LYTVA_19258	TCONS_00031062.p1
OG0003309	LYTVA_24870	TCONS_00018873.p1
OG0003311	LYTVA_19481	TCONS_00018844.p1
OG0003312	LYTVA_19611, LYTVA_27013	TCONS_00001298.p1
OG0003313	LYTVA_27941, LYTVA_03201, LYTVA_29008, LYTVA_29969, LYTVA_29968	TCONS_00056204.p1, TCONS_00045546.p1
OG0003314	LYTVA_03704	TCONS_00042277.p1, TCONS_00042229.p1, TCONS_00042276.p1
OG0003315	LYTVA_23855	TCONS_00017532.p1
OG0003316	LYTVA_10053	TCONS_00051522.p1
OG0003317	LYTVA_16088	TCONS_00014439.p1
OG0003318	LYTVA_12509	TCONS_00048242.p1
OG0003319	LYTVA_03878	TCONS_00046681.p1
OG0003320	LYTVA_27746	TCONS_00026069.p1
OG0003321	LYTVA_12209	TCONS_00008132.p1
OG0003323	LYTVA_21921, LYTVA_29457	TCONS_00015010.p1
OG0003324	LYTVA_19291	TCONS_00012971.p1
OG0003325	LYTVA_29523	TCONS_00031296.p1
OG0003326	LYTVA_27915	TCONS_00027204.p1, TCONS_00027197.p1
OG0003327	LYTVA_17271	TCONS_00016375.p1
OG0003329	LYTVA_19487	TCONS_00028898.p1
OG0003330	LYTVA_11365	TCONS_00028960.p1
OG0003331	LYTVA_27609	TCONS_00006506.p1
OG0003332	LYTVA_18115	TCONS_00046195.p1, TCONS_00046192.p1
OG0003333	LYTVA_07549, LYTVA_15167	TCONS_00036252.p1
OG0003335	LYTVA_09092	TCONS_00011485.p1
OG0003336	LYTVA_09250	TCONS_00014647.p1
OG0003337	LYTVA_18787, LYTVA_03331, LYTVA_10706	TCONS_00051325.p1, TCONS_00051418.p1
OG0003340	LYTVA_13141	TCONS_00017094.p1
OG0003341	LYTVA_16037	TCONS_00003609.p1
OG0003343	LYTVA_11177	TCONS_00006521.p1
OG0003344	LYTVA_00862	TCONS_00046687.p1
OG0003345	LYTVA_14037, LYTVA_04588, LYTVA_15485	TCONS_00006815.p1
OG0003347	LYTVA_23337	TCONS_00056116.p1
OG0003348	LYTVA_06310	TCONS_00017611.p1, TCONS_00017647.p1
OG0003349	LYTVA_10341, LYTVA_20619	TCONS_00030123.p1
OG0003350	LYTVA_01036, LYTVA_27211	TCONS_00022739.p1
OG0003351	LYTVA_18815	TCONS_00012043.p1
OG0003352	LYTVA_05218	TCONS_00033183.p1
OG0003353	LYTVA_01424	TCONS_00047823.p1, TCONS_00047834.p1
OG0003354	LYTVA_25191, LYTVA_01307	TCONS_00033398.p1, TCONS_00032835.p1
OG0003355	LYTVA_27910	TCONS_00031349.p1
OG0003356	LYTVA_06879	TCONS_00012900.p1, TCONS_00012899.p1
OG0003357	LYTVA_11630, LYTVA_02906	TCONS_00026252.p1
OG0003358	LYTVA_12289	TCONS_00048237.p1
OG0003359	LYTVA_06032	TCONS_00023445.p1, TCONS_00023479.p1
OG0003360	LYTVA_13266, LYTVA_19199	TCONS_00011165.p1
OG0003361	LYTVA_03232, LYTVA_03231	TCONS_00011047.p1
OG0003362	LYTVA_05394	TCONS_00043774.p1
OG0003364	LYTVA_03516, LYTVA_25779	TCONS_00037083.p1
OG0003365	LYTVA_23475	TCONS_00018439.p1
OG0003366	LYTVA_15074	TCONS_00011117.p1
OG0003367	LYTVA_14081, LYTVA_11417	TCONS_00014336.p1, TCONS_00014325.p1
OG0003368	LYTVA_18642	TCONS_00027072.p1
OG0003369	LYTVA_14942	TCONS_00030861.p1
OG0003370	LYTVA_24757	TCONS_00044504.p1
OG0003371	LYTVA_20522, LYTVA_24363	TCONS_00008422.p1
OG0003372	LYTVA_14495, LYTVA_14497	TCONS_00053297.p1
OG0003373	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970	TCONS_00037895.p1
OG0003374	LYTVA_08104	TCONS_00054992.p1
OG0003375	LYTVA_28328, LYTVA_27365	TCONS_00029030.p1
OG0003376	LYTVA_05006, LYTVA_26307	TCONS_00055205.p1, TCONS_00041457.p1
OG0003377	LYTVA_19125	TCONS_00023122.p1
OG0003378	LYTVA_13045	TCONS_00023058.p1, TCONS_00023089.p1
OG0003379	LYTVA_06980	TCONS_00018871.p1
OG0003380	LYTVA_05440	TCONS_00006819.p1
OG0003381	LYTVA_07008, LYTVA_17658	TCONS_00024085.p1
OG0003382	LYTVA_16589	TCONS_00023674.p1
OG0003383	LYTVA_14856	TCONS_00020044.p1
OG0003384	LYTVA_07291, LYTVA_28006	TCONS_00027067.p1
OG0003385	LYTVA_13084	TCONS_00020620.p1
OG0003386	LYTVA_26042	TCONS_00052234.p1
OG0003387	LYTVA_04937, LYTVA_25432, LYTVA_25430	TCONS_00005038.p1
OG0003388	LYTVA_28705	TCONS_00030400.p1, TCONS_00030384.p1
OG0003391	LYTVA_14803, LYTVA_04532	TCONS_00009705.p1
OG0003392	LYTVA_24826	TCONS_00014589.p1
OG0003394	LYTVA_20704	TCONS_00019998.p1
OG0003396	LYTVA_17916	TCONS_00036037.p1
OG0003419	LYTVA_11665	TCONS_00040540.p1
OG0003422	LYTVA_16836, LYTVA_20308	TCONS_00022982.p1
OG0003424	LYTVA_05782	TCONS_00013866.p1
OG0003425	LYTVA_04392	TCONS_00029551.p1
OG0003426	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520	TCONS_00028995.p1
OG0003427	LYTVA_14249, LYTVA_10279, LYTVA_12029, LYTVA_06654, LYTVA_18371	TCONS_00019076.p1
OG0003428	LYTVA_15286	TCONS_00043444.p1
OG0003429	LYTVA_20604	TCONS_00036739.p1
OG0003431	LYTVA_13731	TCONS_00057200.p1
OG0003432	LYTVA_26428	TCONS_00016975.p1
OG0003433	LYTVA_27210	TCONS_00021164.p1
OG0003434	LYTVA_01169	TCONS_00031599.p1
OG0003435	LYTVA_08543	TCONS_00010051.p1
OG0003437	LYTVA_12469, LYTVA_28041	TCONS_00012557.p1, TCONS_00012556.p1, TCONS_00012555.p1
OG0003438	LYTVA_23556	TCONS_00006810.p1
OG0003438	LYTVA_12357	TCONS_00005722.p1
OG0003439	LYTVA_23528	TCONS_00022916.p1
OG0003440	LYTVA_15023	TCONS_00042109.p1
OG0003441	LYTVA_19056	TCONS_00047900.p1
OG0003442	LYTVA_15608	TCONS_00043703.p1
OG0003443	LYTVA_22146	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1
OG0003444	LYTVA_19198	TCONS_00037790.p1
OG0003445	LYTVA_29001	TCONS_00016588.p1, TCONS_00015497.p1
OG0003447	LYTVA_21925	TCONS_00049275.p1
OG0003449	LYTVA_10114, LYTVA_02809, LYTVA_25272, LYTVA_06699, LYTVA_25271	TCONS_00014387.p1
OG0003450	LYTVA_13056, LYTVA_24553	TCONS_00043348.p1, TCONS_00043337.p1
OG0003451	LYTVA_22097	TCONS_00002411.p1
OG0003453	LYTVA_02587	TCONS_00005573.p1
OG0003454	LYTVA_02948	TCONS_00057051.p1
OG0003455	LYTVA_25388, LYTVA_24850	TCONS_00055264.p1
OG0003457	LYTVA_20572, LYTVA_14447	TCONS_00018135.p1
OG0003458	LYTVA_03618	TCONS_00044748.p1
OG0003459	LYTVA_10994	TCONS_00011141.p1
OG0003461	LYTVA_14255	TCONS_00023345.p1, TCONS_00023217.p1
OG0003462	LYTVA_28602, LYTVA_22633, LYTVA_03993	TCONS_00015415.p1
OG0003463	LYTVA_30127	TCONS_00010682.p1, TCONS_00010685.p1
OG0003464	LYTVA_06647	TCONS_00012311.p1
OG0003465	LYTVA_23986, LYTVA_07116	TCONS_00016466.p1
OG0003466	LYTVA_16471, LYTVA_29464	TCONS_00026627.p1
OG0003467	LYTVA_25547, LYTVA_21585	TCONS_00007054.p1
OG0003468	LYTVA_20724	TCONS_00010320.p1
OG0003470	LYTVA_19648	TCONS_00028699.p1
OG0003471	LYTVA_12384	TCONS_00011334.p1
OG0003473	LYTVA_07208	TCONS_00018879.p1
OG0003474	LYTVA_16739	TCONS_00018276.p1
OG0003475	LYTVA_22320, LYTVA_27992, LYTVA_00238	TCONS_00001181.p1, TCONS_00001191.p1
OG0003477	LYTVA_09865	TCONS_00046338.p1
OG0003478	LYTVA_27751	TCONS_00009936.p1, TCONS_00009948.p1
OG0003481	LYTVA_02712	TCONS_00020337.p1
OG0003481	LYTVA_04645	TCONS_00038309.p1, TCONS_00038320.p1, TCONS_00038317.p1, TCONS_00038284.p1, TCONS_00038307.p1, TCONS_00039218.p1, TCONS_00040387.p1, TCONS_00038312.p1
OG0003482	LYTVA_22655	TCONS_00023584.p1, TCONS_00023547.p1
OG0003483	LYTVA_09501	TCONS_00031009.p1
OG0003484	LYTVA_02918	TCONS_00032810.p1
OG0003485	LYTVA_23499, LYTVA_23051	TCONS_00047225.p1
OG0003486	LYTVA_21614	TCONS_00001225.p1
OG0003487	LYTVA_22813	TCONS_00026217.p1
OG0003488	LYTVA_26066	TCONS_00046419.p1
OG0003489	LYTVA_24756, LYTVA_07007	TCONS_00017830.p1
OG0003490	LYTVA_01641	TCONS_00004980.p1
OG0003491	LYTVA_18975	TCONS_00022792.p1, TCONS_00022795.p1
OG0003492	LYTVA_17125	TCONS_00031295.p1
OG0003493	LYTVA_03266	TCONS_00025636.p1
OG0003494	LYTVA_09073, LYTVA_09067, LYTVA_09066, LYTVA_26698, LYTVA_23228, LYTVA_28509, LYTVA_18397	TCONS_00027326.p1, TCONS_00010976.p1, TCONS_00011466.p1, TCONS_00011468.p1, TCONS_00029184.p1, TCONS_00023466.p1, TCONS_00023512.p1
OG0003495	LYTVA_07410	TCONS_00045498.p1
OG0003496	LYTVA_15612	TCONS_00042095.p1
OG0003497	LYTVA_24897	TCONS_00034974.p1
OG0003498	LYTVA_06432	TCONS_00018101.p1
OG0003499	LYTVA_10932	TCONS_00017602.p1
OG0003500	LYTVA_25392	TCONS_00016487.p1
OG0003501	LYTVA_00202	TCONS_00052580.p1
OG0003502	LYTVA_01228, LYTVA_20788	TCONS_00004748.p1
OG0003503	LYTVA_13641	TCONS_00012915.p1
OG0003505	LYTVA_28433	TCONS_00008629.p1
OG0003506	LYTVA_23421	TCONS_00042743.p1
OG0003507	LYTVA_06440	TCONS_00052832.p1
OG0003508	LYTVA_19543	TCONS_00056773.p1
OG0003509	LYTVA_02422	TCONS_00051123.p1
OG0003510	LYTVA_23412	TCONS_00008128.p1
OG0003511	LYTVA_08783	TCONS_00027853.p1
OG0003512	LYTVA_25060, LYTVA_26135, LYTVA_26133	TCONS_00004749.p1
OG0003513	LYTVA_21954, LYTVA_16304	TCONS_00055574.p1
OG0003514	LYTVA_04108	TCONS_00047997.p1
OG0003515	LYTVA_04862	TCONS_00042609.p1
OG0003516	LYTVA_26603, LYTVA_25611	TCONS_00027677.p1
OG0003517	LYTVA_09370	TCONS_00037571.p1, TCONS_00037565.p1
OG0003518	LYTVA_18666	TCONS_00007976.p1
OG0003519	LYTVA_19352	TCONS_00057255.p1
OG0003520	LYTVA_04131, LYTVA_12643	TCONS_00003471.p1
OG0003521	LYTVA_23666, LYTVA_05011	TCONS_00042336.p1
OG0003522	LYTVA_09959	TCONS_00013623.p1
OG0003523	LYTVA_11260	TCONS_00051275.p1
OG0003524	LYTVA_24165	TCONS_00050096.p1
OG0003525	LYTVA_16398	TCONS_00038685.p1
OG0003525	LYTVA_14455	TCONS_00038686.p1
OG0003526	LYTVA_18770	TCONS_00011200.p1
OG0003528	LYTVA_25429, LYTVA_25427	TCONS_00000892.p1, TCONS_00000893.p1
OG0003529	LYTVA_00111, LYTVA_23188, LYTVA_24750	TCONS_00055604.p1
OG0003530	LYTVA_11540	TCONS_00003662.p1
OG0003531	LYTVA_03603	TCONS_00010091.p1
OG0003532	LYTVA_14462	TCONS_00051905.p1
OG0003533	LYTVA_23225	TCONS_00048487.p1
OG0003534	LYTVA_18805	TCONS_00010648.p1
OG0003535	LYTVA_10298	TCONS_00026200.p1
OG0003536	LYTVA_11600	TCONS_00045108.p1
OG0003537	LYTVA_07265	TCONS_00026578.p1
OG0003538	LYTVA_28211	TCONS_00044141.p1
OG0003539	LYTVA_02480	TCONS_00019206.p1
OG0003540	LYTVA_22461	TCONS_00040372.p1
OG0003541	LYTVA_21300	TCONS_00018913.p1
OG0003542	LYTVA_08819	TCONS_00012622.p1
OG0003543	LYTVA_04479	TCONS_00055790.p1
OG0003544	LYTVA_29003, LYTVA_27728	TCONS_00046341.p1
OG0003545	LYTVA_26703	TCONS_00013272.p1
OG0003546	LYTVA_09882	TCONS_00015103.p1, TCONS_00044318.p1
OG0003547	LYTVA_02953	TCONS_00025320.p1
OG0003548	LYTVA_19416	TCONS_00027368.p1
OG0003549	LYTVA_16587, LYTVA_02536	TCONS_00002377.p1, TCONS_00002369.p1
OG0003550	LYTVA_30065	TCONS_00019051.p1
OG0003552	LYTVA_11397	TCONS_00015339.p1
OG0003553	LYTVA_20105	TCONS_00027833.p1
OG0003554	LYTVA_26313	TCONS_00026112.p1
OG0003555	LYTVA_22182	TCONS_00012957.p1
OG0003557	LYTVA_29355	TCONS_00014687.p1
OG0003558	LYTVA_28864	TCONS_00029710.p1
OG0003560	LYTVA_05811	TCONS_00010190.p1
OG0003562	LYTVA_15863	TCONS_00018209.p1
OG0003563	LYTVA_28497	TCONS_00012912.p1
OG0003565	LYTVA_17701, LYTVA_23177, LYTVA_15392	TCONS_00013499.p1
OG0003566	LYTVA_12411	TCONS_00036670.p1, TCONS_00036691.p1
OG0003567	LYTVA_13855	TCONS_00013825.p1
OG0003568	LYTVA_25025	TCONS_00005329.p1
OG0003569	LYTVA_07436	TCONS_00049703.p1
OG0003570	LYTVA_16300	TCONS_00038273.p1, TCONS_00038298.p1
OG0003571	LYTVA_08422	TCONS_00008075.p1
OG0003573	LYTVA_12228	TCONS_00006509.p1
OG0003574	LYTVA_23474	TCONS_00008254.p1
OG0003576	LYTVA_25844, LYTVA_11919	TCONS_00009130.p1
OG0003577	LYTVA_24980	TCONS_00019459.p1
OG0003578	LYTVA_14123	TCONS_00005625.p1
OG0003579	LYTVA_21586, LYTVA_25548	TCONS_00030567.p1
OG0003581	LYTVA_25521	TCONS_00017960.p1, TCONS_00016901.p1
OG0003598	LYTVA_20119	TCONS_00016130.p1
OG0003599	LYTVA_25495, LYTVA_28141	TCONS_00029425.p1
OG0003600	LYTVA_15659, LYTVA_29737	TCONS_00007927.p1
OG0003601	LYTVA_07545	TCONS_00056829.p1
OG0003603	LYTVA_20098	TCONS_00012634.p1
OG0003604	LYTVA_20248	TCONS_00006087.p1
OG0003606	LYTVA_24368	TCONS_00001243.p1
OG0003607	LYTVA_04001, LYTVA_09961	TCONS_00009514.p1
OG0003608	LYTVA_23118, LYTVA_24760	TCONS_00015406.p1
OG0003610	LYTVA_24955	TCONS_00018565.p1
OG0003611	LYTVA_25213	TCONS_00026984.p1
OG0003612	LYTVA_13319	TCONS_00054661.p1
OG0003613	LYTVA_26048, LYTVA_10701	TCONS_00037548.p1
OG0003615	LYTVA_26591	TCONS_00054640.p1
OG0003617	LYTVA_11705, LYTVA_08952, LYTVA_11704	TCONS_00023003.p1
OG0003618	LYTVA_08987	TCONS_00044972.p1
OG0003619	LYTVA_29115, LYTVA_05151	TCONS_00043918.p1
OG0003620	LYTVA_14583	TCONS_00027300.p1
OG0003621	LYTVA_14368	TCONS_00001275.p1
OG0003622	LYTVA_12050	TCONS_00009864.p1
OG0003623	LYTVA_28352	TCONS_00050642.p1
OG0003624	LYTVA_16657	TCONS_00047934.p1, TCONS_00047920.p1
OG0003626	LYTVA_13770	TCONS_00002996.p1
OG0003628	LYTVA_09428	TCONS_00028245.p1
OG0003629	LYTVA_00401	TCONS_00021339.p1
OG0003630	LYTVA_11059, LYTVA_22109	TCONS_00006358.p1
OG0003631	LYTVA_17311	TCONS_00043632.p1, TCONS_00043605.p1
OG0003632	LYTVA_06045	TCONS_00051362.p1
OG0003633	LYTVA_18589	TCONS_00054784.p1, TCONS_00044543.p1
OG0003634	LYTVA_02509	TCONS_00052228.p1
OG0003635	LYTVA_06198	TCONS_00030553.p1
OG0003635	LYTVA_24849	TCONS_00043850.p1
OG0003636	LYTVA_13934, LYTVA_04868	TCONS_00011609.p1
OG0003637	LYTVA_11024, LYTVA_15072	TCONS_00041192.p1, TCONS_00032704.p1
OG0003638	LYTVA_26670	TCONS_00003511.p1
OG0003640	LYTVA_28983	TCONS_00004132.p1
OG0003641	LYTVA_11566	TCONS_00009159.p1
OG0003643	LYTVA_23976, LYTVA_22914	TCONS_00048583.p1
OG0003644	LYTVA_19920	TCONS_00016060.p1
OG0003645	LYTVA_01752	TCONS_00042488.p1
OG0003646	LYTVA_05796	TCONS_00029784.p1
OG0003647	LYTVA_17942	TCONS_00027854.p1
OG0003648	LYTVA_17027	TCONS_00009686.p1
OG0003649	LYTVA_12300, LYTVA_23539	TCONS_00027915.p1
OG0003650	LYTVA_28562, LYTVA_28561	TCONS_00045964.p1
OG0003651	LYTVA_17096	TCONS_00045395.p1
OG0003652	LYTVA_28066	TCONS_00002146.p1
OG0003653	LYTVA_15915	TCONS_00020700.p1
OG0003654	LYTVA_07082	TCONS_00045387.p1
OG0003655	LYTVA_23764	TCONS_00000200.p1
OG0003656	LYTVA_05217	TCONS_00020357.p1
OG0003657	LYTVA_11266	TCONS_00032983.p1
OG0003658	LYTVA_02606	TCONS_00032273.p1
OG0003660	LYTVA_24356	TCONS_00030797.p1
OG0003661	LYTVA_05212	TCONS_00032274.p1
OG0003662	LYTVA_07996	TCONS_00027101.p1
OG0003664	LYTVA_05022	TCONS_00024736.p1, TCONS_00024643.p1
OG0003665	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792	TCONS_00009382.p1
OG0003666	LYTVA_14443	TCONS_00047691.p1
OG0003667	LYTVA_08344	TCONS_00005804.p1, TCONS_00005788.p1
OG0003668	LYTVA_23185	TCONS_00029645.p1
OG0003669	LYTVA_20979, LYTVA_00369	TCONS_00053763.p1
OG0003670	LYTVA_04322	TCONS_00044948.p1
OG0003671	LYTVA_20433	TCONS_00026939.p1
OG0003672	LYTVA_28748	TCONS_00014351.p1
OG0003673	LYTVA_13493	TCONS_00000153.p1
OG0003675	LYTVA_28295	TCONS_00002929.p1
OG0003676	LYTVA_11057	TCONS_00055967.p1
OG0003677	LYTVA_29925	TCONS_00056120.p1
OG0003678	LYTVA_13504	TCONS_00054343.p1
OG0003680	LYTVA_20499	TCONS_00002910.p1
OG0003682	LYTVA_10459	TCONS_00009725.p1
OG0003684	LYTVA_15283	TCONS_00007072.p1
OG0003685	LYTVA_22072	TCONS_00033332.p1
OG0003686	LYTVA_11888, LYTVA_24636	TCONS_00008641.p1
OG0003688	LYTVA_24642	TCONS_00036414.p1, TCONS_00036423.p1
OG0003690	LYTVA_15125	TCONS_00010756.p1
OG0003691	LYTVA_02127, LYTVA_21295	TCONS_00041854.p1
OG0003692	LYTVA_16704	TCONS_00026517.p1
OG0003693	LYTVA_10292	TCONS_00048357.p1
OG0003694	LYTVA_21490	TCONS_00019312.p1
OG0003695	LYTVA_08219	TCONS_00015112.p1, TCONS_00014508.p1
OG0003697	LYTVA_24825	TCONS_00012511.p1
OG0003698	LYTVA_00449	TCONS_00026609.p1
OG0003699	LYTVA_20622	TCONS_00057248.p1
OG0003699	LYTVA_20603	TCONS_00035985.p1
OG0003700	LYTVA_05846	TCONS_00012360.p1
OG0003701	LYTVA_00298	TCONS_00045362.p1
OG0003702	LYTVA_26668	TCONS_00004464.p1
OG0003703	LYTVA_15204, LYTVA_25249	TCONS_00035988.p1
OG0003704	LYTVA_22078	TCONS_00046090.p1
OG0003705	LYTVA_23338	TCONS_00055975.p1
OG0003706	LYTVA_04360	TCONS_00015043.p1
OG0003707	LYTVA_00064	TCONS_00056987.p1
OG0003708	LYTVA_24117, LYTVA_25700	TCONS_00000585.p1
OG0003710	LYTVA_01367	TCONS_00001097.p1
OG0003711	LYTVA_04221	TCONS_00020785.p1, TCONS_00020775.p1
OG0003712	LYTVA_13639, LYTVA_13640	TCONS_00012419.p1
OG0003713	LYTVA_06866, LYTVA_18223	TCONS_00045793.p1
OG0003715	LYTVA_10003	TCONS_00053511.p1, TCONS_00048986.p1
OG0003716	LYTVA_00505	TCONS_00050423.p1
OG0003717	LYTVA_24800	TCONS_00017571.p1
OG0003718	LYTVA_22052	TCONS_00003037.p1
OG0003719	LYTVA_16501	TCONS_00028257.p1
OG0003721	LYTVA_29839	TCONS_00009979.p1
OG0003722	LYTVA_09208, LYTVA_00262	TCONS_00015463.p1
OG0003723	LYTVA_17747	TCONS_00054348.p1, TCONS_00054347.p1, TCONS_00027272.p1, TCONS_00004106.p1, TCONS_00004107.p1, TCONS_00003716.p1, TCONS_00002949.p1, TCONS_00003715.p1
