Orthogroup	LYTVA_ok	CAEEL
OG0001085	LYTVA_28264	CAEEL09995, CAEEL09996
OG0001092	LYTVA_01908, LYTVA_21143	CAEEL07387
OG0001093	LYTVA_20171	CAEEL00638
OG0001093	LYTVA_15549	CAEEL00637
OG0001094	LYTVA_15558, LYTVA_15559	CAEEL13053, CAEEL13054
OG0001095	LYTVA_10435	CAEEL07595
OG0001096	LYTVA_05948, LYTVA_03888, LYTVA_04358, LYTVA_24651	CAEEL04621, CAEEL17752
OG0001101	LYTVA_28690	CAEEL11585
OG0001102	LYTVA_04384, LYTVA_27846, LYTVA_04692	CAEEL08853
OG0001103	LYTVA_29667, LYTVA_02741	CAEEL18815
OG0001104	LYTVA_25180	CAEEL09176, CAEEL09177
OG0001108	LYTVA_12879	CAEEL09307
OG0001109	LYTVA_21949	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001111	LYTVA_21470	CAEEL13201
OG0001111	LYTVA_13216	CAEEL05876
OG0001111	LYTVA_19961	CAEEL00313, CAEEL02097, CAEEL12177, CAEEL04319
OG0001112	LYTVA_07658	CAEEL19902
OG0001113	LYTVA_28836	CAEEL15158
OG0001114	LYTVA_21386	CAEEL11582, CAEEL01758, CAEEL01759
OG0001115	LYTVA_05111	CAEEL02607
OG0001116	LYTVA_16823	CAEEL08324
OG0001118	LYTVA_14256	CAEEL18824
OG0001119	LYTVA_18092	CAEEL14710
OG0001122	LYTVA_10807	CAEEL18238
OG0001123	LYTVA_15011	CAEEL02049
OG0001124	LYTVA_16535, LYTVA_12081	CAEEL08814
OG0001126	LYTVA_20544	CAEEL04859
OG0001130	LYTVA_08958	CAEEL00767
OG0001132	LYTVA_01795, LYTVA_30153	CAEEL04290
OG0001133	LYTVA_13505, LYTVA_08035	CAEEL11294
OG0001135	LYTVA_26249	CAEEL02069
OG0001137	LYTVA_08712	CAEEL04790
OG0001138	LYTVA_06752	CAEEL07800, CAEEL07799
OG0001141	LYTVA_29978, LYTVA_25914, LYTVA_10307	CAEEL01107, CAEEL01106
OG0001142	LYTVA_17988	CAEEL12657
OG0001143	LYTVA_01170	CAEEL01013
OG0001155	LYTVA_05140	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526, CAEEL10113, CAEEL05596, CAEEL04102, CAEEL10015, CAEEL12717, CAEEL10146
OG0001156	LYTVA_22449	CAEEL20728
OG0001158	LYTVA_13180, LYTVA_17437	CAEEL00147
OG0001159	LYTVA_23740	CAEEL07987, CAEEL18966
OG0001160	LYTVA_26964	CAEEL16381, CAEEL20121
OG0001162	LYTVA_28314, LYTVA_24093	CAEEL18096
OG0001163	LYTVA_24878, LYTVA_28270	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	LYTVA_05648, LYTVA_28276, LYTVA_05650	CAEEL07306
OG0001165	LYTVA_04541, LYTVA_04542	CAEEL19696
OG0001167	LYTVA_19097	CAEEL04546
OG0001168	LYTVA_03414	CAEEL02000
OG0001171	LYTVA_23053	CAEEL20677
OG0001172	LYTVA_22652	CAEEL13596
OG0001172	LYTVA_29661	CAEEL01942
OG0001173	LYTVA_24626	CAEEL15708
OG0001175	LYTVA_12386, LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	LYTVA_24712, LYTVA_24713	CAEEL11466
OG0001177	LYTVA_07494, LYTVA_26801, LYTVA_03786	CAEEL08262, CAEEL18706
OG0001178	LYTVA_02324	CAEEL05306
OG0001179	LYTVA_26628, LYTVA_09673	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	LYTVA_29218	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391
OG0001180	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852	CAEEL00751
OG0001181	LYTVA_20940, LYTVA_10373	CAEEL08327
OG0001184	LYTVA_02863, LYTVA_18281	CAEEL20576
OG0001184	LYTVA_26638, LYTVA_24278	CAEEL19676
OG0001185	LYTVA_09656	CAEEL01778
OG0001186	LYTVA_28926	CAEEL00480
OG0001186	LYTVA_01688	CAEEL09703
OG0001188	LYTVA_25404	CAEEL14362
OG0001189	LYTVA_03876	CAEEL01928
OG0001197	LYTVA_08630	CAEEL11613
OG0001200	LYTVA_18532	CAEEL05263
OG0001201	LYTVA_16866, LYTVA_02039	CAEEL02666
OG0001203	LYTVA_28240	CAEEL12408
OG0001204	LYTVA_12790	CAEEL09132
OG0001208	LYTVA_13276	CAEEL10574
OG0001210	LYTVA_19275	CAEEL06396
OG0001210	LYTVA_04311	CAEEL06380
OG0001213	LYTVA_07548, LYTVA_11628	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001215	LYTVA_14835	CAEEL11249
OG0001216	LYTVA_09816	CAEEL04644
OG0001217	LYTVA_22786	CAEEL08746
OG0001218	LYTVA_26113	CAEEL20131, CAEEL14167
OG0001219	LYTVA_15579	CAEEL20379
OG0001220	LYTVA_16053	CAEEL07890
OG0001221	LYTVA_14047	CAEEL13124
OG0001223	LYTVA_21037	CAEEL02795
OG0001224	LYTVA_18212	CAEEL07196
OG0001225	LYTVA_24620	CAEEL02873
OG0001231	LYTVA_07439	CAEEL15401
OG0001233	LYTVA_06716	CAEEL03755, CAEEL04189
OG0001234	LYTVA_27375	CAEEL00806
OG0001236	LYTVA_24738, LYTVA_21569	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	LYTVA_30061	CAEEL05166, CAEEL11182
OG0001239	LYTVA_29779	CAEEL12011
OG0001241	LYTVA_01648	CAEEL01749
OG0001243	LYTVA_04835	CAEEL01806
OG0001247	LYTVA_23646	CAEEL10570
OG0001248	LYTVA_00986, LYTVA_16637	CAEEL08830
OG0001249	LYTVA_03472	CAEEL06406
OG0001250	LYTVA_23037	CAEEL18712
OG0001251	LYTVA_12207	CAEEL01802
OG0001252	LYTVA_28229, LYTVA_04840	CAEEL05030
OG0001253	LYTVA_02267	CAEEL10888, CAEEL10887
OG0001254	LYTVA_26444	CAEEL00935
OG0001256	LYTVA_27563	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	LYTVA_10322	CAEEL07850
OG0001262	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252, LYTVA_27431	CAEEL15249, CAEEL20627
OG0001266	LYTVA_19415	CAEEL20839, CAEEL20838
OG0001267	LYTVA_09343	CAEEL14111
OG0001268	LYTVA_20779	CAEEL11342
OG0001270	LYTVA_18319	CAEEL01959
OG0001271	LYTVA_09608	CAEEL08717, CAEEL00634
OG0001272	LYTVA_27489	CAEEL07720, CAEEL09293
OG0001274	LYTVA_02869	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	LYTVA_12248, LYTVA_16623	CAEEL20013
OG0001279	LYTVA_22555	CAEEL15321, CAEEL15322, CAEEL20353
OG0001281	LYTVA_23356	CAEEL05459
OG0001284	LYTVA_30054, LYTVA_01526	CAEEL08223
OG0001284	LYTVA_15592	CAEEL01272
OG0001285	LYTVA_29344, LYTVA_29345	CAEEL06501
OG0001286	LYTVA_00885	CAEEL20246
OG0001287	LYTVA_06176	CAEEL16475
OG0001288	LYTVA_10306	CAEEL18355
OG0001289	LYTVA_16137, LYTVA_24768, LYTVA_02257	CAEEL10515
OG0001290	LYTVA_13603	CAEEL12279
OG0001291	LYTVA_11712	CAEEL11483
OG0001292	LYTVA_22168	CAEEL07942
OG0001293	LYTVA_07691	CAEEL07048
OG0001294	LYTVA_19271	CAEEL15893
OG0001296	LYTVA_20224	CAEEL00003, CAEEL14758
OG0001297	LYTVA_24047	CAEEL07748, CAEEL07749
OG0001300	LYTVA_03792	CAEEL09562
OG0001302	LYTVA_01979, LYTVA_15833	CAEEL01736
OG0001302	LYTVA_08998	CAEEL12633
OG0001304	LYTVA_26874	CAEEL00728
OG0001305	LYTVA_00811, LYTVA_15520	CAEEL19700
OG0001306	LYTVA_06210	CAEEL05042
OG0001306	LYTVA_04350	CAEEL06741
OG0001310	LYTVA_08839	CAEEL16286
OG0001315	LYTVA_20106, LYTVA_24055	CAEEL20540
OG0001318	LYTVA_16780	CAEEL06153
OG0001318	LYTVA_28059	CAEEL02686
OG0001319	LYTVA_24410	CAEEL15967
OG0001320	LYTVA_21775	CAEEL02958
OG0001320	LYTVA_09922	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	LYTVA_00847	CAEEL15888
OG0001325	LYTVA_09407	CAEEL12980
OG0001326	LYTVA_02897	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	LYTVA_12279	CAEEL12070
OG0001329	LYTVA_29340	CAEEL03625, CAEEL07934
OG0001330	LYTVA_04759	CAEEL07772
OG0001333	LYTVA_22466, LYTVA_12467	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001335	LYTVA_24585	CAEEL01950
OG0001341	LYTVA_09303, LYTVA_05973	CAEEL12273
OG0001344	LYTVA_02352	CAEEL12166
OG0001348	LYTVA_20545, LYTVA_22256	CAEEL20290
OG0001350	LYTVA_25134	CAEEL05555
OG0001353	LYTVA_22573	CAEEL07231
OG0001355	LYTVA_11629	CAEEL19633
OG0001356	LYTVA_28992	CAEEL10619
OG0001357	LYTVA_01328	CAEEL15128
OG0001363	LYTVA_09257, LYTVA_18119	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	LYTVA_09892	CAEEL16269
OG0001366	LYTVA_01522	CAEEL07140
OG0001367	LYTVA_20815	CAEEL16176
OG0001369	LYTVA_05062	CAEEL05836
OG0001370	LYTVA_22074	CAEEL19838
OG0001372	LYTVA_11215	CAEEL04824, CAEEL16917
OG0001372	LYTVA_06840	CAEEL01785
OG0001373	LYTVA_08692	CAEEL18831
OG0001374	LYTVA_02702	CAEEL02048
OG0001376	LYTVA_29983	CAEEL18806
OG0001378	LYTVA_17384	CAEEL01898
OG0001379	LYTVA_28884	CAEEL20800, CAEEL08440
OG0001380	LYTVA_29108	CAEEL07027
OG0001381	LYTVA_20781	CAEEL01510
OG0001383	LYTVA_24693	CAEEL18479
OG0001387	LYTVA_23743, LYTVA_03895	CAEEL01449, CAEEL05040, CAEEL06498
OG0001389	LYTVA_23428	CAEEL06582
OG0001394	LYTVA_27588	CAEEL16146
OG0001395	LYTVA_29626	CAEEL01604
OG0001397	LYTVA_19050	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	LYTVA_23784	CAEEL19290
OG0001398	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862	CAEEL14339
OG0001399	LYTVA_11204, LYTVA_26875	CAEEL00972
OG0001402	LYTVA_01375	CAEEL04844, CAEEL04850
OG0001404	LYTVA_25793	CAEEL15778
OG0001405	LYTVA_11923	CAEEL00987
OG0001405	LYTVA_13898	CAEEL02297
OG0001409	LYTVA_11490	CAEEL02567
OG0001410	LYTVA_26149	CAEEL16277
OG0001413	LYTVA_11550, LYTVA_08728, LYTVA_22106	CAEEL08368
OG0001413	LYTVA_06579	CAEEL04716
OG0001414	LYTVA_18745, LYTVA_15413	CAEEL13823
OG0001416	LYTVA_28696	CAEEL04141, CAEEL04142
OG0001417	LYTVA_15358	CAEEL02921
OG0001418	LYTVA_00553	CAEEL11722
OG0001421	LYTVA_26131	CAEEL14241
OG0001422	LYTVA_28672	CAEEL06778
OG0001423	LYTVA_12091, LYTVA_28484	CAEEL18493
OG0001424	LYTVA_01086	CAEEL12121
OG0001424	LYTVA_05792	CAEEL10850
OG0001425	LYTVA_20870	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	LYTVA_03466, LYTVA_13737	CAEEL06005, CAEEL06004
OG0001428	LYTVA_04004	CAEEL05279
OG0001430	LYTVA_05538	CAEEL14236
OG0001431	LYTVA_23169	CAEEL01932, CAEEL07478
OG0001432	LYTVA_06530, LYTVA_06531, LYTVA_06533	CAEEL18746
OG0001434	LYTVA_20586	CAEEL10087
OG0001437	LYTVA_02456	CAEEL01346, CAEEL01345
OG0001439	LYTVA_23481	CAEEL14010
OG0001439	LYTVA_23479	CAEEL19443
OG0001440	LYTVA_21865	CAEEL02919
OG0001445	LYTVA_06306	CAEEL10043, CAEEL10044
OG0001449	LYTVA_26829	CAEEL05216
OG0001452	LYTVA_07052	CAEEL02837
OG0001455	LYTVA_29635	CAEEL04493
OG0001459	LYTVA_03447	CAEEL20135, CAEEL17975
OG0001460	LYTVA_05188	CAEEL11040, CAEEL11027
OG0001461	LYTVA_20044	CAEEL09368
OG0001462	LYTVA_05319	CAEEL03309
OG0001464	LYTVA_00287	CAEEL07180
OG0001465	LYTVA_26108	CAEEL06490
OG0001466	LYTVA_06219, LYTVA_06226	CAEEL00165
OG0001468	LYTVA_26492	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	LYTVA_18384	CAEEL06147
OG0001469	LYTVA_06202, LYTVA_27897, LYTVA_08369	CAEEL06502
OG0001472	LYTVA_00674, LYTVA_18392	CAEEL02663
OG0001473	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712	CAEEL15728, CAEEL16017
OG0001474	LYTVA_01292	CAEEL07328
OG0001475	LYTVA_29057, LYTVA_24837	CAEEL05298
OG0001476	LYTVA_11849	CAEEL00667
OG0001478	LYTVA_27270, LYTVA_05260, LYTVA_16139, LYTVA_02086	CAEEL11433
OG0001479	LYTVA_06390	CAEEL19245
OG0001480	LYTVA_01988	CAEEL01047
OG0001482	LYTVA_01060	CAEEL08859
OG0001484	LYTVA_19019, LYTVA_27048	CAEEL01076, CAEEL01075
OG0001485	LYTVA_14466, LYTVA_27906	CAEEL01187
OG0001486	LYTVA_00800	CAEEL06199
OG0001489	LYTVA_29241	CAEEL05101
OG0001490	LYTVA_21998	CAEEL16486
OG0001492	LYTVA_23916	CAEEL08792
OG0001493	LYTVA_18578	CAEEL18338
OG0001500	LYTVA_09855	CAEEL11009
OG0001503	LYTVA_26157	CAEEL04111
OG0001503	LYTVA_21678	CAEEL08520
OG0001504	LYTVA_08379, LYTVA_08381	CAEEL05392
OG0001506	LYTVA_24167	CAEEL04371
OG0001508	LYTVA_06099	CAEEL19670
OG0001510	LYTVA_09042, LYTVA_28716	CAEEL19165
OG0001514	LYTVA_16526	CAEEL18917
OG0001515	LYTVA_24782, LYTVA_03977	CAEEL07598
OG0001516	LYTVA_11182, LYTVA_25941	CAEEL05831
OG0001517	LYTVA_12522	CAEEL20700
OG0001522	LYTVA_27748, LYTVA_05588, LYTVA_28109	CAEEL01881
OG0001523	LYTVA_15884	CAEEL20306
OG0001524	LYTVA_14262	CAEEL20737, CAEEL20736
OG0001524	LYTVA_25311	CAEEL18987, CAEEL00715
OG0001525	LYTVA_27481	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	LYTVA_26761, LYTVA_03589	CAEEL19873
OG0001527	LYTVA_20326	CAEEL08026
OG0001528	LYTVA_29398	CAEEL20795
OG0001529	LYTVA_05701	CAEEL01822, CAEEL20748, CAEEL06896
OG0001530	LYTVA_19256	CAEEL11993
OG0001531	LYTVA_20110	CAEEL08503
OG0001532	LYTVA_28949	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	LYTVA_13013	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	LYTVA_08488	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	LYTVA_03571, LYTVA_23544	CAEEL15530
OG0001551	LYTVA_06090	CAEEL13359
OG0001553	LYTVA_29518	CAEEL10745
OG0001554	LYTVA_00642	CAEEL00812
OG0001555	LYTVA_02091, LYTVA_12326	CAEEL17420, CAEEL04181
OG0001557	LYTVA_30232	CAEEL09005
OG0001557	LYTVA_23103	CAEEL09508
OG0001558	LYTVA_06196	CAEEL05103, CAEEL08374
OG0001559	LYTVA_27028	CAEEL16062
OG0001560	LYTVA_18843	CAEEL01011
OG0001561	LYTVA_04106, LYTVA_00921	CAEEL11007
OG0001562	LYTVA_19681	CAEEL04167
OG0001567	LYTVA_26978, LYTVA_26194	CAEEL04524
OG0001568	LYTVA_29892	CAEEL15339
OG0001570	LYTVA_25305	CAEEL11034
OG0001571	LYTVA_29985, LYTVA_27391	CAEEL18118
OG0001572	LYTVA_17414	CAEEL00311
OG0001575	LYTVA_24682, LYTVA_05900	CAEEL09642
OG0001576	LYTVA_04399	CAEEL00120
OG0001578	LYTVA_07447	CAEEL10814, CAEEL18928
OG0001581	LYTVA_03103	CAEEL09430, CAEEL13347, CAEEL16915
OG0001583	LYTVA_00600	CAEEL19802
OG0001589	LYTVA_18831, LYTVA_18102	CAEEL18417
OG0001590	LYTVA_06446, LYTVA_02727	CAEEL15262, CAEEL15263
OG0001599	LYTVA_01284, LYTVA_27246	CAEEL20479
OG0001602	LYTVA_21752, LYTVA_21749, LYTVA_20714	CAEEL18101
OG0001604	LYTVA_15984, LYTVA_01583	CAEEL04879
OG0001606	LYTVA_00126	CAEEL14239
OG0001606	LYTVA_07392	CAEEL15795
OG0001608	LYTVA_12204	CAEEL02190, CAEEL02191
OG0001609	LYTVA_06544	CAEEL19774
OG0001609	LYTVA_09772, LYTVA_05376	CAEEL10790
OG0001610	LYTVA_15773	CAEEL02035, CAEEL20252
OG0001611	LYTVA_24498	CAEEL15699
OG0001614	LYTVA_00842, LYTVA_23993	CAEEL01012
OG0001615	LYTVA_16791, LYTVA_29681, LYTVA_02240	CAEEL04670
OG0001617	LYTVA_18507	CAEEL10780
OG0001621	LYTVA_26251	CAEEL08615
OG0001627	LYTVA_11632, LYTVA_28854, LYTVA_17633	CAEEL00684
OG0001628	LYTVA_28742, LYTVA_06351, LYTVA_06949	CAEEL00193
OG0001629	LYTVA_14133	CAEEL19941
OG0001630	LYTVA_23156	CAEEL05563
OG0001635	LYTVA_01903	CAEEL08024
OG0001638	LYTVA_23923, LYTVA_15599, LYTVA_03528	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	LYTVA_20285, LYTVA_26720	CAEEL10788
OG0001641	LYTVA_15842	CAEEL00743
OG0001642	LYTVA_25401	CAEEL15818
OG0001643	LYTVA_10368	CAEEL19599
OG0001652	LYTVA_10972, LYTVA_22143	CAEEL15806
OG0001653	LYTVA_15506	CAEEL03026
OG0001654	LYTVA_27565	CAEEL20359, CAEEL20360
OG0001655	LYTVA_29262	CAEEL05314
OG0001656	LYTVA_20250	CAEEL07456
OG0001657	LYTVA_24520	CAEEL08928, CAEEL08927
OG0001661	LYTVA_05769	CAEEL14147
OG0001663	LYTVA_27998	CAEEL10899, CAEEL10898
OG0001664	LYTVA_11249	CAEEL04260
OG0001665	LYTVA_04604, LYTVA_23642	CAEEL07716
OG0001666	LYTVA_03347, LYTVA_19306, LYTVA_17592, LYTVA_28821, LYTVA_28823	CAEEL07781
OG0001668	LYTVA_02299	CAEEL00277
OG0001671	LYTVA_25749, LYTVA_19064, LYTVA_17121	CAEEL19781
OG0001672	LYTVA_03348	CAEEL08375
OG0001673	LYTVA_21841	CAEEL17134, CAEEL17133
OG0001675	LYTVA_02115, LYTVA_09242	CAEEL00808
OG0001676	LYTVA_04952	CAEEL01617
OG0001677	LYTVA_22014	CAEEL07860
OG0001679	LYTVA_17378, LYTVA_03795, LYTVA_21415, LYTVA_21417	CAEEL18912
OG0001680	LYTVA_06347	CAEEL15664
OG0001682	LYTVA_24944	CAEEL17995
OG0001683	LYTVA_21742	CAEEL00875
OG0001684	LYTVA_16936	CAEEL08266
OG0001685	LYTVA_01904	CAEEL06629, CAEEL19461
OG0001688	LYTVA_10321	CAEEL06653
OG0001690	LYTVA_10997, LYTVA_28589	CAEEL02923
OG0001691	LYTVA_29941	CAEEL09136, CAEEL09137
OG0001700	LYTVA_01584	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327
OG0001706	LYTVA_16433	CAEEL00824
OG0001707	LYTVA_02742	CAEEL18144, CAEEL17802
OG0001709	LYTVA_16435	CAEEL07646, CAEEL07650
OG0001711	LYTVA_23582	CAEEL15052
OG0001713	LYTVA_19902	CAEEL04261
OG0001713	LYTVA_16987	CAEEL02704
OG0001714	LYTVA_26980	CAEEL12772
OG0001718	LYTVA_06728	CAEEL12769
OG0001720	LYTVA_14326	CAEEL07819
OG0001721	LYTVA_12881	CAEEL10104, CAEEL11043
OG0001723	LYTVA_03137	CAEEL19731
OG0001724	LYTVA_06501, LYTVA_06496, LYTVA_08423, LYTVA_23926	CAEEL00188, CAEEL09412
OG0001726	LYTVA_04764	CAEEL15546
OG0001727	LYTVA_24852	CAEEL15354
OG0001728	LYTVA_14622	CAEEL20444
OG0001730	LYTVA_03839	CAEEL04519
OG0001731	LYTVA_24284	CAEEL19569
OG0001732	LYTVA_22231	CAEEL05337
OG0001733	LYTVA_14522, LYTVA_09132	CAEEL11586
OG0001734	LYTVA_28271, LYTVA_02792	CAEEL11289
OG0001735	LYTVA_17512	CAEEL08598
OG0001736	LYTVA_17235	CAEEL20331
OG0001738	LYTVA_14239, LYTVA_03711	CAEEL09745, CAEEL09746
OG0001739	LYTVA_10491	CAEEL10953
OG0001743	LYTVA_09129	CAEEL18830
OG0001744	LYTVA_05535	CAEEL18540
OG0001746	LYTVA_21735	CAEEL09374
OG0001749	LYTVA_27870	CAEEL07118
OG0001750	LYTVA_17680	CAEEL08294
OG0001752	LYTVA_19418	CAEEL02282
OG0001754	LYTVA_06403	CAEEL06405
OG0001755	LYTVA_17842	CAEEL12716
OG0001756	LYTVA_10472, LYTVA_10467, LYTVA_03013	CAEEL02757
OG0001758	LYTVA_05094, LYTVA_13988	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001769	LYTVA_02387	CAEEL12367
OG0001770	LYTVA_06471	CAEEL12180
OG0001774	LYTVA_28479	CAEEL07377, CAEEL01266
OG0001776	LYTVA_23761	CAEEL20827
OG0001777	LYTVA_09967	CAEEL07037
OG0001780	LYTVA_17770	CAEEL12979
OG0001781	LYTVA_04782	CAEEL04378
OG0001781	LYTVA_08353	CAEEL06468
OG0001782	LYTVA_03019	CAEEL11605
OG0001783	LYTVA_26895	CAEEL18807
OG0001785	LYTVA_20637	CAEEL10450, CAEEL07502
OG0001786	LYTVA_12060	CAEEL18388
OG0001787	LYTVA_09866, LYTVA_22457	CAEEL07669
OG0001790	LYTVA_11313	CAEEL19999
OG0001792	LYTVA_23803	CAEEL00159
OG0001793	LYTVA_01173	CAEEL07806
OG0001797	LYTVA_25216, LYTVA_13349, LYTVA_11627, LYTVA_26034, LYTVA_18970	CAEEL19521, CAEEL11913, CAEEL20460
OG0001798	LYTVA_08013	CAEEL02504
OG0001799	LYTVA_13847	CAEEL07172
OG0001800	LYTVA_21818	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	LYTVA_23931, LYTVA_16203, LYTVA_10280	CAEEL10422, CAEEL19401
OG0001809	LYTVA_24690	CAEEL18133
OG0001810	LYTVA_27471, LYTVA_27472	CAEEL00534
OG0001815	LYTVA_27993	CAEEL15383
OG0001816	LYTVA_11847, LYTVA_11846	CAEEL05710
OG0001818	LYTVA_09386	CAEEL16460
OG0001819	LYTVA_12283, LYTVA_25485	CAEEL08110
OG0001820	LYTVA_02599, LYTVA_29524	CAEEL00161
OG0001821	LYTVA_07768, LYTVA_18834	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	LYTVA_22413	CAEEL14275, CAEEL14276
OG0001823	LYTVA_05413	CAEEL18465
OG0001824	LYTVA_16062, LYTVA_18280, LYTVA_10158	CAEEL20525
OG0001825	LYTVA_14311, LYTVA_23444	CAEEL00895
OG0001826	LYTVA_26574, LYTVA_18547	CAEEL08005, CAEEL18927
OG0001827	LYTVA_09251, LYTVA_06825	CAEEL12511
OG0001830	LYTVA_22851	CAEEL00742
OG0001831	LYTVA_25792	CAEEL10161, CAEEL19257
OG0001832	LYTVA_10649	CAEEL05995
OG0001834	LYTVA_25860	CAEEL08270
OG0001835	LYTVA_23786, LYTVA_13724, LYTVA_20339	CAEEL15709
OG0001846	LYTVA_14692	CAEEL02581, CAEEL02580
OG0001849	LYTVA_05823	CAEEL04779
OG0001849	LYTVA_06918	CAEEL07132
OG0001850	LYTVA_12037	CAEEL04901
OG0001852	LYTVA_04485	CAEEL10571
OG0001853	LYTVA_24547, LYTVA_00729	CAEEL00334, CAEEL01622
OG0001857	LYTVA_17991, LYTVA_09748, LYTVA_09742	CAEEL04635
OG0001858	LYTVA_02418	CAEEL11554
OG0001860	LYTVA_22471	CAEEL19534
OG0001862	LYTVA_25275	CAEEL07094
OG0001863	LYTVA_00865	CAEEL11286
OG0001864	LYTVA_05483	CAEEL00359
OG0001867	LYTVA_13864	CAEEL18932
OG0001870	LYTVA_21431	CAEEL18619
OG0001872	LYTVA_10598	CAEEL20718
OG0001873	LYTVA_12057, LYTVA_19029, LYTVA_27237	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	LYTVA_22377	CAEEL00933
OG0001875	LYTVA_09408	CAEEL09917
OG0001876	LYTVA_02442	CAEEL11614
OG0001879	LYTVA_21655	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	LYTVA_28648	CAEEL18890
OG0001883	LYTVA_08476	CAEEL19810
OG0001884	LYTVA_16252	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	LYTVA_13389	CAEEL20566, CAEEL20351
OG0001887	LYTVA_18355	CAEEL05740
OG0001888	LYTVA_14493	CAEEL18672, CAEEL11639
OG0001890	LYTVA_23939, LYTVA_06479	CAEEL18655
OG0001895	LYTVA_09898, LYTVA_04308	CAEEL00352, CAEEL16104
OG0001897	LYTVA_28331	CAEEL00130
OG0001898	LYTVA_24127, LYTVA_29545	CAEEL15099
OG0001899	LYTVA_29145	CAEEL14131
OG0001900	LYTVA_08676, LYTVA_14560, LYTVA_06350, LYTVA_13466, LYTVA_06292, LYTVA_14546, LYTVA_07011, LYTVA_10831	CAEEL16160
OG0001903	LYTVA_08067, LYTVA_26061, LYTVA_26671	CAEEL12995
OG0001905	LYTVA_26674	CAEEL18799
OG0001913	LYTVA_08539, LYTVA_15655	CAEEL00139
OG0001914	LYTVA_24515, LYTVA_11723	CAEEL15938
OG0001915	LYTVA_29625	CAEEL10189
OG0001916	LYTVA_10483	CAEEL14482
OG0001916	LYTVA_30134	CAEEL07131
OG0001917	LYTVA_02307	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	LYTVA_18496, LYTVA_05232, LYTVA_18932	CAEEL07844
OG0001920	LYTVA_19109	CAEEL03600
OG0001923	LYTVA_02896, LYTVA_06842	CAEEL00866, CAEEL02499
OG0001926	LYTVA_19317	CAEEL05295
OG0001928	LYTVA_13719	CAEEL19148
OG0001930	LYTVA_22217	CAEEL01812
