Orthogroup	LYTVA_ok	YEAST
OG0003066	LYTVA_18475, LYTVA_18168	YEAST00969
OG0003072	LYTVA_05083	YEAST05076
OG0003073	LYTVA_10379, LYTVA_23184	YEAST00167
OG0003079	LYTVA_18034	YEAST01019
OG0003105	LYTVA_11036, LYTVA_19535	YEAST04282
OG0003106	LYTVA_02338	YEAST03619
OG0003107	LYTVA_08803	YEAST00029
OG0003108	LYTVA_01209	YEAST00796
OG0003110	LYTVA_00846	YEAST02197
OG0003114	LYTVA_24574	YEAST00453, YEAST02426
OG0003119	LYTVA_04583	YEAST00778
OG0003119	LYTVA_29017	YEAST00736
OG0003121	LYTVA_26398	YEAST03190
OG0003131	LYTVA_22393, LYTVA_00785, LYTVA_19188	YEAST04435, YEAST04350
OG0003135	LYTVA_25688, LYTVA_09090	YEAST02069
OG0003138	LYTVA_08319	YEAST01790, YEAST00784
OG0003145	LYTVA_18564	YEAST06012
OG0003147	LYTVA_29462	YEAST03729
OG0003151	LYTVA_15917	YEAST03910
OG0003153	LYTVA_03003	YEAST05438
OG0003154	LYTVA_02322	YEAST00694
OG0003157	LYTVA_21022	YEAST01203
OG0003169	LYTVA_23879	YEAST04410
OG0003172	LYTVA_20354, LYTVA_07071	YEAST06030
OG0003174	LYTVA_25932	YEAST06178
OG0003178	LYTVA_19101	YEAST05823
OG0003179	LYTVA_04455	YEAST00905
OG0003189	LYTVA_15037, LYTVA_03261	YEAST00820
OG0003190	LYTVA_00219, LYTVA_10159, LYTVA_29362, LYTVA_28760	YEAST02550
OG0003191	LYTVA_04471, LYTVA_10768	YEAST01068
OG0003193	LYTVA_19147	YEAST02494
OG0003199	LYTVA_14841	YEAST04961
OG0003207	LYTVA_15862	YEAST04056
OG0003212	LYTVA_21928	YEAST05531
OG0003214	LYTVA_25327, LYTVA_22874	YEAST03701
OG0003215	LYTVA_05541	YEAST04373
OG0003218	LYTVA_24470, LYTVA_25657	YEAST04068
OG0003219	LYTVA_03705	YEAST01656
OG0003220	LYTVA_16356	YEAST03417, YEAST00186
OG0003221	LYTVA_24463	YEAST05064
OG0003223	LYTVA_01295	YEAST04472
OG0003228	LYTVA_12062	YEAST06187
OG0003230	LYTVA_17038	YEAST05487
OG0003234	LYTVA_19458	YEAST01985, YEAST00162
OG0003234	LYTVA_29645, LYTVA_00303, LYTVA_07989, LYTVA_16996, LYTVA_07481, LYTVA_24015, LYTVA_15403, LYTVA_05454, LYTVA_17107, LYTVA_02073, LYTVA_12901, LYTVA_07700, LYTVA_28681, LYTVA_29461, LYTVA_29992, LYTVA_09022, LYTVA_12924, LYTVA_18391, LYTVA_21485	YEAST00760
OG0003235	LYTVA_21510	YEAST06282
OG0003251	LYTVA_05050	YEAST05338, YEAST04904
OG0003254	LYTVA_09955, LYTVA_19250	YEAST03911
OG0003257	LYTVA_21941	YEAST02741
OG0003266	LYTVA_04525	YEAST05585
OG0003267	LYTVA_15112	YEAST02516
OG0003270	LYTVA_13699	YEAST01372, YEAST05351, YEAST01476
OG0003277	LYTVA_01672	YEAST03706
OG0003283	LYTVA_19055	YEAST02779
OG0003284	LYTVA_07395	YEAST02184
OG0003287	LYTVA_04035	YEAST00166
OG0003288	LYTVA_05759	YEAST05062
OG0003293	LYTVA_23172	YEAST04930
OG0003295	LYTVA_27062	YEAST06127
OG0003300	LYTVA_08691, LYTVA_06659, LYTVA_18142	YEAST03316
OG0003301	LYTVA_23817	YEAST03267
OG0003302	LYTVA_14810	YEAST04633
OG0003303	LYTVA_24993	YEAST05878
OG0003304	LYTVA_14305	YEAST01018
OG0003316	LYTVA_10053, LYTVA_14152	YEAST04887
OG0003317	LYTVA_16088, LYTVA_24011, LYTVA_05382	YEAST03051
OG0003318	LYTVA_12509	YEAST02158
OG0003332	LYTVA_18115	YEAST02945, YEAST00447
OG0003335	LYTVA_09092	YEAST01260
OG0003340	LYTVA_13141	YEAST04972
OG0003341	LYTVA_16037	YEAST00990
OG0003343	LYTVA_11177	YEAST04356, YEAST06258
OG0003344	LYTVA_00862	YEAST04764
OG0003345	LYTVA_14037, LYTVA_04588, LYTVA_15485	YEAST02133
OG0003348	LYTVA_06310	YEAST02844
OG0003349	LYTVA_10341, LYTVA_20619	YEAST00235, YEAST04798
OG0003356	LYTVA_06879	YEAST02937
OG0003357	LYTVA_19490, LYTVA_06743, LYTVA_11630, LYTVA_02906	YEAST04240, YEAST02522
OG0003364	LYTVA_03516, LYTVA_25779	YEAST00730
OG0003366	LYTVA_15074	YEAST05276, YEAST03075
OG0003373	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970	YEAST03755
OG0003374	LYTVA_08104	YEAST03627
OG0003375	LYTVA_28328, LYTVA_27365	YEAST03722
OG0003377	LYTVA_19125	YEAST03340
OG0003380	LYTVA_05440	YEAST00529
OG0003381	LYTVA_07008, LYTVA_17658	YEAST03447, YEAST01380
OG0003382	LYTVA_16589, LYTVA_00823	YEAST01627
OG0003386	LYTVA_26042	YEAST02725
OG0003425	LYTVA_04392	YEAST05084
OG0003426	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520	YEAST05251
OG0003428	LYTVA_15286	YEAST04550, YEAST01154
OG0003429	LYTVA_20604, LYTVA_26105	YEAST05921
OG0003434	LYTVA_01169	YEAST02689
OG0003435	LYTVA_08543	YEAST05483
OG0003441	LYTVA_19056	YEAST05981
OG0003443	LYTVA_22146	YEAST06032
OG0003454	LYTVA_02948	YEAST04088
OG0003458	LYTVA_03618	YEAST00169
OG0003461	LYTVA_14255	YEAST05752, YEAST04759
OG0003463	LYTVA_30127	YEAST02371
OG0003464	LYTVA_06647	YEAST05120
OG0003465	LYTVA_23986, LYTVA_07116	YEAST02874
OG0003467	LYTVA_25547, LYTVA_21585	YEAST01278
OG0003477	LYTVA_09865	YEAST03665
OG0003483	LYTVA_09501	YEAST06074
OG0003487	LYTVA_22813	YEAST03066
OG0003491	LYTVA_11242, LYTVA_18975	YEAST03514
OG0003493	LYTVA_03266	YEAST01076
OG0003497	LYTVA_24897	YEAST00758
OG0003498	LYTVA_06432	YEAST05680
OG0003500	LYTVA_25392	YEAST03303, YEAST02683
OG0003501	LYTVA_00202	YEAST01421
OG0003502	LYTVA_01228, LYTVA_20788	YEAST02519
OG0003503	LYTVA_13641	YEAST00400
OG0003505	LYTVA_07063, LYTVA_28433, LYTVA_23504	YEAST00697
OG0003509	LYTVA_02422	YEAST02850
OG0003515	LYTVA_04862	YEAST00923
OG0003518	LYTVA_18666	YEAST04809
OG0003523	LYTVA_11260	YEAST05393
OG0003531	LYTVA_03603	YEAST00465
OG0003532	LYTVA_14462	YEAST05810
OG0003539	LYTVA_02480	YEAST03774
OG0003541	LYTVA_21300	YEAST01314
OG0003543	LYTVA_04479	YEAST01290
OG0003544	LYTVA_29003, LYTVA_27728, LYTVA_23809	YEAST00251
OG0003550	LYTVA_30065	YEAST06166
OG0003552	LYTVA_11397	YEAST04163
OG0003560	LYTVA_05811	YEAST02357, YEAST05925
OG0003562	LYTVA_15863	YEAST00960
OG0003565	LYTVA_17701, LYTVA_23177, LYTVA_15392	YEAST03392
OG0003567	LYTVA_13855	YEAST04838
OG0003568	LYTVA_25025	YEAST04328
OG0003570	LYTVA_16300	YEAST03562, YEAST04635
OG0003571	LYTVA_08422	YEAST05553
OG0003573	LYTVA_12228	YEAST00597
OG0003578	LYTVA_14123	YEAST05031
OG0003579	LYTVA_21586, LYTVA_25548	YEAST05446
OG0003598	LYTVA_20119	YEAST00803
OG0003599	LYTVA_25495, LYTVA_28141	YEAST04133
OG0003603	LYTVA_20098	YEAST03529
OG0003610	LYTVA_07203, LYTVA_24955	YEAST02573
OG0003611	LYTVA_25213	YEAST01054
OG0003612	LYTVA_13314, LYTVA_13319	YEAST00808
OG0003613	LYTVA_26048, LYTVA_10701	YEAST02366
OG0003615	LYTVA_26591	YEAST01638
OG0003617	LYTVA_08952, LYTVA_11704	YEAST01843
OG0003618	LYTVA_08987	YEAST00747
OG0003619	LYTVA_29115, LYTVA_05151	YEAST04756
OG0003624	LYTVA_16657	YEAST00147
OG0003630	LYTVA_11059, LYTVA_22109	YEAST04845
OG0003632	LYTVA_06045	YEAST02125
OG0003638	LYTVA_26670	YEAST00956
OG0003641	LYTVA_11566	YEAST04061, YEAST01158
OG0003643	LYTVA_23976, LYTVA_22914	YEAST03144
OG0003644	LYTVA_19920	YEAST01545
OG0003645	LYTVA_01752	YEAST05809, YEAST05493
OG0003646	LYTVA_05796	YEAST02349
OG0003647	LYTVA_17942	YEAST04352, YEAST04433
OG0003649	LYTVA_12300, LYTVA_23539	YEAST00203
OG0003650	LYTVA_04212, LYTVA_28562, LYTVA_28561	YEAST00737, YEAST04997
OG0003661	LYTVA_05212	YEAST02758
OG0003664	LYTVA_05022, LYTVA_15946	YEAST03791
OG0003668	LYTVA_23185	YEAST06168
OG0003669	LYTVA_20979, LYTVA_00369	YEAST02813
OG0003672	LYTVA_28748	YEAST03137
OG0003676	LYTVA_11057	YEAST03110
OG0003678	LYTVA_13504	YEAST02330
OG0003682	LYTVA_10459	YEAST00571
OG0003688	LYTVA_24642	YEAST01333, YEAST05362, YEAST00376
OG0003690	LYTVA_15125	YEAST01162
OG0003692	LYTVA_16704	YEAST00692
OG0003693	LYTVA_10292	YEAST05304
OG0003694	LYTVA_21490	YEAST01453
OG0003696	LYTVA_10724	YEAST05704
OG0003697	LYTVA_24825	YEAST04962
OG0003698	LYTVA_00449, LYTVA_00450	YEAST03764, YEAST03185
OG0003703	LYTVA_15204, LYTVA_25249	YEAST00683
OG0003710	LYTVA_01367	YEAST02077
OG0003712	LYTVA_13639, LYTVA_13640	YEAST02114
OG0003713	LYTVA_12799, LYTVA_06866, LYTVA_18223	YEAST01549, YEAST03807
OG0003716	LYTVA_00505	YEAST02390
OG0003718	LYTVA_22052	YEAST05772
OG0003719	LYTVA_16501	YEAST06338
OG0003721	LYTVA_29839	YEAST04960
OG0003724	LYTVA_28771	YEAST02365, YEAST06120
OG0003729	LYTVA_20503	YEAST01543
OG0003731	LYTVA_05810	YEAST04486
OG0003733	LYTVA_13502, LYTVA_08036	YEAST03492
OG0003734	LYTVA_19044, LYTVA_23146	YEAST02809, YEAST03842
OG0003735	LYTVA_11688, LYTVA_28003	YEAST06115
OG0003738	LYTVA_24822	YEAST05605
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	YEAST01029
OG0003741	LYTVA_18369, LYTVA_00346	YEAST01379
OG0003743	LYTVA_26127, LYTVA_26126	YEAST06008, YEAST05688
OG0003744	LYTVA_06947	YEAST01207
OG0003749	LYTVA_18850	YEAST04441
OG0003750	LYTVA_02287, LYTVA_01689	YEAST00149
OG0003758	LYTVA_17109	YEAST06133
OG0003759	LYTVA_26967	YEAST03315
OG0003766	LYTVA_05953	YEAST03336
OG0003767	LYTVA_08194	YEAST01933, YEAST01650
OG0003769	LYTVA_18678	YEAST01999
OG0003770	LYTVA_21288, LYTVA_11378	YEAST01234, YEAST03860
OG0003778	LYTVA_11821	YEAST05796
OG0003779	LYTVA_10521	YEAST04431
OG0003806	LYTVA_30001	YEAST02367
OG0003807	LYTVA_29933	YEAST04265, YEAST03128
OG0003808	LYTVA_19229	YEAST01201
OG0003811	LYTVA_01732	YEAST00417
OG0003813	LYTVA_00532	YEAST00254
OG0003818	LYTVA_09712	YEAST04318
OG0003824	LYTVA_20107, LYTVA_06706	YEAST01468
OG0003828	LYTVA_13423	YEAST02448
OG0003829	LYTVA_18420	YEAST02032, YEAST01031
OG0003831	LYTVA_24443	YEAST03010, YEAST05137, YEAST02344
OG0003834	LYTVA_28662	YEAST06322
OG0003837	LYTVA_29929	YEAST02586
OG0003838	LYTVA_17094	YEAST03413
OG0003839	LYTVA_23937, LYTVA_14573	YEAST01736
OG0003844	LYTVA_23802	YEAST06054
OG0003846	LYTVA_03898, LYTVA_08542	YEAST00356
OG0003848	LYTVA_12543	YEAST01654
OG0003850	LYTVA_06404	YEAST00228
OG0003851	LYTVA_27115, LYTVA_26448	YEAST06169
OG0003852	LYTVA_02920	YEAST03296
OG0003853	LYTVA_09397	YEAST06251
OG0003855	LYTVA_19474	YEAST04936
OG0003856	LYTVA_25797	YEAST03934, YEAST02710
OG0003858	LYTVA_01327, LYTVA_27055	YEAST01401
OG0003860	LYTVA_18534	YEAST01412
OG0003866	LYTVA_29703	YEAST01895
OG0003867	LYTVA_19438, LYTVA_29419	YEAST03558
OG0003868	LYTVA_16042	YEAST01448
OG0003869	LYTVA_12197	YEAST02771
OG0003875	LYTVA_02952	YEAST05070
OG0003876	LYTVA_08885	YEAST02423
OG0003877	LYTVA_07189, LYTVA_05818	YEAST04860, YEAST05867, YEAST03825
OG0003879	LYTVA_26740	YEAST00463
OG0003881	LYTVA_02265	YEAST03851
OG0003882	LYTVA_18048	YEAST03663
OG0003886	LYTVA_00295	YEAST06023
OG0003887	LYTVA_29205, LYTVA_19626, LYTVA_04461	YEAST00028
OG0003893	LYTVA_17888, LYTVA_12620, LYTVA_25794, LYTVA_09128	YEAST05028
OG0003897	LYTVA_01009, LYTVA_18263, LYTVA_04579	YEAST01270
OG0003899	LYTVA_01604	YEAST04954
OG0003904	LYTVA_08407	YEAST01732
OG0003907	LYTVA_27049, LYTVA_26600, LYTVA_25769	YEAST02999, YEAST02288
OG0003908	LYTVA_01934, LYTVA_01565	YEAST01362
OG0003908	LYTVA_23240	YEAST06330
OG0003910	LYTVA_15956	YEAST03780
OG0003911	LYTVA_13769	YEAST00032
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952, LYTVA_20575	YEAST03258
OG0003918	LYTVA_03867	YEAST00058
OG0003921	LYTVA_29296	YEAST06181
OG0003926	LYTVA_00309	YEAST04138
OG0003929	LYTVA_28675	YEAST04489, YEAST01422
OG0003930	LYTVA_25579, LYTVA_23488	YEAST03969
OG0003931	LYTVA_22630	YEAST01142
OG0003938	LYTVA_07799	YEAST01566, YEAST05133
OG0003939	LYTVA_03990, LYTVA_08883	YEAST03211
OG0003946	LYTVA_00597	YEAST03220
OG0003947	LYTVA_21166	YEAST06266, YEAST05428
OG0003949	LYTVA_06512, LYTVA_01213	YEAST01888
OG0003950	LYTVA_22866	YEAST01409
OG0003954	LYTVA_08587	YEAST02764
OG0003961	LYTVA_18404	YEAST01991
OG0003967	LYTVA_21341	YEAST05935
OG0003971	LYTVA_12905	YEAST00520
OG0003972	LYTVA_26756	YEAST06331
OG0003973	LYTVA_08780	YEAST06329
OG0003999	LYTVA_02706	YEAST05604
OG0004000	LYTVA_13016	YEAST06060
OG0004007	LYTVA_16332	YEAST01456
OG0004012	LYTVA_26169	YEAST00755
OG0004017	LYTVA_26976	YEAST03019
OG0004023	LYTVA_16983	YEAST04349
OG0004035	LYTVA_24098	YEAST02134
OG0004037	LYTVA_20546	YEAST03371
OG0004042	LYTVA_08337	YEAST05578
OG0004044	LYTVA_04278	YEAST05367
OG0004047	LYTVA_22628	YEAST02496
OG0004052	LYTVA_04921	YEAST03705
OG0004057	LYTVA_23851, LYTVA_02242	YEAST05620
OG0004059	LYTVA_13931	YEAST00030
OG0004065	LYTVA_23835, LYTVA_06332	YEAST00772
OG0004067	LYTVA_14146	YEAST02665
OG0004068	LYTVA_11542	YEAST03461
OG0004071	LYTVA_15303	YEAST02893
OG0004072	LYTVA_02954	YEAST02440
OG0004076	LYTVA_03921	YEAST05461
OG0004079	LYTVA_06671	YEAST04385
OG0004080	LYTVA_29208	YEAST00812
OG0004082	LYTVA_06311, LYTVA_06309	YEAST00063, YEAST05409
OG0004090	LYTVA_01996	YEAST02301, YEAST02021
OG0004091	LYTVA_21438, LYTVA_09473	YEAST04715
OG0004092	LYTVA_11252, LYTVA_08054	YEAST03564, YEAST06307
OG0004096	LYTVA_24655	YEAST00160
OG0004097	LYTVA_03615	YEAST05039
OG0004101	LYTVA_16379	YEAST03547, YEAST02901
OG0004102	LYTVA_22604	YEAST05787
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	YEAST05061
OG0004110	LYTVA_17391	YEAST02825
OG0004113	LYTVA_23980, LYTVA_20632	YEAST02059
OG0004115	LYTVA_26409	YEAST00325
OG0004116	LYTVA_11277, LYTVA_16339	YEAST00481
OG0004118	LYTVA_28391	YEAST01855
OG0004119	LYTVA_18575	YEAST02170
OG0004123	LYTVA_16672	YEAST04761
OG0004124	LYTVA_08766, LYTVA_03931	YEAST01139
OG0004127	LYTVA_25845, LYTVA_00859	YEAST06097
OG0004130	LYTVA_10134	YEAST03149
OG0004134	LYTVA_23721, LYTVA_17051	YEAST05611
OG0004136	LYTVA_29265, LYTVA_10739, LYTVA_15507	YEAST01084
OG0004142	LYTVA_07168	YEAST05774
OG0004148	LYTVA_28754	YEAST00867
OG0004150	LYTVA_10446, LYTVA_04771	YEAST04690
OG0004151	LYTVA_22027, LYTVA_29972, LYTVA_22026	YEAST04284
OG0004153	LYTVA_24977, LYTVA_14935	YEAST05958, YEAST04386, YEAST00290
OG0004154	LYTVA_21247	YEAST05587
OG0004158	LYTVA_10767	YEAST03379
OG0004161	LYTVA_23742	YEAST04124
OG0004162	LYTVA_06423, LYTVA_27144, LYTVA_06424, LYTVA_04255, LYTVA_13582	YEAST04517
OG0004166	LYTVA_05496	YEAST00189
OG0004168	LYTVA_10352	YEAST03028
OG0004169	LYTVA_22122, LYTVA_17881	YEAST05813
OG0004170	LYTVA_03467	YEAST05906
OG0004171	LYTVA_12650, LYTVA_12649, LYTVA_07825	YEAST04501
OG0004181	LYTVA_28184, LYTVA_29381	YEAST03406
OG0004182	LYTVA_02516, LYTVA_26684	YEAST03699
OG0004184	LYTVA_27243	YEAST00127
OG0004186	LYTVA_13218	YEAST04981
OG0004188	LYTVA_09818	YEAST02761
OG0004198	LYTVA_17837	YEAST02869, YEAST03548
OG0004215	LYTVA_17521, LYTVA_20252	YEAST04590
OG0004217	LYTVA_10684	YEAST01257
OG0004219	LYTVA_13015	YEAST00912
OG0004222	LYTVA_04664	YEAST05826
OG0004230	LYTVA_03884, LYTVA_24896	YEAST02220
OG0004232	LYTVA_02493, LYTVA_16476	YEAST05931
OG0004236	LYTVA_29541	YEAST05432
OG0004237	LYTVA_10415	YEAST04445, YEAST04344
OG0004239	LYTVA_15516, LYTVA_12963	YEAST05144
OG0004243	LYTVA_09481	YEAST00306
OG0004245	LYTVA_24279, LYTVA_26637, LYTVA_24281	YEAST00859
OG0004248	LYTVA_23168	YEAST03678
OG0004249	LYTVA_11288, LYTVA_11290	YEAST02740
OG0004254	LYTVA_15962	YEAST03900
OG0004258	LYTVA_05034	YEAST00665
OG0004259	LYTVA_21802	YEAST03730
OG0004261	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721	YEAST02564
OG0004262	LYTVA_18711	YEAST02368
OG0004269	LYTVA_07560, LYTVA_28413	YEAST04758
OG0004273	LYTVA_03846	YEAST02547
OG0004278	LYTVA_21762, LYTVA_19997	YEAST00243
OG0004280	LYTVA_00315, LYTVA_29508	YEAST05895
OG0004282	LYTVA_16737	YEAST02575, YEAST06242
OG0004283	LYTVA_07813, LYTVA_10414	YEAST04184
OG0004287	LYTVA_30135	YEAST01708
OG0004289	LYTVA_15304, LYTVA_08621	YEAST05719
OG0004291	LYTVA_26380	YEAST00852
OG0004292	LYTVA_29633	YEAST02537
OG0004295	LYTVA_10836	YEAST05946
OG0004297	LYTVA_26470, LYTVA_14136	YEAST01463
OG0004301	LYTVA_17218	YEAST03850
OG0004302	LYTVA_27877	YEAST05203
OG0004303	LYTVA_05571	YEAST02492
OG0004304	LYTVA_08021	YEAST02425, YEAST05929
OG0004305	LYTVA_04211, LYTVA_07884	YEAST02123
OG0004307	LYTVA_23176	YEAST04592
OG0004308	LYTVA_27577, LYTVA_15253	YEAST04835
OG0004309	LYTVA_20861	YEAST05924
OG0004310	LYTVA_21824	YEAST05001
OG0004312	LYTVA_13567, LYTVA_05872	YEAST03330
OG0004314	LYTVA_09224	YEAST00500
OG0004324	LYTVA_01961	YEAST04322
OG0004331	LYTVA_27302, LYTVA_21103	YEAST06230
OG0004333	LYTVA_21119	YEAST01391
OG0004335	LYTVA_05831, LYTVA_03828	YEAST01057
OG0004338	LYTVA_14064	YEAST05023
OG0004345	LYTVA_15243	YEAST04894
OG0004348	LYTVA_06128	YEAST03956
OG0004350	LYTVA_13333	YEAST04742
OG0004351	LYTVA_20511	YEAST04167
OG0004353	LYTVA_00606, LYTVA_13736	YEAST05143
OG0004356	LYTVA_23236	YEAST02877
OG0004357	LYTVA_09241	YEAST02304
OG0004358	LYTVA_17523	YEAST01304
OG0004359	LYTVA_02266	YEAST01873
OG0004364	LYTVA_02485	YEAST00647
OG0004366	LYTVA_06643, LYTVA_27515	YEAST01097
OG0004369	LYTVA_09883	YEAST04013
OG0004370	LYTVA_30229	YEAST02378
OG0004374	LYTVA_22107	YEAST00556
OG0004377	LYTVA_23335	YEAST05181
OG0004378	LYTVA_15604	YEAST03291
OG0004379	LYTVA_28643	YEAST02180, YEAST04152
OG0004382	LYTVA_18561	YEAST03218
OG0004394	LYTVA_30193, LYTVA_14506	YEAST00619
OG0004396	LYTVA_05452	YEAST01668
OG0004400	LYTVA_11350	YEAST03238, YEAST03731
OG0004401	LYTVA_06522	YEAST04219
OG0004402	LYTVA_17681	YEAST03617
OG0004404	LYTVA_29981	YEAST00833, YEAST00883
OG0004417	LYTVA_08260	YEAST03358
OG0004425	LYTVA_04158	YEAST04958
OG0004460	LYTVA_05295, LYTVA_29632	YEAST06162
OG0004462	LYTVA_20076	YEAST03397
OG0004468	LYTVA_02592, LYTVA_18913	YEAST04439
OG0004472	LYTVA_08562	YEAST06199
OG0004479	LYTVA_00476, LYTVA_04117, LYTVA_07724	YEAST00474
OG0004484	LYTVA_00935	YEAST01989
OG0004486	LYTVA_17364	YEAST00968
OG0004490	LYTVA_28558	YEAST02887
OG0004494	LYTVA_00181	YEAST03738
OG0004495	LYTVA_01540	YEAST00946
OG0004498	LYTVA_12145, LYTVA_00159, LYTVA_28363	YEAST02716
OG0004500	LYTVA_20358	YEAST04651
OG0004503	LYTVA_09532, LYTVA_13945	YEAST02385
OG0004505	LYTVA_20170	YEAST01701
OG0004506	LYTVA_19692	YEAST06061
OG0004507	LYTVA_06354, LYTVA_26743	YEAST04994
OG0004512	LYTVA_20700	YEAST01510
OG0004513	LYTVA_19138	YEAST04235
OG0004515	LYTVA_03119, LYTVA_29185, LYTVA_17033	YEAST05737
OG0004519	LYTVA_25742	YEAST01596
OG0004520	LYTVA_16032	YEAST06001, YEAST05696
OG0004525	LYTVA_04264, LYTVA_18553	YEAST03937
OG0004529	LYTVA_01959	YEAST03981
OG0004535	LYTVA_01326	YEAST02221
OG0004538	LYTVA_26379	YEAST02750
OG0004541	LYTVA_00634, LYTVA_17093, LYTVA_28009, LYTVA_08647, LYTVA_17092	YEAST02645, YEAST03788, YEAST04781
OG0004542	LYTVA_17843	YEAST04816, YEAST04623
OG0004545	LYTVA_25949, LYTVA_02321	YEAST02071
OG0004546	LYTVA_26469	YEAST04485
OG0004551	LYTVA_08055	YEAST00426
OG0004554	LYTVA_17490	YEAST05640, YEAST04172
OG0004563	LYTVA_23594, LYTVA_13340	YEAST04325
OG0004566	LYTVA_11051, LYTVA_17110	YEAST02192
OG0004567	LYTVA_18454, LYTVA_08904	YEAST05747
OG0004571	LYTVA_14576	YEAST02127
OG0004573	LYTVA_17192, LYTVA_07834	YEAST00677
OG0004577	LYTVA_11608	YEAST02283
OG0004579	LYTVA_18859	YEAST00134
OG0004581	LYTVA_28885	YEAST03583, YEAST04618
OG0004582	LYTVA_19263	YEAST04377
OG0004583	LYTVA_15816	YEAST05833
OG0004584	LYTVA_28504	YEAST03457
OG0004585	LYTVA_04116	YEAST01153
OG0004590	LYTVA_05932	YEAST03622, YEAST00886
OG0004593	LYTVA_10440, LYTVA_06299	YEAST01231
OG0004609	LYTVA_25027	YEAST05326
OG0004610	LYTVA_15593	YEAST04487, YEAST01427
OG0004611	LYTVA_03557	YEAST04613
OG0004612	LYTVA_14652	YEAST02359
OG0004616	LYTVA_00918	YEAST00250, YEAST02830
OG0004619	LYTVA_04247	YEAST03531
OG0004621	LYTVA_28481	YEAST00178
OG0004623	LYTVA_23275, LYTVA_00416, LYTVA_02350, LYTVA_10953	YEAST04421
OG0004626	LYTVA_13913, LYTVA_09916	YEAST00427
OG0004630	LYTVA_20130	YEAST01322, YEAST02951
OG0004633	LYTVA_19530	YEAST03510
OG0004634	LYTVA_18328, LYTVA_15495	YEAST00262, YEAST00249
OG0004635	LYTVA_00293, LYTVA_15165	YEAST02703
OG0004639	LYTVA_06644, LYTVA_25887	YEAST02924
OG0004648	LYTVA_03524	YEAST04721, YEAST05892
OG0004649	LYTVA_10236	YEAST02284
OG0004651	LYTVA_06969, LYTVA_00062	YEAST01146
OG0004654	LYTVA_21675	YEAST00988
OG0004655	LYTVA_08466	YEAST01640
OG0004656	LYTVA_18760	YEAST04281
OG0004657	LYTVA_18672	YEAST00473
OG0004658	LYTVA_20135	YEAST04140
OG0004659	LYTVA_02279	YEAST02251
OG0004660	LYTVA_12983	YEAST06221, YEAST00721
OG0004663	LYTVA_05938	YEAST01161
OG0004664	LYTVA_20638	YEAST05162
OG0004668	LYTVA_20199, LYTVA_13399	YEAST01610
OG0004671	LYTVA_21221	YEAST02606
OG0004674	LYTVA_04839, LYTVA_28228	YEAST05448
OG0004675	LYTVA_29989, LYTVA_25113	YEAST05072, YEAST02983
OG0004676	LYTVA_25246	YEAST05785, YEAST00056, YEAST02694
OG0004678	LYTVA_19924	YEAST02777, YEAST04846
OG0004682	LYTVA_24734	YEAST02876
OG0004683	LYTVA_20336	YEAST00676
OG0004684	LYTVA_23257	YEAST05643
OG0004685	LYTVA_06896	YEAST04200
OG0004687	LYTVA_17898	YEAST00982
OG0004699	LYTVA_11171	YEAST05453
OG0004702	LYTVA_26536	YEAST03387
OG0004703	LYTVA_23120	YEAST06071
OG0004703	LYTVA_20677	YEAST00841
OG0004705	LYTVA_23090, LYTVA_23089	YEAST05591
OG0004708	LYTVA_09002	YEAST04540
OG0004711	LYTVA_14580, LYTVA_27491	YEAST03281
OG0004728	LYTVA_11232, LYTVA_03716	YEAST04662, YEAST00882
OG0004733	LYTVA_08122, LYTVA_00358	YEAST06337
OG0004739	LYTVA_00536, LYTVA_25049	YEAST01817
OG0004740	LYTVA_03548	YEAST04029
OG0004743	LYTVA_29733, LYTVA_09642, LYTVA_20623	YEAST04299
OG0004747	LYTVA_23129	YEAST01134
OG0004748	LYTVA_15315	YEAST03942
OG0004749	LYTVA_25597, LYTVA_15360	YEAST05904
OG0004753	LYTVA_19840	YEAST04746
OG0004755	LYTVA_25664, LYTVA_22436	YEAST03690
OG0004756	LYTVA_19213	YEAST03704
OG0004759	LYTVA_27240	YEAST02912
OG0004760	LYTVA_10449	YEAST01847
OG0004764	LYTVA_01192, LYTVA_02309	YEAST04443, YEAST04345
OG0004765	LYTVA_14721	YEAST02487
OG0004766	LYTVA_11836	YEAST01053
OG0004767	LYTVA_09965	YEAST03559
OG0004768	LYTVA_09373	YEAST02666
OG0004769	LYTVA_25262	YEAST06228
OG0004770	LYTVA_07797	YEAST03432
OG0004774	LYTVA_09584, LYTVA_01531	YEAST06062
OG0004785	LYTVA_15886, LYTVA_26181	YEAST04153
OG0004787	LYTVA_29060	YEAST02164
OG0004792	LYTVA_29937	YEAST02299
OG0004795	LYTVA_22825, LYTVA_00644	YEAST02163
OG0004797	LYTVA_04693, LYTVA_15847	YEAST00371
OG0004805	LYTVA_07641	YEAST03570
