Orthogroup	LYTVA_ok	MOUSE
OG0003568	LYTVA_25025	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003569	LYTVA_07436	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483
OG0003570	LYTVA_16300	MOUSE24262, MOUSE24261, MOUSE24263
OG0003571	LYTVA_08422	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279
OG0003573	LYTVA_12228	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003576	LYTVA_25844, LYTVA_11919	MOUSE55321, MOUSE19037, MOUSE19038, MOUSE19036, MOUSE28839, MOUSE49792
OG0003577	LYTVA_24980	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	LYTVA_14123	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793
OG0003579	LYTVA_21586, LYTVA_25548	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003581	LYTVA_25521	MOUSE45635
OG0003598	LYTVA_20119	MOUSE23684, MOUSE26068, MOUSE26067, MOUSE23683
OG0003600	LYTVA_15659, LYTVA_29737	MOUSE43734, MOUSE43737, MOUSE43733, MOUSE43738, MOUSE43736, MOUSE43735, MOUSE43739
OG0003601	LYTVA_07545	MOUSE35209, MOUSE35208, MOUSE35210
OG0003603	LYTVA_20098	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010
OG0003604	LYTVA_20248	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459
OG0003606	LYTVA_24368	MOUSE34332, MOUSE34333
OG0003607	LYTVA_09961	MOUSE08646
OG0003608	LYTVA_23118, LYTVA_24760	MOUSE23913, MOUSE23911, MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910
OG0003610	LYTVA_24955	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717
OG0003611	LYTVA_25213	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	LYTVA_13314	MOUSE17713
OG0003612	LYTVA_13319	MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	LYTVA_26048, LYTVA_10701	MOUSE52720, MOUSE52719, MOUSE49624
OG0003615	LYTVA_26591	MOUSE18457, MOUSE13209, MOUSE13208
OG0003617	LYTVA_11705, LYTVA_08952, LYTVA_11704	MOUSE15713
OG0003618	LYTVA_08987	MOUSE21564
OG0003619	LYTVA_29115, LYTVA_05151	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003620	LYTVA_14583	MOUSE35127, MOUSE35128
OG0003621	LYTVA_14368	MOUSE44995, MOUSE44993, MOUSE44994
OG0003622	LYTVA_12050	MOUSE28010, MOUSE28008, MOUSE28009
OG0003623	LYTVA_28352	MOUSE41485
OG0003626	LYTVA_29415	MOUSE50478, MOUSE50479, MOUSE50480, MOUSE50477, MOUSE50481
OG0003628	LYTVA_09428	MOUSE51572, MOUSE51569, MOUSE10627, MOUSE51571, MOUSE51570, MOUSE51568
OG0003629	LYTVA_00401	MOUSE29983, MOUSE29984
OG0003630	LYTVA_11059, LYTVA_22109	MOUSE46274
OG0003631	LYTVA_17311	MOUSE03621, MOUSE03619, MOUSE03618, MOUSE03620
OG0003632	LYTVA_06045	MOUSE34977, MOUSE29457, MOUSE29458
OG0003633	LYTVA_08775, LYTVA_18589	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036
OG0003635	LYTVA_24849	MOUSE55664
OG0003638	LYTVA_26670	MOUSE07871
OG0003639	LYTVA_10457	MOUSE04482, MOUSE04483, MOUSE04481
OG0003640	LYTVA_28983	MOUSE06258, MOUSE06259, MOUSE23351
OG0003641	LYTVA_11566	MOUSE28971
OG0003642	LYTVA_18053	MOUSE51394
OG0003643	LYTVA_23976, LYTVA_22914	MOUSE23455, MOUSE23454
OG0003644	LYTVA_19920	MOUSE25659, MOUSE25655, MOUSE25658
OG0003645	LYTVA_01752	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	LYTVA_05796	MOUSE51957
OG0003647	LYTVA_17942	MOUSE10325, MOUSE10328, MOUSE10330
OG0003648	LYTVA_17027	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778
OG0003649	LYTVA_12300, LYTVA_23539	MOUSE18455
OG0003650	LYTVA_04212, LYTVA_28562, LYTVA_28561	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003651	LYTVA_17096	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	LYTVA_28066	MOUSE51309, MOUSE00670
OG0003653	LYTVA_15915	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492
OG0003654	LYTVA_07082	MOUSE29385, MOUSE29384
OG0003655	LYTVA_23764	MOUSE00092, MOUSE00091, MOUSE38828
OG0003656	LYTVA_05217	MOUSE52004, MOUSE52005, MOUSE30702
OG0003657	LYTVA_11266	MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478
OG0003658	LYTVA_02606	MOUSE39824
OG0003660	LYTVA_24357, LYTVA_24356	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146
OG0003662	LYTVA_07996	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407
OG0003664	LYTVA_05022	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003665	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792	MOUSE07285
OG0003666	LYTVA_14443	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758
OG0003668	LYTVA_23185	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	LYTVA_20979, LYTVA_00369	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003671	LYTVA_20433	MOUSE21089, MOUSE03153
OG0003672	LYTVA_28748	MOUSE03769, MOUSE03770
OG0003673	LYTVA_13493	MOUSE16463, MOUSE16464
OG0003675	LYTVA_28295	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283
OG0003676	LYTVA_11057	MOUSE53232, MOUSE53233
OG0003677	LYTVA_29925	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328
OG0003678	LYTVA_13504	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400
OG0003680	LYTVA_20499	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062
OG0003682	LYTVA_10459	MOUSE24620, MOUSE24619
OG0003683	LYTVA_14128	MOUSE20046
OG0003684	LYTVA_15283	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197
OG0003684	LYTVA_08637, LYTVA_01162	MOUSE23199
OG0003685	LYTVA_22072	MOUSE51976, MOUSE51974, MOUSE51975
OG0003686	LYTVA_11888, LYTVA_24636	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099
OG0003688	LYTVA_24642	MOUSE34520, MOUSE34521, MOUSE34522
OG0003690	LYTVA_15125	MOUSE07036, MOUSE07037, MOUSE07038
OG0003691	LYTVA_02127, LYTVA_21295	MOUSE48085, MOUSE48086, MOUSE48087
OG0003692	LYTVA_16704	MOUSE02817, MOUSE02816, MOUSE02818
OG0003693	LYTVA_10292	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	LYTVA_21490	MOUSE30782
OG0003695	LYTVA_08219	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814
OG0003696	LYTVA_10724	MOUSE35449, MOUSE35450
OG0003697	LYTVA_24825	MOUSE06524
OG0003698	LYTVA_00449, LYTVA_00450	MOUSE21124, MOUSE12762
OG0003699	LYTVA_20603	MOUSE25218
OG0003700	LYTVA_05846	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262
OG0003701	LYTVA_00297, LYTVA_00298	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703
OG0003702	LYTVA_26668	MOUSE28176, MOUSE28174, MOUSE28173, MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237, MOUSE28175
OG0003703	LYTVA_15204, LYTVA_25249	MOUSE20574, MOUSE27650
OG0003704	LYTVA_22078	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409
OG0003705	LYTVA_23338	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237
OG0003706	LYTVA_04360	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751
OG0003707	LYTVA_00064	MOUSE09616, MOUSE44752, MOUSE44751
OG0003709	LYTVA_22117	MOUSE43765, MOUSE43763, MOUSE43764
OG0003710	LYTVA_01367	MOUSE55264, MOUSE31690
OG0003711	LYTVA_04221	MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929
OG0003712	LYTVA_13639, LYTVA_13640	MOUSE14240, MOUSE14239, MOUSE15046
OG0003713	LYTVA_12799, LYTVA_06866, LYTVA_18223	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767
OG0003716	LYTVA_00505	MOUSE15604, MOUSE15602
OG0003717	LYTVA_24800	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978
OG0003718	LYTVA_22052	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251
OG0003719	LYTVA_16501	MOUSE30866
OG0003721	LYTVA_29839	MOUSE20246, MOUSE20247
OG0003722	LYTVA_09208, LYTVA_00262	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681
OG0003724	LYTVA_28771	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003725	LYTVA_16331	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709
OG0003726	LYTVA_26835	MOUSE34118, MOUSE52017, MOUSE52018
OG0003727	LYTVA_28311	MOUSE43082
OG0003728	LYTVA_22235, LYTVA_05584	MOUSE31942, MOUSE31943, MOUSE31941
OG0003729	LYTVA_20503	MOUSE26210, MOUSE26211
OG0003730	LYTVA_17088	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786
OG0003731	LYTVA_05810	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003732	LYTVA_20441	MOUSE22010, MOUSE22008
OG0003733	LYTVA_13502, LYTVA_08036	MOUSE33101, MOUSE33100
OG0003734	LYTVA_19044, LYTVA_23146	MOUSE25448, MOUSE18509, MOUSE28344
OG0003735	LYTVA_11688, LYTVA_28003	MOUSE51303
OG0003736	LYTVA_01263	MOUSE49071
OG0003737	LYTVA_04668, LYTVA_07306	MOUSE25393, MOUSE25394, MOUSE23885, MOUSE23886, MOUSE23887
OG0003738	LYTVA_24822	MOUSE04750, MOUSE04749
OG0003739	LYTVA_20011	MOUSE23353
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	MOUSE45976, MOUSE45977, MOUSE45975
OG0003741	LYTVA_00346	MOUSE43248, MOUSE43247
OG0003742	LYTVA_26372	MOUSE06945, MOUSE06947, MOUSE02363
OG0003743	LYTVA_26127, LYTVA_26126	MOUSE37350, MOUSE37349, MOUSE37354
OG0003744	LYTVA_06947	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535
OG0003746	LYTVA_21138	MOUSE22549, MOUSE04784, MOUSE04785
OG0003749	LYTVA_18850	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050
OG0003750	LYTVA_02287, LYTVA_01689	MOUSE28487
OG0003751	LYTVA_13457	MOUSE23837
OG0003752	LYTVA_01820	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226
OG0003753	LYTVA_21441	MOUSE06070, MOUSE06071
OG0003754	LYTVA_22465	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213
OG0003757	LYTVA_09213	MOUSE42645, MOUSE42643, MOUSE42644
OG0003758	LYTVA_17109	MOUSE05241, MOUSE05240, MOUSE14904
OG0003759	LYTVA_26967	MOUSE04234, MOUSE17579, MOUSE17581
OG0003760	LYTVA_30090, LYTVA_22219	MOUSE18949, MOUSE18947, MOUSE18948, MOUSE06740, MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737
OG0003761	LYTVA_05534	MOUSE51337, MOUSE32241
OG0003762	LYTVA_17274	MOUSE06209, MOUSE15008
OG0003763	LYTVA_14715, LYTVA_14492, LYTVA_23611	MOUSE00212, MOUSE00213
OG0003764	LYTVA_17144, LYTVA_11016	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478
OG0003766	LYTVA_05953	MOUSE28721, MOUSE28722
OG0003767	LYTVA_08194	MOUSE13389
OG0003768	LYTVA_10063, LYTVA_22080, LYTVA_22079, LYTVA_10343	MOUSE01938, MOUSE01939, MOUSE01940
OG0003769	LYTVA_18678	MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408
OG0003770	LYTVA_21288	MOUSE45318, MOUSE45319, MOUSE45317
OG0003770	LYTVA_11378	MOUSE45320
OG0003771	LYTVA_28045	MOUSE06180, MOUSE06179, MOUSE14269
OG0003772	LYTVA_21676	MOUSE49741, MOUSE49740, MOUSE49744, MOUSE49743, MOUSE49746, MOUSE49745, MOUSE49747
OG0003773	LYTVA_22099, LYTVA_08704	MOUSE17006, MOUSE17005, MOUSE17004, MOUSE05143
OG0003777	LYTVA_21729	MOUSE22964, MOUSE05638, MOUSE06985
OG0003778	LYTVA_11821	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258
OG0003779	LYTVA_10521	MOUSE04027, MOUSE04026, MOUSE04028
OG0003795	LYTVA_13836	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565
OG0003798	LYTVA_21450	MOUSE26587, MOUSE26588, MOUSE14915
OG0003803	LYTVA_17645	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800
OG0003806	LYTVA_30001	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978
OG0003807	LYTVA_29933	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985
OG0003808	LYTVA_19229	MOUSE34022, MOUSE34021
OG0003809	LYTVA_25226	MOUSE31684, MOUSE31683, MOUSE31685, MOUSE31687
OG0003810	LYTVA_17312, LYTVA_08092	MOUSE13033, MOUSE13032, MOUSE13030, MOUSE13031, MOUSE09581, MOUSE09579, MOUSE09580, MOUSE09578
OG0003811	LYTVA_01732	MOUSE36524, MOUSE36525
OG0003813	LYTVA_00532	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965
OG0003816	LYTVA_21793, LYTVA_08508	MOUSE21055
OG0003817	LYTVA_02558	MOUSE15979
OG0003818	LYTVA_09712	MOUSE47757
OG0003820	LYTVA_01468, LYTVA_10818, LYTVA_04218	MOUSE33033, MOUSE33034, MOUSE33032
OG0003821	LYTVA_01898	MOUSE31151, MOUSE52622, MOUSE52623
OG0003823	LYTVA_28299	MOUSE06728, MOUSE06726
OG0003824	LYTVA_20107, LYTVA_06706	MOUSE47802
OG0003825	LYTVA_25095, LYTVA_25100	MOUSE00683, MOUSE00691, MOUSE00687, MOUSE00685, MOUSE00684, MOUSE00689, MOUSE00686, MOUSE00688, MOUSE00682
OG0003826	LYTVA_13850	MOUSE04366
OG0003827	LYTVA_03265	MOUSE31957, MOUSE31958
OG0003828	LYTVA_13423	MOUSE32817
OG0003829	LYTVA_18420	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103
OG0003830	LYTVA_12482, LYTVA_28846	MOUSE32193, MOUSE32191, MOUSE32192
OG0003831	LYTVA_24443	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298
OG0003832	LYTVA_05086	MOUSE31056, MOUSE02326, MOUSE02327, MOUSE02328, MOUSE52521, MOUSE52522, MOUSE52523
OG0003833	LYTVA_27868, LYTVA_23190	MOUSE12711, MOUSE12709, MOUSE12710
OG0003834	LYTVA_28662	MOUSE23210, MOUSE49466
OG0003836	LYTVA_24859	MOUSE36279, MOUSE36278, MOUSE03603, MOUSE03602
OG0003837	LYTVA_29929	MOUSE06124, MOUSE06122
OG0003838	LYTVA_17094	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348
OG0003839	LYTVA_23937, LYTVA_14573	MOUSE24236, MOUSE24234
OG0003840	LYTVA_04824	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796, MOUSE30795
OG0003841	LYTVA_09880	MOUSE17860, MOUSE17856, MOUSE17858, MOUSE17857, MOUSE17859, MOUSE17855, MOUSE17854, MOUSE17853, MOUSE17861
OG0003842	LYTVA_16877	MOUSE01988, MOUSE01994, MOUSE01996, MOUSE01991, MOUSE01992, MOUSE01990, MOUSE01989, MOUSE01993, MOUSE01995
OG0003844	LYTVA_23802	MOUSE33019
OG0003845	LYTVA_09006	MOUSE04946
OG0003846	LYTVA_03898	MOUSE40451, MOUSE40452, MOUSE40453
OG0003848	LYTVA_12543	MOUSE23878, MOUSE23876, MOUSE23877
OG0003849	LYTVA_16505	MOUSE51655, MOUSE51656, MOUSE51657, MOUSE19816
OG0003850	LYTVA_06404	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273
OG0003851	LYTVA_26448	MOUSE25173
OG0003852	LYTVA_02920	MOUSE44765, MOUSE19461
OG0003853	LYTVA_09397	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176
OG0003854	LYTVA_16966	MOUSE48498, MOUSE48499, MOUSE48496, MOUSE44637, MOUSE44638
OG0003855	LYTVA_19474	MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681
OG0003856	LYTVA_25797	MOUSE53260
OG0003857	LYTVA_25796	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135
OG0003858	LYTVA_01327, LYTVA_27055	MOUSE18173
OG0003859	LYTVA_21927	MOUSE35707, MOUSE35706, MOUSE35705
OG0003861	LYTVA_09141	MOUSE16328, MOUSE16329, MOUSE16332, MOUSE16326, MOUSE16330, MOUSE16325, MOUSE16327, MOUSE16324, MOUSE16331, MOUSE16323
OG0003862	LYTVA_00702	MOUSE26244, MOUSE26243, MOUSE26242, MOUSE26241, MOUSE26240, MOUSE26239
OG0003863	LYTVA_25098	MOUSE46853, MOUSE46851, MOUSE46852
OG0003864	LYTVA_16744	MOUSE43181, MOUSE43180, MOUSE43182, MOUSE43179
OG0003865	LYTVA_06719, LYTVA_29186	MOUSE15488, MOUSE14853
OG0003866	LYTVA_29703	MOUSE55423, MOUSE54508, MOUSE54509
OG0003867	LYTVA_19438	MOUSE35425
OG0003868	LYTVA_16042	MOUSE23869, MOUSE23871, MOUSE23870
OG0003869	LYTVA_12197	MOUSE05547
OG0003870	LYTVA_09623, LYTVA_02604	MOUSE43942, MOUSE43941, MOUSE43940
OG0003871	LYTVA_29042	MOUSE12954
OG0003873	LYTVA_12402	MOUSE24551, MOUSE24547
OG0003875	LYTVA_02952	MOUSE27195
OG0003876	LYTVA_08885	MOUSE32588, MOUSE32587
OG0003878	LYTVA_06775, LYTVA_04340	MOUSE31216, MOUSE31215
OG0003880	LYTVA_19965	MOUSE50195, MOUSE50194, MOUSE50193
OG0003881	LYTVA_02265	MOUSE34941, MOUSE34940, MOUSE34939
OG0003882	LYTVA_18048	MOUSE39472, MOUSE39470, MOUSE39471
OG0003883	LYTVA_29680	MOUSE36195, MOUSE36197, MOUSE36198, MOUSE36196, MOUSE36194
OG0003884	LYTVA_04955	MOUSE51646, MOUSE51647, MOUSE51649, MOUSE51645, MOUSE51650, MOUSE51648
OG0003885	LYTVA_22856	MOUSE52050, MOUSE52047, MOUSE09216, MOUSE09218, MOUSE09219, MOUSE09215, MOUSE09217
OG0003886	LYTVA_00295	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487
OG0003887	LYTVA_19626	MOUSE46306, MOUSE46305
OG0003887	LYTVA_04461	MOUSE30820
OG0003888	LYTVA_27229, LYTVA_07798	MOUSE01271, MOUSE01270, MOUSE01269
OG0003889	LYTVA_29995	MOUSE15029
OG0003890	LYTVA_19129, LYTVA_23306	MOUSE40542, MOUSE40541, MOUSE40543, MOUSE40544, MOUSE19610
OG0003892	LYTVA_28820	MOUSE24997, MOUSE24998
OG0003893	LYTVA_09128	MOUSE27805, MOUSE27806, MOUSE27807
OG0003894	LYTVA_30206	MOUSE25680
OG0003895	LYTVA_16370	MOUSE05047
OG0003897	LYTVA_01009, LYTVA_18263	MOUSE22869, MOUSE22871
OG0003898	LYTVA_08754	MOUSE29424, MOUSE29423
OG0003899	LYTVA_01604	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511
OG0003900	LYTVA_00171, LYTVA_09089	MOUSE20186, MOUSE20185, MOUSE20184
OG0003901	LYTVA_25425, LYTVA_13674	MOUSE18085, MOUSE18087, MOUSE18086, MOUSE18084, MOUSE34314, MOUSE34315, MOUSE34313
OG0003903	LYTVA_02798, LYTVA_02947, LYTVA_14426	MOUSE36163, MOUSE36162
OG0003904	LYTVA_08407	MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860
OG0003906	LYTVA_00896	MOUSE48566, MOUSE48567, MOUSE48565
OG0003908	LYTVA_01565	MOUSE48727
OG0003908	LYTVA_23240	MOUSE01976
OG0003909	LYTVA_04292	MOUSE06721, MOUSE06722
OG0003910	LYTVA_15956	MOUSE33951
OG0003911	LYTVA_13769	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430
OG0003912	LYTVA_20384	MOUSE28242, MOUSE49733, MOUSE49734
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952	MOUSE37139, MOUSE37140, MOUSE37141
OG0003914	LYTVA_00538	MOUSE44937
OG0003915	LYTVA_03286, LYTVA_20325	MOUSE47591, MOUSE53939, MOUSE53940, MOUSE53938
OG0003917	LYTVA_26563, LYTVA_13069	MOUSE21868, MOUSE21864, MOUSE21866, MOUSE21865
OG0003918	LYTVA_03867	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871
OG0003919	LYTVA_25024	MOUSE22533, MOUSE22535, MOUSE22532, MOUSE22536, MOUSE22534
OG0003920	LYTVA_03736	MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197
OG0003921	LYTVA_29296	MOUSE21508, MOUSE21507
OG0003923	LYTVA_19351	MOUSE22537, MOUSE22540
OG0003924	LYTVA_21825	MOUSE30310, MOUSE30307, MOUSE30309, MOUSE30308
OG0003925	LYTVA_23157	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232
OG0003926	LYTVA_00309	MOUSE34485
OG0003927	LYTVA_09499, LYTVA_12096	MOUSE37875, MOUSE37879, MOUSE37877, MOUSE37876, MOUSE37874
OG0003930	LYTVA_25579, LYTVA_23488	MOUSE01906, MOUSE01907
OG0003931	LYTVA_22630	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103
OG0003933	LYTVA_22915	MOUSE40723, MOUSE40721, MOUSE01760, MOUSE01761
OG0003935	LYTVA_23260	MOUSE07299, MOUSE07301, MOUSE07304, MOUSE07305
OG0003936	LYTVA_03319	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407
OG0003937	LYTVA_23787	MOUSE46835, MOUSE46834, MOUSE12731, MOUSE12732
OG0003939	LYTVA_03990, LYTVA_08883	MOUSE08650, MOUSE08652, MOUSE08651
OG0003940	LYTVA_05716, LYTVA_21871	MOUSE27096, MOUSE27095, MOUSE27094
OG0003942	LYTVA_19868, LYTVA_04089	MOUSE00089
OG0003943	LYTVA_15855, LYTVA_00687	MOUSE12675, MOUSE12671, MOUSE12673, MOUSE12674, MOUSE12668, MOUSE12670, MOUSE12669, MOUSE12672
OG0003945	LYTVA_00843	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289
OG0003946	LYTVA_00597	MOUSE21095, MOUSE36215, MOUSE36213
OG0003947	LYTVA_21166	MOUSE35865
OG0003948	LYTVA_00599	MOUSE27770, MOUSE27769, MOUSE27768
OG0003949	LYTVA_06512, LYTVA_01213	MOUSE00545, MOUSE00544
OG0003950	LYTVA_22866	MOUSE46965, MOUSE46966, MOUSE46967
OG0003953	LYTVA_25899	MOUSE03606, MOUSE48265, MOUSE48266, MOUSE48264
OG0003954	LYTVA_08587	MOUSE13604, MOUSE13605, MOUSE06634
OG0003956	LYTVA_03157, LYTVA_03160	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798
OG0003957	LYTVA_04850	MOUSE23237
OG0003958	LYTVA_10240	MOUSE00807, MOUSE19245, MOUSE47952
OG0003961	LYTVA_18404	MOUSE33639
OG0003962	LYTVA_27585	MOUSE55666, MOUSE13058, MOUSE29655, MOUSE19377
OG0003966	LYTVA_08371	MOUSE16335, MOUSE16338, MOUSE16339, MOUSE16340, MOUSE16337, MOUSE16336
OG0003967	LYTVA_21341	MOUSE46011, MOUSE46010
OG0003968	LYTVA_18737	MOUSE30962, MOUSE30965, MOUSE30963, MOUSE30964, MOUSE24346, MOUSE24347
OG0003970	LYTVA_27881	MOUSE37843, MOUSE37844, MOUSE37846, MOUSE37842, MOUSE37840, MOUSE37841
OG0003971	LYTVA_12905	MOUSE25243
OG0003972	LYTVA_26756	MOUSE28853, MOUSE28854, MOUSE28855
OG0003973	LYTVA_08780	MOUSE07129, MOUSE07128, MOUSE28069
OG0003997	LYTVA_01733	MOUSE48240
OG0003997	LYTVA_15918	MOUSE48238, MOUSE48239, MOUSE48236, MOUSE48237
OG0003998	LYTVA_04462	MOUSE03017, MOUSE03016, MOUSE03018, MOUSE03015
OG0003999	LYTVA_02706	MOUSE39639, MOUSE39638
OG0004000	LYTVA_13016	MOUSE53010, MOUSE53011
OG0004002	LYTVA_14687	MOUSE08674
OG0004004	LYTVA_12647	MOUSE29855, MOUSE48967, MOUSE55331
OG0004006	LYTVA_15287, LYTVA_29148	MOUSE24127, MOUSE24124, MOUSE24123, MOUSE24125
OG0004007	LYTVA_16332	MOUSE33282, MOUSE13163, MOUSE13164
OG0004009	LYTVA_27360	MOUSE31536, MOUSE31534, MOUSE00745, MOUSE00744
OG0004010	LYTVA_14826	MOUSE10577
OG0004011	LYTVA_07133	MOUSE47919, MOUSE47918, MOUSE11106, MOUSE47920
OG0004012	LYTVA_26169	MOUSE03422
OG0004014	LYTVA_26908, LYTVA_29701	MOUSE22452
OG0004015	LYTVA_14499	MOUSE31950, MOUSE31951, MOUSE31949, MOUSE31948, MOUSE31952
OG0004016	LYTVA_04982	MOUSE14828
OG0004017	LYTVA_26976	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420
OG0004018	LYTVA_07907	MOUSE00552, MOUSE00553, MOUSE00555, MOUSE00554, MOUSE00556, MOUSE00557, MOUSE00551
OG0004019	LYTVA_11599, LYTVA_11549	MOUSE44044, MOUSE44042, MOUSE44043, MOUSE44046, MOUSE44050, MOUSE44045, MOUSE44048, MOUSE44047, MOUSE44051, MOUSE44049, MOUSE44041
