Orthogroup	LYTVA_ok	OWEFU
OG0002610	LYTVA_11229	OFUSG22781.2.p1, OFUSG22781.1.p1
OG0002611	LYTVA_04155	OFUSG16338.1.p1
OG0002612	LYTVA_13837, LYTVA_08081	OFUSG18866.1.p1
OG0002614	LYTVA_13201	OFUSG13501.1.p1
OG0002619	LYTVA_16965, LYTVA_00112	OFUSG09296.1.p1
OG0002620	LYTVA_00427	OFUSG07487.1.p1
OG0002621	LYTVA_12838, LYTVA_23317	OFUSG21193.1.p1, OFUSG21193.2.p1
OG0002622	LYTVA_07031, LYTVA_19267	OFUSG02644.1.p1
OG0002623	LYTVA_20131, LYTVA_04495, LYTVA_08762	OFUSG01571.2.p1, OFUSG01571.1.p1
OG0002624	LYTVA_03682	OFUSG20261.1.p1
OG0002625	LYTVA_07745	OFUSG00455.1.p1
OG0002628	LYTVA_09885	OFUSG25722.1.p1
OG0002629	LYTVA_00984	OFUSG21491.1.p1
OG0002629	LYTVA_00974	OFUSG15216.1.p1
OG0002630	LYTVA_01004, LYTVA_23635	OFUSG13735.1.p1
OG0002631	LYTVA_01421, LYTVA_05487, LYTVA_25207, LYTVA_21771	OFUSG00256.1.p1
OG0002632	LYTVA_05249	OFUSG09288.1.p1
OG0002633	LYTVA_24405	OFUSG12394.1.p1
OG0002634	LYTVA_07550	OFUSG09093.1.p1
OG0002634	LYTVA_15801	OFUSG09096.1.p1
OG0002636	LYTVA_13092, LYTVA_12071	OFUSG10080.1.p1
OG0002637	LYTVA_24118	OFUSG00782.1.p1
OG0002638	LYTVA_23794, LYTVA_24615	OFUSG07849.1.p1
OG0002639	LYTVA_09285	OFUSG11435.2.p1, OFUSG11435.1.p1
OG0002640	LYTVA_08062, LYTVA_25858, LYTVA_08060	OFUSG06099.1.p1, OFUSG06099.4.p1, OFUSG06099.2.p1, OFUSG06099.3.p1
OG0002642	LYTVA_25328	OFUSG16050.1.p1
OG0002643	LYTVA_22934	OFUSG25517.1.p1, OFUSG25504.1.p1
OG0002644	LYTVA_00752	OFUSG03807.1.p1
OG0002645	LYTVA_24176	OFUSG19077.1.p1, OFUSG19077.2.p1
OG0002646	LYTVA_13560, LYTVA_13618	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1
OG0002647	LYTVA_02821, LYTVA_17258, LYTVA_02817, LYTVA_23303, LYTVA_02816	OFUSG19431.1.p1, OFUSG18928.1.p1
OG0002648	LYTVA_26805	OFUSG23133.1.p1
OG0002649	LYTVA_26079	OFUSG19035.2.p1, OFUSG19035.1.p1
OG0002651	LYTVA_11913, LYTVA_10914	OFUSG09970.1.p1
OG0002652	LYTVA_14696, LYTVA_00100	OFUSG01040.1.p1, OFUSG05127.1.p1
OG0002653	LYTVA_18692, LYTVA_14330	OFUSG22197.1.p1
OG0002654	LYTVA_12075, LYTVA_09026	OFUSG21242.1.p1
OG0002655	LYTVA_15898	OFUSG18613.1.p1
OG0002656	LYTVA_17513	OFUSG24257.1.p1
OG0002657	LYTVA_21608	OFUSG16068.1.p1
OG0002658	LYTVA_00441	OFUSG07805.2.p1, OFUSG07805.1.p1
OG0002659	LYTVA_20057	OFUSG13732.1.p1, OFUSG13734.1.p1
OG0002661	LYTVA_14026, LYTVA_08616, LYTVA_11094, LYTVA_08264	OFUSG07563.1.p1
OG0002662	LYTVA_25032	OFUSG10564.1.p1
OG0002663	LYTVA_04732	OFUSG26952.1.p1
OG0002664	LYTVA_12170, LYTVA_30120	OFUSG08813.1.p1
OG0002665	LYTVA_28316	OFUSG15552.1.p1
OG0002666	LYTVA_04715	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1
OG0002667	LYTVA_23365	OFUSG07660.1.p1
OG0002668	LYTVA_18089, LYTVA_00341	OFUSG05098.1.p1, OFUSG05098.2.p1
OG0002669	LYTVA_27272	OFUSG11370.1.p1
OG0002670	LYTVA_23139	OFUSG12187.4.p1, OFUSG12187.1.p1, OFUSG12187.2.p1, OFUSG12187.3.p1
OG0002671	LYTVA_21496	OFUSG20832.1.p1
OG0002672	LYTVA_27785	OFUSG23393.1.p1
OG0002673	LYTVA_18804	OFUSG05576.1.p1
OG0002674	LYTVA_30165	OFUSG09685.1.p1
OG0002675	LYTVA_16982	OFUSG05238.1.p1
OG0002677	LYTVA_05849	OFUSG17880.1.p1, OFUSG17880.2.p1
OG0002678	LYTVA_25709	OFUSG03008.1.p1
OG0002682	LYTVA_22194	OFUSG17355.1.p1
OG0002683	LYTVA_20068	OFUSG17573.1.p2
OG0002685	LYTVA_01740	OFUSG01490.1.p1
OG0002703	LYTVA_29979, LYTVA_27390	OFUSG19745.2.p1, OFUSG19745.1.p1
OG0002705	LYTVA_29948	OFUSG23521.2.p1, OFUSG23521.1.p1
OG0002706	LYTVA_18829, LYTVA_18105	OFUSG10469.1.p1
OG0002708	LYTVA_06941	OFUSG00085.1.p1
OG0002709	LYTVA_10173, LYTVA_16165, LYTVA_11245, LYTVA_10545	OFUSG01022.2.p1, OFUSG01022.1.p1
OG0002710	LYTVA_03429	OFUSG09390.1.p1
OG0002712	LYTVA_12703	OFUSG02353.1.p1
OG0002714	LYTVA_07487, LYTVA_06098	OFUSG00220.1.p1, OFUSG06935.1.p1, OFUSG06937.1.p1
OG0002716	LYTVA_24542, LYTVA_06979	OFUSG09527.1.p1
OG0002718	LYTVA_22419	OFUSG20941.1.p1, OFUSG20941.2.p1
OG0002719	LYTVA_25378	OFUSG04545.1.p1
OG0002720	LYTVA_16984, LYTVA_04741	OFUSG20349.1.p1
OG0002721	LYTVA_27895	OFUSG09992.1.p1
OG0002722	LYTVA_27149	OFUSG21829.1.p1
OG0002723	LYTVA_18812	OFUSG25295.1.p1
OG0002724	LYTVA_19288, LYTVA_09751	OFUSG23259.1.p1
OG0002725	LYTVA_00356, LYTVA_18543, LYTVA_02443, LYTVA_27765, LYTVA_11063	OFUSG06872.1.p1
OG0002726	LYTVA_12627	OFUSG10760.1.p1
OG0002728	LYTVA_17564, LYTVA_17578	OFUSG24205.1.p1
OG0002729	LYTVA_24879	OFUSG25664.1.p1
OG0002729	LYTVA_12941	OFUSG02975.1.p1
OG0002730	LYTVA_25085, LYTVA_25902	OFUSG00020.1.p1
OG0002731	LYTVA_14020	OFUSG08355.1.p1
OG0002732	LYTVA_28855	OFUSG18697.1.p1
OG0002733	LYTVA_23512	OFUSG00443.4.p1, OFUSG00443.2.p1, OFUSG00443.3.p1, OFUSG00443.1.p1
OG0002733	LYTVA_22718, LYTVA_01117	OFUSG20924.1.p1
OG0002736	LYTVA_21231	OFUSG00222.1.p1
OG0002738	LYTVA_25230, LYTVA_06420, LYTVA_08098, LYTVA_04589, LYTVA_18485	OFUSG17862.1.p1
OG0002739	LYTVA_03350, LYTVA_16185	OFUSG02929.1.p1
OG0002741	LYTVA_08147	OFUSG09210.1.p1, OFUSG09210.2.p1
OG0002742	LYTVA_18075, LYTVA_17178	OFUSG18256.1.p1
OG0002743	LYTVA_20017, LYTVA_29489	OFUSG16819.1.p1
OG0002744	LYTVA_13350, LYTVA_17646	OFUSG08357.1.p1
OG0002745	LYTVA_23293	OFUSG18242.2.p1, OFUSG18242.1.p1
OG0002747	LYTVA_07301, LYTVA_06613	OFUSG25884.2.p1, OFUSG25884.1.p1
OG0002748	LYTVA_16624	OFUSG25527.1.p1
OG0002749	LYTVA_13617	OFUSG08546.1.p1
OG0002750	LYTVA_11674	OFUSG02806.1.p1
OG0002751	LYTVA_09851	OFUSG05851.1.p1
OG0002752	LYTVA_13590, LYTVA_16228	OFUSG01980.2.p1, OFUSG01980.1.p1
OG0002756	LYTVA_16840	OFUSG24104.1.p1
OG0002757	LYTVA_12178, LYTVA_25439	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1
OG0002758	LYTVA_20249	OFUSG15087.1.p1
OG0002759	LYTVA_00899, LYTVA_05590, LYTVA_04404	OFUSG01273.2.p1, OFUSG01273.1.p1
OG0002760	LYTVA_26292, LYTVA_13642	OFUSG19010.1.p1, OFUSG19009.1.p1
OG0002761	LYTVA_10840	OFUSG26078.1.p1
OG0002762	LYTVA_06145	OFUSG06435.1.p1
OG0002763	LYTVA_11931, LYTVA_00169	OFUSG04521.1.p1, OFUSG04521.2.p1
OG0002764	LYTVA_12077	OFUSG23602.1.p1
OG0002765	LYTVA_13397, LYTVA_07528	OFUSG20514.1.p1
OG0002766	LYTVA_02144, LYTVA_02143, LYTVA_11825	OFUSG25034.1.p1
OG0002767	LYTVA_15615	OFUSG03685.1.p1
OG0002768	LYTVA_14711	OFUSG06807.1.p1
OG0002769	LYTVA_10691	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1
OG0002770	LYTVA_16373	OFUSG06074.1.p1
OG0002771	LYTVA_30010	OFUSG11277.1.p1
OG0002772	LYTVA_07041, LYTVA_20067	OFUSG06709.1.p1
OG0002773	LYTVA_17377	OFUSG26880.2.p1, OFUSG26880.1.p1
OG0002774	LYTVA_02098, LYTVA_29513	OFUSG08706.1.p1, OFUSG08706.2.p1
OG0002776	LYTVA_03062	OFUSG17830.2.p1, OFUSG17830.1.p1
OG0002778	LYTVA_29506	OFUSG09154.1.p1
OG0002778	LYTVA_18219	OFUSG18807.1.p1
OG0002781	LYTVA_20154	OFUSG15810.1.p1
OG0002783	LYTVA_29639	OFUSG23510.1.p1
OG0002784	LYTVA_16414, LYTVA_22171	OFUSG20347.1.p1, OFUSG05299.1.p1
OG0002785	LYTVA_29142	OFUSG17300.1.p1
OG0002786	LYTVA_26062	OFUSG19625.1.p1
OG0002788	LYTVA_12524, LYTVA_24529	OFUSG01564.1.p1
OG0002789	LYTVA_25707, LYTVA_23902, LYTVA_25704, LYTVA_25705, LYTVA_23903	OFUSG22548.1.p1, OFUSG26403.1.p1, OFUSG15445.1.p1
OG0002790	LYTVA_12236	OFUSG03365.1.p1
OG0002792	LYTVA_00701	OFUSG04701.2.p1, OFUSG04701.1.p1
OG0002793	LYTVA_11185	OFUSG11360.1.p1
OG0002794	LYTVA_04799, LYTVA_04635	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1
OG0002795	LYTVA_25608, LYTVA_14490	OFUSG16642.1.p1
OG0002799	LYTVA_23324	OFUSG15023.2.p1, OFUSG15023.1.p1
OG0002811	LYTVA_29338	OFUSG05869.2.p1, OFUSG05869.1.p1
OG0002812	LYTVA_16420	OFUSG23571.1.p1, OFUSG23571.2.p1
OG0002813	LYTVA_11554	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1
OG0002815	LYTVA_08058	OFUSG00006.1.p1
OG0002816	LYTVA_20661	OFUSG21501.1.p1
OG0002817	LYTVA_20180	OFUSG22074.1.p1
OG0002818	LYTVA_21907	OFUSG06912.1.p1
OG0002822	LYTVA_29897, LYTVA_29899	OFUSG10280.1.p1
OG0002823	LYTVA_23373	OFUSG07633.1.p1
OG0002823	LYTVA_29460	OFUSG19489.1.p1
OG0002824	LYTVA_03461	OFUSG16938.1.p1
OG0002825	LYTVA_02222	OFUSG07952.1.p1
OG0002826	LYTVA_08491	OFUSG25180.1.p1
OG0002828	LYTVA_14096	OFUSG20560.1.p1, OFUSG19694.1.p1
OG0002829	LYTVA_16144	OFUSG17802.1.p1, OFUSG17802.2.p1, OFUSG17802.3.p1
OG0002830	LYTVA_29270	OFUSG11249.1.p1, OFUSG11249.2.p1
OG0002831	LYTVA_17877, LYTVA_02081	OFUSG00744.1.p1
OG0002833	LYTVA_05904, LYTVA_21505	OFUSG10565.1.p1
OG0002835	LYTVA_03279	OFUSG13154.1.p1
OG0002836	LYTVA_12076	OFUSG21241.1.p1
OG0002837	LYTVA_04424	OFUSG03666.1.p1
OG0002839	LYTVA_09274	OFUSG04543.1.p1
OG0002840	LYTVA_16200	OFUSG04749.1.p1, OFUSG04749.2.p1
OG0002841	LYTVA_19615	OFUSG06346.1.p1
OG0002842	LYTVA_15541, LYTVA_05573	OFUSG26331.1.p1
OG0002843	LYTVA_17224, LYTVA_25426	OFUSG22264.1.p1
OG0002844	LYTVA_02450	OFUSG06933.1.p1
OG0002846	LYTVA_01730	OFUSG02542.1.p1
OG0002847	LYTVA_05132	OFUSG15328.1.p1
OG0002848	LYTVA_10965	OFUSG20933.1.p1
OG0002849	LYTVA_12925	OFUSG16116.1.p1
OG0002850	LYTVA_21372	OFUSG26286.1.p1, OFUSG26286.2.p1
OG0002851	LYTVA_07801	OFUSG00457.1.p1
OG0002852	LYTVA_20665, LYTVA_21744	OFUSG20544.1.p1
OG0002855	LYTVA_25406, LYTVA_21416	OFUSG01482.2.p1, OFUSG01482.1.p1
OG0002857	LYTVA_17202, LYTVA_00228	OFUSG23665.1.p1
OG0002858	LYTVA_16979	OFUSG20592.1.p1
OG0002859	LYTVA_05989	OFUSG26370.1.p1
OG0002860	LYTVA_06422	OFUSG10816.1.p1
OG0002861	LYTVA_01444	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1
OG0002862	LYTVA_27561	OFUSG01203.1.p1
OG0002864	LYTVA_14853	OFUSG04409.1.p1
OG0002866	LYTVA_01160	OFUSG00718.1.p1
OG0002867	LYTVA_25730	OFUSG20621.1.p1
OG0002868	LYTVA_06070	OFUSG03072.1.p1
OG0002869	LYTVA_27417	OFUSG26444.1.p1
OG0002870	LYTVA_13335	OFUSG01831.1.p1
OG0002871	LYTVA_09624	OFUSG25447.1.p1
OG0002871	LYTVA_11971, LYTVA_11967	OFUSG01750.1.p1
OG0002872	LYTVA_14112	OFUSG20208.1.p1
OG0002874	LYTVA_23232, LYTVA_01839	OFUSG06465.1.p1
OG0002875	LYTVA_29837	OFUSG25099.1.p1
OG0002876	LYTVA_03623	OFUSG07618.1.p1
OG0002878	LYTVA_11914	OFUSG26924.1.p1
OG0002879	LYTVA_15988, LYTVA_14846	OFUSG00445.1.p1
OG0002880	LYTVA_24596, LYTVA_25627	OFUSG17371.1.p1, OFUSG17371.2.p1
OG0002881	LYTVA_06823	OFUSG13651.2.p1, OFUSG13651.1.p1
OG0002882	LYTVA_26666	OFUSG17576.1.p1
OG0002882	LYTVA_29423, LYTVA_03366, LYTVA_16437	OFUSG12338.1.p1, OFUSG22314.1.p1
OG0002883	LYTVA_07247	OFUSG22592.1.p1
OG0002884	LYTVA_15779	OFUSG01224.1.p1
OG0002885	LYTVA_27705, LYTVA_27700	OFUSG24644.1.p1
OG0002886	LYTVA_21795, LYTVA_28862	OFUSG09862.1.p1, OFUSG09896.1.p1, OFUSG09868.1.p1, OFUSG09881.2.p1, OFUSG09881.1.p1, OFUSG25424.1.p1, OFUSG25424.2.p1
OG0002887	LYTVA_26594, LYTVA_27442	OFUSG17477.1.p1
OG0002888	LYTVA_26972	OFUSG18365.1.p1
OG0002889	LYTVA_16314	OFUSG05655.2.p1, OFUSG05655.1.p1
OG0002890	LYTVA_20159	OFUSG23123.1.p1, OFUSG23123.2.p1
OG0002891	LYTVA_09791, LYTVA_12147	OFUSG13187.1.p1
OG0002895	LYTVA_26396	OFUSG18676.1.p1
OG0002896	LYTVA_13760	OFUSG14237.1.p1
OG0002897	LYTVA_21966	OFUSG17101.1.p1
OG0002898	LYTVA_17182, LYTVA_16018, LYTVA_16016	OFUSG11484.1.p1
OG0002899	LYTVA_26043	OFUSG21253.1.p1
OG0002900	LYTVA_01793	OFUSG19632.1.p1
OG0002901	LYTVA_21898	OFUSG00977.2.p1, OFUSG00977.3.p1, OFUSG00977.4.p1, OFUSG00977.1.p1
OG0002902	LYTVA_25031	OFUSG05328.1.p1
OG0002904	LYTVA_27706	OFUSG16835.2.p1, OFUSG16835.1.p1, OFUSG16835.3.p1
OG0002905	LYTVA_26816	OFUSG23411.1.p1
OG0002906	LYTVA_16028, LYTVA_16029, LYTVA_12205	OFUSG05126.1.p1, OFUSG05126.2.p1
OG0002908	LYTVA_05679	OFUSG16213.1.p1
OG0002909	LYTVA_25972	OFUSG18769.1.p1
OG0002910	LYTVA_27131, LYTVA_11896	OFUSG01086.1.p1
OG0002911	LYTVA_24799	OFUSG19353.2.p1, OFUSG19353.1.p1
OG0002912	LYTVA_07087	OFUSG20904.1.p1
OG0002913	LYTVA_29014, LYTVA_16275	OFUSG04257.1.p1
OG0002914	LYTVA_16256	OFUSG08374.1.p1
OG0002915	LYTVA_04120	OFUSG20878.1.p1
OG0002917	LYTVA_12457, LYTVA_05198	OFUSG14554.1.p1
OG0002919	LYTVA_03708	OFUSG20197.1.p1, OFUSG20197.2.p1
OG0002921	LYTVA_27879	OFUSG15321.1.p1
OG0002923	LYTVA_00338	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1
OG0002924	LYTVA_14915	OFUSG03913.1.p1
OG0002925	LYTVA_20567	OFUSG23710.1.p1
OG0002926	LYTVA_17562	OFUSG03640.1.p1
OG0002926	LYTVA_04390	OFUSG08908.1.p1
OG0002927	LYTVA_13304, LYTVA_02118	OFUSG04039.2.p1, OFUSG04039.1.p1
OG0002944	LYTVA_05446	OFUSG26530.1.p1
OG0002945	LYTVA_06562, LYTVA_11930	OFUSG10545.1.p1
OG0002947	LYTVA_12540	OFUSG06938.1.p1, OFUSG05617.1.p1
OG0002948	LYTVA_06849, LYTVA_06850, LYTVA_11784	OFUSG13656.1.p1
OG0002952	LYTVA_11677	OFUSG03363.1.p1
OG0002953	LYTVA_24232	OFUSG21854.1.p1
OG0002955	LYTVA_08492	OFUSG25162.2.p1, OFUSG25162.1.p1
OG0002956	LYTVA_29021	OFUSG09190.1.p1
OG0002957	LYTVA_02020	OFUSG26845.2.p1, OFUSG26845.1.p1
OG0002959	LYTVA_09399	OFUSG12174.1.p1, OFUSG12174.2.p1
OG0002961	LYTVA_01187	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1
OG0002962	LYTVA_21311	OFUSG10611.1.p1, OFUSG10611.2.p1
OG0002963	LYTVA_26237, LYTVA_09201, LYTVA_27954, LYTVA_05076	OFUSG14189.1.p1, OFUSG24876.1.p1, OFUSG24812.1.p1
OG0002964	LYTVA_00396	OFUSG09989.1.p1, OFUSG09989.2.p1
OG0002966	LYTVA_04762	OFUSG08150.1.p1, OFUSG08150.2.p1
OG0002967	LYTVA_29445	OFUSG21907.1.p1
OG0002969	LYTVA_21133, LYTVA_18655	OFUSG04125.1.p1
OG0002971	LYTVA_29010	OFUSG17150.1.p1
OG0002973	LYTVA_25878	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1
OG0002974	LYTVA_28658, LYTVA_15364	OFUSG04989.1.p1
OG0002975	LYTVA_24995	OFUSG21917.1.p1
OG0002976	LYTVA_21549	OFUSG20137.1.p1, OFUSG20137.2.p1
OG0002977	LYTVA_25111	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1
OG0002978	LYTVA_01781	OFUSG12256.1.p1
OG0002979	LYTVA_23820	OFUSG00218.2.p1, OFUSG00218.1.p1
OG0002980	LYTVA_09613, LYTVA_01121, LYTVA_13756, LYTVA_25964	OFUSG05550.1.p1
OG0002982	LYTVA_23766	OFUSG01882.1.p1, OFUSG01880.1.p1
OG0002983	LYTVA_21419	OFUSG00158.2.p1, OFUSG00158.1.p1
OG0002984	LYTVA_29653	OFUSG04262.1.p1
OG0002985	LYTVA_15482, LYTVA_08966	OFUSG03673.2.p1, OFUSG03673.1.p1
OG0002986	LYTVA_26910	OFUSG05495.2.p1, OFUSG05495.1.p1
OG0002987	LYTVA_03673	OFUSG18861.2.p1, OFUSG18861.1.p1
OG0002988	LYTVA_22486	OFUSG04569.2.p1, OFUSG04569.1.p1
OG0002989	LYTVA_23227, LYTVA_10772	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1
OG0002990	LYTVA_23760	OFUSG06081.2.p1, OFUSG06081.1.p1
OG0002991	LYTVA_08511, LYTVA_10060	OFUSG11187.1.p1, OFUSG11187.2.p1
OG0002994	LYTVA_17251	OFUSG04802.1.p1, OFUSG04806.1.p1
OG0002995	LYTVA_24575	OFUSG25101.2.p1, OFUSG25101.1.p1
OG0002996	LYTVA_08312	OFUSG06256.1.p1
OG0002997	LYTVA_11217	OFUSG23413.1.p1
OG0002998	LYTVA_24592, LYTVA_26894	OFUSG14182.1.p1
OG0003000	LYTVA_05386	OFUSG20510.1.p1, OFUSG05401.1.p1, OFUSG04050.2.p1, OFUSG04050.1.p1, OFUSG04051.1.p1
OG0003001	LYTVA_10762	OFUSG15796.1.p1
OG0003002	LYTVA_10079, LYTVA_02883	OFUSG16733.1.p1
OG0003003	LYTVA_23446	OFUSG17638.1.p1, OFUSG17638.2.p1
OG0003004	LYTVA_18695	OFUSG11480.1.p1
OG0003005	LYTVA_16562	OFUSG11245.1.p1
OG0003006	LYTVA_29828	OFUSG17958.1.p1
OG0003008	LYTVA_13595, LYTVA_19423	OFUSG25480.1.p1, OFUSG25480.2.p1
OG0003010	LYTVA_08548, LYTVA_02560	OFUSG00054.1.p1
OG0003011	LYTVA_26566	OFUSG02280.1.p1, OFUSG02280.2.p1
OG0003013	LYTVA_09610	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1
OG0003014	LYTVA_22017	OFUSG15945.1.p1
OG0003016	LYTVA_09030	OFUSG03152.1.p1
OG0003018	LYTVA_21456	OFUSG03127.1.p1
OG0003019	LYTVA_10940, LYTVA_20369	OFUSG22087.3.p1, OFUSG22087.1.p1
OG0003020	LYTVA_21575, LYTVA_21923	OFUSG05105.1.p1
OG0003020	LYTVA_26820	OFUSG23454.1.p1
OG0003021	LYTVA_19441	OFUSG12843.1.p1
OG0003022	LYTVA_20857	OFUSG14229.1.p1
OG0003025	LYTVA_21705	OFUSG17289.1.p1
OG0003026	LYTVA_04075	OFUSG08234.1.p1
OG0003027	LYTVA_14207	OFUSG21402.1.p1
OG0003028	LYTVA_26826	OFUSG13558.1.p1
OG0003029	LYTVA_18674	OFUSG20710.1.p1
OG0003030	LYTVA_04978	OFUSG25379.1.p1
OG0003031	LYTVA_28630	OFUSG16648.1.p1
OG0003032	LYTVA_06927	OFUSG18983.2.p1, OFUSG18983.3.p1, OFUSG18983.1.p1
OG0003033	LYTVA_09117	OFUSG01453.1.p1
OG0003034	LYTVA_09525	OFUSG02654.1.p1
OG0003035	LYTVA_21238	OFUSG01253.1.p1
OG0003036	LYTVA_15519	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1
OG0003037	LYTVA_00120, LYTVA_12907	OFUSG12491.1.p1
OG0003037	LYTVA_16935, LYTVA_12672, LYTVA_16933	OFUSG12495.1.p1
OG0003038	LYTVA_17319	OFUSG09156.1.p1
OG0003039	LYTVA_26569	OFUSG09451.1.p1
OG0003041	LYTVA_21518, LYTVA_08163, LYTVA_17266	OFUSG26411.1.p1
OG0003042	LYTVA_29954, LYTVA_21714, LYTVA_03237	OFUSG04534.1.p1
OG0003043	LYTVA_21296	OFUSG18158.1.p1
OG0003044	LYTVA_27780	OFUSG22295.1.p1
OG0003045	LYTVA_09604, LYTVA_16305	OFUSG04172.1.p1
OG0003045	LYTVA_22578, LYTVA_13926	OFUSG24692.1.p1, OFUSG24692.2.p1
OG0003046	LYTVA_11309, LYTVA_01962	OFUSG21357.1.p1
OG0003048	LYTVA_03002	OFUSG20691.1.p1, OFUSG20691.2.p1
OG0003049	LYTVA_12503	OFUSG26252.1.p1
OG0003051	LYTVA_21429, LYTVA_08441, LYTVA_12265, LYTVA_06150	OFUSG07901.1.p1, OFUSG07901.2.p1
OG0003052	LYTVA_22607	OFUSG06790.1.p1
OG0003053	LYTVA_03274	OFUSG19169.1.p1
OG0003054	LYTVA_02503	OFUSG25793.1.p1
OG0003055	LYTVA_01129	OFUSG21161.1.p1
OG0003056	LYTVA_27575, LYTVA_15255	OFUSG13218.1.p1
OG0003057	LYTVA_02197, LYTVA_15955	OFUSG01472.1.p1
OG0003058	LYTVA_15514	OFUSG09761.1.p1
OG0003059	LYTVA_28530	OFUSG21766.1.p1, OFUSG21766.2.p1
OG0003060	LYTVA_15832	OFUSG21496.1.p1
OG0003061	LYTVA_13436	OFUSG22038.1.p1, OFUSG22039.1.p1
OG0003062	LYTVA_16197	OFUSG22987.1.p1
OG0003063	LYTVA_13937	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1
OG0003064	LYTVA_26915	OFUSG16596.1.p1
OG0003065	LYTVA_18370	OFUSG09629.1.p1
OG0003066	LYTVA_18475, LYTVA_18168	OFUSG01613.1.p1
OG0003069	LYTVA_27795, LYTVA_28627, LYTVA_28626, LYTVA_04639, LYTVA_23060, LYTVA_09626, LYTVA_22123	OFUSG24012.1.p1, OFUSG01954.1.p1
OG0003072	LYTVA_05083	OFUSG19220.1.p1
OG0003073	LYTVA_10379	OFUSG22208.1.p1
OG0003073	LYTVA_23184	OFUSG23369.1.p1
OG0003074	LYTVA_22595	OFUSG22963.1.p1
OG0003075	LYTVA_08096, LYTVA_08095	OFUSG03295.1.p1
OG0003077	LYTVA_01212	OFUSG10101.1.p1
OG0003079	LYTVA_18034	OFUSG19620.1.p1
OG0003081	LYTVA_24288, LYTVA_24287, LYTVA_24290, LYTVA_01441	OFUSG15389.2.p1, OFUSG15389.1.p1, OFUSG21783.1.p1, OFUSG04069.1.p1, OFUSG07806.1.p1, OFUSG25676.1.p1, OFUSG07651.1.p1, OFUSG07653.1.p1, OFUSG13296.1.p1, OFUSG10054.1.p1, OFUSG01598.1.p1, OFUSG10350.1.p1, OFUSG08944.1.p1
OG0003084	LYTVA_20372, LYTVA_22301, LYTVA_20373	OFUSG03409.1.p1, OFUSG03411.1.p1, OFUSG03410.1.p1, OFUSG03412.1.p1, OFUSG02633.1.p1
OG0003103	LYTVA_02396	OFUSG26724.1.p1, OFUSG03657.1.p1
OG0003105	LYTVA_11036, LYTVA_19535	OFUSG19655.1.p1
OG0003107	LYTVA_08803	OFUSG05270.1.p1, OFUSG05271.1.p1
OG0003108	LYTVA_01209	OFUSG01270.1.p1, OFUSG01270.2.p1
OG0003111	LYTVA_10117, LYTVA_13563	OFUSG12678.1.p1
OG0003112	LYTVA_12015, LYTVA_15965	OFUSG18595.1.p1
OG0003114	LYTVA_24574	OFUSG12552.1.p1, OFUSG12552.2.p1
OG0003115	LYTVA_09781	OFUSG09196.1.p1
OG0003118	LYTVA_24532	OFUSG13259.2.p1, OFUSG13259.1.p1
OG0003119	LYTVA_04583	OFUSG19562.1.p1
OG0003120	LYTVA_05733	OFUSG17588.1.p1
OG0003121	LYTVA_26398	OFUSG19684.1.p1
OG0003122	LYTVA_29592	OFUSG11284.1.p1
OG0003123	LYTVA_18041	OFUSG05095.2.p1, OFUSG05095.1.p1, OFUSG20727.1.p1
OG0003124	LYTVA_26612, LYTVA_10083	OFUSG24113.1.p1
OG0003125	LYTVA_18948	OFUSG09603.1.p1
OG0003128	LYTVA_12794	OFUSG22958.1.p1
OG0003130	LYTVA_13846	OFUSG24116.1.p1
OG0003131	LYTVA_22393, LYTVA_00785, LYTVA_19188	OFUSG24004.1.p1
OG0003132	LYTVA_24862	OFUSG13365.1.p1, OFUSG13365.2.p1
OG0003133	LYTVA_08385	OFUSG04998.1.p1
OG0003135	LYTVA_25688, LYTVA_09090	OFUSG22017.1.p1
OG0003136	LYTVA_01323	OFUSG11408.1.p1
OG0003137	LYTVA_03327	OFUSG20631.1.p1
OG0003138	LYTVA_08319	OFUSG26552.1.p1
OG0003140	LYTVA_04869	OFUSG09635.1.p1
