Orthogroup	LYTVA_ok	HUMAN
OG0003931	LYTVA_22630	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	LYTVA_22915	HUMAN21430, HUMAN07048
OG0003935	LYTVA_23260	HUMAN08472, HUMAN08471
OG0003936	LYTVA_03319	HUMAN11264
OG0003937	LYTVA_23787	HUMAN03795, HUMAN27601
OG0003939	LYTVA_03990, LYTVA_08883	HUMAN02684
OG0003940	LYTVA_05716, LYTVA_21871	HUMAN04396
OG0003941	LYTVA_23045	HUMAN07027
OG0003942	LYTVA_19868, LYTVA_04089	HUMAN25725
OG0003943	LYTVA_15855, LYTVA_00687	HUMAN27634
OG0003945	LYTVA_00843	HUMAN05796, HUMAN24950
OG0003946	LYTVA_00597	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	LYTVA_21166	HUMAN22108, HUMAN27709
OG0003948	LYTVA_00599	HUMAN17355
OG0003949	LYTVA_06512, LYTVA_01213	HUMAN25455, HUMAN25454
OG0003950	LYTVA_22866	HUMAN03842
OG0003953	LYTVA_25899	HUMAN24118, HUMAN23048
OG0003954	LYTVA_08587	HUMAN28199, HUMAN16670
OG0003957	LYTVA_04850	HUMAN14055
OG0003958	LYTVA_10240	HUMAN03241, HUMAN23908, HUMAN27697
OG0003961	LYTVA_18404	HUMAN00898
OG0003962	LYTVA_27585	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998
OG0003966	LYTVA_08371	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471
OG0003967	LYTVA_21341	HUMAN10627
OG0003968	LYTVA_18737	HUMAN01462, HUMAN01977
OG0003970	LYTVA_27881	HUMAN07324
OG0003971	LYTVA_12905	HUMAN29506
OG0003972	LYTVA_26756	HUMAN19162
OG0003973	LYTVA_08780	HUMAN08329, HUMAN18737
OG0003997	LYTVA_15918	HUMAN23065
OG0003998	LYTVA_04462	HUMAN17020
OG0003999	LYTVA_02706	HUMAN27199, HUMAN27198
OG0004000	LYTVA_13016	HUMAN20817
OG0004002	LYTVA_14687	HUMAN02677
OG0004004	LYTVA_12647	HUMAN21663, HUMAN11010
OG0004006	LYTVA_15287, LYTVA_29148	HUMAN02087
OG0004007	LYTVA_16332	HUMAN01069, HUMAN23295
OG0004009	LYTVA_27360	HUMAN22781, HUMAN03273
OG0004010	LYTVA_14826	HUMAN23360
OG0004011	LYTVA_07133	HUMAN03321, HUMAN27684
OG0004012	LYTVA_26169	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	LYTVA_26908, LYTVA_29701	HUMAN18181
OG0004015	LYTVA_14499	HUMAN01156
OG0004016	LYTVA_04982	HUMAN06482
OG0004017	LYTVA_26976	HUMAN10876
OG0004019	LYTVA_11599, LYTVA_11549	HUMAN16041, HUMAN16043, HUMAN16042
OG0004021	LYTVA_07062, LYTVA_20594	HUMAN11780, HUMAN11779
OG0004022	LYTVA_29080, LYTVA_06465	HUMAN29670, HUMAN29669
OG0004023	LYTVA_16983	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242
OG0004024	LYTVA_08882, LYTVA_09171	HUMAN21511, HUMAN21514, HUMAN21515
OG0004025	LYTVA_06115	HUMAN22133
OG0004028	LYTVA_25968	HUMAN03299
OG0004029	LYTVA_07988, LYTVA_23850	HUMAN20668
OG0004031	LYTVA_19098	HUMAN15780
OG0004034	LYTVA_01415, LYTVA_13108	HUMAN09933
OG0004035	LYTVA_24098	HUMAN18569
OG0004036	LYTVA_28065	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	LYTVA_20546	HUMAN18538, HUMAN18540
OG0004038	LYTVA_30220	HUMAN14761, HUMAN14760
OG0004039	LYTVA_09633, LYTVA_14370	HUMAN25332
OG0004041	LYTVA_30034, LYTVA_16536	HUMAN18706
OG0004042	LYTVA_08337	HUMAN04449
OG0004043	LYTVA_08636	HUMAN25302, HUMAN25301, HUMAN25303
OG0004044	LYTVA_04278	HUMAN20694
OG0004045	LYTVA_00602	HUMAN03490
OG0004047	LYTVA_22628	HUMAN13570
OG0004048	LYTVA_16472	HUMAN22101, HUMAN22100
OG0004049	LYTVA_15049, LYTVA_25674	HUMAN05306, HUMAN25326
OG0004052	LYTVA_04921	HUMAN15057, HUMAN15056
OG0004053	LYTVA_05254	HUMAN29957, HUMAN28825, HUMAN01839
OG0004055	LYTVA_23038	HUMAN25842
OG0004057	LYTVA_23851, LYTVA_02242	HUMAN26949
OG0004059	LYTVA_13931	HUMAN15829
OG0004060	LYTVA_13733	HUMAN25392
OG0004061	LYTVA_04703, LYTVA_20063	HUMAN00893, HUMAN00894
OG0004062	LYTVA_10442	HUMAN17185, HUMAN03560, HUMAN24215
OG0004063	LYTVA_25472	HUMAN07941
OG0004064	LYTVA_00970	HUMAN18276, HUMAN18275
OG0004065	LYTVA_23835, LYTVA_06332	HUMAN00215, HUMAN00216
OG0004066	LYTVA_14514	HUMAN14690
OG0004067	LYTVA_14146	HUMAN18034
OG0004068	LYTVA_11542	HUMAN30035, HUMAN30649, HUMAN30612
OG0004069	LYTVA_15685	HUMAN28854
OG0004070	LYTVA_26461, LYTVA_08824	HUMAN25913, HUMAN25912
OG0004071	LYTVA_15303	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079
OG0004072	LYTVA_02954	HUMAN13160
OG0004073	LYTVA_02075, LYTVA_02074	HUMAN25044, HUMAN06790, HUMAN25043
OG0004076	LYTVA_03921	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004077	LYTVA_26904	HUMAN29503, HUMAN29502
OG0004078	LYTVA_09313	HUMAN03624
OG0004079	LYTVA_06671	HUMAN22873
OG0004080	LYTVA_29208	HUMAN18253, HUMAN27257
OG0004081	LYTVA_02736	HUMAN18386
OG0004082	LYTVA_06311, LYTVA_06309	HUMAN18511
OG0004083	LYTVA_21834, LYTVA_13777	HUMAN08562
OG0004085	LYTVA_08513, LYTVA_28587	HUMAN07816
OG0004086	LYTVA_19945	HUMAN18693
OG0004087	LYTVA_06772	HUMAN20699, HUMAN20698, HUMAN17812
OG0004088	LYTVA_28769, LYTVA_03836	HUMAN01139, HUMAN23388
OG0004089	LYTVA_20890, LYTVA_05104	HUMAN21587
OG0004090	LYTVA_01996	HUMAN06601
OG0004091	LYTVA_09473	HUMAN28496
OG0004092	LYTVA_11252, LYTVA_08054	HUMAN26216, HUMAN12524
OG0004093	LYTVA_18796	HUMAN27002
OG0004094	LYTVA_15767, LYTVA_15263	HUMAN29054
OG0004095	LYTVA_27647	HUMAN04244, HUMAN04243
OG0004096	LYTVA_24655	HUMAN02141
OG0004097	LYTVA_03615	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004098	LYTVA_17957	HUMAN28862, HUMAN01104
OG0004099	LYTVA_16532	HUMAN16085, HUMAN20170
OG0004100	LYTVA_05542, LYTVA_05543	HUMAN06958
OG0004101	LYTVA_16379	HUMAN12860
OG0004102	LYTVA_22604	HUMAN03466
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	HUMAN19037
OG0004104	LYTVA_23183	HUMAN14010
OG0004106	LYTVA_16270, LYTVA_17077	HUMAN00170, HUMAN00171, HUMAN00169
OG0004107	LYTVA_26766	HUMAN01953, HUMAN01952
OG0004110	LYTVA_17391	HUMAN23820, HUMAN03249
OG0004112	LYTVA_05426	HUMAN01822, HUMAN01821
OG0004113	LYTVA_20632	HUMAN20537
OG0004114	LYTVA_09095	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	LYTVA_26409	HUMAN21493
OG0004116	LYTVA_11277, LYTVA_16339	HUMAN05608, HUMAN05607
OG0004117	LYTVA_06474	HUMAN27879
OG0004118	LYTVA_28391	HUMAN26960
OG0004119	LYTVA_18575	HUMAN15237, HUMAN15236
OG0004121	LYTVA_26411	HUMAN00202, HUMAN21585
OG0004122	LYTVA_11268, LYTVA_00469	HUMAN29461, HUMAN29462
OG0004123	LYTVA_16672	HUMAN05600
OG0004124	LYTVA_03931	HUMAN19130, HUMAN27894
OG0004125	LYTVA_08831	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503
OG0004126	LYTVA_05206	HUMAN05543, HUMAN19543
OG0004127	LYTVA_25845, LYTVA_00859	HUMAN27924, HUMAN27923
OG0004128	LYTVA_05290, LYTVA_03315, LYTVA_03965	HUMAN20446, HUMAN16881, HUMAN16882
OG0004129	LYTVA_03964	HUMAN26874, HUMAN26875, HUMAN02978
OG0004130	LYTVA_10134	HUMAN01818
OG0004132	LYTVA_24598	HUMAN27969
OG0004133	LYTVA_18548	HUMAN18302, HUMAN07684
OG0004134	LYTVA_23721	HUMAN22443
OG0004135	LYTVA_30000	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193
OG0004136	LYTVA_15507	HUMAN02427
OG0004137	LYTVA_06807	HUMAN28841
OG0004138	LYTVA_27721	HUMAN29721, HUMAN29720
OG0004139	LYTVA_12489	HUMAN28858, HUMAN14285
OG0004140	LYTVA_23705	HUMAN11430, HUMAN11431, HUMAN11429
OG0004141	LYTVA_11419	HUMAN21479
OG0004142	LYTVA_07168	HUMAN14999
OG0004143	LYTVA_00742, LYTVA_25759	HUMAN28620, HUMAN09650
OG0004145	LYTVA_14753	HUMAN08310, HUMAN18750
OG0004146	LYTVA_19042	HUMAN07308
OG0004147	LYTVA_08242	HUMAN21565
OG0004148	LYTVA_28754	HUMAN12377
OG0004149	LYTVA_02180	HUMAN07609, HUMAN30337
OG0004150	LYTVA_10446, LYTVA_04771	HUMAN20664
OG0004151	LYTVA_22027	HUMAN11355, HUMAN11356
OG0004153	LYTVA_24977, LYTVA_14935	HUMAN24083
OG0004154	LYTVA_21247	HUMAN16602
OG0004156	LYTVA_23102	HUMAN21442
OG0004157	LYTVA_05077	HUMAN29821
OG0004158	LYTVA_10767	HUMAN17542, HUMAN27299
OG0004161	LYTVA_23742	HUMAN17700
OG0004162	LYTVA_06423, LYTVA_27144	HUMAN25916
OG0004163	LYTVA_20307	HUMAN24942, HUMAN24943, HUMAN04161, HUMAN04162, HUMAN04160
OG0004166	LYTVA_05496	HUMAN27687
OG0004167	LYTVA_09956	HUMAN04738, HUMAN04739
OG0004168	LYTVA_10352	HUMAN11718
OG0004169	LYTVA_22122	HUMAN13644
OG0004169	LYTVA_17881	HUMAN13645
OG0004171	LYTVA_12650, LYTVA_12649, LYTVA_07825	HUMAN15518
OG0004172	LYTVA_26615, LYTVA_09161, LYTVA_01569, LYTVA_28749, LYTVA_12991	HUMAN04361
OG0004174	LYTVA_29638	HUMAN28907, HUMAN28908
OG0004178	LYTVA_00771	HUMAN30555, HUMAN30556
OG0004180	LYTVA_02955	HUMAN27280, HUMAN18278, HUMAN27279
OG0004181	LYTVA_28184, LYTVA_29381	HUMAN22409
OG0004182	LYTVA_02516, LYTVA_26684	HUMAN19435
OG0004183	LYTVA_18118, LYTVA_09256	HUMAN07292, HUMAN07291
OG0004184	LYTVA_27243	HUMAN02697
OG0004185	LYTVA_00065	HUMAN01862, HUMAN20490
OG0004186	LYTVA_13218	HUMAN08997, HUMAN08995, HUMAN02715
OG0004187	LYTVA_09899	HUMAN11528, HUMAN08193, HUMAN08194
OG0004188	LYTVA_09818	HUMAN08423, HUMAN08422
OG0004190	LYTVA_26541	HUMAN12134, HUMAN12135, HUMAN12136, HUMAN12137, HUMAN12133
OG0004197	LYTVA_24189	HUMAN26081, HUMAN17924, HUMAN26082, HUMAN26080, HUMAN26083
OG0004198	LYTVA_17837	HUMAN01753
OG0004215	LYTVA_17521, LYTVA_20252	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	LYTVA_05046	HUMAN20287
OG0004217	LYTVA_10684	HUMAN22836
OG0004218	LYTVA_10237	HUMAN27915
OG0004219	LYTVA_13015	HUMAN17843, HUMAN17842
OG0004220	LYTVA_12987	HUMAN28630
OG0004222	LYTVA_04664	HUMAN08455
OG0004223	LYTVA_16944	HUMAN05025, HUMAN05023
OG0004225	LYTVA_21958	HUMAN06624, HUMAN06623, HUMAN27310
OG0004226	LYTVA_11757, LYTVA_01757	HUMAN08493
OG0004227	LYTVA_12126	HUMAN00825
OG0004228	LYTVA_17820	HUMAN27429
OG0004229	LYTVA_15870	HUMAN03153
OG0004230	LYTVA_24896	HUMAN05581
OG0004231	LYTVA_21112	HUMAN13253
OG0004232	LYTVA_16476	HUMAN22434
OG0004234	LYTVA_17567	HUMAN18015, HUMAN18014
OG0004235	LYTVA_20276	HUMAN12116
OG0004236	LYTVA_29541	HUMAN16992
OG0004238	LYTVA_24752	HUMAN24523
OG0004239	LYTVA_15516, LYTVA_12963	HUMAN18995
OG0004240	LYTVA_26856	HUMAN18709, HUMAN04795, HUMAN18710
OG0004243	LYTVA_09481	HUMAN12837
OG0004244	LYTVA_01667	HUMAN21470, HUMAN21469
OG0004245	LYTVA_24279, LYTVA_26637, LYTVA_24281	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	LYTVA_29403, LYTVA_27509	HUMAN12879, HUMAN12881
OG0004248	LYTVA_23168	HUMAN18975
OG0004249	LYTVA_11290	HUMAN22546
OG0004251	LYTVA_08695, LYTVA_17055	HUMAN01265
OG0004253	LYTVA_27876	HUMAN10905, HUMAN26337
OG0004254	LYTVA_15962	HUMAN27698
OG0004255	LYTVA_12403	HUMAN20924
OG0004257	LYTVA_15930	HUMAN17628
OG0004258	LYTVA_05034	HUMAN19337, HUMAN19336, HUMAN19590
OG0004259	LYTVA_21802	HUMAN09749
OG0004260	LYTVA_22612	HUMAN09461, HUMAN09462
OG0004261	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721	HUMAN13774
OG0004262	LYTVA_18711	HUMAN08768, HUMAN08767, HUMAN08769
OG0004263	LYTVA_29357	HUMAN17547
OG0004264	LYTVA_24355	HUMAN03533, HUMAN27752, HUMAN27751, HUMAN27750
OG0004265	LYTVA_15750, LYTVA_15746	HUMAN01336
OG0004267	LYTVA_21270	HUMAN06039, HUMAN03918
OG0004269	LYTVA_07560, LYTVA_28413	HUMAN03613
OG0004270	LYTVA_25924	HUMAN01652
OG0004271	LYTVA_28380	HUMAN26827
OG0004272	LYTVA_26397	HUMAN23571
OG0004273	LYTVA_03846	HUMAN12115, HUMAN12114
OG0004274	LYTVA_00343	HUMAN11120
OG0004275	LYTVA_25889	HUMAN06232, HUMAN21152, HUMAN21151
OG0004276	LYTVA_00887	HUMAN28195
OG0004277	LYTVA_14258, LYTVA_28062	HUMAN29963
OG0004278	LYTVA_21762, LYTVA_19997	HUMAN28639
OG0004279	LYTVA_03505, LYTVA_11401	HUMAN28927
OG0004280	LYTVA_29508	HUMAN13148
OG0004281	LYTVA_15973	HUMAN21313
OG0004281	LYTVA_06895	HUMAN21314
OG0004282	LYTVA_16737	HUMAN00466
OG0004283	LYTVA_10414	HUMAN22365
OG0004284	LYTVA_21849, LYTVA_03684	HUMAN22289
OG0004285	LYTVA_14336	HUMAN24318, HUMAN24317, HUMAN24319
OG0004286	LYTVA_23813	HUMAN26392
OG0004288	LYTVA_10116	HUMAN23255
OG0004289	LYTVA_15304, LYTVA_08621	HUMAN08406
OG0004290	LYTVA_08795	HUMAN11088, HUMAN11089, HUMAN26173
OG0004291	LYTVA_26380	HUMAN02664
OG0004292	LYTVA_29633	HUMAN18016, HUMAN18018, HUMAN18017
OG0004295	LYTVA_10836	HUMAN14256
OG0004296	LYTVA_05826	HUMAN22583, HUMAN22582
OG0004297	LYTVA_26470, LYTVA_14136	HUMAN24896
OG0004298	LYTVA_21985	HUMAN05125, HUMAN05123, HUMAN05124
OG0004299	LYTVA_10418, LYTVA_24447	HUMAN22961, HUMAN05108, HUMAN22962
OG0004301	LYTVA_17218	HUMAN04644
OG0004302	LYTVA_27877	HUMAN23334
OG0004303	LYTVA_05571	HUMAN18308, HUMAN18307
OG0004304	LYTVA_08021	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401
OG0004305	LYTVA_07884	HUMAN14140
OG0004306	LYTVA_04812	HUMAN24566, HUMAN24565
OG0004307	LYTVA_23176	HUMAN13513
OG0004308	LYTVA_27577, LYTVA_15253	HUMAN30057
OG0004310	LYTVA_21824	HUMAN15096, HUMAN15095
OG0004311	LYTVA_29214, LYTVA_29213	HUMAN15083, HUMAN09966
OG0004312	LYTVA_13567, LYTVA_05872	HUMAN01959
OG0004314	LYTVA_09224	HUMAN02115, HUMAN29290, HUMAN29291
OG0004315	LYTVA_14423	HUMAN03740, HUMAN03739
OG0004316	LYTVA_04481	HUMAN26704, HUMAN21828
OG0004317	LYTVA_23919	HUMAN07353
OG0004318	LYTVA_13097	HUMAN13522
OG0004319	LYTVA_09566	HUMAN04163, HUMAN27066
OG0004321	LYTVA_13173	HUMAN03148
OG0004322	LYTVA_23319	HUMAN24558
OG0004323	LYTVA_25817	HUMAN25493
OG0004324	LYTVA_01961	HUMAN19248
OG0004327	LYTVA_13718	HUMAN05117, HUMAN05116
OG0004328	LYTVA_05322	HUMAN18966, HUMAN18965
OG0004331	LYTVA_21103	HUMAN08295
OG0004332	LYTVA_13221	HUMAN05580
OG0004333	LYTVA_21119	HUMAN28274
OG0004334	LYTVA_23900	HUMAN00979
OG0004335	LYTVA_05831, LYTVA_03828	HUMAN22919
OG0004336	LYTVA_10552	HUMAN11187, HUMAN11186, HUMAN11185, HUMAN28035, HUMAN18807
OG0004338	LYTVA_14064	HUMAN05208
OG0004341	LYTVA_13644	HUMAN13188, HUMAN13187
OG0004341	LYTVA_09511	HUMAN13186, HUMAN13190
OG0004342	LYTVA_03045, LYTVA_22651	HUMAN22854, HUMAN22853
OG0004343	LYTVA_10492	HUMAN03765, HUMAN03766
OG0004345	LYTVA_15243	HUMAN29416
OG0004346	LYTVA_24745, LYTVA_19377, LYTVA_10129	HUMAN01204
OG0004348	LYTVA_06128	HUMAN29749
OG0004349	LYTVA_06151	HUMAN08332, HUMAN08333
OG0004350	LYTVA_13333	HUMAN25142
OG0004353	LYTVA_00606, LYTVA_13736	HUMAN05861
OG0004354	LYTVA_02005	HUMAN19964
OG0004355	LYTVA_19137	HUMAN20522, HUMAN06764
OG0004356	LYTVA_23236	HUMAN21882
OG0004357	LYTVA_09241	HUMAN17377
OG0004358	LYTVA_17523	HUMAN20550, HUMAN20551, HUMAN20549
OG0004359	LYTVA_02266	HUMAN29937
OG0004360	LYTVA_09179, LYTVA_28719	HUMAN02590
OG0004362	LYTVA_21740	HUMAN12669, HUMAN20594
OG0004364	LYTVA_02485	HUMAN16782, HUMAN16785
OG0004365	LYTVA_05834	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829
OG0004366	LYTVA_06643, LYTVA_27515	HUMAN11404
OG0004367	LYTVA_09396	HUMAN25086, HUMAN25087, HUMAN25088
OG0004368	LYTVA_06379	HUMAN02041, HUMAN24846
OG0004369	LYTVA_09883	HUMAN29479
OG0004370	LYTVA_30229	HUMAN26663
OG0004372	LYTVA_04302	HUMAN00855
OG0004373	LYTVA_12488	HUMAN00854
OG0004374	LYTVA_22107	HUMAN13158
OG0004375	LYTVA_14843	HUMAN09491
OG0004377	LYTVA_23335	HUMAN28605
OG0004378	LYTVA_15604	HUMAN11677, HUMAN11679, HUMAN11678
OG0004379	LYTVA_28643	HUMAN15965, HUMAN06117, HUMAN15966
OG0004381	LYTVA_18126	HUMAN01741
OG0004382	LYTVA_18561	HUMAN23495
OG0004383	LYTVA_01592	HUMAN08351
OG0004384	LYTVA_01455	HUMAN02637, HUMAN02638, HUMAN02636
OG0004385	LYTVA_17871	HUMAN29342
OG0004389	LYTVA_29149	HUMAN00922
OG0004390	LYTVA_24758	HUMAN02225, HUMAN02224, HUMAN02227
OG0004391	LYTVA_09306, LYTVA_24715	HUMAN22998, HUMAN23755, HUMAN22999
OG0004393	LYTVA_06799	HUMAN03571
OG0004395	LYTVA_18598, LYTVA_13240	HUMAN06742, HUMAN06741
OG0004396	LYTVA_05452	HUMAN00392, HUMAN00394, HUMAN00393
OG0004397	LYTVA_23126	HUMAN15239, HUMAN15240, HUMAN13820
OG0004398	LYTVA_05438	HUMAN25746
OG0004399	LYTVA_18756	HUMAN20481, HUMAN20480, HUMAN20364
OG0004400	LYTVA_11350	HUMAN13800
OG0004401	LYTVA_06522	HUMAN30275, HUMAN07787
OG0004402	LYTVA_05123	HUMAN22341
OG0004404	LYTVA_29981	HUMAN09714
OG0004405	LYTVA_16143	HUMAN30602, HUMAN30601, HUMAN30590
OG0004407	LYTVA_09960	HUMAN08685
OG0004409	LYTVA_18965	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149, HUMAN06233
OG0004413	LYTVA_15678	HUMAN20485
OG0004414	LYTVA_05497, LYTVA_28298	HUMAN05744, HUMAN05743
OG0004415	LYTVA_28761	HUMAN27786
OG0004417	LYTVA_08260	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645
OG0004418	LYTVA_16592	HUMAN23600
OG0004419	LYTVA_10302	HUMAN17223, HUMAN17224, HUMAN17222
OG0004420	LYTVA_28762, LYTVA_28354	HUMAN00120, HUMAN21941, HUMAN21942
OG0004421	LYTVA_21010	HUMAN20973
OG0004422	LYTVA_03079	HUMAN09643, HUMAN23503
OG0004422	LYTVA_21014	HUMAN09644
OG0004423	LYTVA_27161	HUMAN24585
OG0004424	LYTVA_21963	HUMAN20454, HUMAN20451
OG0004425	LYTVA_04158	HUMAN20710, HUMAN12646, HUMAN12647
OG0004459	LYTVA_10441, LYTVA_04612	HUMAN03665
OG0004460	LYTVA_05295, LYTVA_29632	HUMAN02348
OG0004461	LYTVA_30117	HUMAN06949, HUMAN25050
OG0004462	LYTVA_20076	HUMAN07884
OG0004463	LYTVA_14183	HUMAN07198, HUMAN12013
OG0004465	LYTVA_25687, LYTVA_12969	HUMAN25551
OG0004467	LYTVA_29939	HUMAN07304
OG0004468	LYTVA_02592, LYTVA_18913	HUMAN04543
OG0004471	LYTVA_02607	HUMAN17967, HUMAN17970, HUMAN17969, HUMAN17968
OG0004472	LYTVA_08562	HUMAN26987
OG0004473	LYTVA_23607	HUMAN20026, HUMAN20025
OG0004474	LYTVA_28353	HUMAN00075, HUMAN00078, HUMAN00076
OG0004476	LYTVA_16113	HUMAN07423, HUMAN07424
OG0004477	LYTVA_00888	HUMAN09841
OG0004478	LYTVA_08799	HUMAN11200, HUMAN11199
OG0004479	LYTVA_00476, LYTVA_04117, LYTVA_07724	HUMAN13760
OG0004480	LYTVA_24895	HUMAN19565
OG0004481	LYTVA_30175	HUMAN09377, HUMAN09376, HUMAN09378
OG0004482	LYTVA_11188	HUMAN20680
OG0004483	LYTVA_03457	HUMAN18285, HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284
OG0004484	LYTVA_00935	HUMAN00032
OG0004485	LYTVA_17989, LYTVA_18629	HUMAN05734
OG0004486	LYTVA_17364	HUMAN28381
OG0004487	LYTVA_15851	HUMAN22433
OG0004490	LYTVA_28558	HUMAN16009, HUMAN16010, HUMAN16008
OG0004491	LYTVA_04310, LYTVA_24604	HUMAN15224
OG0004493	LYTVA_27458	HUMAN00735, HUMAN00736, HUMAN00734
OG0004494	LYTVA_00181	HUMAN10688, HUMAN10687, HUMAN10686
OG0004495	LYTVA_01540	HUMAN01257
OG0004496	LYTVA_14373	HUMAN21326
OG0004497	LYTVA_18009	HUMAN11496
OG0004497	LYTVA_03405	HUMAN11497
OG0004498	LYTVA_12145, LYTVA_00159, LYTVA_28363	HUMAN21502, HUMAN21503
OG0004499	LYTVA_06920, LYTVA_10034	HUMAN02497, HUMAN08698, HUMAN08697
OG0004500	LYTVA_20358	HUMAN27616
OG0004503	LYTVA_09532, LYTVA_13945	HUMAN22764
OG0004505	LYTVA_20170	HUMAN17948
OG0004506	LYTVA_19692	HUMAN13338, HUMAN13340
OG0004507	LYTVA_06354, LYTVA_26743	HUMAN23622, HUMAN23623, HUMAN23621
OG0004509	LYTVA_02030, LYTVA_02021, LYTVA_16763	HUMAN02069
OG0004510	LYTVA_04427, LYTVA_04417	HUMAN29607
OG0004512	LYTVA_20700	HUMAN09321
OG0004514	LYTVA_16044	HUMAN20024
OG0004515	LYTVA_17033	HUMAN03769, HUMAN03768, HUMAN03770
OG0004516	LYTVA_27324, LYTVA_16585	HUMAN13123, HUMAN13122
OG0004518	LYTVA_14613, LYTVA_02025	HUMAN29301, HUMAN14475
OG0004519	LYTVA_25742	HUMAN21150
OG0004520	LYTVA_16032	HUMAN22045
OG0004523	LYTVA_02111	HUMAN01827, HUMAN01829
OG0004524	LYTVA_04551	HUMAN20054
OG0004525	LYTVA_04264, LYTVA_18553	HUMAN01279
OG0004527	LYTVA_09964	HUMAN01091
OG0004528	LYTVA_28246	HUMAN11778, HUMAN11777
OG0004529	LYTVA_01959	HUMAN25204, HUMAN25205
OG0004530	LYTVA_11116, LYTVA_17848	HUMAN30172, HUMAN29605
OG0004531	LYTVA_04792, LYTVA_04794	HUMAN29624
OG0004532	LYTVA_16802	HUMAN10136
OG0004533	LYTVA_29598	HUMAN09658, HUMAN14386
OG0004534	LYTVA_21294	HUMAN07572, HUMAN07573
OG0004535	LYTVA_01326	HUMAN15447, HUMAN15446, HUMAN15448
OG0004537	LYTVA_02634	HUMAN24791, HUMAN29314
OG0004538	LYTVA_26379	HUMAN08632, HUMAN08631
OG0004539	LYTVA_28625	HUMAN16954, HUMAN08753, HUMAN08752
OG0004540	LYTVA_07398	HUMAN27285
OG0004540	LYTVA_07396	HUMAN27283, HUMAN27284
OG0004542	LYTVA_17843	HUMAN20251
OG0004543	LYTVA_13629, LYTVA_27820	HUMAN12485
OG0004544	LYTVA_24449	HUMAN21132, HUMAN29852, HUMAN29851
OG0004545	LYTVA_25949, LYTVA_02321	HUMAN23453, HUMAN23452
OG0004546	LYTVA_26469	HUMAN24897
OG0004547	LYTVA_11437, LYTVA_22912	HUMAN07051, HUMAN21061
OG0004548	LYTVA_04949, LYTVA_13430	HUMAN02262
OG0004549	LYTVA_16594	HUMAN04224
OG0004550	LYTVA_18000	HUMAN07015
OG0004551	LYTVA_08055	HUMAN10195
OG0004552	LYTVA_27213	HUMAN11941, HUMAN11943, HUMAN11942
OG0004554	LYTVA_17490	HUMAN16601
OG0004555	LYTVA_03872	HUMAN24447
OG0004556	LYTVA_12685	HUMAN10849
OG0004557	LYTVA_02192	HUMAN18475, HUMAN26034
OG0004558	LYTVA_11113	HUMAN00434
OG0004560	LYTVA_05880	HUMAN17616
OG0004561	LYTVA_17889	HUMAN21836
OG0004563	LYTVA_23594, LYTVA_13340	HUMAN19929
OG0004564	LYTVA_29664	HUMAN02717, HUMAN02718
OG0004565	LYTVA_02489	HUMAN02521, HUMAN02520
OG0004566	LYTVA_11051	HUMAN27617, HUMAN13773
OG0004567	LYTVA_18454	HUMAN16616
OG0004569	LYTVA_09982	HUMAN19797, HUMAN19796
OG0004570	LYTVA_13935	HUMAN16933, HUMAN08425
OG0004571	LYTVA_14576	HUMAN02981
OG0004573	LYTVA_17192	HUMAN12408
OG0004573	LYTVA_07834	HUMAN12409
OG0004574	LYTVA_20772	HUMAN06851, HUMAN04266
OG0004576	LYTVA_19417	HUMAN23863, HUMAN22099, HUMAN22098, HUMAN03755
OG0004577	LYTVA_11608	HUMAN07984
OG0004578	LYTVA_26903	HUMAN21389
OG0004579	LYTVA_18859	HUMAN06948, HUMAN06947
OG0004580	LYTVA_15191	HUMAN00089
OG0004581	LYTVA_28885	HUMAN30254
OG0004582	LYTVA_19263	HUMAN01491, HUMAN23318
OG0004583	LYTVA_15816	HUMAN25613
OG0004584	LYTVA_28504	HUMAN25317
