blastula	gastrula	elongation	early_larva	mitraria_larva	competent_larva	juvenile
OFUSG10508.2	0.329744	0.1567523	0.6069375	1.3793045	0.4951375	1.301937	13.0109
OFUSG10509.1	255.903	346.355	552.4685	645.426	629.929	678.831	1002.67
OFUSG10510.1	27.60715	23.75665	14.80705	13.2304	12.3858	11.89465	12.8613
OFUSG10511.1	0.002297745	0.0306038	0.94550926854	2.575353123e-05	8.9854e-08	0.299535255	0.000679338
OFUSG10511.2	67.22355	26.7335	17.5716	17.42155	18.4205	16.58985	18.1815
OFUSG10512.1	1.196855	1.308305	5.65987	4.788175	2.347525	7.03756	511.646
OFUSG10513.1	0.1460415	0.496884	0.134167	0	0.092883	2.17568	385.71
OFUSG10513.2	0	0.476505	0.353007	0.6304595	0.4636555	1.3440985	201.629
OFUSG10514.1	2.431095e-05	0.0002952742	0.00014312905	3.754095e-05	5.34935e-05	0.15050050025	7.62764
OFUSG10514.2	0.02332535	0.2133615	0.10666095	0.158348	0.0769668	0.36326	38.1776
OFUSG10515.1	0.4050105	1.597885	2.172595	2.39859	1.680595	3.2955	7.50512
OFUSG10515.2	0.2372196	1.40152	0.5150125	0.241718	0.5836485	1.331645	1.63782
OFUSG10516.1	0.0139245	0.0487029	0.075003	0.05746005	0.01006005	0.148616	4.67508
OFUSG10517.1	0.01473505	0	0	0.00653345	0.0205482	0.0014641	0.0427688
OFUSG10518.1	0	0	0	0	0.036275	0.197295	0.259472
OFUSG10519.1	2.692575	3.372975	2.226585	1.857505	1.0974025	2.80459	8.90444
OFUSG10520.1	0.8233145	0.54313	0.271219	0	0	0.055248	0
OFUSG10521.1	105.9044	23.203	13.0013	13.9077	10.41917	10.123055	6.04358
OFUSG10522.1	0.57255445	7.11815e-06	0	0	0.001728535	4.31234	1.39514
OFUSG10522.2	0	0	0	0.667836	5.16096	4.57007	5.92169
OFUSG10522.3	3.243175	8.13613	13.4343	23.6948	47.02065	49.13655	10.5487
OFUSG10523.1	0.271098	0.91833	0.6961465	1.95716	4.760305	13.258875	18.0472
OFUSG10523.2	0.441722	0.0636445	0.4960145	0.628945	0.9761315	14.716315	7.4313
OFUSG10524.1	0.8910735	2.16981	3.467265	13.17585	15.3311	7.08616	11.3474
OFUSG10525.1	0.1620575	1.2554225	0.1635955	0.02567675	0.138568	6.46864	18.7554
OFUSG10526.1	16.76485	12.9824	13.70265	10.74165	9.201825	6.612465	8.21073
OFUSG10527.1	0.4248395	0.055708	0.268344	0.12108155	0.0919825	0.0630872	0
OFUSG10528.1	0	0.6906285	1.959914	8.95315	10.108515	6.459835	15.2605
OFUSG10528.2	0.1444475	0.6664700010847	3.870755	5.07776	7.757125	3.437125	4.77835
OFUSG10529.1	0.3552	4.46632	33.04515	59.85565	139.3935	108.3829	62.2244
OFUSG10530.1	0.5428455	0.2115302	0.185692	0.15908075	0.357822	2.68525	2.1464
OFUSG10531.1	2.23052	0.9815245	2.83587	11.8774	23.305	30.6503	61.956
OFUSG10532.1	0	0	0	0	0	0	0
OFUSG10532.2	29.2519	16.826	11.4222	9.06231	9.503495	10.386445	8.44134
OFUSG10533.1	27.93365	24.42875	17.97805	18.7875	20.74695	51.25025	49.5928
OFUSG10534.1	4.14947	4.385305	2.19223	1.734595	4.31548	7.992205	10.1292
OFUSG10535.1	23.82655	3.63059	3.263475	4.592305	7.321325	7.44066	7.18297
OFUSG10536.1	27.07795	19.4978	10.43443	12.374985	13.34586	11.23142	9.94712
OFUSG10537.1	27.86955	33.47255	26.0991	21.5039	16.2689	9.187725	7.63724
OFUSG10538.1	0	0	0	0	0	0.13006045	0.923091
OFUSG10538.2	0.0716135	0.2451	0.3141755	0.901815	1.44101	2.489155	0.152587
OFUSG10538.3	3.06453505e-06	0.18922903435055	0.838271	0.6838615	1.977865	3.361485	1.94528
OFUSG10538.4	0.133964842	0	0	0.6081725	0.967715	1.077764	1.32708
OFUSG10538.5	2.420945e-07	0	0	0	0	0	4.48836e-08
OFUSG10539.1	7.820755	12.471565	12.6848	7.934895	12.973195	6.650985	14.4583
OFUSG10540.1	0.08799195	24.6408	34.4869	35.84696	84.7921	172.2265	30.9024
OFUSG10541.1	0.3130131	27.7176	32.39905	15.4939	6.71711	2.4934	0.60382
OFUSG10542.1	4.454275	15.0639	13.67985	11.441025	14.5802	10.985005	9.82299
OFUSG10543.1	0.179091	0.895128	1.56293	2.214834	3.898755	2.99363	3.15091
OFUSG10544.1	6.35836	15.542765	17.7502	13.26855	12.9508	6.340595	4.4268
OFUSG10544.2	0.903405	4.87124	4.61	3.7337	3.48354	0.4877185	0.130482
OFUSG10545.1	18.11875	4.732395	3.37466	3.642685	3.62629	3.062265	2.92079
OFUSG10546.1	1.1175955	1.33993	0.7261425	0.197183	1.41547	0.765362	1.50193
OFUSG10547.1	2.67918	6.50785	7.90704	4.313345	4.922225	17.6261	26.4879
OFUSG10547.2	0.886291	6.565795	8.46569	4.66733	5.583665	21.6421	53.0065
OFUSG10548.1	0.823652	1.36963	1.835685	1.0626615	0.3032985	0.236608	0.328564
OFUSG10549.1	1.5387985	1.335955	0.770245	0.8889075	1.041725	2.623475	9.21339
OFUSG10550.1	1.933013	3.4319	2.41327	2.07346	1.811305	1.623085	2.28341
OFUSG10551.1	1.8452985	1.340835	1.02857	0.849956	1.032505	1.060301	1.23517
OFUSG10552.1	8.598445	8.236805	7.941115	6.22195	3.669325	3.141075	2.68671
OFUSG10553.1	1.246625	6.001015	21.11785	12.15577	10.57625	7.21543	2.23435
OFUSG10554.1	55.9147	21.9339	18.4959	9.93306	8.05766	9.55763	6.7184
OFUSG10555.1	111.4099	187.9675	185.6955	104.46645	42.93245	22.8254	28.989
OFUSG10556.1	156.9631	227.7295	103.1867	30.17521	3.58838	0.1896175	0.139718
OFUSG10557.1	17.6713	7.955625	9.97539	8.683995	10.19563	8.557855	8.42731
OFUSG10558.1	1.34665	0.4469225	0.64294	0.6793285	0.2594395	0.331745	0.422074
OFUSG10559.1	13.7648045	7.301217	8.5248	2.24374	0.170698	0.4580635	0
OFUSG10560.1	5.978125	3.77655	3.395135	1.98405	0.775195	0.4669755	0
OFUSG10561.1	1.43153	1.1438005	0.6023405	1.595145	1.83658	1.396565	0.921607
OFUSG10561.2	5.64828	2.224745	2.9613	2.26215	2.732885	3.394445	2.93055
OFUSG10562.1	3.54359	3.745175	3.614625	2.817865	1.925475	2.23291	1.26993
OFUSG10563.1	0.0838936	0.2548147	0.199359	0.04805455	0.0733043	0.0869721	0
OFUSG10564.1	17.70535	46.817	47.41195	34.46775	27.68705	15.74825	12.8497
OFUSG10565.1	75.6355	23.176	21.6709	21.02295	20.38815	12.8001	15.0952
OFUSG10566.1	2.534115	1.1493665	60.41325	520.616	953.2045	94.8471	4.15745
OFUSG10567.1	0	0.2430995	0.0832175	0.198943	0.5158775	0.692481	1.41544
OFUSG10568.1	0.06874655	0.0976838	0.7139675	1.422835	0.6242815	1.240332	0.510609
OFUSG10569.1	0.0908575	0	0.04185225	0.1899289	0.12038975	1.646905	4.13982
OFUSG10569.2	0	0	0.02662	0	0	0	0
OFUSG10570.1	0	0.1544095	0.091596	0	0.01684675	0.200712	0.749191
OFUSG10571.1	0.0174602	0.0846465	0.147072	0.02320535	0.06072205	4.208305	2.603
OFUSG10572.1	1.492955	3.38406	5.747205	0.8106835	0.185522	152.6142	870.268
OFUSG10573.1	0.675722	0.73821185	0.5887375	1.206798	1.160818	0.384231	1.225
OFUSG10573.2	0	0	0	0.2613955	0	0	0
OFUSG10574.1	0	3.3004	14.92975	23.13805	7.70522	160.773	26.1748
OFUSG10575.1	20.96075	26.92575	38.59695	40.08355	27.6315	21.77515	21.3643
OFUSG10576.1	3.573345	5.64365	6.17879	5.982495	4.526375	5.356955	8.7147
OFUSG10577.1	0.08922885	0.6591585	2.520565	11.281415	16.0676	10.35025	14.3046
OFUSG10578.1	0.315857	0.310075	1.497241	4.83894	6.262015	14.67875	19.9955
OFUSG10579.1	0.0745761	0.0945058	0.240264	0.16821835	0.23341045	2.476675	3.28067
OFUSG10580.1	0.2739105	0.495823	0.319885	0.62879	0.903665	1.92349	2.30038
OFUSG10581.1	8.21657	2.757815	1.483595	1.869765	2.742045	2.386335	1.90184
OFUSG10581.2	24.65235	6.8663	7.162915	4.80598	6.411775	6.1583	4.65806
OFUSG10582.1	69.17	99.71275	84.5601	67.83585	53.35385	14.251735	3.83916
OFUSG10583.1	39.1054	36.80185	25.7315	19.7313	23.7812	24.7814	18.5455
OFUSG10584.1	2.369405	1.53528	2.0997	2.34828	3.138855	3.894515	4.08496
OFUSG10585.1	5.666345	27.02915	42.17235	42.84105	29.4144	35.5806	41.5506
OFUSG10585.2	0.17924945	6.02393	22.943	28.3416	11.5972	13.4809	17.1319
OFUSG10585.3	101.19565	87.21955	71.4414	46.84815	28.8117	28.3757	28.1282
OFUSG10585.4	12.282205	19.7452	22.12905	19.1098	15.1293	7.49029	5.51784
OFUSG10586.1	3.481535	2.393655	1.86921	1.91571	1.53104	2.968925	4.21725
OFUSG10587.1	54.59355	25.2373	20.32945	19.3857	19.1943	17.8923	27.9076
OFUSG10588.1	0.3283985	0.417115	0.6527145	0.401968	0.5182135	0.372332	0.125759
OFUSG10589.1	0	0	0.191425	0.0586825	0	0.0942505	0.210476
OFUSG10590.1	0	1.219712	0	0	0	1.819015	1.61823
OFUSG10591.1	0	0	0.1082435	0.03348395	0.0527555	0.475058	0.515547
OFUSG10592.1	0	0.2622955	0.8228545	0.576865	0	0.65101	0.974156
OFUSG10592.2	0.327613	0.516536	1.47892e-06	0.057300768857	0.2459075	0.09006495	0
OFUSG10593.1	77.8961	74.26795	63.66285	47.96155	33.38715	18.2711	15.5085
OFUSG10594.1	0.789385	0.51411	82.20675	514.3735	882.833	12.34532	0.523476
OFUSG10595.1	14.6502	34.29465	27.421	20.1595	19.10365	18.30785	15.4562
OFUSG10596.1	6.08397	9.79109	11.057125	9.661715	7.36198	6.77977	4.30916
OFUSG10597.1	2.48263	0.8593605	1.25984	2.255835	6.64831	16.49255	9.35731
OFUSG10598.1	6.48882	38.1884	17.03335	8.46364	3.73198	1.58379	1.34013
OFUSG10599.1	0.26176	0.0431257	0.708162	1.30638	1.1565845	2.430905	0.278513
OFUSG10600.1	5.13085	3.207465	4.295715	7.079445	24.11655	38.6259	20.7502
OFUSG10600.2	0.369424	0.2351755	0.8887965	0.922493	3.521275	7.51866	7.36658
OFUSG10601.1	25.02515	13.464415	24.07705	46.87475	155.4955	199.599	126.997
OFUSG10602.1	10.043945	8.9334	15.5628	39.38445	120.777	177.7675	100.06
OFUSG10603.1	5.45122	4.977865	5.611325	9.440895	13.6563	5.03014	2.94103
OFUSG10604.1	2.07552	2.37093	1.91114	3.597335	2.201385	5.00014	3.38103
OFUSG10605.1	2.284165	5.60575	20.00845	45.5784	57.4847	143.485	218.162
OFUSG10606.1	0	0	0	0.4446805	1.3649605	0.759393	0.318871
OFUSG10607.1	0.2959729	1.0111175	0.9172275	0.40104	0.464206	0.256748	0.440241
OFUSG10608.1	5.38333	102.47795	91.62305	45.89275	12.9068	16.66555	14.8747
OFUSG10609.1	0.54636	0.249495	0.1059283	1.604437	9.323135	11.95905	35.5953
OFUSG10610.1	0.209637	0.308502	0.3224015	0.448476	1.4190385	1.604549	11.6031
OFUSG10611.1	17.54915	12.9649	10.457395	11.14895	15.2539	13.6507	14.4147
OFUSG10611.2	17.54915	12.9649	10.457395	11.14895	15.2539	13.6507	14.4147
OFUSG10612.1	0.542797	0.829516	0.501226	1.004915	1.236275	1.95884	1.90545
OFUSG10613.1	1.797175	43.2103	39.25785	23.7297	45.82855	53.48985	15.5175
OFUSG10614.1	152.8035	177.5225	138.7095	78.17875	54.7664	28.5266	26.9423
OFUSG10615.1	15.65325	33.54805	29.64145	20.4334	12.75115	8.635175	7.56471
OFUSG10616.1	0.5765275	8.600225	61.8132	143.089	165.9455	110.441	82.688
OFUSG10616.2	4.901765	13.56815	24.2172	33.46095	64.81195	54.8364	49.1889
OFUSG10617.1	13.4737	15.81208	11.17297	6.500545	6.36802	20.3088	12.362
OFUSG10618.1	0	0.04439025	0.08408855	0.01992885	0	0.398286	0.96727
OFUSG10619.1	15.33735	26.8832	35.57895	45.3733	30.75445	16.15775	12.9481
OFUSG10620.1	0.049996	0	0.0989449	0.0309032	0.01215855	0.1259817	1.25662
OFUSG10621.1	0.0809651	0	0.06268465	0.0147118	0	0.2271785	1.23759
OFUSG10622.1	2.19135	6.39376e-05	1.5947305e-05	0.07852924955	2.536275e-07	3.32993	47.0817
OFUSG10622.2	0	2.69238	0.733419	0.036758	0.01464015	0.3636825	2.40645
OFUSG10622.3	4.59227	4.249455	0.990051	0.2360025	0.01932785	0.5894155	9.00882
OFUSG10623.1	0.2014452	0.0600565	0.09517985	0.04505675	0.07419395	0.534673	2.45485
OFUSG10624.1	0.389442	0.03964985	0.25935315	0.548912	0.294617	0.0605382	0.342129
OFUSG10625.1	45.15145	29.56805	21.44015	21.9518	46.1646	36.53345	10.7646
OFUSG10626.1	11.1125	13.16845	8.16107	5.84872	4.963435	3.597985	3.49848
OFUSG10627.1	10.304235	8.52101	9.593845	15.5938	26.4581	27.26555	21.7341
OFUSG10628.1	14.5432	22.2557	15.87835	13.36755	13.93125	10.84615	6.95663
OFUSG10629.1	28.6803	32.3747	22.22175	11.84933	8.738835	7.675575	5.90936
OFUSG10630.1	5.406425	9.571155	11.068	5.884255	3.695995	2.84801	2.65312
OFUSG10631.1	1.2603715	2.28163	1.37375	0.7982175	0.607469	0.6689145	1.31583
OFUSG10632.1	0.34408035	2.06812	0.4385285	1.328535	0.24469925	0.6275465	1.12941
OFUSG10633.1	0.9582555	2.004099	1.3469535	1.462733	0.64275935	0.9757785	0.827168
OFUSG10634.1	44.28375	9.44042	9.730605	8.509645	8.794455	5.946445	3.80631
OFUSG10635.1	1.26526	0	0	1.114382	0	0.223278	0
OFUSG10636.1	0.086789	0.22449	0.3484045	0.165445	0.5026955	0.2665655	0.669148
OFUSG10637.1	0	1.169	1.515675	7.77347	3.77528	1.568751	0.933954
OFUSG10634.2	30.14525	9.121325	12.39695	13.3288	9.432715	6.0034	3.96599
OFUSG10638.1	6.686105	4.988345	4.683135	5.139285	6.11499	4.87337	12.3415
OFUSG10639.1	0.369187	1.2403115	0.722517	2.097595	32.250575	7.77395	12.2697
OFUSG10640.1	12.9373	13.383	13.46925	14.36985	16.33645	13.427195	8.58544
OFUSG10641.1	39.604	36.9	37.45955	33.5738	27.1132	19.33665	21.579
OFUSG10642.1	11.951	5.345045	6.423255	6.01828	7.57473	9.23052	15.2347
OFUSG10643.1	0	0.055427	0.0362689	0.12688505	0.1547332	2.382265	3.335
OFUSG10643.2	35.6179	23.2985	47.08025	76.3747	95.15535	129.243	119.722
OFUSG10644.1	0.9722475	0.1162105	0.17736345	0.10711255	0.06737555	0.239284	0.0809884
OFUSG10645.1	20.483	19.24405	20.82155	17.75815	18.7741	11.1675	12.6543
OFUSG10646.1	222.4315	245.0325	159.8425	58.8498	39.3712	30.5518	25.7592
OFUSG10647.1	0.3259295	0.638072	0.466137	0.18568	0.118817	0.6170595	9.05532
OFUSG10647.2	3.12496e-06	1.32928	0.28960032398	0.328173745	0.1598775	0.544665005	3.02544e-07
OFUSG10648.1	4.986545	7.009955	5.71185	3.161845	2.548385	1.95476	1.326
OFUSG10649.1	10.05804	3.407205	2.458015	2.309645	3.19362	3.187065	1.08664
OFUSG10650.1	17.4325	4.47154	2.927055	4.84918	8.185275	8.75235	3.75581
OFUSG10651.1	0.0855007	0.5273815	7.049865	7.420725	4.1085	2.47148	5.52045
OFUSG10652.1	0.04806485	0.2301665	1.51535	1.739415	1.068074	8.05755	14.7374
OFUSG10653.1	0	0	0.09576765	0.524842	0.1236775	9.145333	192.471
OFUSG10653.2	0.1626255	2.1169885	38.3297	162.5245	120.80985	69.1445	53.9094
OFUSG10654.1	59.9603	85.72205	80.6863	37.77605	28.3477	33.7209	27.0423
OFUSG10655.1	9.160795	14.2599	14.356	20.82715	32.1633	20.4758	19.1298
OFUSG10656.1	0.48346	0.05904705	0.2438365	0.0545115	0.0710273	0.179214	0.720172
OFUSG10657.1	12.5801	3.098915	9.303635	59.7126	171.298	154.9245	149.559
OFUSG10658.1	0	1.103795	0.82995	0.648365	0	0.0428373	0.681874
OFUSG10659.1	0.1663925	1.3874765	2.3378	1.29636	0.633216	0.3156815	3.18385
OFUSG10659.2	0.286258	1.79069	0.21796004	0.1992507	0.9429055	0.8531235	0.149589
OFUSG10660.1	0.0896475	0.0848236	0.1181161	0.1366402	0.188428	0.0902536	0.255503
OFUSG10661.1	0.3979825	1.942005	1.053434	1.96237	0.714282	1.13225	2.1144
OFUSG10661.2	0	2.022725	1.64947	0.51682	0.798317	2.874495	6.71449
OFUSG10662.1	0.078708	0.1783925	0.585882	0.3506025	0.17276155	0.17507905	0.518816
OFUSG10663.1	5.332155	20.5068	18.01065	14.6161	19.2403	9.54602	5.80142
OFUSG10664.1	7.55456	16.97025	15.28655	18.0275	33.18935	13.47195	3.97194
OFUSG10664.2	9.70474	35.0978	40.39755	44.6886	39.10305	31.41935	5.33698
OFUSG10664.3	1.632803	2.37555	3.84536	11.529285	15.22451	7.806825	0.728473
OFUSG10664.4	1.580235	2.132455	1.35498	2.74476	15.1412	17.3366	32.6006
OFUSG10665.1	97.5536	129.635	161.739	213.3015	232.0075	177.645	172.149
OFUSG10666.1	0	0.57087	0	0	0	0.0692994	0.0433836
OFUSG10667.1	12.06575	3.014015	3.67138	7.377505	10.358355	7.595695	2.83249
OFUSG10668.1	28.2378	38.4034	40.3989	26.3038	18.76935	11.48125	7.62586
OFUSG10669.1	168.827	178.595	172.6915	183.977	177.8655	148.5095	122.463
OFUSG10670.1	0.02376345	0.720902	0.58735	0.305286	0.4149915	2.33346	6.77191
OFUSG10671.1	67.5336	68.84145	59.83905	46.6474	45.7111	28.2024	15.9697
OFUSG10672.1	92.11005	230.749	183.1665	101.25775	50.44455	41.36005	35.3291
OFUSG10673.1	14.1584	15.3704	24.9465	41.5033	60.50875	61.4552	15.2557
OFUSG10673.2	0	0.107077	1.2760545	3.830385	15.4957	7.368965	5.68759
OFUSG10674.1	19.09405	31.68405	31.58415	27.5756	28.7315	17.13095	10.7561
OFUSG10675.1	0.1578275	0.061592	0.076253	0.183924	0.0517285	1.993445	2.18814
OFUSG10675.2	0.21349115	0	0.00127684	0.062254	0.0472526	0.0244356	0.144317
OFUSG10676.1	6158.24	8944.14	8131.495	6106.055	4056.66	1211.2715	598.836
OFUSG10677.1	470.9885	832.8555	828.54	578.1765	239.9775	120.5398	92.0858
OFUSG10678.1	18.63005	10.46257	14.274	18.83915	25.0834	13.3006	13.3519
OFUSG10678.2	0.4840925	0.52762375	2.70258	7.014245	10.94663	3.30806	2.6428
OFUSG10679.1	0.2386195	0.067784	0.048826	0.059799	0.0398963	0.140887	0
OFUSG10679.2	0.103882	0.3128705	0.935934	0.4329575	0.382641	0.072715	0.511434
OFUSG10680.1	0	0.031463	0.04417875	0.0175483	0	0.05491715	0.258211
OFUSG10681.1	1.363249	3.247385	2.75715	2.868645	1.88238	1.449405	1.87142
OFUSG10682.1	0.08323	0.2001565	0.11586775	0.690597	0.367053	0.872951	1.81529
OFUSG10683.1	57.7675	40.9866	27.1509	19.2814	14.88785	4.515955	2.74074
OFUSG10684.1	206.5145	216.3685	178.8605	118.9335	80.7816	60.05815	45.1053
OFUSG10685.1	70.62945	35.13945	24.95765	15.95585	13.1564	11.268155	7.72161
OFUSG10686.1	663.3055	418.6565	327.103	195.525	159.688	137.6495	112.703
OFUSG10687.1	588.526	322.3095	280.2965	203.62	163.958	126.734	101.359
OFUSG10688.1	0.386155	0	0.775075	0.9702875	0.2940705	1.0700775	2.22372
OFUSG10689.1	0	1.0531405	0.554095	0.4974445	0.7320035	16.37965	178.291
OFUSG10689.2	0.483191	0.1859995	0.175974	0.099494	0	0.3077685	7.24085
OFUSG10690.1	0.186141	17.2766	25.0496	24.49505	18.97875	54.4531	58.7439
OFUSG10691.1	0.3221445	0.588212	0.666321	0.814507	2.284745	6.016015	3.2921
OFUSG10692.1	0	0.2573475	0	0	0	0.127423995	0.528343
OFUSG10693.1	0.2656475	1.864815	12.11805	21.80985	17.325	4.027655	3.86811
OFUSG10694.1	0.03426975	0.169732	0.11721155	0.094083	0.05946115	0.0633325	0.0467874
OFUSG10695.1	0.213202	0.2055625	0	0	0	0	0.316569
OFUSG10696.1	52.01815	18.46195	24.5995	19.7963	21.3634	33.39305	25.4724
OFUSG10697.1	0.01971375	5.62601	1.4036745	0.5293145	0.35136285	0.973577	1.35014
OFUSG10698.1	0.8800995	1.11241	0.4140455	0.4024425	0.3900705	3.032875	6.23732
OFUSG10699.1	0	0.0246004	0.0123201	0.1056448	0.2312735	0.4843995	0.54237
OFUSG10700.1	0.0354601	0.2920015	0.608544	1.136395	1.755195	1.58772	4.30199
OFUSG10701.1	0.355443	1.69563	3.00867	2.309975	1.93011	7.484085	11.1371
OFUSG10702.1	0.115264	0.196537	0.30261525	0.3615171	0.3199385	0.5324195	0.0551871
OFUSG10703.1	0.1962995	0.2211544	0.136806	0.1049615	0.08955585	0.06792945	0.0633096
OFUSG10704.1	0	0.8150625	0.613329	0.34498	0.4529135	2.735535	5.59476
OFUSG10705.1	1.463625	0.645995	1.443829	1.429116	1.202235	8.364795	20.9209
OFUSG10706.1	0.086538	0.4303285	0.2425895	0	0.0548825	0.04934115	0.0867752
OFUSG10707.1	11.37885	15.402	16.96275	15.46966	14.534935	12.001935	14.9537
OFUSG10708.1	0.7325815	0.7659915	3.66207	2.64333	0.537385	28.42315	263.339
OFUSG10709.1	0	2.439365	7.9365	4.96199	2.00107	12.3456	7.55077
OFUSG10710.1	0.1069227	0.388499	0.3053591	0.553941	0.638123	0.2502415	0.0416278
OFUSG10711.1	0.714831	0.2950515	1.2200375	0.3839775	1.7984	0.567885	0
OFUSG10712.1	0	3.951	15.46165	11.88951	11.0221	11.65945	19.5332
OFUSG10713.1	327.4055	359.978	336.532	322.354	326.4125	279.774	257.234
OFUSG10714.1	10.09862	4.870325	3.058965	1.552385	1.2124765	1.4761875	4.85054
OFUSG10715.1	0	0	0	0	0.174646	0	0
OFUSG10716.1	0.95395	0.696685	1.30417	0.59995	2.1109865	4.534425	4.31262
OFUSG10717.1	0	2.2368095	6.610805	3.09131	4.8083	10.18115	13.3104
OFUSG10718.1	1.94006	2.819895	7.33747	7.288785	5.48569	19.07425	29.8999
OFUSG10719.1	1.0824715	7.08479	20.3612	21.947	22.181	33.38565	52.7775
OFUSG10720.1	0.8329585	0.6230565	0.990931	2.4519985	1.2487975	2.130117	0.592341
OFUSG10721.1	18.7856	8.895535	12.43615	18.2751	34.5559	26.1822	7.10333
OFUSG10722.1	53.0339	11.411675	24.0526	47.67035	67.02505	39.9823	42.3332
OFUSG10723.1	0.417365	0.144316	1.944395	1.84581	1.419915	0.4807095	0.525241
OFUSG10724.1	5.55466	16.11915	32.7012	45.11275	48.9247	48.6402	12.002
OFUSG10724.2	43.2334	131.5005	272.3	345.0685	399.3705	315.0925	63.3954
OFUSG10725.1	1397.965	1144.4025	695.1125	302.9395	157.162	141.615	160.199
OFUSG10726.1	0.8610385	3.463775	0.9046825	0.5142085	0.2397885	0.2489915	0.149276
OFUSG10727.1	31.05935	44.7227	44.3319	31.08625	34.46285	38.7612	25.0902
OFUSG10728.1	1.2901795	0.891985	4.484555	16.35635	30.6416	28.8278	33.4345
OFUSG10729.1	0.1647225	0.4832555	0.58653385	0.0745699	0.1435561	0.17184225	0.115154
OFUSG10730.1	0	0.0211462	0	0	0	0.034967	0
OFUSG10730.2	0.1048405	0.2655507	0.637705	5.324595	25.4353	13.8839	6.75808
OFUSG10731.1	0	0.06370045	0.125001	0.895363	2.21103	1.767515	1.15584
OFUSG10732.1	0	0.108552	0	0.341834	18.0657	54.20535	7.36847
OFUSG10732.2	0	0	0	0.358248	8.846885	25.24285	2.75848
OFUSG10733.1	0	0.346314	0.11200675	0.15798455	2.6158145	8.09365	4.12199
OFUSG10734.1	0.0369543	1.03604	0.2248965	0.1328695	0.512464	1.787285	2.73101
OFUSG10735.1	0.06804175	0.398801	0.2104285	0.14872215	0.0880047	0.0254724	0.0621978
OFUSG10736.1	15.34164	13.162265	7.965205	7.34777	10.210715	7.39991	9.53563
OFUSG10737.1	81.9052	49.03525	43.94895	39.48515	36.55825	21.94115	16.6102
OFUSG10738.1	0.3319235	3.61974	2.65467	2.33886	2.96311	6.685545	11.911
OFUSG10739.1	0.00915815	0.00967085	0	0.00872725	0.0397824	0.02740365	0.0393245
OFUSG10740.1	1.595745	0.9704015	1.35989	2.33102	1.327125	0.584885	0.782966
OFUSG10741.1	1.055469	2.100775	1.47497	1.2073205	1.015245	1.8315315	0.924657
OFUSG10742.1	0.4024795	0.3131005	0.1328075	2.04743	21.2723	10.92788	7.24367
OFUSG10743.1	26.38195	24.58355	22.1962	19.40785	19.0156	21.06075	17.801
OFUSG10744.1	3.2651555	3.632215	3.066375	2.992955	3.010145	6.899745	17.8741
OFUSG10744.2	1.816985	1.04044	1.179885	0.2188865	0.192133	1.688805	5.60143
OFUSG10745.1	13.3988	8.637755	7.87084	5.62199	4.102815	3.737495	2.7622
OFUSG10746.1	1.617641	1.46436	1.450111	1.99711	1.122936	97.0802	266.504
OFUSG10747.1	28.0422	99.28455	96.03335	56.1858	22.0549	16.8551	12.2335
OFUSG10748.1	0.7139265	3.4339	1.936805	0.694151	0.1303835	0.2530415	19.0429
OFUSG10749.1	4.958635	5.826775	9.678915	9.16405	10.39032	6.002655	5.13484
OFUSG10749.2	9.936045	21.9236	72.55195	103.19855	104.95	44.6199	49.5954
OFUSG10750.1	0.566075	10.108365	109.4435	170.476	93.81295	15.762	13.4301
OFUSG10751.1	0.03909785	0.0387722	0.416115	1.2394055	1.156525	0.4456505	17.7116
OFUSG10752.1	0.05876445	0.22008935	0.426648	1.778515	1.1109165	1.414795	24.3907
OFUSG10753.1	0.493663	0.099405	3.93522	19.19265	28.52275	55.24125	83.6299
OFUSG10754.1	21.2293	62.21005	109.44505	99.2249	58.1477	47.5401	59.9368
OFUSG10755.1	156.191	127.9015	114.1585	123.6485	127.315	104.8661	76.6324
OFUSG10756.1	2.755545	15.32845	32.64375	47.67675	73.8246	76.72225	21.2692
OFUSG10757.1	17.67285	4.945345	7.113495	11.69635	11.76365	8.36942	8.10966
OFUSG10758.1	0.2049005	0.093001	0.9930275	4.312855	6.295705	1.38271	0.752493
OFUSG10759.1	4.426325	6.62738	11.823675	7.13098	10.87435	14.2908	15.7705
OFUSG10759.2	12.522	1.122327	2.954665	3.57805	5.008775	6.33409	0.556552
OFUSG10759.3	11.46245	4.28271	7.14328	5.80822	7.16489	10.05745	5.0142
OFUSG10760.1	20.92095	38.21035	57.58625	43.52265	26.56275	13.27285	17.708
OFUSG10761.1	0.424311	0.292341	0.0509825	0	0.03827355	1.528815	0.964806
OFUSG10762.1	0.5265685	0.1174055	0.1405686	0.0788365	0.150706	1.140515	1.35182
OFUSG10763.1	0.17190845	0.0814395	0.18718295	0.1081305	0.02000625	0.4565155	0.544416
OFUSG10764.1	30.23	25.1722	20.6232	14.3309	12.9702	11.58835	8.70856
OFUSG10765.1	16.73785	1.30413	3.376095	6.370175	11.23221	16.8096	14.7189
OFUSG10766.1	23.736	2.931065	1.755935	2.01508	2.82108	2.449095	1.16429
OFUSG10767.1	20.0071	10.71971	14.6331	18.5095	15.1169	8.55409	7.67195
OFUSG10768.1	55.49535	33.98635	43.0066	29.18105	20.15175	4.838955	4.10479
OFUSG10769.1	8.29291	23.3522	34.3853	28.61845	16.76805	2.52787	1.02825
