Motif	Factor	Evidence	Curated
GM.5.0.Homeodomain.0119	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0119	TCONS_00017786	Orthologs	N
GM.5.0.Rel.0013	TCONS_00008734	Orthologs	N
GM.5.0.Homeodomain.0120	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Ets.0026	TCONS_00034949	Orthologs	N
GM.5.0.Ets.0026	TCONS_00017797	Orthologs	N
GM.5.0.Ets.0026	TCONS_00033319	Orthologs	N
GM.5.0.Ets.0026	TCONS_00011478	Orthologs	N
GM.5.0.Ets.0026	TCONS_00023654	Orthologs	N
GM.5.0.Ets.0026	TCONS_00025377	Orthologs	N
GM.5.0.Ets.0026	TCONS_00024617	Orthologs	N
GM.5.0.Ets.0026	TCONS_00024683	Orthologs	N
GM.5.0.Ets.0026	TCONS_00023796	Orthologs	N
GM.5.0.Ets.0026	TCONS_00023649	Orthologs	N
GM.5.0.Ets.0026	TCONS_00042950	Orthologs	N
GM.5.0.Ets.0026	TCONS_00023435	Orthologs	N
GM.5.0.Ets.0026	TCONS_00048577	Orthologs	N
GM.5.0.Ets.0026	TCONS_00033864	Orthologs	N
GM.5.0.Ets.0026	TCONS_00034214	Orthologs	N
GM.5.0.Ets.0026	TCONS_00034215	Orthologs	N
GM.5.0.Ets.0026	TCONS_00034216	Orthologs	N
GM.5.0.Ets.0026	TCONS_00033865	Orthologs	N
GM.5.0.Ets.0026	TCONS_00019578	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00015347	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00015348	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00015349	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00017786	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00016792	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00025031	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00038043	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00029994	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00030792	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00011489	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00011052	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00011491	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00025030	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00023170	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031041	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031049	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031040	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031039	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031046	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00023551	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00023587	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00016646	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00021207	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027932	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00042787	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00012810	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00012809	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00013984	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00056934	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00021581	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00021507	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00027931	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00028953	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00003496	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031188	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031211	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031189	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00031212	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00045950	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00019371	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00048904	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00016143	Orthologs	N
GM.5.0.Homeodomain.0121	TCONS_00006015	Orthologs	N
GM.5.0.IRF.0008	TCONS_00030938	Orthologs	N
GM.5.0.IRF.0008	TCONS_00007285	Orthologs	N
GM.5.0.IRF.0008	TCONS_00007284	Orthologs	N
GM.5.0.C2H2_ZF.0133	TCONS_00042093	Orthologs	N
GM.5.0.C2H2_ZF.0133	TCONS_00001951	Orthologs	N
GM.5.0.C2H2_ZF.0133	TCONS_00017780	Orthologs	N
GM.5.0.C2H2_ZF.0133	TCONS_00019983	Orthologs	N
GM.5.0.Nuclear_receptor.0063	TCONS_00016440	Orthologs	N
GM.5.0.Nuclear_receptor.0063	TCONS_00016106	Orthologs	N
GM.5.0.Ets.0027	TCONS_00042950	Orthologs	N
GM.5.0.Ets.0027	TCONS_00023435	Orthologs	N
GM.5.0.Ets.0027	TCONS_00048577	Orthologs	N
GM.5.0.Ets.0027	TCONS_00033864	Orthologs	N
GM.5.0.Ets.0027	TCONS_00034214	Orthologs	N
GM.5.0.Ets.0027	TCONS_00034215	Orthologs	N
GM.5.0.Ets.0027	TCONS_00034216	Orthologs	N
GM.5.0.Ets.0027	TCONS_00033865	Orthologs	N
GM.5.0.Ets.0027	TCONS_00019578	Orthologs	N
GM.5.0.Rel.0014	TCONS_00010999	Orthologs	N
GM.5.0.Rel.0014	TCONS_00010649	Orthologs	N
GM.5.0.Rel.0014	TCONS_00030912	Orthologs	N
GM.5.0.Homeodomain_POU.0012	TCONS_00042093	Orthologs	N
GM.5.0.Homeodomain_POU.0012	TCONS_00001951	Orthologs	N
GM.5.0.Homeodomain_POU.0012	TCONS_00017780	Orthologs	N
GM.5.0.MADS_box.0011	TCONS_00053574	Orthologs	N
GM.5.0.Nuclear_receptor.0064	TCONS_00036467	Orthologs	N
GM.5.0.Nuclear_receptor.0064	TCONS_00024248	Orthologs	N
GM.5.0.Nuclear_receptor.0064	TCONS_00006659	Orthologs	N
GM.5.0.Nuclear_receptor.0064	TCONS_00003904	Orthologs	N
GM.5.0.Nuclear_receptor.0064	TCONS_00002941	Orthologs	N
GM.5.0.Nuclear_receptor.0064	TCONS_00002944	Orthologs	N
GM.5.0.Nuclear_receptor.0064	TCONS_00002946	Orthologs	N
GM.5.0.Nuclear_receptor.0064	TCONS_00002702	Orthologs	N
GM.5.0.Mixed.0049	TCONS_00011327	Orthologs	N
GM.5.0.Mixed.0049	TCONS_00046850	Orthologs	N
GM.5.0.IRF.0009	TCONS_00030938	Orthologs	N
GM.5.0.IRF.0009	TCONS_00007285	Orthologs	N
GM.5.0.IRF.0009	TCONS_00007284	Orthologs	N
GM.5.0.Rel.0015	TCONS_00010999	Orthologs	N
GM.5.0.Rel.0015	TCONS_00010649	Orthologs	N
GM.5.0.Rel.0015	TCONS_00030912	Orthologs	N
GM.5.0.SMAD.0010	TCONS_00020362	Orthologs	N
GM.5.0.SMAD.0010	TCONS_00042417	Orthologs	N
GM.5.0.Homeodomain.0122	TCONS_00015951	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00053631	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00034245	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00034241	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00034003	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00034036	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00030276	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00047519	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00030552	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00012881	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00031055	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00016565	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00038079	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00057137	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00055932	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00055933	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00055931	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00057143	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00044644	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00044645	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00043977	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00055840	Orthologs	N
GM.5.0.bHLH.0066	TCONS_00055839	Orthologs	N
GM.5.0.Nuclear_receptor.0065	TCONS_00003129	Orthologs	N
GM.5.0.Nuclear_receptor.0065	TCONS_00004140	Orthologs	N
GM.5.0.C2H2_ZF.0134	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0066	TCONS_00028111	Orthologs	N
GM.5.0.Nuclear_receptor.0066	TCONS_00028123	Orthologs	N
GM.5.0.Nuclear_receptor.0066	TCONS_00019811	Orthologs	N
GM.5.0.Nuclear_receptor.0066	TCONS_00016058	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00017948	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00018160	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00014999	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00029221	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00052198	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00001141	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00037684	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00030938	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00007285	Orthologs	N
GM.5.0.Mixed.0050	TCONS_00007284	Orthologs	N
GM.5.0.Nuclear_receptor.0067	TCONS_00009390	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00042950	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00023435	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00048577	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00033864	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00034214	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00034215	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00034216	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00033865	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00019578	Orthologs	N
GM.5.0.Mixed.0051	TCONS_00022983	Orthologs	N
GM.5.0.Nuclear_receptor.0068	TCONS_00028111	Orthologs	N
GM.5.0.Nuclear_receptor.0068	TCONS_00028123	Orthologs	N
GM.5.0.Nuclear_receptor.0068	TCONS_00019811	Orthologs	N
GM.5.0.Nuclear_receptor.0068	TCONS_00016058	Orthologs	N
GM.5.0.C2H2_ZF.0135	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0051	TCONS_00005143	Orthologs	N
GM.5.0.bZIP.0051	TCONS_00005144	Orthologs	N
GM.5.0.bZIP.0051	TCONS_00028163	Orthologs	N
GM.5.0.bZIP.0051	TCONS_00037097	Orthologs	N
GM.5.0.Nuclear_receptor.0069	TCONS_00049627	Orthologs	N
GM.5.0.CxxC.0001	TCONS_00048366	Orthologs	N
GM.5.0.Rel.0016	TCONS_00010999	Orthologs	N
GM.5.0.Rel.0016	TCONS_00010649	Orthologs	N
GM.5.0.Rel.0016	TCONS_00030912	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00053631	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00034245	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00034241	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00034003	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00034036	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00030276	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00047519	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00030552	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00012881	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00031055	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00016565	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00038079	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00057137	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00055932	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00055933	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00055931	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00057143	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00044644	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00044645	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00043977	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00055840	Orthologs	N
GM.5.0.bHLH.0067	TCONS_00055839	Orthologs	N
GM.5.0.Nuclear_receptor.0070	TCONS_00010677	Orthologs	N
GM.5.0.C2H2_ZF.0136	TCONS_00003900	Orthologs	N
GM.5.0.C2H2_ZF.0136	TCONS_00002937	Orthologs	N
GM.5.0.C2H2_ZF.0137	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0071	TCONS_00015123	Orthologs	N
GM.5.0.Nuclear_receptor.0071	TCONS_00002035	Orthologs	N
GM.5.0.Nuclear_receptor.0071	TCONS_00000870	Orthologs	N
GM.5.0.Nuclear_receptor.0071	TCONS_00029109	Orthologs	N
GM.5.0.Paired_box.0008	TCONS_00051388	Orthologs	N
GM.5.0.Paired_box.0008	TCONS_00010942	Orthologs	N
GM.5.0.Paired_box.0008	TCONS_00048997	Orthologs	N
GM.5.0.Paired_box.0008	TCONS_00008752	Orthologs	N
GM.5.0.Paired_box.0008	TCONS_00033882	Orthologs	N
GM.5.0.Paired_box.0008	TCONS_00034370	Orthologs	N
GM.5.0.Paired_box.0008	TCONS_00023129	Orthologs	N
GM.5.0.Paired_box.0008	TCONS_00030369	Orthologs	N
GM.5.0.C2H2_ZF.0138	TCONS_00045498	Orthologs	N
GM.5.0.p53.0004	TCONS_00050566	Orthologs	N
GM.5.0.bZIP.0052	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0031	TCONS_00007126	Orthologs	N
GM.5.0.Unknown.0031	TCONS_00017529	Orthologs	N
GM.5.0.Unknown.0031	TCONS_00048898	Orthologs	N
GM.5.0.Unknown.0031	TCONS_00027129	Orthologs	N
GM.5.0.Unknown.0031	TCONS_00043432	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00011336	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00055417	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00025375	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00008968	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00008967	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00029831	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00024115	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00029830	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00053632	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00042377	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00051149	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00026068	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00008966	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00052518	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00052512	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00029574	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00009611	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00029143	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00009689	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00012754	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00051990	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00051989	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00014249	Orthologs	N
GM.5.0.Forkhead.0033	TCONS_00012708	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00024122	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00028994	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00000580	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00011913	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00011867	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00000584	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010522	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010521	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00011327	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00046850	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00048306	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00038648	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00027823	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00041502	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00035251	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00049985	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00055793	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00042177	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00042626	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010307	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010310	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010312	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010318	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010317	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010306	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00011657	Orthologs	N
GM.5.0.bHLH.0068	TCONS_00010313	Orthologs	N
GM.5.0.bHLH.0069	TCONS_00020216	Orthologs	N
GM.5.0.Unknown.0032	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0033	TCONS_00018209	Orthologs	N
GM.5.0.C2H2_ZF.0139	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00015347	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00015348	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00015349	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00017786	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00016792	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00025031	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00038043	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00029994	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00030792	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00011489	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00011052	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00011491	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00025030	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00023170	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00031041	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00031049	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00031040	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00031039	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00031046	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00023551	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00023587	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00016646	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00021207	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027932	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00042787	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00012810	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00012809	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00013984	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00056934	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00021581	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00021507	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00027931	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00028953	Orthologs	N
GM.5.0.Homeodomain.0123	TCONS_00003496	Orthologs	N
