TCONS_00011438.p1	HUMAN04755
TCONS_00054232.p1	HUMAN00845
TCONS_00056653.p1	HUMAN11398
TCONS_00007076.p1	HUMAN14073
TCONS_00011609.p1	HUMAN07205
TCONS_00016056.p1	HUMAN02126
TCONS_00010786.p1	HUMAN08963
TCONS_00028523.p1	HUMAN09648
TCONS_00027479.p1	HUMAN03641
TCONS_00008449.p1	HUMAN26181
TCONS_00015993.p1	HUMAN04616
TCONS_00054049.p1	HUMAN01139
TCONS_00052926.p1	HUMAN19058
TCONS_00017836.p1	HUMAN28094
TCONS_00010493.p1	HUMAN02527
TCONS_00002402.p1	HUMAN25717
TCONS_00014258.p1	HUMAN23245
TCONS_00013726.p1	HUMAN13214
TCONS_00011885.p1	HUMAN16844
TCONS_00021738.p1	HUMAN30227
TCONS_00014161.p1	HUMAN13455
TCONS_00027259.p1	HUMAN24162
TCONS_00029991.p1	HUMAN22790
TCONS_00043725.p1	HUMAN22331
TCONS_00042388.p1	HUMAN23784
TCONS_00007791.p1	HUMAN10990
TCONS_00010058.p1	HUMAN16986
TCONS_00053434.p1	HUMAN14290
TCONS_00033405.p1	HUMAN10006
TCONS_00020376.p1	HUMAN17588
TCONS_00020046.p1	HUMAN18155
TCONS_00056268.p1	HUMAN21828
TCONS_00023059.p1	HUMAN04341
TCONS_00036348.p1	HUMAN29333
TCONS_00044660.p1	HUMAN00746
TCONS_00030505.p1	HUMAN22630
TCONS_00011252.p1	HUMAN02727
TCONS_00051362.p1	HUMAN21796
TCONS_00029302.p1	HUMAN01762
TCONS_00004764.p1	HUMAN20013
TCONS_00029314.p1	HUMAN28518
TCONS_00030135.p1	HUMAN24083
TCONS_00000889.p1	HUMAN21248
TCONS_00054509.p1	HUMAN01042
TCONS_00029638.p1	HUMAN01831
TCONS_00011822.p1	HUMAN04774
TCONS_00015814.p1	HUMAN29360
TCONS_00027627.p1	HUMAN17262
TCONS_00018936.p1	HUMAN09868
TCONS_00008891.p1	HUMAN19157
TCONS_00051973.p1	HUMAN00119
TCONS_00010772.p1	HUMAN02729
TCONS_00042093.p1	HUMAN24015
TCONS_00055404.p1	HUMAN12734
TCONS_00037097.p1	HUMAN27018
TCONS_00041693.p1	HUMAN13014
TCONS_00030280.p1	HUMAN14758
TCONS_00056487.p1	HUMAN26414
TCONS_00027042.p1	HUMAN17168
TCONS_00011136.p1	HUMAN08943
TCONS_00056561.p1	HUMAN25057
TCONS_00004057.p1	HUMAN20813
TCONS_00006543.p1	HUMAN12243
TCONS_00009779.p1	HUMAN15475
TCONS_00053241.p1	HUMAN23307
TCONS_00008462.p1	HUMAN19185
TCONS_00001159.p1	HUMAN25451
TCONS_00001324.p1	HUMAN30599
TCONS_00025717.p1	HUMAN00597
TCONS_00030795.p1	HUMAN03337
TCONS_00011473.p1	HUMAN09256
TCONS_00050555.p1	HUMAN29819
TCONS_00029716.p1	HUMAN28526
TCONS_00054668.p1	HUMAN29344
TCONS_00012859.p1	HUMAN25944
TCONS_00015431.p1	HUMAN29483
TCONS_00020225.p1	HUMAN01456
TCONS_00004940.p1	HUMAN07197
TCONS_00002289.p1	HUMAN01482
TCONS_00001951.p1	HUMAN30089
TCONS_00024045.p1	HUMAN27022
TCONS_00021228.p1	HUMAN26387
TCONS_00024074.p1	HUMAN05810
TCONS_00018263.p1	HUMAN07834
TCONS_00056057.p1	HUMAN04903
TCONS_00026789.p1	HUMAN17795
TCONS_00056032.p1	HUMAN04428
TCONS_00033243.p1	HUMAN15040
TCONS_00006362.p1	HUMAN07150
TCONS_00012101.p1	HUMAN08613
TCONS_00042742.p1	HUMAN22418
TCONS_00014955.p1	HUMAN24853
TCONS_00051210.p1	HUMAN26336
TCONS_00004497.p1	HUMAN16797
TCONS_00053533.p1	HUMAN28462
TCONS_00032341.p1	HUMAN27650
TCONS_00047303.p1	HUMAN26813
TCONS_00015079.p1	HUMAN10744
TCONS_00029721.p1	HUMAN23478
TCONS_00000166.p1	HUMAN00645
TCONS_00012757.p1	HUMAN13392
TCONS_00012359.p1	HUMAN12362
TCONS_00017232.p1	HUMAN16665
TCONS_00026144.p1	HUMAN03738
TCONS_00007068.p1	HUMAN11160
TCONS_00046671.p1	HUMAN16610
TCONS_00017293.p1	HUMAN23845
TCONS_00049633.p1	HUMAN26772
TCONS_00010818.p1	HUMAN09002
TCONS_00007011.p1	HUMAN10462
TCONS_00032491.p1	HUMAN28808
TCONS_00050270.p1	HUMAN17613
TCONS_00050546.p1	HUMAN01581
TCONS_00012124.p1	HUMAN18745
TCONS_00009523.p1	HUMAN16833
TCONS_00045250.p1	HUMAN18841
TCONS_00019641.p1	HUMAN14055
TCONS_00018319.p1	HUMAN00386
TCONS_00000712.p1	HUMAN28036
TCONS_00027936.p1	HUMAN23529
TCONS_00044312.p1	HUMAN00915
TCONS_00023130.p1	HUMAN04310
TCONS_00016012.p1	HUMAN29364
TCONS_00013327.p1	HUMAN13331
TCONS_00006730.p1	HUMAN04548
TCONS_00052910.p1	HUMAN28511
TCONS_00055756.p1	HUMAN28197
TCONS_00026711.p1	HUMAN03805
TCONS_00041998.p1	HUMAN07447
TCONS_00009967.p1	HUMAN01542
TCONS_00052177.p1	HUMAN00419
TCONS_00014230.p1	HUMAN13026
TCONS_00014868.p1	HUMAN24835
TCONS_00032563.p1	HUMAN10063
TCONS_00029725.p1	HUMAN25259
TCONS_00028953.p1	HUMAN14017
TCONS_00009784.p1	HUMAN08877
TCONS_00046849.p1	HUMAN00785
TCONS_00024797.p1	HUMAN06164
TCONS_00052698.p1	HUMAN01211
TCONS_00026499.p1	HUMAN28586
TCONS_00009166.p1	HUMAN11598
TCONS_00056033.p1	HUMAN20558
TCONS_00050600.p1	HUMAN18466
TCONS_00008333.p1	HUMAN15231
TCONS_00006436.p1	HUMAN11718
TCONS_00005406.p1	HUMAN12241
TCONS_00016624.p1	HUMAN01778
TCONS_00001270.p1	HUMAN29976
TCONS_00055205.p1	HUMAN22110
TCONS_00023445.p1	HUMAN02577
TCONS_00014587.p1	HUMAN10520
TCONS_00042098.p1	HUMAN12680
TCONS_00024142.p1	HUMAN06173
TCONS_00001075.p1	HUMAN19469
TCONS_00006895.p1	HUMAN19750
TCONS_00003536.p1	HUMAN08564
TCONS_00001128.p1	HUMAN00705
TCONS_00053833.p1	HUMAN01287
TCONS_00023955.p1	HUMAN15967
TCONS_00057205.p1	HUMAN17837
TCONS_00023380.p1	HUMAN24929
TCONS_00008967.p1	HUMAN11533
TCONS_00053783.p1	HUMAN28967
TCONS_00026110.p1	HUMAN02223
TCONS_00011333.p1	HUMAN04823
TCONS_00006560.p1	HUMAN25202
TCONS_00005132.p1	HUMAN23334
TCONS_00039538.p1	HUMAN21891
TCONS_00022711.p1	HUMAN07832
TCONS_00020855.p1	HUMAN30343
TCONS_00017701.p1	HUMAN25622
TCONS_00042480.p1	HUMAN22980
TCONS_00019991.p1	HUMAN06522
TCONS_00054950.p1	HUMAN28581
TCONS_00036231.p1	HUMAN26944
TCONS_00012301.p1	HUMAN15792
TCONS_00002242.p1	HUMAN25699
TCONS_00016641.p1	HUMAN14881
TCONS_00036755.p1	HUMAN03814
TCONS_00052580.p1	HUMAN14258
TCONS_00048186.p1	HUMAN21434
TCONS_00047268.p1	HUMAN07048
TCONS_00012406.p1	HUMAN25376
TCONS_00011720.p1	HUMAN02477
TCONS_00002574.p1	HUMAN18161
TCONS_00012311.p1	HUMAN25957
TCONS_00030158.p1	HUMAN03387
TCONS_00008859.p1	HUMAN11472
TCONS_00007124.p1	HUMAN11407
TCONS_00041684.p1	HUMAN22316
TCONS_00007109.p1	HUMAN19001
TCONS_00000185.p1	HUMAN07085
TCONS_00014019.p1	HUMAN10652
TCONS_00049296.p1	HUMAN06226
TCONS_00027063.p1	HUMAN23101
TCONS_00026493.p1	HUMAN17187
TCONS_00017272.p1	HUMAN21806
TCONS_00021868.p1	HUMAN29741
TCONS_00051741.p1	HUMAN00068
TCONS_00029623.p1	HUMAN16777
TCONS_00028239.p1	HUMAN20202
TCONS_00054415.p1	HUMAN25644
TCONS_00049669.p1	HUMAN05793
TCONS_00005099.p1	HUMAN24910
TCONS_00028493.p1	HUMAN28677
TCONS_00012182.p1	HUMAN02490
TCONS_00047886.p1	HUMAN20362
TCONS_00010492.p1	HUMAN17000
TCONS_00010133.p1	HUMAN08373
TCONS_00027608.p1	HUMAN22099
TCONS_00012094.p1	HUMAN26186
TCONS_00021629.p1	HUMAN21845
TCONS_00021499.p1	HUMAN07830
TCONS_00011592.p1	HUMAN08459
TCONS_00007893.p1	HUMAN19484
TCONS_00010219.p1	HUMAN04807
TCONS_00029180.p1	HUMAN11501
TCONS_00020037.p1	HUMAN17870
TCONS_00012175.p1	HUMAN08420
TCONS_00052855.p1	HUMAN01102
TCONS_00023440.p1	HUMAN02560
TCONS_00006706.p1	HUMAN19714
TCONS_00001804.p1	HUMAN25709
TCONS_00021203.p1	HUMAN17656
TCONS_00002759.p1	HUMAN06413
TCONS_00015580.p1	HUMAN22470
TCONS_00050056.p1	HUMAN21566
TCONS_00046520.p1	HUMAN25558
TCONS_00013329.p1	HUMAN01058
TCONS_00020160.p1	HUMAN18472
TCONS_00033670.p1	HUMAN22734
TCONS_00000493.p1	HUMAN29737
TCONS_00057275.p1	HUMAN12558
TCONS_00007589.p1	HUMAN00749
TCONS_00056604.p1	HUMAN06697
TCONS_00026781.p1	HUMAN23869
TCONS_00011058.p1	HUMAN15505
TCONS_00039835.p1	HUMAN01964
TCONS_00026262.p1	HUMAN25912
TCONS_00007370.p1	HUMAN11528
TCONS_00007491.p1	HUMAN11135
TCONS_00001305.p1	HUMAN29685
TCONS_00021081.p1	HUMAN21770
TCONS_00003133.p1	HUMAN06654
TCONS_00010091.p1	HUMAN04724
TCONS_00005060.p1	HUMAN04883
TCONS_00016052.p1	HUMAN02113
TCONS_00056201.p1	HUMAN01532
TCONS_00012754.p1	HUMAN13395
TCONS_00048817.p1	HUMAN21098
TCONS_00026070.p1	HUMAN24260
TCONS_00053844.p1	HUMAN03681
TCONS_00026433.p1	HUMAN01321
TCONS_00043439.p1	HUMAN22902
TCONS_00054891.p1	HUMAN06482
TCONS_00013112.p1	HUMAN20093
TCONS_00001171.p1	HUMAN05175
TCONS_00030813.p1	HUMAN17085
TCONS_00019115.p1	HUMAN06639
TCONS_00013322.p1	HUMAN25417
TCONS_00057308.p1	HUMAN26297
TCONS_00003932.p1	HUMAN02970
TCONS_00010503.p1	HUMAN04860
TCONS_00010734.p1	HUMAN09282
TCONS_00046120.p1	HUMAN16652
TCONS_00012834.p1	HUMAN10251
TCONS_00048301.p1	HUMAN21113
TCONS_00048319.p1	HUMAN26841
TCONS_00053583.p1	HUMAN18016
TCONS_00003686.p1	HUMAN12849
TCONS_00031601.p1	HUMAN17714
TCONS_00047948.p1	HUMAN11736
TCONS_00047561.p1	HUMAN26836
TCONS_00056562.p1	HUMAN06369
TCONS_00045482.p1	HUMAN08547
TCONS_00049732.p1	HUMAN27434
TCONS_00018404.p1	HUMAN06535
TCONS_00006465.p1	HUMAN07236
TCONS_00019291.p1	HUMAN26302
TCONS_00015343.p1	HUMAN02069
TCONS_00009192.p1	HUMAN11380
TCONS_00017674.p1	HUMAN21488
TCONS_00048592.p1	HUMAN21115
TCONS_00038738.p1	HUMAN23749
TCONS_00055592.p1	HUMAN17884
TCONS_00001191.p1	HUMAN21366
TCONS_00042951.p1	HUMAN18248
TCONS_00023049.p1	HUMAN06999
TCONS_00056623.p1	HUMAN26073
TCONS_00033175.p3	HUMAN11920
TCONS_00045404.p1	HUMAN25623
TCONS_00016209.p1	HUMAN01320
TCONS_00012712.p1	HUMAN12354
TCONS_00042554.p1	HUMAN22922
TCONS_00037765.p1	HUMAN02114
TCONS_00003736.p1	HUMAN06726
TCONS_00006441.p1	HUMAN19767
TCONS_00011622.p1	HUMAN19033
TCONS_00051908.p1	HUMAN21570
TCONS_00057101.p1	HUMAN08276
TCONS_00011101.p1	HUMAN11339
TCONS_00037714.p1	HUMAN03944
TCONS_00041077.p1	HUMAN19964
TCONS_00052137.p1	HUMAN00029
TCONS_00005208.p1	HUMAN10793
TCONS_00000423.p1	HUMAN21244
TCONS_00008904.p1	HUMAN13834
TCONS_00032810.p1	HUMAN09522
TCONS_00045819.p1	HUMAN25596
TCONS_00028859.p1	HUMAN23738
TCONS_00007395.p1	HUMAN19027
TCONS_00045332.p2	HUMAN21223
TCONS_00056754.p1	HUMAN26605
TCONS_00010439.p1	HUMAN08748
TCONS_00005902.p1	HUMAN12309
TCONS_00002955.p1	HUMAN02601
TCONS_00002871.p1	HUMAN03451
TCONS_00012263.p1	HUMAN12015
TCONS_00050937.p1	HUMAN21893
TCONS_00049634.p1	HUMAN20943
TCONS_00055308.p1	HUMAN13129
TCONS_00022119.p1	HUMAN18353
TCONS_00026134.p1	HUMAN22280
TCONS_00032262.p1	HUMAN06518
TCONS_00051128.p1	HUMAN00129
TCONS_00007951.p1	HUMAN08159
TCONS_00049773.p1	HUMAN06968
TCONS_00008781.p1	HUMAN23222
TCONS_00025570.p1	HUMAN01410
TCONS_00020335.p1	HUMAN26285
TCONS_00038194.p1	HUMAN16012
TCONS_00056162.p1	HUMAN02642
TCONS_00010112.p1	HUMAN16974
TCONS_00006590.p1	HUMAN20033
TCONS_00029840.p1	HUMAN22452
TCONS_00016102.p1	HUMAN02230
TCONS_00017392.p1	HUMAN19289
TCONS_00004622.p1	HUMAN07166
TCONS_00013597.p1	HUMAN12062
TCONS_00044643.p1	HUMAN25578
TCONS_00017858.p1	HUMAN27496
TCONS_00054661.p1	HUMAN24816
TCONS_00004939.p1	HUMAN13076
TCONS_00006833.p1	HUMAN29821
TCONS_00020631.p1	HUMAN12780
TCONS_00005170.p1	HUMAN05015
TCONS_00054233.p1	HUMAN22457
TCONS_00031225.p1	HUMAN26265
TCONS_00014650.p1	HUMAN24720
TCONS_00036874.p1	HUMAN04675
TCONS_00041721.p1	HUMAN22865
TCONS_00016646.p1	HUMAN29294
TCONS_00001479.p1	HUMAN07498
TCONS_00054301.p1	HUMAN00981
TCONS_00027694.p1	HUMAN17357
TCONS_00052890.p1	HUMAN14639
TCONS_00027300.p1	HUMAN00037
TCONS_00026252.p1	HUMAN12003
TCONS_00015581.p1	HUMAN01335
TCONS_00000853.p1	HUMAN25406
TCONS_00018116.p1	HUMAN28122
TCONS_00011605.p1	HUMAN15810
TCONS_00014431.p1	HUMAN20252
TCONS_00028100.p1	HUMAN13103
TCONS_00002875.p1	HUMAN17601
TCONS_00007765.p1	HUMAN11054
TCONS_00010798.p1	HUMAN09013
TCONS_00012488.p1	HUMAN24731
TCONS_00020277.p1	HUMAN21556
TCONS_00009663.p1	HUMAN15887
TCONS_00054519.p1	HUMAN28859
TCONS_00019034.p1	HUMAN18106
TCONS_00026681.p1	HUMAN10067
TCONS_00009842.p1	HUMAN16939
TCONS_00025128.p1	HUMAN27012
TCONS_00049776.p1	HUMAN06765
TCONS_00009397.p1	HUMAN11631
TCONS_00021116.p1	HUMAN05239
TCONS_00003781.p1	HUMAN18045
TCONS_00050590.p1	HUMAN00261
TCONS_00008287.p1	HUMAN28391
TCONS_00025971.p1	HUMAN27762
TCONS_00045380.p1	HUMAN24744
TCONS_00014321.p1	HUMAN25971
TCONS_00051399.p1	HUMAN00170
TCONS_00013240.p1	HUMAN10559
TCONS_00007776.p1	HUMAN19232
TCONS_00016652.p1	HUMAN25566
TCONS_00043014.p1	HUMAN05129
TCONS_00017890.p1	HUMAN16616
TCONS_00041620.p1	HUMAN07745
TCONS_00016246.p1	HUMAN01260
TCONS_00005439.p1	HUMAN12013
TCONS_00013718.p1	HUMAN25915
TCONS_00013040.p1	HUMAN25880
TCONS_00046668.p1	HUMAN25585
TCONS_00035272.p2	HUMAN05459
TCONS_00004253.p1	HUMAN11877
TCONS_00034657.p1	HUMAN15918
TCONS_00007879.p1	HUMAN27976
TCONS_00004663.p1	HUMAN11693
TCONS_00002136.p1	HUMAN02104
TCONS_00002027.p1	HUMAN30114
TCONS_00029914.p1	HUMAN24085
TCONS_00020224.p1	HUMAN29988
TCONS_00050775.p1	HUMAN09710
TCONS_00019819.p1	HUMAN14120
TCONS_00030570.p1	HUMAN03252
TCONS_00023922.p1	HUMAN03872
TCONS_00009689.p1	HUMAN08248
TCONS_00044972.p1	HUMAN27888
TCONS_00047213.p1	HUMAN02882
TCONS_00014939.p1	HUMAN25138
TCONS_00003711.p1	HUMAN23198
TCONS_00055498.p1	HUMAN14156
TCONS_00036085.p1	HUMAN00523
TCONS_00014336.p1	HUMAN06122
TCONS_00029673.p1	HUMAN01763
TCONS_00003868.p1	HUMAN02989
TCONS_00001826.p1	HUMAN11489
TCONS_00056205.p1	HUMAN16553
TCONS_00055493.p1	HUMAN02992
TCONS_00002780.p1	HUMAN20579
TCONS_00056469.p1	HUMAN02951
TCONS_00018725.p1	HUMAN00763
TCONS_00049811.p1	HUMAN02330
TCONS_00043889.p1	HUMAN13831
TCONS_00000738.p1	HUMAN29664
TCONS_00056741.p1	HUMAN18171
TCONS_00002022.p1	HUMAN00554
TCONS_00005740.p1	HUMAN11868
TCONS_00028429.p1	HUMAN21854
TCONS_00055881.p1	HUMAN26544
TCONS_00014353.p1	HUMAN10321
TCONS_00036586.p1	HUMAN21801
TCONS_00002311.p1	HUMAN25673
TCONS_00033299.p1	HUMAN09983
TCONS_00010057.p1	HUMAN09337
TCONS_00005817.p1	HUMAN17622
TCONS_00019649.p1	HUMAN18071
TCONS_00050625.p1	HUMAN26780
TCONS_00017530.p1	HUMAN24480
TCONS_00021165.p1	HUMAN06123
TCONS_00042852.p1	HUMAN22428
TCONS_00001243.p1	HUMAN00503
TCONS_00025974.p1	HUMAN22122
TCONS_00057048.p1	HUMAN06607
TCONS_00036893.p1	HUMAN02863
TCONS_00004151.p1	HUMAN12665
TCONS_00055579.p1	HUMAN17575
TCONS_00018192.p1	HUMAN28601
TCONS_00045542.p1	HUMAN16584
TCONS_00030817.p1	HUMAN26274
TCONS_00018643.p1	HUMAN07254
TCONS_00011902.p1	HUMAN08589
TCONS_00008968.p1	HUMAN24416
TCONS_00012262.p1	HUMAN23685
TCONS_00007368.p1	HUMAN11000
TCONS_00055770.p1	HUMAN17760
TCONS_00006346.p1	HUMAN13057
TCONS_00044495.p1	HUMAN23635
TCONS_00006650.p1	HUMAN12474
TCONS_00011604.p1	HUMAN09310
TCONS_00036594.p1	HUMAN29290
TCONS_00049594.p1	HUMAN30555
TCONS_00038298.p1	HUMAN02024
TCONS_00031269.p1	HUMAN23853
TCONS_00048859.p1	HUMAN22949
TCONS_00017533.p1	HUMAN25676
TCONS_00053965.p1	HUMAN01014
TCONS_00054268.p1	HUMAN28978
TCONS_00009274.p1	HUMAN11397
TCONS_00048796.p1	HUMAN21459
TCONS_00001720.p1	HUMAN30038
TCONS_00010764.p1	HUMAN18795
TCONS_00025375.p1	HUMAN05805
TCONS_00029453.p1	HUMAN01774
TCONS_00055791.p1	HUMAN18212
TCONS_00006470.p1	HUMAN07386
TCONS_00028906.p1	HUMAN09563
TCONS_00008589.p1	HUMAN07984
TCONS_00045265.p1	HUMAN19131
TCONS_00018768.p1	HUMAN28059
TCONS_00003824.p1	HUMAN27283
TCONS_00001673.p1	HUMAN21354
TCONS_00052883.p1	HUMAN00908
TCONS_00022439.p1	HUMAN30032
TCONS_00029590.p1	HUMAN09412
TCONS_00027956.p1	HUMAN09374
TCONS_00012326.p1	HUMAN27073
TCONS_00043599.p1	HUMAN23993
TCONS_00010685.p1	HUMAN02584
TCONS_00005014.p1	HUMAN10868
TCONS_00034956.p1	HUMAN04102
TCONS_00009196.p1	HUMAN23180
TCONS_00054078.p1	HUMAN12689
TCONS_00027740.p1	HUMAN20878
TCONS_00015546.p1	HUMAN06438
TCONS_00013362.p1	HUMAN14699
TCONS_00055662.p1	HUMAN12659
TCONS_00010042.p1	HUMAN08577
TCONS_00020851.p1	HUMAN05242
TCONS_00011052.p1	HUMAN24331
TCONS_00010636.p1	HUMAN09299
TCONS_00018439.p1	HUMAN26480
TCONS_00049281.p1	HUMAN20998
TCONS_00010728.p1	HUMAN07241
TCONS_00017341.p1	HUMAN00648
TCONS_00027327.p1	HUMAN03647
TCONS_00011580.p1	HUMAN25873
TCONS_00010501.p1	HUMAN08738
TCONS_00008791.p1	HUMAN11290
TCONS_00056535.p1	HUMAN20563
TCONS_00028492.p1	HUMAN15038
TCONS_00004907.p1	HUMAN10877
TCONS_00006081.p1	HUMAN11692
TCONS_00000875.p1	HUMAN30120
TCONS_00045842.p1	HUMAN27820
TCONS_00006202.p1	HUMAN04644
TCONS_00029057.p1	HUMAN23236
TCONS_00019794.p1	HUMAN08146
TCONS_00003074.p1	HUMAN26722
TCONS_00009774.p1	HUMAN09294
TCONS_00006736.p1	HUMAN12263
TCONS_00022189.p1	HUMAN24906
TCONS_00018872.p1	HUMAN18317
TCONS_00027695.p1	HUMAN27687
TCONS_00008361.p1	HUMAN08218
TCONS_00016891.p1	HUMAN27905
TCONS_00055410.p1	HUMAN07317
TCONS_00047236.p1	HUMAN02408
TCONS_00002049.p1	HUMAN25650
TCONS_00052184.p1	HUMAN00418
TCONS_00050259.p1	HUMAN00412
TCONS_00028723.p1	HUMAN09386
TCONS_00012131.p1	HUMAN04735
TCONS_00014608.p1	HUMAN16272
TCONS_00018783.p1	HUMAN16618
TCONS_00013161.p1	HUMAN10712
TCONS_00050150.p1	HUMAN21876
TCONS_00051511.p1	HUMAN00138
TCONS_00027114.p1	HUMAN03772
TCONS_00045330.p1	HUMAN16614
TCONS_00030892.p1	HUMAN22717
TCONS_00054640.p1	HUMAN14433
TCONS_00024323.p1	HUMAN06152
TCONS_00042584.p1	HUMAN07572
TCONS_00000268.p1	HUMAN21543
TCONS_00019855.p1	HUMAN14507
TCONS_00002541.p1	HUMAN15836
TCONS_00048050.p1	HUMAN21243
TCONS_00051375.p1	HUMAN00325
TCONS_00050314.p1	HUMAN00172
TCONS_00028279.p1	HUMAN14524
TCONS_00026176.p1	HUMAN22434
TCONS_00006571.p1	HUMAN26330
TCONS_00009852.p1	HUMAN08305
TCONS_00006056.p1	HUMAN04611
TCONS_00052486.p1	HUMAN01037
TCONS_00021468.p1	HUMAN21858
TCONS_00043880.p1	HUMAN23046
TCONS_00003218.p1	HUMAN26538
TCONS_00010109.p1	HUMAN16975
TCONS_00017267.p1	HUMAN27954
TCONS_00014120.p1	HUMAN10714
TCONS_00003497.p1	HUMAN08913
TCONS_00027024.p1	HUMAN00723
TCONS_00055759.p1	HUMAN10719
TCONS_00008157.p1	HUMAN20779
TCONS_00055330.p1	HUMAN16019
TCONS_00020995.p1	HUMAN22034
TCONS_00027591.p1	HUMAN22150
TCONS_00056542.p1	HUMAN02807
TCONS_00020892.p1	HUMAN04465
TCONS_00004621.p1	HUMAN00584
TCONS_00027360.p1	HUMAN18654
TCONS_00010173.p1	HUMAN16912
TCONS_00026748.p1	HUMAN03618
TCONS_00007743.p1	HUMAN24419
TCONS_00036323.p1	HUMAN19684
TCONS_00019098.p1	HUMAN23551
TCONS_00016353.p1	HUMAN29404
TCONS_00035285.p1	HUMAN05647
TCONS_00001410.p1	HUMAN21183
TCONS_00012209.p1	HUMAN09358
TCONS_00003794.p1	HUMAN18436
TCONS_00024069.p1	HUMAN06837
TCONS_00016765.p1	HUMAN16947
TCONS_00028743.p1	HUMAN10023
TCONS_00018206.p1	HUMAN25552
TCONS_00003628.p1	HUMAN21404
TCONS_00034978.p1	HUMAN05622
TCONS_00011687.p1	HUMAN14611
TCONS_00001307.p1	HUMAN29644
TCONS_00001658.p1	HUMAN29734
TCONS_00020383.p1	HUMAN11660
TCONS_00011416.p1	HUMAN25067
TCONS_00014841.p1	HUMAN16825
TCONS_00010086.p1	HUMAN17067
TCONS_00040101.p1	HUMAN15656
TCONS_00006382.p1	HUMAN25806
TCONS_00010367.p1	HUMAN16993
TCONS_00043932.p1	HUMAN05273
TCONS_00055121.p1	HUMAN12731
TCONS_00046300.p1	HUMAN19296
TCONS_00031353.p1	HUMAN22631
TCONS_00042682.p1	HUMAN07848
TCONS_00009865.p1	HUMAN15771
TCONS_00026861.p1	HUMAN22109
TCONS_00015573.p1	HUMAN29067
TCONS_00029754.p1	HUMAN28659
TCONS_00054325.p1	HUMAN23410
TCONS_00021620.p1	HUMAN03263
TCONS_00013279.p1	HUMAN13547
TCONS_00055122.p1	HUMAN20802
TCONS_00003451.p1	HUMAN06614
TCONS_00009844.p1	HUMAN16991
TCONS_00041144.p1	HUMAN26501
TCONS_00025071.p1	HUMAN07001
TCONS_00047984.p1	HUMAN06224
TCONS_00036412.p1	HUMAN27525
TCONS_00020648.p1	HUMAN23684
TCONS_00052574.p1	HUMAN00934
TCONS_00025915.p1	HUMAN27690
TCONS_00002411.p1	HUMAN21236
TCONS_00004893.p1	HUMAN07280
TCONS_00038041.p1	HUMAN20301
TCONS_00040485.p1	HUMAN01954
TCONS_00011608.p1	HUMAN02667
TCONS_00055281.p1	HUMAN01631
TCONS_00035993.p1	HUMAN06800
TCONS_00057104.p1	HUMAN09404
TCONS_00042046.p1	HUMAN23786
TCONS_00039856.p1	HUMAN05643
TCONS_00020746.p1	HUMAN23660
TCONS_00020330.p1	HUMAN28798
TCONS_00053897.p1	HUMAN00917
TCONS_00010870.p1	HUMAN16845
TCONS_00053742.p1	HUMAN01300
TCONS_00030862.p1	HUMAN03230
TCONS_00001248.p1	HUMAN25835
TCONS_00010779.p1	HUMAN30011
TCONS_00020852.p1	HUMAN21531
TCONS_00046527.p1	HUMAN00714
TCONS_00047821.p1	HUMAN02969
TCONS_00048364.p1	HUMAN29782
TCONS_00019743.p1	HUMAN17683
TCONS_00000141.p1	HUMAN29662
TCONS_00055882.p1	HUMAN27786
TCONS_00041168.p1	HUMAN23473
TCONS_00029460.p1	HUMAN01750
TCONS_00017830.p1	HUMAN00472
TCONS_00020337.p1	HUMAN17835
TCONS_00006360.p1	HUMAN07149
TCONS_00041779.p1	HUMAN27925
TCONS_00038095.p1	HUMAN06201
TCONS_00011610.p1	HUMAN08651
TCONS_00021952.p1	HUMAN11790
TCONS_00043408.p1	HUMAN07723
TCONS_00057204.p1	HUMAN26157
TCONS_00050656.p1	HUMAN00563
TCONS_00054521.p1	HUMAN28587
TCONS_00035988.p1	HUMAN04604
TCONS_00037489.p1	HUMAN02354
TCONS_00045182.p1	HUMAN16764
TCONS_00056905.p1	HUMAN15579
TCONS_00046365.p1	HUMAN24558
TCONS_00017748.p1	HUMAN17700
TCONS_00034799.p1	HUMAN25158
TCONS_00045989.p1	HUMAN24528
TCONS_00019894.p1	HUMAN01901
TCONS_00056397.p1	HUMAN06283
TCONS_00031629.p1	HUMAN26107
TCONS_00006087.p1	HUMAN07277
TCONS_00053574.p1	HUMAN01077
TCONS_00013482.p1	HUMAN10286
TCONS_00028542.p1	HUMAN23535
TCONS_00026293.p1	HUMAN03802
TCONS_00005754.p1	HUMAN07229
TCONS_00014649.p1	HUMAN24740
TCONS_00015561.p1	HUMAN28623
TCONS_00054134.p1	HUMAN00986
TCONS_00053492.p1	HUMAN23416
TCONS_00002873.p1	HUMAN21507
TCONS_00010576.p1	HUMAN18790
TCONS_00013319.p1	HUMAN03822
TCONS_00010999.p1	HUMAN17010
TCONS_00049160.p1	HUMAN17463
TCONS_00031264.p1	HUMAN22785
TCONS_00011173.p1	HUMAN16829
TCONS_00010747.p1	HUMAN08989
TCONS_00048639.p1	HUMAN26809
TCONS_00032852.p1	HUMAN09502
TCONS_00019011.p1	HUMAN23209
TCONS_00055419.p1	HUMAN03306
TCONS_00033663.p1	HUMAN02458
TCONS_00012966.p1	HUMAN20135
TCONS_00032888.p1	HUMAN28926
TCONS_00049778.p1	HUMAN20886
